,TKR
2018-10-22,3100687607
2018-10-23,3031817448
2018-10-24,2863468170
2018-10-25,2845868018
2018-10-26,2874181306
2018-10-29,2850459362
2018-10-30,2916268625
2018-10-31,3026460880
2018-11-01,3079261335
2018-11-02,3106809399
2018-11-05,3109870295
2018-11-06,3134357463
2018-11-07,3251436733
2018-11-08,3223123445
2018-11-09,3111400743
2018-11-12,3035643568
2018-11-13,3070078647
2018-11-14,3040234912
2018-11-15,3149661942
2018-11-16,3129000895
2018-11-19,3035643568
2018-11-20,2974425649
2018-11-21,2998912816
2018-11-23,2987434456
2018-11-26,3026460880
2018-11-27,2972895201
2018-11-28,3044061032
2018-11-29,2999678040
2018-11-30,3072374319
2018-12-03,3177210006
2018-12-04,3041000136
2018-12-06,2964477737
2018-12-07,2869589962
2018-12-10,2854285482
2018-12-11,2880303098
2018-12-12,2959121169
2018-12-13,2909381609
2018-12-14,2897138026
2018-12-17,2859642050
2018-12-18,2878772650
2018-12-19,2780058755
2018-12-20,2763989051
2018-12-21,2728788748
2018-12-24,2634666197
2018-12-26,2798424131
2018-12-27,2838981002
2018-12-28,2819085179
2018-12-31,2835808156
2019-01-02,2861643493
2019-01-03,2765140911
2019-01-04,2926231835
2019-01-07,2974103194
2019-01-08,3015135788
2019-01-09,3063767011
2019-01-10,3142792747
2019-01-11,3160269593
2019-01-14,3139753296
2019-01-15,3139753296
2019-01-16,3187624655
2019-01-17,3250693272
2019-01-18,3349475442
2019-01-22,3233976289
2019-01-23,3182305615
2019-01-24,3166348495
2019-01-25,3227137523
2019-01-28,3185345067
2019-01-29,3240055192
2019-01-30,3307682986
2019-01-31,3236255878
2019-02-01,3259051763
2019-02-04,3300844220
2019-02-05,3299324494
2019-02-06,3305403397
2019-02-07,3192943695
2019-02-08,3188384518
2019-02-11,3202821912
2019-02-12,3288686414
2019-02-13,3305403397
2019-02-14,3240055192
2019-02-15,3297044906
2019-02-19,3281847649
2019-02-20,3306163260
2019-02-21,3297804769
2019-02-22,3321360517
2019-02-25,3321360517
2019-02-26,3294765317
2019-02-27,3316041477
2019-02-28,3297044906
2019-03-01,3308442848
2019-03-04,3297804769
2019-03-05,3322120380
2019-03-06,3285646963
2019-03-07,3243094643
2019-03-08,3240815055
2019-03-11,3290206140
2019-03-12,3301604083
2019-03-13,3342636677
2019-03-14,3290206140
2019-03-15,3289446277
2019-03-18,3339597225
2019-03-19,3325159831
2019-03-20,3321360517
2019-03-21,3379869956
2019-03-22,3163309044
2019-03-25,3187624655
2019-03-26,3225617798
2019-03-27,3224857935
2019-03-28,3250693272
2019-03-29,3314521751
2019-04-01,3452753546
2019-04-02,3471774885
2019-04-03,3525795489
2019-04-04,3559273047
2019-04-05,3621663040
2019-04-08,3575250972
2019-04-09,3539490854
2019-04-10,3512100125
2019-04-11,3560033900
2019-04-12,3630793283
2019-04-15,3611011090
2019-04-16,3651336330
2019-04-17,3639162673
2019-04-18,3646771208
2019-04-22,3641445233
2019-04-23,3658944866
2019-04-24,3644488648
2019-04-25,3546338536
2019-04-26,3633836698
2019-04-29,3662749134
2019-04-30,3648292916
2019-05-01,3940460690
2019-05-02,3844593139
2019-05-03,3968612273
2019-05-06,3910787401
2019-05-07,3833180336
2019-05-08,3806550460
2019-05-09,3798181071
2019-05-10,3805789607
2019-05-13,3655901451
2019-05-14,3661227426
2019-05-15,3688618155
2019-05-16,3642966941
2019-05-17,3539490854
2019-05-20,3489274517
2019-05-21,3535686586
2019-05-22,3480905128
2019-05-23,3394928673
2019-05-24,3382755016
2019-05-28,3331016973
2019-05-29,3369820505
2019-05-30,3354603434
2019-05-31,3348516605
2019-06-03,3441340742
2019-06-04,3545577682
2019-06-05,3563838168
2019-06-06,3605685115
2019-06-07,3615576212
2019-06-10,3634597551
2019-06-11,3668075109
2019-06-12,3650575476
2019-06-13,3676444498
2019-06-14,3606445969
2019-06-17,3564599022
2019-06-18,3674161937
2019-06-19,3728943395
2019-06-20,3816441557
2019-06-21,3791333389
2019-06-24,3775355463
2019-06-25,3824050093
2019-06-26,3855245089
2019-06-27,3840028018
2019-06-28,3906222279
2019-07-01,3872174592
2019-07-02,3796546182
2019-07-03,3804865307
2019-07-05,3767051102
2019-07-08,3743606295
2019-07-09,3696716680
2019-07-10,3627138543
2019-07-11,3591593190
2019-07-12,3658146191
2019-07-15,3607475157
2019-07-16,3686128703
2019-07-17,3621844554
2019-07-18,3584786634
2019-07-19,3605962588
2019-07-22,3604450020
2019-07-23,3723942908
2019-07-24,3781420500
2019-07-25,3655121055
2019-07-26,3630163680
2019-07-29,3660415044
2019-07-30,3665709032
2019-07-31,3456974621
2019-08-01,3266391027
2019-08-02,3286054414
2019-08-05,3202863163
2019-08-06,3242189936
2019-08-07,3213451140
2019-08-08,3249752777
2019-08-09,3133285026
2019-08-12,3123453333
2019-08-13,3132528742
2019-08-14,3025892684
2019-08-15,2981271922
2019-08-16,3019842411
2019-08-19,3062950605
2019-08-20,3025136400
2019-08-21,3046312354
2019-08-22,3041774650
2019-08-23,2935138592
2019-08-26,2926063182
2019-08-27,2879173568
2019-08-28,2935138592
2019-08-29,2989591047
2019-08-30,3038749513
2019-09-03,2934382308
2019-09-04,2973709081
2019-09-05,3092445684
2019-09-06,3100764810
2019-09-09,3180930924
2019-09-10,3348069710
2019-09-11,3416135279
2019-09-12,3360170256
2019-09-13,3375295938
2019-09-16,3406303586
2019-09-17,3364707960
2019-09-18,3366976813
2019-09-19,3353363699
2019-09-20,3343532006
2019-09-23,3321599767
2019-09-24,3248240209
2019-09-25,3312524358
2019-09-26,3285298130
2019-09-27,3244458789
2019-09-30,3279918158
2019-10-01,3143474769
2019-10-02,3105029394
2019-10-03,3131413475
2019-10-04,3153274571
2019-10-07,3162320541
2019-10-08,3092968100
2019-10-09,3096737255
2019-10-10,3151013078
2019-10-11,3245241938
2019-10-14,3242226614
2019-10-15,3311579055
2019-10-16,3288210298
2019-10-17,3335701644
2019-10-18,3343993783
2019-10-21,3361331893
2019-10-22,3468375878
2019-10-23,3482698665
2019-10-24,3508328915
2019-10-25,3605573099
2019-10-28,3628941856
2019-10-29,3697540466
2019-10-30,3690755988
2019-10-31,3693771312
2019-11-01,3882229032
2019-11-04,3998318987
2019-11-05,3976457892
2019-11-06,3974950230
2019-11-07,4031487546
2019-11-08,4044302671
2019-11-11,4077471229
2019-11-12,4058625457
2019-11-13,3992288340
2019-11-14,4008118788
2019-11-15,4063148443
2019-11-18,3962135105
2019-11-19,3978719384
2019-11-20,3915397590
2019-11-21,3892028833
2019-11-22,3938766348
2019-11-25,3986257693
2019-11-26,3974196399
2019-11-27,4004349634
2019-11-29,3964396597
2019-12-02,3934243362
2019-12-03,3899567142
2019-12-04,3943289333
2019-12-05,3969673414
2019-12-06,4034502869
2019-12-09,4030733715
2019-12-10,4028472222
2019-12-11,4095563171
2019-12-12,4290805368
2019-12-13,4259144472
2019-12-16,4221452928
2019-12-17,4220699097
2019-12-18,4223714420
2019-12-19,4222960589
2019-12-20,4227483575
2019-12-23,4275728751
2019-12-24,4250852332
2019-12-26,4272713427
2019-12-27,4265175119
2019-12-30,4253867655
2019-12-31,4249223212
2020-01-02,4304309928
2020-01-03,4286953839
2020-01-06,4280162326
2020-01-07,4323929854
2020-01-08,4383544244
2020-01-09,4411464908
2020-01-10,4329212141
2020-01-13,4352605130
2020-01-14,4371470444
2020-01-15,4345813617
2020-01-16,4395618045
2020-01-17,4393354207
2020-01-21,4313365278
2020-01-22,4296009190
2020-01-23,4277143876
2020-01-24,4203946460
2020-01-27,4109619892
2020-01-28,4149614357
2020-01-29,4128485206
2020-01-30,4144332069
2020-01-31,3963979672
2020-02-03,4059060852
2020-02-04,4217529486
2020-02-05,4299027640
2020-02-06,4209228748
2020-02-07,4022839450
2020-02-10,3979826535
2020-02-11,4065097752
2020-02-12,4162442770
2020-02-13,4158669707
2020-02-14,4081699228
2020-02-18,4041704764
2020-02-19,3948887421
2020-02-20,3948887421
2020-02-21,3920212145
2020-02-24,3728540560
2020-02-25,3533095912
2020-02-26,3485555322
2020-02-27,3370854216
2020-02-28,3383682629
2020-03-02,3419149418
2020-03-03,3248606984
2020-03-04,3380664179
2020-03-05,3185974143
2020-03-06,3109758277
2020-03-09,2752071933
2020-03-10,2967136507
2020-03-11,2699249055
2020-03-12,2382311788
2020-03-13,2610959388
2020-03-16,2301568247
2020-03-17,2290249058
2020-03-18,1831444634
2020-03-19,2146118063
2020-03-20,2007269356
2020-03-23,1906151276
2020-03-24,2256291494
2020-03-25,2512859758
2020-03-26,2598130975
2020-03-27,2416269353
2020-03-30,2494749057
2020-03-31,2428029214
2020-04-01,2252346210
2020-04-02,2325172070
2020-04-03,2196037554
2020-04-06,2479833177
2020-04-07,2482085523
2020-04-08,2596955180
2020-04-09,2636746629
2020-04-13,2626986462
2020-04-14,2664525566
2020-04-15,2526381665
2020-04-16,2521876973
2020-04-17,2675787297
2020-04-20,2570677807
2020-04-21,2446047984
2020-04-22,2432533906
2020-04-23,2554160602
2020-04-24,2618727860
2020-04-27,2735849863
2020-04-28,2768884274
2020-04-29,2969343086
2020-04-30,2821439019
2020-05-01,2697559977
2020-05-04,2747111594
2020-05-05,2802669467
2020-05-06,2726840478
2020-05-07,2780896787
2020-05-08,2919040688
2020-05-11,2898769572
2020-05-12,2756120978
2020-05-13,2704317016
2020-05-14,2770385838
2020-05-15,2806423377
2020-05-18,3078957269
2020-05-19,3099228384
2020-05-20,3124754975
2020-05-21,3033159562
2020-05-22,3040667383
2020-05-26,3222356644
2020-05-27,3307945800
2020-05-28,3236621503
2020-05-29,3193826925
2020-06-01,3170552681
2020-06-02,3185568323
2020-06-03,3337977083
2020-06-04,3455099086
2020-06-05,3611261756
2020-06-08,3732137669
2020-06-09,3604504718
2020-06-10,3449843611
2020-06-11,3151032347
2020-06-12,3256141837
2020-06-15,3266652786
2020-06-16,3382273225
2020-06-17,3347737250
2020-06-18,3313201274
2020-06-19,3313952056
2020-06-22,3321459877
2020-06-23,3307195018
2020-06-24,3181814412
2020-06-25,3316204403
2020-06-26,3387528699
2020-06-29,3408550597
2020-06-30,3421915286
2020-07-01,3333151601
2020-07-02,3381294616
2020-07-06,3492625340
2020-07-07,3377533443
2020-07-08,3366249924
2020-07-09,3289521993
2020-07-10,3336160539
2020-07-13,3397843778
2020-07-14,3494882044
2020-07-15,3606212768
2020-07-16,3545281764
2020-07-17,3555060814
2020-07-20,3486607463
2020-07-21,3580636791
2020-07-22,3588159137
2020-07-23,3590415841
2020-07-24,3548290702
2020-07-27,3588911372
2020-07-28,3481341821
2020-07-29,3603203829
2020-07-30,3527228133
2020-07-31,3434703274
2020-08-03,3748385111
2020-08-04,3690463045
2020-08-05,3764934273
2020-08-06,3810820584
2020-08-07,3897327566
2020-08-10,4085386221
2020-08-11,4162114152
2020-08-12,4198221414
2020-08-13,4147821694
2020-08-14,4165123090
2020-08-17,4122997952
2020-08-18,4088395159
2020-08-19,4062819182
2020-08-20,4019941809
2020-08-21,3989852424
2020-08-24,4086138455
2020-08-25,4095165271
2020-08-26,4097421975
2020-08-27,4078616109
2020-08-28,4138794879
2020-08-31,4076359405
2020-09-01,4248621133
2020-09-02,4316322249
2020-09-03,4126759125
2020-09-04,4151582867
2020-09-08,4048526724
2020-09-09,4201230352
2020-09-10,4157600744
2020-09-11,4234328675
2020-09-14,4274949345
2020-09-15,4331366941
2020-09-16,4332119176
2020-09-17,4274197110
2020-09-18,4195212475
2020-09-21,4037243205
2020-09-22,4084633986
2020-09-23,3989100189
2020-09-24,4025959686
2020-09-25,4030473093
2020-09-28,4122997952
2020-09-29,4102687617
2020-09-30,4094631450
2020-10-01,4068955045
2020-10-02,4172415854
2020-10-05,4353661068
2020-10-06,4380092662
2020-10-07,4488084601
2020-10-08,4516781760
2020-10-09,4572665701
2020-10-12,4513005818
2020-10-13,4506209123
2020-10-14,4485063848
2020-10-15,4526599209
2020-10-16,4518292137
2020-10-19,4486574224
2020-10-20,4557561933
2020-10-21,4537171847
2020-10-22,4567379382
2020-10-23,4626284077
2020-10-26,4521312890
2020-10-27,4406524255
2020-10-28,4272100722
2020-10-29,4390665299
2020-10-30,4508474688
2020-11-02,4742583089
2020-11-03,4828674565
2020-11-04,4546234107
2020-11-05,4775056189
2020-11-06,4760707610
2020-11-09,5113380588
2020-11-10,5362592757
2020-11-11,5287829106
2020-11-12,5194185746
2020-11-13,5367123887
2020-11-16,5515140812
2020-11-17,5460767248
2020-11-18,5395065858
2020-11-19,5453215364
2020-11-20,5432825277
2020-11-23,5564228057
2020-11-24,5663157736
2020-11-25,5626908693
2020-11-27,5642012461
2020-11-30,5546103536
2020-12-01,5520427130
2020-12-02,5486443653
2020-12-03,5432070089
2020-12-04,5638991708
2020-12-07,5546858724
2020-12-08,5664668113
2020-12-09,5727348749
2020-12-10,5722817619
2020-12-11,5710734605
2020-12-14,5753025155
2020-12-15,5916901035
2020-12-16,5765108169
2020-12-17,5756801096
2020-12-18,5809664284
2020-12-21,5836851066
2020-12-22,5770394487
2020-12-23,5811174661
2020-12-24,5842137385
2020-12-28,5787763820
2020-12-29,5713000170
2020-12-30,5836095877
2020-12-31,5865447345
2021-01-04,5727454659
2021-01-05,5899566416
2021-01-06,6312786271
2021-01-07,6434856724
2021-01-08,6397704847
2021-01-11,6390881033
2021-01-12,6476557810
2021-01-13,6378749808
2021-01-14,6497029253
2021-01-15,6387090025
2021-01-19,6443196941
2021-01-20,6428791112
2021-01-21,6399221250
2021-01-22,6323401093
2021-01-25,6013296651
2021-01-26,5940509300
2021-01-27,5750200706
2021-01-28,5848008709
2021-01-29,5736553078
2021-02-01,5970837363
2021-02-02,6042866512
2021-02-03,6083809397
2021-02-04,5572781539
2021-02-05,5518949228
2021-02-08,5528047646
2021-02-09,5644052487
2021-02-10,5618273633
2021-02-11,5637228672
2021-02-12,5674380549
2021-02-16,5687269976
2021-02-17,5569748733
2021-02-18,5520465631
2021-02-19,5687269976
2021-02-22,5725938256
2021-02-23,5767639342
2021-02-24,6022395070
2021-02-25,5982968588
2021-02-26,5940509300
2021-03-01,6176309989
2021-03-02,6002681829
2021-03-03,6101248033
2021-03-04,5967046355
2021-03-05,6123235879
2021-03-08,6249097339
2021-03-09,6029218884
2021-03-10,6076985583
2021-03-11,6255921154
2021-03-12,6241515324
2021-03-15,6287765620
2021-03-16,6295347635
2021-03-17,6508402276
2021-03-18,6431823918
2021-03-19,6370409591
2021-03-22,6225593091
2021-03-23,5919279656
2021-03-24,5941267502
2021-03-25,6105039041
2021-03-26,6258195758
2021-03-29,6167211570
2021-03-30,6226351292
2021-03-31,6178843600
2021-04-01,6254204635
2021-04-05,6288459650
2021-04-06,6229845512
2021-04-07,6180366045
2021-04-08,6098154008
2021-04-09,6204725168
2021-04-12,6179604823
2021-04-13,6082168334
2021-04-14,6140021249
2021-04-15,6241263851
2021-04-16,6340222785
2021-04-19,6350118678
2021-04-20,6261055638
2021-04-21,6441465387
2021-04-22,6328804446
2021-04-23,6373716578
2021-04-26,6387418584
2021-04-27,6378283914
2021-04-28,6607411907
2021-04-29,6643950590
2021-04-30,6384373694
2021-05-03,6505408083
2021-05-04,6698758616
2021-05-05,6807613443
2021-05-06,6885258145
2021-05-07,6952245731
2021-05-10,6829688898
2021-05-11,6835778678
2021-05-12,6571634446
2021-05-13,6765746202
2021-05-14,6786299211
2021-05-17,6844913349
2021-05-18,6709415731
2021-05-19,6593709901
2021-05-20,6539663098
2021-05-21,6611979243
2021-05-24,6557171217
2021-05-25,6525961092
2021-05-26,6547275324
2021-05-27,6702564728
2021-05-28,6733013631
2021-06-01,6806852220
2021-06-02,6722356515
2021-06-03,6704087173
2021-06-04,6761178866
2021-06-07,6616546578
2021-06-08,6729207518
2021-06-09,6653085261
2021-06-10,6479526515
2021-06-11,6450600058
2021-06-14,6308251437
2021-06-15,6278563757
2021-06-16,6192545606
2021-06-17,6012135857
2021-06-18,5987776735
2021-06-21,6172753820
2021-06-22,6116423349
2021-06-23,6067705105
2021-06-24,6144588585
2021-06-25,6146111030
2021-06-28,6047152096
2021-06-29,5993105293
2021-06-30,6130367023
2021-07-01,6108307134
2021-07-02,6093093418
2021-07-06,5947041740
2021-07-07,6023110322
2021-07-08,5924981851
2021-07-09,6110589192
2021-07-12,6139495253
2021-07-13,6006375234
2021-07-14,5970623001
2021-07-15,5923460480
2021-07-16,5767519887
2021-07-19,5704382964
2021-07-20,5788819090
2021-07-21,5919657051
2021-07-22,5817725151
2021-07-23,5855759442
2021-07-26,5887708246
2021-07-27,5950845169
2021-07-28,5871733844
2021-07-29,5969101629
2021-07-30,6047452269
2021-08-02,5686887190
2021-08-03,5804793492
2021-08-04,5697536791
2021-08-05,5705904335
2021-08-06,5781972917
2021-08-09,5711229136
2021-08-10,5819246523
2021-08-11,6026153066
2021-08-12,6020067579
2021-08-13,6022349636
2021-08-16,5973665744
2021-08-17,5851956013
2021-08-18,5712750508
2021-08-19,5584194604
2021-08-20,5570502259
2021-08-23,5614622037
2021-08-24,5661023872
2021-08-25,5655699071
2021-08-26,5600929692
2021-08-27,5720357366
2021-08-30,5711989822
2021-08-31,5594083520
2021-09-01,5539314141
2021-09-02,5552245800
2021-09-03,5489108877
2021-09-07,5389459034
2021-09-08,5438903613
2021-09-09,5435860869
2021-09-10,5355988858
2021-09-13,5464766930
2021-09-14,5258621073
2021-09-15,5356749544
2021-09-16,5174184947
2021-09-17,5128543798
2021-09-20,5022808469
2021-09-21,4984774178
2021-09-22,5066928247
2021-09-23,5133107913
2021-09-24,5161253288
2021-09-27,5246450100
2021-09-28,5258621073
2021-09-29,5123979683
2021-09-30,4948445603
2021-10-01,5051317599
2021-10-04,5052830423
2021-10-05,5117881832
2021-10-06,5077035598
2021-10-07,5184446065
2021-10-08,5151920361
2021-10-11,5129984420
2021-10-12,5319843767
2021-10-13,5266138533
2021-10-14,5387164412
2021-10-15,5450702998
2021-10-18,5434818351
2021-10-19,5415908058
2021-10-20,5474908174
2021-10-21,5462049174
2021-10-22,5435574763
2021-10-25,5459779939
2021-10-26,5354638707
2021-10-27,5170074242
2021-10-28,5382625941
2021-10-29,5366741295
2021-11-01,5481715879
2021-11-02,5431792704
2021-11-03,5359177177
2021-11-04,5390946470
2021-11-05,5502138996
2021-11-08,5623921286
2021-11-09,5598959699
2021-11-10,5645857227
2021-11-11,5710908637
2021-11-12,5820588339
2021-11-15,5856896102
2021-11-16,5759318988
2021-11-17,5599716111
2021-11-18,5588369935
2021-11-19,5402292647
2021-11-22,5436331175
2021-11-23,5506677467
2021-11-24,5554331406
2021-11-26,5263112886
2021-11-29,5160997302
2021-11-30,4979458484
2021-12-01,4921971192
2021-12-02,5114099774
2021-12-03,5098215127
2021-12-06,5221510241
2021-12-07,5299420650
2021-12-08,5283536003
2021-12-09,5194279418
2021-12-10,5152676772
2021-12-13,5027868835
2021-12-14,4914407074
2021-12-15,4934073780
2021-12-16,4957522543
2021-12-17,5049048364
2021-12-20,4835740253
2021-12-21,5110317715
2021-12-22,5063420187
2021-12-23,5095945892
2021-12-27,5181420419
2021-12-28,5250253887
2021-12-29,5279753945
2021-12-30,5265382122
2021-12-31,5181655381
2022-01-03,5171185879
2022-01-04,5452366775
2022-01-05,5480036171
2022-01-06,5588470293
2022-01-07,5539114072
2022-01-10,5436662523
2022-01-11,5381323729
2022-01-12,5349915225
2022-01-13,5527148928
2022-01-14,5525653285
2022-01-18,5511444676
2022-01-19,5339445724
2022-01-20,5237741996
2022-01-21,5139029554
2022-01-24,5195863990
2022-01-25,5157725092
2022-01-26,5081447296
2022-01-27,4964787137
2022-01-28,4909448344
2022-01-31,4995447820
2022-02-01,5092664619
2022-02-02,5033586718
2022-02-03,5050038792
2022-02-04,4975256639
2022-02-07,4878039840
2022-02-08,4949082885
2022-02-09,5070229973
2022-02-10,4961048030
2022-02-11,4943848134
2022-02-14,4934126454
2022-02-15,5145012126
2022-02-16,5199603098
2022-02-17,5105377585
2022-02-18,5091916797
2022-02-22,5020873752
2022-02-23,4849622622
2022-02-24,4802509865
2022-02-25,4949830707
2022-02-28,4902717950
2022-03-01,4590128551
2022-03-02,4856353015
2022-03-03,4941604670
2022-03-04,4795031650
2022-03-07,4442807709
2022-03-08,4530302828
2022-03-09,4667154168
2022-03-10,4612563197
2022-03-11,4586389443
2022-03-14,4551989653
2022-03-15,4596111123
2022-03-16,4684354063
2022-03-17,4760631859
2022-03-18,4671641097
2022-03-21,4756144930
2022-03-22,4751658001
2022-03-23,4645467344
2022-03-24,4642476058
2022-03-25,4612563197
2022-03-28,4567693905
2022-03-29,4732214641
2022-03-30,4658928131
2022-03-31,4471186887
2022-04-01,4392370248
2022-04-04,4397526477
2022-04-05,4247995844
2022-04-06,4146344478
2022-04-07,4151500707
2022-04-08,4093308983
2022-04-11,4123509751
2022-04-12,4123509751
2022-04-13,4251678865
2022-04-14,4343017773
2022-04-18,4317973234
2022-04-19,4482235948
2022-04-20,4540427672
2022-04-21,4496968030
2022-04-22,4327549087
2022-04-25,4359959667
2022-04-26,4173598830
2022-04-27,4253152073
2022-04-28,4368798917
2022-04-29,4245786032
2022-05-02,4361432876
2022-05-03,4482972552
2022-05-04,4696587741
2022-05-05,4483709156
2022-05-06,4346700794
2022-05-09,4446142347
2022-05-10,4326075879
2022-05-11,4242103011
2022-05-12,4270830571
2022-05-13,4292928694
2022-05-16,4245786032
2022-05-17,4429200453
2022-05-18,4272303780
2022-05-19,4316500026
2022-05-20,4264201134
2022-05-23,4321656254
2022-05-24,4256835093
2022-05-25,4320919650
2022-05-26,4421097808
2022-05-27,4472660095
2022-05-31,4498441238
2022-06-01,4413731767
2022-06-02,4633239789
2022-06-03,4576521273
2022-06-06,4650918287
2022-06-07,4747413424
2022-06-08,4681855659
2022-06-09,4660494140
2022-06-10,4398263081
2022-06-13,4219268284
2022-06-14,4190540724
2022-06-15,4236210179
2022-06-16,3975452327
2022-06-17,3972505911
2022-06-21,3962193453
2022-06-22,3904738334
2022-06-23,3816345842
2022-06-24,4042483300
2022-06-27,4054268966
2022-06-28,4035853863
2022-06-29,3931256081
2022-06-30,3882090565
2022-07-01,3915020646
2022-07-05,3876968108
2022-07-06,3862332517
2022-07-07,3995516397
2022-07-08,3855014722
2022-07-11,3861600738
2022-07-12,3955268521
2022-07-13,3930388016
2022-07-14,3887213022
2022-07-15,3999907074
2022-07-18,4041618509
2022-07-19,4263347716
2022-07-20,4296277796
2022-07-21,4334330333
2022-07-22,4346038806
2022-07-25,4373846430
2022-07-26,4382627784
2022-07-27,4533374374
2022-07-28,4621187921
2022-07-29,4784374763
2022-08-01,4695829436
2022-08-02,4648263765
2022-08-03,4666558254
2022-08-04,4709733248
2022-08-05,4708269689
2022-08-08,4714123925
2022-08-09,4711196807
2022-08-10,4884628563
2022-08-11,4973173889
2022-08-12,4989273040
2022-08-15,4967319653
2022-08-16,5036838711
2022-08-17,4953415841
2022-08-18,4987077701
2022-08-19,4919753981
2022-08-22,4765348494
2022-08-23,4781447645
2022-08-24,4801937472
2022-08-25,4889019240
2022-08-26,4742663328
2022-08-29,4749981123
2022-08-30,4693634097
2022-08-31,4609479448
2022-09-01,4594843857
2022-09-02,4567036233
2022-09-06,4682657404
2022-09-07,4815841284
2022-09-08,4868529412
2022-09-09,4938780250
2022-09-12,5044888286
2022-09-13,4872920090
2022-09-14,4802669252
2022-09-15,4715587484
2022-09-16,4534106153
2022-09-19,4685584522
2022-09-20,4617529023
2022-09-21,4569231572
2022-09-22,4507030310
2022-09-23,4379700666
2022-09-26,4339452790
2022-09-27,4460196418
2022-09-28,4471173111
2022-09-29,4306522710
2022-09-30,4290259325
2022-10-03,4436319983
2022-10-04,4662314335
2022-10-05,4745154708
2022-10-06,4705914531
2022-10-07,4626707507
2022-10-10,4633974207
2022-10-11,4602000730
2022-10-12,4521340366
2022-10-13,4655047635
2022-10-14,4631067527
2022-10-17,4690654462
2022-10-18,4845435159
2022-10-19,4817095032
2022-10-20,4662314335
2022-10-21,4850521849
2022-10-24,4890488696
2022-10-25,4979142428
2022-10-26,4938448912
2022-10-27,4987135798
2022-10-28,5120843067
2022-10-31,5180430002
2022-11-01,5245830296
2022-11-02,5030735994
2022-11-03,5069249501
2022-11-04,5224756868
2022-11-07,5268357065
2022-11-08,5274170424
2022-11-09,5079422880
2022-11-10,5261817035
2022-11-11,5356284127
2022-11-14,5365730836
2022-11-15,5404244343
2022-11-16,5322857310
2022-11-17,5278530444
2022-11-18,5314137271
2022-11-21,5389710944
2022-11-22,5463831278
2022-11-23,5418777742
2022-11-25,5455111239
2022-11-28,5352650778
2022-11-29,5408604363
2022-11-30,5521238204
2022-12-01,5426044441
2022-12-02,5365004167
2022-12-05,5185516691
2022-12-06,5121569737
2022-12-07,5058349452
2022-12-08,5183336682
2022-12-09,5129563106
2022-12-12,5162989923
2022-12-13,5204410110
2022-12-14,5193510061
2022-12-15,5073609521
2022-12-16,5053262762
2022-12-19,5012569246
2022-12-20,5083056230
2022-12-21,5177523322
2022-12-22,5096136289
2022-12-23,5134649796
2022-12-27,5184790021
2022-12-28,5069976171
2022-12-29,5156449894
2022-12-30,5135376465
2023-01-03,5052519982
2023-01-04,5145319890
2023-01-05,5077169957
2023-01-06,5196794839
2023-01-09,5235219800
2023-01-10,5309169727
2023-01-11,5374419662
2023-01-12,5471569566
2023-01-13,5665869373
2023-01-17,5597719440
2023-01-18,5503469534
2023-01-19,5365719671
2023-01-20,5574519463
2023-01-23,5634694404
2023-01-24,5658619380
2023-01-25,5607869430
2023-01-26,5796369243
2023-01-27,5905119135
2023-01-30,5857994182
2023-01-31,5970369070
2023-02-01,6075493966
2023-02-02,6308943734
2023-02-03,6290818752
2023-02-06,6024019017
2023-02-07,6200918841
2023-02-08,6131318910
2023-02-09,6032719008
2023-02-10,6090718951
2023-02-13,6192943849
2023-02-14,6237893805
2023-02-15,6354618689
2023-02-16,6283568759
2023-02-17,6292993750
2023-02-21,6182793859
2023-02-22,6213243829
2023-02-23,6241518801
2023-02-24,6234993808
2023-02-27,6218318824
2023-02-28,6195118847
2023-03-01,6253843789
2023-03-02,6355343688
2023-03-03,6422043622
2023-03-06,6356793687
2023-03-07,6313293730
2023-03-08,6398843645
2023-03-09,6229193813
2023-03-10,5963119078
2023-03-13,5844219196
2023-03-14,5998644042
2023-03-15,5692694346
2023-03-16,5720244319
2023-03-17,5364269672
2023-03-20,5518694519
2023-03-21,5802894237
2023-03-22,5604969433
2023-03-23,5586844451
2023-03-24,5523769514
2023-03-27,5671669367
2023-03-28,5702844336
2023-03-29,5802894237
2023-03-30,5808694231
2023-03-31,5874265929
2023-04-03,5854138733
2023-04-04,5576670959
2023-04-05,5389056739
2023-04-06,5297046700
2023-04-10,5462377239
2023-04-11,5522758827
2023-04-12,5577389788
2023-04-13,5529228283
2023-04-14,5566607361
2023-04-17,5616925352
2023-04-18,5614050038
2023-04-19,5628426606
2023-04-20,5629145435
2023-04-21,5620519494
2023-04-24,5640646690
2023-04-25,5488255063
2023-04-26,5442250043
2023-04-27,5491849205
2023-04-28,5524196484
2023-05-01,5565888533
2023-05-02,5551511964
2023-05-03,5510538744
2023-05-04,5327956323
2023-05-05,5519883513
2023-05-08,5464533724
2023-05-09,5407027450
2023-05-10,5294171386
2023-05-11,5217975573
2023-05-12,5238102769
2023-05-15,5353834146
2023-05-16,5236665112
2023-05-17,5406308622
2023-05-18,5504069288
2023-05-19,5357428288
2023-05-22,5402714479
2023-05-23,5345927033
2023-05-24,5220850887
2023-05-25,5305672641
2023-05-26,5414934563
2023-05-30,5347364690
2023-05-31,5143217416
2023-06-01,5243134568
2023-06-02,5619800665
2023-06-05,5585296901
2023-06-06,5779380577
2023-06-07,6006530361
2023-06-08,6021625758
2023-06-09,5943992287
