,AEE
2013-11-26,8786972000
2013-11-27,8726322000
2013-11-29,8697210000
2013-12-02,8748156000
2013-12-03,8808806000
2013-12-04,8867030000
2013-12-05,8755434000
2013-12-06,8840344000
2013-12-09,8665672000
2013-12-10,8549224000
2013-12-11,8444906000
2013-12-12,8520111999
2013-12-13,8495852000
2013-12-16,8551650000
2013-12-17,8551650000
2013-12-18,8709340000
2013-12-19,8682654000
2013-12-20,8769990000
2013-12-23,8699636000
2013-12-24,8743304000
2013-12-26,8721470000
2013-12-27,8733600000
2013-12-30,8767564000
2013-12-31,8772416000
2014-01-02,8619578000
2014-01-03,8588040000
2014-01-06,8675376000
2014-01-07,8786972000
2014-01-08,8719044000
2014-01-09,8743304000
2014-01-10,8859752000
2014-01-13,8789398000
2014-01-14,8808806000
2014-01-15,8721470000
2014-01-16,8774842000
2014-01-17,8769990000
2014-01-21,8888864000
2014-01-22,8886438000
2014-01-23,8847622000
2014-01-24,8711766000
2014-01-27,8794250000
2014-01-28,8862178000
2014-01-29,8884012000
2014-01-30,9039276000
2014-01-31,9179984000
2014-02-03,9136316000
2014-02-04,9029572000
2014-02-05,8959218000
2014-02-06,9017442000
2014-02-07,9082944000
2014-02-10,9138742000
2014-02-11,9252764000
2014-02-12,9228504000
2014-02-13,9313414000
2014-02-14,9371638000
2014-02-18,9434714000
2014-02-19,9284302000
2014-02-20,9415306000
2014-02-21,9917488000
2014-02-24,9922340000
2014-02-25,9822874000
2014-02-26,9810744000
2014-02-27,9740390000
2014-02-28,9803466000
2014-03-03,9791336000
2014-03-04,9922340000
2014-03-05,9847134000
2014-03-06,9776780000
2014-03-07,9677314000
2014-03-10,9619090000
2014-03-11,9619090000
2014-03-12,9750094000
2014-03-13,9907784000
2014-03-14,9980564000
2014-03-17,9980564000
2014-03-18,9970860000
2014-03-19,9822874000
2014-03-20,9735538000
2014-03-21,9820448000
2014-03-24,9837430000
2014-03-25,9827726000
2014-03-26,9767076000
2014-03-27,9827726000
2014-03-28,9898080000
2014-03-31,9995120000
2014-04-01,9888376000
2014-04-02,9842282000
2014-04-03,9847134000
2014-04-04,9801040000
2014-04-07,9645776000
2014-04-08,9771928000
2014-04-09,9711278000
2014-04-10,9745242000
2014-04-11,9825300000
2014-04-14,9939322000
2014-04-15,10128550000
2014-04-16,10164940000
2014-04-17,9944174000
2014-04-21,9864116000
2014-04-22,9868968000
2014-04-23,9953878000
2014-04-24,9975712000
2014-04-25,10072752000
2014-04-28,10016954000
2014-04-29,10012102000
2014-04-30,10021806000
2014-05-01,10016954000
2014-05-02,9752520000
2014-05-05,9854412000
2014-05-06,9784058000
2014-05-07,9941748000
2014-05-08,9776780000
2014-05-09,9536606000
2014-05-12,9400750000
2014-05-13,9415306000
2014-05-14,9526902000
2014-05-15,9551162000
2014-05-16,9514772000
2014-05-19,9349804000
2014-05-20,9323118000
2014-05-21,9230930000
2014-05-22,9395898000
2014-05-23,9374064000
2014-05-27,9439566000
2014-05-28,9505068000
2014-05-29,9439566000
2014-05-30,9546310000
2014-06-02,9471104000
2014-06-03,9536606000
2014-06-04,9505068000
2014-06-05,9609386000
2014-06-06,9551162000
2014-06-09,9461400000
2014-06-10,9340100000
2014-06-11,9243060000
2014-06-12,9284302000
2014-06-13,9315840000
2014-06-16,9415306000
2014-06-17,9381342000
2014-06-18,9616664000
2014-06-19,9723408000
2014-06-20,9645776000
2014-06-23,9611812000
2014-06-24,9650628000
2014-06-25,9723408000
2014-06-26,9818022000
2014-06-27,9851986000
2014-06-30,9917488000
2014-07-01,9890802000
2014-07-02,9667610000
2014-07-03,9529328000
2014-07-07,9611812000
2014-07-08,9657906000
2014-07-09,9643350000
2014-07-10,9752520000
2014-07-11,9677314000
2014-07-14,9541458000
2014-07-15,9577848000
2014-07-16,9633646000
2014-07-17,9609386000
2014-07-18,9713704000
2014-07-21,9733112000
2014-07-22,9754946000
2014-07-23,9723408000
2014-07-24,9733112000
2014-07-25,9648202000
2014-07-28,9820448000
2014-07-29,9699148000
2014-07-30,9461400000
2014-07-31,9327970000
2014-08-01,9369212000
2014-08-04,9303710000
2014-08-05,9075666000
2014-08-06,8971348000
2014-08-07,9065962000
2014-08-08,9250338000
2014-08-11,9228504000
2014-08-12,9267320000
2014-08-13,9298858000
2014-08-14,9371638000
2014-08-15,9340100000
2014-08-18,9444418000
2014-08-19,9575422000
2014-08-20,9568144000
2014-08-21,9589978000
2014-08-22,9585126000
2014-08-25,9638498000
2014-08-26,9451696000
2014-08-27,9519624000
2014-08-28,9631220000
2014-08-29,9701574000
2014-09-02,9543884000
2014-09-03,9653054000
2014-09-04,9638498000
2014-09-05,9771928000
2014-09-08,9587552000
2014-09-09,9420158000
2014-09-10,9415306000
2014-09-11,9485660000
2014-09-12,9277024000
2014-09-15,9323118000
2014-09-16,9391046000
2014-09-17,9388620000
2014-09-18,9279450000
2014-09-19,9374064000
2014-09-22,9303710000
2014-09-23,9267320000
2014-09-24,9262468000
2014-09-25,9211522000
2014-09-26,9213948000
2014-09-29,9277024000
2014-09-30,9298858000
2014-10-01,9335248000
2014-10-02,9330396000
2014-10-03,9434714000
2014-10-06,9497790000
2014-10-07,9531754000
2014-10-08,9737964000
2014-10-09,9471104000
2014-10-10,9599682000
2014-10-13,9711278000
2014-10-14,9878672000
2014-10-15,9728260000
2014-10-16,9602108000
2014-10-17,9623942000
2014-10-20,9815596000
2014-10-21,9820448000
2014-10-22,9873820000
2014-10-23,9949026000
2014-10-24,10004824000
2014-10-27,10002398000
2014-10-28,10109142000
2014-10-29,10046066000
2014-10-30,10329908000
2014-10-31,10271684000
2014-11-03,10441504000
2014-11-04,10286240000
2014-11-05,10528840000
2014-11-06,10291092000
2014-11-07,10507006000
2014-11-10,10509432000
2014-11-11,10507006000
2014-11-12,10363872000
2014-11-13,10283814000
2014-11-14,10240146000
2014-11-17,10446356000
2014-11-18,10511858000
2014-11-19,10441504000
2014-11-20,10349316000
2014-11-21,10390558000
2014-11-24,10305648000
2014-11-25,10283814000
2014-11-26,10329908000
2014-11-28,10458486000
2014-12-01,10480320000
2014-12-02,10560378000
2014-12-03,10638010000
2014-12-04,10572508000
2014-12-05,10502154000
2014-12-08,10657418000
2014-12-09,10642862000
2014-12-10,10448782000
2014-12-11,10519136000
2014-12-12,10412392000
2014-12-15,10300796000
2014-12-16,10351742000
2014-12-17,10688956000
2014-12-18,10919426000
2014-12-19,10946112000
2014-12-22,11016466000
2014-12-23,11069838000
2014-12-24,11363384000
2014-12-26,11523500000
2014-12-29,11625392000
2014-12-30,11438590000
2014-12-31,11191138000
2015-01-02,11157174000
2015-01-05,11045578000
2015-01-06,10917000000
2015-01-07,11001910000
2015-01-08,11040726000
2015-01-09,10917000000
2015-01-12,10873332000
2015-01-13,10967946000
2015-01-14,11069838000
2015-01-15,11171730000
2015-01-16,11290604000
2015-01-20,11222676000
2015-01-21,11271196000
2015-01-22,11232380000
2015-01-23,11239658000
2015-01-26,11210546000
2015-01-27,11210546000
2015-01-28,11062560000
2015-01-29,11283326000
2015-01-30,10984928000
2015-02-02,11016466000
2015-02-03,11021318000
2015-02-04,10815108000
2015-02-05,10948538000
2015-02-06,10405114000
2015-02-09,10237720000
2015-02-10,10514284000
2015-02-11,10305648000
2015-02-12,10349316000
2015-02-13,10077604000
2015-02-17,10109142000
2015-02-18,10376002000
2015-02-19,10312926000
2015-02-20,10424522000
2015-02-23,10460912000
2015-02-24,10429374000
2015-02-25,10463338000
2015-02-26,10317778000
2015-02-27,10288666000
2015-03-02,10235294000
2015-03-03,10235294000
2015-03-04,10130976000
2015-03-05,10228016000
2015-03-06,9934470000
2015-03-09,9975712000
2015-03-10,10060622000
2015-03-11,9881098000
2015-03-12,10133402000
2015-03-13,9978138000
2015-03-16,10160088000
2015-03-17,10147958000
2015-03-18,10385706000
2015-03-19,10247424000
2015-03-20,10349316000
2015-03-23,10288666000
2015-03-24,10111568000
2015-03-25,10058196000
2015-03-26,9934470000
2015-03-27,10041214000
2015-03-30,10208608000
2015-03-31,10237720000
2015-04-01,10278962000
2015-04-02,10259554000
2015-04-06,10295944000
2015-04-07,10140680000
2015-04-08,10121272000
2015-04-09,10104290000
2015-04-10,10218312000
2015-04-13,10084882000
2015-04-14,10138254000
2015-04-15,10128550000
2015-04-16,10024232000
2015-04-17,9978138000
2015-04-20,10104290000
2015-04-21,10080030000
2015-04-22,10111568000
2015-04-23,10167366000
2015-04-24,10266832000
2015-04-27,10169792000
2015-04-28,10261980000
2015-04-29,10150384000
2015-04-30,9932044000
2015-05-01,9995120000
2015-05-04,10089734000
2015-05-05,9847134000
2015-05-06,9793762000
2015-05-07,9801040000
2015-05-08,9798614000
2015-05-11,9776780000
2015-05-12,9767076000
2015-05-13,9662758000
2015-05-14,9767076000
2015-05-15,9835004000
2015-05-18,9893228000
2015-05-19,9883524000
2015-05-20,9927192000
2015-05-21,9866542000
2015-05-22,9861690000
2015-05-26,9781632000
2015-05-27,9798614000
2015-05-28,9810744000
2015-05-29,9759798000
2015-06-01,9757372000
2015-06-02,9611812000
2015-06-03,9536606000
2015-06-04,9483234000
2015-06-05,9308562000
2015-06-08,9201818000
2015-06-09,9187262000
2015-06-10,9172706000
2015-06-11,9291580000
2015-06-12,9163002000
2015-06-15,9153298000
2015-06-16,9172706000
2015-06-17,9240634000
2015-06-18,9349804000
2015-06-19,9281876000
2015-06-22,9294006000
2015-06-23,9160576000
2015-06-24,9165428000
2015-06-25,9099926000
2015-06-26,9153298000
2015-06-29,9107204000
2015-06-30,9141168000
2015-07-01,9213948000
2015-07-02,9340100000
2015-07-06,9354656000
2015-07-07,9606960000
2015-07-08,9529328000
2015-07-09,9383768000
2015-07-10,9466252000
2015-07-13,9439566000
2015-07-14,9427436000
2015-07-15,9458974000
2015-07-16,9621516000
2015-07-17,9556014000
2015-07-20,9490512000
2015-07-21,9388620000
2015-07-22,9378916000
2015-07-23,9284302000
2015-07-24,9347378000
2015-07-27,9466252000
2015-07-28,9543884000
2015-07-29,9619090000
2015-07-30,9648202000
2015-07-31,9966008000
2015-08-03,10089734000
2015-08-04,9949026000
2015-08-05,10033936000
2015-08-06,10113994000
2015-08-07,10218312000
2015-08-10,10145532000
2015-08-11,10213460000
2015-08-12,10346890000
2015-08-13,10339612000
2015-08-14,10368724000
2015-08-17,10528840000
2015-08-18,10480320000
2015-08-19,10565230000
2015-08-20,10507006000
2015-08-21,10312926000
2015-08-24,9868968000
2015-08-25,9648202000
2015-08-26,9837430000
2015-08-27,9951452000
2015-08-28,9963582000
2015-08-31,9774354000
2015-09-01,9490512000
2015-09-02,9480808000
2015-09-03,9522050000
2015-09-04,9354656000
2015-09-08,9456548000
2015-09-09,9330396000
2015-09-10,9323118000
2015-09-11,9417732000
2015-09-14,9456548000
2015-09-15,9509920000
2015-09-16,9628794000
2015-09-17,9835004000
2015-09-18,9793762000
2015-09-21,9902932000
2015-09-22,9825300000
2015-09-23,9898080000
2015-09-24,9958730000
2015-09-25,10036362000
2015-09-28,10077604000
2015-09-29,10113994000
2015-09-30,10254702000
2015-10-01,10135828000
2015-10-02,10266832000
2015-10-05,10339612000
2015-10-06,10264406000
2015-10-07,10240146000
2015-10-08,10460912000
2015-10-09,10460912000
2015-10-12,10606472000
2015-10-13,10589490000
2015-10-14,10526414000
2015-10-15,10659844000
2015-10-16,10698660000
2015-10-19,10744754000
2015-10-20,10752032000
2015-10-21,10710790000
2015-10-22,10795700000
2015-10-23,10671974000
2015-10-26,10773866000
2015-10-27,10793274000
2015-10-28,10681678000
2015-10-29,10531266000
2015-10-30,10596768000
2015-11-02,10654992000
2015-11-03,10642862000
2015-11-04,10725346000
2015-11-05,10679252000
2015-11-06,10322630000
2015-11-09,10465764000
2015-11-10,10628306000
2015-11-11,10727772000
2015-11-12,10553100000
2015-11-13,10463338000
2015-11-16,10657418000
2015-11-17,10397836000
2015-11-18,10485172000
2015-11-19,10601620000
2015-11-20,10701086000
2015-11-23,10514284000
2015-11-24,10485172000
2015-11-25,10470616000
2015-11-27,10507006000
2015-11-30,10616176000
2015-12-01,10633158000
2015-12-02,10390558000
2015-12-03,10249850000
2015-12-04,10514284000
2015-12-07,10424522000
2015-12-08,10368724000
2015-12-09,10329908000
2015-12-10,10118846000
2015-12-11,10121272000
2015-12-14,10140680000
2015-12-15,10174644000
2015-12-16,10431800000
2015-12-17,10681678000
2015-12-18,10480320000
2015-12-21,10397836000
2015-12-22,10480320000
2015-12-23,10638010000
2015-12-24,10596768000
2015-12-28,10684104000
2015-12-29,10703512000
2015-12-30,10674400000
2015-12-31,10487598000
2016-01-04,10439078000
2016-01-05,10562804000
2016-01-06,10630732000
2016-01-07,10638010000
2016-01-08,10555526000
2016-01-11,10557952000
2016-01-12,10523988000
2016-01-13,10465764000
2016-01-14,10604046000
2016-01-15,10555526000
2016-01-19,10540970000
2016-01-20,10269258000
2016-01-21,10220738000
2016-01-22,10419670000
2016-01-25,10351742000
2016-01-26,10373576000
2016-01-27,10480320000
2016-01-28,10638010000
2016-01-29,10897592000
2016-02-01,11077116000
2016-02-02,11251788000
2016-02-03,11482258000
2016-02-04,11288178000
2016-02-05,11278474000
2016-02-08,11200842000
2016-02-09,11179008000
2016-02-10,11208120000
2016-02-11,11006762000
2016-02-12,10977650000
2016-02-16,11057708000
2016-02-17,10992206000
2016-02-18,11227528000
2016-02-19,11062560000
2016-02-22,11215398000
2016-02-23,11285752000
2016-02-24,11518648000
2016-02-25,11676338000
2016-02-26,11278474000
2016-02-29,11390070000
2016-03-01,11385218000
2016-03-02,11392496000
2016-03-03,11402200000
2016-03-04,11487110000
2016-03-07,11433738000
2016-03-08,11608410000
2016-03-09,11710302000
2016-03-10,11630244000
2016-03-11,11698172000
2016-03-14,11722432000
2016-03-15,11688468000
2016-03-16,11749118000
2016-03-17,11863140000
2016-03-18,11882548000
2016-03-21,11834028000
2016-03-22,11855862000
2016-03-23,11884974000
2016-03-24,11948050000
2016-03-28,11935920000
2016-03-29,12103314000
2016-03-30,12069350000
2016-03-31,12154260000
2016-04-01,12261004000
2016-04-04,12331358000
2016-04-05,12013552000
2016-04-06,12020830000
2016-04-07,11926216000
2016-04-08,11834028000
2016-04-11,11809768000
2016-04-12,11817046000
2016-04-13,11717580000
2016-04-14,11729710000
2016-04-15,11821898000
2016-04-18,11906808000
2016-04-19,11916512000
2016-04-20,11545334000
2016-04-21,11273622000
2016-04-22,11293030000
2016-04-25,11394922000
2016-04-26,11356106000
2016-04-27,11465276000
2016-04-28,11569594000
2016-04-29,11644800000
2016-05-02,11678764000
2016-05-03,11778230000
2016-05-04,11821898000
2016-05-05,11858288000
2016-05-06,11690894000
2016-05-09,11749118000
2016-05-10,11804916000
2016-05-11,11681190000
2016-05-12,11673912000
2016-05-13,11661782000
2016-05-16,11620540000
2016-05-17,11479832000
2016-05-18,11358532000
2016-05-19,11487110000
2016-05-20,11460424000
2016-05-23,11326994000
2016-05-24,11460424000
2016-05-25,11428886000
2016-05-26,11603558000
2016-05-27,11671486000
2016-05-31,12020830000
2016-06-01,11991718000
2016-06-02,11911660000
2016-06-03,12130000000
2016-06-06,12018404000
2016-06-07,12003848000
2016-06-08,12052368000
2016-06-09,12345914000
2016-06-10,12362896000
2016-06-13,12314376000
2016-06-14,12447806000
2016-06-15,12350766000
2016-06-16,12421120000
2016-06-17,12438102000
2016-06-20,12457510000
2016-06-21,12462362000
2016-06-22,12435676000
2016-06-23,12493900000
2016-06-24,12564254000
2016-06-27,12690406000
2016-06-28,12683128000
2016-06-29,12736500000
2016-06-30,12998508000
2016-07-01,13039750000
2016-07-05,13042176000
2016-07-06,13044602000
2016-07-07,12772890000
2016-07-08,12894190000
2016-07-11,12843244000
2016-07-12,12726796000
2016-07-13,12828688000
2016-07-14,12673424000
2016-07-15,12738926000
2016-07-18,12738926000
2016-07-19,12697684000
2016-07-20,12666146000
2016-07-21,12673424000
2016-07-22,12826262000
2016-07-25,12785020000
2016-07-26,12668572000
2016-07-27,12559402000
2016-07-28,12651590000
2016-07-29,12721944000
2016-08-01,12741352000
2016-08-02,12656442000
2016-08-03,12530290000
2016-08-04,12576384000
2016-08-05,12372600000
2016-08-08,12358044000
2016-08-09,12358044000
2016-08-10,12377452000
2016-08-11,12377452000
2016-08-12,12384730000
2016-08-15,12229466000
2016-08-16,12086332000
2016-08-17,12302246000
2016-08-18,12457510000
2016-08-19,12268282000
2016-08-22,12287690000
2016-08-23,12231892000
2016-08-24,12207632000
2016-08-25,12236744000
2016-08-26,11984440000
2016-08-29,12074202000
2016-08-30,11960180000
2016-08-31,11989292000
2016-09-01,11923790000
2016-09-02,12047516000
2016-09-06,12091184000
2016-09-07,12134852000
2016-09-08,12093610000
2016-09-09,11659356000
2016-09-12,11853436000
2016-09-13,11669060000
2016-09-14,11763674000
2016-09-15,11802490000
2016-09-16,11979588000
2016-09-19,12139704000
2016-09-20,12154260000
2016-09-21,12406564000
2016-09-22,12472066000
2016-09-23,12542420000
2016-09-26,12489048000
2016-09-27,12265856000
2016-09-28,12217336000
2016-09-29,12032960000
2016-09-30,11931068000
2016-10-03,11797638000
2016-10-04,11494388000
2016-10-05,11574446000
2016-10-06,11545334000
2016-10-07,11506518000
2016-10-10,11572020000
2016-10-11,11373088000
2016-10-12,11545334000
2016-10-13,11654504000
2016-10-14,11652078000
2016-10-17,11688468000
2016-10-18,11865566000
2016-10-19,11814620000
2016-10-20,11795212000
2016-10-21,11758822000
2016-10-24,11802490000
2016-10-25,11894678000
2016-10-26,11911660000
2016-10-27,11824324000
2016-10-28,11855862000
2016-10-31,12117870000
2016-11-01,11928642000
2016-11-02,11802490000
2016-11-03,11904382000
2016-11-04,11974736000
2016-11-07,12326506000
2016-11-08,12423546000
2016-11-09,11899530000
2016-11-10,11596280000
2016-11-11,11589002000
2016-11-14,11795212000
2016-11-15,11952902000
2016-11-16,11758822000
2016-11-17,11768526000
2016-11-18,11761248000
2016-11-21,11848584000
2016-11-22,11991718000
2016-11-23,11904382000
2016-11-25,12127574000
2016-11-28,12392008000
2016-11-29,12355618000
2016-11-30,11916512000
2016-12-01,11865566000
2016-12-02,12047516000
2016-12-05,11926216000
2016-12-06,11969884000
2016-12-07,12100888000
2016-12-08,12086332000
2016-12-09,12307098000
2016-12-12,12455084000
2016-12-13,12595792000
2016-12-14,12299820000
2016-12-15,12396860000
2016-12-16,12518160000
2016-12-19,12588514000
2016-12-20,12661294000
2016-12-21,12603070000
2016-12-22,12714666000
2016-12-23,12724370000
2016-12-27,12751056000
2016-12-28,12571532000
2016-12-29,12751056000
2016-12-30,12726796000
2017-01-03,12707388000
2017-01-04,12721944000
2017-01-05,12785020000
2017-01-06,12882060000
2017-01-09,12612774000
2017-01-10,12607922000
2017-01-11,12663720000
2017-01-12,12605496000
2017-01-13,12607922000
2017-01-17,12748630000
2017-01-18,12702536000
2017-01-19,12569106000
2017-01-20,12627330000
2017-01-23,12610348000
2017-01-24,12629756000
2017-01-25,12590940000
2017-01-26,12634608000
2017-01-27,12571532000
2017-01-30,12539994000
2017-01-31,12772890000
2017-02-01,12554550000
2017-02-02,12758334000
2017-02-03,12782594000
2017-02-06,12772890000
2017-02-07,12780168000
2017-02-08,12886912000
2017-02-09,12833540000
2017-02-10,12840818000
2017-02-13,12869930000
2017-02-14,12772890000
2017-02-15,12746204000
2017-02-16,12843244000
2017-02-17,12947562000
2017-02-21,13073714000
2017-02-22,13093122000
2017-02-23,13117382000
2017-02-24,13241108000
2017-02-27,13170754000
2017-02-28,13267794000
2017-03-01,13284776000
2017-03-02,13372112000
2017-03-03,13316314000
2017-03-06,13316314000
2017-03-07,13299332000
2017-03-08,13129512000
2017-03-09,13129512000
2017-03-10,13073714000
2017-03-13,13146494000
2017-03-14,13105252000
2017-03-15,13292054000
2017-03-16,13185310000
2017-03-17,13355130000
2017-03-20,13267794000
2017-03-21,13461874000
2017-03-22,13595304000
2017-03-23,13597730000
2017-03-24,13631694000
2017-03-27,13597730000
2017-03-28,13418206000
2017-03-29,13374538000
2017-03-30,13267794000
2017-03-31,13243534000
2017-04-03,13238682000
2017-04-04,13275072000
2017-04-05,13355130000
2017-04-06,13272646000
2017-04-07,13226552000
2017-04-10,13272646000
2017-04-11,13292054000
2017-04-12,13437614000
2017-04-13,13340574000
2017-04-17,13447318000
2017-04-18,13425484000
2017-04-19,13316314000
2017-04-20,13231404000
2017-04-21,13364834000
2017-04-24,13447318000
2017-04-25,13362408000
2017-04-26,13381816000
2017-04-27,13350278000
2017-04-28,13267794000
2017-05-01,13165902000
2017-05-02,13161050000
2017-05-03,13158624000
2017-05-04,13296906000
2017-05-05,13289628000
2017-05-08,13253238000
2017-05-09,13151346000
2017-05-10,13209570000
2017-05-11,13209570000
2017-05-12,13326018000
2017-05-15,13384242000
2017-05-16,13260516000
2017-05-17,13204718000
2017-05-18,13415780000
2017-05-19,13488560000
2017-05-22,13687492000
2017-05-23,13697196000
2017-05-24,13619564000
2017-05-25,13597730000
2017-05-26,13621990000
2017-05-30,13697196000
2017-05-31,13767550000
2017-06-01,13779680000
2017-06-02,13869442000
2017-06-05,13799088000
2017-06-06,13784532000
2017-06-07,13801514000
2017-06-08,13670510000
2017-06-09,13655954000
2017-06-12,13617138000
2017-06-13,13655954000
2017-06-14,13685066000
2017-06-15,13702048000
2017-06-16,13847608000
2017-06-19,13777254000
2017-06-20,13850034000
2017-06-21,13699622000
2017-06-22,13651102000
2017-06-23,13571044000
2017-06-26,13689918000
2017-06-27,13558914000
2017-06-28,13423058000
2017-06-29,13270220000
2017-06-30,13262942000
2017-07-03,13131938000
2017-07-05,13066436000
2017-07-06,13039750000
2017-07-07,13134364000
2017-07-10,13088270000
2017-07-11,13054306000
2017-07-12,13197440000
2017-07-13,13122234000
2017-07-14,13204718000
2017-07-17,13316314000
2017-07-18,13430336000
2017-07-19,13503116000
2017-07-20,13619564000
2017-07-21,13714178000
2017-07-24,13566192000
2017-07-25,13537080000
2017-07-26,13668084000
2017-07-27,13651102000
2017-07-28,13624416000
2017-07-31,13609860000
2017-08-01,13714178000
2017-08-02,13762698000
2017-08-03,13828200000
2017-08-04,13949500000
2017-08-07,14056244000
2017-08-08,14175118000
2017-08-09,14090208000
2017-08-10,14201804000
2017-08-11,14058670000
2017-08-14,14179970000
2017-08-15,14272158000
2017-08-16,14347364000
2017-08-17,14291566000
2017-08-18,14364346000
2017-08-21,14376476000
2017-08-22,14534166000
2017-08-23,14616650000
2017-08-24,14619076000
2017-08-25,14645762000
2017-08-28,14694282000
2017-08-29,14657892000
2017-08-30,14628780000
2017-08-31,14553574000
2017-09-01,14507480000
2017-09-05,14522036000
2017-09-06,14427422000
2017-09-07,14526888000
2017-09-08,14577834000
2017-09-11,14776766000
2017-09-12,14422570000
2017-09-13,14286714000
2017-09-14,14449256000
2017-09-15,14509906000
2017-09-18,14374050000
2017-09-19,14374050000
2017-09-20,14250324000
2017-09-21,14267306000
2017-09-22,14194526000
2017-09-25,14405588000
2017-09-26,14347364000
2017-09-27,14051392000
2017-09-28,14158136000
2017-09-29,14031984000
2017-10-02,14165414000
2017-10-03,14053818000
2017-10-04,14204230000
2017-10-05,14274584000
2017-10-06,14260028000
2017-10-09,14349790000
2017-10-10,14522036000
2017-10-11,14502628000
2017-10-12,14638484000
2017-10-13,14655466000
2017-10-16,14711264000
2017-10-17,14786470000
2017-10-18,14801026000
2017-10-19,14934456000
2017-10-20,14934456000
2017-10-23,14973272000
2017-10-24,14975698000
2017-10-25,14822860000
2017-10-26,14890788000
2017-10-27,14992680000
2017-10-30,14999958000
2017-10-31,15038774000
2017-11-01,14992680000
2017-11-02,15118832000
2017-11-03,15087294000
2017-11-06,15070312000
2017-11-07,15252262000
2017-11-08,15201316000
2017-11-09,15240132000
2017-11-10,15157648000
2017-11-13,15378414000
2017-11-14,15657404000
2017-11-15,15538530000
2017-11-16,15439064000
2017-11-17,15356580000
2017-11-20,15322616000
2017-11-21,15322616000
2017-11-22,15264392000
2017-11-24,15278948000
2017-11-27,15378414000
2017-11-28,15490010000
2017-11-29,15448768000
2017-11-30,15516696000
2017-12-01,15465750000
2017-12-04,15305634000
2017-12-05,15157648000
2017-12-06,15213446000
2017-12-07,15203742000
2017-12-08,15329894000
2017-12-11,15443916000
2017-12-12,14885936000
2017-12-13,14859250000
2017-12-14,14757358000
2017-12-15,14784044000
2017-12-18,14655466000
2017-12-19,14432274000
2017-12-20,14238194000
2017-12-21,14160562000
2017-12-22,14238194000
2017-12-26,14143580000
2017-12-27,14240620000
2017-12-28,14349790000
2017-12-29,14310974000
2018-01-02,14182931000
2018-01-03,14110061000
2018-01-04,13949747000
2018-01-05,13940031000
2018-01-08,14105203000
2018-01-09,13923028000
2018-01-10,13718992000
2018-01-11,13638835000
2018-01-12,13485808000
2018-01-16,13471234000
2018-01-17,13551391000
2018-01-18,13454231000
2018-01-19,13398364000
2018-01-22,13432370000
2018-01-23,13619403000
2018-01-24,13539246000
2018-01-25,13782146000
2018-01-26,13825868000
2018-01-29,13573252000
2018-01-30,13624261000
2018-01-31,13755427000
2018-02-01,13410509000
2018-02-02,13332781000
2018-02-05,13153035000
2018-02-06,12873700000
2018-02-07,12919851000
2018-02-08,12774111000
2018-02-09,13461518000
2018-02-12,13376503000
2018-02-13,13420225000
2018-02-14,13281772000
2018-02-15,13665554000
2018-02-16,13680128000
2018-02-20,13378932000
2018-02-21,13213760000
2018-02-22,13259911000
2018-02-23,13687415000
2018-02-26,13541675000
2018-02-27,13332781000
2018-02-28,13189470000
2018-03-01,13106884000
2018-03-02,13123887000
2018-03-05,13388648000
2018-03-06,13102026000
2018-03-07,13014582000
2018-03-08,13082594000
2018-03-09,13114171000
2018-03-12,13216189000
2018-03-13,13138461000
2018-03-14,13269627000
2018-03-15,13303633000
2018-03-16,13478521000
2018-03-19,13408080000
2018-03-20,13391077000
2018-03-21,13335210000
2018-03-22,13340068000
2018-03-23,13119029000
2018-03-26,13323065000
2018-03-27,13573252000
2018-03-28,13587826000
2018-03-29,13755427000
2018-04-02,13815353000
2018-04-03,13925018000
2018-04-04,13844597000
2018-04-05,13998128000
2018-04-06,13922581000
2018-04-09,13881152000
2018-04-10,13695940000
2018-04-11,13649637000
2018-04-12,13483921000
2018-04-13,13527787000
2018-04-16,13734932000
2018-04-17,13864093000
2018-04-18,13783672000
2018-04-19,13854345000
2018-04-20,13712999000
2018-04-23,13800731000
2018-04-24,13939640000
2018-04-25,13942077000
2018-04-26,14102919000
2018-04-27,14280820000
2018-04-30,14285694000
2018-05-01,14215021000
2018-05-02,14227206000
2018-05-03,14314938000
2018-05-04,14353930000
2018-05-07,14266198000
2018-05-08,13868967000
2018-05-09,13700814000
2018-05-10,13730058000
2018-05-11,13859219000
2018-05-14,13790983000
2018-05-15,13749554000
2018-05-16,13632578000
2018-05-17,13608208000
2018-05-18,13710562000
2018-05-21,13730058000
2018-05-22,13817790000
2018-05-23,14107793000
2018-05-24,14324686000
2018-05-25,14346619000
2018-05-29,14336871000
2018-05-30,14473343000
2018-05-31,14424603000
2018-06-01,14161407000
2018-06-04,14129726000
2018-06-05,13990817000
2018-06-06,13786109000
2018-06-07,13866530000
2018-06-08,13815353000
2018-06-11,13586275000
2018-06-12,13661822000
2018-06-13,13588712000
2018-06-14,13737369000
2018-06-15,13883589000
2018-06-18,14046868000
2018-06-19,14202836000
2018-06-20,14210147000
2018-06-21,14258887000
2018-06-22,14300316000
2018-06-25,14536705000
2018-06-26,14607378000
2018-06-27,14741413000
2018-06-28,14826708000
2018-06-29,14829145000
2018-07-02,14943802000
2018-07-03,14946243000
2018-07-05,15024355000
2018-07-06,15141523000
2018-07-09,14638677000
2018-07-10,14768050000
2018-07-11,14982858000
2018-07-12,14980417000
2018-07-13,14985299000
2018-07-16,14973094000
