,NCLH
2017-09-05,13028323235
2017-09-06,13127144526
2017-09-07,12837575162
2017-09-08,12667510614
2017-09-11,13019130557
2017-09-12,13145529883
2017-09-13,13281121887
2017-09-14,13265034700
2017-09-15,13039814083
2017-09-18,12950185470
2017-09-19,12745648379
2017-09-20,12492849728
2017-09-21,12502042406
2017-09-22,12414711963
2017-09-25,12318188841
2017-09-26,12614652714
2017-09-27,12141229785
2017-09-28,12329679689
2017-09-29,12421606471
2017-10-02,12451096169
2017-10-03,12522023031
2017-10-04,12808018441
2017-10-05,13363993518
2017-10-06,13462375939
2017-10-09,13473815755
2017-10-10,13535590764
2017-10-11,13453224086
2017-10-12,13466951866
2017-10-13,13439496306
2017-10-16,13480679645
2017-10-17,13409752784
2017-10-18,13148924970
2017-10-19,12393897087
2017-10-20,12293226703
2017-10-23,12290938740
2017-10-24,12506007288
2017-10-25,12535750811
2017-10-26,12565494333
2017-10-27,12730227689
2017-10-30,12538038774
2017-10-31,12755395286
2017-11-01,12400760977
2017-11-02,12563206370
2017-11-03,12590661929
2017-11-06,12643285085
2017-11-07,12666164718
2017-11-08,12711923983
2017-11-09,13016223099
2017-11-10,12636421195
2017-11-13,12645573048
2017-11-14,12606677672
2017-11-15,12599813782
2017-11-16,12348137822
2017-11-17,12547190627
2017-11-20,12512871178
2017-11-21,12693620277
2017-11-22,12654724901
2017-11-24,12698196204
2017-11-27,12723363800
2017-11-28,12654724901
2017-11-29,12650148975
2017-11-30,12391609124
2017-12-01,12540326737
2017-12-04,12677604534
2017-12-05,12430504500
2017-12-06,12425928573
2017-12-07,12432792463
2017-12-08,12590661929
2017-12-11,12519735068
2017-12-12,12274922997
2017-12-13,12162812796
2017-12-14,12082734081
2017-12-15,12355001712
2017-12-18,12579222113
2017-12-19,12718787873
2017-12-20,12542614700
2017-12-21,12387033197
2017-12-22,12361865601
2017-12-26,12293226703
2017-12-27,12355001712
2017-12-28,12265771144
2017-12-29,12183404466
2018-01-02,12596152034
2018-01-03,12690118962
2018-01-04,12531979499
2018-01-05,12575525148
2018-01-08,12527395746
2018-01-09,12591568282
2018-01-10,12742832116
2018-01-11,12871177188
2018-01-12,13258504279
2018-01-16,13153077970
2018-01-17,13583950711
2018-01-18,13489983784
2018-01-19,13620620732
2018-01-22,13606869474
2018-01-23,13368514341
2018-01-24,13698544525
2018-01-25,13661874505
2018-01-26,13964402174
2018-01-29,13881894627
2018-01-30,13742090174
2018-01-31,13920856524
2018-02-01,13886478380
2018-02-02,13522070052
2018-02-05,13052235414
2018-02-06,13338719949
2018-02-07,13233293640
2018-02-08,12836799044
2018-02-09,12882636569
2018-02-12,13166829228
2018-02-13,13178288610
2018-02-14,13494567536
2018-02-15,13604577598
2018-02-16,13547280691
2018-02-20,13510610670
2018-02-21,13457897516
2018-02-22,13130159208
2018-02-23,13269963661
2018-02-26,13281423042
2018-02-27,12896387827
2018-02-28,13040776033
2018-03-01,13010981641
2018-03-02,12935349724
2018-03-05,12738248364
2018-03-06,12834507168
2018-03-07,12719913354
2018-03-08,12708453972
2018-03-09,13098072940
2018-03-12,12967435992
2018-03-13,12983479126
2018-03-14,12823047786
2018-03-15,12683243333
2018-03-16,12862009683
2018-03-19,12701578343
2018-03-20,12770334632
2018-03-21,12415093808
2018-03-22,12080479871
2018-03-23,11780244079
2018-03-26,12018599212
2018-03-27,12117149892
2018-03-28,12027766717
2018-03-29,12140068655
2018-04-02,11661593981
2018-04-03,11755838150
2018-04-04,11901692222
2018-04-05,12204619908
2018-04-06,11939838671
2018-04-09,11899448313
2018-04-10,11668325708
2018-04-11,11742374698
2018-04-12,11969009485
2018-04-13,11762569877
2018-04-16,11991448573
2018-04-17,12090180560
2018-04-18,12437986422
2018-04-19,12332522709
2018-04-20,12487352416
2018-04-23,12734182383
2018-04-24,12590572220
2018-04-25,12651157758
2018-04-26,12352717888
2018-04-27,12285400625
2018-04-30,11998180300
2018-05-01,12085692742
2018-05-02,11675057434
2018-05-03,11466373916
2018-05-04,11558374177
2018-05-07,11289105122
2018-05-08,11365398021
2018-05-09,11479837369
2018-05-10,11533691180
2018-05-11,11547154633
2018-05-14,11538178998
2018-05-15,11603252353
2018-05-16,11780521147
2018-05-17,11778277238
2018-05-18,11885984860
2018-05-21,11964521668
2018-05-22,11933106945
2018-05-23,11859057955
2018-05-24,12043058475
2018-05-25,12146278280
2018-05-29,11850082319
2018-05-30,11841106684
2018-05-31,11744618606
2018-06-01,11933106945
2018-06-04,11899448313
2018-06-05,11399056653
2018-06-06,11567349812
2018-06-07,11657106164
2018-06-08,11612227988
2018-06-11,11728911245
2018-06-12,11832131049
2018-06-13,11991448573
2018-06-14,12218083361
2018-06-15,12330278801
2018-06-18,12240522449
2018-06-19,12029595023
2018-06-20,11890472678
2018-06-21,11645886620
2018-06-22,11659350072
2018-06-25,10943543168
2018-06-26,11102860692
2018-06-27,10793201279
2018-06-28,10692225384
2018-06-29,10602469032
2018-07-02,10482743850
2018-07-03,10391415227
2018-07-05,10384732645
2018-07-06,10480516322
2018-07-09,10640898294
2018-07-10,10603030328
2018-07-11,10605257856
2018-07-12,10683221314
2018-07-13,10487198905
2018-07-16,10511701706
2018-07-17,10596347746
2018-07-18,11168822283
2018-07-19,11104223989
2018-07-20,11035170640
2018-07-23,11104223989
2018-07-24,11104223989
2018-07-25,11173277338
2018-07-26,11148774536
2018-07-27,11084176242
2018-07-30,11084176242
2018-07-31,11144319482
2018-08-01,10963889764
2018-08-02,11066356023
2018-08-03,11095313879
2018-08-06,11081948715
2018-08-07,11050763332
2018-08-08,10899291470
2018-08-09,11349252001
2018-08-10,11273516070
2018-08-13,11396030076
2018-08-14,11587597430
2018-08-15,11576459793
2018-08-16,11558639574
2018-08-17,11692291217
2018-08-20,11823715333
2018-08-21,11886086099
2018-08-22,11714566491
2018-08-23,11667788416
2018-08-24,11821487805
2018-08-27,11901678791
2018-08-28,11941774284
2018-08-29,12084336036
2018-08-30,11877175990
2018-08-31,11941774284
2018-09-04,11810350168
2018-09-05,11801440059
2018-09-06,11850445661
2018-09-07,11888313627
2018-09-10,11899451263
2018-09-11,11841535552
2018-09-12,11921726537
2018-09-13,12026420324
2018-09-14,12356094376
2018-09-17,12436285362
2018-09-18,12679085846
2018-09-19,12708043702
2018-09-20,12799372325
2018-09-21,12892928475
2018-09-24,12683540901
2018-09-25,12567709477
2018-09-26,12737001558
2018-09-27,12672403264
2018-09-28,12792689743
2018-10-01,12569121424
2018-10-02,12507117301
2018-10-03,12436255447
2018-10-04,12190453389
2018-10-05,12011084320
2018-10-08,12019942052
2018-10-09,11951294631
2018-10-10,11539410102
2018-10-11,11209459592
2018-10-12,11227175056
2018-10-15,11229389489
2018-10-16,11492907010
2018-10-17,11386614228
2018-10-18,11047805987
2018-10-19,10850721455
2018-10-22,10675781251
2018-10-23,10649208056
2018-10-24,9982663738
2018-10-25,10060168891
2018-10-26,9716931784
2018-10-29,9373694677
2018-10-30,9389195708
2018-10-31,9759006010
2018-11-01,10274968888
2018-11-02,10142102911
2018-11-05,10206321466
2018-11-06,10312614248
2018-11-07,10629278160
2018-11-08,10910511144
2018-11-09,10795360631
2018-11-12,10755500838
2018-11-13,10959228669
2018-11-14,11007946194
2018-11-15,11169599799
2018-11-16,11167385366
2018-11-19,10910511144
2018-11-20,10959228669
2018-11-21,11105381244
2018-11-23,11236032788
2018-11-26,11417616290
2018-11-27,11284750313
2018-11-28,11424259589
2018-11-29,11417616290
2018-11-30,11364469899
2018-12-03,11413187424
2018-12-04,10799789497
2018-12-06,10930441041
2018-12-07,10538486409
2018-12-10,10569488470
2018-12-11,10458766822
2018-12-12,10556201872
2018-12-13,10467624554
2018-12-14,10545129707
2018-12-17,10438836926
2018-12-18,10356902907
2018-12-19,10002593635
2018-12-20,9367051378
2018-12-21,9032672003
2018-12-24,8758082317
2018-12-26,9287331792
2018-12-27,9203183340
2018-12-28,9296189524
2018-12-31,9275324489
2019-01-02,9273136396
2019-01-03,8907724933
2019-01-04,9415362414
2019-01-07,9564152710
2019-01-08,9852980932
2019-01-09,10008335506
2019-01-10,10102423488
2019-01-11,10106799673
2019-01-14,9964573654
2019-01-15,10071790191
2019-01-16,10032404525
2019-01-17,10238085228
2019-01-18,10400004080
2019-01-22,10196511469
2019-01-23,10222768580
2019-01-24,10281847080
2019-01-25,10487527783
2019-01-28,10583803857
2019-01-29,10660387098
2019-01-30,11126450820
2019-01-31,11253360190
2019-02-01,11262112560
2019-02-04,11395586208
2019-02-05,11336507708
2019-02-06,11513743208
2019-02-07,11235855449
2019-02-08,11227103079
2019-02-11,11351824356
2019-02-12,11338695801
2019-02-13,11496238467
2019-02-14,11419655227
2019-02-15,11603455004
2019-02-19,11680038245
2019-02-20,11750057208
2019-02-21,12148290059
2019-02-22,12111092485
2019-02-25,12240189948
2019-02-26,12159230522
2019-02-27,12017004504
2019-02-28,12150478152
2019-03-01,12093587744
2019-03-04,11946985541
2019-03-05,12132973411
2019-03-06,12060766356
2019-03-07,11960114096
2019-03-08,12036697337
2019-03-11,12135161504
2019-03-12,12111092485
2019-03-13,12052013985
2019-03-14,12069518726
2019-03-15,12154854337
2019-03-18,12288327985
2019-03-19,12277387522
2019-03-20,12224873300
2019-03-21,12362723133
2019-03-22,12170170985
2019-03-25,12071706819
2019-03-26,11920728430
2019-03-27,11802571430
2019-03-28,11887907041
2019-03-29,12025756874
2019-04-01,12141507226
2019-04-02,12225898383
2019-04-03,12282159154
2019-04-04,12275667526
2019-04-05,12362222559
2019-04-08,12396844572
2019-04-09,12091738082
2019-04-10,12225898383
2019-04-11,12437958213
2019-04-12,12680312305
2019-04-15,12695459435
2019-04-16,12888044383
2019-04-17,12515857742
2019-04-18,12316781167
2019-04-22,12247537141
2019-04-23,12399008448
2019-04-24,12329764422
2019-04-25,12290814657
2019-04-26,12392516821
2019-04-29,12351403180
2019-04-30,12202095748
2019-05-01,12550479756
2019-05-02,12312453415
2019-05-03,12604576651
2019-05-06,12613232154
2019-05-07,12375205814
2019-05-08,12407663951
2019-05-09,12461760847
2019-05-10,12528840997
2019-05-13,11964069408
2019-05-14,12182620866
2019-05-15,12275667526
2019-05-16,12453105344
2019-05-17,12316781167
2019-05-20,12093901957
2019-05-21,12284323030
2019-05-22,12292978533
2019-05-23,12020330180
2019-05-24,11983544291
2019-05-28,11948922278
2019-05-29,11827745232
2019-05-30,11935939023
2019-05-31,11838564611
2019-06-03,11749845702
2019-06-04,11741190199
2019-06-05,11334381545
2019-06-06,11239171009
2019-06-07,11379822937
2019-06-10,11648143539
2019-06-11,11596210519
2019-06-12,11650307414
2019-06-13,11624340905
2019-06-14,11745517950
2019-06-17,11477197349
2019-06-18,11630832532
2019-06-19,11665454545
2019-06-20,11373331309
2019-06-21,11059569316
2019-06-24,10998980793
2019-06-25,11005472420
2019-06-26,10908098008
2019-06-27,11217532250
2019-06-28,11604866022
2019-07-01,11382681582
2019-07-02,11578786093
2019-07-03,11369751615
2019-07-05,11195197050
2019-07-08,10828847965
2019-07-09,10938752691
2019-07-10,10699548288
2019-07-11,10693083304
2019-07-12,10729718212
2019-07-15,10852552906
2019-07-16,10951682658
2019-07-17,10645673422
2019-07-18,10619813487
2019-07-19,10473273853
2019-07-22,10326734219
2019-07-23,10440948933
2019-07-24,10658603390
2019-07-25,10507753767
2019-07-26,10568093616
2019-07-29,10581023584
2019-07-30,10451723907
2019-07-31,10654293401
2019-08-01,10466808869
2019-08-02,10225449471
2019-08-05,9923750225
2019-08-06,10111234757
2019-08-07,10266394369
2019-08-08,10473273853
2019-08-09,10701703282
2019-08-12,10637053444
2019-08-13,10869792863
2019-08-14,10540078686
2019-08-15,10583178578
2019-08-16,10878412841
2019-08-19,11065897373
2019-08-20,10986162572
2019-08-21,10968922615
2019-08-22,10882722831
2019-08-23,10714633250
2019-08-26,10662913379
2019-08-27,10578868589
2019-08-28,10682308331
2019-08-29,10824537976
2019-08-30,10936597696
2019-09-03,10899962787
2019-09-04,10999092540
2019-09-05,11272776857
2019-09-06,11231831959
2019-09-09,11408541518
2019-09-10,11781355587
2019-09-11,11766270625
2019-09-12,11727480722
2019-09-13,11783510582
2019-09-16,11494741303
2019-09-17,11628350969
2019-09-18,11611111012
2019-09-19,11587406071
2019-09-20,11565856125
2019-09-23,11531376211
2019-09-24,11445176426
2019-09-25,11486121324
2019-09-26,11046502422
2019-09-27,10994782551
2019-09-30,11118769736
2019-10-01,10901849562
2019-10-02,10553918193
2019-10-03,10339145743
2019-10-04,10403577478
2019-10-07,10429350172
2019-10-08,10130816466
2019-10-09,10139407364
2019-10-10,10328407120
2019-10-11,10558213642
2019-10-14,10594724958
2019-10-15,10654861244
2019-10-16,10594724958
2019-10-17,10691372561
2019-10-18,10783724714
2019-10-21,10942656327
2019-10-22,10732179326
2019-10-23,10886815490
2019-10-24,10946951776
2019-10-25,11054338001
2019-10-28,11144542430
2019-10-29,11301326319
2019-10-30,10994201715
2019-10-31,10901849562
2019-11-01,11024269858
2019-11-04,11230451410
2019-11-05,11273405900
2019-11-06,11181053747
2019-11-07,11215417339
2019-11-08,11129508359
2019-11-11,11150985604
2019-11-12,11009235787
2019-11-13,11193940094
2019-11-14,11256224104
2019-11-15,11395826197
2019-11-18,11488178350
2019-11-19,11524689667
2019-11-20,11335689911
2019-11-21,11473144279
2019-11-22,11599860024
2019-11-25,11591269126
2019-11-26,11582678228
2019-11-27,11735166668
2019-11-29,11520394218
2019-12-02,11415155717
2019-12-03,11352871707
2019-12-04,11513951044
2019-12-05,11651405412
2019-12-06,11750200739
2019-12-09,11782416607
2019-12-10,11765234811
2019-12-11,11900541454
2019-12-12,12055177618
2019-12-13,11980007261
2019-12-16,11859734689
2019-12-17,11870473311
2019-12-18,11775973433
2019-12-19,11885507383
2019-12-20,12362302222
2019-12-23,12566336049
2019-12-24,12538415631
2019-12-26,12695199519
2019-12-27,12695199519
2019-12-30,12583517845
2019-12-31,12478174911
2020-01-02,12567899846
2020-01-03,12305133964
2020-01-06,12134229326
2020-01-07,12170546562
2020-01-08,12298725040
2020-01-09,12403404131
2020-01-10,12382041052
2020-01-13,12356405356
2020-01-14,12369223204
2020-01-15,12292316116
2020-01-16,12514492146
2020-01-17,12743077100
2020-01-21,12379904744
2020-01-22,12311542888
2020-01-23,12437585059
2020-01-24,11929143760
2020-01-27,11570244019
2020-01-28,11749693890
2020-01-29,11967597303
2020-01-30,11706967730
2020-01-31,11504018472
2020-02-03,11576652943
2020-02-04,11696286190
2020-02-05,11773193277
2020-02-06,11771056969
2020-02-07,11281842442
2020-02-10,10895170698
2020-02-11,11213480587
2020-02-12,11580925559
2020-02-13,11414293537
2020-02-14,11207071663
2020-02-18,11042575948
2020-02-19,11113074111
2020-02-20,10363230010
2020-02-21,10034238582
2020-02-24,9096399378
2020-02-25,8397826669
2020-02-26,7735571195
2020-02-27,7421533922
2020-02-28,7959883533
2020-03-02,7603120100
2020-03-03,7182267428
2020-03-04,7049816334
2020-03-05,6107704514
2020-03-06,5789394625
2020-03-09,4232026108
2020-03-10,4379431359
2020-03-11,3210870893
2020-03-12,2061537200
2020-03-13,2371301857
2020-03-16,2337120930
2020-03-17,2142716903
2020-03-18,1659911300
2020-03-19,1758181467
2020-03-20,1862860558
2020-03-23,2065809816
2020-03-24,2937423472
2020-03-25,3623178334
2020-03-26,3356139836
2020-03-27,2567842191
2020-03-30,2281576922
2020-03-31,2621760286
2020-04-01,2284471782
2020-04-02,2009378322
2020-04-03,2023731024
2020-04-06,2394509167
2020-04-07,2633720872
2020-04-08,2803561182
2020-04-09,3136065452
2020-04-13,2717444968
2020-04-14,2954264556
2020-04-15,2889677396
2020-04-16,2715052851
2020-04-17,2961440907
2020-04-20,2748542490
2020-04-21,2631328755
2020-04-22,2600231233
2020-04-23,2743758256
2020-04-24,2597839116
2020-04-27,2736581905
2020-04-28,3131281218
2020-04-29,3925464079
2020-04-30,3923071961
2020-05-01,3310689997
2020-05-04,3454217020
2020-05-05,2674386861
2020-05-06,2660034159
2020-05-07,2870540460
2020-05-08,2973401493
2020-05-11,2805953299
2020-05-12,2652857808
2020-05-13,2466272678
2020-05-14,2573917945
2020-05-15,2612191818
2020-05-18,3081046760
2020-05-19,2973401493
2020-05-20,3057125589
2020-05-21,3356140221
2020-05-22,3325042699
2020-05-26,3834563631
2020-05-27,4207733890
2020-05-28,3844132099
2020-05-29,3746055300
2020-06-01,4135970379
2020-06-02,4159891549
2020-06-03,4301026455
2020-06-04,4686157300
2020-06-05,5365518543
2020-06-08,6425226396
2020-06-09,5772178441
2020-06-10,4939721708
2020-06-11,4126401911
2020-06-12,4903839952
2020-06-15,4781841982
2020-06-16,5013877336
2020-06-17,4592864736
2020-06-18,4619178023
2020-06-19,4358437265
2020-06-22,4088128038
2020-06-23,4312987041
2020-06-24,3779544939
2020-06-25,3846524216
2020-06-26,3655154852
2020-06-29,3961345834
2020-06-30,4451649352
2020-07-01,4448939888
2020-07-02,4327014008
2020-07-06,4370365432
2020-07-07,4137351528
2020-07-08,4332432936
2020-07-09,4118385280
2020-07-10,4443520960
2020-07-13,4226763840
2020-07-14,4153608312
2020-07-15,5012508400
2020-07-16,4229473304
2020-07-17,4137351528
2020-07-20,4034391896
2020-07-21,4058777072
2020-07-22,3972074224
2020-07-23,3904337624
2020-07-24,3896209232
2020-07-27,3625262832
2020-07-28,3852857808
2020-07-29,3885371376
2020-07-30,3839310488
2020-07-31,3695708896
2020-08-03,3538559984
2020-08-04,3674033184
2020-08-05,3717384608
2020-08-06,3858276736
2020-08-07,3790540136
2020-08-10,4099419032
2020-08-11,4237601696
2020-08-12,4126513672
2020-08-13,4156317776
2020-08-14,4267405800
2020-08-17,4169865096
2020-08-18,4118385280
2020-08-19,4248439552
2020-08-20,4221344912
2020-08-21,4215925984
2020-08-24,4535642736
2020-08-25,4538352200
2020-08-26,4259277408
2020-08-27,4511257560
2020-08-28,4793041816
2020-08-31,4635892904
2020-09-01,4589832016
2020-09-02,4603379336
2020-09-03,4776785032
2020-09-04,4990832688
2020-09-08,5020636792
2020-09-09,4858068952
2020-09-10,4858068952
2020-09-11,4744271464
2020-09-14,4820136456
2020-09-15,4597960408
2020-09-16,4741562000
2020-09-17,4676534864
2020-09-18,4402879000
2020-09-21,4061486536
2020-09-22,4153608312
2020-09-23,4110256888
2020-09-24,3963945832
2020-09-25,4505838632
2020-09-28,4519385952
2020-09-29,4486872384
2020-09-30,5028507057
2020-10-01,5096102417
2020-10-02,5075529916
2020-10-05,4993239912
2020-10-06,5063774201
2020-10-07,5293010642
2020-10-08,5348850288
2020-10-09,5504613511
2020-10-12,5313583143
2020-10-13,4875682763
2020-10-14,4843354547
2020-10-15,4731675255
2020-10-16,4761064542
2020-10-19,4834537760
2020-10-20,5019690270
2020-10-21,4993239912
2020-10-22,5204842780
2020-10-23,5392934219
2020-10-26,4937400266
2020-10-27,4858049190
2020-10-28,4417209881
2020-10-29,4634690607
2020-10-30,4887438477
2020-11-02,4752247756
2020-11-03,4863927048
2020-11-04,4749308827
2020-11-05,5069652059
2020-11-06,4987362054
2020-11-09,6321635698
2020-11-10,5913124604
2020-11-11,5736788880
2020-11-12,5539880656
2020-11-13,5895491032
2020-11-16,6262857123
2020-11-17,6483276778
2020-11-18,6013048181
2020-11-19,6177628190
2020-11-20,5874918531
2020-11-23,6139422116
2020-11-24,6627284286
2020-11-25,6818314653
2020-11-27,6959383232
2020-11-30,6721330005
2020-12-01,6741902506
2020-12-02,6877093228
2020-12-03,7470756831
2020-12-04,7729382559
2020-12-07,7788161134
2020-12-08,8273084374
2020-12-09,8011519717
2020-12-10,8064420435
2020-12-11,7791100063
2020-12-14,7467817902
2020-12-15,7411978257
2020-12-16,7482512546
2020-12-17,7467817902
2020-12-18,7400222542
2020-12-21,7282665392
2020-12-22,6783047508
2020-12-23,7200375388
2020-12-24,7223886818
2020-12-28,7503085047
2020-12-29,7461940045
2020-12-30,7535413263
2020-12-31,8375959357
2021-01-04,7816024991
2021-01-05,7984005301
2021-01-06,8013648885
2021-01-07,8122342026
2021-01-08,8046586201
2021-01-11,7951067985
2021-01-12,8076229785
2021-01-13,8105873369
2021-01-14,8702038781
2021-01-15,8359490699
2021-01-19,8333140846
2021-01-20,8296909799
2021-01-21,8231035168
2021-01-22,8099285906
2021-01-25,7895074549
2021-01-26,7792968870
2021-01-27,7750150360
2021-01-28,7957655448
2021-01-29,7460301983
2021-02-01,7377958694
2021-02-02,7555820198
2021-02-03,7776500213
2021-02-04,8036705006
2021-02-05,8142104416
2021-02-08,8237622631
2021-02-09,7931305596
2021-02-10,7951067985
2021-02-11,7829199918
2021-02-12,7753444092
2021-02-16,8296909799
2021-02-17,8389134283
2021-02-18,8300203531
2021-02-19,8843669238
2021-02-22,9406897335
2021-02-23,9426659724
2021-02-24,10299498588
2021-02-25,9472771966
2021-02-26,9736270491
2021-03-01,9831788706
2021-03-02,10269855004
2021-03-03,10912132658
2021-03-04,10836376832
2021-03-05,9502415550
2021-03-08,9653927202
2021-03-09,9792263927
2021-03-10,9729683028
2021-03-11,9966831700
2021-03-12,10121637083
2021-03-15,10395016803
2021-03-16,9914131995
2021-03-17,10045881258
2021-03-18,9535352866
2021-03-19,9782382733
2021-03-22,9436540919
2021-03-23,8761325949
2021-03-24,8336434578
2021-03-25,8576876982
2021-03-26,8833788043
2021-03-29,8632870418
2021-03-30,8958949843
2021-03-31,10206455856
2021-04-01,10254547167
2021-04-05,10990714153
2021-04-06,11497522581
2021-04-07,11582607208
2021-04-08,11327353328
2021-04-09,11297758675
2021-04-12,10824244232
2021-04-13,10879734206
2021-04-14,10805747574
2021-04-15,10461709736
2021-04-16,10476507062
2021-04-19,10347030457
2021-04-20,9895712003
2021-04-21,10916727522
2021-04-22,10728061611
2021-04-23,11027707469
2021-04-26,11179380064
2021-04-27,11282961349
2021-04-28,11183079396
2021-04-29,11212674049
2021-04-30,11486424586
2021-05-03,11538215229
2021-05-04,11190478059
2021-05-05,11042504796
2021-05-06,10287841151
2021-05-07,10535696368
2021-05-10,10339631794
2021-05-11,10232351177
2021-05-12,9658954781
2021-05-13,9781032723
2021-05-14,10572689684
2021-05-17,10683669631
2021-05-18,10813146237
2021-05-19,10746558268
2021-05-20,10753956932
2021-05-21,10617081663
2021-05-24,11116491427
2021-05-25,11512319908
2021-05-26,11723181808
2021-05-27,11993233014
2021-05-28,11800867772
2021-06-01,12119010288
2021-06-02,12233689568
2021-06-03,11904449056
2021-06-04,11882253067
2021-06-07,12248486894
2021-06-08,12470446789
2021-06-09,12082016972
2021-06-10,12019128335
2021-06-11,11922945714
2021-06-14,11467927929
2021-06-15,11419836618
2021-06-16,11719482477
2021-06-17,11456829934
2021-06-18,11208974717
2021-06-21,11608502529
2021-06-22,11408738623
2021-06-23,11467927929
2021-06-24,11323653996
2021-06-25,11479025923
2021-06-28,10779852253
2021-06-29,10694767626
2021-06-30,10863527443
2021-07-01,10900465652
2021-07-02,10712080784
2021-07-06,10364861613
2021-07-07,9991785696
2021-07-08,9877277247
2021-07-09,10154313819
2021-07-12,10076743578
2021-07-13,9637178884
2021-07-14,9308428819
2021-07-15,9031392247
2021-07-16,8547501701
2021-07-19,8078386439
2021-07-20,8746968033
2021-07-21,9633485063
2021-07-22,9470956941
2021-07-23,9186532727
2021-07-26,9611322137
2021-07-27,9400774343
2021-07-28,9426631089
2021-07-29,9349060849
2021-07-30,8876251766
2021-08-02,8710029823
2021-08-03,8565970806
2021-08-04,8348035369
2021-08-05,8931659081
2021-08-06,9193920369
2021-08-09,9108962487
2021-08-10,9537445718
2021-08-11,9703667661
2021-08-12,9537445718
2021-08-13,9249327683
2021-08-16,9097881024
2021-08-17,8758049496
2021-08-18,8828232094
2021-08-19,8517951133
2021-08-20,8728498928
2021-08-23,9101574845
2021-08-24,9522670434
2021-08-25,9618709779
2021-08-26,9356448491
2021-08-27,9663035631
2021-08-30,9371223775
2021-08-31,9544833360
2021-09-01,9293653535
2021-09-02,9411855806
2021-09-03,9094187203
2021-09-07,9249327683
2021-09-08,9020310784
2021-09-09,9212389474
2021-09-10,9083105740
2021-09-13,9345367028
2021-09-14,9149594517
2021-09-15,9260409146
2021-09-16,9256715325
2021-09-17,9452487836
2021-09-20,9275184430
2021-09-21,9230858579
2021-09-22,9607628316
2021-09-23,10080437399
2021-09-24,10379636897
2021-09-27,10468288600
2021-09-28,10316841941
2021-09-29,10098906504
2021-09-30,10463310281
2021-10-01,11090090380
2021-10-04,10761030828
2021-10-05,10874634721
2021-10-06,10808039335
2021-10-07,10569079422
2021-10-08,10322284758
2021-10-11,10279193626
2021-10-12,10592583676
2021-10-13,10392797519
2021-10-14,10420219149
2021-10-15,10392797519
2021-10-18,10236102495
2021-10-19,10036316338
2021-10-20,10028481587
2021-10-21,9989307831
2021-10-22,9981473079
2021-10-25,10153837607
2021-10-26,10149920231
2021-10-27,9989307831
2021-10-28,10110746475
2021-10-29,10075490094
2021-11-01,10604335803
2021-11-02,10510318788
2021-11-03,10702270193
2021-11-04,10506401412
2021-11-05,11329050293
2021-11-08,11062668750
2021-11-09,10890304223
2021-11-10,10471145032
2021-11-11,10302697880
2021-11-12,10040233714
2021-11-15,9993225206
2021-11-16,9260675965
2021-11-17,9401701488
2021-11-18,9237171711
2021-11-19,9045220306
2021-11-22,9009963926
2021-11-23,8837599398
2021-11-24,8865021028
2021-11-26,7858255493
2021-11-29,7920933503
2021-11-30,7642799834
2021-12-01,6969011227
2021-12-02,7505691687
2021-12-03,7164880008
2021-12-06,7846503366
2021-12-07,7881759747
2021-12-08,8528126724
2021-12-09,8387101202
2021-12-10,8438027085
2021-12-13,8065876401
2021-12-14,7967942011
2021-12-15,7862172869
2021-12-16,7576204449
2021-12-17,7964024635
2021-12-20,8124637035
2021-12-21,8692656500
2021-12-22,8861103652
2021-12-23,8900277408
2021-12-27,8673069622
2021-12-28,8582969983
2021-12-29,8453696587
2021-12-30,8234323553
2021-12-31,8663815417
2022-01-03,9265353228
2022-01-04,9386496259
2022-01-05,9048131241
2022-01-06,8914456171
2022-01-07,9273707920
2022-01-10,9069017970
2022-01-11,9190161002
2022-01-12,9282062612
2022-01-13,9653846398
2022-01-14,9591186209
2022-01-18,9165096926
2022-01-19,8931165555
2022-01-20,8784958448
2022-01-21,8379755895
2022-01-24,8342159782
2022-01-25,8626219304
2022-01-26,8743184989
2022-01-27,8292031631
2022-01-28,8170888599
2022-01-31,8701411530
2022-02-01,9027244511
2022-02-02,8901924134
2022-02-03,8559381769
2022-02-04,8459125467
2022-02-07,9169274272
2022-02-08,9503461945
2022-02-09,9908664498
2022-02-10,9453333794
2022-02-11,8956229631
2022-02-14,8810022524
2022-02-15,9419915027
2022-02-16,9503461945
2022-02-17,9094082046
2022-02-18,8855973329
2022-02-22,8505076272
2022-02-23,8058100260
2022-02-24,8091519027
2022-02-25,8208484713
2022-02-28,8141647178
2022-03-01,7719735241
2022-03-02,7962021304
2022-03-03,7753154008
2022-03-04,7264404537
2022-03-07,6424758009
2022-03-08,6667044072
2022-03-09,7230985770
2022-03-10,7435675719
2022-03-11,7306177996
2022-03-14,7126552122
2022-03-15,7623656285
2022-03-16,8070632298
2022-03-17,8225194096
2022-03-18,8312918360
2022-03-21,8200130021
2022-03-22,8317095706
2022-03-23,8104051065
2022-03-24,8250258172
2022-03-25,8296208977
2022-03-28,8580268499
2022-03-29,8847618637
2022-03-30,8864328021
2022-03-31,9134379890
2022-04-01,9109331316
2022-04-04,9171952751
2022-04-05,9263797521
2022-04-06,8633408415
2022-04-07,8487291735
2022-04-08,8324476006
2022-04-11,8458068399
2022-04-12,8433019825
2022-04-13,8954865112
2022-04-14,9034185595
2022-04-18,8854670817
2022-04-19,9259622759
2022-04-20,9192826562
2022-04-21,9117680841
