,PODD
2021-09-10,20414148980
2021-09-13,20323241900
2021-09-14,20267458010
2021-09-15,20071181360
2021-09-16,19827385100
2021-09-17,20140739050
2021-09-20,19906584450
2021-09-21,20200655080
2021-09-22,19834272000
2021-09-23,20013331400
2021-09-24,19916914800
2021-09-27,19715817320
2021-09-28,19045033260
2021-09-29,19212384930
2021-09-30,19631766100
2021-10-01,19707743100
2021-10-04,19298158000
2021-10-05,19825162100
2021-10-06,20142884100
2021-10-07,20237510000
2021-10-08,20093844400
2021-10-11,20253396100
2021-10-12,20549015700
2021-10-13,20738267500
2021-10-14,20999352100
2021-10-15,20754844300
2021-10-18,20162223700
2021-10-19,20716165100
2021-10-20,20630518300
2021-10-21,20952384500
2021-10-22,21020073100
2021-10-25,20872954000
2021-10-26,20991754400
2021-10-27,20674723100
2021-10-28,21411009300
2021-10-29,21413081400
2021-11-01,21321909000
2021-11-02,21609240200
2021-11-03,21548458600
2021-11-04,20832202700
2021-11-05,21273560000
2021-11-08,21651372900
2021-11-09,21984290300
2021-11-10,21251457600
2021-11-11,21730803400
2021-11-12,21746689500
2021-11-15,21841315400
2021-11-16,21895880700
2021-11-17,21471790900
2021-11-18,20911633200
2021-11-19,20790070000
2021-11-22,20640188100
2021-11-23,20085556000
2021-11-24,20552469200
2021-11-26,20402587300
2021-11-29,20435740900
2021-11-30,19922550800
2021-12-01,19578582200
2021-12-02,19839666800
2021-12-03,18177151900
2021-12-06,17898799800
2021-12-07,18821575000
2021-12-08,19141369100
2021-12-09,18545295000
2021-12-10,18132256400
2021-12-13,18275922000
2021-12-14,17634952400
2021-12-15,18579830000
2021-12-16,17871171800
2021-12-17,18144689000
2021-12-20,17744083000
2021-12-21,18342919900
2021-12-22,18606767300
2021-12-23,18874068200
2021-12-27,18839533200
2021-12-28,18384361900
2021-12-29,18662023300
2021-12-30,18619199900
2021-12-31,18426411780
2022-01-03,19093327800
2022-01-04,18944431700
2022-01-05,17690934300
2022-01-06,18035819220
2022-01-07,17319040320
2022-01-10,16669437800
2022-01-11,17013630180
2022-01-12,16813486120
2022-01-13,16785091980
2022-01-14,16808638340
2022-01-18,16212361400
2022-01-19,16276075080
2022-01-20,16089089280
2022-01-21,15522591560
2022-01-24,15443642000
2022-01-25,14669382280
2022-01-26,13781546000
2022-01-27,13490679200
2022-01-28,15969279860
2022-01-31,17174992000
2022-02-01,17180532320
2022-02-02,17534420260
2022-02-03,16763623240
2022-02-04,16862656460
2022-02-07,16796172620
2022-02-08,17153523260
2022-02-09,17753262900
2022-02-10,17508103740
2022-02-11,17179147240
2022-02-14,17006012240
2022-02-15,17614062360
2022-02-16,17474861820
2022-02-17,16677055740
2022-02-18,16217901720
2022-02-22,16242833160
2022-02-23,15985208280
2022-02-24,17685393980
2022-02-25,18170171980
2022-02-28,18330841260
2022-03-01,18064213360
2022-03-02,18747750340
2022-03-03,18379319060
2022-03-04,18124464340
2022-03-07,18134852440
2022-03-08,17195768200
2022-03-09,17269869980
2022-03-10,16269842220
2022-03-11,15461648040
2022-03-14,14679077840
2022-03-15,14963711780
2022-03-16,16526774560
2022-03-17,17193690580
2022-03-18,18008117620
2022-03-21,17549656140
2022-03-22,17313500000
2022-03-23,16836339940
2022-03-24,17424998940
2022-03-25,17447852760
2022-03-28,17551041220
2022-03-29,18048977480
2022-03-30,18258817100
2022-03-31,18475744840
2022-04-01,19351711120
2022-04-04,18790621080
2022-04-05,18771201400
2022-04-06,18537471680
2022-04-07,18553423560
2022-04-08,18561746280
2022-04-11,17903557840
2022-04-12,17588681600
2022-04-13,18398759680
2022-04-14,18275306000
2022-04-18,17824492000
2022-04-19,18783685480
2022-04-20,18948752760
2022-04-21,18167804200
2022-04-22,17295999280
2022-04-25,17435404840
2022-04-26,16665553240
2022-04-27,16265369120
2022-04-28,16503953760
2022-04-29,16575390440
2022-05-02,17142722520
2022-05-03,16567067720
2022-05-04,17131625560
2022-05-05,15737569960
2022-05-06,14257512920
2022-05-09,13278899760
2022-05-10,13194285440
2022-05-11,12927958400
2022-05-12,13110364680
2022-05-13,13806005360
2022-05-16,13656889960
2022-05-17,13873280680
2022-05-18,13179720680
2022-05-19,13506387440
2022-05-20,13782424320
2022-05-23,14068864600
2022-05-24,15107817480
2022-05-25,15372757400
2022-05-26,15886685360
2022-05-27,16313224760
2022-05-31,14806118880
2022-06-01,14383047280
2022-06-02,14834554840
2022-06-03,14743004920
2022-06-06,14704859120
2022-06-07,15250690840
2022-06-08,15217399960
2022-06-09,15210464360
2022-06-10,15342240760
2022-06-13,14113946000
2022-06-14,14256125800
2022-06-15,14168737240
2022-06-16,13755375480
2022-06-17,13926684800
2022-06-21,14202028120
2022-06-22,14421193080
2022-06-23,15186883320
2022-06-24,15794441880
2022-06-27,15827732760
2022-06-28,15689020760
2022-06-29,15392870640
2022-06-30,15128958920
2022-07-01,15720400280
2022-07-05,16082762240
2022-07-06,15988353760
2022-07-07,16320865980
2022-07-08,16348633180
2022-07-11,16023062760
2022-07-12,15591282800
2022-07-13,15726647900
2022-07-14,15790512460
2022-07-15,16124413040
2022-07-18,15644734660
2022-07-19,16050135780
2022-07-20,16450677640
2022-07-21,16961594120
2022-07-22,16704747520
2022-07-25,16700582440
2022-07-26,16625611000
2022-07-27,16910918980
2022-07-28,17178872460
2022-07-29,17201780400
2022-08-01,17054614240
2022-08-02,17844591080
2022-08-03,18107685300
2022-08-04,17771702180
2022-08-05,18538076900
2022-08-08,18261099080
2022-08-09,17957048240
2022-08-10,18221530820
2022-08-11,18331905440
2022-08-12,18791452600
2022-08-15,18787287520
2022-08-16,18646368980
2022-08-17,18506838800
2022-08-18,18834491760
2022-08-19,18563761560
2022-08-22,18179880020
2022-08-23,18040349840
2022-08-24,18999706600
2022-08-25,19635575480
2022-08-26,18546407060
2022-08-29,18311080040
2022-08-30,17925115960
2022-08-31,17734216460
2022-09-01,18016053540
2022-09-02,17656468300
2022-09-06,17339922220
2022-09-07,18245827120
2022-09-08,18717175340
2022-09-09,18667194380
2022-09-12,18604024000
2022-09-13,17543316960
2022-09-14,18298584800
2022-09-15,17988980520
2022-09-16,17701590000
2022-09-19,17676599520
2022-09-20,17704366720
2022-09-21,17381573020
2022-09-22,16747092500
2022-09-23,16257001420
2022-09-26,16076514620
2022-09-27,16007096620
2022-09-28,16392366520
2022-09-29,16048053240
2022-09-30,15936876800
2022-10-03,16184891840
2022-10-04,16969925440
2022-10-05,17025503040
2022-10-06,17056070720
2022-10-07,16485010880
2022-10-10,16112640960
2022-10-11,16171692160
2022-10-12,16155713600
2022-10-13,16274510720
2022-10-14,15361648640
2022-10-17,15572843520
2022-10-18,15802795840
2022-10-19,14993447040
2022-10-20,14743347840
2022-10-21,15770144000
2022-10-24,16021632640
2022-10-25,16536420160
2022-10-26,16923379200
2022-10-27,16903232320
2022-10-28,17753569600
2022-10-31,17980048320
2022-11-01,18484415040
2022-11-02,18180822400
2022-11-03,17739675200
2022-11-04,21744736000
2022-11-07,21077110080
2022-11-08,21140329600
2022-11-09,20489376960
2022-11-10,21186181120
2022-11-11,20401842240
2022-11-14,20152437760
2022-11-15,21235506240
2022-11-16,20788801280
2022-11-17,20664446400
2022-11-18,20531060160
2022-11-21,20188563200
2022-11-22,20128122560
2022-11-23,20329591360
2022-11-25,20403926400
2022-11-28,20307360320
2022-11-29,20046840320
2022-11-30,20797832640
2022-12-01,21397376000
2022-12-02,21401544320
2022-12-05,21010416960
2022-12-06,20838821120
2022-12-07,21181318080
2022-12-08,21073636480
2022-12-09,21002775040
2022-12-12,20899956480
2022-12-13,21744736000
2022-12-14,21664843200
2022-12-15,20781159360
2022-12-16,20771433280
2022-12-19,20444914880
2022-12-20,20740170880
2022-12-21,20943723840
2022-12-22,20690151040
2022-12-23,20292076480
2022-12-27,20289297600
2022-12-28,20149658880
2022-12-29,20497018880
2022-12-30,20451862080
2023-01-03,19927179540
2023-01-04,19463756760
2023-01-05,19911871280
2023-01-06,20339806730
2023-01-09,20615355410
2023-01-10,20809491980
2023-01-11,21149057020
2023-01-12,21311881240
2023-01-13,21284743870
2023-01-17,20799750360
2023-01-18,20120620280
2023-01-19,20344677540
2023-01-20,20478972730
2023-01-23,20514460060
2023-01-24,20295969440
2023-01-25,20158195100
2023-01-26,19909783790
2023-01-27,19865946500
2023-01-30,19914654600
2023-01-31,19992587560
2023-02-01,20215948990
2023-02-02,20384339850
2023-02-03,20540205770
2023-02-06,20330065110
2023-02-07,20134536880
2023-02-08,20044774810
2023-02-09,19938312820
2023-02-10,20515155890
2023-02-13,20778179630
2023-02-14,20401735600
2023-02-15,20717642420
2023-02-16,20799054530
2023-02-17,20596568000
2023-02-21,20330760940
2023-02-22,20023899910
2023-02-23,20706509140
2023-02-24,20481756050
2023-02-27,19618231020
2023-02-28,19229957880
2023-03-01,19655805840
2023-03-02,19688509850
2023-03-03,19982150110
2023-03-06,20218732310
2023-03-07,19936921160
2023-03-08,19912567110
2023-03-09,19700338960
2023-03-10,19508289880
2023-03-13,21114265520
2023-03-14,21763474910
2023-03-15,21423909870
2023-03-16,21734945880
2023-03-17,21507409470
2023-03-20,22148268900
2023-03-21,22686145490
2023-03-22,21929778280
2023-03-23,21674408670
2023-03-24,21582559110
2023-03-27,21913774190
2023-03-28,21660492070
2023-03-29,21772520700
2023-03-30,22049461040
2023-03-31,22244589360
2023-04-03,22236220440
2023-04-04,22310843310
2023-04-05,22030484490
2023-04-06,22158110520
2023-04-10,21962835720
2023-04-11,21898674000
2023-04-12,22058380890
2023-04-13,22116963330
2023-04-14,22234825620
2023-04-17,22405691070
2023-04-18,22407783300
2023-04-19,22745329740
2023-04-20,22396624740
2023-04-21,22268301300
2023-04-24,22231338570
2023-04-25,22409875530
2023-04-26,22084882470
2023-04-27,22054196430
2023-04-28,22180427640
2023-05-01,22238312670
2023-05-02,21957256440
2023-05-03,22386163590
2023-05-04,22472642430
2023-05-05,22928051160
2023-05-08,22245984180
2023-05-09,22297592520
2023-05-10,22515881850
2023-05-11,22405691070
2023-05-12,23030570430
2023-05-15,22372215390
2023-05-16,22308053670
2023-05-17,21840091560
2023-05-18,21122456670
2023-05-19,20994133230
2023-05-22,21379103550
2023-05-23,20673324630
2023-05-24,20486418750
2023-05-25,19321744050
2023-05-26,19013488830
2023-05-30,19010001780
2023-05-31,19126469250
2023-06-01,19003027680
2023-06-02,19599313230
2023-06-05,19811325870
2023-06-06,19915239960
2023-06-07,19443790800
2023-06-08,19620932940
2023-06-09,19742979690
2023-06-12,19812720690
2023-06-13,19630696680
2023-06-14,19777850190
2023-06-15,20024733330
2023-06-16,19841314500
2023-06-20,20134924110
2023-06-21,20160728280
2023-06-22,20323224810
2023-06-23,20074946850
2023-06-26,20694944340
2023-06-27,20494787670
2023-06-28,20541514140
2023-06-29,20293236180
2023-06-30,20132763820
2023-07-03,19789932890
2023-07-05,19689387770
2023-07-06,19388450640
2023-07-07,19457575410
2023-07-10,19936561190
2023-07-11,19724997500
2023-07-12,19933768270
2023-07-13,19951922250
2023-07-14,20310812470
2023-07-17,20106231080
2023-07-18,19926785970
2023-07-19,20096455860
2023-07-20,19468747090
2023-07-21,19849282440
2023-07-24,19522510800
2023-07-25,19671932020
2023-07-26,19611186010
2023-07-27,19380770110
2023-07-28,19587446190
2023-07-31,19323515250
2023-08-01,18917843620
2023-08-02,18764233020
2023-08-03,18522645440
2023-08-04,18373224220
2023-08-07,18213329550
2023-08-08,16641613820
2023-08-09,16037644870
2023-08-10,16314842180
2023-08-11,15729725440
2023-08-14,15632671470
2023-08-15,15296822840
2023-08-16,14704723800
2023-08-17,14543432670
2023-08-18,14321046415
2023-08-21,13721615960
2023-08-22,13806800020
2023-08-23,13163031960
2023-08-24,13115552320
2023-08-25,12777609000
2023-08-28,12652625830
2023-08-29,13230062040
2023-08-30,14077713260
2023-08-31,13385767330
2023-09-01,13418584140
2023-09-05,13054806310
2023-09-06,13503768200
2023-09-07,12465500190
2023-09-08,12003970160
2023-09-11,12237178980
2023-09-12,12251143580
2023-09-13,12357274540
2023-09-14,12198078100
2023-09-15,11847566640
2023-09-18,11938336540
2023-09-19,11686973740
2023-09-20,11502641020
2023-09-21,11166792390
2023-09-22,10871441100
2023-09-25,10799523410
2023-09-26,11122105670
2023-09-27,11290379100
2023-09-28,11441196780
2023-09-29,11136070270
2023-10-02,11529694400
2023-10-03,10954048000
2023-10-04,10623610200
2023-10-05,10205148800
2023-10-06,10165328600
2023-10-09,10103153200
2023-10-10,10208641800
2023-10-11,9322817000
2023-10-12,8926012200
2023-10-13,9248066800
2023-10-16,9494672600
2023-10-17,9876806800
2023-10-18,10120618200
2023-10-19,10146466400
2023-10-20,10110837800
2023-10-23,10269420000
2023-10-24,9850260000
2023-10-25,9755250400
2023-10-26,9440880400
2023-10-27,9321419800
2023-10-30,9134893600
2023-10-31,9261340200
2023-11-01,9621119200
2023-11-02,9811138400
2023-11-03,11357838800
2023-11-06,11102151200
2023-11-07,11308238200
2023-11-08,10826204200
2023-11-09,10680196800
2023-11-10,10835286000
2023-11-13,11436780600
2023-11-14,12082287000
2023-11-15,12120011400
2023-11-16,12208733600
2023-11-17,12159831600
2023-11-20,12662823600
2023-11-21,12667015200
2023-11-22,13015616600
2023-11-24,13130187000
2023-11-27,13115516400
2023-11-28,12974399200
2023-11-29,13197951200
2023-11-30,13209827400
2023-12-01,13426393400
2023-12-04,13552141400
2023-12-05,13353040400
2023-12-06,13224498000
2023-12-07,13590564400
2023-12-08,13598947600
2023-12-11,13635274800
2023-12-12,13782679400
2023-12-13,14309423800
2023-12-14,14447746600
2023-12-15,14458924200
2023-12-18,14644751800
2023-12-19,14992654600
2023-12-20,14528784200
2023-12-21,15297244200
2023-12-22,15102334800
2023-12-26,15418800600
2023-12-27,15468401200
2023-12-28,15329379800
2023-12-29,15158222800
2024-01-02,14608424600
2024-01-03,13598947600
2024-01-04,13958726600
2024-01-05,13823198200
2024-01-08,14141759800
2024-01-09,14298944800
2024-01-10,14326190200
2024-01-11,14499443000
2024-01-12,14006930000
2024-01-16,13944056000
2024-01-17,14034874000
2024-01-18,14245152600
2024-01-19,14283575600
2024-01-22,14393255800
2024-01-23,14271699400
2024-01-24,14055133400
2024-01-25,13879086200
2024-01-26,13654835600
2024-01-29,13927289600
2024-01-30,13421503200
2024-01-31,13334178200
2024-02-01,13650644000
2024-02-02,13554237200
2024-02-05,13520704400
2024-02-06,13946151800
2024-02-07,13884675000
2024-02-08,13737270400
2024-02-09,13451543000
2024-02-12,13420804600
2024-02-13,13273400000
2024-02-14,13188869400
2024-02-15,13310425800
2024-02-16,13343958600
2024-02-20,13427790600
2024-02-21,13447351400
2024-02-22,13772200400
2024-02-23,12868910600
2024-02-26,11794463800
2024-02-27,11640073200
2024-02-28,11429096000
2024-02-29,11457040000
2024-03-01,11823805000
2024-03-04,11723905200
2024-03-05,11452149800
2024-03-06,11575802000
2024-03-07,12259731400
2024-03-08,12546157400
2024-03-11,12654440400
2024-03-12,12702643800
2024-03-13,12263224400
2024-03-14,11715522000
2024-03-15,11586979600
2024-03-18,11993564800
2024-03-19,11918814600
2024-03-20,11680592000
2024-03-21,11641470400
2024-03-22,11478696600
2024-03-25,11509435000
2024-03-26,11563227200
2024-03-27,11818914800
2024-03-28,11974004000
2024-04-01,11743466000
2024-04-02,11460533000
2024-04-03,11517119600
2024-04-04,11404645000
2024-04-05,11526900000
2024-04-08,11878994400
2024-04-09,12435778600
2024-04-10,12393862600
2024-04-11,12550349000
2024-04-12,12240869200
2024-04-15,12151448400
2024-04-16,12065520600
2024-04-17,11614923600
2024-04-18,11508037800
2024-04-19,11614225000
2024-04-22,11486381200
2024-04-23,11685482200
2024-04-24,11684085000
2024-04-25,11468916200
2024-04-26,11610033400
2024-04-29,11894363600
2024-04-30,12011728400
2024-05-01,11895062200
2024-05-02,12115121200
2024-05-03,12185679800
2024-05-06,12323304000
2024-05-07,12891675960
2024-05-08,12282350490
2024-05-09,12419466210
2024-05-10,11605866300
2024-05-13,11264476140
2024-05-14,12051492390
2024-05-15,12631435920
2024-05-16,12968628660
2024-05-17,13100847390
2024-05-20,12881881979
2024-05-21,12787440030
2024-05-22,12667813560
2024-05-23,11947956030
2024-05-24,12597156990
2024-05-28,12439753740
2024-05-29,12050093250
2024-05-30,12308934150
2024-05-31,12395680830
2024-06-03,12691598940
2024-06-04,12718882170
2024-06-05,13129529760
2024-06-06,13461125940
2024-06-07,13391168940
2024-06-10,13434542280
2024-06-11,13442937120
2024-06-12,14038271190
2024-06-13,14120120880
2024-06-14,14022880650
2024-06-17,13879468800
2024-06-18,13739554800
2024-06-20,13943129670
2024-06-21,14278223700
2024-06-24,14267030580
2024-06-25,14393652750
2024-06-26,14467807170
2024-06-27,14479699860
2024-06-28,14117322600
2024-07-01,13722765120
2024-07-02,13794820830
2024-07-03,13761941040
2024-07-05,13774533300
2024-07-08,13898357190
2024-07-09,13653507690
2024-07-10,13828400190
2024-07-11,14244644340
2024-07-12,14129914860
2024-07-15,13912348590
2024-07-16,14088640229
2024-07-17,13827001050
2024-07-18,13638816720
2024-07-19,13643713710
2024-07-22,13587748110
2024-07-23,13764739320
2024-07-24,13598241660
2024-07-25,13353392160
2024-07-26,13522688100
2024-07-29,13419851310
2024-07-30,13556967030
2024-07-31,13596142950
2024-08-01,13799018250
2024-08-02,13743052650
2024-08-05,13332405060
2024-08-06,13756673700
2024-08-07,13339104179
2024-08-08,13997686980
2024-08-09,12764595780
