,APD
2000-11-27,6689280000
2000-11-28,6627104000
2000-11-29,6813632000
2000-11-30,6826496000
2000-12-01,6974432000
2000-12-04,7285311999
2000-12-05,7246719999
2000-12-06,7098784000
2000-12-07,7049472000
2000-12-08,7160960000
2000-12-11,7098784000
2000-12-12,7210272000
2000-12-13,7308896000
2000-12-14,7160960000
2000-12-15,6987296000
2000-12-18,7246719999
2000-12-19,7508288000
2000-12-20,7358208000
2000-12-21,7643360000
2000-12-22,7902784000
2000-12-26,8102176000
2000-12-27,8348735999
2000-12-28,8288703999
2000-12-29,8125760000
2001-01-02,8018010000
2001-01-03,8080215000
2001-01-04,8191754999
2001-01-05,8093084999
2001-01-08,8080215000
2001-01-09,7794930000
2001-01-10,7833540000
2001-01-11,7548254999
2001-01-12,7423845000
2001-01-16,7387379999
2001-01-17,7312305000
2001-01-18,7262970000
2001-01-19,7125690000
2001-01-22,7200765000
2001-01-23,7200765000
2001-01-24,7325175000
2001-01-25,7410974999
2001-01-26,7213635000
2001-01-29,7348770000
2001-01-30,7543965000
2001-01-31,7490340000
2001-02-01,7524660000
2001-02-02,7528950000
2001-02-05,7722000000
2001-02-06,7616895000
2001-02-07,7687680000
2001-02-08,7842120000
2001-02-09,7734870000
2001-02-12,7732724999
2001-02-13,7829250000
2001-02-14,7822815000
2001-02-15,7921485000
2001-02-16,7797075000
2001-02-20,7983690000
2001-02-21,7715565000
2001-02-22,7674810000
2001-02-23,7408830000
2001-02-26,7700550000
2001-02-27,7799220000
2001-02-28,8041605000
2001-03-01,7925775000
2001-03-02,7972965000
2001-03-05,8022300000
2001-03-06,8294715000
2001-03-07,8427705000
2001-03-08,8526375000
2001-03-09,8477040000
2001-03-12,8168160000
2001-03-13,8090940000
2001-03-14,7945080000
2001-03-15,7904325000
2001-03-16,7874295000
2001-03-19,8024444999
2001-03-20,7887165000
2001-03-21,7657650000
2001-03-22,7460310000
2001-03-23,7700550000
2001-03-26,7820670000
2001-03-27,7734870000
2001-03-28,7709129999
2001-03-29,7505355000
2001-03-30,7614750000
2001-04-02,7867489000
2001-04-03,7643993000
2001-04-04,7884680999
2001-04-05,8067346000
2001-04-06,7985683999
2001-04-09,8213478000
2001-04-10,8596000000
2001-04-11,8454166000
2001-04-12,8454166000
2001-04-16,8542275000
2001-04-17,8402590000
2001-04-18,8735685000
2001-04-19,8501444000
2001-04-20,8404739000
2001-04-23,8393994000
2001-04-24,8529380999
2001-04-25,8492848000
2001-04-26,8600298000
2001-04-27,8632533000
2001-04-30,8540126000
2001-05-01,8505742000
2001-05-02,8522933999
2001-05-03,8439123000
2001-05-04,8598149000
2001-05-07,8507891000
2001-05-08,8634682000
2001-05-09,8697003000
2001-05-10,8840986000
2001-05-11,8752877000
2001-05-14,8851731000
2001-05-15,8914052000
2001-05-16,9277233000
2001-05-17,9438408000
2001-05-18,9137548000
2001-05-21,9137548000
2001-05-22,9219210000
2001-05-23,9139697000
2001-05-24,8950585000
2001-05-25,9120356000
2001-05-29,9206316000
2001-05-30,9143995000
2001-05-31,9292276000
2001-06-01,9386832000
2001-06-04,9483537000
2001-06-05,9513623000
2001-06-06,9507176000
2001-06-07,9537262000
2001-06-08,9455600000
2001-06-11,9378236000
2001-06-12,9382534000
2001-06-13,9408322000
2001-06-14,9229955000
2001-06-15,9328809000
2001-06-18,9356746000
2001-06-19,9449153000
2001-06-20,9464196000
2001-06-21,9324511000
2001-06-22,9066631000
2001-06-25,8972075000
2001-06-26,9060184000
2001-06-27,9038694000
2001-06-28,9034396000
2001-06-29,9090270000
2001-07-02,9214704000
2001-07-03,9212547000
2001-07-05,9171564000
2001-07-06,8919195000
2001-07-09,9022731000
2001-07-10,9100383000
2001-07-11,9057243000
2001-07-12,9305298000
2001-07-13,9322554000
2001-07-16,9249216000
2001-07-17,9454131000
2001-07-18,9495114000
2001-07-19,9570609000
2001-07-20,8811345000
2001-07-23,8466225000
2001-07-24,8291507999
2001-07-25,8390730000
2001-07-26,8276408999
2001-07-27,8233269000
2001-07-30,8123261999
2001-07-31,8142675000
2001-08-01,8168558999
2001-08-02,8226798000
2001-08-03,8293665000
2001-08-06,8360532000
2001-08-07,8440341000
2001-08-08,8330333999
2001-08-09,8254839000
2001-08-10,8392886999
2001-08-13,8390730000
2001-08-14,8405829000
2001-08-15,8276408999
2001-08-16,8192285999
2001-08-17,8246210999
2001-08-20,8211699000
2001-08-21,8248368000
2001-08-22,8304450000
2001-08-23,8358375000
2001-08-24,8474853000
2001-08-27,8597802000
2001-08-28,8522307000
2001-08-29,8440341000
2001-08-30,8386416000
2001-08-31,8455440000
2001-09-04,8494266000
2001-09-05,8485638000
2001-09-06,8379945000
2001-09-07,8235426000
2001-09-10,8123261999
2001-09-17,7474005000
2001-09-18,7482632999
2001-09-19,7243206000
2001-09-20,6988680000
2001-09-21,6697485000
2001-09-24,7236734999
2001-09-25,7279875000
2001-09-26,7355370000
2001-09-27,7448121000
2001-09-28,7694019000
2001-10-01,7661664000
2001-10-02,7694019000
2001-10-03,7678920000
2001-10-04,7646565000
2001-10-05,7665978000
2001-10-08,7463220000
2001-10-09,7486947000
2001-10-10,7782456000
2001-10-11,8021882999
2001-10-12,7903248000
2001-10-15,7816968000
2001-10-16,7752257999
2001-10-17,7551657000
2001-10-18,7519302000
2001-10-19,7342428000
2001-10-22,7782456000
2001-10-23,7821282000
2001-10-24,7883834999
2001-10-25,7987371000
2001-10-26,8177186999
2001-10-29,8047767000
2001-10-30,7963644000
2001-10-31,7985214000
2001-11-01,8181501000
2001-11-02,8375631000
2001-11-05,8354060999
2001-11-06,8507207999
2001-11-07,8382102000
2001-11-08,8457597000
2001-11-09,8505051000
2001-11-12,8379945000
2001-11-13,8576232000
2001-11-14,8738007000
2001-11-15,8878212000
2001-11-16,8891154000
2001-11-19,9048615000
2001-11-20,9119796000
2001-11-21,9024888000
2001-11-23,9137052000
2001-11-26,9186663000
2001-11-27,9106854000
2001-11-28,9050772000
2001-11-29,9070185000
2001-11-30,9117639000
2001-12-03,9093912000
2001-12-04,9294513000
2001-12-05,9490800000
2001-12-06,9469230000
2001-12-07,9303141000
2001-12-10,9085284000
2001-12-11,9244902000
2001-12-12,9156465000
2001-12-13,8994690000
2001-12-14,8949393000
2001-12-17,9283728000
2001-12-18,9492957000
2001-12-19,9395892000
2001-12-20,9499428000
2001-12-21,9352752000
2001-12-24,9372165000
2001-12-26,9363537000
2001-12-27,9370008000
2001-12-28,9365694000
2001-12-31,9393942000
2002-01-02,9411270000
2002-01-03,9409104000
2002-01-04,9513072000
2002-01-07,9571554000
2002-01-08,9441594000
2002-01-09,9387444000
2002-01-10,9244488000
2002-01-11,9077706000
2002-01-14,8906592000
2002-01-15,8910924000
2002-01-16,8837280000
2002-01-17,8941248000
2002-01-18,8813454000
2002-01-22,8819952000
2002-01-23,9073374000
2002-01-24,9298638000
2002-01-25,9341958000
2002-01-28,9211998000
2002-01-29,9134022000
2002-01-30,9190338000
2002-01-31,9261816000
2002-02-01,9348456000
2002-02-04,9237990000
2002-02-05,9164346000
2002-02-06,9190338000
2002-02-07,9190338000
2002-02-08,9383112000
2002-02-11,9588882000
2002-02-12,9508740000
2002-02-13,9443760000
2002-02-14,9402606000
2002-02-15,9575886000
2002-02-19,9350622000
2002-02-20,9387444000
2002-02-21,9313800000
2002-02-22,9430764000
2002-02-25,9582384000
2002-02-26,9506574000
2002-02-27,9770826000
2002-02-28,9712344000
2002-03-01,9887790000
2002-03-04,10297164000
2002-03-05,9911616000
2002-03-06,10128216000
2002-03-07,10052406000
2002-03-08,10076232000
2002-03-11,10212690000
2002-03-12,10212690000
2002-03-13,10173702000
2002-03-14,10236516000
2002-03-15,10403298000
2002-03-18,10463946000
2002-03-19,10622064000
2002-03-20,10552752000
2002-03-21,10301496000
2002-03-22,10182366000
2002-03-25,9941940000
2002-03-26,10143378000
2002-03-27,10388136000
2002-03-28,10342650000
2002-04-01,10230740000
2002-04-02,10156620000
2002-04-03,9997480000
2002-04-04,9842700000
2002-04-05,10060700000
2002-04-08,10078140000
2002-04-09,10187140000
2002-04-10,10278700000
2002-04-11,10230740000
2002-04-12,10193680000
2002-04-15,10030180000
2002-04-16,10300500000
2002-04-17,10178420000
2002-04-18,10104300000
2002-04-19,10117380000
2002-04-22,9899380000
2002-04-23,9380540000
2002-04-24,9674840000
2002-04-25,9650860000
2002-04-26,9674840000
2002-04-29,9522240000
2002-04-30,9683560000
2002-05-01,9857960000
2002-05-02,10215480000
2002-05-03,10219840000
2002-05-06,10084680000
2002-05-07,10215480000
2002-05-08,10346280000
2002-05-09,10466180000
2002-05-10,10283060000
2002-05-13,10289600000
2002-05-14,10527220000
2002-05-15,10518500000
2002-05-16,10431300000
2002-05-17,10398600000
2002-05-20,10243820000
2002-05-21,10222020000
2002-05-22,10256900000
2002-05-23,10322300000
2002-05-24,10180600000
2002-05-28,10028000000
2002-05-29,10006200000
2002-05-30,9953880000
2002-05-31,10106480000
2002-06-03,9875400000
2002-06-04,9781660000
2002-06-05,9925540000
2002-06-06,9738060000
2002-06-07,9814360000
2002-06-10,9973500000
2002-06-11,9724980000
2002-06-12,9759860000
2002-06-13,9570200000
2002-06-14,9445940000
2002-06-17,9663940000
2002-06-18,9677020000
2002-06-19,9642140000
2002-06-20,9753320000
2002-06-21,9772940000
2002-06-24,9831800000
2002-06-25,9875400000
2002-06-26,9945160000
2002-06-27,10025820000
2002-06-28,10171880000
2002-07-01,10237652000
2002-07-02,9907264000
2002-07-03,9887572000
2002-07-05,10386436000
2002-07-08,10261720000
2002-07-09,10007912000
2002-07-10,9590004000
2002-07-11,9454348000
2002-07-12,9579064000
2002-07-15,9342760000
2002-07-16,9043004000
2002-07-17,9178660000
2002-07-18,9016748000
2002-07-19,8614156000
2002-07-22,8399732000
2002-07-23,8253136000
2002-07-24,8859212000
2002-07-25,9132712000
2002-07-26,8968612000
2002-07-29,9292436000
2002-07-30,8970800000
2002-07-31,8951108000
2002-08-01,8962048000
2002-08-02,8496004000
2002-08-05,8294707999
2002-08-06,8695112000
2002-08-07,8979552000
2002-08-08,9209292000
2002-08-09,9231172000
2002-08-12,9093328000
2002-08-13,9071448000
2002-08-14,9259616000
2002-08-15,9204916000
2002-08-16,9139276000
2002-08-19,9467476000
2002-08-20,9301188000
2002-08-21,9384332000
2002-08-22,9640328000
2002-08-23,9493732000
2002-08-26,9688464000
2002-08-27,9745352000
2002-08-28,9414964000
2002-08-29,9414964000
2002-08-30,9489356000
2002-09-03,9040816000
2002-09-04,9347136000
2002-09-05,8927040000
2002-09-06,9178660000
2002-09-09,9158968000
2002-09-10,9342760000
2002-09-11,9436844000
2002-09-12,9202728000
2002-09-13,9191788000
2002-09-16,9121772000
2002-09-17,9005808000
2002-09-18,9001432000
2002-09-19,8633848000
2002-09-20,8695112000
2002-09-23,8517884000
2002-09-24,8202812000
2002-09-25,8393168000
2002-09-26,8716992000
2002-09-27,8537576000
2002-09-30,8498192000
2002-10-01,8977364000
2002-10-02,8434739999
2002-10-03,8334092000
2002-10-04,8296896000
2002-10-07,8318776000
2002-10-08,8646976000
2002-10-09,8211564000
2002-10-10,8776068000
2002-10-11,8992680000
2002-10-14,8946732000
2002-10-15,9268368000
2002-10-16,8896408000
2002-10-17,9233360000
2002-10-18,9069260000
2002-10-21,9342760000
2002-10-22,9001432000
2002-10-23,8881092000
2002-10-24,8410671999
2002-10-25,8872340000
2002-10-28,8714804000
2002-10-29,8657916000
2002-10-30,8721368000
2002-10-31,8940168000
2002-11-01,9016748000
2002-11-04,8883280000
2002-11-05,8863588000
2002-11-06,9110832000
2002-11-07,8839520000
2002-11-08,8605404000
2002-11-11,8342844000
2002-11-12,8310023999
2002-11-13,8355971999
2002-11-14,8570396000
2002-11-15,8638224000
2002-11-18,8576960000
2002-11-19,8607592000
2002-11-20,8778256000
2002-11-21,8870152000
2002-11-22,8546328000
2002-11-25,8544139999
2002-11-26,8366912000
2002-11-27,8714804000
2002-11-29,8944544000
2002-12-02,8948920000
2002-12-03,8808888000
2002-12-04,8935792000
2002-12-05,8800136000
2002-12-06,8909536000
2002-12-09,8854836000
2002-12-10,8929228000
2002-12-11,9012372000
2002-12-12,8822016000
2002-12-13,8706052000
2002-12-16,9029876000
2002-12-17,8832956000
2002-12-18,8583523999
2002-12-19,8576960000
2002-12-20,8854836000
2002-12-23,8780444000
2002-12-24,8723556000
2002-12-26,8756376000
2002-12-27,8587900000
2002-12-30,8633848000
2002-12-31,8662784000
2003-01-02,8623328000
2003-01-03,8610176000
2003-01-06,8914864000
2003-01-07,8886368000
2003-01-08,8618944000
2003-01-09,8877600000
2003-01-10,8803072000
2003-01-13,8875408000
2003-01-14,8892944000
2003-01-15,8715392000
2003-01-16,8835952000
2003-01-17,8724160000
2003-01-21,8544415999
2003-01-22,8410703999
2003-01-23,8522496000
2003-01-24,8312064000
2003-01-27,8099440000
2003-01-28,8180544000
2003-01-29,8193696000
2003-01-30,8209040000
2003-01-31,8399744000
2003-02-03,8395359999
2003-02-04,8318640000
2003-02-05,8375632000
2003-02-06,8358096000
2003-02-07,8290144000
2003-02-10,8301103999
2003-02-11,8195888000
2003-02-12,8121359999
2003-02-13,8143280000
2003-02-14,8184928000
2003-02-18,8066559999
2003-02-19,7897776000
2003-02-20,7801328000
2003-02-21,7869280000
2003-02-24,7753103999
2003-02-25,7779408000
2003-02-26,7709264000
2003-02-27,7810096000
2003-02-28,7853936000
2003-03-03,7884624000
2003-03-04,7728992000
2003-03-05,7770640000
2003-03-06,7678576000
2003-03-07,7803520000
2003-03-10,7715840000
2003-03-11,7615008000
2003-03-12,7597471999
2003-03-13,7985456000
2003-03-14,8005184000
2003-03-17,8399744000
2003-03-18,8546608000
2003-03-19,8544415999
2003-03-20,8550992000
2003-03-21,8708816000
2003-03-24,8404128000
2003-03-25,8504959999
2003-03-26,8502768000
2003-03-27,8437008000
2003-03-28,8439200000
2003-03-31,8414509999
2003-04-01,8544133000
2003-04-02,8779212000
2003-04-03,8601255000
2003-04-04,8667165000
2003-04-07,8653983000
2003-04-08,8476026000
2003-04-09,8326630000
2003-04-10,8377161000
2003-04-11,8300266000
2003-04-14,8469434999
2003-04-15,8627619000
2003-04-16,8454055999
2003-04-17,8596861000
2003-04-21,8557315000
2003-04-22,8726484000
2003-04-23,8774818000
2003-04-24,8695726000
2003-04-25,8381555000
2003-04-28,8572694000
2003-04-29,8651786000
2003-04-30,8748454000
2003-05-01,8682544000
2003-05-02,8755045000
2003-05-05,8755045000
2003-05-06,8772621000
2003-05-07,8667165000
2003-05-08,8596861000
2003-05-09,8724287000
2003-05-12,8891259000
2003-05-13,8926411000
2003-05-14,8878077000
2003-05-15,8946184000
2003-05-16,8900047000
2003-05-19,8651786000
2003-05-20,8638604000
2003-05-21,8625422000
2003-05-22,8667165000
2003-05-23,8592467000
2003-05-27,8744060000
2003-05-28,8713302000
2003-05-29,8563905999
2003-05-30,8853910000
2003-06-02,8891259000
2003-06-03,8794591000
2003-06-04,8915426000
2003-06-05,8856107000
2003-06-06,8838531000
2003-06-09,8594664000
2003-06-10,8607846000
2003-06-11,8541936000
2003-06-12,8612240000
2003-06-13,8645195000
2003-06-16,8794591000
2003-06-17,8948381000
2003-06-18,8645195000
2003-06-19,8568300000
2003-06-20,8636407000
2003-06-23,8440874000
2003-06-24,8487011000
2003-06-25,8374963999
2003-06-26,8449662000
2003-06-27,8342009000
2003-06-30,8534274000
2003-07-01,8538711999
2003-07-02,8618596000
2003-07-03,8567559000
2003-07-07,8711794000
2003-07-08,8736203000
2003-07-09,8627472000
2003-07-10,8576435000
2003-07-11,8543150000
2003-07-14,8554244999
2003-07-15,8505427000
2003-07-16,8487675000
2003-07-17,8671852000
2003-07-18,9024673000
2003-07-21,9195536000
2003-07-22,9253230000
2003-07-23,9233259000
2003-07-24,9313143000
2003-07-25,9586080000
2003-07-28,9424093000
2003-07-29,9515072000
2003-07-30,9475130000
2003-07-31,9535043000
2003-08-01,9499539000
2003-08-04,9426312000
2003-08-05,9215507000
2003-08-06,9248792000
2003-08-07,9273201000
2003-08-08,9386370000
2003-08-11,9455159000
2003-08-12,9486225000
2003-08-13,9457378000
2003-08-14,9614927000
2003-08-15,9588299000
2003-08-18,9668183000
2003-08-19,9674840000
2003-08-20,9677059000
2003-08-21,9783571000
2003-08-22,9681497000
2003-08-25,9663745000
2003-08-26,9614927000
2003-08-27,9617146000
2003-08-28,9679278000
2003-08-29,9708125000
2003-09-02,9876769000
2003-09-03,9978843000
2003-09-04,9972186000
2003-09-05,9801323000
2003-09-08,9945558000
2003-09-09,9836827000
2003-09-10,9670402000
2003-09-11,9768038000
2003-09-12,9956653000
2003-09-15,9830170000
2003-09-16,9898959000
2003-09-17,9867893000
2003-09-18,9941120000
2003-09-19,9819075000
2003-09-22,9643774000
2003-09-23,9526167000
2003-09-24,9364180000
2003-09-25,9253230000
2003-09-26,9255449000
2003-09-29,9359742000
2003-09-30,9253230000
2003-10-01,9437407000
2003-10-02,9503977000
2003-10-03,9654869000
2003-10-06,9688154000
2003-10-07,9770257000
2003-10-08,9774695000
2003-10-09,9823513000
2003-10-10,9741410000
2003-10-13,9796885000
2003-10-14,9825732000
2003-10-15,9783571000
2003-10-16,9761381000
2003-10-17,9741410000
2003-10-20,9621584000
2003-10-21,9510634000
2003-10-22,9410779000
2003-10-23,9550576000
2003-10-24,9550576000
2003-10-27,9459597000
2003-10-28,9128966000
2003-10-29,9315362000
2003-10-30,9315362000
2003-10-31,9315362000
2003-11-03,9313143000
2003-11-04,9199974000
2003-11-05,9204412000
2003-11-06,9350866000
2003-11-07,9601613000
2003-11-10,9488444000
2003-11-11,9415217000
2003-11-12,9441845000
2003-11-13,9355304000
2003-11-14,9437407000
2003-11-17,9335333000
2003-11-18,9262106000
2003-11-19,9315362000
2003-11-20,9286515000
2003-11-21,9328676000
2003-11-24,9361961000
2003-11-25,9632679000
2003-11-26,9832389000
2003-11-28,9834608000
2003-12-01,10038756000
2003-12-02,10023223000
2003-12-03,10072041000
2003-12-04,10353854000
2003-12-05,10278408000
2003-12-08,10367168000
2003-12-09,10429300000
2003-12-10,10435957000
2003-12-11,10546907000
2003-12-12,10637886000
2003-12-15,10637886000
2003-12-16,10680047000
2003-12-17,10615696000
2003-12-18,10762150000
2003-12-19,10746617000
2003-12-22,10746617000
2003-12-23,10686704000
2003-12-24,10637886000
2003-12-26,10731084000
2003-12-29,10886414000
2003-12-30,10797654000
2003-12-31,10925508000
2004-01-02,10891953000
2004-01-05,11023936000
2004-01-06,10992618000
2004-01-07,10914323000
2004-01-08,11050780000
2004-01-09,10751022000
2004-01-12,10860635000
2004-01-13,11160393000
2004-01-14,11314746000
2004-01-15,11348301000
2004-01-16,11375145000
2004-01-20,11245399000
2004-01-21,10813658000
2004-01-22,10310333000
2004-01-23,9965835000
2004-01-26,10319281000
2004-01-27,10254408000
2004-01-28,10254408000
2004-01-29,10285726000
2004-01-30,10321518000
2004-02-02,10290200000
2004-02-03,10147032000
2004-02-04,10055315000
2004-02-05,10158217000
2004-02-06,10290200000
2004-02-09,10341651000
2004-02-10,10451264000
2004-02-11,10666016000
2004-02-12,10549692000
2004-02-13,10404287000
2004-02-17,10489293000
2004-02-18,10317044000
2004-02-19,10341651000
2004-02-20,10263356000
2004-02-23,10205194000
2004-02-24,10227564000
2004-02-25,10216379000
2004-02-26,10133610000
2004-02-27,9977020000
2004-03-01,10194009000
2004-03-02,10191772000
2004-03-03,10187298000
2004-03-04,10167165000
2004-03-05,10310333000
2004-03-08,10236512000
2004-03-09,10091107000
2004-03-10,9853985000
2004-03-11,9766742000
2004-03-12,9918858000
2004-03-15,9724239000
2004-03-16,9782401000
2004-03-17,9914384000
2004-03-18,9853985000
2004-03-19,9862933000
2004-03-22,9766742000
2004-03-23,9753320000
2004-03-24,9934517000
2004-03-25,10292437000
2004-03-26,10205194000
2004-03-29,10319281000
2004-03-30,10341651000
2004-03-31,10403330000
2004-04-01,10387615000
2004-04-02,10699670000
2004-04-05,10791715000
2004-04-06,10798450000
2004-04-07,10672730000
2004-04-08,10654770000
2004-04-12,10782735000
2004-04-13,10699670000
2004-04-14,10753550000
2004-04-15,10919680000
2004-04-16,10935395000
2004-04-19,10886005000
2004-04-20,10764775000
2004-04-21,10811920000
2004-04-22,10955600000
2004-04-23,10973560000
2004-04-26,10832125000
2004-04-27,10886005000
2004-04-28,10573950000
2004-04-29,10347205000
2004-04-30,10338225000
2004-05-03,10309040000
2004-05-04,10270875000
2004-05-05,10273120000
2004-05-06,10248425000
2004-05-07,10118215000
2004-05-10,10086785000
2004-05-11,10194545000
2004-05-12,10172095000
2004-05-13,10169850000
2004-05-14,10138420000
2004-05-17,9965555000
2004-05-18,10030660000
2004-05-19,9992495000
2004-05-20,9972290000
2004-05-21,10089030000
2004-05-24,10169850000
2004-05-25,10324755000
2004-05-26,10349450000
2004-05-27,10477415000
2004-05-28,10371900000
2004-06-01,10356185000
2004-06-02,10264140000
2004-06-03,10048620000
2004-06-04,10082295000
2004-06-07,10270875000
2004-06-08,10340470000
2004-06-09,10295570000
2004-06-10,10318020000
2004-06-14,10232710000
2004-06-15,10268630000
2004-06-16,10264140000
2004-06-17,10302305000
2004-06-18,10419045000
2004-06-21,10412310000
2004-06-22,10522315000
2004-06-23,10681710000
2004-06-24,10612115000
2004-06-25,10791715000
2004-06-28,10744570000
2004-06-29,10809675000
2004-06-30,10978136000
2004-07-01,10772112000
2004-07-02,10679288000
2004-07-06,10674760000
2004-07-07,10686080000
2004-07-08,10663440000
2004-07-09,10724568000
2004-07-12,10717776000
2004-07-13,10776640000
2004-07-14,10801544000
2004-07-15,10713248000
2004-07-16,10690608000
2004-07-19,10681552000
2004-07-20,10803808000
2004-07-21,10606840000
2004-07-22,10480056000
2004-07-23,10396288000
2004-07-26,10260448000
2004-07-27,10210640000
2004-07-28,10423456000
2004-07-29,10873992000
2004-07-30,10830976000
2004-08-02,10887576000
2004-08-03,10842296000
2004-08-04,10966816000
2004-08-05,10765320000
2004-08-06,10480056000
2004-08-09,10577408000
2004-08-10,10695136000
2004-08-11,10622688000
2004-08-12,10541184000
2004-08-13,10371384000
2004-08-16,10790224000
2004-08-17,10663440000
2004-08-18,10880784000
2004-08-19,10864936000
2004-08-20,11000776000
2004-08-23,11014360000
2004-08-24,10991720000
