,URI
2009-05-26,297530560
2009-05-27,289732380
2009-05-28,281934200
2009-05-29,284933500
2009-06-01,308927900
2009-06-02,320325240
2009-06-03,325723980
2009-06-04,353317540
2009-06-05,385110120
2009-06-08,395907600
2009-06-09,409104520
2009-06-10,400106620
2009-06-11,407904800
2009-06-12,407904800
2009-06-15,378511660
2009-06-16,373712780
2009-06-17,383910400
2009-06-18,374312640
2009-06-19,368913900
2009-06-22,349718380
2009-06-23,344919500
2009-06-24,360515860
2009-06-25,377911800
2009-06-26,396507460
2009-06-29,389309140
2009-06-30,390049000
2009-07-01,378630000
2009-07-02,362403000
2009-07-06,344974000
2009-07-07,328747000
2009-07-08,320934000
2009-07-09,320934000
2009-07-10,324540000
2009-07-13,334156000
2009-07-14,343772000
2009-07-15,360600000
2009-07-16,369615000
2009-07-17,361802000
2009-07-20,388847000
2009-07-21,383438000
2009-07-22,381635000
2009-07-23,399665000
2009-07-24,412887000
2009-07-27,409882000
2009-07-28,405074000
2009-07-29,401468000
2009-07-30,427912000
2009-07-31,448947000
2009-08-03,460366000
2009-08-04,476593000
2009-08-05,471184000
2009-08-06,469982000
2009-08-07,501835000
2009-08-10,494623000
2009-08-11,479598000
2009-08-12,494022000
2009-08-13,509047000
2009-08-14,492218999
2009-08-17,475391000
2009-08-18,489214000
2009-08-19,500032000
2009-08-20,519264000
2009-08-21,526476000
2009-08-24,543905000
2009-08-25,559531000
2009-08-26,560132000
2009-08-27,557127000
2009-08-28,560132000
2009-08-31,552319000
2009-09-01,550516000
2009-09-02,553521000
2009-09-03,557728000
2009-09-04,560132000
2009-09-08,587778000
2009-09-09,608212000
2009-09-10,594389000
2009-09-11,610616000
2009-09-14,649681000
2009-09-15,634656000
2009-09-16,658696000
2009-09-17,657494000
2009-09-18,656893000
2009-09-21,647878000
2009-09-22,662302000
2009-09-23,652085000
2009-09-24,629848000
2009-09-25,605808000
2009-09-28,633454000
2009-09-29,646676000
2009-09-30,619617100
2009-10-01,585327610
2009-10-02,568483650
2009-10-05,578108770
2009-10-06,589538600
2009-10-07,569085220
2009-10-08,591944880
2009-10-09,597960580
2009-10-12,611195120
2009-10-13,615406110
2009-10-14,655711300
2009-10-15,651500310
2009-10-16,650898740
2009-10-19,655711300
2009-10-20,657516010
2009-10-21,659320720
2009-10-22,663531710
2009-10-23,635257920
2009-10-26,603374710
2009-10-27,599765290
2009-10-28,552842830
2009-10-29,594952730
2009-10-30,570889930
2009-11-02,548631840
2009-11-03,566678940
2009-11-04,557655390
2009-11-05,587733890
2009-11-06,583522900
2009-11-09,593749590
2009-11-10,534795730
2009-11-11,523967470
2009-11-12,522764329
2009-11-13,536600440
2009-11-16,559460100
2009-11-17,562467950
2009-11-18,576905630
2009-11-19,573897780
2009-11-20,579913480
2009-11-23,572694640
2009-11-24,546225560
2009-11-25,577507200
2009-11-27,552842830
2009-11-30,554647540
2009-12-01,555249110
2009-12-02,561264810
2009-12-03,565475800
2009-12-04,570889930
2009-12-07,599765290
2009-12-08,589538600
2009-12-09,589538600
2009-12-10,585929180
2009-12-11,602773140
2009-12-14,599765290
2009-12-15,598562150
2009-12-16,600968430
2009-12-17,582319760
2009-12-18,588335460
2009-12-21,601570000
2009-12-22,612999830
2009-12-23,615406110
2009-12-24,617210820
2009-12-28,609991980
2009-12-29,605179420
2009-12-30,600968430
2009-12-31,590826870
2010-01-04,604679080
2010-01-05,598054110
2010-01-06,598054110
2010-01-07,590224600
2010-01-08,576974660
2010-01-11,560111100
2010-01-12,550474780
2010-01-13,539633920
2010-01-14,540838460
2010-01-15,550474780
2010-01-19,558906560
2010-01-20,557099750
2010-01-21,529997600
2010-01-22,511327230
2010-01-25,519156739
2010-01-26,511929500
2010-01-27,502293180
2010-01-28,501690910
2010-01-29,482418270
2010-02-01,504702260
2010-02-02,509520420
2010-02-03,500486370
2010-02-04,444475260
2010-02-05,444475260
2010-02-08,446282070
2010-02-09,454111580
2010-02-10,438452560
2010-02-11,426407160
2010-02-12,425804890
2010-02-16,430020780
2010-02-17,431225320
2010-02-18,422793540
2010-02-19,423395810
2010-02-22,448088880
2010-02-23,439054830
2010-02-24,443270720
2010-02-25,438452560
2010-02-26,454713850
2010-03-01,469770600
2010-03-02,483020540
2010-03-03,467361520
2010-03-04,473986490
2010-03-05,498679559
2010-03-08,492656860
2010-03-09,505304530
2010-03-10,511929500
2010-03-11,510122690
2010-03-12,507111340
2010-03-15,496872750
2010-03-16,496872750
2010-03-17,496872750
2010-03-18,490247780
2010-03-19,479406920
2010-03-22,480009190
2010-03-23,505304530
2010-03-24,509520420
2010-03-25,506509070
2010-03-26,505906800
2010-03-29,542043000
2010-03-30,566133800
2010-03-31,567396200
2010-04-01,560742300
2010-04-05,580704000
2010-04-06,589172600
2010-04-07,594616700
2010-04-08,594011800
2010-04-09,632725400
2010-04-12,616998000
2010-04-13,633330300
2010-04-14,652082200
2010-04-15,661760600
2010-04-16,643008700
2010-04-19,649057700
2010-04-20,649057700
2010-04-21,647243000
2010-04-22,756729900
2010-04-23,794838600
2010-04-26,835971800
2010-04-27,799677800
2010-04-28,804517000
2010-04-29,874685400
2010-04-30,868636400
2010-05-03,882549100
2010-05-04,840811000
2010-05-05,804517000
2010-05-06,760964200
2010-05-07,733138800
2010-05-10,806936600
2010-05-11,814195400
2010-05-12,847464900
2010-05-13,858958000
2010-05-14,820244400
2010-05-17,809356200
2010-05-18,805121900
2010-05-19,762778900
2010-05-20,702288900
2010-05-21,714386900
2010-05-24,719226100
2010-05-25,696239900
2010-05-26,707733000
2010-05-27,750680900
2010-05-28,734953500
2010-06-01,738582900
2010-06-02,763383800
2010-06-03,759149500
2010-06-04,704708500
2010-06-07,675673300
2010-06-08,655106700
2010-06-09,663575300
2010-06-10,689586000
2010-06-11,707733000
2010-06-14,715596700
2010-06-15,762778900
2010-06-16,763988700
2010-06-17,757334800
2010-06-18,754915200
2010-06-21,739792700
2010-06-22,696844800
2010-06-23,664180200
2010-06-24,632725400
2010-06-25,646033200
2010-06-28,636959700
2010-06-29,575259900
2010-06-30,564148920
2010-07-01,539331210
2010-07-02,516329429
2010-07-06,501801989
2010-07-07,534488730
2010-07-08,550832100
2010-07-09,580492290
2010-07-12,575649810
2010-07-13,615600270
2010-07-14,631338330
2010-07-15,639812670
2010-07-16,620442750
2010-07-19,629522400
2010-07-20,639812670
2010-07-21,717292350
2010-07-22,756637500
2010-07-23,777823350
2010-07-26,800219820
2010-07-27,792956100
2010-07-28,772375560
2010-07-29,793561410
2010-07-30,797798580
2010-08-02,809299470
2010-08-03,811115400
2010-08-04,840775590
2010-08-05,811720710
2010-08-06,815352570
2010-08-09,831090630
2010-08-10,799614510
2010-08-11,742110060
2010-08-12,731819790
2010-08-13,728187930
2010-08-16,742110060
2010-08-17,763901220
2010-08-18,783876450
2010-08-19,774796800
2010-08-20,751189710
2010-08-23,722134830
2010-08-24,702764910
2010-08-25,696106500
2010-08-26,684605610
2010-08-27,716687040
2010-08-30,679763130
2010-08-31,680973750
2010-09-01,722134830
2010-09-02,749979090
2010-09-03,782665830
2010-09-07,765111840
2010-09-08,790534860
2010-09-09,793561410
2010-09-10,826853460
2010-09-13,835327800
2010-09-14,845618070
2010-09-15,844407450
2010-09-16,840775590
2010-09-17,848039310
2010-09-20,876488880
2010-09-21,870435780
2010-09-22,868619850
2010-09-23,851065860
2010-09-24,878910120
2010-09-27,885568530
2010-09-28,895858800
2010-09-29,895253490
2010-09-30,898843960
2010-10-01,905506550
2010-10-04,880067570
2010-10-05,900661030
2010-10-06,889758610
2010-10-07,901872410
2010-10-08,895209820
2010-10-11,911563450
2010-10-12,973343830
2010-10-13,995754360
2010-10-14,996965740
2010-10-15,986063320
2010-10-18,1009079540
2010-10-19,969104000
2010-10-20,1066014400
2010-10-21,1109624080
2010-10-22,1118709430
2010-10-25,1142331340
2010-10-26,1126583400
2010-10-27,1142937030
2010-10-28,1120526500
2010-10-29,1138091510
2010-11-01,1147176860
2010-11-02,1173221530
2010-11-03,1172615840
2010-11-04,1207745860
2010-11-05,1215014140
2010-11-08,1231973460
2010-11-09,1222282420
2010-11-10,1234396220
2010-11-11,1224705180
2010-11-12,1189575160
2010-11-15,1198054820
2010-11-16,1154445140
2010-11-17,1186546710
2010-11-18,1201688960
2010-11-19,1203506030
2010-11-22,1205928790
2010-11-23,1201688960
2010-11-24,1248932780
2010-11-26,1244692950
2010-11-29,1222888110
2010-11-30,1188363780
2010-12-01,1224705180
2010-12-02,1259835200
2010-12-03,1296782290
2010-12-06,1310107470
2010-12-07,1308896090
2010-12-08,1372493540
2010-12-09,1397932520
2010-12-10,1423977190
2010-12-13,1372493540
2010-12-14,1360379740
2010-12-15,1329489550
2010-12-16,1362802500
2010-12-17,1342209040
2010-12-20,1348265940
2010-12-21,1382790270
2010-12-22,1371887850
2010-12-23,1377944750
2010-12-27,1376127680
2010-12-28,1375521990
2010-12-29,1376127680
2010-12-30,1377944750
2010-12-31,1394280410
2011-01-03,1401634856
2011-01-04,1451890238
2011-01-05,1500307008
2011-01-06,1499081267
2011-01-07,1547498037
2011-01-10,1543207944
2011-01-11,1538917850
2011-01-12,1538917850
2011-01-13,1565884153
2011-01-14,1623493980
2011-01-18,1620429628
2011-01-19,1559755447
2011-01-20,1525434699
2011-01-21,1550562390
2011-01-24,1600817772
2011-01-25,1603882124
2011-01-26,1677426585
2011-01-27,1698264183
2011-01-28,1623493980
2011-01-31,1633299909
2011-02-01,1687232514
2011-02-02,1758938363
2011-02-03,1824515508
2011-02-04,1869255055
2011-02-07,1908478768
2011-02-08,1893769875
2011-02-09,1908478768
2011-02-10,1935445070
2011-02-11,1915220343
2011-02-14,2020634071
2011-02-15,1971604430
2011-02-16,1989990545
2011-02-17,2033504352
2011-02-18,2001022215
2011-02-22,1917671825
2011-02-23,1864352091
2011-02-24,1840450141
2011-02-25,1972830171
2011-02-28,1898672839
2011-03-01,1853320422
2011-03-02,1904188674
2011-03-03,1964862855
2011-03-04,1947089610
2011-03-07,1906027286
2011-03-08,1929929235
2011-03-09,1909704509
2011-03-10,1841063012
2011-03-11,1863126350
2011-03-14,1861287738
2011-03-15,1861287738
2011-03-16,1856384774
2011-03-17,1891318393
2011-03-18,1870480796
2011-03-21,1950766833
2011-03-22,1908478768
2011-03-23,1921961919
2011-03-24,1955056926
2011-03-25,1990603416
2011-03-28,1983248970
2011-03-29,1985700452
2011-03-30,2005312308
2011-03-31,2080000000
2011-04-01,2111250000
2011-04-04,2108124999
2011-04-05,2130625000
2011-04-06,2113125000
2011-04-07,2062500000
2011-04-08,2017500000
2011-04-11,1992500000
2011-04-12,1964375000
2011-04-13,1982500000
2011-04-14,1972500000
2011-04-15,2001875000
2011-04-18,1915625000
2011-04-19,1968750000
2011-04-20,1773125000
2011-04-21,1857500000
2011-04-25,1821875000
2011-04-26,1835000000
2011-04-27,1843750000
2011-04-28,1810625000
2011-04-29,1838750000
2011-05-02,1828125000
2011-05-03,1770000000
2011-05-04,1710000000
2011-05-05,1708125000
2011-05-06,1727500000
2011-05-09,1704375000
2011-05-10,1753750000
2011-05-11,1695625000
2011-05-12,1666875000
2011-05-13,1629375000
2011-05-16,1621875000
2011-05-17,1566250000
2011-05-18,1600625000
2011-05-19,1596875000
2011-05-20,1573125000
2011-05-23,1526250000
2011-05-24,1515000000
2011-05-25,1574375000
2011-05-26,1590000000
2011-05-27,1605625000
2011-05-31,1708750000
2011-06-01,1596875000
2011-06-02,1589375000
2011-06-03,1537500000
2011-06-06,1493750000
2011-06-07,1480000000
2011-06-08,1386250000
2011-06-09,1426875000
2011-06-10,1395000000
2011-06-13,1406250000
2011-06-14,1497500000
2011-06-15,1450625000
2011-06-16,1452500000
2011-06-17,1453125000
2011-06-20,1450625000
2011-06-21,1509375000
2011-06-22,1507500000
2011-06-23,1486250000
2011-06-24,1435000000
2011-06-27,1451875000
2011-06-28,1523750000
2011-06-29,1525625000
2011-06-30,1574800000
2011-07-01,1654780000
2011-07-05,1602700000
2011-07-06,1559300000
2011-07-07,1650440000
2011-07-08,1607660000
2011-07-11,1541320000
2011-07-12,1526440000
2011-07-13,1476220000
2011-07-14,1443980000
2011-07-15,1426620000
2011-07-18,1385080000
2011-07-19,1426620000
2011-07-20,1541320000
2011-07-21,1589680000
2011-07-22,1642380000
2011-07-25,1590300000
2011-07-26,1563640000
2011-07-27,1474980000
2011-07-28,1442740000
2011-07-29,1426620000
2011-08-01,1387560000
2011-08-02,1286500000
2011-08-03,1271000000
2011-08-04,1081280000
2011-08-05,1094300000
2011-08-08,914500000
2011-08-09,975880000
2011-08-10,907680000
2011-08-11,1000059999
2011-08-12,1047799999
2011-08-15,1079420000
2011-08-16,1060200000
2011-08-17,1040980000
2011-08-18,879780000
2011-08-19,812820000
2011-08-22,827080000
2011-08-23,886600000
2011-08-24,908300000
2011-08-25,926900000
2011-08-26,1005020000
2011-08-29,1065160000
2011-08-30,1050900000
2011-08-31,1034160000
2011-09-01,1021760000
2011-09-02,961620000
2011-09-06,967820000
2011-09-07,1069500000
2011-09-08,1038500000
2011-09-09,983940000
2011-09-12,969680000
2011-09-13,1023000000
2011-09-14,1083760000
2011-09-15,1130260000
2011-09-16,1157540000
2011-09-19,1137080000
2011-09-20,1107940000
2011-09-21,1034160000
2011-09-22,978360000
2011-09-23,998820000
2011-09-26,1055240000
2011-09-27,1107940000
2011-09-28,1063920000
2011-09-29,1064540000
2011-09-30,1063126040
2011-10-03,1001257660
2011-10-04,1120575250
2011-10-05,1193175900
2011-10-06,1265145240
2011-10-07,1238630220
2011-10-10,1284715850
2011-10-11,1296710740
2011-10-12,1298604670
2011-10-13,1320700520
2011-10-14,1357316500
2011-10-17,1277771440
2011-10-18,1329538860
2011-10-19,1465901820
2011-10-20,1522719720
2011-10-21,1515775310
2011-10-24,1566911420
2011-10-25,1484841120
2011-10-26,1491785530
2011-10-27,1562492250
2011-10-28,1537871160
2011-10-31,1477896710
2011-11-01,1431811080
2011-11-02,1482947190
2011-11-03,1557441770
2011-11-04,1553022600
2011-11-07,1541027710
2011-11-08,1603527400
2011-11-09,1511356140
2011-11-10,1630042420
2011-11-11,1669183640
2011-11-14,1655926130
2011-11-15,1683072460
2011-11-16,1670446260
2011-11-17,1590269890
2011-11-18,1603527400
2011-11-21,1577012380
2011-11-22,1586482030
2011-11-23,1534714610
2011-11-25,1526507580
2011-11-28,1621835390
2011-11-29,1641406000
2011-11-30,1776506340
2011-12-01,1761986210
2011-12-02,1765142760
2011-12-05,1767668000
2011-12-06,1735471190
2011-12-07,1732945950
2011-12-08,1714006650
2011-12-09,1754410490
2011-12-12,1719057130
2011-12-13,1658451370
2011-12-14,1625623250
2011-12-15,1643931240
2011-12-16,1760723590
2011-12-19,1787238610
2011-12-20,1885091660
2011-12-21,1912869300
2011-12-22,1879409870
2011-12-23,1908450130
2011-12-27,1913500610
2011-12-28,1854788780
2011-12-29,1868046290
2011-12-30,1865521050
2012-01-03,1828273760
2012-01-04,1880041180
2012-01-05,1889510830
2012-01-06,1870571530
2012-01-09,1860470570
2012-01-10,1982944710
2012-01-11,1974106370
2012-01-12,1972843750
2012-01-13,1962742790
2012-01-17,2010091040
2012-01-18,2195064870
2012-01-19,2190014390
2012-01-20,2176756880
2012-01-23,2128777320
2012-01-24,2144560070
2012-01-25,2195064870
2012-01-26,2390770970
2012-01-27,2426124330
2012-01-30,2418548610
2012-01-31,2414129440
2012-02-01,2429912190
2012-02-02,2429280880
2012-02-03,2546704540
2012-02-06,2602891130
2012-02-07,2577638730
2012-02-08,2618673880
2012-02-09,2573219560
2012-02-10,2532184410
2012-02-13,2605416370
2012-02-14,2600365890
2012-02-15,2551123710
2012-02-16,2604153750
2012-02-17,2568169080
2012-02-21,2493674500
2012-02-22,2597840650
2012-02-23,2651502000
2012-02-24,2707688590
2012-02-27,2730415750
2012-02-28,2665390820
2012-02-29,2631300080
2012-03-01,2683698810
2012-03-02,2733572300
2012-03-05,2677385710
2012-03-06,2611098160
2012-03-07,2680542260
2012-03-08,2731047060
2012-03-09,2707057280
2012-03-12,2668547370
2012-03-13,2723471340
2012-03-14,2704532040
2012-03-15,2731047060
2012-03-16,2688117980
2012-03-19,2655921170
2012-03-20,2592790170
2012-03-21,2671703920
2012-03-22,2626249600
2012-03-23,2612992090
2012-03-26,2657183790
2012-03-27,2660971650
2012-03-28,2675491780
2012-03-29,2703269420
2012-03-30,2707688590
2012-04-02,3682971750
2012-04-03,3736239590
2012-04-04,3611393090
2012-04-05,3566448350
2012-04-09,3454086500
2012-04-10,3213548910
2012-04-11,3252667480
2012-04-12,3383340150
2012-04-13,3354209300
2012-04-16,3354209300
2012-04-17,3404980209
2012-04-18,3807818250
2012-04-19,3757879650
2012-04-20,3758711959
2012-04-23,3692959470
2012-04-24,3717928770
2012-04-25,3827793690
2012-04-26,3741233450
2012-04-27,3896875420
2012-04-30,3885223080
2012-05-01,3728748800
2012-05-02,3757047340
2012-05-03,3641356250
2012-05-04,3513180510
2012-05-07,3559789870
2012-05-08,3504857410
2012-05-09,3532323640
2012-05-10,3587256100
2012-05-11,3613057709
2012-05-14,3404980209
2012-05-15,3261822890
2012-05-16,3161113379
2012-05-17,2820698590
2012-05-18,2750784550
2012-05-21,2989657520
2012-05-22,2967185150
2012-05-23,3047086910
2012-05-24,3026279160
2012-05-25,3051248459
2012-05-29,3196902709
2012-05-30,3052913080
2012-05-31,2875631050
2012-06-01,2589316410
2012-06-04,2510246960
2012-06-05,2655901210
2012-06-06,2713330600
2012-06-07,2783244640
2012-06-08,2709169050
2012-06-11,2511911580
2012-06-12,2688361300
2012-06-13,2635925770
2012-06-14,2751616860
2012-06-15,2897271110
2012-06-18,2895606490
2012-06-19,3073720830
2012-06-20,2940551230
2012-06-21,2840674030
2012-06-22,2782412330
2012-06-25,2627602670
2012-06-26,2641751940
2012-06-27,2615118020
2012-06-28,2675044340
2012-06-29,2833183240
2012-07-02,3132975000
2012-07-03,3315200000
2012-07-05,3305024999
2012-07-06,3148700000
2012-07-09,3261550000
2012-07-10,3059900000
2012-07-11,2981274999
2012-07-12,3101525000
2012-07-13,3227325000
2012-07-16,3157025000
2012-07-17,3184775000
2012-07-18,2743550000
2012-07-19,2756500000
2012-07-20,2811075000
2012-07-23,2861950000
2012-07-24,2608500000
2012-07-25,2518775000
2012-07-26,2537275000
2012-07-27,2740775000
2012-07-30,2698225000
2012-07-31,2674175000
2012-08-01,2569650000
2012-08-02,2596475000
2012-08-03,2796275000
2012-08-06,2876750000
2012-08-07,2955375000
2012-08-08,2969250000
2012-08-09,3021975000
2012-08-10,3017350000
2012-08-13,2986825000
2012-08-14,2988675000
2012-08-15,3020125000
2012-08-16,3146850000
2012-08-17,3251375000
2012-08-20,3106150000
2012-08-21,3064525000
2012-08-22,3043250000
2012-08-23,2957225000
2012-08-24,2983125000
2012-08-27,2954450000
2012-08-28,2901725000
2012-08-29,2911900000
2012-08-30,2913750000
2012-08-31,2988675000
2012-09-04,3183850000
2012-09-05,3179225000
2012-09-06,3413250000
2012-09-07,3499275000
2012-09-10,3507600000
2012-09-11,3427124999
2012-09-12,3337400000
2012-09-13,3488175000
2012-09-14,3457650000
2012-09-17,3316125000
2012-09-18,3266175000
2012-09-19,3473374999
2012-09-20,3403075000
2012-09-21,3414174999
2012-09-24,3352200000
2012-09-25,3185700000
2012-09-26,3037700000
2012-09-27,3083025000
2012-09-28,3025675000
2012-10-01,2992356000
2012-10-02,3010895999
2012-10-03,2983086000
2012-10-04,3112866000
2012-10-05,3142530000
2012-10-08,3079494000
2012-10-09,3063734999
2012-10-10,2975670000
2012-10-11,3011823000
2012-10-12,2973816000
2012-10-15,3099888000
2012-10-16,3148092000
2012-10-17,3635694000
2012-10-18,3702438000
2012-10-19,3576366000
2012-10-22,3588417000
2012-10-23,3595833000
2012-10-24,3596759999
2012-10-25,3622716000
2012-10-26,3589344000
2012-10-31,3769181999
2012-11-01,3955509000
2012-11-02,3795138000
2012-11-05,3809970000
2012-11-06,3841488000
2012-11-07,3724686000
2012-11-08,3603249000
2012-11-09,3677409000
2012-11-12,3779379000
2012-11-13,3816459000
2012-11-14,3631059000
2012-11-15,3501279000
2012-11-16,3610665000
2012-11-19,3735809999
2012-11-20,3711708000
2012-11-21,3800700000
2012-11-23,3823875000
2012-11-26,3800700000
2012-11-27,3695022000
2012-11-28,3799773000
2012-11-29,3847050000
2012-11-30,3849831000
2012-12-03,3862809000
2012-12-04,3912867000
2012-12-05,3946239000
2012-12-06,3947166000
2012-12-07,3958290000
2012-12-10,4004640000
2012-12-11,3993516000
2012-12-12,4006494000
2012-12-13,3931406999
2012-12-14,3919356000
2012-12-17,3943458000
2012-12-18,4141836000
2012-12-19,4151106000
2012-12-20,4183551000
2012-12-21,4152959999
2012-12-24,4169645999
2012-12-26,4099194000
2012-12-27,4030595999
2012-12-28,3960144000
2012-12-31,4247471200
2013-01-02,4470482100
2013-01-03,4483545500
2013-01-04,4571256900
2013-01-07,4502207500
2013-01-08,4488211000
2013-01-09,4502207500
2013-01-10,4497542000
2013-01-11,4438756700
2013-01-14,4441556000
2013-01-15,4545130100
2013-01-16,4508739200
2013-01-17,4598316800
2013-01-18,4669232400
2013-01-22,4565658300
2013-01-23,4612313300
2013-01-24,4587119600
2013-01-25,4770007200
2013-01-28,4797067100
2013-01-29,4760676200
2013-01-30,4652436600
2013-01-31,4723352200
2013-02-01,4876380600
2013-02-04,4735482500
2013-02-05,4847454500
2013-02-06,4903440500
2013-02-07,4894109500
2013-02-08,4953827900
2013-02-11,4975289200
2013-02-12,5066733000
2013-02-13,5177771900
2013-02-14,5216029000
2013-02-15,5119919700
2013-02-19,5191768400
2013-02-20,4953827900
2013-02-21,4753211400
2013-02-22,4918370100
2013-02-25,4709355700
2013-02-26,4768141000
2013-02-27,4902507400
2013-02-28,4983687100
2013-03-01,4910905300
2013-03-04,4856785500
2013-03-05,5126451400
2013-03-06,5063000600
2013-03-07,5018211800
2013-03-08,5113388000
2013-03-11,5067666100
2013-03-12,4994884300
2013-03-13,5098458400
2013-03-14,5061134400
2013-03-15,4916503900
2013-03-18,4944496900
2013-03-19,4984620200
2013-03-20,5153511300
2013-03-21,5055535800
2013-03-22,5022877300
2013-03-25,4947296200
2013-03-26,4943563800
2013-03-27,4993018100
2013-03-28,5129250700
2013-04-01,4991458200
2013-04-02,4940754900
2013-04-03,4811179800
2013-04-04,4777377600
2013-04-05,4868455750
2013-04-08,5008359300
2013-04-09,4996152950
2013-04-10,5112582750
2013-04-11,5183942950
2013-04-12,5162347100
2013-04-15,4778316550
2013-04-16,4902257950
2013-04-17,4831836700
2013-04-18,4759537550
2013-04-19,4853432550
2013-04-22,4840287250
2013-04-23,4760476500
2013-04-24,4751087000
2013-04-25,4883478950
2013-04-26,4917281150
2013-04-29,4921036950
2013-04-30,4939815950
2013-05-01,4772682850
2013-05-02,4814935600
2013-05-03,5116338550
2013-05-06,5318212800
2013-05-07,5419619400
2013-05-08,5461872150
2013-05-09,5429947850
2013-05-10,5472200600
2013-05-13,5398023550
2013-05-14,5588630400
2013-05-15,5509758600
2013-05-16,5398023550
2013-05-17,5509758600
2013-05-20,5399901450
2013-05-21,5392389850
2013-05-22,5245913650
2013-05-23,5263753700
2013-05-24,5284410600
2013-05-28,5367977150
2013-05-29,5352015000
2013-05-30,5390511950
2013-05-31,5336991800
2013-06-03,5166102900
2013-06-04,4967045500
2013-06-05,4829958800
2013-06-06,4762354400
2013-06-07,4868455750
2013-06-10,4783011300
2013-06-11,4679726800
2013-06-12,4583953900
2013-06-13,4683482600
2013-06-14,4719162700
2013-06-17,4616817150
2013-06-18,4849676750
2013-06-19,4803668200
2013-06-20,4766110200
2013-06-21,4626206650
2013-06-24,4343582700
2013-06-25,4518227400
2013-06-26,4596160250
2013-06-27,4748270150
2013-06-28,4686299450
2013-07-01,4666862200
2013-07-02,4661267560
2013-07-03,4689240760
2013-07-05,4758241320
2013-07-08,4819782360
2013-07-09,4967107880
2013-07-10,4861742160
2013-07-11,4917688560
2013-07-12,4924215640
2013-07-15,4869201680
2013-07-16,4753579120
2013-07-17,5256164280
2013-07-18,5286934800
2013-07-19,5280407720
2013-07-22,5270150880
2013-07-23,5217001800
2013-07-24,5169447360
2013-07-25,5165717600
2013-07-26,5087392640
2013-07-29,5058487000
2013-07-30,5143339040
2013-07-31,5344746080
2013-08-01,5539626040
2013-08-02,5559207280
2013-08-05,5490206720
2013-08-06,5346610960
2013-08-07,5209542280
2013-08-08,5226326200
2013-08-09,5179704200
2013-08-12,5207677400
2013-08-13,5196488120
2013-08-14,5129352440
2013-08-15,5045432840
2013-08-16,5037973320
2013-08-19,5036108440
2013-08-20,5200217880
2013-08-21,5234718160
2013-08-22,5300921400
2013-08-23,5248704760
2013-08-26,5273880640
2013-08-27,5055689680
2013-08-28,5136811960
2013-08-29,5212339600
2013-08-30,5106973880
2013-09-03,5189028600
2013-09-04,5233785720
2013-09-05,5310245800
2013-09-06,5297191640
2013-09-09,5431463000
2013-09-10,5377381480
2013-09-11,5160122960
2013-09-12,5209542280
2013-09-13,5228191080
2013-09-16,5129352440
2013-09-17,5268286000
2013-09-18,5416543960
2013-09-19,5388570760
2013-09-20,5270150880
2013-09-23,5272015760
2013-09-24,5278542840
2013-09-25,5295326760
2013-09-26,5374584160
2013-09-27,5377381480
2013-09-30,5550665250
2013-10-01,5648747000
2013-10-02,5752542250
2013-10-03,5705882000
2013-10-04,5780157500
2013-10-07,5558283250
2013-10-08,5381164750
2013-10-09,5330695500
2013-10-10,5532572500
2013-10-11,5497339250
2013-10-14,5511623000
2013-10-15,5464010500
2013-10-16,5693502750
2013-10-17,5898236500
2013-10-18,6179150250
2013-10-21,6130585500
2013-10-22,6160105250
2013-10-23,6182959250
2013-10-24,6201052000
2013-10-25,6222953749
2013-10-28,6264852750
2013-10-29,6272470750
2013-10-30,6120110750
2013-10-31,6150582750
2013-11-01,6135346750
2013-11-04,6281993250
2013-11-05,6294372499
2013-11-06,6313417500
2013-11-07,5914424750
2013-11-08,6045835250
2013-11-11,6163914250
2013-11-12,6207717750
2013-11-13,6292468000
2013-11-14,6416260500
2013-11-15,6531482750
2013-11-18,6441019000
2013-11-19,6398167750
2013-11-20,6301038250
2013-11-21,6397215500
2013-11-22,6555289000
2013-11-25,6547671000
2013-11-26,6574334000
2013-11-27,6560050250
2013-11-29,6544814250
2013-12-02,6662893250
2013-12-03,6549575500
2013-12-04,6523864750
2013-12-05,6556241249
2013-12-06,6662893250
2013-12-09,6760022749
2013-12-10,6829537000
2013-12-11,6663845500
2013-12-12,6721932750
2013-12-13,6855247749
2013-12-16,6981896999
2013-12-17,7056172499
2013-12-18,7210437000
2013-12-19,7129495750
2013-12-20,7365653749
2013-12-23,7341847499
2013-12-24,7314232250
2013-12-26,7415170750
2013-12-27,7355178999
2013-12-30,7331372749
2013-12-31,7422788750
2014-01-02,7283760249
2014-01-03,7347561000
2014-01-06,7367558250
2014-01-07,7406600500
2014-01-08,7501825500
2014-01-09,7452308500
2014-01-10,7537058750
2014-01-13,7339943000
2014-01-14,7505634499
2014-01-15,7777978000
2014-01-16,7809402250
2014-01-17,7721795250
2014-01-21,7761789750
2014-01-22,7769407750
2014-01-23,7934146999
2014-01-24,7570387500
2014-01-27,7449451750
2014-01-28,7766551000
2014-01-29,7617047749
2014-01-30,7770359999
2014-01-31,7707511500
2014-02-03,7090453499
2014-02-04,7319945750
2014-02-05,7314232250
2014-02-06,7565626250
2014-02-07,7675134999
2014-02-10,7539915500
2014-02-11,7799879750
2014-02-12,7868441750
2014-02-13,7876059749
2014-02-14,7933194750
2014-02-18,8104599750
2014-02-19,8055082750
2014-02-20,8263625500
2014-02-21,8245532750
2014-02-24,8325521750
2014-02-25,8370277500
