,HD
2013-11-27,111472120000
2013-11-29,111485940000
2013-12-02,110242140000
2013-12-03,108777219999
2013-12-04,108348800000
2013-12-05,108542280000
2013-12-06,110338880000
2013-12-09,110007199999
2013-12-10,108639020000
2013-12-11,109178000000
2013-12-12,108528460000
2013-12-13,109191820000
2013-12-16,109316199999
2013-12-17,108652840000
2013-12-18,110629100000
2013-12-19,110490900000
2013-12-20,110615280000
2013-12-23,111333920000
2013-12-24,111444480000
2013-12-26,112702100000
2013-12-27,112826480000
2013-12-30,113241080000
2013-12-31,113793880000
2014-01-02,113351640000
2014-01-03,113171980000
2014-01-06,112080199999
2014-01-07,112633000000
2014-01-08,113227260000
2014-01-09,112729739999
2014-01-10,113337820000
2014-01-13,111900540000
2014-01-14,111955820000
2014-01-15,112038739999
2014-01-16,112301320000
2014-01-17,111942000000
2014-01-21,111195719999
2014-01-22,110836400000
2014-01-23,110891680000
2014-01-24,109399120000
2014-01-27,109095080000
2014-01-28,108542280000
2014-01-29,105971760000
2014-01-30,106317260000
2014-01-31,106206699999
2014-02-03,102648030000
2014-02-04,102483990000
2014-02-05,102880420000
2014-02-06,104110720000
2014-02-07,104507150000
2014-02-10,104452470000
2014-02-11,104848900000
2014-02-12,105641760000
2014-02-13,106065530000
2014-02-14,106530310000
2014-02-18,106038189999
2014-02-19,104507150000
2014-02-20,105915160000
2014-02-21,106270580000
2014-02-24,106448290000
2014-02-25,110699660000
2014-02-26,111683900000
2014-02-27,112052990000
2014-02-28,112135010000
2014-03-03,112094000000
2014-03-04,113283290000
2014-03-05,113337970000
2014-03-06,112654470000
2014-03-07,112845850000
2014-03-10,112340060000
2014-03-11,111123430000
2014-03-12,110125520000
2014-03-13,107719600000
2014-03-14,108512460000
2014-03-17,108785860000
2014-03-18,109113939999
2014-03-19,109018250000
2014-03-20,109483030000
2014-03-21,109934140000
2014-03-24,108895220000
2014-03-25,108635490000
2014-03-26,107815290000
2014-03-27,107555560000
2014-03-28,107610240000
2014-03-31,108170710000
2014-04-01,108512460000
2014-04-02,109291650000
2014-04-03,108539800000
2014-04-04,107610240000
2014-04-07,105436710000
2014-04-08,105409370000
2014-04-09,106297920000
2014-04-10,104958260000
2014-04-11,103481900000
2014-04-14,103850990000
2014-04-15,103741630000
2014-04-16,104684860000
2014-04-17,105382030000
2014-04-21,106571319999
2014-04-22,108908890000
2014-04-23,107336840000
2014-04-24,109045590000
2014-04-25,108512460000
2014-04-28,109592390000
2014-04-29,108703840000
2014-04-30,108690170000
2014-05-01,108444110000
2014-05-02,108539800000
2014-05-05,105916740000
2014-05-06,104207320000
2014-05-07,103749680000
2014-05-08,103709300000
2014-05-09,104597659999
2014-05-12,105351420000
2014-05-13,104005420000
2014-05-14,102713260000
2014-05-15,102619040000
2014-05-16,104126560000
2014-05-19,102969000000
2014-05-20,104934159999
2014-05-21,105095680000
2014-05-22,106037880000
2014-05-23,106576280000
2014-05-27,107262740000
2014-05-28,107249280000
2014-05-29,107545400000
2014-05-30,107989580000
2014-06-02,108810640000
2014-06-03,108581820000
2014-06-04,108406840000
2014-06-05,108191480000
2014-06-06,108541440000
2014-06-09,108501060000
2014-06-10,108676040000
2014-06-11,107424260000
2014-06-12,105566780000
2014-06-13,105082219999
2014-06-16,106199400000
2014-06-17,107706920000
2014-06-18,108635659999
2014-06-19,108272240000
2014-06-20,107908820000
2014-06-23,108541440000
2014-06-24,108258780000
2014-06-25,108393380000
2014-06-26,108689500000
2014-06-27,109200980000
2014-06-30,108972159999
2014-07-01,110129719999
2014-07-02,110345080000
2014-07-03,110439300000
2014-07-07,109591320000
2014-07-08,108702960000
2014-07-09,108662580000
2014-07-10,106872400000
2014-07-11,107155060000
2014-07-14,106953159999
2014-07-15,107491560000
2014-07-16,107222360000
2014-07-17,107074300000
2014-07-18,107787680000
2014-07-21,107289659999
2014-07-22,108406840000
2014-07-23,109052920000
2014-07-24,109295200000
2014-07-25,109066380000
2014-07-28,109120219999
2014-07-29,108999080000
2014-07-30,110048960000
2014-07-31,108824099999
2014-08-01,107343500000
2014-08-04,106199810000
2014-08-05,106199810000
2014-08-06,106850040000
2014-08-07,106783690000
2014-08-08,109384610000
2014-08-11,109981760000
2014-08-12,110034840000
2014-08-13,110300240000
2014-08-14,111282220000
2014-08-15,111056630000
2014-08-18,110923930000
2014-08-19,117081210000
2014-08-20,120425250000
2014-08-21,120956050000
2014-08-22,120796810000
2014-08-25,121022400000
2014-08-26,121593010000
2014-08-27,121911490000
2014-08-28,122760770000
2014-08-29,124074500000
2014-09-02,120956050000
2014-09-03,118103000000
2014-09-04,119337110000
2014-09-05,121566470000
2014-09-08,120518139999
2014-09-09,118010110000
2014-09-10,118434750000
2014-09-11,118394940000
2014-09-12,117890680000
2014-09-15,118607260000
2014-09-16,119788290000
2014-09-17,121048940000
2014-09-18,122203430000
2014-09-19,122535180000
2014-09-22,121938030000
2014-09-23,121407230000
2014-09-24,123437540000
2014-09-25,121951300000
2014-09-26,123198680000
2014-09-29,123251760000
2014-09-30,121738980000
2014-10-01,120783540000
2014-10-02,122402480000
2014-10-03,124127580000
2014-10-06,123756020000
2014-10-07,122707690000
2014-10-08,124857430000
2014-10-09,123503889999
2014-10-10,122813850000
2014-10-13,120226200000
2014-10-14,119562700000
2014-10-15,116576950000
2014-10-16,117943760000
2014-10-17,119748480000
2014-10-20,121884950000
2014-10-21,125003400000
2014-10-22,123862180000
2014-10-23,125799600000
2014-10-24,126051730000
2014-10-27,126688690000
2014-10-28,128174930000
2014-10-29,127949340000
2014-10-30,129409040000
2014-10-31,129409040000
2014-11-03,125493540000
2014-11-04,125323759999
2014-11-05,125088680000
2014-11-06,127060740000
2014-11-07,127530900000
2014-11-10,128196960000
2014-11-11,128170840000
2014-11-12,128627940000
2014-11-13,129294000000
2014-11-14,128301440000
2014-11-17,128027180000
2014-11-18,125349880000
2014-11-19,126290200000
2014-11-20,127426419999
2014-11-21,128353680000
2014-11-24,128510400000
2014-11-25,126695060000
2014-11-26,127596200000
2014-11-28,129816400000
2014-12-01,129137280000
2014-12-02,128196960000
2014-12-03,128758540000
2014-12-04,129228700000
2014-12-05,130129840000
2014-12-08,131161580000
2014-12-09,130129840000
2014-12-10,129215640000
2014-12-11,130952620000
2014-12-12,130312680000
2014-12-15,130665300000
2014-12-16,126760360000
2014-12-17,129215640000
2014-12-18,131475020000
2014-12-19,133120580000
2014-12-22,135171000000
2014-12-23,135510560000
2014-12-24,135249360000
2014-12-26,135497500000
2014-12-29,136516180000
2014-12-30,136176620000
2014-12-31,137090820000
2015-01-02,135079580000
2015-01-05,132245560000
2015-01-06,131840700000
2015-01-07,136359460000
2015-01-08,139376320000
2015-01-09,136986340000
2015-01-12,136372520000
2015-01-13,135471380000
2015-01-14,134047840000
2015-01-15,131919060000
2015-01-16,135980720000
2015-01-20,134844500000
2015-01-21,135210180000
2015-01-22,138527420000
2015-01-23,137613220000
2015-01-26,138906160000
2015-01-27,137338960000
2015-01-28,136790440000
2015-01-29,140551720000
2015-01-30,136372520000
2015-02-02,135550140000
2015-02-03,139197520000
2015-02-04,140716180000
2015-02-05,141469020000
2015-02-06,141533920000
2015-02-09,140625320000
2015-02-10,143649660000
2015-02-11,143182380000
2015-02-12,145583680000
2015-02-13,145233220000
2015-02-17,145376000000
2015-02-18,145363020000
2015-02-19,144000120000
2015-02-20,145687520000
2015-02-23,145739440000
2015-02-24,151541500000
2015-02-25,150970380000
2015-02-26,149763240000
2015-02-27,148945500000
2015-03-02,150723760000
2015-03-03,150658860000
2015-03-04,148958480000
2015-03-05,150451180000
2015-03-06,148556100000
2015-03-09,149594500000
2015-03-10,146102880000
2015-03-11,146764860000
2015-03-12,150697800000
2015-03-13,149036360000
2015-03-16,151217000000
2015-03-17,150022840000
2015-03-18,150671840000
2015-03-19,149477680000
2015-03-20,152502020000
2015-03-23,150658860000
2015-03-24,150762700000
2015-03-25,147556640000
2015-03-26,145856260000
2015-03-27,147790280000
2015-03-30,148789740000
2015-03-31,147465780000
2015-04-01,146842740000
2015-04-02,148672920000
2015-04-06,149205100000
2015-04-07,148361400000
2015-04-08,150035820000
2015-04-09,148711860000
2015-04-10,149581520000
2015-04-13,148543120000
2015-04-14,148036900000
2015-04-15,147258100000
2015-04-16,147154260000
2015-04-17,145505800000
2015-04-20,146492280000
2015-04-21,146894660000
2015-04-22,146661020000
2015-04-23,147920080000
2015-04-24,147582600000
2015-04-27,144584220000
2015-04-28,143532840000
2015-04-29,141105580000
2015-04-30,138860040000
2015-05-01,142195900000
2015-05-04,141206980000
2015-05-05,138640980000
2015-05-06,138961730000
2015-05-07,141181320000
2015-05-08,144299010000
2015-05-11,143567700000
2015-05-12,144363160000
2015-05-13,142656770000
2015-05-14,143619020000
2015-05-15,145428050000
2015-05-18,146685390000
2015-05-19,144132220000
2015-05-20,143824300000
2015-05-21,143708830000
2015-05-22,143901280000
2015-05-26,142323190000
2015-05-27,143901280000
2015-05-28,143939770000
2015-05-29,142951860000
2015-06-01,143272610000
2015-06-02,143169970000
2015-06-03,145184280000
2015-06-04,143003180000
2015-06-05,141604710000
2015-06-08,141040190000
2015-06-09,140526990000
2015-06-10,142387340000
2015-06-11,142785070000
2015-06-12,141899800000
2015-06-15,141142830000
2015-06-16,141425090000
2015-06-17,141733010000
2015-06-18,143503550000
2015-06-19,144247690000
2015-06-22,145068810000
2015-06-23,145209940000
2015-06-24,144145050000
2015-06-25,144003920000
2015-06-26,144465800000
2015-06-29,141822820000
2015-06-30,142579790000
2015-07-01,143785810000
2015-07-02,143041670000
2015-07-06,142823560000
2015-07-07,144209200000
2015-07-08,142413000000
2015-07-09,142900540000
2015-07-10,145107300000
2015-07-13,147416700000
2015-07-14,148006880000
2015-07-15,148289140000
2015-07-16,147198590000
2015-07-17,146865010000
2015-07-20,145505030000
2015-07-21,146082380000
2015-07-22,147416700000
2015-07-23,147018970000
2015-07-24,145735970000
2015-07-27,145068810000
2015-07-28,147339720000
2015-07-29,149302710000
2015-07-30,149418180000
2015-07-31,150149490000
2015-08-03,148216520000
2015-08-04,149028040000
2015-08-05,149624000000
2015-08-06,147798080000
2015-08-07,148267240000
2015-08-10,149116800000
2015-08-11,149230920000
2015-08-12,149230920000
2015-08-13,150917360000
2015-08-14,151843000000
2015-08-17,151779600000
2015-08-18,155710400000
2015-08-19,155659680000
2015-08-20,152844720000
2015-08-21,147290880000
2015-08-24,142700720000
2015-08-25,140709960000
2015-08-26,146999240000
2015-08-27,149192880000
2015-08-28,149015360000
2015-08-31,147671280000
2015-09-01,143372760000
2015-09-02,147696640000
2015-09-03,147848800000
2015-09-04,145084560000
2015-09-08,147633240000
2015-09-09,144513960000
2015-09-10,145173320000
2015-09-11,146377920000
2015-09-14,145477640000
2015-09-15,147316240000
2015-09-16,149395760000
2015-09-17,149509880000
2015-09-18,145972160000
2015-09-21,147823440000
2015-09-22,146834400000
2015-09-23,147303560000
2015-09-24,147519120000
2015-09-25,148026320000
2015-09-28,144678800000
2015-09-29,143169880000
2015-09-30,146441320000
2015-10-01,148394040000
2015-10-02,149383080000
2015-10-05,151145600000
2015-10-06,150486240000
2015-10-07,151716200000
2015-10-08,153504080000
2015-10-09,153846440000
2015-10-12,154569200000
2015-10-13,154201480000
2015-10-14,152502360000
2015-10-15,154455080000
2015-10-16,155634320000
2015-10-19,156090800000
2015-10-20,155773800000
2015-10-21,156344400000
2015-10-22,157688480000
2015-10-23,158005480000
2015-10-26,158512680000
2015-10-27,157827960000
2015-10-28,157003760000
2015-10-29,156762840000
2015-10-30,156775520000
2015-11-02,155761320000
2015-11-03,157326320000
2015-11-04,156975760000
2015-11-05,157401440000
2015-11-06,157726960000
2015-11-09,155874000000
2015-11-10,156825520000
2015-11-11,156136920000
2015-11-12,155010120000
2015-11-13,150240000000
2015-11-16,151291680000
2015-11-17,157977360000
2015-11-18,158428080000
2015-11-19,158828720000
2015-11-20,163022920000
2015-11-23,165890000000
2015-11-24,167267200000
2015-11-25,168581800000
2015-11-27,168694480000
2015-11-30,167617760000
2015-12-01,168306360000
2015-12-02,167530120000
2015-12-03,163924360000
2015-12-04,168431560000
2015-12-07,167680360000
2015-12-08,167567680000
2015-12-09,165138800000
2015-12-10,165940080000
2015-12-11,163310880000
2015-12-14,165276520000
2015-12-15,164375080000
2015-12-16,166390800000
2015-12-17,164450200000
2015-12-18,163123080000
2015-12-21,164400120000
2015-12-22,165113760000
2015-12-23,166653720000
2015-12-24,166390800000
2015-12-28,166115360000
2015-12-29,167392400000
2015-12-30,166954200000
2015-12-31,165577000000
2016-01-04,164099640000
2016-01-05,163298360000
2016-01-06,161608160000
2016-01-07,157000800000
2016-01-08,155122800000
2016-01-11,157476560000
2016-01-12,159617480000
2016-01-13,151992800000
2016-01-14,149764240000
2016-01-15,149275960000
2016-01-19,149939520000
2016-01-20,145807920000
2016-01-21,150515440000
2016-01-22,153695520000
2016-01-25,152380920000
2016-01-26,152994400000
2016-01-27,152205640000
2016-01-28,153094560000
2016-01-29,157451520000
2016-02-01,157757970000
2016-02-02,156211690000
2016-02-03,154366130000
2016-02-04,151024170000
2016-02-05,145188210000
2016-02-08,139476950000
2016-02-09,141983420000
2016-02-10,142569510000
2016-02-11,141247690000
2016-02-12,145051040000
2016-02-16,148929210000
2016-02-17,151148870000
2016-02-18,149602590000
2016-02-19,151747430000
2016-02-22,153193950000
2016-02-23,155288910000
2016-02-24,156635670000
2016-02-25,158194420000
2016-02-26,157446220000
2016-02-29,154777640000
2016-03-01,156747900000
2016-03-02,156610730000
2016-03-03,158119600000
2016-03-04,156573320000
2016-03-07,157333990000
2016-03-08,158019840000
2016-03-09,157159410000
2016-03-10,156984830000
2016-03-11,160189620000
2016-03-14,160663480000
2016-03-15,161748370000
2016-03-16,162671150000
2016-03-17,163207360000
2016-03-18,163793450000
2016-03-21,163369470000
2016-03-22,162845730000
2016-03-23,162384340000
2016-03-24,162683620000
2016-03-28,163456760000
2016-03-29,165190090000
2016-03-30,166374739999
2016-03-31,166387210000
2016-04-01,168157950000
2016-04-04,168157950000
2016-04-05,167821260000
2016-04-06,168893680000
2016-04-07,166935890000
2016-04-08,166624140000
2016-04-11,165863470000
2016-04-12,167571860000
2016-04-13,166898480000
2016-04-14,167559390000
2016-04-15,168357470000
2016-04-18,170589600000
2016-04-19,168893680000
2016-04-20,168581930000
2016-04-21,167846200000
2016-04-22,169168020000
2016-04-25,169155550000
2016-04-26,168768980000
2016-04-27,169280250000
2016-04-28,165514310000
2016-04-29,166960829999
2016-05-02,168021750000
2016-05-03,166156900000
2016-05-04,166922600000
2016-05-05,166317449999
2016-05-06,167589500000
2016-05-09,168256400000
2016-05-10,169824850000
2016-05-11,165860500000
2016-05-12,165724650000
2016-05-13,164415550000
2016-05-16,167144900000
2016-05-17,163020000000
2016-05-18,162735950000
2016-05-19,162686550000
2016-05-20,162834750000
2016-05-23,162303699999
2016-05-24,164699600000
2016-05-25,164502000000
2016-05-26,165551750000
2016-05-27,165415900000
2016-05-31,163168200000
2016-06-01,162810050000
2016-06-02,163526350000
2016-06-03,162698900000
2016-06-06,159549650000
2016-06-07,160451199999
2016-06-08,160043650000
2016-06-09,159685500000
2016-06-10,159105050000
2016-06-13,157870050000
2016-06-14,154671400000
2016-06-15,156264550000
2016-06-16,157289600000
2016-06-17,157017900000
2016-06-20,157610700000
2016-06-21,157758900000
2016-06-22,157586000000
2016-06-23,158438150000
2016-06-24,156104000000
2016-06-27,153967450000
2016-06-28,157499550000
2016-06-29,157301950000
2016-06-30,157697150000
2016-07-01,160080700000
2016-07-05,159747250000
2016-07-06,162488950000
2016-07-07,161982600000
2016-07-08,165909900000
2016-07-11,166910250000
2016-07-12,166527400000
2016-07-13,164946600000
2016-07-14,166156900000
2016-07-15,166453300000
2016-07-18,168379900000
2016-07-19,169170300000
2016-07-20,169701350000
2016-07-21,168046450000
2016-07-22,168602200000
2016-07-25,168577500000
2016-07-26,168886250000
2016-07-27,168342850000
2016-07-28,170380600000
2016-07-29,170726400000
2016-08-01,169854480000
2016-08-02,167957280000
2016-08-03,167761440000
2016-08-04,166525200000
2016-08-05,167577840000
2016-08-08,166721040000
2016-08-09,166598640000
2016-08-10,165974400000
2016-08-11,167736960000
2016-08-12,167161680000
2016-08-15,167761440000
2016-08-16,166745520000
2016-08-17,166647600000
2016-08-18,164995200000
2016-08-19,165803040000
2016-08-22,165656160000
2016-08-23,166733280000
2016-08-24,165313440000
2016-08-25,165766320000
2016-08-26,164456640000
2016-08-29,165533760000
2016-08-30,164138400000
2016-08-31,164162880000
2016-09-01,164297520000
2016-09-02,165423600000
2016-09-06,164138400000
2016-09-07,162534960000
2016-09-08,160662240000
2016-09-09,156353760000
2016-09-12,157394160000
2016-09-13,153881280000
2016-09-14,154542240000
2016-09-15,155399040000
2016-09-16,154358640000
2016-09-19,154578960000
2016-09-20,155239920000
2016-09-21,156806640000
2016-09-22,157590000000
2016-09-23,156414960000
2016-09-26,153550800000
2016-09-27,155227680000
2016-09-28,157002480000
2016-09-29,156586320000
2016-09-30,157504320000
2016-10-03,157284000000
2016-10-04,156916800000
2016-10-05,156157920000
2016-10-06,159352560000
2016-10-07,157051440000
2016-10-10,155754000000
2016-10-11,154040400000
2016-10-12,155068560000
2016-10-13,154578960000
2016-10-14,154738080000
2016-10-17,153171360000
2016-10-18,153905760000
2016-10-19,154089360000
2016-10-20,154530000000
2016-10-21,154958400000
2016-10-24,156402720000
2016-10-25,150968160000
2016-10-26,150197040000
2016-10-27,149646240000
2016-10-28,151261920000
2016-10-31,147144060000
2016-11-01,144587340000
2016-11-02,145069740000
2016-11-03,144937080000
2016-11-04,145817460000
2016-11-07,149242500000
2016-11-08,149845500000
2016-11-09,151980120000
2016-11-10,155610180000
2016-11-11,156599100000
2016-11-14,153970020000
2016-11-15,150026400000
2016-11-16,151147980000
2016-11-17,155489580000
2016-11-18,154765980000
2016-11-21,154633320000
2016-11-22,157961880000
2016-11-23,158239260000
2016-11-25,158673420000
2016-11-28,157551839999
2016-11-29,156321720000
2016-11-30,156056400000
2016-12-01,156140820000
2016-12-02,156623220000
2016-12-05,156394080000
2016-12-06,155260440000
2016-12-07,159746760000
2016-12-08,159831180000
2016-12-09,160868339999
2016-12-12,162303480000
2016-12-13,164667240000
2016-12-14,163991880000
2016-12-15,163823040000
2016-12-16,162942660000
2016-12-19,163340640000
2016-12-20,165354660000
2016-12-21,165016980000
2016-12-22,163328580000
2016-12-23,162870300000
2016-12-27,163123560000
2016-12-28,162894420000
2016-12-29,162930600000
2016-12-30,161700480000
2017-01-03,161977860000
2017-01-04,163413000000
2017-01-05,161483400000
2017-01-06,161037180000
2017-01-09,161977860000
2017-01-10,164136600000
2017-01-11,163654200000
2017-01-12,162894420000
2017-01-13,162858240000
2017-01-17,163931580000
2017-01-18,164208960000
2017-01-19,163280339999
2017-01-20,163533600000
2017-01-23,166512420000
2017-01-24,166500360000
2017-01-25,165800880000
2017-01-26,166982760000
2017-01-27,166825980000
2017-01-30,165887060000
2017-01-31,164820840000
2017-02-01,164653120000
2017-02-02,164066100000
2017-02-03,165300040000
2017-02-06,163515020000
2017-02-07,163706700000
2017-02-08,165180240000
2017-02-09,166174580000
2017-02-10,167540300000
2017-02-13,167564260000
2017-02-14,169349280000
2017-02-15,170343620000
2017-02-16,169564920000
2017-02-17,171314000000
2017-02-21,173733960000
2017-02-22,174009500000
2017-02-23,173362580000
2017-02-24,174848100000
2017-02-27,174069400000
2017-02-28,173602180000
2017-03-01,175722640000
2017-03-02,177244100000
2017-03-03,177076380000
2017-03-06,176261740000
2017-03-07,174931960000
2017-03-08,176010160000
2017-03-09,175650760000
2017-03-10,175926300000
2017-03-13,176621140000
2017-03-14,176297680000
2017-03-15,177244100000
2017-03-16,178178540000
2017-03-17,179220800000
2017-03-20,177064400000
2017-03-21,175638780000
2017-03-22,176537280000
2017-03-23,177292020000
2017-03-24,176956580000
2017-03-27,175950260000
2017-03-28,176345600000
2017-03-29,176153920000
2017-03-30,176046100000
2017-03-31,175902340000
2017-04-03,175650760000
2017-04-04,175315320000
2017-04-05,175674719999
2017-04-06,176393520000
2017-04-07,176261740000
2017-04-10,177555580000
2017-04-11,177543600000
2017-04-12,175554920000
2017-04-13,174800180000
2017-04-17,176477380000
2017-04-18,177016480000
2017-04-19,176369560000
2017-04-20,178166560000
2017-04-21,179700000000
2017-04-24,181964219999
2017-04-25,183329940000
2017-04-26,184755560000
2017-04-27,187031760000
2017-04-28,187007800000
2017-05-01,182430430000
2017-05-02,183305850000
2017-05-03,183365000000
2017-05-04,183199380000
2017-05-05,184228590000
2017-05-08,185600869999
2017-05-09,186535440000
2017-05-10,187067790000
2017-05-11,184784600000
2017-05-12,185636360000
2017-05-15,186121390000
2017-05-16,187221580000
2017-05-17,184654470000
2017-05-18,184193100000
2017-05-19,184902900000
2017-05-22,184500680000
2017-05-23,183163890000
2017-05-24,183365000000
2017-05-25,185092180000
2017-05-26,183246700000
2017-05-30,182040040000
2017-05-31,181602330000
2017-06-01,183542450000
2017-06-02,183779050000
2017-06-05,183116570000
2017-06-06,182418600000
2017-06-07,183317680000
2017-06-08,181590500000
2017-06-09,180951680000
2017-06-12,180028940000
2017-06-13,182170170000
2017-06-14,185447080000
2017-06-15,185458910000
2017-06-16,185305119999
2017-06-19,187872230000
2017-06-20,186523610000
2017-06-21,185245970000
2017-06-22,183932840000
2017-06-23,178999730000
2017-06-26,179129860000
2017-06-27,180099920000
2017-06-28,181271090000
2017-06-29,180005280000
2017-06-30,181472200000
2017-07-03,182193830000
2017-07-05,180632270000
2017-07-06,179875150000
2017-07-07,180088090000
2017-07-10,178845940000
2017-07-11,178159800000
2017-07-12,180513970000
2017-07-13,181342070000
2017-07-14,180857040000
2017-07-17,182051869999
2017-07-18,180017110000
2017-07-19,181353900000
2017-07-20,173936490000
2017-07-21,173486950000
2017-07-24,171038140000
2017-07-25,173865510000
2017-07-26,173534270000
2017-07-27,174764590000
2017-07-28,175178640000
2017-07-31,174732800000
2017-08-01,175024800000
2017-08-02,175784000000
2017-08-03,176122720000
2017-08-04,178412000000
2017-08-07,179112800000
2017-08-08,179112800000
2017-08-09,181343680000
2017-08-10,179731840000
2017-08-11,180899840000
2017-08-14,180175680000
2017-08-15,175398560000
2017-08-16,177828000000
2017-08-17,174814560000
2017-08-18,172268320000
2017-08-21,174265600000
2017-08-22,175094880000
2017-08-23,174148800000
2017-08-24,173156000000
2017-08-25,174791200000
2017-08-28,176823519999
2017-08-29,175013120000
2017-08-30,175200000000
2017-08-31,175048160000
2017-09-01,176111040000
2017-09-05,178622240000
2017-09-06,182862080000
2017-09-07,184462240000
2017-09-08,186482880000
2017-09-11,184976160000
2017-09-12,186774880000
2017-09-13,186903360000
2017-09-14,186155840000
2017-09-15,185011200000
2017-09-18,184322080000
2017-09-19,184146880000
2017-09-20,185338240000
2017-09-21,185933920000
2017-09-22,186844960000
2017-09-25,188164800000
2017-09-26,188351680000
2017-09-27,187954560000
2017-09-28,189636480000
2017-09-29,191038080000
2017-10-02,191575360000
2017-10-03,192918560000
2017-10-04,193058720000
2017-10-05,194028160000
2017-10-06,193712800000
2017-10-09,193549280000
2017-10-10,192906880000
2017-10-11,193012000000
2017-10-12,192241120000
2017-10-13,192100960000
2017-10-16,191808960000
2017-10-17,190792800000
2017-10-18,190909600000
2017-10-19,190664320000
2017-10-20,190886240000
2017-10-23,192416320000
2017-10-24,193923040000
2017-10-25,193969760000
2017-10-26,195815200000
2017-10-27,195453120000
2017-10-30,191759600000
2017-10-31,192304800000
2017-11-01,191840800000
2017-11-02,188743600000
2017-11-03,190692399999
2017-11-06,190495200000
2017-11-07,189845600000
2017-11-08,190298000000
2017-11-09,189393200000
2017-11-10,190367600000
2017-11-13,191806000000
2017-11-14,194949600000
2017-11-15,191945200000
2017-11-16,194300000000
2017-11-17,194578400000
2017-11-20,197722000000
2017-11-21,200517600000
2017-11-22,199589600000
2017-11-24,199902800000
2017-11-27,202025600000
2017-11-28,204821200000
2017-11-29,205610000000
2017-11-30,208591200000
2017-12-01,209287200000
2017-12-04,214484000000
2017-12-05,212106000000
2017-12-06,209728000000
2017-12-07,211120000000
2017-12-08,212755600000
2017-12-11,211410000000
2017-12-12,210888000000
2017-12-13,212314800000
2017-12-14,211270800000
2017-12-15,211792800000
2017-12-18,214286800000
2017-12-19,215736800000
2017-12-20,217279600000
2017-12-21,218172800000
2017-12-22,218230800000
2017-12-26,220817600000
2017-12-27,220620400000
2017-12-28,220144800000
2017-12-29,219854800000
2018-01-02,218114800000
2018-01-03,219251600000
2018-01-04,220991600000
2018-01-05,223300000000
2018-01-08,222766400000
2018-01-09,223996000000
2018-01-10,222488000000
2018-01-11,225828800000
2018-01-12,227847200000
2018-01-16,227719600000
2018-01-17,231791200000
2018-01-18,230062800000
2018-01-19,233542800000
2018-01-22,237173600000
2018-01-23,237684000000
2018-01-24,239215200000
2018-01-25,238229200000
2018-01-26,240386800000
2018-01-29,236067840000
2018-01-30,232485120000
2018-01-31,231436800000
2018-02-01,230284800000
2018-02-02,223453440000
2018-02-05,210942720000
2018-02-06,220078080000
2018-02-07,220366080000
2018-02-08,208765440000
2018-02-09,212106240000
2018-02-12,212037120000
2018-02-13,211645440000
2018-02-14,212762880000
2018-02-15,213431040000
2018-02-16,215389440000
2018-02-20,215089920000
2018-02-21,210885120000
2018-02-22,213661440000
2018-02-23,216979200000
2018-02-26,217105920000
2018-02-27,213096960000
2018-02-28,209975040000
2018-03-01,206945279999
2018-03-02,205585920000
2018-03-05,209364480000
2018-03-06,209249279999
2018-03-07,205724160000
2018-03-08,204986880000
2018-03-09,209848320000
2018-03-12,207025920000
2018-03-13,205459200000
2018-03-14,204376320000
2018-03-15,205136640000
2018-03-16,206161920000
2018-03-19,204019200000
2018-03-20,205240320000
2018-03-21,205079040000
2018-03-22,201934080000
2018-03-23,197913600000
2018-03-26,203189760000
2018-03-27,201231360000
2018-03-28,201323520000
2018-03-29,205332480000
2018-04-02,199180800000
2018-04-03,200171520000
2018-04-04,204410880000
2018-04-05,206357760000
2018-04-06,200966400000
2018-04-09,198731520000
2018-04-10,199860480000
2018-04-11,199134720000
2018-04-12,199710720000
2018-04-13,199065600000
2018-04-16,200943360000
2018-04-17,201496320000
2018-04-18,207187200000
2018-04-19,203996160000
2018-04-20,203915520000
2018-04-23,204664320000
2018-04-24,203051520000
2018-04-25,204353279999
2018-04-26,213949440000
2018-04-27,214801920000
2018-04-30,211411200000
2018-05-01,211216720000
2018-05-02,212681040000
2018-05-03,209569360000
2018-05-04,211674320000
2018-05-07,209992640000
2018-05-08,211685760000
2018-05-09,213195840000
2018-05-10,214111040000
2018-05-11,217714640000
2018-05-14,218595520000
2018-05-15,215049120000
2018-05-16,213218720000
2018-05-17,212017520000
2018-05-18,214408480000
2018-05-21,217119760000
2018-05-22,213779280000
2018-05-23,213550480000
2018-05-24,214099600000
2018-05-25,213756400000
2018-05-29,211640000000
2018-05-30,214030960000
2018-05-31,213413200000
2018-06-01,214328400000
2018-06-04,218915840000
2018-06-05,219579360000
2018-06-06,221466960000
2018-06-07,224418480000
2018-06-08,226889520000
2018-06-11,228388159999
2018-06-12,230298640000
2018-06-13,229154640000
2018-06-14,228422480000
2018-06-15,229417760000
2018-06-18,229589360000
2018-06-19,227896240000
2018-06-20,227747520000
2018-06-21,229154640000
2018-06-22,225837040000
2018-06-25,224658720000
2018-06-26,224635840000
2018-06-27,223102880000
2018-06-28,223320240000
2018-06-29,223194400000
2018-07-02,221958880000
2018-07-03,221501280000
2018-07-05,222405040000
2018-07-06,222485120000
2018-07-09,224315520000
2018-07-10,226065840000
2018-07-11,225310800000
2018-07-12,226454800000
2018-07-13,227301360000
2018-07-16,227518720000
2018-07-17,230058400000
