,PEP
2013-11-26,129032310000
2013-11-27,129078180000
2013-11-29,129139339999
2013-12-02,127977300000
2013-12-03,128130200000
2013-12-04,126371850000
2013-12-05,125225100000
2013-12-06,127136350000
2013-12-09,126433010000
2013-12-10,125989600000
2013-12-11,126402430000
2013-12-12,124277120000
2013-12-13,123741970000
2013-12-16,123849000000
2013-12-17,123023339999
2013-12-18,124491180000
2013-12-19,124858140000
2013-12-20,125087490000
2013-12-23,125163940000
2013-12-24,125439160000
2013-12-26,126066050000
2013-12-27,126463589999
2013-12-30,125940290000
2013-12-31,125985860000
2014-01-02,124709899999
2014-01-03,124922559999
2014-01-06,124983320000
2014-01-07,126806120000
2014-01-08,126441559999
2014-01-09,125849149999
2014-01-10,126836500000
2014-01-13,125120030000
2014-01-14,125120030000
2014-01-15,125909910000
2014-01-16,125864340000
2014-01-17,124861800000
2014-01-21,125955480000
2014-01-22,125849149999
2014-01-23,125211170000
2014-01-24,123692170000
2014-01-27,124649140000
2014-01-28,125044079999
2014-01-29,121854180000
2014-01-30,123160520000
2014-01-31,122066840000
2014-02-03,119347829999
2014-02-04,119727579999
2014-02-05,120638980000
2014-02-06,120593410000
2014-02-07,121854180000
2014-02-10,122431399999
2014-02-11,123418750000
2014-02-12,123783309999
2014-02-13,121049110000
2014-02-14,118618710000
2014-02-18,118755420000
2014-02-19,117114899999
2014-02-20,118497190000
2014-02-21,118816180000
2014-02-24,119818720000
2014-02-25,120350370000
2014-02-26,119469350000
2014-02-27,120107329999
2014-02-28,121626329999
2014-03-03,120790880000
2014-03-04,122811149999
2014-03-05,123206090000
2014-03-06,123540270000
2014-03-07,123889640000
2014-03-10,124147870000
2014-03-11,125788390000
2014-03-12,124785850000
2014-03-13,124254200000
2014-03-14,123039000000
2014-03-17,124633950000
2014-03-18,124482050000
2014-03-19,123601030000
2014-03-20,124345340000
2014-03-21,124770660000
2014-03-24,124063350000
2014-03-25,124836000000
2014-03-26,125548050000
2014-03-27,125048100000
2014-03-28,125669250000
2014-03-31,126502500000
2014-04-01,125563200000
2014-04-02,125335950000
2014-04-03,125608650000
2014-04-04,125123850000
2014-04-07,127123650000
2014-04-08,126457050000
2014-04-09,127123650000
2014-04-10,126684300000
2014-04-11,125972250000
2014-04-14,126578250000
2014-04-15,127199399999
2014-04-16,128426550000
2014-04-17,129608250000
2014-04-21,130153650000
2014-04-22,128987100000
2014-04-23,129396150000
2014-04-24,129562800000
2014-04-25,129153750000
2014-04-28,131532299999
2014-04-29,129926400000
2014-04-30,130123350000
2014-05-01,129638549999
2014-05-02,129562800000
2014-05-05,130153650000
2014-05-06,129335550000
2014-05-07,131502000000
2014-05-08,131289900000
2014-05-09,132062550000
2014-05-12,131698950000
2014-05-13,132153450000
2014-05-14,131562600000
2014-05-15,129896099999
2014-05-16,131108100000
2014-05-19,130441499999
2014-05-20,129759750000
2014-05-21,130441499999
2014-05-22,129653700000
2014-05-23,130032450000
2014-05-27,131092950000
2014-05-28,131911049999
2014-05-29,132910950000
2014-05-30,133819950000
2014-06-02,133123050000
2014-06-03,133653300000
2014-06-04,132456450000
2014-06-05,132956400000
2014-06-06,133183650000
2014-06-09,133320000000
2014-06-10,133956300000
2014-06-11,132986700000
2014-06-12,132138300000
2014-06-13,132092850000
2014-06-16,131937850000
2014-06-17,131530960000
2014-06-18,133972300000
2014-06-19,135780699999
2014-06-20,134273699999
2014-06-23,133203730000
2014-06-24,132691350000
2014-06-25,133490060000
2014-06-26,133535270000
2014-06-27,133761320000
2014-06-30,134635380000
2014-07-01,134318910000
2014-07-02,135132690000
2014-07-03,135660140000
2014-07-07,135419020000
2014-07-08,135223110000
2014-07-09,135283390000
2014-07-10,135780699999
2014-07-11,135403949999
2014-07-14,137257560000
2014-07-15,136142380000
2014-07-16,136383500000
2014-07-17,135614929999
2014-07-18,135765630000
2014-07-21,135494370000
2014-07-22,134379190000
2014-07-23,136865739999
2014-07-24,138508370000
2014-07-25,137965850000
2014-07-28,137091790000
2014-07-29,135840980000
2014-07-30,133987370000
2014-07-31,132766699999
2014-08-01,132781770000
2014-08-04,135162830000
2014-08-05,134424400000
2014-08-06,136398570000
2014-08-07,135479300000
2014-08-08,136067030000
2014-08-11,138327530000
2014-08-12,137453470000
2014-08-13,138252180000
2014-08-14,138327530000
2014-08-15,138417950000
2014-08-18,138870050000
2014-08-19,138433020000
2014-08-20,138990610000
2014-08-21,138719350000
2014-08-22,138041200000
2014-08-25,140437330000
2014-08-26,139548200000
2014-08-27,138990610000
2014-08-28,139518060000
2014-08-29,139382430000
2014-09-02,139367360000
2014-09-03,139774250000
2014-09-04,138417950000
2014-09-05,138267250000
2014-09-08,136687680000
2014-09-09,136032960000
2014-09-10,136583520000
2014-09-11,136375200000
2014-09-12,135214560000
2014-09-15,135705600000
2014-09-16,137744160000
2014-09-17,138160800000
2014-09-18,138934560000
2014-09-19,139559520000
2014-09-22,139247040000
2014-09-23,138279840000
2014-09-24,139128000000
2014-09-25,137892960000
2014-09-26,138577440000
2014-09-29,138607200000
2014-09-30,138517920000
2014-10-01,137863200000
2014-10-02,137759040000
2014-10-03,139128000000
2014-10-06,138934560000
2014-10-07,138532800000
2014-10-08,139782720000
2014-10-09,139232160000
2014-10-10,140839200000
2014-10-13,139782720000
2014-10-14,138398880000
2014-10-15,136553760000
2014-10-16,135095520000
2014-10-17,136166880000
2014-10-20,139202400000
2014-10-21,139470240000
2014-10-22,140556480000
2014-10-23,139514880000
2014-10-24,140764800000
2014-10-27,140794560000
2014-10-28,141746880000
2014-10-29,140898720000
2014-10-30,142327200000
2014-10-31,143100960000
2014-11-03,142595040000
2014-11-04,143934240000
2014-11-05,144172320000
2014-11-06,144053280000
2014-11-07,144038400000
2014-11-10,144291360000
2014-11-11,143889600000
2014-11-12,144574080000
2014-11-13,146627520000
2014-11-14,145407360000
2014-11-17,146448960000
2014-11-18,145734720000
2014-11-19,146434080000
2014-11-20,145913280000
2014-11-21,147148320000
2014-11-24,146835840000
2014-11-25,147207840000
2014-11-26,147832800000
2014-11-28,148948800000
2014-12-01,148308960000
2014-12-02,149380320000
2014-12-03,146300160000
2014-12-04,145452000000
2014-12-05,145466880000
2014-12-08,145496640000
2014-12-09,144529440000
2014-12-10,143115840000
2014-12-11,143279520000
2014-12-12,140973120000
2014-12-15,140080320000
2014-12-16,137773920000
2014-12-17,139455360000
2014-12-18,141895680000
2014-12-19,142014720000
2014-12-22,143770560000
2014-12-23,144871680000
2014-12-24,144469920000
2014-12-26,144410400000
2014-12-29,143063670000
2014-12-30,141924840000
2014-12-31,139854240000
2015-01-02,139676760000
2015-01-05,138626670000
2015-01-06,137576580000
2015-01-07,141599460000
2015-01-08,144172920000
2015-01-09,143196780000
2015-01-12,142605180000
2015-01-13,142501650000
2015-01-14,142974930000
2015-01-15,142974930000
2015-01-16,143891910000
2015-01-20,144217290000
2015-01-21,144054600000
2015-01-22,146273100000
2015-01-23,145725870000
2015-01-26,145962510000
2015-01-27,143048880000
2015-01-28,141569880000
2015-01-29,142028370000
2015-01-30,138700620000
2015-02-02,140993070000
2015-02-03,142279800000
2015-02-04,142871400000
2015-02-05,142886190000
2015-02-06,143034090000
2015-02-09,141939630000
2015-02-10,144927210000
2015-02-11,148491600000
2015-02-12,148299330000
2015-02-13,146613270000
2015-02-17,145474440000
2015-02-18,146909070000
2015-02-19,146006880000
2015-02-20,146509740000
2015-02-23,147086550000
2015-02-24,147278820000
2015-02-25,147160500000
2015-02-26,146524530000
2015-02-27,146391420000
2015-03-02,146421000000
2015-03-03,145533600000
2015-03-04,143995440000
2015-03-05,143803170000
2015-03-06,142235430000
2015-03-09,142043160000
2015-03-10,139661970000
2015-03-11,138478770000
2015-03-12,141555090000
2015-03-13,139499280000
2015-03-16,141170550000
2015-03-17,139218270000
2015-03-18,139972560000
2015-03-19,139173900000
2015-03-20,141007860000
2015-03-23,141474600000
2015-03-24,141489360000
2015-03-25,140603760000
2015-03-26,141149880000
2015-03-27,141622200000
2015-03-30,142463520000
2015-03-31,141135120000
2015-04-01,140352840000
2015-04-02,141238440000
2015-04-06,142404480000
2015-04-07,142005960000
2015-04-08,141740280000
2015-04-09,142212600000
2015-04-10,141991200000
2015-04-13,141002280000
2015-04-14,142419240000
2015-04-15,142625880000
2015-04-16,142360200000
2015-04-17,141415560000
2015-04-20,142434000000
2015-04-21,142847280000
2015-04-22,143585280000
2015-04-23,141297480000
2015-04-24,140470920000
2015-04-27,139467240000
2015-04-28,139363920000
2015-04-29,139304880000
2015-04-30,140397120000
2015-05-01,141046560000
2015-05-04,141622200000
2015-05-05,140839920000
2015-05-06,140928480000
2015-05-07,140441400000
2015-05-08,142507800000
2015-05-11,142212600000
2015-05-12,141991200000
2015-05-13,142301160000
2015-05-14,144648000000
2015-05-15,144972720000
2015-05-18,144721800000
2015-05-19,144574200000
2015-05-20,144190440000
2015-05-21,143467200000
2015-05-22,142079760000
2015-05-26,141386040000
2015-05-27,142256880000
2015-05-28,143260560000
2015-05-29,142330680000
2015-06-01,141651720000
2015-06-02,141769800000
2015-06-03,140662800000
2015-06-04,138950640000
2015-06-05,137341800000
2015-06-08,137031840000
2015-06-09,137371319999
2015-06-10,138286440000
2015-06-11,138876840000
2015-06-12,138360240000
2015-06-15,135902880000
2015-06-16,137237850000
2015-06-17,137971350000
2015-06-18,139702410000
2015-06-19,139159620000
2015-06-22,140245200000
2015-06-23,140245200000
2015-06-24,139790430000
2015-06-25,139115610000
2015-06-26,139232970000
2015-06-29,137443230000
2015-06-30,136929780000
2015-07-01,138660840000
2015-07-02,138866220000
2015-07-06,138484800000
2015-07-07,141418800000
2015-07-08,140259870000
2015-07-09,138763530000
2015-07-10,140171850000
2015-07-13,142621740000
2015-07-14,142489710000
2015-07-15,141345450000
2015-07-16,142152300000
2015-07-17,141976260000
2015-07-20,142753770000
2015-07-21,142196310000
2015-07-22,142548390000
2015-07-23,142108290000
2015-07-24,141096060000
2015-07-27,140333220000
2015-07-28,140993370000
2015-07-29,141609510000
2015-07-30,141756210000
2015-07-31,141345450000
2015-08-03,142959150000
2015-08-04,143487270000
2015-08-05,145511730000
2015-08-06,145453050000
2015-08-07,145379700000
2015-08-10,145365030000
2015-08-11,144675540000
2015-08-12,144323460000
2015-08-13,144924930000
2015-08-14,145570410000
2015-08-17,146494620000
2015-08-18,146362590000
2015-08-19,145218330000
2015-08-20,143736660000
2015-08-21,141198750000
2015-08-24,134714610000
2015-08-25,131501880000
2015-08-26,135682830000
2015-08-27,137311199999
2015-08-28,137208510000
2015-08-31,136328310000
2015-09-01,133981110000
2015-09-02,134435880000
2015-09-03,135154710000
2015-09-04,133379640000
2015-09-08,133751760000
2015-09-09,131521840000
2015-09-10,131854880000
2015-09-11,132665760000
2015-09-14,132057600000
2015-09-15,133302880000
2015-09-16,134765359999
2015-09-17,135199760000
2015-09-18,134736400000
2015-09-21,135692079999
2015-09-22,133751760000
2015-09-23,133795200000
2015-09-24,133896560000
2015-09-25,135344560000
2015-09-28,133896560000
2015-09-29,134721920000
2015-09-30,136546400000
2015-10-01,135894799999
2015-10-02,136343680000
2015-10-05,138732880000
2015-10-06,140557360000
2015-10-07,142656960000
2015-10-08,143308560000
2015-10-09,144032560000
2015-10-12,143554720000
2015-10-13,141788160000
2015-10-14,141165520000
2015-10-15,142309440000
2015-10-16,144365600000
2015-10-19,145060640000
2015-10-20,145190960000
2015-10-21,145162000000
2015-10-22,149259840000
2015-10-23,148318640000
2015-10-26,148477920000
2015-10-27,149057120000
2015-10-28,148767520000
2015-10-29,148854400000
2015-10-30,147971120000
2015-11-02,146827200000
2015-11-03,146132160000
2015-11-04,145697760000
2015-11-05,145683280000
2015-11-06,144394560000
2015-11-09,143178240000
2015-11-10,143105840000
2015-11-11,143974640000
2015-11-12,142439760000
2015-11-13,141961920000
2015-11-16,144162880000
2015-11-17,143105840000
2015-11-18,145190960000
2015-11-19,146146640000
2015-11-20,144944800000
2015-11-23,146030800000
2015-11-24,145712240000
2015-11-25,145524000000
2015-11-27,145871520000
2015-11-30,145031680000
2015-12-01,146334880000
2015-12-02,144047040000
2015-12-03,143482320000
2015-12-04,146334880000
2015-12-07,145770160000
2015-12-08,145046160000
2015-12-09,143540240000
2015-12-10,143207200000
2015-12-11,141585440000
2015-12-14,141831600000
2015-12-15,143916720000
2015-12-16,146363840000
2015-12-17,145089600000
2015-12-18,141759200000
2015-12-21,142801760000
2015-12-22,144510400000
2015-12-23,145726720000
2015-12-24,145581920000
2015-12-28,145583280000
2015-12-29,146696700000
2015-12-30,146262900000
2015-12-31,144484320000
2016-01-04,142821420000
2016-01-05,143804700000
2016-01-06,143848080000
2016-01-07,141086220000
2016-01-08,140565660000
2016-01-11,140898240000
2016-01-12,141158520000
2016-01-13,139539000000
2016-01-14,138541260000
2016-01-15,135822780000
2016-01-19,138483420000
2016-01-20,135591420000
2016-01-21,136603620000
2016-01-22,138599100000
2016-01-25,138729240000
2016-01-26,139278720000
2016-01-27,138729240000
2016-01-28,140912700000
2016-01-29,143587800000
2016-02-01,143197380000
2016-02-02,142011660000
2016-02-03,142749120000
2016-02-04,140825940000
2016-02-05,140724720000
2016-02-08,141013920000
2016-02-09,142112880000
2016-02-10,141158520000
2016-02-11,140117400000
2016-02-12,142416540000
2016-02-16,142575600000
2016-02-17,143949300000
2016-02-18,144050520000
2016-02-19,143992680000
2016-02-22,144412020000
2016-02-23,143934840000
2016-02-24,144137280000
2016-02-25,145568820000
2016-02-26,142228560000
2016-02-29,141447720000
2016-03-01,143284140000
2016-03-02,142185180000
2016-03-03,143385360000
2016-03-04,144600000000
2016-03-07,143515500000
2016-03-08,144224040000
2016-03-09,144889200000
2016-03-10,145727880000
2016-03-11,146494260000
2016-03-14,145539900000
2016-03-15,146262900000
2016-03-16,145800180000
2016-03-17,147304020000
2016-03-18,146465340000
2016-03-21,146522220000
2016-03-22,145411110000
2016-03-23,145468830000
2016-03-24,145281240000
2016-03-28,145714140000
2016-03-29,146276910000
2016-03-30,148181670000
2016-03-31,147878640000
2016-04-01,149754540000
2016-04-04,149812260000
2016-04-05,148773300000
2016-04-06,149956560000
2016-04-07,149494800000
2016-04-08,151630440000
2016-04-11,150504900000
2016-04-12,151385130000
2016-04-13,150245160000
2016-04-14,148859880000
2016-04-15,149740110000
2016-04-18,149667960000
2016-04-19,150533760000
2016-04-20,147820920000
2016-04-21,145728570000
2016-04-22,147157140000
2016-04-25,148340400000
2016-04-26,148051800000
2016-04-27,148095090000
2016-04-28,148585710000
2016-04-29,148571280000
2016-05-02,149249490000
2016-05-03,149437080000
2016-05-04,150100860000
2016-05-05,150375030000
2016-05-06,151457280000
2016-05-09,151919040000
2016-05-10,153780510000
2016-05-11,152553960000
2016-05-12,153102300000
2016-05-13,150331740000
2016-05-16,150259590000
2016-05-17,147719910000
2016-05-18,145613130000
2016-05-19,146219190000
2016-05-20,144444300000
2016-05-23,144906060000
2016-05-24,145872870000
2016-05-25,145872870000
2016-05-26,147041700000
2016-05-27,147128280000
2016-05-31,145988310000
2016-06-01,146565510000
2016-06-02,147186000000
2016-06-03,147950790000
2016-06-06,148196100000
2016-06-07,147893070000
2016-06-08,148888740000
2016-06-09,149581380000
2016-06-10,149076330000
2016-06-13,148200280000
2016-06-14,148444740000
2016-06-15,147912680000
2016-06-16,149336300000
2016-06-17,148703580000
2016-06-20,148646060000
2016-06-21,149667040000
2016-06-22,149178120000
2016-06-23,150184720000
2016-06-24,146647240000
2016-06-27,146862940000
2016-06-28,146877320000
2016-06-29,148286560000
2016-06-30,152341720000
2016-07-01,151895940000
2016-07-05,153031960000
2016-07-06,152312960000
2016-07-07,154570620000
2016-07-08,155692260000
2016-07-11,156612580000
2016-07-12,156440020000
2016-07-13,158050580000
2016-07-14,158122480000
2016-07-15,157691080000
2016-07-18,157043980000
2016-07-19,157504140000
2016-07-20,156626960000
2016-07-21,156138040000
2016-07-22,157015220000
2016-07-25,156770760000
2016-07-26,155591600000
2016-07-27,154556240000
2016-07-28,155490940000
2016-07-29,156626960000
2016-08-01,156641340000
2016-08-02,156339360000
2016-08-03,155361520000
2016-08-04,155907960000
2016-08-05,156253080000
2016-08-08,155505320000
2016-08-09,155706640000
2016-08-10,156483160000
2016-08-11,155994240000
2016-08-12,156152420000
2016-08-15,156339360000
2016-08-16,155304000000
2016-08-17,155979860000
2016-08-18,155706640000
2016-08-19,155548460000
2016-08-22,155246480000
2016-08-23,155131440000
2016-08-24,155462180000
2016-08-25,155131440000
2016-08-26,154513100000
2016-08-29,155289620000
2016-08-30,154167980000
2016-08-31,153506500000
2016-09-01,154283020000
2016-09-02,155117060000
2016-09-06,154109760000
2016-09-07,153095880000
2016-09-08,152624640000
2016-09-09,148583400000
2016-09-12,151396560000
2016-09-13,149354520000
2016-09-14,150011400000
2016-09-15,150625440000
2016-09-16,150339840000
2016-09-19,150896760000
2016-09-20,151796400000
2016-09-21,152981640000
2016-09-22,153966960000
2016-09-23,153281520000
2016-09-26,152838840000
2016-09-27,153495720000
2016-09-28,153338640000
2016-09-29,153881280000
2016-09-30,155323560000
2016-10-03,154581000000
2016-10-04,152938800000
2016-10-05,151382280000
2016-10-06,151939200000
2016-10-07,151353720000
2016-10-10,151682160000
2016-10-11,150753960000
2016-10-12,151482240000
2016-10-13,151253760000
2016-10-14,152553240000
2016-10-17,152581800000
2016-10-18,152724600000
2016-10-19,151739280000
2016-10-20,151182360000
2016-10-21,150825360000
2016-10-24,153238680000
2016-10-25,153124440000
2016-10-26,152895960000
2016-10-27,152267640000
2016-10-28,152895960000
2016-10-31,153081600000
2016-11-01,152381880000
2016-11-02,152381880000
2016-11-03,152267640000
2016-11-04,151096680000
2016-11-07,152738880000
2016-11-08,155252160000
2016-11-09,153153000000
2016-11-10,147441000000
2016-11-11,147355320000
2016-11-14,144784920000
2016-11-15,145441800000
2016-11-16,145241880000
2016-11-17,145113360000
2016-11-18,144670680000
2016-11-21,146027280000
2016-11-22,146926920000
2016-11-23,144984840000
2016-11-25,145898760000
2016-11-28,146784120000
2016-11-29,146427120000
2016-11-30,142942800000
2016-12-01,141414840000
2016-12-02,143656800000
2016-12-05,143813880000
2016-12-06,145013400000
2016-12-07,146812680000
2016-12-08,145870200000
2016-12-09,147897960000
2016-12-12,149540160000
2016-12-13,150839640000
2016-12-14,149183160000
2016-12-15,150368400000
2016-12-16,151182360000
2016-12-19,150525480000
2016-12-20,149797200000
2016-12-21,149511600000
2016-12-22,150439800000
2016-12-23,150068520000
2016-12-27,150125640000
2016-12-28,149397360000
2016-12-29,149925720000
2016-12-30,149411640000
2017-01-03,149440200000
2017-01-04,149725800000
2017-01-05,149525880000
2017-01-06,149311680000
2017-01-09,147740880000
2017-01-10,145613160000
2017-01-11,145384680000
2017-01-12,145427520000
2017-01-13,145013400000
2017-01-17,145927320000
2017-01-18,146712720000
2017-01-19,146170080000
2017-01-20,147426720000
2017-01-23,148526280000
2017-01-24,149525880000
2017-01-25,149383080000
2017-01-26,148711920000
2017-01-27,147769440000
2017-01-30,148069320000
2017-01-31,148197840000
2017-02-01,147098280000
2017-02-02,148554840000
2017-02-03,150097080000
2017-02-06,149325960000
2017-02-07,150811080000
2017-02-08,150925320000
2017-02-09,151325160000
2017-02-10,151510800000
2017-02-13,152110560000
2017-02-14,152681760000
2017-02-15,152410440000
2017-02-16,154395360000
2017-02-17,154438200000
2017-02-21,156166080000
2017-02-22,156237480000
2017-02-23,156423120000
2017-02-24,156837240000
2017-02-27,156037560000
2017-02-28,157622640000
2017-03-01,156694440000
2017-03-02,157237080000
2017-03-03,157879680000
2017-03-06,156551640000
2017-03-07,156108960000
2017-03-08,156080400000
2017-03-09,155680560000
2017-03-10,156494520000
2017-03-13,156237480000
2017-03-14,156137520000
2017-03-15,158665080000
2017-03-16,158707920000
2017-03-17,159064920000
2017-03-20,158722200000
2017-03-21,159607560000
2017-03-22,159964560000
2017-03-23,159621840000
2017-03-24,160107360000
2017-03-27,159693240000
2017-03-28,160578600000
2017-03-29,160550040000
2017-03-30,160193040000
2017-03-31,159736080000
2017-04-03,159736080000
2017-04-04,160050240000
2017-04-05,159850320000
2017-04-06,159336240000
2017-04-07,159379080000
2017-04-10,159964560000
2017-04-11,159550440000
2017-04-12,162235080000
2017-04-13,160907040000
2017-04-17,161820960000
2017-04-18,163191840000
2017-04-19,162249360000
2017-04-20,162206520000
2017-04-21,161978040000
2017-04-24,163248960000
2017-04-25,163020480000
2017-04-26,161835240000
2017-04-27,160849920000
2017-04-28,161763840000
2017-05-01,160335840000
2017-05-02,160350120000
2017-05-03,159636120000
2017-05-04,161306880000
2017-05-05,161678160000
2017-05-08,161678160000
2017-05-09,160964160000
2017-05-10,161135520000
2017-05-11,161421120000
2017-05-12,161235480000
2017-05-15,162706320000
2017-05-16,162492120000
2017-05-17,162420720000
2017-05-18,162834840000
2017-05-19,162349320000
2017-05-22,163791600000
2017-05-23,164291400000
2017-05-24,165733680000
2017-05-25,167832840000
2017-05-26,168375480000
2017-05-30,168518280000
2017-05-31,166890360000
2017-06-01,167404440000
2017-06-02,168032760000
2017-06-05,168332640000
2017-06-06,168075600000
2017-06-07,167147400000
2017-06-08,165490920000
2017-06-09,165562320000
2017-06-12,165976440000
2017-06-13,166104960000
2017-06-14,167604360000
2017-06-15,167375880000
2017-06-16,166876080000
2017-06-19,167138250000
2017-06-20,168078750000
2017-06-21,167323500000
2017-06-22,165513750000
2017-06-23,166668000000
2017-06-26,166896000000
2017-06-27,165214500000
2017-06-28,165841500000
2017-06-29,164131500000
2017-06-30,164573250000
2017-07-03,164502000000
2017-07-05,164302500000
2017-07-06,164060250000
2017-07-07,164601750000
2017-07-10,162834750000
2017-07-11,162079500000
2017-07-12,163547250000
2017-07-13,162478500000
2017-07-14,163775250000
2017-07-17,163775250000
2017-07-18,163889250000
2017-07-19,164359500000
2017-07-20,164601750000
2017-07-21,166197750000
2017-07-24,165485250000
2017-07-25,165941250000
2017-07-26,166995750000
2017-07-27,167209500000
2017-07-28,166169250000
2017-07-31,166169250000
2017-08-01,165186000000
2017-08-02,164744250000
2017-08-03,165727500000
2017-08-04,165827250000
2017-08-07,166668000000
2017-08-08,166311750000
2017-08-09,166197750000
2017-08-10,165841500000
2017-08-11,166026750000
2017-08-14,167922000000
2017-08-15,169532250000
2017-08-16,169717500000
2017-08-17,168705750000
2017-08-18,167580000000
2017-08-21,168520500000
2017-08-22,168036000000
2017-08-23,167138250000
2017-08-24,165613500000
2017-08-25,165086250000
2017-08-28,164644500000
2017-08-29,165072000000
2017-08-30,164088750000
2017-08-31,164915250000
2017-09-01,165072000000
2017-09-05,165114750000
2017-09-06,165798750000
2017-09-07,166710750000
2017-09-08,163932000000
2017-09-11,164279800000
2017-09-12,163300000000
2017-09-13,162519000000
2017-09-14,162149800000
2017-09-15,163087000000
2017-09-18,163285800000
2017-09-19,162575800000
2017-09-20,161283600000
2017-09-21,160176000000
2017-09-22,158827000000
2017-09-25,158954800000
2017-09-26,158770200000
2017-09-27,157762000000
2017-09-28,158528800000
2017-09-29,158230600000
2017-10-02,154950400000
2017-10-03,154964600000
2017-10-04,155262800000
2017-10-05,156839000000
2017-10-06,156768000000
2017-10-09,156214200000
2017-10-10,157307600000
2017-10-11,158344200000
2017-10-12,159679000000
2017-10-13,159920400000
2017-10-16,161269400000
2017-10-17,159309800000
2017-10-18,158969000000
2017-10-19,159991400000
2017-10-20,158486200000
2017-10-23,158599800000
2017-10-24,157265000000
2017-10-25,156299400000
2017-10-26,157236600000
2017-10-27,157052000000
2017-10-30,155703000000
2017-10-31,156526600000
2017-11-01,156384600000
2017-11-02,156271000000
2017-11-03,156512400000
2017-11-06,155149200000
2017-11-07,156867400000
2017-11-08,159040000000
2017-11-09,158301600000
2017-11-10,160105000000
2017-11-13,161936800000
2017-11-14,164379200000
2017-11-15,163442000000
2017-11-16,163626600000
2017-11-17,162845600000
2017-11-20,163172200000
2017-11-21,164791000000
2017-11-22,163413600000
2017-11-24,164578000000
2017-11-27,164507000000
2017-11-28,165813400000
2017-11-29,165912800000
2017-11-30,165458400000
2017-12-01,165827600000
2017-12-04,166793200000
2017-12-05,166977800000
2017-12-06,168838000000
2017-12-07,165756600000
2017-12-08,165529400000
2017-12-11,166693800000
2017-12-12,166708000000
2017-12-13,167276000000
2017-12-14,167588400000
2017-12-15,169292400000
2017-12-18,167631000000
2017-12-19,168426200000
2017-12-20,169008400000
2017-12-21,167929200000
2017-12-22,168412000000
2017-12-26,168823800000
2017-12-27,169406000000
2017-12-28,169477000000
2017-12-29,170286400000
2018-01-02,167527140000
2018-01-03,167087250000
2018-01-04,167910270000
2018-01-05,168392730000
2018-01-08,167427810000
2018-01-09,167555520000
2018-01-10,166704120000
2018-01-11,165852720000
2018-01-12,166562220000
2018-01-16,167243340000
2018-01-17,169116420000
2018-01-18,168931950000
2018-01-19,170521230000
2018-01-22,172422690000
2018-01-23,172124700000
2018-01-24,171897660000
2018-01-25,171557100000
2018-01-26,172777440000
2018-01-29,169811730000
2018-01-30,170123910000
2018-01-31,170705700000
2018-02-01,170705700000
2018-02-02,168392730000
2018-02-05,162418740000
2018-02-06,161141640000
2018-02-07,161056500000
2018-02-08,156302850000
2018-02-09,157764420000
2018-02-12,158828670000
2018-02-13,159126660000
2018-02-14,154827090000
2018-02-15,157466430000
2018-02-16,157594140000
2018-02-20,155352120000
2018-02-21,153252000000
2018-02-22,155039940000
2018-02-23,155635920000
2018-02-26,157423860000
2018-02-27,157352910000
2018-02-28,155706870000
2018-03-01,153422280000
2018-03-02,154727760000
2018-03-05,155281170000
2018-03-06,155494020000
2018-03-07,155862960000
2018-03-08,159041520000
2018-03-09,159694260000
2018-03-12,159992250000
2018-03-13,161198400000
2018-03-14,159793590000
2018-03-15,158913810000
2018-03-16,158417160000
2018-03-19,156600840000
2018-03-20,155948100000
2018-03-21,154302060000
2018-03-22,153166860000
2018-03-23,150626850000
2018-03-26,151349770000
2018-03-27,152525880000
2018-03-28,154708060000
2018-03-29,154665550000
2018-04-02,151689850000
2018-04-03,153305230000
2018-04-04,156125060000
2018-04-05,156677690000
2018-04-06,154878100000
2018-04-09,154991460000
2018-04-10,155019800000
2018-04-11,153999560000
2018-04-12,153475270000
2018-04-13,154821420000
2018-04-16,155756640000
2018-04-17,154268790000
2018-04-18,151590660000
2018-04-19,149592690000
2018-04-20,145214160000
2018-04-23,145355860000
2018-04-24,143740480000
2018-04-25,143329550000
2018-04-26,146319420000
2018-04-27,144123070000
2018-04-30,143031980000
2018-05-01,140467210000
2018-05-02,137774910000
2018-05-03,138299200000
2018-05-04,140268830000
2018-05-07,139191910000
2018-05-08,137151430000
2018-05-09,136258720000
2018-05-10,137831590000
2018-05-11,138058310000
2018-05-14,137661550000
2018-05-15,137165600000
2018-05-16,137718230000
2018-05-17,138752640000
2018-05-18,138171670000
2018-05-21,141005670000
2018-05-22,141600810000
2018-05-23,142337650000
2018-05-24,141955060000
2018-05-25,142139270000
2018-05-29,143258700000
2018-05-30,144293110000
2018-05-31,142054250000
2018-06-01,142054250000
2018-06-04,141870040000
2018-06-05,141997570000
2018-06-06,142876110000
2018-06-07,143343720000
2018-06-08,145228330000
2018-06-11,146248570000
2018-06-12,148048160000
2018-06-13,149167590000
2018-06-14,148969210000
2018-06-15,152483370000
2018-06-18,149007320000
2018-06-19,149827440000
2018-06-20,149615340000
2018-06-21,151637360000
2018-06-22,153235180000
2018-06-25,154111860000
2018-06-26,152782700000
2018-06-27,153093780000
2018-06-28,153673520000
2018-06-29,153942180000
2018-07-02,154875420000
2018-07-03,153843200000
2018-07-05,154903700000
2018-07-06,154917840000
2018-07-09,152372640000
2018-07-10,159626460000
2018-07-11,159131560000
2018-07-12,157703420000
2018-07-13,159343660000
2018-07-16,159725440000
