,J
2018-08-08,10363244480
2018-08-09,10317741760
2018-08-10,10221048480
2018-08-13,10108713640
2018-08-14,10182655560
2018-08-15,10077430520
2018-08-16,10108713640
2018-08-17,10218204560
2018-08-20,10356134680
2018-08-21,10390261719
2018-08-22,10376042120
2018-08-23,10344759000
2018-08-24,10349024880
2018-08-27,10353290760
2018-08-28,10317741760
2018-08-29,10471313440
2018-08-30,10377464080
2018-08-31,10336227240
2018-09-04,10245221800
2018-09-05,10334805280
2018-09-06,10499752640
2018-09-07,10468469520
2018-09-10,10509706360
2018-09-11,10549521240
2018-09-12,10668965880
2018-09-13,10697405080
2018-09-14,10775612880
2018-09-17,10802630120
2018-09-18,10829647360
2018-09-19,10922074760
2018-09-20,10912121040
2018-09-21,11035831560
2018-09-24,10986062960
2018-09-25,11005970400
2018-09-26,10946248080
2018-09-27,10873728120
2018-09-28,10874781000
2018-10-01,10954387240
2018-10-02,10974288800
2018-10-03,11033993480
2018-10-04,11068110440
2018-10-05,10880467160
2018-10-08,10957230320
2018-10-09,10897525640
2018-10-10,10557777580
2018-10-11,10262097260
2018-10-12,10235088000
2018-10-15,10370134300
2018-10-16,10566306820
2018-10-17,10498072900
2018-10-18,10390035860
2018-10-19,10274891120
2018-10-22,10975710340
2018-10-23,10778116279
2018-10-24,10310429620
2018-10-25,10694245420
2018-10-26,10506602140
2018-10-29,10291949600
2018-10-30,10539297560
2018-10-31,10674343860
2018-11-01,10736891620
2018-11-02,10681451560
2018-11-05,10918848740
2018-11-06,11305507620
2018-11-07,11503101680
2018-11-08,11291292220
2018-11-09,10981396500
2018-11-12,10675765400
2018-11-13,10613217640
2018-11-14,10421309740
2018-11-15,10661550000
2018-11-16,10544983720
2018-11-19,10367291220
2018-11-20,9247117700
2018-11-21,9269862340
2018-11-23,9195942260
2018-11-26,9278391580
2018-11-27,9195942260
2018-11-28,9407751720
2018-11-29,9254225400
2018-11-30,9335253180
2018-12-03,9379320920
2018-12-04,8923006580
2018-12-06,8660021680
2018-12-07,8497966120
2018-12-10,8367184440
2018-12-11,8513603060
2018-12-12,8647227820
2018-12-13,8513603060
2018-12-14,8344439800
2018-12-17,8225030440
2018-12-18,8202285800
2018-12-19,8166747300
2018-12-20,8118414940
2018-12-21,7949251680
2018-12-24,7852586960
2018-12-26,8225030440
2018-12-27,8293264360
2018-12-28,7965329300
2018-12-31,8087064100
2019-01-02,8089830800
2019-01-03,7926595500
2019-01-04,8233699200
2019-01-07,8235082550
2019-01-08,8248916050
2019-01-09,8320850250
2019-01-10,8403851250
2019-01-11,8365117450
2019-01-14,8312550150
2019-01-15,8294566600
2019-01-16,8255832800
2019-01-17,8372034200
2019-01-18,8647320850
2019-01-22,8542186250
2019-01-23,8535269500
2019-01-24,8601670300
2019-01-25,8821622950
2019-01-28,8730321850
2019-01-29,8706804900
2019-01-30,8843756550
2019-01-31,8964108000
2019-02-01,9045725650
2019-02-04,9203427550
2019-02-05,9231094550
2019-02-06,9409546700
2019-02-07,9023592050
2019-02-08,9092759550
2019-02-11,9092759550
2019-02-12,9355596050
2019-02-13,9466264050
2019-02-14,9391563150
2019-02-15,9506381200
2019-02-19,9856368750
2019-02-20,10209123000
2019-02-21,10203589600
2019-02-22,10299040750
2019-02-25,10351608050
2019-02-26,10346074650
2019-02-27,10346074650
2019-02-28,10206356300
2019-03-01,10238173350
2019-03-04,10186989400
2019-03-05,10098455000
2019-03-06,9994703750
2019-03-07,9975336850
2019-03-08,9946286500
2019-03-11,10103988400
2019-03-12,10106755100
2019-03-13,10135805450
2019-03-14,10109521800
2019-03-15,10210506350
2019-03-18,10283823900
2019-03-19,10202206250
2019-03-20,10198056200
2019-03-21,10329474450
2019-03-22,10108138450
2019-03-25,10123355300
2019-03-26,10200822900
2019-03-27,10157939050
2019-03-28,10366824900
2019-03-29,10271781090
2019-04-01,10532708100
2019-04-02,10463036490
2019-04-03,10420687080
2019-04-04,10402927650
2019-04-05,10479429810
2019-04-08,10478063700
2019-04-09,10323693270
2019-04-10,10315496610
2019-04-11,10434348180
2019-04-12,10519047000
2019-04-15,10439812620
2019-04-16,10534074210
2019-04-17,10487626470
2019-04-18,10509484230
2019-04-22,10748553480
2019-04-23,10973961630
2019-04-24,10851011730
2019-04-25,10706204070
2019-04-26,10789536780
2019-04-29,10718499060
2019-04-30,10647461340
2019-05-01,10599647490
2019-05-02,10483528140
2019-05-03,10520413110
2019-05-06,10520413110
2019-05-07,10687078530
2019-05-08,10796367330
2019-05-09,10741722930
2019-05-10,10745821260
2019-05-13,10356479910
2019-05-14,10449375390
2019-05-15,10493090910
2019-05-16,10587352500
2019-05-17,10456205940
2019-05-20,10391998770
2019-05-21,10584620280
2019-05-22,10488992580
2019-05-23,10273147200
2019-05-24,10361944350
2019-05-28,10206207810
2019-05-29,10091454570
2019-05-30,10271781090
2019-05-31,10285442190
2019-06-03,10498555350
2019-06-04,10781340120
2019-06-05,10934344440
2019-06-06,10878333930
2019-06-07,10846913400
2019-06-10,10948005540
2019-06-11,10706204070
2019-06-12,10633800240
2019-06-13,10700739630
2019-06-14,10696641300
2019-06-17,10682980200
2019-06-18,10909754460
2019-06-19,11014944930
2019-06-20,11188440900
2019-06-21,11244451410
2019-06-24,11199369780
2019-06-25,11245817520
2019-06-26,11312756910
2019-06-27,11476690110
2019-06-28,11352649140
2019-07-01,11407804800
2019-07-02,11351303880
2019-07-03,11406459540
2019-07-05,11395697460
2019-07-08,11239647300
2019-07-09,11300184000
2019-07-10,11275969320
2019-07-11,11306910300
2019-07-12,11462960460
2019-07-15,11406459540
2019-07-16,11535604500
2019-07-17,11399733240
2019-07-18,11292112440
2019-07-19,11288076660
2019-07-22,11317672380
2019-07-23,11425293180
2019-07-24,11522151900
2019-07-25,11367447000
2019-07-26,11429328960
2019-07-29,11324398680
2019-07-30,11332470240
2019-07-31,11099740260
2019-08-01,10838759820
2019-08-02,10717686420
2019-08-05,10896606000
2019-08-06,11323053420
2019-08-07,11250409380
2019-08-08,11506008780
2019-08-09,11555783400
2019-08-12,11158931700
2019-08-13,11285386140
2019-08-14,10865665020
2019-08-15,10988083680
2019-08-16,11230230480
2019-08-19,11298838740
2019-08-20,11242337820
2019-08-21,11573271780
2019-08-22,11643225300
2019-08-23,11436055260
2019-08-26,11516770860
2019-08-27,11437400520
2019-08-28,11501973000
2019-08-29,11810037540
2019-08-30,11953980360
2019-09-03,12011826540
2019-09-04,12224377620
2019-09-05,12290295360
2019-09-06,12419440320
2019-09-09,12392535120
2019-09-10,12103304220
2019-09-11,12080434800
2019-09-12,12158459880
2019-09-13,12270116460
2019-09-16,12466524420
2019-09-17,12584907300
2019-09-18,12533787420
2019-09-19,12408678240
2019-09-20,12348141540
2019-09-23,12280878540
2019-09-24,12163840920
2019-09-25,12278188020
2019-09-26,12239175480
2019-09-27,12073922460
2019-09-30,12181761000
2019-10-01,11918155680
2019-10-02,11701147260
2019-10-03,11717123340
2019-10-04,11958095880
2019-10-07,11835612600
2019-10-08,11761057560
2019-10-09,11856914040
2019-10-10,11934131760
2019-10-11,12228357900
2019-10-14,12161790900
2019-10-15,12326877060
2019-10-16,12223032540
2019-10-17,12416076840
2019-10-18,12368148600
2019-10-21,12396106740
2019-10-22,12450691680
2019-10-23,12368148600
2019-10-24,12430721580
2019-10-25,12505276620
2019-10-28,12569180940
2019-10-29,12553204860
2019-10-30,12626428560
2019-10-31,12458679720
2019-11-01,12790183380
2019-11-04,12912666660
2019-11-05,12957932220
2019-11-06,12906009960
2019-11-07,12742255140
2019-11-08,12594476400
2019-11-11,12663706080
2019-11-12,12675688140
2019-11-13,12410751480
2019-11-14,12581163000
2019-11-15,12558530220
2019-11-18,12474655800
2019-11-19,12582494340
2019-11-20,12549210840
2019-11-21,12420070860
2019-11-22,12432052920
2019-11-25,12081910500
2019-11-26,12177766980
2019-11-27,12318889020
2019-11-29,12260310060
2019-12-02,11896854240
2019-12-03,11799666420
2019-12-04,11488132860
2019-12-05,11401595760
2019-12-06,11319052680
2019-12-09,11428222560
2019-12-10,11599965420
2019-12-11,11727774060
2019-12-12,11984722680
2019-12-13,11986054020
2019-12-16,11884872180
2019-12-17,11907504960
2019-12-18,11765051580
2019-12-19,11787684360
2019-12-20,11987385360
2019-12-23,12035313600
2019-12-24,11924812380
2019-12-26,11994042060
2019-12-27,11866825740
2019-12-30,11877428220
2019-12-31,11905259730
2020-01-02,11963573370
2020-01-03,12045742590
2020-01-06,12023212320
2020-01-07,12065622240
2020-01-08,11858873880
2020-01-09,12045742590
2020-01-10,12011284530
2020-01-13,12078875340
2020-01-14,12269719980
2020-01-15,12294900870
2020-01-16,12387672570
2020-01-17,12457914000
2020-01-21,12562613490
2020-01-22,12570565350
2020-01-23,12730927860
2020-01-24,12855507000
2020-01-27,12627553680
2020-01-28,12569240040
2020-01-29,12561288180
2020-01-30,12522854190
2020-01-31,12263093430
2020-02-03,12330684240
2020-02-04,12651409260
2020-02-05,12822374250
2020-02-06,12725626620
2020-02-07,12693819180
2020-02-10,12858157620
2020-02-11,12952254630
2020-02-12,13155027060
2020-02-13,13151051130
2020-02-14,13340570460
2020-02-18,13327317360
2020-02-19,13446595260
2020-02-20,13522137930
2020-02-21,13764669660
2020-02-24,13511535450
2020-02-25,13082135010
2020-02-26,13230569730
2020-02-27,12367792920
2020-02-28,12237912540
2020-03-02,12840928590
2020-03-03,12935025600
2020-03-04,13424064990
2020-03-05,12889965060
2020-03-06,12467191170
2020-03-09,11787307140
2020-03-10,12229960680
2020-03-11,11662728000
2020-03-12,10485852720
2020-03-13,11498389560
2020-03-16,10452719970
2020-03-17,10680673290
2020-03-18,10526937330
2020-03-19,9898740390
2020-03-20,8700660150
2020-03-23,8350778310
2020-03-24,9209579190
2020-03-25,9707895750
2020-03-26,10578624420
2020-03-27,9750499200
2020-03-30,10155467850
2020-03-31,10322143050
2020-04-01,10315632300
2020-04-02,10570853700
2020-04-03,10283078550
2020-04-06,10862535300
2020-04-07,10662004200
2020-04-08,10539602100
2020-04-09,10587781650
2020-04-13,10395063450
2020-04-14,10652889150
2020-04-15,10419804300
2020-04-16,10293495750
2020-04-17,10964103000
2020-04-20,10508350500
2020-04-21,10184115150
2020-04-22,10353394650
2020-04-23,10384646250
2020-04-24,10417200000
2020-04-27,10389854850
2020-04-28,10872952500
2020-04-29,10772686950
2020-04-30,10775291250
2020-05-01,10518767700
2020-05-04,10551321450
2020-05-05,10617731100
2020-05-06,10202345250
2020-05-07,10228388250
2020-05-08,10413293550
2020-05-11,10230992550
2020-05-12,9721851900
2020-05-13,9384595050
2020-05-14,9323394000
2020-05-15,9389803650
2020-05-18,10074734550
2020-05-19,9672370200
2020-05-20,9949728150
2020-05-21,10022648550
2020-05-22,10039576500
2020-05-26,10496631150
2020-05-27,10966707300
2020-05-28,10975822350
2020-05-29,10940664300
2020-06-01,11079994350
2020-06-02,11115152400
2020-06-03,11434179150
2020-06-04,11405531850
2020-06-05,11596947900
2020-06-08,11655544650
2020-06-09,11535746850
2020-06-10,11051347050
2020-06-11,10434127950
2020-06-12,10481005350
2020-06-15,10728413850
2020-06-16,11083900800
2020-06-17,11122965300
2020-06-18,11086505100
2020-06-19,11143799700
2020-06-22,11154216900
2020-06-23,11109943800
2020-06-24,10792219200
2020-06-25,10891182600
2020-06-26,10748677500
2020-06-29,11052246210
2020-06-30,11048337600
2020-07-01,10931079300
2020-07-02,11160384420
2020-07-06,11062669170
2020-07-07,10881570240
2020-07-08,10631419200
2020-07-09,10273129950
2020-07-10,10236649590
2020-07-13,10257495510
2020-07-14,10297884480
2020-07-15,10574092920
2020-07-16,10764311940
2020-07-17,10881570240
2020-07-20,10811215260
2020-07-21,10938896520
2020-07-22,10994919930
2020-07-23,11027491680
2020-07-24,10936290780
2020-07-27,10971468270
2020-07-28,10906324770
2020-07-29,11298488640
2020-07-30,11123904060
2020-07-31,11119995450
2020-08-03,11790973500
2020-08-04,12033307320
2020-08-05,12002038440
2020-08-06,11787064890
2020-08-07,11897808840
2020-08-10,11871751440
2020-08-11,11853511260
2020-08-12,11789670630
2020-08-13,11720618520
2020-08-14,11725830000
2020-08-17,11721921390
2020-08-18,11707589820
2020-08-19,11697166860
2020-08-20,11599451610
2020-08-21,11572091340
2020-08-24,11643749190
2020-08-25,11527793760
2020-08-26,11522582280
2020-08-27,11605965960
2020-08-28,11655475020
2020-08-31,11761007490
2020-09-01,11913443280
2020-09-02,12131022570
2020-09-03,11856117000
2020-09-04,11981192520
2020-09-08,11806607940
2020-09-09,12090633600
2020-09-10,11871751440
2020-09-11,12090633600
2020-09-14,12250886610
2020-09-15,12360327690
2020-09-16,12330361680
2020-09-17,12296487060
2020-09-18,12261309570
2020-09-21,11633326230
2020-09-22,11899111710
2020-09-23,11630720490
2020-09-24,11728435740
2020-09-25,11780550540
2020-09-28,12047638890
2020-09-29,12114085260
2020-09-30,12086724990
2020-10-01,11914746150
2020-10-02,12248184320
2020-10-05,12525016160
2020-10-06,12382051360
2020-10-07,12649785440
2020-10-08,12865532320
2020-10-09,12908421760
2020-10-12,13098175040
2020-10-13,12903223040
2020-10-14,12855134880
2020-10-15,12914920160
2020-10-16,12909721440
2020-10-19,12701772640
2020-10-20,12731665280
2020-10-21,12692674880
2020-10-22,12805747040
2020-10-23,12894125280
2020-10-26,12547110720
2020-10-27,12430139520
2020-10-28,12113017600
2020-10-29,12311868640
2020-10-30,12346960000
2020-11-02,12882428160
2020-11-03,13248937920
2020-11-04,12431439200
2020-11-05,12705671680
2020-11-06,12686176480
2020-11-09,13013695840
2020-11-10,13206048480
2020-11-11,12847336800
2020-11-12,12900623680
2020-11-13,13421795360
2020-11-16,13933869280
2020-11-17,13685630400
2020-11-18,13677832320
2020-11-19,13666135200
2020-11-20,13490678400
2020-11-23,13582955680
2020-11-24,13975459040
2020-11-25,13822096800
2020-11-27,13758412480
2020-11-30,14015749120
2020-12-01,14131420640
2020-12-02,13892279520
2020-12-03,14009250720
2020-12-04,14161313280
2020-12-07,14276984800
2020-12-08,14244492800
2020-12-09,14257489600
2020-12-10,14128821280
2020-12-11,14121023200
2020-12-14,13680431680
2020-12-15,13764910880
2020-12-16,13806500640
2020-12-17,13906576000
2020-12-18,13851989440
2020-12-21,13862386880
2020-12-22,13790904480
2020-12-23,13887080800
2020-12-24,13942967040
2020-12-28,13883181760
2020-12-29,13936468640
2020-12-30,13970260320
2020-12-31,14161313280
2021-01-04,13822100820
2021-01-05,13958875920
2021-01-06,14948867120
2021-01-07,14956682840
2021-01-08,14787342240
2021-01-11,14720908620
2021-01-12,14795157960
2021-01-13,14689645740
2021-01-14,14588041380
2021-01-15,14353569780
2021-01-19,14548962780
2021-01-20,14588041380
2021-01-21,14474713440
2021-01-22,14460384620
2021-01-25,14366595980
2021-01-26,14173808220
2021-01-27,13612379000
2021-01-28,13629313060
2021-01-29,13151251520
2021-02-01,13242434920
2021-02-02,13749154100
2021-02-03,13819495580
2021-02-04,14035730500
2021-02-05,13996651900
2021-02-08,14215492060
2021-02-09,14594554480
2021-02-10,14421306020
2021-02-11,14980130000
2021-02-12,14967103800
2021-02-16,14749566260
2021-02-17,14694856220
2021-02-18,14655777620
2021-02-19,14642751420
2021-02-22,15077826500
2021-02-23,15140352260
2021-02-24,15598874500
2021-02-25,15331837400
2021-02-26,14990550960
2021-03-01,15003577160
2021-03-02,14921512100
2021-03-03,14989248340
2021-03-04,14703974560
2021-03-05,15047866240
2021-03-08,15403481500
2021-03-09,15846372300
2021-03-10,16250184500
2021-03-11,16290565720
2021-03-12,16472932520
2021-03-15,16397380560
2021-03-16,16221526860
2021-03-17,16324433840
2021-03-18,16233250440
2021-03-19,16070422940
2021-03-22,16046975780
2021-03-23,15865911600
2021-03-24,16061304600
2021-03-25,16432551300
2021-03-26,16754298440
2021-03-29,16591470940
2021-03-30,16690470060
2021-03-31,16838968740
2021-04-01,16927546899
2021-04-05,17299481800
2021-04-06,17205604600
2021-04-07,17139108249
2021-04-08,17311216450
2021-04-09,17616317350
2021-04-12,17527655550
2021-04-13,17156058300
2021-04-14,17122158200
2021-04-15,17459855350
2021-04-16,17442905300
2021-04-19,17435082200
2021-04-20,17365978150
2021-04-21,17661952100
2021-04-22,17624140450
2021-04-23,17880998900
2021-04-26,17789729400
2021-04-27,17824933350
2021-04-28,17732360000
2021-04-29,17650217450
2021-04-30,17420739850
2021-05-03,17698459900
2021-05-04,18027030100
2021-05-05,18015295450
2021-05-06,18051803250
2021-05-07,18247380750
2021-05-10,18561608600
2021-05-11,18272153900
2021-05-12,17654129000
2021-05-13,18131338100
2021-05-14,18051803250
2021-05-17,18136553500
2021-05-18,17676294450
2021-05-19,17791033250
2021-05-20,17814502550
2021-05-21,18066145600
2021-05-24,18208265250
2021-05-25,18158718950
2021-05-26,18317788650
2021-05-27,18326915600
2021-05-28,18525100800
2021-06-01,18557697050
2021-06-02,18436439000
2021-06-03,18478162200
2021-06-04,18697209000
2021-06-07,18472946800
2021-06-08,18595508700
2021-06-09,18452085200
2021-06-10,18418185100
2021-06-11,18273457750
2021-06-14,18066145600
2021-06-15,18076576400
2021-06-16,17963141450
2021-06-17,17446816850
2021-06-18,16908326800
2021-06-21,17317735700
2021-06-22,17308608750
2021-06-23,17199085350
2021-06-24,17633267400
2021-06-25,17841883400
2021-06-28,17458551500
2021-06-29,17186046850
2021-06-30,17395966700
2021-07-01,17512009350
2021-07-02,17276402260
2021-07-06,17147541880
2021-07-07,17385738340
2021-07-08,17220432600
2021-07-09,17526313300
2021-07-12,17642157480
2021-07-13,17297228180
2021-07-14,17298529800
2021-07-15,17265989300
2021-07-16,17186590480
2021-07-19,16734928340
2021-07-20,17211321260
2021-07-21,17401357780
2021-07-22,17217829360
2021-07-23,17428691800
2021-07-26,17351896220
2021-07-27,17397452920
2021-07-28,17586187820
2021-07-29,17769716240
2021-07-30,17604410500
2021-08-02,17428691800
2021-08-03,16850772520
2021-08-04,16751849399
2021-08-05,16757055880
2021-08-06,16776580179
2021-08-09,16967918320
2021-08-10,17144938640
2021-08-11,17721556300
2021-08-12,18165408720
2021-08-13,17971467340
2021-08-16,17980578680
2021-08-17,17669491500
2021-08-18,17429993420
2021-08-19,17172272660
2021-08-20,17279005500
2021-08-23,17303736280
2021-08-24,17510693860
2021-08-25,17622633180
2021-08-26,17400056160
2021-08-27,17703333620
2021-08-30,17620029940
2021-08-31,17566663520
2021-09-01,17535424640
2021-09-02,17739778980
2021-09-03,17845210200
2021-09-07,17350594600
2021-09-08,17678602840
2021-09-09,17643459100
2021-09-10,17353197840
2021-09-13,17513297100
2021-09-14,17312847620
2021-09-15,17702032000
2021-09-16,17401357780
2021-09-17,16992649100
2021-09-20,16645116560
2021-09-21,16496731880
2021-09-22,16991347479
2021-09-23,17547139220
2021-09-24,17702032000
2021-09-27,17997499740
2021-09-28,17711143340
2021-09-29,17756700040
2021-09-30,17250369860
2021-10-01,17417193720
2021-10-04,16990365120
2021-10-05,17109359760
2021-10-06,17104186080
2021-10-07,17441768700
2021-10-08,17506439700
2021-10-11,17330534580
2021-10-12,17202486000
2021-10-13,17237408340
2021-10-14,17393912160
2021-10-15,17326654320
2021-10-18,17340881940
2021-10-19,17308546440
2021-10-20,17643542220
2021-10-21,17703039540
2021-10-22,17710800060
2021-10-25,17996645880
2021-10-26,17884118340
2021-10-27,17590512000
2021-10-28,18014753760
2021-10-29,18162203640
2021-11-01,18199712820
2021-11-02,18189365460
2021-11-03,18256623300
2021-11-04,18334228500
2021-11-05,18448049460
2021-11-08,18753296580
2021-11-09,18691212420
2021-11-10,18821847840
2021-11-11,18702853200
2021-11-12,18808913640
2021-11-15,18811500480
2021-11-16,19040435820
2021-11-17,18807620220
2021-11-18,19041729240
2021-11-19,18938255640
2021-11-22,18957656940
2021-11-23,18625248000
2021-11-24,19200819900
2021-11-26,18849009660
2021-11-29,18895572780
2021-11-30,18438995520
2021-12-01,17950082760
2021-12-02,18370444260
2021-12-03,18352336380
2021-12-06,18282491700
2021-12-07,18561870420
2021-12-08,18688625580
2021-12-09,18387258720
2021-12-10,18552816480
2021-12-13,18222994380
2021-12-14,18140215500
2021-12-15,18118227360
2021-12-16,17871184140
2021-12-17,17529721260
2021-12-20,17180497860
2021-12-21,17362870080
2021-12-22,17408139780
2021-12-23,17765123700
2021-12-27,17975951160
2021-12-28,18133748400
2021-12-29,17881531500
2021-12-30,17956549860
2021-12-31,18007033590
2022-01-03,18052300140
2022-01-04,18436419150
2022-01-05,17986340310
2022-01-06,17961767040
2022-01-07,17743194270
2022-01-10,17272422150
2022-01-11,17350021950
2022-01-12,17112049230
2022-01-13,17353901940
2022-01-14,17190942360
2022-01-18,16762850130
2022-01-19,16681370339
2022-01-20,16364504490
2022-01-21,16549450680
2022-01-24,17088769290
2022-01-25,16448570940
2022-01-26,16254571440
2022-01-27,16360624500
2022-01-28,16567557300
2022-01-31,16836569940
2022-02-01,16827516630
2022-02-02,17022809460
2022-02-03,16677490349
2022-02-04,16511944110
2022-02-07,16562383980
2022-02-08,16068331920
2022-02-09,16520997420
2022-02-10,16082558550
2022-02-11,15711372840
2022-02-14,15606613110
2022-02-15,16011425400
2022-02-16,15734652780
2022-02-17,15481160100
2022-02-18,15474693450
2022-02-22,15459173490
2022-02-23,15197920830
2022-02-24,15443653530
2022-02-25,15933825600
2022-02-28,15907959000
2022-03-01,15909252330
2022-03-02,16361917830
2022-03-03,16532637390
2022-03-04,16549450680
2022-03-07,15889852380
2022-03-08,15724306140
2022-03-09,16248104790
2022-03-10,16117478460
2022-03-11,16170504990
2022-03-14,16404597720
2022-03-15,16969782930
2022-03-16,17547901440
2022-03-17,17851833990
2022-03-18,18264406260
2022-03-21,18092393370
2022-03-22,17885460570
2022-03-23,17549194770
2022-03-24,17928140460
2022-03-25,17832434040
2022-03-28,17919087150
2022-03-29,17944953750
2022-03-30,18047126820
2022-03-31,17823380730
2022-04-01,17897645500
2022-04-04,17941242000
2022-04-05,17932266250
2022-04-06,18081007250
2022-04-07,18415674500
2022-04-08,18405416500
2022-04-11,18296425250
2022-04-12,17988685250
2022-04-13,18392594000
2022-04-14,18549028500
2022-04-18,18481069250
2022-04-19,18893953750
2022-04-20,18901647250
2022-04-21,18997816000
2022-04-22,18233595000
2022-04-25,17996378750
2022-04-26,17673251750
2022-04-27,18139990750
2022-04-28,18222054750
2022-04-29,17765573750
2022-05-02,17674534000
2022-05-03,17771985000
2022-05-04,18263086750
2022-05-05,17639913250
2022-05-06,17670687250
2022-05-09,16702588499
2022-05-10,16689766000
2022-05-11,16762854249
2022-05-12,16696177250
2022-05-13,17064183000
2022-05-16,17150093750
2022-05-17,17473220750
2022-05-18,16951344999
2022-05-19,17152658250
2022-05-20,17430906500
2022-05-23,17586058750
2022-05-24,17588623250
2022-05-25,17607857000
2022-05-26,17680945250
2022-05-27,17959193500
2022-05-31,17963040250
2022-06-01,17805323500
2022-06-02,17986120750
2022-06-03,17711719250
2022-06-06,17419366250
2022-06-07,17657864750
2022-06-08,17101368250
2022-06-09,16924417750
2022-06-10,16543589500
2022-06-13,16116600250
2022-06-14,15940932000
2022-06-15,15987093000
2022-06-16,15276726500
2022-06-17,15219025250
2022-06-21,15628063000
2022-06-22,15607547000
2022-06-23,15679353000
2022-06-24,16081979500
2022-06-27,16205075500
2022-06-28,15978117250
2022-06-29,15946061000
2022-06-30,16301244250
2022-07-01,16148737600
2022-07-05,15856169490
2022-07-06,16008202700
2022-07-07,16208784330
2022-07-08,16109132310
2022-07-11,16096356410
2022-07-12,15978818130
2022-07-13,15937935250
2022-07-14,15845948770
2022-07-15,16027366550
2022-07-18,15977540540
2022-07-19,16441305710
2022-07-20,16381258980
2022-07-21,16483466180
2022-07-22,16547345680
2022-07-25,16630389029
2022-07-26,16710877200
2022-07-27,16939565810
2022-07-28,17343284250
2022-07-29,17541310700
2022-08-01,16547345680
2022-08-02,16326322610
2022-08-03,16314824300
2022-08-04,16454081609
2022-08-05,16289272500
2022-08-08,16084858100
2022-08-09,15816564200
2022-08-10,16263720700
2022-08-11,16431084990
2022-08-12,16991947000
2022-08-15,17055826500
2022-08-16,17146535390
2022-08-17,17205304530
2022-08-18,17261518490
2022-08-19,17365003280
2022-08-22,16843746560
2022-08-23,16738984180
2022-08-24,16802863680
2022-08-25,17078823120
2022-08-26,16296938040
2022-08-29,16387646930
2022-08-30,15898329960
2022-08-31,15916216220
2022-09-01,15759072650
2022-09-02,15177769200
2022-09-06,15319581690
2022-09-07,15747574340
2022-09-08,15750129520
2022-09-09,15974985360
2022-09-12,15899607550
2022-09-13,15322136870
2022-09-14,15291474710
2022-09-15,15258257370
2022-09-16,14982297930
2022-09-19,15398792270
2022-09-20,15227595210
2022-09-21,14862204470
2022-09-22,14840485440
2022-09-23,14553027690
2022-09-26,14283456200
2022-09-27,13962781110
2022-09-28,14113536730
2022-09-29,13900179200
2022-09-30,13759135760
2022-10-03,14225848080
2022-10-04,14735680560
2022-10-05,14518811520
2022-10-06,14430034720
2022-10-07,14253749360
2022-10-10,14319697840
2022-10-11,14199215040
2022-10-12,13897373920
2022-10-13,14163704320
2022-10-14,13963322400
2022-10-17,14364086240
2022-10-18,14684950960
2022-10-19,14476959600
2022-10-20,14333648480
2022-10-21,14587296480
2022-10-24,14058440400
2022-10-25,14279114160
2022-10-26,14398328720
2022-10-27,14479496080
2022-10-28,14842212720
2022-10-31,14612661280
2022-11-01,14518811520
2022-11-02,14346330880
2022-11-03,14582223520
2022-11-04,14967768480
2022-11-07,15080641840
2022-11-08,15138980880
2022-11-09,14837139760
2022-11-10,15943045040
2022-11-11,15944313280
2022-11-14,15736321920
2022-11-15,15827635200
2022-11-16,15837781120
2022-11-17,15759150240
2022-11-18,15984896960
2022-11-21,15513111680
2022-11-22,15662764000
2022-11-23,15561304800
2022-11-25,15677982880
2022-11-28,15443358480
2022-11-29,15570182480
2022-11-30,16048308960
2022-12-01,15794660960
2022-12-02,15864414160
2022-12-05,15457309120
2022-12-06,15458577360
2022-12-07,15563841280
2022-12-08,15478869200
2022-12-09,15391360640
2022-12-12,15365995840
2022-12-13,15568914240
2022-12-14,15544817680
2022-12-15,15166882160
2022-12-16,15100933680
2022-12-19,15031180480
2022-12-20,14993133280
2022-12-21,15383751200
2022-12-22,15203661120
2022-12-23,15327948640
2022-12-27,15362191120
2022-12-28,15117420800
2022-12-29,15362191120
2022-12-30,15235202020
2023-01-03,15390002940
2023-01-04,15988904860
2023-01-05,15684378460
2023-01-06,16306119859
2023-01-09,15959721080
2023-01-10,16177965000
2023-01-11,16241408000
2023-01-12,16218568520
2023-01-13,15988904860
2023-01-17,15790962700
2023-01-18,15478823140
2023-01-19,15055023900
2023-01-20,15233933160
2023-01-23,15316409060
2023-01-24,15397616100
2023-01-25,15467403400
2023-01-26,15571449920
2023-01-27,15468672260
2023-01-30,15353206000
2023-01-31,15676765300
2023-02-01,15881051760
2023-02-02,15911504400
2023-02-03,15930537300
2023-02-06,15850599120
2023-02-07,15552417020
2023-02-08,15403960400
2023-02-09,15461059100
2023-02-10,15442026200
2023-02-13,15567643340
2023-02-14,15546072720
2023-02-15,15579063080
2023-02-16,15549879300
2023-02-17,15466134540
2023-02-21,15099434000
2023-02-22,15209824820
2023-02-23,15223782280
2023-02-24,15334173100
2023-02-27,15398884960
2023-02-28,15162877000
2023-03-01,15146381820
2023-03-02,15369701180
2023-03-03,15653925820
2023-03-06,15496587180
2023-03-07,15367163460
2023-03-08,15363356880
2023-03-09,14966203700
2023-03-10,14605847460
2023-03-13,14751766360
2023-03-14,15057561620
2023-03-15,14642644400
2023-03-16,14896416400
2023-03-17,14345731160
2023-03-20,14468810580
2023-03-21,14577932540
2023-03-22,14329235980
2023-03-23,14170628480
2023-03-24,14254373240
2023-03-27,14471348300
