,SYK
2013-11-26,28311887999
2013-11-27,28213504000
2013-11-29,28160528000
2013-12-02,28099984000
2013-12-03,27975112000
2013-12-04,27732936000
2013-12-05,27683744000
2013-12-06,28198368000
2013-12-09,28232424000
2013-12-10,28152960000
2013-12-11,27521032000
2013-12-12,27184256000
2013-12-13,27078304000
2013-12-16,27078304000
2013-12-17,27112360000
2013-12-18,27910784000
2013-12-19,27944839999
2013-12-20,28274048000
2013-12-23,28383784000
2013-12-24,28380000000
2013-12-26,28527576000
2013-12-27,28402704000
2013-12-30,28387568000
2013-12-31,28417948000
2014-01-02,28225066000
2014-01-03,28304488000
2014-01-06,28497369999
2014-01-07,28659996000
2014-01-08,29128964000
2014-01-09,29117617999
2014-01-10,29556330000
2014-01-13,29284026000
2014-01-14,29560112000
2014-01-15,29594150000
2014-01-16,29756776000
2014-01-17,29575240000
2014-01-21,29722738000
2014-01-22,29718956000
2014-01-23,29416396000
2014-01-24,28792366000
2014-01-27,28864223999
2014-01-28,29287808000
2014-01-29,29083580000
2014-01-30,29552548000
2014-01-31,29348319999
2014-02-03,28920954000
2014-02-04,29026850000
2014-02-05,29121400000
2014-02-06,29579021999
2014-02-07,30040426000
2014-02-10,30414844000
2014-02-11,30687148000
2014-02-12,30615290000
2014-02-13,31296050000
2014-02-14,31522969999
2014-02-18,31246884000
2014-02-19,30876248000
2014-02-20,31258230000
2014-02-21,31050219999
2014-02-24,31243102000
2014-02-25,30857338000
2014-02-26,30683366000
2014-02-27,30698494000
2014-02-28,30346767999
2014-03-03,30218180000
2014-03-04,30963234000
2014-03-05,30664456000
2014-03-06,30615290000
2014-03-07,30876248000
2014-03-10,30936760000
2014-03-11,30872466000
2014-03-12,30872466000
2014-03-13,30717404000
2014-03-14,30358114000
2014-03-17,30554778000
2014-03-18,30834646000
2014-03-19,30717404000
2014-03-20,30747660000
2014-03-21,30581252000
2014-03-24,29995042000
2014-03-25,30233308000
2014-03-26,30100938000
2014-03-27,30206834000
2014-03-28,30460228000
2014-03-31,30860836000
2014-04-01,31016144000
2014-04-02,31171452000
2014-04-03,31868444000
2014-04-04,31288879999
2014-04-07,30769924000
2014-04-08,30781288000
2014-04-09,31099479999
2014-04-10,30167632000
2014-04-11,30061568000
2014-04-14,30228240000
2014-04-15,30141115999
2014-04-16,29944140000
2014-04-17,29841864000
2014-04-21,30107024000
2014-04-22,29826711999
2014-04-23,29694132000
2014-04-24,29500944000
2014-04-25,29061536000
2014-04-28,29103204000
2014-04-29,29508520000
2014-04-30,29451700000
2014-05-01,29330484000
2014-05-02,29478215999
2014-05-05,29860804000
2014-05-06,29940352000
2014-05-07,30084296000
2014-05-08,30319152000
2014-05-09,30538856000
2014-05-12,30720679999
2014-05-13,30436579999
2014-05-14,30345668000
2014-05-15,29970656000
2014-05-16,30341879999
2014-05-19,30341879999
2014-05-20,30322940000
2014-05-21,30444156000
2014-05-22,30527492000
2014-05-23,30406276000
2014-05-27,30440368000
2014-05-28,31304032000
2014-05-29,31777532000
2014-05-30,32004811999
2014-06-02,32133604000
2014-06-03,32372247999
2014-06-04,32398764000
2014-06-05,32493464000
2014-06-06,32410128000
2014-06-09,32387400000
2014-06-10,32235879999
2014-06-11,32107088000
2014-06-12,31735864000
2014-06-13,31607072000
2014-06-16,32050268000
2014-06-17,31743440000
2014-06-18,31982084000
2014-06-19,32440432000
2014-06-20,32607104000
2014-06-23,32296488000
2014-06-24,32095724000
2014-06-25,32387400000
2014-06-26,32050268000
2014-06-27,31807836000
2014-06-30,31906687999
2014-07-01,32353200000
2014-07-02,32315360000
2014-07-03,32402392000
2014-07-07,32375904000
2014-07-08,31759112000
2014-07-09,31778032000
2014-07-10,31664512000
2014-07-11,31793168000
2014-07-14,31577480000
2014-07-15,31308815999
2014-07-16,31138536000
2014-07-17,30919063999
2014-07-18,31089344000
2014-07-21,30873656000
2014-07-22,30987176000
2014-07-23,30956904000
2014-07-24,30570936000
2014-07-25,30438496000
2014-07-28,30306056000
2014-07-29,30355248000
2014-07-30,30427144000
2014-07-31,30184968000
2014-08-01,30272000000
2014-08-04,30491472000
2014-08-05,30268215999
2014-08-06,30203887999
2014-08-07,29988200000
2014-08-08,30200104000
2014-08-11,30101720000
2014-08-12,30116856000
2014-08-13,30555800000
2014-08-14,30620128000
2014-08-15,30449848000
2014-08-18,30771487999
2014-08-19,31021232000
2014-08-20,30987176000
2014-08-21,31369360000
2014-08-22,31081776000
2014-08-25,31380712000
2014-08-26,31350439999
2014-08-27,31153672000
2014-08-28,31282328000
2014-08-29,31524504000
2014-09-02,31452608000
2014-09-03,31600184000
2014-09-04,31532072000
2014-09-05,31834792000
2014-09-08,31887768000
2014-09-09,31691000000
2014-09-10,31751544000
2014-09-11,31876415999
2014-09-12,31581263999
2014-09-15,31558560000
2014-09-16,31808304000
2014-09-17,31762896000
2014-09-18,31812087999
2014-09-19,31346656000
2014-09-22,31081776000
2014-09-23,30843384000
2014-09-24,31077992000
2014-09-25,30737432000
2014-09-26,30839600000
2014-09-29,30847168000
2014-09-30,30563875000
2014-10-01,30783405000
2014-10-02,30938589999
2014-10-03,31230035000
2014-10-06,31680450000
2014-10-07,31203540000
2014-10-08,31926474999
2014-10-09,31385220000
2014-10-10,30999150000
2014-10-13,30741770000
2014-10-14,30522240000
2014-10-15,30083180000
2014-10-16,29977200000
2014-10-17,30385980000
2014-10-20,30658500000
2014-10-21,31089990000
2014-10-22,31248960000
2014-10-23,31616105000
2014-10-24,31877270000
2014-10-27,31937830000
2014-10-28,32622915000
2014-10-29,32808380000
2014-10-30,32944640000
2014-10-31,33130105000
2014-11-03,32872724999
2014-11-04,33175525000
2014-11-05,33315570000
2014-11-06,33516175000
2014-11-07,33107395000
2014-11-10,33474540000
2014-11-11,33565380000
2014-11-12,33527530000
2014-11-13,33625940000
2014-11-14,33308000000
2014-11-17,33508605000
2014-11-18,34125560000
2014-11-19,33928740000
2014-11-20,33932525000
2014-11-21,34106635000
2014-11-24,34594900000
2014-11-25,34784150000
2014-11-26,34962045000
2014-11-28,35166435000
2014-12-01,35185360000
2014-12-02,35828810000
2014-12-03,35772035000
2014-12-04,35722830000
2014-12-05,35813670000
2014-12-08,35806100000
2014-12-09,35734185000
2014-12-10,35064240000
2014-12-11,35355685000
2014-12-12,34822000000
2014-12-15,34594900000
2014-12-16,34360230000
2014-12-17,35136155000
2014-12-18,36271655000
2014-12-19,35878015000
2014-12-22,35953715000
2014-12-23,36566885000
2014-12-24,36336000000
2014-12-26,36199740000
2014-12-29,36127825000
2014-12-30,36169460000
2014-12-31,35741637000
2015-01-02,35612811000
2015-01-05,35063406000
2015-01-06,35014149000
2015-01-07,35677224000
2015-01-08,36283464000
2015-01-09,35843940000
2015-01-12,35624178000
2015-01-13,35699958000
2015-01-14,35332425000
2015-01-15,34669350000
2015-01-16,35029305000
2015-01-20,34733763000
2015-01-21,34900479000
2015-01-22,35377893000
2015-01-23,35124030000
2015-01-26,35067195000
2015-01-27,34983837000
2015-01-28,35142975000
2015-01-29,35495352000
2015-01-30,34498845000
2015-02-02,34767864000
2015-02-03,35139186000
2015-02-04,35036883000
2015-02-05,35491563000
2015-02-06,35127819000
2015-02-09,34820910000
2015-02-10,35260434000
2015-02-11,35222544000
2015-02-12,35377893000
2015-02-13,35809839000
2015-02-17,36022023000
2015-02-18,36090225000
2015-02-19,35828784000
2015-02-20,36090225000
2015-02-23,36222840000
2015-02-24,35950032000
2015-02-25,35832573000
2015-02-26,35768160000
2015-02-27,35900775000
2015-03-02,36378189000
2015-03-03,35025516000
2015-03-04,34998993000
2015-03-05,35233911000
2015-03-06,34127522999
2015-03-09,34487478000
2015-03-10,34214670000
2015-03-11,34275293999
2015-03-12,34839855000
2015-03-13,34589781000
2015-03-16,35154342000
2015-03-17,34817121000
2015-03-18,35279379000
2015-03-19,35453673000
2015-03-20,35483985000
2015-03-23,35506719000
2015-03-24,35396838000
2015-03-25,34968681000
2015-03-26,34680717000
2015-03-27,35070984000
2015-03-30,35446095000
2015-03-31,34778250000
2015-04-01,34374860000
2015-04-02,34352240000
2015-04-06,34593520000
2015-04-07,34487960000
2015-04-08,34691540000
2015-04-09,35087390000
2015-04-10,35339980000
2015-04-13,35098700000
2015-04-14,34887580000
2015-04-15,34793330000
2015-04-16,34751860000
2015-04-17,34872500000
2015-04-20,35192950000
2015-04-21,35705670000
2015-04-22,36361650000
2015-04-23,36636860000
2015-04-24,36531300000
2015-04-27,35675510000
2015-04-28,35852700000
2015-04-29,35558640000
2015-04-30,34774480000
2015-05-01,35211800000
2015-05-04,35298510000
2015-05-05,35023300000
2015-05-06,34895120000
2015-05-07,34913970000
2015-05-08,35649120000
2015-05-11,35573720000
2015-05-12,35091160000
2015-05-13,35027070000
2015-05-14,35913020000
2015-05-15,36007270000
2015-05-18,36414430000
2015-05-19,36448360000
2015-05-20,36486060000
2015-05-21,36342800000
2015-05-22,36357880000
2015-05-26,36014810000
2015-05-27,36414430000
2015-05-28,36282480000
2015-05-29,36241010000
2015-06-01,36237240000
2015-06-02,36233470000
2015-06-03,36207080000
2015-06-04,35830080000
2015-06-05,35890400000
2015-06-08,35671740000
2015-06-09,35498320000
2015-06-10,36195770000
2015-06-11,36395580000
2015-06-12,36067590000
2015-06-15,35690590000
2015-06-16,35875320000
2015-06-17,35852700000
2015-06-18,36625550000
2015-06-19,36523760000
2015-06-22,36719800000
2015-06-23,36425740000
2015-06-24,36463440000
2015-06-25,36361650000
2015-06-26,36697180000
2015-06-29,35950720000
2015-06-30,35962991000
2015-07-01,36151141000
2015-07-02,36034488000
2015-07-06,36121037000
2015-07-07,36463470000
2015-07-08,35906546000
2015-07-09,35996858000
2015-07-10,36264031000
2015-07-13,36738169000
2015-07-14,36975238000
2015-07-15,36693013000
2015-07-16,36941371000
2015-07-17,36956423000
2015-07-20,37020394000
2015-07-21,37276278000
2015-07-22,37080602000
2015-07-23,36971475000
2015-07-24,37995011000
2015-07-27,37637526000
2015-07-28,38235843000
2015-07-29,38375074000
2015-07-30,38322392000
2015-07-31,38484201000
2015-08-03,38198213000
2015-08-04,38186924000
2015-08-05,38804056000
2015-08-06,38126716000
2015-08-07,37983722000
2015-08-10,38454097000
2015-08-11,38314866000
2015-08-12,38807819000
2015-08-13,38747611000
2015-08-14,38999732000
2015-08-17,39187882000
2015-08-18,39251853000
2015-08-19,39334639000
2015-08-20,38578276000
2015-08-21,37392931000
2015-08-24,35978043000
2015-08-25,35932887000
2015-08-26,37182203000
2015-08-27,38036404000
2015-08-28,37513347000
2015-08-31,37121995000
2015-09-01,35921598000
2015-09-02,36463470000
2015-09-03,36380684000
2015-09-04,35876442000
2015-09-08,37091891000
2015-09-09,36610227000
2015-09-10,36990290000
2015-09-11,37498295000
2015-09-14,37163388000
2015-09-15,37573555000
2015-09-16,37855780000
2015-09-17,37840728000
2015-09-18,37336486000
2015-09-21,37483243000
2015-09-22,37088128000
2015-09-23,37099417000
2015-09-24,36960186000
2015-09-25,36463470000
2015-09-28,34770120000
2015-09-29,35082449000
2015-09-30,35221630000
2015-10-01,35524813000
2015-10-02,36104978000
2015-10-05,36265927000
2015-10-06,35528556000
2015-10-07,35932800000
2015-10-08,36438105000
2015-10-09,36587825000
2015-10-12,36872293000
2015-10-13,36520451000
2015-10-14,36269670000
2015-10-15,36939667000
2015-10-16,37441229000
2015-10-19,37602178000
2015-10-20,37134303000
2015-10-21,37351397000
2015-10-22,36879779000
2015-10-23,35348892000
2015-10-26,35146770000
2015-10-27,35124312000
2015-10-28,35846711000
2015-10-29,35876655000
2015-10-30,35790566000
2015-11-02,36198553000
2015-11-03,36232240000
2015-11-04,36494250000
2015-11-05,36527937000
2015-11-06,36531680000
2015-11-09,36235983000
2015-11-10,36531680000
2015-11-11,36542909000
2015-11-12,35786823000
2015-11-13,35794309000
2015-11-16,36179838000
2015-11-17,36161123000
2015-11-18,36310843000
2015-11-19,35711963000
2015-11-20,36112464000
2015-11-23,35962744000
2015-11-24,36161123000
2015-11-25,36389446000
2015-11-27,36715087000
2015-11-30,36104978000
2015-12-01,36228497000
2015-12-02,36030118000
2015-12-03,34652694000
2015-12-04,35311462000
2015-12-07,35236602000
2015-12-08,35004536000
2015-12-09,34555376000
2015-12-10,34783699000
2015-12-11,34510460000
2015-12-14,34214763000
2015-12-15,34600292000
2015-12-16,35157999000
2015-12-17,34701353000
2015-12-18,34158618000
2015-12-21,34218506000
2015-12-22,34708839000
2015-12-23,35229116000
2015-12-24,35318948000
2015-12-28,35165485000
2015-12-29,35487383000
2015-12-30,35277775000
2015-12-31,34685208000
2016-01-04,33595464000
2016-01-05,33920148000
2016-01-06,33867900000
2016-01-07,33005808000
2016-01-08,32800548000
2016-01-11,32666196000
2016-01-12,33114036000
2016-01-13,33330492000
2016-01-14,33931344000
2016-01-15,34002252000
2016-01-19,34170192000
2016-01-20,33961200000
2016-01-21,34293348000
2016-01-22,35047212000
2016-01-25,35233812000
2016-01-26,35834664000
2016-01-27,36797520000
2016-01-28,36316092000
2016-01-29,37002780000
2016-02-01,37010244000
2016-02-02,36957996000
2016-02-03,36980388000
2016-02-04,37148328000
2016-02-05,36166812000
2016-02-08,35849592000
2016-02-09,36066048000
2016-02-10,36610920000
2016-02-11,35886912000
2016-02-12,36323556000
2016-02-16,36349680000
2016-02-17,35935428000
2016-02-18,36178008000
2016-02-19,36469104000
2016-02-22,36961728000
2016-02-23,36898284000
2016-02-24,37159524000
2016-02-25,37991760000
2016-02-26,37827552000
2016-02-29,37275216000
2016-03-01,37663344000
2016-03-02,37887264000
2016-03-03,38402280000
2016-03-04,38607540000
2016-03-07,38379888000
2016-03-08,38357496000
2016-03-09,38484384000
2016-03-10,38719500000
2016-03-11,39186000000
2016-03-14,39256908000
2016-03-15,39130020000
2016-03-16,39260640000
2016-03-17,38551560000
2016-03-18,39167340000
2016-03-21,39133752000
2016-03-22,39163608000
2016-03-23,39406188000
2016-03-24,39268104000
2016-03-28,39208392000
2016-03-29,39883884000
2016-03-30,39951060000
2016-03-31,40147918000
2016-04-01,40608184000
2016-04-04,40911286000
2016-04-05,40054368000
2016-04-06,40499666000
2016-04-07,40394890000
2016-04-08,40615668000
2016-04-11,40507150000
2016-04-12,40956190000
2016-04-13,41019804000
2016-04-14,41199420000
2016-04-15,41087160000
2016-04-18,41307938000
2016-04-19,41060966000
2016-04-20,41435166000
2016-04-21,40903802000
2016-04-22,40937480000
2016-04-25,40971158000
2016-04-26,40978642000
2016-04-27,41176968000
2016-04-28,40997352000
2016-04-29,40791542000
2016-05-02,41139548000
2016-05-03,40851414000
2016-05-04,40634378000
2016-05-05,41206904000
2016-05-06,41614782000
2016-05-09,41655944000
2016-05-10,41816850000
2016-05-11,41715816000
2016-05-12,41843044000
2016-05-13,41502522000
2016-05-16,42041370000
2016-05-17,41214388000
2016-05-18,41109612000
2016-05-19,40971158000
2016-05-20,41255550000
2016-05-23,41263034000
2016-05-24,41786914000
2016-05-25,41861754000
2016-05-26,41753236000
2016-05-27,41824334000
2016-05-31,41596072000
2016-06-01,41783172000
2016-06-02,42157372000
2016-06-03,42494152000
2016-06-06,42482926000
2016-06-07,42131178000
2016-06-08,42767318000
2016-06-09,43156486000
2016-06-10,42868352000
2016-06-13,42823448000
2016-06-14,43190164000
2016-06-15,42786028000
2016-06-16,42890804000
2016-06-17,42800996000
2016-06-20,43440878000
2016-06-21,43579332000
2016-06-22,43639204000
2016-06-23,44297796000
2016-06-24,43627978000
2016-06-27,42950676000
2016-06-28,43392232000
2016-06-29,44458702000
2016-06-30,44864352000
2016-07-01,45081504000
2016-07-05,45381024000
2016-07-06,45336096000
2016-07-07,45313632000
2016-07-08,45785376000
2016-07-11,45920160000
2016-07-12,45983808000
2016-07-13,45867744000
2016-07-14,45789120000
2016-07-15,45706752000
2016-07-18,45534528000
2016-07-19,45586944000
2016-07-20,45811584000
2016-07-21,45886464000
2016-07-22,43816032000
2016-07-25,43404192000
2016-07-26,43595136000
2016-07-27,42992352000
2016-07-28,43041024000
2016-07-29,43535232000
2016-08-01,43812288000
2016-08-02,43318080000
2016-08-03,42988608000
2016-08-04,42999840000
2016-08-05,43018560000
2016-08-08,42988608000
2016-08-09,43224480000
2016-08-10,43254432000
2016-08-11,43254432000
2016-08-12,43269408000
2016-08-15,43142112000
2016-08-16,42486912000
2016-08-17,42363360000
2016-08-18,42588000000
2016-08-19,42595488000
2016-08-22,42734016000
2016-08-23,42535584000
2016-08-24,42164928000
2016-08-25,42423264000
2016-08-26,42846336000
2016-08-29,43535232000
2016-08-30,43407936000
2016-08-31,43303104000
2016-09-01,43142112000
2016-09-02,43280640000
2016-09-06,43763616000
2016-09-07,43119648000
2016-09-08,43007328000
2016-09-09,41386176000
2016-09-12,42194880000
2016-09-13,41378688000
2016-09-14,41562144000
2016-09-15,42494400000
2016-09-16,42801408000
2016-09-19,42838848000
2016-09-20,42906240000
2016-09-21,43595136000
2016-09-22,44343936000
2016-09-23,44089344000
2016-09-26,43509024000
2016-09-27,44104320000
2016-09-28,43920864000
2016-09-29,43318080000
2016-09-30,43595545000
2016-10-03,43610525000
2016-10-04,43539370000
2016-10-05,43689170000
2016-10-06,43685425000
2016-10-07,43558095000
2016-10-10,44134825000
2016-10-11,42591885000
2016-10-12,42663040000
2016-10-13,42535710000
2016-10-14,42561925000
2016-10-17,42531965000
2016-10-18,42996345000
2016-10-19,42816585000
2016-10-20,42898975000
2016-10-21,42584395000
2016-10-24,42966385000
2016-10-25,42389655000
2016-10-26,41153805000
2016-10-27,41090140000
2016-10-28,42794115000
2016-10-31,43198575000
2016-11-01,42988855000
2016-11-02,43254750000
2016-11-03,43310925000
2016-11-04,43872675000
2016-11-07,44820160000
2016-11-08,45258325000
2016-11-09,43531880000
2016-11-10,42704235000
2016-11-11,41329820000
2016-11-14,39951660000
2016-11-15,41097630000
2016-11-16,40966555000
2016-11-17,41438425000
2016-11-18,41734280000
2016-11-21,41745515000
2016-11-22,41457150000
2016-11-23,41850375000
2016-11-25,42258580000
2016-11-28,42299775000
2016-11-29,43221045000
2016-11-30,42565670000
2016-12-01,41850375000
2016-12-02,41973960000
2016-12-05,41947745000
2016-12-06,42164955000
2016-12-07,42569415000
2016-12-08,43258495000
2016-12-09,43629250000
2016-12-12,44033710000
2016-12-13,44052435000
2016-12-14,43715385000
2016-12-15,44498090000
2016-12-16,44471875000
2016-12-19,44494345000
2016-12-20,44756495000
2016-12-21,44715300000
2016-12-22,45119760000
2016-12-23,45224620000
2016-12-27,45258325000
2016-12-28,44895060000
2016-12-29,45134740000
2016-12-30,44868845000
2017-01-03,44595162000
2017-01-04,44845340000
2017-01-05,44352452000
2017-01-06,43967850000
2017-01-09,44442068000
2017-01-10,45517460000
2017-01-11,46174644000
2017-01-12,46025284000
2017-01-13,45898328000
2017-01-17,45760170000
2017-01-18,45704160000
2017-01-19,45603342000
2017-01-20,45461450000
2017-01-23,45334494000
2017-01-24,45368100000
2017-01-25,45222474000
2017-01-26,45117922000
2017-01-27,46036486000
2017-01-30,45745234000
2017-01-31,46126102000
2017-02-01,45973008000
2017-02-02,46073826000
2017-02-03,46062624000
2017-02-06,45678022000
2017-02-07,45745234000
2017-02-08,45707894000
2017-02-09,46047688000
2017-02-10,46043954000
2017-02-13,46424822000
2017-02-14,46772084000
2017-02-15,46958784000
2017-02-16,46955050000
2017-02-17,47175356000
2017-02-21,47481544000
2017-02-22,47530086000
2017-02-23,48045377999
2017-02-24,48269418000
2017-02-27,48011772000
2017-02-28,48004304000
2017-03-01,48934070000
2017-03-02,48836986000
2017-03-03,48616679999
2017-03-06,48426246000
2017-03-07,48220875999
2017-03-08,48295556000
2017-03-09,48471054000
2017-03-10,48542000000
2017-03-13,49057292000
2017-03-14,48904198000
2017-03-15,49598722000
2017-03-16,49102100000
2017-03-17,49535244000
2017-03-20,49509106000
2017-03-21,49430692000
2017-03-22,49456829999
2017-03-23,49135706000
2017-03-24,49479234000
2017-03-27,49471766000
2017-03-28,49550179999
2017-03-29,49251460000
2017-03-30,49270129999
2017-03-31,49223935000
2017-04-03,49328627000
2017-04-04,49134199000
2017-04-05,49048202000
2017-04-06,48921076000
2017-04-07,48921076000
2017-04-10,48879946999
2017-04-11,48827601000
2017-04-12,48760299000
2017-04-13,48580827000
2017-04-17,48969683000
2017-04-18,48947249000
2017-04-19,49287498000
2017-04-20,49638964000
2017-04-21,49706266000
2017-04-24,50270854999
2017-04-25,50697101000
2017-04-26,50921441000
2017-04-27,50614843000
2017-04-28,50988743000
2017-05-01,50764403000
2017-05-02,50913962999
2017-05-03,50741969000
2017-05-04,50469021999
2017-05-05,50835444000
2017-05-08,50420415000
2017-05-09,50427893000
2017-05-10,50117556000
2017-05-11,50416676000
2017-05-12,50409198000
2017-05-15,50861617000
2017-05-16,50390503000
2017-05-17,49930606000
2017-05-18,50416676000
2017-05-19,51153259000
2017-05-22,51837495999
2017-05-23,52308610000
2017-05-24,52342261000
2017-05-25,52663815000
2017-05-26,52820853000
2017-05-30,53086321999
2017-05-31,53452744000
2017-06-01,54103329999
2017-06-02,54021071999
2017-06-05,53923858000
2017-06-06,53860295000
2017-06-07,54006116000
2017-06-08,53254577000
2017-06-09,53045193000
2017-06-12,52577818000
2017-06-13,52787202000
2017-06-14,53052670999
2017-06-15,52805896999
2017-06-16,53183536000
2017-06-19,52861982000
2017-06-20,52712421999
2017-06-21,52645120000
2017-06-22,52802158000
2017-06-23,52764768000
2017-06-26,52312349000
2017-06-27,52192701000
2017-06-28,52271220000
2017-06-29,51901059000
2017-06-30,51931476000
2017-07-03,51721924000
2017-07-05,52290708000
2017-07-06,52114834000
2017-07-07,52807104000
2017-07-10,52597552000
2017-07-11,52575100000
2017-07-12,54019512000
2017-07-13,53585439999
2017-07-14,54408680000
2017-07-17,54187902000
2017-07-18,54397454000
2017-07-19,54715524000
2017-07-20,55157080000
2017-07-21,54704298000
2017-07-24,54947528000
2017-07-25,54655652000
2017-07-26,54539650000
2017-07-27,53903510000
2017-07-28,55306760000
2017-07-31,55044820000
2017-08-01,55332954000
2017-08-02,54311387999
2017-08-03,54771654000
2017-08-04,54831526000
2017-08-07,54906365999
2017-08-08,54685587999
2017-08-09,54326356000
2017-08-10,53851122000
2017-08-11,53952156000
2017-08-14,54633200000
2017-08-15,55172048000
2017-08-16,55160822000
2017-08-17,54393712000
2017-08-18,53993318000
2017-08-21,54307646000
2017-08-22,54449842000
2017-08-23,51774312000
2017-08-24,51927734000
2017-08-25,52343096000
2017-08-28,52227094000
2017-08-29,52167222000
2017-08-30,52137286000
2017-08-31,52900654000
2017-09-01,52795878000
2017-09-05,52990462000
2017-09-06,52807104000
2017-09-07,53218724000
2017-09-08,53323500000
2017-09-11,53768798000
2017-09-12,53708926000
2017-09-13,53521826000
2017-09-14,54068158000
2017-09-15,53839896000
2017-09-18,54083126000
2017-09-19,53525568000
2017-09-20,53402082000
2017-09-21,52638713999
2017-09-22,52721037999
2017-09-25,52440387999
2017-09-26,52792136000
2017-09-27,52750974000
2017-09-28,52470324000
2017-09-29,53143884000
2017-10-02,53730144000
2017-10-03,53775072000
2017-10-04,54651168000
2017-10-05,55527264000
2017-10-06,55785600000
2017-10-09,54636192000
2017-10-10,54171936000
2017-10-11,54815904000
2017-10-12,54872064000
2017-10-13,54920736000
2017-10-16,55145376000
2017-10-17,55706976000
2017-10-18,55650815999
2017-10-19,55905408000
2017-10-20,56343456000
2017-10-23,56130047999
2017-10-24,56043936000
2017-10-25,56227392000
2017-10-26,55718208000
2017-10-27,59806656000
2017-10-30,58170528000
2017-10-31,57983328000
2017-11-01,57818592000
2017-11-02,58039488000
2017-11-03,58473792000
2017-11-06,58275360000
2017-11-07,58488768000
2017-11-08,58578624000
2017-11-09,58638528000
2017-11-10,57837311999
2017-11-13,58312800000
2017-11-14,58387679999
2017-11-15,57957120000
2017-11-16,58586111999
2017-11-17,58181760000
2017-11-20,57938400000
2017-11-21,58305311999
2017-11-22,57953376000
2017-11-24,57908447999
2017-11-27,58076928000
2017-11-28,58324032000
2017-11-29,57695040000
2017-11-30,58406400000
2017-12-01,58357728000
2017-12-04,57043584000
2017-12-05,56920032000
2017-12-06,56818944000
2017-12-07,56590560000
2017-12-08,56882592000
2017-12-11,57174624000
2017-12-12,57534047999
2017-12-13,57399264000
2017-12-14,56661696000
2017-12-15,57751200000
2017-12-18,58215456000
2017-12-19,58129344000
2017-12-20,57949632000
2017-12-21,57695040000
2017-12-22,57710015999
2017-12-26,57736224000
2017-12-27,58264128000
2017-12-28,58264128000
2017-12-29,57972096000
2018-01-02,59054600000
2018-01-03,59387460000
2018-01-04,59368760000
2018-01-05,60236440000
2018-01-08,61059240000
2018-01-09,60131720000
2018-01-10,59667960000
2018-01-11,59316400000
2018-01-12,59178019999
2018-01-16,59641780000
2018-01-17,59940980000
2018-01-18,59944720000
2018-01-19,60318720000
2018-01-22,60782480000
2018-01-23,60565560000
2018-01-24,61519260000
2018-01-25,61915700000
2018-01-26,63172340000
2018-01-29,63112500000
2018-01-30,63000299999
2018-01-31,61478120000
2018-02-01,61627720000
2018-02-02,60681500000
2018-02-05,57745600000
2018-02-06,57648359999
2018-02-07,57472579999
2018-02-08,55355740000
2018-02-09,56556280000
2018-02-12,57468840000
2018-02-13,57805440000
2018-02-14,58433760000
2018-02-15,59293960000
2018-02-16,59791380000
2018-02-20,59368760000
2018-02-21,59047120000
2018-02-22,59451040000
2018-02-23,60475799999
2018-02-26,61997980000
2018-02-27,61380880000
2018-02-28,60647840000
2018-03-01,59574460000
2018-03-02,60139200000
2018-03-05,60789960000
2018-03-06,60861019999
2018-03-07,60958260000
2018-03-08,61092900000
2018-03-09,62237340000
2018-03-12,62790859999
2018-03-13,62499140000
2018-03-14,62226120000
2018-03-15,62252299999
2018-03-16,62648740000
2018-03-19,62095220000
2018-03-20,62274740000
2018-03-21,61609019999
2018-03-22,60142940000
2018-03-23,58931180000
2018-03-26,59989600000
2018-03-27,59293960000
2018-03-28,59080780000
2018-03-29,60184079999
2018-04-02,58421875000
2018-04-03,59483751000
2018-04-04,59386537000
2018-04-05,59850173000
2018-04-06,58018062999
2018-04-09,58720995000
2018-04-10,59966082000
2018-04-11,59020115000
2018-04-12,59285584000
2018-04-13,59207065000
2018-04-16,60594234000
2018-04-17,61188735000
2018-04-18,61585069000
2018-04-19,61151345000
2018-04-20,61413075000
2018-04-23,62359042000
2018-04-24,61585069000
2018-04-25,61835582000
2018-04-26,62856329000
2018-04-27,63813512999
2018-04-30,63346137999
2018-05-01,63166666000
2018-05-02,62452517000
2018-05-03,62370259000
2018-05-04,62815200000
2018-05-07,62620771999
2018-05-08,62299218000
2018-05-09,62587120999
2018-05-10,63177883000
2018-05-11,63368571999
2018-05-14,63245185000
2018-05-15,62897458000
2018-05-16,64221064000
2018-05-17,64034114000
2018-05-18,64613659000
2018-05-21,64961386000
2018-05-22,64647310000
2018-05-23,65589537999
2018-05-24,65447456000
2018-05-25,64976342000
2018-05-29,64437926000
2018-05-30,65458673000
2018-05-31,65066078000
2018-06-01,65604494000
2018-06-04,65944743000
2018-06-05,66262558000
2018-06-06,67219742000
2018-06-07,66610285000
2018-06-08,66909404999
2018-06-11,63480742000
2018-06-12,60773706000
2018-06-13,62291740000
2018-06-14,63095625000
2018-06-15,62957282000
2018-06-18,63656475000
2018-06-19,63462046999
2018-06-20,63391006000
2018-06-21,63491959000
2018-06-22,64310800000
2018-06-25,63667692000
2018-06-26,64404275000
2018-06-27,63248924000
2018-06-28,63177883000
2018-06-29,63136754000
2018-07-02,63582036000
2018-07-03,63518439000
2018-07-05,64094553000
2018-07-06,64760451000
2018-07-09,64947501000
2018-07-10,65235558000
2018-07-11,64876421999
2018-07-12,65216853000
2018-07-13,65205630000
2018-07-16,64876421999
