,NKE
2018-07-17,123487180000
2018-07-18,122084460000
2018-07-19,122658300000
2018-07-20,122674239999
2018-07-23,122084460000
2018-07-24,120394820000
2018-07-25,122993040000
2018-07-26,124571100000
2018-07-27,122562660000
2018-07-30,121080239999
2018-07-31,122594540000
2018-08-01,123598760000
2018-08-02,125368100000
2018-08-03,125511559999
2018-08-06,126738940000
2018-08-07,128364820000
2018-08-08,128317000000
2018-08-09,129528440000
2018-08-10,128683620000
2018-08-13,127759100000
2018-08-14,127743160000
2018-08-15,126834579999
2018-08-16,127599700000
2018-08-17,127121500000
2018-08-20,130994920000
2018-08-21,132222300000
2018-08-22,131728160000
2018-08-23,132158540000
2018-08-24,131425300000
2018-08-27,131744100000
2018-08-28,131632520000
2018-08-29,131967260000
2018-08-30,129751600000
2018-08-31,129991080000
2018-09-04,125879439999
2018-09-05,126385488000
2018-09-06,127144560000
2018-09-07,126986420000
2018-09-10,129832939999
2018-09-11,130671082000
2018-09-12,131256200000
2018-09-13,131999458000
2018-09-14,132031085999
2018-09-17,131667364000
2018-09-18,134830164000
2018-09-19,133517602000
2018-09-20,135004118000
2018-09-21,135288770000
2018-09-24,133264578000
2018-09-25,134086906000
2018-09-26,132363180000
2018-09-27,133691556000
2018-09-28,133976208000
2018-10-01,133565043999
2018-10-02,130892478000
2018-10-03,130465500000
2018-10-04,126796652000
2018-10-05,126701768000
2018-10-08,126875722000
2018-10-09,127176188000
2018-10-10,118510116000
2018-10-11,117830114000
2018-10-12,120044074000
2018-10-15,118589185999
2018-10-16,122526872000
2018-10-17,120945472000
2018-10-18,119553839999
2018-10-19,117355693999
2018-10-22,118446860000
2018-10-23,115995689999
2018-10-24,114050568000
2018-10-25,115600339999
2018-10-26,113971497999
2018-10-29,114161266000
2018-10-30,117830114000
2018-10-31,118668256000
2018-11-01,121435706000
2018-11-02,121103612000
2018-11-05,122605942000
2018-11-06,121087797999
2018-11-07,123301758000
2018-11-08,123001292000
2018-11-09,120755704000
2018-11-12,118763139999
2018-11-13,118921280000
2018-11-14,118921280000
2018-11-15,117545462000
2018-11-16,118193835999
2018-11-19,114683128000
2018-11-20,112469168000
2018-11-21,114445918000
2018-11-23,113054285999
2018-11-26,114983593999
2018-11-27,114003126000
2018-11-28,118067324000
2018-11-29,117561276000
2018-11-30,118148736000
2018-12-03,122584032000
2018-12-04,119202512000
2018-12-06,118809312000
2018-12-07,115349152000
2018-12-10,114043728000
2018-12-11,115710895999
2018-12-12,116890495999
2018-12-13,114704304000
2018-12-14,114075184000
2018-12-17,109938720000
2018-12-18,111904720000
2018-12-19,108476016000
2018-12-20,106211184000
2018-12-21,113823536000
2018-12-24,107107679999
2018-12-26,114830128000
2018-12-27,115868176000
2018-12-28,115349152000
2018-12-31,116607392000
2019-01-02,116481568000
2019-01-03,114421200000
2019-01-04,117409520000
2019-01-07,119092416000
2019-01-08,120680944000
2019-01-09,120460752000
2019-01-10,120193376000
2019-01-11,119595712000
2019-01-14,119674352000
2019-01-15,122489664000
2019-01-16,122175104000
2019-01-17,124455664000
2019-01-18,126531760000
2019-01-22,127003600000
2019-01-23,126610400000
2019-01-24,126516032000
2019-01-25,126783408000
2019-01-28,126327295999
2019-01-29,126170016000
2019-01-30,127837184000
2019-01-31,128780864000
2019-02-01,128198928000
2019-02-04,128953871999
2019-02-05,130322208000
2019-02-06,130086287999
2019-02-07,129582992000
2019-02-08,129535808000
2019-02-11,131611904000
2019-02-12,133231887999
2019-02-13,134317120000
2019-02-14,133184704000
2019-02-15,134285664000
2019-02-19,133011695999
2019-02-20,133436352000
2019-02-21,132036560000
2019-02-22,133310528000
2019-02-25,133955376000
2019-02-26,134946240000
2019-02-27,135528176000
2019-02-28,134613246000
2019-03-01,136858632000
2019-03-04,134471928000
2019-03-05,134157888000
2019-03-06,133671126000
2019-03-07,133875252000
2019-03-08,133152960000
2019-03-11,134754563999
2019-03-12,134142186000
2019-03-13,134927286000
2019-03-14,136403274000
2019-03-15,136293360000
2019-03-18,137894964000
2019-03-19,137690838000
2019-03-20,136120638000
2019-03-21,138193302000
2019-03-22,129054738000
2019-03-25,129274566000
2019-03-26,130923276000
2019-03-27,130467918000
2019-03-28,131959608000
2019-03-29,132226541999
2019-04-01,133828146000
2019-04-02,132477774000
2019-04-03,132634794000
2019-04-04,133906656000
2019-04-05,134095080000
2019-04-08,133043046000
2019-04-09,132336456000
2019-04-10,133278576000
2019-04-11,133467000000
2019-04-12,135414047999
2019-04-15,136340466000
2019-04-16,137863560000
2019-04-17,139323846000
2019-04-18,140061840000
2019-04-22,137172672000
2019-04-23,137282586000
2019-04-24,138789978000
2019-04-25,137486712000
2019-04-26,138664362000
2019-04-29,138585852000
2019-04-30,137910666000
2019-05-01,134880180000
2019-05-02,133890954000
2019-05-03,134566140000
2019-05-06,131221613999
2019-05-07,129604308000
2019-05-08,129965454000
2019-05-09,130295196000
2019-05-10,131818290000
2019-05-13,129588606000
2019-05-14,131378634000
2019-05-15,131912502000
2019-05-16,132336456000
2019-05-17,132791813999
2019-05-20,130091069999
2019-05-21,131331528000
2019-05-22,130640640000
2019-05-23,129761328000
2019-05-24,129007632000
2019-05-28,127500240000
2019-05-29,123841674000
2019-05-30,124454052000
2019-05-31,120523536000
2019-06-03,121804703999
2019-06-04,127523088000
2019-06-05,129241728000
2019-06-06,128819880000
2019-06-07,130319784000
2019-06-10,129022992000
2019-06-11,130085424000
2019-06-12,129101112000
2019-06-13,130632264000
2019-06-14,130366656000
2019-06-17,128288664000
2019-06-18,131710320000
2019-06-19,130538520000
2019-06-20,133178975999
2019-06-21,133975800000
2019-06-24,132022800000
2019-06-25,129085488000
2019-06-26,128976120000
2019-06-27,130710384000
2019-06-28,131163480000
2019-07-01,133444584000
2019-07-02,132741503999
2019-07-03,134678880000
2019-07-05,135647567999
2019-07-08,138241152000
2019-07-09,137553696000
2019-07-10,136616256000
2019-07-11,137944296000
2019-07-12,139241088000
2019-07-15,139803552000
2019-07-16,138428640000
2019-07-17,136710000000
2019-07-18,136616256000
2019-07-19,135225720000
2019-07-22,134319528000
2019-07-23,135460080000
2019-07-24,135460080000
2019-07-25,136366272000
2019-07-26,136772496000
2019-07-29,136897488000
2019-07-30,136241280000
2019-07-31,134413272000
2019-08-01,129866688000
2019-08-02,126773136000
2019-08-05,123382728000
2019-08-06,127023120000
2019-08-07,126991872000
2019-08-08,129679200000
2019-08-09,128085552000
2019-08-12,127569960000
2019-08-13,130179167999
2019-08-14,126601272000
2019-08-15,124226424000
2019-08-16,125429472000
2019-08-19,126757512000
2019-08-20,125820072000
2019-08-21,129272975999
2019-08-22,130163544000
2019-08-23,125679456000
2019-08-26,128507400000
2019-08-27,128163672000
2019-08-28,130429152000
2019-08-29,133397712000
2019-08-30,132022800000
2019-09-03,132136002000
2019-09-04,134757809999
2019-09-05,137988252000
2019-09-06,138409614000
2019-09-09,138378402000
2019-09-10,135506898000
2019-09-11,135382050000
2019-09-12,136817802000
2019-09-13,136271591999
2019-09-16,136193562000
2019-09-17,136692954000
2019-09-18,137457648000
2019-09-19,136864620000
2019-09-20,135272808000
2019-09-23,136849014000
2019-09-24,136053108000
2019-09-25,141718086000
2019-09-26,143840502000
2019-09-27,144058986000
2019-09-30,146571552000
2019-10-01,144012168000
2019-10-02,142779294000
2019-10-03,143918532000
2019-10-04,145245042000
2019-10-07,145401102000
2019-10-08,143185050000
2019-10-09,144386712000
2019-10-10,145135800000
2019-10-11,146509128000
2019-10-14,148069728000
2019-10-15,147929274000
2019-10-16,148069728000
2019-10-17,149130936000
2019-10-18,149973660000
2019-10-21,150160932000
2019-10-22,149193360000
2019-10-23,144074592000
2019-10-24,142794900000
2019-10-25,141889752000
2019-10-28,141780510000
2019-10-29,139330368000
2019-10-30,140750514000
2019-10-31,139751730000
2019-11-01,139174308000
2019-11-04,140235516000
2019-11-05,140266728000
2019-11-06,139642488000
2019-11-07,141078240000
2019-11-08,140157486000
2019-11-11,140532030000
2019-11-12,139673700000
2019-11-13,142467174000
2019-11-14,142435962000
2019-11-15,145198224000
2019-11-18,146977308000
2019-11-19,146087766000
2019-11-20,145213830000
2019-11-21,143824896000
2019-11-22,145666404000
2019-11-25,144979740000
2019-11-26,145650798000
2019-11-27,146914884000
2019-11-29,145900494000
2019-12-02,145607428000
2019-12-03,143895498000
2019-12-04,145856436000
2019-12-05,149077977000
2019-12-06,150961100000
2019-12-09,150385269000
2019-12-10,150976663000
2019-12-11,151241234000
2019-12-12,152081636000
2019-12-13,152159451000
2019-12-16,153778003000
2019-12-17,155085295000
2019-12-18,156517091000
2019-12-19,157419745000
2019-12-20,155567748000
2019-12-23,155692252000
2019-12-24,155847882000
2019-12-26,156734973000
2019-12-27,158073391000
2019-12-30,156875040000
2019-12-31,157668753000
2020-01-02,159053860000
2020-01-03,158618096000
2020-01-06,158478029000
2020-01-07,158400214000
2020-01-08,158042265000
2020-01-09,157933324000
2020-01-10,157030670000
2020-01-13,158991608000
2020-01-14,160174396000
2020-01-15,159972077000
2020-01-16,160874731000
2020-01-17,162680039000
2020-01-21,162757854000
2020-01-22,162617787000
2020-01-23,160330026000
2020-01-24,158789289000
2020-01-27,156003512000
2020-01-28,156268083000
2020-01-29,155380992000
2020-01-30,152813097000
2020-01-31,149871690000
2020-02-03,154493901000
2020-02-04,157777694000
2020-02-05,156470402000
2020-02-06,156050201000
2020-02-07,154758472000
2020-02-10,155661126000
2020-02-11,155661126000
2020-02-12,160298900000
2020-02-13,160874731000
2020-02-14,161139302000
2020-02-18,158742600000
2020-02-19,159458498000
2020-02-20,159567439000
2020-02-21,156019075000
2020-02-24,149264733000
2020-02-25,144580270000
2020-02-26,143179600000
2020-02-27,137810365000
2020-02-28,139102094000
2020-03-02,144182276000
2020-03-03,141459801000
2020-03-04,145909103000
2020-03-05,140915306000
2020-03-06,137461652000
2020-03-09,130849927000
2020-03-10,137368310000
2020-03-11,130678800000
2020-03-12,115432940000
2020-03-13,117579806000
2020-03-16,103905203000
2020-03-17,108650088000
2020-03-18,105849828000
2020-03-19,109427938000
2020-03-20,104931965000
2020-03-23,97697960000
2020-03-24,112523781000
2020-03-25,122915857000
2020-03-26,131145510000
2020-03-27,129480911000
2020-03-30,132825666000
2020-03-31,128718617999
2020-04-01,123258111000
2020-04-02,124673798000
2020-04-03,122682502000
2020-04-06,131658891000
2020-04-07,130927712000
2020-04-08,132701210000
2020-04-09,135019203000
2020-04-13,131394421999
2020-04-14,136077079000
2020-04-15,132296728000
2020-04-16,134256910000
2020-04-17,139872987000
2020-04-20,136746030000
2020-04-21,132545640000
2020-04-22,138099489000
2020-04-23,135890394999
2020-04-24,137477209000
2020-04-27,139032909000
2020-04-28,138146160000
2020-04-29,137010498999
2020-04-30,135625926000
2020-05-01,133074578000
2020-05-04,133401275000
2020-05-05,135657040000
2020-05-06,137586108000
2020-05-07,137772792000
2020-05-08,140728622000
2020-05-11,141459801000
2020-05-12,137306082000
2020-05-13,133821314000
2020-05-14,134645835000
2020-05-15,135330342999
2020-05-18,141630928000
2020-05-19,142362107000
2020-05-20,144602315000
2020-05-21,146640282000
2020-05-22,145846875000
2020-05-26,150311734000
2020-05-27,155367759000
2020-05-28,153174222000
2020-05-29,153360906000
2020-06-01,155461572000
2020-06-02,157335732000
2020-06-03,162598998000
2020-06-04,158179104000
2020-06-05,160412478000
2020-06-08,162880122000
2020-06-09,160287534000
2020-06-10,159491016000
2020-06-11,148636506000
2020-06-12,150604374000
2020-06-15,152806512000
2020-06-16,154680672000
2020-06-17,154946178000
2020-06-18,153759210000
2020-06-19,149589204000
2020-06-22,155414718000
2020-06-23,159178656000
2020-06-24,156304944000
2020-06-25,158366520000
2020-06-26,146293806000
2020-06-29,149729766000
2020-06-30,153134490000
2020-07-01,152119320000
2020-07-02,153727974000
2020-07-06,156101910000
2020-07-07,151603926000
2020-07-08,154368312000
2020-07-09,151478982000
2020-07-10,153040782000
2020-07-13,150651228000
2020-07-14,151119768000
2020-07-15,153899772000
2020-07-16,151900668000
2020-07-17,150370104000
2020-07-20,149386170000
2020-07-21,153618648000
2020-07-22,154477638000
2020-07-23,153524940000
2020-07-24,153727974000
2020-07-27,151822578000
2020-07-28,150354486000
2020-07-29,151447746000
2020-07-30,151213476000
2020-07-31,152447298000
2020-08-03,153571794000
2020-08-04,152009994000
2020-08-05,157648092000
2020-08-06,156882810000
2020-08-07,159084948000
2020-08-10,164629338000
2020-08-11,164176416000
2020-08-12,164332596000
2020-08-13,166362936000
2020-08-14,166222374000
2020-08-17,165019788000
2020-08-18,167065746000
2020-08-19,169283502000
2020-08-20,168690018000
2020-08-21,171407550000
2020-08-24,174656094000
2020-08-25,174156318000
2020-08-26,174187554000
2020-08-27,173109912000
2020-08-28,175374522000
2020-08-31,176002970000
2020-09-01,180643320000
2020-09-02,183726400000
2020-09-03,177513050000
2020-09-04,176805200000
2020-09-08,177308560000
2020-09-09,180737700000
2020-09-10,180564670000
2020-09-11,185614000000
2020-09-14,187627440000
2020-09-15,187611710000
2020-09-16,186542070000
2020-09-17,183034280000
2020-09-18,180360180000
2020-09-21,178331010000
2020-09-22,183836510000
2020-09-23,199944030000
2020-09-24,196231750000
2020-09-25,195413790000
2020-09-28,195555360000
2020-09-29,198748550000
2020-09-30,197474420000
2020-10-01,199204720000
2020-10-02,199204720000
2020-10-05,201202430000
2020-10-06,200793450000
2020-10-07,204584380000
2020-10-08,204033830000
2020-10-09,206031539999
2020-10-12,203640580000
2020-10-13,203231599999
2020-10-14,200809180000
2020-10-15,202917000000
2020-10-16,201344000000
2020-10-19,200447390000
2020-10-20,202114770000
2020-10-21,203593390000
2020-10-22,204521460000
2020-10-23,204474270000
2020-10-26,201926010000
2020-10-27,201328270000
2020-10-28,192031840000
2020-10-29,193258780000
2020-10-30,188885840000
2020-11-02,192519470000
2020-11-03,195980070000
2020-11-04,200305820000
2020-11-05,204018099999
2020-11-06,202759700000
2020-11-09,202838349999
2020-11-10,200887830000
2020-11-11,200809180000
2020-11-12,199204720000
2020-11-13,201784440000
2020-11-16,204663030000
2020-11-17,207966330000
2020-11-18,207053990000
2020-11-19,207494430000
2020-11-20,209177539999
2020-11-23,210986490000
2020-11-24,211883099999
2020-11-25,213204420000
2020-11-27,211175250000
2020-11-30,212556599999
2020-12-01,213724320000
2020-12-02,213945240000
2020-12-03,216122880000
2020-12-04,216485820000
2020-12-07,218947500000
2020-12-08,219531360000
2020-12-09,219010620000
2020-12-10,217101240000
2020-12-11,216832980000
2020-12-14,215049840000
2020-12-15,219957419999
2020-12-16,218300520000
2020-12-17,221709000000
2020-12-18,216627840000
2020-12-21,227263560000
2020-12-22,224786099999
2020-12-23,223697280000
2020-12-24,223444800000
2020-12-28,224754540000
2020-12-29,223397460000
2020-12-30,223413240000
2020-12-31,223239660000
2021-01-04,221077800000
2021-01-05,222860939999
2021-01-06,224628300000
2021-01-07,228731099999
2021-01-08,230940300000
2021-01-11,232044900000
2021-01-12,228888900000
2021-01-13,225717120000
2021-01-14,222971400000
2021-01-15,222056160000
2021-01-19,219768060000
2021-01-20,225338400000
2021-01-21,223460580000
2021-01-22,219894300000
2021-01-25,217053900000
2021-01-26,213187800000
2021-01-27,206749560000
2021-01-28,212588160000
2021-01-29,210805020000
2021-02-01,214150380000
2021-02-02,220273020000
2021-02-03,218758140000
2021-02-04,221914140000
2021-02-05,228983580000
2021-02-08,226300980000
2021-02-09,223744620000
2021-02-10,224801880000
2021-02-11,226506120000
2021-02-12,224265360000
2021-02-16,223618380000
2021-02-17,227216220000
2021-02-18,228952020000
2021-02-19,224107560000
2021-02-22,215665259999
2021-02-23,214813140000
2021-02-24,214055700000
2021-02-25,213882120000
2021-02-26,212682840000
2021-03-01,217349350000
2021-03-02,216354580000
2021-03-03,211996540000
2021-03-04,208491160000
2021-03-05,210559650000
2021-03-08,212470240000
2021-03-09,214665049999
2021-03-10,217254610000
2021-03-11,222939010000
2021-03-12,221770549999
2021-03-15,228860260000
2021-03-16,228402350000
2021-03-17,228670780000
2021-03-18,226065429999
2021-03-19,217096710000
2021-03-22,218328330000
2021-03-23,216512480000
2021-03-24,210259640000
2021-03-25,203122559999
2021-03-26,209991210000
2021-03-29,210780710000
2021-03-30,209928049999
2021-03-31,209833309999
2021-04-01,209264870000
2021-04-05,213354480000
2021-04-06,216575640000
2021-04-07,215596660000
2021-04-08,211080720000
2021-04-09,213875549999
2021-04-12,215754559999
2021-04-13,210859660000
2021-04-14,208838540000
2021-04-15,211064929999
2021-04-16,212075490000
2021-04-19,209328030000
2021-04-20,200706690000
2021-04-21,205112100000
2021-04-22,203975220000
2021-04-23,205570010000
2021-04-26,207796400000
2021-04-27,208601690000
2021-04-28,206391090000
2021-04-29,210417540000
2021-04-30,209406980000
2021-05-03,210054370000
2021-05-04,207717450000
2021-05-05,208759590000
2021-05-06,210780710000
2021-05-07,217601990000
2021-05-10,215375600000
2021-05-11,216512480000
2021-05-12,210622809999
2021-05-13,210970190000
2021-05-14,214633470000
2021-05-17,215391390000
2021-05-18,214049240000
2021-05-19,209943840000
2021-05-20,210433330000
2021-05-21,209470140000
2021-05-24,211680740000
2021-05-25,212091280000
2021-05-26,216149309999
2021-05-27,215628240000
2021-05-28,215470340000
2021-06-01,212781369000
2021-06-02,212243522999
2021-06-03,212243522999
2021-06-04,211563306000
2021-06-07,211895504999
2021-06-08,210946365000
2021-06-09,208557696000
2021-06-10,207197261999
2021-06-11,208715886000
2021-06-14,207798384000
2021-06-15,206105751000
2021-06-16,206279760000
2021-06-17,203938547999
2021-06-18,203131779000
2021-06-21,205773552000
2021-06-22,209570111999
2021-06-23,210550890000
2021-06-24,211341840000
2021-06-25,244166265000
2021-06-28,241018284000
2021-06-29,246697304999
2021-06-30,244387731000
2021-07-01,249940200000
2021-07-02,252692706000
2021-07-06,253278009000
2021-07-07,253357104000
2021-07-08,254100597000
2021-07-09,254685900000
2021-07-12,255983058000
2021-07-13,255619221000
2021-07-14,255540126000
2021-07-15,255777411000
2021-07-16,252866715000
2021-07-19,249734553000
2021-07-20,252692706000
2021-07-21,254812452000
2021-07-22,258925392000
2021-07-23,263164884000
2021-07-26,261155871000
2021-07-27,260333283000
2021-07-28,261741174000
2021-07-29,264161481000
2021-07-30,264984069000
2021-08-02,266945625000
2021-08-03,270868736999
2021-08-04,271944429000
2021-08-05,275013315000
2021-08-06,273352320000
2021-08-09,271722963000
2021-08-10,272513913000
2021-08-11,270932013000
2021-08-12,269935415999
2021-08-13,271596411000
2021-08-16,272656284000
2021-08-17,269967054000
2021-08-18,267040539000
2021-08-19,261946821000
2021-08-20,265427001000
2021-08-23,268480068000
2021-08-24,268891361999
2021-08-25,268669896000
2021-08-26,264050747999
2021-08-27,265094802000
2021-08-30,265806657000
2021-08-31,260684576000
2021-09-01,260399744000
2021-09-02,258991407999
2021-09-03,258390096000
2021-09-07,257361535999
2021-09-08,254307504000
2021-09-09,258469216000
2021-09-10,258864816000
2021-09-13,252424448000
2021-09-14,251221824000
2021-09-15,249876784000
2021-09-16,249386240000
2021-09-17,247519007999
2021-09-20,244085200000
2021-09-21,245303648000
2021-09-22,249133056000
2021-09-23,252519392000
2021-09-24,236711216000
2021-09-27,234258496000
2021-09-28,229922720000
2021-09-29,231062048000
2021-09-30,229811951999
2021-10-01,232707744000
2021-10-04,232834335999
2021-10-05,236505504000
2021-10-06,235461120000
2021-10-07,240287440000
2021-10-08,241284351999
2021-10-11,237803072000
2021-10-12,242661040000
2021-10-13,247329120000
2021-10-14,248658335999
2021-10-15,250035024000
2021-10-18,252282032000
2021-10-19,249734368000
2021-10-20,250731279999
2021-10-21,256633632000
2021-10-22,258690751999
2021-10-25,259861728000
2021-10-26,259181296000
2021-10-27,256902640000
2021-10-28,260241504000
2021-10-29,264719696000
2021-11-01,263200592000
2021-11-02,265574192000
2021-11-03,272964000000
2021-11-04,277616256000
2021-11-05,280891824000
2021-11-08,271935440000
2021-11-09,275052768000
2021-11-10,266254624000
2021-11-11,264213328000
2021-11-12,267568016000
2021-11-15,267188240000
2021-11-16,271903792000
2021-11-17,271761376000
2021-11-18,271144240000
2021-11-19,276730112000
2021-11-22,275717376000
2021-11-23,272410160000
2021-11-24,272220272000
2021-11-26,265874848000
2021-11-29,268802288000
2021-11-30,267229960000
2021-12-01,263219299999
2021-12-02,268430000000
2021-12-03,268808960000
2021-12-06,266708890000
2021-12-07,270466910000
2021-12-08,268824750000
2021-12-09,265429900000
2021-12-10,266945740000
2021-12-13,263440360000
2021-12-14,261166600000
2021-12-15,258798100000
2021-12-16,256934880000
2021-12-17,254787440000
2021-12-20,247871419999
2021-12-21,263108770000
2021-12-22,261229760000
2021-12-23,261592929999
2021-12-27,264608820000
2021-12-28,262777179999
2021-12-29,266503620000
2021-12-30,264466710000
2021-12-31,263171929999
2022-01-03,260013929999
2022-01-04,262729809999
2022-01-05,256192750000
2022-01-06,254282160000
2022-01-07,247855630000
2022-01-10,237544760000
2022-01-11,237323700000
2022-01-12,240339590000
2022-01-13,236202610000
2022-01-14,233976220000
2022-01-18,232034049999
2022-01-19,229128690000
2022-01-20,225370669999
2022-01-21,225718049999
2022-01-24,230534000000
2022-01-25,229712919999
2022-01-26,227360210000
2022-01-27,228386559999
2022-01-28,230391890000
2022-01-31,233802530000
2022-02-01,234039380000
2022-02-02,234813090000
2022-02-03,229444490000
2022-02-04,229570809999
2022-02-07,229176059999
2022-02-08,226633870000
2022-02-09,230944540000
2022-02-10,228670780000
2022-02-11,221344220000
2022-02-14,223570610000
2022-02-15,229870820000
2022-02-16,231307710000
2022-02-17,225481200000
2022-02-18,225718049999
2022-02-22,218202010000
2022-02-23,216054570000
2022-02-24,216591429999
2022-02-25,219165200000
2022-02-28,214656600000
2022-03-01,207849840000
2022-03-02,213288960000
2022-03-03,210600840000
2022-03-04,206214960000
2022-03-07,195619680000
2022-03-08,190542120000
2022-03-09,199565400000
2022-03-10,198119160000
2022-03-11,192774360000
2022-03-14,184820040000
2022-03-15,187696800000
2022-03-16,196798680000
2022-03-17,200288520000
2022-03-18,206309280000
2022-03-21,204658680000
2022-03-22,209217480000
2022-03-23,209076000000
2022-03-24,207629760000
2022-03-25,210176399999
2022-03-28,211921320000
2022-03-29,218728079999
2022-03-30,217784880000
2022-03-31,211528320000
2022-04-01,209893440000
2022-04-04,211182480000
2022-04-05,207975600000
2022-04-06,201781920000
2022-04-07,203385360000
2022-04-08,201451800000
2022-04-11,196468560000
2022-04-12,196562880000
2022-04-13,200414280000
2022-04-14,209799120000
2022-04-18,206922360000
2022-04-19,215442600000
2022-04-20,213587640000
2022-04-21,212943120000
2022-04-22,202898040000
2022-04-25,201121680000
2022-04-26,189457440000
2022-04-27,190589280000
2022-04-28,199722600000
2022-04-29,196028400000
2022-05-02,198197760000
2022-05-03,193135920000
2022-05-04,198166320000
2022-05-05,186486360000
2022-05-06,179978280000
2022-05-09,174822120000
2022-05-10,172118280000
2022-05-11,169650240000
2022-05-12,169618800000
2022-05-13,177651720000
2022-05-16,177007200000
2022-05-17,182194800000
2022-05-18,171929640000
2022-05-19,167323680000
2022-05-20,169776000000
2022-05-23,170766360000
2022-05-24,168659880000
2022-05-25,170090400000
2022-05-26,177541680000
2022-05-27,182336280000
2022-05-31,186249835000
2022-06-01,185983428000
2022-06-02,193395811000
2022-06-03,189540745000
2022-06-06,188412433000
2022-06-07,190669057000
2022-06-08,191813040000
2022-06-09,185858060000
2022-06-10,179793383000
2022-06-13,173070524000
2022-06-14,173509312000
2022-06-15,177771824000
2022-06-16,167867752000
2022-06-17,168212514000
2022-06-21,170312428000
2022-06-22,164420132000
2022-06-23,169246800000
2022-06-24,176941261000
2022-06-27,173164550000
2022-06-28,161066538000
2022-06-29,161803075000
2022-06-30,160157620000
2022-07-01,158559178000
2022-07-05,163479872000
2022-07-06,163338833000
2022-07-07,169450523000
2022-07-08,169137103000
2022-07-11,164717881000
2022-07-12,162602296000
2022-07-13,164717881000
2022-07-14,161756062000
2022-07-15,164075370000
2022-07-18,162884374000
2022-07-19,171111649000
2022-07-20,174120481000
2022-07-21,174919702000
2022-07-22,171001952000
2022-07-25,171252688000
2022-07-26,164858920000
2022-07-27,169027406000
2022-07-28,175875633000
2022-07-29,180091132000
2022-08-01,179119530000
2022-08-02,175154767000
2022-08-03,179088188000
2022-08-04,179401608000
2022-08-05,178445677000
2022-08-08,178649400000
2022-08-09,172553381000
2022-08-10,177301694000
2022-08-11,178806110000
2022-08-12,181893297000
2022-08-15,182285072000
2022-08-16,185011826000
2022-08-17,183413384000
2022-08-18,181799271000
2022-08-19,177333036000
2022-08-22,172913814000
2022-08-23,173446628000
2022-08-24,174590611000
2022-08-25,177427062000
2022-08-26,169685588000
2022-08-29,169058748000
2022-08-30,169027406000
2022-08-31,165955550000
2022-09-01,166017910000
2022-09-02,164848660000
2022-09-06,163928850000
2022-09-07,169120320000
2022-09-08,169510070000
2022-09-09,173002230000
2022-09-12,175200420000
2022-09-13,164817480000
2022-09-14,166813000000
2022-09-15,164474500000
2022-09-16,162323080000
2022-09-19,167140390000
2022-09-20,159672780000
2022-09-21,155572610000
2022-09-22,153639450000
2022-09-23,151254180000
2022-09-26,149757540000
2022-09-27,150116110000
2022-09-28,153873300000
2022-09-29,148619470000
2022-09-30,129584080000
2022-10-03,133138600000
2022-10-04,138189760000
2022-10-05,142024900000
2022-10-06,140575030000
2022-10-07,135882440000
2022-10-10,135149710000
2022-10-11,137176409999
2022-10-12,137987090000
2022-10-13,139624040000
2022-10-14,136490450000
2022-10-17,140263230000
2022-10-18,139811120000
2022-10-19,138080630000
2022-10-20,135367970000
2022-10-21,137971500000
2022-10-24,137207590000
2022-10-25,142991480000
2022-10-26,144036010000
2022-10-27,141151860000
2022-10-28,146280970000
2022-10-31,144488120000
2022-11-01,146187430000
2022-11-02,140777700000
2022-11-03,140933600000
2022-11-04,149336610000
2022-11-07,145672960000
2022-11-08,146156250000
2022-11-09,143583900000
2022-11-10,155104910000
2022-11-11,165394310000
2022-11-14,162744010000
2022-11-15,166360890000
2022-11-16,164053570000
2022-11-17,164256240000
2022-11-18,164349780000
2022-11-21,161870970000
2022-11-22,165207230000
2022-11-23,166267350000
2022-11-25,165191640000
2022-11-28,163632640000
2022-11-29,165643750000
2022-11-30,169339422000
2022-12-01,171531618000
2022-12-02,173214360000
2022-12-05,169231356000
2022-12-06,166622334000
2022-12-07,167239854000
2022-12-08,171917568000
2022-12-09,168922596000
2022-12-12,173013666000
2022-12-13,174217830000
2022-12-14,172056510000
2022-12-15,167517738000
2022-12-16,163565610000
2022-12-19,159088590000
2022-12-20,159335598000
2022-12-21,178741164000
2022-12-22,180176898000
2022-12-23,179466750000
2022-12-27,181489128000
2022-12-28,177506124000
2022-12-29,181164930000
2022-12-30,180640038000
2023-01-03,183326250000
2023-01-04,187123998000
2023-01-05,186213156000
2023-01-06,192249414000
2023-01-09,192743430000
2023-01-10,194271792000
2023-01-11,197513772000
2023-01-12,197436582000
2023-01-13,198918630000
2023-01-17,197822531999
2023-01-18,195182634000
2023-01-19,192249414000
2023-01-20,195475956000
2023-01-23,198054102000
2023-01-24,195800154000
2023-01-25,195784716000
2023-01-26,196880814000
2023-01-27,196880814000
2023-01-30,195090006000
2023-01-31,196572054000
2023-02-01,199922100000
2023-02-02,199242828000
2023-02-03,197004318000
2023-02-06,194101974000
2023-02-07,193484454000
2023-02-08,189748458000
2023-02-09,188621484000
2023-02-10,188698674000
2023-02-13,193206570000
2023-02-14,194827560000
2023-02-15,196803624000
2023-02-16,192017844000
2023-02-17,192727992000
2023-02-21,186954180000
2023-02-22,185101620000
2023-02-23,185194248000
2023-02-24,182230152000
2023-02-27,182986614000
2023-02-28,182520835000
2023-03-01,182198170000
2023-03-02,183734670000
2023-03-03,185824310000
