,ARE
2014-03-26,5078876580
2014-03-27,5066083440
2014-03-28,5118677460
2014-03-31,5160902560
2014-04-01,5113959400
2014-04-02,5147388620
2014-04-03,5150233660
2014-04-04,5158768780
2014-04-07,5217803360
2014-04-08,5193620520
2014-04-09,5180106580
2014-04-10,5084086480
2014-04-11,5060614900
2014-04-14,5153789960
2014-04-15,5240563680
2014-04-16,5261901480
2014-04-17,5212113280
2014-04-21,5222782180
2014-04-22,5235584860
2014-04-23,5234162340
2014-04-24,5264035260
2014-04-25,5218514620
2014-04-28,5240563680
2014-04-29,5226338480
2014-04-30,5250521319
2014-05-01,5232739819
2014-05-02,5284661800
2014-05-05,5281105500
2014-05-06,5311689680
2014-05-07,5318091020
2014-05-08,5315957240
2014-05-09,5332316220
2014-05-12,5355076540
2014-05-13,5334450000
2014-05-14,5351520240
2014-05-15,5365034180
2014-05-16,5404153480
2014-05-19,5381393160
2014-05-20,5346541420
2014-05-21,5333027480
2014-05-22,5306710860
2014-05-23,5348675200
2014-05-27,5323781100
2014-05-28,5324492360
2014-05-29,5367879220
2014-05-30,5411977340
2014-06-02,5468878140
2014-06-03,5475990740
2014-06-04,5478124520
2014-06-05,5569165800
2014-06-06,5532180280
2014-06-09,5489504680
2014-06-10,5451807900
2014-06-11,5434026400
2014-06-12,5470300660
2014-06-13,5457497980
2014-06-16,5445406560
2014-06-17,5466744360
2014-06-18,5503018620
2014-06-19,5512265000
2014-06-20,5472434440
2014-06-23,5461054280
2014-06-24,5472434440
2014-06-25,5485948380
2014-06-26,5428336319
2014-06-27,5480969560
2014-06-30,5527579800
2014-07-01,5541106850
2014-07-02,5546090500
2014-07-03,5507645200
2014-07-07,5506933250
2014-07-08,5520460300
2014-07-09,5516900550
2014-07-10,5543954650
2014-07-11,5551786100
2014-07-14,5564601200
2014-07-15,5568872900
2014-07-16,5567449000
2014-07-17,5531139550
2014-07-18,5600910650
2014-07-21,5602334550
2014-07-22,5652883000
2014-07-23,5642203750
2014-07-24,5647187399
2014-07-25,5615149650
2014-07-28,5644339600
2014-07-29,5588807500
2014-07-30,5587383600
2014-07-31,5595927000
2014-08-01,5558193649
2014-08-04,5539682950
2014-08-05,5490558400
2014-08-06,5522596149
2014-08-07,5501949600
2014-08-08,5526867850
2014-08-11,5528291750
2014-08-12,5544666600
2014-08-13,5595215050
2014-08-14,5580976050
2014-08-15,5558905600
2014-08-18,5663562250
2014-08-19,5677801250
2014-08-20,5716958500
2014-08-21,5709839000
2014-08-22,5646475450
2014-08-25,5620845250
2014-08-26,5620845250
2014-08-27,5619421350
2014-08-28,5611589899
2014-08-29,5628676700
2014-09-02,5632948400
2014-09-03,5666410050
2014-09-04,5654306900
2014-09-05,5687056600
2014-09-08,5679225150
2014-09-09,5626540850
2014-09-10,5568872900
2014-09-11,5610166000
2014-09-12,5454248950
2014-09-15,5427906800
2014-09-16,5437874100
2014-09-17,5430754600
2014-09-18,5361695450
2014-09-19,5352440100
2014-09-22,5295484100
2014-09-23,5225713000
2014-09-24,5254902950
2014-09-25,5268430000
2014-09-26,5292636300
2014-09-29,5309723100
2014-09-30,5159821326
2014-10-01,5188506434
2014-10-02,5171715151
2014-10-03,5186407524
2014-10-06,5208795901
2014-10-07,5192004618
2014-10-08,5338928344
2014-10-09,5380206915
2014-10-10,5424983669
2014-10-13,5478855702
2014-10-14,5593596136
2014-10-15,5596394683
2014-10-16,5617383786
2014-10-17,5601292140
2014-10-20,5648867442
2014-10-21,5715332937
2014-10-22,5729325673
2014-10-23,5773402791
2014-10-24,5751714050
2014-10-27,5764307512
2014-10-28,5759410055
2014-10-29,5727926399
2014-10-30,5771303880
2014-10-31,5806985357
2014-11-03,5862256663
2014-11-04,5832871918
2014-11-05,5814681361
2014-11-06,5769904607
2014-11-07,5763607876
2014-11-10,5858758479
2014-11-11,5840567922
2014-11-12,5789494437
2014-11-13,5825875550
2014-11-14,5759410055
2014-11-17,5802787536
2014-11-18,5815380998
2014-11-19,5776900975
2014-11-20,5707636932
2014-11-21,5751014413
2014-11-24,5876949036
2014-11-25,5876249399
2014-11-26,5994488016
2014-11-28,6011279299
2014-12-01,6008480752
2014-12-02,6056755691
2014-12-03,6044162228
2014-12-04,6165199393
2014-12-05,6165899030
2014-12-08,6275742006
2014-12-09,6310024209
2014-12-10,6224668520
2014-12-11,6237261982
2014-12-12,6152605931
2014-12-15,6070048790
2014-12-16,6105730266
2014-12-17,6186188497
2014-12-18,6216972515
2014-12-19,6188287407
2014-12-22,6289734742
2014-12-23,6258950723
2014-12-24,6242859077
2014-12-26,6281339100
2014-12-29,6281339100
2014-12-30,6276441643
2014-12-31,6333018840
2015-01-02,6407953140
2015-01-05,6485028420
2015-01-06,6517856780
2015-01-07,6606350619
2015-01-08,6681998580
2015-01-09,6662729760
2015-01-12,6706263020
2015-01-13,6728386480
2015-01-14,6768351440
2015-01-15,6797611500
2015-01-16,6901092200
2015-01-20,6817593980
2015-01-21,6848281360
2015-01-22,7005286560
2015-01-23,7022414400
2015-01-26,7143022940
2015-01-27,7085930140
2015-01-28,7061665700
2015-01-29,7088071119
2015-01-30,6959612320
2015-02-02,6918933700
2015-02-03,6923929320
2015-02-04,6864695540
2015-02-05,6914651740
2015-02-06,6727672820
2015-02-09,6733382100
2015-02-10,6763355820
2015-02-11,6767637780
2015-02-12,6864695540
2015-02-13,6772633400
2015-02-17,6755505560
2015-02-18,6871118480
2015-02-19,6762642160
2015-02-20,6857558940
2015-02-23,6951048400
2015-02-24,6829726200
2015-02-25,6861127240
2015-02-26,6782624640
2015-02-27,6844713060
2015-03-02,6951762060
2015-03-03,6959612320
2015-03-04,6928924940
2015-03-05,6981735780
2015-03-06,6761214840
2015-03-09,6807602740
2015-03-10,6718395240
2015-03-11,6775488040
2015-03-12,6955330360
2015-03-13,6906087820
2015-03-16,6953189380
2015-03-17,6971744540
2015-03-18,7093780400
2015-03-19,7099489680
2015-03-20,7309305720
2015-03-23,7274336380
2015-03-24,7214388940
2015-03-25,7081648180
2015-03-26,6963180619
2015-03-27,6951048400
2015-03-30,7057383740
2015-03-31,7001232480
2015-04-01,6911253360
2015-04-02,6922679280
2015-04-06,6972667680
2015-04-07,6837699000
2015-04-08,6863407320
2015-04-09,6732009240
2015-04-10,6784854120
2015-04-13,6742721040
2015-04-14,6682734960
2015-04-15,6649171320
2015-04-16,6652741920
2015-04-17,6632746560
2015-04-20,6642030120
2015-04-21,6697017360
2015-04-22,6679878480
2015-04-23,6713442120
2015-04-24,6731295120
2015-04-27,6684877320
2015-04-28,6709871520
2015-04-29,6573474600
2015-04-30,6597040560
2015-05-01,6668452560
2015-05-04,6662025480
2015-05-05,6493493160
2015-05-06,6463500120
2015-05-07,6567047520
2015-05-08,6688447920
2015-05-11,6534198000
2015-05-12,6615607680
2015-05-13,6527056800
2015-05-14,6663453720
2015-05-15,6734865720
2015-05-18,6750576360
2015-05-19,6750576360
2015-05-20,6757717560
2015-05-21,6694160880
2015-05-22,6675593760
2015-05-26,6664881960
2015-05-27,6747005760
2015-05-28,6743435160
2015-05-29,6622034760
2015-06-01,6684163200
2015-06-02,6635603040
2015-06-03,6532769760
2015-06-04,6543481560
2015-06-05,6425651760
2015-06-08,6471355440
2015-06-09,6419938800
2015-06-10,6447789480
2015-06-11,6562762800
2015-06-12,6513488520
2015-06-15,6514202640
2015-06-16,6557763960
2015-06-17,6619892400
2015-06-18,6662739600
2015-06-19,6657740760
2015-06-22,6605610000
2015-06-23,6542767440
2015-06-24,6440648280
2015-06-25,6349955040
2015-06-26,6332102040
2015-06-29,6237124080
2015-06-30,6253390000
2015-07-01,6356350000
2015-07-02,6353490000
2015-07-06,6416410000
2015-07-07,6507215000
2015-07-08,6505070000
2015-07-09,6440720000
2015-07-10,6481475000
2015-07-13,6496490000
2015-07-14,6526520000
2015-07-15,6540820000
2015-07-16,6607315000
2015-07-17,6565129999
2015-07-20,6580145000
2015-07-21,6589440000
2015-07-22,6658080000
2015-07-23,6568705000
2015-07-24,6614465000
2015-07-27,6623760000
2015-07-28,6623760000
2015-07-29,6691685000
2015-07-30,6620900000
2015-07-31,6628765000
2015-08-03,6734585000
2015-08-04,6675240000
2015-08-05,6617325000
2015-08-06,6593730000
2015-08-07,6621615000
2015-08-10,6589440000
2015-08-11,6609460000
2015-08-12,6592300000
2015-08-13,6597305000
2015-08-14,6703840000
2015-08-17,6777485000
2015-08-18,6783205000
2015-08-19,6761040000
2015-08-20,6753890000
2015-08-21,6594445000
2015-08-24,6304870000
2015-08-25,6139705000
2015-08-26,6259825000
2015-08-27,6312020000
2015-08-28,6323460000
2015-08-31,6148285000
2015-09-01,6023160000
2015-09-02,6101810000
2015-09-03,6106100000
2015-09-04,5963100000
2015-09-08,6038175000
2015-09-09,6021730000
2015-09-10,6033170000
2015-09-11,6165445000
2015-09-14,6190470000
2015-09-15,6267690000
2015-09-16,6348485000
2015-09-17,6402825000
2015-09-18,6357780000
2015-09-21,6388525000
2015-09-22,6242665000
2015-09-23,6402825000
2015-09-24,6344910000
2015-09-25,6285565000
2015-09-28,6109675000
2015-09-29,6121830000
2015-09-30,6082523460
2015-10-01,6069592620
2015-10-02,6153643080
2015-10-05,6297319080
2015-10-06,6295163940
2015-10-07,6349042440
2015-10-08,6517861740
2015-10-09,6461109720
2015-10-12,6494155200
2015-10-13,6627055500
2015-10-14,6605504100
2015-10-15,6639986340
2015-10-16,6683807520
2015-10-19,6782225580
2015-10-20,6778633680
2015-10-21,6752053620
2015-10-22,6512114700
2015-10-23,6494155200
2015-10-26,6407231220
2015-10-27,6431656140
2015-10-28,6495591960
2015-10-29,6487689780
2015-10-30,6446742120
2015-11-02,6566711580
2015-11-03,6554499120
2015-11-04,6548752080
2015-11-05,6658664220
2015-11-06,6421598820
2015-11-09,6293008800
2015-11-10,6379932780
2015-11-11,6401484180
2015-11-12,6375622500
2015-11-13,6285106620
2015-11-16,6369875460
2015-11-17,6353352720
2015-11-18,6415851780
2015-11-19,6494873580
2015-11-20,6544441800
2015-11-23,6572458620
2015-11-24,6568866720
2015-11-25,6573895380
2015-11-27,6642859860
2015-11-30,6615561420
2015-12-01,6684525900
2015-12-02,6538694760
2015-12-03,6418006920
2015-12-04,6522172020
2015-12-07,6467575140
2015-12-08,6496310340
2015-12-09,6410104740
2015-12-10,6372748980
2015-12-11,6375622500
2015-12-14,6374185740
2015-12-15,6440276700
2015-12-16,6534384480
2015-12-17,6527200680
2015-12-18,6501339000
2015-12-21,6554499120
2015-12-22,6533666100
2015-12-23,6550188840
2015-12-24,6535821240
2015-12-28,6591854880
2015-12-29,6609096000
2015-12-30,6565274820
2015-12-31,6558690240
2016-01-04,6467960240
2016-01-05,6557238560
2016-01-06,6512962320
2016-01-07,6297387840
2016-01-08,6211012879
2016-01-11,6133348000
2016-01-12,6063667360
2016-01-13,5899627520
2016-01-14,5880029840
2016-01-15,5818333440
2016-01-19,5833576080
2016-01-20,5549046800
2016-01-21,5546869280
2016-01-22,5683327200
2016-01-25,5623082480
2016-01-26,5710183280
2016-01-27,5648486879
2016-01-28,5636873440
2016-01-29,5747201120
2016-02-01,5672439600
2016-02-02,5535255840
2016-02-03,5530900800
2016-02-04,5582435440
2016-02-05,5556305200
2016-02-08,5415492240
2016-02-09,5233306400
2016-02-10,5287744400
2016-02-11,5200643600
2016-02-12,5215160400
2016-02-16,5371216000
2016-02-17,5395894560
2016-02-18,5426379840
2016-02-19,5441622480
2016-02-22,5538159200
2016-02-23,5538159200
2016-02-24,5538159200
2016-02-25,5697844000
2016-02-26,5715264160
2016-02-29,5745749440
2016-03-01,5900353360
2016-03-02,5889465760
2016-03-03,6004874320
2016-03-04,6073103280
2016-03-07,6051328080
2016-03-08,6030278720
2016-03-09,6071651600
2016-03-10,6094152640
2016-03-11,6198673600
2016-03-14,6224803840
2016-03-15,6313356320
2016-03-16,6356180879
2016-03-17,6484654560
2016-03-18,6410618879
2016-03-21,6387392000
2016-03-22,6429490720
2016-03-23,6423684000
2016-03-24,6425135680
2016-03-28,6537640879
2016-03-29,6596433920
2016-03-30,6557964400
2016-03-31,6745306188
2016-04-01,6720815583
2016-04-04,6754954002
2016-04-05,6753469723
2016-04-06,6704488514
2016-04-07,6663670839
2016-04-08,6751243304
2016-04-11,6737884792
2016-04-12,6867017071
2016-04-13,6831394373
2016-04-14,6858111396
2016-04-15,6965721628
2016-04-18,6960526651
2016-04-19,6962010930
2016-04-20,6828425815
2016-04-21,6760148978
2016-04-22,6879633443
2016-04-25,6917482559
2016-04-26,6937520326
2016-04-27,6956073814
2016-04-28,6964237349
2016-04-29,6898186931
2016-05-02,6987985814
2016-05-03,6953105256
2016-05-04,7080011116
2016-05-05,7095596046
2016-05-06,7098564604
2016-05-09,7158677906
2016-05-10,7126765906
2016-05-11,6974627302
2016-05-12,6955331675
2016-05-13,7039193442
2016-05-16,7147545813
2016-05-17,7038451302
2016-05-18,6997633628
2016-05-19,6941231024
2016-05-20,7097080325
2016-05-23,7103759581
2016-05-24,7272967394
2016-05-25,7292263021
2016-05-26,7159420045
2016-05-27,7167583580
2016-05-31,7191332045
2016-06-01,7159420045
2016-06-02,7220275487
2016-06-03,7247734649
2016-06-06,7162388604
2016-06-07,7164615022
2016-06-08,7205432696
2016-06-09,7284841626
2016-06-10,7317495765
2016-06-13,7311558649
2016-06-14,7264803859
2016-06-15,7307105812
2016-06-16,7318237905
2016-06-17,7281130928
2016-06-20,7267030277
2016-06-21,7267030277
2016-06-22,7307105812
2016-06-23,7364992695
2016-06-24,7373898370
2016-06-27,7356829160
2016-06-28,7411005346
2016-06-29,7554238275
2016-06-30,7934911520
2016-07-01,7990100240
2016-07-05,8050654530
2016-07-06,8073649830
2016-07-07,7762446770
2016-07-08,7878956290
2016-07-11,7951008230
2016-07-12,7901951590
2016-07-13,8003897420
2016-07-14,7953307760
2016-07-15,7946409170
2016-07-18,8012329030
2016-07-19,8042222920
2016-07-20,8148767810
2016-07-21,8216220690
2016-07-22,8340395310
2016-07-25,8377187790
2016-07-26,8374888260
2016-07-27,8339628800
2016-07-28,8510560530
2016-07-29,8607907300
2016-08-01,8627070050
2016-08-02,8391751480
2016-08-03,8490631270
2016-08-04,8614039380
2016-08-05,8539687910
2016-08-08,8595643140
2016-08-09,8639334210
2016-08-10,8517459120
2016-08-11,8486798720
2016-08-12,8619404950
2016-08-15,8489098250
2016-08-16,8419345840
2016-08-17,8396350540
2016-08-18,8446940200
2016-08-19,8376421280
2016-08-22,8423944900
2016-08-23,8407081680
2016-08-24,8355725510
2016-08-25,8373355240
2016-08-26,8299003770
2016-08-29,8411680740
2016-08-30,8453838790
2016-08-31,8438508590
2016-09-01,8430843490
2016-09-02,8573414350
2016-09-06,8616338910
2016-09-07,8778072520
2016-09-08,8706787090
2016-09-09,8148767810
2016-09-12,8341161819
2016-09-13,8004663930
2016-09-14,8062152180
2016-09-15,8099711170
2016-09-16,8144168750
2016-09-19,8278308000
2016-09-20,8282907060
2016-09-21,8459204360
2016-09-22,8663862530
2016-09-23,8691456890
2016-09-26,8723650310
2016-09-27,8626303540
2016-09-28,8646232800
2016-09-29,8415513290
2016-09-30,9587749190
2016-10-03,9370907570
2016-10-04,9302152910
2016-10-05,9117925680
2016-10-06,9169932410
2016-10-07,9156710360
2016-10-10,9184917400
2016-10-11,8983942240
2016-10-12,9101177750
2016-10-13,9158473300
2016-10-14,9155828890
2016-10-17,9181391520
2016-10-18,9259842350
2016-10-19,9280116160
2016-10-20,9371789040
2016-10-21,9409692250
2016-10-24,9407047840
2016-10-25,9461698980
2016-10-26,9357685520
2016-10-27,9266012640
2016-10-28,9247501770
2016-10-31,9503128070
2016-11-01,9462580450
2016-11-02,9215768850
2016-11-03,9035067500
2016-11-04,9079141000
2016-11-07,9346226410
2016-11-08,9438780760
2016-11-09,9613311820
2016-11-10,9337411710
2016-11-11,9207835620
2016-11-14,9364737280
2016-11-15,9396470200
2016-11-16,9422914300
2016-11-17,9459054570
2016-11-18,9466987800
2016-11-21,9568356850
2016-11-22,9790487290
2016-11-23,9750821140
2016-11-25,9868938120
2016-11-28,9883041640
2016-11-29,9847782840
2016-11-30,9660029730
2016-12-01,9445832520
2016-12-02,9602734180
2016-12-05,9702340290
2016-12-06,9784317000
2016-12-07,9784317000
2016-12-08,9750821140
2016-12-09,9689118240
2016-12-12,9672370310
2016-12-13,9607141530
2016-12-14,9420269890
2016-12-15,9343582000
2016-12-16,9517231590
2016-12-19,9665318550
2016-12-20,9785198470
2016-12-21,9610667410
2016-12-22,9565712440
2016-12-23,9634467100
2016-12-27,9663555610
2016-12-28,9567475380
2016-12-29,9735836150
2016-12-30,9795776110
2017-01-03,9747295260
2017-01-04,9994106860
2017-01-05,9957966590
2017-01-06,9890974870
2017-01-09,9788724350
2017-01-10,9771094950
2017-01-11,9661792670
2017-01-12,9635348570
2017-01-13,9656503850
2017-01-17,9742006440
2017-01-18,9786079940
2017-01-19,9688236770
2017-01-20,9797539050
2017-01-23,9998514210
2017-01-24,10059335640
2017-01-25,9995869800
2017-01-26,9987055100
2017-01-27,9942100130
2017-01-30,9886567520
2017-01-31,9768450540
2017-02-01,9544557160
2017-02-02,9613311820
2017-02-03,9752584080
2017-02-06,9933285430
2017-02-07,9981766280
2017-02-08,10096357380
2017-02-09,10135142060
2017-02-10,10081372390
2017-02-13,10071676220
2017-02-14,10135142060
2017-02-15,10157178810
2017-02-16,10209185540
2017-02-17,10258547860
2017-02-21,10442775090
2017-02-22,10444538030
2017-02-23,10478033890
2017-02-24,10595269400
2017-02-27,10619069090
2017-02-28,10516818570
2017-03-01,10417212460
2017-03-02,10314080470
2017-03-03,10365205730
2017-03-06,10358153970
2017-03-07,10327302520
2017-03-08,10197726430
2017-03-09,10022313900
2017-03-10,9591275070
2017-03-13,9615956230
2017-03-14,9535742460
2017-03-15,9732310270
2017-03-16,9684710890
2017-03-17,9719969690
2017-03-20,9693525590
2017-03-21,9757872900
2017-03-22,9817812860
2017-03-23,9880397230
2017-03-24,9816049920
2017-03-27,9732310270
2017-03-28,9755228490
2017-03-29,9680303540
2017-03-30,9680303540
2017-03-31,9970561800
2017-04-03,9991311250
2017-04-04,10035516600
2017-04-05,10010256400
2017-04-06,10120318700
2017-04-07,10074309050
2017-04-10,10173545550
2017-04-11,10251130450
2017-04-12,10251130450
2017-04-13,10243011100
2017-04-17,10381040050
2017-04-18,10405398100
2017-04-19,10434266900
2017-04-20,10459527100
2017-04-21,10413517450
2017-04-24,10212338000
2017-04-25,10314280950
2017-04-26,10247521850
2017-04-27,10190686400
2017-04-28,10150089650
2017-05-01,10178056300
2017-05-02,10335030400
2017-05-03,10223163800
2017-05-04,10309770200
2017-05-05,10359388450
2017-05-08,10349464800
2017-05-09,10241206800
2017-05-10,10332323950
2017-05-11,10381040050
2017-05-12,10451407750
2017-05-15,10451407750
2017-05-16,10450505600
2017-05-17,10512753950
2017-05-18,10563274350
2017-05-19,10615599050
2017-05-22,10636348500
2017-05-23,10700401150
2017-05-24,10670630200
2017-05-25,10587632400
2017-05-26,10579513050
2017-05-30,10555155000
2017-05-31,10526286200
2017-06-01,10639957100
2017-06-02,10829408600
2017-06-05,10856473100
2017-06-06,10696792550
2017-06-07,10724759200
2017-06-08,10694988250
2017-06-09,10702205450
2017-06-12,10700401150
2017-06-13,10707618350
2017-06-14,10732878550
2017-06-15,10727465650
2017-06-16,10634544200
2017-06-19,10746410800
2017-06-20,10759040900
2017-06-21,10740095750
2017-06-22,10897069850
2017-06-23,10879929000
2017-06-26,10941275200
2017-06-27,10970144000
2017-06-28,10873613950
2017-06-29,10734682850
2017-06-30,11155281060
2017-07-03,11199728100
2017-07-05,11144169300
2017-07-06,10940453700
2017-07-07,10975640940
2017-07-10,10853411580
2017-07-11,10912674300
2017-07-12,11024717880
2017-07-13,10994160540
2017-07-14,11115463920
2017-07-17,11216395740
2017-07-18,11176578600
2017-07-19,11305289820
2017-07-20,11303437860
2017-07-21,11204358000
2017-07-24,11159910960
2017-07-25,11124723720
2017-07-26,11187690360
2017-07-27,11190468300
2017-07-28,11148799200
2017-07-31,11227507500
2017-08-01,11205283980
2017-08-02,11159910960
2017-08-03,11183986440
2017-08-04,11168244780
2017-08-07,11165466840
2017-08-08,11169170760
2017-08-09,11188616340
2017-08-10,11101574220
2017-08-11,11070090900
2017-08-14,11272880520
2017-08-15,11248805040
2017-08-16,11287696200
2017-08-17,11266398660
2017-08-18,11112685980
2017-08-21,11212691820
2017-08-22,11117315880
2017-08-23,11199728100
2017-08-24,11229359460
2017-08-25,11157133020
2017-08-28,11046941400
2017-08-29,10986752700
2017-08-30,11056201200
2017-08-31,11233063380
2017-09-01,11232137400
2017-09-05,11153429100
2017-09-06,11147873220
2017-09-07,11121019800
2017-09-08,11052497280
2017-09-11,11145095280
2017-09-12,11111760000
2017-09-13,11059905120
2017-09-14,11188616340
2017-09-15,11159910960
2017-09-18,11150651160
2017-09-19,11111760000
2017-09-20,11051571300
2017-09-21,11050645320
2017-09-22,10932119880
2017-09-25,11000642400
2017-09-26,11033977680
2017-09-27,10885820880
2017-09-28,10878413040
2017-09-29,11016384060
2017-10-02,11856782700
2017-10-03,11874756600
2017-10-04,11983598550
2017-10-05,12020544900
2017-10-06,12027534750
2017-10-09,12078460800
2017-10-10,12163337550
2017-10-11,12233236050
2017-10-12,12344075100
2017-10-13,12348069300
2017-10-16,12332092500
2017-10-17,12392005500
2017-10-18,12299140350
2017-10-19,12318112800
2017-10-20,12208272300
2017-10-23,12178315800
2017-10-24,12189299850
2017-10-25,12184307100
2017-10-26,12155349150
2017-10-27,12198286800
2017-10-30,12154350600
2017-10-31,12378025800
2017-11-01,12502844550
2017-11-02,12437938800
2017-11-03,12511831500
2017-11-06,12548777850
2017-11-07,12587721300
2017-11-08,12604696650
2017-11-09,12591715500
2017-11-10,12645637200
2017-11-13,12642641550
2017-11-14,12609689400
2017-11-15,12371035950
2017-11-16,12600702450
2017-11-17,12602699550
2017-11-20,12606693750
2017-11-21,12777445800
2017-11-22,12676592250
2017-11-24,12660615450
2017-11-27,12704551650
2017-11-28,12568748850
2017-11-29,12678589350
2017-11-30,12687576300
2017-12-01,12850339950
2017-12-04,12884290650
2017-12-05,12583727100
2017-12-06,12666606750
2017-12-07,12798415349
2017-12-08,12981150000
2017-12-11,13000122450
2017-12-12,13120947000
2017-12-13,13096981800
2017-12-14,13169875949
2017-12-15,13264738200
2017-12-18,13383565650
2017-12-19,13140918000
2017-12-20,12844348650
2017-12-21,12864319650
2017-12-22,12927228300
2017-12-26,13020093449
2017-12-27,13103971649
2017-12-28,13048052849
2017-12-29,13040064450
2018-01-02,12974160150
2018-01-03,12913248600
2018-01-04,12655622700
2018-01-05,12681585000
2018-01-08,12709544400
2018-01-09,12613683600
2018-01-10,12509834400
2018-01-11,12491860500
2018-01-12,12493857600
2018-01-16,12474885150
2018-01-17,12531802500
2018-01-18,12519819900
2018-01-19,12576737250
2018-01-22,12713538600
2018-01-23,12748487850
2018-01-24,12643640100
2018-01-25,12678589350
2018-01-26,12628661850
2018-01-29,12432946050
2018-01-30,12556766250
2018-01-31,12951193499
2018-02-01,12503843100
2018-02-02,12394002600
2018-02-05,11970617400
2018-02-06,11836811700
2018-02-07,11878750800
2018-02-08,11441385900
2018-02-09,11786884200
2018-02-12,11890733400
2018-02-13,12018547800
2018-02-14,11988591300
2018-02-15,12156347700
2018-02-16,12248214300
2018-02-20,12079459350
2018-02-21,11825827650
2018-02-22,11979604350
2018-02-23,12247215750
2018-02-26,12320109900
2018-02-27,12066478200
2018-02-28,12113410050
2018-03-01,12242223000
2018-03-02,12331093950
2018-03-05,12480876450
2018-03-06,12522815550
2018-03-07,12559761900
2018-03-08,12545782200
2018-03-09,12579732900
2018-03-12,12584725650
2018-03-13,12637648800
2018-03-14,12621672000
2018-03-15,12689573400
2018-03-16,12805405200
2018-03-19,12705550200
2018-03-20,12620673450
2018-03-21,12517822800
2018-03-22,12200283900
2018-03-23,11842803000
2018-03-26,12093439050
2018-03-27,12180312900
2018-03-28,12338083800
2018-03-29,12470890950
2018-04-02,12408086990
2018-04-03,12514043230
2018-04-04,12677052830
2018-04-05,12548682770
2018-04-06,12436613670
2018-04-09,12362240540
2018-04-10,12398917700
2018-04-11,12336770290
2018-04-12,12306205990
2018-04-13,12434576050
2018-04-16,12524231330
2018-04-17,12658714250
2018-04-18,12664827110
2018-04-19,12435594860
2018-04-20,12358165300
2018-04-23,12365296970
2018-04-24,12394842460
2018-04-25,12415218660
2018-04-26,12562946110
2018-04-27,12720861660
2018-04-30,12691316170
2018-05-01,13184420210
2018-05-02,12996959170
2018-05-03,12911379130
2018-05-04,13096802550
2018-05-07,13224153800
2018-05-08,13075407540
2018-05-09,13228229040
2018-05-10,13179326160
2018-05-11,13044843240
2018-05-14,12936849380
2018-05-15,12648526150
2018-05-16,12494685840
2018-05-17,12404011750
2018-05-18,12350014820
2018-05-21,12575171830
2018-05-22,12612867800
2018-05-23,12817648610
2018-05-24,12613886610
2018-05-25,12582303500
2018-05-29,12672977590
2018-05-30,12768745730
2018-05-31,12726974520
2018-06-01,12794215980
2018-06-04,12960282010
2018-06-05,12899153410
2018-06-06,12869607920
2018-06-07,12871645540
2018-06-08,12958244390
2018-06-11,12762632870
2018-06-12,12920548420
2018-06-13,12806441700
2018-06-14,13006128460
2018-06-15,13024467040
2018-06-18,12877758400
2018-06-19,12873683160
2018-06-20,12898134600
2018-06-21,12878777210
2018-06-22,12947037480
2018-06-25,12830893140
2018-06-26,12796253600
2018-06-27,12716786420
2018-06-28,12871645540
2018-06-29,12854325770
2018-07-02,13093216720
2018-07-03,13194270350
2018-07-05,13298449350
2018-07-06,13300532930
2018-07-09,13355747799
2018-07-10,13270321020
2018-07-11,13338037370
2018-07-12,13327619470
2018-07-13,13325535890
2018-07-16,13226565840
2018-07-17,13102592830
2018-07-18,13089049560
2018-07-19,13222398680
2018-07-20,12990079510
2018-07-23,12871315450
2018-07-24,12800473730
2018-07-25,12849437860
2018-07-26,12845270700
2018-07-27,12767136450
2018-07-30,12795264780
2018-07-31,13276571760
2018-08-01,13352622429
2018-08-02,13131762950
2018-08-03,13278655340
2018-08-06,13356789590
2018-08-07,13280738920
2018-08-08,13214064360
2018-08-09,13175518130
2018-08-10,13044252590
2018-08-13,12936948220
2018-08-14,12970285500
2018-08-15,13203646460
2018-08-16,13399502980
2018-08-17,13518267040
2018-08-20,13377625390
2018-08-21,13260944910
2018-08-22,13180727080
2018-08-23,13180727080
2018-08-24,13192186770
2018-08-27,13163016650
2018-08-28,13371374650
2018-08-29,13343246320
2018-08-30,13267195650
2018-08-31,13371374650
2018-09-04,13124470420
2018-09-05,13283864290
2018-09-06,13398461190
2018-09-07,13194270350
2018-09-10,13271362810
2018-09-11,13330744840
2018-09-12,13297407560
2018-09-13,13336995580
2018-09-14,13229691210
2018-09-17,13291156820
2018-09-18,13189061400
2018-09-19,13068213760
2018-09-20,13151556960
2018-09-21,13209897200
2018-09-24,12954658650
2018-09-25,12839019960
2018-09-26,12754634970
2018-09-27,12785888670
2018-09-28,13104676410
2018-10-01,12961826497
2018-10-02,12966029424
2018-10-03,12921898692
2018-10-04,12888275277
2018-10-05,12911391375
2018-10-08,13170922110
2018-10-09,13235016745
2018-10-10,13103675280
2018-10-11,12586715273
2018-10-12,12612983566
2018-10-15,12720158202
2018-10-16,12971283083
2018-10-17,12878818692
2018-10-18,12796861617
2018-10-19,12863057716
2018-10-22,12667621616
2018-10-23,12871463570
2018-10-24,12949217717
2018-10-25,13098421621
2018-10-26,12723310397
2018-10-29,12943964058
2018-10-30,13023819669
2018-10-31,12843093813
2018-11-01,12849398203
2018-11-02,12621389420
2018-11-05,12880920155
2018-11-06,12949217717
2018-11-07,13166719183
