,FTNT
2023-10-12,44364200000
2023-10-13,44180624000
2023-10-16,45236186000
2023-10-17,44861385000
2023-10-18,44111783000
2023-10-19,44188273000
2023-10-20,43109764000
2023-10-23,42910890000
2023-10-24,44012346000
2023-10-25,42788506000
2023-10-26,42620228000
2023-10-27,43033274000
2023-10-30,43079168000
2023-10-31,43729333000
2023-11-01,43836419000
2023-11-02,44050591000
2023-11-03,38612152000
2023-11-06,38321490000
2023-11-07,37877848000
2023-11-08,38428576000
2023-11-09,37992583000
2023-11-10,38872218000
2023-11-13,38474470000
2023-11-14,39254668000
2023-11-15,39055794000
2023-11-16,38566258000
2023-11-17,39208774000
2023-11-20,39705959000
2023-11-21,40218442000
2023-11-22,40516753000
2023-11-24,40868607000
2023-11-27,41105726000
2023-11-28,40379071000
2023-11-29,40998640000
2023-11-30,40203144000
2023-12-01,40149601000
2023-12-04,39966025000
2023-12-05,40172548000
2023-12-06,39644767000
2023-12-07,39254668000
2023-12-08,39897184000
2023-12-11,41029236000
2023-12-12,42100096000
2023-12-13,42337215000
2023-12-14,43637545000
2023-12-15,44234167000
2023-12-18,42918539000
2023-12-19,44180624000
2023-12-20,43943505000
2023-12-21,44754299000
2023-12-22,45335623000
2023-12-26,45741020000
2023-12-27,45389166000
2023-12-28,45435060000
2023-12-29,44769597000
2024-01-02,44051472000
2024-01-03,44104840000
2024-01-04,44516536000
2024-01-05,44478416000
2024-01-08,46704624000
2024-01-09,45286560000
2024-01-10,46788488000
2024-01-11,47459400000
2024-01-12,47604256000
2024-01-16,47268800000
2024-01-17,46216688000
2024-01-18,46818984000
2024-01-19,46430160000
2024-01-22,47771984000
2024-01-23,49106184000
2024-01-24,50402264000
2024-01-25,49975320000
2024-01-26,50409888000
2024-01-29,50661480000
2024-01-30,50859703999
2024-01-31,49167175999
2024-02-01,50661480000
2024-02-02,50653856000
2024-02-05,50387016000
2024-02-06,51446752000
2024-02-07,53390872000
2024-02-08,51728839999
2024-02-09,53703456000
2024-02-12,53566224000
2024-02-13,52910560000
2024-02-14,54038912000
2024-02-15,53566224000
2024-02-16,52209152000
2024-02-20,51774584000
2024-02-21,49815216000
2024-02-22,51050303999
2024-02-23,51568736000
2024-02-26,52148160000
2024-02-27,53329880000
2024-02-28,52994424000
2024-02-29,52689464000
2024-03-01,53703456000
2024-03-04,54427736000
2024-03-05,52636096000
2024-03-06,54374367999
2024-03-07,55708567999
2024-03-08,54397239999
2024-03-11,54481103999
2024-03-12,54389616000
2024-03-13,53505232000
2024-03-14,51873696000
2024-03-15,50867328000
2024-03-18,51500120000
2024-03-19,51683096000
2024-03-20,51744088000
2024-03-21,52277767999
2024-03-22,52071920000
2024-03-25,51759336000
2024-03-26,51423880000
2024-03-27,51286648000
2024-03-28,52079544000
2024-04-01,51705967999
2024-04-02,52491239999
2024-04-03,54374367999
2024-04-04,52780952000
2024-04-05,54061784000
2024-04-08,52140536000
2024-04-09,52010928000
2024-04-10,51942312000
2024-04-11,52010928000
2024-04-12,50661480000
2024-04-15,49350152000
2024-04-16,49159552000
2024-04-17,49296784000
2024-04-18,48816472000
2024-04-19,48336160000
2024-04-22,48557256000
2024-04-23,49403520000
2024-04-24,49899080000
2024-04-25,48816472000
2024-04-26,48930832000
2024-04-29,49022320000
2024-04-30,48168432000
2024-05-01,48435272000
2024-05-02,49708480000
2024-05-03,44890112000
2024-05-06,44836744000
2024-05-07,45309432000
2024-05-08,45461912000
2024-05-09,44303064000
2024-05-10,44341184000
2024-05-13,45461912000
2024-05-14,45896480000
2024-05-15,46300552000
2024-05-16,46689376000
2024-05-17,46834232000
2024-05-20,47528016000
2024-05-21,46742744000
2024-05-22,46940968000
2024-05-23,46453032000
2024-05-24,46773240000
2024-05-28,45324680000
2024-05-29,45538152000
2024-05-30,44219200000
2024-05-31,45225568000
2024-06-03,44829120000
2024-06-04,44707136000
2024-06-05,45522904000
2024-06-06,45553400000
2024-06-07,45530528000
2024-06-10,45812616000
2024-06-11,45545776000
2024-06-12,46216688000
2024-06-13,45919352000
2024-06-14,46338672000
2024-06-17,46430160000
2024-06-18,45095960000
2024-06-20,44173456000
2024-06-21,44646144000
2024-06-24,44432672000
2024-06-25,44745256000
2024-06-26,44303064000
2024-06-27,45774496000
2024-06-28,45949848000
2024-07-01,45629640000
2024-07-02,46514024000
2024-07-03,46300552000
2024-07-05,46575016000
2024-07-08,45827864000
2024-07-09,45957472000
2024-07-10,45431416000
2024-07-11,44821496000
2024-07-12,45400920000
2024-07-15,45667760000
2024-07-16,45347552000
2024-07-17,45065464000
2024-07-18,44318312000
2024-07-19,44585152000
2024-07-22,44562280000
2024-07-23,44173456000
2024-07-24,43182336000
2024-07-25,43693144000
2024-07-26,43456800000
2024-07-29,43754136000
2024-07-30,43838000000
2024-07-31,44249696000
2024-08-01,43609280000
2024-08-02,43083224000
2024-08-05,42306882000
2024-08-06,42627678000
2024-08-07,53412534000
2024-08-08,52457784000
2024-08-09,53229222000
