,FTNT
2010-08-17,1300231600
2010-08-18,1307415200
2010-08-19,1278680800
2010-08-20,1321782400
2010-08-23,1321782400
2010-08-24,1321782400
2010-08-25,1336149600
2010-08-26,1350516800
2010-08-27,1436720000
2010-08-30,1436720000
2010-08-31,1465454400
2010-09-01,1508556000
2010-09-02,1566024800
2010-09-03,1522923200
2010-09-07,1472637999
2010-09-08,1501372400
2010-09-09,1580392000
2010-09-10,1544474000
2010-09-13,1573208400
2010-09-14,1645044400
2010-09-15,1609126400
2010-09-16,1637860799
2010-09-17,1795900000
2010-09-20,1803083599
2010-09-21,1774349200
2010-09-22,1709696800
2010-09-23,1702513200
2010-09-24,1724064000
2010-09-27,1774349200
2010-09-28,1752798400
2010-09-29,1810267200
2010-09-30,1878850000
2010-10-01,1878850000
2010-10-04,1916426999
2010-10-05,1916426999
2010-10-06,1818726800
2010-10-07,1811211400
2010-10-08,1818726800
2010-10-11,1878850000
2010-10-12,1878850000
2010-10-13,1878850000
2010-10-14,1901396199
2010-10-15,1954004000
2010-10-18,1961519400
2010-10-19,1893880800
2010-10-20,1893880800
2010-10-21,1856303800
2010-10-22,2224558400
2010-10-25,2277166200
2010-10-26,2359835600
2010-10-27,2352320200
2010-10-28,2254620000
2010-10-29,2254620000
2010-11-01,2397412600
2010-11-02,2329774000
2010-11-03,2329774000
2010-11-04,2299712400
2010-11-05,2352320200
2010-11-08,2329774000
2010-11-09,2344804800
2010-11-10,2329774000
2010-11-11,2284681600
2010-11-12,2277166200
2010-11-15,2329774000
2010-11-16,2359835600
2010-11-17,2352320200
2010-11-18,2450020400
2010-11-19,2397412600
2010-11-22,2382381800
2010-11-23,2359835600
2010-11-24,2397412600
2010-11-26,2382381800
2010-11-29,2367351000
2010-11-30,2397412600
2010-12-01,2419958800
2010-12-02,2434989600
2010-12-03,2502628200
2010-12-06,2472566600
2010-12-07,2457535800
2010-12-08,2457535800
2010-12-09,2517659000
2010-12-10,2502628200
2010-12-13,2397412600
2010-12-14,2337289400
2010-12-15,2359835600
2010-12-16,2389897200
2010-12-17,2412443400
2010-12-20,2404928000
2010-12-21,2404928000
2010-12-22,2382381800
2010-12-23,2359835600
2010-12-27,2442505000
2010-12-28,2382381800
2010-12-29,2419958800
2010-12-30,2419958800
2010-12-31,2434989600
2011-01-03,2487597400
2011-01-04,2630390000
2011-01-05,2743121000
2011-01-06,2735605600
2011-01-07,2645420800
2011-01-10,2705544000
2011-01-11,2713059400
2011-01-12,2750636400
2011-01-13,2765667200
2011-01-14,2810759600
2011-01-18,2758151800
2011-01-19,2675482400
2011-01-20,2630390000
2011-01-21,2637905400
2011-01-24,2592813000
2011-01-25,2547720600
2011-01-26,2983613800
2011-01-27,2840821200
2011-01-28,2780698000
2011-01-31,2893429000
2011-02-01,2968583000
2011-02-02,2931006000
2011-02-03,2923490600
2011-02-04,3073798600
2011-02-07,2991129200
2011-02-08,3043737000
2011-02-09,3021190799
2011-02-10,3058767800
2011-02-11,3051252399
2011-02-14,3081313999
2011-02-15,3043737000
2011-02-16,3103860200
2011-02-17,3103860200
2011-02-18,3133921800
2011-02-22,2976098400
2011-02-23,2998644600
2011-02-24,3066283200
2011-02-25,3118891000
2011-02-28,3066283200
2011-03-01,2983613800
2011-03-02,3036221600
2011-03-03,3171498800
2011-03-04,3254168200
2011-03-07,3239137399
2011-03-08,3254168200
2011-03-09,3246652800
2011-03-10,3171498800
2011-03-11,3231622000
2011-03-14,3276714400
2011-03-15,3171498800
2011-03-16,3081313999
2011-03-17,3111375599
2011-03-18,3179014200
2011-03-21,3291745200
2011-03-22,3179014200
2011-03-23,3081313999
2011-03-24,3133921800
2011-03-25,3239137399
2011-03-28,3179014200
2011-03-29,3261683600
2011-03-30,3231622000
2011-03-31,3365100700
2011-04-01,3106246800
2011-04-04,3311807249
2011-04-05,3387940750
2011-04-06,3197607000
2011-04-07,3030113300
2011-04-08,3014886600
2011-04-11,2976819850
2011-04-12,2885459650
2011-04-13,3068180050
2011-04-14,3060566699
2011-04-15,3091020099
2011-04-18,2984433200
2011-04-19,2953979800
2011-04-20,3068180050
2011-04-21,3075793400
2011-04-25,3113860150
2011-04-26,3136700200
2011-04-27,3174766950
2011-04-28,3639181300
2011-04-29,3707701450
2011-05-02,3524981050
2011-05-03,3441234199
2011-05-04,3365100700
2011-05-05,3517367700
2011-05-06,3540207750
2011-05-09,3608727900
2011-05-10,3593501200
2011-05-11,3509754350
2011-05-12,3578274500
2011-05-13,3578274500
2011-05-16,3563047800
2011-05-17,3555434450
2011-05-18,3601114550
2011-05-19,3700088100
2011-05-20,3692474749
2011-05-23,3563047800
2011-05-24,3540207750
2011-05-25,3646794650
2011-05-26,3601114550
2011-05-27,3646794650
2011-05-31,3692474749
2011-06-01,3783834950
2011-06-02,3578274500
2011-06-03,3570661150
2011-06-06,3608727900
2011-06-07,3684861400
2011-06-08,3646794650
2011-06-09,3623954600
2011-06-10,3448847550
2011-06-13,3464074250
2011-06-14,3486914300
2011-06-15,3395554100
2011-06-16,3524981050
2011-06-17,3448847550
2011-06-20,3456460900
2011-06-21,3753381550
2011-06-22,3753381550
2011-06-23,3821901699
2011-06-24,3936101950
2011-06-27,3958942000
2011-06-28,4065528900
2011-06-29,4095982300
2011-06-30,4184134500
2011-07-01,4230113999
2011-07-05,4276093500
2011-07-06,4314409750
2011-07-07,4230113999
2011-07-08,4299083250
2011-07-11,4191797750
2011-07-12,4115165250
2011-07-13,4214787500
2011-07-14,4138155000
2011-07-15,4115165250
2011-07-18,4069185749
2011-07-19,4107502000
2011-07-20,3310524000
2011-07-21,3172585499
2011-07-22,3233891500
2011-07-25,3157259000
2011-07-26,3172585499
2011-07-27,3034647000
2011-07-28,3034647000
2011-07-29,3111279499
2011-08-01,3103616250
2011-08-02,3088289750
2011-08-03,3233891500
2011-08-04,3187912000
2011-08-05,3003994000
2011-08-08,2758770000
2011-08-09,2942688000
2011-08-10,2781759750
2011-08-11,2981004250
2011-08-12,3019320500
2011-08-15,3157259000
2011-08-16,3111279499
2011-08-17,3195575250
2011-08-18,2866055500
2011-08-19,2689800750
2011-08-22,2643821250
2011-08-23,2835402500
2011-08-24,2735780250
2011-08-25,2682137500
2011-08-26,2850729000
2011-08-29,2919698250
2011-08-30,2881382000
2011-08-31,2935024750
2011-09-01,2919698250
2011-09-02,2820076000
2011-09-06,2789423000
2011-09-07,2889045250
2011-09-08,2827739250
2011-09-09,2705127250
2011-09-12,2674474250
2011-09-13,2682137500
2011-09-14,2850729000
2011-09-15,2896708500
2011-09-16,2781759750
2011-09-19,2820076000
2011-09-20,2666811000
2011-09-21,2682137500
2011-09-22,2544199000
2011-09-23,2490556250
2011-09-26,2689800750
2011-09-27,2659147750
2011-09-28,2597841750
2011-09-29,2574852000
2011-09-30,2620968000
2011-10-03,2581965500
2011-10-04,2597566500
2011-10-05,2659970500
2011-10-06,2784778500
2011-10-07,2800379500
2011-10-10,2893985500
2011-10-11,2847182500
2011-10-12,2761377000
2011-10-13,2893985500
2011-10-14,3088998000
2011-10-17,3003192500
2011-10-18,3065596500
2011-10-19,2886185000
2011-10-20,2839382000
2011-10-21,2753576500
2011-10-24,2979791000
2011-10-25,3346414500
2011-10-26,3245008000
2011-10-27,3393217499
2011-10-28,3596030500
2011-10-31,3596030500
2011-11-01,3518025500
2011-11-02,3580429500
2011-11-03,3900250000
2011-11-04,3853447000
2011-11-07,3736439500
2011-11-08,3775442000
2011-11-09,3627232500
2011-11-10,3892449500
2011-11-11,3830045500
2011-11-14,3822245000
2011-11-15,4017257500
2011-11-16,3986055500
2011-11-17,3822245000
2011-11-18,3791043000
2011-11-21,3697437000
2011-11-22,3681836000
2011-11-23,3557027999
2011-11-25,3557027999
2011-11-28,3674035500
2011-11-29,3611631500
2011-11-30,3744240000
2011-12-01,3744240000
2011-12-02,3806644000
2011-12-05,3993856000
2011-12-06,3830045500
2011-12-07,3689636500
2011-12-08,3658434500
2011-12-09,3830045500
2011-12-12,3736439500
2011-12-13,3635033000
2011-12-14,3455621500
2011-12-15,3408818500
2011-12-16,3455621500
2011-12-19,3369816000
2011-12-20,3330813499
2011-12-21,3128000500
2011-12-22,3213806000
2011-12-23,3252808500
2011-12-27,3299611500
2011-12-28,3330813499
2011-12-29,3377616500
2011-12-30,3401018000
2012-01-03,3237207500
2012-01-04,3135800999
2012-01-05,3151402000
2012-01-06,3182604000
2012-01-09,3143601500
2012-01-10,3104599000
2012-01-11,3213806000
2012-01-12,3284010500
2012-01-13,3260609000
2012-01-17,3369816000
2012-01-18,3440020500
2012-01-19,3510225000
2012-01-20,3549227500
2012-01-23,3486823500
2012-01-24,3479023000
2012-01-25,3580429500
2012-01-26,3564828500
2012-01-27,3557027999
2012-01-30,3510225000
2012-01-31,3557027999
2012-02-01,3908050500
2012-02-02,3986055500
2012-02-03,3962654000
2012-02-06,3923651500
2012-02-07,3876848500
2012-02-08,3939252500
2012-02-09,4087462000
2012-02-10,3993856000
2012-02-13,4118664000
2012-02-14,4165467000
2012-02-15,4025058000
2012-02-16,4103063000
2012-02-17,4048459500
2012-02-21,4087462000
2012-02-22,4079661500
2012-02-23,4095262500
2012-02-24,4212270000
2012-02-27,4196669000
2012-02-28,4274674000
2012-02-29,4220070500
2012-03-01,4344878500
2012-03-02,4298075500
2012-03-05,4095262500
2012-03-06,4001656500
2012-03-07,4064060500
2012-03-08,4103063000
2012-03-09,4149866000
2012-03-12,4251272500
2012-03-13,4337078000
2012-03-14,4235671500
2012-03-15,4282474500
2012-03-16,4227871000
2012-03-19,4282474500
2012-03-20,4243472000
2012-03-21,4235671500
2012-03-22,4149866000
2012-03-23,4220070500
2012-03-26,4313676500
2012-03-27,4227871000
2012-03-28,4157666500
2012-03-29,4259073000
2012-03-30,4313676500
2012-04-02,4472261600
2012-04-03,4472261600
2012-04-04,4440766800
2012-04-05,4480135300
2012-04-09,4393524600
2012-04-10,4291166500
2012-04-11,4299040200
2012-04-12,4377777200
2012-04-13,4330535000
2012-04-16,4259671700
2012-04-17,4338408700
2012-04-18,4354156100
2012-04-19,4330535000
2012-04-20,4267545400
2012-04-23,4157313600
2012-04-24,4054955500
2012-04-25,4165187300
2012-04-26,4094324000
2012-04-27,4125818800
2012-04-30,4110071400
2012-05-01,4157313600
2012-05-02,4149439899
2012-05-03,4102197700
2012-05-04,3984092199
2012-05-07,3968344800
2012-05-08,3921102600
2012-05-09,3889607800
2012-05-10,3771502300
2012-05-11,3810870800
2012-05-14,3740007500
2012-05-15,3779376000
2012-05-16,3818744499
2012-05-17,3669144200
2012-05-18,3535291300
2012-05-21,3629775700
2012-05-22,3661270500
2012-05-23,3645523100
2012-05-24,3377817300
2012-05-25,3440806900
2012-05-29,3432933200
2012-05-30,3393564699
2012-05-31,3346322500
2012-06-01,3212469600
2012-06-04,3228216999
2012-06-05,3267585500
2012-06-06,3409312100
2012-06-07,3401438400
2012-06-08,3440806900
2012-06-11,3299080300
2012-06-12,3291206600
2012-06-13,3338448800
2012-06-14,3338448800
2012-06-15,3488049100
2012-06-18,3495922800
2012-06-19,3535291300
2012-06-20,3566786100
2012-06-21,3456554299
2012-06-22,3551038700
2012-06-25,3448680600
2012-06-26,3464428000
2012-06-27,3574659800
2012-06-28,3464428000
2012-06-29,3653396799
2012-07-02,3746523600
2012-07-03,3841774200
2012-07-05,3833836650
2012-07-06,3460771800
2012-07-09,3365521200
2012-07-10,3373458750
2012-07-11,3341708550
2012-07-12,3325833450
2012-07-13,3421084049
2012-07-16,3381396300
2012-07-17,3373458750
2012-07-18,3730648500
2012-07-19,3817961549
2012-07-20,3722710950
2012-07-23,3619522799
2012-07-24,3532209750
2012-07-25,3556022400
2012-07-26,3976712550
2012-07-27,4040212950
2012-07-30,3905274600
2012-07-31,3810024000
2012-08-01,3714773400
2012-08-02,3722710950
2012-08-03,3849711749
2012-08-06,3897337050
2012-08-07,3992587650
2012-08-08,3952899900
2012-08-09,3921149700
2012-08-10,3937024800
2012-08-13,3873524400
2012-08-14,3786211349
2012-08-15,3873524400
2012-08-16,3952899900
2012-08-17,4024337850
2012-08-20,4000525200
2012-08-21,4024337850
2012-08-22,4087838250
2012-08-23,4079900699
2012-08-24,4064025600
2012-08-27,4175151300
2012-08-28,4191026400
2012-08-29,4206901500
2012-08-30,4135463550
2012-08-31,4206901500
2012-09-04,4222776600
2012-09-05,4214839049
2012-09-06,4349777400
2012-09-07,4349777400
2012-09-10,4341839850
2012-09-11,4318027200
2012-09-12,4365652500
2012-09-13,4381527600
2012-09-14,4397402700
2012-09-17,4341839850
2012-09-18,4333902300
2012-09-19,4373590050
2012-09-20,4349777400
2012-09-21,4286277000
2012-09-24,4143401100
2012-09-25,4103713350
2012-09-26,3968775000
2012-09-27,3921149700
2012-09-28,3825899100
2012-10-01,3744795600
2012-10-02,3720790500
2012-10-03,3744795600
2012-10-04,3832814300
2012-10-05,3856819400
2012-10-08,3808809200
2012-10-09,3792805800
2012-10-10,3784804100
2012-10-11,3824812600
2012-10-12,3880824499
2012-10-15,3960841500
2012-10-16,3968843200
2012-10-17,3224685100
2012-10-18,3128664700
2012-10-19,3152669800
2012-10-22,3112661300
2012-10-23,3128664700
2012-10-24,3080654500
2012-10-25,3096657900
2012-10-26,3128664700
2012-10-31,3096657900
2012-11-01,3240688500
2012-11-02,3200680000
2012-11-05,3144668100
2012-11-06,3160671500
2012-11-07,3064651100
2012-11-08,3024642600
2012-11-09,3040646000
2012-11-12,2936623900
2012-11-13,2848605200
2012-11-14,2888613700
2012-11-15,2848605200
2012-11-16,2928622200
2012-11-19,2976632400
2012-11-20,2920620500
2012-11-21,2992635800
2012-11-23,3048647700
2012-11-26,3080654500
2012-11-27,3072652800
2012-11-28,3120663000
2012-11-29,3176674900
2012-11-30,3200680000
2012-12-03,3152669800
2012-12-04,3192678300
2012-12-05,3008639200
2012-12-06,3056649400
2012-12-07,3152669800
2012-12-10,3216683399
2012-12-11,3240688500
2012-12-12,3232686800
2012-12-13,3288698700
2012-12-14,3360714000
2012-12-17,3384719100
2012-12-18,3416725899
2012-12-19,3416725899
2012-12-20,3408724200
2012-12-21,3384719100
2012-12-24,3376717400
2012-12-26,3328707200
2012-12-27,3328707200
2012-12-28,3352712300
2012-12-31,3386922000
2013-01-02,3419178400
2013-01-03,3120806700
2013-01-04,3112742600
2013-01-07,3072422100
2013-01-08,3080486200
2013-01-09,3096614400
2013-01-10,3161127200
2013-01-11,3120806700
2013-01-14,3136934900
2013-01-15,3241768199
2013-01-16,3209511800
2013-01-17,3193383600
2013-01-18,3185319500
2013-01-22,3112742600
2013-01-23,3177255400
2013-01-24,3217575900
2013-01-25,3362729700
2013-01-28,3394986100
2013-01-29,3177255400
2013-01-30,3120806700
2013-01-31,3806255200
2013-02-01,3806255200
2013-02-04,3693357800
2013-02-05,3709485999
2013-02-06,3773998800
2013-02-07,3725614200
2013-02-08,3782062900
2013-02-11,3725614200
2013-02-12,3846575699
2013-02-13,3757870600
2013-02-14,3773998800
2013-02-15,3790127000
2013-02-19,3798191100
2013-02-20,3806255200
2013-02-21,3733678300
2013-02-22,3870768000
2013-02-25,3830447500
2013-02-26,3983665400
2013-02-27,3999793600
2013-02-28,3903024400
2013-03-01,3894960300
2013-03-04,3894960300
2013-03-05,3959473100
2013-03-06,3919152600
2013-03-07,3862703900
2013-03-08,3927216700
2013-03-11,3919152600
2013-03-12,3943344899
2013-03-13,3975601300
2013-03-14,4032050000
2013-03-15,3999793600
2013-03-18,3903024400
2013-03-19,3765934700
2013-03-20,3814319300
2013-03-21,3757870600
2013-03-22,3717550100
2013-03-25,3701421900
2013-03-26,3709485999
2013-03-27,3749806500
2013-03-28,3822383400
2013-04-01,3731680999
2013-04-02,3723568650
2013-04-03,3601883400
2013-04-04,3618108100
2013-04-05,3561321649
2013-04-08,3528872249
2013-04-09,3585658700
2013-04-10,3545096950
2013-04-11,3082693000
2013-04-12,3042131250
2013-04-15,2928558350
2013-04-16,2944783050
2013-04-17,2928558350
2013-04-18,2871771900
2013-04-19,2847434850
2013-04-22,2887996600
2013-04-23,2887996600
2013-04-24,2847434850
2013-04-25,2855547200
2013-04-26,2814985450
2013-04-29,2896108950
2013-04-30,2912333650
2013-05-01,2896108950
2013-05-02,2928558350
2013-05-03,2936670700
2013-05-06,2952895400
2013-05-07,2936670700
2013-05-08,2952895400
2013-05-09,2936670700
2013-05-10,3042131250
2013-05-13,2936670700
2013-05-14,2961007750
2013-05-15,2952895400
2013-05-16,3001569500
2013-05-17,3074580650
2013-05-20,3123254750
2013-05-21,3115142400
2013-05-22,3034018900
2013-05-23,2985344800
2013-05-24,2969120100
2013-05-28,3017794200
2013-05-29,3074580650
2013-05-30,3131367100
2013-05-31,3123254750
2013-06-03,3001569500
2013-06-04,2952895400
2013-06-05,2928558350
2013-06-06,2993457150
2013-06-07,3025906550
2013-06-10,3025906550
2013-06-11,2969120100
2013-06-12,2944783050
2013-06-13,2928558350
2013-06-14,2879884250
2013-06-17,2920446000
2013-06-18,2920446000
2013-06-19,2879884250
2013-06-20,2863659550
2013-06-21,2814985450
2013-06-24,2685187850
2013-06-25,2717637250
2013-06-26,2774423700
2013-06-27,2806873100
2013-06-28,2839322500
2013-07-01,2818273800
2013-07-02,2826419100
2013-07-03,2932308000
2013-07-05,2973034500
2013-07-08,2989325100
2013-07-09,3046342200
2013-07-10,3201102900
2013-07-11,3241829400
2013-07-12,3266265300
2013-07-15,3258120000
2013-07-16,3249974700
2013-07-17,3323282400
2013-07-18,3331427700
2013-07-19,3331427700
2013-07-22,3331427700
2013-07-23,3494333700
2013-07-24,3478043099
2013-07-25,3421026000
2013-07-26,3380299500
2013-07-29,3315137100
2013-07-30,3282555900
2013-07-31,3461752500
2013-08-01,3478043099
2013-08-02,3478043099
2013-08-05,3437316600
2013-08-06,3404735400
2013-08-07,3364008900
2013-08-08,3396590100
2013-08-09,3372154199
2013-08-12,3396590100
2013-08-13,3437316600
2013-08-14,3429171300
2013-08-15,3290701200
2013-08-16,3241829400
2013-08-19,3266265300
2013-08-20,3258120000
2013-08-21,3290701200
2013-08-22,3315137100
2013-08-23,3315137100
2013-08-26,3290701200
2013-08-27,3225538800
2013-08-28,3209248200
2013-08-29,3266265300
2013-08-30,3225538800
2013-09-03,3217393500
2013-09-04,3225538800
2013-09-05,3225538800
2013-09-06,3266265300
2013-09-09,3315137100
2013-09-10,3355863600
2013-09-11,3347718300
2013-09-12,3355863600
2013-09-13,3355863600
2013-09-16,3339572999
2013-09-17,3388444800
2013-09-18,3412880700
2013-09-19,3437316600
2013-09-20,3461752500
2013-09-23,3388444800
2013-09-24,3323282400
2013-09-25,3323282400
2013-09-26,3355863600
2013-09-27,3323282400
2013-09-30,3306440250
2013-10-01,3404408850
2013-10-02,3437065050
2013-10-03,3355424550
2013-10-04,3543197700
2013-10-07,3592182000
2013-10-08,3486049349
2013-10-09,3396244800
2013-10-10,3453393150
2013-10-11,3461557200
2013-10-14,3477885300
2013-10-15,3281948099
2013-10-16,3322768350
2013-10-17,3216635700
2013-10-18,3298276200
2013-10-21,3371752650
2013-10-22,3379916699
2013-10-23,3355424550
2013-10-24,3404408850
2013-10-25,3273784050
2013-10-28,3281948099
2013-10-29,3290112150
2013-10-30,3249291900
2013-10-31,3290112150
2013-11-01,3224799750
2013-11-04,3281948099
2013-11-05,3265620000
2013-11-06,3257455950
2013-11-07,3167651400
2013-11-08,3175815450
2013-11-11,3224799750
2013-11-12,3216635700
2013-11-13,3265620000
2013-11-14,3249291900
2013-11-15,3322768350
2013-11-18,3224799750
2013-11-19,3175815450
2013-11-20,3167651400
2013-11-21,3183979500
2013-11-22,3216635700
2013-11-25,3167651400
2013-11-26,3200307600
2013-11-27,3208471650
2013-11-29,2792105100
2013-12-02,2734956750
2013-12-03,2783941050
2013-12-04,2865581550
2013-12-05,2881909650
2013-12-06,2890073700
2013-12-09,2947222050
2013-12-10,2955386100
2013-12-11,2906401800
2013-12-12,2865581550
2013-12-13,2890073700
2013-12-16,2914565850
2013-12-17,2922729900
2013-12-18,2947222050
2013-12-19,2922729900
2013-12-20,3012534450
2013-12-23,3094174950
2013-12-24,3086010900
2013-12-26,3086010900
2013-12-27,3086010900
2013-12-30,3086010900
2013-12-31,3109787650
2014-01-02,3085429000
2014-01-03,3126026750
2014-01-06,3126026750
2014-01-07,3223461350
2014-01-08,3223461350
2014-01-09,3158504950
2014-01-10,3174744050
2014-01-13,3190983150
2014-01-14,3393971900
2014-01-15,3483286950
2014-01-16,3491406500
2014-01-17,3491406500
2014-01-21,3467047849
2014-01-22,3467047849
2014-01-23,3467047849
2014-01-24,3523884700
2014-01-27,3499526049
2014-01-28,3572602000
2014-01-29,3475167400
2014-01-30,3596960650
2014-01-31,3442689200
2014-02-03,3296537299
2014-02-04,3377732800
2014-02-05,3280298200
2014-02-06,3410211000
2014-02-07,3491406500
2014-02-10,3491406500
2014-02-11,3507645600
2014-02-12,3483286950
2014-02-13,3605080200
2014-02-14,3580721550
2014-02-18,3702514799
2014-02-19,3588841100
2014-02-20,3678156150
2014-02-21,3670036599
2014-02-24,3678156150
2014-02-25,3743112550
2014-02-26,3799949400
2014-02-27,3873025349
2014-02-28,3759351650
2014-03-03,3694395250
2014-03-04,3816188500
2014-03-05,3791829850
2014-03-06,3808068950
2014-03-07,3799949400
2014-03-10,3759351650
2014-03-11,3710634350
2014-03-12,3751232100
2014-03-13,3670036599
2014-03-14,3710634350
2014-03-17,3759351650
2014-03-18,3864905800
2014-03-19,3848666700
2014-03-20,3816188500
2014-03-21,3734992999
2014-03-24,3621319300
2014-03-25,3596960650
2014-03-26,3515765150
2014-03-27,3548243350
2014-03-28,3540123800
2014-03-31,3597700050
2014-04-01,3703754700
2014-04-02,3720070799
2014-04-03,3671122500
2014-04-04,3589542000
2014-04-07,3638490300
2014-04-08,3720070799
2014-04-09,3801651300
2014-04-10,3532435650
2014-04-11,3336642450
2014-04-14,3344800499
2014-04-15,3385590750
2014-04-16,3516119549
2014-04-17,3532435650
2014-04-21,3556909800
2014-04-22,3597700050
2014-04-23,3597700050
2014-04-24,3744544950
2014-04-25,3597700050
2014-04-28,3499803450
2014-04-29,3524277600
2014-04-30,3589542000
2014-05-01,3581383949
2014-05-02,3581383949
2014-05-05,3581383949
2014-05-06,3483487349
2014-05-07,3385590750
2014-05-08,3377432699
2014-05-09,3320326350
2014-05-12,3426381000
2014-05-13,3361116600
2014-05-14,3401906850
2014-05-15,3434539050
2014-05-16,3459013200
2014-05-19,3507961500
2014-05-20,3467171250
2014-05-21,3491645400
2014-05-22,3548751749
2014-05-23,3581383949
2014-05-27,3614016150
2014-05-28,3638490300
2014-05-29,3695596650
2014-05-30,3662964450
2014-06-02,3614016150
2014-06-03,3622174200
2014-06-04,3679280550
2014-06-05,3720070799
2014-06-06,3760861050
2014-06-09,3785335199
2014-06-10,3801651300
2014-06-11,3883231800
2014-06-12,3826125450
2014-06-13,3850599600
2014-06-16,3940338150
2014-06-17,3972970350
2014-06-18,3981128400
2014-06-19,4021918650
2014-06-20,3972970350
2014-06-23,3948496200
2014-06-24,3899547900
2014-06-25,3997444500
2014-06-26,3981128400
2014-06-27,4038234750
2014-06-30,4131994100
2014-07-01,4131994100
2014-07-02,4123779399
2014-07-03,4156638199
2014-07-07,4090920600
2014-07-08,3910197200
