,MRO
2009-04-13,12201890000
2009-04-14,12010460000
2009-04-15,12031730000
2009-04-16,12478400000
2009-04-17,12698190000
2009-04-20,12074270000
2009-04-21,12393320000
2009-04-22,12216070000
2009-04-23,12499670000
2009-04-24,13144860000
2009-04-27,12528030000
2009-04-28,12393320000
2009-04-29,12903800000
2009-04-30,12563480000
2009-05-01,13045599999
2009-05-04,13251210000
2009-05-05,13123590000
2009-05-06,13853860000
2009-05-07,13393010000
2009-05-08,13768780000
2009-05-11,13095230000
2009-05-12,13073960000
2009-05-13,12279880000
2009-05-14,12301150000
2009-05-15,12109719999
2009-05-18,12598930000
2009-05-19,12563480000
2009-05-20,12847080000
2009-05-21,12435860000
2009-05-22,12442950000
2009-05-26,12676920000
2009-05-27,12364960000
2009-05-28,13116500000
2009-05-29,13485180000
2009-06-01,14094920000
2009-06-02,14130370000
2009-06-03,13109409999
2009-06-04,13357560000
2009-06-05,13407190000
2009-06-08,13726240000
2009-06-09,13839680000
2009-06-10,13825500000
2009-06-11,13889310000
2009-06-12,13712060000
2009-06-15,13357560000
2009-06-16,13279570000
2009-06-17,13066870000
2009-06-18,13052690000
2009-06-19,12960520000
2009-06-22,12166440000
2009-06-23,12208980000
2009-06-24,12336599999
2009-06-25,12457130000
2009-06-26,12485490000
2009-06-29,12606020000
2009-06-30,12740730000
2009-07-01,12811630000
2009-07-02,12265700000
2009-07-06,12166440000
2009-07-07,11939560000
2009-07-08,11854480000
2009-07-09,12123900000
2009-07-10,11982099999
2009-07-13,12258610000
2009-07-14,12442950000
2009-07-15,12797450000
2009-07-16,12747820000
2009-07-17,12797450000
2009-07-20,13031420000
2009-07-21,13130680000
2009-07-22,12995969999
2009-07-23,13442640000
2009-07-24,13598620000
2009-07-27,13747510000
2009-07-28,13669520000
2009-07-29,13201580000
2009-07-30,13506450000
2009-07-31,13641159999
2009-08-03,13804230000
2009-08-04,13733330000
2009-08-05,13329200000
2009-08-06,13116500000
2009-08-07,12960520000
2009-08-10,12960520000
2009-08-11,12655650000
2009-08-12,12932159999
2009-08-13,13336290000
2009-08-14,13116500000
2009-08-17,12542210000
2009-08-18,12726550000
2009-08-19,12960520000
2009-08-20,13066870000
2009-08-21,13463909999
2009-08-24,13492270000
2009-08-25,13315020000
2009-08-26,13442640000
2009-08-27,13371740000
2009-08-28,13329200000
2009-08-31,13052690000
2009-09-01,12825810000
2009-09-02,12811630000
2009-09-03,12854170000
2009-09-04,13003060000
2009-09-08,13329200000
2009-09-09,13400099999
2009-09-10,13655340000
2009-09-11,13641159999
2009-09-14,13825500000
2009-09-15,13931849999
2009-09-16,14314710000
2009-09-17,14328890000
2009-09-18,14180000000
2009-09-21,14016930000
2009-09-22,14165820000
2009-09-23,13818409999
2009-09-24,13548990000
2009-09-25,13378830000
2009-09-28,13712060000
2009-09-29,13577349999
2009-09-30,13492270000
2009-10-01,13102320000
2009-10-02,12889620000
2009-10-05,13081050000
2009-10-06,13499360000
2009-10-07,13520630000
2009-10-08,13768780000
2009-10-09,13669520000
2009-10-12,13832590000
2009-10-13,13995659999
2009-10-14,14335980000
2009-10-15,14825190000
2009-10-16,14754290000
2009-10-19,14917360000
2009-10-20,14761380000
2009-10-21,14690480000
2009-10-22,14626670000
2009-10-23,14385610000
2009-10-26,14158730000
2009-10-27,14215450000
2009-10-28,13712060000
2009-10-29,14123280000
2009-10-30,13520630000
2009-11-02,13520630000
2009-11-03,13697880000
2009-11-04,13853860000
2009-11-05,14222540000
2009-11-06,14243810000
2009-11-09,14626670000
2009-11-10,14775560000
2009-11-11,14782650000
2009-11-12,14541590000
2009-11-13,14655030000
2009-11-16,14874820000
2009-11-17,14761380000
2009-11-18,14676300000
2009-11-19,14094920000
2009-11-20,13967300000
2009-11-23,13995659999
2009-11-24,13953120000
2009-11-25,14180000000
2009-11-27,13797140000
2009-11-30,13797140000
2009-12-01,13896400000
2009-12-02,13690790000
2009-12-03,13598620000
2009-12-04,13378830000
2009-12-07,13463909999
2009-12-08,13088140000
2009-12-09,13130680000
2009-12-10,13173219999
2009-12-11,13237030000
2009-12-14,13300840000
2009-12-15,13215760000
2009-12-16,13307930000
2009-12-17,13073960000
2009-12-18,13073960000
2009-12-21,13229940000
2009-12-22,13336290000
2009-12-23,13329200000
2009-12-24,13385920000
2009-12-28,13307930000
2009-12-29,13244120000
2009-12-30,13307930000
2009-12-31,13201580000
2010-01-04,13577349999
2010-01-05,13591530000
2010-01-06,13896400000
2010-01-07,13811320000
2010-01-08,13832590000
2010-01-11,13832590000
2010-01-12,13641159999
2010-01-13,13591530000
2010-01-14,13520630000
2010-01-15,13378830000
2010-01-19,13591530000
2010-01-20,13612800000
2010-01-21,13322110000
2010-01-22,12932159999
2010-01-25,12988880000
2010-01-26,12854170000
2010-01-27,12847080000
2010-01-28,12762000000
2010-01-29,12606020000
2010-02-01,12960520000
2010-02-02,13066870000
2010-02-03,12847080000
2010-02-04,12201890000
2010-02-05,12038820000
2010-02-08,11861570000
2010-02-09,12102630000
2010-02-10,12003370000
2010-02-11,12194800000
2010-02-12,12102630000
2010-02-16,12556390000
2010-02-17,12528030000
2010-02-18,12669830000
2010-02-19,12676920000
2010-02-22,12478400000
2010-02-23,12208980000
2010-02-24,12336599999
2010-02-25,12237340000
2010-02-26,12244430000
2010-03-01,12329510000
2010-03-02,12414590000
2010-03-03,12464219999
2010-03-04,12506760000
2010-03-05,12946340000
2010-03-08,13024330000
2010-03-09,13059780000
2010-03-10,13315020000
2010-03-11,13393010000
2010-03-12,13315020000
2010-03-15,13208670000
2010-03-16,13414280000
2010-03-17,13669520000
2010-03-18,13577349999
2010-03-19,13527719999
2010-03-22,13393010000
2010-03-23,13421370000
2010-03-24,13272480000
2010-03-25,13151950000
2010-03-26,13045599999
2010-03-29,13307930000
2010-03-30,13279570000
2010-03-31,13397700000
2010-04-01,13589400000
2010-04-05,13731400000
2010-04-06,13795300000
2010-04-07,13532600000
2010-04-08,13497100000
2010-04-09,13632000000
2010-04-12,13639100000
2010-04-13,13639100000
2010-04-14,13901799999
2010-04-15,13852100000
2010-04-16,13561000000
2010-04-19,13575200000
2010-04-20,13809500000
2010-04-21,13781100000
2010-04-22,13752700000
2010-04-23,14008300000
2010-04-26,13994100000
2010-04-27,13546799999
2010-04-28,13639100000
2010-04-29,13724299999
2010-04-30,13617800000
2010-05-03,13667500000
2010-05-04,13617800000
2010-05-05,13454500000
2010-05-06,12985900000
2010-05-07,12893600000
2010-05-10,13376400000
2010-05-11,13156300000
2010-05-12,13433200000
2010-05-13,13418999999
2010-05-14,13248600000
2010-05-17,13390600000
2010-05-18,13660399999
2010-05-19,13773999999
2010-05-20,13305399999
2010-05-21,13305399999
2010-05-24,13383500000
2010-05-25,12964600000
2010-05-26,12865200000
2010-05-27,13397700000
2010-05-28,13170500000
2010-06-01,12787100000
2010-06-02,13269900000
2010-06-03,13440300000
2010-06-04,13000100000
2010-06-07,13149200000
2010-06-08,13348000000
2010-06-09,13092400000
2010-06-10,13632000000
2010-06-11,13710100000
2010-06-14,13788200000
2010-06-15,14143200000
2010-06-16,14072200000
2010-06-17,14143200000
2010-06-18,14313600000
2010-06-21,14448500000
2010-06-22,14022500000
2010-06-23,14079299999
2010-06-24,13916000000
2010-06-25,13873400000
2010-06-28,13674600000
2010-06-29,13284100000
2010-06-30,13170500000
2010-07-01,13063999999
2010-07-02,13056900000
2010-07-06,13135000000
2010-07-07,13568100000
2010-07-08,13589400000
2010-07-09,13589400000
2010-07-12,13596499999
2010-07-13,13965700000
2010-07-14,13781100000
2010-07-15,13773999999
2010-07-16,13426100000
2010-07-19,13461600000
2010-07-20,13837899999
2010-07-21,13646200000
2010-07-22,13852100000
2010-07-23,13923100000
2010-07-26,14136100000
2010-07-27,14072200000
2010-07-28,14050900000
2010-07-29,14128999999
2010-07-30,14164500000
2010-08-02,14519500000
2010-08-03,14462700000
2010-08-04,14697000000
2010-08-05,14817700000
2010-08-06,14562100000
2010-08-09,14604700000
2010-08-10,14476900000
2010-08-11,14079299999
2010-08-12,13965700000
2010-08-13,13873400000
2010-08-16,13773999999
2010-08-17,13816600000
2010-08-18,13781100000
2010-08-19,13553900000
2010-08-20,13348000000
2010-08-23,13411900000
2010-08-24,13227300000
2010-08-25,13028500000
2010-08-26,12794200000
2010-08-27,13106600000
2010-08-30,12936200000
2010-08-31,12914900000
2010-09-01,13362200000
2010-09-02,13497100000
2010-09-03,13617800000
2010-09-07,13440300000
2010-09-08,13440300000
2010-09-09,13454500000
2010-09-10,13688800000
2010-09-13,13660399999
2010-09-14,13568100000
2010-09-15,13596499999
2010-09-16,13553900000
2010-09-17,13390600000
2010-09-20,13695900000
2010-09-21,13660399999
2010-09-22,13546799999
2010-09-23,13326700000
2010-09-24,13639100000
2010-09-27,13632000000
2010-09-28,13759800000
2010-09-29,13979900000
2010-09-30,14015399999
2010-10-01,14320700000
2010-10-04,14136100000
2010-10-05,14533700000
2010-10-06,14867400000
2010-10-07,14760900000
2010-10-08,15023600000
2010-10-11,14931300000
2010-10-12,14938400000
2010-10-13,15115900000
2010-10-14,15037800000
2010-10-15,15137200000
2010-10-18,15193999999
2010-10-19,14867400000
2010-10-20,15108800000
2010-10-21,15059100000
2010-10-22,15080399999
2010-10-25,15201100000
2010-10-26,15080399999
2010-10-27,14945500000
2010-10-28,14938400000
2010-10-29,15066200000
2010-11-01,15030700000
2010-11-02,14235500000
2010-11-03,14008300000
2010-11-04,14327800000
2010-11-05,14363300000
2010-11-08,14370399999
2010-11-09,14235500000
2010-11-10,14413000000
2010-11-11,14455600000
2010-11-12,14292300000
2010-11-15,14256799999
2010-11-16,14107700000
2010-11-17,14072200000
2010-11-18,14469800000
2010-11-19,14512400000
2010-11-22,14526600000
2010-11-23,14114800000
2010-11-24,14313600000
2010-11-26,14178700000
2010-11-29,14271000000
2010-11-30,14171600000
2010-12-01,14462700000
2010-12-02,14838999999
2010-12-03,14867400000
2010-12-06,14732500000
2010-12-07,14824800000
2010-12-08,14895800000
2010-12-09,14753800000
2010-12-10,14888700000
2010-12-13,14810600000
2010-12-14,14810600000
2010-12-15,14760900000
2010-12-16,14895800000
2010-12-17,14910000000
2010-12-20,15208200000
2010-12-21,15328900000
2010-12-22,15470900000
2010-12-23,15421200000
2010-12-27,15463800000
2010-12-28,15456700000
2010-12-29,15634200000
2010-12-30,15605800000
2010-12-31,15705990000
2011-01-03,15940620000
2011-01-04,15855300000
2011-01-05,15833970000
2011-01-06,15947730000
2011-01-07,16381440000
2011-01-10,16601850000
2011-01-11,16843590000
2011-01-12,17191980000
2011-01-13,18230040000
2011-01-14,18059400000
2011-01-18,18009630000
2011-01-19,17831880000
2011-01-20,17746560000
2011-01-21,17831880000
2011-01-24,17874540000
2011-01-25,18471780000
2011-01-26,19246770000
2011-01-27,18941040000
2011-01-28,18983700000
2011-01-31,19381860000
2011-02-01,19765800000
2011-02-02,19460070000
2011-02-03,19488510000
2011-02-04,19452960000
2011-02-07,19680480000
2011-02-08,19630710000
2011-02-09,19652040000
2011-02-10,19694700000
2011-02-11,19716030000
2011-02-14,20803860000
2011-02-15,20384370000
2011-02-16,20910510000
2011-02-17,21237570000
2011-02-18,20995830000
2011-02-22,20235060000
2011-02-23,20860740000
2011-02-24,20412810000
2011-02-25,20619000000
2011-02-28,21038490000
2011-03-01,21521970000
2011-03-02,21600180000
2011-03-03,22332510000
2011-03-04,21913020000
2011-03-07,21806370000
2011-03-08,21280230000
2011-03-09,21045600000
2011-03-10,20604780000
2011-03-11,21280230000
2011-03-14,21066930000
2011-03-15,20768310000
2011-03-16,20668770000
2011-03-17,21010050000
2011-03-18,21059820000
2011-03-21,21984120000
2011-03-22,21721050000
2011-03-23,21443760000
2011-03-24,21514860000
2011-03-25,21927240000
2011-03-28,21692610000
2011-03-29,22147650000
2011-03-30,22453380000
2011-03-31,22673400000
2011-04-01,22773220000
2011-04-04,22580710000
2011-04-05,22723310000
2011-04-06,22495150000
2011-04-07,22537930000
2011-04-08,22438110000
2011-04-11,22017440000
2011-04-12,21340090000
2011-04-13,21404260000
2011-04-14,21760760000
2011-04-15,21832060000
2011-04-18,21732240000
2011-04-19,21810670000
2011-04-20,22680530000
2011-04-21,22901560000
2011-04-25,22366810000
2011-04-26,22395330000
2011-04-27,22388200000
2011-04-28,22373940000
2011-04-29,22979989999
2011-05-02,22716180000
2011-05-03,22352550000
2011-05-04,21924750000
2011-05-05,21076280000
2011-05-06,21083410000
2011-05-09,22195690000
2011-05-10,22295510000
2011-05-11,21618160000
2011-05-12,21760760000
2011-05-13,21732240000
2011-05-16,21390000000
2011-05-17,21275920000
2011-05-18,21917620000
2011-05-19,22081610000
2011-05-20,21775020000
2011-05-23,21468430000
2011-05-24,22067350000
2011-05-25,22438110000
2011-05-26,22787480000
2011-05-27,22701920000
2011-05-31,23037030000
2011-06-01,22395330000
2011-06-02,22331160000
2011-06-03,22031700000
2011-06-06,21518340000
2011-06-07,21775020000
2011-06-08,21632420000
2011-06-09,21753630000
2011-06-10,21368610000
2011-06-13,21176100000
2011-06-14,22117260000
2011-06-15,21589640000
2011-06-16,21767890000
2011-06-17,21518340000
2011-06-20,21732240000
2011-06-21,22181430000
2011-06-22,22452370000
2011-06-23,21953270000
2011-06-24,21076280000
2011-06-27,20862380000
2011-06-28,21853450000
2011-06-29,21960400000
2011-06-30,22402460000
2011-07-01,23427450000
2011-07-05,24223770000
2011-07-06,23327910000
2011-07-07,23534100000
2011-07-08,23228370000
2011-07-11,22759110000
2011-07-12,22410720000
2011-07-13,22545810000
2011-07-14,22254300000
2011-07-15,22524480000
2011-07-18,22325400000
2011-07-19,22204530000
2011-07-20,22062330000
2011-07-21,22744890000
2011-07-22,22759110000
2011-07-25,23093279999
2011-07-26,22986630000
2011-07-27,22396500000
2011-07-28,22104990000
2011-07-29,22019670000
2011-08-01,21785040000
2011-08-02,20704320000
2011-08-03,19644930000
2011-08-04,17846100000
2011-08-05,18571320000
2011-08-08,16616070000
2011-08-09,18109170000
2011-08-10,17981190000
2011-08-11,18791730000
2011-08-12,18948150000
2011-08-15,19580940000
2011-08-16,19275210000
2011-08-17,19502730000
2011-08-18,18194490000
2011-08-19,17895870000
2011-08-22,17988300000
2011-08-23,18478890000
2011-08-24,18272700000
2011-08-25,17910090000
2011-08-26,18407790000
2011-08-29,18777510000
2011-08-30,18841500000
2011-08-31,19140120000
2011-09-01,19040580000
2011-09-02,18329580000
2011-09-06,17810550000
2011-09-07,18848610000
2011-09-08,18343800000
2011-09-09,17647020000
2011-09-12,17341290000
2011-09-13,17476380000
2011-09-14,17511930000
2011-09-15,18265590000
2011-09-16,18009630000
2011-09-19,17895870000
2011-09-20,17611470000
2011-09-21,16872030000
2011-09-22,15677550000
2011-09-23,15684660000
2011-09-26,16516530000
2011-09-27,16466760000
2011-09-28,15748649999
2011-09-29,15869520000
2011-09-30,15192319999
2011-10-03,14270080000
2011-10-04,14847360000
2011-10-05,15938560000
2011-10-06,16332800000
2011-10-07,15861120000
2011-10-10,16825599999
2011-10-11,16579200000
2011-10-12,16536959999
2011-10-13,16649599999
2011-10-14,17283200000
2011-10-17,16783360000
2011-10-18,17487360000
2011-10-19,17353600000
2011-10-20,17487360000
2011-10-21,18170240000
2011-10-24,18487040000
2011-10-25,18120960000
2011-10-26,18543360000
2011-10-27,19543040000
2011-10-28,19690880000
2011-10-31,18325120000
2011-11-01,17867520000
2011-11-02,18311040000
2011-11-03,18824960000
2011-11-04,19029120000
2011-11-07,19374080000
2011-11-08,19895040000
2011-11-09,18909440000
2011-11-10,19240320000
2011-11-11,19944320000
2011-11-14,19479680000
2011-11-15,19543040000
2011-11-16,19451520000
2011-11-17,18627840000
2011-11-18,18395520000
2011-11-21,18515200000
2011-11-22,18311040000
2011-11-23,17487360000
2011-11-25,17360640000
2011-11-28,18289920000
2011-11-29,18670080000
2011-11-30,19683840000
2011-12-01,19514880000
2011-12-02,19550080000
2011-12-05,20085120000
2011-12-06,20049920000
2011-12-07,20000640000
2011-12-08,19261440000
2011-12-09,19944320000
2011-12-12,19233280000
2011-12-13,19458560000
2011-12-14,19000960000
2011-12-15,19064320000
2011-12-16,19275520000
2011-12-19,18620800000
2011-12-20,19360000000
2011-12-21,19810560000
2011-12-22,20331520000
2011-12-23,20570880000
2011-12-27,20655360000
2011-12-28,20296320000
2011-12-29,20627200000
2011-12-30,20606080000
2012-01-03,21857760000
2012-01-04,21907180000
2012-01-05,22069560000
2012-01-06,21667140000
2012-01-09,21631840000
2012-01-10,21942480000
2012-01-11,21589480000
2012-01-12,21638900000
2012-01-13,21511820000
2012-01-17,21843640000
2012-01-18,22521400000
2012-01-19,22570820000
2012-01-20,22620240000
2012-01-23,22754379999
2012-01-24,22726140000
2012-01-25,22994420000
2012-01-26,22267240000
2012-01-27,22055440000
2012-01-30,21857760000
2012-01-31,22161340000
2012-02-01,22295480000
2012-02-02,22189580000
2012-02-03,22803799999
2012-02-06,23227400000
2012-02-07,23410959999
2012-02-08,23079140000
2012-02-09,23015600000
2012-02-10,23403900000
2012-02-13,23467440000
2012-02-14,23276820000
2012-02-15,23050900000
2012-02-16,23714540000
2012-02-17,23841620000
2012-02-21,24399360000
2012-02-22,24279340000
2012-02-23,24597040000
2012-02-24,24717060000
2012-02-27,24731180000
2012-02-28,24752360000
2012-02-29,23926340000
2012-03-01,24187560000
2012-03-02,23665120000
2012-03-05,23622760000
2012-03-06,22888520000
2012-03-07,23276820000
2012-03-08,23672180000
2012-03-09,23538040000
2012-03-12,23771020000
2012-03-13,23996940000
2012-03-14,23771020000
2012-03-15,23756900000
2012-03-16,24434660000
2012-03-19,24349940000
2012-03-20,23876920000
2012-03-21,23467440000
2012-03-22,22747320000
2012-03-23,22916760000
2012-03-26,22952060000
2012-03-27,22620240000
2012-03-28,22359020000
2012-03-29,22415500000
2012-03-30,22380200000
2012-04-02,22754379999
2012-04-03,22344900000
2012-04-04,21843640000
2012-04-05,21561240000
2012-04-09,21278840000
2012-04-10,20650500000
2012-04-11,20636380000
2012-04-12,21420040000
2012-04-13,20968200000
2012-04-16,20812880000
2012-04-17,20855240000
2012-04-18,20834060000
2012-04-19,20763460000
2012-04-20,20805820000
2012-04-23,20749340000
2012-04-24,20749340000
2012-04-25,20678740000
2012-04-26,21109400000
2012-04-27,20975260000
2012-04-30,20714040000
2012-05-01,21314140000
2012-05-02,20389280000
2012-05-03,19520900000
2012-05-04,18920800000
2012-05-07,18581920000
2012-05-08,18476020000
2012-05-09,18666640000
2012-05-10,19047880000
2012-05-11,18483080000
2012-05-14,17967700000
2012-05-15,17515860000
2012-05-16,17304060000
2012-05-17,17056960000
2012-05-18,17035780000
2012-05-21,17311120000
2012-05-22,17176979999
2012-05-23,17311120000
2012-05-24,17565280000
2012-05-25,17854740000
2012-05-29,18017120000
2012-05-30,17551160000
2012-05-31,17586460000
2012-06-01,16866340000
2012-06-04,16831040000
2012-06-05,16936939999
2012-06-06,17621760000
2012-06-07,17650000000
2012-06-08,17671180000
2012-06-11,17240520000
2012-06-12,17480560000
2012-06-13,17275820000
2012-06-14,17374660000
2012-06-15,17558220000
2012-06-18,17092260000
2012-06-19,17515860000
2012-06-20,17431140000
2012-06-21,16463920000
2012-06-22,16760439999
2012-06-25,16725140000
2012-06-26,16944000000
2012-06-27,17226400000
2012-06-28,17409960000
2012-06-29,18052420000
2012-07-02,17861800000
2012-07-03,18363060000
2012-07-05,17981820000
2012-07-06,17621760000
2012-07-09,17332300000
2012-07-10,17007540000
2012-07-11,17395840000
2012-07-12,17134620000
2012-07-13,17558220000
2012-07-16,18059480000
2012-07-17,18363060000
2012-07-18,18765480000
2012-07-19,18885500000
2012-07-20,18737240000
2012-07-23,18320700000
2012-07-24,17946520000
2012-07-25,17890040000
2012-07-26,18567800000
2012-07-27,19083180000
2012-07-30,18991400000
2012-07-31,18687820000
2012-08-01,18723120000
2012-08-02,18165380000
2012-08-03,18864320000
2012-08-06,18857260000
2012-08-07,19344400000
2012-08-08,19471480000
2012-08-09,19478540000
2012-08-10,19697400000
2012-08-13,19450300000
2012-08-14,19330280000
2012-08-15,19400880000
2012-08-16,19316160000
2012-08-17,19132600000
2012-08-20,19174960000
2012-08-21,19076120000
2012-08-22,19542080000
2012-08-23,19556200000
2012-08-24,19655040000
2012-08-27,19499720000
2012-08-28,19739760000
2012-08-29,19535020000
2012-08-30,19245560000
2012-08-31,19640920000
2012-09-04,19379700000
2012-09-05,19189080000
2012-09-06,19965680000
2012-09-07,20198660000
2012-09-10,20099820000
2012-09-11,20629320000
2012-09-12,20516360000
2012-09-13,21074100000
2012-09-14,21949540000
2012-09-17,21744800000
2012-09-18,21398860000
2012-09-19,21462400000
2012-09-20,21455340000
2012-09-21,21730680000
2012-09-24,21420040000
2012-09-25,21201180000
2012-09-26,20876420000
2012-09-27,21194120000
2012-09-28,20876420000
2012-10-01,21103950000
2012-10-02,21125160000
2012-10-03,20792870000
2012-10-04,21096880000
2012-10-05,20884780000
2012-10-08,20927200000
2012-10-09,20927200000
2012-10-10,20898920000
2012-10-11,20715100000
2012-10-12,20771660000
2012-10-15,21118090000
2012-10-16,21662480000
2012-10-17,22150310000
2012-10-18,22079610000
2012-10-19,21627130000
2012-10-22,21273630000
2012-10-23,20898920000
2012-10-24,21111020000
2012-10-25,21351400000
2012-10-26,21146370000
2012-10-31,21252420000
2012-11-01,21471590000
2012-11-02,21174650000
2012-11-05,21570570000
2012-11-06,22065470000
2012-11-07,21181720000
2012-11-08,21111020000
2012-11-09,21521080000
2012-11-12,21372610000
2012-11-13,21323120000
2012-11-14,21245350000
2012-11-15,21584710000
2012-11-16,21818020000
2012-11-19,22008910000
2012-11-20,22270500000
2012-11-21,22270500000
2012-11-23,22574510000
2012-11-26,21917000000
2012-11-27,21945280000
2012-11-28,21966490000
2012-11-29,21697830000
2012-11-30,21810950000
2012-12-03,21775600000
2012-12-04,21238280000
2012-12-05,21542290000
2012-12-06,21719040000
2012-12-07,21860440000
2012-12-10,21464520000
2012-12-11,21365540000
2012-12-12,21570570000
2012-12-13,21344330000
2012-12-14,21789740000
2012-12-17,21704900000
2012-12-18,22114960000
2012-12-19,22079610000
2012-12-20,22242220000
2012-12-21,21952350000
2012-12-24,21697830000
2012-12-26,21542290000
2012-12-27,21436240000
2012-12-28,21075670000
2012-12-31,21707280000
2013-01-02,22408200000
2013-01-03,22365720000
2013-01-04,22663080000
2013-01-07,22549800000
2013-01-08,22613520000
2013-01-09,22408200000
2013-01-10,22854240000
2013-01-11,22762200000
2013-01-14,22698480000
2013-01-15,22606440000
2013-01-16,22882560000
2013-01-17,23477279999
2013-01-18,23420640000
2013-01-22,23746320000
2013-01-23,23831279999
2013-01-24,23909160000
2013-01-25,23916240000
2013-01-28,23732160000
2013-01-29,24022440000
2013-01-30,23753399999
2013-01-31,23795880000
2013-02-01,24220680000
2013-02-04,24192360000
2013-02-05,24581760000
2013-02-06,24355200000
2013-02-07,24072000000
2013-02-08,24447240000
2013-02-11,24291480000
2013-02-12,24503880000
2013-02-13,24751680000
2013-02-14,25020720000
2013-02-15,24539279999
2013-02-19,25282680000
2013-02-20,24475560000
2013-02-21,24341040000
2013-02-22,24574680000
2013-02-25,23321520000
2013-02-26,23264880000
2013-02-27,23661360000
2013-02-28,23718000000
2013-03-01,23286120000
2013-03-04,22917960000
2013-03-05,23038320000
2013-03-06,23187000000
2013-03-07,23604720000
2013-03-08,23725080000
2013-03-11,23873760000
2013-03-12,24121560000
2013-03-13,24333960000
2013-03-14,24610080000
2013-03-15,24829560000
2013-03-18,24765839999
2013-03-19,24043680000
2013-03-20,24496800000
2013-03-21,24178200000
2013-03-22,24185279999
2013-03-25,23873760000
2013-03-26,24121560000
2013-03-27,24079080000
2013-03-28,23873760000
2013-04-01,23856000000
2013-04-02,23834700000
2013-04-03,23564900000
2013-04-04,23209900000
2013-04-05,23060799999
2013-04-08,23316400000
2013-04-09,23763700000
2013-04-10,24076099999
2013-04-11,23997999999
2013-04-12,23103400000
2013-04-15,21740200000
2013-04-16,22052600000
2013-04-17,21292900000
2013-04-18,21378100000
2013-04-19,21193500000
2013-04-22,21584000000
2013-04-23,21789900000
2013-04-24,22272700000
2013-04-25,22627700000
2013-04-26,22521200000
2013-04-29,23146000000
2013-04-30,23195700000
2013-05-01,22641900000
2013-05-02,23046600000
2013-05-03,23806300000
2013-05-06,23841800000
2013-05-07,24374300000
2013-05-08,24651200000
2013-05-09,24693800000
2013-05-10,24388500000
2013-05-13,24466600000
2013-05-14,25119800000
2013-05-15,24850000000
2013-05-16,24956500000
2013-05-17,25666500000
2013-05-20,25829800000
2013-05-21,25623900000
2013-05-22,25126900000
2013-05-23,25013299999
2013-05-24,24956500000
2013-05-28,25190799999
2013-05-29,25176600000
2013-05-30,24956500000
2013-05-31,24416900000
2013-06-03,25176600000
2013-06-04,24807400000
2013-06-05,24175499999
2013-06-06,24587300000
2013-06-07,24658299999
2013-06-10,24644100000
2013-06-11,24161300000
2013-06-12,23714000000
2013-06-13,24402700000
2013-06-14,24409800000
2013-06-17,24842900000
2013-06-18,25595499999
2013-06-19,25325700000
2013-06-20,24345900000
2013-06-21,24331700000
2013-06-24,23934100000
2013-06-25,24857100000
2013-06-26,25105600000
2013-06-27,24935200000
2013-06-28,24551800000
2013-07-01,24624810000
2013-07-02,24462200000
2013-07-03,24865190000
2013-07-05,25183340000
2013-07-08,25331810000
2013-07-09,25713590000
2013-07-10,25621680000
2013-07-11,25890340000
2013-07-12,26045880000
2013-07-15,25854990000
2013-07-16,25586330000
2013-07-17,25840849999
2013-07-18,25982250000
2013-07-19,26498359999
2013-07-22,26321609999
2013-07-23,26675109999
2013-07-24,26024670000
2013-07-25,26017599999
2013-07-26,25741869999
2013-07-29,25579260000
2013-07-30,25649960000
2013-07-31,25706520000
2013-08-01,26526640000
2013-08-02,26554920000
2013-08-05,26745810000
2013-08-06,26074160000
2013-08-07,24836910000
2013-08-08,24511690000
2013-08-09,24426849999
2013-08-12,24497550000
2013-08-13,24292520000
2013-08-14,24462200000
2013-08-15,24497550000
2013-08-16,24221820000
2013-08-19,23055270000
2013-08-20,23507750000
2013-08-21,23189599999
2013-08-22,23663290000
2013-08-23,23599660000
2013-08-26,23557240000
2013-08-27,23599660000
2013-08-28,24462200000
2013-08-29,24419780000
2013-08-30,24342010000
2013-09-03,24865190000
2013-09-04,25098500000
2013-09-05,25374230000
2013-09-06,25232830000
2013-09-09,25621680000
2013-09-10,25289390000
2013-09-11,25798430000
2013-09-12,25437859999
2013-09-13,25147990000
2013-09-16,25070220000
2013-09-17,25402510000
2013-09-18,25734800000
2013-09-19,25748940000
2013-09-20,25381300000
2013-09-23,25133849999
2013-09-24,25147990000
2013-09-25,25070220000
2013-09-26,24942960000
2013-09-27,24674300000
2013-09-30,24311360000
2013-10-01,24422880000
2013-10-02,24116200000
2013-10-03,23739820000
2013-10-04,24248630000
2013-10-07,24199840000
2013-10-08,23809519999
2013-10-09,23844370000
2013-10-10,24436820000
2013-10-11,24297420000
2013-10-14,24276510000
2013-10-15,24192870000
2013-10-16,24304390000
2013-10-17,24325300000
2013-10-18,24590160000
2013-10-21,24401970000
2013-10-22,24625010000
2013-10-23,24290450000
2013-10-24,24813200000
2013-10-25,24806230000
2013-10-28,25140790000
2013-10-29,25085030000
2013-10-30,24924720000
2013-10-31,24576220000
2013-11-01,24583190000
2013-11-04,24743500000
2013-11-05,24861990000
2013-11-06,25405650000
2013-11-07,24903809999
2013-11-08,25363830000
2013-11-11,25294130000
2013-11-12,24966540000
2013-11-13,25196550000
2013-11-14,25391710000
2013-11-15,25600809999
2013-11-18,25447470000
2013-11-19,25740210000
2013-11-20,25970220000
2013-11-21,26437210000
2013-11-22,26214170000
2013-11-25,25754150000
