,MRO
2000-09-07,5276451240
2000-09-08,5276451240
2000-09-11,5432374740
2000-09-12,5382479220
2000-09-13,5245266540
2000-09-14,5220318779
2000-09-15,5419900860
2000-09-18,5407426980
2000-09-19,5257740420
2000-09-20,5276451240
2000-09-21,5176660200
2000-09-22,5045684460
2000-09-25,4939656480
2000-09-26,5101816920
2000-09-27,5257740420
2000-09-28,5257740420
2000-09-29,5276451240
2000-10-02,5353777020
2000-10-03,5304376540
2000-10-04,5156175100
2000-10-05,5100599560
2000-10-06,5032673900
2000-10-09,5224100760
2000-10-10,5366127140
2000-10-11,5341426900
2000-10-12,5489628340
2000-10-13,5273501239
2000-10-16,5261151120
2000-10-17,5248801000
2000-10-18,5063549200
2000-10-19,5125299800
2000-10-20,5236450880
2000-10-23,5100599560
2000-10-24,5007973660
2000-10-25,4865947280
2000-10-26,4902997640
2000-10-27,4835071980
2000-10-30,4995623540
2000-10-31,5007973660
2000-11-01,5180875340
2000-11-02,5063549200
2000-11-03,5063549200
2000-11-06,5020323780
2000-11-07,5032673900
2000-11-08,4970923300
2000-11-09,4890647520
2000-11-10,5007973660
2000-11-13,4983273420
2000-11-14,5032673900
2000-11-15,5063549200
2000-11-16,5112949680
2000-11-17,5112949680
2000-11-20,5088249440
2000-11-21,5131474860
2000-11-22,5143824980
2000-11-24,5143824980
2000-11-27,5193225460
2000-11-28,5236450880
2000-11-29,5063549200
2000-11-30,4859772220
2000-12-01,4970923300
2000-12-04,4952398120
2000-12-05,4915347760
2000-12-06,4915347760
2000-12-07,4915347760
2000-12-08,4865947280
2000-12-11,4822721860
2000-12-12,4859772220
2000-12-13,4859772220
2000-12-14,4686870540
2000-12-15,4767146320
2000-12-18,4847422100
2000-12-19,4915347760
2000-12-20,4810371740
2000-12-21,4915347760
2000-12-22,4983273420
2000-12-26,5143824980
2000-12-27,5236450880
2000-12-28,5292026420
2000-12-29,5112949680
2001-01-02,5143824980
2001-01-03,5032673900
2001-01-04,5051199080
2001-01-05,5205575580
2001-01-08,5143824980
2001-01-09,5075899320
2001-01-10,5063549200
2001-01-11,5051199080
2001-01-12,5100599560
2001-01-16,5156175100
2001-01-17,5051199080
2001-01-18,4940048000
2001-01-19,4970923300
2001-01-22,4970923300
2001-01-23,5063549200
2001-01-24,5032673900
2001-01-25,5038848960
2001-01-26,5007973660
2001-01-29,5057374140
2001-01-30,4977098360
2001-01-31,5038848960
2001-02-01,4970923300
2001-02-02,5082074380
2001-02-05,5150000040
2001-02-06,5224100760
2001-02-07,5205575580
2001-02-08,5199400520
2001-02-09,5292026420
2001-02-12,5329076780
2001-02-13,5248801000
2001-02-14,5292026420
2001-02-15,5248801000
2001-02-16,5187050400
2001-02-20,5211750640
2001-02-21,5156175100
2001-02-22,5143824980
2001-02-23,5131474860
2001-02-26,5150000040
2001-02-27,5137649920
2001-02-28,5088249440
2001-03-01,5082074380
2001-03-02,5162350160
2001-03-05,5242625940
2001-03-06,5279676300
2001-03-07,5421702680
2001-03-08,5440227860
2001-03-09,5403177500
2001-03-12,5335251840
2001-03-13,5242625940
2001-03-14,5199400520
2001-03-15,5119124739
2001-03-16,5100599560
2001-03-19,5205575580
2001-03-20,5230275820
2001-03-21,5063549200
2001-03-22,4865947280
2001-03-23,4878297400
2001-03-26,4933872940
2001-03-27,4970923300
2001-03-28,4933872940
2001-03-29,4915347760
2001-03-30,4964748239
2001-04-02,4920887920
2001-04-03,4859067720
2001-04-04,4927069940
2001-04-05,5093984480
2001-04-06,5124894579
2001-04-09,5242352960
2001-04-10,5310355180
2001-04-11,5229988920
2001-04-12,5359811340
2001-04-16,5489633760
2001-04-17,5514361840
2001-04-18,5458723660
2001-04-19,5372175380
2001-04-20,5477269720
2001-04-23,5786370720
2001-04-24,5891465060
2001-04-25,5872919000
2001-04-26,5848190920
2001-04-27,5823462840
2001-04-30,5891465060
2001-05-01,5835826880
2001-05-02,5576182040
2001-05-03,5557635980
2001-05-04,5656548300
2001-05-07,5712186480
2001-05-08,5730732540
2001-05-09,5885283040
2001-05-10,5879101020
2001-05-11,5866736980
2001-05-14,5959467280
2001-05-15,6021287480
2001-05-16,6138745860
2001-05-17,6076925660
2001-05-18,6157291920
2001-05-21,6163473940
2001-05-22,6070743640
2001-05-23,5953285260
2001-05-24,6033651520
2001-05-25,5965649300
2001-05-29,5984195360
2001-05-30,5947103239
2001-05-31,5965649300
2001-06-01,5928557180
2001-06-04,6033651520
2001-06-05,6101653739
2001-06-06,5891465060
2001-06-07,5842008900
2001-06-08,5897647079
2001-06-11,5891465060
2001-06-12,5947103239
2001-06-13,5872919000
2001-06-14,5811098800
2001-06-15,5835826880
2001-06-18,5780188700
2001-06-19,5792552739
2001-06-20,5644184260
2001-06-21,5495815780
2001-06-22,5563818000
2001-06-25,5532907900
2001-06-26,5570000020
2001-06-27,5365993360
2001-06-28,5199078820
2001-06-29,5440177600
2001-07-02,5326300980
2001-07-03,5276811540
2001-07-05,5357231880
2001-07-06,5443838400
2001-07-09,5301556260
2001-07-10,5282997719
2001-07-11,5208763560
2001-07-12,5196391200
2001-07-13,5270625360
2001-07-16,5184018840
2001-07-17,5196391200
2001-07-18,5047922880
2001-07-19,5165460300
2001-07-20,5202577380
2001-07-23,5214949740
2001-07-24,5097412320
2001-07-25,5320114800
2001-07-26,5474769300
2001-07-27,5505700200
2001-07-30,5493327840
2001-07-31,5474769300
2001-08-01,5462396940
2001-08-02,5518072560
2001-08-03,5462396940
2001-08-06,5443838400
2001-08-07,5499514020
2001-08-08,5443838400
2001-08-09,5474769300
2001-08-10,5536631100
2001-08-13,5549003460
2001-08-14,5567562000
2001-08-15,5722216500
2001-08-16,5716030320
2001-08-17,5641796159
2001-08-20,5617051440
2001-08-21,5623237620
2001-08-22,5647982340
2001-08-23,5641796159
2001-08-24,5703657960
2001-08-27,5691285600
2001-08-28,5728402680
2001-08-29,5802636840
2001-08-30,5815009200
2001-08-31,5815009200
2001-09-04,5815009200
2001-09-05,5858312460
2001-09-06,5920174260
2001-09-07,5975849880
2001-09-10,5883057180
2001-09-17,5685099420
2001-09-18,5487141659
2001-09-19,5146901760
2001-09-20,5128343219
2001-09-21,4936571640
2001-09-24,4707682980
2001-09-25,4689124440
2001-09-26,4664379720
2001-09-27,4788103320
2001-09-28,4936571640
2001-10-01,4793545453
2001-10-02,5031090908
2001-10-03,5098090908
2001-10-04,5201636362
2001-10-05,5274727271
2001-10-08,5238181817
2001-10-09,5305181817
2001-10-10,5451363635
2001-10-11,5426999999
2001-10-12,5396545453
2001-10-15,5268636362
2001-10-16,5335636362
2001-10-17,5268636362
2001-10-18,5073727271
2001-10-19,5122454544
2001-10-22,5122454544
2001-10-23,5116363635
2001-10-24,5061545453
2001-10-25,5091999999
2001-10-26,5183363635
2001-10-29,5140727271
2001-10-30,4951909090
2001-10-31,5012818181
2001-11-01,5152909090
2001-11-02,4964090908
2001-11-05,4970181817
2001-11-06,4897090908
2001-11-07,4921454544
2001-11-08,4994545453
2001-11-09,5104181817
2001-11-12,5043272726
2001-11-13,5049363635
2001-11-14,4830090908
2001-11-15,4647363635
2001-11-16,4738727272
2001-11-19,4720454544
2001-11-20,4951909090
2001-11-21,4909272726
2001-11-23,5031090908
2001-11-26,4951909090
2001-11-27,4988454544
2001-11-28,4903181817
2001-11-29,4939727271
2001-11-30,4976272726
2001-12-03,5024999999
2001-12-04,5098090908
2001-12-05,5165090908
2001-12-06,5012818181
2001-12-07,5098090908
2001-12-10,5000636362
2001-12-11,4982363635
2001-12-12,5043272726
2001-12-13,4957999999
2001-12-14,5061545453
2001-12-17,5006727271
2001-12-18,5067636362
2001-12-19,5128545453
2001-12-20,5134636362
2001-12-21,5238181817
2001-12-24,5274727271
2001-12-26,5378272726
2001-12-27,5426999999
2001-12-28,5469636362
2001-12-31,5541267200
2002-01-02,5491736319
2002-01-03,5423631360
2002-01-04,5497927680
2002-01-07,5541267200
2002-01-08,5528884480
2002-01-09,5535075840
2002-01-10,5392674560
2002-01-11,5312186880
2002-01-14,5225507840
2002-01-15,5318378240
2002-01-16,5219316480
2002-01-17,5163594240
2002-01-18,5070723840
2002-01-22,5058341120
2002-01-23,5169785600
2002-01-24,5281230080
2002-01-25,5256464640
2002-01-28,5169785600
2002-01-29,5058341120
2002-01-30,5114063360
2002-01-31,5182168319
2002-02-01,5237890560
2002-02-04,5107872000
2002-02-05,5126446080
2002-02-06,5175976960
2002-02-07,5107872000
2002-02-08,5076915200
2002-02-11,5095489280
2002-02-12,5076915200
2002-02-13,5052149760
2002-02-14,5095489280
2002-02-15,5138828800
2002-02-19,5033575680
2002-02-20,5002618880
2002-02-21,5052149760
2002-02-22,5126446080
2002-02-25,5200742400
2002-02-26,5114063360
2002-02-27,5083106560
2002-02-28,5076915200
2002-03-01,5206933760
2002-03-04,5256464640
2002-03-05,5169785600
2002-03-06,5275038720
2002-03-07,5256464640
2002-03-08,5206933760
2002-03-11,5312186880
2002-03-12,5442205439
2002-03-13,5429822720
2002-03-14,5392674560
2002-03-15,5460779520
2002-03-18,5497927680
2002-03-19,5454588160
2002-03-20,5355526400
2002-03-21,5349335040
2002-03-22,5250273280
2002-03-25,5250273280
2002-03-26,5262656000
2002-03-27,5318378240
2002-03-28,5318378240
2002-04-01,5347268820
2002-04-02,5347268820
2002-04-03,5310091980
2002-04-04,5217149880
2002-04-05,5186169179
2002-04-08,5297699700
2002-04-09,5217149880
2002-04-10,5310091980
2002-04-11,5328680400
2002-04-12,5136600059
2002-04-15,5241934440
2002-04-16,5291503559
2002-04-17,5365857240
2002-04-18,5452603200
2002-04-19,5508368460
2002-04-22,5440210920
2002-04-23,5434014780
2002-04-24,5365857240
2002-04-25,5396837940
2002-04-26,5347268820
2002-04-29,5347268820
2002-04-30,5372053380
2002-05-01,5421622500
2002-05-02,5365857240
2002-05-03,5396837940
2002-05-06,5210953740
2002-05-07,5198561460
2002-05-08,5297699700
2002-05-09,5260522860
2002-05-10,5235738300
2002-05-13,5328680400
2002-05-14,5347268820
2002-05-15,5210953740
2002-05-16,5279111280
2002-05-17,5254326720
2002-05-20,5210953740
2002-05-21,5241934440
2002-05-22,5285307420
2002-05-23,5297699700
2002-05-24,5241934440
2002-05-28,5198561460
2002-05-29,5173776900
2002-05-30,5031265679
2002-05-31,5068442520
2002-06-03,4975500420
2002-06-04,4944519720
2002-06-05,4913539020
2002-06-06,4845381480
2002-06-07,4876362180
2002-06-10,4795812360
2002-06-11,4752439380
2002-06-12,4783420080
2002-06-13,4845381480
2002-06-14,4882558320
2002-06-17,5006481120
2002-06-18,4963108140
2002-06-19,4956912000
2002-06-20,4907342880
2002-06-21,4863969900
2002-06-24,4894950600
2002-06-25,4863969900
2002-06-26,4876362180
2002-06-27,4913539020
2002-06-28,5012677260
2002-07-01,4926996600
2002-07-02,4827836920
2002-07-03,4809244480
2002-07-05,4908404160
2002-07-08,4908404160
2002-07-09,4790652040
2002-07-10,4728677240
2002-07-11,4592332680
2002-07-12,4542752840
2002-07-15,4486975520
2002-07-16,4418803240
2002-07-17,4449790640
2002-07-18,4455988120
2002-07-19,4214286400
2002-07-22,3984979640
2002-07-23,3935399800
2002-07-24,4121324200
2002-07-25,4015967040
2002-07-26,4096534280
2002-07-29,4313446080
2002-07-30,4313446080
2002-07-31,4480778040
2002-08-01,4214286400
2002-08-02,4121324200
2002-08-05,3978782160
2002-08-06,4146114120
2002-08-07,4288656160
2002-08-08,4418803240
2002-08-09,4542752840
2002-08-12,4505567960
2002-08-13,4462185600
2002-08-14,4610925120
2002-08-15,4710084800
2002-08-16,4697689840
2002-08-19,4610925120
2002-08-20,4443593160
2002-08-21,4486975520
2002-08-22,4592332680
2002-08-23,4517962920
2002-08-26,4567542760
2002-08-27,4629517560
2002-08-28,4573740240
2002-08-29,4530357880
2002-08-30,4573740240
2002-09-03,4437395680
2002-09-04,4486975520
2002-09-05,4499370480
2002-09-06,4555147800
2002-09-09,4617122600
2002-09-10,4679097400
2002-09-11,4691492360
2002-09-12,4524160400
2002-09-13,4555147800
2002-09-16,4567542760
2002-09-17,4400210800
2002-09-18,4375420880
2002-09-19,4276261200
2002-09-20,4301051120
2002-09-23,4239076320
2002-09-24,4102731760
2002-09-25,4108929240
2002-09-26,4263866240
2002-09-27,4232878840
2002-09-30,4192565655
2002-10-01,4260787877
2002-10-02,4180161614
2002-10-03,4192565655
2002-10-04,4087131311
2002-10-07,3994101008
2002-10-08,3925878786
2002-10-09,3777030301
2002-10-10,3839050503
2002-10-11,3907272726
2002-10-14,4012707069
2002-10-15,4111939392
2002-10-16,4031313130
2002-10-17,4136747473
2002-10-18,4118141412
2002-10-21,4031313130
2002-10-22,3919676766
2002-10-23,3956888887
2002-10-24,3857656564
2002-10-25,3801838382
2002-10-28,3783232322
2002-10-29,3702606059
2002-10-30,3845252524
2002-10-31,3863858584
2002-11-01,3857656564
2002-11-04,3783232322
2002-11-05,3801838382
2002-11-06,3876262625
2002-11-07,3820444443
2002-11-08,3832848483
2002-11-11,3808040402
2002-11-12,3839050503
2002-11-13,3770828281
2002-11-14,3621979796
2002-11-15,3516545453
2002-11-18,3547555554
2002-11-19,3535151514
2002-11-20,3652989897
2002-11-21,3727414140
2002-11-22,3715010099
2002-11-25,3708808079
2002-11-26,3609575756
2002-11-27,3659191918
2002-11-29,3702606059
2002-12-02,3758424241
2002-12-03,3789434342
2002-12-04,3721212120
2002-12-05,3789434342
2002-12-06,3851454544
2002-12-09,3901070705
2002-12-10,3925878786
2002-12-11,3913474746
2002-12-12,3950686867
2002-12-13,3950686867
2002-12-16,4031313130
2002-12-17,3981696968
2002-12-18,3932080806
2002-12-19,3913474746
2002-12-20,3987898988
2002-12-23,4025111109
2002-12-24,3994101008
2002-12-26,3994101008
2002-12-27,3919676766
2002-12-30,3944484847
2002-12-31,3938282827
2003-01-02,4018909089
2003-01-03,3981696968
2003-01-06,4130545453
2003-01-07,3956888887
2003-01-08,3925878786
2003-01-09,3950686867
2003-01-10,3950686867
2003-01-13,3969292928
2003-01-14,4006505049
2003-01-15,4018909089
2003-01-16,4043717170
2003-01-17,4000303029
2003-01-21,3919676766
2003-01-22,3876262625
2003-01-23,3901070705
2003-01-24,3826646463
2003-01-27,3733616160
2003-01-28,3752222221
2003-01-29,3938282827
2003-01-30,3882464645
2003-01-31,3863858584
2003-02-03,3956888887
2003-02-04,4037515150
2003-02-05,4068525251
2003-02-06,4062323231
2003-02-07,4025111109
2003-02-10,4087131311
2003-02-11,4118141412
2003-02-12,4012707069
2003-02-13,3994101008
2003-02-14,3963090907
2003-02-18,4149151513
2003-02-19,4087131311
2003-02-20,4080929291
2003-02-21,4149151513
2003-02-24,4173959594
2003-02-25,4167757574
2003-02-26,4192565655
2003-02-27,4192565655
2003-02-28,4273191917
2003-03-03,4260787877
2003-03-04,4235979796
2003-03-05,4322808079
2003-03-06,4316606059
2003-03-07,4335212119
2003-03-10,4329010099
2003-03-11,4279393938
2003-03-12,4155353534
2003-03-13,4161555554
2003-03-14,4118141412
2003-03-17,4235979796
2003-03-18,4279393938
2003-03-19,4316606059
2003-03-20,4347616160
2003-03-21,4285595958
2003-03-24,4297999998
2003-03-25,4341414140
2003-03-26,4353818180
2003-03-27,4415838382
2003-03-28,4446848483
2003-03-31,4433000000
2003-04-01,4507400000
2003-04-02,4464000000
2003-04-03,4395800000
2003-04-04,4439200000
2003-04-07,4383400000
2003-04-08,4321400000
2003-04-09,4309000000
2003-04-10,4278000000
2003-04-11,4259400000
2003-04-14,4290400000
2003-04-15,4346200000
2003-04-16,4278000000
2003-04-17,4290400000
2003-04-21,4278000000
2003-04-22,4296600000
2003-04-23,4240800000
2003-04-24,4228400000
2003-04-25,4191200000
2003-04-28,4240800000
2003-04-29,4172600000
2003-04-30,4209800000
2003-05-01,4222199999
2003-05-02,4290400000
2003-05-05,4290400000
2003-05-06,4333800000
2003-05-07,4408200000
2003-05-08,4371000000
2003-05-09,4346200000
2003-05-12,4358600000
2003-05-13,4445400000
2003-05-14,4495000000
2003-05-15,4544600000
2003-05-16,4563200000
2003-05-19,4420600000
2003-05-20,4426800000
2003-05-21,4501200000
2003-05-22,4532200000
2003-05-23,4631400000
2003-05-27,4736800000
2003-05-28,4693400000
2003-05-29,4687200000
2003-05-30,4755400000
2003-06-02,4786400000
2003-06-03,4829800000
2003-06-04,4860800000
2003-06-05,4891800000
2003-06-06,4898000000
2003-06-09,4854600000
2003-06-10,4873200000
2003-06-11,4991000000
2003-06-12,4929000000
2003-06-13,4916600000
2003-06-16,4991000000
2003-06-17,4935200000
2003-06-18,4916600000
2003-06-19,4891800000
2003-06-20,4960000000
2003-06-23,4898000000
2003-06-24,4829800000
2003-06-25,4842200000
2003-06-26,4836000000
2003-06-27,4848400000
2003-06-30,4908133329
2003-07-01,4939355552
2003-07-02,4951844440
2003-07-03,4939355552
2003-07-07,4926866663
2003-07-08,4976822218
2003-07-09,4970577774
2003-07-10,4870666663
2003-07-11,4895644440
2003-07-14,4870666663
2003-07-15,4789488885
2003-07-16,4783244441
2003-07-17,4839444441
2003-07-18,4945599996
2003-07-21,4858177774
2003-07-22,4864422218
2003-07-23,4845688885
2003-07-24,4858177774
2003-07-25,4895644440
2003-07-28,4845688885
2003-07-29,4783244441
2003-07-30,4789488885
2003-07-31,4795733329
2003-08-01,4739533329
2003-08-04,4702066663
2003-08-05,4658355552
2003-08-06,4727044441
2003-08-07,4745777774
2003-08-08,4833199996
2003-08-11,4964333329
2003-08-12,4983066663
2003-08-13,5076733329
2003-08-14,5107955551
2003-08-15,5095466663
2003-08-18,5039266663
2003-08-19,5026777774
2003-08-20,5008044440
2003-08-21,5064244440
2003-08-22,4995555552
2003-08-25,5051755551
2003-08-26,5014288885
2003-08-27,5107955551
2003-08-28,5157911107
2003-08-29,5195377774
2003-09-02,5282799996
2003-09-03,5332755551
2003-09-04,5363977773
2003-09-05,5351488885
2003-09-08,5476377773
2003-09-09,5388955551
2003-09-10,5332755551
2003-09-11,5295288885
2003-09-12,5332755551
2003-09-15,5332755551
2003-09-16,5289044440
2003-09-17,5232844440
2003-09-18,5257822218
2003-09-19,5282799996
2003-09-22,5251577774
2003-09-23,5251577774
2003-09-24,5282799996
2003-09-25,5226599996
2003-09-26,5245333329
2003-09-29,5245333329
2003-09-30,5236570851
2003-10-01,5353623611
2003-10-02,5310498910
2003-10-03,5322820253
2003-10-06,5335141596
2003-10-07,5409069656
2003-10-08,5421390999
2003-10-09,5433712342
2003-10-10,5550765102
2003-10-13,5575407788
2003-10-14,5556925774
2003-10-15,5532283087
2003-10-16,5550765102
2003-10-17,5526122416
2003-10-20,5507640401
2003-10-21,5489158386
2003-10-22,5446033685
2003-10-23,5427551670
2003-10-24,5378266298
2003-10-27,5427551670
2003-10-28,5384426969
2003-10-29,5365944954
2003-10-30,5359784283
2003-10-31,5433712342
2003-11-03,5458355028
2003-11-04,5390587641
2003-11-05,5396748312
2003-11-06,5402908984
2003-11-07,5464515700
2003-11-10,5384426969
2003-11-11,5347462940
2003-11-12,5365944954
2003-11-13,5439873013
2003-11-14,5482997715
2003-11-17,5390587641
2003-11-18,5316659582
2003-11-19,5359784283
2003-11-20,5347462940
2003-11-21,5372105626
2003-11-24,5384426969
2003-11-25,5452194357
2003-11-26,5452194357
2003-11-28,5439873013
2003-12-01,5519961744
2003-12-02,5544604431
2003-12-03,5476837043
2003-12-04,5544604431
2003-12-05,5550765102
2003-12-08,5550765102
2003-12-09,5569247117
2003-12-10,5593889803
2003-12-11,5673978534
2003-12-12,5673978534
2003-12-15,5600050475
2003-12-16,5649335848
2003-12-17,5704781892
2003-12-18,5908084054
2003-12-19,5908084054
2003-12-22,5920405397
2003-12-23,5908084054
2003-12-24,5982012113
2003-12-26,6000494128
2003-12-29,6099064874
2003-12-30,6129868232
2003-12-31,6136048192
2004-01-02,6167132530
2004-01-05,6316337349
2004-01-06,6322554216
2004-01-07,6297686747
2004-01-08,6322554216
2004-01-09,6303903614
2004-01-12,6297686747
2004-01-13,6347421686
2004-01-14,6297686747
2004-01-15,6210650602
2004-01-16,6192000000
2004-01-20,6328771084
2004-01-21,6390939759
2004-01-22,6322554216
2004-01-23,6347421686
2004-01-26,6409590361
2004-01-27,6384722891
2004-01-28,6204433735
2004-01-29,6104963855
2004-01-30,6024144578
2004-02-02,6055228915
2004-02-03,6086313253
2004-02-04,5912240963
2004-02-05,5868722891
2004-02-06,5980626506
2004-02-09,6036578313
2004-02-10,6092530120
2004-02-11,6210650602
2004-02-12,6192000000
2004-02-13,6210650602
2004-02-17,6260385542
2004-02-18,6285253012
2004-02-19,6303903614
2004-02-20,6285253012
2004-02-23,6310120482
2004-02-24,6297686747
2004-02-25,6328771084
2004-02-26,6384722891
2004-02-27,6515277108
2004-03-01,6683132530
2004-03-02,6496626506
2004-03-03,6521493976
2004-03-04,6484192771
2004-03-05,6546361445
2004-03-08,6583662650
2004-03-09,6558795180
2004-03-10,6465542168
2004-03-11,6322554216
2004-03-12,6403373494
2004-03-15,6403373494
2004-03-16,6390939759
2004-03-17,6527710843
2004-03-18,6565012048
2004-03-19,6297686747
2004-03-22,6198216867
2004-03-23,6142265060
2004-03-24,5986843373
2004-03-25,5707084337
2004-03-26,5837638554
2004-03-29,5837638554
2004-03-30,6061445783
2004-03-31,6929568623
2004-04-01,6763921564
2004-04-02,6743215682
2004-04-05,6826039211
2004-04-06,6826039211
2004-04-07,6770823525
2004-04-08,6915764701
2004-04-12,7012392152
2004-04-13,6929568623
2004-04-14,6867450976
2004-04-15,6998588230
2004-04-16,7081411760
2004-04-19,7060705877
2004-04-20,6853647054
2004-04-21,6881254897
2004-04-22,6991686270
2004-04-23,7012392152
2004-04-26,7067607838
2004-04-27,7233254897
2004-04-28,7039999995
2004-04-29,6812235289
2004-04-30,6908862740
2004-05-03,6943372544
2004-05-04,7067607838
2004-05-05,7109019603
2004-05-06,7150431368
2004-05-07,6929568623
2004-05-10,6722509799
2004-05-11,6936470583
2004-05-12,6977882348
2004-05-13,6819137250
2004-05-14,6915764701
2004-05-17,6812235289
2004-05-18,6736313721
2004-05-19,6632784309
2004-05-20,6681098035
2004-05-21,6687999995
2004-05-24,6743215682
2004-05-25,6895058819
2004-05-26,6929568623
2004-05-27,6784627446
2004-05-28,6860549015
2004-06-01,7053803917
2004-06-02,7060705877
2004-06-03,6922666662
2004-06-04,6826039211
2004-06-07,7053803917
2004-06-08,7039999995
2004-06-09,6977882348
2004-06-10,7102117642
2004-06-14,7026196074
2004-06-15,7178039211
2004-06-16,7309176466
2004-06-17,7481725485
2004-06-18,7543843132
2004-06-21,7564549014
2004-06-22,7523137250
2004-06-23,7709490191
2004-06-24,7668078426
2004-06-25,7702588230
2004-06-28,7612862740
2004-06-29,7619764701
2004-06-30,7832437499
2004-07-01,7756125000
2004-07-02,7860187500
2004-07-06,7825500000
2004-07-07,7672875000
2004-07-08,7728375000
2004-07-09,7686750000
2004-07-12,7589625000
2004-07-13,7554937500
2004-07-14,7652062500
2004-07-15,7700625000
2004-07-16,7776937500
2004-07-19,7742250000
2004-07-20,7776937500
2004-07-21,7645125000
2004-07-22,7679812500
2004-07-23,7624312500
2004-07-26,7554937500
2004-07-27,7610437500
2004-07-28,7631250000
2004-07-29,7749187500
2004-07-30,7797750000
2004-08-02,7790812500
2004-08-03,7797750000
2004-08-04,7561875000
2004-08-05,7409250000
2004-08-06,7277437500
2004-08-09,7430062500
2004-08-10,7353750000
2004-08-11,7215000000
2004-08-12,7166437500
2004-08-13,7277437500
2004-08-16,7367624999
2004-08-17,7124812500
2004-08-18,7159500000
2004-08-19,7131750000
2004-08-20,7110937500
2004-08-23,7027687500
