,AMG
2013-12-24,11385332000
2013-12-26,11426296000
2013-12-27,11431616000
2013-12-30,11436936000
2013-12-31,11646456000
2014-01-02,11458506000
2014-01-03,11511132000
2014-01-06,11462802000
2014-01-07,11601348000
2014-01-08,11595441000
2014-01-09,11560536000
2014-01-10,11514891000
2014-01-13,11219004000
2014-01-14,11352717000
2014-01-15,11479986000
2014-01-16,11434341000
2014-01-17,11382789000
2014-01-21,11328552000
2014-01-22,11384400000
2014-01-23,11186784000
2014-01-24,10765239000
2014-01-27,10560642000
2014-01-28,10744833000
2014-01-29,10552587000
2014-01-30,10700262000
2014-01-31,10699188000
2014-02-03,10078953000
2014-02-04,10395246000
2014-02-05,10072509000
2014-02-06,10129431000
2014-02-07,10023105000
2014-02-10,10042437000
2014-02-11,10248645000
2014-02-12,10458612000
2014-02-13,10423170000
2014-02-14,10234146000
2014-02-18,10196019000
2014-02-19,10064454000
2014-02-20,10165410000
2014-02-21,9999477000
2014-02-24,10203537000
2014-02-25,10131042000
2014-02-26,10033845000
2014-02-27,10062843000
2014-02-28,10098285000
2014-03-03,10068750000
2014-03-04,10397394000
2014-03-05,10451094000
2014-03-06,10496202000
2014-03-07,10549365000
2014-03-10,10579974000
2014-03-11,10410282000
2014-03-12,10464519000
2014-03-13,10107951000
2014-03-14,9937722000
2014-03-17,10076268000
2014-03-18,10098285000
2014-03-19,10087008000
2014-03-20,10312548000
2014-03-21,10187427000
2014-03-24,10075731000
2014-03-25,9950073000
2014-03-26,9831396000
2014-03-27,9770178000
2014-03-28,10255626000
2014-03-31,11082770000
2014-04-01,11370850000
2014-04-02,11305478000
2014-04-03,11132076000
2014-04-04,10769760000
2014-04-07,10571428000
2014-04-08,10591926000
2014-04-09,10652866000
2014-04-10,10084462000
2014-04-11,9933220000
2014-04-14,10035156000
2014-04-15,10081692000
2014-04-16,10246230000
2014-04-17,10339856000
2014-04-21,10263404000
2014-04-22,10323236000
2014-04-23,10299414000
2014-04-24,10287226000
2014-04-25,10109946000
2014-04-28,9959258000
2014-04-29,10809094000
2014-04-30,10980280000
2014-05-01,10851198000
2014-05-02,10911584000
2014-05-05,10841780000
2014-05-06,10672256000
2014-05-07,10860616000
2014-05-08,10647880000
2014-05-09,10619072000
2014-05-12,10840672000
2014-05-13,10711036000
2014-05-14,10551484000
2014-05-15,10298306000
2014-05-16,10250662000
2014-05-19,10442900000
2014-05-20,10214098000
2014-05-21,10318804000
2014-05-22,10516582000
2014-05-23,10517690000
2014-05-27,10566996000
2014-05-28,10333762000
2014-05-29,10506610000
2014-05-30,10448440000
2014-06-02,10547052000
2014-06-03,10564780000
2014-06-04,10733750000
2014-06-05,10999670000
2014-06-06,11167532000
2014-06-09,11136508000
2014-06-10,11089418000
2014-06-11,11039004000
2014-06-12,10965876000
2014-06-13,10912138000
2014-06-16,11130968000
2014-06-17,11278886000
2014-06-18,11238998000
2014-06-19,11175842000
2014-06-20,11267252000
2014-06-23,11267252000
2014-06-24,11166424000
2014-06-25,11300492000
2014-06-26,11110470000
2014-06-27,11215730000
2014-06-30,11420240000
2014-07-01,11413568000
2014-07-02,11440812000
2014-07-03,11601496000
2014-07-07,11489740000
2014-07-08,11436920000
2014-07-09,11426912000
2014-07-10,11276792000
2014-07-11,11337396000
2014-07-14,11385212000
2014-07-15,11401336000
2014-07-16,11428024000
2014-07-17,11244544000
2014-07-18,11427468000
2014-07-21,11410232000
2014-07-22,11520876000
2014-07-23,11490852000
2014-07-24,11498636000
2014-07-25,11405784000
2014-07-28,11476952000
2014-07-29,11346848000
2014-07-30,11424132000
2014-07-31,11078300000
2014-08-01,10874248000
2014-08-04,10946528000
2014-08-05,10760268000
2014-08-06,10829768000
2014-08-07,10795296000
2014-08-08,10930404000
2014-08-11,10979332000
2014-08-12,10949308000
2014-08-13,11001572000
2014-08-14,11056616000
2014-08-15,11007688000
2014-08-18,11158364000
2014-08-19,11121112000
2014-08-20,11130564000
2014-08-21,11164480000
2014-08-22,11166704000
2014-08-25,11356300000
2014-08-26,11855588000
2014-08-27,11748280000
2014-08-28,11691568000
2014-08-29,11739940000
2014-09-02,11739940000
2014-09-03,11761624000
2014-09-04,11720480000
2014-09-05,11741608000
2014-09-08,11743832000
2014-09-09,11548676000
2014-09-10,11494188000
2014-09-11,11426356000
2014-09-12,11441368000
2014-09-15,11345736000
2014-09-16,11392996000
2014-09-17,11505864000
2014-09-18,11648200000
2014-09-19,11594824000
2014-09-22,11418016000
2014-09-23,11285132000
2014-09-24,11369088000
2014-09-25,11141128000
2014-09-26,11230644000
2014-09-29,11165592000
2014-09-30,11079908000
2014-10-01,10805620000
2014-10-02,10882487000
2014-10-03,10991981000
2014-10-06,10990322000
2014-10-07,10793454000
2014-10-08,11036774000
2014-10-09,10686725000
2014-10-10,10528014000
2014-10-13,10250408000
2014-10-14,10228841000
2014-10-15,10015383000
2014-10-16,10023678000
2014-10-17,10238795000
2014-10-20,10268104000
2014-10-21,10584420000
2014-10-22,10323957000
2014-10-23,10522484000
2014-10-24,10594374000
2014-10-27,10707186000
2014-10-28,10901289000
2014-10-29,10893547000
2014-10-30,10891888000
2014-10-31,11048387000
2014-11-03,10682301000
2014-11-04,10614835000
2014-11-05,10575019000
2014-11-06,10794560000
2014-11-07,10877510000
2014-11-10,10847648000
2014-11-11,11008571000
2014-11-12,11072719000
2014-11-13,11005253000
2014-11-14,10890782000
2014-11-17,10808938000
2014-11-18,10936128000
2014-11-19,10946635000
2014-11-20,11000829000
2014-11-21,11111982000
2014-11-24,11243596000
2014-11-25,11256868000
2014-11-26,11235301000
2014-11-28,11258527000
2014-12-01,11167282000
2014-12-02,11177789000
2014-12-03,11260739000
2014-12-04,11217605000
2014-12-05,11391800000
2014-12-08,11407837000
2014-12-09,11396777000
2014-12-10,11169494000
2014-12-11,11271246000
2014-12-12,10772440000
2014-12-15,10687278000
2014-12-16,10481009000
2014-12-17,11200462000
2014-12-18,11730789000
2014-12-19,11677148000
2014-12-22,11820928000
2014-12-23,11838071000
2014-12-24,11823140000
2014-12-26,11820928000
2014-12-29,11844707000
2014-12-30,11797149000
2014-12-31,11630752000
2015-01-02,11531564000
2015-01-05,11113440000
2015-01-06,10873964000
2015-01-07,11140840000
2015-01-08,11254276000
2015-01-09,11252632000
2015-01-12,11047132000
2015-01-13,11024116000
2015-01-14,10852592000
2015-01-15,10651476000
2015-01-16,10707372000
2015-01-20,10838892000
2015-01-21,11093164000
2015-01-22,11540332000
2015-01-23,11318392000
2015-01-26,11521700000
2015-01-27,11225780000
2015-01-28,11267428000
2015-01-29,11240028000
2015-01-30,11262496000
2015-02-02,11355656000
2015-02-03,11560608000
2015-02-04,11481696000
2015-02-05,11669112000
2015-02-06,11751860000
2015-02-09,11768300000
2015-02-10,11686100000
2015-02-11,11671304000
2015-02-12,11757888000
2015-02-13,11824196000
2015-02-17,11909684000
2015-02-18,11871324000
2015-02-19,11922836000
2015-02-20,11963388000
2015-02-23,11828580000
2015-02-24,11952976000
2015-02-25,11969964000
2015-02-26,12003940000
2015-02-27,11859816000
2015-03-02,11945852000
2015-03-03,11893792000
2015-03-04,11658700000
2015-03-05,11826388000
2015-03-06,11748572000
2015-03-09,11757888000
2015-03-10,11448268000
2015-03-11,11467448000
2015-03-12,11717336000
2015-03-13,11555128000
2015-03-16,11719528000
2015-03-17,11661988000
2015-03-18,11859816000
2015-03-19,11696512000
2015-03-20,12017092000
2015-03-23,12013804000
2015-03-24,11897628000
2015-03-25,11721172000
2015-03-26,11789672000
2015-03-27,11722816000
2015-03-30,11870228000
2015-03-31,11726988000
2015-04-01,11711154000
2015-04-02,11697504000
2015-04-06,11746644000
2015-04-07,11693682000
2015-04-08,11779404000
2015-04-09,11941020000
2015-04-10,11886420000
2015-04-13,11962860000
2015-04-14,12004356000
2015-04-15,11985246000
2015-04-16,12008178000
2015-04-17,11903892000
2015-04-20,12012000000
2015-04-21,12025104000
2015-04-22,12068784000
2015-04-23,12131028000
2015-04-24,12140310000
2015-04-27,12158874000
2015-04-28,12449892000
2015-04-29,12306840000
2015-04-30,12346698000
2015-05-01,12364170000
2015-05-04,12382734000
2015-05-05,12214566000
2015-05-06,12062232000
2015-05-07,12096084000
2015-05-08,12201462000
2015-05-11,12177984000
2015-05-12,12066600000
2015-05-13,12064416000
2015-05-14,12196002000
2015-05-15,12143040000
2015-05-18,12274080000
2015-05-19,12248964000
2015-05-20,12323766000
2015-05-21,12310116000
2015-05-22,12278448000
2015-05-26,12155598000
2015-05-27,12276810000
2015-05-28,12287184000
2015-05-29,12211836000
2015-06-01,12180714000
2015-06-02,12270804000
2015-06-03,12343422000
2015-06-04,12176892000
2015-06-05,12129390000
2015-06-08,12023466000
2015-06-09,11929008000
2015-06-10,12222756000
2015-06-11,12238590000
2015-06-12,12102090000
2015-06-15,12079158000
2015-06-16,12220572000
2015-06-17,12192726000
2015-06-18,12287184000
2015-06-19,12292098000
2015-06-22,12443340000
2015-06-23,12444432000
2015-06-24,12362532000
2015-06-25,12333594000
2015-06-26,12381096000
2015-06-29,11972142000
2015-06-30,11848120000
2015-07-01,11927794000
2015-07-02,11883350000
2015-07-06,11693650000
2015-07-07,11688230000
2015-07-08,11316960000
2015-07-09,11416146000
2015-07-10,11589044000
2015-07-13,11735384000
2015-07-14,11742972000
2015-07-15,11746766000
2015-07-16,11923458000
2015-07-17,11858960000
2015-07-20,11828608000
2015-07-21,11810180000
2015-07-22,11852998000
2015-07-23,11720750000
2015-07-24,11581998000
2015-07-27,11390672000
2015-07-28,11274684000
2015-07-29,11404222000
2015-07-30,11341350000
2015-07-31,11268180000
2015-08-03,11314250000
2015-08-04,11437284000
2015-08-05,11494736000
2015-08-06,11361946000
2015-08-07,11328884000
2015-08-10,11481186000
2015-08-11,11246500000
2015-08-12,11020486000
2015-08-13,11031326000
2015-08-14,11140810000
2015-08-17,11150024000
2015-08-18,11106122000
2015-08-19,10935934000
2015-08-20,10669270000
2015-08-21,10337024000
2015-08-24,9903966000
2015-08-25,9733778000
2015-08-26,10011282000
2015-08-27,10247594000
2015-08-28,10161416000
2015-08-31,10105048000
2015-09-01,9713182000
2015-09-02,9692586000
2015-09-03,9624294000
2015-09-04,9390150000
2015-09-08,9790146000
2015-09-09,9626462000
2015-09-10,9590148000
2015-09-11,9539742000
2015-09-14,9465488000
2015-09-15,9634592000
2015-09-16,9802070000
2015-09-17,9729984000
2015-09-18,9496382000
2015-09-21,9540284000
2015-09-22,9314270000
2015-09-23,9207496000
2015-09-24,9214542000
2015-09-25,9245978000
2015-09-28,8978230000
2015-09-29,9030262000
2015-09-30,9216361000
2015-10-01,9182404000
2015-10-02,9190489000
2015-10-05,9396387000
2015-10-06,9382373000
2015-10-07,9544073000
2015-10-08,9542995000
2015-10-09,9544073000
2015-10-12,9439507000
2015-10-13,9217439000
2015-10-14,9195340000
2015-10-15,9465379000
2015-10-16,9524130000
2015-10-19,9320927000
2015-10-20,9331707000
2015-10-21,9095625000
2015-10-22,9533832000
2015-10-23,9794169000
2015-10-26,9756978000
2015-10-27,9624923000
2015-10-28,9879870000
2015-10-29,9694993000
2015-10-30,9716014000
2015-11-02,9974734000
2015-11-03,10065825000
2015-11-04,10060435000
2015-11-05,10096009000
2015-11-06,10185483000
2015-11-09,9587193000
2015-11-10,9542995000
2015-11-11,9528442000
2015-11-12,9232531000
2015-11-13,9029867000
2015-11-16,9274573000
2015-11-17,9187255000
2015-11-18,9504726000
2015-11-19,9524669000
2015-11-20,9446514000
2015-11-23,9422798000
2015-11-24,9461606000
2015-11-25,9496102000
2015-11-27,9523591000
2015-11-30,9552697000
2015-12-01,9694993000
2015-12-02,9471847000
2015-12-03,9198035000
2015-12-04,9460528000
2015-12-07,9303140000
2015-12-08,9111795000
2015-12-09,8979740000
2015-12-10,8939854000
2015-12-11,8233763999
2015-12-14,7762138999
2015-12-15,8205736000
2015-12-16,8574412000
2015-12-17,8501646999
2015-12-18,8287125000
2015-12-21,8312996999
2015-12-22,8511887999
2015-12-23,8766835000
2015-12-24,8791090000
2015-12-28,8799175000
2015-12-29,8767374000
2015-12-30,8663886000
2015-12-31,8627040000
2016-01-04,8423460000
2016-01-05,8355419999
2016-01-06,7988220000
2016-01-07,7506000000
2016-01-08,7248419999
2016-01-11,7335360000
2016-01-12,7363980000
2016-01-13,7082640000
2016-01-14,7118280000
2016-01-15,6922799999
2016-01-19,6944940000
2016-01-20,6834780000
2016-01-21,6881760000
2016-01-22,7264620000
2016-01-25,6921720000
2016-01-26,7095600000
2016-01-27,7079400000
2016-01-28,6954120000
2016-01-29,7246260000
2016-02-01,7138799999
2016-02-02,6620400000
2016-02-03,6609600000
2016-02-04,6947640000
2016-02-05,6736500000
2016-02-08,6499440000
2016-02-09,6476760000
2016-02-10,6533460000
2016-02-11,6361200000
2016-02-12,6718680000
2016-02-16,6837480000
2016-02-17,7052400000
2016-02-18,6976799999
2016-02-19,6995160000
2016-02-22,7289460000
2016-02-23,6975179999
2016-02-24,6962220000
2016-02-25,7036200000
2016-02-26,7394220000
2016-02-29,7489260000
2016-03-01,7785720000
2016-03-02,7840260000
2016-03-03,8100539999
2016-03-04,8273880000
2016-03-07,8185320000
2016-03-08,7955820000
2016-03-09,8006580000
2016-03-10,7878600000
2016-03-11,8297640000
2016-03-14,8187480000
2016-03-15,8005500000
2016-03-16,8257679999
2016-03-17,8636760000
2016-03-18,8640000000
2016-03-21,8768520000
2016-03-22,8720460000
2016-03-23,8584919999
2016-03-24,8501220000
2016-03-28,8452620000
2016-03-29,8657820000
2016-03-30,8804700000
2016-03-31,8737120000
2016-04-01,8817282000
2016-04-04,8641356000
2016-04-05,8567112000
2016-04-06,8645660000
2016-04-07,8392800000
2016-04-08,8461664000
2016-04-11,8561731999
2016-04-12,8831270000
2016-04-13,9172362000
2016-04-14,9243916000
2016-04-15,9145462000
2016-04-18,9159450000
2016-04-19,9290184000
2016-04-20,9424684000
2016-04-21,9410158000
2016-04-22,9562950000
2016-04-25,9411234000
2016-04-26,9547348000
2016-04-27,9630738000
2016-04-28,9348826000
2016-04-29,9163216000
2016-05-02,9245530000
2016-05-03,8943712000
2016-05-04,8739810000
2016-05-05,8748956000
2016-05-06,8802218000
2016-05-09,8712372000
2016-05-10,9015804000
2016-05-11,8899596000
2016-05-12,9056692000
2016-05-13,8765096000
2016-05-16,8816206000
2016-05-17,8743038000
2016-05-18,8888836000
2016-05-19,8702150000
2016-05-20,8895830000
2016-05-23,8871082000
2016-05-24,9181508000
2016-05-25,9234232000
2016-05-26,9162140000
2016-05-27,9279424000
2016-05-31,9335376000
2016-06-01,9292336000
2016-06-02,9271354000
2016-06-03,9227776000
2016-06-06,9440824000
2016-06-07,9239074000
2016-06-08,9196572000
2016-06-09,8958238000
2016-06-10,8590784000
2016-06-13,8446062000
2016-06-14,8294345999
2016-06-15,8276592000
2016-06-16,8177062000
2016-06-17,8162536000
2016-06-20,8243773999
2016-06-21,8242698000
2016-06-22,8305106000
2016-06-23,8584328000
2016-06-24,7591180000
2016-06-27,7140873999
2016-06-28,7345852000
2016-06-29,7533076000
2016-06-30,7587503000
2016-07-01,7463533000
2016-07-05,7232841000
2016-07-06,7139054999
2016-07-07,7242004000
2016-07-08,7484015000
2016-07-11,7544383000
2016-07-12,7747586000
2016-07-13,7703387999
2016-07-14,7773996999
2016-07-15,7796095999
2016-07-18,7892037999
2016-07-19,7868321999
2016-07-20,7902279000
2016-07-21,7866166000
2016-07-22,7854846999
2016-07-25,7783160000
2016-07-26,7812266000
2016-07-27,7860776000
2016-07-28,7886648000
2016-07-29,7911442000
2016-08-01,7788011000
2016-08-02,7601517000
2016-08-03,7741657000
2016-08-04,7665658000
2016-08-05,7884492000
2016-08-08,7805798000
2016-08-09,7763217000
2016-08-10,7733033000
2016-08-11,7751359000
2016-08-12,7714707000
2016-08-15,7755132000
2016-08-16,7613913999
2016-08-17,7643020000
2016-08-18,7640325000
2016-08-19,7639246999
2016-08-22,7584808000
2016-08-23,7742735000
2016-08-24,7611219000
2016-08-25,7564326000
2016-08-26,7680211000
2016-08-29,7673743000
2016-08-30,7748125000
2016-08-31,7656495000
2016-09-01,7535759000
2016-09-02,7570254999
2016-09-06,7643559000
2016-09-07,7961569000
2016-09-08,7951867000
2016-09-09,7762138999
2016-09-12,7959952000
2016-09-13,7802563999
2016-09-14,7756749000
2016-09-15,7909286000
2016-09-16,7791245000
2016-09-19,7825741000
2016-09-20,7699615000
2016-09-21,7795557000
2016-09-22,7938931000
2016-09-23,7784777000
2016-09-26,7608524000
2016-09-27,7638708000
2016-09-28,7743274000
2016-09-29,7578879000
2016-09-30,7958499999
2016-10-03,8052000000
2016-10-04,8088850000
2016-10-05,8403450000
2016-10-06,8494200000
2016-10-07,8418300000
2016-10-10,8319850000
2016-10-11,8065199999
2016-10-12,8019550000
2016-10-13,7844650000
2016-10-14,7828700000
2016-10-17,7690100000
2016-10-18,7776449999
2016-10-19,7797900000
2016-10-20,7753899999
2016-10-21,7775350000
2016-10-24,7849050000
2016-10-25,7797350000
2016-10-26,7753899999
2016-10-27,7640599999
2016-10-28,7581200000
2016-10-31,7296300000
2016-11-01,7388700000
2016-11-02,7236350000
2016-11-03,7307300000
2016-11-04,7275950000
2016-11-07,7316650000
2016-11-08,7246250000
2016-11-09,7662600000
2016-11-10,8125149999
2016-11-11,7938150000
2016-11-14,7889200000
2016-11-15,7852900000
2016-11-16,7861150000
2016-11-17,7843000000
2016-11-18,7734650000
2016-11-21,7895250000
2016-11-22,7995900000
2016-11-23,8095999999
2016-11-25,8172450000
2016-11-28,8053650000
2016-11-29,7975000000
2016-11-30,8145500000
2016-12-01,8164200000
2016-12-02,8089400000
2016-12-05,8249450000
2016-12-06,8448000000
2016-12-07,8679550000
2016-12-08,8875900000
2016-12-09,8861050000
2016-12-12,8710900000
2016-12-13,8840150000
2016-12-14,8515100000
2016-12-15,8326449999
2016-12-16,8166950000
2016-12-19,8043750000
2016-12-20,8083899999
2016-12-21,8101500000
2016-12-22,8023400000
2016-12-23,7918899999
2016-12-27,7977750000
2016-12-28,7901849999
2016-12-29,7916150000
2016-12-30,7991500000
2017-01-03,8266293000
2017-01-04,8471547000
2017-01-05,8367786000
2017-01-06,8349075000
2017-01-09,8132481000
2017-01-10,8123409000
2017-01-11,8233974000
2017-01-12,8140986000
2017-01-13,8138151000
2017-01-17,8016812999
2017-01-18,8053101000
2017-01-19,8013978000
2017-01-20,8135883000
2017-01-23,8100162000
2017-01-24,8213562000
2017-01-25,8261189999
2017-01-26,8191449000
2017-01-27,8190314999
2017-01-30,8579844000
2017-01-31,8638812000
2017-02-01,8878086000
2017-02-02,8786232000
2017-02-03,8965971000
2017-02-06,8938755000
2017-02-07,9102618000
2017-02-08,9156483000
2017-02-09,9290862000
2017-02-10,9504054000
2017-02-13,9487044000
2017-02-14,9507456000
2017-02-15,9657711000
2017-02-16,9519930000
2017-02-17,9549414000
2017-02-21,9690597000
2017-02-22,9606114000
2017-02-23,9597042000
2017-02-24,9527301000
2017-02-27,9580032000
2017-02-28,9521631000
2017-03-01,9599877000
2017-03-02,9536940000
2017-03-03,9568125000
2017-03-06,9479673000
2017-03-07,9443952000
2017-03-08,9432045000
2017-03-09,9372510000
2017-03-10,9293130000
2017-03-13,9287460000
2017-03-14,9315243000
2017-03-15,9404262000
2017-03-16,9412200000
2017-03-17,9231327000
2017-03-20,9187101000
2017-03-21,9031743000
2017-03-22,9027774000
2017-03-23,9009063000
2017-03-24,9007362000
2017-03-27,9015300000
2017-03-28,9281790000
2017-03-29,9234729000
2017-03-30,9295398000
2017-03-31,9229822000
2017-04-03,9175211000
2017-04-04,9013067000
2017-04-05,8962960000
2017-04-06,9043469000
2017-04-07,9053603000
2017-04-10,9074997000
2017-04-11,9155506000
2017-04-12,9134675000
2017-04-13,9080064000
2017-04-17,9229822000
2017-04-18,9108777000
2017-04-19,9163951000
2017-04-20,9265854000
2017-04-21,9194353000
2017-04-24,9371135000
2017-04-25,9352556000
2017-04-26,9341859000
2017-04-27,9327221000
2017-04-28,9322717000
2017-05-01,8773792000
2017-05-02,8714677000
2017-05-03,8743953000
2017-05-04,8750709000
2017-05-05,8710173000
2017-05-08,8672452000
2017-05-09,8670200000
2017-05-10,8672452000
2017-05-11,8581245999
2017-05-12,8646554000
2017-05-15,8712425000
2017-05-16,8701165000
2017-05-17,8505804000
2017-05-18,8417412999
2017-05-19,8596447000
2017-05-22,8669074000
2017-05-23,8594758000
2017-05-24,8585750000
2017-05-25,8670200000
2017-05-26,8665696000
2017-05-30,8615026000
2017-05-31,8661755000
2017-06-01,9027142000
2017-06-02,9064300000
2017-06-05,9120037000
2017-06-06,8999555000
2017-06-07,9036713000
2017-06-08,8995051000
2017-06-09,9148187000
2017-06-12,9129045000
2017-06-13,9112155000
2017-06-14,9190975000
2017-06-15,9176900000
2017-06-16,9247275000
2017-06-19,9366631000
2017-06-20,9324406000
2017-06-21,9112718000
2017-06-22,9123415000
2017-06-23,9079501000
2017-06-26,9140868000
2017-06-27,9160573000
2017-06-28,9342422000
2017-06-29,9290063000
2017-06-30,9254988000
2017-07-03,9392256000
2017-07-05,9502182000
2017-07-06,9272844000
2017-07-07,9478746000
2017-07-10,9637218000
2017-07-11,9578070000
2017-07-12,9710874000
2017-07-13,9773370000
2017-07-14,9794574000
2017-07-17,9837540000
2017-07-18,9876042000
2017-07-19,9876042000
2017-07-20,9927378000
2017-07-21,9951930000
2017-07-24,9990990000
2017-07-25,10125468000
2017-07-26,10132722000
2017-07-27,9979272000
2017-07-28,9968670000
2017-07-31,10369314000
2017-08-01,10377684000
2017-08-02,10081386000
2017-08-03,10054044000
2017-08-04,10079712000
2017-08-07,10079154000
2017-08-08,10131048000
2017-08-09,10073574000
2017-08-10,9788436000
2017-08-11,9777834000
2017-08-14,9954162000
2017-08-15,9982620000
2017-08-16,9954162000
2017-08-17,9653400000
2017-08-18,9644472000
2017-08-21,9600390000
2017-08-22,9787320000
2017-08-23,9719802000
2017-08-24,9749934000
2017-08-25,9758304000
2017-08-28,9708642000
2017-08-29,9702504000
2017-08-30,9711432000
2017-08-31,9859302000
2017-09-01,9882738000
2017-09-05,9732078000
2017-09-06,9652842000
2017-09-07,9636102000
2017-09-08,9670698000
2017-09-11,9890550000
2017-09-12,9978714000
2017-09-13,9890550000
2017-09-14,9964206000
2017-09-15,10036746000
2017-09-18,10189638000
2017-09-19,10177920000
2017-09-20,10220328000
2017-09-21,10277244000
2017-09-22,10321326000
2017-09-25,10422882000
2017-09-26,10367082000
2017-09-27,10515510000
2017-09-28,10567962000
2017-09-29,10592514000
2017-10-02,10670040000
2017-10-03,10684998000
2017-10-04,10807432000
2017-10-05,10815188000
2017-10-06,10781948000
2017-10-09,10754248000
2017-10-10,10815188000
2017-10-11,10778624000
2017-10-12,10734304000
2017-10-13,10722670000
2017-10-16,10819620000
2017-10-17,10735966000
2017-10-18,10828484000
2017-10-19,10842888000
2017-10-20,10943716000
2017-10-23,10850090000
2017-10-24,10835686000
2017-10-25,10481126000
2017-10-26,10580846000
2017-10-27,10563672000
2017-10-30,10276700000
2017-10-31,10332100000
2017-11-01,10310494000
2017-11-02,10267836000
2017-11-03,10268390000
2017-11-06,10307724000
2017-11-07,10278916000
2017-11-08,10301630000
2017-11-09,10255094000
2017-11-10,10213544000
2017-11-13,10130444000
2017-11-14,10146510000
2017-11-15,10236258000
2017-11-16,10276146000
2017-11-17,10309386000
2017-11-20,10342072000
2017-11-21,10544282000
2017-11-22,10525446000
2017-11-24,10546498000
2017-11-27,10674472000
2017-11-28,10893302000
2017-11-29,11004102000
2017-11-30,11006318000
2017-12-01,10960890000
2017-12-04,10933744000
2017-12-05,10914354000
2017-12-06,10968646000
2017-12-07,10980834000
2017-12-08,11103822000
2017-12-11,10969200000
2017-12-12,10899950000
2017-12-13,10842888000
2017-12-14,10758126000
2017-12-15,11004656000
2017-12-18,11155898000
2017-12-19,11201880000
2017-12-20,11223486000
2017-12-21,11184152000
2017-12-22,11312680000
2017-12-26,11304924000
2017-12-27,11338718000
2017-12-28,11440654000
2017-12-29,11370850000
2018-01-02,11085984000
2018-01-03,11035752000
2018-01-04,10840284000
2018-01-05,10891062000
2018-01-08,10948938000
2018-01-09,10934742000
2018-01-10,10831548000
2018-01-11,10959312000
2018-01-12,11072880000
2018-01-16,11084346000
2018-01-17,11339328000
2018-01-18,11210472000
2018-01-19,11575200000
2018-01-22,11682762000
2018-01-23,11625432000
2018-01-24,11545170000
2018-01-25,11520600000
2018-01-26,11780496000
2018-01-29,11422866000
2018-01-30,11095812000
2018-01-31,10899798000
2018-02-01,11016096000
2018-02-02,10762206000
2018-02-05,10292100000
2018-02-06,10412220000
2018-02-07,10257702000
2018-02-08,9779406000
2018-02-09,9841104000
2018-02-12,9892974000
2018-02-13,9933378000
2018-02-14,10343970000
2018-02-15,10389834000
2018-02-16,10471734000
2018-02-20,10226580000
2018-02-21,10321038000
2018-02-22,10200918000
2018-02-23,10374546000
2018-02-26,10639356000
2018-02-27,10387650000
2018-02-28,10339056000
2018-03-01,10121202000
2018-03-02,10236408000
2018-03-05,10273536000
2018-03-06,10472280000
2018-03-07,10379460000
2018-03-08,10458084000
2018-03-09,10707606000
2018-03-12,10632258000
2018-03-13,10644270000
2018-03-14,10562916000
2018-03-15,10399116000
2018-03-16,10505040000
2018-03-19,10410036000
2018-03-20,10333050000
2018-03-21,10497396000
2018-03-22,10110282000
2018-03-23,9878232000
2018-03-26,10297560000
2018-03-27,10113558000
2018-03-28,10101000000
2018-03-29,10351068000
2018-04-02,9743220000
2018-04-03,9797760000
2018-04-04,9932220000
2018-04-05,9828540000
2018-04-06,9527760000
2018-04-09,9432720000
2018-04-10,9519120000
2018-04-11,9224280000
2018-04-12,9358740000
2018-04-13,9139500000
2018-04-16,9253440000
2018-04-17,9338220000
2018-04-18,9254520000
2018-04-19,9319320000
2018-04-20,9254520000
2018-04-23,9224280000
2018-04-24,9123840000
2018-04-25,9125460000
2018-04-26,9184320000
2018-04-27,9180000000
2018-04-30,8902440000
2018-05-01,8863020000
2018-05-02,8698860000
2018-05-03,8643780000
2018-05-04,8732880000
2018-05-07,8772300000
2018-05-08,8817120000
2018-05-09,8830620000
2018-05-10,8893800000
2018-05-11,8897040000
2018-05-14,8956440000
2018-05-15,8994240000
2018-05-16,9035820000
2018-05-17,9139500000
2018-05-18,9056340000
2018-05-21,9008280000
2018-05-22,9041220000
2018-05-23,8907840000
2018-05-24,8853840000
2018-05-25,8819820000
2018-05-29,8490419999
2018-05-30,8686440000
2018-05-31,8600040000
2018-06-01,8706420000
2018-06-04,8763120000
2018-06-05,8819280000
2018-06-06,9012600000
2018-06-07,8919180000
2018-06-08,8912700000
2018-06-11,8843040000
2018-06-12,8757720000
2018-06-13,8424000000
2018-06-14,8397539999
2018-06-15,8413740000
2018-06-18,8262000000
2018-06-19,8316000000
2018-06-20,8247419999
2018-06-21,8285220000
2018-06-22,8349480000
2018-06-25,8292780000
2018-06-26,8192880000
2018-06-27,8089200000
2018-06-28,8177220000
2018-06-29,8028179999
2018-07-02,7906590000
2018-07-03,7817912999
2018-07-05,7859862000
2018-07-06,7861986000
2018-07-09,8012790000
2018-07-10,8094033000
2018-07-11,7981992000
2018-07-12,7920396000
2018-07-13,7884287999
2018-07-16,7891722000
2018-07-17,7884819000
2018-07-18,8031375000
2018-07-19,7928361000
2018-07-20,7903404000
2018-07-23,7970841000
2018-07-24,8054208000
2018-07-25,8013321000
2018-07-26,8055801000
2018-07-27,8020755000
2018-07-30,8428032000
2018-07-31,8496530999
2018-08-01,8257050000
2018-08-02,8265015000
2018-08-03,8074386000
2018-08-06,8150850000
2018-08-07,8258112000
2018-08-08,8055801000
2018-08-09,8028189000
2018-08-10,7867296000
