,GT
2013-12-09,5545150000
2013-12-10,5547620000
2013-12-11,5540210000
2013-12-12,5515510000
2013-12-13,5587140000
2013-12-16,5621720000
2013-12-17,5611840000
2013-12-18,5579730000
2013-12-19,5626660000
2013-12-20,5663710000
2013-12-23,5764980000
2013-12-24,5834140000
2013-12-26,5797090000
2013-12-27,5814380000
2013-12-30,5841550000
2013-12-31,5914800000
2014-01-02,5835440000
2014-01-03,5795760000
2014-01-06,5892480000
2014-01-07,5964400000
2014-01-08,6128080000
2014-01-09,6254560000
2014-01-10,6445520000
2014-01-13,6281840000
2014-01-14,6304160000
2014-01-15,6252080000
2014-01-16,6180160000
2014-01-17,6083440000
2014-01-21,5996640000
2014-01-22,6056160000
2014-01-23,5924720000
2014-01-24,5713920000
2014-01-27,5746160000
2014-01-28,5798240000
2014-01-29,5731280000
2014-01-30,5830480000
2014-01-31,5867680000
2014-02-03,5609760000
2014-02-04,5681680000
2014-02-05,5669280000
2014-02-06,5761040000
2014-02-07,5835440000
2014-02-10,5828000000
2014-02-11,5956960000
2014-02-12,5994160000
2014-02-13,6681120000
2014-02-14,6636480000
2014-02-18,6604240000
2014-02-19,6586880000
2014-02-20,6609200000
2014-02-21,6581920000
2014-02-24,6557120000
2014-02-25,6572000000
2014-02-26,6512480000
2014-02-27,6619120000
2014-02-28,6663760000
2014-03-03,6606720000
2014-03-04,6815040000
2014-03-05,6817520000
2014-03-06,6973760000
2014-03-07,6859680000
2014-03-10,6921680000
2014-03-11,6743120000
2014-03-12,6733200000
2014-03-13,6624080000
2014-03-14,6767920000
2014-03-17,6767920000
2014-03-18,6869600000
2014-03-19,6772880000
2014-03-20,6755520000
2014-03-21,6676160000
2014-03-24,6564560000
2014-03-25,6480240000
2014-03-26,6262000000
2014-03-27,6336400000
2014-03-28,6433120000
2014-03-31,7211880000
2014-04-01,7479600000
2014-04-02,7396800000
2014-04-03,7176000000
2014-04-04,7054560000
2014-04-07,6924840000
2014-04-08,6971760000
2014-04-09,7214640000
2014-04-10,7029720000
2014-04-11,6957960000
2014-04-14,7046280000
2014-04-15,7184280000
2014-04-16,7429920000
2014-04-17,7452000000
2014-04-21,7512720000
2014-04-22,7482360000
2014-04-23,7540320000
2014-04-24,7783200000
2014-04-25,7573440000
2014-04-28,7509960000
2014-04-29,6930360000
2014-04-30,6955200000
2014-05-01,7026960000
2014-05-02,6980040000
2014-05-05,6963480000
2014-05-06,6831000000
2014-05-07,6828240000
2014-05-08,6706800000
2014-05-09,6599160000
2014-05-12,6709560000
2014-05-13,6825480000
2014-05-14,6698520000
2014-05-15,6842040000
2014-05-16,6808920000
2014-05-19,6886200000
2014-05-20,6739920000
2014-05-21,6795120000
2014-05-22,6817200000
2014-05-23,7076640000
2014-05-27,7258800000
2014-05-28,7220160000
2014-05-29,7176000000
2014-05-30,7278120000
2014-06-02,7297440000
2014-06-03,7243620000
2014-06-04,7272600000
2014-06-05,7402320000
2014-06-06,7515480000
2014-06-09,7407840000
2014-06-10,7432680000
2014-06-11,7222920000
2014-06-12,7101480000
2014-06-13,7242240000
2014-06-16,7523760000
2014-06-17,7501680000
2014-06-18,7507200000
2014-06-19,7543080000
2014-06-20,7647960000
2014-06-23,7609320000
2014-06-24,7427160000
2014-06-25,7529280000
2014-06-26,7537560000
2014-06-27,7659000000
2014-06-30,7639500000
2014-07-01,7661500000
2014-07-02,7653250000
2014-07-03,7675250000
2014-07-07,7493750000
2014-07-08,7405750000
2014-07-09,7628500000
2014-07-10,7598250000
2014-07-11,7617500000
2014-07-14,7645000000
2014-07-15,7603750000
2014-07-16,7697250000
2014-07-17,7551500000
2014-07-18,7669750000
2014-07-21,7559750000
2014-07-22,7755000000
2014-07-23,7818250000
2014-07-24,7804500000
2014-07-25,7760500000
2014-07-28,7634000000
2014-07-29,7603750000
2014-07-30,6998750000
2014-07-31,6924472500
2014-08-01,6759500000
2014-08-04,6778750000
2014-08-05,6663250000
2014-08-06,6666000000
2014-08-07,6660500000
2014-08-08,6811750000
2014-08-11,6800750000
2014-08-12,6721000000
2014-08-13,6809000000
2014-08-14,6825500000
2014-08-15,6844750000
2014-08-18,6993250000
2014-08-19,7040000000
2014-08-20,7000125000
2014-08-21,6946500000
2014-08-22,6894250000
2014-08-25,6916250000
2014-08-26,6909375000
2014-08-27,7015250000
2014-08-28,7086750000
2014-08-29,7141750000
2014-09-02,7075750000
2014-09-03,7117000000
2014-09-04,7097750000
2014-09-05,6925875000
2014-09-08,6875000000
2014-09-09,6828250000
2014-09-10,6872250000
2014-09-11,6877750000
2014-09-12,6765000000
2014-09-15,6674250000
2014-09-16,6803500000
2014-09-17,6767750000
2014-09-18,6740250000
2014-09-19,6575250000
2014-09-22,6611000000
2014-09-23,6492750000
2014-09-24,6430875000
2014-09-25,6380000000
2014-09-26,6393750000
2014-09-29,6311250000
2014-09-30,6143120000
2014-10-01,6013920000
2014-10-02,6076480000
2014-10-03,6076480000
2014-10-06,6057440000
2014-10-07,5943200000
2014-10-08,5970400000
2014-10-09,5688880000
2014-10-10,5486240000
2014-10-13,5339360000
2014-10-14,5450880000
2014-10-15,5408720000
2014-10-16,5433200000
2014-10-17,5497120000
2014-10-20,5551520000
2014-10-21,5717440000
2014-10-22,5652160000
2014-10-23,5703840000
2014-10-24,5660320000
2014-10-27,5605920000
2014-10-28,5959520000
2014-10-29,6264160000
2014-10-30,6402880000
2014-10-31,6590560000
2014-11-03,6666720000
2014-11-04,6522560000
2014-11-05,6644960000
2014-11-06,6840800000
2014-11-07,6840800000
2014-11-10,6889760000
2014-11-11,6873440000
2014-11-12,6832640000
2014-11-13,6915600000
2014-11-14,6968640000
2014-11-17,6892480000
2014-11-18,6997200000
2014-11-19,7065200000
2014-11-20,7126400000
2014-11-21,7201200000
2014-11-24,7218880000
2014-11-25,7251520000
2014-11-26,7307280000
2014-11-28,7455520000
2014-12-01,7319520000
2014-12-02,7409280000
2014-12-03,7471840000
2014-12-04,7439200000
2014-12-05,7501760000
2014-12-08,7297760000
2014-12-09,7373920000
2014-12-10,7324960000
2014-12-11,7369840000
2014-12-12,7203920000
2014-12-15,7235200000
2014-12-16,7210720000
2014-12-17,7406560000
2014-12-18,7550720000
2014-12-19,7637760000
2014-12-22,7643200000
2014-12-23,7689440000
2014-12-24,7675840000
2014-12-26,7722080000
2014-12-29,7795520000
2014-12-30,7750640000
2014-12-31,7713900000
2015-01-02,7651800000
2015-01-05,7481700000
2015-01-06,7500600000
2015-01-07,7595100000
2015-01-08,7716600000
2015-01-09,7630200000
2015-01-12,7569450000
2015-01-13,7033500000
2015-01-14,6866100000
2015-01-15,6631200000
2015-01-16,6702750000
2015-01-20,6725700000
2015-01-21,6903900000
2015-01-22,7003800000
2015-01-23,6867450000
2015-01-26,7006500000
2015-01-27,6825600000
2015-01-28,6471900000
2015-01-29,6652800000
2015-01-30,6544800000
2015-02-02,6592050000
2015-02-03,6652800000
2015-02-04,6736500000
2015-02-05,6744600000
2015-02-06,6858000000
2015-02-09,6936300000
2015-02-10,6933600000
2015-02-11,7020000000
2015-02-12,7076700000
2015-02-13,6995700000
2015-02-17,7187400000
2015-02-18,7395300000
2015-02-19,7381800000
2015-02-20,7476300000
2015-02-23,7331850000
2015-02-24,7325100000
2015-02-25,7325100000
2015-02-26,7383150000
2015-02-27,7217100000
2015-03-02,7344000000
2015-03-03,7308900000
2015-03-04,7173900000
2015-03-05,7075350000
2015-03-06,6987600000
2015-03-09,7011900000
2015-03-10,6849900000
2015-03-11,6768900000
2015-03-12,6876900000
2015-03-13,6813450000
2015-03-16,6833700000
2015-03-17,6766200000
2015-03-18,7033500000
2015-03-19,6798600000
2015-03-20,6928200000
2015-03-23,7053750000
2015-03-24,7119900000
2015-03-25,7011900000
2015-03-26,7060500000
2015-03-27,7098300000
2015-03-30,7233300000
2015-03-31,7311600000
2015-04-01,7222500000
2015-04-02,7241400000
2015-04-06,7373700000
2015-04-07,7290000000
2015-04-08,7406100000
2015-04-09,7457400000
2015-04-10,7481700000
2015-04-13,7406100000
2015-04-14,7333200000
2015-04-15,7360200000
2015-04-16,7306200000
2015-04-17,7352100000
2015-04-20,7423650000
2015-04-21,7487100000
2015-04-22,7465500000
2015-04-23,7489800000
2015-04-24,7489800000
2015-04-27,7452000000
2015-04-28,7346700000
2015-04-29,7651800000
2015-04-30,7658550000
2015-05-01,7668000000
2015-05-04,7651800000
2015-05-05,7549200000
2015-05-06,7554600000
2015-05-07,7773300000
2015-05-08,7946100000
2015-05-11,8037900000
2015-05-12,7989300000
2015-05-13,8202600000
2015-05-14,8332200000
2015-05-15,8329500000
2015-05-18,8434800000
2015-05-19,8426700000
2015-05-20,8440200000
2015-05-21,8610300000
2015-05-22,8569800000
2015-05-26,8637300000
2015-05-27,8704800000
2015-05-28,8648100000
2015-05-29,8598150000
2015-06-01,8749350000
2015-06-02,8698050000
2015-06-03,8662950000
2015-06-04,8473950000
2015-06-05,8455050000
2015-06-08,8379450000
2015-06-09,8505000000
2015-06-10,8475300000
2015-06-11,8480700000
2015-06-12,8502300000
2015-06-15,8372700000
2015-06-16,8378100000
2015-06-17,8383500000
2015-06-18,8372700000
2015-06-19,8426700000
2015-06-22,8418600000
2015-06-23,8480700000
2015-06-24,8459100000
2015-06-25,8432100000
2015-06-26,8476650000
2015-06-29,8002800000
2015-06-30,8110350000
2015-07-01,8191050000
2015-07-02,8148010000
2015-07-06,8080760000
2015-07-07,8071345000
2015-07-08,7856145000
2015-07-09,7776790000
2015-07-10,7798310000
2015-07-13,7911290000
2015-07-14,8148010000
2015-07-15,8008130000
2015-07-16,8174910000
2015-07-17,8204500000
2015-07-20,8080760000
2015-07-21,8113040000
2015-07-22,8107660000
2015-07-23,8070000000
2015-07-24,7873630000
2015-07-27,7806380000
2015-07-28,7957020000
2015-07-29,8008130000
2015-07-30,8001405000
2015-07-31,8104970000
2015-08-03,8123800000
2015-08-04,8277130000
2015-08-05,8341690000
2015-08-06,8269060000
2015-08-07,8309410000
2015-08-10,8564960000
2015-08-11,8398180000
2015-08-12,8441220000
2015-08-13,8575720000
2015-08-14,8691390000
2015-08-17,8764020000
2015-08-18,8785540000
2015-08-19,8667180000
2015-08-20,8376660000
2015-08-21,7876320000
2015-08-24,7556210000
2015-08-25,7486270000
2015-08-26,7661120000
2015-08-27,7784860000
2015-08-28,7940880000
2015-08-31,8008130000
2015-09-01,7712230000
2015-09-02,7881700000
2015-09-03,7989300000
2015-09-04,7860180000
2015-09-08,8094210000
2015-09-09,8040410000
2015-09-10,8048480000
2015-09-11,7957020000
2015-09-14,7884390000
2015-09-15,7973160000
2015-09-16,8312100000
2015-09-17,8365900000
2015-09-18,8193740000
2015-09-21,8252920000
2015-09-22,7951640000
2015-09-23,7954330000
2015-09-24,7852110000
2015-09-25,7997370000
2015-09-28,7631530000
2015-09-29,7618080000
2015-09-30,7848873215
2015-10-01,7872957722
2015-10-02,7822112652
2015-10-05,8089718285
2015-10-06,8132535186
2015-10-07,8357323918
2015-10-08,8515211242
2015-10-09,8531267580
2015-10-12,8504507016
2015-10-13,8469718284
2015-10-14,8563380256
2015-10-15,8662394340
2015-10-16,8745352086
2015-10-19,8643661945
2015-10-20,8718591523
2015-10-21,8694507016
2015-10-22,8715915466
2015-10-23,8822957720
2015-10-26,8865774621
2015-10-27,8689154903
2015-10-28,8938028142
2015-10-29,8507183073
2015-10-30,8788168987
2015-11-02,8962112649
2015-11-03,8903239409
2015-11-04,8806901382
2015-11-05,8753380255
2015-11-06,8825633776
2015-11-09,8710563354
2015-11-10,8681126734
2015-11-11,8769436593
2015-11-12,8630281664
2015-11-13,8533943636
2015-11-16,8646338002
2015-11-17,8694507016
2015-11-18,8951408423
2015-11-19,9047746451
2015-11-20,9165492930
2015-11-23,9119999972
2015-11-24,9224366169
2015-11-25,9264507014
2015-11-27,9315352084
2015-11-30,9334084479
2015-12-01,9366197155
2015-12-02,9326056310
2015-12-03,9237746451
2015-12-04,9334084479
2015-12-07,9189577437
2015-12-08,9170845042
2015-12-09,8962112649
2015-12-10,8940704198
2015-12-11,8606197157
2015-12-14,8504507016
2015-12-15,8757394339
2015-12-16,8919295747
2015-12-17,8697183072
2015-12-18,8528591523
2015-12-21,8531267580
2015-12-22,8640985889
2015-12-23,8830985889
2015-12-24,8776126734
2015-12-28,8758732368
2015-12-29,8900563353
2015-12-30,8912605607
2015-12-31,8722890000
2016-01-04,8546669999
2016-01-05,8196900000
2016-01-06,8103450000
2016-01-07,7665570000
2016-01-08,7513380000
2016-01-11,7633530000
2016-01-12,7775040000
2016-01-13,7393230000
2016-01-14,7585470000
2016-01-15,7355850000
2016-01-19,7361190000
2016-01-20,7455975000
2016-01-21,7454640000
2016-01-22,7606830000
2016-01-25,7425270000
2016-01-26,7686930000
2016-01-27,7622850000
2016-01-28,7411920000
2016-01-29,7585470000
2016-02-01,7732320000
2016-02-02,7598820000
2016-02-03,7451970000
2016-02-04,7371870000
2016-02-05,7259730000
2016-02-08,7032780000
2016-02-09,7329150000
2016-02-10,7630860000
2016-02-11,7638870000
2016-02-12,7927230000
2016-02-16,8103450000
2016-02-17,8218260000
2016-02-18,8071410000
2016-02-19,7905870000
2016-02-22,7983300000
2016-02-23,7895190000
2016-02-24,7855140000
2016-02-25,7996650000
2016-02-26,8076750000
2016-02-29,8042040000
2016-03-01,8338410000
2016-03-02,8386470000
2016-03-03,8562690000
2016-03-04,8685510000
2016-03-07,8669490000
2016-03-08,8605410000
2016-03-09,8669490000
2016-03-10,8517300000
2016-03-11,8819010000
2016-03-14,8653470000
2016-03-15,8738910000
2016-03-16,8829690000
2016-03-17,8693520000
2016-03-18,8653470000
2016-03-21,8754930000
2016-03-22,8746920000
2016-03-23,8600070000
2016-03-24,8592060000
2016-03-28,8544000000
2016-03-29,8709540000
2016-03-30,8749590000
2016-03-31,8706720000
2016-04-01,8577360000
2016-04-04,8286960000
2016-04-05,8250000000
2016-04-06,8242080000
2016-04-07,8220960000
2016-04-08,8173440000
2016-04-11,8213040000
2016-04-12,8244720000
2016-04-13,8477040000
2016-04-14,8432160000
2016-04-15,8448000000
2016-04-18,8445360000
2016-04-19,8487600000
2016-04-20,8527199999
2016-04-21,8524560000
2016-04-22,8548320000
2016-04-25,8506080000
2016-04-26,8653920000
2016-04-27,8009760000
2016-04-28,7890960000
2016-04-29,7648080000
2016-05-02,7595280000
2016-05-03,7505520000
2016-05-04,7320720000
2016-05-05,7362960000
2016-05-06,7442160000
2016-05-09,7439520000
2016-05-10,7500240000
2016-05-11,7378800000
2016-05-12,7389360000
2016-05-13,7299600000
2016-05-16,7275840000
2016-05-17,7257360000
2016-05-18,7236240000
2016-05-19,7143840000
2016-05-20,7172880000
2016-05-23,7109520000
2016-05-24,7362960000
2016-05-25,7283760000
2016-05-26,7225680000
2016-05-27,7336560000
2016-05-31,7384080000
2016-06-01,7228320000
2016-06-02,7257360000
2016-06-03,7159680000
2016-06-06,7170240000
2016-06-07,7217760000
2016-06-08,7370880000
2016-06-09,7323360000
2016-06-10,7238880000
2016-06-13,7130640000
2016-06-14,7022400000
2016-06-15,7083120000
2016-06-16,7149120000
2016-06-17,7220400000
2016-06-20,7275840000
2016-06-21,7188720000
2016-06-22,7180800000
2016-06-23,7236240000
2016-06-24,6750480000
2016-06-27,6475920000
2016-06-28,6668640000
2016-06-29,6713520000
2016-06-30,6722920000
2016-07-01,6785800000
2016-07-05,6531660000
2016-07-06,6615500000
2016-07-07,6712440000
2016-07-08,6950860000
2016-07-11,6984920000
2016-07-12,7102820000
2016-07-13,6963960000
2016-07-14,6979680000
2016-07-15,6948240000
2016-07-18,6948240000
2016-07-19,6950860000
2016-07-20,6977060000
2016-07-21,7094960000
2016-07-22,7087100000
2016-07-25,7076620000
2016-07-26,7312420000
2016-07-27,7621580000
2016-07-28,7529880000
2016-07-29,7511540000
2016-08-01,7540360000
2016-08-02,7223340000
2016-08-03,7315040000
2016-08-04,7375300000
2016-08-05,7396260000
2016-08-08,7370060000
2016-08-09,7325520000
2016-08-10,7349100000
2016-08-11,7736860000
2016-08-12,7676600000
2016-08-15,7713280000
2016-08-16,7558700000
2016-08-17,7501060000
2016-08-18,7629440000
2016-08-19,7645160000
2016-08-22,7671360000
2016-08-23,7708040000
2016-08-24,7710660000
2016-08-25,7639920000
2016-08-26,7600620000
2016-08-29,7579660000
2016-08-30,7613720000
2016-08-31,7689700000
2016-09-01,7650400000
2016-09-02,7789260000
2016-09-06,8163920000
2016-09-07,8122000000
2016-09-08,8205840000
2016-09-09,7928120000
2016-09-12,8203220000
2016-09-13,8137720000
2016-09-14,8072220000
2016-09-15,8486180000
2016-09-16,8494040000
2016-09-19,8441640000
2016-09-20,8360420000
2016-09-21,8397099999
2016-09-22,8494040000
2016-09-23,8462599999
2016-09-26,8315880000
2016-09-27,8357800000
2016-09-28,8598840000
2016-09-29,8313260000
2016-09-30,8333399999
2016-10-03,8387579999
2016-10-04,8315339999
2016-10-05,8426279999
2016-10-06,8477880000
2016-10-07,8470140000
2016-10-10,8385000000
2016-10-11,8294700000
2016-10-12,8235360000
2016-10-13,8168280000
2016-10-14,8062500000
2016-10-17,8021220000
2016-10-18,8026380000
2016-10-19,8312760000
2016-10-20,8188920000
2016-10-21,8152800000
2016-10-24,8183760000
2016-10-25,8028960000
2016-10-26,8052180000
2016-10-27,8018640000
2016-10-28,7298820000
2016-10-31,7489740000
2016-11-01,7208520000
2016-11-02,7198200000
2016-11-03,7200780000
2016-11-04,7169820000
2016-11-07,7244640000
2016-11-08,7337520000
2016-11-09,7283340000
2016-11-10,7559400000
2016-11-11,7546500000
2016-11-14,7778700000
2016-11-15,7995420000
2016-11-16,7863840000
2016-11-17,7887060000
2016-11-18,7776120000
2016-11-21,7719360000
2016-11-22,7861260000
2016-11-23,7977360000
2016-11-25,8039280000
2016-11-28,7933500000
2016-11-29,8034120000
2016-11-30,7918020000
2016-12-01,7874160000
2016-12-02,7680660000
2016-12-05,7776120000
2016-12-06,7734840000
2016-12-07,8116680000
2016-12-08,8227620000
2016-12-09,8302440000
2016-12-12,8372100000
2016-12-13,8568180000
2016-12-14,8369519999
2016-12-15,8511420000
2016-12-16,8343720000
2016-12-19,8263740000
2016-12-20,8289540000
2016-12-21,8271480000
2016-12-22,8127000000
2016-12-23,8163120000
2016-12-27,8227620000
2016-12-28,8049600000
2016-12-29,8031540000
2016-12-30,7964460000
2017-01-03,7859880000
2017-01-04,8064000000
2017-01-05,7935480000
2017-01-06,8023680000
2017-01-09,8023680000
2017-01-10,8081640000
2017-01-11,7857360000
2017-01-12,7708680000
2017-01-13,7746480000
2017-01-17,7764120000
2017-01-18,7696080000
2017-01-19,7658280000
2017-01-20,7691040000
2017-01-23,7673400000
2017-01-24,7827120000
2017-01-25,7965720000
2017-01-26,7990920000
2017-01-27,7890120000
2017-01-30,7897680000
2017-01-31,8162280000
2017-02-01,8091720000
2017-02-02,8081640000
2017-02-03,8076599999
2017-02-06,8121959999
2017-02-07,8124480000
2017-02-08,8096760000
2017-02-09,8376480000
2017-02-10,8497440000
2017-02-13,8998920000
2017-02-14,9011520000
2017-02-15,9114840000
2017-02-16,9112320000
2017-02-17,9089640000
2017-02-21,9145080000
2017-02-22,9059400000
2017-02-23,8946000000
2017-02-24,8910720000
2017-02-27,8885520000
2017-02-28,8832600000
2017-03-01,9011520000
2017-03-02,9109800000
2017-03-03,8973720000
2017-03-06,8903160000
2017-03-07,8888040000
2017-03-08,8908200000
2017-03-09,8898120000
2017-03-10,8935920000
2017-03-13,9021600000
2017-03-14,9175320000
2017-03-15,9293760000
2017-03-16,9276120000
2017-03-17,9233280000
2017-03-20,9198000000
2017-03-21,9051840000
2017-03-22,9069480000
2017-03-23,9061920000
2017-03-24,9056880000
2017-03-27,9069480000
2017-03-28,9200520000
2017-03-29,9119880000
2017-03-30,9019080000
2017-03-31,9072000000
2017-04-03,8890560000
2017-04-04,8719200000
2017-04-05,8794800000
2017-04-06,8872920000
2017-04-07,8865360000
2017-04-10,8875440000
2017-04-11,8981280000
2017-04-12,8666280000
2017-04-13,8603280000
2017-04-17,8804880000
2017-04-18,8744400000
2017-04-19,8777160000
2017-04-20,9006480000
2017-04-21,8908200000
2017-04-24,9049320000
2017-04-25,9036720000
2017-04-26,9049320000
2017-04-27,8933400000
2017-04-28,9129960000
2017-05-01,8973720000
2017-05-02,8888040000
2017-05-03,8865360000
2017-05-04,8895600000
2017-05-05,8905680000
2017-05-08,8883000000
2017-05-09,8948520000
2017-05-10,8930880000
2017-05-11,8898120000
2017-05-12,8651160000
2017-05-15,8615880000
2017-05-16,8457120000
2017-05-17,8129519999
2017-05-18,8079120000
2017-05-19,7995960000
2017-05-22,8018640000
2017-05-23,8084160000
2017-05-24,8142120000
2017-05-25,8069040000
2017-05-26,8215200000
2017-05-30,8086680000
2017-05-31,8119440000
2017-06-01,8706600000
2017-06-02,8636040000
2017-06-05,8666280000
2017-06-06,8719200000
2017-06-07,8867880000
2017-06-08,8862840000
2017-06-09,8933400000
2017-06-12,9009000000
2017-06-13,8988840000
2017-06-14,8789760000
2017-06-15,8731800000
2017-06-16,8444519999
2017-06-19,8474760000
2017-06-20,8361360000
2017-06-21,8474760000
2017-06-22,8424360000
2017-06-23,8479800000
2017-06-26,8593200000
2017-06-27,8656200000
2017-06-28,8777160000
2017-06-29,8746920000
2017-06-30,8740000000
2017-07-03,8740000000
2017-07-05,8767500000
2017-07-06,8775000000
2017-07-07,8867500000
2017-07-10,8912500000
2017-07-11,8975000000
2017-07-12,9015000000
2017-07-13,9012500000
2017-07-14,9067500000
2017-07-17,9077500000
2017-07-18,8925000000
2017-07-19,8940000000
2017-07-20,8980000000
2017-07-21,8850000000
2017-07-24,8790000000
2017-07-25,8957500000
2017-07-26,8947500000
2017-07-27,8895000000
2017-07-28,8127499999
2017-07-31,7877500000
2017-08-01,7870000000
2017-08-02,7857500000
2017-08-03,7777500000
2017-08-04,7800000000
2017-08-07,7865000000
2017-08-08,7870000000
2017-08-09,7800000000
2017-08-10,7607500000
2017-08-11,7567500000
2017-08-14,7557500000
2017-08-15,7575000000
2017-08-16,7572500000
2017-08-17,7477500000
2017-08-18,7437500000
2017-08-21,7435000000
2017-08-22,7485000000
2017-08-23,7442500000
2017-08-24,7490000000
2017-08-25,7517500000
2017-08-28,7580000000
2017-08-29,7550000000
2017-08-30,7495000000
2017-08-31,7575000000
2017-09-01,7635000000
2017-09-05,7602500000
2017-09-06,7610000000
2017-09-07,7572500000
2017-09-08,7577500000
2017-09-11,7887500000
2017-09-12,8157500000
2017-09-13,8074999999
2017-09-14,8062500000
2017-09-15,8107500000
2017-09-18,8095000000
2017-09-19,8020000000
2017-09-20,8067500000
2017-09-21,8115000000
2017-09-22,8142500000
2017-09-25,8227499999
2017-09-26,8255000000
2017-09-27,8322500000
2017-09-28,8265000000
2017-09-29,8312500000
2017-10-02,8191080000
2017-10-03,8127640000
2017-10-04,8139840000
2017-10-05,8091039999
2017-10-06,7995880000
2017-10-09,7983680000
2017-10-10,8056880000
2017-10-11,8049560000
2017-10-12,7981240000
2017-10-13,8054439999
2017-10-16,8061760000
2017-10-17,8059320000
2017-10-18,8147160000
2017-10-19,8198400000
2017-10-20,8281359999
2017-10-23,8274039999
2017-10-24,8310640000
2017-10-25,8283800000
2017-10-26,8215480000
2017-10-27,7851920000
2017-10-30,7603040000
2017-10-31,7463960000
2017-11-01,7376120000
2017-11-02,7305360000
2017-11-03,7185800000
2017-11-06,7146760000
2017-11-07,7219960000
2017-11-08,7134560000
2017-11-09,7112600000
2017-11-10,7093080000
2017-11-13,7132120000
2017-11-14,7163840000
2017-11-15,7090640000
2017-11-16,7151640000
2017-11-17,7305360000
2017-11-20,7478600000
2017-11-21,7520080000
2017-11-22,7488360000
2017-11-24,7483480000
2017-11-27,7537160000
2017-11-28,7761640000
2017-11-29,7842160000
2017-11-30,7898279999
2017-12-01,7837279999
2017-12-04,7825080000
2017-12-05,7861680000
2017-12-06,7651840000
2017-12-07,7642080000
2017-12-08,7747000000
2017-12-11,7664040000
2017-12-12,7703080000
2017-12-13,7751880000
2017-12-14,7637200000
2017-12-15,7676240000
2017-12-18,7803120000
2017-12-19,7849480000
2017-12-20,7910480000
2017-12-21,7947080000
2017-12-22,8015400000
2017-12-26,7954400000
2017-12-27,7951960000
2017-12-28,7991000000
2017-12-29,7883640000
2018-01-02,7756800000
2018-01-03,7646400000
2018-01-04,7819200000
2018-01-05,7881600000
2018-01-08,7951200000
2018-01-09,8133600000
2018-01-10,8032800000
2018-01-11,8061600000
2018-01-12,8138399999
2018-01-16,8040000000
2018-01-17,8248799999
2018-01-18,8179200000
2018-01-19,8397600000
2018-01-22,8548799999
2018-01-23,8448000000
2018-01-24,8488799999
2018-01-25,8512800000
2018-01-26,8582399999
2018-01-29,8558399999
2018-01-30,8505599999
2018-01-31,8356800000
2018-02-01,8282399999
2018-02-02,8244000000
2018-02-05,7871999999
2018-02-06,8011200000
2018-02-07,8032800000
2018-02-08,7380000000
2018-02-09,7197600000
2018-02-12,7226400000
2018-02-13,7041600000
2018-02-14,7099200000
2018-02-15,7190400000
2018-02-16,7118400000
2018-02-20,7075200000
2018-02-21,6996000000
2018-02-22,6991200000
2018-02-23,7084800000
2018-02-26,7156800000
2018-02-27,7077600000
2018-02-28,6945600000
2018-03-01,6765600000
2018-03-02,6753600000
2018-03-05,6758400000
2018-03-06,6808800000
2018-03-07,6794400000
2018-03-08,6830400000
2018-03-09,6900000000
2018-03-12,6933600000
2018-03-13,6804000000
2018-03-14,6729600000
2018-03-15,6727200000
2018-03-16,6842400000
2018-03-19,6739200000
2018-03-20,6729600000
2018-03-21,6763200000
2018-03-22,6566400000
2018-03-23,6386400000
2018-03-26,6451200000
2018-03-27,6415200000
2018-03-28,6326400000
2018-03-29,6379200000
2018-04-02,6242680000
2018-04-03,6400420000
2018-04-04,6512750000
2018-04-05,6629860000
2018-04-06,6407590000
2018-04-09,6481680000
2018-04-10,6644200000
2018-04-11,6608350000
2018-04-12,6629860000
2018-04-13,6653760000
2018-04-16,6742190000
2018-04-17,6648980000
2018-04-18,6519920000
2018-04-19,6441050000
2018-04-20,6455390000
2018-04-23,6455390000
2018-04-24,6421930000
2018-04-25,6096890000
2018-04-26,6070600000
2018-04-27,6094500000
2018-04-30,6001290000
2018-05-01,6070600000
2018-05-02,6053870000
2018-05-03,5994120000
2018-05-04,6041920000
2018-05-07,6013240000
2018-05-08,5955880000
2018-05-09,6020410000
2018-05-10,6149470000
2018-05-11,6104060000
2018-05-14,6089720000
2018-05-15,6156640000
2018-05-16,6309600000
2018-05-17,6290480000
2018-05-18,6249850000
2018-05-21,6223560000
2018-05-22,6147080000
2018-05-23,6039530000
2018-05-24,6025190000
2018-05-25,6020410000
2018-05-29,5877010000
2018-05-30,5881790000
2018-05-31,5838770000
2018-06-01,5841160000
2018-06-04,5881790000
2018-06-05,5872230000
2018-06-06,5979780000
2018-06-07,6044310000
2018-06-08,6049090000
2018-06-11,6065820000
2018-06-12,6013240000
2018-06-13,5989340000
2018-06-14,5998900000
2018-06-15,5991730000
2018-06-18,6013240000
2018-06-19,5982170000
2018-06-20,5977390000
2018-06-21,5872230000
2018-06-22,5886570000
2018-06-25,5881790000
2018-06-26,5843550000
2018-06-27,5810090000
2018-06-28,5649960000
2018-06-29,5566310000
2018-07-02,5517680000
2018-07-03,5491720000
2018-07-05,5609720000
2018-07-06,5616800000
2018-07-09,5692320000
2018-07-10,5626240000
2018-07-11,5512960000
2018-07-12,5484640000
2018-07-13,5352480000
2018-07-16,5291120000
2018-07-17,5192000000
2018-07-18,5208520000
2018-07-19,5180200000
2018-07-20,5102320000
2018-07-23,5085800000
2018-07-24,5116480000
2018-07-25,5107040000
2018-07-26,4991400000
