,BA
2018-07-18,206844066000
2018-07-19,204030486000
2018-07-20,203783580000
2018-07-23,202847634000
2018-07-24,205718634000
2018-07-25,204369264000
2018-07-26,206321544000
2018-07-27,207085230000
2018-07-30,201578652000
2018-07-31,204587460000
2018-08-01,202554792000
2018-08-02,200814966000
2018-08-03,200074248000
2018-08-06,199000494000
2018-08-07,201406392000
2018-08-08,199695275999
2018-08-09,197364024000
2018-08-10,194889222000
2018-08-13,194286312000
2018-08-14,194734188000
2018-08-15,190496592000
2018-08-16,198661716000
2018-08-17,198902880000
2018-08-20,201394908000
2018-08-21,203134734000
2018-08-22,200987225999
2018-08-23,199523016000
2018-08-24,200613996000
2018-08-27,203117508000
2018-08-28,201664782000
2018-08-29,201079098000
2018-08-30,199189980000
2018-08-31,196830018000
2018-09-04,198816750000
2018-09-05,199063656000
2018-09-06,201699234000
2018-09-07,200556575999
2018-09-10,196296012000
2018-09-11,198242550000
2018-09-12,202928022000
2018-09-13,204105132000
2018-09-14,206597160000
2018-09-17,204392232000
2018-09-18,208767636000
2018-09-19,209709324000
2018-09-20,210995532000
2018-09-21,213734466000
2018-09-24,211299858000
2018-09-25,210863466000
2018-09-26,209600225999
2018-09-27,210955338000
2018-09-28,213544980000
2018-10-01,218160160127
2018-10-02,220488480128
2018-10-03,223872533464
2018-10-04,222554293463
2018-10-05,220545546795
2018-10-08,220146080128
2018-10-09,219957760128
2018-10-10,209702880122
2018-10-11,204361440119
2018-10-12,205502773453
2018-10-15,204800853452
2018-10-16,210148000122
2018-10-17,208578666788
2018-10-18,205069066786
2018-10-19,203305706785
2018-10-22,203145920118
2018-10-23,199761866783
2018-10-24,202386933451
2018-10-25,207591413454
2018-10-26,205023413453
2018-10-29,191510026778
2018-10-30,199681973449
2018-10-31,202506773451
2018-11-01,207191946787
2018-11-02,204156000119
2018-11-05,206569920120
2018-11-06,209132213455
2018-11-07,212299413457
2018-11-08,211586080123
2018-11-09,210770026789
2018-11-12,203745120119
2018-11-13,199453706783
2018-11-14,196720213448
2018-11-15,194922613447
2018-11-16,191715466778
2018-11-19,183149760106
2018-11-20,181300800105
2018-11-21,181083946772
2018-11-23,178230613437
2018-11-26,180536106772
2018-11-27,181489120106
2018-11-28,190317333444
2018-11-29,195487573447
2018-11-30,197884373448
2018-12-03,205417173453
2018-12-04,195453333447
2018-12-06,189404266777
2018-12-07,184450880107
2018-12-10,186237066775
2018-12-11,183771786774
2018-12-12,186431093442
2018-12-13,185734880108
2018-12-14,181900000106
2018-12-17,180404853438
2018-12-18,187212906776
2018-12-19,182356533439
2018-12-20,178647200104
2018-12-21,173796533434
2018-12-24,167867306764
2018-12-26,179149386771
2018-12-27,180981226772
2018-12-28,180547520105
2018-12-31,182863456575
2019-01-02,183606250770
2019-01-03,176286042323
2019-01-04,185460401167
2019-01-07,186044430191
2019-01-08,193086799589
2019-01-09,194957960540
2019-01-10,199936382706
2019-01-11,200100818063
2019-01-14,198660591149
2019-01-15,199726585872
2019-01-16,199624522548
2019-01-17,203610662392
2019-01-18,206808646563
2019-01-22,202935910413
2019-01-23,203338493526
2019-01-24,203145707246
2019-01-25,206508126774
2019-01-28,205810694055
2019-01-29,206910709887
2019-01-30,219844401188
2019-01-31,218653662401
2019-02-01,219679965832
2019-02-04,225106332590
2019-02-05,232579636024
2019-02-06,233106963201
2019-02-07,229738873489
2019-02-08,229591448687
2019-02-11,229047110956
2019-02-12,232885825998
2019-02-13,232806443412
2019-02-14,232375509375
2019-02-15,236996709905
2019-02-19,236027108322
2019-02-20,239026636028
2019-02-21,236775572702
2019-02-22,240444182203
2019-02-25,242043174288
2019-02-26,241986472441
2019-02-27,246902522576
2019-02-28,249465446061
2019-03-01,249839678251
2019-03-04,245343221784
2019-03-05,243885984316
2019-03-06,240676659776
2019-03-07,239599324683
2019-03-08,239587984313
2019-03-11,226813058184
2019-03-12,212864403822
2019-03-13,213845345775
2019-03-14,211667994851
2019-03-15,214894329945
2019-03-18,211089636011
2019-03-19,211741707252
2019-03-20,213289667675
2019-03-21,211327783769
2019-03-22,205357079279
2019-03-25,210057662396
2019-03-26,210012300918
2019-03-27,212183981658
2019-03-28,212314395906
2019-03-29,216272184827
2019-04-01,221096099673
2019-04-02,220649999865
2019-04-03,217256253226
2019-04-04,223535531533
2019-04-05,221316326160
2019-04-08,211485189890
2019-04-09,208390725401
2019-04-10,206075523866
2019-04-11,209023170698
2019-04-12,214376368391
2019-04-15,212015992193
2019-04-16,215550909657
2019-04-17,213179239793
2019-04-18,214619182211
2019-04-22,211852234036
2019-04-23,211202848240
2019-04-24,212015992193
2019-04-25,216160767622
2019-04-26,215025754187
2019-04-29,214043205244
2019-04-30,213275235954
2019-05-01,212772667816
2019-05-02,212207984515
2019-05-03,212580675494
2019-05-06,209836314651
2019-05-07,201721815616
2019-05-08,203144817534
2019-05-09,199971297383
2019-05-10,200276226365
2019-05-13,190507205258
2019-05-14,193708959575
2019-05-15,195177136157
2019-05-16,199790598726
2019-05-17,200473865521
2019-05-20,199214621759
2019-05-21,202580134233
2019-05-22,199208974926
2019-05-23,197949731165
2019-05-24,200406103524
2019-05-28,200394809858
2019-05-29,196961535388
2019-05-30,197565746520
2019-05-31,192901462454
2019-06-03,191365523875
2019-06-04,194601159190
2019-06-05,196933301223
2019-06-06,198000552662
2019-06-07,199728483563
2019-06-10,199784951893
2019-06-11,197260817538
2019-06-12,195962045946
2019-06-13,196995416386
2019-06-14,196035454775
2019-06-17,200406103524
2019-06-18,211168967241
2019-06-19,208119677416
2019-06-20,211688475878
2019-06-21,209971838643
2019-06-24,211185907740
2019-06-25,208548836725
2019-06-26,211722356876
2019-06-27,205556015230
2019-06-28,205550368397
2019-07-01,201257316000
2019-07-02,199958736000
2019-07-03,200133762000
2019-07-05,200918556000
2019-07-08,198242352000
2019-07-09,199354614000
2019-07-10,198908580000
2019-07-11,202691400000
2019-07-12,206265318000
2019-07-15,204165006000
2019-07-16,204808650000
2019-07-17,208630992000
2019-07-18,203882706000
2019-07-19,213057456000
2019-07-22,210832932000
2019-07-23,210635322000
2019-07-24,204063378000
2019-07-25,196531614000
2019-07-26,194787000000
2019-07-29,192082566000
2019-07-30,196175916000
2019-07-31,192630228000
2019-08-01,188740134000
2019-08-02,191715576000
2019-08-05,186916476000
2019-08-06,187701270000
2019-08-07,187097148000
2019-08-08,189903210000
2019-08-09,190580730000
2019-08-12,187977924000
2019-08-13,187932756000
2019-08-14,180909132000
2019-08-15,185188800000
2019-08-16,186572070000
2019-08-19,188452187999
2019-08-20,187306050000
2019-08-21,191958354000
2019-08-22,200099886000
2019-08-23,201003246000
2019-08-26,202713984000
2019-08-27,200280558000
2019-08-28,203239062000
2019-08-29,204803004000
2019-08-30,205565214000
2019-09-03,200105532000
2019-09-04,201296837999
2019-09-05,203425380000
2019-09-06,204949800000
2019-09-09,202567187999
2019-09-10,208614054000
2019-09-11,216207924000
2019-09-12,212080698000
2019-09-13,214412496000
2019-09-16,213898710000
2019-09-17,216919320000
2019-09-18,218167086000
2019-09-19,217054824000
2019-09-20,214203594000
2019-09-23,212871137999
2019-09-24,215479590000
2019-09-25,218048520000
2019-09-26,218438094000
2019-09-27,216162756000
2019-09-30,214678603330
2019-10-01,211558324001
2019-10-02,207281340761
2019-10-03,209938938526
2019-10-04,211987150817
2019-10-07,212461117297
2019-10-08,211084357521
2019-10-09,211569608917
2019-10-10,209335195510
2019-10-11,211547039085
2019-10-14,210565251375
2019-10-15,209312625677
2019-10-16,210142067018
2019-10-17,208240558638
2019-10-18,194100558640
2019-10-21,186799217858
2019-10-22,190150837970
2019-10-23,192125698305
2019-10-24,194410893835
2019-10-25,191747653612
2019-10-28,192340111712
2019-10-29,196882290483
2019-10-30,195262905008
2019-10-31,191792793277
2019-11-01,194772011153
2019-11-04,198101061432
2019-11-05,202163631264
2019-11-06,199850223443
2019-11-07,201610670371
2019-11-08,198050279310
2019-11-11,207055642437
2019-11-12,204753519532
2019-11-13,204539106125
2019-11-14,207326480426
2019-11-15,209718882660
2019-11-18,208466256962
2019-11-19,207078212270
2019-11-20,209284413387
2019-11-21,206762234616
2019-11-22,209527039085
2019-11-25,210537039085
2019-11-26,210751452493
2019-11-27,207642458080
2019-11-29,206615530705
2019-12-02,200408826795
2019-12-03,198659664784
2019-12-04,196831508360
2019-12-05,195048491600
2019-12-06,199793798862
2019-12-09,198168770930
2019-12-10,196301117299
2019-12-11,197486033500
2019-12-12,195392681544
2019-12-13,192785865902
2019-12-16,184508379870
2019-12-17,184508379870
2019-12-18,186584804450
2019-12-19,188175977635
2019-12-20,185072625680
2019-12-23,190461173165
2019-12-24,187893854730
2019-12-26,186155977635
2019-12-27,186280111713
2019-12-30,184169832384
2019-12-31,184184704000
2020-01-02,188459128000
2020-01-03,188142504000
2020-01-06,188696596000
2020-01-07,190698111999
2020-01-08,187356598000
2020-01-09,190166636000
2020-01-10,186536768000
2020-01-13,186706388000
2020-01-14,187910690000
2020-01-15,186468920000
2020-01-16,187712800000
2020-01-17,183274410000
2020-01-21,177179398000
2020-01-22,174708600000
2020-01-23,179678466000
2020-01-24,182652470000
2020-01-27,179005640000
2020-01-28,178983024000
2020-01-29,182070108000
2020-01-30,182793820000
2020-01-31,179949858000
2020-02-03,178666400000
2020-02-04,179763276000
2020-02-05,186327570000
2020-02-06,193044522000
2020-02-07,190398450000
2020-02-10,194876418000
2020-02-11,194735068000
2020-02-12,196448230000
2020-02-13,193830428000
2020-02-14,192513046000
2020-02-18,191602752000
2020-02-19,191274820000
2020-02-20,190132711999
2020-02-21,186796852000
2020-02-24,179740660000
2020-02-25,171960756000
2020-02-26,172780586000
2020-02-27,162699504000
2020-02-28,155547194000
2020-03-02,163553258000
2020-03-03,158662548000
2020-03-04,160076048000
2020-03-05,147213198000
2020-03-06,148321382000
2020-03-09,128441918000
2020-03-10,130613054000
2020-03-11,106905832000
2020-03-12,87546536000
2020-03-13,96231080000
2020-03-16,73281494000
2020-03-17,70188756000
2020-03-18,57608606000
2020-03-19,55245234000
2020-03-20,53718654000
2020-03-23,59717548000
2020-03-24,72190272000
2020-03-25,89745942000
2020-03-26,102082970000
2020-03-27,91594800000
2020-03-30,86099112000
2020-03-31,84398325999
2020-04-01,73963130000
2020-04-02,69758493000
2020-04-03,70465868000
2020-04-06,84188943000
2020-04-07,80120122000
2020-04-08,83113733000
2020-04-09,85926256000
2020-04-13,83374047000
2020-04-14,79791900000
2020-04-15,82610082000
2020-04-16,75966416000
2020-04-17,87148600000
2020-04-20,81268899000
2020-04-21,77149147000
2020-04-22,76379523000
2020-04-23,77947066000
2020-04-24,72989782000
2020-04-27,72820012000
2020-04-28,74302670000
2020-04-29,78660100000
2020-04-30,79803218000
2020-05-01,75474083000
2020-05-04,74393214000
2020-05-05,70963860000
2020-05-06,68960574000
2020-05-07,72803035000
2020-05-08,75513696000
2020-05-11,72950169000
2020-05-12,70861998000
2020-05-13,68756850000
2020-05-14,69334068000
2020-05-15,67908000000
2020-05-18,76645496000
2020-05-19,73815996000
2020-05-20,75445788000
2020-05-21,78660100000
2020-05-22,77828227000
2020-05-26,81902707000
2020-05-27,84613368000
2020-05-28,84783138000
2020-05-29,82536515000
2020-06-01,85671600999
2020-06-02,86758129000
2020-06-03,97991244000
2020-06-04,104295370000
2020-06-05,116252837000
2020-06-08,130439950000
2020-06-09,122653166000
2020-06-10,115109719000
2020-06-11,96203000000
2020-06-12,107243709000
2020-06-15,108052946000
2020-06-16,111918043000
2020-06-17,108958386000
2020-06-18,108816911000
2020-06-19,105834618000
2020-06-22,106683468000
2020-06-23,106321292000
2020-06-24,99988871000
2020-06-25,98964592000
2020-06-26,96208659000
2020-06-29,110061891000
2020-06-30,103857802179
2020-07-01,102169333818
2020-07-02,102446967878
2020-07-06,106469828737
2020-07-07,101353429644
2020-07-08,102033349789
2020-07-09,98180468966
2020-07-10,101104125591
2020-07-13,99523311253
2020-07-14,101965357775
2020-07-15,106486826740
2020-07-16,101251441622
2020-07-17,99528977254
2020-07-20,98826393104
2020-07-21,101211779614
2020-07-22,101869035754
2020-07-23,99976591350
2020-07-24,98452437024
2020-07-27,96441006595
2020-07-28,96797964671
2020-07-29,94061286087
2020-07-30,91760889595
2020-07-31,89522819118
2020-08-03,91942201634
2020-08-04,93528681973
2020-08-05,98747069087
2020-08-06,97568540836
2020-08-07,96333352572
2020-08-10,101653727708
2020-08-11,102061679795
2020-08-12,99404325228
2020-08-13,99002039142
2020-08-14,100900149547
2020-08-17,97460886813
2020-08-18,96452338597
2020-08-19,95908402481
2020-08-20,96084048519
2020-08-21,94905520267
2020-08-24,101007803570
2020-08-25,99002039142
2020-08-26,97398560799
2020-08-27,98701741078
2020-08-28,99608301271
2020-08-31,97353232790
2020-09-01,97511880824
2020-09-02,99030369148
2020-09-03,95625102421
2020-09-04,96916950697
2020-09-08,91267947490
2020-09-09,91097967454
2020-09-10,89347173080
2020-09-11,90786337387
2020-09-14,93687330007
2020-09-15,92633453782
2020-09-16,94882856262
2020-09-17,94922518271
2020-09-18,91301943497
2020-09-21,88587928918
2020-09-22,88842898972
2020-09-23,85658606292
2020-09-24,82751947672
2020-09-25,88406616879
2020-09-28,94100948095
2020-09-29,92695779795
2020-09-30,94982197902
2020-10-01,96476532372
2020-10-02,96602976058
2020-10-05,98396177422
2020-10-06,91694662067
2020-10-07,94608614284
2020-10-08,96556996536
2020-10-09,96171918037
2020-10-12,96183412918
2020-10-13,93188996537
2020-10-14,93821214967
2020-10-15,94395958994
2020-10-16,96183412918
2020-10-19,96045474351
2020-10-20,96120191075
2020-10-21,94177556264
2020-10-22,97171972644
2020-10-23,96189160358
2020-10-26,92436081862
2020-10-27,89223262751
2020-10-28,85142580159
2020-10-29,85228791763
2020-10-30,82987290058
2020-11-02,85406962412
2020-11-03,88309419748
2020-11-04,87148436814
2020-11-05,90286539201
2020-11-06,90660122818
2020-11-09,103086088682
2020-11-10,108448450454
2020-11-11,104689624518
2020-11-12,101568764451
2020-11-13,107540354891
2020-11-16,116328191064
2020-11-17,120724982871
2020-11-18,116845460689
2020-11-19,118207604033
2020-11-20,114730402669
2020-11-23,121575604031
2020-11-24,125575822459
2020-11-25,125070047715
2020-11-27,124432081845
2020-11-30,121104313929
2020-12-01,122426225191
2020-12-02,128656450443
2020-12-03,136329283204
2020-12-04,133748682523
2020-12-07,136886784910
2020-12-08,135967194467
2020-12-09,133375098905
2020-12-10,134737242249
2020-12-11,132380791738
2020-12-14,131397979452
2020-12-15,131903754196
2020-12-16,129817433378
2020-12-17,127156368533
2020-12-18,126299999933
2020-12-21,126047112561
2020-12-22,125742498227
2020-12-23,126265515291
2020-12-24,124805665463
2020-12-28,124196436794
2020-12-29,124288395838
2020-12-30,124529788330
2020-12-31,124945891267
2021-01-04,118326782573
2021-01-05,123527510832
2021-01-06,123177293441
2021-01-07,124157902136
2021-01-08,122517717354
2021-01-11,120702423877
2021-01-12,121648010833
2021-01-13,120947576050
2021-01-14,122523554311
2021-01-15,119260695616
2021-01-19,122990510832
2021-01-20,123422445615
2021-01-21,121064315181
2021-01-22,120147913007
2021-01-25,118700347790
2021-01-26,117941543443
2021-01-27,113254467357
2021-01-28,115122293443
2021-01-29,113347858661
2021-02-01,114310956487
2021-02-02,117287804312
2021-02-03,121052641268
2021-02-04,122949652137
2021-02-05,121367836920
2021-02-08,123714293441
2021-02-09,125564608658
2021-02-10,123696782571
2021-02-11,122961326050
2021-02-12,123148108658
2021-02-16,126767021701
2021-02-17,125798086919
2021-02-18,121688869528
2021-02-19,126936293440
2021-02-22,124257130397
2021-02-23,123813521702
2021-02-24,133864760829
2021-02-25,126340923875
2021-02-26,123749315180
2021-03-01,130975467352
2021-03-02,130245847787
2021-03-03,133409478221
2021-03-04,131162249960
2021-03-05,130292543439
2021-03-08,130765336917
2021-03-09,134606054307
2021-03-10,143203891261
2021-03-11,147091304304
2021-03-12,157125032561
2021-03-15,155047076040
2021-03-16,148964967346
2021-03-17,153856336910
2021-03-18,149461108651
2021-03-19,149321021694
2021-03-22,146641858651
2021-03-23,140816576045
2021-03-24,139643347784
2021-03-25,144283728217
2021-03-26,142929554305
2021-03-29,146227434739
2021-03-30,147097141260
2021-03-31,149648000000
2021-04-01,148614000000
2021-04-05,152374000000
2021-04-06,149912375000
2021-04-07,148390750000
2021-04-08,149783125000
2021-04-09,148261500000
2021-04-12,146593000000
2021-04-13,148796125000
2021-04-14,148302625000
2021-04-15,147527125000
2021-04-16,145805750000
2021-04-19,143438125000
2021-04-20,137510250000
2021-04-21,138603000000
2021-04-22,137668875000
2021-04-23,140048250000
2021-04-26,141846000000
2021-04-27,142451125000
2021-04-28,138332750000
2021-04-29,138614750000
2021-04-30,137657125000
2021-05-03,138174125000
2021-05-04,137257625000
2021-05-05,134055750000
2021-05-06,135013375000
2021-05-07,138338625000
2021-05-10,136846375000
2021-05-11,134467000000
2021-05-12,129708250000
2021-05-13,130800999999
2021-05-14,134226125000
2021-05-17,133938250000
2021-05-18,133685625000
2021-05-19,131846750000
2021-05-20,133744375000
2021-05-21,137956750000
2021-05-24,139496000000
2021-05-25,141434750000
2021-05-26,141804875000
2021-05-27,147286250000
2021-05-28,145124250000
2021-06-01,149653875000
2021-06-02,150176750000
2021-06-03,147063000000
2021-06-04,146828000000
2021-06-07,148437750000
2021-06-08,148496500000
2021-06-09,145735250000
2021-06-10,145899750000
2021-06-11,145277000000
2021-06-14,144019750000
2021-06-15,144842250000
2021-06-16,142333625000
2021-06-17,140541750000
2021-06-18,139443125000
2021-06-21,144102000000
2021-06-22,143220750000
2021-06-23,143097375000
2021-06-24,147209875000
2021-06-25,145923250000
2021-06-28,140976500000
2021-06-29,138509000000
2021-06-30,137431789347
2021-07-01,137529315663
2021-07-02,135779578822
2021-07-06,135469789349
2021-07-07,132968526193
2021-07-08,135831210401
2021-07-09,137448999873
2021-07-12,136703210400
2021-07-13,130914736722
2021-07-14,128763420934
2021-07-15,127793894619
2021-07-16,124913999885
2021-07-19,118746894627
2021-07-20,124575526201
2021-07-21,127667684093
2021-07-22,126709631462
2021-07-23,127082526199
2021-07-26,129566578828
2021-07-27,127512789356
2021-07-28,132848052509
2021-07-29,132882473562
2021-07-30,129927999880
2021-08-02,129273999881
2021-08-03,131425315668
2021-08-04,130014052512
2021-08-05,131912947247
2021-08-06,132710368299
2021-08-09,133249631456
2021-08-10,135263263033
2021-08-11,137391631452
2021-08-12,136640105137
2021-08-13,134505999876
2021-08-16,131408105142
2021-08-17,127484105146
2021-08-18,125636841990
2021-08-19,121712841993
2021-08-20,122005420940
2021-08-23,125866315674
2021-08-24,127030894620
2021-08-25,126801420936
2021-08-26,124202631465
2021-08-27,127214473567
2021-08-30,124868105148
2021-08-31,125923684095
2021-09-01,125131999885
2021-09-02,126686684094
2021-09-03,125160684095
2021-09-07,122906105150
2021-09-08,121265368309
2021-09-09,122733999887
2021-09-10,120645789363
2021-09-13,123043789360
2021-09-14,121374368309
2021-09-15,122894631466
2021-09-16,122401263045
2021-09-17,122401263045
2021-09-20,120186841995
2021-09-21,119618894627
2021-09-22,124477999885
2021-09-23,126841578831
2021-09-24,127007947251
2021-09-27,128597052513
2021-09-28,125298368306
2021-09-29,129285473565
2021-09-30,129802196543
2021-10-01,133378632440
2021-10-04,132074354662
2021-10-05,132446162354
2021-10-06,132782559790
2021-10-07,133661914491
2021-10-08,133608799106
2021-10-11,133644209363
2021-10-12,131944517055
2021-10-13,130888111073
2021-10-14,128326769193
2021-10-15,128090700817
2021-10-18,128055290561
2021-10-19,127459217911
2021-10-20,127577252099
2021-10-21,126497239279
2021-10-22,125688705091
2021-10-25,125629687997
2021-10-26,123823764921
2021-10-27,121935217913
2021-10-28,122667029879
2021-10-29,122183089708
2021-11-01,126638880305
2021-11-02,125570670903
2021-11-03,125930675177
2021-11-04,125724115348
2021-11-05,132469769192
2021-11-08,131419264919
2021-11-09,130303841842
2021-11-10,128952350390
2021-11-11,129471700817
2021-11-12,130404170902
2021-11-15,137562944404
2021-11-16,133260598252
2021-11-17,133744538422
2021-11-18,134116346115
2021-11-19,126373303382
2021-11-22,123876880306
2021-11-23,123422448682
2021-11-24,124289999964
2021-11-26,117567952957
2021-11-29,117148931590
2021-11-30,116765320479
2021-12-01,111064269198
2021-12-02,119438794837
2021-12-03,117143029880
2021-12-06,121504393127
2021-12-07,123245397400
2021-12-08,124543773468
2021-12-09,122495880306
2021-12-10,121020452956
2021-12-13,116499743556
2021-12-14,115378418770
2021-12-15,115337106804
2021-12-16,112598713642
2021-12-17,113684628172
2021-12-20,111235418771
2021-12-21,117750905948
2021-12-22,119031576888
2021-12-23,120524709366
2021-12-27,119905029879
2021-12-28,121651935862
2021-12-29,120194213640
2021-12-30,119633551247
2021-12-31,119060648000
2022-01-03,122928404000
2022-01-04,126340782000
2022-01-05,126009598000
2022-01-06,124986476000
2022-01-07,127446700000
2022-01-10,123785934000
2022-01-11,127754228000
2022-01-12,128599930000
2022-01-13,132414460000
2022-01-14,133632744000
2022-01-18,133070914000
2022-01-19,128381112000
2022-01-20,126671966000
2022-01-21,121497216000
2022-01-24,120763880000
2022-01-25,120704740000
2022-01-26,114891278000
2022-01-27,112218150000
2022-01-28,112703098000
2022-01-31,118421936000
2022-02-01,123212276000
2022-02-02,122727328000
2022-02-03,122059045999
2022-02-04,122094530000
2022-02-07,125329488000
2022-02-08,126127878000
2022-02-09,127659604000
2022-02-10,129368750000
2022-02-11,125554220000
2022-02-14,124217656000
2022-02-15,128765522000
2022-02-16,129475202000
2022-02-17,126311212000
2022-02-18,123620342000
2022-02-22,117534836000
2022-02-23,116162788000
2022-02-24,117351502000
2022-02-25,119155272000
2022-02-28,121438076000
2022-03-01,115269774000
2022-03-02,116984834000
2022-03-03,111685890000
2022-03-04,106948776000
2022-03-07,100047138000
2022-03-08,102785320000
2022-03-09,105600384000
2022-03-10,105499845999
2022-03-11,104222422000
2022-03-14,103802528000
2022-03-15,106386945999
2022-03-16,111768686000
2022-03-17,112478366000
2022-03-18,114039662000
2022-03-21,109941260000
2022-03-22,112981056000
2022-03-23,110024056000
2022-03-24,111804170000
2022-03-25,111745030000
2022-03-28,111277824000
2022-03-29,114613320000
2022-03-30,115269774000
2022-03-31,114153150000
2022-04-01,113712036000
2022-04-04,113962398000
2022-04-05,108877665000
2022-04-06,106534992000
2022-04-07,106087917000
2022-04-08,104436720000
2022-04-11,104335383000
2022-04-12,105080508000
2022-04-13,109008807000
2022-04-14,108454434000
2022-04-18,107208585000
2022-04-19,110862678000
2022-04-20,109414155000
2022-04-21,107906022000
2022-04-22,105462012000
2022-04-25,104859951000
2022-04-26,99572544000
2022-04-27,92073606000
2022-04-28,91930542000
2022-04-29,88723524000
2022-05-02,88586421000
2022-05-03,91549038000
2022-05-04,93569817000
2022-05-05,89695167000
2022-05-06,88759290000
2022-05-09,79466091000
2022-05-10,79251495000
2022-05-11,77129378999
2022-05-12,73403754000
2022-05-13,75823920000
2022-05-16,73946205000
2022-05-17,78715005000
2022-05-18,74822472000
2022-05-19,75788154000
2022-05-20,71949270000
2022-05-23,73958127000
2022-05-24,71174340000
2022-05-25,72759966000
2022-05-26,76139853000
2022-05-27,78822303000
2022-05-31,78327540000
2022-06-01,77880465000
2022-06-02,83752050000
2022-06-03,83006925000
2022-06-06,83000964000
2022-06-07,83942802000
2022-06-08,83233443000
2022-06-09,79716453000
2022-06-10,75704700000
2022-06-13,69064146000
2022-06-14,72819576000
2022-06-15,79710492000
2022-06-16,79495896000
2022-06-17,81546480000
2022-06-21,81516675000
2022-06-22,81761076000
2022-06-23,79859517000
2022-06-24,84366033000
2022-06-27,82690992000
2022-06-28,82679070000
2022-06-29,82530045000
2022-06-30,81485120000
2022-07-01,83344640000
2022-07-05,82069200000
2022-07-06,81240760000
2022-07-07,83422120000
2022-07-08,82885720000
2022-07-11,81646040000
2022-07-12,87701400000
2022-07-13,85794200000
2022-07-14,87701400000
2022-07-15,88053040000
2022-07-18,88041120000
2022-07-19,93053480000
2022-07-20,94394480000
2022-07-21,96200360000
2022-07-22,94263360000
2022-07-25,93357439999
2022-07-26,92928320000
2022-07-27,93029640000
2022-07-28,94817640000
2022-07-29,94948760000
2022-08-01,100765720000
2022-08-02,97314880000
2022-08-03,99317439999
2022-08-04,99234000000
2022-08-05,98363840000
2022-08-08,98870439999
2022-08-09,98250600000
2022-08-10,100735920000
2022-08-11,100056480000
2022-08-12,101314040000
2022-08-15,101600120000
2022-08-16,102559680000
2022-08-17,99651200000
2022-08-18,100539240000
2022-08-19,97100320000
2022-08-22,94752080000
2022-08-23,95401720000
2022-08-24,97505600000
2022-08-25,100950480000
2022-08-26,98059880000
2022-08-29,98590320000
2022-08-30,96677160000
2022-08-31,95509000000
2022-09-01,91581360000
2022-09-02,90484720000
2022-09-06,90824439999
2022-09-07,92946200000
2022-09-08,94042840000
2022-09-09,93881920000
2022-09-12,94597120000
2022-09-13,87796760000
2022-09-14,88958960000
2022-09-15,89268880000
2022-09-16,85996840000
2022-09-19,86348480000
2022-09-20,86980240000
2022-09-21,85400840000
2022-09-22,82671160000
2022-09-23,78230960000
2022-09-26,75894640000
2022-09-27,75995960000
2022-09-28,79530240000
2022-09-29,74696680000
2022-09-30,72514812000
2022-10-03,75491345000
2022-10-04,79959139000
2022-10-05,79120679000
2022-10-06,79174580000
2022-10-07,77731231000
2022-10-10,78994910000
2022-10-11,78797273000
2022-10-12,78108538000
2022-10-13,79294360000
2022-10-14,79743535000
2022-10-17,81504301000
2022-10-18,82252926000
2022-10-19,82881770999
2022-10-20,83324957000
2022-10-21,84636548000
2022-10-24,85073745000
2022-10-25,87828685000
2022-10-26,80126831000
2022-10-27,83702264000
2022-10-28,86145776000
2022-10-31,85349239000
2022-11-01,85870282000
2022-11-02,88283849000
2022-11-03,93877575000
2022-11-04,95829989000
2022-11-07,98764599000
2022-11-08,101585418000
2022-11-09,101058386000
2022-11-10,106352662000
2022-11-11,106298761000
2022-11-14,103939095000
2022-11-15,105017115000
2022-11-16,103424041000
2022-11-17,103477942000
2022-11-18,104142720999
2022-11-21,103573766000
2022-11-22,103310250000
2022-11-23,104717665000
2022-11-25,106819804000
2022-11-28,102908987000
2022-11-29,104999148000
2022-11-30,107131232000
2022-12-01,105274642000
2022-12-02,109520843000
2022-12-05,110856390000
2022-12-06,106861727000
2022-12-07,105705850000
2022-12-08,107251012000
2022-12-09,107526506000
2022-12-12,111557103000
2022-12-13,112072157000
2022-12-14,112742925000
2022-12-15,110029908000
2022-12-16,110616830000
2022-12-19,111203752000
2022-12-20,112766881000
2022-12-21,117384400000
2022-12-22,112742925000
2022-12-23,113228034000
2022-12-27,113431660000
2022-12-28,112820782000
2022-12-29,113138199000
2022-12-30,114084461000
2023-01-03,117663857999
2023-01-04,122632007999
2023-01-05,123444978000
2023-01-06,128268600000
2023-01-09,125600854000
2023-01-10,124468718000
2023-01-11,125275666000
2023-01-12,129063504000
2023-01-13,128949086000
2023-01-17,127311102000
2023-01-18,126106702000
2023-01-19,124709598000
2023-01-20,124510872000
2023-01-23,126443934000
2023-01-24,127654356000
2023-01-25,128075896000
2023-01-26,128106006000
2023-01-27,127166574000
2023-01-30,126263274000
2023-01-31,128268600000
2023-02-01,129322450000
2023-02-02,126064548000
2023-02-03,124059222000
2023-02-06,124540982000
2023-02-07,129328472000
2023-02-08,128569700000
2023-02-09,127660378000
2023-02-10,128202357999
2023-02-13,129864430000
2023-02-14,131550590000
2023-02-15,130942368000
2023-02-16,127792862000
2023-02-17,127461652000
2023-02-21,123764144000
2023-02-22,123908672000
2023-02-23,125335886000
2023-02-24,119325930000
2023-02-27,120717012000
2023-02-28,121373410000
2023-03-01,123180010000
2023-03-02,126498132000
2023-03-03,129539242000
2023-03-06,127618224000
