,DIS
2013-11-26,125419160000
2013-11-27,124696740000
2013-11-29,124291480000
2013-12-02,124943420000
2013-12-03,123163800000
2013-12-04,123287140000
2013-12-05,123745260000
2013-12-06,125912519999
2013-12-09,125295820000
2013-12-10,126106339999
2013-12-11,124256240000
2013-12-12,122688059999
2013-12-13,122670440000
2013-12-16,124238620000
2013-12-17,124502920000
2013-12-18,127216400000
2013-12-19,128573140000
2013-12-20,127568800000
2013-12-23,129119360000
2013-12-24,130123699999
2013-12-26,131480440000
2013-12-27,131004699999
2013-12-30,134317260000
2013-12-31,134616800000
2014-01-02,133472500000
2014-01-03,133192500000
2014-01-06,132684999999
2014-01-07,133595000000
2014-01-08,131635000000
2014-01-09,131075000000
2014-01-10,131932500000
2014-01-13,128222500000
2014-01-14,130287500000
2014-01-15,129990000000
2014-01-16,129867499999
2014-01-17,129465000000
2014-01-21,129850000000
2014-01-22,131792500000
2014-01-23,130882500000
2014-01-24,127260000000
2014-01-27,126437500000
2014-01-28,127539999999
2014-01-29,124827500000
2014-01-30,128135000000
2014-01-31,127067500000
2014-02-03,122482499999
2014-02-04,124337500000
2014-02-05,125580000000
2014-02-06,132230000000
2014-02-07,132422500000
2014-02-10,134855000000
2014-02-11,136132500000
2014-02-12,136342500000
2014-02-13,136325000000
2014-02-14,138652500000
2014-02-18,139265000000
2014-02-19,138022500000
2014-02-20,138582500000
2014-02-21,140227500000
2014-02-24,141277500000
2014-02-25,140367500000
2014-02-26,140140000000
2014-02-27,140840000000
2014-02-28,141417500000
2014-03-03,139055000000
2014-03-04,142992500000
2014-03-05,144690000000
2014-03-06,145845000000
2014-03-07,143867500000
2014-03-10,143447500000
2014-03-11,141837500000
2014-03-12,142415000000
2014-03-13,139877500000
2014-03-14,140122500000
2014-03-17,142432500000
2014-03-18,143482500000
2014-03-19,140910000000
2014-03-20,141417500000
2014-03-21,140612500000
2014-03-24,139107500000
2014-03-25,139212500000
2014-03-26,137585000000
2014-03-27,137340000000
2014-03-28,138232500000
2014-03-31,140122500000
2014-04-01,141279240000
2014-04-02,141452440000
2014-04-03,141487080000
2014-04-04,139304760000
2014-04-07,137053159999
2014-04-08,137815240000
2014-04-09,139374040000
2014-04-10,134247320000
2014-04-11,133381320000
2014-04-14,134437840000
2014-04-15,134507120000
2014-04-16,136741400000
2014-04-17,138542680000
2014-04-21,137018520000
2014-04-22,137607400000
2014-04-23,137728640000
2014-04-24,137849880000
2014-04-25,135494360000
2014-04-28,134714960000
2014-04-29,136204480000
2014-04-30,137416880000
2014-05-01,137797920000
2014-05-02,139096920000
2014-05-05,140673040000
2014-05-06,140343960000
2014-05-07,139062280000
2014-05-08,141331200000
2014-05-09,141937400000
2014-05-12,142751440000
2014-05-13,142162560000
2014-05-14,140153440000
2014-05-15,138819800000
2014-05-16,139235480000
2014-05-19,140378600000
2014-05-20,140447880000
2014-05-21,142353080000
2014-05-22,142630200000
2014-05-23,144310240000
2014-05-27,145037680000
2014-05-28,144795200000
2014-05-29,145539960000
2014-05-30,145505320000
2014-06-02,145955640000
2014-06-03,145280160000
2014-06-04,145903680000
2014-06-05,146838960000
2014-06-06,146544520000
2014-06-09,148051360000
2014-06-10,146787000000
2014-06-11,146024920000
2014-06-12,143409600000
2014-06-13,143409600000
2014-06-16,144275600000
2014-06-17,144033120000
2014-06-18,144760560000
2014-06-19,145089640000
2014-06-20,143444240000
2014-06-23,143340320000
2014-06-24,143201760000
2014-06-25,145314800000
2014-06-26,146267400000
2014-06-27,147739600000
2014-06-30,148501680000
2014-07-01,148382520000
2014-07-02,148331040000
2014-07-03,149017440000
2014-07-07,148588440000
2014-07-08,147335760000
2014-07-09,149669520000
2014-07-10,149051760000
2014-07-11,149103240000
2014-07-14,148880160000
2014-07-15,147833400000
2014-07-16,146460600000
2014-07-17,145911480000
2014-07-18,147249960000
2014-07-21,147129840000
2014-07-22,147936360000
2014-07-23,147644640000
2014-07-24,148948800000
2014-07-25,147970680000
2014-07-28,149549400000
2014-07-29,147919200000
2014-07-30,149652360000
2014-07-31,147370080000
2014-08-01,146512080000
2014-08-04,149703840000
2014-08-05,148863000000
2014-08-06,148588440000
2014-08-07,146735160000
2014-08-08,149034600000
2014-08-11,150150000000
2014-08-12,149652360000
2014-08-13,150321600000
2014-08-14,152054760000
2014-08-15,153204480000
2014-08-18,154388520000
2014-08-19,154594440000
2014-08-20,154165440000
2014-08-21,155092080000
2014-08-22,155280840000
2014-08-25,155092080000
2014-08-26,154474320000
2014-08-27,155074920000
2014-08-28,154834680000
2014-08-29,154234080000
2014-09-02,155812800000
2014-09-03,156053040000
2014-09-04,154680240000
2014-09-05,156053040000
2014-09-08,155400960000
2014-09-09,153753600000
2014-09-10,153616320000
2014-09-11,154388520000
2014-09-12,153873720000
2014-09-15,154577280000
2014-09-16,154903320000
2014-09-17,155006280000
2014-09-18,155023440000
2014-09-19,155280840000
2014-09-22,153221640000
2014-09-23,151539960000
2014-09-24,153496200000
2014-09-25,151128120000
2014-09-26,152277840000
2014-09-29,152432280000
2014-09-30,152775480000
2014-10-01,148733000000
2014-10-02,147543000000
2014-10-03,150365000000
2014-10-06,150552000000
2014-10-07,148087000000
2014-10-08,149787000000
2014-10-09,145707000000
2014-10-10,146659000000
2014-10-13,142647000000
2014-10-14,143038000000
2014-10-15,139536000000
2014-10-16,138958000000
2014-10-17,142511000000
2014-10-20,145384000000
2014-10-21,148818000000
2014-10-22,148070000000
2014-10-23,149583000000
2014-10-24,150637000000
2014-10-27,150365000000
2014-10-28,152881000000
2014-10-29,152201000000
2014-10-30,153374000000
2014-10-31,155346000000
2014-11-03,155907000000
2014-11-04,153595000000
2014-11-05,154700000000
2014-11-06,156400000000
2014-11-07,153000000000
2014-11-10,152626000000
2014-11-11,152966000000
2014-11-12,152830000000
2014-11-13,153833000000
2014-11-14,154360000000
2014-11-17,153697000000
2014-11-18,153476000000
2014-11-19,152694000000
2014-11-20,151130000000
2014-11-21,151232000000
2014-11-24,153986000000
2014-11-25,155805000000
2014-11-26,156264000000
2014-11-28,157267000000
2014-12-01,157590000000
2014-12-02,158899000000
2014-12-03,158287000000
2014-12-04,158491000000
2014-12-05,159392000000
2014-12-08,159460000000
2014-12-09,157998000000
2014-12-10,155771000000
2014-12-11,155975000000
2014-12-12,155533000000
2014-12-15,154530000000
2014-12-16,153289000000
2014-12-17,155346000000
2014-12-18,157437000000
2014-12-19,157913000000
2014-12-22,160140000000
2014-12-23,160973000000
2014-12-24,160514000000
2014-12-26,161551000000
2014-12-29,162350000000
2014-12-30,160990000000
2014-12-31,160123000000
2015-01-02,159281250000
2015-01-05,156953620000
2015-01-06,156121110000
2015-01-07,157718170000
2015-01-08,159349210000
2015-01-09,160130750000
2015-01-12,160487540000
2015-01-13,161727810000
2015-01-14,160096770000
2015-01-15,160300650000
2015-01-16,161710820000
2015-01-20,160963260000
2015-01-21,159994830000
2015-01-22,161659850000
2015-01-23,160929280000
2015-01-26,161354030000
2015-01-27,159655030000
2015-01-28,157446330000
2015-01-29,158380780000
2015-01-30,154541040000
2015-02-02,156189070000
2015-02-03,159875900000
2015-02-04,172074720000
2015-02-05,174385360000
2015-02-06,173331980000
2015-02-09,172839270000
2015-02-10,173162080000
2015-02-11,173077130000
2015-02-12,175982420000
2015-02-13,176984830000
2015-02-17,176899880000
2015-02-18,176458140000
2015-02-19,176509110000
2015-02-20,177630450000
2015-02-23,178378010000
2015-02-24,177834330000
2015-02-25,179363430000
2015-02-26,177647440000
2015-02-27,176831920000
2015-03-02,179907110000
2015-03-03,180688650000
2015-03-04,179363430000
2015-03-05,178445970000
2015-03-06,176390180000
2015-03-09,178836740000
2015-03-10,175149910000
2015-03-11,174810110000
2015-03-12,182081830000
2015-03-13,180841560000
2015-03-16,182421630000
2015-03-17,181725040000
2015-03-18,183441030000
2015-03-19,182421630000
2015-03-20,184222570000
2015-03-23,183865780000
2015-03-24,181979890000
2015-03-25,178395000000
2015-03-26,178802760000
2015-03-27,179210520000
2015-03-30,180297880000
2015-03-31,178208110000
2015-04-01,178826240000
2015-04-02,179776000000
2015-04-06,179148480000
2015-04-07,178809280000
2015-04-08,180386560000
2015-04-09,181081920000
2015-04-10,181387200000
2015-04-13,180640960000
2015-04-14,180895360000
2015-04-15,181438080000
2015-04-16,183337600000
2015-04-17,180946240000
2015-04-20,183541120000
2015-04-21,182625280000
2015-04-22,183066240000
2015-04-23,184864000000
2015-04-24,185762880000
2015-04-27,186831360000
2015-04-28,186424320000
2015-04-29,186237760000
2015-04-30,184389120000
2015-05-01,187441920000
2015-05-04,188306880000
2015-05-05,187933760000
2015-05-06,186085120000
2015-05-07,185304960000
2015-05-08,186746560000
2015-05-11,184185600000
2015-05-12,185271040000
2015-05-13,185186240000
2015-05-14,186441280000
2015-05-15,187068800000
2015-05-18,187119680000
2015-05-19,187509760000
2015-05-20,186899200000
2015-05-21,187221440000
2015-05-22,187000960000
2015-05-26,185610240000
2015-05-27,187187520000
2015-05-28,187458880000
2015-05-29,187187520000
2015-06-01,188188160000
2015-06-02,187832000000
2015-06-03,188544320000
2015-06-04,187068800000
2015-06-05,187068800000
2015-06-08,185355840000
2015-06-09,184049920000
2015-06-10,186560000000
2015-06-11,187611520000
2015-06-12,186475200000
2015-06-15,186865280000
2015-06-16,188357760000
2015-06-17,189087040000
2015-06-18,192021120000
2015-06-19,191003520000
2015-06-22,192546880000
2015-06-23,194039360000
2015-06-24,192953920000
2015-06-25,194107200000
2015-06-26,195023040000
2015-06-29,191732800000
2015-06-30,193581440000
2015-07-01,193303270000
2015-07-02,193034630000
2015-07-06,194260300000
2015-07-07,196610900000
2015-07-08,193404010000
2015-07-09,194092400000
2015-07-10,195502760000
2015-07-13,198205950000
2015-07-14,197870150000
2015-07-15,198625700000
2015-07-16,199918530000
2015-07-17,199565940000
2015-07-20,200774820000
2015-07-21,200321490000
2015-07-22,200355070000
2015-07-23,199465200000
2015-07-24,199649890000
2015-07-27,198541750000
2015-07-28,198894340000
2015-07-29,201211360000
2015-07-30,201530370000
2015-07-31,201480000000
2015-08-03,203360480000
2015-08-04,204317510000
2015-08-05,185579870000
2015-08-06,182255450000
2015-08-07,183598650000
2015-08-10,186369000000
2015-08-11,181332000000
2015-08-12,179636210000
2015-08-13,180526080000
2015-08-14,179921640000
2015-08-17,183094950000
2015-08-18,179552260000
2015-08-19,178729550000
2015-08-20,167933580000
2015-08-21,165952360000
2015-08-24,160109440000
2015-08-25,160999310000
2015-08-26,166607170000
2015-08-27,171543430000
2015-08-28,172063920000
2015-08-31,171056520000
2015-09-01,167077290000
2015-09-02,171073310000
2015-09-03,171241210000
2015-09-04,169528630000
2015-09-08,174632790000
2015-09-09,171106890000
2015-09-10,172265400000
2015-09-11,175421920000
2015-09-14,174313780000
2015-09-15,173658970000
2015-09-16,174548840000
2015-09-17,174951800000
2015-09-18,172668360000
2015-09-21,173625390000
2015-09-22,172080710000
2015-09-23,170536030000
2015-09-24,168940980000
2015-09-25,168403700000
2015-09-28,165364710000
2015-09-29,166926180000
2015-09-30,171593800000
2015-10-01,169816180000
2015-10-02,170362000000
2015-10-05,171767900000
2015-10-06,171635580000
2015-10-07,171007060000
2015-10-08,173024940000
2015-10-09,174596240000
2015-10-12,175902900000
2015-10-13,176299860000
2015-10-14,174877420000
2015-10-15,178450060000
2015-10-16,179028960000
2015-10-19,181063380000
2015-10-20,181675360000
2015-10-21,182088860000
2015-10-22,187315500000
2015-10-23,187050860000
2015-10-26,187762080000
2015-10-27,188175580000
2015-10-28,189118360000
2015-10-29,190276160000
2015-10-30,188125960000
2015-11-02,190276160000
2015-11-03,191103160000
2015-11-04,187315500000
2015-11-05,186902000000
2015-11-06,191318180000
2015-11-09,192558680000
2015-11-10,194212680000
2015-11-11,192724080000
2015-11-12,192211340000
2015-11-13,189945360000
2015-11-16,191731680000
2015-11-17,192079020000
2015-11-18,195403560000
2015-11-19,196346340000
2015-11-20,198595780000
2015-11-23,197520680000
2015-11-24,195089300000
2015-11-25,196280180000
2015-11-27,190425020000
2015-11-30,187679380000
2015-12-01,190855060000
2015-12-02,188556000000
2015-12-03,185066060000
2015-12-04,188952960000
2015-12-07,188274820000
2015-12-08,186041920000
2015-12-09,184371380000
2015-12-10,183197040000
2015-12-11,178698160000
2015-12-14,180864900000
2015-12-15,185512640000
2015-12-16,188208660000
2015-12-17,185264540000
2015-12-18,178168880000
2015-12-21,176299860000
2015-12-22,176547960000
2015-12-23,174596240000
2015-12-24,175092440000
2015-12-28,177391500000
2015-12-29,177110320000
2015-12-30,175886360000
2015-12-31,173802320000
2016-01-04,168166340000
2016-01-05,164769700000
2016-01-06,163887880000
2016-01-07,162483500000
2016-01-08,162075250000
2016-01-11,163169360000
2016-01-12,165684180000
2016-01-13,160817840000
2016-01-14,161846630000
2016-01-15,153338700000
2016-01-19,153453010000
2016-01-20,151117820000
2016-01-21,153534660000
2016-01-22,158237700000
2016-01-25,155608570000
2016-01-26,157208910000
2016-01-27,154024560000
2016-01-28,152734490000
2016-01-29,156474060000
2016-02-01,155379950000
2016-02-02,152064960000
2016-02-03,155363620000
2016-02-04,155837190000
2016-02-05,153338700000
2016-02-08,150431960000
2016-02-09,150758560000
2016-02-10,145092050000
2016-02-11,147476230000
2016-02-12,148847950000
2016-02-16,151722030000
2016-02-17,155951500000
2016-02-18,155412610000
2016-02-19,155151330000
2016-02-22,157372210000
2016-02-23,155755540000
2016-02-24,155837190000
2016-02-25,156196450000
2016-02-26,155641230000
2016-02-29,155984160000
2016-03-01,159462450000
2016-03-02,158401000000
2016-03-03,161373060000
2016-03-04,160817840000
2016-03-07,162303870000
2016-03-08,159740060000
2016-03-09,159478780000
2016-03-10,158466320000
2016-03-11,159936020000
2016-03-14,161356730000
2016-03-15,160425920000
2016-03-16,160752520000
2016-03-17,162646800000
2016-03-18,161993600000
2016-03-21,160785180000
2016-03-22,159348140000
2016-03-23,158123390000
2016-03-24,158760260000
2016-03-28,160180970000
2016-03-29,160295280000
2016-03-30,161520030000
2016-03-31,162173230000
2016-04-01,160592470000
2016-04-04,159960280000
2016-04-05,157237000000
2016-04-06,158015080000
2016-04-07,155875360000
2016-04-08,156296820000
2016-04-11,156053670000
2016-04-12,157804350000
2016-04-13,161257080000
2016-04-14,159879230000
2016-04-15,159814390000
2016-04-18,164499080000
2016-04-19,166379440000
2016-04-20,167400670000
2016-04-21,166817110000
2016-04-22,168211170000
2016-04-25,169507970000
2016-04-26,170026690000
2016-04-27,170658880000
2016-04-28,168632630000
2016-04-29,167384460000
2016-05-02,169167560000
2016-05-03,168227380000
2016-05-04,168049070000
2016-05-05,170091530000
2016-05-06,171080340000
2016-05-09,170756140000
2016-05-10,172798600000
2016-05-11,165812090000
2016-05-12,164871910000
2016-05-13,162942920000
2016-05-16,162683560000
2016-05-17,162002740000
2016-05-18,160479000000
2016-05-19,159522610000
2016-05-20,161743380000
2016-05-23,160770780000
2016-05-24,161305710000
2016-05-25,161873060000
2016-05-26,161792010000
2016-05-27,162570090000
2016-05-31,160835620000
2016-06-01,159700920000
2016-06-02,160025120000
2016-06-03,160073750000
2016-06-06,160122380000
2016-06-07,159425350000
2016-06-08,158922840000
2016-06-09,158598640000
2016-06-10,157788140000
2016-06-13,158160970000
2016-06-14,159506400000
2016-06-15,159295670000
2016-06-16,159473980000
2016-06-17,160479000000
2016-06-20,161402970000
2016-06-21,160187220000
2016-06-22,160138590000
2016-06-23,160511420000
2016-06-24,155162120000
2016-06-27,152989980000
2016-06-28,155697050000
2016-06-29,157204580000
2016-06-30,158566220000
2016-07-01,157436180000
2016-07-05,156841960000
2016-07-06,158110700000
2016-07-07,158046460000
2016-07-08,159989720000
2016-07-11,160567880000
2016-07-12,160921200000
2016-07-13,160407280000
2016-07-14,160551820000
2016-07-15,160278800000
2016-07-18,160840900000
2016-07-19,159748820000
2016-07-20,157741320000
2016-07-21,157404060000
2016-07-22,156922260000
2016-07-25,156408340000
2016-07-26,155284140000
2016-07-27,154705980000
2016-07-28,154031460000
2016-07-29,154095700000
2016-08-01,153437240000
2016-08-02,152586060000
2016-08-03,154320540000
2016-08-04,152826960000
2016-08-05,153902980000
2016-08-08,153774500000
2016-08-09,155252020000
2016-08-10,157163160000
2016-08-11,157018620000
2016-08-12,155525040000
2016-08-15,155942600000
2016-08-16,155589280000
2016-08-17,155573220000
2016-08-18,155219900000
2016-08-19,154802340000
2016-08-22,153967220000
2016-08-23,154127820000
2016-08-24,153886920000
2016-08-25,153453300000
2016-08-26,152907260000
2016-08-29,152361220000
2016-08-30,152345160000
2016-08-31,151702760000
2016-09-01,151381560000
2016-09-02,151638520000
2016-09-06,150642800000
2016-09-07,150498260000
2016-09-08,151108540000
2016-09-09,148426520000
2016-09-12,150385840000
2016-09-13,148876200000
2016-09-14,148169560000
2016-09-15,148555000000
2016-09-16,148651360000
2016-09-19,148763780000
2016-09-20,149277700000
2016-09-21,148378340000
2016-09-22,150016460000
2016-09-23,149791620000
2016-09-26,147687760000
2016-09-27,147302320000
2016-09-28,148073200000
2016-09-29,147430800000
2016-09-30,149133160000
2016-10-03,147244080000
2016-10-04,147403280000
2016-10-05,147180400000
2016-10-06,147785360000
2016-10-07,147244080000
2016-10-10,147244080000
2016-10-11,146241120000
2016-10-12,145524720000
2016-10-13,145063040000
2016-10-14,145349600000
2016-10-17,144601360000
2016-10-18,145142640000
2016-10-19,146352560000
2016-10-20,146511760000
2016-10-21,148103760000
2016-10-24,148645040000
2016-10-25,147658000000
2016-10-26,148836080000
2016-10-27,149679840000
2016-10-28,149409200000
2016-10-31,147562480000
2016-11-01,147084880000
2016-11-02,146320720000
2016-11-03,148645040000
2016-11-04,147180400000
2016-11-07,150332560000
2016-11-08,150252960000
2016-11-09,150666880000
2016-11-10,151176320000
2016-11-11,155506560000
2016-11-14,155888640000
2016-11-15,155538400000
2016-11-16,157799040000
2016-11-17,158197040000
2016-11-18,156398080000
2016-11-21,155426960000
2016-11-22,155554320000
2016-11-23,156429920000
2016-11-25,157321440000
2016-11-28,157560240000
2016-11-29,158674640000
2016-11-30,157799040000
2016-12-01,157512480000
2016-12-02,156812000000
2016-12-05,159136320000
2016-12-06,160250720000
2016-12-07,162368080000
2016-12-08,164580960000
2016-12-09,166937120000
2016-12-12,165663520000
2016-12-13,165329200000
2016-12-14,165647600000
2016-12-15,166188880000
2016-12-16,165424720000
2016-12-19,167637600000
2016-12-20,167892320000
2016-12-21,168051520000
2016-12-22,167828640000
2016-12-23,167398800000
2016-12-27,167430640000
2016-12-28,166045600000
2016-12-29,166459520000
2016-12-30,165918240000
2017-01-03,167606400000
2017-01-04,169755200000
2017-01-05,169660400000
2017-01-06,172188400000
2017-01-09,171208800000
2017-01-10,171240400000
2017-01-11,172915200000
2017-01-12,169897400000
2017-01-13,170734800000
2017-01-17,170592600000
2017-01-18,170892800000
2017-01-19,169502400000
2017-01-20,170102800000
2017-01-23,169249600000
2017-01-24,170482000000
2017-01-25,170703200000
2017-01-26,170734800000
2017-01-27,172694000000
2017-01-30,175285200000
2017-01-31,174827000000
2017-02-01,175854000000
2017-02-02,174763800000
2017-02-03,174274000000
2017-02-06,173120600000
2017-02-07,172220000000
2017-02-08,172220000000
2017-02-09,172994200000
2017-02-10,172630800000
2017-02-13,173247000000
2017-02-14,174321400000
2017-02-15,174084400000
2017-02-16,174921800000
2017-02-17,173894800000
2017-02-21,173815800000
2017-02-22,173989600000
2017-02-23,173373400000
2017-02-24,174305600000
2017-02-27,174163400000
2017-02-28,173942200000
2017-03-01,175443200000
2017-03-02,174732200000
2017-03-03,175759200000
2017-03-06,174858600000
2017-03-07,175158800000
2017-03-08,175127200000
2017-03-09,175427400000
2017-03-10,175253600000
2017-03-13,176201600000
2017-03-14,177449800000
2017-03-15,176754600000
2017-03-16,176501800000
2017-03-17,176580800000
2017-03-20,178081800000
2017-03-21,176565000000
2017-03-22,177086400000
2017-03-23,177339200000
2017-03-24,177181200000
2017-03-27,177560400000
2017-03-28,178619000000
2017-03-29,177797400000
2017-03-30,178824400000
2017-03-31,179156200000
2017-04-03,176818400000
2017-04-04,176568480000
2017-04-05,176506000000
2017-04-06,176584100000
2017-04-07,175849960000
2017-04-10,175615660000
2017-04-11,176615340000
2017-04-12,176568480000
2017-04-13,176818400000
2017-04-17,177724360000
2017-04-18,178364780000
2017-04-19,177646260000
2017-04-20,179301980000
2017-04-21,178755280000
2017-04-24,177599400000
2017-04-25,179911160000
2017-04-26,180535960000
2017-04-27,180942080000
2017-04-28,180567200000
2017-05-01,179208260000
2017-05-02,178645940000
2017-05-03,174350440000
2017-05-04,173647540000
2017-05-05,174928380000
2017-05-08,174038040000
2017-05-09,175053340000
2017-05-10,171288920000
2017-05-11,171163960000
2017-05-12,171335780000
2017-05-15,170461060000
2017-05-16,168664760000
2017-05-17,166056220000
2017-05-18,166634160000
2017-05-19,167946240000
2017-05-22,168118060000
2017-05-23,167165240000
2017-05-24,168243020000
2017-05-25,167555740000
2017-05-26,169336420000
2017-05-30,169227080000
2017-05-31,168602280000
2017-06-01,169024020000
2017-06-02,167415160000
2017-06-05,166384240000
2017-06-06,164791000000
2017-06-07,165447040000
2017-06-08,162947840000
2017-06-09,164978440000
2017-06-12,167196480000
2017-06-13,166446720000
2017-06-14,165790680000
2017-06-15,165540760000
2017-06-16,164806620000
2017-06-19,164587940000
2017-06-20,162354280000
2017-06-21,163697600000
2017-06-22,162791640000
2017-06-23,163010320000
2017-06-26,164900340000
2017-06-27,164650420000
2017-06-28,166915320000
2017-06-29,165119020000
2017-06-30,165962500000
2017-07-03,165273480000
2017-07-05,162458940000
2017-07-06,158952300000
2017-07-07,158906160000
2017-07-10,159321420000
2017-07-11,159705920000
2017-07-12,160536440000
2017-07-13,160398020000
2017-07-14,161628420000
2017-07-17,161167020000
2017-07-18,162643500000
2017-07-19,164289160000
2017-07-20,165119680000
2017-07-21,164704420000
2017-07-24,164566000000
2017-07-25,163673960000
2017-07-26,164473720000
2017-07-27,169180000000
2017-07-28,169118480000
2017-07-31,169072340000
2017-08-01,170118180000
2017-08-02,167134460000
2017-08-03,167826560000
2017-08-04,165627220000
2017-08-07,163566300000
2017-08-08,164535240000
2017-08-09,158152540000
2017-08-10,155876300000
2017-08-11,156860620000
2017-08-14,155953200000
2017-08-15,156122380000
2017-08-16,157183600000
2017-08-17,155922440000
2017-08-18,154876600000
2017-08-21,155599460000
2017-08-22,158060260000
2017-08-23,156107000000
2017-08-24,156137760000
2017-08-25,157506580000
2017-08-28,157737280000
2017-08-29,157752660000
2017-08-30,158214060000
2017-08-31,155645600000
2017-09-01,156107000000
2017-09-05,156260800000
2017-09-06,156107000000
2017-09-07,149278280000
2017-09-08,149293660000
2017-09-11,149324420000
2017-09-12,150554820000
2017-09-13,151985160000
2017-09-14,150570200000
2017-09-15,151523760000
2017-09-18,150877800000
2017-09-19,151385340000
2017-09-20,152584980000
2017-09-21,152092820000
2017-09-22,151646800000
2017-09-25,153138660000
2017-09-26,151692940000
2017-09-27,152631120000
2017-09-28,150800900000
2017-09-29,151600660000
2017-10-02,150988320000
2017-10-03,152394480000
2017-10-04,152031600000
2017-10-05,151366320000
2017-10-06,151305840000
2017-10-09,150549840000
2017-10-10,150564960000
2017-10-11,149007600000
2017-10-12,146558160000
2017-10-13,147238560000
2017-10-16,148372560000
2017-10-17,148720320000
2017-10-18,148554000000
2017-10-19,149703120000
2017-10-20,150292800000
2017-10-23,149234400000
2017-10-24,148614480000
2017-10-25,147873600000
2017-10-26,149022720000
2017-10-27,148644720000
2017-10-30,148236480000
2017-10-31,147888720000
2017-11-01,149733360000
2017-11-02,148705200000
2017-11-03,149143680000
2017-11-06,152167680000
2017-11-07,153634320000
2017-11-08,152984160000
2017-11-09,155252160000
2017-11-10,158427360000
2017-11-13,158366880000
2017-11-14,155993040000
2017-11-15,156779280000
2017-11-16,156643200000
2017-11-17,156401280000
2017-11-20,155358000000
2017-11-21,155736000000
2017-11-22,155342880000
2017-11-24,155191680000
2017-11-27,155418480000
2017-11-28,156355920000
2017-11-29,159122880000
2017-11-30,158487840000
2017-12-01,159138000000
2017-12-04,166652640000
2017-12-05,162116640000
2017-12-06,159455520000
2017-12-07,159153120000
2017-12-08,157595760000
2017-12-11,161526960000
2017-12-12,162434160000
2017-12-13,162706320000
2017-12-14,167181840000
2017-12-15,168240240000
2017-12-18,167877360000
2017-12-19,169056720000
2017-12-20,165851280000
2017-12-21,165669840000
2017-12-22,164309040000
2017-12-26,163477440000
2017-12-27,162751680000
2017-12-28,162948240000
2017-12-29,162555120000
2018-01-02,168035400000
2018-01-03,168756840000
2018-01-04,168681690000
2018-01-05,167764860000
2018-01-08,165360060000
2018-01-09,165239820000
2018-01-10,164533410000
2018-01-11,166817970000
2018-01-12,169042410000
2018-01-16,166367070000
2018-01-17,168290910000
2018-01-18,165961260000
2018-01-19,166216770000
2018-01-22,166983300000
2018-01-23,165946230000
2018-01-24,166081500000
2018-01-25,166156650000
2018-01-26,168621570000
2018-01-29,167644620000
2018-01-30,165495330000
2018-01-31,163331010000
2018-02-01,166066470000
2018-02-02,163376100000
2018-02-05,157364100000
2018-02-06,159573510000
2018-02-07,157454280000
2018-02-08,152329050000
2018-02-09,154944270000
2018-02-12,155395170000
2018-02-13,156492360000
2018-02-14,157213800000
2018-02-15,158085540000
2018-02-16,160114590000
2018-02-20,159287940000
2018-02-21,157890150000
2018-02-22,158175720000
2018-02-23,161196750000
2018-02-26,165044430000
2018-02-27,157619610000
2018-02-28,155049480000
2018-03-01,154162710000
2018-03-02,154793970000
2018-03-05,155425230000
2018-03-06,157724820000
2018-03-07,155695770000
2018-03-08,156357090000
2018-03-09,157409190000
2018-03-12,158070510000
2018-03-13,155906190000
2018-03-14,156161700000
2018-03-15,155169720000
2018-03-16,154613610000
2018-03-19,152524440000
2018-03-20,152329050000
2018-03-21,153035460000
2018-03-22,151201800000
2018-03-23,148105620000
2018-03-26,151276950000
2018-03-27,149338080000
2018-03-28,148105620000
2018-03-29,150961320000
2018-04-02,147102060000
2018-04-03,148235220000
2018-04-04,150516450000
2018-04-05,152246010000
2018-04-06,149621850000
2018-04-09,148652700000
2018-04-10,151142670000
2018-04-11,150292800000
2018-04-12,149681490000
2018-04-13,149621850000
2018-04-16,149457840000
2018-04-17,152335470000
2018-04-18,150904110000
2018-04-19,150426990000
2018-04-20,149457840000
2018-04-23,149323650000
2018-04-24,148294860000
2018-04-25,150814650000
2018-04-26,148861440000
2018-04-27,147951930000
2018-04-30,149592030000
2018-05-01,149189460000
2018-05-02,148533420000
2018-05-03,147251160000
2018-05-04,150814650000
2018-05-07,152797680000
2018-05-08,151768890000
2018-05-09,149055270000
2018-05-10,151604880000
2018-05-11,152186370000
2018-05-14,152738040000
2018-05-15,153453720000
2018-05-16,156614640000
2018-05-17,155570940000
2018-05-18,154959630000
2018-05-21,155153460000
2018-05-22,155168370000
2018-05-23,153408990000
2018-05-24,152246010000
2018-05-25,152380200000
2018-05-29,148637790000
2018-05-30,149070180000
2018-05-31,148309770000
2018-06-01,148145760000
2018-06-04,149457840000
2018-06-05,149010540000
2018-06-06,151947810000
2018-06-07,152782770000
2018-06-08,155034180000
2018-06-11,155585850000
2018-06-12,155556030000
2018-06-13,158508210000
2018-06-14,162146250000
2018-06-15,162295350000
2018-06-18,159626460000
2018-06-19,158195100000
2018-06-20,159760650000
2018-06-21,157881990000
2018-06-22,158552940000
2018-06-25,155734950000
2018-06-26,155451660000
2018-06-27,155004360000
2018-06-28,156212070000
2018-06-29,156271710000
2018-07-02,156836370000
2018-07-03,154915560000
2018-07-05,156851260000
2018-07-06,156017420000
2018-07-09,157863780000
2018-07-10,157878670000
2018-07-11,160871560000
2018-07-12,161184250000
2018-07-13,163790000000
2018-07-16,164087800000
