,HES
2013-11-27,26506599141
2013-11-29,26392739180
2013-12-02,26321170061
2013-12-03,26399245463
2013-12-04,26744078491
2013-12-05,26503346000
2013-12-06,26304904352
2013-12-09,26191044390
2013-12-10,26005615309
2013-12-11,25680301132
2013-12-12,25556681745
2013-12-13,25683554274
2013-12-16,25813679944
2013-12-17,25865730213
2013-12-18,26295144926
2013-12-19,26200803815
2013-12-20,26080437570
2013-12-23,26096703278
2013-12-24,26395992321
2013-12-26,26870951020
2013-12-27,27023848683
2013-12-30,26874204161
2013-12-31,26402300000
2014-01-02,25804272000
2014-01-03,25537068000
2014-01-06,25422552000
2014-01-07,25721566000
2014-01-08,25985589000
2014-01-09,25874254000
2014-01-10,25734290000
2014-01-13,25088547000
2014-01-14,25298493000
2014-01-15,24706827000
2014-01-16,24722732000
2014-01-17,24535053000
2014-01-21,24786352000
2014-01-22,24849972000
2014-01-23,24620940000
2014-01-24,24255125000
2014-01-27,24041998000
2014-01-28,24430080000
2014-01-29,24512786000
2014-01-30,24344193000
2014-01-31,24013369000
2014-02-03,23513952000
2014-02-04,23781156000
2014-02-05,23749346000
2014-02-06,24274211000
2014-02-07,24550958000
2014-02-10,24490519000
2014-02-11,24891325000
2014-02-12,24821343000
2014-02-13,25024927000
2014-02-14,25288950000
2014-02-18,25594325999
2014-02-19,25673850999
2014-02-20,25960141000
2014-02-21,25820177000
2014-02-24,25909245000
2014-02-25,25543430000
2014-02-26,25231691999
2014-02-27,25288950000
2014-02-28,25457543000
2014-03-03,25282588000
2014-03-04,25559335000
2014-03-05,25683394000
2014-03-06,25906064000
2014-03-07,26042847000
2014-03-10,26160544000
2014-03-11,25832900999
2014-03-12,25705661000
2014-03-13,25400285000
2014-03-14,25537068000
2014-03-17,25578421000
2014-03-18,25785186000
2014-03-19,25645222000
2014-03-20,25823358000
2014-03-21,26071475999
2014-03-24,25950598000
2014-03-25,26096924000
2014-03-26,25883797000
2014-03-27,26084200000
2014-03-28,26472282000
2014-03-31,25667936000
2014-04-01,26002411999
2014-04-02,26312111999
2014-04-03,26519611000
2014-04-04,26429798000
2014-04-07,25928084000
2014-04-08,26014800000
2014-04-09,26389536999
2014-04-10,26020994000
2014-04-11,25884726000
2014-04-14,26299724000
2014-04-15,26665170000
2014-04-16,26801438000
2014-04-17,27027519000
2014-04-21,27185466000
2014-04-22,27256697000
2014-04-23,27306249000
2014-04-24,27349607000
2014-04-25,27077071000
2014-04-28,27015131000
2014-04-29,27259794000
2014-04-30,27612852000
2014-05-01,27532330000
2014-05-02,27461099000
2014-05-05,27436323000
2014-05-06,27281473000
2014-05-07,27541621000
2014-05-08,27318636999
2014-05-09,27132817000
2014-05-12,27358898000
2014-05-13,27461099000
2014-05-14,27569494000
2014-05-15,27312443000
2014-05-16,27067780000
2014-05-19,27235018000
2014-05-20,27262891000
2014-05-21,27656210000
2014-05-22,27962813000
2014-05-23,27829642000
2014-05-27,27696471000
2014-05-28,27863709000
2014-05-29,28055723000
2014-05-30,28275610000
2014-06-02,28278707000
2014-06-03,28613183000
2014-06-04,28588407000
2014-06-05,28554340000
2014-06-06,28901203999
2014-06-09,29142770000
2014-06-10,29207807000
2014-06-11,29517507000
2014-06-12,29570156000
2014-06-13,29715715000
2014-06-16,29697133000
2014-06-17,29712618000
2014-06-18,29830303999
2014-06-19,30146198000
2014-06-20,30338211999
2014-06-23,30474480000
2014-06-24,29882953000
2014-06-25,30406346000
2014-06-26,30223623000
2014-06-27,30440413000
2014-06-30,29736223000
2014-07-01,29952727000
2014-07-02,29895594000
2014-07-03,30048951000
2014-07-07,29829440000
2014-07-08,29757272000
2014-07-09,29778321000
2014-07-10,29618950000
2014-07-11,29420488000
2014-07-14,29832447000
2014-07-15,29417481000
2014-07-16,29835454000
2014-07-17,29603915000
2014-07-18,29685104000
2014-07-21,29865523999
2014-07-22,30009860000
2014-07-23,30118112000
2014-07-24,30292518000
2014-07-25,30012867000
2014-07-28,30018881000
2014-07-29,29895594000
2014-07-30,30385735000
2014-07-31,29763286000
2014-08-01,29468600000
2014-08-04,30202308000
2014-08-05,29646013000
2014-08-06,29700139000
2014-08-07,29420488000
2014-08-08,30045944000
2014-08-11,30112098000
2014-08-12,29778321000
2014-08-13,29805384000
2014-08-14,29327271000
2014-08-15,29739230000
2014-08-18,29438530000
2014-08-19,29853496000
2014-08-20,29889580000
2014-08-21,30091048999
2014-08-22,29712167000
2014-08-25,30118112000
2014-08-26,30148182000
2014-08-27,30060979000
2014-08-28,30127133000
2014-08-29,30400770000
2014-09-02,30229371000
2014-09-03,30295525000
2014-09-04,30115105000
2014-09-05,30367693000
2014-09-08,29994825000
2014-09-09,29916643000
2014-09-10,29811398000
2014-09-11,29721188000
2014-09-12,29158879000
2014-09-15,29459579000
2014-09-16,29823426000
2014-09-17,29739230000
2014-09-18,29387411000
2014-09-19,29321257000
2014-09-22,28954403000
2014-09-23,28873214000
2014-09-24,28867200000
2014-09-25,28620626000
2014-09-26,28918319000
2014-09-29,28930347000
2014-09-30,26959953804
2014-10-01,26179624352
2014-10-02,26102448912
2014-10-03,25930947934
2014-10-06,25690846564
2014-10-07,25284960915
2014-10-08,25270669167
2014-10-09,24181637954
2014-10-10,23592817928
2014-10-13,22232243499
2014-10-14,21697732117
2014-10-15,21820641151
2014-10-16,22306560590
2014-10-17,22469486520
2014-10-20,22783904980
2014-10-21,23249815971
2014-10-22,22866797120
2014-10-23,23501350740
2014-10-24,23538509285
2014-10-27,22955405958
2014-10-28,23424175299
2014-10-29,23692860165
2014-10-30,23764318906
2014-10-31,24241663296
2014-11-03,23798619102
2014-11-04,23278399468
2014-11-05,23772893955
2014-11-06,23927244836
2014-11-07,24255955045
2014-11-10,23955828332
2014-11-11,23955828332
2014-11-12,23569951131
2014-11-13,23181215580
2014-11-14,23732877060
2014-11-17,23221232475
2014-11-18,23409883551
2014-11-19,23544225984
2014-11-20,23892944640
2014-11-21,24355997282
2014-11-24,24201646401
2014-11-25,23527075886
2014-11-26,23104040140
2014-11-28,20845943924
2014-12-01,21143212287
2014-12-02,21474780845
2014-12-03,21954983584
2014-12-04,21806349403
2014-12-05,21643423474
2014-12-08,20382891282
2014-12-09,20631567701
2014-12-10,19602561831
2014-12-11,19396760657
2014-12-12,19016600154
2014-12-15,18707898393
2014-12-16,18930849665
2014-12-17,19731187564
2014-12-18,20165656710
2014-12-19,21294704818
2014-12-22,21083186944
2014-12-23,21540522887
2014-12-24,21257546272
2014-12-26,21240396174
2014-12-29,21386172006
2014-12-30,21188945881
2014-12-31,20927969999
2015-01-02,21018690000
2015-01-05,20000925000
2015-01-06,19691910000
2015-01-07,19646550000
2015-01-08,20236230000
2015-01-09,20162520000
2015-01-12,19399905000
2015-01-13,19190115000
2015-01-14,19629540000
2015-01-15,19255320000
2015-01-16,19850670000
2015-01-20,19723094999
2015-01-21,20244735000
2015-01-22,20431844999
2015-01-23,20080305000
2015-01-26,20312775000
2015-01-27,20301435000
2015-01-28,18716670000
2015-01-29,18625950000
2015-01-30,19133415000
2015-02-02,19867680000
2015-02-03,20604780000
2015-02-04,20414835000
2015-02-05,20743695000
2015-02-06,20686995000
2015-02-09,20916630000
2015-02-10,20635965000
2015-02-11,20638800000
2015-02-12,21180285000
2015-02-13,21781305000
2015-02-17,21925890000
2015-02-18,21857850000
2015-02-19,21682080000
2015-02-20,21631050000
2015-02-23,21509145000
2015-02-24,21684915000
2015-02-25,21730275000
2015-02-26,21384405000
2015-02-27,21285180000
2015-03-02,21010185000
2015-03-03,21117915000
2015-03-04,21217140000
2015-03-05,20837250000
2015-03-06,20239065000
2015-03-09,19964070000
2015-03-10,19629540000
2015-03-11,19731600000
2015-03-12,19496295000
2015-03-13,19561500000
2015-03-16,19655055000
2015-03-17,19428255000
2015-03-18,19779795000
2015-03-19,19107900000
2015-03-20,19374390000
2015-03-23,19226969999
2015-03-24,19300680000
2015-03-25,19589850000
2015-03-26,19533150000
2015-03-27,19099395000
2015-03-30,19436760000
2015-03-31,19295441000
2015-04-01,19667874000
2015-04-02,19673560000
2015-04-06,20620279000
2015-04-07,20569105000
2015-04-08,20426955000
2015-04-09,20577634000
2015-04-10,20788016000
2015-04-13,20674296000
2015-04-14,21217309000
2015-04-15,22200987000
2015-04-16,22181086000
2015-04-17,22021878000
2015-04-20,22084424000
2015-04-21,21305442000
2015-04-22,21402104000
2015-04-23,21549940000
2015-04-24,21382203000
2015-04-27,21385046000
2015-04-28,21820025000
2015-04-29,22166871000
2015-04-30,21862670000
2015-05-01,21544254000
2015-05-04,21234367000
2015-05-05,21009770000
2015-05-06,21171821000
2015-05-07,20884678000
2015-05-08,21134862000
2015-05-11,20381467000
2015-05-12,20327450000
2015-05-13,19972075000
2015-05-14,19733263000
2015-05-15,19804338000
2015-05-18,19585427000
2015-05-19,19247110000
2015-05-20,19773065000
2015-05-21,19883942000
2015-05-22,19622386000
2015-05-26,19136233000
2015-05-27,19110646000
2015-05-28,19130547000
2015-05-29,19195936000
2015-06-01,18979868000
2015-06-02,19130547000
2015-06-03,18979868000
2015-06-04,18812131000
2015-06-05,18786544000
2015-06-08,18476657000
2015-06-09,18641550999
2015-06-10,18661452000
2015-06-11,19568369000
2015-06-12,19235738000
2015-06-15,19141919000
2015-06-16,19730420000
2015-06-17,19761693000
2015-06-18,19704833000
2015-06-19,19514352000
2015-06-22,19599642000
2015-06-23,19966389000
2015-06-24,19665031000
2015-06-25,19340929000
2015-06-26,19454649000
2015-06-29,19039571000
2015-06-30,18925616994
2015-07-01,18512468058
2015-07-02,18594531888
2015-07-06,18226659548
2015-07-07,18407765931
2015-07-08,18215340399
2015-07-09,18294574441
2015-07-10,18206851037
2015-07-13,18104978697
2015-07-14,18271936144
2015-07-15,17841808485
2015-07-16,17737106357
2015-07-17,17380553166
2015-07-20,16865531890
2015-07-21,16746680827
2015-07-22,16695744657
2015-07-23,16774978699
2015-07-24,16551425508
2015-07-27,16322212742
2015-07-28,16879680826
2015-07-29,16990042528
2015-07-30,17072106358
2015-07-31,16698574444
2015-08-03,16327872317
2015-08-04,16285425508
2015-08-05,15824170190
2015-08-06,16076021253
2015-08-07,15824170190
2015-08-10,16537276572
2015-08-11,16381638274
2015-08-12,16814595720
2015-08-13,16636319125
2015-08-14,16718382954
2015-08-17,16633489337
2015-08-18,16755170188
2015-08-19,16053382955
2015-08-20,15773234020
2015-08-21,15560999977
2015-08-24,14426255298
2015-08-25,14131957426
2015-08-26,14494170192
2015-08-27,15778893594
2015-08-28,16259957423
2015-08-31,16823085082
2015-09-01,16149595721
2015-09-02,16274106359
2015-09-03,16242978700
2015-09-04,15945851041
2015-09-08,15996787211
2015-09-09,15541191467
2015-09-10,15309148914
2015-09-11,14856382957
2015-09-14,14709234021
2015-09-15,14938446787
2015-09-16,15476106360
2015-09-17,15450638275
2015-09-18,14836574446
2015-09-21,14799787212
2015-09-22,14474361681
2015-09-23,14168744660
2015-09-24,14163085086
2015-09-25,14225340405
2015-09-28,13656553171
2015-09-29,13662212746
2015-09-30,14166980000
2015-10-01,14362250000
2015-10-02,15194270000
2015-10-05,15814040000
2015-10-06,16634740000
2015-10-07,16974340000
2015-10-08,17707310000
2015-10-09,17520530000
2015-10-12,17016790000
2015-10-13,17059240000
2015-10-14,17039430000
2015-10-15,17381860000
2015-10-16,17271490000
2015-10-19,16929060000
2015-10-20,17079050000
2015-10-21,16719640000
2015-10-22,17299790000
2015-10-23,17226210000
2015-10-26,16614930000
2015-10-27,16111190000
2015-10-28,16150810000
2015-10-29,15887620000
2015-10-30,15907430000
2015-11-02,16306460000
2015-11-03,17022450000
2015-11-04,17098860000
2015-11-05,17599770000
2015-11-06,17761080000
2015-11-09,17540340000
2015-11-10,17769570000
2015-11-11,17308280000
2015-11-12,16900760000
2015-11-13,16912080000
2015-11-16,17500720000
2015-11-17,17005470000
2015-11-18,17311110000
2015-11-19,17008300000
2015-11-20,16680020000
2015-11-23,16626250000
2015-11-24,17364880000
2015-11-25,17229040000
2015-11-27,16722470000
2015-11-30,16697000000
2015-12-01,16852650000
2015-12-02,16057420000
2015-12-03,15723480000
2015-12-04,15536700000
2015-12-07,14999000000
2015-12-08,14701850000
2015-12-09,14707510000
2015-12-10,14851840000
2015-12-11,14271690000
2015-12-14,14183960000
2015-12-15,14639590000
2015-12-16,14410360000
2015-12-17,13923600000
2015-12-18,13725500000
2015-12-21,13425520000
2015-12-22,13719840000
2015-12-23,14509410000
2015-12-24,14311310000
2015-12-28,13864170000
2015-12-29,13968880000
2015-12-30,13632110000
2015-12-31,14515813921
2016-01-04,14425988340
2016-01-05,14393052294
2016-01-06,13494796482
2016-01-07,13060639506
2016-01-08,13048662762
2016-01-11,12482761600
2016-01-12,11856976718
2016-01-13,11554563928
2016-01-14,11964767415
2016-01-15,11593488346
2016-01-19,10937761604
2016-01-20,10542529046
2016-01-21,11264127882
2016-01-22,11476715091
2016-01-25,10294011605
2016-01-26,10422761605
2016-01-27,11033575557
2016-01-28,12078546485
2016-01-29,12725290670
2016-02-01,12503720903
2016-02-02,11785116253
2016-02-03,12872005785
2016-02-04,13015726715
2016-02-05,11383895324
2016-02-08,11674331369
2016-02-09,11587499974
2016-02-10,11764156951
2016-02-11,11656366253
2016-02-12,12009680206
2016-02-16,12228255787
2016-02-17,13015726715
2016-02-18,12596540670
2016-02-19,12668401135
2016-02-22,13348081366
2016-02-23,12551627879
2016-02-24,12485755786
2016-02-25,12449825554
2016-02-26,12895959274
2016-02-29,13054651134
2016-03-01,13267238343
2016-03-02,14048720899
2016-03-03,14372092992
2016-03-04,14488866247
2016-03-07,14755348805
2016-03-08,14000813923
2016-03-09,14096627876
2016-03-10,14452936015
2016-03-11,15348197641
2016-03-14,15030813920
2016-03-15,15021831362
2016-03-16,15518866245
2016-03-17,15926075546
2016-03-18,16138662755
2016-03-21,16120697639
2016-03-22,16078779034
2016-03-23,15449999966
2016-03-24,15599709268
2016-03-28,15222441827
2016-03-29,15090697641
2016-03-30,15261366245
2016-03-31,16488837179
2016-04-01,16294666636
2016-04-04,15831162761
2016-04-05,16053519350
2016-04-06,16911627876
2016-04-07,16567131752
2016-04-08,17061953457
2016-04-11,17143379813
2016-04-12,17963906943
2016-04-13,17719627874
2016-04-14,18076651129
2016-04-15,17904403067
2016-04-18,18740589112
2016-04-19,19157116243
2016-04-20,19160248026
2016-04-21,18847069732
2016-04-22,19849240273
2016-04-25,19376341049
2016-04-26,19808527095
2016-04-27,19188434073
2016-04-28,18533891438
2016-04-29,18671689888
2016-05-02,18471255780
2016-05-03,17772868184
2016-05-04,17325023224
2016-05-05,17500403068
2016-05-06,17584961208
2016-05-09,17058821674
2016-05-10,18073519346
2016-05-11,18264558106
2016-05-12,18208186013
2016-05-13,18089178261
2016-05-16,18295875935
2016-05-17,18057860432
2016-05-18,18151813920
2016-05-19,17932589114
2016-05-20,18057860432
2016-05-23,18349116245
2016-05-24,18226976710
2016-05-25,18991131748
2016-05-26,18928496089
2016-05-27,18862728647
2016-05-31,18768775159
2016-06-01,18452465082
2016-06-02,18549550353
2016-06-03,18277085237
2016-06-06,18887782911
2016-06-07,19282387561
2016-06-08,19373209266
2016-06-09,18909705391
2016-06-10,18070387563
2016-06-13,18004620122
2016-06-14,18107968959
2016-06-15,17898139502
2016-06-16,17569302293
2016-06-17,17838635626
2016-06-20,18264558106
2016-06-21,18383565857
2016-06-22,18170604617
2016-06-23,18718666632
2016-06-24,17484744154
2016-06-27,16482573613
2016-06-28,17268651131
2016-06-29,18092310044
2016-06-30,18823320000
2016-07-01,18838980000
2016-07-05,17839872000
2016-07-06,17814816000
2016-07-07,17689536000
2016-07-08,17792892000
2016-07-11,17561124000
2016-07-12,18832716000
2016-07-13,18171864000
2016-07-14,18168732000
2016-07-15,17830476000
2016-07-18,18040320000
2016-07-19,17573652000
2016-07-20,17651952000
2016-07-21,17197812000
2016-07-22,16950384000
2016-07-25,16540092000
2016-07-26,16812576000
2016-07-27,16161120000
2016-07-28,16339644000
2016-07-29,16803180000
2016-08-01,16045235999
2016-08-02,16208100000
2016-08-03,16721748000
2016-08-04,16872084000
2016-08-05,17113248000
2016-08-08,17514144000
2016-08-09,17357544000
2016-08-10,17138304000
2016-08-11,17708328000
2016-08-12,17626896000
2016-08-15,17742780000
2016-08-16,17749044000
2016-08-17,17758440000
2016-08-18,18046584000
2016-08-19,17924436000
2016-08-22,17601840000
2016-08-23,17670744000
2016-08-24,17648820000
2016-08-25,17792892000
2016-08-26,17749044000
2016-08-29,17670744000
2016-08-30,17564256000
2016-08-31,17006760000
2016-09-01,16696692000
2016-09-02,16624656000
2016-09-06,16045235999
2016-09-07,15913692000
2016-09-08,16458660000
2016-09-09,15634944000
2016-09-12,15622416000
2016-09-13,14961564000
2016-09-14,14692211999
2016-09-15,14610780000
2016-09-16,14557535999
2016-09-19,14394672000
2016-09-20,14303844000
2016-09-21,14720400000
2016-09-22,14964696000
2016-09-23,14692211999
2016-09-26,14917716000
2016-09-27,14660892000
2016-09-28,15609888000
2016-09-29,16333380000
2016-09-30,16807630453
2016-10-03,16895398758
2016-10-04,16378192674
2016-10-05,16763746300
2016-10-06,16820168782
2016-10-07,16635228425
2016-10-10,16911071670
2016-10-11,16478499308
2016-10-12,16287289786
2016-10-13,16149368164
2016-10-14,16205790646
2016-10-17,15929947401
2016-10-18,15980100718
2016-10-19,16415807662
2016-10-20,16503575967
2016-10-21,16538056373
2016-10-24,16368788927
2016-10-25,15955024059
2016-10-26,15754410790
2016-10-27,15804564107
2016-10-28,15766949119
2016-10-31,15036591437
2016-11-01,14998976449
2016-11-02,14760748191
2016-11-03,14760748191
2016-11-04,14550731175
2016-11-07,14870458573
2016-11-08,14964496043
2016-11-09,15359453417
2016-11-10,15560066686
2016-11-11,14914342726
2016-11-14,15067937260
2016-11-15,15857852007
2016-11-16,15929947401
2016-11-17,15829640766
2016-11-18,15976966136
2016-11-21,16553729284
2016-11-22,16494172220
2016-11-23,16675977995
2016-11-25,16528652626
2016-11-28,15986369883
2016-11-29,15375126328
2016-11-30,17541122718
2016-12-01,17588141453
2016-12-02,18155500855
2016-12-05,18494035747
2016-12-06,18747936915
2016-12-07,19105279301
2016-12-08,19330969229
2016-12-09,19672638703
2016-12-12,19716522855
2016-12-13,20418669297
2016-12-14,19801156578
2016-12-15,19647562044
2016-12-16,19591139562
2016-12-19,19863848225
2016-12-20,19870117389
2016-12-21,19923405289
2016-12-22,19970424024
2016-12-23,19992366100
2016-12-27,20189844787
2016-12-28,19898328630
2016-12-29,19716522855
2016-12-30,19525313333
2017-01-03,19719198000
2017-01-04,19439827000
2017-01-05,19493190000
2017-01-06,19430410000
2017-01-09,19025479000
2017-01-10,19289155000
2017-01-11,19411576000
2017-01-12,18473015000
2017-01-13,18485571000
2017-01-17,18614270000
2017-01-18,18466737000
2017-01-19,18118308000
2017-01-20,18199922000
2017-01-23,17939385000
2017-01-24,18055528000
2017-01-25,17722794000
2017-01-26,17631763000
2017-01-27,17223693000
2017-01-30,16931766000
2017-01-31,17007102000
2017-02-01,16796789000
2017-02-02,16938044000
2017-02-03,17047909000
2017-02-06,16686923999
2017-02-07,16168989000
2017-02-08,16178406000
2017-02-09,16423248000
2017-02-10,16482889000
2017-02-13,16285132000
2017-02-14,16322800000
2017-02-15,16024595000
2017-02-16,16103070000
2017-02-17,16244325000
2017-02-21,16580198000
2017-02-22,16184684000
2017-02-23,16486028000
2017-02-24,16476611000
2017-02-27,16539391000
2017-02-28,16147016000
2017-03-01,16216073999
2017-03-02,16247464000
2017-03-03,16018317000
2017-03-06,16018317000
2017-03-07,15541189000
2017-03-08,15026393000
2017-03-09,15186482000
2017-03-10,14885138000
2017-03-13,15001281000
2017-03-14,14806663000
2017-03-15,15428185000
2017-03-16,15252401000
2017-03-17,15148814000
2017-03-20,15161370000
2017-03-21,14963613000
2017-03-22,14703076000
2017-03-23,14608906000
2017-03-24,14470790000
2017-03-27,14373481000
2017-03-28,14894555000
2017-03-29,15619664000
2017-03-30,15374821999
2017-03-31,15157224000
2017-04-03,14767368000
2017-04-04,14978016000
2017-04-05,14842824000
2017-04-06,15166656000
2017-04-07,15106920000
2017-04-10,15710568000
2017-04-11,16068984000
2017-04-12,15899208000
2017-04-13,15543936000
2017-04-17,15534503999
2017-04-18,15150936000
2017-04-19,14682480000
2017-04-20,14742216000
2017-04-21,14874264000
2017-04-24,14984303999
2017-04-25,15292416000
2017-04-26,15565944000
2017-04-27,15644544000
2017-04-28,15352152000
2017-05-01,15081768000
2017-05-02,14779944000
2017-05-03,14735928000
2017-05-04,14412096000
2017-05-05,14908848000
2017-05-08,15226392000
2017-05-09,15037752000
2017-05-10,15477911999
2017-05-11,15613103999
2017-05-12,15521928000
2017-05-15,15628824000
2017-05-16,15336432000
2017-05-17,15075480000
2017-05-18,15022032000
2017-05-19,15383592000
2017-05-22,15481056000
2017-05-23,15584808000
2017-05-24,15578520000
2017-05-25,15028320000
2017-05-26,15135216000
2017-05-30,14673048000
2017-05-31,14427816000
2017-06-01,14666760000
2017-06-02,14383800000
2017-06-05,14496984000
2017-06-06,14757936000
2017-06-07,14085120000
2017-06-08,13673256000
2017-06-09,14302056000
2017-06-12,14267472000
2017-06-13,14641608000
2017-06-14,14239176000
2017-06-15,13673256000
2017-06-16,13714128000
2017-06-19,13506624000
2017-06-20,13075896000
2017-06-21,12673464000
2017-06-22,12893544000
2017-06-23,13016160000
2017-06-26,13075896000
2017-06-27,13006728000
2017-06-28,13233096000
2017-06-29,13519200000
2017-06-30,13790816803
2017-07-03,14278069277
2017-07-05,13630495021
2017-07-06,13463886111
2017-07-07,13136955418
2017-07-10,13347574230
2017-07-11,13536188091
2017-07-12,13558193041
2017-07-13,13614777199
2017-07-14,13819108882
2017-07-17,13702797001
2017-07-18,13630495021
2017-07-19,14127178188
2017-07-20,13847400961
2017-07-21,13661930665
2017-07-24,13872549476
2017-07-25,14262351455
2017-07-26,13665074229
2017-07-27,13825396011
2017-07-28,14083168288
2017-07-31,14001435614
2017-08-01,13567623734
2017-08-02,13831683140
2017-08-03,13583341556
2017-08-04,13941707892
2017-08-07,13473316804
2017-08-08,13397871259
2017-08-09,13316138586
2017-08-10,13121237596
2017-08-11,12992351458
2017-08-14,12744009874
2017-08-15,12794306904
2017-08-16,12351064331
2017-08-17,12061856410
2017-08-18,12087004925
2017-08-21,11973836609
2017-08-22,12134158391
2017-08-23,12193886113
2017-08-24,12058712846
2017-08-25,12102722747
2017-08-28,12039851460
2017-08-29,11986410866
2017-08-30,12080717797
2017-08-31,12228465321
2017-09-01,12401361360
2017-09-05,12593118786
2017-09-06,12901188092
2017-09-07,12992351458
2017-09-08,12659133637
2017-09-11,12863465320
2017-09-12,13020643537
2017-09-13,13243836606
2017-09-14,13281559378
2017-09-15,13256410863
2017-09-18,13353861358
2017-09-19,13432450467
2017-09-20,13661930665
2017-09-21,13715371259
2017-09-22,13988861357
2017-09-25,14491831653
2017-09-26,14560990069
2017-09-27,14755891058
2017-09-28,14630148484
2017-09-29,14740173237
2017-10-02,14511915000
2017-10-03,14323815000
2017-10-04,14189010000
2017-10-05,14267385000
2017-10-06,13978965000
2017-10-09,13897455000
2017-10-10,13891185000
2017-10-11,13897455000
2017-10-12,13856700000
2017-10-13,14104365000
2017-10-16,14433540000
2017-10-17,14408460000
2017-10-18,14380245000
2017-10-19,14123175000
2017-10-20,14116905000
2017-10-23,14173335000
2017-10-24,13812810000
2017-10-25,13232835000
2017-10-26,12941280000
2017-10-27,13649790000
2017-10-30,13687409999
2017-10-31,13844159999
2017-11-01,13888050000
2017-11-02,13922534999
2017-11-03,14251710000
2017-11-06,15120104999
2017-11-07,15032325000
2017-11-08,14759580000
2017-11-09,14900655000
2017-11-10,14768985000
2017-11-13,14605965000
2017-11-14,14079284999
2017-11-15,13690545000
2017-11-16,13822215000
2017-11-17,13966425000
2017-11-20,13656060000
2017-11-21,13502445000
2017-11-22,13621575000
2017-11-24,13919400000
2017-11-27,13511850000
2017-11-28,13599630000
2017-11-29,14047935000
2017-11-30,14383380000
2017-12-01,14762715000
2017-12-04,14599695000
2017-12-05,14511915000
2017-12-06,14004045000
2017-12-07,13982100000
2017-12-08,14261115000
2017-12-11,14345760000
2017-12-12,14236034999
2017-12-13,13825350000
2017-12-14,13377045000
2017-12-15,13605900000
2017-12-18,13668600000
2017-12-19,13593360000
2017-12-20,13790865000
2017-12-21,14527590000
2017-12-22,14737635000
2017-12-26,15192210000
2017-12-27,15091890000
2017-12-28,15160860000
2017-12-29,14881845000
2018-01-02,14732763117
2018-01-03,15209999958
2018-01-04,15576394694
2018-01-05,16059789429
2018-01-08,16161394692
2018-01-09,16152157850
2018-01-10,16318421008
2018-01-11,16847999953
2018-01-12,16792578901
2018-01-16,16484684165
2018-01-17,16632473638
2018-01-18,16577052586
2018-01-19,16198342060
2018-01-22,16463131533
2018-01-23,16509315744
2018-01-24,16589368375
2018-01-25,16500078902
2018-01-26,16530868375
2018-01-29,16105973640
2018-01-30,15554842062
2018-01-31,15551763115
2018-02-01,15576394694
2018-02-02,14714289433
2018-02-05,13698236804
2018-02-06,14150842066
2018-02-07,13581236804
2018-02-08,13239473648
2018-02-09,12968526280
2018-02-12,13590473647
2018-02-13,13177894700
2018-02-14,13969184172
2018-02-15,14018447330
2018-02-16,14055394698
2018-02-20,14113894698
2018-02-21,13926078909
2018-02-22,14495684170
2018-02-23,14738921012
2018-02-26,14711210486
2018-02-27,14307868381
2018-02-28,13984578909
2018-03-01,14061552593
2018-03-02,14372526276
2018-03-05,14914421011
2018-03-06,14926736801
2018-03-07,14310947329
2018-03-08,14378684171
2018-03-09,14920578906
2018-03-12,14979078906
2018-03-13,14902105222
2018-03-14,14954447327
2018-03-15,15043736800
2018-03-16,15080684169
2018-03-19,14458736802
2018-03-20,14899026275
2018-03-21,15607184167
2018-03-22,15425526273
2018-03-23,15228473642
2018-03-26,15542526273
2018-03-27,15354710484
2018-03-28,15003710485
2018-03-29,15585631536
2018-04-02,14347916650
2018-04-03,14924791649
2018-04-04,15090458316
2018-04-05,15543083315
2018-04-06,15114124982
2018-04-09,15264999982
2018-04-10,15883291648
2018-04-11,16250124981
2018-04-12,16270833315
2018-04-13,16661333314
2018-04-16,16637666647
2018-04-17,16664291647
2018-04-18,17134666647
2018-04-19,17217499980
2018-04-20,17102124980
2018-04-23,17318083313
2018-04-24,17054791647
2018-04-25,17554749980
2018-04-26,17288499980
2018-04-27,16753041647
2018-04-30,16859541647
2018-05-01,17054791647
2018-05-02,17042958314
2018-05-03,17096208314
2018-05-04,17368374980
2018-05-07,17519249980
2018-05-08,18019208313
2018-05-09,18445208312
2018-05-10,18726249978
2018-05-11,18554666645
2018-05-14,18675958312
2018-05-15,18773583312
2018-05-16,18817958312
2018-05-17,19279458311
2018-05-18,19128583311
2018-05-21,19309041644
2018-05-22,18880083312
2018-05-23,18672999978
2018-05-24,18459999979
2018-05-25,17501499980
2018-05-29,17581374980
2018-05-30,18033999979
2018-05-31,17874249979
2018-06-01,18282499979
2018-06-04,17995541646
2018-06-05,18069499979
2018-06-06,18214458312
2018-06-07,18439291645
2018-06-08,18294333312
2018-06-11,18282499979
2018-06-12,17889041646
2018-06-13,17894958313
2018-06-14,18036958313
2018-06-15,17761833313
2018-06-18,18223333312
2018-06-19,18164166646
2018-06-20,18530999979
2018-06-21,18255874979
2018-06-22,19101958311
2018-06-25,18427458312
2018-06-26,18865291645
2018-06-27,19397791644
2018-06-28,19394833311
2018-06-29,19788291644
2018-07-02,19097127000
2018-07-03,19412028000
2018-07-05,19535634000
2018-07-06,19879965000
2018-07-09,20368503000
2018-07-10,20483280000
2018-07-11,19665125999
2018-07-12,19641582000
2018-07-13,19582722000
2018-07-16,18799884000
2018-07-17,18676278000
