,TSCO
2018-10-04,10694407600
2018-10-05,10706622800
2018-10-08,10832439360
2018-10-09,10876414080
2018-10-10,10360932640
2018-10-11,10411014960
2018-10-12,10586913840
2018-10-15,10574698640
2018-10-16,10856869760
2018-10-17,10756705120
2018-10-18,10706622800
2018-10-19,10610122720
2018-10-22,10674863280
2018-10-23,10687078480
2018-10-24,10282755360
2018-10-25,10880078640
2018-10-26,11096287680
2018-10-29,11477401920
2018-10-30,11408996800
2018-10-31,11224547280
2018-11-01,11289287840
2018-11-02,11459079120
2018-11-05,11463965200
2018-11-06,11382123360
2018-11-07,11696054000
2018-11-08,11802326240
2018-11-09,11864623760
2018-11-12,11749800880
2018-11-13,11698497040
2018-11-14,11505496880
2018-11-15,11396781600
2018-11-16,11318604320
2018-11-19,11269743520
2018-11-20,10723724080
2018-11-21,10871528000
2018-11-23,10908173600
2018-11-26,10853205200
2018-11-27,11085294000
2018-11-28,11610547600
2018-11-29,11564129840
2018-11-30,11620319760
2018-12-03,11694832480
2018-12-04,11358914480
2018-12-06,11283180240
2018-12-07,10845876080
2018-12-10,11008338240
2018-12-11,11033990160
2018-12-12,11207446000
2018-12-13,11239205520
2018-12-14,10894736880
2018-12-17,10629667040
2018-12-18,10527059360
2018-12-19,10507515040
2018-12-20,10128843840
2018-12-21,9812470160
2018-12-24,9614583920
2018-12-26,10123957760
2018-12-27,10221679360
2018-12-28,10164267920
2018-12-31,10113845840
2019-01-02,9967180530
2019-01-03,9779303480
2019-01-04,9980513740
2019-01-07,10127179050
2019-01-08,10121118500
2019-01-09,10256874820
2019-01-10,10262935370
2019-01-11,10340510410
2019-01-14,10413237010
2019-01-15,10539296450
2019-01-16,10561114430
2019-01-17,10727173500
2019-01-18,10845960280
2019-01-22,10831414960
2019-01-23,10790203220
2019-01-24,10616871490
2019-01-25,10860505600
2019-01-28,10801112210
2019-01-29,10896868900
2019-01-30,10862929820
2019-01-31,10351419400
2019-02-01,10541720670
2019-02-04,10770809460
2019-02-05,10859293490
2019-02-06,11033837330
2019-02-07,10999898250
2019-02-08,11190199520
2019-02-11,11416864090
2019-02-12,11582923160
2019-02-13,11615650130
2019-02-14,11609589580
2019-02-15,11827769380
2019-02-19,11765951770
2019-02-20,11824133050
2019-02-21,11758679110
2019-02-22,11641104440
2019-02-25,11490802800
2019-02-26,11490802800
2019-02-27,11558680960
2019-02-28,11557468850
2019-03-01,11510196560
2019-03-04,11379288680
2019-03-05,11334440610
2019-03-06,11174442090
2019-03-07,11179290530
2019-03-08,10956262290
2019-03-11,10850808720
2019-03-12,10978080270
2019-03-13,11093230720
2019-03-14,10957474400
2019-03-15,10843536060
2019-03-18,10889596240
2019-03-19,11049594760
2019-03-20,11039897880
2019-03-21,11436257850
2019-03-22,11233835480
2019-03-25,11399894550
2019-03-26,11507772340
2019-03-27,11492014910
2019-03-28,11544135640
2019-03-29,11849587360
2019-04-01,11734968790
2019-04-02,11695246360
2019-04-03,11805987680
2019-04-04,11987747890
2019-04-05,12173119230
2019-04-08,12238119570
2019-04-09,12149045030
2019-04-10,12177934070
2019-04-11,12392194450
2019-04-12,12548676750
2019-04-15,12577565790
2019-04-16,12660621780
2019-04-17,12506546900
2019-04-18,12409046390
2019-04-22,12233304730
2019-04-23,12418676070
2019-04-24,12525806260
2019-04-25,12646177260
2019-04-26,12654603230
2019-04-29,12601639990
2019-04-30,12458398500
2019-05-01,12153859870
2019-05-02,12401824130
2019-05-03,12502935770
2019-05-06,12409046390
2019-05-07,12115341150
2019-05-08,12216452790
2019-05-09,12335620080
2019-05-10,12364509120
2019-05-13,11950432880
2019-05-14,12116544860
2019-05-15,11948025460
2019-05-16,12162285840
2019-05-17,12118952280
2019-05-20,12189971170
2019-05-21,12462009630
2019-05-22,12386175900
2019-05-23,12281453130
2019-05-24,12174322940
2019-05-28,12061174200
2019-05-29,11949229170
2019-05-30,12129785670
2019-05-31,12130989380
2019-06-03,12185156330
2019-06-04,12535435940
2019-06-05,12600436280
2019-06-06,12912197170
2019-06-07,13068679470
2019-06-10,12896548940
2019-06-11,12919419430
2019-06-12,12913400880
2019-06-13,13019327360
2019-06-14,12776177940
2019-06-17,12533028520
2019-06-18,12647380970
2019-06-19,12788215040
2019-06-20,12852011670
2019-06-21,12850807960
2019-06-24,12862845060
2019-06-25,12835159730
2019-06-26,12843585700
2019-06-27,13024142200
2019-06-28,13096364800
2019-07-01,13157723160
2019-07-02,13147017120
2019-07-03,13085160000
2019-07-05,13141069320
2019-07-08,13129173720
2019-07-09,13097055600
2019-07-10,13004269920
2019-07-11,13147017120
2019-07-12,13438459320
2019-07-15,13258835760
2019-07-16,13359948360
2019-07-17,13217201160
2019-07-18,13350431880
2019-07-19,13378981320
2019-07-22,13412289000
2019-07-23,13245750600
2019-07-24,13381360440
2019-07-25,13260025320
2019-07-26,13079212200
2019-07-29,13138690200
2019-07-30,12995943000
2019-07-31,12943602360
2019-08-01,12842489760
2019-08-02,12735429360
2019-08-05,12222729000
2019-08-06,12574838760
2019-08-07,12571270080
2019-08-08,12975720480
2019-08-09,12797286480
2019-08-12,12195369120
2019-08-13,12399973440
2019-08-14,11876567040
2019-08-15,11819468160
2019-08-16,11961025800
2019-08-19,12039536760
2019-08-20,11999091720
2019-08-21,12052621920
2019-08-22,12068086200
2019-08-23,11522078160
2019-08-26,11759990160
2019-08-27,11824226400
2019-08-28,12160871880
2019-08-29,12385698720
2019-08-30,12119237280
2019-09-03,11918201640
2019-09-04,11931286800
2019-09-05,12250088880
2019-09-06,12316704240
2019-09-09,12202506480
2019-09-10,12655728840
2019-09-11,12353580600
2019-09-12,11817089040
2019-09-13,11550627600
2019-09-16,11379330960
2019-09-17,11441188080
2019-09-18,11128333800
2019-09-19,10953468480
2019-09-20,10752432840
2019-09-23,10962984960
2019-09-24,10870199280
2019-09-25,10778603160
2019-09-26,10582325760
2019-09-27,10588273560
2019-09-30,10705382800
2019-10-01,10629626000
2019-10-02,10720770900
2019-10-03,11027349200
2019-10-04,11021430700
2019-10-07,10895958500
2019-10-08,10898325900
2019-10-09,11007226300
2019-10-10,11022614400
2019-10-11,11163474700
2019-10-14,11097187500
2019-10-15,11101922300
2019-10-16,11061676500
2019-10-17,10996573000
2019-10-18,11046288400
2019-10-21,10942122800
2019-10-22,11143351800
2019-10-23,11259354400
2019-10-24,11600260000
2019-10-25,11417970200
2019-10-28,11329192700
2019-10-29,11299600200
2019-10-30,11483073700
2019-10-31,11247517400
2019-11-01,11337478600
2019-11-04,11434542000
2019-11-05,11549360900
2019-11-06,11355234100
2019-11-07,11233313000
2019-11-08,11223843400
2019-11-11,11416786500
2019-11-12,11438093100
2019-11-13,11473604100
2019-11-14,11548177200
2019-11-15,11658261300
2019-11-18,11576586000
2019-11-19,11427439800
2019-11-20,11465318200
2019-11-21,11458216000
2019-11-22,11506747700
2019-11-25,11329192700
2019-11-26,11351683000
2019-11-27,11303151300
2019-11-29,11178862800
2019-12-02,11337478600
2019-12-03,11203720500
2019-12-04,11330376400
2019-12-05,11415602800
2019-12-06,11541075000
2019-12-09,11544626100
2019-12-10,11505564000
2019-12-11,11485441100
2019-12-12,11632219900
2019-12-13,11236864100
2019-12-16,11093636400
2019-12-17,11061676500
2019-12-18,11021430700
2019-12-19,10867549700
2019-12-20,10910162900
2019-12-23,10906611800
2019-12-24,11074697200
2019-12-26,10946857600
2019-12-27,10925551000
2019-12-30,10844960200
2019-12-31,10907998720
2020-01-02,10869475180
2020-01-03,10735226480
2020-01-06,10699037700
2020-01-07,10507587380
2020-01-08,10706041980
2020-01-09,10600977780
2020-01-10,10654677260
2020-01-13,10551947820
2020-01-14,10527432840
2020-01-15,10551947820
2020-01-16,10633664420
2020-01-17,10832119020
2020-01-21,10931346320
2020-01-22,10841458060
2020-01-23,10933681080
2020-01-24,10923174660
2020-01-27,10972204620
2020-01-28,11088942620
2020-01-29,11092444760
2020-01-30,10953526540
2020-01-31,10850797100
2020-02-03,11021234580
2020-02-04,10634831800
2020-02-05,10969869860
2020-02-06,11275723420
2020-02-07,11271053900
2020-02-10,11385457140
2020-02-11,11390126660
2020-02-12,11502195140
2020-02-13,11470675880
2020-02-14,11460169460
2020-02-18,11420478540
2020-02-19,11515036320
2020-02-20,11557062000
2020-02-21,11648117640
2020-02-24,11260547480
2020-02-25,10874144700
2020-02-26,10680359620
2020-02-27,10556617340
2020-02-28,10332480380
2020-03-02,10679192240
2020-03-03,10872977320
2020-03-04,11247706300
2020-03-05,10932513700
2020-03-06,10679192240
2020-03-09,9437099920
2020-03-10,10150369100
2020-03-11,9724275400
2020-03-12,8931624380
2020-03-13,8896602980
2020-03-16,7863471680
2020-03-17,8239368040
2020-03-18,8464672380
2020-03-19,8917615820
2020-03-20,8861581580
2020-03-23,9112568280
2020-03-24,9341374760
2020-03-25,8980654340
2020-03-26,9745288240
2020-03-27,9700927800
2020-03-30,9916271600
2020-03-31,9800359600
2020-04-01,9736608000
2020-04-02,9753994800
2020-04-03,9215004000
2020-04-06,10195619520
2020-04-07,10025228880
2020-04-08,10513218400
2020-04-09,10226915760
2020-04-13,10393829040
2020-04-14,10775179520
2020-04-15,10517854880
2020-04-16,10571174400
2020-04-17,10747360640
2020-04-20,10829658160
2020-04-21,10794884560
2020-04-22,11061482160
2020-04-23,11020912960
2020-04-24,11820705760
2020-04-27,11949368080
2020-04-28,11931981280
2020-04-29,11721021440
2020-04-30,11756954160
2020-05-01,11833456080
2020-05-04,11874025280
2020-05-05,12182351200
2020-05-06,12176555600
2020-05-07,12190465040
2020-05-08,12426925520
2020-05-11,12643680960
2020-05-12,12487199760
2020-05-13,12344628000
2020-05-14,12382878960
2020-05-15,12949688640
2020-05-18,12722501120
2020-05-19,12641362720
2020-05-20,12494154480
2020-05-21,12628612400
2020-05-22,12964757200
2020-05-26,12890573520
2020-05-27,13881621120
2020-05-28,13791209760
2020-05-29,14143582240
2020-06-01,14217765920
2020-06-02,14345269120
2020-06-03,14242107440
2020-06-04,14185310560
2020-06-05,14156332560
2020-06-08,14169082880
2020-06-09,14192265280
2020-06-10,14058966480
2020-06-11,13817869520
2020-06-12,13729776400
2020-06-15,14079830640
2020-06-16,14354542080
2020-06-17,14465817600
2020-06-18,14563183680
2020-06-19,14798485040
2020-06-22,15080151200
2020-06-23,14982785119
2020-06-24,15223882080
2020-06-25,15163607840
2020-06-26,15066241759
2020-06-29,15311375790
2020-06-30,15332316810
2020-07-01,15435858520
2020-07-02,15409100549
2020-07-06,15561504639
2020-07-07,15616183969
2020-07-08,15776731790
2020-07-09,16019880299
2020-07-10,16103644379
2020-07-13,15773241620
2020-07-14,16247904740
2020-07-15,16194388799
2020-07-16,16537588850
2020-07-17,16377041030
2020-07-20,16833089910
2020-07-21,16755142780
2020-07-22,16979677049
2020-07-23,16985494000
2020-07-24,17047153670
2020-07-27,16636477000
2020-07-28,16644620730
2020-07-29,16922670940
2020-07-30,16685339379
2020-07-31,16606228860
2020-08-03,17150695379
2020-08-04,17244929970
2020-08-05,17128590969
2020-08-06,17234459460
2020-08-07,17229805900
2020-08-10,17119283850
2020-08-11,16881952290
2020-08-12,17343818120
2020-08-13,17300772690
2020-08-14,17287975400
2020-08-17,17867343620
2020-08-18,17802193780
2020-08-19,17906898880
2020-08-20,17721919870
2020-08-21,17832441920
2020-08-24,17860363280
2020-08-25,17831278530
2020-08-26,17989499570
2020-08-27,17569515780
2020-08-28,17091362490
2020-08-31,17314733370
2020-09-01,17336837780
2020-09-02,17404314400
2020-09-03,16936631620
2020-09-04,16529445120
2020-09-08,15910521639
2020-09-09,16471275620
2020-09-10,16031514200
2020-09-11,16014063350
2020-09-14,16071069459
2020-09-15,16389838320
2020-09-16,16083866750
2020-09-17,16072232850
2020-09-18,16067579290
2020-09-21,16003592840
2020-09-22,16474765790
2020-09-23,16279316270
2020-09-24,16085030139
2020-09-25,16195552190
2020-09-28,16544193840
2020-09-29,16423042159
2020-09-30,16697963280
2020-10-01,16547688600
2020-10-02,16381105040
2020-10-05,16821444800
2020-10-06,16515070840
2020-10-07,16983368680
2020-10-08,17382936240
2020-10-09,17465645560
2020-10-12,17583302480
2020-10-13,17813956640
2020-10-14,17693969880
2020-10-15,17718433200
2020-10-16,17833760280
2020-10-19,17587962160
2020-10-20,17438852400
2020-10-21,17371287040
2020-10-22,15961733840
2020-10-23,16287911440
2020-10-26,15825438200
2020-10-27,15628566720
2020-10-28,15442179520
2020-10-29,15495765840
2020-10-30,15517899320
2020-11-02,15540032800
2020-11-03,15841747080
2020-11-04,15823108360
2020-11-05,16190058159
2020-11-06,16361301399
2020-11-09,15097363200
2020-11-10,15124156360
2020-11-11,15498095680
2020-11-12,15238318520
2020-11-13,15374614159
2020-11-16,15472467440
2020-11-17,15339666560
2020-11-18,14959902639
2020-11-19,15289575000
2020-11-20,15109012399
2020-11-23,15595948960
2020-11-24,15612257840
2020-11-25,15598278800
2020-11-27,16235490040
2020-11-30,16403238520
2020-12-01,16270437639
2020-12-02,15932610840
2020-12-03,15703121600
2020-12-04,15654194960
2020-12-07,15985032240
2020-12-08,15908147520
2020-12-09,15793985360
2020-12-10,15837087399
2020-12-11,16152780720
2020-12-14,16370620760
2020-12-15,16440515960
2020-12-16,16801641159
2020-12-17,16950750919
2020-12-18,17133643360
2020-12-21,17318865640
2020-12-22,17447006840
2020-12-23,17112674800
2020-12-24,17110344960
2020-12-28,16643563370
2020-12-29,16609879000
2020-12-30,16582002279
2020-12-31,16328788740
2021-01-04,16227735630
2021-01-05,16341565570
2021-01-06,16943238110
2021-01-07,17088429360
2021-01-08,17342804430
2021-01-11,17364873500
2021-01-12,17626217750
2021-01-13,17792316540
2021-01-14,18170975320
2021-01-15,18291774440
2021-01-19,18288289850
2021-01-20,18044368550
2021-01-21,18024622540
2021-01-22,18075729860
2021-01-25,18136129420
2021-01-26,17642479170
2021-01-27,17855039160
2021-01-28,17357904320
2021-01-29,16463526220
2021-02-01,16228897160
2021-02-02,16630786540
2021-02-03,16835215820
2021-02-04,16986214720
2021-02-05,17597179500
2021-02-08,18265059250
2021-02-09,18410250500
2021-02-10,18172136850
2021-02-11,18274351490
2021-02-12,18576349290
2021-02-16,18809816820
2021-02-17,19775048250
2021-02-18,19965539170
2021-02-19,19901655020
2021-02-22,19158275820
2021-02-23,19188475600
2021-02-24,18709925240
2021-02-25,18721540540
2021-02-26,18463680880
2021-03-01,18879508620
2021-03-02,18457873230
2021-03-03,18013007240
2021-03-04,17621571630
2021-03-05,18098960460
2021-03-08,18700633000
2021-03-09,18654171800
2021-03-10,19454465970
2021-03-11,19772725190
2021-03-12,19862163000
2021-03-15,19862163000
2021-03-16,19771563660
2021-03-17,19559003670
2021-03-18,19663541370
2021-03-19,20092145940
2021-03-22,20157191620
2021-03-23,20052653920
2021-03-24,19636826180
2021-03-25,20029423320
2021-03-26,20730987440
2021-03-29,20227716770
2021-03-30,20384297650
2021-03-31,20387751640
2021-04-01,20320974500
2021-04-05,20764236550
2021-04-06,20667524830
2021-04-07,20385448980
2021-04-08,20338244450
2021-04-09,20457982770
2021-04-12,20509792620
2021-04-13,20601899020
2021-04-14,20477555380
2021-04-15,20371633020
2021-04-16,20848283640
2021-04-19,21078549640
2021-04-20,20844829650
2021-04-21,20742361280
2021-04-22,21657668630
2021-04-23,21803887540
2021-04-26,21984646350
2021-04-27,21932836500
2021-04-28,21714083800
2021-04-29,21932836500
2021-04-30,21714083800
2021-05-03,22202247720
2021-05-04,22379552540
2021-05-05,22406033130
2021-05-06,22438270370
2021-05-07,22503896180
2021-05-10,22531528100
2021-05-11,22020337580
2021-05-12,21001410530
2021-05-13,21476909820
2021-05-14,21631188040
2021-05-17,21459639870
2021-05-18,21294999680
2021-05-19,20786111820
2021-05-20,21172958700
2021-05-21,21108484220
2021-05-24,20928876740
2021-05-25,20769993200
2021-05-26,21071641660
2021-05-27,21042858410
2021-05-28,20919666100
2021-06-01,20938087380
2021-06-02,20856342950
2021-06-03,20489068680
2021-06-04,20845980980
2021-06-07,20862099600
2021-06-08,20888580190
2021-06-09,20843678320
2021-06-10,20705518720
2021-06-11,21206347270
2021-06-14,21086608950
2021-06-15,20687097440
2021-06-16,20504035970
2021-06-17,20126399730
2021-06-18,19719980240
2021-06-21,20190874210
2021-06-22,20773447190
2021-06-23,20664070840
2021-06-24,20834467680
2021-06-25,20757328570
2021-06-28,20954209350
2021-06-29,21363127690
2021-06-30,21252331380
2021-07-01,21456790550
2021-07-02,21447652710
2021-07-06,21291167200
2021-07-07,21430519260
2021-07-08,21264895910
2021-07-09,21349420930
2021-07-12,21334571940
2021-07-13,21324291870
2021-07-14,21384830060
2021-07-15,21584720310
2021-07-16,21588147000
2021-07-19,20667509620
2021-07-20,20975911720
2021-07-21,20691496450
2021-07-22,20836559660
2021-07-23,21439657100
2021-07-26,21481919610
2021-07-27,21058152280
2021-07-28,20958778270
2021-07-29,20672078540
2021-07-30,20666367390
2021-08-02,20652660630
2021-08-03,21314011800
2021-08-04,21180370890
2021-08-05,21481919610
2021-08-06,21390541210
2021-08-09,21425950340
2021-08-10,21778899410
2021-08-11,22184391060
2021-08-12,22105577190
2021-08-13,22150124160
2021-08-16,22475659710
2021-08-17,21809739620
2021-08-18,22046181230
2021-08-19,22266631620
2021-08-20,22628718530
2021-08-23,22274627230
2021-08-24,22105577190
2021-08-25,22180964370
2021-08-26,21671529790
2021-08-27,21976505200
2021-08-30,22116999490
2021-08-31,22187817750
2021-09-01,22338592110
2021-09-02,22342018800
2021-09-03,22707532400
2021-09-07,22617296230
2021-09-08,22772639510
2021-09-09,23036494640
2021-09-10,23398581550
2021-09-13,23082183840
2021-09-14,23445412980
2021-09-15,23423710610
2021-09-16,23920580660
2021-09-17,23662436680
2021-09-20,23483106570
2021-09-21,23646445460
2021-09-22,24200427010
2021-09-23,23999394530
2021-09-24,24069070560
2021-09-27,23905517080
2021-09-28,23532686040
2021-09-29,23658857520
2021-09-30,23030273480
2021-10-01,22888188480
2021-10-04,22278928000
2021-10-05,22455113400
2021-10-06,22352812200
2021-10-07,22506264000
2021-10-08,22133432960
2021-10-11,21998168040
2021-10-12,21970887720
2021-10-13,22158439920
2021-10-14,22425559720
2021-10-15,22423286360
2021-10-18,23245106000
2021-10-19,23134848040
2021-10-20,22995036400
2021-10-21,23918020560
2021-10-22,23666814280
2021-10-25,23987358040
2021-10-26,23508815760
2021-10-27,23519045880
2021-10-28,23880510120
2021-10-29,24685279560
2021-11-01,24305628440
2021-11-02,24511367520
2021-11-03,24526144360
2021-11-04,24787580760
2021-11-05,25012643400
2021-11-08,25166095200
2021-11-09,25104714480
2021-11-10,24695509680
2021-11-11,24851234840
2021-11-12,25138814880
2021-11-15,25335460520
2021-11-16,26039065440
2021-11-17,25726478440
2021-11-18,26056115640
2021-11-19,26207294080
2021-11-22,26028835320
2021-11-23,25609400400
2021-11-24,25668507760
2021-11-26,25957224480
2021-11-29,25768535600
2021-11-30,25612810440
2021-12-01,25452538560
2021-12-02,25876520200
2021-12-03,25911757280
2021-12-06,25854923280
2021-12-07,26523291120
2021-12-08,26732440240
2021-12-09,26170920320
2021-12-10,26633549080
2021-12-13,26502830880
2021-12-14,26619908920
2021-12-15,26935905960
2021-12-16,26491464080
2021-12-17,25762852200
2021-12-20,25268396400
2021-12-21,25352510720
2021-12-22,25840146440
2021-12-23,25946994360
2021-12-27,26047550570
2021-12-28,26013791270
2021-12-29,26642839560
2021-12-30,26638338320
2021-12-31,26849896600
2022-01-03,26525807320
2022-01-04,26591075300
2022-01-05,25853997250
2022-01-06,26029545610
2022-01-07,25699829780
2022-01-10,25588424090
2022-01-11,25409499800
2022-01-12,25759471210
2022-01-13,25971029490
2022-01-14,24978506070
2022-01-18,24917739330
2022-01-19,24831090460
2022-01-20,23619131590
2022-01-21,23531357410
2022-01-24,24438357270
2022-01-25,23897083160
2022-01-26,23307420720
2022-01-27,23547111750
2022-01-28,24176160040
2022-01-31,24566642610
2022-02-01,24791704610
2022-02-02,24856972590
2022-02-03,24696053260
2022-02-04,24411349830
2022-02-07,24487870910
2022-02-08,24976255450
2022-02-09,25258708260
2022-02-10,24822087980
2022-02-11,24693802640
2022-02-14,24523880830
2022-02-15,24701679810
2022-02-16,24199791550
2022-02-17,24023117880
2022-02-18,24101889580
2022-02-22,22546711160
2022-02-23,21582320490
2022-02-24,21986306780
2022-02-25,22581595770
2022-02-28,22932692490
2022-03-01,23089110580
2022-03-02,23372688700
2022-03-03,24155904460
2022-03-04,24974004830
2022-03-07,25598551880
2022-03-08,24676922990
2022-03-09,25302595350
2022-03-10,25763972450
2022-03-11,25490522120
2022-03-14,25245204540
2022-03-15,25643564280
2022-03-16,25558040720
2022-03-17,26174710600
2022-03-18,26279364430
2022-03-21,26061054290
2022-03-22,26085811110
2022-03-23,26120695720
2022-03-24,26256858230
2022-03-25,26129698200
2022-03-28,25914545700
2022-03-29,26039526500
2022-03-30,25983731500
2022-03-31,26041758300
2022-04-01,25298568900
2022-04-04,25406811200
2022-04-05,25051955000
2022-04-06,25098822800
2022-04-07,25775058200
2022-04-08,26377644200
2022-04-11,26235924900
2022-04-12,26412237100
2022-04-13,26489234200
2022-04-14,25468185700
2022-04-18,24274172700
2022-04-19,24733923500
2022-04-20,24671433100
2022-04-21,24458296200
2022-04-22,23060073500
2022-04-25,23429436400
2022-04-26,22973033300
2022-04-27,22909427000
2022-04-28,23264283200
2022-04-29,22479805500
2022-05-02,23023248800
2022-05-03,22951831200
2022-05-04,23727381700
2022-05-05,22788909800
2022-05-06,22603670400
2022-05-09,22121601600
2022-05-10,22102631300
2022-05-11,21376180400
2022-05-12,21930782700
2022-05-13,22524441500
2022-05-16,22944019900
2022-05-17,23168315800
2022-05-18,20268091700
2022-05-19,20505778400
2022-05-20,20081736400
2022-05-23,19733575600
2022-05-24,19029442700
2022-05-25,19725764300
2022-05-26,20744581000
2022-05-27,21473263700
2022-05-31,20907502400
2022-06-01,21275749400
2022-06-02,21793527000
2022-06-03,21697559600
2022-06-06,22216453100
2022-06-07,22441864900
2022-06-08,22133876500
2022-06-09,22502123500
2022-06-10,21793527000
2022-06-13,21428627700
2022-06-14,21444250300
2022-06-15,21886146700
2022-06-16,21273517600
2022-06-17,21060380700
2022-06-21,21803570100
2022-06-22,21426395900
2022-06-23,22181860200
2022-06-24,22649422300
2022-06-27,22450461110
2022-06-28,21645610250
2022-06-29,21679977160
2022-06-30,21490404850
2022-07-01,21763122910
2022-07-05,21953803830
2022-07-06,21900590550
2022-07-07,22553561840
2022-07-08,22611209560
2022-07-11,22549127400
2022-07-12,21787512330
2022-07-13,21898373330
2022-07-14,22369532580
2022-07-15,22526955200
2022-07-18,22559104890
2022-07-19,22796347430
2022-07-20,22982593910
2022-07-21,21997039620
2022-07-22,21605700290
2022-07-25,21492622070
2022-07-26,20358514040
2022-07-27,20723246730
2022-07-28,21153387410
2022-07-29,21227664280
2022-08-01,21494839290
2022-08-02,20886212400
2022-08-03,21165582120
2022-08-04,20824130240
2022-08-05,20992638960
2022-08-08,21277551730
2022-08-09,21137866870
2022-08-10,21318570300
2022-08-11,21606808900
2022-08-12,21831856730
2022-08-15,21973758810
2022-08-16,22696572530
2022-08-17,22714310290
2022-08-18,22749785810
2022-08-19,22536932690
2022-08-22,22277517950
2022-08-23,22175525830
2022-08-24,22058013170
2022-08-25,22208784130
2022-08-26,21181102660
2022-08-29,21078001930
2022-08-30,20851845490
2022-08-31,20525914150
2022-09-01,20858497150
2022-09-02,20797523600
2022-09-06,20846302440
2022-09-07,21757579860
2022-09-08,22148919190
2022-09-09,22274192120
2022-09-12,22465981650
2022-09-13,21463798210
2022-09-14,20953837610
2022-09-15,20837433560
2022-09-16,21065807220
2022-09-19,21393955780
2022-09-20,21107934400
2022-09-21,21059155560
2022-09-22,20887321010
2022-09-23,20574692990
2022-09-26,20550476970
2022-09-27,20824350810
2022-09-28,21231848580
2022-09-29,20705083170
2022-09-30,20527286040
2022-10-03,21437253960
2022-10-04,21853586370
2022-10-05,22262188470
2022-10-06,22095434640
2022-10-07,21492470460
2022-10-10,21604007790
2022-10-11,22170529080
2022-10-12,22485263130
2022-10-13,22406855700
2022-10-14,21940828440
2022-10-17,22275440430
2022-10-18,22400229720
2022-10-19,21680206560
2022-10-20,20930366490
2022-10-21,21796161210
2022-10-24,22951290390
2022-10-25,23664687570
2022-10-26,23849110680
2022-10-27,23807146140
2022-10-28,24642019620
2022-10-31,24269860410
2022-11-01,24353789490
2022-11-02,23346640530
2022-11-03,23335597230
2022-11-04,22811040480
2022-11-07,23079392670
2022-11-08,22876195950
2022-11-09,22462072200
2022-11-10,23256085470
2022-11-11,23086018650
2022-11-14,23497933740
2022-11-15,23875614600
2022-11-16,24195870300
2022-11-17,23729843040
2022-11-18,24279799380
2022-11-21,24343850520
2022-11-22,24686192820
2022-11-23,24931354080
2022-11-25,24739200660
2022-11-28,24502874040
2022-11-29,24185931330
2022-11-30,24992092230
2022-12-01,24806564790
2022-12-02,24840799020
2022-12-05,24400171350
2022-12-06,23978317290
2022-12-07,24001508220
2022-12-08,24242252160
2022-12-09,24109732560
2022-12-12,23684565510
2022-12-13,23654748600
2022-12-14,23778433560
2022-12-15,23634870660
2022-12-16,23247250830
2022-12-19,23352162180
2022-12-20,23213016600
2022-12-21,23660270250
2022-12-22,23527750650
2022-12-23,23970586980
2022-12-27,24636497970
2022-12-28,24284216700
2022-12-29,25066082340
2022-12-30,24844112010
2023-01-03,24559843100
2023-01-04,24373867050
2023-01-05,24169183350
2023-01-06,24390373800
2023-01-09,23932586600
2023-01-10,24401378300
2023-01-11,24385972000
2023-01-12,24291333300
2023-01-13,24329849050
2023-01-17,24098754550
2023-01-18,23629962850
2023-01-19,22763908700
2023-01-20,23337243150
2023-01-23,23712496600
2023-01-24,23644268700
2023-01-25,23529821900
2023-01-26,24949402400
2023-01-27,24833855150
2023-01-30,24516925550
2023-01-31,25089159550
2023-02-01,25313651350
2023-02-02,25409390500
2023-02-03,25151885200
2023-02-06,25576658900
2023-02-07,25610772850
2023-02-08,25446805800
2023-02-09,25724119200
2023-02-10,25640485000
2023-02-13,26099372650
2023-02-14,26189609550
2023-02-15,26367882450
2023-02-16,26078464100
2023-02-17,26300755000
2023-02-21,25754931800
2023-02-22,25619576450
2023-02-23,25640485000
2023-02-24,25369774300
2023-02-27,25797849350
2023-02-28,25669096700
2023-03-01,24843759200
2023-03-02,25144182050
2023-03-03,25327957200
2023-03-06,25166191050
2023-03-07,25148583850
2023-03-08,25139780250
2023-03-09,24970310950
2023-03-10,25006625800
2023-03-13,25082556850
2023-03-14,25271834250
2023-03-15,25465513450
2023-03-16,25895789400
2023-03-17,25578859800
2023-03-20,25551348550
2023-03-21,25934305150
2023-03-22,25182697800
2023-03-23,24937297450
2023-03-24,25003324450
2023-03-27,25285039650
2023-03-28,25256427950
2023-03-29,25358769800
2023-03-30,25353267550
2023-03-31,25864976800
2023-04-03,26443887160
2023-04-04,26217375340
2023-04-05,25663679780
2023-04-06,25784048380
2023-04-10,26103572300
2023-04-11,26262240000
2023-04-12,25456864640
2023-04-13,25831101560
2023-04-14,26037916700
2023-04-17,26397928240
2023-04-18,26832349460
2023-04-19,27008525320
2023-04-20,27247074000
2023-04-21,27202209340
2023-04-24,27353217220
2023-04-25,26740431620
2023-04-26,26611308940
2023-04-27,26162662340
2023-04-28,26087158400
2023-05-01,26147342700
2023-05-02,26475620700
2023-05-03,26624440060
2023-05-04,25914265320
2023-05-05,26298350580
2023-05-08,26338838200
2023-05-09,26449358460
2023-05-10,26685718620
2023-05-11,26461395320
2023-05-12,26253485920
2023-05-15,25335401780
2023-05-16,24763103800
2023-05-17,24611001660
2023-05-18,25229258560
2023-05-19,24536591980
2023-05-22,24377924280
2023-05-23,23913958040
