,CDNS
2013-12-04,3811929630
2013-12-05,3747510540
2013-12-06,3741908880
2013-12-09,3758713860
2013-12-10,3825933780
2013-12-11,3795124650
2013-12-12,3758713860
2013-12-13,3795124650
2013-12-16,3835736685
2013-12-17,3867946230
2013-12-18,3834336270
2013-12-19,3792323819
2013-12-20,3796525065
2013-12-23,3842738760
2013-12-24,3867946230
2013-12-26,3856742910
2013-12-27,3901556190
2013-12-30,3939793850
2013-12-31,3948242300
2014-01-02,3945426150
2014-01-03,3990484550
2014-01-06,4018646050
2014-01-07,4036951025
2014-01-08,4060888300
2014-01-09,4032726800
2014-01-10,4080601350
2014-01-13,4018646050
2014-01-14,4072152900
2014-01-15,4176350450
2014-01-16,4072152900
2014-01-17,4074969050
2014-01-21,4097498250
2014-01-22,4027094500
2014-01-23,3966547275
2014-01-24,3987668400
2014-01-27,3942610000
2014-01-28,3945426150
2014-01-29,3965139200
2014-01-30,4027094500
2014-01-31,3976403800
2014-02-03,3875022400
2014-02-04,3889103150
2014-02-05,3869390100
2014-02-06,3866573950
2014-02-07,3945426150
2014-02-10,4007381450
2014-02-11,4060888300
2014-02-12,4105946700
2014-02-13,4103130550
2014-02-14,4134108200
2014-02-18,4136924350
2014-02-19,4159453550
2014-02-20,4207328100
2014-02-21,4263651100
2014-02-24,4263651100
2014-02-25,4252386500
2014-02-26,4291812600
2014-02-27,4322790250
2014-02-28,4317157950
2014-03-03,4308709500
2014-03-04,4370664800
2014-03-05,4350951750
2014-03-06,4494575400
2014-03-07,4480494650
2014-03-10,4452333150
2014-03-11,4396010150
2014-03-12,4370664800
2014-03-13,4331238700
2014-03-14,4300261050
2014-03-17,4387561700
2014-03-18,4421355500
2014-03-19,4404458600
2014-03-20,4432620100
2014-03-21,4539633800
2014-03-24,4477678500
2014-03-25,4387561700
2014-03-26,4322790250
2014-03-27,4243938050
2014-03-28,4336871000
2014-03-31,4403165760
2014-04-01,4388998560
2014-04-02,4363497600
2014-04-03,4303995360
2014-04-04,4204824960
2014-04-07,4167990240
2014-04-08,4224659040
2014-04-09,4238826240
2014-04-10,4170823680
2014-04-11,4116988320
2014-04-14,4114154880
2014-04-15,4156656480
2014-04-16,4170823680
2014-04-17,4210491840
2014-04-21,4204824960
2014-04-22,4193491200
2014-04-23,4214742000
2014-04-24,4264327200
2014-04-25,4207658400
2014-04-28,4196324640
2014-04-29,4380498240
2014-04-30,4408832640
2014-05-01,4394665440
2014-05-02,4405999200
2014-05-05,4414499520
2014-05-06,4417332960
2014-05-07,4431500160
2014-05-08,4400332320
2014-05-09,4386165120
2014-05-12,4468334880
2014-05-13,4459834560
2014-05-14,4408832640
2014-05-15,4405999200
2014-05-16,4448500800
2014-05-19,4493835840
2014-05-20,4615673760
2014-05-21,4686509760
2014-05-22,4748845440
2014-05-23,4799847360
2014-05-27,4794180480
2014-05-28,4780013280
2014-05-29,4760179200
2014-05-30,4729011360
2014-06-02,4695010080
2014-06-03,4658175360
2014-06-04,4675176000
2014-06-05,4695010080
2014-06-06,4833848640
2014-06-09,4831015200
2014-06-10,4831015200
2014-06-11,4828181760
2014-06-12,4740345120
2014-06-13,4782846720
2014-06-16,4763012640
2014-06-17,4797013920
2014-06-18,4788513600
2014-06-19,4785680160
2014-06-20,4850849280
2014-06-23,4924518720
2014-06-24,4853682720
2014-06-25,4933019040
2014-06-26,4927352160
2014-06-27,4913184960
2014-06-30,4975240380
2014-07-01,4995152720
2014-07-02,4958172660
2014-07-03,4995152720
2014-07-07,4972395760
2014-07-08,4898435640
2014-07-09,4867144820
2014-07-10,4858610959
2014-07-11,4855766340
2014-07-14,4921192600
2014-07-15,4938260320
2014-07-16,4970973450
2014-07-17,4921192600
2014-07-18,4904124880
2014-07-21,4978085000
2014-07-22,4844387860
2014-07-23,4815941660
2014-07-24,4855766340
2014-07-25,4801718560
2014-07-28,4815941660
2014-07-29,4784650840
2014-07-30,4850077100
2014-07-31,4787495459
2014-08-01,4858610959
2014-08-04,4906969500
2014-08-05,4892746400
2014-08-06,4881367920
2014-08-07,4810252420
2014-08-08,4781806220
2014-08-11,4807407800
2014-08-12,4808830110
2014-08-13,4794607010
2014-08-14,4815941660
2014-08-15,4827320140
2014-08-18,4902702570
2014-08-19,4946794180
2014-08-20,4904124880
2014-08-21,5036399709
2014-08-22,5016487370
2014-08-25,4995152720
2014-08-26,4980929620
2014-08-27,4969551140
2014-08-28,4969551140
2014-08-29,5015065060
2014-09-02,5060578980
2014-09-03,5093292110
2014-09-04,5137383720
2014-09-05,5143072959
2014-09-08,5106092900
2014-09-09,5089025180
2014-09-10,5126005240
2014-09-11,5120316000
2014-09-12,5067690530
2014-09-15,5000841959
2014-09-16,5034977400
2014-09-17,5034977400
2014-09-18,5069112840
2014-09-19,4983774240
2014-09-22,4963861900
2014-09-23,4884212540
2014-09-24,4906969500
2014-09-25,4872834060
2014-09-26,4918347980
2014-09-29,4921891880
2014-09-30,4886400880
2014-10-01,4812579600
2014-10-02,4869365200
2014-10-03,4926150800
2014-10-06,4940347200
2014-10-07,4909115120
2014-10-08,5056757680
2014-10-09,4892079440
2014-10-10,4593955040
2014-10-13,4548526560
2014-10-14,4521553400
2014-10-15,4542848000
2014-10-16,4628026400
2014-10-17,4684812000
2014-10-20,4718883360
2014-10-21,4710365520
2014-10-22,4636544239
2014-10-23,4745856520
2014-10-24,4883561600
2014-10-27,4926150800
2014-10-28,4971579280
2014-10-29,4965900720
2014-10-30,4988614960
2014-10-31,5096507600
2014-11-03,5158971760
2014-11-04,5136257520
2014-11-05,5103605800
2014-11-06,5176007440
2014-11-07,5256926920
2014-11-10,5302355400
2014-11-11,5275382239
2014-11-12,5269703680
2014-11-13,5224275200
2014-11-14,5248409080
2014-11-17,5134837880
2014-11-18,5207239520
2014-11-19,5156132480
2014-11-20,5201560960
2014-11-21,5235632320
2014-11-24,5286739360
2014-11-25,5343524960
2014-11-26,5346364239
2014-11-28,5357721360
2014-12-01,5232793040
2014-12-02,5249828720
2014-12-03,5249828720
2014-12-04,5272542960
2014-12-05,5343524960
2014-12-08,5275382239
2014-12-09,5227114480
2014-12-10,5131998600
2014-12-11,5146195000
2014-12-12,5078052280
2014-12-15,5062436239
2014-12-16,5005650640
2014-12-17,5136257520
2014-12-18,5309453600
2014-12-19,5390373080
2014-12-22,5383274880
2014-12-23,5388953440
2014-12-24,5468453280
2014-12-26,5476971120
2014-12-29,5482649680
2014-12-30,5442899760
2014-12-31,5386114160
2015-01-02,5346364239
2015-01-05,5235223200
2015-01-06,5095806930
2015-01-07,5240913660
2015-01-08,5294973030
2015-01-09,5277901650
2015-01-12,5223842280
2015-01-13,5243758890
2015-01-14,5193967365
2015-01-15,5044592790
2015-01-16,5215306589
2015-01-20,5161247220
2015-01-21,5216729205
2015-01-22,5223842280
2015-01-23,5250871964
2015-01-26,5286437339
2015-01-27,5220997050
2015-01-28,5155556760
2015-01-29,5124259230
2015-01-30,5118568770
2015-02-02,5092961700
2015-02-03,5188276905
2015-02-04,5149866300
2015-02-05,4896640830
2015-02-06,4873878990
2015-02-09,4882414680
2015-02-10,4905176520
2015-02-11,5010450030
2015-02-12,5098652160
2015-02-13,5127104460
2015-02-17,5104342620
2015-02-18,5121414000
2015-02-19,5186854290
2015-02-20,5263675500
2015-02-23,5255139810
2015-02-24,5312044410
2015-02-25,5329115790
2015-02-26,5266520730
2015-02-27,5222419665
2015-03-02,5289282570
2015-03-03,5249449350
2015-03-04,5243758890
2015-03-05,5181163830
2015-03-06,5147021070
2015-03-09,5179741214
2015-03-10,5075890320
2015-03-11,5073045089
2015-03-12,5107187850
2015-03-13,5154134145
2015-03-16,5269365960
2015-03-17,5232377970
2015-03-18,5300663490
2015-03-19,5292127800
2015-03-20,5309199180
2015-03-23,5270788575
2015-03-24,5260830270
2015-03-25,5118568770
2015-03-26,5121414000
2015-03-27,5144175839
2015-03-30,5246604120
2015-03-31,5246604120
2015-04-01,5232377970
2015-04-02,5263675500
2015-04-06,5266582620
2015-04-07,5320789050
2015-04-08,5440613790
2015-04-09,5426348940
2015-04-10,5436334335
2015-04-13,5440613790
2015-04-14,5320789050
2015-04-15,5343612810
2015-04-16,5306524200
2015-04-17,5258023710
2015-04-20,5317936080
2015-04-21,5372142509
2015-04-22,5506232100
2015-04-23,5483408340
2015-04-24,5417790030
2015-04-27,5352171720
2015-04-28,5540467740
2015-04-29,5400672210
2015-04-30,5320789050
2015-05-01,5409231120
2015-05-04,5383554390
2015-05-05,5302244745
2015-05-06,5317936080
2015-05-07,5414937060
2015-05-08,5471996460
2015-05-11,5460584580
2015-05-12,5420643000
2015-05-13,5417790030
2015-05-14,5494820220
2015-05-15,5477702400
2015-05-18,5557585560
2015-05-19,5534761800
2015-05-20,5580409320
2015-05-21,5654586540
2015-05-22,5677410300
2015-05-26,5673130845
2015-05-27,5737322670
2015-05-28,5683116240
2015-05-29,5646027630
2015-06-01,5651733570
2015-06-02,5691675150
2015-06-03,5770131825
2015-06-04,5743028610
2015-06-05,5817205830
2015-06-08,5705940000
2015-06-09,5623203870
2015-06-10,5660292480
2015-06-11,5634615750
2015-06-12,5663145450
2015-06-15,5654586540
2015-06-16,5665998420
2015-06-17,5711645940
2015-06-18,5751587520
2015-06-19,5725910790
2015-06-22,5748734550
2015-06-23,5720204850
2015-06-24,5714498910
2015-06-25,5745881580
2015-06-26,5717351880
2015-06-29,5560438530
2015-06-30,5608939020
2015-07-01,5560438530
2015-07-02,5523349920
2015-07-06,5519772840
2015-07-07,5488442860
2015-07-08,5474201960
2015-07-09,5539710100
2015-07-10,5576736439
2015-07-13,5636548220
2015-07-14,5608066420
2015-07-15,5608066420
2015-07-16,5571040080
2015-07-17,5565343720
2015-07-20,5679270920
2015-07-21,5639396400
2015-07-22,5551102820
2015-07-23,5496987400
2015-07-24,5457112880
2015-07-27,5402997460
2015-07-28,5921366220
2015-07-29,5972633460
2015-07-30,5961240740
2015-07-31,5972633460
2015-08-03,5975481640
2015-08-04,5964088920
2015-08-05,6009659800
2015-08-06,5924214400
2015-08-07,5952696200
2015-08-10,6089408840
2015-08-11,6080864300
2015-08-12,6052382500
2015-08-13,6080864300
2015-08-14,6140676080
2015-08-17,6209032400
2015-08-18,6157765160
2015-08-19,6160613340
2015-08-20,5830224460
2015-08-21,5639396400
2015-08-24,5411542000
2015-08-25,5340337500
2015-08-26,5556799180
2015-08-27,5679270920
2015-08-28,5736234520
2015-08-31,5702056360
2015-09-01,5616610960
2015-09-02,5676422740
2015-09-03,5844465360
2015-09-04,5778957220
2015-09-08,5938455300
2015-09-09,5870098980
2015-09-10,5915669860
2015-09-11,5881491700
2015-09-14,5887188060
2015-09-15,6021052520
2015-09-16,6038141600
2015-09-17,6018204340
2015-09-18,5927062580
2015-09-21,6003963439
2015-09-22,6040989780
2015-09-23,6032445240
2015-09-24,5995418900
2015-09-25,5968361189
2015-09-28,5833072640
2015-09-29,5821679920
2015-09-30,5890036240
2015-10-01,5844465360
2015-10-02,5927062580
2015-10-05,6335322900
2015-10-06,6341271560
2015-10-07,6365066200
2015-10-08,6356143210
2015-10-09,6469167750
2015-10-12,6442398780
2015-10-13,6433475790
2015-10-14,6347220220
2015-10-15,6362091870
2015-10-16,6350194550
2015-10-19,6308553930
2015-10-20,6287733620
2015-10-21,6246093000
2015-10-22,6281784960
2015-10-23,6363579035
2015-10-26,6350194550
2015-10-27,6469167750
2015-10-28,6665473530
2015-10-29,6555423320
2015-10-30,6608961260
2015-11-02,6620858580
2015-11-03,6620858580
2015-11-04,6677370850
2015-11-05,6680345180
2015-11-06,6754703430
2015-11-09,6716037139
2015-11-10,6775523740
2015-11-11,6710088480
2015-11-12,6671422190
2015-11-13,6629781570
2015-11-16,6689268170
2015-11-17,6724960130
2015-11-18,6814190030
2015-11-19,6879625290
2015-11-20,6385886510
2015-11-23,6457270430
2015-11-24,6460244760
2015-11-25,6567320639
2015-11-27,6653576210
2015-11-30,6632755900
2015-12-01,6623832910
2015-12-02,6608961260
2015-12-03,6311528260
2015-12-04,6439424450
2015-12-07,6412655480
2015-12-08,6394809500
2015-12-09,6278810630
2015-12-10,6287733620
2015-12-11,6272861970
2015-12-14,6302605270
2015-12-15,6427527130
2015-12-16,6475116410
2015-12-17,6347220220
2015-12-18,6246093000
2015-12-21,6222298360
2015-12-22,6299630940
2015-12-23,6341271560
2015-12-24,6332348570
2015-12-28,6308553930
2015-12-29,6326399910
2015-12-30,6311528260
2015-12-31,6189580730
2016-01-04,6089505950
2016-01-05,6092472100
2016-01-06,5991623000
2016-01-07,5858146250
2016-01-08,5706872600
2016-01-11,5718737200
2016-01-12,5677211100
2016-01-13,5534835900
2016-01-14,5748398700
2016-01-15,5635685000
2016-01-19,5591192750
2016-01-20,5647549600
2016-01-21,5614921950
2016-01-22,5789924800
2016-01-25,5597125050
2016-01-26,5724669500
2016-01-27,5588226600
2016-01-28,5632718850
2016-01-29,5801789400
2016-02-01,5795857100
2016-02-02,5703906450
2016-02-03,5703906450
2016-02-04,6050946000
2016-02-05,5932300000
2016-02-08,5813654000
2016-02-09,5878909300
2016-02-10,6062810600
2016-02-11,5976792250
2016-02-12,6015352200
2016-02-16,6113235150
2016-02-17,6214084250
2016-02-18,6163659700
2016-02-19,6214084250
2016-02-22,6303068750
2016-02-23,6258576500
2016-02-24,6317899500
2016-02-25,6409850150
2016-02-26,6415782450
2016-02-29,6392053250
2016-03-01,6516631550
2016-03-02,6575954550
2016-03-03,6572988400
2016-03-04,6614514500
2016-03-07,6605616050
2016-03-08,6507733100
2016-03-09,6528496150
2016-03-10,6596717600
2016-03-11,6685702100
2016-03-14,6706465150
2016-03-15,6721295900
2016-03-16,6828077300
2016-03-17,6872569550
2016-03-18,6872569550
2016-03-21,6801381950
2016-03-22,6801381950
2016-03-23,6786551200
2016-03-24,6822145000
2016-03-28,6813246550
2016-03-29,6997147850
2016-03-30,6931892550
2016-03-31,6994181699
2016-04-01,7011978600
2016-04-04,6786898050
2016-04-05,6772488500
2016-04-06,6760960860
2016-04-07,6688913110
2016-04-08,6746551310
2016-04-11,6694676930
2016-04-12,6622629180
2016-04-13,6723496029
2016-04-14,6720614120
2016-04-15,6760960860
2016-04-18,6809953330
2016-04-19,6807071420
2016-04-20,6775370410
2016-04-21,6795543779
2016-04-22,6841654340
2016-04-25,6858945800
2016-04-26,6781134230
2016-04-27,6838772430
2016-04-28,6729259850
2016-04-29,6683149290
2016-05-02,6784016140
2016-05-03,6732141760
2016-05-04,6668739740
2016-05-05,6645684460
2016-05-06,6729259850
2016-05-09,6804189510
2016-05-10,6812835240
2016-05-11,6801307600
2016-05-12,6758078950
2016-05-13,6824362880
2016-05-16,6902174450
2016-05-17,6789779960
2016-05-18,6893528720
2016-05-19,6850300070
2016-05-20,7075089050
2016-05-23,7026096580
2016-05-24,7265295110
2016-05-25,7187483540
2016-05-26,7184601630
2016-05-27,7219184550
2016-05-31,7124081520
2016-06-01,7129845340
2016-06-02,7126963430
2016-06-03,7118317700
2016-06-06,7170192080
2016-06-07,7164428260
2016-06-08,7170192080
2016-06-09,7164428260
2016-06-10,7118317700
2016-06-13,7086616690
2016-06-14,7028978490
2016-06-15,7017450850
2016-06-16,7031860400
2016-06-17,6991513660
2016-06-20,7054915680
2016-06-21,7043388040
2016-06-22,7000159390
2016-06-23,7095262420
2016-06-24,6853181980
2016-06-27,6648566370
2016-06-28,6801307600
2016-06-29,6902174450
2016-06-30,7003041300
2016-07-01,7026096580
2016-07-05,6847176800
2016-07-06,6858401680
2016-07-07,6897688759
2016-07-08,7029581100
2016-07-11,7122186360
2016-07-12,7178310759
2016-07-13,7158667220
2016-07-14,7220404060
2016-07-15,7178310759
2016-07-18,7200760520
2016-07-19,7268109800
2016-07-20,7327040420
2016-07-21,7251272480
2016-07-22,7315815540
2016-07-25,7332652860
2016-07-26,6807889720
2016-07-27,6785439960
2016-07-28,6737734220
2016-07-29,6748959100
2016-08-01,6777021300
2016-08-02,6720896900
2016-08-03,6796664840
2016-08-04,6827533259
2016-08-05,6925750960
2016-08-08,6928557180
2016-08-09,6911719860
2016-08-10,6925750960
2016-08-11,6959425600
2016-08-12,6934169620
2016-08-15,6945394500
2016-08-16,6838758140
2016-08-17,6852789240
2016-08-18,6948200720
2016-08-19,7012743780
2016-08-22,7001518900
2016-08-23,7082899280
2016-08-24,7074480620
2016-08-25,7136217460
2016-08-26,7175504540
2016-08-29,7175504540
2016-08-30,7161473440
2016-08-31,7139023680
2016-09-01,7158667220
2016-09-02,7270916020
2016-09-06,7251272480
2016-09-07,7290559560
2016-09-08,7214791620
2016-09-09,7026774880
2016-09-12,7096930380
2016-09-13,6908913640
2016-09-14,6844370580
2016-09-15,6967844259
2016-09-16,6799471060
2016-09-19,6847176800
2016-09-20,6875239000
2016-09-21,6920138520
2016-09-22,7037999759
2016-09-23,6962231820
2016-09-26,6953813160
2016-09-27,7057643300
2016-09-28,7105349040
2016-09-29,7077286840
2016-09-30,7164279660
2016-10-03,6926206980
2016-10-04,6909852300
2016-10-05,6942561660
2016-10-06,6948013220
2016-10-07,6958916340
2016-10-10,7155172500
2016-10-11,6994351480
2016-10-12,7018883500
2016-10-13,7065221760
2016-10-14,7084302220
2016-10-17,7073399100
2016-10-18,7152446720
2016-10-19,7125188920
2016-10-20,7037963960
2016-10-21,7007980380
2016-10-24,7016157720
2016-10-25,6950739000
2016-10-26,6956190560
2016-10-27,6912578080
2016-10-28,6918029640
2016-10-31,6972545240
2016-11-01,6858062480
2016-11-02,6749031280
2016-11-03,6757208620
2016-11-04,6795369540
2016-11-07,6934384320
2016-11-08,6939835880
2016-11-09,6830804680
2016-11-10,6770837520
2016-11-11,6904400740
2016-11-14,6953464780
2016-11-15,6934384320
2016-11-16,7046141300
2016-11-17,7217865440
2016-11-18,7196059200
2016-11-21,7321445080
2016-11-22,7296913060
2016-11-23,7220591220
2016-11-25,7294187280
2016-11-28,7228768560
2016-11-29,7247849020
2016-11-30,7163349840
2016-12-01,6863514040
2016-12-02,6901674960
2016-12-05,6958916340
2016-12-06,6975271020
2016-12-07,7076124880
2016-12-08,7136092040
2016-12-09,7073399100
2016-12-12,7046141300
2016-12-13,7040689740
2016-12-14,6994351480
2016-12-15,6958916340
2016-12-16,6961642120
2016-12-19,7002528820
2016-12-20,7065221760
2016-12-21,7027060840
2016-12-22,6956190560
2016-12-23,7021609280
2016-12-27,7054318640
2016-12-28,6920755420
2016-12-29,6956190560
2016-12-30,6874417160
2017-01-03,6846183820
2017-01-04,6908323610
2017-01-05,6932639180
2017-01-06,6929937450
2017-01-09,6948849560
2017-01-10,6962358210
2017-01-11,7054217030
2017-01-12,7008287620
2017-01-13,7043410110
2017-01-17,6970463400
2017-01-18,7000182430
2017-01-19,7016392810
2017-01-20,7008287620
2017-01-23,6935340910
2017-01-24,7086637790
2017-01-25,7094742980
2017-01-26,7013691080
2017-01-27,7083936060
2017-01-30,7056918760
2017-01-31,7032603190
2017-02-01,6975866860
2017-02-02,7816104890
2017-02-03,7870139490
2017-02-06,7937682740
2017-02-07,7937682740
2017-02-08,7899858520
2017-02-09,7983612150
2017-02-10,7978208690
2017-02-13,8056558860
2017-02-14,8083576160
2017-02-15,8132207300
2017-02-16,8170031520
2017-02-17,8159224600
2017-02-21,8318626670
2017-02-22,8337538780
2017-02-23,8315924940
2017-02-24,8453713170
2017-02-27,8521256420
2017-02-28,8348345700
2017-03-01,8459116630
2017-03-02,8399678570
2017-03-03,8402380300
2017-03-06,8378064730
2017-03-07,8440204520
2017-03-08,8464520090
2017-03-09,8437502790
2017-03-10,8483432200
2017-03-13,8556378910
2017-03-14,8537466800
2017-03-15,8532063340
2017-03-16,8545571990
2017-03-17,8607711780
2017-03-20,8626623890
2017-03-21,8513151230
2017-03-22,8586097940
2017-03-23,8572589290
2017-03-24,8540168530
2017-03-27,8559080640
2017-03-28,8478028740
2017-03-29,8515852960
2017-03-30,8469923550
2017-03-31,8483432200
2017-04-03,8469280050
2017-04-04,8455685700
2017-04-05,8387713950
2017-04-06,8474717790
2017-04-07,8477436660
2017-04-10,8523657450
2017-04-11,8559002760
2017-04-12,8501906490
2017-04-13,8458404570
2017-04-17,8531814060
2017-04-18,8743885920
2017-04-19,8822733150
2017-04-20,8909736990
2017-04-21,8939644560
2017-04-24,9102776760
2017-04-25,8681351910
2017-04-26,8632412250
2017-04-27,8711259480
2017-04-28,8855359590
2017-05-01,8893423770
2017-05-02,8915174730
2017-05-03,8907018120
2017-05-04,8907018120
2017-05-05,8983146480
2017-05-08,8926050210
2017-05-09,8972271000
2017-05-10,8953238910
2017-05-11,8969552130
2017-05-12,8942363430
2017-05-15,9013054050
2017-05-16,9037523880
2017-05-17,8806419930
2017-05-18,8787387840
2017-05-19,8912455860
2017-05-22,9116371110
2017-05-23,9249595740
2017-05-24,9317567490
2017-05-25,9450792120
2017-05-26,9497012910
2017-05-30,9497012910
2017-05-31,9554109180
2017-06-01,9510607260
2017-06-02,9589454490
2017-06-05,9657426240
2017-06-06,9627518670
2017-06-07,9611205450
2017-06-08,9635675280
2017-06-09,9439916640
2017-06-12,9306692010
2017-06-13,9352912800
2017-06-14,9336599580
2017-06-15,9284941050
2017-06-16,9293097660
2017-06-19,9314848620
2017-06-20,9268627830
2017-06-21,9317567490
2017-06-22,9320286360
2017-06-23,9314848620
2017-06-26,9325724100
2017-06-27,9159873030
2017-06-28,9268627830
2017-06-29,9091901280
2017-06-30,9105495630
2017-07-03,9033268920
2017-07-05,9087900120
2017-07-06,9090631680
2017-07-07,9197162520
2017-07-10,9259988400
2017-07-11,9328277400
2017-07-12,9486707880
2017-07-13,9410224200
2017-07-14,9486707880
2017-07-17,9481244760
2017-07-18,9508560360
2017-07-19,9647869920
2017-07-20,9585044040
2017-07-21,9554996880
2017-07-24,9579580920
2017-07-25,10008435840
2017-07-26,10155940080
2017-07-27,10101308880
2017-07-28,10109503560
2017-07-31,10079456400
2017-08-01,10030288320
2017-08-02,9847273800
2017-08-03,9890978760
2017-08-04,9888247200
2017-08-07,10005704280
2017-08-08,10052140800
2017-08-09,9986583360
2017-08-10,9885515640
2017-08-11,9926489040
2017-08-14,10109503560
2017-08-15,10166866320
2017-08-16,10259739360
2017-08-17,10063067040
2017-08-18,10093114200
2017-08-21,10104040440
2017-08-22,10229692200
2017-08-23,10199645040
2017-08-24,10155940080
2017-08-25,10216034400
2017-08-28,10317102120
2017-08-29,10355343960
2017-08-30,10478264160
2017-08-31,10732299240
2017-09-01,10568405640
2017-09-05,10445485440
2017-09-06,10453680120
2017-09-07,10497385080
2017-09-08,10445485440
2017-09-11,10273397160
2017-09-12,10257007800
2017-09-13,10229692200
2017-09-14,10385391120
2017-09-15,10453680120
2017-09-18,10592989680
2017-09-19,10603915920
2017-09-20,10478264160
2017-09-21,10497385080
2017-09-22,10620305280
2017-09-25,10494653520
2017-09-26,10470069480
2017-09-27,10631231520
2017-09-28,10653084000
2017-09-29,10781467320
2017-10-02,10844332900
2017-10-03,10942669420
2017-10-04,10994569250
2017-10-05,11032811230
2017-10-06,11112026760
2017-10-09,11202168570
2017-10-10,11202168570
2017-10-11,11305968230
2017-10-12,11423425740
2017-10-13,11472594000
2017-10-16,11464399290
2017-10-17,11420694170
2017-10-18,11415231030
2017-10-19,11420694170
2017-10-20,11549077960
2017-10-23,11513567550
2017-10-24,11557272670
2017-10-25,11532688540
2017-10-26,11669267040
2017-10-27,11767603560
2017-10-30,11718435300
2017-10-31,11789456120
2017-11-01,11748482570
2017-11-02,11961545030
2017-11-03,11991592300
2017-11-06,12098123530
2017-11-07,12100855100
2017-11-08,12038028990
2017-11-09,11895987350
2017-11-10,12029834280
2017-11-13,12201923190
2017-11-14,12229238890
2017-11-15,12106318240
2017-11-16,12253823020
2017-11-17,12177339060
2017-11-20,12251091450
2017-11-21,12382206810
2017-11-22,12292065000
2017-11-24,12455959200
2017-11-27,12330306980
2017-11-28,12343964830
2017-11-29,11789456120
2017-11-30,11994323870
2017-12-01,11942424040
2017-12-04,11587319940
2017-12-05,11655609190
2017-12-06,11718435300
2017-12-07,11895987350
2017-12-08,11898718920
2017-12-11,11882329500
2017-12-12,11824966530
2017-12-13,11762140420
2017-12-14,11797650830
2017-12-15,11931497760
2017-12-18,11898718920
2017-12-19,11953350320
2017-12-20,11803113970
2017-12-21,11603709360
2017-12-22,11543614820
2017-12-26,11464399290
2017-12-27,11540883250
2017-12-28,11551809530
2017-12-29,11423425740
2018-01-02,11512154650
2018-01-03,11753074890
2018-01-04,11931027340
2018-01-05,12043274270
2018-01-08,12297883160
2018-01-09,12338949110
2018-01-10,12275981320
2018-01-11,12284194510
2018-01-12,12338949110
2018-01-16,12122668440
2018-01-17,12281456780
2018-01-18,12303358620
2018-01-19,12484048800
2018-01-22,12508688370
2018-01-23,12525114750
2018-01-24,12423818740
2018-01-25,12281456780
2018-01-26,12538803400
2018-01-29,12199324880
2018-01-30,12040536540
2018-01-31,12281456780
2018-02-01,11561433790
2018-02-02,11252070300
2018-02-05,10756541170
2018-02-06,10835935340
2018-02-07,10559424610
2018-02-08,10080321860
2018-02-09,10315766640
2018-02-12,10567637800
2018-02-13,10375996700
2018-02-14,10575850990
2018-02-15,10696311110
2018-02-16,10720950680
2018-02-20,10997461410
2018-02-21,10748327980
2018-02-22,10622392400
2018-02-23,10879739020
2018-02-26,10920804970
2018-02-27,10783918470
2018-02-28,10614179210
2018-03-01,10466341790
2018-03-02,10756541170
2018-03-05,10814033500
2018-03-06,10671671540
2018-03-07,10778443010
2018-03-08,10759278900
2018-03-09,10863312640
2018-03-12,10868788100
2018-03-13,10723688410
2018-03-14,10630605590
2018-03-15,10699048840
2018-03-16,10564900070
2018-03-19,10466341790
2018-03-20,10392423080
2018-03-21,10499194550
2018-03-22,10236372470
2018-03-23,9959861740
2018-03-26,10255536580
2018-03-27,9965337200
2018-03-28,9894156220
2018-03-29,10066633210
2018-04-02,9807269400
2018-04-03,9933108840
2018-04-04,10034327520
2018-04-05,10116396720
2018-04-06,9820947600
2018-04-09,9916695000
2018-04-10,10124603640
2018-04-11,10039798800
2018-04-12,10250443080
2018-04-13,10203937200
2018-04-16,10269592560
2018-04-17,10422788400
2018-04-18,10441937880
2018-04-19,10225822320
2018-04-20,10127339280
2018-04-23,10050741360
2018-04-24,10967180760
2018-04-25,10822191840
2018-04-26,10912467960
2018-04-27,10931617440
2018-04-30,10958973840
2018-05-01,11035571760
2018-05-02,10934353080
2018-05-03,11010951000
2018-05-04,11161411200
2018-05-07,11235273480
2018-05-08,11188767600
2018-05-09,11424032640
2018-05-10,11552607720
2018-05-11,11558079000
2018-05-14,11541665160
2018-05-15,11238009120
2018-05-16,11224330920
2018-05-17,11358377280
2018-05-18,11434975200
2018-05-21,11492423640
2018-05-22,11503366200
2018-05-23,11579964120
2018-05-24,11552607720
2018-05-25,11555343360
2018-05-29,11492423640
2018-05-30,11533458240
2018-05-31,11612791800
2018-06-01,11820700440
2018-06-04,11878148880
2018-06-05,11952011160
2018-06-06,12069643680
2018-06-07,12058701120
2018-06-08,12055965480
2018-06-11,12105207000
2018-06-12,12176333640
2018-06-13,12195483120
2018-06-14,12293966160
2018-06-15,12315851280
2018-06-18,12359621520
2018-06-19,12288494880
2018-06-20,12365092800
2018-06-21,12283023600
2018-06-22,12001252680
2018-06-25,11856263760
2018-06-26,11908240920
2018-06-27,11724953040
2018-06-28,11790608400
2018-06-29,11848056840
2018-07-02,11980549320
2018-07-03,11991497960
2018-07-05,12169413360
2018-07-06,12284374080
2018-07-09,12281636920
2018-07-10,12257002480
2018-07-11,12207733600
2018-07-12,12473238120
2018-07-13,12396597640
2018-07-16,12336380120
2018-07-17,12497872560
2018-07-18,12459552320
2018-07-19,12380174680
2018-07-20,12355540240
2018-07-23,12358277400
