,BIO
2014-02-20,3850220429
2014-02-21,3804442739
2014-02-24,3757801320
2014-02-25,3768453989
2014-02-26,3796093350
2014-02-27,3770757270
2014-02-28,3734768520
2014-03-03,3683232630
2014-03-04,3746572830
2014-03-05,3746284920
2014-03-06,3731889420
2014-03-07,3745997010
2014-03-10,3748588199
2014-03-11,3721236750
2014-03-12,3686687550
2014-03-13,3650410890
2014-03-14,3639182400
2014-03-17,3650122980
2014-03-18,3693021570
2014-03-19,3711159900
2014-03-20,3697340219
2014-03-21,3684096360
2014-03-24,3657032820
2014-03-25,3633712110
2014-03-26,3608951850
2014-03-27,3642061500
2014-03-28,3646092240
2014-03-31,3693187120
2014-04-01,3726337020
2014-04-02,3738732199
2014-04-03,3738732199
2014-04-04,3646489000
2014-04-07,3586530920
2014-04-08,3592872640
2014-04-09,3636688160
2014-04-10,3536950200
2014-04-11,3461426080
2014-04-14,3489099040
2014-04-15,3457390440
2014-04-16,3455084360
2014-04-17,3476415600
2014-04-21,3504088560
2014-04-22,3574424000
2014-04-23,3575000520
2014-04-24,3574424000
2014-04-25,3546462780
2014-04-28,3517925040
2014-04-29,3533491080
2014-04-30,3551651460
2014-05-01,3574135740
2014-05-02,3576153560
2014-05-05,3603250000
2014-05-06,3579900940
2014-05-07,3486216440
2014-05-08,3493999460
2014-05-09,3528302400
2014-05-12,3545021480
2014-05-13,3524555020
2014-05-14,3517348520
2014-05-15,3494864240
2014-05-16,3488522520
2014-05-19,3489963820
2014-05-20,3474397780
2014-05-21,3466614760
2014-05-22,3447301340
2014-05-23,3483910360
2014-05-27,3486792960
2014-05-28,3496882060
2014-05-29,3492269900
2014-05-30,3480162980
2014-06-02,3483045580
2014-06-03,3481316020
2014-06-04,3516483740
2014-06-05,3536661940
2014-06-06,3528590660
2014-06-09,3536085420
2014-06-10,3515618960
2014-06-11,3488522520
2014-06-12,3491116860
2014-06-13,3473533000
2014-06-16,3462002600
2014-06-17,3500917700
2014-06-18,3491693380
2014-06-19,3483045580
2014-06-20,3480451240
2014-06-23,3455660880
2014-06-24,3439230060
2014-06-25,3430294000
2014-06-26,3426834880
2014-06-27,3421069680
2014-06-30,3457703640
2014-07-01,3480233160
2014-07-02,3463769280
2014-07-03,3468101880
2014-07-07,3441528600
2014-07-08,3409467360
2014-07-09,3409756200
2014-07-10,3393870000
2014-07-11,3384049440
2014-07-14,3431708040
2014-07-15,3429108480
2014-07-16,3395891880
2014-07-17,3360364560
2014-07-18,3415821840
2014-07-21,3401379840
2014-07-22,3422754000
2014-07-23,3425931240
2014-07-24,3418421400
2014-07-25,3390115080
2014-07-28,3398202600
2014-07-29,3362964120
2014-07-30,3372495840
2014-07-31,3321371160
2014-08-01,3317327400
2014-08-04,3336968520
2014-08-05,3355743120
2014-08-06,3503051520
2014-08-07,3468679560
2014-08-08,3475900560
2014-08-11,3446438880
2014-08-12,3439506720
2014-08-13,3495541680
2014-08-14,3518071200
2014-08-15,3498718920
2014-08-18,3518360040
2014-08-19,3488898360
2014-08-20,3466080000
2014-08-21,3455104080
2014-08-22,3441528600
2014-08-25,3453948720
2014-08-26,3490920240
2014-08-27,3476189400
2014-08-28,3468101880
2014-08-29,3473589840
2014-09-02,3482255040
2014-09-03,3455681760
2014-09-04,3420154440
2014-09-05,3428241960
2014-09-08,3473012160
2014-09-09,3462325080
2014-09-10,3452793360
2014-09-11,3430263840
2014-09-12,3402824040
2014-09-15,3403401720
2014-09-16,3410911560
2014-09-17,3410333880
2014-09-18,3432285720
2014-09-19,3394447680
2014-09-22,3400513320
2014-09-23,3351410520
2014-09-24,3385204800
2014-09-25,3332347080
2014-09-26,3313572480
2014-09-29,3332058240
2014-09-30,3288600000
2014-10-01,3313540000
2014-10-02,3274680000
2014-10-03,3273230000
2014-10-06,3265110000
2014-10-07,3219290000
2014-10-08,3287440000
2014-10-09,3213490000
2014-10-10,3152300000
2014-10-13,3100100000
2014-10-14,3087920000
2014-10-15,3138090000
2014-10-16,3143020000
2014-10-17,3200150000
2014-10-20,3227700000
2014-10-21,3271490000
2014-10-22,3222770000
2014-10-23,3266270000
2014-10-24,3261630000
2014-10-27,3262210000
2014-10-28,3277290000
2014-10-29,3243940000
2014-10-30,3264820000
2014-10-31,3271780000
2014-11-03,3288890000
2014-11-04,3242200000
2014-11-05,3225380000
2014-11-06,3221900000
2014-11-07,3207400000
2014-11-10,3220450000
2014-11-11,3251480000
2014-11-12,3245970000
2014-11-13,3234660000
2014-11-14,3245100000
2014-11-17,3284830000
2014-11-18,3326300000
2014-11-19,3335000000
2014-11-20,3368640000
2014-11-21,3410110000
2014-11-24,3470430000
2014-11-25,3449550000
2014-11-26,3430990000
2014-11-28,3444910000
2014-12-01,3446070000
2014-12-02,3483190000
2014-12-03,3490440000
2014-12-04,3505230000
2014-12-05,3488410000
2014-12-08,3507840000
2014-12-09,3494500000
2014-12-10,3455060000
2014-12-11,3452740000
2014-12-12,3407790000
2014-12-15,3356750000
2014-12-16,3364870000
2014-12-17,3444910000
2014-12-18,3502620000
2014-12-19,3517990000
2014-12-22,3510160000
2014-12-23,3490440000
2014-12-24,3489280000
2014-12-26,3505230000
2014-12-29,3525240000
2014-12-30,3536840000
2014-12-31,3507331520
2015-01-02,3501222200
2015-01-05,3502385880
2015-01-06,3452638560
2015-01-07,3464857200
2015-01-08,3498313000
2015-01-09,3504131400
2015-01-12,3498894840
2015-01-13,3507622440
2015-01-14,3456711440
2015-01-15,3415400800
2015-01-16,3418019080
2015-01-20,3368271760
2015-01-21,3350234720
2015-01-22,3399109280
2015-01-23,3336852400
2015-01-26,3344998160
2015-01-27,3331034000
2015-01-28,3309796840
2015-01-29,3340343440
2015-01-30,3330161240
2015-02-02,3363907960
2015-02-03,3400272960
2015-02-04,3398236520
2015-02-05,3465148120
2015-02-06,3450602120
2015-02-09,3389799840
2015-02-10,3435183360
2015-02-11,3415400800
2015-02-12,3420346440
2015-02-13,3443329120
2015-02-17,3436928880
2015-02-18,3433437840
2015-02-19,3424419320
2015-02-20,3456129600
2015-02-23,3431983240
2015-02-24,3420928280
2015-02-25,3430819560
2015-02-26,3461948000
2015-02-27,3699920560
2015-03-02,3853817240
2015-03-03,3873599800
2015-03-04,3866617720
2015-03-05,3905310080
2015-03-06,3893091440
2015-03-09,3909092040
2015-03-10,3884363840
2015-03-11,3906473760
2015-03-12,3948657159
2015-03-13,3924510800
2015-03-16,3958548440
2015-03-17,3971058000
2015-03-18,3969894320
2015-03-19,3966112360
2015-03-20,3926838159
2015-03-23,3926838159
2015-03-24,3932365639
2015-03-25,3930620120
2015-03-26,3924219879
2015-03-27,3925965399
2015-03-30,3931201960
2015-03-31,3938604480
2015-04-01,3973859039
2015-04-02,3992506080
2015-04-06,4022807520
2015-04-07,4023390240
2015-04-08,4026012480
2015-04-09,4033587840
2015-04-10,4042911359
2015-04-13,4019019840
2015-04-14,4026595199
2015-04-15,4015232160
2015-04-16,4014358080
2015-04-17,3976189920
2015-04-20,3975024480
2015-04-21,3980560320
2015-04-22,3981143039
2015-04-23,4003286400
2015-04-24,4003577760
2015-04-27,3931611840
2015-04-28,3971528160
2015-04-29,3952007039
2015-04-30,3917335199
2015-05-01,3932194560
2015-05-04,3993962880
2015-05-05,3924327840
2015-05-06,4166156640
2015-05-07,4133524320
2015-05-08,4225302720
2015-05-11,4215687840
2015-05-12,4180141920
2015-05-13,4210152000
2015-05-14,4199371680
2015-05-15,4258517760
2015-05-18,4291732800
2015-05-19,4239870720
2015-05-20,4257352320
2015-05-21,4248028800
2015-05-22,4228507680
2015-05-26,4199663039
2015-05-27,4195292640
2015-05-28,4147800960
2015-05-29,4206364320
2015-06-01,4193544480
2015-06-02,4248028800
2015-06-03,4303387200
2015-06-04,4295520480
2015-06-05,4314458880
2015-06-08,4279787039
2015-06-09,4261431359
2015-06-10,4378849440
2015-06-11,4406237280
2015-06-12,4337476320
2015-06-15,4293772320
2015-06-16,4325530560
2015-06-17,4333688640
2015-06-18,4356706080
2015-06-19,4343012160
2015-06-22,4378266720
2015-06-23,4364572800
2015-06-24,4338933120
2015-06-25,4375061760
2015-06-26,4376518560
2015-06-29,4377684000
2015-06-30,4397058950
2015-07-01,4377790250
2015-07-02,4273272150
2015-07-06,4337209200
2015-07-07,4345967700
2015-07-08,4297212050
2015-07-09,4282906499
2015-07-10,4319984150
2015-07-13,4402022100
2015-07-14,4435596350
2015-07-15,4396183100
2015-07-16,4415451800
2015-07-17,4424794200
2015-07-20,4366696150
2015-07-21,4380709750
2015-07-22,4416035700
2015-07-23,4405233550
2015-07-24,4332829950
2015-07-27,4275607749
2015-07-28,4363192750
2015-07-29,4392679700
2015-07-30,4402897950
2015-07-31,4400854300
2015-08-03,4368739800
2015-08-04,4349179150
2015-08-05,4354434250
2015-08-06,4224808450
2015-08-07,4344507950
2015-08-10,4419831050
2015-08-11,4341880400
2015-08-12,4289329399
2015-08-13,4289621350
2015-08-14,4269768750
2015-08-17,4375454650
2015-08-18,4326990950
2015-08-19,4277359449
2015-08-20,4165542600
2015-08-21,4086716099
2015-08-24,3935486000
2015-08-25,3925559700
2015-08-26,4020735400
2015-08-27,4124085699
2015-08-28,4073286400
2015-08-31,4067739350
2015-09-01,3926143599
2015-09-02,4000298900
2015-09-03,4017523950
2015-09-04,3983073850
2015-09-08,4040588000
2015-09-09,4052557950
2015-09-10,4050222349
2015-09-11,4074454200
2015-09-14,4025698549
2015-09-15,4087883900
2015-09-16,4074746150
2015-09-17,4082920750
2015-09-18,4056061350
2015-09-21,4054017700
2015-09-22,4023946850
2015-09-23,4030661700
2015-09-24,3993292100
2015-09-25,3941325000
2015-09-28,3919428750
2015-09-29,3888482050
2015-09-30,3938103510
2015-10-01,3961267100
2015-10-02,4023134410
2015-10-05,4026066510
2015-10-06,3938983140
2015-10-07,4014338110
2015-10-08,4064770230
2015-10-09,4081189990
2015-10-12,4080896780
2015-10-13,4029291819
2015-10-14,3994399829
2015-10-15,4060665290
2015-10-16,4065063439
2015-10-19,4108458520
2015-10-20,4075619000
2015-10-21,4069461590
2015-10-22,4020788730
2015-10-23,4128396800
2015-10-26,4130449270
2015-10-27,4123705439
2015-10-28,4154785699
2015-10-29,4120186920
2015-10-30,4089693079
2015-11-02,4153026439
2015-11-03,4143643720
2015-11-04,4130156060
2015-11-05,4133381370
2015-11-06,4114029510
2015-11-09,4125464699
2015-11-10,4107578890
2015-11-11,4083535670
2015-11-12,3999970819
2015-11-13,3988828840
2015-11-16,4011992430
2015-11-17,4066236280
2015-11-18,4128690010
2015-11-19,4058612819
2015-11-20,4082069620
2015-11-23,4077378260
2015-11-24,4083828880
2015-11-25,4106406050
2015-11-27,4153026439
2015-11-30,4096730120
2015-12-01,4106112840
2015-12-02,4089399870
2015-12-03,4002609709
2015-12-04,4075032579
2015-12-07,4040433800
2015-12-08,4050109730
2015-12-09,3972115870
2015-12-10,4017270209
2015-12-11,3968890560
2015-12-14,3939569560
2015-12-15,4007594280
2015-12-16,4020788730
2015-12-17,4038674540
2015-12-18,3958628209
2015-12-21,4016097370
2015-12-22,4059492449
2015-12-23,4059199240
2015-12-24,4078844310
2015-12-28,4106992470
2015-12-29,4133967790
2015-12-30,4092331970
2015-12-31,4071612240
2016-01-04,3999083160
2016-01-05,3998789520
2016-01-06,3958560840
2016-01-07,3875754360
2016-01-08,3832295639
2016-01-11,3831708360
2016-01-12,3830533799
2016-01-13,3699864000
2016-01-14,3734219880
2016-01-15,3659635320
2016-01-19,3680483760
2016-01-20,3707498640
2016-01-21,3665508120
2016-01-22,3731283480
2016-01-25,3700157640
2016-01-26,3754187400
2016-01-27,3689292960
2016-01-28,3639080520
2016-01-29,3747140040
2016-02-01,3724236120
2016-02-02,3754481040
2016-02-03,3740679960
2016-02-04,3742441800
2016-02-05,3686356560
2016-02-08,3653762520
2016-02-09,3660516240
2016-02-10,3663746280
2016-02-11,3674904600
2016-02-12,3711609600
2016-02-16,3739799040
2016-02-17,3827010120
2016-02-18,3802638000
2016-02-19,3851675879
2016-02-22,3885738120
2016-02-23,3860485080
2016-02-24,3840517560
2016-02-25,3877516200
2016-02-26,4024629840
2016-02-29,3953568959
2016-03-01,4055755680
2016-03-02,4080715080
2016-03-03,4076310480
2016-03-04,4077485040
2016-03-07,4066620360
2016-03-08,3963259080
2016-03-09,3973830120
2016-03-10,3963846360
2016-03-11,4033439040
2016-03-14,4041660959
2016-03-15,3956799000
2016-03-16,3926847719
2016-03-17,3875754360
2016-03-18,3876635280
2016-03-21,3949164360
2016-03-22,3973830120
2016-03-23,3924792240
2016-03-24,3932426879
2016-03-28,3937418760
2016-03-29,4026391680
2016-03-30,4007305080
2016-03-31,4019294560
2016-04-01,4098669159
2016-04-04,4052808280
2016-04-05,3969611940
2016-04-06,4091907620
2016-04-07,3999009940
2016-04-08,4014296900
2016-04-11,4014296900
2016-04-12,4025468140
2016-04-13,4102490900
2016-04-14,4102490900
2016-04-15,4121011640
2016-04-18,4135416659
2016-04-19,4117189900
2016-04-20,4116895920
2016-04-21,4132182880
2016-04-22,4175985900
2016-04-25,4162462820
2016-04-26,4183923360
2016-04-27,4203326039
2016-04-28,4202738080
2016-04-29,4170106300
2016-05-02,4235369860
2016-05-03,4210381560
2016-05-04,4184217340
2016-05-05,4215379219
2016-05-06,4163638740
2016-05-09,4170400280
2016-05-10,4195682560
2016-05-11,4170694260
2016-05-12,4209499620
2016-05-13,4205971860
2016-05-16,4242425380
2016-05-17,4185687240
2016-05-18,4208323700
2016-05-19,4190684900
2016-05-20,4243895280
2016-05-23,4237721700
2016-05-24,4352373900
2016-05-25,4350610020
2016-05-26,4345318380
2016-05-27,4372070560
2016-05-31,4375892300
2016-06-01,4384417720
2016-06-02,4394707020
2016-06-03,4359723400
2016-06-06,4367366880
2016-06-07,4393531100
2016-06-08,4409406020
2016-06-09,4369718720
2016-06-10,4309158840
2016-06-13,4258006320
2016-06-14,4238309659
2016-06-15,4149821680
2016-06-16,4115720000
2016-06-17,4142766159
2016-06-20,4201562159
2016-06-21,4169518340
2016-06-22,4171576200
2016-06-23,4185981219
2016-06-24,4077208620
2016-06-27,4032523659
2016-06-28,4078678520
2016-06-29,4091613640
2016-06-30,4211080880
2016-07-01,4211080880
2016-07-05,4161614960
2016-07-06,4195770000
2016-07-07,4200775479
2016-07-08,4234341640
2016-07-11,4237580479
2016-07-12,4266435600
2016-07-13,4246119240
2016-07-14,4272618840
2016-07-15,4241997080
2016-07-18,4263785640
2016-07-19,4252302479
2016-07-20,4263785640
2016-07-21,4225508439
2016-07-22,4210197560
2016-07-25,4218147439
2016-07-26,4270557760
2016-07-27,4269085560
2016-07-28,4257013520
2016-07-29,4272029960
2016-08-01,4376850600
2016-08-02,4300296200
2016-08-03,4292051880
2016-08-04,4564408880
2016-08-05,4590319600
2016-08-08,4523481720
2016-08-09,4527603880
2016-08-10,4538203720
2016-08-11,4547331360
2016-08-12,4533787120
2016-08-15,4537909280
2016-08-16,4517592920
2016-08-17,4509937480
2016-08-18,4529959400
2016-08-19,4524659480
2016-08-22,4513176320
2016-08-23,4508170840
2016-08-24,4435444160
2016-08-25,4451343920
2016-08-26,4454582760
2016-08-29,4453405000
2016-08-30,4421016600
2016-08-31,4381561640
2016-09-01,4401583560
2016-09-02,4450166160
2016-09-06,4465477040
2016-09-07,4691018080
2016-09-08,4721934280
2016-09-09,4643613240
2016-09-12,4691018080
2016-09-13,4620058040
2016-09-14,4624474640
2016-09-15,4676590520
2016-09-16,4708684480
2016-09-19,4702795680
2016-09-20,4699851280
2016-09-21,4728411960
2016-09-22,4766100280
2016-09-23,4750494960
2016-09-26,4711628880
2016-09-27,4779938960
2016-09-28,4777583440
2016-09-29,4768750240
2016-09-30,4831691763
2016-10-03,4829332107
2016-10-04,4783613761
2016-10-05,4795412044
2016-10-06,4754707968
2016-10-07,4815764081
2016-10-10,4850274059
2016-10-11,4771520521
2016-10-12,4750578569
2016-10-13,4749103784
2016-10-14,4758542410
2016-10-17,4760312152
2016-10-18,4788038117
2016-10-19,4810749811
2016-10-20,4852928672
2016-10-21,4809864940
2016-10-24,4804555713
2016-10-25,4730226531
2016-10-26,4615783188
2016-10-27,4647048637
2016-10-28,4649998208
2016-10-31,4662681362
2016-11-01,4587172352
2016-11-02,4885668907
2016-11-03,4852928672
2016-11-04,4859122771
2016-11-07,4972386286
2016-11-08,5074441432
2016-11-09,5039341540
2016-11-10,4995097980
2016-11-11,4916934356
2016-11-14,4993623195
2016-11-15,5101577482
2016-11-16,5075621260
2016-11-17,5125174048
2016-11-18,5041701197
2016-11-21,5097743040
2016-11-22,5061168364
2016-11-23,5076801088
2016-11-25,5095678341
2016-11-28,5049075124
2016-11-29,5140511815
2016-11-30,5117505164
2016-12-01,5149065570
2016-12-02,5232243464
2016-12-05,5244336704
2016-12-06,5271177797
2016-12-07,5213661169
2016-12-08,5275897111
2016-12-09,5290350007
2016-12-12,5292414707
2016-12-13,5335478439
2016-12-14,5285925651
2016-12-15,5341082623
2016-12-16,5330169211
2016-12-19,5306277689
2016-12-20,5317191100
2016-12-21,5362909446
2016-12-22,5385031226
2016-12-23,5410397535
2016-12-27,5408332835
2016-12-28,5411282406
2016-12-29,5404498393
2016-12-30,5376477471
2017-01-03,5410477800
2017-01-04,5481765600
2017-01-05,5499809400
2017-01-06,5546545800
2017-01-09,5572280400
2017-01-10,5575238400
2017-01-11,5536488600
2017-01-12,5514007800
2017-01-13,5574646800
2017-01-17,5559856800
2017-01-18,5557194600
2017-01-19,5544179400
2017-01-20,5528797800
2017-01-23,5493893400
2017-01-24,5475258000
2017-01-25,5537376000
2017-01-26,5561335800
2017-01-27,5516670000
2017-01-30,5519923800
2017-01-31,5622566400
2017-02-01,5609255400
2017-02-02,5599789800
2017-02-03,5652738000
2017-02-06,5662795200
2017-02-07,5611621800
2017-02-08,5599198200
2017-02-09,5646230400
2017-02-10,5629369800
2017-02-13,5595648600
2017-02-14,5671965000
2017-02-15,5685571800
2017-02-16,5674923000
2017-02-17,5716926600
2017-02-21,5681134800
2017-02-22,5669598600
2017-02-23,5679360000
2017-02-24,5676993600
2017-02-27,5822231400
2017-02-28,5757451200
2017-03-01,5798271600
2017-03-02,5780227800
2017-03-03,5857431600
2017-03-06,5770466400
2017-03-07,5782890000
2017-03-08,5801525400
2017-03-09,5789101800
2017-03-10,5834655000
2017-03-13,5845303800
2017-03-14,5973089400
2017-03-15,6147611400
2017-03-16,5944396800
2017-03-17,5836429800
2017-03-20,5797680000
2017-03-21,5788510200
2017-03-22,5887011600
2017-03-23,5921620200
2017-03-24,5928127800
2017-03-27,5905351200
2017-03-28,5919845400
2017-03-29,5873109000
2017-03-30,5893815000
2017-03-31,5903055420
2017-04-03,5966427240
2017-04-04,5977976310
2017-04-05,5906905110
2017-04-06,5952805260
2017-04-07,5998409280
2017-04-10,5991598290
2017-04-11,6002851230
2017-04-12,5999593800
2017-04-13,6003443490
2017-04-17,6037202310
2017-04-18,6077179860
2017-04-19,6226725510
2017-04-20,6251304300
2017-04-21,6265814670
2017-04-24,6320894850
2017-04-25,6311714820
2017-04-26,6364425960
2017-04-27,6449119140
2017-04-28,6463333380
2017-05-01,6515156130
2017-05-02,6532627800
2017-05-03,6514267740
2017-05-04,6537662010
2017-05-05,6459779820
2017-05-08,6451192050
2017-05-09,6607252560
2017-05-10,6603699000
2017-05-11,6548618820
2017-05-12,6529962630
2017-05-15,6583562160
2017-05-16,6612286770
2017-05-17,6501238020
2017-05-18,6562536930
2017-05-19,6491761860
2017-05-22,6489688950
2017-05-23,6495907680
2017-05-24,6483766350
2017-05-25,6556614330
2017-05-26,6543880740
2017-05-30,6565498230
2017-05-31,6617913240
2017-06-01,6664405650
2017-06-02,6762128550
2017-06-05,6739326540
2017-06-06,6702902550
2017-06-07,6774862140
2017-06-08,6789076380
2017-06-09,6731331030
2017-06-12,6566090490
2017-06-13,6592742190
2017-06-14,6532923930
2017-06-15,6525816810
2017-06-16,6532923930
2017-06-19,6663813390
2017-06-20,6623539710
2017-06-21,6695795430
2017-06-22,6614063550
2017-06-23,6588892500
2017-06-26,6557502720
2017-06-27,6462444990
2017-06-28,6704679330
2017-06-29,6638050080
2017-06-30,6712354600
2017-07-03,6738158800
2017-07-05,6871925400
2017-07-06,6688033400
2017-07-07,6792140000
2017-07-10,6690999400
2017-07-11,6696931400
2017-07-12,6731040400
2017-07-13,6870739000
2017-07-14,6862434200
2017-07-17,6881416600
2017-07-18,6926499800
2017-07-19,6999760000
2017-07-20,6935694400
2017-07-21,6868959400
2017-07-24,6974252400
2017-07-25,6982557200
2017-07-26,7087257000
2017-07-27,7050775200
2017-07-28,7010437600
2017-07-31,6988785800
2017-08-01,7050478600
2017-08-02,7076876000
2017-08-03,7186024800
2017-08-04,6742014600
2017-08-07,6637908000
2017-08-08,6554563400
2017-08-09,6493760400
2017-08-10,6376900000
2017-08-11,6403297400
2017-08-14,6525200000
2017-08-15,6414864800
2017-08-16,6437109800
2017-08-17,6299784000
2017-08-18,6300673800
2017-08-21,6295928200
2017-08-22,6535877600
2017-08-23,6459058200
2017-08-24,6424059400
2017-08-25,6401814400
2017-08-28,6434143800
2017-08-29,6429101600
2017-08-30,6461134400
2017-08-31,6460541200
2017-09-01,6496429800
2017-09-05,6405966800
2017-09-06,6426728800
2017-09-07,6389950400
2017-09-08,6478337200
2017-09-11,6491387600
2017-09-12,6467066400
2017-09-13,6539140200
2017-09-14,6654814200
2017-09-15,6759810600
2017-09-18,6809639400
2017-09-19,6832181000
2017-09-20,6915229000
2017-09-21,6848197400
2017-09-22,6782648800
2017-09-25,6684474200
2017-09-26,6614180000
2017-09-27,6656890400
2017-09-28,6595790800
2017-09-29,6591045200
2017-10-02,6632534950
2017-10-03,6666467050
2017-10-04,6708138050
2017-10-05,6645631550
2017-10-06,6734628900
2017-10-09,6687004900
2017-10-10,6627772550
2017-10-11,6660514050
2017-10-12,6664085850
2017-10-13,6640869150
2017-10-16,6636404400
2017-10-17,6516749100
2017-10-18,6495020650
2017-10-19,6519725600
2017-10-20,6606044100
2017-10-23,6654561050
2017-10-24,6606937050
2017-10-25,6614378300
2017-10-26,6567051950
2017-10-27,6611104150
2017-10-30,6518832650
2017-10-31,6542049350
2017-11-01,6484602900
2017-11-02,6457219100
2017-11-03,7781166300
2017-11-06,7733542300
2017-11-07,7804978300
2017-11-08,7926717150
2017-11-09,7955291549
2017-11-10,7685025350
2017-11-13,7573108950
2017-11-14,7537093300
2017-11-15,7564477100
2017-11-16,7627578900
2017-11-17,7604659850
2017-11-20,7598706850
2017-11-21,7610315200
2017-11-22,7699907850
2017-11-24,7802597100
2017-11-27,7782654550
2017-11-28,7837124500
2017-11-29,8024048700
2017-11-30,8075244500
2017-12-01,8000832000
2017-12-04,7664189850
2017-12-05,7554357000
2017-12-06,7549296950
2017-12-07,7589182050
2017-12-08,7592456200
2017-12-11,7535902700
2017-12-12,7540962750
2017-12-13,7492148150
2017-12-14,7432915800
2017-12-15,7498994100
2017-12-18,7418628600
2017-12-19,7356717400
2017-12-20,7301056850
2017-12-21,7293615600
2017-12-22,7268315350
2017-12-26,7204320600
2017-12-27,7154315400
2017-12-28,7123062150
2017-12-29,7104012550
2018-01-02,7191177540
2018-01-03,7460749890
2018-01-04,7401771630
2018-01-05,7418452350
2018-01-08,7476537000
2018-01-09,7629046440
2018-01-10,7440792600
2018-01-11,7482792270
2018-01-12,7398197190
2018-01-16,7420239570
2018-01-17,7525387680
2018-01-18,7521217500
2018-01-19,7581982980
2018-01-22,7585259550
2018-01-23,7590621210
2018-01-24,7578110670
2018-01-25,7718109570
2018-01-26,7800917430
2018-01-29,7846193670
2018-01-30,7720790400
2018-01-31,7700833109
2018-02-01,7707386250
2018-02-02,7576025580
2018-02-05,7364240010
2018-02-06,7341601890
2018-02-07,7260879120
2018-02-08,6969264390
2018-02-09,7051178640
2018-02-12,7139646030
2018-02-13,7070242320
2018-02-14,7384495170
2018-02-15,7352325210
2018-02-16,7418154480
2018-02-20,7480111440
2018-02-21,7316282940
2018-02-22,7389558960
2018-02-23,7575131970
2018-02-26,7680577950
2018-02-27,7565898000
2018-02-28,8043681480
2018-03-01,7888193340
2018-03-02,7835172480
2018-03-05,7744024260
2018-03-06,7814321579
2018-03-07,7912320810
2018-03-08,7918576079
2018-03-09,8164914570
2018-03-12,8156872079
2018-03-13,8070489780
2018-03-14,8024617799
2018-03-15,8000192460
2018-03-16,7833981000
2018-03-19,7812236489
2018-03-20,7823257680
2018-03-21,7771726170
2018-03-22,7526877030
2018-03-23,7359176220
2018-03-26,7551004500
2018-03-27,7434239460
2018-03-28,7375856940
2018-03-29,7449132960
2018-04-02,7375387320
2018-04-03,7426965540
2018-04-04,7469003280
2018-04-05,7378070580
2018-04-06,7277597400
2018-04-09,7298467200
2018-04-10,7454096280
2018-04-11,7377176160
2018-04-12,7467810720
2018-04-13,7365846840
2018-04-16,7815143820
2018-04-17,7891169520
2018-04-18,7876560660
2018-04-19,7819019640
2018-04-20,7771913520
2018-04-23,7795764720
2018-04-24,7719739020
2018-04-25,7717353900
2018-04-26,7736136720
2018-04-27,7736733000
2018-04-30,7564109940
2018-05-01,7550395500
2018-05-02,7530718260
2018-05-03,7478245620
2018-05-04,7537575480
2018-05-07,7595116500
2018-05-08,7563513660
2018-05-09,8227173300
2018-05-10,8312739480
2018-05-11,8496393720
2018-05-14,8553636599
2018-05-15,8468368560
2018-05-16,8697041940
2018-05-17,8551251480
2018-05-18,8695551240
2018-05-21,8714035920
2018-05-22,8626979040
2018-05-23,8613562740
2018-05-24,8618034840
2018-05-25,8584345020
2018-05-29,8528592840
2018-05-30,8672594460
2018-05-31,8560493820
2018-06-01,8665140960
2018-06-04,8731924320
2018-06-05,8682433080
2018-06-06,8868770580
2018-06-07,8854758000
2018-06-08,8931976260
2018-06-11,8974014000
2018-06-12,8967753060
2018-06-13,8975802840
2018-06-14,9054511800
2018-06-15,9059878320
2018-06-18,8987728440
2018-06-19,8940324180
2018-06-20,8847602640
2018-06-21,8939429760
2018-06-22,8894112480
2018-06-25,8634730680
2018-06-26,8658283740
2018-06-27,8480890439
2018-06-28,8594183640
2018-06-29,8602531560
2018-07-02,8638768640
2018-07-03,8746872700
2018-07-05,8807793220
2018-07-06,8896784960
2018-07-09,9050579410
2018-07-10,9046995850
2018-07-11,8943072610
2018-07-12,9026689010
2018-07-13,9076858850
2018-07-16,8974428760
2018-07-17,9037141060
2018-07-18,9063420500
2018-07-19,9149724570
2018-07-20,9121354720
2018-07-23,9201387560
2018-07-24,9197505370
2018-07-25,9310984770
2018-07-26,9365335430
2018-07-27,9181080720
2018-07-30,9082532820
2018-07-31,9157488950
2018-08-01,9309192990
2018-08-02,9308894360
2018-08-03,9322631340
2018-08-06,9420283350
2018-08-07,9226771110
2018-08-08,9448653200
2018-08-09,9499718930
2018-08-10,9550187400
2018-08-13,9643658590
2018-08-14,9706370890
2018-08-15,9559743560
2018-08-16,9492850440
2018-08-17,9453431280
2018-08-20,9416699790
2018-08-21,9514949060
2018-08-22,9595579160
2018-08-23,9468064150
2018-08-24,9519129880
2018-08-27,9698307880
2018-08-28,9695321580
2018-08-29,9692932540
2018-08-30,9728768140
2018-08-31,9714433900
2018-09-04,9739817450
2018-09-05,9421776500
2018-09-06,9459702510
2018-09-07,9369217620
2018-09-10,9197804000
2018-09-11,9208853310
2018-09-12,9130014990
2018-09-13,9184365650
2018-09-14,9230951930
2018-09-17,8838253480
2018-09-18,8915598650
2018-09-19,8913209610
2018-09-20,8989658890
2018-09-21,8913806870
2018-09-24,9226771110
2018-09-25,9269773830
2018-09-26,9202283450
2018-09-27,9327409420
2018-09-28,9346820370
2018-10-01,9232302000
2018-10-02,9093369300
2018-10-03,9148344820
2018-10-04,8981625580
