,GS
2018-07-18,89119895075
2018-07-19,88499401081
2018-07-20,89293325073
2018-07-23,90091103064
2018-07-24,90908151056
2018-07-25,91220325053
2018-07-26,91382193051
2018-07-27,91586455049
2018-07-30,92091329044
2018-07-31,91505521050
2018-08-01,90969815055
2018-08-02,90179745064
2018-08-03,90218285063
2018-08-06,90927421056
2018-08-07,91659681048
2018-08-08,91096997054
2018-08-09,90098811064
2018-08-10,88491693081
2018-08-13,87431843092
2018-08-14,88472423081
2018-08-15,88352949083
2018-08-16,89798199068
2018-08-17,89944651066
2018-08-20,90869611056
2018-08-21,91975709045
2018-08-22,92241635042
2018-08-23,91085435054
2018-08-24,90611393059
2018-08-27,93498039029
2018-08-28,93409397030
2018-08-29,93035559034
2018-08-30,92264759042
2018-08-31,91651973048
2018-09-04,91594163049
2018-09-05,91555623049
2018-09-06,90384007061
2018-09-07,90148913064
2018-09-10,89378113072
2018-09-11,88722933079
2018-09-12,87929009087
2018-09-13,87998381086
2018-09-14,88349095083
2018-09-17,87828805088
2018-09-18,88214205084
2018-09-19,90792531057
2018-09-20,91493959050
2018-09-21,90700035058
2018-09-24,89759659068
2018-09-25,89605499070
2018-09-26,88210351084
2018-09-27,87770995089
2018-09-28,86422095103
2018-10-01,85512734098
2018-10-02,85793564095
2018-10-03,86442509088
2018-10-04,86328659090
2018-10-05,85656944097
2018-10-08,85520324098
2018-10-09,84594344108
2018-10-10,81550754140
2018-10-11,80822114148
2018-10-12,81163664144
2018-10-15,81675989139
2018-10-16,84135149113
2018-10-17,86632259086
2018-10-18,85368524100
2018-10-19,86131319092
2018-10-22,84097199113
2018-10-23,82943519125
2018-10-24,79383809163
2018-10-25,81216794143
2018-10-26,80590619150
2018-10-29,81398954142
2018-10-30,83216759122
2018-10-31,85527914098
2018-11-01,86135114092
2018-11-02,87167354081
2018-11-05,86799239085
2018-11-06,86601899087
2018-11-07,87770759074
2018-11-08,87911174073
2018-11-09,84495674109
2018-11-12,78195974175
2018-11-13,77816474179
2018-11-14,76844954190
2018-11-15,77319329185
2018-11-16,76704539191
2018-11-19,75224489207
2018-11-20,72613529234
2018-11-21,73091699229
2018-11-23,71763449243
2018-11-26,73752029222
2018-11-27,73490174225
2018-11-28,75273824206
2018-11-29,73945574220
2018-11-30,72366854237
2018-12-03,72723584233
2018-12-04,69945644262
2018-12-06,69862154263
2018-12-07,68184764281
2018-12-10,67865984284
2018-12-11,67095599292
2018-12-12,67057649293
2018-12-13,66761639296
2018-12-14,65566214308
2018-12-17,63759794327
2018-12-18,65084249314
2018-12-19,64230374323
2018-12-20,63911594326
2018-12-21,60738974359
2018-12-24,59334824374
2018-12-26,61831934348
2018-12-27,62773094338
2018-12-28,61869884347
2018-12-31,63445589331
2019-01-02,65336993311
2019-01-03,64379897321
2019-01-04,66483989299
2019-01-07,66852395295
2019-01-08,66605525298
2019-01-09,67023305294
2019-01-10,66844799296
2019-01-11,67198013292
2019-01-14,67877855285
2019-01-15,68329817280
2019-01-16,74850983211
2019-01-17,75614381203
2019-01-18,76924691189
2019-01-22,75078863209
2019-01-23,74782619212
2019-01-24,75124439208
2019-01-25,76241051197
2019-01-28,75853655201
2019-01-29,76149899198
2019-01-30,76901903190
2019-01-31,75204197207
2019-02-01,74645891213
2019-02-04,75094055209
2019-02-05,75204197207
2019-02-06,74676275213
2019-02-07,73327985227
2019-02-08,72796265233
2019-02-11,72667133234
2019-02-12,73867301222
2019-02-13,73943261221
2019-02-14,73122893229
2019-02-15,75390299206
2019-02-19,75454865205
2019-02-20,75428279205
2019-02-21,74577527214
2019-02-22,74440799216
2019-02-25,75447269205
2019-02-26,75542219204
2019-02-27,75238379207
2019-02-28,74706659213
2019-03-01,75276359207
2019-03-04,74433203216
2019-03-05,74440799216
2019-03-06,73962251221
2019-03-07,73214045228
2019-03-08,74152151219
2019-03-11,74429405216
2019-03-12,74680073213
2019-03-13,74915549211
2019-03-14,74999105210
2019-03-15,75299147206
2019-03-18,76898105190
2019-03-19,76385375195
2019-03-20,73802735222
2019-03-21,73901483221
2019-03-22,71767007244
2019-03-25,71596097245
2019-03-26,72424061237
2019-03-27,72173393239
2019-03-28,72610163235
2019-03-29,72917801232
2019-04-01,73679129213
2019-04-02,73963749210
2019-04-03,75222069196
2019-04-04,75735134191
2019-04-05,75791309190
2019-04-08,75851229189
2019-04-09,75132189197
2019-04-10,76016009188
2019-04-11,75959834188
2019-04-12,77836079168
2019-04-15,74866294200
2019-04-16,75589079192
2019-04-17,77858549168
2019-04-18,77113294176
2019-04-22,76622699181
2019-04-23,76450429183
2019-04-24,75102229197
2019-04-25,75424299194
2019-04-26,76053459187
2019-04-29,77491539172
2019-04-30,77117039176
2019-05-01,76671384181
2019-05-02,76768754180
2019-05-03,77716239169
2019-05-06,77308034174
2019-05-07,75884934189
2019-05-08,75255774196
2019-05-09,75510434193
2019-05-10,75667724191
2019-05-13,73016264220
2019-05-14,73506859214
2019-05-15,73551799214
2019-05-16,74577929203
2019-05-17,73937534210
2019-05-20,73866379211
2019-05-21,74566694203
2019-05-22,73222239217
2019-05-23,71892764232
2019-05-24,72278499228
2019-05-28,70945279242
2019-05-29,70424724247
2019-05-30,70170064250
2019-05-31,68342504270
2019-06-03,68604654267
2019-06-04,71110059240
2019-06-05,70570779246
2019-06-06,71083844240
2019-06-07,71083844240
2019-06-10,72697939223
2019-06-11,72926384221
2019-06-12,71237389239
2019-06-13,71698024234
2019-06-14,71776669233
2019-06-17,71465834236
2019-06-18,73020009220
2019-06-19,73267179217
2019-06-20,73289649217
2019-06-21,73379529216
2019-06-24,73960004210
2019-06-25,73424469215
2019-06-26,73780244211
2019-06-27,74645339202
2019-06-28,76622699181
2019-07-01,76538199172
2019-07-02,76212599176
2019-07-03,76234799175
2019-07-05,76922999168
2019-07-08,76127499177
2019-07-09,76874899168
2019-07-10,76208899176
2019-07-11,78199499154
2019-07-12,79157799144
2019-07-15,78284599153
2019-07-16,79742399137
2019-07-17,78920999146
2019-07-18,79372399141
2019-07-19,79002399145
2019-07-22,79179999144
2019-07-23,81189099122
2019-07-24,82151099111
2019-07-25,81392599120
2019-07-26,82191799111
2019-07-29,81518399118
2019-07-30,81917999114
2019-07-31,81448099119
2019-08-01,78291999153
2019-08-02,77466899162
2019-08-05,74621599193
2019-08-06,76223699175
2019-08-07,76123799177
2019-08-08,76589999172
2019-08-09,76552999172
2019-08-12,74562399193
2019-08-13,75520699183
2019-08-14,72357199217
2019-08-15,72586599215
2019-08-16,73785399202
2019-08-19,74813999191
2019-08-20,73992599200
2019-08-21,74251599197
2019-08-22,74895399190
2019-08-23,72593999215
2019-08-26,73870499201
2019-08-27,73285899207
2019-08-28,74155399198
2019-08-29,75272799186
2019-08-30,75446699184
2019-09-03,73618899204
2019-09-04,74640099193
2019-09-05,76608499171
2019-09-06,76667699171
2019-09-09,78432599152
2019-09-10,79783099137
2019-09-11,80215999132
2019-09-12,80933799125
2019-09-13,81362999120
2019-09-16,80371399131
2019-09-17,79886699136
2019-09-18,80319599131
2019-09-19,79635099139
2019-09-20,79083799145
2019-09-23,78980199146
2019-09-24,76867499169
2019-09-25,77711099159
2019-09-26,77041399167
2019-09-27,77318899164
2019-09-30,75100151171
2019-10-01,73454855189
2019-10-02,71845799207
2019-10-03,71479775211
2019-10-04,72769919196
2019-10-07,72624959198
2019-10-08,71526887210
2019-10-09,71338439212
2019-10-10,72432887200
2019-10-11,74176031181
2019-10-14,74589167176
2019-10-15,74821103174
2019-10-16,75169007170
2019-10-17,74821103174
2019-10-18,74842847173
2019-10-21,75832199163
2019-10-22,75959039161
2019-10-23,76582367154
2019-10-24,76484519155
2019-10-25,77636951143
2019-10-28,78912599129
2019-10-29,78872735129
2019-10-30,78209543136
2019-10-31,77328911146
2019-11-01,78782135130
2019-11-04,79680887120
2019-11-05,79235135125
2019-11-06,79155407126
2019-11-07,80920295106
2019-11-08,80782583108
2019-11-11,79376471123
2019-11-12,79876583118
2019-11-13,79481567122
2019-11-14,79521431122
2019-11-15,79818599119
2019-11-18,79630151121
2019-11-19,79742495119
2019-11-20,78970583128
2019-11-21,79086551127
2019-11-22,79829471118
2019-11-25,80724599109
2019-11-26,80615879110
2019-11-27,80797079108
2019-11-29,80217239114
2019-12-02,78872735129
2019-12-03,76915775151
2019-12-04,78256655136
2019-12-05,78691535131
2019-12-06,81398663101
2019-12-09,80383943112
2019-12-10,80409311112
2019-12-11,80159255115
2019-12-12,81920519095
2019-12-13,81539999100
2019-12-16,82641695087
2019-12-17,83768759075
2019-12-18,83515079078
2019-12-19,83330255080
2019-12-20,82964231084
2019-12-23,83022215083
2019-12-24,83319383080
2019-12-26,83790503075
2019-12-27,83591183077
2019-12-30,83279519080
2019-12-31,82314939080
2020-01-02,83886559062
2020-01-03,82905639073
2020-01-06,83754099064
2020-01-07,84305419058
2020-01-08,85118079048
2020-01-09,86850799029
2020-01-10,86675379031
2020-01-13,87785179019
2020-01-14,87946279017
2020-01-15,87785179019
2020-01-16,89399759001
2020-01-17,89306679002
2020-01-21,87960599017
2020-01-22,88443899011
2020-01-23,87917639017
2020-01-24,86607359032
2020-01-27,85254119047
2020-01-28,86843639029
2020-01-29,85962959039
2020-01-30,87398539023
2020-01-31,85114499049
2020-02-03,85565579043
2020-02-04,86614519032
2020-02-05,87459399022
2020-02-06,86571559032
2020-02-07,85203999048
2020-02-10,84974879050
2020-02-11,84652679054
2020-02-12,85436699045
2020-02-13,85329299046
2020-02-14,84874639051
2020-02-18,83489179067
2020-02-19,84964139050
2020-02-20,83317339069
2020-02-21,82561959077
2020-02-24,80385319101
2020-02-25,77904379129
2020-02-26,77249239136
2020-02-27,73637019177
2020-02-28,71875659196
2020-03-02,74990259162
2020-03-03,72827939186
2020-03-04,74728919165
2020-03-05,71166819204
2020-03-06,69040299228
2020-03-09,61865979308
2020-03-10,65997299262
2020-03-11,61536619312
2020-03-12,53943439397
2020-03-13,63426859291
2020-03-16,55368279381
2020-03-17,56803859365
2020-03-18,50127159439
2020-03-19,53517419402
2020-03-20,49550779446
2020-03-23,48319259460
2020-03-24,54988799385
2020-03-25,55536539379
2020-03-26,59352819336
2020-03-27,56685719366
2020-03-30,57143959361
2020-03-31,54987662381
2020-04-01,51679652418
2020-04-02,53330100400
2020-04-03,52263000412
2020-04-06,56282410367
2020-04-07,59053313335
2020-04-08,62944671292
2020-04-09,65541281262
2020-04-13,63734325283
2020-04-14,63396410287
2020-04-15,63499563285
2020-04-16,62973127291
2020-04-17,65267392266
2020-04-20,64168279278
2020-04-21,61824216304
2020-04-22,62596085296
2020-04-23,62265284299
2020-04-24,62958899292
2020-04-27,65285177265
2020-04-28,66519456251
2020-04-29,67593670239
2020-04-30,65242493266
2020-05-01,62994469291
2020-05-04,62613870295
2020-05-05,63421309286
2020-05-06,62930443292
2020-05-07,64851223270
2020-05-08,65943222258
2020-05-11,65150011267
2020-05-12,63033596291
2020-05-13,61109259312
2020-05-14,62051864302
2020-05-15,61134158312
2020-05-18,64694715272
2020-05-19,63254130288
2020-05-20,64538207274
2020-05-21,64061569279
2020-05-22,64001100280
2020-05-26,69738541215
2020-05-27,74576061161
2020-05-28,71573953195
2020-05-29,69891492214
2020-06-01,71115100200
2020-06-02,72612597183
2020-06-03,74899748157
2020-06-04,76411473140
2020-06-05,77514143128
2020-06-08,78542116116
2020-06-09,77578169127
2020-06-10,75949063145
2020-06-11,69052040223
2020-06-12,71773145192
2020-06-15,73384466174
2020-06-16,74551162161
2020-06-17,73341782175
2020-06-18,72505887184
2020-06-19,71719790193
2020-06-22,72356493186
2020-06-23,72840245180
2020-06-24,70435713207
2020-06-25,73665469171
2020-06-26,67294882243
2020-06-29,68817278226
2020-06-30,70332957209
2020-07-01,70315162209
2020-07-02,70254659210
2020-07-06,73799423170
2020-07-07,70952223202
2020-07-08,71980774191
2020-07-09,70051796212
2020-07-10,73158803177
2020-07-13,74340391164
2020-07-14,76166158143
2020-07-15,77194709132
2020-07-16,76401052141
2020-07-17,75240818154
2020-07-20,75347588153
2020-07-21,75457917151
2020-07-22,73315399176
2020-07-23,72254817187
2020-07-24,71703172194
2020-07-27,72254817187
2020-07-28,71756557193
2020-07-29,72098221189
2020-07-30,71012726201
2020-07-31,70453963208
2020-08-03,70962900202
2020-08-04,71763675193
2020-08-05,72788667181
2020-08-06,72692574183
2020-08-07,74123292166
2020-08-10,74518341162
2020-08-11,75116253155
2020-08-12,75497066151
2020-08-13,74166000166
2020-08-14,74016522168
2020-08-17,72272612187
2020-08-18,71646228194
2020-08-19,72254817187
2020-08-20,71838414192
2020-08-21,72044836190
2020-08-24,73792305170
2020-08-25,73315399176
2020-08-26,73749597171
2020-08-27,74792384159
2020-08-28,73923988169
2020-08-31,72913232180
2020-09-01,73123213178
2020-09-02,74753235159
2020-09-03,73870603169
2020-09-04,75073545156
2020-09-08,72062631190
2020-09-09,71970097191
2020-09-10,71183558199
2020-09-11,71507427196
2020-09-14,71656905194
2020-09-15,70468199208
2020-09-16,71422011197
2020-09-17,69339996220
2020-09-18,69350673220
2020-09-21,69044599224
2020-09-22,68197557233
2020-09-23,66240107255
2020-09-24,69439648219
2020-09-25,69382704220
2020-09-28,70849012203
2020-09-29,70037560212
2020-09-30,71545319196
2020-10-01,70683799205
2020-10-02,71164399200
2020-10-05,71840799192
2020-10-06,71588039195
2020-10-07,72481599185
2020-10-08,74040879168
2020-10-09,73884239169
2020-10-12,76226719143
2020-10-13,75048359156
2020-10-14,75197879155
2020-10-15,74261599165
2020-10-16,73410759175
2020-10-19,73225639177
2020-10-20,74058679167
2020-10-21,72235959188
2020-10-22,73122399178
2020-10-23,72994239179
2020-10-26,71605839195
2020-10-27,69662079217
2020-10-28,67558119240
2020-10-29,67618639240
2020-10-30,67298239243
2020-11-02,67711199239
2020-11-03,70463079208
2020-11-04,70441719208
2020-11-05,72253759188
2020-11-06,71648559194
2020-11-09,76515079140
2020-11-10,77419319130
2020-11-11,77625799127
2020-11-12,76365559141
2020-11-13,77992479123
2020-11-16,79167279110
2020-11-17,79975399101
2020-11-18,79850799102
2020-11-19,79946919101
2020-11-20,79512599106
2020-11-23,81463479084
2020-11-24,84549999050
2020-11-25,84208239053
2020-11-27,83802399058
2020-11-30,82086479077
2020-12-01,82620479071
2020-12-02,84603399049
2020-12-03,83827319058
2020-12-04,85290479041
2020-12-07,84888199046
2020-12-08,85027039044
2020-12-09,86443919028
2020-12-10,87006399022
2020-12-11,85436439040
2020-12-14,84653239048
2020-12-15,86305079030
2020-12-16,86782119024
2020-12-17,87017079022
2020-12-18,86198279031
2020-12-21,91484878972
2020-12-22,89032038999
2020-12-23,91296198974
2020-12-24,91192958975
2020-12-28,92414038961
2020-12-29,91851558967
2020-12-30,92364198962
2020-12-31,94038984945
2021-01-04,94498998940
2021-01-05,96613636916
2021-01-06,101827128857
2021-01-07,104002388833
2021-01-08,103442526839
2021-01-11,104779776824
2021-01-12,107768084791
2021-01-13,108028402788
2021-01-14,109786440768
2021-01-15,107340164795
2021-01-19,104911718823
2021-01-20,103581600838
2021-01-21,103189340842
2021-01-22,103196472842
2021-01-25,100932062867
2021-01-26,100475614872
2021-01-27,97469476906
2021-01-28,98072130899
2021-01-29,96699220915
2021-02-01,97968716901
2021-02-02,102333500852
2021-02-03,102896928845
2021-02-04,104751248825
2021-02-05,104662098826
2021-02-08,107033488799
2021-02-09,107144034798
2021-02-10,108506246782
2021-02-11,107807310790
2021-02-12,109233710774
2021-02-16,111244934752
2021-02-17,111523082749
2021-02-18,110510338760
2021-02-19,112550090737
2021-02-22,112995840732
2021-02-23,113830284723
2021-02-24,117906222677
2021-02-25,116879214688
2021-02-26,113926566722
2021-03-01,117649470680
2021-03-02,118013202676
2021-03-03,119257736662
2021-03-04,117424812682
2021-03-05,116740140690
2021-03-08,119172152663
2021-03-09,117888392677
2021-03-10,121964330631
2021-03-11,121992858631
2021-03-12,124385644604
2021-03-15,123401428615
2021-03-16,121853784633
2021-03-17,123009168620
2021-03-18,124096798608
2021-03-19,122741718623
2021-03-22,121005076642
2021-03-23,118309180672
2021-03-24,117196588685
2021-03-25,117874128677
2021-03-26,116747272690
2021-03-29,116155316697
2021-03-30,118394764671
2021-03-31,114711598692
2021-04-01,114936110689
2021-04-05,113497830705
2021-04-06,114732646691
2021-04-07,114553738693
2021-04-08,116163910675
2021-04-09,116048146676
2021-04-12,116409470672
2021-04-13,114950142689
2021-04-14,117640778658
2021-04-15,118763338645
2021-04-16,120082346630
2021-04-19,120355970627
2021-04-20,116423502672
2021-04-21,117612714658
2021-04-22,116062178676
2021-04-23,119043978642
2021-04-26,120506814625
2021-04-27,121597802613
2021-04-28,122116986607
2021-04-29,123821874588
2021-04-30,122236258606
2021-05-03,122836126599
2021-05-04,122723870600
2021-05-05,125453094569
2021-05-06,128382274536
2021-05-07,130108210516
2021-05-10,129332942525
2021-05-11,126259934560
2021-05-12,124323518582
2021-05-13,125870546564
2021-05-14,129364514524
2021-05-17,129532898523
2021-05-18,127887646541
2021-05-19,125719702566
2021-05-20,126210822560
2021-05-21,128484006534
2021-05-24,129196130526
2021-05-25,127870106541
2021-05-26,128883918530
2021-05-27,130276594514
2021-05-28,130504614511
2021-06-01,134159950470
2021-06-02,134510750466
2021-06-03,136362974445
2021-06-04,137320658434
2021-06-07,136166526447
2021-06-08,134952758461
2021-06-09,134279222468
2021-06-10,131178150504
2021-06-11,132619938487
2021-06-14,130820334508
2021-06-15,130252038514
2021-06-16,130146798516
2021-06-17,126814198554
2021-06-18,122369562604
2021-06-21,125425030569
2021-06-22,125421522569
2021-06-23,126656338555
2021-06-24,129357498525
2021-06-25,129364514524
2021-06-28,129343466525
2021-06-29,130715094509
2021-06-30,132190297481
2021-07-01,130609015500
2021-07-02,130319926503
2021-07-06,128822236520
2021-07-07,128059459529
2021-07-08,125018800564
2021-07-09,129484006512
2021-07-12,132528148478
2021-07-13,130953832496
2021-07-14,130403518502
2021-07-15,130037803506
2021-07-16,127059838540
2021-07-19,123548974581
2021-07-20,127045906540
2021-07-21,130090048506
2021-07-22,129814891509
2021-07-23,130281613503
2021-07-26,130925968496
2021-07-27,130556770500
2021-07-28,130344307503
2021-07-29,131500663489
2021-07-30,130570702500
2021-08-02,131723575487
2021-08-03,132479386478
2021-08-04,131608636488
2021-08-05,133851688462
2021-08-06,138585085408
2021-08-09,139278202400
2021-08-10,142095949368
2021-08-11,144157885344
2021-08-12,144544498340
2021-08-13,143074672356
2021-08-16,142228303366
2021-08-17,141051049380
2021-08-18,138902038404
2021-08-19,137080429425
2021-08-20,137881519416
2021-08-23,139825033394
2021-08-24,142301446365
2021-08-25,143889694347
2021-08-26,143642401350
2021-08-27,146178025321
2021-08-30,144056878345
2021-08-31,144025531345
2021-09-01,144077776345
2021-09-02,144370348342
2021-09-03,143259271354
2021-09-07,142914454358
2021-09-08,141061498380
2021-09-09,140915212381
2021-09-10,140532082386
2021-09-13,142545256362
2021-09-14,140605225385
2021-09-15,139999183392
2021-09-16,138163642413
2021-09-17,136345516434
2021-09-20,131702677487
2021-09-21,130905070496
2021-09-22,134259199458
2021-09-23,136484836432
2021-09-24,136133053436
2021-09-27,139253821400
2021-09-28,135662848442
2021-09-29,134057185460
2021-09-30,131025196487
2021-10-01,131707998480
2021-10-04,129680388503
2021-10-05,133721744456
2021-10-06,134498128447
2021-10-07,135388890437
2021-10-08,136147944428
2021-10-11,133524182459
2021-10-12,133971296453
2021-10-13,133895044454
2021-10-14,135589918435
2021-10-15,140743860375
2021-10-18,143384952345
2021-10-19,142854654351
2021-10-20,141374672368
2021-10-21,141270692369
2021-10-22,143603310342
2021-10-25,143752348341
2021-10-26,144743624329
2021-10-27,142449132356
2021-10-28,143776610340
2021-10-29,143267108346
2021-11-01,144428218333
2021-11-02,146906408304
2021-11-03,144844138328
2021-11-04,141437060367
2021-11-05,141093926371
2021-11-08,141530642366
2021-11-09,140494308378
2021-11-10,138334990403
2021-11-11,139451042390
2021-11-12,140341804380
2021-11-15,140307144380
2021-11-16,139710992387
2021-11-17,135711228433
2021-11-18,135648840434
2021-11-19,134269372450
2021-11-22,137309054415
2021-11-23,140837442374
2021-11-24,138359252403
2021-11-26,134962572442
2021-11-29,133974762453
2021-11-30,132051132476
2021-12-01,130487966494
2021-12-02,134321362449
2021-12-03,132654216469
2021-12-06,134931378442
2021-12-07,138678124399
2021-12-08,137711110410
2021-12-09,137423432414
2021-12-10,135541394435
2021-12-13,133316222461
2021-12-14,134765010444
2021-12-15,135142804440
2021-12-16,137728440410
2021-12-17,132331878472
2021-12-20,128800024513
2021-12-21,131818910478
2021-12-22,132515576470
2021-12-23,133454862459
2021-12-27,134494662447
2021-12-28,134345624449
2021-12-29,133856918455
2021-12-30,133621230457
2021-12-31,134351558469
2022-01-03,138839894418
2022-01-04,143106974370
2022-01-05,139998854405
2022-01-06,139401814412
2022-01-07,139605510409
2022-01-10,140188502403
2022-01-11,141551158387
2022-01-12,137076870438
2022-01-13,137248958436
2022-01-14,133786126476
2022-01-18,124465278582
2022-01-19,121978782610
2022-01-20,122252718607
2022-01-21,120781190624
2022-01-24,120598566626
2022-01-25,119952358633
2022-01-26,120349214629
2022-01-27,119769734635
2022-01-28,121869910611
2022-01-31,124563614581
2022-02-01,127857870543
2022-02-02,127506670547
2022-02-03,126038654564
2022-02-04,129101118529
2022-02-07,129294278527
2022-02-08,129979118519
2022-02-09,131534934501
2022-02-10,130144182517
2022-02-11,127506670547
2022-02-14,126516286559
2022-02-15,127815726544
2022-02-16,126449558559
2022-02-17,122589870603
2022-02-18,121529246615
2022-02-22,120907622622
2022-02-23,119825926635
2022-02-24,119474726639
2022-02-25,122962142599
2022-02-28,119861046634
2022-03-01,115263838687
2022-03-02,118136654654
2022-03-03,117097102666
2022-03-04,115780102681
2022-03-07,113047766712
2022-03-08,112865142714
2022-03-09,117156806665
2022-03-10,115860878680
2022-03-11,114842398692
2022-03-14,114132974700
2022-03-15,115600990683
2022-03-16,119674910636
2022-03-17,120556422626
2022-03-18,121297454618
2022-03-21,119056798644
2022-03-22,120465110627
2022-03-23,117866230657
2022-03-24,118083974655
2022-03-25,118526486650
2022-03-28,117757358658
2022-03-29,119288590641
2022-03-30,117859206657
2022-03-31,117185498679
2022-04-01,117228098679
2022-04-04,116514548687
2022-04-05,115005798704
2022-04-06,112272298734
2022-04-07,111523248743
2022-04-08,114093448714
2022-04-11,113869798716
2022-04-12,113521898720
2022-04-13,114299348712
2022-04-14,114182198713
2022-04-18,117107398680
2022-04-19,119262248656
2022-04-20,121076298635
2022-04-21,118676498662
2022-04-22,113518348720
2022-04-25,114104098714
2022-04-26,111157598747
2022-04-27,111196648747
2022-04-28,113035548726
2022-04-29,108448948778
2022-05-02,110199098758
2022-05-03,111704298741
2022-05-04,115059048703
2022-05-05,111139848747
2022-05-06,111100798748
2022-05-09,109655948764
2022-05-10,108296298779
2022-05-11,107050248793
2022-05-12,106290548802
2022-05-13,108981448772
2022-05-16,107721198786
2022-05-17,111104348748
2022-05-18,108889148773
2022-05-19,109410998767
2022-05-20,108913998772
2022-05-23,112396548733
2022-05-24,111452248744
2022-05-25,111789498740
2022-05-26,114888648705
2022-05-27,116645898685
2022-05-31,116031748692
2022-06-01,114256748712
2022-06-02,115108748703
2022-06-03,113131398725
2022-06-06,113781048717
2022-06-07,114136048713
2022-06-08,111711398741
2022-06-09,107998098783
2022-06-10,101892098851
2022-06-13,100578598866
2022-06-14,100301698869
2022-06-15,102974848839
2022-06-16,101167898860
2022-06-17,99325448880
2022-06-21,101107548860
2022-06-22,101011698861
2022-06-23,101590348855
2022-06-24,107476248789
2022-06-27,106776898796
2022-06-28,106318948802
2022-06-29,107664398786
2022-06-30,104788654811
2022-07-01,105568342803
2022-07-05,104852158811
2022-07-06,103638526824
2022-07-07,105346078805
2022-07-08,104594614814
2022-07-11,103433902827
2022-07-12,103204582829
2022-07-13,102364918839
2022-07-14,99344950873
2022-07-15,103677334824
2022-07-18,106284526794
2022-07-19,112208038727
2022-07-20,113407558714
2022-07-21,115203310693
2022-07-22,114282502704
2022-07-25,114349534703
2022-07-26,112384438725
2022-07-27,114497710701
2022-07-28,116110006683
2022-07-29,117619990666
2022-08-01,117157822671
2022-08-02,115676062688
2022-08-03,117542374667
2022-08-04,117083734672
2022-08-05,118071574661
2022-08-08,118075102661
2022-08-09,118759534653
2022-08-10,122742646608
2022-08-11,124072702593
2022-08-12,124827694584
2022-08-15,125543878576
2022-08-16,125233414580
2022-08-17,124799470585
2022-08-18,125074654581
2022-08-19,123222454602
2022-08-22,120805774630
2022-08-23,120015502639
2022-08-24,120636430632
2022-08-25,122241670614
2022-08-26,118681918654
2022-08-29,117806974664
2022-08-30,117704662665
2022-08-31,117365974669
2022-09-01,117658798666
2022-09-02,116946142674
2022-09-06,115185670694
2022-09-07,116621566677
2022-09-08,118322062658
2022-09-09,119987278639
2022-09-12,120862222629
2022-09-13,115855990686
2022-09-14,115457326690
2022-09-15,116995534673
2022-09-16,115086886695
2022-09-19,115951246685
2022-09-20,114046126706
2022-09-21,113146486717
2022-09-22,110398174748
2022-09-23,106535014792
2022-09-26,103941934821
2022-09-27,102798862834
2022-09-28,106118710796
2022-09-29,104467606815
2022-09-30,102420975000
2022-10-03,104552924999
2022-10-04,110047065000
2022-10-05,107995500000
2022-10-06,106482165000
2022-10-07,105227460000
2022-10-10,105038730000
2022-10-11,102826395000
2022-10-12,103210845000
2022-10-13,107320965000
2022-10-14,104846505000
2022-10-17,107195145000
2022-10-18,109690575000
2022-10-19,108960120000
2022-10-20,108628095000
2022-10-21,113622450000
2022-10-24,114880650000
2022-10-25,116173799999
2022-10-26,117323655000
2022-10-27,117844410000
2022-10-28,119466090000
2022-10-31,120406245000
2022-11-01,121828710000
2022-11-02,122251605000
2022-11-03,121930065000
2022-11-04,125089545000
2022-11-07,126714720000
2022-11-08,127224990000
2022-11-09,126519000000
2022-11-10,132219345000
2022-11-11,134616915000
2022-11-14,133634820000
2022-11-15,133816560000
2022-11-16,133624335000
2022-11-17,132733109999
2022-11-18,132530400000
2022-11-21,132883395000
2022-11-22,134162565000
2022-11-23,134994375000
2022-11-25,135906570000
2022-11-28,133634820000
2022-11-29,134106645000
2022-11-30,134959424999
2022-12-01,134141595000
2022-12-02,133012710000
2022-12-05,129853230000
2022-12-06,126837045000
2022-12-07,125792040000
2022-12-08,125148960000
2022-12-09,125519430000
2022-12-12,126931410000
2022-12-13,128857155000
2022-12-14,125952810000
2022-12-15,122265585000
2022-12-16,121049325000
2022-12-19,120441195000
2022-12-20,120399255000
2022-12-21,122380920000
2022-12-22,120780210000
2022-12-23,120755745000
2022-12-27,119518515000
2022-12-28,119134065000
2022-12-29,120028785000
2022-12-30,120011310000
2023-01-03,119999852000
2023-01-04,120512820000
2023-01-05,119147216000
2023-01-06,120644528000
2023-01-09,122349800000
2023-01-10,123860976000
2023-01-11,126328768000
2023-01-12,128221204000
2023-01-13,129628400000
2023-01-17,121282272000
2023-01-18,120994593999
2023-01-19,121569950000
2023-01-20,118481743999
2023-01-23,121011924000
2023-01-24,120731178000
2023-01-25,121181758000
2023-01-26,123032602000
2023-01-27,122592420000
2023-01-30,123895636000
2023-01-31,126789746000
2023-02-01,126755086000
2023-02-02,128058302000
2023-02-03,128224670000
2023-02-06,128519280000
2023-02-07,129767039999
2023-02-08,130009660000
2023-02-09,127545334000
2023-02-10,128685647999
2023-02-13,129635332000
2023-02-14,128858947999
2023-02-15,129746243999
2023-02-16,128311320000
2023-02-17,127722100000
2023-02-21,125164192000
2023-02-22,125084474000
2023-02-23,126002964000
2023-02-24,126110410000
2023-02-27,126692697999
2023-02-28,121881889999
2023-03-01,120003318000
2023-03-02,120998060000
2023-03-03,123767393999
2023-03-06,123753530000
