,SRCL
2018-09-11,5311242000
2018-09-12,5307774000
2018-09-13,5281764000
2018-09-14,5364129000
2018-09-17,5348523000
2018-09-18,5406612000
2018-09-19,5372799000
2018-09-20,5351124000
2018-09-21,5331183000
2018-09-24,5249685000
2018-09-25,5261823000
2018-09-26,5231478000
2018-09-27,5064147000
2018-09-28,5087556000
2018-10-01,5197161612
2018-10-02,5079435351
2018-10-03,5053173339
2018-10-04,4936352665
2018-10-05,4928202386
2018-10-08,4893790094
2018-10-09,4901034787
2018-10-10,4891073334
2018-10-11,4798703499
2018-10-12,4758857688
2018-10-15,4756140928
2018-10-16,4867528082
2018-10-17,4867528082
2018-10-18,4810476125
2018-10-19,4804137019
2018-10-22,4721728636
2018-10-23,4575929190
2018-10-24,4431940918
2018-10-25,4484464942
2018-10-26,4420168292
2018-10-29,4450052650
2018-10-30,4445524717
2018-10-31,4525216340
2018-11-01,4598568856
2018-11-02,4284330299
2018-11-05,4235428621
2018-11-06,4238145381
2018-11-07,4397528626
2018-11-08,4334137563
2018-11-09,4316025830
2018-11-12,4260785047
2018-11-13,4101401801
2018-11-14,4115891187
2018-11-15,4171131971
2018-11-16,4169320798
2018-11-19,4182904597
2018-11-20,4056122470
2018-11-21,4070611856
2018-11-23,4131286160
2018-11-26,4179282251
2018-11-27,4199205156
2018-11-28,4309686724
2018-11-29,4365833095
2018-11-30,4353154882
2018-12-03,4303347618
2018-12-04,4205544263
2018-12-06,4091440349
2018-12-07,3978242021
2018-12-10,3831536989
2018-12-11,3813425256
2018-12-12,3784446484
2018-12-13,3702943689
2018-12-14,3658569944
2018-12-17,3540843684
2018-12-18,3520920778
2018-12-19,3500997872
2018-12-20,3428550943
2018-12-21,3332558761
2018-12-24,3186759315
2018-12-26,3292712950
2018-12-27,3325314068
2018-12-28,3314447029
2018-12-31,3302100000
2019-01-02,3318300000
2019-01-03,3345300000
2019-01-04,3379499999
2019-01-07,3429000000
2019-01-08,3452400000
2019-01-09,3489300000
2019-01-10,3550500000
2019-01-11,3558600000
2019-01-14,3583800000
2019-01-15,3613500000
2019-01-16,3649499999
2019-01-17,3684600000
2019-01-18,3759300000
2019-01-22,3783600000
2019-01-23,3850200000
2019-01-24,3889800000
2019-01-25,3914100000
2019-01-28,3894300000
2019-01-29,3924900000
2019-01-30,3980699999
2019-01-31,3967200000
2019-02-01,3960900000
2019-02-04,4026600000
2019-02-05,4050000000
2019-02-06,4054499999
2019-02-07,3984300000
2019-02-08,4048199999
2019-02-11,4012200000
2019-02-12,4098600000
2019-02-13,4046400000
2019-02-14,4052700000
2019-02-15,4100400000
2019-02-19,4068000000
2019-02-20,4125600000
2019-02-21,4054499999
2019-02-22,4087800000
2019-02-25,4071600000
2019-02-26,4007700000
2019-02-27,4045500000
2019-02-28,4012200000
2019-03-01,4646700000
2019-03-04,4511700000
2019-03-05,4392900000
2019-03-06,4290300000
2019-03-07,4288500000
2019-03-08,4314600000
2019-03-11,4320000000
2019-03-12,4373100000
2019-03-13,4435200000
2019-03-14,4428000000
2019-03-15,4442400000
2019-03-18,4432500000
2019-03-19,4415400000
2019-03-20,4372200000
2019-03-21,4513500000
2019-03-22,4544100000
2019-03-25,4654800000
2019-03-26,4752900000
2019-03-27,4763700000
2019-03-28,4805100000
2019-03-29,4897800000
2019-04-01,5017740000
2019-04-02,5139680000
2019-04-03,5182450000
2019-04-04,5224310000
2019-04-05,5270720000
2019-04-08,5228860000
2019-04-09,5132400000
2019-04-10,5187000000
2019-04-11,5186090000
2019-04-12,5197920000
2019-04-15,5241600000
2019-04-16,5158790000
2019-04-17,5197920000
2019-04-18,5099640000
2019-04-22,5114200000
2019-04-23,5201560000
2019-04-24,5255250000
2019-04-25,5166070000
2019-04-26,5262530000
2019-04-29,5293470000
2019-04-30,5313490000
2019-05-01,5182450000
2019-05-02,5209750000
2019-05-03,4732910000
2019-05-06,4713800000
2019-05-07,4515420000
2019-05-08,4479930000
2019-05-09,4439890000
2019-05-10,4566380000
2019-05-13,4452630000
2019-05-14,4492670000
2019-05-15,4439890000
2019-05-16,4439890000
2019-05-17,4398940000
2019-05-20,4372550000
2019-05-21,4450810000
2019-05-22,4368000000
2019-05-23,4252429999
2019-05-24,4243330000
2019-05-28,4186910000
2019-05-29,4152330000
2019-05-30,4128670000
2019-05-31,4220580000
2019-06-03,4252429999
2019-06-04,4319770000
2019-06-05,4250610000
2019-06-06,4208750000
2019-06-07,4128670000
2019-06-10,4044950000
2019-06-11,4093179999
2019-06-12,4084990000
2019-06-13,4155970000
2019-06-14,4116840000
2019-06-17,4177809999
2019-06-18,4140500000
2019-06-19,4157790000
2019-06-20,4276090000
2019-06-21,4253340000
2019-06-24,4253340000
2019-06-25,4266990000
2019-06-26,4257890000
2019-06-27,4346160000
2019-06-28,4345250000
2019-07-01,4276972304
2019-07-02,4266953842
2019-07-03,4375335380
2019-07-05,4375335380
2019-07-08,4289723073
2019-07-09,4210486150
2019-07-10,4203199996
2019-07-11,4150375381
2019-07-12,4178609227
2019-07-15,4199556919
2019-07-16,4184984611
2019-07-17,4007384612
2019-07-18,4041083073
2019-07-19,4154018458
2019-07-22,4162215381
2019-07-23,4244184611
2019-07-24,4302473842
2019-07-25,4184073842
2019-07-26,4274239996
2019-07-29,4162215381
2019-07-30,4249649227
2019-07-31,4185895381
2019-08-01,4053833842
2019-08-02,4137624611
2019-08-05,3994633842
2019-08-06,3965489227
2019-08-07,4010116919
2019-08-08,4131249227
2019-08-09,4077513842
2019-08-12,3949095381
2019-08-13,3980061535
2019-08-14,3947273842
2019-08-15,3980972304
2019-08-16,4097550765
2019-08-19,4174966150
2019-08-20,4064763073
2019-08-21,4082067688
2019-08-22,4055655381
2019-08-23,3901735381
2019-08-26,3965489227
2019-08-27,4013759996
2019-08-28,4113033842
2019-08-29,4093907688
2019-08-30,4088443073
2019-09-03,4053833842
2019-09-04,4251470765
2019-09-05,4225058457
2019-09-06,4187716919
2019-09-09,4311581534
2019-09-10,4441821534
2019-09-11,4655852303
2019-09-12,4782449226
2019-09-13,4644012303
2019-09-16,4748750765
2019-09-17,4610313842
2019-09-18,4610313842
2019-09-19,4542006150
2019-09-20,4583901534
2019-09-23,4560221534
2019-09-24,4461858457
2019-09-25,4432713842
2019-09-26,4419963073
2019-09-27,4473698457
2019-09-30,4634630000
2019-10-01,4509960000
2019-10-02,4525430000
2019-10-03,4492670000
2019-10-04,4530890000
2019-10-07,4459910000
2019-10-08,4410770000
2019-10-09,4476290000
2019-10-10,4504500000
2019-10-11,4640090000
2019-10-14,4621890000
2019-10-15,4639180000
2019-10-16,4726540000
2019-10-17,4845750000
2019-10-18,4926285000
2019-10-21,4910360000
2019-10-22,4893070000
2019-10-23,4882150000
2019-10-24,4831190000
2019-10-25,4892160000
2019-10-28,4929470000
2019-10-29,4863040000
2019-10-30,4867590000
2019-10-31,5241600000
2019-11-01,5336240000
2019-11-04,5487300000
2019-11-05,5576480000
2019-11-06,5657470000
2019-11-07,5677490000
2019-11-08,5677490000
2019-11-11,5624710000
2019-11-12,5605600000
2019-11-13,5588310000
2019-11-14,5571020000
2019-11-15,5604690000
2019-11-18,5578300000
2019-11-19,5581940000
2019-11-20,5618340000
2019-11-21,5684770000
2019-11-22,5832190000
2019-11-25,5783960000
2019-11-26,5722080000
2019-11-27,5802160000
2019-11-29,5716620000
2019-12-02,5767580000
2019-12-03,5797610000
2019-12-04,5868590000
2019-12-05,5908630000
2019-12-06,5979609999
2019-12-09,5994170000
2019-12-10,6010550000
2019-12-11,5970510000
2019-12-12,5983250000
2019-12-13,5826730000
2019-12-16,5841290000
2019-12-17,5809440000
2019-12-18,5701150000
2019-12-19,5757570000
2019-12-20,5787600000
2019-12-23,5855849999
2019-12-24,5820360000
2019-12-26,5859490000
2019-12-27,5827640000
2019-12-30,5844020000
2019-12-31,5825853000
2020-01-02,5720858000
2020-01-03,5657861000
2020-01-06,5707163000
2020-01-07,5718119000
2020-01-08,5647818000
2020-01-09,5648731000
2020-01-10,5616776000
2020-01-13,5669730000
2020-01-14,5661513000
2020-01-15,5689816000
2020-01-16,5833157000
2020-01-17,5783855000
2020-01-21,5715380000
2020-01-22,5771073000
2020-01-23,5763769000
2020-01-24,5731814000
2020-01-27,5742770000
2020-01-28,5801202000
2020-01-29,5792985000
2020-01-30,5876981000
2020-01-31,5722684000
2020-02-03,5786594000
2020-02-04,5797550000
2020-02-05,5929935000
2020-02-06,5997497000
2020-02-07,5884285000
2020-02-10,5609472000
2020-02-11,5615863000
2020-02-12,5781116000
2020-02-13,5795724000
2020-02-14,5887024000
2020-02-18,5854156000
2020-02-19,5959151000
2020-02-20,6005714000
2020-02-21,5962803000
2020-02-24,5973759000
2020-02-25,5782029000
2020-02-26,5635949000
2020-02-27,5608559000
2020-02-28,5243359000
2020-03-02,5806680000
2020-03-03,5724510000
2020-03-04,5922631000
2020-03-05,5555605000
2020-03-06,5483478000
2020-03-09,5003240000
2020-03-10,5063498000
2020-03-11,4707428000
2020-03-12,4479178000
2020-03-13,4926548000
2020-03-16,4235407000
2020-03-17,5094540000
2020-03-18,4517524000
2020-03-19,4460005000
2020-03-20,4079284000
2020-03-23,3714997000
2020-03-24,3761560000
2020-03-25,3856512000
2020-03-26,3939595000
2020-03-27,3835513000
2020-03-30,4434441000
2020-03-31,4372200000
2020-04-01,4182300000
2020-04-02,4034700000
2020-04-03,3841200000
2020-04-06,3942900000
2020-04-07,4034700000
2020-04-08,4313700000
2020-04-09,4564800000
2020-04-13,4491900000
2020-04-14,4530600000
2020-04-15,4272300000
2020-04-16,4302000000
2020-04-17,4373100000
2020-04-20,4232700000
2020-04-21,4013100000
2020-04-22,4090500000
2020-04-23,4213800000
2020-04-24,4190400000
2020-04-27,4482000000
2020-04-28,4485600000
2020-04-29,4612500000
2020-04-30,4392000000
2020-05-01,4167900000
2020-05-04,4152600000
2020-05-05,4318200000
2020-05-06,4230000000
2020-05-07,4571100000
2020-05-08,4712400000
2020-05-11,4666500000
2020-05-12,4590000000
2020-05-13,4264200000
2020-05-14,4348800000
2020-05-15,4320000000
2020-05-18,4645800000
2020-05-19,4611600000
2020-05-20,4700700000
2020-05-21,4612500000
2020-05-22,4598100000
2020-05-26,4819500000
2020-05-27,4883400000
2020-05-28,4963500000
2020-05-29,4934700000
2020-06-01,4957200000
2020-06-02,5016600000
2020-06-03,5352300000
2020-06-04,5472000000
2020-06-05,5706000000
2020-06-08,5710500000
2020-06-09,5688000000
2020-06-10,5427000000
2020-06-11,5085900000
2020-06-12,5107500000
2020-06-15,5188500000
2020-06-16,5321700000
2020-06-17,5274000000
2020-06-18,5139000000
2020-06-19,5110200000
2020-06-22,5096700000
2020-06-23,5161500000
2020-06-24,4945500000
2020-06-25,4999500000
2020-06-26,4925700000
2020-06-29,4973400000
2020-06-30,5107388760
2020-07-01,5014328086
2020-07-02,5063595502
2020-07-06,5084579772
2020-07-07,5037137075
2020-07-08,4957761794
2020-07-09,4784413480
2020-07-10,4960498873
2020-07-13,4926741570
2020-07-14,5070894378
2020-07-15,5307195502
2020-07-16,5326355052
2020-07-17,5353725839
2020-07-20,5320880895
2020-07-21,5479631457
2020-07-22,5517038198
2020-07-23,5635644940
2020-07-24,5565393255
2020-07-27,5585465165
2020-07-28,5551707861
2020-07-29,5700422468
2020-07-30,5581815726
2020-07-31,5513844940
2020-08-03,5624696625
2020-08-04,5583640446
2020-08-05,5767937075
2020-08-06,5848224715
2020-08-07,5969568535
2020-08-10,5948584266
2020-08-11,5934898872
2020-08-12,5961357299
2020-08-13,5968656176
2020-08-14,5897492131
2020-08-17,5808993254
2020-08-18,5807168535
2020-08-19,5798957299
2020-08-20,5754251681
2020-08-21,5771586513
2020-08-24,5832714603
2020-08-25,5767024715
2020-08-26,5762462917
2020-08-27,5829065164
2020-08-28,5884719097
2020-08-31,5849137075
2020-09-01,5902966288
2020-09-02,5977779771
2020-09-03,5779797749
2020-09-04,5789833704
2020-09-08,5611923592
2020-09-09,5649330333
2020-09-10,5609186513
2020-09-11,5589114603
2020-09-14,5644768535
2020-09-15,5790746063
2020-09-16,5766112356
2020-09-17,5744215726
2020-09-18,5764287636
2020-09-21,5517950558
2020-09-22,5603712356
2020-09-23,5524337075
2020-09-24,5571779771
2020-09-25,5681262917
2020-09-28,5803519097
2020-09-29,5736004490
2020-09-30,5769990000
2020-10-01,5795610000
2020-10-02,5861490000
2020-10-05,5879790000
2020-10-06,5759010000
2020-10-07,5810250000
2020-10-08,5900835000
2020-10-09,5987760000
2020-10-12,6071024999
2020-10-13,5982270000
2020-10-14,5972205000
2020-10-15,6142395000
2020-10-16,6060960000
2020-10-19,6065535000
2020-10-20,6132330000
2020-10-21,5952990000
2020-10-22,6082920000
2020-10-23,6164355000
2020-10-26,6030765000
2020-10-27,5977695000
2020-10-28,5817570000
2020-10-29,5830380000
2020-10-30,5700450000
2020-11-02,5859660000
2020-11-03,6114029999
2020-11-04,6106710000
2020-11-05,6815835000
2020-11-06,6726165000
2020-11-09,6607214999
2020-11-10,6739890000
2020-11-11,6568785000
2020-11-12,6424214999
2020-11-13,6444345000
2020-11-16,6668520000
2020-11-17,6609960000
2020-11-18,6396765000
2020-11-19,6477285000
2020-11-20,6468135000
2020-11-23,6452580000
2020-11-24,6588000000
2020-11-25,6570157500
2020-11-27,6588000000
2020-11-30,6445260000
2020-12-01,6413235000
2020-12-02,6391274999
2020-12-03,6373890000
2020-12-04,6422385000
2020-12-07,6396765000
2020-12-08,6410490000
2020-12-09,6359250000
2020-12-10,6296115000
2020-12-11,6317160000
2020-12-14,6352845000
2020-12-15,6460815000
2020-12-16,6388529999
2020-12-17,6381210000
2020-12-18,6446175000
2020-12-21,6385785000
2020-12-22,6309839999
2020-12-23,6344610000
2020-12-24,6379380000
2020-12-28,6313500000
2020-12-29,6278730000
2020-12-30,6259515000
2020-12-31,6350628000
2021-01-04,6182084000
2021-01-05,6282844000
2021-01-06,6641000000
2021-01-07,6564056000
2021-01-08,6431235999
2021-01-11,6366200000
2021-01-12,6395511999
2021-01-13,6377192000
2021-01-14,6329559999
2021-01-15,6234296000
2021-01-19,6128040000
2021-01-20,6226968000
2021-01-21,6313072000
2021-01-22,6316278000
2021-01-25,6323148000
2021-01-26,6138116000
2021-01-27,6084988000
2021-01-28,6178420000
2021-01-29,5997968000
2021-02-01,6116132000
2021-02-02,6113384000
2021-02-03,6068500000
2021-02-04,6202235999
2021-02-05,6315820000
2021-02-08,6367116000
2021-02-09,6390932000
2021-02-10,6368948000
2021-02-11,6378108000
2021-02-12,6357040000
2021-02-16,6290172000
2021-02-17,6207732000
2021-02-18,6115216000
2021-02-19,6152772000
2021-02-22,6208648000
2021-02-23,6203152000
2021-02-24,6294752000
2021-02-25,6095064000
2021-02-26,5942092000
2021-03-01,6092316000
2021-03-02,6005296000
2021-03-03,6102392000
2021-03-04,6072164000
2021-03-05,6226968000
2021-03-08,6297500000
2021-03-09,6206816000
2021-03-10,6288340000
2021-03-11,6290172000
2021-03-12,6274600000
2021-03-15,6438564000
2021-03-16,6245288000
2021-03-17,6198572000
2021-03-18,6328644000
2021-03-19,6172008000
2021-03-22,6112468000
2021-03-23,5982396000
2021-03-24,5992472000
2021-03-25,6129872000
2021-03-26,6173840000
2021-03-29,6089568000
2021-03-30,6166511999
2021-03-31,6197418000
2021-04-01,6252498000
2021-04-05,6276366000
2021-04-06,6230466000
2021-04-07,6237810000
2021-04-08,6228629999
2021-04-09,6229548000
2021-04-12,6310332000
2021-04-13,6262596000
2021-04-14,6332364000
2021-04-15,6348888000
2021-04-16,6324102000
2021-04-19,6279120000
2021-04-20,6255252000
2021-04-21,6395706000
2021-04-22,6390198000
2021-04-23,6448032000
2021-04-26,6381936000
2021-04-27,6405804000
2021-04-28,6421410000
2021-04-29,6692220000
2021-04-30,7002504000
2021-05-03,6923556000
2021-05-04,7057584000
2021-05-05,7033716000
2021-05-06,7036470000
2021-05-07,7066764000
2021-05-10,7076862000
2021-05-11,7056666000
2021-05-12,7041060000
2021-05-13,7209054000
2021-05-14,7259544000
2021-05-17,7252659000
2021-05-18,7198038000
2021-05-19,7156727999
2021-05-20,7221906000
2021-05-21,7273314000
2021-05-24,7234758000
2021-05-25,7228332000
2021-05-26,7243938000
2021-05-27,7232004000
2021-05-28,7211808000
2021-06-01,7207218000
2021-06-02,7178760000
2021-06-03,7115418000
2021-06-04,7120925999
2021-06-07,6903360000
2021-06-08,6871229999
2021-06-09,6826248000
2021-06-10,6803298000
2021-06-11,6825329999
2021-06-14,6748218000
2021-06-15,6775758000
2021-06-16,6710579999
2021-06-17,6582977999
2021-06-18,6442524000
2021-06-21,6590322000
2021-06-22,6565536000
2021-06-23,6505866000
2021-06-24,6526062000
2021-06-25,6632550000
2021-06-28,6518718000
2021-06-29,6530652000
2021-06-30,6558749952
2021-07-01,6618333285
2021-07-02,6594499952
2021-07-06,6582583285
2021-07-07,6595416618
2021-07-08,6462499953
2021-07-09,6512916619
2021-07-12,6530333285
2021-07-13,6390999953
2021-07-14,6379083286
2021-07-15,6344249953
2021-07-16,6367166620
2021-07-19,6280083287
2021-07-20,6463416619
2021-07-21,6490916619
2021-07-22,6405666620
2021-07-23,6419416619
2021-07-26,6462499953
2021-07-27,6405666620
2021-07-28,6374499953
2021-07-29,6468916619
2021-07-30,6467083286
2021-08-02,6514749952
2021-08-03,6535833285
2021-08-04,6393749953
2021-08-05,6455166619
2021-08-06,6156333288
2021-08-09,6099499955
2021-08-10,6162749955
2021-08-11,6191166621
2021-08-12,6131583288
2021-08-13,6115999955
2021-08-16,5984916623
2021-08-17,6016083289
2021-08-18,6002333289
2021-08-19,6134333288
2021-08-20,6089416622
2021-08-23,6083916622
2021-08-24,6067416622
2021-08-25,6145333288
2021-08-26,6188416621
2021-08-27,6282833287
2021-08-30,6281916620
2021-08-31,6379999953
2021-09-01,6361666620
2021-09-02,6460666619
2021-09-03,6343333287
2021-09-07,6356166620
2021-09-08,6500999952
2021-09-09,6500083286
2021-09-10,6500083286
2021-09-13,6453333286
2021-09-14,6314916620
2021-09-15,6323166620
2021-09-16,6282833287
2021-09-17,6215916621
2021-09-20,6137999955
2021-09-21,6249833287
2021-09-22,6246166621
2021-09-23,6313999954
2021-09-24,6346083287
2021-09-27,6380916620
2021-09-28,6302999954
2021-09-29,6356166620
2021-09-30,6159784580
2021-10-01,6266722138
2021-10-04,6244972126
2021-10-05,6225034615
2021-10-06,6093628294
2021-10-07,6148003324
2021-10-08,6152534576
2021-10-11,6064628279
2021-10-12,6116284557
2021-10-13,6157065829
2021-10-14,6168847085
2021-10-15,6180628341
2021-10-18,6193315848
2021-10-19,6254034631
2021-10-20,6260378384
2021-10-21,6316565915
2021-10-22,6339222177
2021-10-25,6201472103
2021-10-26,6150722075
2021-10-27,6012972001
2021-10-28,6072784533
2021-10-29,6064628279
2021-11-01,6148909574
2021-11-02,5805440638
2021-11-03,5458346701
2021-11-04,5531752990
2021-11-05,5480096713
2021-11-08,5575253014
2021-11-09,5516346732
2021-11-10,5704846834
2021-11-11,5670409315
2021-11-12,5640503049
2021-11-15,5642315550
2021-11-16,5675846818
2021-11-17,5629628043
2021-11-18,5488252967
2021-11-19,5502752975
2021-11-22,5460159202
2021-11-23,5490065468
2021-11-24,5511815480
2021-11-26,5476471711
2021-11-29,5442940442
2021-11-30,5120315268
2021-12-01,5128471522
2021-12-02,5285252857
2021-12-03,5195534059
2021-12-06,5263502845
2021-12-07,5271659100
2021-12-08,5327846630
2021-12-09,5317877875
2021-12-10,5355940395
2021-12-13,5342346638
2021-12-14,5365002900
2021-12-15,5328752881
2021-12-16,5273471601
2021-12-17,5297034114
2021-12-20,5115784016
2021-12-21,5194627808
2021-12-22,5220909072
2021-12-23,5305190368
2021-12-27,5422096681
2021-12-28,5467409206
2021-12-29,5390377914
2021-12-30,5393096665
2021-12-31,5486880000
2022-01-03,5483200000
2022-01-04,5590840000
2022-01-05,5440880000
2022-01-06,5402240000
2022-01-07,5420640000
2022-01-10,5457440000
2022-01-11,5456520000
2022-01-12,5441800000
2022-01-13,5428920000
2022-01-14,5453760000
2022-01-18,5394880000
2022-01-19,5355320000
2022-01-20,5287240000
2022-01-21,5326800000
2022-01-24,5367280000
2022-01-25,5207200000
2022-01-26,5131760000
2022-01-27,5123480000
2022-01-28,5264240000
2022-01-31,5404080000
2022-02-01,5460200000
2022-02-02,5517240000
2022-02-03,5391200000
2022-02-04,5363600000
2022-02-07,5339680000
2022-02-08,5425240000
2022-02-09,5518160000
2022-02-10,5418800000
2022-02-11,5415120000
2022-02-14,5362680000
2022-02-15,5490560000
2022-02-16,5515400000
2022-02-17,5423400000
2022-02-18,5341520000
2022-02-22,5300120000
2022-02-23,5218240000
2022-02-24,5154760000
2022-02-25,5319440000
2022-02-28,5369120000
2022-03-01,5359000000
2022-03-02,5346120000
2022-03-03,5444560000
2022-03-04,5340600000
2022-03-07,5051720000
2022-03-08,5037920000
2022-03-09,5215480000
2022-03-10,5137280000
2022-03-11,5100480000
2022-03-14,5132680000
2022-03-15,5236640000
2022-03-16,5216400000
2022-03-17,5214560000
2022-03-18,5197080000
2022-03-21,5165800000
2022-03-22,5212720000
2022-03-23,5174080000
2022-03-24,5183280000
2022-03-25,5244000000
2022-03-28,5244000000
2022-03-29,5428000000
2022-03-30,5462040000
2022-03-31,5426532000
2022-04-01,5429295000
2022-04-04,5411796000
2022-04-05,5343642000
2022-04-06,5333511000
2022-04-07,5330748000
2022-04-08,5371272000
2022-04-11,5310486000
2022-04-12,5187993000
2022-04-13,5189835000
2022-04-14,5100498000
2022-04-18,5033265000
2022-04-19,5190756000
2022-04-20,5189835000
2022-04-21,5117076000
2022-04-22,4919061000
2022-04-25,5068263000
2022-04-26,5045238000
2022-04-27,5189835000
2022-04-28,4738545000
2022-04-29,4622499000
2022-05-02,4512900000
2022-05-03,4478823000
2022-05-04,4554345000
2022-05-05,4429089000
2022-05-06,4463166000
2022-05-09,4344357000
2022-05-10,4285413000
2022-05-11,4260546000
2022-05-12,4238442000
2022-05-13,4241204999
2022-05-16,4229232000
2022-05-17,4372908000
2022-05-18,4362777000
2022-05-19,4386723000
2022-05-20,4476060000
2022-05-23,4483428000
2022-05-24,4461324000
2022-05-25,4466850000
2022-05-26,4560792000
2022-05-27,4599474000
2022-05-31,4655655000
2022-06-01,4521189000
2022-06-02,4625262000
2022-06-03,4564476000
2022-06-06,4582896000
2022-06-07,4641840000
2022-06-08,4502769000
2022-06-09,4360935000
2022-06-10,4273440000
2022-06-13,4080951000
2022-06-14,3966747000
2022-06-15,3920697000
2022-06-16,3799125000
2022-06-17,3901356000
2022-06-21,3786231000
2022-06-22,3766890000
2022-06-23,3765969000
2022-06-24,3924381000
2022-06-27,3987929999
2022-06-28,4029375000
2022-06-29,3993456000
2022-06-30,4042970000
2022-07-01,4090914000
2022-07-05,4107509999
2022-07-06,4078005999
2022-07-07,4108432000
2022-07-08,4113042000
2022-07-11,4065098000
2022-07-12,4024530000
2022-07-13,3988572000
2022-07-14,3975664000
2022-07-15,4027296000
2022-07-18,3939705999
2022-07-19,4079850000
2022-07-20,4136092000
2022-07-21,4144390000
2022-07-22,4137936000
2022-07-25,4141624000
2022-07-26,4219994000
2022-07-27,4241200000
2022-07-28,4299286000
2022-07-29,4321414000
2022-08-01,4440352000
2022-08-02,4395174000
2022-08-03,4452338000
2022-08-04,4356450000
2022-08-05,4658866000
2022-08-08,4831280000
2022-08-09,4728016000
2022-08-10,4822060000
2022-08-11,4847876000
2022-08-12,4926246000
2022-08-15,4966814000
2022-08-16,5074688000
2022-08-17,4990786000
2022-08-18,4960360000
2022-08-19,4905040000
2022-08-22,4761208000
2022-08-23,4745534000
2022-08-24,4800854000
2022-08-25,4878302000
2022-08-26,4740002000
2022-08-29,4663476000
2022-08-30,4673618000
2022-08-31,4618298000
2022-09-01,4586028000
2022-09-02,4551914000
2022-09-06,4531630000
2022-09-07,4656100000
2022-09-08,4665320000
2022-09-09,4727094000
2022-09-12,4802698000
2022-09-13,4622908000
2022-09-14,4638582000
2022-09-15,4655178000
2022-09-16,4555602000
2022-09-19,4577730000
2022-09-20,4421912000
2022-09-21,4358294000
2022-09-22,4175738000
2022-09-23,4112120000
2022-09-26,4008855999
2022-09-27,3959068000
2022-09-28,4027296000
2022-09-29,3966444000
2022-09-30,3882542000
2022-10-03,3970132000
2022-10-04,4084459999
2022-10-05,4103822000
2022-10-06,4020842000
2022-10-07,3912046000
2022-10-10,3858570000
2022-10-11,3801405999
2022-10-12,3766370000
2022-10-13,3848428000
2022-10-14,3768214000
2022-10-17,3765448000
2022-10-18,3887151999
2022-10-19,3810626000
2022-10-20,3756228000
2022-10-21,3800484000
2022-10-24,3854882000
2022-10-25,4011622000
2022-10-26,4032828000
2022-10-27,3997330999
2022-10-28,4072474000
2022-10-31,4110276000
2022-11-01,4109354000
2022-11-02,3912968000
2022-11-03,4171128000
2022-11-04,4316804000
2022-11-07,4441274000
2022-11-08,4572198000
2022-11-09,4444040000
2022-11-10,4704966000
2022-11-11,4775960000
2022-11-14,4725250000
2022-11-15,4727094000
2022-11-16,4692058000
2022-11-17,4541772000
2022-11-18,4586950000
2022-11-21,4609078000
2022-11-22,4743690000
2022-11-23,4748300000
2022-11-25,4736314000
2022-11-28,4670852000
2022-11-29,4688370000
2022-11-30,4806386000
2022-12-01,4879224000
2022-12-02,4962204000
2022-12-05,4848798000
2022-12-06,4756598000
2022-12-07,4694824000
2022-12-08,4719718000
2022-12-09,4687448000
2022-12-12,4734470000
2022-12-13,4793478000
2022-12-14,4772272000
2022-12-15,4669930000
2022-12-16,4612766000
2022-12-19,4546382000
2022-12-20,4574964000
2022-12-21,4681916000
2022-12-22,4543616000
2022-12-23,4606312000
2022-12-27,4626596000
2022-12-28,4510424000
2022-12-29,4612766000
2022-12-30,4599858000
2023-01-03,4683302000
2023-01-04,4698070000
2023-01-05,4656535000
2023-01-06,4775602000
2023-01-09,4794985000
2023-01-10,4808830000
2023-01-11,4875286000
2023-01-12,4794062000
2023-01-13,4877132000
2023-01-17,4890054000
2023-01-18,4861441000
2023-01-19,4806061000
2023-01-20,4875286000
2023-01-23,4924205000
2023-01-24,4875286000
2023-01-25,4898361000
2023-01-26,4844827000
2023-01-27,4848519000
2023-01-30,4878055000
2023-01-31,4966663000
2023-02-01,5012813000
2023-02-02,5136495000
2023-02-03,5081115000
2023-02-06,5046964000
2023-02-07,5047887000
2023-02-08,5030350000
2023-02-09,4997122000
2023-02-10,5034965000
2023-02-13,5106959000
2023-02-14,5125419000
2023-02-15,5143879000
2023-02-16,5122650000
2023-02-17,5163262000
2023-02-21,5033119000
2023-02-22,5094037000
2023-02-23,4509778000
2023-02-24,4371328000
2023-02-27,4415632000
2023-02-28,4400864000
2023-03-01,4365790000
2023-03-02,4387942000
2023-03-03,4416555000
2023-03-06,4282720000
2023-03-07,4246723000
2023-03-08,4255953000
2023-03-09,4144270000
2023-03-10,4015050000
2023-03-13,3973514999
2023-03-14,4024280000
2023-03-15,3952286000
2023-03-16,3958747000
2023-03-17,3867370000
2023-03-20,3901521000
2023-03-21,3965208000
2023-03-22,3827681000
2023-03-23,3782453999
2023-03-24,3787069000
2023-03-27,3821220000
2023-03-28,3869216000
2023-03-29,3925519000
2023-03-30,3914442999
2023-03-31,4033925000
2023-04-03,4045950000
2023-04-04,3946975000
2023-04-05,3891475000
2023-04-06,3860024999
2023-04-10,3885925000
2023-04-11,3913675000
2023-04-12,3882225000
2023-04-13,3904425000
2023-04-14,3885000000
2023-04-17,3970100000
2023-04-18,3871125000
2023-04-19,3884075000
2023-04-20,3890550000
2023-04-21,3891475000
2023-04-24,3909050000
2023-04-25,3953450000
2023-04-26,3906274999
2023-04-27,4262400000
2023-04-28,4222625000
