,FMCC
2014-01-15,9775740000
2014-01-16,10261290000
2014-01-17,9969960000
2014-01-21,9905220000
2014-01-22,9872850000
2014-01-23,9743370000
2014-01-24,9484410000
2014-01-27,9257820000
2014-01-28,9613890000
2014-01-29,9613890000
2014-01-30,9711000000
2014-01-31,9775740000
2014-02-03,9581520000
2014-02-04,9419670000
2014-02-05,9549150000
2014-02-06,9452040000
2014-02-07,9549150000
2014-02-10,9387300000
2014-02-11,9711000000
2014-02-12,9581520000
2014-02-13,9678630000
2014-02-14,9711000000
2014-02-18,9905220000
2014-02-19,10811580000
2014-02-20,10423140000
2014-02-21,10487880000
2014-02-24,11135280000
2014-02-25,12624300000
2014-02-26,13951469999
2014-02-27,14922570000
2014-02-28,14954940000
2014-03-03,14598870000
2014-03-04,14890199999
2014-03-05,15440489999
2014-03-06,17123730000
2014-03-07,16670550000
2014-03-10,17868240000
2014-03-11,13077480000
2014-03-12,10876320000
2014-03-13,11879790000
2014-03-14,13304070000
2014-03-17,12106380000
2014-03-18,9808110000
2014-03-19,10714470000
2014-03-20,11523720000
2014-03-21,11458980000
2014-03-24,11394240000
2014-03-25,11005800000
2014-03-26,11200020000
2014-03-27,11717940000
2014-03-28,11491350000
2014-03-31,12490960000
2014-04-01,12846920000
2014-04-02,12749840000
2014-04-03,13494120000
2014-04-04,12393880000
2014-04-07,12717480000
2014-04-08,13170520000
2014-04-09,13332320000
2014-04-10,13008719999
2014-04-11,12652760000
2014-04-14,12426240000
2014-04-15,12102640000
2014-04-16,12393880000
2014-04-17,12361520000
2014-04-21,12070280000
2014-04-22,12846920000
2014-04-23,12814560000
2014-04-24,12911640000
2014-04-25,12620400000
2014-04-28,12555680000
2014-04-29,12846920000
2014-04-30,12652760000
2014-05-01,12490960000
2014-05-02,12879280000
2014-05-05,13688280000
2014-05-06,13235240000
2014-05-07,13170520000
2014-05-08,13267599999
2014-05-09,13720640000
2014-05-12,13591200000
2014-05-13,14529640000
2014-05-14,14917960000
2014-05-15,13720640000
2014-05-16,13655920000
2014-05-19,13947159999
2014-05-20,14011880000
2014-05-21,14076599999
2014-05-22,13914800000
2014-05-23,14011880000
2014-05-27,14270760000
2014-05-28,14464920000
2014-05-29,14335480000
2014-05-30,14367840000
2014-06-02,14367840000
2014-06-03,14853240000
2014-06-04,14367840000
2014-06-05,14497280000
2014-06-06,14594360000
2014-06-09,14529640000
2014-06-10,14303120000
2014-06-11,14108960000
2014-06-12,13914800000
2014-06-13,13655920000
2014-06-16,13073440000
2014-06-17,13332320000
2014-06-18,13041080000
2014-06-19,12976360000
2014-06-20,12944000000
2014-06-23,12426240000
2014-06-24,11908480000
2014-06-25,12361520000
2014-06-26,12620400000
2014-06-27,12652760000
2014-06-30,12490960000
2014-07-01,12426240000
2014-07-02,12588040000
2014-07-03,12685120000
2014-07-07,12749840000
2014-07-08,12393880000
2014-07-09,12685120000
2014-07-10,12717480000
2014-07-11,12749840000
2014-07-14,12911640000
2014-07-15,12911640000
2014-07-16,14141320000
2014-07-17,13914800000
2014-07-18,13882440000
2014-07-21,13591200000
2014-07-22,13526480000
2014-07-23,13591200000
2014-07-24,13494120000
2014-07-25,13526480000
2014-07-28,13397039999
2014-07-29,13655920000
2014-07-30,13817719999
2014-07-31,13494120000
2014-08-01,13105800000
2014-08-04,12976360000
2014-08-05,13105800000
2014-08-06,13138159999
2014-08-07,13041080000
2014-08-08,12976360000
2014-08-11,12620400000
2014-08-12,12393880000
2014-08-13,12361520000
2014-08-14,12846920000
2014-08-15,12717480000
2014-08-18,12588040000
2014-08-19,12361520000
2014-08-20,12361520000
2014-08-21,12296800000
2014-08-22,12232080000
2014-08-25,12329160000
2014-08-26,12361520000
2014-08-27,12523320000
2014-08-28,12361520000
2014-08-29,12361520000
2014-09-02,12296800000
2014-09-03,11811400000
2014-09-04,11390720000
2014-09-05,11358360000
2014-09-08,11520160000
2014-09-09,11002400000
2014-09-10,10581720000
2014-09-11,11326000000
2014-09-12,11002400000
2014-09-15,10743520000
2014-09-16,10905320000
2014-09-17,10840600000
2014-09-18,10614080000
2014-09-19,10290480000
2014-09-22,9708000000
2014-09-23,9934520000
2014-09-24,10193400000
2014-09-25,9869800000
2014-09-26,9513840000
2014-09-29,9222600000
2014-09-30,8543040000
2014-10-01,5339400000
2014-10-02,4789280000
2014-10-03,5857160000
2014-10-06,5501200000
2014-10-07,5307040000
2014-10-08,5339400000
2014-10-09,5501200000
2014-10-10,6051320000
2014-10-13,6957400000
2014-10-14,7539880000
2014-10-15,6536720000
2014-10-16,6245480000
2014-10-17,6698519999
2014-10-20,6795600000
2014-10-21,7313359999
2014-10-22,6957400000
2014-10-23,7151560000
2014-10-24,7248640000
2014-10-27,7378079999
2014-10-28,7410440000
2014-10-29,7022120000
2014-10-30,6536720000
2014-10-31,6666160000
2014-11-03,6860320000
2014-11-04,7086840000
2014-11-05,7151560000
2014-11-06,7054480000
2014-11-07,7151560000
2014-11-10,6892680000
2014-11-11,6827960000
2014-11-12,6601440000
2014-11-13,6601440000
2014-11-14,6698519999
2014-11-17,6374920000
2014-11-18,6504359999
2014-11-19,7216280000
2014-11-20,7766400000
2014-11-21,7798760000
2014-11-24,7831120000
2014-11-25,7798760000
2014-11-26,7701680000
2014-11-28,7734040000
2014-12-01,7572240000
2014-12-02,7378079999
2014-12-03,7539880000
2014-12-04,7766400000
2014-12-05,7798760000
2014-12-08,7604600000
2014-12-09,7701680000
2014-12-10,7507519999
2014-12-11,7572240000
2014-12-12,7022120000
2014-12-15,6795600000
2014-12-16,6439640000
2014-12-17,7054480000
2014-12-18,7313359999
2014-12-19,7183920000
2014-12-22,6957400000
2014-12-23,6698519999
2014-12-24,6763240000
2014-12-26,6795600000
2014-12-29,6763240000
2014-12-30,6730880000
2014-12-31,6666160000
2015-01-02,6957400000
2015-01-05,7054480000
2015-01-06,7281000000
2015-01-07,7831120000
2015-01-08,7313359999
2015-01-09,7183920000
2015-01-12,7119200000
2015-01-13,6989760000
2015-01-14,6925040000
2015-01-15,6925040000
2015-01-16,6957400000
2015-01-20,6892680000
2015-01-21,6827960000
2015-01-22,6925040000
2015-01-23,6925040000
2015-01-26,6827960000
2015-01-27,6827960000
2015-01-28,6957400000
2015-01-29,6957400000
2015-01-30,6957400000
2015-02-02,7022120000
2015-02-03,6989760000
2015-02-04,7183920000
2015-02-05,7086840000
2015-02-06,7151560000
2015-02-09,7151560000
2015-02-10,7216280000
2015-02-11,7248640000
2015-02-12,7378079999
2015-02-13,8316519999
2015-02-17,10419920000
2015-02-18,9966880000
2015-02-19,9481480000
2015-02-20,8963720000
2015-02-23,8348880000
2015-02-24,8834280000
2015-02-25,9060800000
2015-02-26,8640120000
2015-02-27,8737200000
2015-03-02,9028440000
2015-03-03,9416760000
2015-03-04,9125520000
2015-03-05,8640120000
2015-03-06,8543040000
2015-03-09,8640120000
2015-03-10,8575400000
2015-03-11,8478320000
2015-03-12,8445960000
2015-03-13,8284160000
2015-03-16,8316519999
2015-03-17,8348880000
2015-03-18,7960560000
2015-03-19,7475160000
2015-03-20,7604600000
2015-03-23,7798760000
2015-03-24,7766400000
2015-03-25,7734040000
2015-03-26,7701680000
2015-03-27,7636960000
2015-03-30,7442799999
2015-03-31,7373519999
2015-04-01,7761600000
2015-04-02,7761600000
2015-04-06,7858620000
2015-04-07,7632240000
2015-04-08,8246699999
2015-04-09,8214360000
2015-04-10,8149680000
2015-04-13,8149680000
2015-04-14,8085000000
2015-04-15,8634780000
2015-04-16,8828820000
2015-04-17,8667120000
2015-04-20,8731800000
2015-04-21,8699460000
2015-04-22,8473080000
2015-04-23,8473080000
2015-04-24,8408400000
2015-04-27,8117339999
2015-04-28,8279040000
2015-04-29,8311379999
2015-04-30,8473080000
2015-05-01,8828820000
2015-05-04,9087540000
2015-05-05,9022860000
2015-05-06,9119880000
2015-05-07,9022860000
2015-05-08,8958180000
2015-05-11,8828820000
2015-05-12,8699460000
2015-05-13,8214360000
2015-05-14,8246699999
2015-05-15,8246699999
2015-05-18,8376060000
2015-05-19,8279040000
2015-05-20,8020320000
2015-05-21,8052660000
2015-05-22,8117339999
2015-05-26,8117339999
2015-05-27,8052660000
2015-05-28,8020320000
2015-05-29,7955640000
2015-06-01,7890960000
2015-06-02,7955640000
2015-06-03,7858620000
2015-06-04,7535220000
2015-06-05,7826280000
2015-06-08,7567560000
2015-06-09,7470540000
2015-06-10,7599900000
2015-06-11,7890960000
2015-06-12,7793940000
2015-06-15,8020320000
2015-06-16,7955640000
2015-06-17,7890960000
2015-06-18,7696920000
2015-06-19,7664580000
2015-06-22,7535220000
2015-06-23,7599900000
2015-06-24,7535220000
2015-06-25,7308839999
2015-06-26,7405860000
2015-06-29,7082460000
2015-06-30,7147140000
2015-07-01,7179480000
2015-07-02,7082460000
2015-07-06,6856080000
2015-07-07,6726720000
2015-07-08,6565019999
2015-07-09,6694379999
2015-07-10,6726720000
2015-07-13,6791400000
2015-07-14,7050120000
2015-07-15,7664580000
2015-07-16,7502879999
2015-07-17,7535220000
2015-07-20,7664580000
2015-07-21,7761600000
2015-07-22,8149680000
2015-07-23,8020320000
2015-07-24,7858620000
2015-07-27,7567560000
2015-07-28,7696920000
2015-07-29,7632240000
2015-07-30,7599900000
2015-07-31,7276500000
2015-08-03,7017780000
2015-08-04,7438199999
2015-08-05,7308839999
2015-08-06,7502879999
2015-08-07,7502879999
2015-08-10,7373519999
2015-08-11,7438199999
2015-08-12,7244160000
2015-08-13,7179480000
2015-08-14,7114800000
2015-08-17,7114800000
2015-08-18,6953100000
2015-08-19,7179480000
2015-08-20,7050120000
2015-08-21,6791400000
2015-08-24,6565019999
2015-08-25,6629699999
2015-08-26,6597360000
2015-08-27,6726720000
2015-08-28,7050120000
2015-08-31,7308839999
2015-09-01,7276500000
2015-09-02,7276500000
2015-09-03,7308839999
2015-09-04,7114800000
2015-09-08,7082460000
2015-09-09,7050120000
2015-09-10,6953100000
2015-09-11,6856080000
2015-09-14,6791400000
2015-09-15,6953100000
2015-09-16,7017780000
2015-09-17,7276500000
2015-09-18,7179480000
2015-09-21,7244160000
2015-09-22,7082460000
2015-09-23,7017780000
2015-09-24,7050120000
2015-09-25,7244160000
2015-09-28,6662040000
2015-09-29,6888420000
2015-09-30,7114800000
2015-10-01,7114800000
2015-10-02,7050120000
2015-10-05,7017780000
2015-10-06,7664580000
2015-10-07,7761600000
2015-10-08,7826280000
2015-10-09,7826280000
2015-10-12,7987980000
2015-10-13,8343720000
2015-10-14,8408400000
2015-10-15,8279040000
2015-10-16,7923300000
2015-10-19,7567560000
2015-10-20,7502879999
2015-10-21,7308839999
2015-10-22,7244160000
2015-10-23,7276500000
2015-10-26,7211820000
2015-10-27,7179480000
2015-10-28,7211820000
2015-10-29,7147140000
2015-10-30,7147140000
2015-11-02,7179480000
2015-11-03,7211820000
2015-11-04,7179480000
2015-11-05,7179480000
2015-11-06,7211820000
2015-11-09,7114800000
2015-11-10,7082460000
2015-11-11,7147140000
2015-11-12,7147140000
2015-11-13,7017780000
2015-11-16,7050120000
2015-11-17,6985440000
2015-11-18,6920760000
2015-11-19,6888420000
2015-11-20,6888420000
2015-11-23,6791400000
2015-11-24,6823740000
2015-11-25,6629699999
2015-11-27,6629699999
2015-11-30,6629699999
2015-12-01,6532680000
2015-12-02,6370980000
2015-12-03,6144600000
2015-12-04,6629699999
2015-12-07,6662040000
2015-12-08,6468000000
2015-12-09,6338640000
2015-12-10,6273960000
2015-12-11,6079920000
2015-12-14,5691840000
2015-12-15,5659500000
2015-12-16,5336100000
2015-12-17,5659500000
2015-12-18,5562480000
2015-12-21,5271420000
2015-12-22,5368440000
2015-12-23,5433120000
2015-12-24,5433120000
2015-12-28,5400780000
2015-12-29,5400780000
2015-12-30,5239080000
2015-12-31,5239080000
2016-01-04,5368440000
2016-01-05,5400780000
2016-01-06,5433120000
2016-01-07,5271420000
2016-01-08,5271420000
2016-01-11,5142060000
2016-01-12,5077380000
2016-01-13,4721640000
2016-01-14,4430580000
2016-01-15,4107180000
2016-01-19,3557400000
2016-01-20,3525060000
2016-01-21,4074840000
2016-01-22,4527600000
2016-01-25,4430580000
2016-01-26,4365900000
2016-01-27,4624620000
2016-01-28,4527600000
2016-01-29,4236540000
2016-02-01,4074840000
2016-02-02,3977820000
2016-02-03,4042500000
2016-02-04,4689300000
2016-02-05,4689300000
2016-02-08,4462920000
2016-02-09,4430580000
2016-02-10,4365900000
2016-02-11,4204200000
2016-02-12,4204200000
2016-02-16,4139520000
2016-02-17,4204200000
2016-02-18,4430580000
2016-02-19,4430580000
2016-02-22,4430580000
2016-02-23,4365900000
2016-02-24,4333560000
2016-02-25,4333560000
2016-02-26,4980360000
2016-02-29,5368440000
2016-03-01,5271420000
2016-03-02,4948020000
2016-03-03,5271420000
2016-03-04,5400780000
2016-03-07,5303760000
2016-03-08,5206740000
2016-03-09,5045040000
2016-03-10,5045040000
2016-03-11,4915680000
2016-03-14,5077380000
2016-03-15,4689300000
2016-03-16,5012700000
2016-03-17,4980360000
2016-03-18,4883340000
2016-03-21,4753980000
2016-03-22,4721640000
2016-03-23,4656960000
2016-03-24,4527600000
2016-03-28,4527600000
2016-03-29,4430580000
2016-03-30,4333560000
2016-03-31,4333560000
2016-04-01,4268880000
2016-04-04,4301220000
2016-04-05,4301220000
2016-04-06,4236540000
2016-04-07,4107180000
2016-04-08,4074840000
2016-04-11,4139520000
2016-04-12,5336100000
2016-04-13,5821200000
2016-04-14,5853540000
2016-04-15,5142060000
2016-04-18,5433120000
2016-04-19,5659500000
2016-04-20,5497800000
2016-04-21,5271420000
2016-04-22,5206740000
2016-04-25,5045040000
2016-04-26,5206740000
2016-04-27,5109720000
2016-04-28,5077380000
2016-04-29,5012700000
2016-05-02,5303760000
2016-05-03,5206740000
2016-05-04,5109720000
2016-05-05,5077380000
2016-05-06,5109720000
2016-05-09,5497800000
2016-05-10,5497800000
2016-05-11,5336100000
2016-05-12,5109720000
2016-05-13,4948020000
2016-05-16,4948020000
2016-05-17,5174400000
2016-05-18,5271420000
2016-05-19,5142060000
2016-05-20,5659500000
2016-05-23,6079920000
2016-05-24,5982900000
2016-05-25,6015240000
2016-05-26,6306300000
2016-05-27,6791400000
2016-05-31,6468000000
2016-06-01,6241620000
2016-06-02,6759060000
2016-06-03,6694379999
2016-06-06,6888420000
2016-06-07,6888420000
2016-06-08,6920760000
2016-06-09,6985440000
2016-06-10,6823740000
2016-06-13,6500339999
2016-06-14,6209280000
2016-06-15,6403320000
2016-06-16,6403320000
2016-06-17,6209280000
2016-06-20,6241620000
2016-06-21,6209280000
2016-06-22,5950560000
2016-06-23,6144600000
2016-06-24,5982900000
2016-06-27,5691840000
2016-06-28,5918220000
2016-06-29,5950560000
2016-06-30,5982900000
2016-07-01,5853540000
2016-07-05,5788860000
2016-07-06,5756520000
2016-07-07,5691840000
2016-07-08,5659500000
2016-07-11,5756520000
2016-07-12,5853540000
2016-07-13,5821200000
2016-07-14,5885880000
2016-07-15,5821200000
2016-07-18,5756520000
2016-07-19,5788860000
2016-07-20,5724180000
2016-07-21,5724180000
2016-07-22,5724180000
2016-07-25,5724180000
2016-07-26,5724180000
2016-07-27,5756520000
2016-07-28,5724180000
2016-07-29,5691840000
2016-08-01,5724180000
2016-08-02,5691840000
2016-08-03,5530140000
2016-08-04,5497800000
2016-08-05,5465460000
2016-08-08,5336100000
2016-08-09,5142060000
2016-08-10,5012700000
2016-08-11,5077380000
2016-08-12,5239080000
2016-08-15,5530140000
2016-08-16,5756520000
2016-08-17,5691840000
2016-08-18,5788860000
2016-08-19,5885880000
2016-08-22,5918220000
2016-08-23,5982900000
2016-08-24,5691840000
2016-08-25,5724180000
2016-08-26,5788860000
2016-08-29,5788860000
2016-08-30,5724180000
2016-08-31,5562480000
2016-09-01,5368440000
2016-09-02,5465460000
2016-09-06,5497800000
2016-09-07,5594820000
2016-09-08,5530140000
2016-09-09,5465460000
2016-09-12,5271420000
2016-09-13,4980360000
2016-09-14,4883340000
2016-09-15,5336100000
2016-09-16,5303760000
2016-09-19,5109720000
2016-09-20,5400780000
2016-09-21,5400780000
2016-09-22,5271420000
2016-09-23,5303760000
2016-09-26,5206740000
2016-09-27,5336100000
2016-09-28,5142060000
2016-09-29,5174400000
2016-09-30,5077380000
2016-10-03,5142060000
2016-10-04,5174400000
2016-10-05,5336100000
2016-10-06,5691840000
2016-10-07,5756520000
2016-10-10,5627160000
2016-10-11,5821200000
2016-10-12,5821200000
2016-10-13,5691840000
2016-10-14,5433120000
2016-10-17,5465460000
2016-10-18,5465460000
2016-10-19,5433120000
2016-10-20,5368440000
2016-10-21,5368440000
2016-10-24,5433120000
2016-10-25,5336100000
2016-10-26,5303760000
2016-10-27,5174400000
2016-10-28,5174400000
2016-10-31,5174400000
2016-11-01,5174400000
2016-11-02,5174400000
2016-11-03,4980360000
2016-11-04,5142060000
2016-11-07,4980360000
2016-11-08,5012700000
2016-11-09,6144600000
2016-11-10,7761600000
2016-11-11,8376060000
2016-11-14,8699460000
2016-11-15,8828820000
2016-11-16,9346260000
2016-11-17,9863700000
2016-11-18,9960720000
2016-11-21,10057740000
2016-11-22,9799020000
2016-11-23,9766680000
2016-11-25,9863700000
2016-11-28,9928380000
2016-11-29,9766680000
2016-11-30,14229600000
2016-12-01,13097700000
2016-12-02,11836440000
2016-12-05,11092620000
2016-12-06,11319000000
2016-12-07,12127500000
2016-12-08,12612600000
2016-12-09,13097700000
2016-12-12,13259399999
2016-12-13,13227060000
2016-12-14,12968340000
2016-12-15,12677280000
2016-12-16,12289200000
2016-12-19,12386220000
2016-12-20,11383680000
2016-12-21,12321540000
2016-12-22,12127500000
2016-12-23,12289200000
2016-12-27,12450900000
2016-12-28,12418560000
2016-12-29,12321540000
2016-12-30,12095160000
2017-01-03,12515580000
2017-01-04,12838980000
2017-01-05,12418560000
2017-01-06,12483240000
2017-01-09,12483240000
2017-01-10,12418560000
2017-01-11,12321540000
2017-01-12,12192180000
2017-01-13,12192180000
2017-01-17,12159840000
2017-01-18,12353880000
2017-01-19,11739420000
2017-01-20,11998140000
2017-01-23,12062820000
2017-01-24,12224520000
2017-01-25,12224520000
2017-01-26,12936000000
2017-01-27,12741960000
2017-01-30,12968340000
2017-01-31,12871320000
2017-02-01,13065360000
2017-02-02,13065360000
2017-02-03,13421100000
2017-02-06,13518120000
2017-02-07,12968340000
2017-02-08,12968340000
2017-02-09,13000679999
2017-02-10,13000679999
2017-02-13,13259399999
2017-02-14,13194720000
2017-02-15,13065360000
2017-02-16,12936000000
2017-02-17,12903660000
2017-02-21,7987980000
2017-02-22,8925840000
2017-02-23,9249240000
2017-02-24,9087540000
2017-02-27,8376060000
2017-02-28,9087540000
2017-03-01,8925840000
2017-03-02,8667120000
2017-03-03,8796480000
2017-03-06,8505420000
2017-03-07,8505420000
2017-03-08,8408400000
2017-03-09,8343720000
2017-03-10,8117339999
2017-03-13,8311379999
2017-03-14,8537760000
2017-03-15,8537760000
2017-03-16,8602440000
2017-03-17,8990520000
2017-03-20,9055200000
2017-03-21,8602440000
2017-03-22,8343720000
2017-03-23,8182019999
2017-03-24,8020320000
2017-03-27,8117339999
2017-03-28,8149680000
2017-03-29,8214360000
2017-03-30,8085000000
2017-03-31,8020320000
2017-04-03,7761600000
2017-04-04,7179480000
2017-04-05,7502879999
2017-04-06,7761600000
2017-04-07,7632240000
2017-04-10,7373519999
2017-04-11,8149680000
2017-04-12,7793940000
2017-04-13,7502879999
2017-04-17,7438199999
2017-04-18,7373519999
2017-04-19,7373519999
2017-04-20,7632240000
2017-04-21,7729260000
2017-04-24,8085000000
2017-04-25,8699460000
2017-04-26,8958180000
2017-04-27,8990520000
2017-04-28,9249240000
2017-05-01,8699460000
2017-05-02,8246699999
2017-05-03,7955640000
2017-05-04,8408400000
2017-05-05,8279040000
2017-05-08,8505420000
2017-05-09,8311379999
2017-05-10,8343720000
2017-05-11,8473080000
2017-05-12,8667120000
2017-05-15,8602440000
2017-05-16,8473080000
2017-05-17,8182019999
2017-05-18,8052660000
2017-05-19,7987980000
2017-05-22,8052660000
2017-05-23,7793940000
2017-05-24,7923300000
2017-05-25,8020320000
2017-05-26,8085000000
2017-05-30,8020320000
2017-05-31,7858620000
2017-06-01,7955640000
2017-06-02,8052660000
2017-06-05,7955640000
2017-06-06,7923300000
2017-06-07,7632240000
2017-06-08,7567560000
2017-06-09,7535220000
2017-06-12,7308839999
2017-06-13,7341180000
2017-06-14,7308839999
2017-06-15,7470540000
2017-06-16,7826280000
2017-06-19,8052660000
2017-06-20,7987980000
2017-06-21,7470540000
2017-06-22,7276500000
2017-06-23,7373519999
2017-06-26,7373519999
2017-06-27,7308839999
2017-06-28,7308839999
2017-06-29,7276500000
2017-06-30,7211820000
2017-07-03,7211820000
2017-07-05,7050120000
2017-07-06,7017780000
2017-07-07,6985440000
2017-07-10,6953100000
2017-07-11,7017780000
2017-07-12,7244160000
2017-07-13,7082460000
2017-07-14,7147140000
2017-07-17,7114800000
2017-07-18,7535220000
2017-07-19,7890960000
2017-07-20,7729260000
2017-07-21,7632240000
2017-07-24,7890960000
2017-07-25,8182019999
2017-07-26,8246699999
2017-07-27,7955640000
2017-07-28,7955640000
2017-07-31,7987980000
2017-08-01,8085000000
2017-08-02,8279040000
2017-08-03,8279040000
2017-08-04,8182019999
2017-08-07,8440740000
2017-08-08,8440740000
2017-08-09,8440740000
2017-08-10,8311379999
2017-08-11,8343720000
2017-08-14,8376060000
2017-08-15,8505420000
2017-08-16,8764140000
2017-08-17,8731800000
2017-08-18,8699460000
2017-08-21,8634780000
2017-08-22,8764140000
2017-08-23,8731800000
2017-08-24,8828820000
2017-08-25,8893500000
2017-08-28,8893500000
2017-08-29,8473080000
2017-08-30,8602440000
2017-08-31,8473080000
2017-09-01,8440740000
2017-09-05,8214360000
2017-09-06,7826280000
2017-09-07,7923300000
2017-09-08,7761600000
2017-09-11,7729260000
2017-09-12,7858620000
2017-09-13,8408400000
2017-09-14,9087540000
2017-09-15,8473080000
2017-09-18,8408400000
2017-09-19,8473080000
2017-09-20,8408400000
2017-09-21,8570100000
2017-09-22,8667120000
2017-09-25,8764140000
2017-09-26,8828820000
2017-09-27,8731800000
2017-09-28,9055200000
2017-09-29,9313920000
2017-10-02,9896040000
2017-10-03,9993060000
2017-10-04,9281580000
2017-10-05,9313920000
2017-10-06,9702000000
2017-10-09,9766680000
2017-10-10,9702000000
2017-10-11,9734340000
2017-10-12,10122420000
2017-10-13,10251780000
2017-10-16,9896040000
2017-10-17,9572640000
2017-10-18,9702000000
2017-10-19,9669660000
2017-10-20,9799020000
2017-10-23,9799020000
2017-10-24,9863700000
2017-10-25,9831360000
2017-10-26,9831360000
2017-10-27,9863700000
2017-10-30,10057740000
2017-10-31,9993060000
2017-11-01,9993060000
2017-11-02,9896040000
2017-11-03,9669660000
2017-11-06,9507960000
2017-11-07,9216900000
2017-11-08,9184560000
2017-11-09,9249240000
2017-11-10,9346260000
2017-11-13,9055200000
2017-11-14,9152220000
2017-11-15,8990520000
2017-11-16,8634780000
2017-11-17,8634780000
2017-11-20,8376060000
2017-11-21,8537760000
2017-11-22,8505420000
2017-11-24,8408400000
2017-11-27,8376060000
2017-11-28,8408400000
2017-11-29,9346260000
2017-11-30,9540300000
2017-12-01,9087540000
2017-12-04,9346260000
2017-12-05,9378600000
2017-12-06,9378600000
2017-12-07,9119880000
2017-12-08,8796480000
2017-12-11,8667120000
2017-12-12,8570100000
2017-12-13,8537760000
2017-12-14,8440740000
2017-12-15,8408400000
2017-12-18,8537760000
2017-12-19,8473080000
2017-12-20,8505420000
2017-12-21,8634780000
2017-12-22,8376060000
2017-12-26,8311379999
2017-12-27,8246699999
2017-12-28,8182019999
2017-12-29,8149680000
2018-01-02,8085000000
2018-01-03,7923300000
2018-01-04,7664580000
2018-01-05,6888420000
2018-01-08,6338640000
2018-01-09,7082460000
2018-01-10,6856080000
2018-01-11,6823740000
2018-01-12,6694379999
2018-01-16,6629699999
2018-01-17,7082460000
2018-01-18,6888420000
2018-01-19,6823740000
2018-01-22,6532680000
2018-01-23,6726720000
2018-01-24,6662040000
2018-01-25,6662040000
2018-01-26,6629699999
2018-01-29,6532680000
2018-01-30,6468000000
2018-01-31,6435660000
2018-02-01,6468000000
2018-02-02,6370980000
2018-02-05,6144600000
2018-02-06,6047580000
2018-02-07,6144600000
2018-02-08,5950560000
2018-02-09,5885880000
2018-02-12,5788860000
2018-02-13,5756520000
2018-02-14,5530140000
2018-02-15,5239080000
2018-02-16,5465460000
2018-02-20,5271420000
2018-02-21,5303760000
2018-02-22,5303760000
2018-02-23,5433120000
2018-02-26,5271420000
2018-02-27,5336100000
2018-02-28,5174400000
2018-03-01,5045040000
2018-03-02,5012700000
2018-03-05,4980360000
2018-03-06,5174400000
2018-03-07,5303760000
2018-03-08,5045040000
2018-03-09,5109720000
2018-03-12,5271420000
2018-03-13,5303760000
2018-03-14,5206740000
2018-03-15,5174400000
2018-03-16,5077380000
2018-03-19,5142060000
2018-03-20,5045040000
2018-03-21,4883340000
2018-03-22,4721640000
2018-03-23,4559940000
2018-03-26,4559940000
2018-03-27,4365900000
2018-03-28,3977820000
2018-03-29,4365900000
2018-04-02,4915680000
2018-04-03,4592280000
2018-04-04,4592280000
2018-04-05,4559940000
2018-04-06,4495260000
2018-04-09,4398240000
2018-04-10,4398240000
2018-04-11,4689300000
2018-04-12,4753980000
2018-04-13,4689300000
2018-04-16,4592280000
2018-04-17,4689300000
2018-04-18,4624620000
2018-04-19,4656960000
2018-04-20,4689300000
2018-04-23,4559940000
2018-04-24,4656960000
2018-04-25,4624620000
2018-04-26,4559940000
2018-04-27,4495260000
2018-04-30,4462920000
2018-05-01,4430580000
2018-05-02,4398240000
2018-05-03,4301220000
2018-05-04,4365900000
2018-05-07,4430580000
2018-05-08,4333560000
2018-05-09,4301220000
2018-05-10,4236540000
2018-05-11,4268880000
2018-05-14,4236540000
2018-05-15,4527600000
2018-05-16,4527600000
2018-05-17,4592280000
2018-05-18,4656960000
2018-05-21,4753980000
2018-05-22,4786320000
2018-05-23,4948020000
2018-05-24,5142060000
2018-05-25,5239080000
2018-05-29,5336100000
2018-05-30,5303760000
2018-05-31,5271420000
2018-06-01,5174400000
2018-06-04,4980360000
2018-06-05,4915680000
2018-06-06,4948020000
2018-06-07,4915680000
2018-06-08,4818660000
2018-06-11,4883340000
2018-06-12,5077380000
2018-06-13,5303760000
2018-06-14,5239080000
2018-06-15,5336100000
2018-06-18,5303760000
2018-06-19,5336100000
2018-06-20,5336100000
2018-06-21,5174400000
2018-06-22,5336100000
2018-06-25,5336100000
2018-06-26,5303760000
2018-06-27,5239080000
2018-06-28,5206740000
2018-06-29,5142060000
2018-07-02,5109720000
2018-07-03,5142060000
2018-07-05,5109720000
2018-07-06,5109720000
2018-07-09,4948020000
2018-07-10,4786320000
2018-07-11,4753980000
2018-07-12,4753980000
2018-07-13,4915680000
2018-07-16,4721640000
2018-07-17,4559940000
2018-07-18,4948020000
2018-07-19,5012700000
2018-07-20,5077380000
2018-07-23,5206740000
2018-07-24,5206740000
2018-07-25,5174400000
2018-07-26,5045040000
2018-07-27,4980360000
2018-07-30,5012700000
2018-07-31,4915680000
2018-08-01,5077380000
2018-08-02,4980360000
2018-08-03,5077380000
2018-08-06,5077380000
2018-08-07,5109720000
2018-08-08,5077380000
2018-08-09,5142060000
2018-08-10,5077380000
2018-08-13,5142060000
2018-08-14,5045040000
2018-08-15,5045040000
2018-08-16,5012700000
2018-08-17,5045040000
2018-08-20,5045040000
2018-08-21,5368440000
2018-08-22,5982900000
2018-08-23,5627160000
2018-08-24,5271420000
2018-08-27,5433120000
2018-08-28,5174400000
2018-08-29,5206740000
2018-08-30,5109720000
