,PNW
2000-05-18,3108743700
2000-05-19,3108743700
2000-05-22,3156192500
2000-05-23,3103659900
2000-05-24,3156192500
2000-05-25,3050280000
2000-05-26,3066378700
2000-05-30,3061294900
2000-05-31,3029097500
2000-06-01,3024013700
2000-06-02,2965550000
2000-06-05,2870652400
2000-06-06,2949451300
2000-06-07,2928268800
2000-06-08,2923185000
2000-06-09,2944367500
2000-06-12,2965550000
2000-06-13,3024013700
2000-06-14,2976564900
2000-06-15,3045196200
2000-06-16,3050280000
2000-06-19,3024013700
2000-06-20,3018929900
2000-06-21,3012998800
2000-06-22,2934199900
2000-06-23,2960466200
2000-06-26,2997747400
2000-06-27,2913017400
2000-06-28,2991816300
2000-06-29,2939283700
2000-06-30,2871160600
2000-07-03,2977091850
2000-07-05,2998278100
2000-07-06,2966075000
2000-07-07,2982176550
2000-07-10,3024549050
2000-07-11,3077090950
2000-07-12,3066921550
2000-07-13,3104209350
2000-07-14,3167768100
2000-07-17,3177937500
2000-07-18,3125395600
2000-07-19,3183022200
2000-07-20,3177937500
2000-07-21,3194039050
2000-07-24,3241496250
2000-07-25,3262682500
2000-07-26,3273699350
2000-07-27,3331325950
2000-07-28,3288953450
2000-07-31,3352512200
2000-08-01,3474545000
2000-08-02,3511832800
2000-08-03,3506748100
2000-08-04,3474545000
2000-08-07,3485561850
2000-08-08,3543188450
2000-08-09,3500815950
2000-08-10,3464375600
2000-08-11,3533019050
2000-08-14,3533019050
2000-08-15,3533019050
2000-08-16,3533019050
2000-08-17,3570306850
2000-08-18,3570306850
2000-08-21,3554205300
2000-08-22,3575391550
2000-08-23,3606747200
2000-08-24,3559290000
2000-08-25,3443189350
2000-08-28,3479629700
2000-08-29,3464375600
2000-08-30,3474545000
2000-08-31,3490646550
2000-09-01,3564374700
2000-09-05,3655051850
2000-09-06,3728780000
2000-09-07,3766067800
2000-09-08,3888100600
2000-09-11,3994031850
2000-09-12,3961828750
2000-09-13,4015218100
2000-09-14,4009285950
2000-09-15,4025387500
2000-09-18,4041489050
2000-09-19,3930473100
2000-09-20,3860982200
2000-09-21,3834711250
2000-09-22,3909286850
2000-09-25,3940642500
2000-09-26,4189792800
2000-09-27,4205894350
2000-09-28,4210979050
2000-09-29,4311825600
2000-10-02,4395542130
2000-10-03,4331998248
2000-10-04,4226091778
2000-10-05,4146450113
2000-10-06,4162547896
2000-10-09,4167631407
2000-10-10,4236258800
2000-10-11,4262523604
2000-10-12,4231175289
2000-10-13,4241342310
2000-10-16,4257440094
2000-10-17,4283704898
2000-10-18,4141366602
2000-10-19,3913455879
2000-10-20,3717740722
2000-10-23,3696559428
2000-10-24,3638099057
2000-10-25,3579638686
2000-10-26,3569471664
2000-10-27,3590652958
2000-10-30,3711809960
2000-10-31,3680461645
2000-11-01,3760103310
2000-11-02,3727907744
2000-11-03,3690628666
2000-11-06,3669447372
2000-11-07,3648266078
2000-11-08,3669447372
2000-11-09,3727907744
2000-11-10,3749089038
2000-11-13,3711809960
2000-11-14,3675378134
2000-11-15,3744005527
2000-11-16,3754172548
2000-11-17,3860079018
2000-11-20,3854995508
2000-11-21,3812632920
2000-11-22,3828730703
2000-11-24,3823647192
2000-11-27,3817716430
2000-11-28,3902441606
2000-11-29,3934637173
2000-11-30,3944804194
2000-12-01,3982083272
2000-12-04,3918539390
2000-12-05,3871093291
2000-12-06,3892274585
2000-12-07,3902441606
2000-12-08,3897358096
2000-12-11,3866009780
2000-12-12,3881260312
2000-12-13,3881260312
2000-12-14,3828730703
2000-12-15,3807549409
2000-12-18,3892274585
2000-12-19,3913455879
2000-12-20,4014278838
2000-12-21,4029529370
2000-12-22,3965985488
2000-12-26,3993097544
2000-12-27,4014278838
2000-12-28,4019362349
2000-12-29,4035460132
2001-01-02,3929638260
2001-01-03,3690708120
2001-01-04,3410261750
2001-01-05,3484821510
2001-01-08,3563617620
2001-01-09,3527185010
2001-01-10,3500072370
2001-01-11,3431443500
2001-01-12,3436527120
2001-01-16,3351800120
2001-01-17,3383996380
2001-01-18,3473807000
2001-01-19,3473807000
2001-01-22,3548366760
2001-01-23,3648344620
2001-01-24,3654275510
2001-01-25,3722904380
2001-01-26,3733071620
2001-01-29,3735613430
2001-01-30,3672915450
2001-01-31,3657664590
2001-02-01,3558534000
2001-02-02,3561923080
2001-02-05,3647497349
2001-02-06,3690708120
2001-02-07,3794922330
2001-02-08,3753406099
2001-02-09,3839827640
2001-02-12,3773740580
2001-02-13,3778824200
2001-02-14,3752558830
2001-02-15,3744086130
2001-02-16,3855925770
2001-02-20,3897442000
2001-02-21,3983863540
2001-02-22,4001656209
2001-02-23,4016907069
2001-02-26,3914387400
2001-02-27,3935569150
2001-02-28,3935569150
2001-03-01,3896594730
2001-03-02,3921165560
2001-03-05,3888969300
2001-03-06,3901678349
2001-03-07,3910151050
2001-03-08,3944041849
2001-03-09,3937263690
2001-03-12,3920318290
2001-03-13,3821187700
2001-03-14,3733918890
2001-03-15,3770351500
2001-03-16,3719515300
2001-03-19,3690708120
2001-03-20,3694097200
2001-03-21,3668679099
2001-03-22,3510239610
2001-03-23,3480585160
2001-03-26,3593272069
2001-03-27,3611912010
2001-03-28,3754253370
2001-03-29,3832202209
2001-03-30,3886427490
2001-04-02,3959239680
2001-04-03,4027034880
2001-04-04,4002459119
2001-04-05,3974493600
2001-04-06,3864326400
2001-04-09,3998221920
2001-04-10,4079576160
2001-04-11,4004154000
2001-04-12,4055000400
2001-04-16,4173642000
2001-04-17,4216014000
2001-04-18,4150761119
2001-04-19,4070254320
2001-04-20,4043983680
2001-04-23,4135507199
2001-04-24,4167709920
2001-04-25,4249064160
2001-04-26,4268555280
2001-04-27,4255843680
2001-04-30,4253301360
2001-05-01,4198217760
2001-05-02,4137202080
2001-05-03,4110084000
2001-05-04,4150761119
2001-05-07,4129575119
2001-05-08,4057542720
2001-05-09,4166862480
2001-05-10,4140591840
2001-05-11,4114321199
2001-05-14,4204149840
2001-05-15,4151608560
2001-05-16,4184658720
2001-05-17,4235505119
2001-05-18,4198217760
2001-05-21,4192285680
2001-05-22,4182116400
2001-05-23,4194828000
2001-05-24,4191438240
2001-05-25,4131270000
2001-05-29,4110931440
2001-05-30,4124490480
2001-05-31,4232962800
2001-06-01,4207539600
2001-06-04,4216014000
2001-06-05,4136354640
2001-06-06,4055000400
2001-06-07,4012628400
2001-06-08,4099067280
2001-06-11,4166015039
2001-06-12,4195675440
2001-06-13,4092287760
2001-06-14,3938053680
2001-06-15,3942290880
2001-06-18,3962629440
2001-06-19,3990594960
2001-06-20,3966866640
2001-06-21,3865173840
2001-06-22,3913477920
2001-06-25,3936358800
2001-06-26,3938053680
2001-06-27,4012628400
2001-06-28,4008391199
2001-06-29,4016865600
2001-07-02,4068302420
2001-07-03,4104732450
2001-07-05,4149634579
2001-07-06,4134384799
2001-07-09,4189453450
2001-07-10,4185217400
2001-07-11,4140315270
2001-07-12,4032719600
2001-07-13,3770084500
2001-07-16,3754834720
2001-07-17,3715863060
2001-07-18,3782792650
2001-07-19,3783639859
2001-07-20,3640461370
2001-07-23,3563365260
2001-07-24,3426964450
2001-07-25,3579462250
2001-07-26,3668419299
2001-07-27,3579462250
2001-07-30,3601489710
2001-07-31,3582003880
2001-08-01,3578615040
2001-08-02,3621822750
2001-08-03,3679433030
2001-08-06,3630294850
2001-08-07,3653169520
2001-08-08,3609961810
2001-08-09,3670960930
2001-08-10,3719251900
2001-08-13,3662488829
2001-08-14,3698071650
2001-08-15,3692988390
2001-08-16,3749751460
2001-08-17,3767542870
2001-08-20,3770084500
2001-08-21,3744668200
2001-08-22,3748904250
2001-08-23,3763306820
2001-08-24,3764154030
2001-08-27,3782792650
2001-08-28,3770931710
2001-08-29,3787875910
2001-08-30,3761612400
2001-08-31,3779403810
2001-09-04,3797195220
2001-09-05,3792959170
2001-09-06,3781098230
2001-09-07,3735348890
2001-09-10,3698918859
2001-09-17,3612503440
2001-09-18,3541337799
2001-09-19,3473561000
2001-09-20,3515921500
2001-09-21,3397312100
2001-09-24,3357493230
2001-09-25,3346479500
2001-09-26,3227870100
2001-09-27,3278702700
2001-09-28,3363423700
2001-10-01,3366521549
2001-10-02,3363979500
2001-10-03,3393636749
2001-10-04,3439393650
2001-10-05,3464814150
2001-10-08,3422446650
2001-10-09,3372452999
2001-10-10,3356353350
2001-10-11,3313138500
2001-10-12,3300428250
2001-10-15,3261450150
2001-10-16,3279244500
2001-10-17,3287717999
2001-10-18,3230098200
2001-10-19,3409736400
2001-10-22,3402110250
2001-10-23,3502097550
2001-10-24,3420751950
2001-10-25,3516502500
2001-10-26,3520739249
2001-10-29,3595306050
2001-10-30,3554633250
2001-10-31,3571580250
2001-11-01,3583443150
2001-11-02,3543617700
2001-11-05,3602084850
2001-11-06,3610558350
2001-11-07,3646147050
2001-11-08,3669025499
2001-11-09,3665636100
2001-11-12,3643605000
2001-11-13,3647841749
2001-11-14,3576664350
2001-11-15,3540228300
2001-11-16,3548701800
2001-11-19,3497860800
2001-11-20,3545312400
2001-11-21,3491082000
2001-11-23,3507181650
2001-11-26,3485150550
2001-11-27,3455493300
2001-11-28,3449561850
2001-11-29,3498708150
2001-11-30,3537686250
2001-12-03,3525823350
2001-12-04,3485150550
2001-12-05,3488539950
2001-12-06,3455493300
2001-12-07,3491082000
2001-12-10,3435156900
2001-12-11,3334322250
2001-12-12,3347032500
2001-12-13,3368216250
2001-12-14,3356353350
2001-12-17,3319917300
2001-12-18,3388552650
2001-12-19,3474982350
2001-12-20,3426683400
2001-12-21,3410583750
2001-12-24,3473287650
2001-12-26,3486845250
2001-12-27,3524128650
2001-12-28,3549549150
2001-12-31,3546159750
2002-01-02,3595306050
2002-01-03,3592764000
2002-01-04,3574969650
2002-01-07,3578359049
2002-01-08,3522433950
2002-01-09,3550396500
2002-01-10,3560564700
2002-01-11,3550396500
2002-01-14,3586832550
2002-01-15,3601237500
2002-01-16,3633436800
2002-01-17,3603779550
2002-01-18,3615642450
2002-01-22,3557175299
2002-01-23,3630894750
2002-01-24,3604626900
2002-01-25,3601237500
2002-01-28,3532602150
2002-01-29,3422446650
2002-01-30,3367368900
2002-01-31,3377537100
2002-02-01,3419057250
2002-02-04,3443630400
2002-02-05,3448714500
2002-02-06,3473287650
2002-02-07,3527518050
2002-02-08,3520739249
2002-02-11,3541922999
2002-02-12,3617337150
2002-02-13,3646147050
2002-02-14,3590221950
2002-02-15,3575817000
2002-02-19,3528365400
2002-02-20,3506334300
2002-02-21,3469050900
2002-02-22,3508029000
2002-02-25,3457187999
2002-02-26,3443630400
2002-02-27,3452103900
2002-02-28,3436851600
2002-03-01,3465661500
2002-03-04,3565648800
2002-03-05,3605474249
2002-03-06,3672414900
2002-03-07,3658857300
2002-03-08,3638520900
2002-03-11,3688514550
2002-03-12,3643605000
2002-03-13,3633436800
2002-03-14,3624963300
2002-03-15,3618184500
2002-03-18,3642757650
2002-03-19,3653773200
2002-03-20,3673262250
2002-03-21,3760539300
2002-03-22,3720713849
2002-03-25,3750371100
2002-03-26,3738508200
2002-03-27,3804601500
2002-03-28,3842732250
2002-04-01,3848799660
2002-04-02,3914091039
2002-04-03,3879325500
2002-04-04,3886956960
2002-04-05,3847951720
2002-04-08,3840320260
2002-04-09,3769093300
2002-04-10,3823361460
2002-04-11,3786052100
2002-04-12,3792835619
2002-04-15,3747894800
2002-04-16,3780116520
2002-04-17,3785204160
2002-04-18,3839472320
2002-04-19,3883565199
2002-04-22,3859822880
2002-04-23,3913243100
2002-04-24,3866606400
2002-04-25,3839472320
2002-04-26,3793683560
2002-04-29,3719064840
2002-04-30,3715673080
2002-05-01,3702953980
2002-05-02,3692778699
2002-05-03,3713977199
2002-05-06,3698714280
2002-05-07,3688539000
2002-05-08,3680059600
2002-05-09,3675819900
2002-05-10,3618159980
2002-05-13,3620703800
2002-05-14,3636814660
2002-05-15,3578306800
2002-05-16,3479097820
2002-05-17,3440940520
2002-05-20,3454507560
2002-05-21,3444332280
2002-05-22,3501992199
2002-05-23,3518951000
2002-05-24,3520646880
2002-05-28,3495208680
2002-05-29,3454507560
2002-05-30,3424829660
2002-05-31,3401087340
2002-06-03,3338339780
2002-06-04,3373105320
2002-06-05,3315445400
2002-06-06,3256937539
2002-06-07,3273048400
2002-06-10,3296790720
2002-06-11,3290007199
2002-06-12,3324772740
2002-06-13,3327316560
2002-06-14,3314597460
2002-06-17,3345123300
2002-06-18,3336643900
2002-06-19,3253545780
2002-06-20,3222172000
2002-06-21,3248458140
2002-06-24,3226411699
2002-06-25,3217932300
2002-06-26,3230651400
2002-06-27,3277288100
2002-06-28,3349363000
2002-07-01,3319514879
2002-07-02,3241528320
2002-07-03,3259329600
2002-07-05,3288150720
2002-07-08,3247462080
2002-07-09,3149978879
2002-07-10,2839728000
2002-07-11,2922800639
2002-07-12,2875330560
2002-07-15,2908390080
2002-07-16,2889741120
2002-07-17,2833794240
2002-07-18,2771913600
2002-07-19,2608311360
2002-07-22,2518457280
2002-07-23,2377742400
2002-07-24,2613397440
2002-07-25,2705794560
2002-07-26,2704099200
2002-07-29,2717662080
2002-07-30,2931277440
2002-07-31,2882112000
2002-08-01,2801582399
2002-08-02,2729529600
2002-08-05,2745635520
2002-08-06,2797344000
2002-08-07,2797344000
2002-08-08,2799887040
2002-08-09,2827860480
2002-08-12,2869396800
2002-08-13,2784628800
2002-08-14,2842271040
2002-08-15,2813449920
2002-08-16,2787171840
2002-08-19,2797344000
2002-08-20,2810059200
2002-08-21,2840575680
2002-08-22,2893979520
2002-08-23,2855833920
2002-08-26,2899065600
2002-08-27,2886350399
2002-08-28,2949926399
2002-08-29,2886350399
2002-08-30,2832098879
2002-09-03,2777847360
2002-09-04,2754960000
2002-09-05,2769370560
2002-09-06,2747330879
2002-09-09,2736311040
2002-09-10,2699860800
2002-09-11,2684602560
2002-09-12,2578642560
2002-09-13,2653238400
2002-09-16,2621026560
2002-09-17,2526934080
2002-09-18,2600682240
2002-09-19,2517609600
2002-09-20,2458272000
2002-09-23,2339596800
2002-09-24,2264153280
2002-09-25,2302298880
2002-09-26,2374351680
2002-09-27,2328576960
2002-09-30,2533266560
2002-10-01,2596233200
2002-10-02,2536916800
2002-10-03,2395470000
2002-10-04,2200182160
2002-10-07,2092500080
2002-10-08,2200182160
2002-10-09,2052347439
2002-10-10,2139953200
2002-10-11,2258586000
2002-10-14,2212958000
2002-10-15,2300563760
2002-10-16,2241247360
2002-10-17,2327940560
2002-10-18,2358967600
2002-10-21,2515015360
2002-10-22,2473037600
2002-10-23,2539654480
2002-10-24,2532354000
2002-10-25,2582544800
2002-10-28,2553342880
2002-10-29,2541479600
2002-10-30,2564293600
2002-10-31,2600796000
2002-11-01,2619047200
2002-11-04,2740417680
2002-11-05,2686576640
2002-11-06,2765056800
2002-11-07,2687489200
2002-11-08,2606271360
2002-11-11,2434710080
2002-11-12,2463912000
2002-11-13,2468474800
2002-11-14,2550605200
2002-11-15,2563381040
2002-11-18,2649161680
2002-11-19,2627260240
2002-11-20,2660112400
2002-11-21,2714866000
2002-11-22,2816160160
2002-11-25,2844449520
2002-11-26,2865438400
2002-11-27,2921104560
2002-11-29,2931142720
2002-12-02,2943006000
2002-12-03,2819810400
2002-12-04,2727641840
2002-12-05,2756843760
2002-12-06,2774182400
2002-12-09,2796083840
2002-12-10,2780570320
2002-12-11,2833498800
2002-12-12,2856312800
2002-12-13,2909241280
2002-12-16,2901940800
2002-12-17,2943918560
2002-12-18,3066201600
2002-12-19,3016010799
2002-12-20,3079890000
2002-12-23,3070764400
2002-12-24,3079890000
2002-12-26,3092665840
2002-12-27,3071676959
2002-12-30,3129168240
2002-12-31,3110917040
2003-01-02,3198522799
2003-01-03,3222249360
2003-01-06,3381947360
2003-01-07,3255101520
2003-01-08,3280653200
2003-01-09,3274265280
2003-01-10,3259664320
2003-01-13,3234112640
2003-01-14,3207648400
2003-01-15,3187572080
2003-01-16,3186659520
2003-01-17,3098141200
2003-01-21,3057076000
2003-01-22,3047037840
2003-01-23,3110004480
2003-01-24,2922017120
2003-01-27,2839886720
2003-01-28,2863613280
2003-01-29,2877301680
2003-01-30,2786045680
2003-01-31,2842624400
2003-02-03,2901940800
2003-02-04,2804296880
2003-02-05,2783308000
2003-02-06,2812509920
2003-02-07,2779657760
2003-02-10,2772357280
2003-02-11,2723079040
2003-02-12,2652811920
2003-02-13,2687489200
2003-02-14,2723079040
2003-02-18,2786045680
2003-02-19,2788783360
2003-02-20,2737680000
2003-02-21,2779657760
2003-02-24,2743155360
2003-02-25,2763231680
2003-02-26,2747718160
2003-02-27,2782395440
2003-02-28,2786958240
2003-03-03,2801559200
2003-03-04,2828936000
2003-03-05,2864525840
2003-03-06,2880951920
2003-03-07,2901028240
2003-03-10,2833498800
2003-03-11,2815247600
2003-03-12,2853575120
2003-03-13,2876389120
2003-03-14,2887339840
2003-03-17,2936618080
2003-03-18,2946656240
2003-03-19,2948481360
2003-03-20,2954869280
2003-03-21,3023311280
2003-03-24,2950306480
2003-03-25,2984071200
2003-03-26,2961257200
2003-03-27,3001409840
2003-03-28,3003234959
2003-03-31,3033415920
2003-04-01,3061705899
2003-04-02,3048929779
2003-04-03,3046192040
2003-04-04,3079044920
2003-04-07,3043454300
2003-04-08,3034328500
2003-04-09,3011514000
2003-04-10,3012426580
2003-04-11,3004213360
2003-04-14,2996912720
2003-04-15,3033415920
2003-04-16,3021552380
2003-04-17,3047104620
2003-04-21,3048017200
2003-04-22,3087258140
2003-04-23,3073569440
2003-04-24,3107334899
2003-04-25,3068093960
2003-04-28,3121023600
2003-04-29,3064443640
2003-04-30,3031590760
2003-05-01,2986874339
2003-05-02,2941245339
2003-05-05,2984136600
2003-05-06,3025202700
2003-05-07,3061705899
2003-05-08,3102772000
2003-05-09,3110985220
2003-05-12,3124673920
2003-05-13,3103684580
2003-05-14,3117373279
2003-05-15,3161177120
2003-05-16,3292588640
2003-05-19,3245134480
2003-05-20,3262473500
2003-05-21,3237833839
2003-05-22,3295326380
2003-05-23,3448639820
2003-05-27,3548111040
2003-05-28,3485143020
2003-05-29,3396622760
2003-05-30,3455027880
2003-06-02,3449552399
2003-06-03,3474192060
2003-06-04,3486055600
2003-06-05,3449552399
2003-06-06,3431300800
2003-06-09,3455027880
2003-06-10,3449552399
2003-06-11,3458678200
2003-06-12,3472366899
2003-06-13,3474192060
2003-06-16,3554499100
2003-06-17,3547198460
2003-06-18,3562712320
2003-06-19,3563624899
2003-06-20,3540810399
2003-06-23,3514345580
2003-06-24,3501569460
2003-06-25,3492443660
2003-06-26,3502482040
2003-06-27,3463241100
2003-06-30,3418098950
2003-07-01,3409884560
2003-07-02,3442742120
2003-07-03,3410797270
2003-07-07,3405321010
2003-07-08,3392543070
2003-07-09,3352383829
2003-07-10,3310399170
2003-07-11,3374288870
2003-07-14,3373376160
2003-07-15,3338693180
2003-07-16,3287581420
2003-07-17,3300359359
2003-07-18,3344169440
2003-07-21,3313137299
2003-07-22,3349645700
2003-07-23,3364249060
2003-07-24,3333216920
2003-07-25,3345082150
2003-07-28,3274803480
2003-07-29,3222779010
2003-07-30,3151587630
2003-07-31,3132420720
2003-08-01,3108690260
2003-08-04,3084959799
2003-08-05,3008292160
2003-08-06,3045713270
2003-08-07,3028371780
2003-08-08,3045713270
2003-08-11,3031109910
2003-08-12,3052102240
2003-08-13,3046625980
2003-08-14,3057578500
2003-08-15,3094086900
2003-08-18,3053014950
2003-08-19,3084047090
2003-08-20,3109602970
2003-08-21,3112341100
2003-08-22,3068531020
2003-08-25,3093174190
2003-08-26,3098650450
2003-08-27,3099563160
2003-08-28,3105039420
2003-08-29,3130595299
2003-09-02,3189921450
2003-09-03,3235556950
2003-09-04,3250160310
2003-09-05,3244684049
2003-09-08,3272065350
2003-09-09,3254723859
2003-09-10,3258374700
2003-09-11,3246509470
2003-09-12,3300359359
2003-09-15,3293970390
2003-09-16,3307661040
2003-09-17,3293057680
2003-09-18,3352383829
2003-09-19,3337780470
2003-09-22,3283017870
2003-09-23,3283017870
2003-09-24,3228255270
2003-09-25,3197223130
2003-09-26,3208175650
2003-09-29,3254723859
2003-09-30,3240227000
2003-10-01,3277649339
2003-10-02,3306857019
2003-10-03,3320548120
2003-10-06,3276736600
2003-10-07,3258481800
2003-10-08,3243877960
2003-10-09,3253005360
2003-10-10,3240227000
2003-10-13,3221972199
2003-10-14,3231099600
2003-10-15,3200979180
2003-10-16,3206455620
2003-10-17,3228361380
2003-10-20,3217408500
2003-10-21,3234750560
2003-10-22,3254830839
2003-10-23,3217408500
2003-10-24,3298642360
2003-10-27,3300467839
2003-10-28,3313246199
2003-10-29,3347930320
2003-10-30,3331501000
2003-10-31,3336977440
2003-11-03,3358883199
2003-11-04,3355232240
2003-11-05,3355232240
2003-11-06,3345192100
2003-11-07,3327850040
2003-11-10,3332413740
2003-11-11,3335151960
2003-11-12,3366185120
2003-11-13,3467499260
2003-11-14,3477539400
2003-11-17,3464761040
2003-11-18,3403607460
2003-11-19,3446506240
2003-11-20,3438291580
2003-11-21,3474801180
2003-11-24,3572464360
2003-11-25,3589806420
2003-11-26,3595282860
2003-11-28,3593457380
2003-12-01,3605323000
2003-12-02,3602584780
2003-12-03,3588893680
2003-12-04,3587068199
2003-12-05,3554209560
2003-12-08,3555122300
2003-12-09,3534129280
2003-12-10,3525914620
2003-12-11,3545994900
2003-12-12,3559686000
2003-12-15,3545994900
2003-12-16,3552384080
2003-12-17,3556035040
2003-12-18,3559686000
2003-12-19,3552384080
2003-12-22,3567900660
2003-12-23,3564249699
2003-12-24,3556947780
2003-12-26,3568813400
2003-12-29,3619014100
2003-12-30,3672865760
2003-12-31,3653585880
2004-01-02,3678235260
2004-01-05,3673670560
2004-01-06,3621632980
2004-01-07,3575073039
2004-01-08,3591505960
2004-01-09,3581463619
2004-01-12,3571421280
2004-01-13,3578724800
2004-01-14,3616155340
2004-01-15,3586941260
2004-01-16,3564117760
2004-01-20,3546771900
2004-01-21,3593331840
2004-01-22,3586028320
2004-01-23,3541294260
2004-01-26,3483779039
2004-01-27,3504776660
2004-01-28,3587854199
2004-01-29,3587854199
2004-01-30,3583289500
2004-02-02,3564117760
2004-02-03,3555901300
2004-02-04,3464607300
2004-02-05,3411656780
2004-02-06,3413482660
2004-02-09,3401614440
2004-02-10,3405266199
2004-02-11,3430828520
2004-02-12,3414395600
2004-02-13,3428089699
2004-02-17,3455477900
2004-02-18,3533077800
2004-02-19,3505689600
2004-02-20,3460955539
2004-02-23,3473736699
2004-02-24,3469172000
2004-02-25,3475562580
2004-02-26,3506602539
2004-02-27,3568682460
2004-03-01,3585115380
2004-03-02,3549510720
2004-03-03,3542207199
2004-03-04,3571421280
2004-03-05,3614329460
2004-03-08,3586941260
2004-03-09,3564117760
2004-03-10,3502037840
2004-03-11,3479214340
2004-03-12,3504776660
2004-03-15,3490169619
2004-03-16,3483779039
2004-03-17,3555901300
2004-03-18,3552249539
2004-03-19,3543120140
2004-03-22,3494734320
2004-03-23,3502950780
2004-03-24,3487430800
2004-03-25,3488343740
2004-03-26,3477388460
2004-03-29,3529426039
2004-03-30,3562291880
2004-03-31,3593245250
2004-04-01,3616074000
2004-04-02,3602376750
2004-04-05,3605116199
2004-04-06,3612421400
2004-04-07,3597811000
2004-04-08,3590505800
2004-04-12,3532977350
2004-04-13,3504669700
2004-04-14,3469970000
2004-04-15,3524759000
2004-04-16,3601463600
2004-04-19,3594158400
2004-04-20,3562198150
2004-04-21,3579548000
2004-04-22,3613334550
2004-04-23,3648947400
2004-04-26,3617900300
2004-04-27,3624292350
2004-04-28,3642555350
2004-04-29,3540282550
2004-04-30,3566763900
2004-05-03,3561285000
2004-05-04,3566763900
2004-05-05,3525672150
2004-05-06,3535716800
2004-05-07,3469970000
2004-05-10,3413354700
2004-05-11,3364957750
2004-05-12,3396004850
2004-05-13,3423399350
2004-05-14,3451706999
2004-05-17,3436183450
2004-05-18,3446228100
2004-05-19,3457185900
2004-05-20,3499190800
2004-05-21,3483667250
2004-05-24,3528411600
2004-05-25,3589592650
2004-05-26,3623379200
2004-05-27,3634336999
2004-05-28,3679081350
2004-06-01,3652600000
2004-06-02,3637989600
2004-06-03,3627031800
2004-06-04,3629771250
2004-06-07,3711041600
2004-06-08,3663557800
2004-06-09,3648034250
2004-06-10,3675428750
2004-06-14,3646207950
2004-06-15,3708302150
2004-06-16,3713781050
2004-06-17,3718346800
2004-06-18,3736609800
2004-06-21,3753959650
2004-06-22,3731130900
2004-06-23,3738436100
2004-06-24,3736609800
2004-06-25,3704649550
2004-06-28,3714694200
2004-06-29,3659905200
2004-06-30,3689909230
2004-07-01,3671637830
2004-07-02,3708180630
2004-07-06,3712748480
2004-07-07,3718229900
2004-07-08,3713662050
2004-07-09,3711834910
2004-07-12,3712748480
2004-07-13,3692649940
2004-07-14,3699044930
2004-07-15,3696304220
2004-07-16,3719143470
2004-07-19,3744723430
2004-07-20,3748377710
2004-07-21,3691736369
2004-07-22,3678946390
2004-07-23,3662502130
2004-07-26,3646971440
2004-07-27,3635095030
2004-07-28,3678946390
2004-07-29,3654280000
2004-07-30,3699958500
2004-08-02,3705439920
2004-08-03,3727365599
2004-08-04,3762994830
2004-08-05,3741982720
2004-08-06,3750204849
2004-08-09,3763908400
2004-08-10,3782179800
2004-08-11,3785834080
2004-08-12,3837907570
2004-08-13,3854351830
2004-08-16,3872623230
2004-08-17,3847043270
2004-08-18,3905511750
2004-08-19,3785834080
2004-08-20,3781266230
2004-08-23,3768476250
