,PBY
2023-08-30,2466548257
2023-08-31,2478738775
2023-09-01,2458421244
2023-09-05,2429976701
2023-09-06,2413722676
2023-09-07,2417786183
2023-09-08,2434040207
2023-09-11,2434040207
2023-09-12,2421849689
2023-09-13,2442167220
2023-09-14,2494992800
2023-09-15,2539691368
2023-09-18,2527500850
2023-09-19,2499056306
2023-09-20,2499056306
2023-09-21,2450294232
2023-09-22,2482802282
2023-09-25,2499056306
2023-09-26,2425913195
2023-09-27,2434040207
2023-09-28,2462484751
2023-09-29,2458421244
2023-10-02,2449219159
2023-10-03,2416343734
2023-10-04,2420453162
2023-10-05,2420453162
2023-10-06,2436890875
2023-10-09,2457438015
2023-10-10,2453328587
2023-10-11,2449219159
2023-10-12,2449219159
2023-10-13,2432781447
2023-10-16,2465656872
2023-10-17,2465656872
2023-10-18,2416343734
2023-10-19,2395796593
2023-10-20,2387577737
2023-10-23,2305389175
2023-10-24,2321826887
2023-10-25,2305389175
2023-10-26,2214981756
2023-10-27,2108136625
2023-10-30,2087589484
2023-10-31,2112246053
2023-11-01,2095808341
2023-11-02,2186215759
2023-11-03,2264294894
2023-11-06,2194434616
2023-11-07,2198544044
2023-11-08,2169778047
2023-11-09,2432781447
2023-11-10,2317717459
2023-11-13,2284842034
2023-11-14,2387577737
2023-11-15,2387577737
2023-11-16,2350592884
2023-11-17,2354702312
2023-11-20,2387577737
2023-11-21,2362921169
2023-11-22,2387577737
2023-11-24,2404015450
2023-11-27,2358811740
2023-11-28,2309498603
2023-11-29,2305389175
2023-11-30,2297170319
2023-12-01,2342374028
2023-12-04,2325936315
2023-12-05,2317717459
2023-12-06,2313608031
2023-12-07,2334155172
2023-12-08,2371140025
2023-12-11,2354702312
2023-12-12,2375249453
2023-12-13,2428672018
2023-12-14,2502641725
2023-12-15,2473875728
2023-12-18,2494422868
2023-12-19,2527298293
2023-12-20,2506751153
2023-12-21,2519079437
2023-12-22,2539626578
2023-12-26,2506751153
2023-12-27,2486204012
2023-12-28,2482094584
2023-12-29,2461547443
2024-01-02,2482094584
2024-01-03,2465656872
2024-01-04,2523188865
2024-01-05,2519079437
2024-01-08,2543736006
2024-01-09,2535517150
2024-01-10,2543736006
2024-01-11,2535517150
2024-01-12,2490313440
2024-01-16,2436890875
2024-01-17,2428672018
2024-01-18,2461547443
2024-01-19,2494422868
2024-01-22,2531407721
2024-01-23,2543736006
2024-01-24,2547845434
2024-01-25,2564283146
2024-01-26,2543736006
2024-01-29,2531407721
2024-01-30,2473875728
2024-01-31,2408124878
2024-02-01,2383468309
2024-02-02,2399906022
2024-02-05,2391687165
2024-02-06,2383468309
2024-02-07,2387577737
2024-02-08,2387577737
2024-02-09,2223200612
2024-02-12,2227310041
2024-02-13,2190325187
2024-02-14,2227310041
2024-02-15,2342374028
2024-02-16,2395796593
2024-02-20,2325936315
2024-02-21,2395796593
2024-02-22,2346483456
2024-02-23,2358811740
2024-02-26,2297170319
2024-02-27,2321826887
2024-02-28,2260185466
2024-02-29,2268404322
2024-03-01,2260185466
2024-03-04,2260185466
2024-03-05,2227310041
2024-03-06,2239638325
2024-03-07,2235528897
2024-03-08,2235528897
2024-03-11,2264294894
2024-03-12,2284842034
2024-03-13,2293060890
2024-03-14,2264294894
2024-03-15,2284842034
2024-03-18,2239638325
2024-03-19,2251966609
2024-03-20,2243747753
2024-03-21,2264294894
2024-03-22,2264294894
2024-03-25,2272513750
2024-03-26,2243747753
2024-03-27,2256076037
2024-03-28,2268404322
2024-04-01,2256076037
2024-04-02,2235528897
2024-04-03,2247857181
2024-04-04,2231419469
2024-04-05,2239638325
2024-04-08,2243747753
2024-04-09,2251966609
2024-04-10,2239638325
2024-04-11,2235528897
2024-04-12,2210872328
2024-04-15,2227310041
2024-04-16,2210872328
2024-04-17,2227310041
2024-04-18,2247857181
2024-04-19,2223200612
2024-04-22,2219091184
2024-04-23,2251966609
2024-04-24,2260185466
2024-04-25,2153340334
2024-04-26,2165668619
2024-04-29,2153340334
2024-04-30,2141012050
2024-05-01,2157449763
2024-05-02,2145121478
2024-05-03,2149230906
2024-05-06,2175925353
2024-05-07,2188953660
2024-05-08,2172307624
2024-05-09,2268022328
2024-05-10,2276345346
2024-05-13,2267106986
2024-05-14,2316842423
2024-05-15,2345854761
2024-05-16,2325131662
2024-05-17,2345854761
2024-05-20,2329276282
2024-05-21,2358288620
2024-05-22,2354144000
2024-05-23,2316842423
2024-05-24,2358288620
2024-05-28,2349999381
2024-05-29,2312697803
2024-05-30,2316842423
2024-05-31,2329276282
2024-06-03,2325131662
2024-06-04,2345854761
2024-06-05,2337565522
2024-06-06,2304408564
2024-06-07,2316842423
2024-06-10,2296119324
2024-06-11,2287830085
2024-06-12,2320987043
2024-06-13,2308553184
2024-06-14,2312697803
2024-06-17,2316842423
2024-06-18,2329276282
2024-06-20,2312697803
2024-06-21,2300263944
2024-06-24,2329276282
2024-06-25,2316842423
2024-06-26,2291974705
2024-06-27,2287830085
2024-06-28,2291974705
2024-07-01,2275396226
2024-07-02,2279540846
2024-07-03,2283685465
2024-07-05,2279540846
2024-07-08,2283685465
2024-07-09,2283685465
2024-07-10,2320987043
2024-07-11,2312697803
2024-07-12,2304408564
2024-07-15,2320987043
2024-07-16,2320987043
2024-07-17,2320987043
2024-07-18,2316842423
2024-07-19,2275396226
2024-07-22,2312697803
2024-07-23,2312697803
2024-07-24,2279540846
2024-07-25,2283685465
2024-07-26,2300263944
2024-07-29,2279540846
2024-07-30,2254673127
2024-07-31,2254673127
2024-08-01,2242239268
2024-08-02,2175925353
2024-08-05,2138623775
2024-08-06,2163491493
2024-08-07,2030863662
2024-08-08,2035008282
2024-08-09,1968694367
