,DD
2013-11-27,22072365910
2013-11-29,22048563934
2013-12-02,22568240414
2013-12-03,21858148125
2013-12-04,21953356030
2013-12-05,21794676188
2013-12-06,22167573815
2013-12-09,23032378950
2013-12-10,23583791398
2013-12-11,23171223811
2013-12-12,23008576974
2013-12-13,23437012545
2013-12-16,23484616497
2013-12-17,23821811160
2013-12-18,24563639417
2013-12-19,24781824199
2013-12-20,24714385266
2013-12-23,24769923211
2013-12-24,25075381905
2013-12-26,25325302655
2013-12-27,25178523802
2013-12-30,25178523802
2013-12-31,25063480917
2014-01-02,24776361173
2014-01-03,24661269955
2014-01-06,24617614666
2014-01-07,24347745603
2014-01-08,24375526241
2014-01-09,24058033226
2014-01-10,24121531829
2014-01-13,23657198295
2014-01-14,24085813865
2014-01-15,24312027638
2014-01-16,24335839615
2014-01-17,24323933627
2014-01-21,25939179341
2014-01-22,25796307485
2014-01-23,25256569359
2014-01-24,24514429436
2014-01-27,24339808277
2014-01-28,24319964964
2014-01-29,25260538021
2014-01-30,25589937025
2014-01-31,25701059580
2014-02-03,25236726045
2014-02-04,25391503890
2014-02-05,25328005287
2014-02-06,25748683532
2014-02-07,25752652195
2014-02-10,25887586726
2014-02-11,26451136828
2014-02-12,26189205091
2014-02-13,26149518464
2014-02-14,26379700900
2014-02-18,26419387527
2014-02-19,26224923055
2014-02-20,26621789324
2014-02-21,26518604094
2014-02-24,26514635431
2014-02-25,26665444614
2014-02-26,27010718268
2014-02-27,27395678549
2014-02-28,27510769767
2014-03-03,27355991922
2014-03-04,27931448012
2014-03-05,28185442424
2014-03-06,28114006495
2014-03-07,27959228651
2014-03-10,28141787134
2014-03-11,27820325456
2014-03-12,27689359588
2014-03-13,27526644417
2014-03-14,27475051802
2014-03-17,27673484937
2014-03-18,28050507892
2014-03-19,28018758591
2014-03-20,28371969570
2014-03-21,28356094920
2014-03-24,28328314281
2014-03-25,28598183344
2014-03-26,27915573361
2014-03-27,27101997510
2014-03-28,27221057390
2014-03-31,27439333838
2014-04-01,27798434152
2014-04-02,27904535045
2014-04-03,27711981571
2014-04-04,27228633056
2014-04-07,26804229481
2014-04-08,26878893073
2014-04-09,27385819565
2014-04-10,26674550611
2014-04-11,26254076699
2014-04-14,26560590392
2014-04-15,26599887019
2014-04-16,27122532162
2014-04-17,27244351707
2014-04-21,27260070358
2014-04-22,27366171251
2014-04-23,27605880678
2014-04-24,27535146749
2014-04-25,27122532162
2014-04-28,26442700510
2014-04-29,27232562718
2014-04-30,27904535045
2014-05-01,27240422044
2014-05-02,27228633056
2014-05-05,27601951015
2014-05-06,27460483157
2014-05-07,27692333258
2014-05-08,27519428098
2014-05-09,27550865400
2014-05-12,28026354590
2014-05-13,27987057963
2014-05-14,28073510543
2014-05-15,27181477103
2014-05-16,27389749228
2014-05-19,27590162027
2014-05-20,27814152802
2014-05-21,27928113022
2014-05-22,27837730779
2014-05-23,28340727608
2014-05-27,28478265804
2014-05-28,28949825331
2014-05-29,29342791604
2014-05-30,29146308468
2014-06-02,29362439918
2014-06-03,29417455196
2014-06-04,29346721267
2014-06-05,29425314522
2014-06-06,29708250238
2014-06-09,29633586646
2014-06-10,29720039226
2014-06-11,29558923055
2014-06-12,29079504202
2014-06-13,29303494977
2014-06-16,29244550036
2014-06-17,29079504202
2014-06-18,29370299244
2014-06-19,29118800829
2014-06-20,29342791604
2014-06-23,29574641705
2014-06-24,29256339024
2014-06-25,29417455196
2014-06-26,29146308468
2014-06-27,28859443089
2014-06-30,28776920171
2014-07-01,28534120755
2014-07-02,28522448766
2014-07-03,28818139137
2014-07-07,28362931593
2014-07-08,28230649059
2014-07-09,28347368942
2014-07-10,28300680988
2014-07-11,28569136720
2014-07-14,28514667441
2014-07-15,28534120755
2014-07-16,28829811125
2014-07-17,28596371359
2014-07-18,28619715336
2014-07-21,28713091242
2014-07-22,28954312334
2014-07-23,29837492783
2014-07-24,29810258143
2014-07-25,29736335551
2014-07-28,29732444888
2014-07-29,29592381028
2014-07-30,29055469566
2014-07-31,28273446349
2014-08-01,28218977070
2014-08-04,28611934010
2014-08-05,28292899663
2014-08-06,28506886115
2014-08-07,28413510209
2014-08-08,28946531008
2014-08-11,28678075277
2014-08-12,28678075277
2014-08-13,29067141554
2014-08-14,28860936427
2014-08-15,28802576486
2014-08-18,29277237344
2014-08-19,29386175901
2014-08-20,29510677110
2014-08-21,29382285239
2014-08-22,29405629215
2014-08-25,29413410541
2014-08-26,29397847890
2014-08-27,29697428923
2014-08-28,29697428923
2014-08-29,29646850307
2014-09-02,29646850307
2014-09-03,29841383445
2014-09-04,30059260561
2014-09-05,30339388280
2014-09-08,30067041886
2014-09-09,29596271691
2014-09-10,29541802412
2014-09-11,29277237344
2014-09-12,29160517461
2014-09-15,29366722587
2014-09-16,29607943679
2014-09-17,29981447305
2014-09-18,29670194284
2014-09-19,29615725005
2014-09-22,29265565355
2014-09-23,29226658728
2014-09-24,29631287656
2014-09-25,29413410541
2014-09-26,29658522295
2014-09-29,29576818377
2014-09-30,29032125589
2014-10-01,27445289504
2014-10-02,27429997519
2014-10-03,27537041412
2014-10-06,27472050477
2014-10-07,26929185021
2014-10-08,27200617749
2014-10-09,26237222714
2014-10-10,25877861074
2014-10-13,24421299533
2014-10-14,23897549058
2014-10-15,23985477970
2014-10-16,24348662606
2014-10-17,25052093902
2014-10-20,25300588653
2014-10-21,26225753726
2014-10-22,25900799051
2014-10-23,25939029013
2014-10-24,26225753726
2014-10-27,25292942660
2014-10-28,26103417848
2014-10-29,25774640178
2014-10-30,26248691703
2014-10-31,26875663075
2014-11-03,26726566224
2014-11-04,25885507067
2014-11-05,26745681205
2014-11-06,27097396852
2014-11-07,26929185021
2014-11-10,26917716032
2014-11-11,26940654009
2014-11-12,27147095803
2014-11-13,27177679772
2014-11-14,27946102002
2014-11-17,27808474140
2014-11-18,28328401619
2014-11-19,28007269941
2014-11-20,28007269941
2014-11-21,28745108202
2014-11-24,28431622516
2014-11-25,27957570991
2014-11-26,28160189788
2014-11-28,26478071473
2014-12-01,26179877772
2014-12-02,26554531396
2014-12-03,26887132063
2014-12-04,27074458875
2014-12-05,27288546661
2014-12-08,26321328630
2014-12-09,26210461741
2014-12-10,25208836744
2014-12-11,25029155924
2014-12-12,23584063372
2014-12-15,23637585319
2014-12-16,23236170721
2014-12-17,24237795717
2014-12-18,24742431212
2014-12-19,24937404016
2014-12-22,24899174055
2014-12-23,25013863940
2014-12-24,25029155924
2014-12-26,25285296668
2014-12-29,25025332928
2014-12-30,25063562890
2014-12-31,24811245143
2015-01-02,24561380765
2015-01-05,23800462526
2015-01-06,23418110575
2015-01-07,23380253946
2015-01-08,23963246030
2015-01-09,23925389401
2015-01-12,23785319875
2015-01-13,23493823833
2015-01-14,23395396598
2015-01-15,23331040329
2015-01-16,24129815197
2015-01-20,23773962886
2015-01-21,24103315556
2015-01-22,24436453890
2015-01-23,24008673984
2015-01-26,24004888322
2015-01-27,23792891200
2015-01-28,23179613814
2015-01-29,24247170746
2015-01-30,24326669666
2015-02-02,24360740632
2015-02-03,25261728398
2015-02-04,24898304761
2015-02-05,25750078909
2015-02-06,26071860254
2015-02-09,25996146996
2015-02-10,26128645197
2015-02-11,25901505424
2015-02-12,26476926182
2015-02-13,26632138360
2015-02-17,26704065955
2015-02-18,26616995709
2015-02-19,26764636561
2015-02-20,26681351978
2015-02-23,26662423663
2015-02-24,26832778493
2015-02-25,26855492470
2015-02-26,26529925463
2015-02-27,26526139800
2015-03-02,26586710406
2015-03-03,26529925463
2015-03-04,26704065955
2015-03-05,26336856656
2015-03-06,25825792167
2015-03-09,25822006504
2015-03-10,25379083947
2015-03-11,25201157792
2015-03-12,25568367091
2015-03-13,25345012981
2015-03-16,25333655992
2015-03-17,25121658871
2015-03-18,25610009383
2015-03-19,25174658152
2015-03-20,25473725519
2015-03-23,25443440216
2015-03-24,25432083227
2015-03-25,25227657432
2015-03-26,25242800083
2015-03-27,25727364932
2015-03-30,26223286769
2015-03-31,25848506144
2015-04-01,25857606121
2015-04-02,26043495602
2015-04-06,26278702700
2015-04-07,26191448454
2015-04-08,26111781534
2015-04-09,26312845666
2015-04-10,26123162522
2015-04-13,26058670254
2015-04-14,26362163283
2015-04-15,27052609925
2015-04-16,26859133119
2015-04-17,26809815502
2015-04-20,27041228937
2015-04-21,26802228176
2015-04-22,27003292308
2015-04-23,27530611447
2015-04-24,27595103716
2015-04-27,27784786859
2015-04-28,27974470003
2015-04-29,27860660117
2015-04-30,27530611447
2015-05-01,27906184071
2015-05-04,27883422094
2015-05-05,27720294591
2015-05-06,27466119178
2015-05-07,27337134641
2015-05-08,27989644654
2015-05-11,28016200294
2015-05-12,27504055807
2015-05-13,27386452258
2015-05-14,27663389648
2015-05-15,27807548837
2015-05-18,27530611447
2015-05-19,27386452258
2015-05-20,27553373424
2015-05-21,27735469242
2015-05-22,27689945288
2015-05-26,27325753652
2015-05-27,27640627670
2015-05-28,27837898140
2015-05-29,28111041866
2015-06-01,28213470764
2015-06-02,28422122222
2015-06-03,28615599028
2015-06-04,28638361005
2015-06-05,28111041866
2015-06-08,27746850231
2015-06-09,27811342499
2015-06-10,28065517912
2015-06-11,28156565821
2015-06-12,27985850991
2015-06-15,27997231980
2015-06-16,28391772919
2015-06-17,28801488509
2015-06-18,28930473046
2015-06-19,28763551880
2015-06-22,28850806126
2015-06-23,28919092058
2015-06-24,28664916645
2015-06-25,28729408914
2015-06-26,28433503210
2015-06-29,27416801561
2015-06-30,27625453019
2015-07-01,27821061779
2015-07-02,27813453120
2015-07-06,27375955225
2015-07-07,27524324077
2015-07-08,26809110127
2015-07-09,27208564727
2015-07-10,27832474768
2015-07-13,28117799482
2015-07-14,28715079216
2015-07-15,28205299061
2015-07-16,28273776992
2015-07-17,27703127564
2015-07-20,27349324919
2015-07-21,27121065148
2015-07-22,27067804534
2015-07-23,25854223417
2015-07-24,24887923719
2015-07-27,24701511573
2015-07-28,25253139353
2015-07-29,25675419930
2015-07-30,25671615600
2015-07-31,25477594795
2015-08-03,25150422456
2015-08-04,25275965330
2015-08-05,25515638090
2015-08-06,25226509047
2015-08-07,24633033642
2015-08-10,25249335024
2015-08-11,24518903756
2015-08-12,24739554868
2015-08-13,24343904598
2015-08-14,24305861303
2015-08-17,24614011994
2015-08-18,24225970383
2015-08-19,23891189385
2015-08-20,23640103637
2015-08-21,23073258538
2015-08-24,21844460103
2015-08-25,21323266959
2015-08-26,22221088726
2015-08-27,23602060342
2015-08-28,23818907124
2015-08-31,23689559921
2015-09-01,22552065394
2015-09-02,22947715664
2015-09-03,23187388424
2015-09-04,22780325165
2015-09-08,23868363408
2015-09-09,23704777239
2015-09-10,23689559921
2015-09-11,23700972909
2015-09-14,23320539957
2015-09-15,23609669001
2015-09-16,24351513257
2015-09-17,23940645669
2015-09-18,23446082831
2015-09-21,23830320113
2015-09-22,23602060342
2015-09-23,23050432561
2015-09-24,23000976277
2015-09-25,22909672369
2015-09-28,21665656616
2015-09-29,21958589989
2015-09-30,22955324323
2015-10-01,22535398785
2015-10-02,23305493348
2015-10-05,24281929038
2015-10-06,24687241966
2015-10-07,24900952418
2015-10-08,25059392926
2015-10-09,24687241966
2015-10-12,24433000220
2015-10-13,24385099601
2015-10-14,24701980617
2015-10-15,24948853037
2015-10-16,24967276352
2015-10-19,24849367137
2015-10-20,25004122982
2015-10-21,24893583092
2015-10-22,26175845809
2015-10-23,26385871599
2015-10-26,26452195533
2015-10-27,26577474074
2015-10-28,26934886383
2015-10-29,26688013964
2015-10-30,27093326891
2015-11-02,27049110936
2015-11-03,27255452063
2015-11-04,26938571046
2015-11-05,27060164925
2015-11-06,27181758803
2015-11-09,27108065543
2015-11-10,27111750206
2015-11-11,27108065543
2015-11-12,26441141544
2015-11-13,26813292505
2015-11-16,27082272903
2015-11-17,27082272903
2015-11-18,27874475443
2015-11-19,27959222692
2015-11-20,27959222692
2015-11-23,27789728195
2015-11-24,27988699996
2015-11-25,27222290096
2015-11-27,27270190714
2015-11-30,27332829985
2015-12-01,28010807973
2015-12-02,27417577234
2015-12-03,27192812792
2015-12-04,27951853366
2015-12-07,27281244703
2015-12-08,26688013964
2015-12-09,29871562778
2015-12-10,28791956525
2015-12-11,27985015333
2015-12-14,26894355091
2015-12-15,26514834804
2015-12-16,26595897389
2015-12-17,26349024969
2015-12-18,26021089964
2015-12-21,26724860593
2015-12-22,27004894980
2015-12-23,27542855775
2015-12-24,27428631223
2015-12-28,27384415267
2015-12-29,27679188305
2015-12-30,27085957565
2015-12-31,26993840991
2016-01-04,26120322163
2016-01-05,25921800362
2016-01-06,25351969266
2016-01-07,24399799887
2016-01-08,24212307074
2016-01-11,23749089538
2016-01-12,23432925189
2016-01-13,22826330796
2016-01-14,23142495146
2016-01-15,22473403150
2016-01-19,22010185614
2016-01-20,21616818342
2016-01-21,21973422318
2016-01-22,22609427347
2016-01-25,22065330559
2016-01-26,22212383745
2016-01-27,21664610627
2016-01-28,21738137220
2016-01-29,21973422318
2016-02-01,22274881349
2016-02-02,23557920397
2016-02-03,24451268502
2016-02-04,24793167159
2016-02-05,24425534194
2016-02-08,24186572767
2016-02-09,24377741909
2016-02-10,24149809470
2016-02-11,23436601518
2016-02-12,24068930218
2016-02-16,24499060787
2016-02-17,25105655179
2016-02-18,24885075400
2016-02-19,24631408655
2016-02-22,25054186564
2016-02-23,24576263710
2016-02-24,24686553599
2016-02-25,25164476454
2016-02-26,25499022452
2016-02-29,25429172189
2016-03-01,26193848756
2016-03-02,25958563658
2016-03-03,25947534669
2016-03-04,26307814975
2016-03-07,26032090251
2016-03-08,25546814737
2016-03-09,25664457286
2016-03-10,25701220583
2016-03-11,26480602468
2016-03-14,26304138645
2016-03-15,26256346360
2016-03-16,26502660446
2016-03-17,26888675060
2016-03-18,27024699257
2016-03-21,26962201653
2016-03-22,26811472137
2016-03-23,26774708840
2016-03-24,26848235433
2016-03-28,26973230642
2016-03-29,26741621874
2016-03-30,26932791015
2016-03-31,26605597677
2016-04-01,26951555359
2016-04-04,26914518730
2016-04-05,26740446571
2016-04-06,26840445471
2016-04-07,26584892726
2016-04-08,26758964886
2016-04-11,26751557560
2016-04-12,27207108104
2016-04-13,27518215792
2016-04-14,27595992714
2016-04-15,27599696377
2016-04-18,27692287951
2016-04-19,27958951685
2016-04-20,27373772937
2016-04-21,27395994915
2016-04-22,27725620918
2016-04-25,27692287951
2016-04-26,28284874025
2016-04-27,28247837395
2016-04-28,28155245821
2016-04-29,27725620918
2016-05-02,27747842896
2016-05-03,27284885026
2016-05-04,27084887226
2016-05-05,26799705178
2016-05-06,26962666348
2016-05-09,26796001515
2016-05-10,27162664148
2016-05-11,27010813967
2016-05-12,27162664148
2016-05-13,26640447671
2016-05-16,27195997115
2016-05-17,27147849496
2016-05-18,26777483200
2016-05-19,26758964886
2016-05-20,27070072574
2016-05-23,27544141433
2016-05-24,27836730807
2016-05-25,27858952785
2016-05-26,27399698578
2016-05-27,27499697478
2016-05-31,27070072574
2016-06-01,27184886126
2016-06-02,27533030444
2016-06-03,28018210292
2016-06-06,28266355710
2016-06-07,28303392340
2016-06-08,28292281351
2016-06-09,28244133732
2016-06-10,28133023844
2016-06-13,27770064874
2016-06-14,27473771837
2016-06-15,27333032644
2016-06-16,27507104803
2016-06-17,27895989414
2016-06-20,27970062673
2016-06-21,28073765236
2016-06-22,28047839596
2016-06-23,28292281351
2016-06-24,27177478800
2016-06-27,26336747308
2016-06-28,25562681749
2016-06-29,26036750608
2016-06-30,26199711779
2016-07-01,26141373844
2016-07-05,25729786256
2016-07-06,25392358593
2016-07-07,25433146553
2016-07-08,26067213918
2016-07-11,26304525681
2016-07-12,26882973102
2016-07-13,27005336980
2016-07-14,27331640653
2016-07-15,27468836516
2016-07-18,27754352230
2016-07-19,27628280356
2016-07-20,27939752045
2016-07-21,27702440282
2016-07-22,28028743956
2016-07-25,28106611878
2016-07-26,28251223733
2016-07-27,28299427685
2016-07-28,28317967666
2016-07-29,28317967666
2016-08-01,28306843677
2016-08-02,28032451952
2016-08-03,28191895792
2016-08-04,28225267759
2016-08-05,28303135681
2016-08-08,28280887703
2016-08-09,28169647815
2016-08-10,28203019781
2016-08-11,28303135681
2016-08-12,27613448371
2016-08-15,27854468130
2016-08-16,27628280356
2016-08-17,27776600208
2016-08-18,28088071896
2016-08-19,28188187796
2016-08-22,28228975755
2016-08-23,28377295607
2016-08-24,28288303696
2016-08-25,28503367481
2016-08-26,28299427685
2016-08-29,28562695421
2016-08-30,28488535496
2016-08-31,28303135681
2016-09-01,28388419596
2016-09-02,28588651395
2016-09-06,28440331544
2016-09-07,28440331544
2016-09-08,28647979336
2016-09-09,28180771804
2016-09-12,27917504067
2016-09-13,27457712527
2016-09-14,27639404345
2016-09-15,27887840097
2016-09-16,27817388167
2016-09-19,27969416015
2016-09-20,27739520245
2016-09-21,27828512156
2016-09-22,27732104252
2016-09-23,27565244419
2016-09-26,27505916479
2016-09-27,27739520245
2016-09-28,27613448371
2016-09-29,27294560690
2016-09-30,27346472638
2016-10-03,27503791784
2016-10-04,27212492743
2016-10-05,27651284970
2016-10-06,28119575834
2016-10-07,27806152815
2016-10-10,28093764527
2016-10-11,28082702538
2016-10-12,27920460034
2016-10-13,27761904859
2016-10-14,28008955945
2016-10-17,27809840144
2016-10-18,28171198449
2016-10-19,28296567657
2016-10-20,28241257712
2016-10-21,28388750898
2016-10-24,28458810161
2016-10-25,28392438228
2016-10-26,28208071746
2016-10-27,28628427324
2016-10-28,28292880327
2016-10-31,28233883053
2016-11-01,28219133734
2016-11-02,28123263164
2016-11-03,27946271341
2016-11-04,27876212078
2016-11-07,28149074471
2016-11-08,28034767252
2016-11-09,28267069020
2016-11-10,28414562205
2016-11-11,28149074471
2016-11-14,28049516571
2016-11-15,27898336056
2016-11-16,27905710715
2016-11-17,27997893956
2016-11-18,27931522023
2016-11-21,28333440953
2016-11-22,28506745446
2016-11-23,28370314250
2016-11-25,28429311524
2016-11-28,28503058117
2016-11-29,28329753624
2016-11-30,29236836715
2016-12-01,29443327175
2016-12-02,29078281541
2016-12-05,29413828538
2016-12-06,29498637120
2016-12-07,29856308095
2016-12-08,30132857818
2016-12-09,30280351003
2016-12-12,30575337374
2016-12-13,30512652771
2016-12-14,30254539696
2016-12-15,30615898000
2016-12-16,30649083967
2016-12-19,30840825108
2016-12-20,30851887097
2016-12-21,30999380283
2016-12-22,30826075790
2016-12-23,30660145956
2016-12-27,30652771297
2016-12-28,30379908903
2016-12-29,30129170488
2016-12-30,30022237928
2017-01-03,32856275436
2017-01-04,33116816841
2017-01-05,32968508657
2017-01-06,32764083861
2017-01-09,32964500327
2017-01-10,32896358729
2017-01-11,33229050062
2017-01-12,33249091709
2017-01-13,32968508657
2017-01-17,32699950592
2017-01-18,32916400375
2017-01-19,32563667395
2017-01-20,32728008897
2017-01-23,32591725700
2017-01-24,34018690938
2017-01-25,34343365613
2017-01-26,35032798256
2017-01-27,34972673317
2017-01-30,34307290649
2017-01-31,34010674280
2017-02-01,34395473894
2017-02-02,34142949147
2017-02-03,34343365613
2017-02-06,34235140722
2017-02-07,34102865854
2017-02-08,34070799220
2017-02-09,34371423919
2017-02-10,34900523389
2017-02-13,35112964843
2017-02-14,35205156417
2017-02-15,34852423437
2017-02-16,35028789927
2017-02-17,34940606682
2017-02-21,34920565035
2017-02-22,36315463639
2017-02-23,36147113807
2017-02-24,36247322040
2017-02-27,35882564072
2017-02-28,35513797775
2017-03-01,36195213759
2017-03-02,36135088819
2017-03-03,36082980538
2017-03-06,36227280394
2017-03-07,36018847269
2017-03-08,36095005526
2017-03-09,36243313711
2017-03-10,36415671872
2017-03-13,36567988386
2017-03-14,36323480297
2017-03-15,36756379864
2017-03-16,36423688530
2017-03-17,36523896763
2017-03-20,36788446498
2017-03-21,35978763976
2017-03-22,35814422474
2017-03-23,36407655213
2017-03-24,35978763976
2017-03-27,36515880105
2017-03-28,37077046210
2017-03-29,36744354876
2017-03-30,36608071679
2017-03-31,36243313711
2017-04-03,36248941048
2017-04-04,36325688304
2017-04-05,36511497452
2017-04-06,36564008733
2017-04-07,36321648975
2017-04-10,36366081597
2017-04-11,35917716046
2017-04-12,35590530374
2017-04-13,35097732200
2017-04-17,35481468483
2017-04-18,35340091958
2017-04-19,35380485251
2017-04-20,35602648362
2017-04-21,35727867570
2017-04-24,36107564523
2017-04-25,37254734041
2017-04-26,36976020320
2017-04-27,36321648975
2017-04-28,36099485864
2017-05-01,35937912693
2017-05-02,35937912693
2017-05-03,35469350495
2017-05-04,35303737994
2017-05-05,36265098365
2017-05-08,35849047448
2017-05-09,35542058422
2017-05-10,35469350495
2017-05-11,35558215739
2017-05-12,35659198972
2017-05-15,35869244095
2017-05-16,35808654155
2017-05-17,34604934027
2017-05-18,34823057809
2017-05-19,35231030067
2017-05-22,35053299578
2017-05-23,34936159029
2017-05-24,35319895311
2017-05-25,34863451101
2017-05-26,35097732200
2017-05-30,35000788297
2017-05-31,35614766349
2017-06-01,36075249888
2017-06-02,36240862389
2017-06-05,36333766963
2017-06-06,36632677331
2017-06-07,36774053856
2017-06-08,36770014526
2017-06-09,37214340748
2017-06-12,36794250502
2017-06-13,37513251116
2017-06-14,37093160870
2017-06-15,36846761783
2017-06-16,37012374284
2017-06-19,37489015140
2017-06-20,37420346542
2017-06-21,36604402025
2017-06-22,36689227941
2017-06-23,36483222147
2017-06-26,36539772757
2017-06-27,36265098365
2017-06-28,36358002939
2017-06-29,36046974583
2017-06-30,36252980377
2017-07-03,47854626108
2017-07-05,47465435831
2017-07-06,47570622393
2017-07-07,47817810812
2017-07-10,48285891010
2017-07-11,48312187651
2017-07-12,49605982356
2017-07-13,49101086861
2017-07-14,49574426387
2017-07-17,49485017810
2017-07-18,49206273422
2017-07-19,49968875993
2017-07-20,49684872277
2017-07-21,49500795794
2017-07-24,49558648403
2017-07-25,50031987929
2017-07-26,49711168917
2017-07-27,49469239826
2017-07-28,49153680142
2017-07-31,48075517887
2017-08-01,48412114884
2017-08-02,48122851840
2017-08-03,47470695159
2017-08-04,47980849982
2017-08-07,47807292156
2017-08-08,47454917175
2017-08-09,47523288440
2017-08-10,47234025396
2017-08-11,47344471286
2017-08-14,47454917175
2017-08-15,47649512314
2017-08-16,47854626108
2017-08-17,47286618677
2017-08-18,47449657847
2017-08-21,47791514172
2017-08-22,48480486149
2017-08-23,48333224963
2017-08-24,48159667136
2017-08-25,48301668994
2017-08-28,48401596228
2017-08-29,48064999231
2017-08-30,48569894726
2017-08-31,49889986072
2017-09-01,50279176349
2017-09-05,48633006663
2017-09-06,48548857414
2017-09-07,48406855556
2017-09-08,48533079429
2017-09-11,50031987929
2017-09-12,51283708010
2017-09-13,52014754612
2017-09-14,52403944889
2017-09-15,52282980343
2017-09-18,52214609078
2017-09-19,52424982201
2017-09-20,52693207933
2017-09-21,52630095996
2017-09-22,52356610936
2017-09-25,52640614652
2017-09-26,51904308722
2017-09-27,51488821805
2017-09-28,51683416943
2017-09-29,51814900145
2017-10-02,77701699021
2017-10-03,77631914040
2017-10-04,77732714568
2017-10-05,78306502187
2017-10-06,78585642109
2017-10-09,79089644748
2017-10-10,78973336446
2017-10-11,79027613654
2017-10-12,78779489278
2017-10-13,78818258712
2017-10-16,78259978866
2017-10-17,78205701659
2017-10-18,78097147245
2017-10-19,78221209433
2017-10-20,78539118789
2017-10-23,78950074786
2017-10-24,79291245803
2017-10-25,78438318261
2017-10-26,80601652662
2017-10-27,80043372817
2017-10-30,79089644748
2017-10-31,79787494554
2017-11-01,80904054245
2017-11-02,79485092971
2017-11-03,78515857129
2017-11-06,77500097966
2017-11-07,78492595469
2017-11-08,78128162792
2017-11-09,77492344079
2017-11-10,77205450270
2017-11-13,77748222341
2017-11-14,75662426808
2017-11-15,76104398353
2017-11-16,77988592830
2017-11-17,78050623924
2017-11-20,78174686112
2017-11-21,78624411543
2017-11-22,77895546190
2017-11-24,78515857129
2017-11-27,77383789665
2017-11-28,78438318261
2017-11-29,79198199162
2017-11-30,79399800217
2017-12-01,78353025507
2017-12-04,79585893499
2017-12-05,78934567013
2017-12-06,78430564375
2017-12-07,78748473731
2017-12-08,78042870038
2017-12-11,78128162792
2017-12-12,78112655018
2017-12-13,77856776756
2017-12-14,77593144607
2017-12-15,77236465817
2017-12-18,78771735391
2017-12-19,78802750938
2017-12-20,78639919317
2017-12-21,79043121427
2017-12-22,79562631839
2017-12-26,78826012598
2017-12-27,78826012598
2017-12-28,78903551466
2017-12-29,78585642109
2018-01-02,79017344315
2018-01-03,80283969715
2018-01-04,81820911512
2018-01-05,82886730446
2018-01-08,82600967398
2018-01-09,82801773864
2018-01-10,81550595115
2018-01-11,82670477329
2018-01-12,82879007120
2018-01-16,82376990956
2018-01-17,83272896727
2018-01-18,83558659774
2018-01-19,83535489797
2018-01-22,83728572938
2018-01-23,83682232984
2018-01-24,83535489797
2018-01-25,84238312428
2018-01-26,84647648685
2018-01-29,83381023285
2018-01-30,82570074096
2018-01-31,83064366935
2018-02-01,80778262554
2018-02-02,77912908753
2018-02-05,74560985438
2018-02-06,79009620990
2018-02-07,77588529078
2018-02-08,74962598370
2018-02-09,76360520306
2018-02-12,78955557711
2018-02-13,77758442241
2018-02-14,78391754941
2018-02-15,78963281036
2018-02-16,79079130920
2018-02-20,78716134617
2018-02-21,77990142009
2018-02-22,79055960943
2018-02-23,80515669484
2018-02-26,81396128603
2018-02-27,79527083806
2018-02-28,77264149402
2018-03-01,75572741093
2018-03-02,75209744790
2018-03-05,76561326771
2018-03-06,77804782195
2018-03-07,77117406215
2018-03-08,77573082426
2018-03-09,79380340619
2018-03-12,78407201592
2018-03-13,77557635775
2018-03-14,75819887513
2018-03-15,74599602066
2018-03-16,74692281974
2018-03-19,73155340177
2018-03-20,72962257037
2018-03-21,74105309227
2018-03-22,72120414546
2018-03-23,69309124024
2018-03-26,70869235797
2018-03-27,69942436724
2018-03-28,68590854742
2018-03-29,70019669980
2018-04-02,67943162661
2018-04-03,69351590251
2018-04-04,69751799184
2018-04-05,71668184266
2018-04-06,69774888161
2018-04-09,69751799184
2018-04-10,72160749106
2018-04-11,70890855377
2018-04-12,72799544134
2018-04-13,72468602132
2018-04-16,73392161207
2018-04-17,73977081955
2018-04-18,74538913726
2018-04-19,72861114739
2018-04-20,72330068270
2018-04-23,71845199756
2018-04-24,69197663739
2018-04-25,69697924905
2018-04-26,70136615466
2018-04-27,70444468491
2018-04-30,69259234344
2018-05-01,69066826203
2018-05-02,69536302067
2018-05-03,69513213090
2018-05-04,70606091329
2018-05-07,71098656169
2018-05-08,70344416258
2018-05-09,72314675619
2018-05-10,73322894277
2018-05-11,73299805300
2018-05-14,73961689304
2018-05-15,73546087720
2018-05-16,74508128424
2018-05-17,74646662285
2018-05-18,74000170932
2018-05-21,75162316102
2018-05-22,73892422373
2018-05-23,73422946510
2018-05-24,72699491900
2018-05-25,71968340966
2018-05-29,70028866907
2018-05-30,70960122308
2018-05-31,70213578722
2018-06-01,72468602132
2018-06-04,73522998743
2018-06-05,74354201911
2018-06-06,76709277554
2018-06-07,76032000898
2018-06-08,76108964155
2018-06-11,76108964155
2018-06-12,76424513505
2018-06-13,75100745497
2018-06-14,74892944705
2018-06-15,74200275398
2018-06-18,74246453352
2018-06-19,72676402924
2018-06-20,72160749106
2018-06-21,71491168777
2018-06-22,73376768556
2018-06-25,72260801340
2018-06-26,72622528644
2018-06-27,71852896081
2018-06-28,72445513155
2018-06-29,72199230735
2018-07-02,71633714310
2018-07-03,70960162984
2018-07-05,71962835980
2018-07-06,71809756133
2018-07-09,72705273237
2018-07-10,73853372088
2018-07-11,72215417727
2018-07-12,72154185789
2018-07-13,72276649666
2018-07-16,71580136363
2018-07-17,73042048900
