,UNH
2013-11-26,73625760000
2013-11-27,73467680000
2013-11-29,73586240000
2013-12-02,73270080000
2013-12-03,72845240000
2013-12-04,72766200000
2013-12-05,71877000000
2013-12-06,72618000000
2013-12-09,72835360000
2013-12-10,73161400000
2013-12-11,71274320000
2013-12-12,70157880000
2013-12-13,69634240000
2013-12-16,70207280000
2013-12-17,69881240000
2013-12-18,71511440000
2013-12-19,71521320000
2013-12-20,72469800000
2013-12-23,73457800000
2013-12-24,73240440000
2013-12-26,73951800000
2013-12-27,73793720000
2013-12-30,73882640000
2013-12-31,74019900000
2014-01-02,73302310000
2014-01-03,73823300000
2014-01-06,72977920000
2014-01-07,75209330000
2014-01-08,74334460000
2014-01-09,74786640000
2014-01-10,73430100000
2014-01-13,72683020000
2014-01-14,72761660000
2014-01-15,73567720000
2014-01-16,71523080000
2014-01-17,71287160000
2014-01-21,71916280000
2014-01-22,72152200000
2014-01-23,71955600000
2014-01-24,70382800000
2014-01-27,70431950000
2014-01-28,70490930000
2014-01-29,70048580000
2014-01-30,71562400000
2014-01-31,71051240000
2014-02-03,69537420000
2014-02-04,69311330000
2014-02-05,69616060000
2014-02-06,69665210000
2014-02-07,70146880000
2014-02-10,68554419999
2014-02-11,69419460000
2014-02-12,69045920000
2014-02-13,69999430000
2014-02-14,72270160000
2014-02-18,72574890000
2014-02-19,72299650000
2014-02-20,72230840000
2014-02-21,72555230000
2014-02-24,74717830000
2014-02-25,74039560000
2014-02-26,74766980000
2014-02-27,74727660000
2014-02-28,75956410000
2014-03-03,75789300000
2014-03-04,76801790000
2014-03-05,76664170000
2014-03-06,76320120000
2014-03-07,76084200000
2014-03-10,76556040000
2014-03-11,76457740000
2014-03-12,76280800000
2014-03-13,75700830000
2014-03-14,74413100000
2014-03-17,75455080000
2014-03-18,76674000000
2014-03-19,78600680000
2014-03-20,80143990000
2014-03-21,79957220000
2014-03-24,79898240000
2014-03-25,79721300000
2014-03-26,80153820000
2014-03-27,79642660000
2014-03-28,80232460000
2014-03-31,80268210000
2014-04-01,80121360000
2014-04-02,79896190000
2014-04-03,80522750000
2014-04-04,79817870000
2014-04-07,79377320000
2014-04-08,78966140000
2014-04-09,79680810000
2014-04-10,78310210000
2014-04-11,77292050000
2014-04-14,77517220000
2014-04-15,77840290000
2014-04-16,76548010000
2014-04-17,74188620000
2014-04-21,73376050000
2014-04-22,74169040000
2014-04-23,73748070000
2014-04-24,74981610000
2014-04-25,74071140000
2014-04-28,74149460000
2014-04-29,73620800000
2014-04-30,73464160000
2014-05-01,73376050000
2014-05-02,73454370000
2014-05-05,73650170000
2014-05-06,73679540000
2014-05-07,76273890000
2014-05-08,75275310000
2014-05-09,75334050000
2014-05-12,76107460000
2014-05-13,76401160000
2014-05-14,75549430000
2014-05-15,74873920000
2014-05-16,75040350000
2014-05-19,75578800000
2014-05-20,75050140000
2014-05-21,76087880000
2014-05-22,76694860000
2014-05-23,77115830000
2014-05-27,77448690000
2014-05-28,76929820000
2014-05-29,77703230000
2014-05-30,77957770000
2014-06-02,77801130000
2014-06-03,78202520000
2014-06-04,78819290000
2014-06-05,78124200000
2014-06-06,78251470000
2014-06-09,78085040000
2014-06-10,78133990000
2014-06-11,78486430000
2014-06-12,77771760000
2014-06-13,77517220000
2014-06-16,76362000000
2014-06-17,76528430000
2014-06-18,77546590000
2014-06-19,78819290000
2014-06-20,79700390000
2014-06-23,79778710000
2014-06-24,80023460000
2014-06-25,80610860000
2014-06-26,80561910000
2014-06-27,80278000000
2014-06-30,79215750000
2014-07-01,79351410000
2014-07-02,79932810000
2014-07-03,80766150000
2014-07-07,79671180000
2014-07-08,79390170000
2014-07-09,80175060000
2014-07-10,79535520000
2014-07-11,80301030000
2014-07-14,81657630000
2014-07-15,81299100000
2014-07-16,81163440000
2014-07-17,82471590000
2014-07-18,82868880000
2014-07-21,82423140000
2014-07-22,83382450000
2014-07-23,83275860000
2014-07-24,83023920000
2014-07-25,82054920000
2014-07-28,83091750000
2014-07-29,81657630000
2014-07-30,80378550000
2014-07-31,78537450000
2014-08-01,78963810000
2014-08-04,79719630000
2014-08-05,78479310000
2014-08-06,78973500000
2014-08-07,76802940000
2014-08-08,77636280000
2014-08-11,77394030000
2014-08-12,77733180000
2014-08-13,78983190000
2014-08-14,79283580000
2014-08-15,78944430000
2014-08-18,79787460000
2014-08-19,80882430000
2014-08-20,80843670000
2014-08-21,81173130000
2014-08-22,81182820000
2014-08-25,81628560000
2014-08-26,82481280000
2014-08-27,83702220000
2014-08-28,83663460000
2014-08-29,83992920000
2014-09-02,83711910000
2014-09-03,84099510000
2014-09-04,84361140000
2014-09-05,85029750000
2014-09-08,85184790000
2014-09-09,85814640000
2014-09-10,84545250000
2014-09-11,84380520000
2014-09-12,83508420000
2014-09-15,83363070000
2014-09-16,84458040000
2014-09-17,84293310000
2014-09-18,84913470000
2014-09-19,85078200000
2014-09-22,85049130000
2014-09-23,83905710000
2014-09-24,85475490000
2014-09-25,83508420000
2014-09-26,83915400000
2014-09-29,83828190000
2014-09-30,82282500000
2014-10-01,80975520000
2014-10-02,80994600000
2014-10-03,82063080000
2014-10-06,81175860000
2014-10-07,80317260000
2014-10-08,82635480000
2014-10-09,81032760000
2014-10-10,81462060000
2014-10-13,80088300000
2014-10-14,79010280000
2014-10-15,78380640000
2014-10-16,81462060000
2014-10-17,84123720000
2014-10-20,84467160000
2014-10-21,86766300000
2014-10-22,85640580000
2014-10-23,86489640000
2014-10-24,87424560000
2014-10-27,87892020000
2014-10-28,88378560000
2014-10-29,88683840000
2014-10-30,89561520000
2014-10-31,90639540000
2014-11-03,90496440000
2014-11-04,90610920000
2014-11-05,91393200000
2014-11-06,91784340000
2014-11-07,89303940000
2014-11-10,90391500000
2014-11-11,91288260000
2014-11-12,91278720000
2014-11-13,91488600000
2014-11-14,90734940000
2014-11-17,92032380000
2014-11-18,93673260000
2014-11-19,92404440000
2014-11-20,92394900000
2014-11-21,92261340000
2014-11-24,92442600000
2014-11-25,93396600000
2014-11-26,93596940000
2014-11-28,94093020000
2014-12-01,94503240000
2014-12-02,95237820000
2014-12-03,96163200000
2014-12-04,95085180000
2014-12-05,95714820000
2014-12-08,95323680000
2014-12-09,96373080000
2014-12-10,94531860000
2014-12-11,95142420000
2014-12-12,94217040000
2014-12-15,93749580000
2014-12-16,91440900000
2014-12-17,94579560000
2014-12-18,97536960000
2014-12-19,97775460000
2014-12-22,98300160000
2014-12-23,98118900000
2014-12-24,97956720000
2014-12-26,97832700000
2014-12-29,97622820000
2014-12-30,98118900000
2014-12-31,96439860000
2015-01-02,96144120000
2015-01-05,94560480000
2015-01-06,94369680000
2015-01-07,95333220000
2015-01-08,99883800000
2015-01-09,98948880000
2015-01-12,97832700000
2015-01-13,98328780000
2015-01-14,98576820000
2015-01-15,99654840000
2015-01-16,100904580000
2015-01-20,100761480000
2015-01-21,104291280000
2015-01-22,108612900000
2015-01-23,106848000000
2015-01-26,106475940000
2015-01-27,104949540000
2015-01-28,103470840000
2015-01-29,104358060000
2015-01-30,101362500000
2015-02-02,102354660000
2015-02-03,102850740000
2015-02-04,102955680000
2015-02-05,103814280000
2015-02-06,102650400000
2015-02-09,101591460000
2015-02-10,103957380000
2015-02-11,104796900000
2015-02-12,104787360000
2015-02-13,104405760000
2015-02-17,104711040000
2015-02-18,104720580000
2015-02-19,104968620000
2015-02-20,107439480000
2015-02-23,111045600000
2015-02-24,110120220000
2015-02-25,108803700000
2015-02-26,108431640000
2015-02-27,108403020000
2015-03-02,109137600000
2015-03-03,107668440000
2015-03-04,108584280000
2015-03-05,109509660000
2015-03-06,107687520000
2015-03-09,109614600000
2015-03-10,107286840000
2015-03-11,107534880000
2015-03-12,109595520000
2015-03-13,109948500000
2015-03-16,113068080000
2015-03-17,112190400000
2015-03-18,114441840000
2015-03-19,115205040000
2015-03-20,113659560000
2015-03-23,113564160000
2015-03-24,112686480000
2015-03-25,111179160000
2015-03-26,110902500000
2015-03-27,112581540000
2015-03-30,115434000000
2015-03-31,112612080000
2015-04-01,111812400000
2015-04-02,111726720000
2015-04-06,112050400000
2015-04-07,111717200000
2015-04-08,112516880000
2015-04-09,112859600000
2015-04-10,113288000000
2015-04-13,113640240000
2015-04-14,114163840000
2015-04-15,111688640000
2015-04-16,115763200000
2015-04-17,113011920000
2015-04-20,112888160000
2015-04-21,113554560000
2015-04-22,112155120000
2015-04-23,112583520000
2015-04-24,112992880000
2015-04-27,110660480000
2015-04-28,111945680000
2015-04-29,108156720000
2015-04-30,106052800000
2015-05-01,107766400000
2015-05-04,109061120000
2015-05-05,107928240000
2015-05-06,108042480000
2015-05-07,109251520000
2015-05-08,110127360000
2015-05-11,109261040000
2015-05-12,109137280000
2015-05-13,110298720000
2015-05-14,112840560000
2015-05-15,113602160000
2015-05-18,114049600000
2015-05-19,114763600000
2015-05-20,115420480000
2015-05-21,114677920000
2015-05-22,113849680000
2015-05-26,112564480000
2015-05-27,113716400000
2015-05-28,113878240000
2015-05-29,114439920000
2015-06-01,114106720000
2015-06-02,112098000000
2015-06-03,112669200000
2015-06-04,111050800000
2015-06-05,110936560000
2015-06-08,111298320000
2015-06-09,111374480000
2015-06-10,112859600000
2015-06-11,113592640000
2015-06-12,112002800000
2015-06-15,113268960000
2015-06-16,115715600000
2015-06-17,113992480000
2015-06-18,115087280000
2015-06-19,114554160000
2015-06-22,114478000000
2015-06-23,116848480000
2015-06-24,113449840000
2015-06-25,116458160000
2015-06-26,117334000000
2015-06-29,115372880000
2015-06-30,116266000000
2015-07-01,117581140000
2015-07-02,116084930000
2015-07-06,116418480000
2015-07-07,115027100000
2015-07-08,113197340000
2015-07-09,113731020000
2015-07-10,116408950000
2015-07-13,116694850000
2015-07-14,119125000000
2015-07-15,119944580000
2015-07-16,119058290000
2015-07-17,118029050000
2015-07-20,116885450000
2015-07-21,115179580000
2015-07-22,114941330000
2015-07-23,113721490000
2015-07-24,112396820000
2015-07-27,112339640000
2015-07-28,115808560000
2015-07-29,115808560000
2015-07-30,114893680000
2015-07-31,115694200000
2015-08-03,115208170000
2015-08-04,115160520000
2015-08-05,118095760000
2015-08-06,116304120000
2015-08-07,116094460000
2015-08-10,116723440000
2015-08-11,116513780000
2015-08-12,115503600000
2015-08-13,114855560000
2015-08-14,115332060000
2015-08-17,118000460000
2015-08-18,119601500000
2015-08-19,117428660000
2015-08-20,114159870000
2015-08-21,110814840000
2015-08-24,105239790000
2015-08-25,104810940000
2015-08-26,108127380000
2015-08-27,112234810000
2015-08-28,111767840000
2015-08-31,110262100000
2015-09-01,107336390000
2015-09-02,108861190000
2015-09-03,108632470000
2015-09-04,107079080000
2015-09-08,110633770000
2015-09-09,109671240000
2015-09-10,111281810000
2015-09-11,113121100000
2015-09-14,112263400000
2015-09-15,114388590000
2015-09-16,115455950000
2015-09-17,117466780000
2015-09-18,116713910000
2015-09-21,118114820000
2015-09-22,117152290000
2015-09-23,117485840000
2015-09-24,115398770000
2015-09-25,110900610000
2015-09-28,107403100000
2015-09-29,108851660000
2015-09-30,110557530000
2015-10-01,111129330000
2015-10-02,113244990000
2015-10-05,114026450000
2015-10-06,110595650000
2015-10-07,110957790000
2015-10-08,110624240000
2015-10-09,113664310000
2015-10-12,116752030000
2015-10-13,118162470000
2015-10-14,116332710000
2015-10-15,114522010000
2015-10-16,114340940000
2015-10-19,115055690000
2015-10-20,114760260000
2015-10-21,112558830000
2015-10-22,108460930000
2015-10-23,110471760000
2015-10-26,111053090000
2015-10-27,113759610000
2015-10-28,114150340000
2015-10-29,114083630000
2015-10-30,112244340000
2015-11-02,113111570000
2015-11-03,112129980000
2015-11-04,109251920000
2015-11-05,110767190000
2015-11-06,109413930000
2015-11-09,108889780000
2015-11-10,110443170000
2015-11-11,109156620000
2015-11-12,107517460000
2015-11-13,106173730000
2015-11-16,108470460000
2015-11-17,109013670000
2015-11-18,111739250000
2015-11-19,105430390000
2015-11-20,107660410000
2015-11-23,106888480000
2015-11-24,107870070000
2015-11-25,109032730000
2015-11-27,108966020000
2015-11-30,107412630000
2015-12-01,110795780000
2015-12-02,112110920000
2015-12-03,109595000000
2015-12-04,112206220000
2015-12-07,110462230000
2015-12-08,110433640000
2015-12-09,109642650000
2015-12-10,110748130000
2015-12-11,110528940000
2015-12-14,110405050000
2015-12-15,112082330000
2015-12-16,113244990000
2015-12-17,113616660000
2015-12-18,110376460000
2015-12-21,111891730000
2015-12-22,111920320000
2015-12-23,113111570000
2015-12-24,112778020000
2015-12-28,112768490000
2015-12-29,114188460000
2015-12-30,113330760000
2015-12-31,112110920000
2016-01-04,110986380000
2016-01-05,111196040000
2016-01-06,110061970000
2016-01-07,106821770000
2016-01-08,104982480000
2016-01-11,104429740000
2016-01-12,106983780000
2016-01-13,104096190000
2016-01-14,105554280000
2016-01-15,104134310000
2016-01-19,107288740000
2016-01-20,109394870000
2016-01-21,108165500000
2016-01-22,108956490000
2016-01-25,108051140000
2016-01-26,108603880000
2016-01-27,107050490000
2016-01-28,106145140000
2016-01-29,109747480000
2016-02-01,110443170000
2016-02-02,108527640000
2016-02-03,107450750000
2016-02-04,108832600000
2016-02-05,106469160000
2016-02-08,104849060000
2016-02-09,105935480000
2016-02-10,107441220000
2016-02-11,105420860000
2016-02-12,106564460000
2016-02-16,109737950000
2016-02-17,112739900000
2016-02-18,111929850000
2016-02-19,112149040000
2016-02-22,115570310000
2016-02-23,115455950000
2016-02-24,114550600000
2016-02-25,115503600000
2016-02-26,115627490000
2016-02-29,113502300000
2016-03-01,115951510000
2016-03-02,115570310000
2016-03-03,116094460000
2016-03-04,116075400000
2016-03-07,116037280000
2016-03-08,115941980000
2016-03-09,115408300000
2016-03-10,116351770000
2016-03-11,119220300000
2016-03-14,119334660000
2016-03-15,118982050000
2016-03-16,119029700000
2016-03-17,118677090000
2016-03-18,120764160000
2016-03-21,120783220000
2016-03-22,122003060000
2016-03-23,123689870000
2016-03-24,122546270000
2016-03-28,122860759999
2016-03-29,123727990000
2016-03-30,123585040000
2016-03-31,122583900000
2016-04-01,123553919999
2016-04-04,123144990000
2016-04-05,120815040000
2016-04-06,121756530000
2016-04-07,120653370000
2016-04-08,119521680000
2016-04-11,120139830000
2016-04-12,120586800000
2016-04-13,121499760000
2016-04-14,121708980000
2016-04-15,121090830000
2016-04-18,121547310000
2016-04-19,124105500000
2016-04-20,127367430000
2016-04-21,126444960000
2016-04-22,127557630000
2016-04-25,127224780000
2016-04-26,127662240000
2016-04-27,126292800000
2016-04-28,125598570000
2016-04-29,125227680000
2016-05-02,125627100000
2016-05-03,125969460000
2016-05-04,125560530000
2016-05-05,125826810000
2016-05-06,125570040000
2016-05-09,126169169999
2016-05-10,127025070000
2016-05-11,124286190000
2016-05-12,123382740000
2016-05-13,122679000000
2016-05-16,124238639999
2016-05-17,123211560000
2016-05-18,124115009999
2016-05-19,123630000000
2016-05-20,124523940000
2016-05-23,124029419999
2016-05-24,126093090000
2016-05-25,126882419999
2016-05-26,126463979999
2016-05-27,127434000000
2016-05-31,127120169999
2016-06-01,127938030000
2016-06-02,129374040000
2016-06-03,130134840000
2016-06-06,131380650000
2016-06-07,130229940000
2016-06-08,133520400000
2016-06-09,133786680000
2016-06-10,132417240000
2016-06-13,131323590000
2016-06-14,131114370000
2016-06-15,130534259999
2016-06-16,131865660000
2016-06-17,130943190000
2016-06-20,131732520000
2016-06-21,131418690000
2016-06-22,131142900000
2016-06-23,132369690000
2016-06-24,130562790000
2016-06-27,130391610000
2016-06-28,131913210000
2016-06-29,133634520000
2016-06-30,134422399999
2016-07-01,134098720000
2016-07-05,134765120000
2016-07-06,135545760000
2016-07-07,134041600000
2016-07-08,134489040000
2016-07-11,133584640000
2016-07-12,133146720000
2016-07-13,134688959999
2016-07-14,134079680000
2016-07-15,134546160000
2016-07-18,133994000000
2016-07-19,135745680000
2016-07-20,136155040000
2016-07-21,136012240000
2016-07-22,136792880000
2016-07-25,134926959999
2016-07-26,134898399999
2016-07-27,134879360000
2016-07-28,135907519999
2016-07-29,136326399999
2016-08-01,136621519999
2016-08-02,136297839999
2016-08-03,136021760000
2016-08-04,135859920000
2016-08-05,136126480000
2016-08-08,135307760000
2016-08-09,135012640000
2016-08-10,135364880000
2016-08-11,135783760000
2016-08-12,136021760000
2016-08-15,134822240000
2016-08-16,134308160000
2016-08-17,134907920000
2016-08-18,135345839999
2016-08-19,135222080000
2016-08-22,135269680000
2016-08-23,135193519999
2016-08-24,133156240000
2016-08-25,130709600000
2016-08-26,130062240000
2016-08-29,130681040000
2016-08-30,130300240000
2016-08-31,129519600000
2016-09-01,129224480000
2016-09-02,130052720000
2016-09-06,129443440000
2016-09-07,128510480000
2016-09-08,128938880000
2016-09-09,127206240000
2016-09-12,129024560000
2016-09-13,127520399999
2016-09-14,127272880000
2016-09-15,129100720000
2016-09-16,131823440000
2016-09-19,131071360000
2016-09-20,130871440000
2016-09-21,133194320000
2016-09-22,134270080000
2016-09-23,133765519999
2016-09-26,133013440000
2016-09-27,134032080000
2016-09-28,133670320000
2016-09-29,131680640000
2016-09-30,133280000000
2016-10-03,131842480000
2016-10-04,131528320000
2016-10-05,130995200000
2016-10-06,129919440000
2016-10-07,130100320000
2016-10-10,131452160000
2016-10-11,128282000000
2016-10-12,128615200000
2016-10-13,127748880000
2016-10-14,127491839999
2016-10-17,127691760000
2016-10-18,136507279999
2016-10-19,137440240000
2016-10-20,138106640000
2016-10-21,138392240000
2016-10-24,137744880000
2016-10-25,136878560000
2016-10-26,135402959999
2016-10-27,135126880000
2016-10-28,133613200000
2016-10-31,134546160000
2016-11-01,132737360000
2016-11-02,132308959999
2016-11-03,131214160000
2016-11-04,131099920000
2016-11-07,135117360000
2016-11-08,136040800000
2016-11-09,135088800000
2016-11-10,139115760000
2016-11-11,139391840000
2016-11-14,144970560000
2016-11-15,144922960000
2016-11-16,144228000000
2016-11-17,143533040000
2016-11-18,142276400000
2016-11-21,143190320000
2016-11-22,144951520000
2016-11-23,146170080000
2016-11-25,145475120000
2016-11-28,144808720000
2016-11-29,150025680000
2016-11-30,150720640000
2016-12-01,153214880000
2016-12-02,153014960000
2016-12-05,150063760000
2016-12-06,149768640000
2016-12-07,151748800000
2016-12-08,151672640000
2016-12-09,152434240000
2016-12-12,151834480000
2016-12-13,152834080000
2016-12-14,152186720000
2016-12-15,152910240000
2016-12-16,156070880000
2016-12-19,153786080000
2016-12-20,153833680000
2016-12-21,153586160000
2016-12-22,153824160000
2016-12-23,155204560000
2016-12-27,154833280000
2016-12-28,153690880000
2016-12-29,153310080000
2016-12-30,152358080000
2017-01-03,154023300000
2017-01-04,154462140000
2017-01-05,154719720000
2017-01-06,154939140000
2017-01-09,154500300000
2017-01-10,154147320000
2017-01-11,154443060000
2017-01-12,154891440000
2017-01-13,154357200000
2017-01-17,153269640000
2017-01-18,150483960000
2017-01-19,151399800000
2017-01-20,151361640000
2017-01-23,151752780000
2017-01-24,153050220000
2017-01-25,153822960000
2017-01-26,155263500000
2017-01-27,155492460000
2017-01-30,154633860000
2017-01-31,154643400000
2017-02-01,155225340000
2017-02-02,153365040000
2017-02-03,154423980000
2017-02-06,153126540000
2017-02-07,153145620000
2017-02-08,152935740000
2017-02-09,153059760000
2017-02-10,153355500000
2017-02-13,154538460000
2017-02-14,155626020000
2017-02-15,156732660000
2017-02-16,156122100000
2017-02-17,150369480000
2017-02-21,153183780000
2017-02-22,153183780000
2017-02-23,155120400000
2017-02-24,155559240000
2017-02-27,157772520000
2017-02-28,157772520000
2017-03-01,160214760000
2017-03-02,159613740000
2017-03-03,160462800000
2017-03-06,160939800000
2017-03-07,160558200000
2017-03-08,160186140000
2017-03-09,160281540000
2017-03-10,162160920000
2017-03-13,162380340000
2017-03-14,161283240000
2017-03-15,163878120000
2017-03-16,163420200000
2017-03-17,161893800000
2017-03-20,160272000000
2017-03-21,159985800000
2017-03-22,159346620000
2017-03-23,157686660000
2017-03-24,157410000000
2017-03-27,157028400000
2017-03-28,157743900000
2017-03-29,155921760000
2017-03-30,157400460000
2017-03-31,158105640000
2017-04-03,159628760000
2017-04-04,159031080000
2017-04-05,159416680000
2017-04-06,159387760000
2017-04-07,160043280000
2017-04-10,159522720000
2017-04-11,159860120000
2017-04-12,159599840000
2017-04-13,159021440000
2017-04-17,161161520000
2017-04-18,162520760000
2017-04-19,163157000000
2017-04-20,165364560000
2017-04-21,164998240000
2017-04-24,166126120000
2017-04-25,167774560000
2017-04-26,168102320000
2017-04-27,168343320000
2017-04-28,168584320000
2017-05-01,168304760000
2017-05-02,167870960000
2017-05-03,166328560000
2017-05-04,167755280000
2017-05-05,167851680000
2017-05-08,168160160000
2017-05-09,167003360000
2017-05-10,167147960000
2017-05-11,167080480000
2017-05-12,165624840000
2017-05-15,165354920000
2017-05-16,162067680000
2017-05-17,162781040000
2017-05-18,165277800000
2017-05-19,166376760000
2017-05-22,168410800000
2017-05-23,168912080000
2017-05-24,169268760000
2017-05-25,171640200000
2017-05-26,171110000000
2017-05-30,170232760000
2017-05-31,168873520000
2017-06-01,173115120000
2017-06-02,172931960000
2017-06-05,172912680000
2017-06-06,174310480000
2017-06-07,176614440000
2017-06-08,175149160000
2017-06-09,174927440000
2017-06-12,172797000000
2017-06-13,174532200000
2017-06-14,175795040000
2017-06-15,173886320000
2017-06-16,175091320000
2017-06-19,176431280000
2017-06-20,176672280000
2017-06-21,178262880000
2017-06-22,179786000000
2017-06-23,178581000000
2017-06-26,178455680000
2017-06-27,177954400000
2017-06-28,179014800000
2017-06-29,178600280000
2017-06-30,179486560000
2017-07-03,180677200000
2017-07-05,182226000000
2017-07-06,180957920000
2017-07-07,181945280000
2017-07-10,180967600000
2017-07-11,179999600000
2017-07-12,180715920000
2017-07-13,179544640000
2017-07-14,180919200000
2017-07-17,180386800000
2017-07-18,180870800000
2017-07-19,183135920000
2017-07-20,185372000000
2017-07-21,185643040000
2017-07-24,184781520000
2017-07-25,184307200000
2017-07-26,184646000000
2017-07-27,182884240000
2017-07-28,185033200000
2017-07-31,185672080000
2017-08-01,186078640000
2017-08-02,186824000000
2017-08-03,188537360000
2017-08-04,188643840000
2017-08-07,188547040000
2017-08-08,188663200000
2017-08-09,188595440000
2017-08-10,186407760000
2017-08-11,186843360000
2017-08-14,187511280000
2017-08-15,188276000000
2017-08-16,187569360000
2017-08-17,186533600000
2017-08-18,184713760000
2017-08-21,185885040000
2017-08-22,188556720000
2017-08-23,188024320000
2017-08-24,188518000000
2017-08-25,188140480000
2017-08-28,188847120000
2017-08-29,190434640000
2017-08-30,189611840000
2017-08-31,192535200000
2017-09-01,193358000000
2017-09-05,192932080000
2017-09-06,192031840000
2017-09-07,191828560000
2017-09-08,191422000000
2017-09-11,193193440000
2017-09-12,191150960000
2017-09-13,191983440000
2017-09-14,191402640000
2017-09-15,191838240000
2017-09-18,191847920000
2017-09-19,188421200000
2017-09-20,189486000000
2017-09-21,188963280000
2017-09-22,186853040000
2017-09-25,185614000000
2017-09-26,186533600000
2017-09-27,188266320000
2017-09-28,189824800000
2017-09-29,189582800000
2017-10-02,191319360000
2017-10-03,192472470000
2017-10-04,194265120000
2017-10-05,191765100000
2017-10-06,191920140000
2017-10-09,190214700000
2017-10-10,188644920000
2017-10-11,189206940000
2017-10-12,186939480000
2017-10-13,186551880000
2017-10-16,187210800000
2017-10-17,197569410000
2017-10-18,198867870000
2017-10-19,196949250000
2017-10-20,201057810000
2017-10-23,200592690000
2017-10-24,201697350000
2017-10-25,201125640000
2017-10-26,202666350000
2017-10-27,206009400000
2017-10-30,202898910000
2017-10-31,203703180000
2017-11-01,203034570000
2017-11-02,204555900000
2017-11-03,206271030000
2017-11-06,205544280000
2017-11-07,206106300000
2017-11-08,204236130000
2017-11-09,205001640000
2017-11-10,204526830000
2017-11-13,206067540000
2017-11-14,205146990000
2017-11-15,203354340000
2017-11-16,204584970000
2017-11-17,203393100000
2017-11-20,203732250000
2017-11-21,206009400000
2017-11-22,204672180000
2017-11-24,205922190000
2017-11-27,205815600000
2017-11-28,209439660000
2017-11-29,215970720000
2017-11-30,221096730000
2017-12-01,219749820000
2017-12-04,214555980000
2017-12-05,213267210000
2017-12-06,213121860000
2017-12-07,213325350000
2017-12-08,216968790000
2017-12-11,215864130000
2017-12-12,215592810000
2017-12-13,217395150000
2017-12-14,214391250000
2017-12-15,214943580000
2017-12-18,215767230000
2017-12-19,215156760000
2017-12-20,215486220000
2017-12-21,214817610000
2017-12-22,213180000000
2017-12-26,212792400000
2017-12-27,213586980000
2017-12-28,215864130000
2017-12-29,213625740000
2018-01-02,213640560000
2018-01-03,215881680000
2018-01-04,216818700000
2018-01-05,220953180000
2018-01-08,217118160000
2018-01-09,218200080000
2018-01-10,216577200000
2018-01-11,217726740000
2018-01-12,220866240000
2018-01-16,224981400000
2018-01-17,230323380000
2018-01-18,234892560000
2018-01-19,235076100000
2018-01-22,235278960000
2018-01-23,236872860000
2018-01-24,236525100000
2018-01-25,236843880000
2018-01-26,240022020000
2018-01-29,238998060000
2018-01-30,228603900000
2018-01-31,228729480000
2018-02-01,227222520000
2018-02-02,223996080000
2018-02-05,212539320000
2018-02-06,217523880000
2018-02-07,218142120000
2018-02-08,209100360000
2018-02-09,213447360000
2018-02-12,218016540000
2018-02-13,218934240000
2018-02-14,221001480000
2018-02-15,218335320000
2018-02-16,221571420000
2018-02-20,218953560000
2018-02-21,217475580000
2018-02-22,219368940000
2018-02-23,222334560000
2018-02-26,226101960000
2018-02-27,224614320000
2018-02-28,218470560000
2018-03-01,216818700000
2018-03-02,217533540000
2018-03-05,220615080000
2018-03-06,218489880000
2018-03-07,219542820000
2018-03-08,217089180000
2018-03-09,217765380000
2018-03-12,215195820000
2018-03-13,219224040000
2018-03-14,217717080000
2018-03-15,221677680000
2018-03-16,220112760000
2018-03-19,217398300000
2018-03-20,219069480000
2018-03-21,215244120000
2018-03-22,207892860000
2018-03-23,205323300000
2018-03-26,211621620000
2018-03-27,210549360000
2018-03-28,211071000000
2018-03-29,206724000000
2018-04-02,208729200000
2018-04-03,215821380000
2018-04-04,219867190000
2018-04-05,220136270000
2018-04-06,215225560000
2018-04-09,214043530000
2018-04-10,217945190000
2018-04-11,213245900000
2018-04-12,215494640000
2018-04-13,215533080000
2018-04-16,221337520000
2018-04-17,229246550000
2018-04-18,227180400000
2018-04-19,226565360000
2018-04-20,225892660000
2018-04-23,225200740000
2018-04-24,225085420000
2018-04-25,225738900000
2018-04-26,227785830000
2018-04-27,230812980000
2018-04-30,227180400000
2018-05-01,227612850000
2018-05-02,224355060000
2018-05-03,225018150000
2018-05-04,226699900000
2018-05-07,224662580000
2018-05-08,222980830000
2018-05-09,220270810000
2018-05-10,224595310000
2018-05-11,228987080000
2018-05-14,233426900000
2018-05-15,230159500000
2018-05-16,232292920000
2018-05-17,233484560000
2018-05-18,235099040000
2018-05-21,238231900000
2018-05-22,235617980000
2018-05-23,234733860000
2018-05-24,233263530000
2018-05-25,235396950000
2018-05-29,232725370000
2018-05-30,235387340000
2018-05-31,232091110000
2018-06-01,233859350000
2018-06-04,235089430000
2018-06-05,234897230000
2018-06-06,238952650000
2018-06-07,239269780000
2018-06-08,240903480000
2018-06-11,243882580000
2018-06-12,243690380000
2018-06-13,243008070000
2018-06-14,245372130000
2018-06-15,245996780000
2018-06-18,244930070000
2018-06-19,243152220000
2018-06-20,242950410000
2018-06-21,242066290000
2018-06-22,244449570000
2018-06-25,240932310000
2018-06-26,240028970000
2018-06-27,238491370000
2018-06-28,235348900000
2018-06-29,235771740000
2018-07-02,238075760000
2018-07-03,237594760000
2018-07-05,240981000000
2018-07-06,241231120000
2018-07-09,244030540000
2018-07-10,245829480000
2018-07-11,244915580000
2018-07-12,246320100000
2018-07-13,248869400000
2018-07-16,247214760000
