,AMD
2013-11-26,2618562326
2013-11-27,2702052719
2013-11-29,2762773005
2013-12-02,2777953077
2013-12-03,2747592934
2013-12-04,2709642755
2013-12-05,2762773005
2013-12-06,2777953077
2013-12-09,2755182969
2013-12-10,2823493291
2013-12-11,2793133148
2013-12-12,2800723184
2013-12-13,2800723184
2013-12-16,2724822827
2013-12-17,2770363041
2013-12-18,2770363041
2013-12-19,2770363041
2013-12-20,2800723184
2013-12-23,2846263398
2013-12-24,2861443470
2013-12-26,2884213577
2013-12-27,2869033505
2013-12-30,2566666664
2013-12-31,2579999997
2014-01-02,2633333330
2014-01-03,2666666664
2014-01-06,2753333330
2014-01-07,2786666663
2014-01-08,2786666663
2014-01-09,2726666663
2014-01-10,2779999997
2014-01-13,2753333330
2014-01-14,2866666663
2014-01-15,2979999997
2014-01-16,2919999997
2014-01-17,2786666663
2014-01-21,2779999997
2014-01-22,2446666664
2014-01-23,2413333330
2014-01-24,2313333331
2014-01-27,2273333331
2014-01-28,2359999997
2014-01-29,2319999997
2014-01-30,2319999997
2014-01-31,2286666664
2014-02-03,2219999997
2014-02-04,2246666664
2014-02-05,2206666664
2014-02-06,2273333331
2014-02-07,2313333331
2014-02-10,2419999997
2014-02-11,2466666664
2014-02-12,2459999997
2014-02-13,2466666664
2014-02-14,2459999997
2014-02-18,2466666664
2014-02-19,2479999997
2014-02-20,2459999997
2014-02-21,2459999997
2014-02-24,2473333330
2014-02-25,2459999997
2014-02-26,2466666664
2014-02-27,2473333330
2014-02-28,2473333330
2014-03-03,2446666664
2014-03-04,2466666664
2014-03-05,2473333330
2014-03-06,2486666664
2014-03-07,2633333330
2014-03-10,2539999997
2014-03-11,2566666664
2014-03-12,2606666664
2014-03-13,2573333330
2014-03-14,2566666664
2014-03-17,2533333330
2014-03-18,2593333330
2014-03-19,2653333330
2014-03-20,2699999997
2014-03-21,2693333330
2014-03-24,2699999997
2014-03-25,2699999997
2014-03-26,2699999997
2014-03-27,2606666664
2014-03-28,2586666664
2014-03-31,2887200000
2014-04-01,2930400000
2014-04-02,2923199999
2014-04-03,2880000000
2014-04-04,2887200000
2014-04-07,2793600000
2014-04-08,2872800000
2014-04-09,2865600000
2014-04-10,2772000000
2014-04-11,2628000000
2014-04-14,2671200000
2014-04-15,2728800000
2014-04-16,2707200000
2014-04-17,2656800000
2014-04-21,2966400000
2014-04-22,3096000000
2014-04-23,3060000000
2014-04-24,3081600000
2014-04-25,2916000000
2014-04-28,2851200000
2014-04-29,2901600000
2014-04-30,2944800000
2014-05-01,3024000000
2014-05-02,2966400000
2014-05-05,2944800000
2014-05-06,2887200000
2014-05-07,2858400000
2014-05-08,2829600000
2014-05-09,2786400000
2014-05-12,2858400000
2014-05-13,2901600000
2014-05-14,2865600000
2014-05-15,2851200000
2014-05-16,2894399999
2014-05-19,2944800000
2014-05-20,2916000000
2014-05-21,2951999999
2014-05-22,2887200000
2014-05-23,2894399999
2014-05-27,2908800000
2014-05-28,2880000000
2014-05-29,2901600000
2014-05-30,2880000000
2014-06-02,2858400000
2014-06-03,2836800000
2014-06-04,2908800000
2014-06-05,2937600000
2014-06-06,2923199999
2014-06-09,2930400000
2014-06-10,3024000000
2014-06-11,3088800000
2014-06-12,3088800000
2014-06-13,3081600000
2014-06-16,3196800000
2014-06-17,3218400000
2014-06-18,3168000000
2014-06-19,3139200000
2014-06-20,2951999999
2014-06-23,2887200000
2014-06-24,2836800000
2014-06-25,2851200000
2014-06-26,2901600000
2014-06-27,2959200000
2014-06-30,3561500000
2014-07-01,3587000000
2014-07-02,3689000000
2014-07-03,3604000000
2014-07-07,3621000000
2014-07-08,3587000000
2014-07-09,3595500000
2014-07-10,3646500000
2014-07-11,3714500000
2014-07-14,3943999999
2014-07-15,3850500000
2014-07-16,3961000000
2014-07-17,3884500000
2014-07-18,3255500000
2014-07-21,3213000000
2014-07-22,3230000000
2014-07-23,3196000000
2014-07-24,3170500000
2014-07-25,3196000000
2014-07-28,3170500000
2014-07-29,3221500000
2014-07-30,3247000000
2014-07-31,3323500000
2014-08-01,3374500000
2014-08-04,3400000000
2014-08-05,3468000000
2014-08-06,3502000000
2014-08-07,3484999999
2014-08-08,3502000000
2014-08-11,3518999999
2014-08-12,3468000000
2014-08-13,3493500000
2014-08-14,3468000000
2014-08-15,3510500000
2014-08-18,3578500000
2014-08-19,3629499999
2014-08-20,3638000000
2014-08-21,3604000000
2014-08-22,3612500000
2014-08-25,3552999999
2014-08-26,3561500000
2014-08-27,3536000000
2014-08-28,3518999999
2014-08-29,3544500000
2014-09-02,3536000000
2014-09-03,3561500000
2014-09-04,3527500000
2014-09-05,3527500000
2014-09-08,3510500000
2014-09-09,3468000000
2014-09-10,3468000000
2014-09-11,3468000000
2014-09-12,3366000000
2014-09-15,3323500000
2014-09-16,3238500000
2014-09-17,3247000000
2014-09-18,3298000000
2014-09-19,3238500000
2014-09-22,3196000000
2014-09-23,3136500000
2014-09-24,3145000000
2014-09-25,3085500000
2014-09-26,3060000000
2014-09-29,2719024331
2014-09-30,2611795203
2014-10-01,2565839862
2014-10-02,2596476756
2014-10-03,2604135979
2014-10-06,2573499085
2014-10-07,2512225298
2014-10-08,2512225298
2014-10-09,2259470923
2014-10-10,2083308783
2014-10-13,2098627230
2014-10-14,2006716549
2014-10-15,1999057325
2014-10-16,2022034996
2014-10-17,2083308783
2014-10-20,2045012666
2014-10-21,2121604901
2014-10-22,2022034996
2014-10-23,2060331113
2014-10-24,2052671889
2014-10-27,2037353443
2014-10-28,2083308783
2014-10-29,2121604901
2014-10-30,2106286454
2014-10-31,2144582571
2014-11-03,2198197135
2014-11-04,2167560242
2014-11-05,2144582571
2014-11-06,2113945677
2014-11-07,2129264124
2014-11-10,2113945677
2014-11-11,2090968007
2014-11-12,2075649560
2014-11-13,2037353443
2014-11-14,1999057325
2014-11-17,2045012666
2014-11-18,2029694219
2014-11-19,2014375772
2014-11-20,2060331113
2014-11-21,2121604901
2014-11-24,2167560242
2014-11-25,2167560242
2014-11-26,2175219465
2014-11-28,2136923348
2014-12-01,2045012666
2014-12-02,2052671889
2014-12-03,2098627230
2014-12-04,2060331113
2014-12-05,2037353443
2014-12-08,1976079655
2014-12-09,1983738878
2014-12-10,1899487420
2014-12-11,1907146644
2014-12-12,1930124314
2014-12-15,1891828197
2014-12-16,1914805867
2014-12-17,1953101984
2014-12-18,1953101984
2014-12-19,1968420431
2014-12-22,2037353443
2014-12-23,2045012666
2014-12-24,2029694219
2014-12-26,2029694219
2014-12-29,2066820000
2014-12-30,2043510000
2014-12-31,2074590000
2015-01-02,2090130000
2015-01-05,2066820000
2015-01-06,2043510000
2015-01-07,2004660000
2015-01-08,2027970000
2015-01-09,2043510000
2015-01-12,2043510000
2015-01-13,2066820000
2015-01-14,2043510000
2015-01-15,1958040000
2015-01-16,1857030000
2015-01-20,1740480000
2015-01-21,1903650000
2015-01-22,1919190000
2015-01-23,1903650000
2015-01-26,2027970000
2015-01-27,2097900000
2015-01-28,2043510000
2015-01-29,2027970000
2015-01-30,1996889999
2015-02-02,2074590000
2015-02-03,2144519999
2015-02-04,2214450000
2015-02-05,2571870000
2015-02-06,2354310000
2015-02-09,2362080000
2015-02-10,2362080000
2015-02-11,2385390000
2015-02-12,2424240000
2015-02-13,2447550000
2015-02-17,2416470000
2015-02-18,2393160000
2015-02-19,2373735000
2015-02-20,2377620000
2015-02-23,2377620000
2015-02-24,2416470000
2015-02-25,2408700000
2015-02-26,2393160000
2015-02-27,2416470000
2015-03-02,2494170000
2015-03-03,2439780000
2015-03-04,2369850000
2015-03-05,2315460000
2015-03-06,2268840000
2015-03-09,2276610000
2015-03-10,2268840000
2015-03-11,2206680000
2015-03-12,2144519999
2015-03-13,2136750000
2015-03-16,2144519999
2015-03-17,2152290000
2015-03-18,2136750000
2015-03-19,2128980000
2015-03-20,2175600000
2015-03-23,2206680000
2015-03-24,2167830000
2015-03-25,2043510000
2015-03-26,2059050000
2015-03-27,2113440000
2015-03-30,2100600000
2015-03-31,2085040000
2015-04-01,2092820000
2015-04-02,2092820000
2015-04-06,2100600000
2015-04-07,2100600000
2015-04-08,2108380000
2015-04-09,2116160000
2015-04-10,2147279999
2015-04-13,2162840000
2015-04-14,2077260000
2015-04-15,2100600000
2015-04-16,2232860000
2015-04-17,2003350000
2015-04-20,1937220000
2015-04-21,1828300000
2015-04-22,1773839999
2015-04-23,1812740000
2015-04-24,1789399999
2015-04-27,1820520000
2015-04-28,1797180000
2015-04-29,1773839999
2015-04-30,1758279999
2015-05-01,1797180000
2015-05-04,1797180000
2015-05-05,1773839999
2015-05-06,1781620000
2015-05-07,1804959999
2015-05-08,1797180000
2015-05-11,1804959999
2015-05-12,1828300000
2015-05-13,1843860000
2015-05-14,1812740000
2015-05-15,1804959999
2015-05-18,1828300000
2015-05-19,1773839999
2015-05-20,1804959999
2015-05-21,1773839999
2015-05-22,1773839999
2015-05-26,1727160000
2015-05-27,1773839999
2015-05-28,1766060000
2015-05-29,1773839999
2015-06-01,1750500000
2015-06-02,1789399999
2015-06-03,1773839999
2015-06-04,1812740000
2015-06-05,1812740000
2015-06-08,1797180000
2015-06-09,1781620000
2015-06-10,1804959999
2015-06-11,1804959999
2015-06-12,1797180000
2015-06-15,1804959999
2015-06-16,1828300000
2015-06-17,1921660000
2015-06-18,1960560000
2015-06-19,2007240000
2015-06-22,2038360000
2015-06-23,2030580000
2015-06-24,2038360000
2015-06-25,2007240000
2015-06-26,1921660000
2015-06-29,1836900000
2015-06-30,1884000000
2015-07-01,1899700000
2015-07-02,1986049999
2015-07-06,1938950000
2015-07-07,1640650000
2015-07-08,1577849999
2015-07-09,1554300000
2015-07-10,1538600000
2015-07-13,1538600000
2015-07-14,1609249999
2015-07-15,1538600000
2015-07-16,1467950000
2015-07-17,1405150000
2015-07-20,1413000000
2015-07-21,1413000000
2015-07-22,1405150000
2015-07-23,1381600000
2015-07-24,1310950000
2015-07-27,1271700000
2015-07-28,1389450000
2015-07-29,1538600000
2015-07-30,1515050000
2015-07-31,1515050000
2015-08-03,1727000000
2015-08-04,1672050000
2015-08-05,1695600000
2015-08-06,1656350000
2015-08-07,1640650000
2015-08-10,1515050000
2015-08-11,1491500000
2015-08-12,1491500000
2015-08-13,1405150000
2015-08-14,1444400000
2015-08-17,1413000000
2015-08-18,1413000000
2015-08-19,1413000000
2015-08-20,1334500000
2015-08-21,1397300000
2015-08-24,1373750000
2015-08-25,1303100000
2015-08-26,1350200000
2015-08-27,1397300000
2015-08-28,1452250000
2015-08-31,1420850000
2015-09-01,1342350000
2015-09-02,1389450000
2015-09-03,1405150000
2015-09-04,1428700000
2015-09-08,1475800000
2015-09-09,1452250000
2015-09-10,1444400000
2015-09-11,1577849999
2015-09-14,1428700000
2015-09-15,1460100000
2015-09-16,1483650000
2015-09-17,1483650000
2015-09-18,1467950000
2015-09-21,1420850000
2015-09-22,1358050000
2015-09-23,1334500000
2015-09-24,1350200000
2015-09-25,1342350000
2015-09-28,1313060000
2015-09-29,1320970000
2015-09-30,1360520000
2015-10-01,1376340000
2015-10-02,1447530000
2015-10-05,1423800000
2015-10-06,1447530000
2015-10-07,1471260000
2015-10-08,1526630000
2015-10-09,1550360000
2015-10-12,1479170000
2015-10-13,1518720000
2015-10-14,1542450000
2015-10-15,1558270000
2015-10-16,1534540000
2015-10-19,1589909999
2015-10-20,1597820000
2015-10-21,1661100000
2015-10-22,1692740000
2015-10-23,1748110000
2015-10-26,1700650000
2015-10-27,1700650000
2015-10-28,1724380000
2015-10-29,1684830000
2015-10-30,1676920000
2015-11-02,1732290000
2015-11-03,1803479999
2015-11-04,1740200000
2015-11-05,1740200000
2015-11-06,1700650000
2015-11-09,1669010000
2015-11-10,1597820000
2015-11-11,1637369999
2015-11-12,1582000000
2015-11-13,1574090000
2015-11-16,1574090000
2015-11-17,1566180000
2015-11-18,1676920000
2015-11-19,1692740000
2015-11-20,1756020000
2015-11-23,1756020000
2015-11-24,1850940000
2015-11-25,1882580000
2015-11-27,1843030000
2015-11-30,1866760000
2015-12-01,1850940000
2015-12-02,1795570000
2015-12-03,1763930000
2015-12-04,1803479999
2015-12-07,1862805000
2015-12-08,1890490000
2015-12-09,1858850000
2015-12-10,1937950000
2015-12-11,1866760000
2015-12-14,1850940000
2015-12-15,1866760000
2015-12-16,2009140000
2015-12-17,2024960000
2015-12-18,1937950000
2015-12-21,2001229999
2015-12-22,2191070000
2015-12-23,2238530000
2015-12-24,2309720000
2015-12-28,2335714284
2015-12-29,2335714284
2015-12-30,2320142855
2015-12-31,2234499998
2016-01-04,2156642855
2016-01-05,2141071427
2016-01-06,1950321427
2016-01-07,1771249998
2016-01-08,1666142855
2016-01-11,1821857141
2016-01-12,1860785712
2016-01-13,1751785713
2016-01-14,1720642855
2016-01-15,1580499998
2016-01-19,1518214284
2016-01-20,1401428570
2016-01-21,1627214284
2016-01-22,1572714284
2016-01-25,1650571427
2016-01-26,1611642855
2016-01-27,1658357141
2016-01-28,1619428570
2016-01-29,1712857141
2016-02-01,1666142855
2016-02-02,1549357141
2016-02-03,1611642855
2016-02-04,1627214284
2016-02-05,1541571427
2016-02-08,1502642856
2016-02-09,1479285713
2016-02-10,1432571427
2016-02-11,1448142856
2016-02-12,1424785713
2016-02-16,1424785713
2016-02-17,1479285713
2016-02-18,1487071427
2016-02-19,1487071427
2016-02-22,1564928570
2016-02-23,1533785713
2016-02-24,1572714284
2016-02-25,1580499998
2016-02-26,1611642855
2016-02-29,1666142855
2016-03-01,1697285713
2016-03-02,1806285712
2016-03-03,1915285712
2016-03-04,1845214284
2016-03-07,1923071427
2016-03-08,1790714284
2016-03-09,1759571427
2016-03-10,1759571427
2016-03-11,1961999998
2016-03-14,2117714284
2016-03-15,1938642855
2016-03-16,2047642855
2016-03-17,2179999998
2016-03-18,2281214284
2016-03-21,2179999998
2016-03-22,2172214284
2016-03-23,2086571427
2016-03-24,2172214284
2016-03-28,2397750000
2016-03-29,2466750000
2016-03-30,2466750000
2016-03-31,2458125000
2016-04-01,2440875000
2016-04-04,2440875000
2016-04-05,2380500000
2016-04-06,2415000000
2016-04-07,2277000000
2016-04-08,2363250000
2016-04-11,2380500000
2016-04-12,2423625000
2016-04-13,2415000000
2016-04-14,2346000000
2016-04-15,2328750000
2016-04-18,2380500000
2016-04-19,2259750000
2016-04-20,2328750000
2016-04-21,2259750000
2016-04-22,3441375000
2016-04-25,2975625000
2016-04-26,3156750000
2016-04-27,3217125000
2016-04-28,3113625000
2016-04-29,3061875000
2016-05-02,3225750000
2016-05-03,3105000000
2016-05-04,3105000000
2016-05-05,3156750000
2016-05-06,3174000000
2016-05-09,3148125000
2016-05-10,3139500000
2016-05-11,3148125000
2016-05-12,3096375000
2016-05-13,3165375000
2016-05-16,3268875000
2016-05-17,3268875000
2016-05-18,3312000000
2016-05-19,3251625000
2016-05-20,3337875000
2016-05-23,3484500000
2016-05-24,3622500000
2016-05-25,3605249999
2016-05-26,3751874999
2016-05-27,3967499999
2016-05-31,3941625000
2016-06-01,3820874999
2016-06-02,3657000000
2016-06-03,3588000000
2016-06-06,3855375000
2016-06-07,3889875000
2016-06-08,3846750000
2016-06-09,3898499999
2016-06-10,3726000000
2016-06-13,3795000000
2016-06-14,3786374999
2016-06-15,3812250000
2016-06-16,4096875000
2016-06-17,4536750000
2016-06-20,4398750000
2016-06-21,4700625000
2016-06-22,4329750000
2016-06-23,4493625000
2016-06-24,4209000000
2016-06-27,3832640000
2016-06-28,4157440000
2016-06-29,4165560000
2016-06-30,4173679999
2016-07-01,4116840000
2016-07-05,4027520000
2016-07-06,4092480000
2016-07-07,4076239999
2016-07-08,4141199999
2016-07-11,4068120000
2016-07-12,4173679999
2016-07-13,4133080000
2016-07-14,4198040000
2016-07-15,4173679999
2016-07-18,4474120000
2016-07-19,4392920000
2016-07-20,4392920000
2016-07-21,4238640000
2016-07-22,4742080000
2016-07-25,5440400000
2016-07-26,5667760000
2016-07-27,5562200000
2016-07-28,5537840000
2016-07-29,5570320000
2016-08-01,5391680000
2016-08-02,5083120000
2016-08-03,5115600000
2016-08-04,5253640000
2016-08-05,5367320000
2016-08-08,5424160000
2016-08-09,5359200000
2016-08-10,5269880000
2016-08-11,5342960000
2016-08-12,5464760000
2016-08-15,5643400000
2016-08-16,5505360000
2016-08-17,5424160000
2016-08-18,5716480000
2016-08-19,6187440000
2016-08-22,6154960000
2016-08-23,6228040000
2016-08-24,6033160000
2016-08-25,6061580000
2016-08-26,6228040000
2016-08-29,6163080000
2016-08-30,6081880000
2016-08-31,6008800000
2016-09-01,5968200000
2016-09-02,6098120000
2016-09-06,5960080000
2016-09-07,5554080000
2016-09-08,5054700000
2016-09-09,4790800000
2016-09-12,4823280000
2016-09-13,4660880000
2016-09-14,4904480000
2016-09-15,4888240000
2016-09-16,4912600000
2016-09-19,5001920000
2016-09-20,5010040000
2016-09-21,5107480000
2016-09-22,5172440000
2016-09-23,5318600000
2016-09-26,5722401731
2016-09-27,5921599260
2016-09-28,5966871426
2016-09-29,6039306891
2016-09-30,6256613285
2016-10-03,6292831018
2016-10-04,6310939884
2016-10-05,6138905655
2016-10-06,6301885451
2016-10-07,6111742356
2016-10-10,6193232254
2016-10-11,5885381528
2016-10-12,5994034725
2016-10-13,5876327094
2016-10-14,6111742356
2016-10-17,6039306891
2016-10-18,6093633489
2016-10-19,6129851222
2016-10-20,6301885451
2016-10-21,5903490394
2016-10-24,6342630400
2016-10-25,6790824840
2016-10-26,6600681744
2016-10-27,6437701948
2016-10-28,6519191846
2016-10-31,6546355145
2016-11-01,6419593082
2016-11-02,6120796789
2016-11-03,6066470190
2016-11-04,5939708126
2016-11-07,6301885451
2016-11-08,6338103184
2016-11-09,6283776585
2016-11-10,5699765649
2016-11-11,6052888540
2016-11-14,6147960088
2016-11-15,6310939884
2016-11-16,6944750203
2016-11-17,7660050419
2016-11-18,7886411247
2016-11-21,8094663209
2016-11-22,7868302381
2016-11-23,7967901145
2016-11-25,7940737846
2016-11-28,7995064444
2016-11-29,8085608776
2016-11-30,8067499909
2016-12-01,7596669387
2016-12-02,7723431451
2016-12-05,7859247948
2016-12-06,8556439298
2016-12-07,8656038062
2016-12-08,9362283846
2016-12-09,9362283846
2016-12-12,9670134572
2016-12-13,9543372508
2016-12-14,9552426941
2016-12-15,9833114368
2016-12-16,9652025705
2016-12-19,9914604266
2016-12-20,10421652521
2016-12-21,10385434788
2016-12-22,10503142419
2016-12-23,10485033552
2016-12-27,10928700775
2016-12-28,10457870253
2016-12-29,10494087986
2016-12-30,10267727158
2017-01-03,9429750000
2017-01-04,9429750000
2017-01-05,9273000000
2017-01-06,9339000000
2017-01-09,9479250000
2017-01-10,9438000000
2017-01-11,9240000000
2017-01-12,8877000000
2017-01-13,8728500000
2017-01-17,8101500000
2017-01-18,8151000000
2017-01-19,8060250000
2017-01-20,8043750000
2017-01-23,8175750000
2017-01-24,8613000000
2017-01-25,8538750000
2017-01-26,8679000000
2017-01-27,8802750000
2017-01-30,8753250000
2017-01-31,8555249999
2017-02-01,9949500000
2017-02-02,10131000000
2017-02-03,10098000000
2017-02-06,11244750000
2017-02-07,10964250000
2017-02-08,11187000000
2017-02-09,11071500000
2017-02-10,11203500000
2017-02-13,11129250000
2017-02-14,10939500000
2017-02-15,10972500000
2017-02-16,10700250000
2017-02-17,10832250000
2017-02-21,11550000000
2017-02-22,11781000000
2017-02-23,11814000000
2017-02-24,11649000000
2017-02-27,12540000000
2017-02-28,11929500000
2017-03-01,12342000000
2017-03-02,11467500000
2017-03-03,10749750000
2017-03-06,10758000000
2017-03-07,10766250000
2017-03-08,10906500000
2017-03-09,10997250000
2017-03-10,11475750000
2017-03-13,11781000000
2017-03-14,11632500000
2017-03-15,11533500000
2017-03-16,11261250000
2017-03-17,11129250000
2017-03-20,11880000000
2017-03-21,11401500000
2017-03-22,11632500000
2017-03-23,11376750000
2017-03-24,11302500000
2017-03-27,11302500000
2017-03-28,11294250000
2017-03-29,11310750000
2017-03-30,11591250000
2017-03-31,12003750000
2017-04-03,13834800000
2017-04-04,13381200000
2017-04-05,13390650000
2017-04-06,12540150000
2017-04-07,12776400000
2017-04-10,12379500000
2017-04-11,12379500000
2017-04-12,12058200000
2017-04-13,11632950000
2017-04-17,12086550000
2017-04-18,12237750000
2017-04-19,12133800000
2017-04-20,12388950000
2017-04-21,12285000000
2017-04-24,12407850000
2017-04-25,12748050000
2017-04-26,12672450000
2017-04-27,12870900000
2017-04-28,12568500000
2017-05-01,12870900000
2017-05-02,9752400000
2017-05-03,9818550000
2017-05-04,9544500000
2017-05-05,9629550000
2017-05-08,9487800000
2017-05-09,9620100000
2017-05-10,10196550000
2017-05-11,10461150000
2017-05-12,10640700000
2017-05-15,10791900000
2017-05-16,12048750000
2017-05-17,10584000000
2017-05-18,10654875000
2017-05-19,10782450000
2017-05-22,10432800000
2017-05-23,10291050000
2017-05-24,10291050000
2017-05-25,10376100000
2017-05-26,10395000000
2017-05-30,10508400000
2017-05-31,10574550000
2017-06-01,10328850000
2017-06-02,10300500000
2017-06-05,10621800000
2017-06-06,11368350000
2017-06-07,11699100000
2017-06-08,12190500000
2017-06-09,11604600000
2017-06-12,11425050000
2017-06-13,11302200000
2017-06-14,11122650000
2017-06-15,10867500000
2017-06-16,10810800000
2017-06-19,11273850000
2017-06-20,11944800000
2017-06-21,13211100000
2017-06-22,13589100000
2017-06-23,13390650000
2017-06-26,13305600000
2017-06-27,12663000000
2017-06-28,12502350000
2017-06-29,11907000000
2017-06-30,11793600000
2017-07-03,12352499991
2017-07-05,13409833324
2017-07-06,13236999991
2017-07-07,13582666657
2017-07-10,14040166657
2017-07-11,14121499990
2017-07-12,14528166657
2017-07-13,13755499990
2017-07-14,14151999990
2017-07-17,14029999990
2017-07-18,13704666657
2017-07-19,13775833324
2017-07-20,14029999990
2017-07-21,14111333324
2017-07-24,14395999990
2017-07-25,14345166657
2017-07-26,15005999990
2017-07-27,14355333323
2017-07-28,14182499990
2017-07-31,13836833324
2017-08-01,13938499990
2017-08-02,13592833324
2017-08-03,13460666657
2017-08-04,13338666657
2017-08-07,13653833324
2017-08-08,13328499991
2017-08-09,13043833324
2017-08-10,12321999991
2017-08-11,12433833325
2017-08-14,12972666658
2017-08-15,13236999991
2017-08-16,12840499991
2017-08-17,12545666658
2017-08-18,12576166658
2017-08-21,12250833325
2017-08-22,12372833325
2017-08-23,12687999991
2017-08-24,12708333325
2017-08-25,12637166658
2017-08-28,12433833325
2017-08-29,12352499991
2017-08-30,12881166658
2017-08-31,13216666658
2017-09-01,13409833324
2017-09-05,13135333324
2017-09-06,13074333324
2017-09-07,12840499991
2017-09-08,12454166658
2017-09-11,12759166658
2017-09-12,12504999991
2017-09-13,12423666658
2017-09-14,12464333325
2017-09-15,12728666658
2017-09-18,13297999991
2017-09-19,13338666657
2017-09-20,13968999990
2017-09-21,13633499991
2017-09-22,13521666657
2017-09-25,12820166658
2017-09-26,12657499991
2017-09-27,12952333324
2017-09-28,12952333324
2017-09-29,12962499991
2017-10-02,12265224226
2017-10-03,12950378372
2017-10-04,12844227730
2017-10-05,12873177905
2017-10-06,12767027263
2017-10-09,12998628664
2017-10-10,13220580008
2017-10-11,13394281059
2017-10-12,13703082928
2017-10-13,13722383044
2017-10-16,13760983278
2017-10-17,13664482694
2017-10-18,13577632168
2017-10-19,13461831468
2017-10-20,13326730650
2017-10-23,13606582344
2017-10-24,13751333220
2017-10-25,11898522007
2017-10-26,11584895109
2017-10-27,11425669145
2017-10-30,10508913597
2017-10-31,10600589152
2017-11-01,10422063072
2017-11-02,10470313364
2017-11-03,10730864940
2017-11-06,11512519671
2017-11-07,11628320372
2017-11-08,11300218386
2017-11-09,10730864940
2017-11-10,10865965758
2017-11-13,10701914765
2017-11-14,10730864940
2017-11-15,10682614648
2017-11-16,10856315700
2017-11-17,10981766459
2017-11-20,10943166225
2017-11-21,11001066576
2017-11-22,10972116400
2017-11-24,10981766459
2017-11-27,11145817452
2017-11-28,10779115232
2017-11-29,10451013247
2017-11-30,10508913597
2017-12-01,10354512663
2017-12-04,9679008575
2017-12-05,9563207874
2017-12-06,9650058400
2017-12-07,9688658633
2017-12-08,9592158049
2017-12-11,9804459334
2017-12-12,9553557816
2017-12-13,9756209042
2017-12-14,9775509159
2017-12-15,9929910093
2017-12-18,10595764123
2017-12-19,10566813948
2017-12-20,10595764123
2017-12-21,10508913597
2017-12-22,10171161553
2017-12-26,10093961086
2017-12-27,10161511495
2017-12-28,10180811612
2017-12-29,9920260035
2018-01-02,11117250000
2018-01-03,11694375000
2018-01-04,12271500000
2018-01-05,12028500000
2018-01-08,12433500000
2018-01-09,11967750000
2018-01-10,12109500000
2018-01-11,12291750000
2018-01-12,12170250000
2018-01-16,12058875000
2018-01-17,12332250000
2018-01-18,12625875000
2018-01-19,12747375000
2018-01-22,12808125000
2018-01-23,13101750000
2018-01-24,12868875000
2018-01-25,12565125000
2018-01-26,13111875000
2018-01-29,13486500000
2018-01-30,13030875000
2018-01-31,13911750000
2018-02-01,13415625000
2018-02-02,12605625000
2018-02-05,11714625000
2018-02-06,11795625000
2018-02-07,11745000000
2018-02-08,11360250000
2018-02-09,11451375000
2018-02-12,11826000000
2018-02-13,11927250000
2018-02-14,12352500000
2018-02-15,12342375000
2018-02-16,11967750000
2018-02-20,12170250000
2018-02-21,11866500000
2018-02-22,11988000000
2018-02-23,12220875000
2018-02-26,12575250000
2018-02-27,12686625000
2018-02-28,12261375000
2018-03-01,12048750000
2018-03-02,11957625000
2018-03-05,12058875000
2018-03-06,11907000000
2018-03-07,12393000000
2018-03-08,12119625000
2018-03-09,11846250000
2018-03-12,11664000000
2018-03-13,11785500000
2018-03-14,11502000000
2018-03-15,11603250000
2018-03-16,11613375000
2018-03-19,11572875000
2018-03-20,11248875000
2018-03-21,11400750000
2018-03-22,11046375000
2018-03-23,10762875000
2018-03-26,10570500000
2018-03-27,10125000000
2018-03-28,9932625000
2018-03-29,10175625000
2018-04-02,9984194787
2018-04-03,10005147976
2018-04-04,10235633060
2018-04-05,10497547929
2018-04-06,10068007545
2018-04-09,9984194787
2018-04-10,10455641550
2018-04-11,10288016034
2018-04-12,10560407497
2018-04-13,10403258576
2018-04-16,10570884092
2018-04-17,11021377666
2018-04-18,10853752150
2018-04-19,10591837282
2018-04-20,10466118145
2018-04-23,10518501118
2018-04-24,10570884092
2018-04-25,10172773492
2018-04-26,11566160592
2018-04-27,11639496756
2018-04-30,11398535077
2018-05-01,11660449945
2018-05-02,11492824429
2018-05-03,11450918050
2018-05-04,11817598866
2018-05-07,12142373303
2018-05-08,12163326493
2018-05-09,12519530714
2018-05-10,12708109419
2018-05-11,12519530714
2018-05-14,12812875367
2018-05-15,13043360451
2018-05-16,13430994456
2018-05-17,13430994456
2018-05-18,13619573162
2018-05-21,13609096567
2018-05-22,13598619972
2018-05-23,13724339109
2018-05-24,14049113546
2018-05-25,14185309277
2018-05-29,13996730572
2018-05-30,14478653930
2018-05-31,14384364578
2018-06-01,15086296425
2018-06-04,15557743188
2018-06-05,15557743188
2018-06-06,16416823957
2018-06-07,15599649567
2018-06-08,15976806978
2018-06-11,16479683526
2018-06-12,16605402662
2018-06-13,17097802615
2018-06-14,17024466452
2018-06-15,17118755805
2018-06-18,17925453600
2018-06-19,17485436621
2018-06-20,17307334510
2018-06-21,16395870768
2018-06-22,16553019689
2018-06-25,15830134652
2018-06-26,16238721847
2018-06-27,15683462325
2018-06-28,16039666546
2018-06-29,15704415515
2018-07-02,17181333328
2018-07-03,16999999995
2018-07-05,17566666661
2018-07-06,18541333327
2018-07-09,18824666661
2018-07-10,18756666661
2018-07-11,18439333327
2018-07-12,18767999994
2018-07-13,18439333327
2018-07-16,18790666661
