,FTI
2015-08-12,6517857280
2015-08-13,6326364193
2015-08-14,6352369427
2015-08-17,6361825876
2015-08-18,6314543632
2015-08-19,6118322321
2015-08-20,5988296151
2015-08-21,5808623626
2015-08-24,5610038203
2015-08-25,5560391847
2015-08-26,5948106244
2015-08-27,6293266623
2015-08-28,6633698777
2015-08-31,6730627376
2015-09-01,6432749241
2015-09-02,6534406065
2015-09-03,6560411299
2015-09-04,6425656905
2015-09-08,6550954850
2015-09-09,6361825876
2015-09-10,6449298027
2015-09-11,6297994847
2015-09-14,6390195222
2015-09-15,6541498402
2015-09-16,6799186629
2015-09-17,6695165693
2015-09-18,6439841578
2015-09-21,6420928680
2015-09-22,6387831110
2015-09-23,6342912978
2015-09-24,6300358959
2015-09-25,6354733539
2015-09-28,6089952975
2015-09-29,6106501760
2015-09-30,6000116712
2015-10-01,5773161943
2015-10-02,5948106244
2015-10-05,6342912978
2015-10-06,6482395597
2015-10-07,6617149991
2015-10-08,6728263264
2015-10-09,6666796347
2015-10-12,6513129055
2015-10-13,6508400831
2015-10-14,6572231860
2015-10-15,6730627376
2015-10-16,6598237094
2015-10-19,6550954850
2015-10-20,6591144757
2015-10-21,6340548866
2015-10-22,6333456530
2015-10-23,6439841578
2015-10-26,6236527930
2015-10-27,6153784004
2015-10-28,6480031485
2015-10-29,6354733539
2015-10-30,6546226626
2015-11-02,6706986254
2015-11-03,6865381770
2015-11-04,6865381770
2015-11-05,6777909620
2015-11-06,6794458405
2015-11-09,6699893918
2015-11-10,6669160459
2015-11-11,6513129055
2015-11-12,6286174286
2015-11-13,6245984379
2015-11-16,6470575036
2015-11-17,6413836344
2015-11-18,6643155225
2015-11-19,6465846812
2015-11-20,6406744007
2015-11-23,6439841578
2015-11-24,6619514104
2015-11-25,6562775411
2015-11-27,6461118587
2015-11-30,6584052421
2015-12-01,6584052421
2015-12-02,6515493168
2015-12-03,6423292793
2015-12-04,6316907744
2015-12-07,5983567927
2015-12-08,5943378020
2015-12-09,6082860639
2015-12-10,5969383254
2015-12-11,5595853530
2015-12-14,5647863998
2015-12-15,5926829235
2015-12-16,5877182879
2015-12-17,5619494651
2015-12-18,5487104369
2015-12-21,5553299510
2015-12-22,5588761193
2015-12-23,5732972036
2015-12-24,5659684558
2015-12-28,5602945866
2015-12-29,5650228110
2015-12-30,5643135773
2015-12-31,5614766427
2016-01-04,2827344000
2016-01-05,2787156000
2016-01-06,2622858000
2016-01-07,2595672000
2016-01-08,2515296000
2016-01-11,2462106000
2016-01-12,2443194000
2016-01-13,2394732000
2016-01-14,2469198000
2016-01-15,2354544000
2016-01-19,2310810000
2016-01-20,2281260000
2016-01-21,2301354000
2016-01-22,2352180000
2016-01-25,2262348000
2016-01-26,2315538000
2016-01-27,2314356000
2016-01-28,2353362000
2016-01-29,2433738000
2016-02-01,2398278000
2016-02-02,2285988000
2016-02-03,2328540000
2016-02-04,2349816000
2016-02-05,2303718000
2016-02-08,2285988000
2016-02-09,2223342000
2016-02-10,2241072000
2016-02-11,2203248000
2016-02-12,2237526000
2016-02-16,2271804000
2016-02-17,2432556000
2016-02-18,2403006000
2016-02-19,2434920000
2016-02-22,2450286000
2016-02-23,2341542000
2016-02-24,2368728000
2016-02-25,2308446000
2016-02-26,2373456000
2016-02-29,2373456000
2016-03-01,2457378000
2016-03-02,2494020000
2016-03-03,2559030000
2016-03-04,2484564000
2016-03-07,2577942000
2016-03-08,2355726000
2016-03-09,2445558000
2016-03-10,2453832000
2016-03-11,2664228000
2016-03-14,2628768000
2016-03-15,2590944000
2016-03-16,2619312000
2016-03-17,2670138000
2016-03-18,2664228000
2016-03-21,2691414000
2016-03-22,2655954000
2016-03-23,2600400000
2016-03-24,2611038000
2016-03-28,2596854000
2016-03-29,2598036000
2016-03-30,2621676000
2016-03-31,2647680000
2016-04-01,2664850000
2016-04-04,2650510000
2016-04-05,2639755000
2016-04-06,2694725000
2016-04-07,2621830000
2016-04-08,2695920000
2016-04-11,2663655000
2016-04-12,2747305000
2016-04-13,2808250000
2016-04-14,2761645000
2016-04-15,2710260000
2016-04-18,2814225000
2016-04-19,2888315000
2016-04-20,2865610000
2016-04-21,2826175000
2016-04-22,2888315000
2016-04-25,2822590000
2016-04-26,2787935000
2016-04-27,2969575000
2016-04-28,2956430000
2016-04-29,2982720000
2016-05-02,2931335000
2016-05-03,2879950000
2016-05-04,2791520000
2016-05-05,2795105000
2016-05-06,2802275000
2016-05-09,2698310000
2016-05-10,2734160000
2016-05-11,2750890000
2016-05-12,2740135000
2016-05-13,2697115000
2016-05-16,2822590000
2016-05-17,2866805000
2016-05-18,2802275000
2016-05-19,2670825000
2016-05-20,2652900000
2016-05-23,2645730000
2016-05-24,2637365000
2016-05-25,2669630000
2016-05-26,2615855000
2016-05-27,2640950000
2016-05-31,2663655000
2016-06-01,2632585000
2016-06-02,2601515000
2016-06-03,2601515000
2016-06-06,2719820000
2016-06-07,2773595000
2016-06-08,2842905000
2016-06-09,2765230000
2016-06-10,2687555000
2016-06-13,2634975000
2016-06-14,2614660000
2016-06-15,2607490000
2016-06-16,2553715000
2016-06-17,2645730000
2016-06-20,2682775000
2016-06-21,2699505000
2016-06-22,2699505000
2016-06-23,2749695000
2016-06-24,2533400000
2016-06-27,2388805000
2016-06-28,2446165000
2016-06-29,2529815000
2016-06-30,2608685000
2016-07-01,2699510000
2016-07-05,2589400000
2016-07-06,2567620000
2016-07-07,2556730000
2016-07-08,2611180000
2016-07-11,2596660000
2016-07-12,2684990000
2016-07-13,2678940000
2016-07-14,2707980000
2016-07-15,2705560000
2016-07-18,2744280000
2016-07-19,2714030000
2016-07-20,2747910000
2016-07-21,2691040000
2016-07-22,2579720000
2016-07-25,2499860000
2016-07-26,2513170000
2016-07-27,2499860000
2016-07-28,2514380000
2016-07-29,2514380000
2016-08-01,2397010000
2016-08-02,2438150000
2016-08-03,2473240000
2016-08-04,2474450000
2016-08-05,2550680000
2016-08-08,2577300000
2016-08-09,2602710000
2016-08-10,2574880000
2016-08-11,2629330000
2016-08-12,2651110000
2016-08-15,2681360000
2016-08-16,2692250000
2016-08-17,2728550000
2016-08-18,2827770000
2016-08-19,2855600000
2016-08-22,2802360000
2016-08-23,2820510000
2016-08-24,2793890000
2016-08-25,2826560000
2016-08-26,2779370000
2016-08-29,2776950000
2016-08-30,2798730000
2016-08-31,2793890000
2016-09-01,2744280000
2016-09-02,2757590000
2016-09-06,2816880000
2016-09-07,2793890000
2016-09-08,2859230000
2016-09-09,2755170000
2016-09-12,2804780000
2016-09-13,2760010000
2016-09-14,2734600000
2016-09-15,2756380000
2016-09-16,2724920000
2016-09-19,2724920000
2016-09-20,2728550000
2016-09-21,2766060000
2016-09-22,2772110000
2016-09-23,2718870000
2016-09-26,2727340000
2016-09-27,2716450000
2016-09-28,2826560000
2016-09-29,2923360000
2016-09-30,2939090000
2016-10-03,11413036000
2016-10-04,11441032000
2016-10-05,11730324000
2016-10-06,11823644000
2016-10-07,11963624000
2016-10-10,12280912000
2016-10-11,11954292000
2016-10-12,12005618000
2016-10-13,12164262000
2016-10-14,12117602000
2016-10-17,12010284000
2016-10-18,11898300000
2016-10-19,12028948000
2016-10-20,12551540000
2016-10-21,12705518000
2016-10-24,12378898000
2016-10-25,12383564000
2016-10-26,12271580000
2016-10-27,12416226000
2016-10-28,12411560000
2016-10-31,12327572000
2016-11-01,12416226000
2016-11-02,12276246000
2016-11-03,12467552000
2016-11-04,12313574000
2016-11-07,12588868000
2016-11-08,12579536000
2016-11-09,12803504000
2016-11-10,13172118000
2016-11-11,12896824000
2016-11-14,13074132000
2016-11-15,13522068000
2016-11-16,13298100000
2016-11-17,13340094000
2016-11-18,13088130000
2016-11-21,13419416000
2016-11-22,13279436000
2016-11-23,13256106000
2016-11-25,12980812000
2016-11-28,12724182000
2016-11-29,12602866000
2016-11-30,13088130000
2016-12-01,13256106000
2016-12-02,13596724000
2016-12-05,13867352000
2016-12-06,13848688000
2016-12-07,13713374000
2016-12-08,13713374000
2016-12-09,13508070000
2016-12-12,13783364000
2016-12-13,13638718000
2016-12-14,13363424000
2016-12-15,13424082000
2016-12-16,13330762000
2016-12-19,13228110000
2016-12-20,13246774000
2016-12-21,13354092000
2016-12-22,13466076000
2016-12-23,13377422000
2016-12-27,13624720000
2016-12-28,13442746000
2016-12-29,13578060000
2016-12-30,13573394000
2017-01-03,13900014000
2017-01-04,14030662000
2017-01-05,13984002000
2017-01-06,13904680000
2017-01-09,13708708000
2017-01-10,13671380000
2017-01-11,14007332000
2017-01-12,13750702000
2017-01-13,13694710000
2017-01-17,13503404000
2017-01-18,13340094000
2017-01-19,13064800000
2017-01-20,13041470000
2017-01-23,12784840000
2017-01-24,13069466000
2017-01-25,13470742000
2017-01-26,13466076000
2017-01-27,13484740000
2017-01-30,12719516000
2017-01-31,12840832000
2017-02-01,12878160000
2017-02-02,12574870000
2017-02-03,12761510000
2017-02-06,12234252000
2017-02-07,12019616000
2017-02-08,11926296000
2017-02-09,11935628000
2017-02-10,12131600000
2017-02-13,12164262000
2017-02-14,12350902000
2017-02-15,12481550000
2017-02-16,12406894000
2017-02-17,12262248000
2017-02-21,12495548000
2017-02-22,12486216000
2017-02-23,12560872000
2017-02-24,12336904000
2017-02-27,12616864000
2017-02-28,12346236000
2017-03-01,12677522000
2017-03-02,12658858000
2017-03-03,12420892000
2017-03-06,12332238000
2017-03-07,12182926000
2017-03-08,12066276000
2017-03-09,12033614000
2017-03-10,12108270000
2017-03-13,12140932000
2017-03-14,11982288000
2017-03-15,12238918000
2017-03-16,12154930000
2017-03-17,12103604000
2017-03-20,11991620000
2017-03-21,12168928000
2017-03-22,12248250000
2017-03-23,11996286000
2017-03-24,11954292000
2017-03-27,11996286000
2017-03-28,12210922000
2017-03-29,12598200000
2017-03-30,12290244000
2017-03-31,12418887000
2017-04-03,12400219000
2017-04-04,12465557000
2017-04-05,12591566000
2017-04-06,12848251000
2017-04-07,12796914000
2017-04-10,12852918000
2017-04-11,12810915000
2017-04-12,12731576000
2017-04-13,12423554000
2017-04-17,12442222000
2017-04-18,12400219000
2017-04-19,12241541000
2017-04-20,12288211000
2017-04-21,12115532000
2017-04-24,12185537000
2017-04-25,12269543000
2017-04-26,12325547000
2017-04-27,11536824000
2017-04-28,11513489000
2017-05-01,11485487000
2017-05-02,11751506000
2017-05-03,11910184000
2017-05-04,11849513000
2017-05-05,12199538000
2017-05-08,12068862000
2017-05-09,12078196000
2017-05-10,12227540000
2017-05-11,12045527000
2017-05-12,11812177000
2017-05-15,12017525000
2017-05-16,11994190000
2017-05-17,11952187000
2017-05-18,12050194000
2017-05-19,12255542000
2017-05-22,12264876000
2017-05-23,12143534000
2017-05-24,11956854000
2017-05-25,11224135000
2017-05-26,11107460000
2017-05-30,10958116000
2017-05-31,11060790000
2017-06-01,11242803000
2017-06-02,11079458000
2017-06-05,11112127000
2017-06-06,11088792000
2017-06-07,10780770000
2017-06-08,10729433000
2017-06-09,10902112000
2017-06-12,10962783000
2017-06-13,11037455000
2017-06-14,10841441000
2017-06-15,10566088000
2017-06-16,10542753000
2017-06-19,10402743000
2017-06-20,10169393000
2017-06-21,10122723000
2017-06-22,10211396000
2017-06-23,10202062000
2017-06-26,10267400000
2017-06-27,10286068000
2017-06-28,10407410000
2017-06-29,10398076000
2017-06-30,10404544000
2017-07-03,10787648000
2017-07-05,10493312000
2017-07-06,10311104000
2017-07-07,10227008000
2017-07-10,10390528000
2017-07-11,10549376000
2017-07-12,10558720000
2017-07-13,10530688000
2017-07-14,10740928000
2017-07-17,10638144000
2017-07-18,10638144000
2017-07-19,10969856000
2017-07-20,10871744000
2017-07-21,10666176000
2017-07-24,10722240000
2017-07-25,10540032000
2017-07-26,10610112000
2017-07-27,10974528000
2017-07-28,11049280000
2017-07-31,10913792000
2017-08-01,10806336000
2017-08-02,10661504000
2017-08-03,10530688000
2017-08-04,10530688000
2017-08-07,10441920000
2017-08-08,10385856000
2017-08-09,10385856000
2017-08-10,10278400000
2017-08-11,10105536000
2017-08-14,10063488000
2017-08-15,9984064000
2017-08-16,9899968000
2017-08-17,9778496000
2017-08-18,9848576000
2017-08-21,9727104000
2017-08-22,9680384000
2017-08-23,9792512000
2017-08-24,9624320000
2017-08-25,9853248000
2017-08-28,9750464000
2017-08-29,9792512000
2017-08-30,9722432000
2017-08-31,9881280000
2017-09-01,10068160000
2017-09-05,10161600000
2017-09-06,10035456000
2017-09-07,10068160000
2017-09-08,9750464000
2017-09-11,9857920000
2017-09-12,9923328000
2017-09-13,10100864000
2017-09-14,10212992000
2017-09-15,10348480000
2017-09-18,10423232000
2017-09-19,10558720000
2017-09-20,10554048000
2017-09-21,10404544000
2017-09-22,10259712000
2017-09-25,10334464000
2017-09-26,10245696000
2017-09-27,10488640000
2017-09-28,10647488000
2017-09-29,10680192000
2017-10-02,10511140720
2017-10-03,10576138940
2017-10-04,10469356150
2017-10-05,10441499770
2017-10-06,10422928850
2017-10-09,10487927070
2017-10-10,10362573360
2017-10-11,10362573360
2017-10-12,10116508670
2017-10-13,10130436860
2017-10-16,10088652290
2017-10-17,9898300360
2017-10-18,9689377510
2017-10-19,9540810150
2017-10-20,9485097390
2017-10-23,9499025580
2017-10-24,9638307480
2017-10-25,9564023800
2017-10-26,10102580480
2017-10-27,10097937750
2017-10-30,10279004220
2017-10-31,10409000660
2017-11-01,10548282560
2017-11-02,10738634490
2017-11-03,10863988200
2017-11-06,11156480190
2017-11-07,11133266540
2017-11-08,11072911050
2017-11-09,11156480190
2017-11-10,10989341910
2017-11-13,10794347250
2017-11-14,10320788790
2017-11-15,10070081370
2017-11-16,10088652290
2017-11-17,10116508670
2017-11-20,10070081370
2017-11-21,10111865940
2017-11-22,10283646950
2017-11-24,10232576920
2017-11-27,10144365050
2017-11-28,10450785230
2017-11-29,10478641610
2017-11-30,10887201850
2017-12-01,11114695620
2017-12-04,10989341910
2017-12-05,10733991760
2017-12-06,10473998880
2017-12-07,10330074250
2017-12-08,10395072470
2017-12-11,10863988200
2017-12-12,10933629150
2017-12-13,10873273660
2017-12-14,10492569800
2017-12-15,10422928850
2017-12-18,10850060010
2017-12-19,10905772770
2017-12-20,11346832120
2017-12-21,11704322330
2017-12-22,11838961500
2017-12-26,11927173370
2017-12-27,11964315210
2017-12-28,11931816100
2017-12-29,11899316990
2018-01-02,12108944000
2018-01-03,12197161000
2018-01-04,12313236000
2018-01-05,12350380000
2018-01-08,12461812000
2018-01-09,12308593000
2018-01-10,12480384000
2018-01-11,12926112000
2018-01-12,13227907000
2018-01-16,12689319000
2018-01-17,12796108000
2018-01-18,12601102000
2018-01-19,12731106000
2018-01-22,13148976000
2018-01-23,13093260000
2018-01-24,13172191000
2018-01-25,12916826000
2018-01-26,12963256000
2018-01-29,12573244000
2018-01-30,12336451000
2018-01-31,12336451000
2018-02-01,12675390000
2018-02-02,12420025000
2018-02-05,12099658000
2018-02-06,12215733000
2018-02-07,11584285000
2018-02-08,11059626000
2018-02-09,11073555000
2018-02-12,11282490000
2018-02-13,11106056000
2018-02-14,11463567000
2018-02-15,11277847000
2018-02-16,11254632000
2018-02-20,11166415000
2018-02-21,11054983000
2018-02-22,11607500000
2018-02-23,11667859000
2018-02-26,11514640000
2018-02-27,11305705000
2018-02-28,10952837000
2018-03-01,10989981000
2018-03-02,10948194000
2018-03-05,11324277000
2018-03-06,11393922000
2018-03-07,11268561000
2018-03-08,11324277000
2018-03-09,11700360000
2018-03-12,11821078000
2018-03-13,11533212000
2018-03-14,11454281000
2018-03-15,11092127000
2018-03-16,11333563000
2018-03-19,11143200000
2018-03-20,11287133000
2018-03-21,11598214000
2018-03-22,11166415000
2018-03-23,11171058000
2018-03-26,11389279000
2018-03-27,11022482000
2018-03-28,10906407000
2018-03-29,11194273000
2018-04-02,10879812000
2018-04-03,11064372000
2018-04-04,10898268000
2018-04-05,11272002000
2018-04-06,10898268000
2018-04-09,10736778000
2018-04-10,11493474000
2018-04-11,11844138000
2018-04-12,12213258000
2018-04-13,12231714000
2018-04-16,12222486000
2018-04-17,12277854000
2018-04-18,12550080000
2018-04-19,12586992000
2018-04-20,12420888000
2018-04-23,12651588000
2018-04-24,12610062000
2018-04-25,12674658000
2018-04-26,12679272000
2018-04-27,12586992000
2018-04-30,12448572000
2018-05-01,12379362000
2018-05-02,12508554000
2018-05-03,12374748000
2018-05-04,12554694000
2018-05-07,12388590000
2018-05-08,12351678000
2018-05-09,12656202000
2018-05-10,11954874000
2018-05-11,12088680000
2018-05-14,11987172000
2018-05-15,12074838000
2018-05-16,12531624000
2018-05-17,12822306000
2018-05-18,12914586000
2018-05-21,12845376000
2018-05-22,12536238000
2018-05-23,12300924000
2018-05-24,12033312000
2018-05-25,11797998000
2018-05-29,11599596000
2018-05-30,12056382000
2018-05-31,11765700000
2018-06-01,12024084000
2018-06-04,11756472000
2018-06-05,11816454000
2018-06-06,12028698000
2018-06-07,12513168000
2018-06-08,12314766000
2018-06-11,12402432000
2018-06-12,12379362000
2018-06-13,12144048000
2018-06-14,12148662000
2018-06-15,11724174000
2018-06-18,11894892000
2018-06-19,11885664000
2018-06-20,11802612000
2018-06-21,11618052000
2018-06-22,12213258000
2018-06-25,11899506000
2018-06-26,11881050000
2018-06-27,12130206000
2018-06-28,11894892000
2018-06-29,11987172000
2018-07-02,11412495000
2018-07-03,11562480000
2018-07-05,11312505000
2018-07-06,11398860000
2018-07-09,11662470000
2018-07-10,11848815000
2018-07-11,11412495000
2018-07-12,11485215000
2018-07-13,11512485000
2018-07-16,11376135000
2018-07-17,11407950000
2018-07-18,11517030000
2018-07-19,11198880000
2018-07-20,11230695000
2018-07-23,11126160000
2018-07-24,11139795000
2018-07-25,11112525000
2018-07-26,11594295000
2018-07-27,12089700000
2018-07-30,12398760000
2018-07-31,12112425000
2018-08-01,12003345000
2018-08-02,11780640000
2018-08-03,11612475000
2018-08-06,11503395000
2018-08-07,11621565000
2018-08-08,11439765000
2018-08-09,11157975000
2018-08-10,11162520000
2018-08-13,10876185000
2018-08-14,10748925000
2018-08-15,10267155000
2018-08-16,10380780000
2018-08-17,10430775000
2018-08-20,10544400000
2018-08-21,10889820000
2018-08-22,11130705000
2018-08-23,11171610000
2018-08-24,11267055000
2018-08-27,11453400000
2018-08-28,11389770000
2018-08-29,11480670000
2018-08-30,11480670000
2018-08-31,11394315000
2018-09-04,11244330000
2018-09-05,10935270000
2018-09-06,10608030000
2018-09-07,10680750000
2018-09-10,10717110000
2018-09-11,10957995000
2018-09-12,11162520000
2018-09-13,11044350000
2018-09-14,11212515000
2018-09-17,11126160000
2018-09-18,11498850000
2018-09-19,11512485000
2018-09-20,11607930000
2018-09-21,11607930000
2018-09-24,11817000000
2018-09-25,12107880000
2018-09-26,11989710000
2018-09-27,11635200000
2018-09-28,11626110000
2018-10-01,11533185327
2018-10-02,11460961857
2018-10-03,11524157393
2018-10-04,11316514918
2018-10-05,11135956243
2018-10-08,11172067978
2018-10-09,11415822188
2018-10-10,11221721613
2018-10-11,11023107072
2018-10-12,11122414343
2018-10-15,11113386409
2018-10-16,11181095912
2018-10-17,10991509304
2018-10-18,10874146165
2018-10-19,10842548397
2018-10-22,10616850054
2018-10-23,10409207579
2018-10-24,10066146097
2018-10-25,9984894694
2018-10-26,9736626517
2018-10-29,9565095776
2018-10-30,9668917014
2018-10-31,9718570649
2018-11-01,9799822053
2018-11-02,9790794119
2018-11-05,9858503622
2018-11-06,9876559489
2018-11-07,9885587423
2018-11-08,9605721478
2018-11-09,9479330406
2018-11-12,9154324792
2018-11-13,8693900172
2018-11-14,8847375045
2018-11-15,8910570581
2018-11-16,8964738183
2018-11-19,8969252150
2018-11-20,8544939265
2018-11-21,8725497940
2018-11-23,8359866624
2018-11-26,8802235377
2018-11-27,8576537034
2018-11-28,8707442072
2018-11-29,8752581741
2018-11-30,8531397365
2018-12-03,9077587355
2018-12-04,8689386205
2018-12-06,8016805143
2018-12-07,7759509032
2018-12-10,7750481098
2018-12-11,7610548125
2018-12-12,7849788369
2018-12-13,7890414071
2018-12-14,7443531352
2018-12-17,7281028545
2018-12-18,7077900036
2018-12-19,7059844169
2018-12-20,7050816235
2018-12-21,7082414003
2018-12-24,6852201693
2018-12-26,7258458710
2018-12-27,7240402843
2018-12-28,7267486644
2018-12-31,7215103000
2019-01-02,7291620000
2019-01-03,7305123000
2019-01-04,7692209000
2019-01-07,7993776000
2019-01-08,8227828000
2019-01-09,8443876000
2019-01-10,8358357000
2019-01-11,8326850000
2019-01-14,8322348999
2019-01-15,8367359000
2019-01-16,8484385000
2019-01-17,8574405000
2019-01-18,8871471000
2019-01-22,8479884000
2019-01-23,8317848000
2019-01-24,8421371000
2019-01-25,8583407000
2019-01-28,8421371000
2019-01-29,8479884000
2019-01-30,8524894000
2019-01-31,8461880000
2019-02-01,8538396999
2019-02-04,8664425000
2019-02-05,8695932000
2019-02-06,8758946000
2019-02-07,8299844000
2019-02-08,8236830000
2019-02-11,8367359000
2019-02-12,8331351000
2019-02-13,8362857999
2019-02-14,8421371000
2019-02-15,8673427000
2019-02-19,8826461000
2019-02-20,9060513000
2019-02-21,8344854000
2019-02-22,8367359000
2019-02-25,8470882000
2019-02-26,8398866000
2019-02-27,8263836000
2019-02-28,8214325000
2019-03-01,8236830000
2019-03-04,8286341000
2019-03-05,8169314999
2019-03-06,8101800000
2019-03-07,7930762000
2019-03-08,7728217000
2019-03-11,7953267000
2019-03-12,7917259000
2019-03-13,8070293000
2019-03-14,8470882000
2019-03-15,8439375000
2019-03-18,8578905999
2019-03-19,8583407000
2019-03-20,8745443000
2019-03-21,8781451000
2019-03-22,8349355000
2019-03-25,8583407000
2019-03-26,8632918000
2019-03-27,8556401000
2019-03-28,8704934000
2019-03-29,8664425000
2019-04-01,8923150000
2019-04-02,8775475000
2019-04-03,8744150000
2019-04-04,8856025000
2019-04-05,9222975000
2019-04-08,9258775000
2019-04-09,9026075000
2019-04-10,9097675000
2019-04-11,9057400000
2019-04-12,9039500000
2019-04-15,8945525000
2019-04-16,9012650000
2019-04-17,8976850000
2019-04-18,8958950000
2019-04-22,9142425000
2019-04-23,9321425000
2019-04-24,9079775000
2019-04-25,8891825000
2019-04-26,9155850000
2019-04-29,9205075000
2019-04-30,9008175000
2019-05-01,8708350000
2019-05-02,8592000000
2019-05-03,8609900000
2019-05-06,8506975000
2019-05-07,8354825000
2019-05-08,8368250000
2019-05-09,8381675000
2019-05-10,8363775000
2019-05-13,8072900000
2019-05-14,8283225000
2019-05-15,8350350000
2019-05-16,8413000000
2019-05-17,8229525000
2019-05-20,8413000000
2019-05-21,8614375000
2019-05-22,8417474999
2019-05-23,8108700000
2019-05-24,8063950000
2019-05-28,8063950000
2019-05-29,8010249999
2019-05-30,7862575000
2019-05-31,7620925000
2019-06-03,7723850000
2019-06-04,7840200000
2019-06-05,7862575000
2019-06-06,8184775000
2019-06-07,8269800000
2019-06-10,8323500000
2019-06-11,8368250000
2019-06-12,8099750000
2019-06-13,8386149999
2019-06-14,8332450000
2019-06-17,8453275000
2019-06-18,8703875000
2019-06-19,8779950000
2019-06-20,9070825000
2019-06-21,9102150000
2019-06-24,9061875000
2019-06-25,9142425000
2019-06-26,9249825000
2019-06-27,9281150000
2019-06-28,9504900000
2019-07-01,9347144442
2019-07-02,9091299997
2019-07-03,9078066664
2019-07-05,9082477775
2019-07-08,9016311108
2019-07-09,8870744442
2019-07-10,9122177775
2019-07-11,9228044442
2019-07-12,9307444442
2019-07-15,9122177775
2019-07-16,9069244442
2019-07-17,8950144442
2019-07-18,9007488886
2019-07-19,9069244442
2019-07-22,9241277775
2019-07-23,9448599997
2019-07-24,9527999997
2019-07-25,10105855553
2019-07-26,10295533330
2019-07-29,10176433330
2019-07-30,10097033330
2019-07-31,9942644441
2019-08-01,9647099997
2019-08-02,9267744442
2019-08-05,8936911108
2019-08-06,8998666664
2019-08-07,8831044442
2019-08-08,9122177775
2019-08-09,8848688886
2019-08-12,8676655553
2019-08-13,8804577775
2019-08-14,8403166664
2019-08-15,8310533331
2019-08-16,8579611108
2019-08-19,8778111108
2019-08-20,8663422220
2019-08-21,8663422220
2019-08-22,8672244442
2019-08-23,8341411109
2019-08-26,8672244442
2019-08-27,8928088886
2019-08-28,8928088886
2019-08-29,8914855553
2019-08-30,8967788886
2019-09-03,8831044442
2019-09-04,9166288886
2019-09-05,9294211108
2019-09-06,9091299997
2019-09-09,9316266664
2019-09-10,9285388886
2019-09-11,9007488886
2019-09-12,9073655553
2019-09-13,9205988886
2019-09-16,9303033330
2019-09-17,8853099997
2019-09-18,8791344442
2019-09-19,8667833331
2019-09-20,8808988886
2019-09-23,8857511108
2019-09-24,8676655553
2019-09-25,8795755553
2019-09-26,8764877775
2019-09-27,8729588886
2019-09-30,8816912000
2019-10-01,8486724000
2019-10-02,8352863999
2019-10-03,8446566000
2019-10-04,8446566000
2019-10-07,8339478000
2019-10-08,8165460000
2019-10-09,8263624000
2019-10-10,8370712000
2019-10-11,8571502000
2019-10-14,8495648000
2019-10-15,8486724000
2019-10-16,8424256000
2019-10-17,8401945999
2019-10-18,8366250000
2019-10-21,8491186000
2019-10-22,8589350000
2019-10-23,8562578000
2019-10-24,7554166000
2019-10-25,7804037999
2019-10-28,7643406000
2019-10-29,7402458000
2019-10-30,7206129999
2019-10-31,7206129999
2019-11-01,7491698000
2019-11-04,7661254000
2019-11-05,7701412000
2019-11-06,7500621999
2019-11-07,7491698000
2019-11-08,7522932000
2019-11-11,7509545999
2019-11-12,7389071999
2019-11-13,7241826000
2019-11-14,7183820000
2019-11-15,7411382000
2019-11-18,7130276000
2019-11-19,7041036000
2019-11-20,7170434000
2019-11-21,7179358000
2019-11-22,7023188000
2019-11-25,7121352000
2019-11-26,7032112000
2019-11-27,7121352000
2019-11-29,6880404000
2019-12-02,6889328000
2019-12-03,6777778000
2019-12-04,6996416000
2019-12-05,6902714000
2019-12-06,6938410000
2019-12-09,6884866000
2019-12-10,6978568000
2019-12-11,7063346000
2019-12-12,7268598000
2019-12-13,7304294000
2019-12-16,7286445999
2019-12-17,7308756000
2019-12-18,7429229999
2019-12-19,7482774000
2019-12-20,7491698000
2019-12-23,7750494000
2019-12-24,7723721999
2019-12-26,7723721999
2019-12-27,7647868000
2019-12-30,7786190000
2019-12-31,7852107872
2020-01-02,7811840652
2020-01-03,7905797499
2020-01-06,7959487125
2020-01-07,7767099297
2020-01-08,7503125300
2020-01-09,7637349366
2020-01-10,7695513128
2020-01-13,7816314788
2020-01-14,7682090722
2020-01-15,7391271912
2020-01-16,7355478827
2020-01-17,7248099574
2020-01-21,7104927237
2020-01-22,6836479105
2020-01-23,6751470529
2020-01-24,6581453379
2020-01-27,6335375924
2020-01-28,6147462231
2020-01-29,6093772605
2020-01-30,6026660572
2020-01-31,6049031250
2020-02-03,6223522536
2020-02-04,6389065551
2020-02-05,6545660295
2020-02-06,6406962093
2020-02-07,6160884638
2020-02-10,5955074403
2020-02-11,6371169008
2020-02-12,6433806906
2020-02-13,6357746602
2020-02-14,6321953518
2020-02-18,6272738027
2020-02-19,6299582840
2020-02-20,6313005246
2020-02-21,6210100129
2020-02-24,5865591692
2020-02-25,5592669425
2020-02-26,5579247018
2020-02-27,5601617696
2020-02-28,5436074681
2020-03-02,5521083256
2020-03-03,5257109259
2020-03-04,5189997226
2020-03-05,5046824889
2020-03-06,4612833741
2020-03-09,3404817145
2020-03-10,3489825721
2020-03-11,2939507049
2020-03-12,2433929733
2020-03-13,2612895155
2020-03-16,2098369568
2020-03-17,2259438447
2020-03-18,1834395571
2020-03-19,2219171227
2020-03-20,2308653938
2020-03-23,2308653938
2020-03-24,2594998613
2020-03-25,2554731393
2020-03-26,2594998613
2020-03-27,2603946884
2020-03-30,2581576206
