,FNMA
2013-11-26,15845500000
2013-11-27,15615020000
2013-11-29,15269300000
2013-12-02,16248840000
2013-12-03,15787880000
2013-12-04,15903119999
2013-12-05,15730260000
2013-12-06,15615020000
2013-12-09,14405000000
2013-12-10,15269300000
2013-12-11,14808340000
2013-12-12,15845500000
2013-12-13,16018359999
2013-12-16,15903119999
2013-12-17,15672640000
2013-12-18,16594560000
2013-12-19,18092680000
2013-12-20,17862200000
2013-12-23,18092680000
2013-12-24,17977440000
2013-12-26,17804580000
2013-12-27,17343620000
2013-12-30,17401240000
2013-12-31,17343620000
2014-01-02,17170760000
2014-01-03,16997900000
2014-01-06,16306460000
2014-01-07,17689340000
2014-01-08,18668880000
2014-01-09,18323160000
2014-01-10,17977440000
2014-01-13,17458860000
2014-01-14,17977440000
2014-01-15,18035060000
2014-01-16,18899360000
2014-01-17,18207920000
2014-01-21,18265540000
2014-01-22,17862200000
2014-01-23,17919820000
2014-01-24,17286000000
2014-01-27,17113140000
2014-01-28,17631720000
2014-01-29,17574100000
2014-01-30,17919820000
2014-01-31,18035060000
2014-02-03,17746960000
2014-02-04,17516480000
2014-02-05,17574100000
2014-02-06,17286000000
2014-02-07,17401240000
2014-02-10,17286000000
2014-02-11,17919820000
2014-02-12,17804580000
2014-02-13,17689340000
2014-02-14,17631720000
2014-02-18,17977440000
2014-02-19,19590800000
2014-02-20,18956980000
2014-02-21,18899360000
2014-02-24,20627960000
2014-02-25,23278480000
2014-02-26,25756140000
2014-02-27,26908540000
2014-02-28,27657600000
2014-03-03,26274719999
2014-03-04,27081400000
2014-03-05,28003320000
2014-03-06,31402900000
2014-03-07,30711460000
2014-03-10,33534840000
2014-03-11,23220860000
2014-03-12,20397480000
2014-03-13,21837980000
2014-03-14,23797060000
2014-03-17,21665120000
2014-03-18,17631720000
2014-03-19,19302700000
2014-03-20,20627960000
2014-03-21,20455100000
2014-03-24,20282240000
2014-03-25,19706040000
2014-03-26,19936520000
2014-03-27,20916060000
2014-03-28,20570340000
2014-03-31,22471800000
2014-04-01,22932760000
2014-04-02,22702280000
2014-04-03,23969920000
2014-04-04,22126080000
2014-04-07,22587040000
2014-04-08,23393719999
2014-04-09,23797060000
2014-04-10,23048000000
2014-04-11,22529420000
2014-04-14,22068460000
2014-04-15,21377020000
2014-04-16,21953220000
2014-04-17,22010840000
2014-04-21,21665120000
2014-04-22,22759900000
2014-04-23,22817520000
2014-04-24,22990380000
2014-04-25,22126080000
2014-04-28,21895600000
2014-04-29,22587040000
2014-04-30,22471800000
2014-05-01,22183700000
2014-05-02,22932760000
2014-05-05,23624199999
2014-05-06,23393719999
2014-05-07,23624199999
2014-05-08,23969920000
2014-05-09,24776600000
2014-05-12,24430880000
2014-05-13,26332340000
2014-05-14,26562820000
2014-05-15,24546120000
2014-05-16,24258020000
2014-05-19,24776600000
2014-05-20,25064699999
2014-05-21,25064699999
2014-05-22,24891840000
2014-05-23,24949460000
2014-05-27,25640900000
2014-05-28,25698520000
2014-05-29,25583280000
2014-05-30,25525660000
2014-06-02,25583280000
2014-06-03,26793300000
2014-06-04,26044239999
2014-06-05,26389960000
2014-06-06,26562820000
2014-06-09,26505199999
2014-06-10,26159480000
2014-06-11,25468040000
2014-06-12,25064699999
2014-06-13,24661360000
2014-06-16,23566580000
2014-06-17,24142780000
2014-06-18,23624199999
2014-06-19,23451340000
2014-06-20,23278480000
2014-06-23,22587040000
2014-06-24,21665120000
2014-06-25,22587040000
2014-06-26,22932760000
2014-06-27,22875140000
2014-06-30,22529420000
2014-07-01,22587040000
2014-07-02,23048000000
2014-07-03,23105620000
2014-07-07,23220860000
2014-07-08,22529420000
2014-07-09,23220860000
2014-07-10,23163239999
2014-07-11,23105620000
2014-07-14,23624199999
2014-07-15,23566580000
2014-07-16,25640900000
2014-07-17,25640900000
2014-07-18,25007080000
2014-07-21,24258020000
2014-07-22,24315640000
2014-07-23,24546120000
2014-07-24,24315640000
2014-07-25,24373260000
2014-07-28,24142780000
2014-07-29,24373260000
2014-07-30,24834219999
2014-07-31,24142780000
2014-08-01,23451340000
2014-08-04,23393719999
2014-08-05,23566580000
2014-08-06,23624199999
2014-08-07,23278480000
2014-08-08,23163239999
2014-08-11,22644660000
2014-08-12,22126080000
2014-08-13,22183700000
2014-08-14,22990380000
2014-08-15,22759900000
2014-08-18,22414180000
2014-08-19,22241320000
2014-08-20,22298940000
2014-08-21,22183700000
2014-08-22,22183700000
2014-08-25,22298940000
2014-08-26,22183700000
2014-08-27,22702280000
2014-08-28,22298940000
2014-08-29,22414180000
2014-09-02,22183700000
2014-09-03,21261780000
2014-09-04,20397480000
2014-09-05,20685580000
2014-09-08,20858440000
2014-09-09,19994140000
2014-09-10,19129840000
2014-09-11,20512720000
2014-09-12,19936520000
2014-09-15,19360320000
2014-09-16,19763660000
2014-09-17,19706040000
2014-09-18,19014600000
2014-09-19,18150300000
2014-09-22,17170760000
2014-09-23,17919820000
2014-09-24,18207920000
2014-09-25,17689340000
2014-09-26,17170760000
2014-09-29,16594560000
2014-09-30,15499780000
2014-10-01,9795400000
2014-10-02,8700620000
2014-10-03,10890180000
2014-10-06,10141120000
2014-10-07,9622540000
2014-10-08,9910640000
2014-10-09,10141120000
2014-10-10,10890180000
2014-10-13,12964500000
2014-10-14,13828800000
2014-10-15,12157820000
2014-10-16,11754480000
2014-10-17,12445920000
2014-10-20,13079740000
2014-10-21,13828800000
2014-10-22,12906880000
2014-10-23,13137359999
2014-10-24,13483080000
2014-10-27,13713560000
2014-10-28,13540700000
2014-10-29,12791640000
2014-10-30,12042580000
2014-10-31,12445920000
2014-11-03,12906880000
2014-11-04,13194980000
2014-11-05,13367840000
2014-11-06,12906880000
2014-11-07,13194980000
2014-11-10,12676400000
2014-11-11,12561160000
2014-11-12,12273060000
2014-11-13,12388300000
2014-11-14,12445920000
2014-11-17,11754480000
2014-11-18,11927340000
2014-11-19,13367840000
2014-11-20,14174520000
2014-11-21,14405000000
2014-11-24,14405000000
2014-11-25,14347380000
2014-11-26,14174520000
2014-11-28,14059280000
2014-12-01,13771180000
2014-12-02,13367840000
2014-12-03,13771180000
2014-12-04,14116900000
2014-12-05,14232140000
2014-12-08,13828800000
2014-12-09,14116900000
2014-12-10,13713560000
2014-12-11,13713560000
2014-12-12,12906880000
2014-12-15,12273060000
2014-12-16,11927340000
2014-12-17,13137359999
2014-12-18,13425460000
2014-12-19,13022119999
2014-12-22,12618780000
2014-12-23,12157820000
2014-12-24,12273060000
2014-12-26,12330680000
2014-12-29,12215440000
2014-12-30,12042580000
2014-12-31,11869720000
2015-01-02,12618780000
2015-01-05,12849260000
2015-01-06,13079740000
2015-01-07,14174520000
2015-01-08,13310220000
2015-01-09,13022119999
2015-01-12,12849260000
2015-01-13,12676400000
2015-01-14,12503540000
2015-01-15,12388300000
2015-01-16,12561160000
2015-01-20,12503540000
2015-01-21,12445920000
2015-01-22,12561160000
2015-01-23,12503540000
2015-01-26,12388300000
2015-01-27,12330680000
2015-01-28,13079740000
2015-01-29,13079740000
2015-01-30,12964500000
2015-02-02,13252599999
2015-02-03,13079740000
2015-02-04,13425460000
2015-02-05,13194980000
2015-02-06,13194980000
2015-02-09,13137359999
2015-02-10,13310220000
2015-02-11,13367840000
2015-02-12,13771180000
2015-02-13,15845500000
2015-02-17,19072220000
2015-02-18,18438400000
2015-02-19,17631720000
2015-02-20,16767420000
2015-02-23,15730260000
2015-02-24,16536940000
2015-02-25,16882660000
2015-02-26,16133599999
2015-02-27,16306460000
2015-03-02,16997900000
2015-03-03,17458860000
2015-03-04,16940280000
2015-03-05,16075980000
2015-03-06,15845500000
2015-03-09,16075980000
2015-03-10,15672640000
2015-03-11,15730260000
2015-03-12,15730260000
2015-03-13,15557400000
2015-03-16,15672640000
2015-03-17,15557400000
2015-03-18,14693099999
2015-03-19,13828800000
2015-03-20,14116900000
2015-03-23,14577859999
2015-03-24,14520240000
2015-03-25,14405000000
2015-03-26,14232140000
2015-03-27,14059280000
2015-03-30,13713560000
2015-03-31,13540700000
2015-04-01,14462619999
2015-04-02,14693099999
2015-04-06,14808340000
2015-04-07,14347380000
2015-04-08,15326920000
2015-04-09,15211680000
2015-04-10,15154060000
2015-04-13,15154060000
2015-04-14,15211680000
2015-04-15,16133599999
2015-04-16,16536940000
2015-04-17,16248840000
2015-04-20,16364080000
2015-04-21,16248840000
2015-04-22,15787880000
2015-04-23,15845500000
2015-04-24,15615020000
2015-04-27,15038820000
2015-04-28,15384540000
2015-04-29,15499780000
2015-04-30,15615020000
2015-05-01,16248840000
2015-05-04,16767420000
2015-05-05,16652180000
2015-05-06,16825040000
2015-05-07,16652180000
2015-05-08,16479320000
2015-05-11,16306460000
2015-05-12,16075980000
2015-05-13,15211680000
2015-05-14,15326920000
2015-05-15,15326920000
2015-05-18,15442160000
2015-05-19,15269300000
2015-05-20,14808340000
2015-05-21,14923580000
2015-05-22,15096440000
2015-05-26,14981200000
2015-05-27,14981200000
2015-05-28,14808340000
2015-05-29,14750720000
2015-06-01,14693099999
2015-06-02,14750720000
2015-06-03,14635480000
2015-06-04,14001660000
2015-06-05,14520240000
2015-06-08,14059280000
2015-06-09,13828800000
2015-06-10,14174520000
2015-06-11,14693099999
2015-06-12,14462619999
2015-06-15,14865960000
2015-06-16,14693099999
2015-06-17,14635480000
2015-06-18,14347380000
2015-06-19,14174520000
2015-06-22,14001660000
2015-06-23,14174520000
2015-06-24,14001660000
2015-06-25,13598320000
2015-06-26,13771180000
2015-06-29,13252599999
2015-06-30,13425460000
2015-07-01,13310220000
2015-07-02,13252599999
2015-07-06,12791640000
2015-07-07,12618780000
2015-07-08,12273060000
2015-07-09,12503540000
2015-07-10,12561160000
2015-07-13,12676400000
2015-07-14,13137359999
2015-07-15,14232140000
2015-07-16,14001660000
2015-07-17,14059280000
2015-07-20,14289760000
2015-07-21,14405000000
2015-07-22,15096440000
2015-07-23,14865960000
2015-07-24,14635480000
2015-07-27,13886420000
2015-07-28,14347380000
2015-07-29,14289760000
2015-07-30,14174520000
2015-07-31,13540700000
2015-08-03,13022119999
2015-08-04,13771180000
2015-08-05,13598320000
2015-08-06,14174520000
2015-08-07,14001660000
2015-08-10,13771180000
2015-08-11,13828800000
2015-08-12,13483080000
2015-08-13,13425460000
2015-08-14,13310220000
2015-08-17,13194980000
2015-08-18,13079740000
2015-08-19,13425460000
2015-08-20,13137359999
2015-08-21,12734020000
2015-08-24,12215440000
2015-08-25,12445920000
2015-08-26,12215440000
2015-08-27,12618780000
2015-08-28,13137359999
2015-08-31,13655940000
2015-09-01,13540700000
2015-09-02,13540700000
2015-09-03,13598320000
2015-09-04,13310220000
2015-09-08,13194980000
2015-09-09,13137359999
2015-09-10,12906880000
2015-09-11,12849260000
2015-09-14,12676400000
2015-09-15,12906880000
2015-09-16,13079740000
2015-09-17,13483080000
2015-09-18,13310220000
2015-09-21,13483080000
2015-09-22,13252599999
2015-09-23,13022119999
2015-09-24,13079740000
2015-09-25,13425460000
2015-09-28,12330680000
2015-09-29,12791640000
2015-09-30,12550742327
2015-10-01,12606523404
2015-10-02,12494961250
2015-10-05,12383399096
2015-10-06,13387458482
2015-10-07,13499020636
2015-10-08,13610582790
2015-10-09,13722144944
2015-10-12,13833707098
2015-10-13,14558861099
2015-10-14,14781985407
2015-10-15,14503080022
2015-10-16,13945269252
2015-10-19,13331677405
2015-10-20,13108553097
2015-10-21,12718085558
2015-10-22,12718085558
2015-10-23,12718085558
2015-10-26,12662304481
2015-10-27,12606523404
2015-10-28,12662304481
2015-10-29,12550742327
2015-10-30,12550742327
2015-11-02,12494961250
2015-11-03,12718085558
2015-11-04,12662304481
2015-11-05,12606523404
2015-11-06,12550742327
2015-11-09,12439180173
2015-11-10,12439180173
2015-11-11,12439180173
2015-11-12,12327618019
2015-11-13,12216055865
2015-11-16,12327618019
2015-11-17,12160274788
2015-11-18,12104493711
2015-11-19,12048712634
2015-11-20,11992931557
2015-11-23,11881369403
2015-11-24,11881369403
2015-11-25,11658245095
2015-11-27,11658245095
2015-11-30,11658245095
2015-12-01,11435120787
2015-12-02,11044653247
2015-12-03,10654185708
2015-12-04,11546682941
2015-12-07,11714026172
2015-12-08,11211996479
2015-12-09,11044653247
2015-12-10,10988872170
2015-12-11,10598404631
2015-12-14,9929031707
2015-12-15,9873250630
2015-12-16,9315439860
2015-12-17,9984812784
2015-12-18,9761688476
2015-12-21,9203877706
2015-12-22,9371220937
2015-12-23,9538564168
2015-12-24,9538564168
2015-12-28,9482783091
2015-12-29,9427002014
2015-12-30,9148096629
2015-12-31,9449680000
2016-01-04,9622540000
2016-01-05,9795400000
2016-01-06,9795400000
2016-01-07,9507300000
2016-01-08,9507300000
2016-01-11,9276820000
2016-01-12,9103960000
2016-01-13,8470140000
2016-01-14,7836320000
2016-01-15,7260120000
2016-01-19,6338200000
2016-01-20,6338200000
2016-01-21,7432980000
2016-01-22,8297280000
2016-01-25,8066799999
2016-01-26,7951559999
2016-01-27,8527760000
2016-01-28,8239660000
2016-01-29,7663460000
2016-02-01,7432980000
2016-02-02,7144880000
2016-02-03,7260120000
2016-02-04,8354900000
2016-02-05,8354900000
2016-02-08,8124420000
2016-02-09,8009179999
2016-02-10,7951559999
2016-02-11,7548220000
2016-02-12,7490600000
2016-02-16,7375360000
2016-02-17,7490600000
2016-02-18,8066799999
2016-02-19,8066799999
2016-02-22,8009179999
2016-02-23,7951559999
2016-02-24,7893940000
2016-02-25,7893940000
2016-02-26,9161580000
2016-02-29,9910640000
2016-03-01,9680160000
2016-03-02,9276820000
2016-03-03,9910640000
2016-03-04,9968260000
2016-03-07,9968260000
2016-03-08,9737780000
2016-03-09,9334440000
2016-03-10,9334440000
2016-03-11,9219200000
2016-03-14,9392060000
2016-03-15,8585380000
2016-03-16,9161580000
2016-03-17,9103960000
2016-03-18,8815860000
2016-03-21,8700620000
2016-03-22,8700620000
2016-03-23,8643000000
2016-03-24,8527760000
2016-03-28,8585380000
2016-03-29,8354900000
2016-03-30,8124420000
2016-03-31,8066799999
2016-04-01,7893940000
2016-04-04,8009179999
2016-04-05,8066799999
2016-04-06,7951559999
2016-04-07,7663460000
2016-04-08,7663460000
2016-04-11,7663460000
2016-04-12,10313980000
2016-04-13,11235900000
2016-04-14,11524000000
2016-04-15,9910640000
2016-04-18,10429220000
2016-04-19,10774940000
2016-04-20,10371600000
2016-04-21,9968260000
2016-04-22,9968260000
2016-04-25,9622540000
2016-04-26,10025880000
2016-04-27,9853020000
2016-04-28,9853020000
2016-04-29,9795400000
2016-05-02,10025880000
2016-05-03,10025880000
2016-05-04,9910640000
2016-05-05,10198740000
2016-05-06,10025880000
2016-05-09,10947800000
2016-05-10,10832560000
2016-05-11,10486840000
2016-05-12,10083500000
2016-05-13,9968260000
2016-05-16,9968260000
2016-05-17,10371600000
2016-05-18,10659700000
2016-05-19,10313980000
2016-05-20,11408760000
2016-05-23,12100200000
2016-05-24,11984960000
2016-05-25,11812099999
2016-05-26,12561160000
2016-05-27,13367840000
2016-05-31,12791640000
2016-06-01,12445920000
2016-06-02,13425460000
2016-06-03,13367840000
2016-06-06,13598320000
2016-06-07,13655940000
2016-06-08,13540700000
2016-06-09,13771180000
2016-06-10,13425460000
2016-06-13,12734020000
2016-06-14,11754480000
2016-06-15,12388300000
2016-06-16,12503540000
2016-06-17,12388300000
2016-06-20,12388300000
2016-06-21,12330680000
2016-06-22,11696859999
2016-06-23,12100200000
2016-06-24,11754480000
2016-06-27,11178280000
2016-06-28,11524000000
2016-06-29,11581619999
2016-06-30,11524000000
2016-07-01,11466380000
2016-07-05,11408760000
2016-07-06,11408760000
2016-07-07,11178280000
2016-07-08,10947800000
2016-07-11,11005420000
2016-07-12,11524000000
2016-07-13,11639240000
2016-07-14,11639240000
2016-07-15,11581619999
2016-07-18,11408760000
2016-07-19,11408760000
2016-07-20,11293520000
2016-07-21,11408760000
2016-07-22,11351140000
2016-07-25,11235900000
2016-07-26,11293520000
2016-07-27,11351140000
2016-07-28,11293520000
2016-07-29,11351140000
2016-08-01,11408760000
2016-08-02,11293520000
2016-08-03,11120660000
2016-08-04,10947800000
2016-08-05,10947800000
2016-08-08,10659700000
2016-08-09,10141120000
2016-08-10,9795400000
2016-08-11,10025880000
2016-08-12,10198740000
2016-08-15,11005420000
2016-08-16,11293520000
2016-08-17,11063040000
2016-08-18,11120660000
2016-08-19,11293520000
2016-08-22,11293520000
2016-08-23,11351140000
2016-08-24,10890180000
2016-08-25,10717320000
2016-08-26,10890180000
2016-08-29,10890180000
2016-08-30,10774940000
2016-08-31,10486840000
2016-09-01,10141120000
2016-09-02,10313980000
2016-09-06,10256360000
2016-09-07,10544460000
2016-09-08,10486840000
2016-09-09,10256360000
2016-09-12,9853020000
2016-09-13,9449680000
2016-09-14,9449680000
2016-09-15,10083500000
2016-09-16,10025880000
2016-09-19,9680160000
2016-09-20,10429220000
2016-09-21,10256360000
2016-09-22,10025880000
2016-09-23,10141120000
2016-09-26,9853020000
2016-09-27,10313980000
2016-09-28,10025880000
2016-09-29,9910640000
2016-09-30,9737780000
2016-10-03,9795400000
2016-10-04,9795400000
2016-10-05,10083500000
2016-10-06,10717320000
2016-10-07,10832560000
2016-10-10,10717320000
2016-10-11,10832560000
2016-10-12,10832560000
2016-10-13,10659700000
2016-10-14,10256360000
2016-10-17,10313980000
2016-10-18,10256360000
2016-10-19,10141120000
2016-10-20,10025880000
2016-10-21,10025880000
2016-10-24,10083500000
2016-10-25,9968260000
2016-10-26,9910640000
2016-10-27,9737780000
2016-10-28,9737780000
2016-10-31,9795400000
2016-11-01,9795400000
2016-11-02,9737780000
2016-11-03,9449680000
2016-11-04,9737780000
2016-11-07,9449680000
2016-11-08,9507300000
2016-11-09,11351140000
2016-11-10,14520240000
2016-11-11,15557400000
2016-11-14,16248840000
2016-11-15,16075980000
2016-11-16,17286000000
2016-11-17,18265540000
2016-11-18,18035060000
2016-11-21,18265540000
2016-11-22,17689340000
2016-11-23,17746960000
2016-11-25,17919820000
2016-11-28,17919820000
2016-11-29,17746960000
2016-11-30,25871380000
2016-12-01,24315640000
2016-12-02,21665120000
2016-12-05,20570340000
2016-12-06,20743200000
2016-12-07,22126080000
2016-12-08,22990380000
2016-12-09,23854680000
2016-12-12,24430880000
2016-12-13,24258020000
2016-12-14,23566580000
2016-12-15,23048000000
2016-12-16,22414180000
2016-12-19,22644660000
2016-12-20,21088920000
2016-12-21,22932760000
2016-12-22,22587040000
2016-12-23,22759900000
2016-12-27,23048000000
2016-12-28,23048000000
2016-12-29,22817520000
2016-12-30,22471800000
2017-01-03,23278480000
2017-01-04,23739440000
2017-01-05,22875140000
2017-01-06,22644660000
2017-01-09,22817520000
2017-01-10,22702280000
2017-01-11,22587040000
2017-01-12,22414180000
2017-01-13,22414180000
2017-01-17,22126080000
2017-01-18,22759900000
2017-01-19,21780360000
2017-01-20,21837980000
2017-01-23,22068460000
2017-01-24,22471800000
2017-01-25,22644660000
2017-01-26,24142780000
2017-01-27,24027540000
2017-01-30,24430880000
2017-01-31,24315640000
2017-02-01,24430880000
2017-02-02,24315640000
2017-02-03,25237560000
2017-02-06,25295180000
2017-02-07,24200400000
2017-02-08,23912300000
2017-02-09,24085160000
2017-02-10,24315640000
2017-02-13,24776600000
2017-02-14,24718980000
2017-02-15,24373260000
2017-02-16,23912300000
2017-02-17,23912300000
2017-02-21,15615020000
2017-02-22,17170760000
2017-02-23,17574100000
2017-02-24,17170760000
2017-02-27,16133599999
2017-02-28,16997900000
2017-03-01,16997900000
2017-03-02,16364080000
2017-03-03,16825040000
2017-03-06,16133599999
2017-03-07,16018359999
2017-03-08,15615020000
2017-03-09,15499780000
2017-03-10,15154060000
2017-03-13,15442160000
2017-03-14,15845500000
2017-03-15,16075980000
2017-03-16,16191220000
2017-03-17,16767420000
2017-03-20,16882660000
2017-03-21,16133599999
2017-03-22,15557400000
2017-03-23,15269300000
2017-03-24,14981200000
2017-03-27,15211680000
2017-03-28,15211680000
2017-03-29,15269300000
2017-03-30,15096440000
2017-03-31,14981200000
2017-04-03,14462619999
2017-04-04,13540700000
2017-04-05,14059280000
2017-04-06,14405000000
2017-04-07,14174520000
2017-04-10,13713560000
2017-04-11,15096440000
2017-04-12,14347380000
2017-04-13,13886420000
2017-04-17,13713560000
2017-04-18,13713560000
2017-04-19,13713560000
2017-04-20,14116900000
2017-04-21,14462619999
2017-04-24,15038820000
2017-04-25,16364080000
2017-04-26,16997900000
2017-04-27,16767420000
2017-04-28,17170760000
2017-05-01,16133599999
2017-05-02,15384540000
2017-05-03,14865960000
2017-05-04,15672640000
2017-05-05,15384540000
2017-05-08,15903119999
2017-05-09,15557400000
2017-05-10,15442160000
2017-05-11,15730260000
2017-05-12,16191220000
2017-05-15,15960740000
2017-05-16,15787880000
2017-05-17,15269300000
2017-05-18,14865960000
2017-05-19,14865960000
2017-05-22,14981200000
2017-05-23,14635480000
2017-05-24,14808340000
2017-05-25,14981200000
2017-05-26,14981200000
2017-05-30,14981200000
2017-05-31,14635480000
2017-06-01,14808340000
2017-06-02,14981200000
2017-06-05,14808340000
2017-06-06,14693099999
2017-06-07,14174520000
2017-06-08,14059280000
2017-06-09,14001660000
2017-06-12,13598320000
2017-06-13,13655940000
2017-06-14,13598320000
2017-06-15,13828800000
2017-06-16,14405000000
2017-06-19,15038820000
2017-06-20,14923580000
2017-06-21,13828800000
2017-06-22,13540700000
2017-06-23,13713560000
2017-06-26,13771180000
2017-06-27,13540700000
2017-06-28,13655940000
2017-06-29,13598320000
2017-06-30,13425460000
2017-07-03,13425460000
2017-07-05,13079740000
2017-07-06,13022119999
2017-07-07,13022119999
2017-07-10,12964500000
2017-07-11,13022119999
2017-07-12,13598320000
2017-07-13,13310220000
2017-07-14,13310220000
2017-07-17,13310220000
2017-07-18,14116900000
2017-07-19,15326920000
2017-07-20,14923580000
2017-07-21,14808340000
2017-07-24,15384540000
2017-07-25,15730260000
2017-07-26,15960740000
2017-07-27,15096440000
2017-07-28,15211680000
2017-07-31,15269300000
2017-08-01,15499780000
2017-08-02,15787880000
2017-08-03,15557400000
2017-08-04,15442160000
2017-08-07,15845500000
2017-08-08,15787880000
2017-08-09,15672640000
2017-08-10,15384540000
2017-08-11,15442160000
2017-08-14,15557400000
2017-08-15,15730260000
2017-08-16,16075980000
2017-08-17,16133599999
2017-08-18,16018359999
2017-08-21,15960740000
2017-08-22,16133599999
2017-08-23,16133599999
2017-08-24,16248840000
2017-08-25,16364080000
2017-08-28,16306460000
2017-08-29,15442160000
2017-08-30,15730260000
2017-08-31,15557400000
2017-09-01,15557400000
2017-09-05,15096440000
2017-09-06,14520240000
2017-09-07,14693099999
2017-09-08,14462619999
2017-09-11,14462619999
2017-09-12,14520240000
2017-09-13,15787880000
2017-09-14,17113140000
2017-09-15,16191220000
2017-09-18,15787880000
2017-09-19,15903119999
2017-09-20,15787880000
2017-09-21,16133599999
2017-09-22,16133599999
2017-09-25,16306460000
2017-09-26,16248840000
2017-09-27,16479320000
2017-09-28,16767420000
2017-09-29,17228380000
2017-10-02,18150300000
2017-10-03,18207920000
2017-10-04,17055520000
2017-10-05,17055520000
2017-10-06,17746960000
2017-10-09,17746960000
2017-10-10,17689340000
2017-10-11,17574100000
2017-10-12,18323160000
2017-10-13,18668880000
2017-10-16,18265540000
2017-10-17,17401240000
2017-10-18,17862200000
2017-10-19,17689340000
2017-10-20,17862200000
2017-10-23,17804580000
2017-10-24,17746960000
2017-10-25,17804580000
2017-10-26,17804580000
2017-10-27,17977440000
2017-10-30,18207920000
2017-10-31,18265540000
2017-11-01,18150300000
2017-11-02,17862200000
2017-11-03,17516480000
2017-11-06,17343620000
2017-11-07,16709800000
2017-11-08,16594560000
2017-11-09,16940280000
2017-11-10,17113140000
2017-11-13,16767420000
2017-11-14,16940280000
2017-11-15,16882660000
2017-11-16,16191220000
2017-11-17,16018359999
2017-11-20,15557400000
2017-11-21,15903119999
2017-11-22,15845500000
2017-11-24,15557400000
2017-11-27,15557400000
2017-11-28,15787880000
2017-11-29,17055520000
2017-11-30,17401240000
2017-12-01,16652180000
2017-12-04,17113140000
2017-12-05,17113140000
2017-12-06,17055520000
2017-12-07,16536940000
2017-12-08,16075980000
2017-12-11,15787880000
2017-12-12,15672640000
2017-12-13,15672640000
2017-12-14,15499780000
2017-12-15,15557400000
2017-12-18,15903119999
2017-12-19,15845500000
2017-12-20,15787880000
2017-12-21,16306460000
2017-12-22,15960740000
2017-12-26,15730260000
2017-12-27,15384540000
2017-12-28,15326920000
2017-12-29,15269300000
2018-01-02,14750720000
2018-01-03,14520240000
2018-01-04,14059280000
2018-01-05,12791640000
2018-01-08,11696859999
2018-01-09,13079740000
2018-01-10,12618780000
2018-01-11,12618780000
2018-01-12,12388300000
2018-01-16,12445920000
2018-01-17,13252599999
2018-01-18,13022119999
2018-01-19,12734020000
2018-01-22,11927340000
2018-01-23,12388300000
2018-01-24,12215440000
2018-01-25,12157820000
2018-01-26,11984960000
2018-01-29,11984960000
2018-01-30,11869720000
2018-01-31,11927340000
2018-02-01,11869720000
2018-02-02,11524000000
2018-02-05,11063040000
2018-02-06,11120660000
2018-02-07,11235900000
2018-02-08,11005420000
2018-02-09,10890180000
2018-02-12,10774940000
2018-02-13,10717320000
2018-02-14,10313980000
2018-02-15,9910640000
2018-02-16,10313980000
2018-02-20,9795400000
2018-02-21,10083500000
2018-02-22,9853020000
2018-02-23,10083500000
2018-02-26,9910640000
2018-02-27,9795400000
2018-02-28,9507300000
2018-03-01,9219200000
2018-03-02,9334440000
2018-03-05,9161580000
2018-03-06,9680160000
2018-03-07,9737780000
2018-03-08,9392060000
2018-03-09,9392060000
2018-03-12,9737780000
2018-03-13,9737780000
2018-03-14,9449680000
2018-03-15,9449680000
2018-03-16,9392060000
2018-03-19,9334440000
2018-03-20,9219200000
2018-03-21,8931100000
2018-03-22,8643000000
2018-03-23,8239660000
2018-03-26,8297280000
2018-03-27,7951559999
2018-03-28,7317740000
2018-03-29,8124420000
2018-04-02,9103960000
2018-04-03,8585380000
2018-04-04,8585380000
2018-04-05,8585380000
2018-04-06,8354900000
2018-04-09,8239660000
2018-04-10,8239660000
2018-04-11,8815860000
2018-04-12,8988720000
2018-04-13,8815860000
2018-04-16,8815860000
2018-04-17,8815860000
2018-04-18,8700620000
2018-04-19,8873480000
2018-04-20,8931100000
2018-04-23,8700620000
2018-04-24,8815860000
2018-04-25,8700620000
2018-04-26,8700620000
2018-04-27,8354900000
2018-04-30,8297280000
2018-05-01,8239660000
2018-05-02,8239660000
2018-05-03,8124420000
2018-05-04,8066799999
2018-05-07,8182040000
2018-05-08,8009179999
2018-05-09,8066799999
2018-05-10,7490600000
2018-05-11,7432980000
2018-05-14,7202500000
2018-05-15,7836320000
2018-05-16,7893940000
2018-05-17,8182040000
2018-05-18,8354900000
2018-05-21,8470140000
2018-05-22,8412520000
2018-05-23,8758240000
2018-05-24,8815860000
2018-05-25,9103960000
2018-05-29,8873480000
2018-05-30,8873480000
2018-05-31,8585380000
2018-06-01,8527760000
2018-06-04,8297280000
2018-06-05,8297280000
2018-06-06,8297280000
2018-06-07,8297280000
2018-06-08,8182040000
2018-06-11,8124420000
2018-06-12,8527760000
2018-06-13,8758240000
2018-06-14,8643000000
2018-06-15,8585380000
2018-06-18,8412520000
2018-06-19,8585380000
2018-06-20,8527760000
2018-06-21,8297280000
2018-06-22,8585380000
2018-06-25,8412520000
2018-06-26,8527760000
2018-06-27,8354900000
2018-06-28,8297280000
2018-06-29,8182040000
2018-07-02,8182040000
2018-07-03,8182040000
2018-07-05,8182040000
2018-07-06,8066799999
2018-07-09,8124420000
2018-07-10,8182040000
2018-07-11,8066799999
2018-07-12,8066799999
2018-07-13,8124420000
2018-07-16,7663460000
