,HBAN
2013-12-03,7483615900
2013-12-04,7574980799
2013-12-05,7483615900
2013-12-06,7674651600
2013-12-09,7724487000
2013-12-10,7840769600
2013-12-11,7724487000
2013-12-12,7832463700
2013-12-13,7774322400
2013-12-16,7898910900
2013-12-17,7799240100
2013-12-18,7907216800
2013-12-19,7932134500
2013-12-20,7940440400
2013-12-23,7998581700
2013-12-24,8023499400
2013-12-26,8015193500
2013-12-27,7981969900
2013-12-30,7957052200
2013-12-31,8006209350
2014-01-02,7914946859
2014-01-03,7964726400
2014-01-06,7948133220
2014-01-07,8064285480
2014-01-08,8089175250
2014-01-09,8105768430
2014-01-10,8122361609
2014-01-13,8022802530
2014-01-14,8105768430
2014-01-15,8213624100
2014-01-16,7989616170
2014-01-17,7989616170
2014-01-21,8188734329
2014-01-22,8205327510
2014-01-23,8089175250
2014-01-24,7815387780
2014-01-27,7749015060
2014-01-28,7757311650
2014-01-29,7632862799
2014-01-30,7682642340
2014-01-31,7525007130
2014-02-03,7234626480
2014-02-04,7350778740
2014-02-05,7334185560
2014-02-06,7491820769
2014-02-07,7491820769
2014-02-10,7491820769
2014-02-11,7574786670
2014-02-12,7566490079
2014-02-13,7541600310
2014-02-14,7566490079
2014-02-18,7516710540
2014-02-19,7342482150
2014-02-20,7425448049
2014-02-21,7558193490
2014-02-24,7690938930
2014-02-25,7707532109
2014-02-26,7757311650
2014-02-27,7815387780
2014-02-28,7906650269
2014-03-03,7898353680
2014-03-04,8039395710
2014-03-05,8006209350
2014-03-06,8047692299
2014-03-07,8130658200
2014-03-10,8130658200
2014-03-11,8055988890
2014-03-12,8039395710
2014-03-13,7973022990
2014-03-14,7939836630
2014-03-17,8006209350
2014-03-18,8089175250
2014-03-19,8130658200
2014-03-20,8304886590
2014-03-21,8205327510
2014-03-24,8213624100
2014-03-25,8263403640
2014-03-26,8197030920
2014-03-27,8055988890
2014-03-28,8180437740
2014-03-31,8190813620
2014-04-01,8346907360
2014-04-02,8322260980
2014-04-03,8379769199
2014-04-04,8264752760
2014-04-07,8116874480
2014-04-08,8133305400
2014-04-09,8108659019
2014-04-10,7738963320
2014-04-11,7730747860
2014-04-14,7697886019
2014-04-15,7780040620
2014-04-16,7648593260
2014-04-17,7566438660
2014-04-21,7591085040
2014-04-22,7697886019
2014-04-23,7763609699
2014-04-24,7665024180
2014-04-25,7525361360
2014-04-28,7451422220
2014-04-29,7434991300
2014-04-30,7525361360
2014-05-01,7459637680
2014-05-02,7508930440
2014-05-05,7484284060
2014-05-06,7410344920
2014-05-07,7517145900
2014-05-08,7558223199
2014-05-09,7591085040
2014-05-12,7738963320
2014-05-13,7697886019
2014-05-14,7525361360
2014-05-15,7426775839
2014-05-16,7393914000
2014-05-19,7492499519
2014-05-20,7410344920
2014-05-21,7476068600
2014-05-22,7443206760
2014-05-23,7476068600
2014-05-27,7533576820
2014-05-28,7566438660
2014-05-29,7591085040
2014-05-30,7615731420
2014-06-02,7689670560
2014-06-03,7697886019
2014-06-04,7738963320
2014-06-05,7821117920
2014-06-06,7853979760
2014-06-09,7985427120
2014-06-10,7977211660
2014-06-11,7829333379
2014-06-12,7788256080
2014-06-13,7755394240
2014-06-16,7706101480
2014-06-17,7788256080
2014-06-18,7845764300
2014-06-19,7845764300
2014-06-20,7903272519
2014-06-23,7936134360
2014-06-24,7845764300
2014-06-25,7862195220
2014-06-26,7870410680
2014-06-27,7853979760
2014-06-30,7789381379
2014-07-01,7871031080
2014-07-02,7830206230
2014-07-03,7920020899
2014-07-07,7887361020
2014-07-08,7830206230
2014-07-09,7895525990
2014-07-10,7813876290
2014-07-11,7854701139
2014-07-14,7862866110
2014-07-15,7969010720
2014-07-16,7862866110
2014-07-17,7593422100
2014-07-18,7960845750
2014-07-21,7952680780
2014-07-22,8034330480
2014-07-23,8050660420
2014-07-24,8140475090
2014-07-25,8148640060
2014-07-28,8042495450
2014-07-29,8034330480
2014-07-30,8091485270
2014-07-31,8018000540
2014-08-01,7920020899
2014-08-04,7920020899
2014-08-05,7805711320
2014-08-06,7805711320
2014-08-07,7724061620
2014-08-08,7764886470
2014-08-11,7732226590
2014-08-12,7830206230
2014-08-13,7879196050
2014-08-14,7895525990
2014-08-15,7854701139
2014-08-18,7952680780
2014-08-19,7911855930
2014-08-20,7936350840
2014-08-21,8034330480
2014-08-22,8034330480
2014-08-25,8091485270
2014-08-26,8083320300
2014-08-27,8026165510
2014-08-28,8009835570
2014-08-29,8034330480
2014-09-02,8091485270
2014-09-03,8075155330
2014-09-04,8099650240
2014-09-05,8132310120
2014-09-08,8132310120
2014-09-09,8042495450
2014-09-10,8107815210
2014-09-11,8132310120
2014-09-12,8271114610
2014-09-15,8197629879
2014-09-16,8181299940
2014-09-17,8246619700
2014-09-18,8336434370
2014-09-19,8230289760
2014-09-22,8197629879
2014-09-23,8099650240
2014-09-24,8124145149
2014-09-25,8001670600
2014-09-26,8050660420
2014-09-29,7993505629
2014-09-30,7900438910
2014-10-01,7794883200
2014-10-02,7859840560
2014-10-03,7941037259
2014-10-06,7908558580
2014-10-07,7762404520
2014-10-08,7924797920
2014-10-09,7746165179
2014-10-10,7673088149
2014-10-13,7640609470
2014-10-14,7721806170
2014-10-15,7453857060
2014-10-16,7461976730
2014-10-17,7413258710
2014-10-20,7405139039
2014-10-21,7608130789
2014-10-22,7567532440
2014-10-23,7656848810
2014-10-24,7705566830
2014-10-27,7762404520
2014-10-28,7892319240
2014-10-29,7965396270
2014-10-30,7924797920
2014-10-31,8046592970
2014-11-03,8005994620
2014-11-04,8038473300
2014-11-05,8152148679
2014-11-06,8184627360
2014-11-07,8192747030
2014-11-10,8225225710
2014-11-11,8217106039
2014-11-12,8257704390
2014-11-13,8200866700
2014-11-14,8200866700
2014-11-17,8192747030
2014-11-18,8233345380
2014-11-19,8217106039
2014-11-20,8241465050
2014-11-21,8225225710
2014-11-24,8265824060
2014-11-25,8208986370
2014-11-26,8322661750
2014-11-28,8208986370
2014-12-01,8103430660
2014-12-02,8152148679
2014-12-03,8241465050
2014-12-04,8265824060
2014-12-05,8468815810
2014-12-08,8452576470
2014-12-09,8493174820
2014-12-10,8306422410
2014-12-11,8322661750
2014-12-12,8168388020
2014-12-15,8127789670
2014-12-16,8168388020
2014-12-17,8273943730
2014-12-18,8501294490
2014-12-19,8387619110
2014-12-22,8476935480
2014-12-23,8614969870
2014-12-24,8574371520
2014-12-26,8582491190
2014-12-29,8688046900
2014-12-30,8655568220
2014-12-31,8518864560
2015-01-02,8502669000
2015-01-05,8251637820
2015-01-06,8032997760
2015-01-07,8138268900
2015-01-08,8324517839
2015-01-09,8089682220
2015-01-12,8105877780
2015-01-13,8081584440
2015-01-14,7976313300
2015-01-15,7862944380
2015-01-16,8032997760
2015-01-20,7911531060
2015-01-21,7903433280
2015-01-22,8219246700
2015-01-23,8130171119
2015-01-26,8235442260
2015-01-27,8122073339
2015-01-28,7911531060
2015-01-29,8162562240
2015-01-30,8113975560
2015-02-02,8316420060
2015-02-03,8397397859
2015-02-04,8275931160
2015-02-05,8348811180
2015-02-06,8429788980
2015-02-09,8397397859
2015-02-10,8583646800
2015-02-11,8502669000
2015-02-12,8672722380
2015-02-13,8656526820
2015-02-17,8664624600
2015-02-18,8607940140
2015-02-19,8616037920
2015-02-20,8680820160
2015-02-23,8640331260
2015-02-24,8875166880
2015-02-25,8891362440
2015-02-26,8883264660
2015-02-27,8858971320
2015-03-02,8875166880
2015-03-03,8842775760
2015-03-04,8761797960
2015-03-05,8802286860
2015-03-06,8915655780
2015-03-09,8980438020
2015-03-10,8713211280
2015-03-11,8794189080
2015-03-12,9069513600
2015-03-13,9004731360
2015-03-16,9020926920
2015-03-17,9085709160
2015-03-18,9045220260
2015-03-19,8988535800
2015-03-20,9126198060
2015-03-23,9029024700
2015-03-24,8923753560
2015-03-25,8761797960
2015-03-26,8810384640
2015-03-27,8769895740
2015-03-30,8915655780
2015-03-31,8916145550
2015-04-01,8875801000
2015-04-02,8908076640
2015-04-06,8924214460
2015-04-07,8956490100
2015-04-08,8924214460
2015-04-09,8948421190
2015-04-10,8916145550
2015-04-13,9101730480
2015-04-14,8996834650
2015-04-15,9093661570
2015-04-16,9093661570
2015-04-17,8964559010
2015-04-20,8996834650
2015-04-21,9012972470
2015-04-22,8900007730
2015-04-23,8827387540
2015-04-24,8706353890
2015-04-27,8641802610
2015-04-28,8706353890
2015-04-29,8787042990
2015-04-30,8762836260
2015-05-01,8787042990
2015-05-04,8916145550
2015-05-05,8859663180
2015-05-06,8778974080
2015-05-07,8803180810
2015-05-08,8875801000
2015-05-11,8948421190
2015-05-12,8956490100
2015-05-13,9037179200
2015-05-14,9061385930
2015-05-15,8940352280
2015-05-18,9085592660
2015-05-19,9238901950
2015-05-20,9158212850
2015-05-21,9150143940
2015-05-22,9085592660
2015-05-26,8980696830
2015-05-27,9093661570
2015-05-28,9101730480
2015-05-29,8980696830
2015-06-01,8908076640
2015-06-02,9012972470
2015-06-03,9093661570
2015-06-04,9004903560
2015-06-05,9150143940
2015-06-08,9093661570
2015-06-09,9190488490
2015-06-10,9230833040
2015-06-11,9263108680
2015-06-12,9295384320
2015-06-15,9206626310
2015-06-16,9271177590
2015-06-17,9166281760
2015-06-18,9287315410
2015-06-19,9166281760
2015-06-22,9335728870
2015-06-23,9424486880
2015-06-24,9343797780
2015-06-25,9222764130
2015-06-26,9246970860
2015-06-29,9037179200
2015-06-30,9057986730
2015-07-01,9186128010
2015-07-02,9090022050
2015-07-06,9082013220
2015-07-07,8985907260
2015-07-08,8849757150
2015-07-09,8905818960
2015-07-10,8977898430
2015-07-13,9098030880
2015-07-14,9162101520
2015-07-15,9234180990
2015-07-16,9274225140
2015-07-17,9242189820
2015-07-20,9306260460
2015-07-21,9274225140
2015-07-22,9290242800
2015-07-23,9394357590
2015-07-24,9418384080
2015-07-27,9290242800
2015-07-28,9362322270
2015-07-29,9394357590
2015-07-30,9426392910
2015-07-31,9346304610
2015-08-03,9370331100
2015-08-04,9346304610
2015-08-05,9426392910
2015-08-06,9394357590
2015-08-07,9290242800
2015-08-10,9474445890
2015-08-11,9322278120
2015-08-12,9218163330
2015-08-13,9306260460
2015-08-14,9450419400
2015-08-17,9442410570
2015-08-18,9482454720
2015-08-19,9322278120
2015-08-20,9065995560
2015-08-21,8809713000
2015-08-24,8361218520
2015-08-25,8177015430
2015-08-26,8473342140
2015-08-27,8697589380
2015-08-28,8737633530
2015-08-31,8737633530
2015-09-01,8369227349
2015-09-02,8481350970
2015-09-03,8577456930
2015-09-04,8449315650
2015-09-08,8681571720
2015-09-09,8577456930
2015-09-10,8665554060
2015-09-11,8657545230
2015-09-14,8697589380
2015-09-15,8761660020
2015-09-16,8841748320
2015-09-17,8561439270
2015-09-18,8297147880
2015-09-21,8425289160
2015-09-22,8273121390
2015-09-23,8297147880
2015-09-24,8265112560
2015-09-25,8401262670
2015-09-28,8241086069
2015-09-29,8361218520
2015-09-30,8438607000
2015-10-01,8510255550
2015-10-02,8422685100
2015-10-05,8581904099
2015-10-06,8573943150
2015-10-07,8677435500
2015-10-08,8693357400
2015-10-09,8589865049
2015-10-12,8645591700
2015-10-13,8550060300
2015-10-14,8382880349
2015-10-15,8534138400
2015-10-16,8518216499
2015-10-19,8518216499
2015-10-20,8613747900
2015-10-21,8454528899
2015-10-22,8653552650
2015-10-23,8860537350
2015-10-26,8733162150
2015-10-27,8677435500
2015-10-28,9035678250
2015-10-29,8995873500
2015-10-30,8733162150
2015-11-02,8844615450
2015-11-03,8860537350
2015-11-04,8916264000
2015-11-05,9019756350
2015-11-06,9274506750
2015-11-09,9210819150
2015-11-10,9242662950
2015-11-11,9194897250
2015-11-12,9011795400
2015-11-13,8932185900
2015-11-16,9091404900
2015-11-17,9131209650
2015-11-18,9322272450
2015-11-19,9338194350
2015-11-20,9290428650
2015-11-23,9274506750
2015-11-24,9282467700
2015-11-25,9282467700
2015-11-27,9362077200
2015-11-30,9306350550
2015-12-01,9393921000
2015-12-02,9290428650
2015-12-03,9099365850
2015-12-04,9354116250
2015-12-07,9202858200
2015-12-08,8940146850
2015-12-09,8804810700
2015-12-10,8828693550
2015-12-11,8613747900
2015-12-14,8629669800
2015-12-15,8940146850
2015-12-16,9019756350
2015-12-17,8852576400
2015-12-18,8613747900
2015-12-21,8637630750
2015-12-22,8749084050
2015-12-23,8876459250
2015-12-24,8924224950
2015-12-28,8876459250
2015-12-29,8995873500
2015-12-30,8892381150
2015-12-31,8801050300
2016-01-04,8514578499
2016-01-05,8530493600
2016-01-06,8395215250
2016-01-07,8140573650
2016-01-08,7997337750
2016-01-11,8037125500
2016-01-12,8100785900
2016-01-13,7758611250
2016-01-14,7838186750
2016-01-15,7623332900
2016-01-19,7543757400
2016-01-20,7368691300
2016-01-21,7161795000
2016-01-22,7281158250
2016-01-25,7002644000
2016-01-26,6405827750
2016-01-27,6572936300
2016-01-28,6748002400
2016-01-29,6827577900
2016-02-01,6875323200
2016-02-02,6692299550
2016-02-03,6779832600
2016-02-04,6899195850
2016-02-05,6827577900
2016-02-08,6692299550
2016-02-09,6724129749
2016-02-10,6660469349
2016-02-11,6373997550
2016-02-12,6716172200
2016-02-16,6954898700
2016-02-17,6978771350
2016-02-18,6779832600
2016-02-19,6899195850
2016-02-22,7034474200
2016-02-23,6851450550
2016-02-24,6795747699
2016-02-25,6875323200
2016-02-26,7122007249
2016-02-29,6962856250
2016-03-01,7305030900
2016-03-02,7392563949
2016-03-03,7639248000
2016-03-04,7694950850
2016-03-07,7623332900
2016-03-08,7440309250
2016-03-09,7432351700
2016-03-10,7591502699
2016-03-11,7814314100
2016-03-14,7750653700
2016-03-15,7686993300
2016-03-16,7543757400
2016-03-17,7599460250
2016-03-18,7694950850
2016-03-21,7710865950
2016-03-22,7718823499
2016-03-23,7663120650
2016-03-24,7631290450
2016-03-28,7583545149
2016-03-29,7583545149
2016-03-30,7631290450
2016-03-31,7614513179
2016-04-01,7630476520
2016-04-04,7590568170
2016-04-05,7510751470
2016-04-06,7614513179
2016-04-07,7422953100
2016-04-08,7446898110
2016-04-11,7486806460
2016-04-12,7638458190
2016-04-13,7901853300
2016-04-14,7973688330
2016-04-15,7925798310
2016-04-18,7949743320
2016-04-19,8069468370
2016-04-20,8205156759
2016-04-21,8157266740
2016-04-22,8181211750
2016-04-25,8109376720
2016-04-26,8189193420
2016-04-27,8197175090
2016-04-28,8077450039
2016-04-29,8029560020
2016-05-02,8133321730
2016-05-03,7989651670
2016-05-04,7869926620
2016-05-05,7877908289
2016-05-06,7885889960
2016-05-09,7814054929
2016-05-10,7973688330
2016-05-11,7957724990
2016-05-12,7893871630
2016-05-13,7718274890
2016-05-16,7806073259
2016-05-17,7798091590
2016-05-18,8213138429
2016-05-19,8157266740
2016-05-20,8165248410
2016-05-23,8141303399
2016-05-24,8284973460
2016-05-25,8476533539
2016-05-26,8348826820
2016-05-27,8444606860
2016-05-31,8340845149
2016-06-01,8388735170
2016-06-02,8428643520
2016-06-03,8269010120
2016-06-06,8404698509
2016-06-07,8308918470
2016-06-08,8261028450
2016-06-09,8117358390
2016-06-10,7941761649
2016-06-13,7869926620
2016-06-14,7566623160
2016-06-15,7550659820
2016-06-16,7430934770
2016-06-17,7422953100
2016-06-20,7406989759
2016-06-21,7391026420
2016-06-22,7359099740
2016-06-23,7526714810
2016-06-24,6872217870
2016-06-27,6457171030
2016-06-28,6680657789
2016-06-29,6792401170
2016-06-30,8390887320
2016-07-01,8287643740
2016-07-05,7987298780
2016-07-06,7996684560
2016-07-07,8052999240
2016-07-08,8184400160
2016-07-11,8306415300
2016-07-12,8541059800
2016-07-13,8522288240
2016-07-14,8663074940
2016-07-15,8691232280
2016-07-18,8728775400
2016-07-19,8700618060
2016-07-20,8672460720
2016-07-21,8597374480
2016-07-22,8710003840
2016-07-25,8728775400
2016-07-26,8832018980
2016-07-27,8841404760
2016-07-28,8878947880
2016-07-29,8916491000
2016-08-01,8803861640
2016-08-02,8700618060
2016-08-03,8803861640
2016-08-04,8775704300
2016-08-05,9151135500
2016-08-08,9141749720
2016-08-09,9104206600
2016-08-10,8954034120
2016-08-11,8982191460
2016-08-12,8897719440
2016-08-15,9085435040
2016-08-16,9047891920
2016-08-17,9066663480
2016-08-18,8925876780
2016-08-19,8925876780
2016-08-22,9057277700
2016-08-23,9047891920
2016-08-24,8925876780
2016-08-25,9010348800
2016-08-26,9094820820
2016-08-29,9160521280
2016-08-30,9282536420
2016-08-31,9395165780
2016-09-01,9348236880
2016-09-02,9404551560
2016-09-06,9254379080
2016-09-07,9291922200
2016-09-08,9282536420
2016-09-09,9254379080
2016-09-12,9385780000
2016-09-13,9273150640
2016-09-14,9198064400
2016-09-15,9188678620
2016-09-16,9132363940
2016-09-19,9122978160
2016-09-20,9113592380
2016-09-21,9132363940
2016-09-22,9273150640
2016-09-23,9291922200
2016-09-26,9019734580
2016-09-27,9141749720
2016-09-28,9310693760
2016-09-29,9113592380
2016-09-30,10700594580
2016-10-03,10635479400
2016-10-04,10722299640
2016-10-05,11004465420
2016-10-06,11026170480
2016-10-07,11037023010
2016-10-10,11026170480
2016-10-11,10874235060
2016-10-12,10819972410
2016-10-13,10548659160
2016-10-14,10657184460
2016-10-17,10483543980
2016-10-18,10635479400
2016-10-19,10885087590
2016-10-20,11004465420
2016-10-21,10917645180
2016-10-24,10961055300
2016-10-25,11058728070
2016-10-26,11612207100
2016-10-27,11666469750
2016-10-28,11460271680
2016-10-31,11503681800
2016-11-01,11460271680
2016-11-02,11210663490
2016-11-03,11123843250
2016-11-04,11026170480
2016-11-07,11340893850
2016-11-08,11123843250
2016-11-09,11840110230
2016-11-10,12588934800
2016-11-11,12697460100
2016-11-14,12979625880
2016-11-15,12979625880
2016-11-16,12947068290
2016-11-17,13272644190
2016-11-18,13565662500
2016-11-21,13500547320
2016-11-22,13587367560
2016-11-23,13685040330
2016-11-25,13630777680
2016-11-28,13305201780
2016-11-29,13326906840
2016-11-30,13522252380
2016-12-01,14140846590
2016-12-02,14043173820
2016-12-05,14140846590
2016-12-06,14347044660
2016-12-07,14336192130
2016-12-08,14607505380
2016-12-09,14661768030
2016-12-12,14433864900
2016-12-13,14379602250
2016-12-14,14216814300
2016-12-15,14477275020
2016-12-16,14129994060
2016-12-19,14205961770
2016-12-20,14498980080
2016-12-21,14466422490
2016-12-22,14466422490
2016-12-23,14564095260
2016-12-27,14585800320
2016-12-28,14379602250
2016-12-29,14195109240
2016-12-30,14347044660
2017-01-03,14470501680
2017-01-04,14644321520
2017-01-05,14405319240
2017-01-06,14437910460
2017-01-09,14470501680
2017-01-10,14481365420
2017-01-11,14600866560
2017-01-12,14470501680
2017-01-13,14633457780
2017-01-17,14068543300
2017-01-18,14285818100
2017-01-19,14133725740
2017-01-20,14253226880
2017-01-23,14188044440
2017-01-24,14394455500
2017-01-25,15230963480
2017-01-26,15220099740
2017-01-27,14970233720
2017-01-30,14796413880
2017-01-31,14698640220
2017-02-01,14666049000
2017-02-02,14383591760
2017-02-03,14785550140
2017-02-06,14698640220
2017-02-07,14644321520
2017-02-08,14557411600
2017-02-09,14720367700
2017-02-10,14796413880
2017-02-13,15002824940
2017-02-14,15339600880
2017-02-15,15448238280
2017-02-16,15393919580
2017-02-17,15350464620
2017-02-21,15415647060
2017-02-22,15415647060
2017-02-23,15404783320
2017-02-24,15404783320
2017-02-27,15437374540
2017-02-28,15361328360
2017-03-01,15926242840
2017-03-02,15524284460
2017-03-03,15643785600
2017-03-06,15546011940
2017-03-07,15469965760
2017-03-08,15404783320
2017-03-09,15437374540
2017-03-10,15415647060
2017-03-13,15437374540
2017-03-14,15296145920
2017-03-15,15133189820
2017-03-16,15122326080
2017-03-17,14915915020
2017-03-20,14687776480
2017-03-21,13796949800
2017-03-22,13883859720
2017-03-23,14144589480
2017-03-24,14242363140
2017-03-27,14144589480
2017-03-28,14361864280
2017-03-29,14361864280
2017-03-30,14763822660
2017-03-31,14580826260
2017-04-03,14537268900
2017-04-04,14493711540
2017-04-05,14232367380
2017-04-06,14373928800
2017-04-07,14286814080
2017-04-10,14156142000
2017-04-11,14156142000
2017-04-12,14003691240
2017-04-13,13709679060
2017-04-17,14058137940
2017-04-18,13938355200
2017-04-19,13709679060
2017-04-20,13851240480
2017-04-21,13720568400
2017-04-24,14145252660
2017-04-25,14199699360
2017-04-26,14286814080
2017-04-27,14145252660
2017-04-28,14003691240
2017-05-01,14254146060
2017-05-02,14101695300
2017-05-03,14308592760
2017-05-04,14210588700
2017-05-05,14145252660
2017-05-08,14210588700
2017-05-09,14079916620
2017-05-10,14047248600
2017-05-11,13927465860
2017-05-12,13894797840
2017-05-15,14101695300
2017-05-16,14199699360
2017-05-17,13382998860
2017-05-18,13611675000
2017-05-19,13687900380
2017-05-22,13764125760
2017-05-23,14036359260
2017-05-24,13960133880
2017-05-25,14014580580
2017-05-26,14003691240
2017-05-30,13873019160
2017-05-31,13655232360
2017-06-01,13851240480
2017-06-02,13698789720
2017-06-05,13687900380
2017-06-06,13557228300
2017-06-07,13818572460
2017-06-08,14069027280
2017-06-09,14471932860
2017-06-12,14559047580
2017-06-13,14537268900
2017-06-14,14602604940
2017-06-15,14471932860
2017-06-16,14395707480
2017-06-19,14504600880
2017-06-20,14406596820
2017-06-21,14221478040
2017-06-22,14090805960
2017-06-23,13840351140
2017-06-26,13927465860
2017-06-27,14058137940
2017-06-28,14308592760
2017-06-29,14569936920
2017-06-30,14683233760
2017-07-03,14933022500
2017-07-05,14987324400
2017-07-06,14835279080
2017-07-07,14867860220
2017-07-10,14867860220
2017-07-11,14889580980
2017-07-12,14911301740
2017-07-13,15063347060
2017-07-14,14976464020
2017-07-17,14998184780
2017-07-18,14889580980
2017-07-19,14878720600
2017-07-20,14726675280
2017-07-21,14085912860
2017-07-24,14324841220
2017-07-25,14552909200
2017-07-26,14313980840
2017-07-27,14248818560
2017-07-28,14303120460
2017-07-31,14390003500
2017-08-01,14466026160
2017-08-02,14466026160
2017-08-03,14292260080
2017-08-04,14444305400
2017-08-07,14422584640
2017-08-08,14498607300
2017-08-09,14303120460
2017-08-10,13912146780
2017-08-11,13814403360
2017-08-14,14075052480
2017-08-15,14118494000
2017-08-16,14118494000
2017-08-17,13727520320
2017-08-18,13749241080
2017-08-21,13684078800
2017-08-22,13792682600
2017-08-23,13760101460
2017-08-24,13792682600
2017-08-25,13857844880
2017-08-28,13814403360
2017-08-29,13673218420
2017-08-30,13760101460
2017-08-31,13673218420
2017-09-01,13792682600
2017-09-05,13445150440
2017-09-06,13586335380
2017-09-07,13227942840
2017-09-08,13379988160
2017-09-11,13618916520
2017-09-12,13890426020
2017-09-13,14009890200
2017-09-14,13901286400
2017-09-15,13857844880
2017-09-18,14216237420
2017-09-19,14390003500
2017-09-20,14509467680
2017-09-21,14552909200
2017-09-22,14542048820
2017-09-25,14531188440
2017-09-26,14607211100
2017-09-27,14933022500
2017-09-28,15063347060
2017-09-29,15161090480
2017-10-02,15126653880
2017-10-03,14975818300
2017-10-04,14824982720
2017-10-05,15040462120
2017-10-06,14975818300
2017-10-09,14921948450
2017-10-10,15062010060
2017-10-11,14921948450
2017-10-12,14857304630
2017-10-13,14760338900
2017-10-16,14997366240
2017-10-17,14878852570
2017-10-18,15029688150
2017-10-19,15062010060
2017-10-20,15288263430
2017-10-23,15202071670
2017-10-24,15309811370
2017-10-25,14954270360
2017-10-26,14986592270
2017-10-27,15018914180
2017-10-30,14835756690
2017-10-31,14868078600
2017-11-01,14878852570
2017-11-02,14943496390
2017-11-03,14846530660
2017-11-06,14846530660
2017-11-07,14437119800
2017-11-08,14318606130
2017-11-09,14232414370
2017-11-10,14156996580
2017-11-13,14394023920
2017-11-14,14663373170
2017-11-15,14555633470
2017-11-16,14437119800
2017-11-17,14587955380
2017-11-20,14620277290
2017-11-21,14598729350
2017-11-22,14587955380
2017-11-24,14501763620
2017-11-27,14544859500
2017-11-28,15051236090
2017-11-29,15600708560
2017-11-30,15514516800
2017-12-01,15557612680
2017-12-04,15837735900
2017-12-05,15579160620
2017-12-06,15643804440
2017-12-07,15848509870
2017-12-08,15999345450
2017-12-11,15751544140
2017-12-12,15956249570
2017-12-13,15708448260
2017-12-14,15557612680
2017-12-15,15708448260
2017-12-18,15816187960
2017-12-19,15740770170
2017-12-20,15773092080
2017-12-21,15988571480
2017-12-22,15923927660
2017-12-26,15762318110
2017-12-27,15719222230
2017-12-28,15880831780
2017-12-29,15686900320
2018-01-02,15824005600
2018-01-03,15954065920
2018-01-04,16094964600
2018-01-05,16235863280
2018-01-08,16203348200
2018-01-09,16506822280
2018-01-10,16777781280
2018-01-11,16940356680
2018-01-12,17178800600
2018-01-16,16994548480
2018-01-17,17081255360
2018-01-18,16810296360
2018-01-19,17135447160
2018-01-22,17373891080
2018-01-23,17384729440
2018-01-24,17460597960
2018-01-25,17395567800
2018-01-26,17568981560
2018-01-29,17590658280
2018-01-30,17449759600
2018-01-31,17536466480
2018-02-01,17709880240
2018-02-02,17428082880
2018-02-05,16723589480
2018-02-06,16831973080
2018-02-07,16951195040
2018-02-08,16365923600
2018-02-09,16701912760
2018-02-12,16777781280
2018-02-13,16821134720
2018-02-14,17222154040
2018-02-15,17189638960
2018-02-16,17157123880
2018-02-20,17232992400
2018-02-21,17395567800
2018-02-22,17048740280
2018-02-23,17330537640
2018-02-26,17373891080
2018-02-27,17146285520
2018-02-28,17016225200
2018-03-01,16918679960
2018-03-02,17124608800
2018-03-05,17352214360
2018-03-06,17558143200
2018-03-07,17644850080
2018-03-08,17514789760
2018-03-09,17883294000
2018-03-12,17861617280
2018-03-13,17655688440
2018-03-14,17395567800
2018-03-15,17384729440
2018-03-16,17417244520
2018-03-19,17254669120
2018-03-20,17157123880
2018-03-21,17211315680
2018-03-22,16593529160
2018-03-23,15932389200
2018-03-26,16561014080
2018-03-27,16181671480
2018-03-28,16279216720
2018-03-29,16365923600
2018-04-02,16185953790
2018-04-03,16362487710
2018-04-04,16572121740
2018-04-05,16627288590
2018-04-06,16064586720
2018-04-09,16130786940
2018-04-10,16406621190
2018-04-11,16163887050
2018-04-12,16539021630
2018-04-13,16174920420
2018-04-16,16185953790
2018-04-17,15976319760
2018-04-18,15987353130
2018-04-19,16196987160
2018-04-20,16274220750
2018-04-23,16561088370
2018-04-24,16384554450
2018-04-25,16616255220
2018-04-26,16583155110
2018-04-27,16704522180
2018-04-30,16450754670
2018-05-01,16340420970
2018-05-02,16174920420
2018-05-03,15954253020
2018-05-04,16219053900
2018-05-07,16252154010
2018-05-08,16395587820
2018-05-09,16649355330
2018-05-10,16704522180
2018-05-11,16693488810
2018-05-14,16671422070
2018-05-15,16715555550
2018-05-16,16660388700
2018-05-17,16936222950
2018-05-18,16682455440
2018-05-21,16792789140
2018-05-22,16947256320
2018-05-23,16748655660
2018-05-24,16715555550
2018-05-25,16660388700
2018-05-29,15932186280
2018-05-30,16395587820
2018-05-31,16406621190
2018-06-01,16759689030
2018-06-04,16847955990
2018-06-05,16858989360
2018-06-06,17201023830
2018-06-07,17167923720
2018-06-08,17311357530
2018-06-11,17167923720
2018-06-12,17201023830
2018-06-13,17156890350
2018-06-14,17013456540
2018-06-15,16914156210
2018-06-18,16914156210
2018-06-19,16958289690
2018-06-20,17046556650
2018-06-21,17223090570
2018-06-22,16936222950
2018-06-25,16770722400
2018-06-26,16605221850
2018-06-27,16417654560
2018-06-28,16428687930
2018-06-29,16285254120
2018-07-02,16083668880
2018-07-03,15964369920
2018-07-05,15996906000
2018-07-06,16127050320
2018-07-09,16495792560
2018-07-10,16246349280
2018-07-11,16083668880
2018-07-12,15996906000
2018-07-13,15888452400
2018-07-16,16159586400
2018-07-17,16181277120
2018-07-18,16322266800
2018-07-19,16268040000
2018-07-20,16376493600
