,UNP
2013-11-26,74047284000
2013-11-27,74597004000
2013-11-29,74230524000
2013-12-02,74908512000
2013-12-03,74422926000
2013-12-04,73928178000
2013-12-05,74377116000
2013-12-06,75284154000
2013-12-09,75357450000
2013-12-10,74560356000
2013-12-11,73616670000
2013-12-12,73744938000
2013-12-13,73644156000
2013-12-16,74074770000
2013-12-17,73763262000
2013-12-18,74926836000
2013-12-19,75220020000
2013-12-20,74945160000
2013-12-23,75559014000
2013-12-24,75879684000
2013-12-26,76237002000
2013-12-27,76072086000
2013-12-30,76072086000
2013-12-31,76280400000
2014-01-02,75880836000
2014-01-03,75762783000
2014-01-06,74990898000
2014-01-07,75653811000
2014-01-08,75790026000
2014-01-09,76861584000
2014-01-10,77361039000
2014-01-13,76307643000
2014-01-14,76652721000
2014-01-15,77252067000
2014-01-16,76262238000
2014-01-17,76207752000
2014-01-21,76334886000
2014-01-22,76507425000
2014-01-23,79059186000
2014-01-24,77933142000
2014-01-27,77742441000
2014-01-28,78459840000
2014-01-29,78069357000
2014-01-30,80012691000
2014-01-31,79113672000
2014-02-03,77978547000
2014-02-04,78668703000
2014-02-05,78387192000
2014-02-06,79513236000
2014-02-07,80321445000
2014-02-10,79358859000
2014-02-11,80684685000
2014-02-12,81211383000
2014-02-13,81111492000
2014-02-14,81792567000
2014-02-18,80957115000
2014-02-19,79849233000
2014-02-20,80757333000
2014-02-21,81329436000
2014-02-24,81556461000
2014-02-25,81138735000
2014-02-26,80466741000
2014-02-27,81047925000
2014-02-28,81901539000
2014-03-03,81501975000
2014-03-04,83481633000
2014-03-05,83699577000
2014-03-06,84389733000
2014-03-07,85170699000
2014-03-10,84553191000
2014-03-11,84353409000
2014-03-12,85152537000
2014-03-13,84389733000
2014-03-14,84062817000
2014-03-17,85070808000
2014-03-18,85997070000
2014-03-19,84843783000
2014-03-20,85688316000
2014-03-21,85061727000
2014-03-24,85361400000
2014-03-25,84898269000
2014-03-26,83681415000
2014-03-27,83227365000
2014-03-28,83890278000
2014-03-31,84587745000
2014-04-01,84939330000
2014-04-02,85227810000
2014-04-03,85263870000
2014-04-04,84768045000
2014-04-07,83956695000
2014-04-08,83542005000
2014-04-09,84100935000
2014-04-10,82748685000
2014-04-11,81621810000
2014-04-14,82081575000
2014-04-15,83623140000
2014-04-16,84804105000
2014-04-17,85453185000
2014-04-21,86336655000
2014-04-22,86571045000
2014-04-23,86498925000
2014-04-24,85903935000
2014-04-25,84641835000
2014-04-28,84704940000
2014-04-29,85597425000
2014-04-30,85831815000
2014-05-01,85101600000
2014-05-02,84741000000
2014-05-05,84632820000
2014-05-06,84425475000
2014-05-07,84903270000
2014-05-08,85065540000
2014-05-09,85335990000
2014-05-12,86381730000
2014-05-13,86949675000
2014-05-14,86643165000
2014-05-15,86147340000
2014-05-16,87968370000
2014-05-19,88157685000
2014-05-20,87382395000
2014-05-21,88013445000
2014-05-22,88031475000
2014-05-23,88464195000
2014-05-27,88833810000
2014-05-28,88509270000
2014-05-29,89158350000
2014-05-30,89825460000
2014-06-02,89771370000
2014-06-03,88978050000
2014-06-04,89176380000
2014-06-05,90303255000
2014-06-06,90988395000
2014-06-09,92079210000
2014-06-10,92331630000
2014-06-11,92115270000
2014-06-12,90754005000
2014-06-13,90961350000
2014-06-16,89978715000
2014-06-17,89582055000
2014-06-18,90754005000
2014-06-19,91078545000
2014-06-20,91123620000
2014-06-23,90772035000
2014-06-24,89861520000
2014-06-25,90231135000
2014-06-26,89762355000
2014-06-27,89825460000
2014-06-30,89096700000
2014-07-01,89409320000
2014-07-02,89382524000
2014-07-03,90195336000
2014-07-07,89552232000
2014-07-08,89400388000
2014-07-09,89864852000
2014-07-10,88971652000
2014-07-11,89561164000
2014-07-14,90293588000
2014-07-15,90543684000
2014-07-16,90909896000
2014-07-17,89721940000
2014-07-18,90516888000
2014-07-21,90784848000
2014-07-22,91874552000
2014-07-23,91561932000
2014-07-24,90900964000
2014-07-25,90802712000
2014-07-28,89891648000
2014-07-29,88962720000
2014-07-30,88846604000
2014-07-31,87810492000
2014-08-01,87453212000
2014-08-04,87792628000
2014-08-05,87497872000
2014-08-06,87095932000
2014-08-07,87069136000
2014-08-08,88105248000
2014-08-11,88935924000
2014-08-12,89025244000
2014-08-13,89829124000
2014-08-14,90865236000
2014-08-15,91097468000
2014-08-18,92705228000
2014-08-19,93241148000
2014-08-20,94295124000
2014-08-21,94554152000
2014-08-22,94473764000
2014-08-25,94357648000
2014-08-26,94286192000
2014-08-27,94053960000
2014-08-28,93821728000
2014-08-29,94027164000
2014-09-02,94866772000
2014-09-03,95215120000
2014-09-04,95795700000
2014-09-05,96188708000
2014-09-08,95983272000
2014-09-09,95992204000
2014-09-10,95911816000
2014-09-11,96206572000
2014-09-12,95581332000
2014-09-15,95608128000
2014-09-16,96394144000
2014-09-17,97876856000
2014-09-18,97716080000
2014-09-19,97680352000
2014-09-22,96912200000
2014-09-23,96286960000
2014-09-24,97081908000
2014-09-25,95742108000
2014-09-26,96983656000
2014-09-29,96938996000
2014-09-30,96027594000
2014-10-01,93707060000
2014-10-02,93972770000
2014-10-03,96993007000
2014-10-06,96798153000
2014-10-07,94211909000
2014-10-08,95673314000
2014-10-09,93299638000
2014-10-10,89756838000
2014-10-13,86869456000
2014-10-14,88711712000
2014-10-15,88304290000
2014-10-16,92139371000
2014-10-17,94238480000
2014-10-20,94025912000
2014-10-21,96417302000
2014-10-22,94645902000
2014-10-23,99402111000
2014-10-24,101483506000
2014-10-27,101669503000
2014-10-28,102900626000
2014-10-29,101828929000
2014-10-30,101855500000
2014-10-31,103139765000
2014-11-03,102085782000
2014-11-04,102103496000
2014-11-05,103104337000
2014-11-06,105345158000
2014-11-07,105176875000
2014-11-10,107081130000
2014-11-11,107382268000
2014-11-12,106912847000
2014-11-13,106505425000
2014-11-14,106912847000
2014-11-17,106567424000
2014-11-18,106833134000
2014-11-19,106726850000
2014-11-20,107089987000
2014-11-21,107922545000
2014-11-24,108861387000
2014-11-25,108507107000
2014-11-26,109215667000
2014-11-28,103423189000
2014-12-01,101527791000
2014-12-02,105371729000
2014-12-03,107125415000
2014-12-04,106071432000
2014-12-05,105052877000
2014-12-08,101802358000
2014-12-09,102794342000
2014-12-10,100695233000
2014-12-11,101279795000
2014-12-12,99685535000
2014-12-15,99499538000
2014-12-16,99375540000
2014-12-17,101784644000
2014-12-18,105283159000
2014-12-19,104928879000
2014-12-22,106647137000
2014-12-23,106886276000
2014-12-24,106549710000
2014-12-26,106629423000
2014-12-29,106903990000
2014-12-30,106505425000
2014-12-31,104751009000
2015-01-02,104293773000
2015-01-05,100767780000
2015-01-06,98683839000
2015-01-07,99229005000
2015-01-08,102948444000
2015-01-09,101101914000
2015-01-12,100213821000
2015-01-13,98332119000
2015-01-14,97918848000
2015-01-15,97426440000
2015-01-16,98393670000
2015-01-20,100196235000
2015-01-21,100591920000
2015-01-22,105366519000
2015-01-23,105595137000
2015-01-26,106685469000
2015-01-27,106272198000
2015-01-28,104768595000
2015-01-29,105595137000
2015-01-30,103062753000
2015-02-02,104645493000
2015-02-03,107089947000
2015-02-04,105902892000
2015-02-05,108022005000
2015-02-06,107107533000
2015-02-09,105032385000
2015-02-10,106280991000
2015-02-11,107397702000
2015-02-12,108883719000
2015-02-13,107802180000
2015-02-17,107749422000
2015-02-18,108461655000
2015-02-19,107239428000
2015-02-20,108734238000
2015-02-23,108813375000
2015-02-24,107881317000
2015-02-25,107643906000
2015-02-26,106184268000
2015-02-27,105744618000
2015-03-02,106175475000
2015-03-03,104161878000
2015-03-04,103942053000
2015-03-05,104047569000
2015-03-06,102394485000
2015-03-09,103027581000
2015-03-10,100899675000
2015-03-11,100495197000
2015-03-12,101233809000
2015-03-13,100697436000
2015-03-16,102631896000
2015-03-17,102368106000
2015-03-18,103563954000
2015-03-19,103361715000
2015-03-20,103273785000
2015-03-23,99167454000
2015-03-24,98930043000
2015-03-25,97444026000
2015-03-26,95113881000
2015-03-27,95351292000
2015-03-30,96802137000
2015-03-31,94467982000
2015-04-01,93621948000
2015-04-02,93438786000
2015-04-06,92784636000
2015-04-07,94058048000
2015-04-08,94310986000
2015-04-09,95758838000
2015-04-10,97180524000
2015-04-13,94607534000
2015-04-14,94345874000
2015-04-15,93674280000
2015-04-16,94502870000
2015-04-17,94563924000
2015-04-20,96325768000
2015-04-21,95505900000
2015-04-22,96578706000
2015-04-23,94302264000
2015-04-24,93770222000
2015-04-27,93770222000
2015-04-28,94101658000
2015-04-29,93255624000
2015-04-30,92653806000
2015-05-01,93944662000
2015-05-04,94188878000
2015-05-05,92400868000
2015-05-06,93264346000
2015-05-07,93595782000
2015-05-08,93709168000
2015-05-11,93107350000
2015-05-12,92252594000
2015-05-13,89304558000
2015-05-14,89042898000
2015-05-15,90560526000
2015-05-18,90665190000
2015-05-19,90726244000
2015-05-20,90080816000
2015-05-21,91546112000
2015-05-22,90883240000
2015-05-26,89749380000
2015-05-27,89505164000
2015-05-28,88406192000
2015-05-29,88013702000
2015-06-01,88903346000
2015-06-02,88615520000
2015-06-03,88955678000
2015-06-04,88737628000
2015-06-05,89208616000
2015-06-08,87839262000
2015-06-09,86958340000
2015-06-10,86932174000
2015-06-11,88022424000
2015-06-12,87656100000
2015-06-15,87673544000
2015-06-16,87673544000
2015-06-17,88249196000
2015-06-18,89234782000
2015-06-19,88231752000
2015-06-22,88475968000
2015-06-23,88223030000
2015-06-24,85693650000
2015-06-25,84577234000
2015-06-26,84402794000
2015-06-29,83321266000
2015-06-30,82294773000
2015-07-01,82976464000
2015-07-02,83407914000
2015-07-06,83045496000
2015-07-07,84339846000
2015-07-08,82708965000
2015-07-09,83054125000
2015-07-10,84408878000
2015-07-13,83770332000
2015-07-14,83520091000
2015-07-15,83684042000
2015-07-16,82872916000
2015-07-17,84063718000
2015-07-20,84831699000
2015-07-21,85271778000
2015-07-22,84288072000
2015-07-23,79490348000
2015-07-24,79913169000
2015-07-27,79723331000
2015-07-28,83373398000
2015-07-29,85021537000
2015-07-30,84305330000
2015-07-31,84210411000
2015-08-03,83243963000
2015-08-04,82596788000
2015-08-05,82035903000
2015-08-06,80940020000
2015-08-07,79818250000
2015-08-10,80663892000
2015-08-11,79654299000
2015-08-12,80094378000
2015-08-13,79990830000
2015-08-14,80025346000
2015-08-17,80025346000
2015-08-18,80059862000
2015-08-19,79524864000
2015-08-20,77074228000
2015-08-21,74597705000
2015-08-24,71327314000
2015-08-25,69515224000
2015-08-26,72569890000
2015-08-27,74451012000
2015-08-28,74977381000
2015-08-31,73985046000
2015-09-01,71948602000
2015-09-02,73441419000
2015-09-03,73950530000
2015-09-04,73156662000
2015-09-08,75814394000
2015-09-09,75029155000
2015-09-10,75158590000
2015-09-11,74312948000
2015-09-14,73976417000
2015-09-15,75917942000
2015-09-16,77479791000
2015-09-17,77419388000
2015-09-18,75745362000
2015-09-21,76150925000
2015-09-22,74787543000
2015-09-23,73933272000
2015-09-24,73199807000
2015-09-25,74718511000
2015-09-28,73320613000
2015-09-29,74683995000
2015-09-30,75201546000
2015-10-01,76894240000
2015-10-02,78170140000
2015-10-05,79709726000
2015-10-06,79437534000
2015-10-07,80900566000
2015-10-08,82550730000
2015-10-09,82542224000
2015-10-12,81028156000
2015-10-13,79786280000
2015-10-14,79029246000
2015-10-15,80177556000
2015-10-16,79054764000
2015-10-19,78859126000
2015-10-20,79735244000
2015-10-21,79454546000
2015-10-22,82516706000
2015-10-23,82440152000
2015-10-26,80951602000
2015-10-27,76758144000
2015-10-28,76639060000
2015-10-29,76996312000
2015-10-30,76001110000
2015-11-02,75788460000
2015-11-03,75448220000
2015-11-04,75014414000
2015-11-05,74180826000
2015-11-06,73134588000
2015-11-09,73296202000
2015-11-10,72164904000
2015-11-11,71765122000
2015-11-12,71407870000
2015-11-13,71263268000
2015-11-16,71748110000
2015-11-17,72386060000
2015-11-18,74095766000
2015-11-19,74036224000
2015-11-20,73781044000
2015-11-23,72394566000
2015-11-24,72130880000
2015-11-25,71986278000
2015-11-27,71875700000
2015-11-30,71407870000
2015-12-01,71790640000
2015-12-02,69817248000
2015-12-03,67367520000
2015-12-04,66610486000
2015-12-07,65742874000
2015-12-08,64305359999
2015-12-09,65955524000
2015-12-10,65878970000
2015-12-11,65734368000
2015-12-14,65394127999
2015-12-15,64994346000
2015-12-16,67120846000
2015-12-17,65776898000
2015-12-18,64160758000
2015-12-21,64211793999
2015-12-22,65547236000
2015-12-23,67001762000
2015-12-24,67027280000
2015-12-28,66636004000
2015-12-29,67171882000
2015-12-30,66780606000
2015-12-31,66000800000
2016-01-04,66650680000
2016-01-05,66009239999
2016-01-06,63156520000
2016-01-07,61679520000
2016-01-08,62337840000
2016-01-11,63139640000
2016-01-12,64371880000
2016-01-13,62329399999
2016-01-14,63654480000
2016-01-15,62548840000
2016-01-19,62540399999
2016-01-20,62126840000
2016-01-21,59924000000
2016-01-22,59071559999
2016-01-25,58058760000
2016-01-26,59113760000
2016-01-27,58286640000
2016-01-28,59215040000
2016-01-29,60768000000
2016-02-01,61687960000
2016-02-02,60523239999
2016-02-03,60987440000
2016-02-04,63738880000
2016-02-05,63325320000
2016-02-08,64169320000
2016-02-09,65089280000
2016-02-10,64937360000
2016-02-11,63755760000
2016-02-12,65156800000
2016-02-16,66988280000
2016-02-17,67486239999
2016-02-18,66389040000
2016-02-19,67435600000
2016-02-22,68878840000
2016-02-23,66633800000
2016-02-24,67595960000
2016-02-25,66946079999
2016-02-26,67520000000
2016-02-29,66557840000
2016-03-01,67621280000
2016-03-02,67098000000
2016-03-03,67528440000
2016-03-04,67942000000
2016-03-07,68743800000
2016-03-08,66043000000
2016-03-09,67638160000
2016-03-10,66996719999
2016-03-11,68583440000
2016-03-14,67815399999
2016-03-15,67646600000
2016-03-16,67781640000
2016-03-17,70119520000
2016-03-18,71250480000
2016-03-21,70879120000
2016-03-22,69258640000
2016-03-23,68802880000
2016-03-24,68296480000
2016-03-28,66515640000
2016-03-29,67351200000
2016-03-30,67992640000
2016-03-31,66615170000
2016-04-01,66087608000
2016-04-04,65601916000
2016-04-05,65836388000
2016-04-06,65610289999
2016-04-07,65317200000
2016-04-08,66296958000
2016-04-11,65895006000
2016-04-12,66690536000
2016-04-13,68432328000
2016-04-14,68934768000
2016-04-15,68005253999
2016-04-18,67728912000
2016-04-19,68867776000
2016-04-20,70215990000
2016-04-21,73121768000
2016-04-22,75056162000
2016-04-25,73364614000
2016-04-26,74327624000
2016-04-27,74670958000
2016-04-28,74118274000
2016-04-29,73046402000
2016-05-02,73791688000
2016-05-03,72661198000
2016-05-04,71714936000
2016-05-05,71338106000
2016-05-06,71790302000
2016-05-09,70869162000
2016-05-10,72100140000
2016-05-11,70751926000
2016-05-12,70207616000
2016-05-13,68666800000
2016-05-16,68683548000
2016-05-17,68825906000
2016-05-18,69068752000
2016-05-19,68197856000
2016-05-20,69010134000
2016-05-23,68239725999
2016-05-24,68072246000
2016-05-25,69428834000
2016-05-26,68951516000
2016-05-27,69479078000
2016-05-31,70500706000
2016-06-01,70433714000
2016-06-02,70852414000
2016-06-03,72334612000
2016-06-06,72728190000
2016-06-07,73331118000
2016-06-08,74562096000
2016-06-09,74855186000
2016-06-10,74344372000
2016-06-13,74285754000
2016-06-14,73674452000
2016-06-15,73305996000
2016-06-16,72929166000
2016-06-17,73339492000
2016-06-20,73766566000
2016-06-21,73398110000
2016-06-22,73264126000
2016-06-23,74143396000
2016-06-24,71388350000
2016-06-27,69077126000
2016-06-28,71011520000
2016-06-29,72250872000
2016-06-30,72330250000
2016-07-01,72404860000
2016-07-05,72255640000
2016-07-06,72487760000
2016-07-07,72976870000
2016-07-08,75182010000
2016-07-11,75762310000
2016-07-12,76317740000
2016-07-13,78042060000
2016-07-14,78506300000
2016-07-15,77909420000
2016-07-18,78025480000
2016-07-19,77884550000
2016-07-20,78025480000
2016-07-21,75380970000
2016-07-22,76972650000
2016-07-25,76500120000
2016-07-26,77105290000
2016-07-27,75961270000
2016-07-28,77163320000
2016-07-29,77138450000
2016-08-01,77146740000
2016-08-02,75687700000
2016-08-03,76989230000
2016-08-04,76823430000
2016-08-05,77801650000
2016-08-08,77809940000
2016-08-09,77155030000
2016-08-10,76632760000
2016-08-11,77063840000
2016-08-12,76185100000
2016-08-15,76682500000
2016-08-16,77005810000
2016-08-17,78398530000
2016-08-18,79443070000
2016-08-19,79318720000
2016-08-22,79028570000
2016-08-23,79592290000
2016-08-24,79152920000
2016-08-25,78821320000
2016-08-26,78854480000
2016-08-29,79633740000
2016-08-30,79459650000
2016-08-31,79194370000
2016-09-01,78995410000
2016-09-02,78987120000
2016-09-06,79559130000
2016-09-07,79816120000
2016-09-08,80106270000
2016-09-09,76864880000
2016-09-12,77768490000
2016-09-13,76632760000
2016-09-14,76864880000
2016-09-15,77047260000
2016-09-16,76583020000
2016-09-19,77171610000
2016-09-20,77213060000
2016-09-21,78779870000
2016-09-22,78821320000
2016-09-23,78199570000
2016-09-26,78075220000
2016-09-27,78630650000
2016-09-28,79716640000
2016-09-29,79550840000
2016-09-30,79896576000
2016-10-03,79749120000
2016-10-04,79192064000
2016-10-05,80723968000
2016-10-06,80568320000
2016-10-07,80338944000
2016-10-10,79749120000
2016-10-11,79085568000
2016-10-12,78569472000
2016-10-13,79249408000
2016-10-14,79331328000
2016-10-17,79273984000
2016-10-18,79233024000
2016-10-19,79560704000
2016-10-20,74252288000
2016-10-21,74031104000
2016-10-24,73629696000
2016-10-25,73719808000
2016-10-26,72949760000
2016-10-27,72761344000
2016-10-28,72392704000
2016-10-31,72237056000
2016-11-01,71999488000
2016-11-02,72654848000
2016-11-03,72720384000
2016-11-04,72712192000
2016-11-07,74342400000
2016-11-08,74219520000
2016-11-09,76963840000
2016-11-10,79863808000
2016-11-11,79364096000
2016-11-14,81453056000
2016-11-15,81190912000
2016-11-16,80289792000
2016-11-17,80945152000
2016-11-18,81780736000
2016-11-21,82534400000
2016-11-22,82321408000
2016-11-23,83058688000
2016-11-25,83640320000
2016-11-28,82485248000
2016-11-29,82386944000
2016-11-30,83009536000
2016-12-01,84697088000
2016-12-02,84090880000
2016-12-05,84246528000
2016-12-06,84500480000
2016-12-07,87105536000
2016-12-08,86319104000
2016-12-09,86007808000
2016-12-12,85458944000
2016-12-13,85229568000
2016-12-14,84230144000
2016-12-15,85753856000
2016-12-16,84631552000
2016-12-19,84705280000
2016-12-20,85729280000
2016-12-21,85729280000
2016-12-22,86171648000
2016-12-23,86163456000
2016-12-27,86597632000
2016-12-28,85819392000
2016-12-29,85540864000
2016-12-30,84934656000
2017-01-03,83194980000
2017-01-04,83698110000
2017-01-05,82878495000
2017-01-06,83738685000
2017-01-09,83113830000
2017-01-10,83925330000
2017-01-11,84615105000
2017-01-12,84964050000
2017-01-13,85410375000
2017-01-17,83884755000
2017-01-18,84209355000
2017-01-19,86213760000
2017-01-20,88128900000
2017-01-23,87633885000
2017-01-24,88226280000
2017-01-25,89605830000
2017-01-26,89386725000
2017-01-27,88615800000
2017-01-30,87642000000
2017-01-31,86489670000
2017-02-01,87398550000
2017-02-02,87073950000
2017-02-03,88055865000
2017-02-06,87390435000
2017-02-07,87357975000
2017-02-08,87106410000
2017-02-09,87171330000
2017-02-10,87536505000
2017-02-13,87901680000
2017-02-14,88583340000
2017-02-15,89086470000
2017-02-16,88769985000
2017-02-17,89118930000
2017-02-21,88997205000
2017-02-22,88348005000
2017-02-23,86587050000
2017-02-24,87431010000
2017-02-27,87236250000
2017-02-28,87593310000
2017-03-01,89354265000
2017-03-02,88494075000
2017-03-03,88469730000
2017-03-06,88802445000
2017-03-07,87934140000
2017-03-08,86595165000
2017-03-09,86165070000
2017-03-10,86246220000
2017-03-13,86384175000
2017-03-14,84696255000
2017-03-15,85678170000
2017-03-16,85572675000
2017-03-17,86010885000
2017-03-20,85272420000
2017-03-21,84111975000
2017-03-22,84444690000
2017-03-23,84290505000
2017-03-24,84363540000
2017-03-27,84412230000
2017-03-28,85613250000
2017-03-29,85678170000
2017-03-30,86781810000
2017-03-31,85170272000
2017-04-03,84832550000
2017-04-04,86199520000
2017-04-05,85845716000
2017-04-06,86094987000
2017-04-07,86062823000
2017-04-10,86537242000
2017-04-11,86529201000
2017-04-12,84888837000
2017-04-13,84253598000
2017-04-17,85218518000
2017-04-18,85427584000
2017-04-19,85869839000
2017-04-20,86762390000
2017-04-21,87067948000
2017-04-24,87912253000
2017-04-25,88836968000
2017-04-26,88587697000
2017-04-27,91289473000
2017-04-28,90027036000
2017-05-01,89737560000
2017-05-02,89327469000
2017-05-03,89158608000
2017-05-04,88716353000
2017-05-05,89029952000
2017-05-08,88467082000
2017-05-09,88418836000
2017-05-10,87904212000
2017-05-11,88531410000
2017-05-12,88836968000
2017-05-15,89480248000
2017-05-16,89255100000
2017-05-17,85684896000
2017-05-18,86151274000
2017-05-19,86078905000
2017-05-22,86706103000
2017-05-23,86842800000
2017-05-24,86883005000
2017-05-25,88209770000
2017-05-26,88909337000
2017-05-30,89102321000
2017-05-31,88692230000
2017-06-01,88925419000
2017-06-02,89415920000
2017-06-05,88603779000
2017-06-06,87614736000
2017-06-07,87735351000
2017-06-08,88322344000
2017-06-09,88249975000
2017-06-12,88555533000
2017-06-13,89689314000
2017-06-14,88290180000
2017-06-15,88989747000
2017-06-16,89560658000
2017-06-19,89922503000
2017-06-20,87124235000
2017-06-21,86537242000
2017-06-22,86352299000
2017-06-23,86923210000
2017-06-26,86866923000
2017-06-27,86320135000
2017-06-28,87461957000
2017-06-29,86754349000
2017-06-30,86528995000
2017-07-03,87426780000
2017-07-05,86004625000
2017-07-06,85615320000
2017-07-07,86084075000
2017-07-10,86203250000
2017-07-11,86274755000
2017-07-12,86767345000
2017-07-13,86481325000
2017-07-14,87021585000
2017-07-17,86640225000
2017-07-18,86799125000
2017-07-19,85678880000
2017-07-20,84328230000
2017-07-21,83303325000
2017-07-24,82357870000
2017-07-25,83390720000
2017-07-26,82961690000
2017-07-27,80562300000
2017-07-28,82071850000
2017-07-31,81801720000
2017-08-01,81023110000
2017-08-02,81301185000
2017-08-03,81475975000
2017-08-04,81420360000
2017-08-07,81491865000
2017-08-08,81881170000
2017-08-09,82445265000
2017-08-10,81587205000
2017-08-11,82286365000
2017-08-14,83207985000
2017-08-15,83303325000
2017-08-16,84097825000
2017-08-17,81976510000
2017-08-18,82548550000
2017-08-21,82874295000
2017-08-22,84383845000
2017-08-23,83454280000
2017-08-24,83080865000
2017-08-25,83621125000
2017-08-28,83064975000
2017-08-29,83398665000
2017-08-30,83374830000
2017-08-31,83660850000
2017-09-01,83795915000
2017-09-05,82707450000
2017-09-06,83430445000
2017-09-07,83811805000
2017-09-08,85178345000
2017-09-11,85885450000
2017-09-12,86187360000
2017-09-13,86330370000
2017-09-14,88078270000
2017-09-15,90096300000
2017-09-18,89007835000
2017-09-19,89778500000
2017-09-20,91367500000
2017-09-21,91717080000
2017-09-22,91637630000
2017-09-25,91995155000
2017-09-26,91709135000
2017-09-27,92670480000
2017-09-28,92138165000
2017-09-29,92138165000
2017-10-02,90317736000
2017-10-03,90027804000
2017-10-04,89150172000
2017-10-05,89346072000
2017-10-06,89291220000
2017-10-09,89236368000
2017-10-10,88256868000
2017-10-11,88585980000
2017-10-12,89087484000
2017-10-13,87982608000
2017-10-16,87833724000
2017-10-17,86642652000
2017-10-18,86493768000
2017-10-19,87771036000
2017-10-20,88538964000
2017-10-23,88695684000
2017-10-24,88468440000
2017-10-25,86407572000
2017-10-26,91265892000
2017-10-27,91743888000
2017-10-30,91187532000
2017-10-31,90733044000
2017-11-01,91681200000
2017-11-02,92770404000
2017-11-03,91822248000
2017-11-06,91939788000
2017-11-07,91712544000
2017-11-08,92308080000
2017-11-09,91736052000
2017-11-10,91446120000
2017-11-13,91273728000
2017-11-14,91077828000
2017-11-15,90662520000
2017-11-16,91344252000
2017-11-17,90607668000
2017-11-20,90905436000
2017-11-21,91775232000
2017-11-22,92355096000
2017-11-24,92660700000
2017-11-27,91806576000
2017-11-28,93091680000
2017-11-29,96335784000
2017-11-30,99125400000
2017-12-01,97652232000
2017-12-04,101930688000
2017-12-05,100308636000
2017-12-06,100261620000
2017-12-07,100661256000
2017-12-08,101170596000
2017-12-11,101123580000
2017-12-12,102416519999
2017-12-13,102110916000
2017-12-14,101217611999
2017-12-15,102338160000
2017-12-18,103803492000
2017-12-19,104406864000
2017-12-20,105535248000
2017-12-21,104790827999
2017-12-22,105370692000
2017-12-26,105511740000
2017-12-27,106820352000
2017-12-28,105880032000
2017-12-29,105080760000
2018-01-02,105419592000
2018-01-03,106009656000
2018-01-04,105435120000
2018-01-05,106778292000
2018-01-08,108261216000
2018-01-09,109472400000
2018-01-10,108463079999
2018-01-11,108967740000
2018-01-12,109604387999
2018-01-16,108936684000
2018-01-17,109053144000
2018-01-18,109029852000
2018-01-19,109666500000
2018-01-22,110225508000
2018-01-23,109751904000
2018-01-24,109619916000
2018-01-25,103727040000
2018-01-26,104216171999
2018-01-29,105629220000
2018-01-30,105093504000
2018-01-31,103649400000
2018-02-01,102779832000
2018-02-02,100435104000
2018-02-05,96382296000
2018-02-06,101824860000
2018-02-07,100124544000
2018-02-08,96941304000
2018-02-09,98820192000
2018-02-12,99876095999
2018-02-13,99612120000
2018-02-14,103408716000
2018-02-15,103952195999
2018-02-16,104247228000
2018-02-20,101110571999
2018-02-21,102873000000
2018-02-22,103727040000
2018-02-23,104790708000
2018-02-26,107756556000
2018-02-27,103835736000
2018-02-28,101126100000
2018-03-01,99697524000
2018-03-02,99767400000
2018-03-05,101180448000
2018-03-06,101933556000
2018-03-07,101793804000
2018-03-08,102702192000
2018-03-09,106584192000
2018-03-12,106102824000
2018-03-13,106234812000
2018-03-14,104682012000
2018-03-15,105792264000
2018-03-16,106491024000
2018-03-19,106351271999
2018-03-20,106964628000
2018-03-21,107577984000
2018-03-22,104713068000
2018-03-23,102438216000
2018-03-26,103261200000
2018-03-27,101941320000
2018-03-28,101522064000
2018-03-29,104371452000
2018-04-02,101222550000
2018-04-03,102195990000
2018-04-04,101070450000
2018-04-05,101222550000
2018-04-06,99077940000
2018-04-09,98880210000
2018-04-10,98956260000
2018-04-11,99777599999
2018-04-12,102226409999
2018-04-13,102150360000
2018-04-16,104249340000
2018-04-17,104713245000
2018-04-18,105679080000
2018-04-19,104941395000
2018-04-20,103169430000
2018-04-23,103450815000
2018-04-24,101017215000
2018-04-25,103473630000
2018-04-26,100522890000
2018-04-27,102819599999
2018-04-30,101625615000
2018-05-01,100941164999
2018-05-02,99830835000
2018-05-03,100180664999
2018-05-04,102005865000
2018-05-07,102591450000
2018-05-08,104256945000
2018-05-09,106393950000
2018-05-10,107428230000
2018-05-11,108264780000
2018-05-14,107009955000
2018-05-15,106690545000
2018-05-16,107504280000
2018-05-17,108363645000
2018-05-18,109359900000
2018-05-21,110333340000
2018-05-22,108690659999
2018-05-23,109717335000
2018-05-24,110774430000
2018-05-25,110318130000
2018-05-29,109550025000
2018-05-30,111139469999
2018-05-31,108568980000
2018-06-01,111732659999
2018-06-04,108721080000
2018-06-05,108325620000
2018-06-06,108264780000
2018-06-07,108143099999
2018-06-08,109907460000
2018-06-11,111116655000
2018-06-12,111109050000
2018-06-13,109724940000
2018-06-14,110226870000
2018-06-15,111808710000
2018-06-18,111451275000
2018-06-19,108607005000
2018-06-20,109025280000
2018-06-21,108827550000
2018-06-22,109473974999
2018-06-25,107405414999
2018-06-26,107428230000
2018-06-27,106325505000
2018-06-28,107009955000
2018-06-29,107747640000
2018-07-02,105499818000
2018-07-03,104143002000
2018-07-05,104895150000
2018-07-06,105492444000
2018-07-09,106959870000
2018-07-10,106266714000
2018-07-11,103752179999
2018-07-12,103435098000
2018-07-13,103191756000
2018-07-16,102417485999
