,TMUS
2021-03-10,158436886512
2021-03-11,156671088075
2021-03-12,158076265705
2021-03-15,156223420866
2021-03-16,158896988922
2021-03-17,158300099309
2021-03-18,155328086447
2021-03-19,154432752028
2021-03-22,156820310478
2021-03-23,154681456034
2021-03-24,152157110381
2021-03-25,153549852810
2021-03-26,152940527997
2021-03-29,153524982409
2021-03-30,154992336040
2021-03-31,156307209740
2021-04-01,159251459202
2021-04-05,163929821693
2021-04-06,163967248593
2021-04-07,162208184296
2021-04-08,162320464996
2021-04-09,160973096598
2021-04-12,163131381161
2021-04-13,163168808061
2021-04-14,162058476696
2021-04-15,164017151126
2021-04-16,165988301189
2021-04-19,164665884058
2021-04-20,162869392862
2021-04-21,164828067291
2021-04-22,164341517592
2021-04-23,166325143288
2021-04-26,165302141357
2021-04-27,165826117956
2021-04-28,164778164758
2021-04-29,167185961987
2021-04-30,164840542925
2021-05-03,163992199859
2021-05-04,160286936766
2021-05-05,167335669587
2021-05-06,173261595409
2021-05-07,173561010608
2021-05-10,169431575983
2021-05-11,172163739678
2021-05-12,170467053547
2021-05-13,172313447277
2021-05-14,176555162603
2021-05-17,174908379006
2021-05-18,168421049685
2021-05-19,167610133519
2021-05-20,169868223148
2021-05-21,169730991182
2021-05-24,171826897578
2021-05-25,170616761147
2021-05-26,174222219174
2021-05-27,176293174303
2021-05-28,176467833169
2021-06-01,176779724002
2021-06-02,175881478404
2021-06-03,177553213267
2021-06-04,180285376962
2021-06-07,179037813631
2021-06-08,181383232694
2021-06-09,183728651756
2021-06-10,182780503624
2021-06-11,181333330160
2021-06-14,181221049461
2021-06-15,181745026060
2021-06-16,180784402295
2021-06-17,182705649824
2021-06-18,180522413995
2021-06-21,181720074793
2021-06-22,181919684926
2021-06-23,180934109894
2021-06-24,181645220993
2021-06-25,181320854527
2021-06-28,180946585528
2021-06-29,180884207361
2021-06-30,180775317002
2021-07-01,181411893759
2021-07-02,182597673992
2021-07-06,183171841263
2021-07-07,184782006000
2021-07-08,183309142132
2021-07-09,182248180871
2021-07-12,183359069721
2021-07-13,184444994776
2021-07-14,185855449159
2021-07-15,185156462916
2021-07-16,186492025915
2021-07-19,180500715264
2021-07-20,180238595423
2021-07-21,180450787675
2021-07-22,180675461825
2021-07-23,179739319536
2021-07-26,180950063563
2021-07-27,180762835105
2021-07-28,181137292021
2021-07-29,180525679058
2021-07-30,179764283330
2021-08-02,180875172180
2021-08-03,180363414395
2021-08-04,177517541836
2021-08-05,177155566817
2021-08-06,177530023733
2021-08-09,178478647919
2021-08-10,178740767760
2021-08-11,180475751470
2021-08-12,180662979928
2021-08-13,180912617871
2021-08-16,175657739154
2021-08-17,175582847771
2021-08-18,174534368407
2021-08-19,175857449509
2021-08-20,177005784051
2021-08-23,177916962546
2021-08-24,177867034957
2021-08-25,174571814099
2021-08-26,171725941540
2021-08-27,172724493315
2021-08-30,172125362250
2021-08-31,171026955297
2021-09-01,171925651895
2021-09-02,169916066447
2021-09-03,169753801784
2021-09-07,167844071513
2021-09-08,166845519738
2021-09-09,164062056665
2021-09-10,163275697142
2021-09-13,162289627264
2021-09-14,160916618573
2021-09-15,158607467593
2021-09-16,160904136676
2021-09-17,159768284032
2021-09-20,156810074397
2021-09-21,155898895903
2021-09-22,159431272807
2021-09-23,163437961805
2021-09-24,161553195330
2021-09-27,159493682293
2021-09-28,157658843406
2021-09-29,159893103003
2021-09-30,159607028536
2021-10-01,158357756240
2021-10-04,156733702256
2021-10-05,156658745918
2021-10-06,155659328081
2021-10-07,153885361421
2021-10-08,151436787721
2021-10-11,146402220368
2021-10-12,145265382578
2021-10-13,145490251592
2021-10-14,148988214020
2021-10-15,146864451117
2021-10-18,146639582104
2021-10-19,148113723413
2021-10-20,152336263774
2021-10-21,145977467787
2021-10-22,146002453233
2021-10-25,144828137275
2021-10-26,145365324362
2021-10-27,145690135159
2021-10-28,144965557227
2021-10-29,143703792208
2021-11-01,144740688214
2021-11-02,144665731876
2021-11-03,152336263774
2021-11-04,153223247104
2021-11-05,153248232550
2021-11-08,150987049694
2021-11-09,149737777398
2021-11-10,149350502986
2021-11-11,148001288907
2021-11-12,147713956279
2021-11-15,147126798299
2021-11-16,147863868954
2021-11-17,146402220368
2021-11-18,146139873186
2021-11-19,144440862863
2021-11-22,142229650899
2021-11-23,144240979296
2021-11-24,143016692446
2021-11-26,141829883764
2021-11-29,141667478366
2021-11-30,135933318527
2021-12-01,133322339429
2021-12-02,137869690586
2021-12-03,140880436819
2021-12-06,144453355586
2021-12-07,146352249476
2021-12-08,143353995966
2021-12-09,142404549021
2021-12-10,143378981411
2021-12-13,143678806762
2021-12-14,146552133043
2021-12-15,147938825292
2021-12-16,150637253451
2021-12-17,149675313783
2021-12-20,148650910501
2021-12-21,151286875045
2021-12-22,150612268005
2021-12-23,149800241013
2021-12-27,148138708859
2021-12-28,147614014495
2021-12-29,146964392901
2021-12-30,145552715206
2021-12-31,145033685764
2022-01-03,143095401465
2022-01-04,142632714245
2022-01-05,144258372044
2022-01-06,144520978304
2022-01-07,137230528330
2022-01-10,132228504334
2022-01-11,138768650709
2022-01-12,138618589989
2022-01-13,137705720609
2022-01-14,135704911011
2022-01-18,133691596353
2022-01-19,131778322174
2022-01-20,130127654255
2022-01-21,127076419618
2022-01-24,133366464793
2022-01-25,132140968914
2022-01-26,130327735215
2022-01-27,132591151073
2022-01-28,135867476791
2022-01-31,135267233911
2022-02-01,136992932190
2022-02-02,137030447370
2022-02-03,151036114559
2022-02-04,151236195519
2022-02-07,152624257177
2022-02-08,156863472514
2022-02-09,160164808351
2022-02-10,156475815654
2022-02-11,155662986755
2022-02-14,156951007934
2022-02-15,158851777052
2022-02-16,159389494632
2022-02-17,155750522175
2022-02-18,155037733756
2022-02-22,154449995936
2022-02-23,151861448518
2022-02-24,154637571836
2022-02-25,156888482634
2022-02-28,154074844136
2022-03-01,153974803656
2022-03-02,157076058534
2022-03-03,154962703396
2022-03-04,154099854256
2022-03-07,152949388737
2022-03-08,149160355560
2022-03-09,152511711638
2022-03-10,154487511116
2022-03-11,155775532295
2022-03-14,155150279295
2022-03-15,157913897553
2022-03-16,159764646432
2022-03-17,161252748571
2022-03-18,159039352952
2022-03-21,157526240694
2022-03-22,157176099014
2022-03-23,156100663855
2022-03-24,157176099014
2022-03-25,155425390615
2022-03-28,158176503813
2022-03-29,160602485451
2022-03-30,160827576531
2022-03-31,154020000000
2022-04-01,156912000000
2022-04-04,159108000000
2022-04-05,158352000000
2022-04-06,160452000000
2022-04-07,159936000000
2022-04-08,159408000000
2022-04-11,156504000000
2022-04-12,157728000000
2022-04-13,161820000000
2022-04-14,159552000000
2022-04-18,156912000000
2022-04-19,159408000000
2022-04-20,159240000000
2022-04-21,158520000000
2022-04-22,154356000000
2022-04-25,154572000000
2022-04-26,149952000000
2022-04-27,155808000000
2022-04-28,158748000000
2022-04-29,147768000000
2022-05-02,151680000000
2022-05-03,151500000000
2022-05-04,158844000000
2022-05-05,155472000000
2022-05-06,152160000000
2022-05-09,146076000000
2022-05-10,147600000000
2022-05-11,147936000000
2022-05-12,148836000000
2022-05-13,151596000000
2022-05-16,151860000000
2022-05-17,154344000000
2022-05-18,150288000000
2022-05-19,151056000000
2022-05-20,151248000000
2022-05-23,155867999999
2022-05-24,155064000000
2022-05-25,157728000000
2022-05-26,159288000000
2022-05-27,160932000000
2022-05-31,159948000000
2022-06-01,161472000000
2022-06-02,162960000000
2022-06-03,163932000000
2022-06-06,164604000000
2022-06-07,166308000000
2022-06-08,162252000000
2022-06-09,159624000000
2022-06-10,156612000000
2022-06-13,149544000000
2022-06-14,149880000000
2022-06-15,151824000000
2022-06-16,149136000000
2022-06-17,153108000000
2022-06-21,158004000000
2022-06-22,159804000000
2022-06-23,163128000000
2022-06-24,164496000000
2022-06-27,163848000000
2022-06-28,159636000000
2022-06-29,161244000000
2022-06-30,168696131137
2022-07-01,171542423821
2022-07-05,172482828893
2022-07-06,171780659773
2022-07-07,170940564575
2022-07-08,170175701783
2022-07-11,168934367089
2022-07-12,168570743794
2022-07-13,169172603040
2022-07-14,170100469378
2022-07-15,172244592941
2022-07-18,168608359997
2022-07-19,172432673956
2022-07-20,172344902816
2022-07-21,167003402008
2022-07-22,166113151873
2022-07-25,168721208606
2022-07-26,167906190877
2022-07-27,176683304880
2022-07-28,177673864889
2022-07-29,179379132752
2022-08-01,180294460355
2022-08-02,178488882618
2022-08-03,180181611747
2022-08-04,180294460355
2022-08-05,181259942896
2022-08-08,181285020364
2022-08-09,182538893793
2022-08-10,181611027456
2022-08-11,180068763138
2022-08-12,183642302411
2022-08-15,183930693300
2022-08-16,183855460894
2022-08-17,182501277590
2022-08-18,184143851782
2022-08-19,183529453802
2022-08-22,181285020364
2022-08-23,180382231495
2022-08-24,182225425436
2022-08-25,184407165203
2022-08-26,179328977815
2022-08-29,181673721127
2022-08-30,182463661388
2022-08-31,180507618838
2022-09-01,180457463901
2022-09-02,178024949449
2022-09-06,177937178309
2022-09-07,182438583919
2022-09-08,182275580373
2022-09-09,182689358605
2022-09-12,181999728219
2022-09-13,172708526110
2022-09-14,177962255777
2022-09-15,176821230957
2022-09-16,175479586388
2022-09-19,176432530194
2022-09-20,175090885625
2022-09-21,171492268884
2022-09-22,169335606586
2022-09-23,165925070859
2022-09-26,165912532125
2022-09-27,166363926559
2022-09-28,169924927098
2022-09-29,168821518480
2022-09-30,166481856802
2022-10-03,172350971974
2022-10-04,176867584919
2022-10-05,175242100590
2022-10-06,172996202395
2022-10-07,170725487645
2022-10-10,170899203528
2022-10-11,170179523443
2022-10-12,164955638692
2022-10-13,165129354574
2022-10-14,163193663312
2022-10-17,166072383650
2022-10-18,168951103989
2022-10-19,168429956341
2022-10-20,168777388106
2022-10-21,169323352308
2022-10-24,172872119622
2022-10-25,174497603951
2022-10-26,174758177774
2022-10-27,174497603951
2022-10-28,187364987532
2022-10-31,188059851061
2022-11-01,188953247028
2022-11-02,186148976354
2022-11-03,183853445050
2022-11-04,184672391353
2022-11-07,185851177698
2022-11-08,186000077026
2022-11-09,184436634084
2022-11-10,186682532279
2022-11-11,181396606141
2022-11-14,180490801896
2022-11-15,179920021140
2022-11-16,179771121812
2022-11-17,183357113957
2022-11-18,184672391353
2022-11-21,185975260472
2022-11-22,188109484171
2022-11-23,186273059127
2022-11-25,187427028918
2022-11-28,186000077026
2022-11-29,184411817529
2022-11-30,187935768288
2022-12-01,188370057994
2022-12-02,189114554634
2022-12-05,186893472993
2022-12-06,185367254883
2022-12-07,184622758244
2022-12-08,178443436138
2022-12-09,175663982019
2022-12-12,176693869036
2022-12-13,174435562564
2022-12-14,176644235927
2022-12-15,173964048026
2022-12-16,176644235927
2022-12-19,175726023405
2022-12-20,174137763908
2022-12-21,175539899246
2022-12-22,173132693445
2022-12-23,173740699034
2022-12-27,174944301934
2022-12-28,172450238193
2022-12-29,172971385840
2022-12-30,173715882480
2023-01-03,169574346652
2023-01-04,170696386345
2023-01-05,176209016141
2023-01-06,181197214342
2023-01-09,181441136014
2023-01-10,182404626620
2023-01-11,181477724265
2023-01-12,182831489547
2023-01-13,182550979624
2023-01-17,179258037046
2023-01-18,177940860015
2023-01-19,177013957660
2023-01-20,176989565493
2023-01-23,176074859221
2023-01-24,177831095263
2023-01-25,180587410161
2023-01-26,181343567345
2023-01-27,178953134956
2023-01-30,179258037046
2023-01-31,182099724530
2023-02-01,184124274411
2023-02-02,179221448795
2023-02-03,177074938078
2023-02-06,173147799153
2023-02-07,174391799682
2023-02-08,175391878539
2023-02-09,174221054511
2023-02-10,175257721619
2023-02-13,178770193701
2023-02-14,179880037311
2023-02-15,179953213813
2023-02-16,178953134956
2023-02-17,182148508864
2023-02-21,179392193966
2023-02-22,179684899973
2023-02-23,176513918232
2023-02-24,176123643556
2023-02-27,175782153215
2023-02-28,173403916909
2023-03-01,172318465466
2023-03-02,172147720296
2023-03-03,173062426567
2023-03-06,175282113786
2023-03-07,174245446678
2023-03-08,174623525271
2023-03-09,172074543794
2023-03-10,170147562582
2023-03-13,170415876422
2023-03-14,174416191849
2023-03-15,176135839640
2023-03-16,172586779306
2023-03-17,173733211166
2023-03-20,177587173590
2023-03-21,176440741730
2023-03-22,174965015612
2023-03-23,173550269912
2023-03-24,173842975919
2023-03-27,175501643291
2023-03-28,174147878009
2023-03-29,175391878539
2023-03-30,176318780894
2023-03-31,172805546572
2023-04-03,175096258043
2023-04-04,174559372542
2023-04-05,177911924225
2023-04-06,178496532882
2023-04-10,178949902861
2023-04-11,178902179705
2023-04-12,178377224993
2023-04-13,179403272839
2023-04-14,178472671304
2023-04-17,179546442306
2023-04-18,179343618895
2023-04-19,177506277402
2023-04-20,174117933352
2023-04-21,174451995442
2023-04-24,174022487041
2023-04-25,176575675868
2023-04-26,176909737957
2023-04-27,178890248916
2023-04-28,171684052414
2023-05-01,170860827980
2023-05-02,167460553140
2023-05-03,166923667639
2023-05-04,168534324142
2023-05-05,171278405591
2023-05-08,172018114504
2023-05-09,169452994888
2023-05-10,169452994888
2023-05-11,170252357745
2023-05-12,171946529770
2023-05-15,172543069216
2023-05-16,171445436636
2023-05-17,168916109387
2023-05-18,164859641158
2023-05-19,165873758215
2023-05-22,168939970965
2023-05-23,168665562820
2023-05-24,167031044740
2023-05-25,161972390242
2023-05-26,161244612118
2023-05-30,161208819751
2023-05-31,163750077789
2023-06-01,165730588748
2023-06-02,156520019710
2023-06-05,157748890968
2023-06-06,153358360649
2023-06-07,150984133656
2023-06-08,155482041075
2023-06-09,156722843121
2023-06-12,156030857364
2023-06-13,154957086363
2023-06-14,152773751992
2023-06-15,158393153569
2023-06-16,156209819198
2023-06-20,156567742865
2023-06-21,158297707257
2023-06-22,160278218216
2023-06-23,158440876724
2023-06-26,160886688451
2023-06-27,162461552587
2023-06-28,162580860476
2023-06-29,163260915444
2023-06-30,162698622209
2023-07-03,163202296850
2023-07-05,163471704215
2023-07-06,163003169666
2023-07-07,162780615755
2023-07-10,162042673840
2023-07-11,164010518947
2023-07-12,165029581591
2023-07-13,164795314317
2023-07-14,163612264580
2023-07-17,161644419474
2023-07-18,162171520841
2023-07-19,161152458197
2023-07-20,164104225857
2023-07-21,165041294955
2023-07-24,165591823051
2023-07-25,166880293061
2023-07-26,165263848866
2023-07-27,163846531855
2023-07-28,165006154864
2023-07-31,161375012108
2023-08-01,160777630557
2023-08-02,159044052725
2023-08-03,158563804813
2023-08-04,157661875805
2023-08-07,160063115370
2023-08-08,159606294184
2023-08-09,161304731925
2023-08-10,161328158653
2023-08-11,162042673840
2023-08-14,163401424033
2023-08-15,162323794570
2023-08-16,161937253567
2023-08-17,159735141186
2023-08-18,159465733820
2023-08-21,158774645360
2023-08-22,158317824174
2023-08-23,159688287731
2023-08-24,156162565248
2023-08-25,156197705339
2023-08-28,158341250902
2023-08-29,160168535644
2023-08-30,160929904286
2023-08-31,159594580821
2023-09-01,160859624104
2023-09-05,160344236099
2023-09-06,157111347710
2023-09-07,160801057285
2023-09-08,161211025015
2023-09-11,164291639676
2023-09-12,164115939221
2023-09-13,165744096779
2023-09-14,167641661703
2023-09-15,166247771419
2023-09-18,164935874682
2023-09-19,166880293061
2023-09-20,166411758512
2023-09-21,163975378856
2023-09-22,163225723577
2023-09-25,163998805583
2023-09-26,164525906951
2023-09-27,163635691308
2023-09-28,163635691308
2023-09-29,164045659038
2023-10-02,161167459488
2023-10-03,157892262659
2023-10-04,159778683448
2023-10-05,159049576026
2023-10-06,160901277414
2023-10-09,162185895251
2023-10-10,164812996594
2023-10-11,165634689085
2023-10-12,163343208618
2023-10-13,163956584702
2023-10-16,165773566689
2023-10-17,165229629406
2023-10-18,161665104236
2023-10-19,159524074507
2023-10-20,158540358145
2023-10-23,159408343170
2023-10-24,163262196682
2023-10-25,163169611613
2023-10-26,165333787609
2023-10-27,162023871380
2023-10-30,163840853366
2023-10-31,166491100976
2023-11-01,167868303883
2023-11-02,169546408265
2023-11-03,170692148498
2023-11-06,170518551493
2023-11-07,170275515686
2023-11-08,169708432136
2023-11-09,169997760478
2023-11-10,170831026102
2023-11-13,170368100756
2023-11-14,170136638082
2023-11-15,170356527622
2023-11-16,170692148498
2023-11-17,170946757439
2023-11-20,171861034999
2023-11-21,171988339469
2023-11-22,172335533479
2023-11-24,172416545415
2023-11-27,172208229009
2023-11-28,171722157395
2023-11-29,173076214034
2023-11-30,174117796065
2023-12-01,176200960125
2023-12-04,176837482477
2023-12-05,178226258518
2023-12-06,179962228568
2023-12-07,180957518064
2023-12-08,181003810598
2023-12-11,183839228347
2023-12-12,185679356601
2023-12-13,184649347704
2023-12-14,181547747881
2023-12-15,180714482257
2023-12-18,180841786727
2023-12-19,180390434514
2023-12-20,178851207736
2023-12-21,179302559949
2023-12-22,180205264375
2023-12-26,181501455346
2023-12-27,182786073183
2023-12-28,183954959684
2023-12-29,185552052131
2024-01-02,191911679649
2024-01-03,192113180393
2024-01-04,192373946063
2024-01-05,193642215454
2024-01-08,193689627394
2024-01-09,193440714710
2024-01-10,193547391575
2024-01-11,192219857258
2024-01-12,192658417702
2024-01-16,193298478890
2024-01-17,194708984102
2024-01-18,195443869170
2024-01-19,195763899764
2024-01-22,194839366936
2024-01-23,194080775898
2024-01-24,192018356514
2024-01-25,192682123672
2024-01-26,192208004273
2024-01-29,193310331875
2024-01-30,191662766964
2024-01-31,191105676671
2024-02-01,192611005762
2024-02-02,191757590844
2024-02-05,192030209498
2024-02-06,190833058017
2024-02-07,191757590844
2024-02-08,190750087122
2024-02-09,192243563228
2024-02-12,191733884874
2024-02-13,191402001295
2024-02-14,191330883385
2024-02-15,191508678160
2024-02-16,190133731903
2024-02-20,192077621438
2024-02-21,194448218432
2024-02-22,193855569184
2024-02-23,194791954996
2024-02-26,194282276643
2024-02-27,195123838576
2024-02-28,194151893808
2024-02-29,193559244560
2024-03-01,193642215454
2024-03-04,193606656499
2024-03-05,196641020652
2024-03-06,198442674367
2024-03-07,194851219921
2024-03-08,194377100523
2024-03-11,195289780365
2024-03-12,194009657988
2024-03-13,194495630372
2024-03-14,193037713221
2024-03-15,191793149799
2024-03-18,191010852791
2024-03-19,190524880407
2024-03-20,191022705776
2024-03-21,190750087122
2024-03-22,190370791603
2024-03-25,190975293836
2024-03-26,190951587866
2024-03-27,192030209498
2024-03-28,193464420680
2024-04-01,192812506506
2024-04-02,192113180393
2024-04-03,193511832620
2024-04-04,191556090100
2024-04-05,190963440851
2024-04-08,190714528167
2024-04-09,190833058017
2024-04-10,190098172948
2024-04-11,190465615482
2024-04-12,189707024444
2024-04-15,189434405790
2024-04-16,189398846835
2024-04-17,189754436384
2024-04-18,190655263242
2024-04-19,192409505018
2024-04-22,192445063972
2024-04-23,193499979635
2024-04-24,194602307237
2024-04-25,194448218432
2024-04-26,194341541568
2024-04-29,194685278132
2024-04-30,194590454252
2024-05-01,196131342298
2024-05-02,195467575140
2024-05-03,195100132606
2024-05-06,192456916957
2024-05-07,192243563228
2024-05-08,193002154266
2024-05-09,195194956485
2024-05-10,194626013207
2024-05-13,193618509484
2024-05-14,192504328897
2024-05-15,192824359491
2024-05-16,193891128139
2024-05-17,194388953508
2024-05-20,194270423658
2024-05-21,194815660966
2024-05-22,196166901253
2024-05-23,195538693050
2024-05-24,196759550502
2024-05-28,198312291533
2024-05-29,200173210173
2024-05-30,202330453437
2024-05-31,207379825035
2024-06-03,205151463860
2024-06-04,210876455601
2024-06-05,213673760054
2024-06-06,213081110805
2024-06-07,213140375730
2024-06-10,214171585422
2024-06-11,211457251864
2024-06-12,205993025793
2024-06-13,207557619809
2024-06-14,208600682487
2024-06-17,210248247397
2024-06-18,210520866052
2024-06-20,209134066810
2024-06-21,209477803374
2024-06-24,210923867541
2024-06-25,210544572022
2024-06-26,208979978006
2024-06-27,210295659337
2024-06-28,208825889201
2024-07-01,212263254842
2024-07-02,213330023490
2024-07-03,211528369774
2024-07-05,212452902602
2024-07-08,212369931707
2024-07-09,212227695887
2024-07-10,213970084678
2024-07-11,211943224248
2024-07-12,212808492151
2024-07-15,215428001829
2024-07-16,216885918981
2024-07-17,217573392109
2024-07-18,216068063018
2024-07-19,215783591378
2024-07-22,210319365307
2024-07-23,209276302630
2024-07-24,209667451134
2024-07-25,207593178764
2024-07-26,208055445178
2024-07-29,206942474211
2024-07-30,205175735160
2024-07-31,213272314125
2024-08-01,218876738004
2024-08-02,220854081711
2024-08-05,218642732831
2024-08-06,222141110159
2024-08-07,222995229038
2024-08-08,226528707141
2024-08-09,227219022400
