,CAT
2013-11-25,53762800000
2013-11-26,53737320000
2013-11-27,53934790000
2013-11-29,53890200000
2013-12-02,53667250000
2013-12-03,53425190000
2013-12-04,53488890000
2013-12-05,53769170000
2013-12-06,54463500000
2013-12-09,54839330000
2013-12-10,55049540000
2013-12-11,54323360000
2013-12-12,54508089999
2013-12-13,54813850000
2013-12-16,55661060000
2013-12-17,55368040000
2013-12-18,56164290000
2013-12-19,55762980000
2013-12-20,56648410000
2013-12-23,57304519999
2013-12-24,57909670000
2013-12-26,58062550000
2013-12-27,57884190000
2013-12-30,57884190000
2013-12-31,56910627000
2014-01-02,56321529000
2014-01-03,56290193999
2014-01-06,55550688000
2014-01-07,55732431000
2014-01-08,55864038000
2014-01-09,56221256999
2014-01-10,56722617000
2014-01-13,56334063000
2014-01-14,56753952000
2014-01-15,57913347000
2014-01-16,57662667000
2014-01-17,57305448000
2014-01-21,56779020000
2014-01-22,56177388000
2014-01-23,55450416000
2014-01-24,54002739000
2014-01-27,57211443000
2014-01-28,57950949000
2014-01-29,56791554000
2014-01-30,58408440000
2014-01-31,58853397000
2014-02-03,57919614000
2014-02-04,57969750000
2014-02-05,57631331999
2014-02-06,58803261000
2014-02-07,59455029000
2014-02-10,59223150000
2014-02-11,59511431999
2014-02-12,60269739000
2014-02-13,60232137000
2014-02-14,60507885000
2014-02-18,60514152000
2014-02-19,60294806999
2014-02-20,60739764000
2014-02-21,61103250000
2014-02-24,60990443999
2014-02-25,60420147000
2014-02-26,60915240000
2014-02-27,60601890000
2014-02-28,60771099000
2014-03-03,60357477000
2014-03-04,60802434000
2014-03-05,60395079000
2014-03-06,61165920000
2014-03-07,60821235000
2014-03-10,60633225000
2014-03-11,60689628000
2014-03-12,60677093999
2014-03-13,59918787000
2014-03-14,59780913000
2014-03-17,59956389000
2014-03-18,60420147000
2014-03-19,60188268000
2014-03-20,60294806999
2014-03-21,61034313000
2014-03-24,60695895000
2014-03-25,61786353000
2014-03-26,61291260000
2014-03-27,61698615000
2014-03-28,62287713000
2014-03-31,62235431000
2014-04-01,62511003000
2014-04-02,64277169000
2014-04-03,64227065000
2014-04-04,63989071000
2014-04-07,63325193000
2014-04-08,64126857000
2014-04-09,64502637000
2014-04-10,64045438000
2014-04-11,63538135000
2014-04-14,64371114000
2014-04-15,64195750000
2014-04-16,64465059000
2014-04-17,64402429000
2014-04-21,64283432000
2014-04-22,64941047000
2014-04-23,64746894000
2014-04-24,65936864000
2014-04-25,65567347000
2014-04-28,65298038000
2014-04-29,65949390000
2014-04-30,66012020000
2014-05-01,65805340999
2014-05-02,65767763000
2014-05-05,65460876000
2014-05-06,65053781000
2014-05-07,65523506000
2014-05-08,65723922000
2014-05-09,65799078000
2014-05-12,66513060000
2014-05-13,67108045000
2014-05-14,66719739000
2014-05-15,65755237000
2014-05-16,66406589000
2014-05-19,66005757000
2014-05-20,63607028000
2014-05-21,64433744000
2014-05-22,64559004000
2014-05-23,65153989000
2014-05-27,64934784000
2014-05-28,64452533000
2014-05-29,64884680000
2014-05-30,64026649000
2014-06-02,64984888000
2014-06-03,65442087000
2014-06-04,65329353000
2014-06-05,66989047999
2014-06-06,67753134000
2014-06-09,68110125000
2014-06-10,68460853000
2014-06-11,68072547000
2014-06-12,66794895000
2014-06-13,66870051000
2014-06-16,66895103000
2014-06-17,66807421000
2014-06-18,67314724000
2014-06-19,67170675000
2014-06-20,68504694000
2014-06-23,68128914000
2014-06-24,67521403000
2014-06-25,67915972000
2014-06-26,67966076000
2014-06-27,68128914000
2014-06-30,66451705000
2014-07-01,66757455000
2014-07-02,66995940000
2014-07-03,67925420000
2014-07-07,67362840000
2014-07-08,66934789999
2014-07-09,67350610000
2014-07-10,66873640000
2014-07-11,67240539999
2014-07-14,67320035000
2014-07-15,67173275000
2014-07-16,68121100000
2014-07-17,66696304999
2014-07-18,67368955000
2014-07-21,67405645000
2014-07-22,67301690000
2014-07-23,66274370000
2014-07-24,64231960000
2014-07-25,64115775000
2014-07-28,63687725000
2014-07-29,64017935000
2014-07-30,63216870000
2014-07-31,61608625000
2014-08-01,61467980000
2014-08-04,62256815000
2014-08-05,62067250000
2014-08-06,62061135000
2014-08-07,62336310000
2014-08-08,63155720000
2014-08-11,63901750000
2014-08-12,63797795000
2014-08-13,64305340000
2014-08-14,64611090000
2014-08-15,64660010000
2014-08-18,65418270000
2014-08-19,65613950000
2014-08-20,65858550000
2014-08-21,66023655000
2014-08-22,65620065000
2014-08-25,66023655000
2014-08-26,66078690000
2014-08-27,66378325000
2014-08-28,66439475000
2014-08-29,66696304999
2014-09-02,66604580000
2014-09-03,66323289999
2014-09-04,66543429999
2014-09-05,66372210000
2014-09-08,65986965000
2014-09-09,65675100000
2014-09-10,64776195000
2014-09-11,64568285000
2014-09-12,64219730000
2014-09-15,64121890000
2014-09-16,64121890000
2014-09-17,63589885000
2014-09-18,63803910000
2014-09-19,62684865000
2014-09-22,61700350000
2014-09-23,61143885000
2014-09-24,61883800000
2014-09-25,60850365000
2014-09-26,61382370000
2014-09-29,61046045000
2014-09-30,59992374000
2014-10-01,59132138000
2014-10-02,59010978000
2014-10-03,58998862000
2014-10-06,59368400000
2014-10-07,57369260000
2014-10-08,58550570000
2014-10-09,56642300000
2014-10-10,56418154000
2014-10-13,55539744000
2014-10-14,56218240000
2014-10-15,56091022000
2014-10-16,56484792000
2014-10-17,57581290000
2014-10-20,56963374000
2014-10-21,58090162000
2014-10-22,57290505999
2014-10-23,60137766000
2014-10-24,60240752000
2014-10-27,59695532000
2014-10-28,61282728000
2014-10-29,60695102000
2014-10-30,60676928000
2014-10-31,61434178000
2014-11-03,60713276000
2014-11-04,59737938000
2014-11-05,60222578000
2014-11-06,61131278000
2014-11-07,61646208000
2014-11-10,61918818000
2014-11-11,62112674000
2014-11-12,62391342000
2014-11-13,61252438000
2014-11-14,61391772000
2014-11-17,61609860000
2014-11-18,61815832000
2014-11-19,61367540000
2014-11-20,61846122000
2014-11-21,64487410000
2014-11-24,64190568000
2014-11-25,64360192000
2014-11-26,64087582000
2014-11-28,60943480000
2014-12-01,59974200000
2014-12-02,60283158000
2014-12-03,60689044000
2014-12-04,60380086000
2014-12-05,59840924000
2014-12-08,57702450000
2014-12-09,57823610000
2014-12-10,56351516000
2014-12-11,56151602000
2014-12-12,54824900000
2014-12-15,54370550000
2014-12-16,54122172000
2014-12-17,54370550000
2014-12-18,55545802000
2014-12-19,55557918000
2014-12-22,55927455999
2014-12-23,56642300000
2014-12-24,56775576000
2014-12-26,57084534000
2014-12-29,56769518000
2014-12-30,56091022000
2014-12-31,55366497000
2015-01-02,55578212000
2015-01-05,52644447000
2015-01-06,52305703000
2015-01-07,53116269000
2015-01-08,53660679000
2015-01-09,53019485000
2015-01-12,52559761000
2015-01-13,52245213000
2015-01-14,52063742999
2015-01-15,51005167999
2015-01-16,50726914000
2015-01-20,50793453000
2015-01-21,51640313000
2015-01-22,52517417999
2015-01-23,51785489000
2015-01-26,52039547000
2015-01-27,48301265000
2015-01-28,48398049000
2015-01-29,48392000000
2015-01-30,48373853000
2015-02-02,48900116000
2015-02-03,50763208000
2015-02-04,49571555000
2015-02-05,50551492999
2015-02-06,50333729000
2015-02-09,51216883000
2015-02-10,50751110000
2015-02-11,50454709000
2015-02-12,50527297000
2015-02-13,51495137000
2015-02-17,51646362000
2015-02-18,51295520000
2015-02-19,50388170000
2015-02-20,51077756000
2015-02-23,50503101000
2015-02-24,51114050000
2015-02-25,51507235000
2015-02-26,50690620000
2015-02-27,50146210000
2015-03-02,50206700000
2015-03-03,50109916000
2015-03-04,49438477000
2015-03-05,49305399000
2015-03-06,48428294000
2015-03-09,48881969000
2015-03-10,48337559000
2015-03-11,48210530000
2015-03-12,48506931000
2015-03-13,47926227000
2015-03-16,48373853000
2015-03-17,47454405000
2015-03-18,49196517000
2015-03-19,48446441000
2015-03-20,49111831000
2015-03-23,49051341000
2015-03-24,48682352000
2015-03-25,48307314000
2015-03-26,48319412000
2015-03-27,48192383000
2015-03-30,49220713000
2015-03-31,48274096000
2015-04-01,48038848000
2015-04-02,48400768000
2015-04-06,49154768000
2015-04-07,48581728000
2015-04-08,48521408000
2015-04-09,48666176000
2015-04-10,49824320000
2015-04-13,49546848000
2015-04-14,50065600000
2015-04-15,51368512000
2015-04-16,50873888000
2015-04-17,50234496000
2015-04-20,51030720000
2015-04-21,50620544000
2015-04-22,51193584000
2015-04-23,51145328000
2015-04-24,51030720000
2015-04-27,51471056000
2015-04-28,51995840000
2015-04-29,52780000000
2015-04-30,52406016000
2015-05-01,52701584000
2015-05-04,52659360000
2015-05-05,52478400000
2015-05-06,52472368000
2015-05-07,52134576000
2015-05-08,52665392000
2015-05-11,53546064000
2015-05-12,53178112000
2015-05-13,53347008000
2015-05-14,53527968000
2015-05-15,53340976000
2015-05-18,53256528000
2015-05-19,52623168000
2015-05-20,53039376000
2015-05-21,53883856000
2015-05-22,53461616000
2015-05-26,52985088000
2015-05-27,53033344000
2015-05-28,51881232000
2015-05-29,51465023999
2015-06-01,51591696000
2015-06-02,51977744000
2015-06-03,52013936000
2015-06-04,51555504000
2015-06-05,51905360000
2015-06-08,51965680000
2015-06-09,52315536000
2015-06-10,53371136000
2015-06-11,53184144000
2015-06-12,52991120000
2015-06-15,52556816000
2015-06-16,52231088000
2015-06-17,52629200000
2015-06-18,52743808000
2015-06-19,52792064000
2015-06-22,53244464000
2015-06-23,53353040000
2015-06-24,53184144000
2015-06-25,52309504000
2015-06-26,52369823999
2015-06-29,51452960000
2015-06-30,49908087999
2015-07-01,49396180000
2015-07-02,49649192000
2015-07-06,48925460000
2015-07-07,49419716000
2015-07-08,48407668000
2015-07-09,48066396000
2015-07-10,48337060000
2015-07-13,49213776000
2015-07-14,49696264000
2015-07-15,49519744000
2015-07-16,49284384000
2015-07-17,48931344000
2015-07-20,48395900000
2015-07-21,48378248000
2015-07-22,46930784000
2015-07-23,45236192000
2015-07-24,44777240000
2015-07-27,44318287999
2015-07-28,45765752000
2015-07-29,45500972000
2015-07-30,46101140000
2015-07-31,46265892000
2015-08-03,45459784000
2015-08-04,45071440000
2015-08-05,45236192000
2015-08-06,45577464000
2015-08-07,45477436000
2015-08-10,47166144000
2015-08-11,45918736000
2015-08-12,46436528000
2015-08-13,45753984000
2015-08-14,46183516000
2015-08-17,46212936000
2015-08-18,46377687999
2015-08-19,45548044000
2015-08-20,44959644000
2015-08-21,44130000000
2015-08-24,42847287999
2015-08-25,42400104000
2015-08-26,43465108000
2015-08-27,44518344000
2015-08-28,44688980000
2015-08-31,44977296000
2015-09-01,44071160000
2015-09-02,44777240000
2015-09-03,43806380000
2015-09-04,43012040000
2015-09-08,43718120000
2015-09-09,42929664000
2015-09-10,42611928000
2015-09-11,42735492000
2015-09-14,42817868000
2015-09-15,43882872000
2015-09-16,44506576000
2015-09-17,43576904000
2015-09-18,42282424000
2015-09-21,42458944000
2015-09-22,42176512000
2015-09-23,41305680000
2015-09-24,38716720000
2015-09-25,38234232000
2015-09-28,37534036000
2015-09-29,37840004000
2015-09-30,38059128000
2015-10-01,37494297000
2015-10-02,38257110000
2015-10-05,40283514000
2015-10-06,41238485999
2015-10-07,40982274000
2015-10-08,41832432000
2015-10-09,41517990000
2015-10-12,41052150000
2015-10-13,40859991000
2015-10-14,41174433000
2015-10-15,41244309000
2015-10-16,40574664000
2015-10-19,40335921000
2015-10-20,40918221000
2015-10-21,40568841000
2015-10-22,41273424000
2015-10-23,41780025000
2015-10-26,41646096000
2015-10-27,40988097000
2015-10-28,41908131000
2015-10-29,41908131000
2015-10-30,42502077000
2015-11-02,43288182000
2015-11-03,43526925000
2015-11-04,43410465000
2015-11-05,43218306000
2015-11-06,42997032000
2015-11-09,41861547000
2015-11-10,42175989000
2015-11-11,41873193000
2015-11-12,39980718000
2015-11-13,40545549000
2015-11-16,40988097000
2015-11-17,40405797000
2015-11-18,40947335999
2015-11-19,40772646000
2015-11-20,41424822000
2015-11-23,41354946000
2015-11-24,41576220000
2015-11-25,41628627000
2015-11-27,41471406000
2015-11-30,42304095000
2015-12-01,41669388000
2015-12-02,41360769000
2015-12-03,40551372000
2015-12-04,40749354000
2015-12-07,39806028000
2015-12-08,38746242000
2015-12-09,38379393000
2015-12-10,38653074000
2015-12-11,38099889000
2015-12-14,38501676000
2015-12-15,38868525000
2015-12-16,39433356000
2015-12-17,37791270000
2015-12-18,37913553000
2015-12-21,37989252000
2015-12-22,39835143000
2015-12-23,40696947000
2015-12-24,40399974000
2015-12-28,39934134000
2015-12-29,40289337000
2015-12-30,39998187000
2015-12-31,39607088000
2016-01-04,39624572000
2016-01-05,39210784000
2016-01-06,38593016000
2016-01-07,37264232000
2016-01-08,36885412000
2016-01-11,35824716000
2016-01-12,35900480000
2016-01-13,35486692000
2016-01-14,36290956000
2016-01-15,34892236000
2016-01-19,34402684000
2016-01-20,34274468000
2016-01-21,34787332000
2016-01-22,35539144000
2016-01-25,33749947999
2016-01-26,34478448000
2016-01-27,33988896000
2016-01-28,35597424000
2016-01-29,36273472000
2016-02-01,36541560000
2016-02-02,35358476000
2016-02-03,36873756000
2016-02-04,38441488000
2016-02-05,38534736000
2016-02-08,37637224000
2016-02-09,37258404000
2016-02-10,36215192000
2016-02-11,35789748000
2016-02-12,36803820000
2016-02-16,38004388000
2016-02-17,39199128000
2016-02-18,38534736000
2016-02-19,38126776000
2016-02-22,39228268000
2016-02-23,38336584000
2016-02-24,38394864000
2016-02-25,38738716000
2016-02-26,38971836000
2016-02-29,39455560000
2016-03-01,40265652000
2016-03-02,40434664000
2016-03-03,41815900000
2016-03-04,42451152000
2016-03-07,43575956000
2016-03-08,41804244000
2016-03-09,41885836000
2016-03-10,41588608000
2016-03-11,42427840000
2016-03-14,42387044000
2016-03-15,42218032000
2016-03-16,43325352000
2016-03-17,44234520000
2016-03-18,43983916000
2016-03-21,44228692000
2016-03-22,44030540000
2016-03-23,42940704000
2016-03-24,43879012000
2016-03-28,43896495999
2016-03-29,44298628000
2016-03-30,44590028000
2016-03-31,44707014000
2016-04-01,44853039000
2016-04-04,44228052000
2016-04-05,43947684000
2016-04-06,43936002000
2016-04-07,43322697000
2016-04-08,43427835000
2016-04-11,43591383000
2016-04-12,44450010000
2016-04-13,46219833000
2016-04-14,46173105000
2016-04-15,46243197000
2016-04-18,46289925000
2016-04-19,46955799000
2016-04-20,46576134000
2016-04-21,45945306000
2016-04-22,45746711999
2016-04-25,44853039000
2016-04-26,45355365000
2016-04-27,45956988000
2016-04-28,45413775000
2016-04-29,45396252000
2016-05-02,45466344000
2016-05-03,44601876000
2016-05-04,43363584000
2016-05-05,42516639000
2016-05-06,42849576000
2016-05-09,41342598000
2016-05-10,42353091000
2016-05-11,42306363000
2016-05-12,41879970000
2016-05-13,40927886999
2016-05-16,41295870000
2016-05-17,41500305000
2016-05-18,41231619000
2016-05-19,40554063000
2016-05-20,40811067000
2016-05-23,41120640000
2016-05-24,41523669000
2016-05-25,42388136999
2016-05-26,42101928000
2016-05-27,42031836000
2016-05-31,42353091000
2016-06-01,42212907000
2016-06-02,43001442000
2016-06-03,43830864000
2016-06-06,44636922000
2016-06-07,44864721000
2016-06-08,45624051000
2016-06-09,45069156000
2016-06-10,44409123000
2016-06-13,43941843000
2016-06-14,43725726000
2016-06-15,43848386999
2016-06-16,43801659000
2016-06-17,44350713000
2016-06-20,44642763000
2016-06-21,44677809000
2016-06-22,44642763000
2016-06-23,45688302000
2016-06-24,42656823000
2016-06-27,41693058000
2016-06-28,42358932000
2016-06-29,43357743000
2016-06-30,44326107000
2016-07-01,44700315000
2016-07-05,43489986000
2016-07-06,43753101000
2016-07-07,43881735000
2016-07-08,45238239000
2016-07-11,45489660000
2016-07-12,46659060000
2016-07-13,46594743000
2016-07-14,46811082000
2016-07-15,47185290000
2016-07-18,46670753999
2016-07-19,46623978000
2016-07-20,46594743000
2016-07-21,46781847000
2016-07-22,46413486000
2016-07-25,46010043000
2016-07-26,48383925000
2016-07-27,49173270000
2016-07-28,48483324000
2016-07-29,48389772000
2016-08-01,47916165000
2016-08-02,47501028000
2016-08-03,47962941000
2016-08-04,47810919000
2016-08-05,48272832000
2016-08-08,48787368000
2016-08-09,48430701000
2016-08-10,48325455000
2016-08-11,48670428000
2016-08-12,48530100000
2016-08-15,49202505000
2016-08-16,49284363000
2016-08-17,49354527000
2016-08-18,48752286000
2016-08-19,49021248000
2016-08-22,48875073000
2016-08-23,49120647000
2016-08-24,48617805000
2016-08-25,48436548000
2016-08-26,48331302000
2016-08-29,48588570000
2016-08-30,48226056000
2016-08-31,47916165000
2016-09-01,47623815000
2016-09-02,47764143000
2016-09-06,47992176000
2016-09-07,48951084000
2016-09-08,48845838000
2016-09-09,47237913000
2016-09-12,47898624000
2016-09-13,46910481000
2016-09-14,47372394000
2016-09-15,47962941000
2016-09-16,47974635000
2016-09-19,47875236000
2016-09-20,47769990000
2016-09-21,48804909000
2016-09-22,48822450000
2016-09-23,48202668000
2016-09-26,48161739000
2016-09-27,48459936000
2016-09-28,50629173000
2016-09-29,51143709000
2016-09-30,52000185048
2016-10-03,51713150119
2016-10-04,51262095230
2016-10-05,52380945669
2016-10-06,52304793545
2016-10-07,51824449377
2016-10-10,51678002985
2016-10-11,51238663807
2016-10-12,51303100220
2016-10-13,50945771022
2016-10-14,51355820921
2016-10-17,51133222405
2016-10-18,51092217415
2016-10-19,51549130160
2016-10-20,50746603929
2016-10-21,50570868258
2016-10-24,50371701164
2016-10-25,49487164953
2016-10-26,49282140004
2016-10-27,48626060165
2016-10-28,49135693611
2016-10-31,48889663672
2016-11-01,48175005276
2016-11-02,47513067582
2016-11-03,47606793273
2016-11-04,48216010266
2016-11-07,49059541487
2016-11-08,49604322067
2016-11-09,53423643984
2016-11-10,54741661516
2016-11-11,54483915865
2016-11-14,55163427126
2016-11-15,55321589230
2016-11-16,54683082959
2016-11-17,54349185184
2016-11-18,54091439533
2016-11-21,54419479453
2016-11-22,54841245063
2016-11-23,56340856122
2016-11-25,56124115461
2016-11-28,55591050593
2016-11-29,55087275002
2016-11-30,55977669069
2016-12-01,56376003256
2016-12-02,55731639129
2016-12-05,55327447086
2016-12-06,55778501975
2016-12-07,57014509528
2016-12-08,56393576823
2016-12-09,55960095502
2016-12-12,55696491995
2016-12-13,56247130431
2016-12-14,54911539331
2016-12-15,55374309932
2016-12-16,54232028070
2016-12-19,54308180194
2016-12-20,55263010673
2016-12-21,54958402177
2016-12-22,55134137848
2016-12-23,55251294962
2016-12-27,55386025643
2016-12-28,54565925845
2016-12-29,54647935825
2016-12-30,54325753761
2017-01-03,55219125000
2017-01-04,54972374999
2017-01-05,54637500000
2017-01-06,54661000000
2017-01-09,54267375000
2017-01-10,55125125000
2017-01-11,55606875000
2017-01-12,55219125000
2017-01-13,55507000000
2017-01-17,54972374999
2017-01-18,54831375000
2017-01-19,54860750000
2017-01-20,55565750000
2017-01-23,55495250000
2017-01-24,56541000000
2017-01-25,57663125000
2017-01-26,57116750000
2017-01-27,58156625000
2017-01-30,56864125000
2017-01-31,56200250000
2017-02-01,55877125000
2017-02-02,55089875000
2017-02-03,54802000000
2017-02-06,54561125000
2017-02-07,54819625000
2017-02-08,54584625000
2017-02-09,55201500000
2017-02-10,56582125000
2017-02-13,57868750000
2017-02-14,57627875000
2017-02-15,58174250000
2017-02-16,57727750000
2017-02-17,58074375000
2017-02-21,57633750000
2017-02-22,57692500000
2017-02-23,56135625000
2017-02-24,56094500000
2017-02-27,57246000000
2017-02-28,56787750000
2017-03-01,57915750000
2017-03-02,55436500000
2017-03-03,55883000000
2017-03-06,56200250000
2017-03-07,56358875000
2017-03-08,54772625000
2017-03-09,53691625000
2017-03-10,54232125000
2017-03-13,54426000000
2017-03-14,53967750000
2017-03-15,54849000000
2017-03-16,54549375000
2017-03-17,54584625000
2017-03-20,56047500000
2017-03-21,54302625000
2017-03-22,54302625000
2017-03-23,54185125000
2017-03-24,54138125000
2017-03-27,53762125000
2017-03-28,54608125000
2017-03-29,54555250000
2017-03-30,54766750000
2017-03-31,54746952000
2017-04-03,54457754000
2017-04-04,55555526000
2017-04-05,55620448000
2017-04-06,56552963999
2017-04-07,56375904000
2017-04-10,57332028000
2017-04-11,57308420000
2017-04-12,55986372000
2017-04-13,54947620000
2017-04-17,55561428000
2017-04-18,55708978000
2017-04-19,55165994000
2017-04-20,55868332000
2017-04-21,55667663999
2017-04-24,57137262000
2017-04-25,61628684000
2017-04-26,61770332000
2017-04-27,60601736000
2017-04-28,60353852000
2017-05-01,60200400000
2017-05-02,59911202000
2017-05-03,59928908000
2017-05-04,58659978000
2017-05-05,58807528000
2017-05-08,58648174000
2017-05-09,58600958000
2017-05-10,59232472000
2017-05-11,59604298000
2017-05-12,59439042000
2017-05-15,60448284000
2017-05-16,60401068000
2017-05-17,59102628000
2017-05-18,59149844000
2017-05-19,60454186000
2017-05-22,60371558000
2017-05-23,61162426000
2017-05-24,61351290000
2017-05-25,61982804000
2017-05-26,62360532000
2017-05-30,62248394000
2017-05-31,62224786000
2017-06-01,62354630000
2017-06-02,62531690000
2017-06-05,62089040000
2017-06-06,61705410000
2017-06-07,61091602000
2017-06-08,61976902000
2017-06-09,62513984000
2017-06-12,62602513999
2017-06-13,62413650000
2017-06-14,61799842000
2017-06-15,62797280000
2017-06-16,63505520000
2017-06-19,63440598000
2017-06-20,63175008000
2017-06-21,61067994000
2017-06-22,61286368000
2017-06-23,61445722000
2017-06-26,61528350000
2017-06-27,61339486000
2017-06-28,62826790000
2017-06-29,62348728000
2017-06-30,63713034000
2017-07-03,63422513000
2017-07-05,63730821000
2017-07-06,63149779000
2017-07-07,63392868000
2017-07-10,63938336000
2017-07-11,64175496000
2017-07-12,64602384000
2017-07-13,64311863000
2017-07-14,64489733000
2017-07-17,64531236000
2017-07-18,63481802999
2017-07-19,63944265000
2017-07-20,63630027999
2017-07-21,63197211000
2017-07-24,64139922000
2017-07-25,67910766000
2017-07-26,67306008000
2017-07-27,67809973000
2017-07-28,67649890000
2017-07-31,67560955000
2017-08-01,67056990000
2017-08-02,67051061000
2017-08-03,67329724000
2017-08-04,67798115000
2017-08-07,68011559000
2017-08-08,67833689000
2017-08-09,67792186000
2017-08-10,67086635000
2017-08-11,66908765000
2017-08-14,67418659000
2017-08-15,67383085000
2017-08-16,67661748000
2017-08-17,67080706000
2017-08-18,67543168000
2017-08-21,67353440000
2017-08-22,68669677999
2017-08-23,68035275000
2017-08-24,68053062000
2017-08-25,68391015000
2017-08-28,68225002999
2017-08-29,68782329000
2017-08-30,69695395000
2017-08-31,69659821000
2017-09-01,70128212000
2017-09-05,70140070000
2017-09-06,69357442000
2017-09-07,69825833000
2017-09-08,69855478000
2017-09-11,70478023000
2017-09-12,71705326000
2017-09-13,70928627000
2017-09-14,71432592000
2017-09-15,71960273000
2017-09-18,73418807000
2017-09-19,73958346000
2017-09-20,74023565000
2017-09-21,73987991000
2017-09-22,73774547000
2017-09-25,73709328000
2017-09-26,73821979000
2017-09-27,73827908000
2017-09-28,74248867000
2017-09-29,73940559000
2017-10-02,74383008000
2017-10-03,74854164000
2017-10-04,75587736000
2017-10-05,75384960000
2017-10-06,75701052000
2017-10-09,75671232000
2017-10-10,76452516000
2017-10-11,76697040000
2017-10-12,77526036000
2017-10-13,77955444000
2017-10-16,78408708000
2017-10-17,77854056000
2017-10-18,78301356000
2017-10-19,78456420000
2017-10-20,78343104000
2017-10-23,78533952000
2017-10-24,82446336000
2017-10-25,81611376000
2017-10-26,81671016000
2017-10-27,82189884000
2017-10-30,81402636000
2017-10-31,80991120000
2017-11-01,81283356000
2017-11-02,81390708000
2017-11-03,81486132000
2017-11-06,82130244000
2017-11-07,82786284000
2017-11-08,81879756000
2017-11-09,80716776000
2017-11-10,81396672000
2017-11-13,81426492000
2017-11-14,82028856000
2017-11-15,79977240000
2017-11-16,81325104000
2017-11-17,81187932000
2017-11-20,81653124000
2017-11-21,82064640000
2017-11-22,82309164000
2017-11-24,81939395999
2017-11-27,81820116000
2017-11-28,82893636000
2017-11-29,82338984000
2017-11-30,84181860000
2017-12-01,84402528000
2017-12-04,84390600000
2017-12-05,83579495999
2017-12-06,83698776000
2017-12-07,85219595999
2017-12-08,85798104000
2017-12-11,85744428000
2017-12-12,85535688000
2017-12-13,88607148000
2017-12-14,87241392000
2017-12-15,87485916000
2017-12-18,89322828000
2017-12-19,90002724000
2017-12-20,90962928000
2017-12-21,92227295999
2017-12-22,92889300000
2017-12-26,93300816000
2017-12-27,93944928000
2017-12-28,94481688000
2017-12-29,93980712000
2018-01-02,93909920000
2018-01-03,94053440000
2018-01-04,95345120000
2018-01-05,96852080000
2018-01-08,99285940000
2018-01-09,99525140000
2018-01-10,99190260000
2018-01-11,101181600000
2018-01-12,101839400000
2018-01-16,101247380000
2018-01-17,100763000000
2018-01-18,100960340000
2018-01-19,101905180000
2018-01-22,102192219999
2018-01-23,101319140000
2018-01-24,100667320000
2018-01-25,101283260000
2018-01-26,99901880000
2018-01-29,97222840000
2018-01-30,97928480000
2018-01-31,97342440000
2018-02-01,97019520000
2018-02-02,94179020000
2018-02-05,90345840000
2018-02-06,93533180000
2018-02-07,92295320000
2018-02-08,87302020000
2018-02-09,89227580000
2018-02-12,91069420000
2018-02-13,92074060000
2018-02-14,94519880000
2018-02-15,95668040000
2018-02-16,93461420000
2018-02-20,93024880000
2018-02-21,92827540000
2018-02-22,94998280000
2018-02-23,97121180000
2018-02-26,97886620000
2018-02-27,96433480000
2018-02-28,92468740000
2018-03-01,89837540000
2018-03-02,87535240000
2018-03-05,90369760000
2018-03-06,91942500000
2018-03-07,90602980000
2018-03-08,91846820000
2018-03-09,94633500000
2018-03-12,92391000000
2018-03-13,91906620000
2018-03-14,91218920000
2018-03-15,92432860000
2018-03-16,93563080000
2018-03-19,90985700000
2018-03-20,92127880000
2018-03-21,93168400000
2018-03-22,87846200000
2018-03-23,86285420000
2018-03-26,89215620000
2018-03-27,87900020000
2018-03-28,86805680000
2018-03-29,88133240000
2018-04-02,85787217999
2018-04-03,86484772000
2018-04-04,86556316000
2018-04-05,88315106000
2018-04-06,85250638000
2018-04-09,85304296000
2018-04-10,88291258000
2018-04-11,87516198000
2018-04-12,89513467999
2018-04-13,89567126000
2018-04-16,90705867999
2018-04-17,91403422000
2018-04-18,92977390000
2018-04-19,92828340000
2018-04-20,91367650000
2018-04-23,91808838000
2018-04-24,86115128000
2018-04-25,86562278000
2018-04-26,87230022000
2018-04-27,86282064000
2018-04-30,86067432000
2018-05-01,86103204000
2018-05-02,85769332000
2018-05-03,85721636000
2018-05-04,87265794000
2018-05-07,89322684000
2018-05-08,89388266000
2018-05-09,90986082000
2018-05-10,91796914000
2018-05-11,92327532000
2018-05-14,92577936000
2018-05-15,90974158000
2018-05-16,91695560000
2018-05-17,91629978000
2018-05-18,92834302000
2018-05-21,94748104000
2018-05-22,93126440000
2018-05-23,94044588000
2018-05-24,94020740000
2018-05-25,92917770000
2018-05-29,91588244000
2018-05-30,92685252000
2018-05-31,90568742000
2018-06-01,91528624000
2018-06-04,90920500000
2018-06-05,91224562000
2018-06-06,93311262000
2018-06-07,93180098000
2018-06-08,92601784000
2018-06-11,93186060000
2018-06-12,93895538000
2018-06-13,92238102000
2018-06-14,91302067999
2018-06-15,89441924000
2018-06-18,88643016000
2018-06-19,85435460000
2018-06-20,85334106000
2018-06-21,83187786000
2018-06-22,83432228000
2018-06-25,81428996000
2018-06-26,80808948000
2018-06-27,80254482000
2018-06-28,81101086000
2018-06-29,80886454000
2018-07-02,80697309000
2018-07-03,79240743000
2018-07-05,80413101000
2018-07-06,80176261000
2018-07-09,83468337000
2018-07-10,83634125000
2018-07-11,80975596000
2018-07-12,82550582000
2018-07-13,83338075000
