,SBNY
2012-06-12,2792474510.0
2012-06-13,2751976880.0
2012-06-14,2765941580.0
2012-06-15,2813887050.0
2012-06-18,2761752170.0
2012-06-19,2786423140.0
2012-06-20,2785026670.0
2012-06-21,2711479250.0
2012-06-22,2734288260.0
2012-06-25,2715668660.0
2012-06-26,2716134150.0
2012-06-27,2727771400.0
2012-06-28,2758028250.0
2012-06-29,2838092530.0
2012-07-02,2847293200.0
2012-07-03,2893149360.0
2012-07-05,2860394960.0
2012-07-06,2851036560.0
2012-07-09,2840742320.0
2012-07-10,2834659360.0
2012-07-11,2833255600.0
2012-07-12,2822493440.0
2012-07-13,2909994480.0
2012-07-16,2842146080.0
2012-07-17,2847293200.0
2012-07-18,2842614000.0
2012-07-19,2807052080.0
2012-07-20,2772893920.0
2012-07-23,2717679360.0
2012-07-24,2813135040.0
2012-07-25,2866010000.0
2012-07-26,2974099520.0
2012-07-27,3035864960.0
2012-07-30,3029314079.0
2012-07-31,3018084000.0
2012-08-01,2990476720.0
2012-08-02,2987201280.0
2012-08-03,3017148160.0
2012-08-06,3001706800.0
2012-08-07,3011533120.0
2012-08-08,3011065199.0
2012-08-09,2983457920.0
2012-08-10,2969888240.0
2012-08-13,2970356160.0
2012-08-14,2990008800.0
2012-08-15,3009661439.0
2012-08-16,3010129360.0
2012-08-17,3020891520.0
2012-08-20,3016680240.0
2012-08-21,2978778720.0
2012-08-22,2976907040.0
2012-08-23,2972695760.0
2012-08-24,2967080720.0
2012-08-27,2970824080.0
2012-08-28,3010597280.0
2012-08-29,3015744400.0
2012-08-30,3011533120.0
2012-08-31,3024166960.0
2012-09-04,3059728880.0
2012-09-05,3019955680.0
2012-09-06,3023699040.0
2012-09-07,3060196800.0
2012-09-10,3061132640.0
2012-09-11,3072830640.0
2012-09-12,3095758720.0
2012-09-13,3123366000.0
2012-09-14,3229115920.0
2012-09-17,3156120400.0
2012-09-18,3140679040.0
2012-09-19,3124769760.0
2012-09-20,3105117120.0
2012-09-21,3082189040.0
2012-09-24,3134128160.0
2012-09-25,3111668000.0
2012-09-26,3111668000.0
2012-09-27,3144422400.0
2012-09-28,3138807360.0
2012-10-01,3128664560.0
2012-10-02,3154505760.0
2012-10-03,3156854960.0
2012-10-04,3171889840.0
2012-10-05,3172829520.0
2012-10-08,3198200879.0
2012-10-09,3159204159.0
2012-10-10,3189273920.0
2012-10-11,3210886560.0
2012-10-12,3144639120.0
2012-10-15,3125845520.0
2012-10-16,3107051920.0
2012-10-17,3107051920.0
2012-10-18,3104702720.0
2012-10-19,3109401120.0
2012-10-22,3116448720.0
2012-10-23,3281832399.0
2012-10-24,3365463920.0
2012-10-25,3375800399.0
2012-10-26,3370632159.0
2012-10-31,3347140159.0
2012-11-01,3388486080.0
2012-11-02,3336333840.0
2012-11-05,3358416320.0
2012-11-06,3387076560.0
2012-11-07,3269616560.0
2012-11-08,3254581680.0
2012-11-09,3240486480.0
2012-11-12,3256461040.0
2012-11-13,3217464320.0
2012-11-14,3208537360.0
2012-11-15,3234848399.0
2012-11-16,3218295936.0
2012-11-19,3240956320.0
2012-11-20,3316130720.0
2012-11-21,3304854560.0
2012-11-23,3382848000.0
2012-11-26,3350898879.0
2012-11-27,3346670320.0
2012-11-28,3333044960.0
2012-11-29,3301095840.0
2012-11-30,3296397440.0
2012-12-03,3314251360.0
2012-12-04,3299216480.0
2012-12-05,3325057680.0
2012-12-06,3329756080.0
2012-12-07,3300156159.0
2012-12-10,3301095840.0
2012-12-11,3327876720.0
2012-12-12,3326937040.0
2012-12-13,3263038800.0
2012-12-14,3222162720.0
2012-12-17,3251292800.0
2012-12-18,3347610000.0
2012-12-19,3361705200.0
2012-12-20,3410568560.0
2012-12-21,3385197200.0
2012-12-24,3370632159.0
2012-12-26,3352308399.0
2012-12-27,3323648159.0
2012-12-28,3335864000.0
2012-12-31,3351838560.0
2013-01-02,3426969970.0
2013-01-03,3420827600.0
2013-01-04,3486976200.0
2013-01-07,3510747171.0
2013-01-08,3465241660.0
2013-01-09,3475636440.0
2013-01-10,3513435640.0
2013-01-11,3451539450.0
2013-01-14,3463351700.0
2013-01-15,3496426000.0
2013-01-16,3510600700.0
2013-01-17,3543675000.0
2013-01-18,3514380620.0
2013-01-22,3548872390.0
2013-01-23,3577221789.0
2013-01-24,3552179820.0
2013-01-25,3540367570.0
2013-01-28,3538477610.0
2013-01-29,3512963149.0
2013-01-30,3495953509.0
2013-01-31,3493118570.0
2013-02-01,3543675000.0
2013-02-04,3504930820.0
2013-02-05,3570606929.0
2013-02-06,3555959740.0
2013-02-07,3543202509.0
2013-02-08,3568244480.0
2013-02-11,3568716970.0
2013-02-12,3608878620.0
2013-02-13,3598011350.0
2013-02-14,3562574600.0
2013-02-15,3544619980.0
2013-02-19,3565409539.0
2013-02-20,3535170179.0
2013-02-21,3500678410.0
2013-02-22,3535170179.0
2013-02-25,3436419770.0
2013-02-26,3452484429.0
2013-02-27,3493118570.0
2013-02-28,3509183230.0
2013-03-01,3483196280.0
2013-03-04,3520522990.0
2013-03-05,3548399899.0
2013-03-06,3571079420.0
2013-03-07,3581001710.0
2013-03-08,3563519580.0
2013-03-11,3581474200.0
2013-03-12,3564464560.0
2013-03-13,3584309140.0
2013-03-14,3607461149.0
2013-03-15,3651402720.0
2013-03-18,3631085649.0
2013-03-19,3657545090.0
2013-03-20,3676444690.0
2013-03-21,3655655130.0
2013-03-22,3694399310.0
2013-03-25,3718968789.0
2013-03-26,3716606340.0
2013-03-27,3731726020.0
2013-03-28,3721331240.0
2013-04-01,3738738600.0
2013-04-02,3730704400.0
2013-04-03,3662177399.0
2013-04-04,3642328199.0
2013-04-05,3645636400.0
2013-04-08,3671629400.0
2013-04-09,3664067800.0
2013-04-10,3704238800.0
2013-04-11,3706601800.0
2013-04-12,3701403199.0
2013-04-15,3616807800.0
2013-04-16,3684389599.0
2013-04-17,3639020000.0
2013-04-18,3600266800.0
2013-04-19,3632403600.0
2013-04-22,3607355800.0
2013-04-23,3469829200.0
2013-04-24,3449980000.0
2013-04-25,3429185600.0
2013-04-26,3417843199.0
2013-04-29,3365384599.0
2013-04-30,3384288600.0
2013-05-01,3365384599.0
2013-05-02,3384761200.0
2013-05-03,3430603400.0
2013-05-06,3483062000.0
2013-05-07,3557732800.0
2013-05-08,3615862600.0
2013-05-09,3619643400.0
2013-05-10,3620588600.0
2013-05-13,3622951600.0
2013-05-14,3639020000.0
2013-05-15,3645636400.0
2013-05-16,3641855600.0
2013-05-17,3711800400.0
2013-05-20,3698567600.0
2013-05-21,3695732000.0
2013-05-22,3655560999.0
2013-05-23,3645636400.0
2013-05-24,3671629400.0
2013-05-28,3659341800.0
2013-05-29,3634766600.0
2013-05-30,3661704800.0
2013-05-31,3647526800.0
2013-06-03,3638074800.0
2013-06-04,3639492600.0
2013-06-05,3585143600.0
2013-06-06,3625314599.0
2013-06-07,3679190999.0
2013-06-10,3728814000.0
2013-06-11,3658869200.0
2013-06-12,3636184400.0
2013-06-13,3685807399.0
2013-06-14,3735903000.0
2013-06-17,3735903000.0
2013-06-18,3745827600.0
2013-06-19,3720307200.0
2013-06-20,3752444000.0
2013-06-21,3771820600.0
2013-06-24,3767567200.0
2013-06-25,3895263720.0
2013-06-26,3883826800.0
2013-06-27,3964168800.0
2013-06-28,3923525200.0
2013-07-01,4001017440.0
2013-07-02,4018035000.0
2013-07-03,3970291289.0
2013-07-05,4119194940.0
2013-07-08,4152284640.0
2013-07-09,4183483500.0
2013-07-10,4178283690.0
2013-07-11,4139994180.0
2013-07-12,4198137510.0
2013-07-15,4218464039.0
2013-07-16,4196246670.0
2013-07-17,4231227210.0
2013-07-18,4295988480.0
2013-07-19,4280861760.0
2013-07-22,4311587910.0
2013-07-23,4332859860.0
2013-07-24,4404711780.0
2013-07-25,4422202050.0
2013-07-26,4377767310.0
2013-07-29,4313006040.0
2013-07-30,4324823790.0
2013-07-31,4327660050.0
2013-08-01,4461909690.0
2013-08-02,4429292700.0
2013-08-05,4440637740.0
2013-08-06,4405657200.0
2013-08-07,4342314060.0
2013-08-08,4361695170.0
2013-08-09,4316315010.0
2013-08-12,4291261380.0
2013-08-13,4314424170.0
2013-08-14,4282752599.0
2013-08-15,4242099539.0
2013-08-16,4233590760.0
2013-08-19,4241154120.0
2013-08-20,4304024550.0
2013-08-21,4329078180.0
2013-08-22,4350822840.0
2013-08-23,4324351080.0
2013-08-26,4294097640.0
2013-08-27,4136685210.0
2013-08-28,4183483500.0
2013-08-29,4236427020.0
2013-08-30,4146612120.0
2013-09-03,4137157920.0
2013-09-04,4193032242.0
2013-09-05,4214682360.0
2013-09-06,4209482550.0
2013-09-09,4188210599.0
2013-09-10,4222340262.0
2013-09-11,4217045909.0
2013-09-12,4234063469.0
2013-09-13,4258644390.0
2013-09-16,4286534280.0
2013-09-17,4368785820.0
2013-09-18,4320947568.0
2013-09-19,4199082930.0
2013-09-20,4233590760.0
2013-09-23,4192464990.0
2013-09-24,4201919190.0
2013-09-25,4273771110.0
2013-09-26,4277552789.0
2013-09-27,4277836416.0
2013-09-30,4326241920.0
2013-10-01,4396177816.0
2013-10-02,4358442790.0
2013-10-03,4367427320.0
2013-10-04,4383504900.0
2013-10-07,4308318570.0
2013-10-08,4292240990.0
2013-10-09,4317775970.0
2013-10-10,4390597950.0
2013-10-11,4465311410.0
2013-10-14,4499830920.0
2013-10-15,4476187420.0
2013-10-16,4558939670.0
2013-10-17,4582583170.0
2013-10-18,4623249990.0
2013-10-21,4532458950.0
2013-10-22,4775041260.0
2013-10-23,4821855390.0
2013-10-24,4811925120.0
2013-10-25,4882855620.0
2013-10-28,4877181180.0
2013-10-29,4868196650.0
2013-10-30,4872925350.0
2013-10-31,4814762340.0
2013-11-01,4806723550.0
2013-11-04,4792064580.0
2013-11-05,4796320410.0
2013-11-06,4822328260.0
2013-11-07,4797266150.0
2013-11-08,4988305630.0
2013-11-11,4991615720.0
2013-11-12,4916429390.0
2013-11-13,4984995540.0
2013-11-14,5021879400.0
2013-11-15,4995871550.0
2013-11-18,5010530520.0
2013-11-19,4968917960.0
2013-11-20,4973646660.0
2013-11-21,5098011470.0
2013-11-22,5124965060.0
2013-11-25,5088554070.0
2013-11-26,5112670440.0
2013-11-27,5036538370.0
2013-11-29,5024243750.0
2013-12-02,5015732090.0
2013-12-03,4911700690.0
2013-12-04,4884747100.0
2013-12-05,4941491500.0
2013-12-06,4965135000.0
2013-12-09,4952840380.0
2013-12-10,4894204500.0
2013-12-11,4827056960.0
2013-12-12,4965607870.0
2013-12-13,4930142620.0
2013-12-16,4974119530.0
2013-12-17,4936762800.0
2013-12-18,5045995770.0
2013-12-19,5004383210.0
2013-12-20,5100848690.0
2013-12-23,5124492190.0
2013-12-24,5102740170.0
2013-12-26,5100848690.0
2013-12-27,5089972680.0
2013-12-30,5063019090.0
2013-12-31,5079569540.0
2014-01-02,5017127540.0
2014-01-03,5018073900.0
2014-01-06,5017600720.0
2014-01-07,5102299940.0
2014-01-08,5146778860.0
2014-01-09,5198828660.0
2014-01-10,5203560460.0
2014-01-13,5140627520.0
2014-01-14,5192204140.0
2014-01-15,5210658160.0
2014-01-16,5198355480.0
2014-01-17,5209711800.0
2014-01-21,5918535440.0
2014-01-22,6089826599.0
2014-01-23,5981941560.0
2014-01-24,5866485640.0
2014-01-27,5820587180.0
2014-01-28,5787937760.0
2014-01-29,5741092940.0
2014-01-30,5760966500.0
2014-01-31,5775635080.0
2014-02-03,5546142780.0
2014-02-04,5693774940.0
2014-02-05,5694721300.0
2014-02-06,5697560380.0
2014-02-07,5752449260.0
2014-02-10,5778000980.0
2014-02-11,5804972240.0
2014-02-12,5832889860.0
2014-02-13,5862700200.0
2014-02-14,5881627400.0
2014-02-18,5919008620.0
2014-02-19,5763332400.0
2014-02-20,5800240440.0
2014-02-21,5832889860.0
2014-02-24,5954970300.0
2014-02-25,5966326620.0
2014-02-26,6126261460.0
2014-02-27,6096451120.0
2014-02-28,6195345740.0
2014-03-03,6170267200.0
2014-03-04,6198658000.0
2014-03-05,6081309360.0
2014-03-06,6069479860.0
2014-03-07,6114905139.0
2014-03-10,6122949200.0
2014-03-11,6066167599.0
2014-03-12,6067113960.0
2014-03-13,6013171440.0
2014-03-14,6030679100.0
2014-03-17,6091246139.0
2014-03-18,6136198240.0
2014-03-19,6136671420.0
2014-03-20,6163642680.0
2014-03-21,6060489440.0
2014-03-24,6054811280.0
2014-03-25,5985253820.0
2014-03-26,5893456900.0
2014-03-27,5790776840.0
2014-03-28,5794325690.0
2014-03-31,5942667620.0
2014-04-01,6240828300.0
2014-04-02,6128841900.0
2014-04-03,6149598000.0
2014-04-04,6035198100.0
2014-04-07,6031819200.0
2014-04-08,6024096000.0
2014-04-09,6020717100.0
2014-04-10,5888940000.0
2014-04-11,5852737500.0
2014-04-14,5874941700.0
2014-04-15,5932383000.0
2014-04-16,5997064800.0
2014-04-17,6028923000.0
2014-04-21,6017820900.0
2014-04-22,5934313800.0
2014-04-23,5950725600.0
2014-04-24,5784676800.0
2014-04-25,5605112400.0
2014-04-28,5654347800.0
2014-04-29,5697308100.0
2014-04-30,5735441400.0
2014-05-01,5863839600.0
2014-05-02,5899076700.0
2014-05-05,5790951900.0
2014-05-06,5610904800.0
2014-05-07,5650968900.0
2014-05-08,5617662600.0
2014-05-09,5705996700.0
2014-05-12,5748474300.0
2014-05-13,5597871900.0
2014-05-14,5481541200.0
2014-05-15,5409136200.0
2014-05-16,5385483900.0
2014-05-19,5398516800.0
2014-05-20,5361348900.0
2014-05-21,5434236600.0
2014-05-22,5454992700.0
2014-05-23,5488781700.0
2014-05-27,5539947900.0
2014-05-28,5505193500.0
2014-05-29,5588700600.0
2014-05-30,5590631400.0
2014-06-02,5668346100.0
2014-06-03,5755232100.0
2014-06-04,5789503800.0
2014-06-05,5854668300.0
2014-06-06,5950725600.0
2014-06-09,6012993900.0
2014-06-10,5898594000.0
2014-06-11,5855151000.0
2014-06-12,5817500400.0
2014-06-13,5774540100.0
2014-06-16,5832464100.0
2014-06-17,5934313800.0
2014-06-18,5920798200.0
2014-06-19,5894732400.0
2014-06-20,5932865700.0
2014-06-23,5913075000.0
2014-06-24,5943002400.0
2014-06-25,5983066500.0
2014-06-26,6064160100.0
2014-06-27,6075744900.0
2014-06-30,6090708600.0
2014-07-01,6333500000.0
2014-07-02,6244500000.0
2014-07-03,6318000000.0
2014-07-07,6307000000.0
2014-07-08,6172500000.0
2014-07-09,6172000000.0
2014-07-10,6121000000.0
2014-07-11,6118000000.0
2014-07-14,6146500000.0
2014-07-15,6199000000.0
2014-07-16,6078000000.0
2014-07-17,6051000000.0
2014-07-18,6056000000.0
2014-07-21,6056500000.0
2014-07-22,5848000000.0
2014-07-23,5819000000.0
2014-07-24,5955500000.0
2014-07-25,5886500000.0
2014-07-28,5815500000.0
2014-07-29,5818000000.0
2014-07-30,5813500000.0
2014-07-31,5719500000.0
2014-08-01,5700000000.0
2014-08-04,5710500000.0
2014-08-05,5641000000.0
2014-08-06,5670500000.0
2014-08-07,5629500000.0
2014-08-08,5700500000.0
2014-08-11,5709500000.0
2014-08-12,5703500000.0
2014-08-13,5724000000.0
2014-08-14,5701500000.0
2014-08-15,5703000000.0
2014-08-18,5796000000.0
2014-08-19,5797500000.0
2014-08-20,5831500000.0
2014-08-21,5928000000.0
2014-08-22,5919000000.0
2014-08-25,5958000000.0
2014-08-26,5984500000.0
2014-08-27,5930000000.0
2014-08-28,5875500000.0
2014-08-29,5923000000.0
2014-09-02,5997500000.0
2014-09-03,6018000000.0
2014-09-04,5984000000.0
2014-09-05,5802000000.0
2014-09-08,5790500000.0
2014-09-09,5748500000.0
2014-09-10,5817000000.0
2014-09-11,5843500000.0
2014-09-12,5878000000.0
2014-09-15,5867500000.0
2014-09-16,5793500000.0
2014-09-17,5778000000.0
2014-09-18,5921500000.0
2014-09-19,5879000000.0
2014-09-22,5799500000.0
2014-09-23,5712000000.0
2014-09-24,5721500000.0
2014-09-25,5611000000.0
2014-09-26,5686000000.0
2014-09-29,5658000000.0
2014-09-30,5603000000.0
2014-10-01,5635392000.0
2014-10-02,5685204840.0
2014-10-03,5706840720.0
2014-10-06,5653505760.0
2014-10-07,5536772640.0
2014-10-08,5646461520.0
2014-10-09,5472871320.0
2014-10-10,5421549000.0
2014-10-13,5397900480.0
2014-10-14,5370226680.0
2014-10-15,5217769200.0
2014-10-16,5341546560.0
2014-10-17,5383812000.0
2014-10-20,5383812000.0
2014-10-21,5873386680.0
2014-10-22,5876405640.0
2014-10-23,5874393000.0
2014-10-24,5861814000.0
2014-10-27,5899047840.0
2014-10-28,6021818880.0
2014-10-29,6067103280.0
2014-10-30,6032888400.0
2014-10-31,6094777080.0
2014-11-03,6139558320.0
2014-11-04,6143080440.0
2014-11-05,6160187880.0
2014-11-06,6198931200.0
2014-11-07,6223586040.0
2014-11-10,6265851480.0
2014-11-11,6248240880.0
2014-11-12,6307613760.0
2014-11-13,6214529160.0
2014-11-14,6154653120.0
2014-11-17,6123960360.0
2014-11-18,6113394000.0
2014-11-19,6123457200.0
2014-11-20,6161445780.0
2014-11-21,6053517960.0
2014-11-24,6211510200.0
2014-11-25,6236165040.0
2014-11-26,6208491240.0
2014-11-28,6101821320.0
2014-12-01,6025341000.0
2014-12-02,6138048840.0
2014-12-03,6206981760.0
2014-12-04,6149118360.0
2014-12-05,6339816000.0
2014-12-08,6317676960.0
2014-12-09,6303588480.0
2014-12-10,6090248640.0
2014-12-11,6073644360.0
2014-12-12,5982069240.0
2014-12-15,5949867000.0
2014-12-16,6017290440.0
2014-12-17,6095783400.0
2014-12-18,6218554440.0
2014-12-19,6222076560.0
2014-12-22,6271386240.0
2014-12-23,6376546680.0
2014-12-24,6348872880.0
2014-12-26,6363967680.0
2014-12-29,6382584600.0
2014-12-30,6381578280.0
2014-12-31,6337803360.0
2015-01-02,6306588000.0
2015-01-05,6133377120.0
2015-01-06,6060366720.0
2015-01-07,6091081440.0
2015-01-08,6247676160.0
2015-01-09,6059359680.0
2015-01-12,6029148480.0
2015-01-13,6016056960.0
2015-01-14,5886652320.0
2015-01-15,5789472960.0
2015-01-16,5874567840.0
2015-01-20,5889169920.0
2015-01-21,5928948000.0
2015-01-22,6266306400.0
2015-01-23,6128845440.0
2015-01-26,6179197440.0
2015-01-27,6062884320.0
2015-01-28,5909814240.0
2015-01-29,5990377440.0
2015-01-30,5897729760.0
2015-02-02,6058352640.0
2015-02-03,6186750240.0
2015-02-04,6094102560.0
2015-02-05,6215450880.0
2015-02-06,6323707680.0
2015-02-09,6215450880.0
2015-02-10,6289468320.0
2015-02-11,6252711360.0
2015-02-12,6323204160.0
2015-02-13,6329246400.0
2015-02-17,6381108960.0
2015-02-18,6267313440.0
2015-02-19,6238109280.0
2015-02-20,6329246400.0
2015-02-23,6345862560.0
2015-02-24,6325973520.0
2015-02-25,6257746560.0
2015-02-26,6235088160.0
2015-02-27,6210919200.0
2015-03-02,6274866240.0
2015-03-03,6263537040.0
2015-03-04,6281412000.0
2015-03-05,6287957760.0
2015-03-06,6357947040.0
2015-03-09,6370031520.0
2015-03-10,6209408640.0
2015-03-11,6315651360.0
2015-03-12,6506988959.0
2015-03-13,6612224640.0
2015-03-16,6672143520.0
2015-03-17,6626323200.0
2015-03-18,6622798560.0
2015-03-19,6594097920.0
2015-03-20,6641428800.0
2015-03-23,6538710720.0
2015-03-24,6502457279.0
2015-03-25,6349387200.0
2015-03-26,6423908160.0
2015-03-27,6407795520.0
2015-03-30,6510010080.0
2015-03-31,6524612160.0
2015-04-01,6624985509.0
2015-04-02,6670713610.0
2015-04-06,6679351140.0
2015-04-07,6701707100.0
2015-04-08,6654962819.0
2015-04-09,6643276750.0
2015-04-10,6632606860.0
2015-04-13,6680367319.0
2015-04-14,6622445060.0
2015-04-15,6668681250.0
2015-04-16,6668173160.0
2015-04-17,6549534145.0
2015-04-20,6552328640.0
2015-04-21,6927807150.0
2015-04-22,6867852529.0
2015-04-23,6840415670.0
2015-04-24,6732192500.0
2015-04-27,6659535630.0
2015-04-28,6759121270.0
2015-04-29,6815773305.0
2015-04-30,6812978810.0
2015-05-01,6808914090.0
2015-05-04,6967692215.0
2015-05-05,6949655020.0
2015-05-06,7017739080.0
2015-05-07,6973789295.0
2015-05-08,7013674360.0
2015-05-11,7055337740.0
2015-05-12,7085315049.0
2015-05-13,7117832810.0
2015-05-14,7172706529.0
2015-05-15,7048732569.0
2015-05-18,7158480009.0
2015-05-19,7225547890.0
2015-05-20,7196586759.0
2015-05-21,7219450810.0
2015-05-22,7205732380.0
2015-05-26,7129518880.0
2015-05-27,7174230799.0
2015-05-28,7182868330.0
2015-05-29,7095476850.0
2015-06-01,7041111220.0
2015-06-02,7071596620.0
2015-06-03,7093952580.0
2015-06-04,7089379770.0
2015-06-05,7131551240.0
2015-06-08,7229104520.0
2015-06-09,7337327690.0
2015-06-10,7448091310.0
2015-06-11,7462317830.0
2015-06-12,7455204569.0
2015-06-15,7439453779.0
2015-06-16,7535482790.0
2015-06-17,7392709500.0
2015-06-18,7433356700.0
2015-06-19,7443010410.0
2015-06-22,7519732000.0
2015-06-23,7543104140.0
2015-06-24,7474511990.0
2015-06-25,7470447270.0
2015-06-26,7566476279.0
2015-06-29,7395758040.0
2015-06-30,7437929509.0
2015-07-01,7577732080.0
2015-07-02,7518193120.0
2015-07-06,7467305120.0
2015-07-07,7345682800.0
2015-07-08,7324309840.0
2015-07-09,7424050319.0
2015-07-10,7503435599.0
2015-07-13,7556868000.0
2015-07-14,7562974560.0
2015-07-15,7675945920.0
2015-07-16,7745153599.0
2015-07-17,7696810000.0
2015-07-20,7741591440.0
2015-07-21,7434227920.0
2015-07-22,7624040160.0
2015-07-23,7609791520.0
2015-07-24,7546690400.0
2015-07-27,7454074239.0
2015-07-28,7442370000.0
2015-07-29,7453565360.0
2015-07-30,7461707440.0
2015-07-31,7408783920.0
2015-08-03,7419979280.0
2015-08-04,7444405520.0
2015-08-05,7608264880.0
2015-08-06,7456618640.0
2015-08-07,7428630239.0
2015-08-10,7463234080.0
2015-08-11,7326854239.0
2015-08-12,7137550880.0
2015-08-13,7194545440.0
2015-08-14,7292250400.0
2015-08-17,7325327599.0
2015-08-18,7301919120.0
2015-08-19,7142639680.0
2015-08-20,6948756400.0
2015-08-21,6863773440.0
2015-08-24,6548776720.0
2015-08-25,6481604560.0
2015-08-26,6652588239.0
2015-08-27,6763524080.0
2015-08-28,6770648400.0
2015-08-31,6793039120.0
2015-09-01,6460231600.0
2015-09-02,6556409920.0
2015-09-03,6671416800.0
2015-09-04,6619511040.0
2015-09-08,6860720160.0
2015-09-09,6801690080.0
2015-09-10,6912117040.0
2015-09-11,6980306959.0
2015-09-14,7013384160.0
2015-09-15,7072923120.0
2015-09-16,7061218880.0
2015-09-17,7082591840.0
2015-09-18,6955371840.0
2015-09-21,7062745520.0
2015-09-22,7023052880.0
2015-09-23,7065289920.0
2015-09-24,7027632800.0
2015-09-25,7054094560.0
2015-09-28,6912625920.0
2015-09-29,6913643680.0
2015-09-30,7000153280.0
2015-10-01,7096617419.0
2015-10-02,6915918870.0
2015-10-05,7139374260.0
2015-10-06,7067603850.0
2015-10-07,7173986940.0
2015-10-08,7232523090.0
2015-10-09,7169914860.0
2015-10-12,7229978040.0
2015-10-13,7202491500.0
2015-10-14,7031973150.0
2015-10-15,7178568030.0
2015-10-16,7164824760.0
2015-10-19,7318545780.0
2015-10-20,7442235210.0
2015-10-21,7329744000.0
2015-10-22,7391334210.0
2015-10-23,7587812070.0
2015-10-26,7523167800.0
2015-10-27,7486519080.0
2015-10-28,7818393600.0
2015-10-29,7732370910.0
2015-10-30,7580176919.0
2015-11-02,7700303280.0
2015-11-03,7595447220.0
2015-11-04,7649911290.0
2015-11-05,7725244770.0
2015-11-06,7975677690.0
2015-11-09,7990438979.0
2015-11-10,7945646100.0
2015-11-11,7943610060.0
2015-11-12,7776145770.0
2015-11-13,7701830310.0
2015-11-16,7802105280.0
2015-11-17,7787343990.0
2015-11-18,7910524410.0
2015-11-19,7920195600.0
2015-11-20,8001637199.0
2015-11-23,8096313060.0
2015-11-24,8166047430.0
2015-11-25,8181317729.0
2015-11-27,8154849210.0
2015-11-30,8049993150.0
2015-12-01,8054065229.0
2015-12-02,7971096600.0
2015-12-03,7837735979.0
2015-12-04,8021488590.0
2015-12-07,7912051440.0
2015-12-08,7887618960.0
2015-12-09,7807195380.0
2015-12-10,7816866570.0
2015-12-11,7708447440.0
2015-12-14,7692668130.0
2015-12-15,7917650550.0
2015-12-16,8009272350.0
2015-12-17,7874384699.0
2015-12-18,7695722190.0
2015-12-21,7719136650.0
2015-12-22,7706411400.0
2015-12-23,7786325970.0
2015-12-24,7819411620.0
2015-12-28,7881510840.0
2015-12-29,7950736199.0
2015-12-30,7855042320.0
2015-12-31,7806686370.0
2016-01-04,7640655810.0
2016-01-05,7661165520.0
2016-01-06,7529167129.0
2016-01-07,7306189770.0
2016-01-08,7146845100.0
2016-01-11,7178398500.0
2016-01-12,7248341870.0
2016-01-13,7071642830.0
2016-01-14,7177346719.0
2016-01-15,7085315969.0
2016-01-19,7137904969.0
2016-01-20,7189442190.0
2016-01-21,7314604010.0
2016-01-22,7118447040.0
2016-01-25,6766100740.0
2016-01-26,7003803020.0
2016-01-27,7006432469.0
2016-01-28,7136327299.0
2016-01-29,7327751260.0
2016-02-01,7432403370.0
2016-02-02,7248867760.0
2016-02-03,7339846730.0
2016-02-04,7339846730.0
2016-02-05,7182605620.0
2016-02-08,6818689740.0
2016-02-09,6721925980.0
2016-02-10,6780825660.0
2016-02-11,6304895210.0
2016-02-12,6648301380.0
2016-02-16,6895469680.0
2016-02-17,6919134730.0
2016-02-18,6816060290.0
2016-02-19,6907039260.0
2016-02-22,6969094280.0
2016-02-23,6791869350.0
2016-02-24,6747694590.0
2016-02-25,6868123400.0
2016-02-26,6939118549.0
2016-02-29,6812904950.0
2016-03-01,7086893639.0
2016-03-02,7175243160.0
2016-03-03,7491303049.0
2016-03-04,7484466480.0
2016-03-07,7510760980.0
2016-03-08,7397168740.0
2016-03-09,7230987500.0
2016-03-10,7301456760.0
2016-03-11,7474474570.0
2016-03-14,7461327320.0
2016-03-15,7472371010.0
2016-03-16,7378236700.0
2016-03-17,7386125049.0
2016-03-18,7377710810.0
2016-03-21,7431877480.0
2016-03-22,7399272299.0
2016-03-23,7250445430.0
2016-03-24,7269377469.0
2016-03-28,7253074879.0
2016-03-29,7228883940.0
2016-03-30,7270955139.0
2016-03-31,7158414680.0
2016-04-01,7276307440.0
2016-04-04,7336415599.0
2016-04-05,7208685760.0
2016-04-06,7262890440.0
2016-04-07,7115303440.0
2016-04-08,7194732080.0
2016-04-11,7165751360.0
2016-04-12,7306361519.0
2016-04-13,7547330840.0
2016-04-14,7646079960.0
2016-04-15,7660570320.0
2016-04-18,7708871519.0
2016-04-19,7883292519.0
2016-04-20,7579531639.0
2016-04-21,7409940760.0
2016-04-22,7605828960.0
2016-04-25,7646079960.0
2016-04-26,7720141800.0
2016-04-27,7684184240.0
2016-04-28,7479709160.0
2016-04-29,7397060440.0
2016-05-02,7383643440.0
2016-05-03,7221029400.0
2016-05-04,7072905720.0
2016-05-05,7015480960.0
2016-05-06,7062172120.0
2016-05-09,7015480960.0
2016-05-10,7090079480.0
2016-05-11,7147504240.0
2016-05-12,7121206920.0
2016-05-13,7035874800.0
2016-05-16,7092226200.0
2016-05-17,6968789800.0
2016-05-18,7199025519.0
2016-05-19,7154481080.0
2016-05-20,7203855639.0
2016-05-23,7191512000.0
2016-05-24,7355736080.0
2016-05-25,7447508360.0
2016-05-26,7310654960.0
2016-05-27,7372909840.0
2016-05-31,7245180000.0
2016-06-01,7255376920.0
