,MO
2018-07-18,108140690000
2018-07-19,107218020000
2018-07-20,108536120000
2018-07-23,108441970000
2018-07-24,109195170000
2018-07-25,108931550000
2018-07-26,105636300000
2018-07-27,109025700000
2018-07-30,110061350000
2018-07-31,110494440000
2018-08-01,109364640000
2018-08-02,110776890000
2018-08-03,112471590000
2018-08-06,113375430000
2018-08-07,112151480000
2018-08-08,110362630000
2018-08-09,111511260000
2018-08-10,111191150000
2018-08-13,111059340000
2018-08-14,111492430000
2018-08-15,113318940000
2018-08-16,114542890000
2018-08-17,114863000000
2018-08-20,114844170000
2018-08-21,112848190000
2018-08-22,111699560000
2018-08-23,112641060000
2018-08-24,110682740000
2018-08-27,111115830000
2018-08-28,110061350000
2018-08-29,110004860000
2018-08-30,110494440000
2018-08-31,110193160000
2018-09-04,111304130000
2018-09-05,114203950000
2018-09-06,114467570000
2018-09-07,114731190000
2018-09-10,114072140000
2018-09-11,111982010000
2018-09-12,119438690000
2018-09-13,115729180000
2018-09-14,116877810000
2018-09-17,117574520000
2018-09-18,117009620000
2018-09-19,116444720000
2018-09-20,117235580000
2018-09-21,117781650000
2018-09-24,114975980000
2018-09-25,114316930000
2018-09-26,114505230000
2018-09-27,114429910000
2018-09-28,113563730000
2018-10-01,112555970161
2018-10-02,114347014938
2018-10-03,113544776132
2018-10-04,115261194042
2018-10-05,115802238818
2018-10-08,117854477625
2018-10-09,117723880610
2018-10-10,117369402998
2018-10-11,114029850759
2018-10-12,112052238818
2018-10-15,114626865684
2018-10-16,113376865684
2018-10-17,113097014938
2018-10-18,113675373147
2018-10-19,115578358221
2018-10-22,114384328371
2018-10-23,115391791057
2018-10-24,116250000013
2018-10-25,117835820908
2018-10-26,117705223893
2018-10-29,120503731356
2018-10-30,122891791058
2018-10-31,121343283595
2018-11-01,118787313446
2018-11-02,118787313446
2018-11-05,120578358222
2018-11-06,121026119416
2018-11-07,121958955237
2018-11-08,121958955237
2018-11-09,118320895535
2018-11-12,114179104490
2018-11-13,111940298520
2018-11-14,110261194042
2018-11-15,106865671653
2018-11-16,105932835832
2018-11-19,103880597026
2018-11-20,103787313444
2018-11-21,101473880608
2018-11-23,100223880608
2018-11-26,99272388070
2018-11-27,100354477623
2018-11-28,102518656727
2018-11-29,104365671653
2018-11-30,102294776130
2018-12-03,103973880608
2018-12-04,101492537324
2018-12-06,101492537324
2018-12-07,101082089563
2018-12-10,99552238817
2018-12-11,100652985085
2018-12-12,99496268667
2018-12-13,100597014936
2018-12-14,98376865682
2018-12-17,97667910458
2018-12-18,94944029861
2018-12-19,95895522398
2018-12-20,94104477622
2018-12-21,91585820905
2018-12-24,88731343293
2018-12-26,90354477622
2018-12-27,90858208965
2018-12-28,91212686577
2018-12-31,92556860000
2019-01-02,92406940000
2019-01-03,91900960000
2019-01-04,94262200000
2019-01-07,91413720000
2019-01-08,91938440000
2019-01-09,93062840000
2019-01-10,91563640000
2019-01-11,91638600000
2019-01-14,90439240000
2019-01-15,89783340000
2019-01-16,88452800000
2019-01-17,88190440000
2019-01-18,90532940000
2019-01-22,84273780000
2019-01-23,83767800000
2019-01-24,81200420000
2019-01-25,82905760000
2019-01-28,84892200000
2019-01-29,86035340000
2019-01-30,89577200000
2019-01-31,92481900000
2019-02-01,92200800000
2019-02-04,92032140000
2019-02-05,91900960000
2019-02-06,92331980000
2019-02-07,91301280000
2019-02-08,91526160000
2019-02-11,91619860000
2019-02-12,93062840000
2019-02-13,91826000000
2019-02-14,92088360000
2019-02-15,91338760000
2019-02-19,91807260000
2019-02-20,94655740000
2019-02-21,94393380000
2019-02-22,96511000000
2019-02-25,97148160000
2019-02-26,97635400000
2019-02-27,98047680000
2019-02-28,98216340000
2019-03-01,98853500000
2019-03-04,98310040000
2019-03-05,99097120000
2019-03-06,102451580000
2019-03-07,102582760000
2019-03-08,103763380000
2019-03-11,104962740000
2019-03-12,104475500000
2019-03-13,105187620000
2019-03-14,105693600000
2019-03-15,106349500000
2019-03-18,107380200000
2019-03-19,104962740000
2019-03-20,104419280000
2019-03-21,106686820000
2019-03-22,104794080000
2019-03-25,105974700000
2019-03-26,106874220000
2019-03-27,105506200000
2019-03-28,106255800000
2019-03-29,107623820000
2019-04-01,107955100000
2019-04-02,106010300000
2019-04-03,100942600000
2019-04-04,102102000000
2019-04-05,102419900000
2019-04-08,103373600000
2019-04-09,103055700000
2019-04-10,103635400000
2019-04-11,104682600000
2019-04-12,105767200000
2019-04-15,106477800000
2019-04-16,105449300000
2019-04-17,105056600000
2019-04-18,101671900000
2019-04-22,102120700000
2019-04-23,102513400000
2019-04-24,102307700000
2019-04-25,96136700000
2019-04-26,98717300000
2019-04-29,100063700000
2019-04-30,101597100000
2019-05-01,99839300000
2019-05-02,99409200000
2019-05-03,100531200000
2019-05-06,100101100000
2019-05-07,98997800000
2019-05-08,97165200000
2019-05-09,97221300000
2019-05-10,97445700000
2019-05-13,96192800000
2019-05-14,97034300000
2019-05-15,97483100000
2019-05-16,97296100000
2019-05-17,97894500000
2019-05-20,97857100000
2019-05-21,96996900000
2019-05-22,98792100000
2019-05-23,98754700000
2019-05-24,97988000000
2019-05-28,93256900000
2019-05-29,93855300000
2019-05-30,93892700000
2019-05-31,91742200000
2019-06-03,93687000000
2019-06-04,94285400000
2019-06-05,92920300000
2019-06-06,94902500000
2019-06-07,96080600000
2019-06-10,95762700000
2019-06-11,97520500000
2019-06-12,96473300000
2019-06-13,95762700000
2019-06-14,95108200000
2019-06-17,95108200000
2019-06-18,93724400000
2019-06-19,93313000000
2019-06-20,93986200000
2019-06-21,89760000000
2019-06-24,90676300000
2019-06-25,91218600000
2019-06-26,89647800000
2019-06-27,89573000000
2019-06-28,88544500000
2019-07-01,89084920000
2019-07-02,90784800000
2019-07-03,91886920000
2019-07-05,91121040000
2019-07-08,91681440000
2019-07-09,90317800000
2019-07-10,91532000000
2019-07-11,92017680000
2019-07-12,92466000000
2019-07-15,92540720000
2019-07-16,92297880000
2019-07-17,92372600000
2019-07-18,94390040000
2019-07-19,94390040000
2019-07-22,92783560000
2019-07-23,93474720000
2019-07-24,92989040000
2019-07-25,92634120000
2019-07-26,93138480000
2019-07-29,93979080000
2019-07-30,90598000000
2019-07-31,87926760000
2019-08-01,89439840000
2019-08-02,89533240000
2019-08-05,87142200000
2019-08-06,86226880000
2019-08-07,86357640000
2019-08-08,86862000000
2019-08-09,86226880000
2019-08-12,85890640000
2019-08-13,87385040000
2019-08-14,85685160000
2019-08-15,84975320000
2019-08-16,86824640000
2019-08-19,87235600000
2019-08-20,85984040000
2019-08-21,86395000000
2019-08-22,87030120000
2019-08-23,86693880000
2019-08-26,88020160000
2019-08-27,84527000000
2019-08-28,85647800000
2019-08-29,82659000000
2019-08-30,81706320000
2019-09-03,82266720000
2019-09-04,82752400000
2019-09-05,81911800000
2019-09-06,81911800000
2019-09-09,82266720000
2019-09-10,82640320000
2019-09-11,83536960000
2019-09-12,83051280000
2019-09-13,78474680000
2019-09-16,77353880000
2019-09-17,77167080000
2019-09-18,76289120000
2019-09-19,74944160000
2019-09-20,76233080000
2019-09-23,76363840000
2019-09-24,76083640000
2019-09-25,75766080000
2019-09-26,75952880000
2019-09-27,74962840000
2019-09-30,75991445558
2019-10-01,76474520762
2019-10-02,74709438286
2019-10-03,75824227218
2019-10-04,77384931724
2019-10-07,78351082132
2019-10-08,78035225268
2019-10-09,78889896782
2019-10-10,79856047190
2019-10-11,79094274753
2019-10-14,79372971986
2019-10-15,80692138890
2019-10-16,80840777414
2019-10-17,82271423211
2019-10-18,82364322288
2019-10-21,84649639600
2019-10-22,86098865212
2019-10-23,86860637649
2019-10-24,87250813775
2019-10-25,86953536727
2019-10-28,85448571668
2019-10-29,86173184474
2019-10-30,85392832221
2019-10-31,83218993803
2019-11-01,83720648823
2019-11-04,84723958862
2019-11-05,85931646872
2019-11-06,85299933144
2019-11-07,85429991852
2019-11-08,86228923921
2019-11-11,86228923921
2019-11-12,87325133038
2019-11-13,87009276173
2019-11-14,86637679863
2019-11-15,89127375145
2019-11-18,89814828320
2019-11-19,87195074329
2019-11-20,90019206291
2019-11-21,90706659466
2019-11-22,91041096146
2019-11-25,91524171350
2019-11-26,91449852087
2019-11-27,92434582311
2019-11-29,92341683233
2019-12-02,94013866632
2019-12-03,93084875855
2019-12-04,93103455670
2019-12-05,93214934564
2019-12-06,93660850137
2019-12-09,93883807923
2019-12-10,92991976777
2019-12-11,93456472166
2019-12-12,92769018991
2019-12-13,93196354748
2019-12-16,94013866632
2019-12-17,94441202389
2019-12-18,95425932613
2019-12-19,94366883127
2019-12-20,94998596856
2019-12-23,95778949108
2019-12-24,93419312535
2019-12-26,93642270321
2019-12-27,93642270321
2019-12-30,92694699729
2019-12-31,92732780000
2020-01-02,91506500000
2020-01-03,92212540000
2020-01-06,92584140000
2020-01-07,92101060000
2020-01-08,93048640000
2020-01-09,93959060000
2020-01-10,93308760000
2020-01-13,94312080000
2020-01-14,94516460000
2020-01-15,95222500000
2020-01-16,94925220000
2020-01-17,94795160000
2020-01-21,94925220000
2020-01-22,94813740000
2020-01-23,93940480000
2020-01-24,93364500000
2020-01-27,92472660000
2020-01-28,93215860000
2020-01-29,93104380000
2020-01-30,89184000000
2020-01-31,88310740000
2020-02-03,85951080000
2020-02-04,86434160000
2020-02-05,85988240000
2020-02-06,86694280000
2020-02-07,85876760000
2020-02-10,85839600000
2020-02-11,84669060000
2020-02-12,84353200000
2020-02-13,84817700000
2020-02-14,83925860000
2020-02-18,84018760000
2020-02-19,83870120000
2020-02-20,84650480000
2020-02-21,85263620000
2020-02-24,81380400000
2020-02-25,78946420000
2020-02-26,78258960000
2020-02-27,74877400000
2020-02-28,75007460000
2020-03-02,78166060000
2020-03-03,77850200000
2020-03-04,81621940000
2020-03-05,80191280000
2020-03-06,78314700000
2020-03-09,74951720000
2020-03-10,78314700000
2020-03-11,75211840000
2020-03-12,67668360000
2020-03-13,74450060000
2020-03-16,71012760000
2020-03-17,74041300000
2020-03-18,71198560000
2020-03-19,68931800000
2020-03-20,63692240000
2020-03-23,58304040000
2020-03-24,60162040000
2020-03-25,63859459999
2020-03-26,68077120000
2020-03-27,68077120000
2020-03-30,69321980000
2020-03-31,71863845475
2020-04-01,69893954702
2020-04-02,67310796046
2020-04-03,69522277198
2020-04-06,69280686820
2020-04-07,71510751846
2020-04-08,74577091257
2020-04-09,76026633525
2020-04-13,75153191389
2020-04-14,78275282426
2020-04-15,76026633525
2020-04-16,75078855888
2020-04-17,75915130273
2020-04-20,72607200484
2020-04-21,70172712830
2020-04-22,70265632206
2020-04-23,71455000220
2020-04-24,73257636117
2020-04-27,73870903999
2020-04-28,75654956020
2020-04-29,75208943015
2020-04-30,72941710238
2020-05-01,70451470959
2020-05-04,70637309711
2020-05-05,68388660809
2020-05-06,66400186161
2020-05-07,65229402022
2020-05-08,68277157558
2020-05-11,67682473551
2020-05-12,67050621793
2020-05-13,67552386424
2020-05-14,67366547672
2020-05-15,67998399429
2020-05-18,69875370827
2020-05-19,68983344816
2020-05-20,70191296705
2020-05-21,69763867575
2020-05-22,70116961205
2020-05-26,71139074342
2020-05-27,72570032734
2020-05-28,72124019728
2020-05-29,72570032734
2020-06-01,72811623111
2020-06-02,73703649122
2020-06-03,74725762259
2020-06-04,75692123771
2020-06-05,77885021047
2020-06-08,79594737567
2020-06-09,78386785677
2020-06-10,77717766170
2020-06-11,73016045739
2020-06-12,72718703735
2020-06-15,74911601011
2020-06-16,76361143278
2020-06-17,75933714148
2020-06-18,77067330537
2020-06-19,75617788270
2020-06-22,74428420256
2020-06-23,74967352637
2020-06-24,73276219992
2020-06-25,73703649122
2020-06-26,70971819465
2020-06-29,72904542488
2020-06-30,72942952226
2020-07-01,72924368034
2020-07-02,73221715101
2020-07-06,73593398934
2020-07-07,74225261450
2020-07-08,74095172108
2020-07-09,71734979769
2020-07-10,74838539774
2020-07-13,74727034624
2020-07-14,76306690914
2020-07-15,76195185765
2020-07-16,77087226964
2020-07-17,77198732114
2020-07-20,75953591273
2020-07-21,76604037981
2020-07-22,76827048281
2020-07-23,77273068880
2020-07-24,77774842055
2020-07-27,78295199421
2020-07-28,79019982895
2020-07-29,77365989838
2020-07-30,77273068880
2020-07-31,76473948639
2020-08-03,76213769956
2020-08-04,77310237264
2020-08-05,77421742413
2020-08-06,77217316305
2020-08-07,78369536188
2020-08-10,80320876311
2020-08-11,81027075594
2020-08-12,79837687328
2020-08-13,79112903854
2020-08-14,79057151279
2020-08-17,79967776669
2020-08-18,80320876311
2020-08-19,81119996552
2020-08-20,80841233677
2020-08-21,80766896910
2020-08-24,81844780026
2020-08-25,80878402060
2020-08-26,80283707928
2020-08-27,81305838468
2020-08-28,81640353918
2020-08-31,81287254277
2020-09-01,80135034394
2020-09-02,81324422660
2020-09-03,80450965652
2020-09-04,80822649485
2020-09-08,80042113436
2020-09-09,81380175235
2020-09-10,80562470802
2020-09-11,81008491402
2020-09-14,79912024095
2020-09-15,79503171878
2020-09-16,77607584330
2020-09-17,75935007081
2020-09-18,74039419533
2020-09-21,72143831985
2020-09-22,71642058810
2020-09-23,70489838928
2020-09-24,71233206594
2020-09-25,71121701444
2020-09-28,72385426476
2020-09-29,71288959169
2020-09-30,71831760000
2020-10-01,72352280000
2020-10-02,72445230000
2020-10-05,73430500000
2020-10-06,73616400000
2020-10-07,75345270000
2020-10-08,75066420000
2020-10-09,75642710000
2020-10-12,75196550000
2020-10-13,73207420000
2020-10-14,73523450000
2020-10-15,73802300000
2020-10-16,73486270000
2020-10-19,72835620000
2020-10-20,71943300000
2020-10-21,71590090000
2020-10-22,72482410000
2020-10-23,72649720000
2020-10-26,71701630000
2020-10-27,69099030000
2020-10-28,68262480000
2020-10-29,68541329999
2020-10-30,67072720000
2020-11-02,67816319999
2020-11-03,69508010000
2020-11-04,70790720000
2020-11-05,69359290000
2020-11-06,69284930000
2020-11-09,70958030000
2020-11-10,73597810000
2020-11-11,73913840000
2020-11-12,73430500000
2020-11-13,74973470000
2020-11-16,77111320000
2020-11-17,76572210000
2020-11-18,74676030000
2020-11-19,74471540000
2020-11-20,74248460000
2020-11-23,74731800000
2020-11-24,76219000000
2020-11-25,75066420000
2020-11-27,75047830000
2020-11-30,74043970000
2020-12-01,75270910000
2020-12-02,74397180000
2020-12-03,75140780000
2020-12-04,76906830000
2020-12-07,77501710000
2020-12-08,78505570000
2020-12-09,79899820000
2020-12-10,79844050000
2020-12-11,79937000000
2020-12-14,79751100000
2020-12-15,78412620000
2020-12-16,80122900000
2020-12-17,79937000000
2020-12-18,81387020000
2020-12-21,79825460000
2020-12-22,79100450000
2020-12-23,79695330000
2020-12-24,77557480000
2020-12-28,77111320000
2020-12-29,75717070000
2020-12-30,75735660000
2020-12-31,76137000000
2021-01-04,75839880000
2021-01-05,75691320000
2021-01-06,76916940000
2021-01-07,77585460000
2021-01-08,77232630000
2021-01-11,76786950000
2021-01-12,76007010000
2021-01-13,76304130000
2021-01-14,76341270000
2021-01-15,76508400000
2021-01-19,76564110000
2021-01-20,78179700000
2021-01-21,77882580000
2021-01-22,77678310000
2021-01-25,77919720000
2021-01-26,78421110000
2021-01-27,77659740000
2021-01-28,79201050000
2021-01-29,76285560000
2021-02-01,75709890000
2021-02-02,77195490000
2021-02-03,77994000000
2021-02-04,78978210000
2021-02-05,78866790000
2021-02-08,79795290000
2021-02-09,80519520000
2021-02-10,80872350000
2021-02-11,80426670000
2021-02-12,80593800000
2021-02-16,80612370000
2021-02-17,80965200000
2021-02-18,81020910000
2021-02-19,81336600000
2021-02-22,82487940000
2021-02-23,82246530000
2021-02-24,83565000000
2021-02-25,82877910000
2021-02-26,80965200000
2021-03-01,82710780000
2021-03-02,83045040000
2021-03-03,83657850000
2021-03-04,82190820000
2021-03-05,83787840000
2021-03-08,87093300000
2021-03-09,88541760000
2021-03-10,89507400000
2021-03-11,88764600000
2021-03-12,90343050000
2021-03-15,92552880000
2021-03-16,91810080000
2021-03-17,92441460000
2021-03-18,93908490000
2021-03-19,93871350000
2021-03-22,95895480000
2021-03-23,93797070000
2021-03-24,91940070000
2021-03-25,93202830000
2021-03-26,97492500000
2021-03-29,97121100000
2021-03-30,95189820000
2021-03-31,94576779547
2021-04-01,94280996031
2021-04-05,94872563064
2021-04-06,94983481883
2021-04-07,94521320138
2021-04-08,95168346581
2021-04-09,95186833051
2021-04-12,95667481266
2021-04-13,94595266017
2021-04-14,94928022474
2021-04-15,95408670689
2021-04-16,96702723576
2021-04-19,90731593827
2021-04-20,87237651033
2021-04-21,87958623355
2021-04-22,85962084616
2021-04-23,87607380429
2021-04-26,87293110442
2021-04-27,87182191623
2021-04-28,87219164563
2021-04-29,86146949314
2021-04-30,88272893342
2021-05-03,89419054470
2021-05-04,88457758040
2021-05-05,89382081531
2021-05-06,91489539089
2021-05-07,92339916700
2021-05-10,93689428997
2021-05-11,93227267251
2021-05-12,91230728512
2021-05-13,92654186687
2021-05-14,92949970204
2021-05-17,92820564916
2021-05-18,92413862580
2021-05-19,91397106740
2021-05-20,92487808459
2021-05-21,92432349050
2021-05-24,93023916083
2021-05-25,91711376727
2021-05-26,91360133801
2021-05-27,90953431465
2021-05-28,90990404404
2021-06-01,91249214982
2021-06-02,91526512029
2021-06-03,92025646714
2021-06-04,92007160244
2021-06-07,93338186070
2021-06-08,92210511412
2021-06-09,92247484351
2021-06-10,92691159627
2021-06-11,91988673774
2021-06-14,88882946846
2021-06-15,88550190389
2021-06-16,87570407489
2021-06-17,86646083999
2021-06-18,85610841690
2021-06-21,87422515731
2021-06-22,87330083382
2021-06-23,86923381046
2021-06-24,87681326308
2021-06-25,88032569235
2021-06-28,87219164563
2021-06-29,86479705771
2021-06-30,87756972947
2021-07-01,88033054028
2021-07-02,87480891866
2021-07-06,85898027001
2021-07-07,86118891866
2021-07-08,85456297272
2021-07-09,87241621596
2021-07-12,87407270244
2021-07-13,86210918893
2021-07-14,87536108082
2021-07-15,87407270244
2021-07-16,87075972947
2021-07-19,86118891866
2021-07-20,86891918893
2021-07-21,87112783758
2021-07-22,86486999974
2021-07-23,87407270244
2021-07-26,87628135109
2021-07-27,87959432406
2021-07-28,87646540514
2021-07-29,89450270244
2021-07-30,88419567541
2021-08-02,87848999974
2021-08-03,87959432406
2021-08-04,86560621596
2021-08-05,87167999974
2021-08-06,87149594569
2021-08-09,87388864839
2021-08-10,88548405379
2021-08-11,88658837811
2021-08-12,88566810784
2021-08-13,89450270244
2021-08-16,89063756730
2021-08-17,89376648622
2021-08-18,88750864838
2021-08-19,88787675649
2021-08-20,89210999973
2021-08-23,89229405379
2021-08-24,88732459433
2021-08-25,89542297271
2021-08-26,89726351325
2021-08-27,91161972946
2021-08-30,91474864838
2021-08-31,92450351324
2021-09-01,92174270243
2021-09-02,93941189161
2021-09-03,93812351323
2021-09-07,93481054026
2021-09-08,93646702675
2021-09-09,93112945918
2021-09-10,93131351324
2021-09-13,92174270243
2021-09-14,89026945919
2021-09-15,90609810784
2021-09-16,89799972946
2021-09-17,89468675649
2021-09-20,88603621595
2021-09-21,88401162136
2021-09-22,88787675649
2021-09-23,89836783757
2021-09-24,89192594568
2021-09-27,89707945919
2021-09-28,88842891865
2021-09-29,89707945919
2021-09-30,82990954131
2021-10-01,83610833841
2021-10-04,84777666237
2021-10-05,84176018283
2021-10-06,84686507456
2021-10-07,84741202724
2021-10-08,85196996629
2021-10-11,85160533116
2021-10-12,85962730388
2021-10-13,87366575614
2021-10-14,88733957328
2021-10-15,88788652596
2021-10-18,87749442494
2021-10-19,87330112102
2021-10-20,88296395179
2021-10-21,87931760056
2021-10-22,87913528299
2021-10-25,87421270883
2021-10-26,87712978981
2021-10-27,86600841855
2021-10-28,81277169050
2021-10-29,80420276509
2021-11-01,80310885972
2021-11-02,80493203534
2021-11-03,81969975785
2021-11-04,81331864318
2021-11-05,82407537933
2021-11-08,82170525103
2021-11-09,81660035930
2021-11-10,81587108905
2021-11-11,81860585248
2021-11-12,81897048760
2021-11-15,82407537933
2021-11-16,81040156220
2021-11-17,80985460951
2021-11-18,80237958948
2021-11-19,79125821821
2021-11-22,80201495435
2021-11-23,80657289340
2021-11-24,80365581241
2021-11-26,79745701531
2021-11-29,79271675870
2021-11-30,77740208351
2021-12-01,78378319817
2021-12-02,78779418453
2021-12-03,80073873142
2021-12-06,81003692707
2021-12-07,81113083244
2021-12-08,81167778513
2021-12-09,81295400806
2021-12-10,82206988615
2021-12-13,82699246032
2021-12-14,82772173057
2021-12-15,83793151403
2021-12-16,86327365512
2021-12-17,87968223568
2021-12-20,87712978981
2021-12-21,87093099271
2021-12-22,85470472971
2021-12-23,85142301360
2021-12-27,85306387166
2021-12-28,86382060780
2021-12-29,86418524293
2021-12-30,86145047950
2021-12-31,86107659334
2022-01-03,87161519693
2022-01-04,89087540349
2022-01-05,88378910108
2022-01-06,89414600460
2022-01-07,90432120807
2022-01-10,91831211284
2022-01-11,89905190628
2022-01-12,89923360634
2022-01-13,91413301141
2022-01-14,92321801451
2022-01-18,91685851234
2022-01-19,91013561005
2022-01-20,91449641154
2022-01-21,91431471148
2022-01-24,90759180919
2022-01-25,90904540968
2022-01-26,89887020621
2022-01-27,91467811160
2022-01-28,91722191247
2022-01-31,92448991494
2022-02-01,92012911346
2022-02-02,91758531259
2022-02-03,91613171209
2022-02-04,91195261067
2022-02-07,91558661191
2022-02-08,91613171209
2022-02-09,91940231321
2022-02-10,91177091061
2022-02-11,91522321179
2022-02-14,91013561005
2022-02-15,91431471148
2022-02-16,91958401327
2022-02-17,93339321798
2022-02-18,94011612027
2022-02-22,93175791742
2022-02-23,94393182157
2022-02-24,90068720683
2022-02-25,93539191866
2022-02-28,93193961748
2022-03-01,93702721921
2022-03-02,95955802689
2022-03-03,96609922912
2022-03-04,97191363110
2022-03-07,96028482714
2022-03-08,92467161500
2022-03-09,92667031569
2022-03-10,93084941711
2022-03-11,91722191247
2022-03-14,91831211284
2022-03-15,93648211903
2022-03-16,93175791742
2022-03-17,93920761996
2022-03-18,93902591989
2022-03-21,94938282342
2022-03-22,96864302998
2022-03-23,96700772943
2022-03-24,95392532497
2022-03-25,97427573190
2022-03-28,94538542206
2022-03-29,93902591989
2022-03-30,94574882218
2022-03-31,94520250000
2022-04-01,95352390000
2022-04-04,95370480000
2022-04-05,95225760000
2022-04-06,97378470000
2022-04-07,97197570000
2022-04-08,97884990000
2022-04-11,98500050000
2022-04-12,99332190000
2022-04-13,99133200000
2022-04-14,99458820000
2022-04-18,98771400000
2022-04-19,99892980000
2022-04-20,100164330000
2022-04-21,102262770000
2022-04-22,100453770000
2022-04-25,99911070000
2022-04-26,99277920000
2022-04-27,99350280000
2022-04-28,99856800000
2022-04-29,100526130000
2022-05-02,100182420000
2022-05-03,100290960000
2022-05-04,102027600000
2022-05-05,101213550000
2022-05-06,102335130000
2022-05-09,99965340000
2022-05-10,93290130000
2022-05-11,93507210000
2022-05-12,94375530000
2022-05-13,95949360000
2022-05-16,97215660000
2022-05-17,98120160000
2022-05-18,96238800000
2022-05-19,92421810000
2022-05-20,92421810000
2022-05-23,94285080000
2022-05-24,95750370000
2022-05-25,97487010000
2022-05-26,98590500000
2022-05-27,98463870000
2022-05-31,97848810000
2022-06-01,97830720000
2022-06-02,97957350000
2022-06-03,97360380000
2022-06-06,96944310000
2022-06-07,97704090000
2022-06-08,89527410000
2022-06-09,88025940000
2022-06-10,88532460000
2022-06-13,85312440000
2022-06-14,83738610000
2022-06-15,82617030000
2022-06-16,82092420000
2022-06-17,81965790000
2022-06-21,82671300000
2022-06-22,75073500000
2022-06-23,76900590000
2022-06-24,78510600000
2022-06-27,78130710000
2022-06-28,78130710000
2022-06-29,75543840000
2022-06-30,75144230000
2022-07-01,76007750000
2022-07-05,75054280000
2022-07-06,74046840000
2022-07-07,75216190000
2022-07-08,74694480000
2022-07-11,75468050000
2022-07-12,76115690000
2022-07-13,75486040000
2022-07-14,74892370000
2022-07-15,75540010000
2022-07-18,76043730000
2022-07-19,77285040000
2022-07-20,76133680000
2022-07-21,76943230000
2022-07-22,77518910000
2022-07-25,78850170000
2022-07-26,79407860000
2022-07-27,79281930000
2022-07-28,79156000000
2022-07-29,78904140000
2022-08-01,79245950000
2022-08-02,78850170000
2022-08-03,79569770000
2022-08-04,79605750000
2022-08-05,79335900000
2022-08-08,79551780000
2022-08-09,79551780000
2022-08-10,80487260000
2022-08-11,81188870000
2022-08-12,81224850000
2022-08-15,81458720000
2022-08-16,82286260000
2022-08-17,81764550000
2022-08-18,82052390000
2022-08-19,81800530000
2022-08-22,81638620000
2022-08-23,81908470000
2022-08-24,82394200000
2022-08-25,83455610000
2022-08-26,82538120000
2022-08-29,82232290000
2022-08-30,81170880000
2022-08-31,81170880000
2022-09-01,81620630000
2022-09-02,80955000000
2022-09-06,80181430000
2022-09-07,80865050000
2022-09-08,81224850000
2022-09-09,81980430000
2022-09-12,81224850000
2022-09-13,77303030000
2022-09-14,75126240000
2022-09-15,75575990000
2022-09-16,76079710000
2022-09-19,77195090000
2022-09-20,77213080000
2022-09-21,77374990000
2022-09-22,77842730000
2022-09-23,74982320000
2022-09-26,74604530000
2022-09-27,73381210000
2022-09-28,74496590000
2022-09-29,74064830000
2022-09-30,72099867846
2022-10-03,73867546627
2022-10-04,75885200185
2022-10-05,76599413833
2022-10-06,76760111904
2022-10-07,76456571104
2022-10-10,77599312942
2022-10-11,79188438310
2022-10-12,79902651959
2022-10-13,81938160858
2022-10-14,80759708338
2022-10-17,79616966499
2022-10-18,79938362641
2022-10-19,79759809229
2022-10-20,77777866354
2022-10-21,79420557746
2022-10-24,81081104480
2022-10-25,81670330740
2022-10-26,82688085189
2022-10-27,81098959821
2022-10-28,82688085189
2022-10-31,82616663824
2022-11-01,82384544389
2022-11-02,80063350030
2022-11-03,80188337419
2022-11-04,81241802551
2022-11-07,81920305517
2022-11-08,81956016199
2022-11-09,80723997655
2022-11-10,78956318874
2022-11-11,79242004334
2022-11-14,78492080003
2022-11-15,77956419766
2022-11-16,77813577036
2022-11-17,77974275107
2022-11-18,78920608192
2022-11-21,79991928665
2022-11-22,80634720949
2022-11-23,80384746172
2022-11-25,79884796618
2022-11-28,80616865608
2022-11-29,81813173470
2022-11-30,83170179402
2022-12-01,83937959075
2022-12-02,85044990230
2022-12-05,84259355217
2022-12-06,82509531777
2022-12-07,82795217237
2022-12-08,83670128956
2022-12-09,83402298838
2022-12-12,83848682369
2022-12-13,83580852250
2022-12-14,84152223169
2022-12-15,83830827027
2022-12-16,83134468720
2022-12-19,82813072578
2022-12-20,82920204625
2022-12-21,81402500621
2022-12-22,81741752105
2022-12-23,82563097801
2022-12-27,82991625990
2022-12-28,81866739493
2022-12-29,81902450176
2022-12-30,81616764716
2023-01-03,81298720000
2023-01-04,81102260000
2023-01-05,81030820000
2023-01-06,82959700000
2023-01-09,82120280000
2023-01-10,82138140000
2023-01-11,81834520000
2023-01-12,81084400000
2023-01-13,81477320000
2023-01-17,80655760000
2023-01-18,78601860000
2023-01-19,79548440000
2023-01-20,80262840000
2023-01-23,80030660000
2023-01-24,79977080000
2023-01-25,80244980000
2023-01-26,79101940000
2023-01-27,78834040000
2023-01-30,79477000000
2023-01-31,80441440000
2023-02-01,84906440000
2023-02-02,83888420000
2023-02-03,83781260000
2023-02-06,83870560000
2023-02-07,83156160000
2023-02-08,83049000000
2023-02-09,82745380000
2023-02-10,84370640000
2023-02-13,85460100000
2023-02-14,84674260000
2023-02-15,85102900000
2023-02-16,84656400000
2023-02-17,85853020000
2023-02-21,84727840000
2023-02-22,84192040000
2023-02-23,84852860000
2023-02-24,84245620000
2023-02-27,83120440000
2023-02-28,82923980000
2023-03-01,82423900000
2023-03-02,82977560000
2023-03-03,83102580000
2023-03-06,84281340000
