,T
2018-07-18,174306120000
2018-07-19,171902400000
2018-07-20,170955480000
2018-07-23,170445600000
2018-07-24,174160440000
2018-07-25,166293720000
2018-07-26,166876440000
2018-07-27,170882640000
2018-07-30,175908600000
2018-07-31,175762920000
2018-08-01,175398720000
2018-08-02,175107360000
2018-08-03,177438240000
2018-08-06,176564160000
2018-08-07,178093800000
2018-08-08,177875280000
2018-08-09,178603680000
2018-08-10,177365400000
2018-08-13,177074040000
2018-08-14,177219720000
2018-08-15,178530840000
2018-08-16,181954320000
2018-08-17,181590120000
2018-08-20,182027160000
2018-08-21,183629640000
2018-08-22,179696280000
2018-08-23,178603680000
2018-08-24,179477760000
2018-08-27,180497520000
2018-08-28,179623440000
2018-08-29,177219720000
2018-08-30,175690080000
2018-08-31,175617240000
2018-09-04,175180200000
2018-09-05,176054280000
2018-09-06,176928360000
2018-09-07,176564160000
2018-09-10,178093800000
2018-09-11,179623440000
2018-09-12,183702480000
2018-09-13,185159280000
2018-09-14,184722240000
2018-09-17,184867920000
2018-09-18,185377800000
2018-09-19,183483960000
2018-09-20,183848160000
2018-09-21,185742000000
2018-09-24,186397560000
2018-09-25,185596320000
2018-09-26,183338280000
2018-09-27,183702480000
2018-09-28,184649400000
2018-10-01,184442880000
2018-10-02,186777600000
2018-10-03,186777600000
2018-10-04,187872000000
2018-10-05,187142400000
2018-10-08,187872000000
2018-10-09,184442880000
2018-10-10,180867840000
2018-10-11,174812160000
2018-10-12,177584640000
2018-10-15,178168320000
2018-10-16,178387200000
2018-10-17,179335680000
2018-10-18,178970880000
2018-10-19,181013760000
2018-10-22,179919360000
2018-10-23,181816320000
2018-10-24,167151360000
2018-10-25,165108480000
2018-10-26,160220160000
2018-10-29,163211520000
2018-10-30,167808000000
2018-10-31,168975360000
2018-11-01,167880960000
2018-11-02,168099840000
2018-11-05,168683520000
2018-11-06,170507520000
2018-11-07,171237120000
2018-11-08,170945280000
2018-11-09,168975360000
2018-11-12,169486080000
2018-11-13,167005440000
2018-11-14,168026880000
2018-11-15,165838080000
2018-11-16,166786560000
2018-11-19,167151360000
2018-11-20,162044160000
2018-11-21,163941120000
2018-11-23,161679360000
2018-11-26,164962560000
2018-11-27,167662080000
2018-11-28,169267200000
2018-11-29,168318720000
2018-11-30,172039680000
2018-12-03,174593280000
2018-12-04,169194240000
2018-12-06,168099840000
2018-12-07,165984000000
2018-12-10,164743680000
2018-12-11,163576320000
2018-12-12,166056960000
2018-12-13,164743680000
2018-12-14,166421760000
2018-12-17,164451840000
2018-12-18,163795200000
2018-12-19,164232960000
2018-12-20,157739520000
2018-12-21,155915520000
2018-12-24,150662400000
2018-12-26,154602240000
2018-12-27,155040000000
2018-12-28,156718080000
2018-12-31,157522020000
2019-01-02,163079900000
2019-01-03,163299290000
2019-01-04,167467700000
2019-01-07,170539160000
2019-01-08,172659930000
2019-01-09,166151360000
2019-01-10,167833350000
2019-01-11,170392900000
2019-01-14,169003430000
2019-01-15,168930300000
2019-01-16,168710910000
2019-01-17,169149690000
2019-01-18,170904810000
2019-01-22,168784040000
2019-01-23,170539160000
2019-01-24,168930300000
2019-01-25,169222820000
2019-01-28,169295950000
2019-01-29,169442210000
2019-01-30,162129210000
2019-01-31,165931970000
2019-02-01,165566320000
2019-02-04,163445550000
2019-02-05,163518680000
2019-02-06,163153030000
2019-02-07,162567990000
2019-02-08,163079900000
2019-02-11,163957460000
2019-02-12,164542500000
2019-02-13,164688760000
2019-02-14,164396240000
2019-02-15,168199000000
2019-02-19,169076560000
2019-02-20,170246640000
2019-02-21,170173510000
2019-02-22,171928630000
2019-02-25,171855500000
2019-02-26,172294280000
2019-02-27,171416720000
2019-02-28,171782370000
2019-03-01,170100380000
2019-03-04,165493190000
2019-03-05,165346930000
2019-03-06,164542500000
2019-03-07,165127540000
2019-03-08,165346930000
2019-03-11,166809530000
2019-03-12,169076560000
2019-03-13,167102050000
2019-03-14,167102050000
2019-03-15,169295950000
2019-03-18,170027250000
2019-03-19,169369080000
2019-03-20,168418390000
2019-03-21,171416720000
2019-03-22,171489850000
2019-03-25,169807860000
2019-03-26,173244970000
2019-03-27,173318100000
2019-03-28,171197330000
2019-03-29,173098710000
2019-04-01,176630760000
2019-04-02,174800010000
2019-04-03,176118150000
2019-04-04,176777220000
2019-04-05,178827660000
2019-04-08,179047350000
2019-04-09,175459080000
2019-04-10,176191380000
2019-04-11,177948900000
2019-04-12,177948900000
2019-04-15,176996910000
2019-04-16,178241820000
2019-04-17,176630760000
2019-04-18,177070140000
2019-04-22,177289830000
2019-04-23,177436290000
2019-04-24,170186520000
2019-04-25,167696700000
2019-04-26,169600680000
2019-04-29,170699130000
2019-04-30,171138510000
2019-05-01,170186520000
2019-05-02,169234530000
2019-05-03,169673910000
2019-05-06,169088070000
2019-05-07,168721920000
2019-05-08,167477010000
2019-05-09,167916390000
2019-05-10,169234530000
2019-05-13,168429000000
2019-05-14,171870810000
2019-05-15,172749570000
2019-05-16,174800010000
2019-05-17,175752000000
2019-05-20,177948900000
2019-05-21,179120580000
2019-05-22,178388280000
2019-05-23,177655980000
2019-05-24,178388280000
2019-05-28,176484300000
2019-05-29,176337840000
2019-05-30,176118150000
2019-05-31,169014840000
2019-06-03,171870810000
2019-06-04,173994480000
2019-06-05,175092930000
2019-06-06,177436290000
2019-06-07,179559960000
2019-06-10,176484300000
2019-06-11,177509520000
2019-06-12,177875670000
2019-06-13,178461510000
2019-06-14,178827660000
2019-06-17,178534740000
2019-06-18,179267040000
2019-06-19,179120580000
2019-06-20,179852880000
2019-06-21,179340270000
2019-06-24,180072570000
2019-06-25,179926110000
2019-06-26,179779650000
2019-06-27,182269470000
2019-06-28,185198670000
2019-07-01,184860210000
2019-07-02,187131580000
2019-07-03,187937550000
2019-07-05,189696030000
2019-07-08,189402950000
2019-07-09,185519640000
2019-07-10,186691960000
2019-07-11,185006750000
2019-07-12,186105800000
2019-07-15,186398880000
2019-07-16,185739450000
2019-07-17,183907700000
2019-07-18,183028460000
2019-07-19,181343250000
2019-07-22,177679750000
2019-07-23,177459940000
2019-07-24,183834430000
2019-07-25,186985040000
2019-07-26,188890060000
2019-07-29,189915840000
2019-07-30,189036600000
2019-07-31,188303900000
2019-08-01,188670250000
2019-08-02,188963330000
2019-08-05,185226560000
2019-08-06,187791010000
2019-08-07,188377170000
2019-08-08,191014890000
2019-08-09,191014890000
2019-08-12,190648540000
2019-08-13,192773370000
2019-08-14,188523710000
2019-08-15,189915840000
2019-08-16,193359530000
2019-08-19,195630900000
2019-08-20,193432800000
2019-08-21,194458580000
2019-08-22,195704170000
2019-08-23,192553560000
2019-08-26,193139720000
2019-08-27,192040670000
2019-08-28,193359530000
2019-08-29,194385310000
2019-08-30,194971470000
2019-09-03,195630900000
2019-09-04,197535920000
2019-09-05,198488430000
2019-09-06,200466720000
2019-09-09,203470790000
2019-09-10,207793720000
2019-09-11,214241480000
2019-09-12,212263190000
2019-09-13,209625470000
2019-09-16,206328320000
2019-09-17,205522350000
2019-09-18,203324250000
2019-09-19,205449080000
2019-09-20,209625470000
2019-09-23,207940260000
2019-09-24,206694670000
2019-09-25,206694670000
2019-09-26,206694670000
2019-09-27,206987750000
2019-09-30,208830720000
2019-10-01,206490880000
2019-10-02,204662880000
2019-10-03,205247840000
2019-10-04,207002720000
2019-10-07,207807040000
2019-10-08,206856480000
2019-10-09,204443520000
2019-10-10,206490880000
2019-10-11,207368320000
2019-10-14,206783360000
2019-10-15,209196320000
2019-10-16,208538240000
2019-10-17,208684480000
2019-10-18,212340480000
2019-10-21,211024320000
2019-10-22,210658720000
2019-10-23,208318880000
2019-10-24,203200480000
2019-10-25,203712320000
2019-10-28,212413600000
2019-10-29,210073760000
2019-10-30,210804960000
2019-10-31,212413600000
2019-11-01,214972800000
2019-11-04,214607200000
2019-11-05,216142720000
2019-11-06,216581440000
2019-11-07,217532000000
2019-11-08,217312640000
2019-11-11,217312640000
2019-11-12,216142720000
2019-11-13,216142720000
2019-11-14,214972800000
2019-11-15,217970720000
2019-11-18,218701920000
2019-11-19,209708160000
2019-11-20,205174720000
2019-11-21,207514560000
2019-11-22,208318880000
2019-11-25,205613440000
2019-11-26,206417760000
2019-11-27,207807040000
2019-11-29,206271520000
2019-12-02,205979040000
2019-12-03,207222080000
2019-12-04,210293120000
2019-12-05,210731840000
2019-12-06,210804960000
2019-12-09,209927520000
2019-12-10,210073760000
2019-12-11,210658720000
2019-12-12,211682400000
2019-12-13,211170560000
2019-12-16,212998560000
2019-12-17,212486720000
2019-12-18,213802880000
2019-12-19,214826560000
2019-12-20,216069600000
2019-12-23,215630880000
2019-12-24,215045920000
2019-12-26,216142720000
2019-12-27,216581440000
2019-12-30,215484640000
2019-12-31,212016500000
2020-01-02,210794710000
2020-01-03,211872760000
2020-01-06,212088370000
2020-01-07,212878940000
2020-01-08,213597640000
2020-01-09,210507230000
2020-01-10,209213570000
2020-01-13,206698120000
2020-01-14,206626250000
2020-01-15,205404460000
2020-01-16,206266900000
2020-01-17,208207390000
2020-01-21,208926090000
2020-01-22,211800890000
2020-01-23,209572920000
2020-01-24,208854220000
2020-01-27,207488690000
2020-01-28,209285440000
2020-01-29,200948520000
2020-01-30,203032750000
2020-01-31,204038930000
2020-02-03,200517300000
2020-02-04,204110800000
2020-02-05,205116980000
2020-02-06,208494870000
2020-02-07,208566740000
2020-02-10,207991780000
2020-02-11,207057470000
2020-02-12,206338770000
2020-02-13,207848040000
2020-02-14,207488690000
2020-02-18,207560560000
2020-02-19,208494870000
2020-02-20,209429180000
2020-02-21,209141700000
2020-02-24,206410640000
2020-02-25,202601530000
2020-02-26,201236000000
2020-02-27,193833390000
2020-02-28,191030460000
2020-03-02,201667220000
2020-03-03,196923800000
2020-03-04,207129340000
2020-03-05,201667220000
2020-03-06,200876650000
2020-03-09,188155660000
2020-03-10,194480220000
2020-03-11,187221350000
2020-03-12,169972550000
2020-03-13,187005740000
2020-03-16,172559870000
2020-03-17,183052890000
2020-03-18,178165730000
2020-03-19,168966370000
2020-03-20,154304890000
2020-03-23,145249270000
2020-03-24,152364400000
2020-03-25,154089280000
2020-03-26,166019700000
2020-03-27,161851240000
2020-03-30,164007340000
2020-03-31,157190000000
2020-04-01,151259650000
2020-04-02,155117950000
2020-04-03,148115850000
2020-04-06,158761900000
2020-04-07,162191500000
2020-04-08,161191200000
2020-04-09,165692550000
2020-04-13,162834550000
2020-04-14,167907500000
2020-04-15,162262950000
2020-04-16,162620200000
2020-04-17,168407650000
2020-04-20,167050100000
2020-04-21,161119750000
2020-04-22,158904800000
2020-04-23,159119150000
2020-04-24,160190900000
2020-04-27,164692250000
2020-04-28,165263850000
2020-04-29,169479400000
2020-04-30,164335000000
2020-05-01,161262650000
2020-05-04,159619300000
2020-05-05,160405250000
2020-05-06,155260850000
2020-05-07,155832450000
2020-05-08,160619600000
2020-05-11,158476100000
2020-05-12,155832450000
2020-05-13,151474000000
2020-05-14,154117650000
2020-05-15,152688650000
2020-05-18,158833350000
2020-05-19,156189700000
2020-05-20,159547850000
2020-05-21,160548150000
2020-05-22,161119750000
2020-05-26,166192700000
2020-05-27,171765800000
2020-05-28,167478800000
2020-05-29,166407050000
2020-06-01,166835750000
2020-06-02,167121550000
2020-06-03,169908100000
2020-06-04,171480000000
2020-06-05,176695850000
2020-06-08,179196600000
2020-06-09,175909900000
2020-06-10,173337700000
2020-06-11,162691650000
2020-06-12,164477900000
2020-06-15,164477900000
2020-06-16,165978350000
2020-06-17,163191800000
2020-06-18,163691950000
2020-06-19,163477600000
2020-06-22,162405850000
2020-06-23,163120350000
2020-06-24,158690450000
2020-06-25,160262350000
2020-06-26,156832750000
2020-06-29,161334100000
2020-06-30,163094540000
2020-07-01,161307790000
2020-07-02,162236900000
2020-07-06,164452470000
2020-07-07,163523360000
2020-07-08,164309530000
2020-07-09,159378100000
2020-07-10,162522780000
2020-07-13,160521620000
2020-07-14,161593670000
2020-07-15,161879550000
2020-07-16,163952180000
2020-07-17,163166010000
2020-07-20,161021910000
2020-07-21,163166010000
2020-07-22,162665720000
2020-07-23,161307790000
2020-07-24,159521040000
2020-07-27,158020170000
2020-07-28,160164270000
2020-07-29,159449570000
2020-07-30,159521040000
2020-07-31,159592510000
2020-08-03,159806920000
2020-08-04,161879550000
2020-08-05,161021910000
2020-08-06,160950440000
2020-08-07,161951020000
2020-08-10,162880130000
2020-08-11,162880130000
2020-08-12,162808660000
2020-08-13,161379260000
2020-08-14,161879550000
2020-08-17,161021910000
2020-08-18,160664560000
2020-08-19,160378680000
2020-08-20,160021330000
2020-08-21,160164270000
2020-08-24,162022490000
2020-08-25,161307790000
2020-08-26,161808080000
2020-08-27,161307790000
2020-08-28,162022490000
2020-08-31,160807500000
2020-09-01,158949280000
2020-09-02,160235740000
2020-09-03,159592510000
2020-09-04,158734870000
2020-09-08,159163690000
2020-09-09,158448990000
2020-09-10,155947540000
2020-09-11,156447830000
2020-09-14,157162530000
2020-09-15,157091060000
2020-09-16,157734290000
2020-09-17,156805180000
2020-09-18,156090480000
2020-09-21,154446670000
2020-09-22,153803440000
2020-09-23,150372880000
2020-09-24,151230520000
2020-09-25,151230520000
2020-09-28,153088740000
2020-09-29,152659920000
2020-09-30,153868000000
2020-10-01,153725000000
2020-10-02,154797500000
2020-10-05,154726000000
2020-10-06,154940500000
2020-10-07,155441000000
2020-10-08,154368500000
2020-10-09,152867000000
2020-10-12,151794500000
2020-10-13,149792500000
2020-10-14,148362500000
2020-10-15,148148000000
2020-10-16,147504500000
2020-10-19,145073500000
2020-10-20,144430000000
2020-10-21,144215500000
2020-10-22,152652500000
2020-10-23,150150000000
2020-10-26,147790500000
2020-10-27,145288000000
2020-10-28,143000000000
2020-10-29,144430000000
2020-10-30,145788500000
2020-11-02,147576000000
2020-11-03,148219500000
2020-11-04,145931500000
2020-11-05,148434000000
2020-11-06,148076500000
2020-11-09,152724000000
2020-11-10,155727000000
2020-11-11,155012000000
2020-11-12,153510500000
2020-11-13,156013000000
2020-11-16,156370500000
2020-11-17,156656500000
2020-11-18,154440000000
2020-11-19,152652500000
2020-11-20,152867000000
2020-11-23,154440000000
2020-11-24,157729000000
2020-11-25,156442000000
2020-11-27,156656500000
2020-11-30,155155000000
2020-12-01,155798500000
2020-12-02,157014000000
2020-12-03,157729000000
2020-12-04,159445000000
2020-12-07,159945500000
2020-12-08,166237500000
2020-12-09,169812500000
2020-12-10,165594000000
2020-12-11,167381500000
2020-12-14,164879000000
2020-12-15,165022000000
2020-12-16,163449000000
2020-12-17,159874000000
2020-12-18,158658500000
2020-12-21,156585000000
2020-12-22,153296000000
2020-12-23,155155000000
2020-12-24,154797500000
2020-12-28,154082500000
2020-12-29,154011000000
2020-12-30,153725000000
2020-12-31,155465310000
2021-01-04,159117420000
2021-01-05,158114880000
2021-01-06,161194110000
2021-01-07,161695380000
2021-01-08,156825900000
2021-01-11,156038190000
2021-01-12,155393700000
2021-01-13,154605990000
2021-01-14,158329710000
2021-01-15,157685220000
2021-01-19,156467850000
2021-01-20,156539460000
2021-01-21,155823360000
2021-01-22,156396240000
2021-01-25,157327170000
2021-01-26,160764450000
2021-01-27,157470390000
2021-01-28,155680140000
2021-01-29,154749210000
2021-02-01,154820820000
2021-02-02,154247940000
2021-02-03,154104720000
2021-02-04,156181410000
2021-02-05,156396240000
2021-02-08,155465310000
2021-02-09,154677600000
2021-02-10,154319550000
2021-02-11,155035650000
2021-02-12,155680140000
2021-02-16,156611070000
2021-02-17,159833520000
2021-02-18,157971660000
2021-02-19,156754290000
2021-02-22,158472930000
2021-02-23,157685220000
2021-02-24,158830980000
2021-02-25,154749210000
2021-02-26,150739050000
2021-03-01,151813200000
2021-03-02,152529300000
2021-03-03,155250480000
2021-03-04,156324630000
2021-03-05,160119960000
2021-03-08,162125040000
2021-03-09,160191570000
2021-03-10,162125040000
2021-03-11,159690300000
2021-03-12,161122500000
2021-03-15,161766990000
2021-03-16,162125040000
2021-03-17,162984360000
2021-03-18,162196650000
2021-03-19,160836060000
2021-03-22,162125040000
2021-03-23,162125040000
2021-03-24,162125040000
2021-03-25,162554700000
2021-03-26,163843680000
2021-03-29,165204270000
2021-03-30,166063590000
2021-03-31,163788800000
2021-04-01,164864000000
2021-04-05,166154240000
2021-04-06,167587840000
2021-04-07,167372800000
2021-04-08,162283520000
2021-04-09,162498560000
2021-04-12,162068480000
2021-04-13,160276480000
2021-04-14,160849920000
2021-04-15,160921600000
2021-04-16,162068480000
2021-04-19,162283520000
2021-04-20,161710080000
2021-04-21,162928640000
2021-04-22,169666560000
2021-04-23,169881600000
2021-04-26,167229440000
2021-04-27,166440960000
2021-04-28,167516160000
2021-04-29,169523200000
2021-04-30,169953280000
2021-05-03,170455040000
2021-05-04,173250560000
2021-05-05,173322240000
2021-05-06,175329280000
2021-05-07,173967360000
2021-05-10,176547840000
2021-05-11,174540800000
2021-05-12,172963840000
2021-05-13,174254080000
2021-05-14,174397440000
2021-05-17,169738240000
2021-05-18,159846400000
2021-05-19,156692480000
2021-05-20,160348160000
2021-05-21,162355200000
2021-05-24,160921600000
2021-05-25,159703040000
2021-05-26,159846400000
2021-05-27,160706560000
2021-05-28,159201280000
2021-06-01,158627840000
2021-06-02,160204800000
2021-06-03,158126080000
2021-06-04,158341120000
2021-06-07,157337600000
2021-06-08,156764160000
2021-06-09,156979200000
2021-06-10,157839360000
2021-06-11,158627840000
2021-06-14,157409280000
2021-06-15,158412800000
2021-06-16,157194240000
2021-06-17,155473920000
2021-06-18,154972160000
2021-06-21,156549120000
2021-06-22,155688960000
2021-06-23,154972160000
2021-06-24,155760640000
2021-06-25,156334080000
2021-06-28,155688960000
2021-06-29,155043840000
2021-06-30,155754120000
2021-07-01,157546870000
2021-07-02,158192260000
2021-07-06,157044900000
2021-07-07,156614640000
2021-07-08,152527170000
2021-07-09,153961370000
2021-07-12,154176500000
2021-07-13,153029140000
2021-07-14,152957430000
2021-07-15,153889660000
2021-07-16,153387690000
2021-07-19,150447580000
2021-07-20,151092970000
2021-07-21,151021260000
2021-07-22,151594940000
2021-07-23,152383750000
2021-07-26,152527170000
2021-07-27,152598880000
2021-07-28,151594940000
2021-07-29,153100850000
2021-07-30,151810070000
2021-08-02,152168620000
2021-08-03,152598880000
2021-08-04,150734420000
2021-08-05,151236390000
2021-08-06,151308100000
2021-08-09,150734420000
2021-08-10,152025200000
2021-08-11,152383750000
2021-08-12,151666650000
2021-08-13,152598880000
2021-08-16,152598880000
2021-08-17,152598880000
2021-08-18,150662710000
2021-08-19,149013380000
2021-08-20,149228510000
2021-08-23,148941670000
2021-08-24,148583120000
2021-08-25,148439700000
2021-08-26,146216690000
2021-08-27,146862080000
2021-08-30,147364050000
2021-08-31,148439700000
2021-09-01,147148920000
2021-09-02,149587060000
2021-09-03,149156800000
2021-09-07,148439700000
2021-09-08,149371930000
2021-09-09,148439700000
2021-09-10,147077210000
2021-09-13,148941670000
2021-09-14,147937730000
2021-09-15,149228510000
2021-09-16,149371930000
2021-09-17,149013380000
2021-09-20,147292340000
2021-09-21,145929850000
2021-09-22,146216690000
2021-09-23,147148920000
2021-09-24,146862080000
2021-09-27,148296280000
2021-09-28,147435760000
2021-09-29,148296280000
2021-09-30,146237080000
2021-10-01,147026000000
2021-10-04,147528040000
2021-10-05,148030080000
2021-10-06,147814920000
2021-10-07,146667400000
2021-10-08,144946120000
2021-10-11,140929800000
2021-10-12,137630680000
2021-10-13,136985200000
2021-10-14,138706480000
2021-10-15,139136800000
2021-10-18,137128640000
2021-10-19,138491320000
2021-10-20,140284320000
2021-10-21,139423680000
2021-10-22,137989280000
2021-10-25,138778200000
2021-10-26,137343799999
2021-10-27,135622520000
2021-10-28,138276160000
2021-10-29,136770040000
2021-11-01,137343799999
2021-11-02,136554880000
2021-11-03,136339720000
2021-11-04,134259839999
2021-11-05,135837680000
2021-11-08,134690160000
2021-11-09,133757799999
2021-11-10,135048759999
2021-11-11,134905319999
2021-11-12,134977040000
2021-11-15,134259839999
2021-11-16,133470920000
2021-11-17,133470920000
2021-11-18,132036520000
2021-11-19,130602120000
2021-11-22,133686080000
2021-11-23,134044680000
2021-11-24,132466839999
2021-11-26,131104160000
2021-11-29,129311160000
2021-11-30,123573560000
2021-12-01,120346160000
2021-12-02,124792799999
2021-12-03,127016120000
2021-12-06,126012040000
2021-12-07,124936240000
2021-12-08,125438279999
2021-12-09,124147319999
2021-12-10,123645279999
2021-12-13,121493680000
2021-12-14,120633040000
2021-12-15,119987560000
2021-12-16,128378799999
2021-12-17,128737400000
2021-12-20,130960720000
2021-12-21,132466839999
2021-12-22,134116400000
2021-12-23,134618440000
2021-12-27,134116400000
2021-12-28,134331560000
2021-12-29,133399200000
2021-12-30,134116400000
2021-12-31,133406880000
2022-01-03,137860960000
2022-01-04,139010400000
2022-01-05,142099520000
2022-01-06,141596640000
2022-01-07,142530560000
2022-01-10,143464480000
2022-01-11,142817920000
2022-01-12,143392640000
2022-01-13,145332320000
2022-01-14,147343840000
2022-01-18,148062240000
2022-01-19,147918560000
2022-01-20,146481760000
2022-01-21,144254720000
2022-01-24,142817920000
2022-01-25,143608160000
2022-01-26,131467200000
2022-01-27,130820640000
2022-01-28,136711520000
2022-01-31,138292000000
2022-02-01,132401120000
2022-02-02,133047680000
2022-02-03,133191360000
2022-02-04,130605120000
2022-02-07,129743039999
2022-02-08,129814880000
2022-02-09,132832159999
2022-02-10,131467200000
2022-02-11,130820640000
2022-02-14,130389599999
2022-02-15,131970080000
2022-02-16,129814880000
2022-02-17,128809120000
2022-02-18,129455680000
2022-02-22,128809120000
2022-02-23,127444159999
2022-02-24,125935520000
2022-02-25,129671200000
2022-02-28,128449920000
2022-03-01,127587840000
2022-03-02,129168320000
2022-03-03,129671200000
2022-03-04,129455680000
2022-03-07,127803360000
2022-03-08,124714240000
2022-03-09,126151039999
2022-03-10,125720000000
2022-03-11,125720000000
2022-03-14,124139520000
2022-03-15,125217120000
2022-03-16,125720000000
2022-03-17,125720000000
2022-03-18,125935520000
2022-03-21,125576320000
2022-03-22,125863680000
2022-03-23,125863680000
2022-03-24,126510240000
2022-03-25,129240159999
2022-03-28,129455680000
2022-03-29,130102240000
2022-03-30,130892479999
2022-03-31,127894960000
2022-04-01,129758900000
2022-04-04,130834250000
2022-04-05,129257070000
2022-04-06,130045660000
2022-04-07,128396790000
2022-04-08,130619179999
2022-04-11,140727470000
2022-04-12,140225640000
2022-04-13,139221980000
2022-04-14,140082260000
2022-04-18,139508740000
2022-04-19,139723810000
2022-04-20,139293670000
2022-04-21,144885490000
2022-04-22,139938880000
2022-04-25,139867190000
2022-04-26,138361700000
2022-04-27,136712830000
2022-04-28,139221980000
2022-04-29,135207340000
2022-05-02,137071280000
2022-05-03,138576770000
2022-05-04,143021550000
2022-05-05,143021550000
2022-05-06,143595070000
2022-05-09,140153950000
2022-05-10,138791840000
2022-05-11,139293670000
2022-05-12,141372680000
2022-05-13,142232960000
2022-05-16,145387320000
2022-05-17,147466330000
2022-05-18,145028870000
2022-05-19,144885490000
2022-05-20,146247600000
2022-05-23,148685060000
2022-05-24,151696040000
2022-05-25,152699700000
2022-05-26,152843080000
2022-05-27,152628010000
2022-05-31,152628010000
2022-06-01,152126180000
2022-06-02,151911110000
2022-06-03,149832100000
2022-06-06,150118860000
2022-06-07,151552660000
2022-06-08,150907450000
2022-06-09,149688720000
2022-06-10,148326610000
2022-06-13,141659440000
2022-06-14,139437050000
2022-06-15,139365360000
2022-06-16,135924240000
2022-06-17,138935220000
2022-06-21,143093240000
2022-06-22,145674080000
2022-06-23,147753090000
2022-06-24,150477310000
2022-06-27,148971820000
2022-06-28,147753090000
2022-06-29,150190550000
2022-06-30,149926880000
2022-07-01,152430430000
2022-07-05,151429010000
2022-07-06,150856770000
2022-07-07,151285950000
2022-07-08,148782400000
2022-07-11,147780980000
2022-07-12,147351800000
2022-07-13,146278850000
2022-07-14,145420490000
2022-07-15,147137210000
2022-07-18,146851090000
2022-07-19,148782400000
2022-07-20,146493440000
2022-07-21,135334760000
2022-07-22,131615199999
2022-07-25,132545090000
2022-07-26,130899900000
2022-07-27,131543670000
2022-07-28,132902739999
2022-07-29,134333340000
2022-08-01,133975690000
2022-08-02,131329080000
2022-08-03,131400610000
2022-08-04,130685310000
2022-08-05,131257550000
2022-08-08,128754000000
2022-08-09,129469300000
2022-08-10,128825530000
2022-08-11,129040120000
2022-08-12,130685310000
2022-08-15,131543670000
2022-08-16,132831210000
2022-08-17,131758260000
2022-08-18,131829790000
2022-08-19,131829790000
2022-08-22,129683890000
2022-08-23,129183179999
2022-08-24,128825530000
2022-08-25,129397770000
2022-08-26,127967170000
2022-08-29,127180340000
2022-08-30,127466460000
2022-08-31,125463620000
2022-09-01,125177500000
2022-09-02,122960070000
2022-09-06,120098870000
2022-09-07,120671110000
2022-09-08,119955810000
2022-09-09,121815590000
2022-09-12,124319140000
2022-09-13,120384989999
2022-09-14,119955810000
2022-09-15,119884280000
2022-09-16,119741219999
2022-09-19,119884280000
2022-09-20,118453679999
2022-09-21,116236250000
2022-09-22,116164719999
2022-09-23,114519530000
2022-09-26,112087510000
2022-09-27,112516690000
2022-09-28,113231990000
2022-09-29,111086090000
2022-09-30,109788380000
2022-10-03,113796300000
2022-10-04,115156130000
2022-10-05,114011010000
2022-10-06,109645240000
2022-10-07,106925580000
2022-10-10,106639300000
2022-10-11,105995170000
2022-10-12,104706910000
2022-10-13,108213840000
2022-10-14,107283430000
2022-10-17,109573670000
2022-10-18,111649200000
2022-10-19,111219780000
2022-10-20,119808179999
2022-10-21,122384700000
2022-10-24,125319070000
2022-10-25,126607330000
2022-10-26,129827980000
2022-10-27,129040710000
2022-10-28,132261360000
2022-10-31,130472110000
2022-11-01,131330950000
2022-11-02,131903510000
2022-11-03,130042690000
2022-11-04,131116240000
2022-11-07,131402520000
2022-11-08,132905490000
2022-11-09,131545660000
2022-11-10,134837880000
2022-11-11,136340850000
2022-11-14,136412419999
2022-11-15,136126140000
2022-11-16,135482010000
2022-11-17,135625150000
2022-11-18,135768289999
2022-11-21,134837880000
2022-11-22,135983000000
2022-11-23,136627130000
2022-11-25,136841840000
2022-11-28,134694740000
2022-11-29,136054570000
2022-11-30,137986960000
2022-12-01,137342830000
2022-12-02,136126140000
2022-12-05,134193750000
2022-12-06,137199690000
2022-12-07,138130100000
2022-12-08,136841840000
2022-12-09,136627130000
2022-12-12,138130100000
2022-12-13,136841840000
2022-12-14,135267299999
2022-12-15,132189789999
2022-12-16,132332929999
2022-12-19,127824020000
2022-12-20,129326990000
2022-12-21,129899549999
2022-12-22,130758390000
2022-12-23,131044669999
2022-12-27,132118220000
2022-12-28,130400539999
2022-12-29,132046650000
2022-12-30,131760370000
2023-01-03,134328319999
2023-01-04,137195520000
2023-01-05,137697280000
2023-01-06,139991040000
2023-01-09,136478720000
2023-01-10,139560960000
2023-01-11,139130880000
2023-01-12,139130880000
2023-01-13,140134400000
2023-01-17,138557440000
2023-01-18,136335360000
2023-01-19,135761920000
2023-01-20,137840640000
2023-01-23,136908800000
2023-01-24,137338880000
2023-01-25,146370560000
2023-01-26,143360000000
2023-01-27,143001600000
2023-01-30,144506880000
2023-01-31,146012160000
2023-02-01,144650240000
2023-02-02,145367040000
2023-02-03,142141440000
2023-02-06,140349440000
2023-02-07,137984000000
2023-02-08,137338880000
2023-02-09,135976959999
2023-02-10,136693760000
2023-02-13,138055680000
2023-02-14,137267199999
2023-02-15,137984000000
2023-02-16,138055680000
2023-02-17,139345920000
2023-02-21,137697280000
2023-02-22,138915840000
2023-02-23,138700800000
2023-02-24,137912320000
2023-02-27,136407040000
2023-02-28,135546880000
2023-03-01,133754880000
2023-03-02,133754880000
2023-03-03,134830079999
2023-03-06,134543360000
