,TEX
2018-10-24,2185362000
2018-10-25,2243522000
2018-10-26,2192632000
2018-10-29,2244976000
2018-10-30,2331489000
2018-10-31,2427453000
2018-11-01,2617200000
2018-11-02,2266786000
2018-11-05,2266059000
2018-11-06,2304590000
2018-11-07,2358388000
2018-11-08,2310406000
2018-11-09,2209353000
2018-11-12,2192632000
2018-11-13,2179546000
2018-11-14,2214442000
2018-11-15,2260970000
2018-11-16,2278418000
2018-11-19,2244249000
2018-11-20,2207899000
2018-11-21,2246430000
2018-11-23,2274056000
2018-11-26,2336578000
2018-11-27,2268240000
2018-11-28,2374381999
2018-11-29,2351118000
2018-11-30,2403462000
2018-12-03,2343121000
2018-12-04,2173730000
2018-12-06,2153374000
2018-12-07,2061045000
2018-12-10,2045778000
2018-12-11,2042143000
2018-12-12,2078493000
2018-12-13,2063226000
2018-12-14,2051594000
2018-12-17,2034873000
2018-12-18,2036327000
2018-12-19,1938182000
2018-12-20,1937455000
2018-12-21,1934547000
2018-12-24,1861847000
2018-12-26,2000704000
2018-12-27,2006520000
2018-12-28,1980348000
2018-12-31,1946442000
2019-01-02,1937264000
2019-01-03,1897728000
2019-01-04,1985272000
2019-01-07,1986684000
2019-01-08,2031162000
2019-01-09,2053754000
2019-01-10,2096820000
2019-01-11,2096820000
2019-01-14,2093290000
2019-01-15,2059402000
2019-01-16,2084818000
2019-01-17,2098938000
2019-01-18,2175186000
2019-01-22,2095408000
2019-01-23,1998686000
2019-01-24,2050224000
2019-01-25,2117294000
2019-01-28,2056578000
2019-01-29,2078464000
2019-01-30,2132826000
2019-01-31,2168126000
2019-02-01,2173068000
2019-02-04,2223900000
2019-02-05,2228842000
2019-02-06,2219664000
2019-02-07,2194954000
2019-02-08,2178010000
2019-02-11,2190012000
2019-02-12,2228842000
2019-02-13,2272614000
2019-02-14,2252846000
2019-02-15,2325564000
2019-02-19,2513360000
2019-02-20,2494298000
2019-02-21,2511242000
2019-02-22,2491474000
2019-02-25,2536658000
2019-02-26,2495710000
2019-02-27,2434288000
2019-02-28,2371454000
2019-03-01,2413814000
2019-03-04,2375690000
2019-03-05,2396870000
2019-03-06,2399694000
2019-03-07,2397576000
2019-03-08,2372160000
2019-03-11,2403930000
2019-03-12,2377102000
2019-03-13,2359452000
2019-03-14,2318504000
2019-03-15,2313562000
2019-03-18,2349568000
2019-03-19,2337566000
2019-03-20,2301560000
2019-03-21,2313562000
2019-03-22,2240138000
2019-03-25,2247904000
2019-03-26,2240844000
2019-03-27,2247198000
2019-03-28,2257082000
2019-03-29,2268378000
2019-04-01,2338208000
2019-04-02,2326816000
2019-04-03,2337496000
2019-04-04,2376656000
2019-04-05,2374520000
2019-04-08,2375944000
2019-04-09,2311864000
2019-04-10,2336072000
2019-04-11,2358856000
2019-04-12,2373096000
2019-04-15,2336072000
2019-04-16,2392320000
2019-04-17,2412256000
2019-04-18,2408696000
2019-04-22,2422224000
2019-04-23,2400152000
2019-04-24,2404424000
2019-04-25,2301896000
2019-04-26,2338920000
2019-04-29,2363128000
2019-04-30,2373096000
2019-05-01,2287656000
2019-05-02,2263448000
2019-05-03,2318984000
2019-05-06,2326816000
2019-05-07,2299048000
2019-05-08,2252768000
2019-05-09,2211472000
2019-05-10,2171600000
2019-05-13,2071920000
2019-05-14,2110368000
2019-05-15,2116064000
2019-05-16,2111080000
2019-05-17,2025640000
2019-05-20,2005704000
2019-05-21,2044152000
2019-05-22,2042728000
2019-05-23,1993600000
2019-05-24,2002856000
2019-05-28,1976512000
2019-05-29,1980784000
2019-05-30,1972952000
2019-05-31,1906024000
2019-06-03,1908160000
2019-06-04,1991464000
2019-06-05,2009264000
2019-06-06,1979360000
2019-06-07,2012824000
2019-06-10,1964408000
2019-06-11,1982208000
2019-06-12,1999295999
2019-06-13,2068360000
2019-06-14,2017095999
2019-06-17,2037744000
2019-06-18,2081176000
2019-06-19,2111792000
2019-06-20,2167328000
2019-06-21,2178008000
2019-06-24,2182280000
2019-06-25,2205776000
2019-06-26,2189400000
2019-06-27,2211472000
2019-06-28,2235680000
2019-07-01,2190336000
2019-07-02,2116184000
2019-07-03,2104063000
2019-07-05,2071978000
2019-07-08,2079821000
2019-07-09,2100498000
2019-07-10,2084812000
2019-07-11,2089803000
2019-07-12,2184632000
2019-07-15,2178928000
2019-07-16,2188910000
2019-07-17,2107628000
2019-07-18,2125453000
2019-07-19,2188910000
2019-07-22,2187484000
2019-07-23,2274470000
2019-07-24,2340779000
2019-07-25,2305842000
2019-07-26,2354326000
2019-07-29,2362882000
2019-07-30,2304416000
2019-07-31,2171085000
2019-08-01,2045597000
2019-08-02,2024207000
2019-08-05,1925813000
2019-08-06,1921535000
2019-08-07,1893015000
2019-08-08,1909414000
2019-08-09,1826706000
2019-08-12,1792482000
2019-08-13,1823141000
2019-08-14,1721895000
2019-08-15,1664142000
2019-08-16,1743998000
2019-08-19,1768240000
2019-08-20,1727599000
2019-08-21,1788203999
2019-08-22,1783926000
2019-08-23,1674124000
2019-08-26,1686245000
2019-08-27,1661290000
2019-08-28,1676263000
2019-08-29,1755406000
2019-08-30,1770378999
2019-09-03,1694088000
2019-09-04,1718330000
2019-09-05,1794621000
2019-09-06,1796760000
2019-09-09,1869486000
2019-09-10,1945064000
2019-09-11,1995687000
2019-09-12,1919396000
2019-09-13,1971445000
2019-09-16,1989270000
2019-09-17,1984278999
2019-09-18,1971445000
2019-09-19,1975723000
2019-09-20,1952907000
2019-09-23,1942925000
2019-09-24,1871625000
2019-09-25,1856652000
2019-09-26,1831697000
2019-09-27,1816724000
2019-09-30,1849064000
2019-10-01,1755792000
2019-10-02,1708088000
2019-10-03,1708800000
2019-10-04,1742264000
2019-10-07,1708088000
2019-10-08,1657536000
2019-10-09,1663944000
2019-10-10,1695272000
2019-10-11,1775016000
2019-10-14,1789256000
2019-10-15,1831264000
2019-10-16,1792104000
2019-10-17,1872560000
2019-10-18,1918840000
2019-10-21,1941624000
2019-10-22,1993600000
2019-10-23,2021368000
2019-10-24,2016384000
2019-10-25,2066936000
2019-10-28,2080464000
2019-10-29,2051984000
2019-10-30,2055544000
2019-10-31,1961560000
2019-11-01,2037032000
2019-11-04,2118912000
2019-11-05,2053408000
2019-11-06,1990040000
2019-11-07,2036320000
2019-11-08,2156648000
2019-11-11,2227136000
2019-11-12,2158784000
2019-11-13,2094704000
2019-11-14,2055544000
2019-11-15,2078328000
2019-11-18,2026352000
2019-11-19,1992176000
2019-11-20,1953728000
2019-11-21,1953016000
2019-11-22,1997872000
2019-11-25,2074056000
2019-11-26,2030624000
2019-11-27,2035608000
2019-11-29,1998584000
2019-12-02,2005704000
2019-12-03,1982920000
2019-12-04,1995736000
2019-12-05,2012824000
2019-12-06,2063376000
2019-12-09,2069072000
2019-12-10,2060528000
2019-12-11,2088295999
2019-12-12,2158072000
2019-12-13,2126744000
2019-12-16,2098976000
2019-12-17,2155936000
2019-12-18,2172312000
2019-12-19,2143120000
2019-12-20,2161632000
2019-12-23,2183704000
2019-12-24,2171600000
2019-12-26,2160208000
2019-12-27,2141695999
2019-12-30,2118912000
2019-12-31,2099490000
2020-01-02,2126985000
2020-01-03,2070585000
2020-01-06,2056485000
2020-01-07,2033925000
2020-01-08,2031810000
2020-01-09,2031105000
2020-01-10,1978935000
2020-01-13,1997970000
2020-01-14,1969065000
2020-01-15,1978230000
2020-01-16,1993740000
2020-01-17,1974705000
2020-01-21,1906320000
2020-01-22,1886580000
2020-01-23,1889400000
2020-01-24,1859790000
2020-01-27,1797750000
2020-01-28,1811850000
2020-01-29,1806210000
2020-01-30,1825950000
2020-01-31,1787175000
2020-02-03,1795635000
2020-02-04,1826655000
2020-02-05,1911960000
2020-02-06,1889400000
2020-02-07,1801980000
2020-02-10,1809030000
2020-02-11,1850625000
2020-02-12,1884465000
2020-02-13,1892220000
2020-02-14,1811850000
2020-02-18,1735710000
2020-02-19,1708215000
2020-02-20,1744875000
2020-02-21,1775190000
2020-02-24,1679310000
2020-02-25,1620795000
2020-02-26,1594005000
2020-02-27,1560870000
2020-02-28,1551705000
2020-03-02,1584840000
2020-03-03,1493190000
2020-03-04,1500240000
2020-03-05,1395900000
2020-03-06,1328925000
2020-03-09,1128705000
2020-03-10,1228815000
2020-03-11,1150560000
2020-03-12,1068780000
2020-03-13,1128000000
2020-03-16,1010970000
2020-03-17,1053270000
2020-03-18,923550000
2020-03-19,1028595000
2020-03-20,1003215000
2020-03-23,879135000
2020-03-24,892530000
2020-03-25,940470000
2020-03-26,1056090000
2020-03-27,939060000
2020-03-30,970080000
2020-03-31,995148000
2020-04-01,1008315000
2020-04-02,955647000
2020-04-03,894663000
2020-04-06,1003464000
2020-04-07,995148000
2020-04-08,1040886000
2020-04-09,1132362000
2020-04-13,1087317000
2020-04-14,1060290000
2020-04-15,992376000
2020-04-16,962577000
2020-04-17,997227000
2020-04-20,936243000
2020-04-21,891891000
2020-04-22,889119000
2020-04-23,923769000
2020-04-24,882882000
2020-04-27,943173000
2020-04-28,1028412000
2020-04-29,1106028000
2020-04-30,1052667000
2020-05-01,950796000
2020-05-04,946638000
2020-05-05,958419000
2020-05-06,922383000
2020-05-07,908523000
2020-05-08,1005543000
2020-05-11,957033000
2020-05-12,899514000
2020-05-13,864864000
2020-05-14,904365000
2020-05-15,955647000
2020-05-18,1028412000
2020-05-19,980595000
2020-05-20,1029798000
2020-05-21,995148000
2020-05-22,981288000
2020-05-26,1088010000
2020-05-27,1188495000
2020-05-28,1145529000
2020-05-29,1089396000
2020-06-01,1156617000
2020-06-02,1205127000
2020-06-03,1236312000
2020-06-04,1321551000
2020-06-05,1430352000
2020-06-08,1500345000
2020-06-09,1449756000
2020-06-10,1352043000
2020-06-11,1234233000
2020-06-12,1230075000
2020-06-15,1275813000
2020-06-16,1342341000
2020-06-17,1336104000
2020-06-18,1350657000
2020-06-19,1382535000
2020-06-22,1313235000
2020-06-23,1336104000
2020-06-24,1275813000
2020-06-25,1301454000
2020-06-26,1260567000
2020-06-29,1299375000
2020-06-30,1300761000
2020-07-01,1230768000
2020-07-02,1261953000
2020-07-06,1284129000
2020-07-07,1240470000
2020-07-08,1252944000
2020-07-09,1205127000
2020-07-10,1233540000
2020-07-13,1257795000
2020-07-14,1295910000
2020-07-15,1334025000
2020-07-16,1352043000
2020-07-17,1328481000
2020-07-20,1289673000
2020-07-21,1363824000
2020-07-22,1415106000
2020-07-23,1400553000
2020-07-24,1364517000
2020-07-27,1412334000
2020-07-28,1362438000
2020-07-29,1404711000
2020-07-30,1358280000
2020-07-31,1306305000
2020-08-03,1316007000
2020-08-04,1304226000
2020-08-05,1367289000
2020-08-06,1330560000
2020-08-07,1361745000
2020-08-10,1422729000
2020-08-11,1474704000
2020-08-12,1450449000
2020-08-13,1436589000
2020-08-14,1452528000
2020-08-17,1413720000
2020-08-18,1389465000
2020-08-19,1393623000
2020-08-20,1382535000
2020-08-21,1374912000
2020-08-24,1385307000
2020-08-25,1356894000
2020-08-26,1379763000
2020-08-27,1384614000
2020-08-28,1392930000
2020-08-31,1356201000
2020-09-01,1366596000
2020-09-02,1379070000
2020-09-03,1342341000
2020-09-04,1406790000
2020-09-08,1388079000
2020-09-09,1373526000
2020-09-10,1324323000
2020-09-11,1345113000
2020-09-14,1364517000
2020-09-15,1370061000
2020-09-16,1451142000
2020-09-17,1502424000
2020-09-18,1489257000
2020-09-21,1338183000
2020-09-22,1325016000
2020-09-23,1282743000
2020-09-24,1266111000
2020-09-25,1278585000
2020-09-28,1319472000
2020-09-29,1341648000
2020-09-30,1343584000
2020-10-01,1410902000
2020-10-02,1498346000
2020-10-05,1668376000
2020-10-06,1612162000
2020-10-07,1690584000
2020-10-08,1730142000
2020-10-09,1698912000
2020-10-12,1725978000
2020-10-13,1643392000
2020-10-14,1619796000
2020-10-15,1668376000
2020-10-16,1695442000
2020-10-19,1699606000
2020-10-20,1744716000
2020-10-21,1839100000
2020-10-22,1861308000
2020-10-23,1860614000
2020-10-26,1787050000
2020-10-27,1732224000
2020-10-28,1686420000
2020-10-29,1717650000
2020-10-30,1713486000
2020-11-02,1809952000
2020-11-03,1915440000
2020-11-04,1730836000
2020-11-05,1853674000
2020-11-06,1830078000
2020-11-09,2030644000
2020-11-10,2036890000
2020-11-11,1969572000
2020-11-12,1941118000
2020-11-13,1999414000
2020-11-16,2088246000
2020-11-17,2048688000
2020-11-18,2131274000
2020-11-19,2123640000
2020-11-20,2107678000
2020-11-23,2231210000
2020-11-24,2315184000
2020-11-25,2202756000
2020-11-27,2227740000
2020-11-30,2151400000
2020-12-01,2178466000
2020-12-02,2165974000
2020-12-03,2261052000
2020-12-04,2401240000
2020-12-07,2382502000
2020-12-08,2469252000
2020-12-09,2477580000
2020-12-10,2417202000
2020-12-11,2456066000
2020-12-14,2365152000
2020-12-15,2549756000
2020-12-16,2482438000
2020-12-17,2500482000
2020-12-18,2453984000
2020-12-21,2459536000
2020-12-22,2433858000
2020-12-23,2481050000
2020-12-24,2487990000
2020-12-28,2429694000
2020-12-29,2387360000
2020-12-30,2422754000
2020-12-31,2424855000
2021-01-04,2392190000
2021-01-05,2440840000
2021-01-06,2662545000
2021-01-07,2675750000
2021-01-08,2631270000
2021-01-11,2637525000
2021-01-12,2708415000
2021-01-13,2582620000
2021-01-14,2625710000
2021-01-15,2606945000
2021-01-19,2672275000
2021-01-20,2666020000
2021-01-21,2666020000
2021-01-22,2695210000
2021-01-25,2591655000
2021-01-26,2525630000
2021-01-27,2427635000
2021-01-28,2570110000
2021-01-29,2485320000
2021-02-01,2533275000
2021-02-02,2533275000
2021-02-03,2540920000
2021-02-04,2641000000
2021-02-05,2652815000
2021-02-08,2764015000
2021-02-09,2738300000
2021-02-10,2723010000
2021-02-11,2678530000
2021-02-12,2740385000
2021-02-16,2789730000
2021-02-17,2764710000
2021-02-18,2647950000
2021-02-19,2825175000
2021-02-22,2875215000
2021-02-23,2944020000
2021-02-24,2991975000
2021-02-25,2868960000
2021-02-26,2862010000
2021-03-01,3017690000
2021-03-02,2988500000
2021-03-03,3003790000
2021-03-04,2975295000
2021-03-05,3044100000
2021-03-08,3100395000
2021-03-09,3159470000
2021-03-10,3197000000
2021-03-11,3217850000
2021-03-12,3283875000
2021-03-15,3290825000
2021-03-16,3254685000
2021-03-17,3367275000
2021-03-18,3267195000
2021-03-19,3256075000
2021-03-22,3176845000
2021-03-23,2966955000
2021-03-24,3004485000
2021-03-25,3114295000
2021-03-26,3225495000
2021-03-29,3113600000
2021-03-30,3208120000
2021-03-31,3215686000
2021-04-01,3229646000
2021-04-05,3248492000
2021-04-06,3155658000
2021-04-07,3104704000
2021-04-08,3079576000
2021-04-09,3114476000
2021-04-12,3196142000
2021-04-13,3167524000
2021-04-14,3169618000
2021-04-15,3195444000
2021-04-16,3267338000
2021-04-19,3235230000
2021-04-20,3132624000
2021-04-21,3263848000
2021-04-22,3223364000
2021-04-23,3300144000
2021-04-26,3333648000
2021-04-27,3302936000
2021-04-28,3395770000
2021-04-29,3364360000
2021-04-30,3279902000
2021-05-03,3441140000
2021-05-04,3543048000
2021-05-05,3625412000
2021-05-06,3766408000
2021-05-07,3815268000
2021-05-10,3737092000
2021-05-11,3610754000
2021-05-12,3571666000
2021-05-13,3693816000
2021-05-14,3810382000
2021-05-17,3871108000
2021-05-18,3691024000
2021-05-19,3615640000
2021-05-20,3501866000
2021-05-21,3533276000
2021-05-24,3567478000
2021-05-25,3520014000
2021-05-26,3533974000
2021-05-27,3644258000
2021-05-28,3655426000
2021-06-01,3777576000
2021-06-02,3643560000
2021-06-03,3668688000
2021-06-04,3682648000
2021-06-07,3582136000
2021-06-08,3566780000
2021-06-09,3451610000
2021-06-10,3316896000
2021-06-11,3360870000
2021-06-14,3263848000
2021-06-15,3268036000
2021-06-16,3175900000
2021-06-17,2946258000
2021-06-18,2856216000
2021-06-21,2992326000
2021-06-22,3046770000
2021-06-23,3120758000
2021-06-24,3246398000
2021-06-25,3298050000
2021-06-28,3247096000
2021-06-29,3245700000
2021-06-30,3323876000
2021-07-01,3305030000
2021-07-02,3282694000
2021-07-06,3138208000
2021-07-07,3163336000
2021-07-08,3102610000
2021-07-09,3275714000
2021-07-12,3318292000
2021-07-13,3217082000
2021-07-14,3188464000
2021-07-15,3151470000
2021-07-16,3040488000
2021-07-19,2961614000
2021-07-20,3111684000
2021-07-21,3198236000
2021-07-22,3141000000
2021-07-23,3196840000
2021-07-26,3279204000
2021-07-27,3247096000
2021-07-28,3247096000
2021-07-29,3286882000
2021-07-30,3344816000
2021-08-02,3327366000
2021-08-03,3540954000
2021-08-04,3404146000
2021-08-05,3450214000
2021-08-06,3556310000
2021-08-09,3493490000
2021-08-10,3577948000
2021-08-11,3702192000
2021-08-12,3751750000
2021-08-13,3650540000
2021-08-16,3577250000
2021-08-17,3501866000
2021-08-18,3453704000
2021-08-19,3386696000
2021-08-20,3401354000
2021-08-23,3477436000
2021-08-24,3573062000
2021-08-25,3603076000
2021-08-26,3541652000
2021-08-27,3643560000
2021-08-30,3643560000
2021-08-31,3563290000
2021-09-01,3477436000
2021-09-02,3524202000
2021-09-03,3421596000
2021-09-07,3357380000
2021-09-08,3265942000
2021-09-09,3233136000
2021-09-10,3227552000
2021-09-13,3206612000
2021-09-14,3039790000
2021-09-15,3159148000
2021-09-16,3151470000
2021-09-17,3132624000
2021-09-20,3098422000
2021-09-21,2939278000
2021-09-22,2937184000
2021-09-23,3034904000
2021-09-24,3035602000
2021-09-27,3126342000
2021-09-28,3071200000
2021-09-29,3009776000
2021-09-30,2938580000
2021-10-01,3009776000
2021-10-04,3030018000
2021-10-05,3060730000
2021-10-06,3029320000
2021-10-07,3087952000
2021-10-08,2936486000
2021-10-11,2879250000
2021-10-12,2808752000
2021-10-13,2789208000
2021-10-14,2885532000
2021-10-15,3022340000
2021-10-18,3042582000
2021-10-19,3093536000
2021-10-20,3217082000
2021-10-21,3187766000
2021-10-22,3175202000
2021-10-25,3254076000
2021-10-26,3145886000
2021-10-27,3050260000
2021-10-28,3212196000
2021-10-29,3127040000
2021-11-01,3268036000
2021-11-02,3256170000
2021-11-03,3265244000
2021-11-04,3298748000
2021-11-05,3386696000
2021-11-08,3538860000
2021-11-09,3464174000
2021-11-10,3349702000
2021-11-11,3437650000
2021-11-12,3432764000
2021-11-15,3369246000
2021-11-16,3383904000
2021-11-17,3301540000
2021-11-18,3279204000
2021-11-19,3230344000
2021-11-22,3307124000
2021-11-23,3317594000
2021-11-24,3331554000
2021-11-26,3134020000
2021-11-29,3083066000
2021-11-30,2958124000
2021-12-01,2861102000
2021-12-02,3025830000
2021-12-03,2996514000
2021-12-06,3072596000
2021-12-07,3206612000
2021-12-08,3229646000
2021-12-09,3190558000
2021-12-10,3140302000
2021-12-13,3076784000
2021-12-14,3043280000
2021-12-15,3068408000
2021-12-16,3007682000
2021-12-17,2932996000
2021-12-20,2833880000
2021-12-21,2982554000
2021-12-22,2988836000
2021-12-23,3039092000
2021-12-27,3103308000
2021-12-28,3090046000
2021-12-29,3101214000
2021-12-30,3066314000
2021-12-31,3067710000
2022-01-03,3090744000
2022-01-04,3240814000
2022-01-05,3143094000
2022-01-06,3223364000
2022-01-07,3171712000
2022-01-10,3210102000
2022-01-11,3233136000
2022-01-12,3227552000
2022-01-13,3265942000
2022-01-14,3240814000
2022-01-18,3247794000
2022-01-19,3068408000
2022-01-20,2968594000
2022-01-21,2916244000
2022-01-24,2930204000
2022-01-25,2946258000
2022-01-26,2967896000
2022-01-27,2892512000
2022-01-28,2872968000
2022-01-31,2912056000
2022-02-01,3007682000
2022-02-02,2953936000
2022-02-03,2925318000
2022-02-04,2859706000
2022-02-07,2927412000
2022-02-08,3002098000
2022-02-09,3081670000
2022-02-10,3062824000
2022-02-11,2969292000
2022-02-14,2946258000
2022-02-15,3085858000
2022-02-16,3141698000
2022-02-17,2969292000
2022-02-18,2909264000
2022-02-22,2842256000
2022-02-23,2804564000
2022-02-24,2845746000
2022-02-25,2909264000
2022-02-28,2881344000
2022-03-01,2698468000
2022-03-02,2787812000
2022-03-03,2815732000
2022-03-04,2671246000
2022-03-07,2447188000
2022-03-08,2500934000
2022-03-09,2652400000
2022-03-10,2645420000
2022-03-11,2681716000
2022-03-14,2629366000
2022-03-15,2653098000
2022-03-16,2734764000
2022-03-17,2780832000
2022-03-18,2746630000
2022-03-21,2754308000
2022-03-22,2705448000
2022-03-23,2630064000
2022-03-24,2636346000
2022-03-25,2634950000
2022-03-28,2580506000
2022-03-29,2667756000
2022-03-30,2581902000
2022-03-31,2456974000
2022-04-01,2434237000
2022-04-04,2446639000
2022-04-05,2346734000
2022-04-06,2306083000
2022-04-07,2304016000
2022-04-08,2250963000
2022-04-11,2286102000
2022-04-12,2294370000
2022-04-13,2335710000
2022-04-14,2398409000
2022-04-18,2401854000
2022-04-19,2496247000
2022-04-20,2508649000
2022-04-21,2473510000
2022-04-22,2350868000
2022-04-25,2367404000
2022-04-26,2322619000
2022-04-27,2357758000
2022-04-28,2377050000
2022-04-29,2342600000
2022-05-02,2390141000
2022-05-03,2372916000
2022-05-04,2522429000
2022-05-05,2402543000
2022-05-06,2364648000
2022-05-09,2309528000
2022-05-10,2272322000
2022-05-11,2215135000
2022-05-12,2203422000
2022-05-13,2259920000
2022-05-16,2244073000
2022-05-17,2366026000
2022-05-18,2268877000
2022-05-19,2231671000
2022-05-20,2183441000
2022-05-23,2273011000
2022-05-24,2240628000
2022-05-25,2341222000
2022-05-26,2410122000
2022-05-27,2453529000
2022-05-31,2438371000
2022-06-01,2421146000
2022-06-02,2532764000
2022-06-03,2508649000
2022-06-06,2542410000
2022-06-07,2589951000
2022-06-08,2557568000
2022-06-09,2445950000
2022-06-10,2341222000
2022-06-13,2162082000
2022-06-14,2170350000
2022-06-15,2187575000
2022-06-16,1991899000
2022-06-17,1954004000
2022-06-21,1960205000
2022-06-22,1954693000
2022-06-23,1921621000
2022-06-24,2038062000
2022-06-27,2009813000
2022-06-28,1977430000
2022-06-29,1925066000
2022-06-30,1855686000
2022-07-01,1893654000
2022-07-05,1904502000
2022-07-06,1868568000
2022-07-07,1962810000
2022-07-08,1907214000
2022-07-11,1883484000
2022-07-12,1925520000
2022-07-13,1931622000
2022-07-14,1909248000
2022-07-15,1959420000
2022-07-18,1961454000
2022-07-19,2075358000
2022-07-20,2103156000
2022-07-21,2123496000
2022-07-22,2092986000
2022-07-25,2148582000
2022-07-26,2129598000
2022-07-27,2157396000
2022-07-28,2225874000
2022-07-29,2271978000
2022-08-01,2270622000
2022-08-02,2201466000
2022-08-03,2316048000
2022-08-04,2339100000
2022-08-05,2312658000
2022-08-08,2410968000
2022-08-09,2335710000
2022-08-10,2482836000
2022-08-11,2518770000
2022-08-12,2547924000
2022-08-15,2548602000
2022-08-16,2580468000
2022-08-17,2479446000
2022-08-18,2502498000
2022-08-19,2482158000
2022-08-22,2434020000
2022-08-23,2454360000
2022-08-24,2427918000
2022-08-25,2478768000
2022-08-26,2365542000
2022-08-29,2338422000
2022-08-30,2307912000
2022-08-31,2252316000
2022-09-01,2250282000
2022-09-02,2222484000
2022-09-06,2233332000
2022-09-07,2301132000
2022-09-08,2316048000
2022-09-09,2414358000
2022-09-12,2438766000
2022-09-13,2290962000
2022-09-14,2293674000
2022-09-15,2267232000
2022-09-16,2215704000
2022-09-19,2273334000
2022-09-20,2223840000
2022-09-21,2151972000
2022-09-22,2111292000
2022-09-23,2021118000
2022-09-26,1992642000
2022-09-27,1989252000
2022-09-28,2054340000
2022-09-29,2022474000
2022-09-30,2007450000
2022-10-03,2091825000
2022-10-04,2233575000
2022-10-05,2212650000
2022-10-06,2171475000
2022-10-07,2135025000
2022-10-10,2133675000
2022-10-11,2135025000
2022-10-12,2145150000
2022-10-13,2232900000
2022-10-14,2152575000
2022-10-17,2224125000
2022-10-18,2309850000
2022-10-19,2250450000
2022-10-20,2188350000
2022-10-21,2316600000
2022-10-24,2303775000
2022-10-25,2350350000
2022-10-26,2397600000
2022-10-27,2474550000
2022-10-28,2589975000
2022-10-31,2736450000
2022-11-01,2765475000
2022-11-02,2619000000
2022-11-03,2673000000
2022-11-04,2862000000
2022-11-07,2880225000
2022-11-08,2872800000
2022-11-09,2833650000
2022-11-10,2924100000
2022-11-11,3051675000
2022-11-14,3018600000
2022-11-15,3051000000
2022-11-16,2964600000
2022-11-17,2984850000
2022-11-18,3016575000
2022-11-21,3031425000
2022-11-22,3042225000
2022-11-23,3055050000
2022-11-25,3088800000
2022-11-28,2995650000
2022-11-29,3013200000
2022-11-30,3098925000
2022-12-01,3057075000
2022-12-02,3107700000
2022-12-05,3028725000
2022-12-06,2991600000
2022-12-07,3015900000
2022-12-08,3022650000
2022-12-09,2937600000
2022-12-12,2964600000
2022-12-13,2931525000
2022-12-14,2916675000
2022-12-15,2785725000
2022-12-16,2804625000
2022-12-19,2876850000
2022-12-20,2905200000
2022-12-21,2945700000
2022-12-22,2872125000
2022-12-23,2906550000
2022-12-27,2902500000
2022-12-28,2852550000
2022-12-29,2905200000
2022-12-30,2883600000
2023-01-03,2840692000
2023-01-04,2886051000
2023-01-05,2858971000
2023-01-06,2946981000
2023-01-09,2987601000
2023-01-10,3090505000
2023-01-11,3175130000
2023-01-12,3162944000
2023-01-13,3252308000
2023-01-17,3181900000
2023-01-18,3204918000
2023-01-19,3080350000
2023-01-20,3177838000
2023-01-23,3238091000
2023-01-24,3326778000
2023-01-25,3284127000
2023-01-26,3360628000
2023-01-27,3405987000
2023-01-30,3410049000
2023-01-31,3450669000
2023-02-01,3500090000
2023-02-02,3553573000
2023-02-03,3574560000
2023-02-06,3529878000
2023-02-07,3539356000
2023-02-08,3483842000
2023-02-09,3484519000
2023-02-10,3677464000
2023-02-13,3890719000
2023-02-14,3833174000
2023-02-15,3801355000
2023-02-16,3764797000
2023-02-17,3854161000
2023-02-21,3782399000
2023-02-22,3774275000
2023-02-23,3898166000
2023-02-24,3950295000
2023-02-27,3904259000
2023-02-28,4008517000
2023-03-01,4061323000
2023-03-02,4055907000
2023-03-03,4083664000
2023-03-06,4021380000
2023-03-07,3965189000
2023-03-08,4007840000
2023-03-09,3899520000
2023-03-10,3603671000
2023-03-13,3460824000
2023-03-14,3577268000
2023-03-15,3360628000
2023-03-16,3363336000
2023-03-17,3067487000
2023-03-20,3184608000
2023-03-21,3336256000
2023-03-22,3212365000
2023-03-23,3155497000
2023-03-24,3114200000
2023-03-27,3138572000
2023-03-28,3164298000
2023-03-29,3182577000
2023-03-30,3206272000
2023-03-31,3270488000
2023-04-03,3226548000
2023-04-04,2981836000
2023-04-05,2898688000
2023-04-06,2860156000
2023-04-10,2896660000
2023-04-11,2929108000
2023-04-12,3029832000
2023-04-13,3008200000
2023-04-14,3031184000
2023-04-17,3109600000
2023-04-18,3119064000
2023-04-19,3094052000
2023-04-20,3064308000
2023-04-21,3056872000
2023-04-24,3133260000
2023-04-25,3007524000
2023-04-26,2981836000
2023-04-27,2952092000
2023-04-28,3014284000
2023-05-01,3109600000
2023-05-02,3261700000
2023-05-03,3358368000
2023-05-04,3094728000
2023-05-05,3236012000
2023-05-08,3211676000
2023-05-09,3209648000
2023-05-10,3222492000
2023-05-11,3169764000
2023-05-12,3167736000
2023-05-15,3211676000
2023-05-16,3109600000
2023-05-17,3246828000
2023-05-18,3292796000
2023-05-19,3275220000
2023-05-22,3283332000
2023-05-23,3242772000
2023-05-24,3190720000
2023-05-25,3240068000
2023-05-26,3260348000
2023-05-30,3236012000
2023-05-31,3134612000
2023-06-01,3223844000
2023-06-02,3509116000
2023-06-05,3446248000
2023-06-06,3674060000
2023-06-07,3798444000
2023-06-08,3763292000
2023-06-09,3684200000
2023-06-12,3776812000
2023-06-13,3905252000
2023-06-14,3868748000
2023-06-15,3924180000
