,TDC
2021-08-20,5707449000
2021-08-23,5753187000
2021-08-24,5802192000
2021-08-25,5870799000
2021-08-26,5753187000
2021-08-27,5906736000
2021-08-30,5858820000
2021-08-31,5955741000
2021-09-01,5952474000
2021-09-02,6196410000
2021-09-03,6211656000
2021-09-07,6113646000
2021-09-08,6065730000
2021-09-09,6139782000
2021-09-10,5565879000
2021-09-13,5495094000
2021-09-14,5454801000
2021-09-15,5573502000
2021-09-16,5582214000
2021-09-17,5511429000
2021-09-20,5770611000
2021-09-21,5676957000
2021-09-22,5765166000
2021-09-23,5900202000
2021-09-24,6033060000
2021-09-27,6060285000
2021-09-28,6043950000
2021-09-29,6162651000
2021-09-30,6176595000
2021-10-01,6231522000
2021-10-04,6075357000
2021-10-05,5939655000
2021-10-06,5932116000
2021-10-07,6011814000
2021-10-08,5942886000
2021-10-11,5893344000
2021-10-12,6061356000
2021-10-13,6106590000
2021-10-14,6195981000
2021-10-15,6190596000
2021-10-18,6228291000
2021-10-19,6131361000
2021-10-20,6148593000
2021-10-21,6217521000
2021-10-22,6332760000
2021-10-25,6342453000
2021-10-26,6190596000
2021-10-27,5965503000
2021-10-28,6044124000
2021-10-29,6091512000
2021-11-01,6067818000
2021-11-02,6038739000
2021-11-03,6088281000
2021-11-04,6127053000
2021-11-05,5260068000
2021-11-08,5425926000
2021-11-09,5425926000
2021-11-10,5199756000
2021-11-11,5269761000
2021-11-12,5236374000
2021-11-15,5289147000
2021-11-16,5100672000
2021-11-17,5143752000
2021-11-18,4947738000
2021-11-19,4900350000
2021-11-22,4737723000
2021-11-23,4762494000
2021-11-24,4847577000
2021-11-26,4780803000
2021-11-29,4863732000
2021-11-30,4676334000
2021-12-01,4594482000
2021-12-02,4605252000
2021-12-03,4460934000
2021-12-06,4534170000
2021-12-07,4692489000
2021-12-08,4731261000
2021-12-09,4614945000
2021-12-10,4583712000
2021-12-13,4511553000
2021-12-14,4525554000
2021-12-15,4646178000
2021-12-16,4515861000
2021-12-17,4605252000
2021-12-20,4550325000
2021-12-21,4644024000
2021-12-22,4639716000
2021-12-23,4750647000
2021-12-27,4786188000
2021-12-28,4744185000
2021-12-29,4720491000
2021-12-30,4656948000
2021-12-31,4459350000
2022-01-03,4611600000
2022-01-04,4599000000
2022-01-05,4474050000
2022-01-06,4498200000
2022-01-07,4449900000
2022-01-10,4700850000
2022-01-11,4744950000
2022-01-12,4700850000
2022-01-13,4563300000
2022-01-14,4599000000
2022-01-18,4489800000
2022-01-19,4442550000
2022-01-20,4312350000
2022-01-21,4137000000
2022-01-24,4258800000
2022-01-25,4187400000
2022-01-26,4153800000
2022-01-27,4081349999
2022-01-28,4216799999
2022-01-31,4235700000
2022-02-01,4379550000
2022-02-02,4402650000
2022-02-03,4326000000
2022-02-04,4385850000
2022-02-07,4229400000
2022-02-08,5343450000
2022-02-09,5353950000
2022-02-10,5355000000
2022-02-11,5257350000
2022-02-14,5189100000
2022-02-15,5319300000
2022-02-16,5382300000
2022-02-17,5264700000
2022-02-18,5135550000
2022-02-22,5017950000
2022-02-23,4990650000
2022-02-24,5198550000
2022-02-25,5223750000
2022-02-28,5248950000
2022-03-01,5192250000
2022-03-02,5149200000
2022-03-03,4981200000
2022-03-04,4861500000
2022-03-07,4721850000
2022-03-08,4636800000
2022-03-09,4774350000
2022-03-10,4749150000
2022-03-11,4646250000
2022-03-14,4547550000
2022-03-15,4673550000
2022-03-16,4928700000
2022-03-17,4993800000
2022-03-18,5076750000
2022-03-21,5149200000
2022-03-22,5188050000
2022-03-23,5218500000
2022-03-24,5298300000
2022-03-25,5287800000
2022-03-28,5248950000
2022-03-29,5319300000
2022-03-30,5231100000
2022-03-31,4929000000
2022-04-01,4918000000
2022-04-04,4868000000
2022-04-05,4780000000
2022-04-06,4739000000
2022-04-07,4750000000
2022-04-08,4698000000
2022-04-11,4673000000
2022-04-12,4640000000
2022-04-13,4732000000
2022-04-14,4568000000
2022-04-18,4530000000
2022-04-19,4543000000
2022-04-20,4578000000
2022-04-21,4514000000
2022-04-22,4374000000
2022-04-25,4365000000
2022-04-26,4272000000
2022-04-27,4201000000
2022-04-28,4225000000
2022-04-29,4135000000
2022-05-02,4128000000
2022-05-03,4138000000
2022-05-04,4154999999
2022-05-05,3989000000
2022-05-06,3584000000
2022-05-09,3450000000
2022-05-10,3440999999
2022-05-11,3376000000
2022-05-12,3467000000
2022-05-13,3658000000
2022-05-16,3610000000
2022-05-17,3710000000
2022-05-18,3636000000
2022-05-19,3595000000
2022-05-20,3565999999
2022-05-23,3564000000
2022-05-24,3492000000
2022-05-25,3606000000
2022-05-26,3734000000
2022-05-27,3836000000
2022-05-31,3843000000
2022-06-01,3786999999
2022-06-02,3904999999
2022-06-03,3832000000
2022-06-06,3826000000
2022-06-07,3919000000
2022-06-08,3877000000
2022-06-09,3836999999
2022-06-10,3718000000
2022-06-13,3692000000
2022-06-14,3597000000
2022-06-15,3624000000
2022-06-16,3463000000
2022-06-17,3563000000
2022-06-21,3682000000
2022-06-22,3657000000
2022-06-23,3781000000
2022-06-24,3975000000
2022-06-27,3786000000
2022-06-28,3725000000
2022-06-29,3746000000
2022-06-30,3800927000
2022-07-01,3837898999
2022-07-05,3952923000
2022-07-06,3954977000
2022-07-07,4052542000
2022-07-08,4024813000
2022-07-11,3956004000
2022-07-12,3838926000
2022-07-13,3836872000
2022-07-14,3755739000
2022-07-15,3810170000
2022-07-18,3773198000
2022-07-19,3901573000
2022-07-20,3963193000
2022-07-21,4061784999
2022-07-22,3939572000
2022-07-25,3924167000
2022-07-26,3760873999
2022-07-27,3930329000
2022-07-28,3942653000
2022-07-29,3932383000
2022-08-01,3928275000
2022-08-02,3820440000
2022-08-03,3956004000
2022-08-04,3988868000
2022-08-05,3667417000
2022-08-08,3610931999
2022-08-09,3559581999
2022-08-10,3664336000
2022-08-11,3680768000
2022-08-12,3669470999
2022-08-15,3675633000
2022-08-16,3663309000
2022-08-17,3598608000
2022-08-18,3685903000
2022-08-19,3617094000
2022-08-22,3511313000
2022-08-23,3509259000
2022-08-24,3498989000
2022-08-25,3570879000
2022-08-26,3428126000
2022-08-29,3342884999
2022-08-30,3378830000
2022-08-31,3378830000
2022-09-01,3342884999
2022-09-02,3288454000
2022-09-06,3343912000
2022-09-07,3334669000
2022-09-08,3265860000
2022-09-09,3348020000
2022-09-12,3382938000
2022-09-13,3325426000
2022-09-14,3284346000
2022-09-15,3272022000
2022-09-16,3202186000
2022-09-19,3254563000
2022-09-20,3142620000
2022-09-21,3180619000
2022-09-22,3144674000
2022-09-23,3147755000
2022-09-26,3107702000
2022-09-27,3147755000
2022-09-28,3238131000
2022-09-29,3229915000
2022-09-30,3155696000
2022-10-03,3188208000
2022-10-04,3253232000
2022-10-05,3241040000
2022-10-06,3186176000
2022-10-07,3053080000
2022-10-10,3018536000
2022-10-11,2955544000
2022-10-12,3001264000
2022-10-13,3061208000
2022-10-14,2993136000
2022-10-17,3112008000
2022-10-18,3150616000
2022-10-19,3061208000
2022-10-20,3074416000
2022-10-21,3124200000
2022-10-24,3136392000
2022-10-25,3215640000
2022-10-26,3209544000
2022-10-27,3198368000
2022-10-28,3213608000
2022-10-31,3209544000
2022-11-01,3259328000
2022-11-02,3112008000
2022-11-03,3050032000
2022-11-04,3002280000
2022-11-07,3052064000
2022-11-08,3147568000
2022-11-09,3035808000
2022-11-10,3170936000
2022-11-11,3331464000
2022-11-14,3314191999
2022-11-15,3453384000
2022-11-16,3362960000
2022-11-17,3307079999
2022-11-18,3233928000
2022-11-21,3251200000
2022-11-22,3341624000
2022-11-23,3374136000
2022-11-25,3395472000
2022-11-28,3335528000
2022-11-29,3347720000
2022-11-30,3469640000
2022-12-01,3530600000
2022-12-02,3533648000
2022-12-05,3473704000
2022-12-06,3430016000
2022-12-07,3356864000
2022-12-08,3443224000
2022-12-09,3423920000
2022-12-12,3458464000
2022-12-13,3538728000
2022-12-14,3532632000
2022-12-15,3386328000
2022-12-16,3372104000
2022-12-19,3317240000
2022-12-20,3373120000
2022-12-21,3388360000
2022-12-22,3396488000
2022-12-23,3375152000
2022-12-27,3388360000
2022-12-28,3336544000
2022-12-29,3427984000
2022-12-30,3419855999
2023-01-03,3384732000
2023-01-04,3462810000
2023-01-05,3428334000
2023-01-06,3413123999
2023-01-09,3406026000
2023-01-10,3347214000
2023-01-11,3375606000
2023-01-12,3412110000
2023-01-13,3359382000
2023-01-17,3369521999
2023-01-18,3334032000
2023-01-19,3295500000
2023-01-20,3348228000
2023-01-23,3443544000
2023-01-24,3394871999
2023-01-25,3443544000
2023-01-26,3498300000
2023-01-27,3524664000
2023-01-30,3510467999
2023-01-31,3536832000
2023-02-01,3626064000
2023-02-02,3678792000
2023-02-03,3599700000
2023-02-06,3541902000
2023-02-07,3593616000
2023-02-08,3558126000
2023-02-09,3556098000
2023-02-10,3474978000
2023-02-13,4013412000
2023-02-14,4122923999
2023-02-15,4301388000
2023-02-16,4285164000
2023-02-17,4196946000
2023-02-21,4135092000
2023-02-22,4177680000
2023-02-23,4212156000
2023-02-24,4180721999
2023-02-27,4187819999
2023-02-28,4133064000
2023-03-01,4146246000
2023-03-02,4082364000
2023-03-03,4099602000
2023-03-06,4072223999
2023-03-07,4030650000
2023-03-08,4048902000
2023-03-09,3934319999
2023-03-10,3830892000
2023-03-13,3752814000
2023-03-14,3825821999
2023-03-15,3769038000
2023-03-16,3852186000
2023-03-17,3837990000
2023-03-20,3917082000
2023-03-21,3959669999
2023-03-22,3886662000
2023-03-23,3878550000
2023-03-24,3891732000
2023-03-27,3960684000
2023-03-28,3927221999
2023-03-29,3979950000
2023-03-30,3985019999
2023-03-31,4068280000
2023-04-03,4132920000
2023-04-04,4119790000
2023-04-05,4063229999
2023-04-06,4059190000
2023-04-10,4058180000
2023-04-11,4060200000
2023-04-12,4050100000
2023-04-13,4113729999
2023-04-14,4114740000
2023-04-17,4124840000
2023-04-18,4124840000
2023-04-19,4097570000
2023-04-20,4030909999
2023-04-21,4041010000
2023-04-24,3983440000
2023-04-25,3811740000
2023-04-26,3848100000
2023-04-27,3895570000
2023-04-28,3909710000
2023-05-01,4145040000
2023-05-02,4137970000
2023-05-03,4154130000
2023-05-04,4150090000
2023-05-05,4499550000
2023-05-08,4469250000
2023-05-09,4445010000
2023-05-10,4528840000
2023-05-11,4461170000
2023-05-12,4444000000
2023-05-15,4509650000
2023-05-16,4453090000
2023-05-17,4543990000
2023-05-18,4686400000
2023-05-19,4647010000
2023-05-22,4604590000
2023-05-23,4515710000
2023-05-24,4510660000
2023-05-25,4546010000
2023-05-26,4727810000
2023-05-30,4779320000
2023-05-31,4732860000
2023-06-01,4738920000
2023-06-02,4914660000
2023-06-05,4872240000
2023-06-06,4902540000
2023-06-07,4818710000
2023-06-08,4902540000
2023-06-09,4960110000
2023-06-12,5072220000
2023-06-13,5125750000
2023-06-14,5180290000
2023-06-15,5178270000
2023-06-16,5239880000
2023-06-20,5199480000
2023-06-21,5191400000
2023-06-22,5237860000
2023-06-23,5182310000
2023-06-26,5119690000
2023-06-27,5202510000
2023-06-28,5284320000
2023-06-29,5323710000
2023-06-30,5298272000
2023-07-03,5328032000
2023-07-05,5249664000
2023-07-06,5218912000
2023-07-07,5279424000
2023-07-10,5412352000
2023-07-11,5452032000
2023-07-12,5522464000
2023-07-13,5592896000
2023-07-14,5556192000
2023-07-17,5583968000
2023-07-18,5655392000
2023-07-19,5545280000
2023-07-20,5439136000
2023-07-21,5459968000
2023-07-24,5488736000
2023-07-25,5549248000
2023-07-26,5462944000
2023-07-27,5450048000
2023-07-28,5489728000
2023-07-31,5639520000
2023-08-01,5695072000
2023-08-02,5497664000
2023-08-03,5498656000
2023-08-04,5525440000
2023-08-07,5503616000
2023-08-08,4571136000
2023-08-09,4554272000
2023-08-10,4481856000
2023-08-11,4458048000
2023-08-14,4464992000
2023-08-15,4474912000
2023-08-16,4396544000
2023-08-17,4355872000
2023-08-18,4346944000
2023-08-21,4345952000
2023-08-22,4384640000
2023-08-23,4431264000
2023-08-24,4349920000
2023-08-25,4397536000
2023-08-28,4471936000
2023-08-29,4540384000
2023-08-30,4573120000
2023-08-31,4589984000
2023-09-01,4550304000
2023-09-05,4453088000
2023-09-06,4445152000
2023-09-07,4400512000
2023-09-08,4374720000
2023-09-11,4406464000
2023-09-12,4367776000
2023-09-13,4390592000
2023-09-14,4451104000
2023-09-15,4427296000
2023-09-18,4448128000
2023-09-19,4457056000
2023-09-20,4489792000
2023-09-21,4368768000
2023-09-22,4401504000
2023-09-25,4417376000
2023-09-26,4364800000
2023-09-27,4397536000
2023-09-28,4514592000
2023-09-29,4465984000
2023-10-02,4428996000
2023-10-03,4306621000
2023-10-04,4393752000
2023-10-05,4415290000
2023-10-06,4523959000
2023-10-09,4477946000
2023-10-10,4508295000
2023-10-11,4514169000
2023-10-12,4362424000
2023-10-13,4324243000
2023-10-16,4413332000
2023-10-17,4409416000
2023-10-18,4372214000
2023-10-19,4312495000
2023-10-20,4256691999
2023-10-23,4260608000
2023-10-24,4297810000
2023-10-25,4177393000
2023-10-26,4137254000
2023-10-27,4133338000
2023-10-30,4134316999
2023-10-31,4182288000
2023-11-01,4155855000
2023-11-02,4220469000
2023-11-03,4356550000
2023-11-06,4401584000
2023-11-07,4467177000
2023-11-08,4536686000
2023-11-09,4517106000
2023-11-10,4571930000
2023-11-13,4553329000
2023-11-14,4678641000
2023-11-15,4635565000
2023-11-16,4564098000
2023-11-17,4628712000
2023-11-20,4649271000
2023-11-21,4647313000
2023-11-22,4616964000
2023-11-24,4627733000
2023-11-27,4614027000
2023-11-28,4621859000
2023-11-29,4631649000
2023-11-30,4625775000
2023-12-01,4671788000
2023-12-04,4683536000
2023-12-05,4657103000
2023-12-06,4531791000
2023-12-07,4248860000
2023-12-08,4251797000
2023-12-11,4288019999
2023-12-12,4181309000
2023-12-13,4191099000
2023-12-14,4154876000
2023-12-15,4196972999
2023-12-18,4254734000
2023-12-19,4283125000
2023-12-20,4242986000
2023-12-21,4309558000
2023-12-22,4317390000
2023-12-26,4319348000
2023-12-27,4303684000
2023-12-28,4275293000
2023-12-29,4259629000
2024-01-02,4264172000
2024-01-03,4139500000
2024-01-04,4155083999
2024-01-05,4138526000
2024-01-08,4245666000
2024-01-09,4272937999
2024-01-10,4341118000
2024-01-11,4439492000
2024-01-12,4662538000
2024-01-16,4628448000
2024-01-17,4572930000
2024-01-18,4672278000
2024-01-19,4675200000
2024-01-22,4742406000
2024-01-23,4651824000
2024-01-24,4660590000
2024-01-25,4651824000
2024-01-26,4638188000
2024-01-29,4639162000
2024-01-30,4630396000
2024-01-31,4497932000
2024-02-01,4646954000
2024-02-02,4668382000
2024-02-05,4630396000
2024-02-06,4615786000
2024-02-07,4698576000
2024-02-08,4740458000
2024-02-09,4771626000
2024-02-12,4752146000
2024-02-13,3722628000
2024-02-14,3781068000
2024-02-15,3697304000
2024-02-16,3641786000
2024-02-20,3713862000
2024-02-21,3671006000
2024-02-22,3741133999
2024-02-23,3682694000
2024-02-26,3662240000
2024-02-27,3630098000
2024-02-28,3593086000
2024-02-29,3664187999
2024-03-01,3755744000
2024-03-04,3707044000
2024-03-05,3672954000
2024-03-06,3781068000
2024-03-07,3741133999
2024-03-08,3707044000
2024-03-11,3703148000
2024-03-12,3710940000
2024-03-13,3707044000
2024-03-14,3676850000
2024-03-15,3695356000
2024-03-18,3670032000
2024-03-19,3717758000
2024-03-20,3710940000
2024-03-21,3724576000
2024-03-22,3708992000
2024-03-25,3724576000
2024-03-26,3770354000
2024-03-27,3834637999
2024-03-28,3766458000
2024-04-01,3741133999
2024-04-02,3718732000
2024-04-03,3744056000
2024-04-04,3761587999
2024-04-05,3721654000
2024-04-08,3721654000
2024-04-09,3758666000
2024-04-10,3676850000
2024-04-11,3652500000
2024-04-12,3536594000
2024-04-15,3483998000
2024-04-16,3530750000
2024-04-17,3536594000
2024-04-18,3579450000
2024-04-19,3538542000
2024-04-22,3574580000
2024-04-23,3584319999
2024-04-24,3618410000
2024-04-25,3663214000
2024-04-26,3669058000
2024-04-29,3687564000
2024-04-30,3613540000
2024-05-01,3639837999
2024-05-02,3629124000
2024-05-03,3627176000
2024-05-06,3697304000
2024-05-07,3186928000
2024-05-08,3184980000
2024-05-09,3202512000
2024-05-10,3216148000
2024-05-13,3325236000
2024-05-14,3304782000
2024-05-15,3338872000
2024-05-16,3307704000
2024-05-17,3269718000
2024-05-20,3265822000
2024-05-21,3202512000
2024-05-22,3214200000
2024-05-23,3181083999
2024-05-24,3102190000
2024-05-28,3104138000
2024-05-29,3093424000
2024-05-30,3084658000
2024-05-31,3176214000
2024-06-03,3132383999
2024-06-04,3107060000
2024-06-05,3130436000
2024-06-06,3132383999
2024-06-07,3146994000
2024-06-10,3192772000
2024-06-11,3240498000
2024-06-12,3283354000
2024-06-13,3260951999
2024-06-14,3257056000
2024-06-17,3245368000
2024-06-18,3207382000
2024-06-20,3285301999
2024-06-21,3347637999
2024-06-24,3340819999
2024-06-25,3320366000
2024-06-26,3303808000
2024-06-27,3373936000
2024-06-28,3366144000
2024-07-01,3379780000
2024-07-02,3355430000
2024-07-03,3366144000
2024-07-05,3318418000
2024-07-08,3304782000
2024-07-09,3233680000
2024-07-10,3229783999
2024-07-11,3345690000
2024-07-12,3323287999
2024-07-15,3310626000
2024-07-16,3399260000
2024-07-17,3406078000
2024-07-18,3349586000
2024-07-19,3006738000
2024-07-22,3072970000
2024-07-23,3146019999
2024-07-24,3051542000
2024-07-25,3088554000
2024-07-26,3130436000
2024-07-29,3138228000
2024-07-30,3129462000
2024-07-31,3157708000
2024-08-01,3053490000
2024-08-02,2939390000
2024-08-05,2812975000
2024-08-06,2417325000
2024-08-07,2365215000
2024-08-08,2424080000
2024-08-09,2504175000
