,IT
2014-03-04,6544249910
2014-03-05,6553416810
2014-03-06,6620335180
2014-03-07,6691837000
2014-03-10,6676253270
2014-03-11,6659752850
2014-03-12,6699170520
2014-03-13,6583667579
2014-03-14,6611168280
2014-03-17,6645085810
2014-03-18,6723921149
2014-03-19,6649669260
2014-03-20,6682670100
2014-03-21,6664336300
2014-03-24,6532332940
2014-03-25,6484665060
2014-03-26,6307743890
2014-03-27,6194991020
2014-03-28,6147323140
2014-03-31,6216338240
2014-04-01,6294221510
2014-04-02,6277212520
2014-04-03,6195748409
2014-04-04,6073999849
2014-04-07,5988059690
2014-04-08,6022972880
2014-04-09,6143826230
2014-04-10,5952251290
2014-04-11,5884215330
2014-04-14,5958517760
2014-04-15,5980898010
2014-04-16,6065047750
2014-04-17,6048933969
2014-04-21,6042667500
2014-04-22,6123236400
2014-04-23,6054305230
2014-04-24,6000592630
2014-04-25,5921814150
2014-04-28,5967469860
2014-04-29,6048038760
2014-04-30,6171577740
2014-05-01,6583374340
2014-05-02,6705122900
2014-05-05,6561889300
2014-05-06,6466997040
2014-05-07,6383742510
2014-05-08,6255727480
2014-05-09,6221709500
2014-05-12,6361362260
2014-05-13,6319287390
2014-05-14,6227975969
2014-05-15,6130398080
2014-05-16,6267365210
2014-05-19,6312125710
2014-05-20,6302278400
2014-05-21,6276317310
2014-05-22,6267365210
2014-05-23,6331820330
2014-05-27,6381952090
2014-05-28,6364943099
2014-05-29,6364943099
2014-05-30,6364047890
2014-06-02,6371209570
2014-06-03,6381056880
2014-06-04,6486691659
2014-06-05,6445512000
2014-06-06,6449988050
2014-06-09,6442826370
2014-06-10,6391799400
2014-06-11,6333610750
2014-06-12,6284374200
2014-06-13,6275422099
2014-06-16,6228871180
2014-06-17,6268260420
2014-06-18,6245880170
2014-06-19,6207386140
2014-06-20,6236928070
2014-06-23,6215443030
2014-06-24,6159940010
2014-06-25,6214547820
2014-06-26,6167996900
2014-06-27,6284374200
2014-06-30,6241936760
2014-07-01,6380017040
2014-07-02,6255213710
2014-07-03,6325138979
2014-07-07,6283537870
2014-07-08,6257869100
2014-07-09,6310091770
2014-07-10,6237511110
2014-07-11,6279997350
2014-07-14,6294159430
2014-07-15,6284423000
2014-07-16,6271146049
2014-07-17,6187943830
2014-07-18,6223349030
2014-07-21,6192369479
2014-07-22,6213612600
2014-07-23,6218038250
2014-07-24,6200335650
2014-07-25,6186173570
2014-07-28,6150768370
2014-07-29,6126869860
2014-07-30,6148998110
2014-07-31,6056059460
2014-08-01,6063140500
2014-08-04,6142802200
2014-08-05,6380017040
2014-08-06,6292389170
2014-08-07,6291504040
2014-08-08,6386212950
2014-08-11,6426043799
2014-08-12,6387098080
2014-08-13,6418077630
2014-08-14,6455253090
2014-08-15,6378246780
2014-08-18,6453482830
2014-08-19,6530489140
2014-08-20,6522522970
2014-08-21,6536685049
2014-08-22,6551732260
2014-08-25,6530489140
2014-08-26,6560583560
2014-08-27,6562353820
2014-08-28,6552617390
2014-08-29,6602184670
2014-09-02,6666799159
2014-09-03,6645556040
2014-09-04,6654407340
2014-09-05,6717251570
2014-09-08,6718136700
2014-09-09,6667684290
2014-09-10,6757967549
2014-09-11,6782751190
2014-09-12,6796913270
2014-09-15,6757082420
2014-09-16,6758852680
2014-09-17,6665028900
2014-09-18,6704859750
2014-09-19,6614576490
2014-09-22,6588022590
2014-09-23,6477381340
2014-09-24,6578286159
2014-09-25,6445516659
2014-09-26,6486232640
2014-09-29,6533144530
2014-09-30,6439425090
2014-10-01,6420142750
2014-10-02,6469225070
2014-10-03,6626989670
2014-10-06,6600695570
2014-10-07,6524442680
2014-10-08,6550736780
2014-10-09,6450819199
2014-10-10,6360542789
2014-10-13,6357036910
2014-10-14,6414883930
2014-10-15,6348272210
2014-10-16,6361419260
2014-10-17,6450819199
2014-10-20,6518307390
2014-10-21,6661172000
2014-10-22,6652407300
2014-10-23,6768977810
2014-10-24,6775989570
2014-10-27,6751448410
2014-10-28,6910965949
2014-10-29,6923236530
2014-10-30,6992477660
2014-10-31,7073989369
2014-11-03,7081877600
2014-11-04,7058212910
2014-11-05,7047695270
2014-11-06,7414936199
2014-11-07,7322030380
2014-11-10,7352706830
2014-11-11,7412306789
2014-11-12,7504336140
2014-11-13,7511347900
2014-11-14,7542024350
2014-11-17,7571824330
2014-11-18,7524494949
2014-11-19,7456130289
2014-11-20,7357965650
2014-11-21,7367606820
2014-11-24,7440353830
2014-11-25,7421947960
2014-11-26,7405295030
2014-11-28,7492065560
2014-12-01,7433342070
2014-12-02,7420195020
2014-12-03,7432465600
2014-12-04,7374618580
2014-12-05,7432465600
2014-12-08,7305377449
2014-12-09,7350953890
2014-12-10,7351830360
2014-12-11,7406171500
2014-12-12,7250159840
2014-12-15,7386889160
2014-12-16,7272071590
2014-12-17,7461389110
2014-12-18,7660347800
2014-12-19,7582341970
2014-12-22,7510471430
2014-12-23,7510471430
2014-12-24,7530630240
2014-12-26,7486806740
2014-12-29,7499077320
2014-12-30,7450871470
2014-12-31,7287449189
2015-01-02,7234660399
2015-01-05,7104851899
2015-01-06,7039947649
2015-01-07,7148121399
2015-01-08,7219948770
2015-01-09,7192256290
2015-01-12,7161967640
2015-01-13,7206967920
2015-01-14,7141198280
2015-01-15,7089274880
2015-01-16,7262352880
2015-01-20,7283987630
2015-01-21,7298699260
2015-01-22,7435430880
2015-01-23,7407738399
2015-01-26,7411199960
2015-01-27,7306487770
2015-01-28,7317737840
2015-01-29,7436296270
2015-01-30,7288314580
2015-02-02,7190525510
2015-02-03,7322930180
2015-02-04,7385238260
2015-02-05,6840907950
2015-02-06,6808023130
2015-02-09,6743118880
2015-02-10,6756965120
2015-02-11,6788984550
2015-02-12,6913600710
2015-02-13,7055524670
2015-02-17,6995812760
2015-02-18,7152448350
2015-02-19,7210429479
2015-02-20,7290910750
2015-02-23,7268410610
2015-02-24,7335911030
2015-02-25,7300430040
2015-02-26,7234660399
2015-02-27,7192256290
2015-03-02,7145525229
2015-03-03,7111775020
2015-03-04,7025236020
2015-03-05,7065043960
2015-03-06,7008793610
2015-03-09,7026966800
2015-03-10,6911869930
2015-03-11,6916196880
2015-03-12,6961197160
2015-03-13,6953408649
2015-03-16,7048601550
2015-03-17,7065909350
2015-03-18,7061582399
2015-03-19,7072832470
2015-03-20,7185333170
2015-03-23,7250237420
2015-03-24,7193987070
2015-03-25,7050332330
2015-03-26,7059851620
2015-03-27,7132544380
2015-03-30,7286583800
2015-03-31,7256295149
2015-04-01,6939962230
2015-04-02,6931641930
2015-04-06,6960762980
2015-04-07,6964091100
2015-04-08,7015676959
2015-04-09,7026493350
2015-04-10,7043965980
2015-04-13,6987387940
2015-04-14,6986555910
2015-04-15,7000700420
2015-04-16,7022333200
2015-04-17,6915833360
2015-04-20,6977403580
2015-04-21,6952442680
2015-04-22,6895864640
2015-04-23,7009852750
2015-04-24,6944954410
2015-04-27,6915833360
2015-04-28,6929145840
2015-04-29,6917497420
2015-04-30,6904184940
2015-05-01,6996540270
2015-05-04,7046462070
2015-05-05,6958266890
2015-05-06,6997372300
2015-05-07,7070590940
2015-05-08,7123008830
2015-05-11,7028157410
2015-05-12,6968251250
2015-05-13,7172098600
2015-05-14,7325192120
2015-05-15,7277766410
2015-05-18,7301895280
2015-05-19,7273606260
2015-05-20,7332680390
2015-05-21,7298567160
2015-05-22,7256133629
2015-05-26,7236164910
2015-05-27,7355977230
2015-05-28,7340168660
2015-05-29,7278598440
2015-06-01,7228676640
2015-06-02,7211204010
2015-06-03,7264453930
2015-06-04,7204547770
2015-06-05,7243653180
2015-06-08,7155458000
2015-06-09,7144641610
2015-06-10,7214532129
2015-06-11,7272774230
2015-06-12,7237828970
2015-06-15,7204547770
2015-06-16,7282758590
2015-06-17,7297735129
2015-06-18,7326024150
2015-06-19,7303559340
2015-06-22,7351817080
2015-06-23,7410891209
2015-06-24,7300231220
2015-06-25,7304391370
2015-06-26,7290246860
2015-06-29,7114688530
2015-06-30,7118796420
2015-07-01,7148672460
2015-07-02,7178548500
2015-07-06,7165270260
2015-07-07,7141203450
2015-07-08,7077301920
2015-07-09,7081451370
2015-07-10,7147012680
2015-07-13,7159461030
2015-07-14,7215063660
2015-07-15,7210914210
2015-07-16,7311330900
2015-07-17,7254068490
2015-07-20,7265686950
2015-07-21,7173569160
2015-07-22,7223362560
2015-07-23,7192656630
2015-07-24,7155311580
2015-07-27,7088920380
2015-07-28,7123775760
2015-07-29,7217553330
2015-07-30,7264857060
2015-07-31,7350335729
2015-08-03,7363613970
2015-08-04,7404278580
2015-08-05,7626689100
2015-08-06,7456561650
2015-08-07,7452412200
2015-08-10,7542870210
2015-08-11,7481458350
2015-08-12,7506355050
2015-08-13,7514653950
2015-08-14,7559468010
2015-08-17,7616730420
2015-08-18,7596813060
2015-08-19,7537890870
2015-08-20,7391000340
2015-08-21,7184357729
2015-08-24,6911323920
2015-08-25,6865679970
2015-08-26,7044936210
2015-08-27,7171079490
2015-08-28,7203445200
2015-08-31,7096389390
2015-09-01,6918792930
2015-09-02,7056554670
2015-09-03,7091410050
2015-09-04,6985184130
2015-09-08,7176058830
2015-09-09,7078131810
2015-09-10,7096389390
2015-09-11,7181868060
2015-09-14,7143693120
2015-09-15,7249919040
2015-09-16,7318799910
2015-09-17,7295562990
2015-09-18,7252408710
2015-09-21,7327098810
2015-09-22,7276475520
2015-09-23,7273985850
2015-09-24,7140373560
2015-09-25,7162780590
2015-09-28,6989333580
2015-09-29,6943689630
2015-09-30,6939080610
2015-10-01,6870458700
2015-10-02,6940734150
2015-10-05,6965537250
2015-10-06,6944868000
2015-10-07,6944868000
2015-10-08,6976285260
2015-10-09,7060615800
2015-10-12,7133371560
2015-10-13,7122623550
2015-10-14,7014316680
2015-10-15,7139158950
2015-10-16,7113529080
2015-10-19,7189591919
2015-10-20,7188765150
2015-10-21,7111875540
2015-10-22,7250772900
2015-10-23,7283016930
2015-10-26,7314434190
2015-10-27,7306993260
2015-10-28,7414473360
2015-10-29,7536008550
2015-10-30,7496323590
2015-11-02,7451678010
2015-11-03,7456638630
2015-11-04,7478134650
2015-11-05,7148253419
2015-11-06,7149906960
2015-11-09,7149906960
2015-11-10,7234237500
2015-11-11,7193725770
2015-11-12,7148253419
2015-11-13,7038293010
2015-11-16,7111048770
2015-11-17,7121796780
2015-11-18,7264827990
2015-11-19,7231757190
2015-11-20,7337583750
2015-11-23,7461599250
2015-11-24,7516992840
2015-11-25,7624472940
2015-11-27,7679039760
2015-11-30,7713764100
2015-12-01,7760889990
2015-12-02,7639354800
2015-12-03,7513685760
2015-12-04,7559984880
2015-12-07,7507898370
2015-12-08,7545103020
2015-12-09,7417780440
2015-12-10,7435969380
2015-12-11,7274749230
2015-12-14,7313607419
2015-12-15,7418607210
2015-12-16,7511205450
2015-12-17,7481441730
2015-12-18,7353292380
2015-12-21,7273095690
2015-12-22,7431835530
2015-12-23,7509551910
2015-12-24,7536008550
2015-12-28,7564945500
2015-12-29,7616205240
2015-12-30,7573213200
2015-12-31,7478305700
2016-01-04,7266406630
2016-01-05,7341437040
2016-01-06,7289492910
2016-01-07,7111398750
2016-01-08,7066875209
2016-01-11,7067699720
2016-01-12,7144379150
2016-01-13,6932480080
2016-01-14,7042139910
2016-01-15,7094084040
2016-01-19,6986073230
2016-01-20,6846731040
2016-01-21,6808803580
2016-01-22,6935778120
2016-01-25,6866519280
2016-01-26,7005861470
2016-01-27,6892079090
2016-01-28,7028947750
2016-01-29,7246618390
2016-02-01,7289492910
2016-02-02,7112223260
2016-02-03,7118819340
2016-02-04,6925059490
2016-02-05,6828591819
2016-02-08,6601027060
2016-02-09,6673583940
2016-02-10,6689249630
2016-02-11,6584536860
2016-02-12,6596080000
2016-02-16,6719756500
2016-02-17,6825293780
2016-02-18,6744491800
2016-02-19,6825293780
2016-02-22,6828591819
2016-02-23,6790664360
2016-02-24,6700792770
2016-02-25,6834363390
2016-02-26,6818697700
2016-02-29,6793962400
2016-03-01,6926708510
2016-03-02,6925059490
2016-03-03,6943198709
2016-03-04,7055332069
2016-03-07,7033894810
2016-03-08,6938251650
2016-03-09,6902797720
2016-03-10,6818697700
2016-03-11,6899499680
2016-03-14,6924234980
2016-03-15,6902797720
2016-03-16,6961337930
2016-03-17,7021527160
2016-03-18,7070173250
2016-03-21,7136958560
2016-03-22,7160044840
2016-03-23,7113872280
2016-03-24,7104802670
2016-03-28,7169114450
2016-03-29,7247442900
2016-03-30,7280423300
2016-03-31,7376646650
2016-04-01,7478194220
2016-04-04,7464159190
2016-04-05,7368390750
2016-04-06,7341971870
2016-04-07,7277575850
2016-04-08,7256936100
2016-04-11,7197493620
2016-04-12,7219784550
2016-04-13,7278401440
2016-04-14,7200795980
2016-04-15,7305645910
2016-04-18,7338669510
2016-04-19,7350227770
2016-04-20,7375821060
2016-04-21,7281703800
2016-04-22,7277575850
2016-04-25,7251982560
2016-04-26,7277575850
2016-04-27,7269319950
2016-04-28,7204098340
2016-04-29,7196668030
2016-05-02,7291610879
2016-05-03,7191714490
2016-05-04,7231342810
2016-05-05,7856314440
2016-05-06,8042072190
2016-05-09,7918233690
2016-05-10,8088305230
2016-05-11,8028862750
2016-05-12,8097386720
2016-05-13,8057758400
2016-05-16,8099037900
2016-05-17,8023083620
2016-05-18,8072619020
2016-05-19,8101514670
2016-05-20,8186550440
2016-05-23,8160131560
2016-05-24,8358273160
2016-05-25,8381389680
2016-05-26,8422669180
2016-05-27,8449913650
2016-05-31,8389645580
2016-06-01,8379738500
2016-06-02,8464774270
2016-06-03,8440832160
2016-06-06,8440006570
2016-06-07,8427622720
2016-06-08,8396250300
2016-06-09,8351668440
2016-06-10,8298830680
2016-06-13,8298830680
2016-06-14,8322772790
2016-06-15,8304609810
2016-06-16,8267458260
2016-06-17,8144445350
2016-06-20,8212143730
2016-06-21,8140317400
2016-06-22,8124631190
2016-06-23,8241039379
2016-06-24,7933094310
2016-06-27,7625974830
2016-06-28,7742383020
2016-06-29,7849709720
2016-06-30,8049767580
2016-07-01,8048941200
2016-07-05,8027455320
2016-07-06,8064642420
2016-07-07,8042330159
2016-07-08,8125794540
2016-07-11,8141495760
2016-07-12,8186120280
2016-07-13,8159676120
2016-07-14,8183641140
2016-07-15,8141495760
2016-07-18,8079517260
2016-07-19,8089433820
2016-07-20,8184467520
2016-07-21,8140669380
2016-07-22,8222481000
2016-07-25,8184467520
2016-07-26,8274542940
2016-07-27,8212564440
2016-07-28,8172898200
2016-07-29,8284459500
2016-08-01,8267105520
2016-08-02,8184467520
2016-08-03,8213390820
2016-08-04,7878706920
2016-08-05,7846478100
2016-08-08,7787805120
2016-08-09,7788631500
2016-08-10,7807638240
2016-08-11,7806811860
2016-08-12,7711778159
2016-08-15,7711778159
2016-08-16,7579557360
2016-08-17,7515926100
2016-08-18,7519231620
2016-08-19,7538238360
2016-08-22,7519231620
2016-08-23,7512620580
2016-08-24,7446510180
2016-08-25,7505183159
2016-08-26,7518405240
2016-08-29,7582036500
2016-08-30,7599390479
2016-08-31,7520058000
2016-09-01,7502704020
2016-09-02,7555592340
2016-09-06,7548154920
2016-09-07,7547328540
2016-09-08,7453121220
2016-09-09,7328337840
2016-09-12,7420892400
2016-09-13,7370483220
2016-09-14,7327511460
2016-09-15,7464690540
2016-09-16,7411802220
2016-09-19,7390316340
2016-09-20,7345691820
2016-09-21,7403538420
2016-09-22,7479565380
2016-09-23,7441551900
2016-09-26,7407670320
2016-09-27,7383705300
2016-09-28,7391142720
2016-09-29,7280407800
2016-09-30,7309242650
2016-10-03,7326596420
2016-10-04,7280319700
2016-10-05,7295194360
2016-10-06,7289409769
2016-10-07,7239001200
2016-10-10,7295194360
2016-10-11,7226605650
2016-10-12,7338165600
2016-10-13,7296847100
2016-10-14,7264618670
2016-10-17,7227432019
2016-10-18,7282798810
2016-10-19,7268750519
2016-10-20,7210904620
2016-10-21,7252223120
2016-10-24,7301805320
2016-10-25,7124962140
2016-10-26,7068768980
2016-10-27,7038193290
2016-10-28,7039019660
2016-10-31,7110087480
2016-11-01,7115045700
2016-11-02,7124135769
2016-11-03,7771183480
2016-11-04,7717469430
2016-11-07,7859605070
2016-11-08,8083551339
2016-11-09,8295102060
2016-11-10,8297581170
2016-11-11,8352947960
2016-11-14,8392613720
2016-11-15,8400051050
2016-11-16,8478556200
2016-11-17,8638871980
2016-11-18,8533096620
2016-11-21,8591768890
2016-11-22,8599206220
2016-11-23,8562019570
2016-11-25,8566977790
2016-11-28,8543013060
2016-11-29,8600858960
2016-11-30,8496736339
2016-12-01,8343857890
2016-12-02,8270310960
2016-12-05,8320719530
2016-12-06,8392613720
2016-12-07,8560366830
2016-12-08,8671100410
2016-12-09,8619039100
2016-12-12,8501694560
2016-12-13,8588463410
2016-12-14,8521527440
2016-12-15,8555408610
2016-12-16,8552929500
2016-12-19,8626476430
2016-12-20,8566977790
2016-12-21,8609949030
2016-12-22,8535575730
2016-12-23,8490951750
2016-12-27,8459549690
2016-12-28,8385176390
2016-12-29,8377739060
2016-12-30,8352121589
2017-01-03,8271903100
2017-01-04,8431774650
2017-01-05,7501537600
2017-01-06,7925652800
2017-01-09,7937249699
2017-01-10,8086352700
2017-01-11,8197351599
2017-01-12,8270246400
2017-01-13,8444199900
2017-01-17,8234627350
2017-01-18,8256992800
2017-01-19,8201493350
2017-01-20,8237112400
2017-01-23,8314148950
2017-01-24,8362193250
2017-01-25,8381245300
2017-01-26,8409409200
2017-01-27,8329887600
2017-01-30,8268589699
2017-01-31,8230485600
2017-02-01,8184926350
2017-02-02,8213090250
2017-02-03,8250366000
2017-02-06,8206463449
2017-02-07,8174157800
2017-02-08,8188239750
2017-02-09,8305865450
2017-02-10,8367991700
2017-02-13,8401125700
2017-02-14,8387043750
2017-02-15,8518751400
2017-02-16,8567624050
2017-02-17,8542773550
2017-02-21,8563482300
2017-02-22,8487274099
2017-02-23,8493900900
2017-02-24,8590817850
2017-02-27,8660399250
2017-02-28,8549400349
2017-03-01,8631407000
2017-03-02,8618153400
2017-03-03,8565967350
2017-03-06,8541116850
2017-03-07,8570109099
2017-03-08,8639690500
2017-03-09,8662884300
2017-03-10,8776368250
2017-03-13,9043925300
2017-03-14,9034813450
2017-03-15,9271721550
2017-03-16,9235274150
2017-03-17,9233617450
2017-03-20,9222020550
2017-03-21,9038126850
2017-03-22,9148297400
2017-03-23,9025701600
2017-03-24,9033985100
2017-03-27,9060492300
2017-03-28,9079544350
2017-03-29,8995881000
2017-03-30,9008306250
2017-03-31,9643183030
2017-04-03,9728908150
2017-04-04,9706583900
2017-04-05,9753911310
2017-04-06,9864639590
2017-04-07,9829813760
2017-04-10,9803917630
2017-04-11,9795880900
2017-04-12,9753911310
2017-04-13,9727122210
2017-04-17,9897679480
2017-04-18,9865532560
2017-04-19,10007514790
2017-04-20,10086989120
2017-04-21,10053056260
2017-04-24,10128065740
2017-04-25,10109313370
2017-04-26,10168249390
2017-04-27,10178965030
2017-04-28,10187894730
2017-05-01,10206647100
2017-05-02,10209326010
2017-05-03,10129851680
2017-05-04,10083417240
2017-05-05,10110206340
2017-05-08,10119136040
2017-05-09,10152175930
2017-05-10,10099490700
2017-05-11,10060200020
2017-05-12,10112885250
2017-05-15,10180750970
2017-05-16,10164677510
2017-05-17,9939649070
2017-05-18,10037875770
2017-05-19,10127172770
2017-05-22,10165570480
2017-05-23,10146818110
2017-05-24,10368274670
2017-05-25,10526330360
2017-05-26,10512042840
2017-05-30,10579908560
2017-05-31,10679921200
2017-06-01,10766539290
2017-06-02,10793328390
2017-06-05,10767432260
2017-06-06,10740643160
2017-06-07,10689743870
2017-06-08,10746893950
2017-06-09,10600446870
2017-06-12,10665633680
2017-06-13,10784398690
2017-06-14,10869230840
2017-06-15,10952277050
2017-06-16,10921916070
2017-06-19,11045145930
2017-06-20,10982638030
2017-06-21,11003176340
2017-06-22,10983531000
2017-06-23,11071042060
2017-06-26,11036216230
2017-06-27,10972815360
2017-06-28,11127299170
2017-06-29,11033537320
2017-06-30,11192970240
2017-07-03,11246438400
2017-07-05,11346124800
2017-07-06,11270000640
2017-07-07,11361530880
2017-07-10,11438561280
2017-07-11,11425873920
2017-07-12,11509248000
2017-07-13,11433123840
2017-07-14,11493841920
2017-07-17,11495654400
2017-07-18,11522841600
2017-07-19,11676902400
2017-07-20,11549122560
2017-07-21,11623434240
2017-07-24,11641559040
2017-07-25,11642465280
2017-07-26,11738526720
2017-07-27,11620715520
2017-07-28,11602590720
2017-07-31,11628871680
2017-08-01,11619809280
2017-08-02,11492029440
2017-08-03,11559997440
2017-08-04,11503810560
2017-08-07,11441280000
2017-08-08,11083315200
2017-08-09,10883942400
2017-08-10,10612976640
2017-08-11,10595758080
2017-08-14,10677319680
2017-08-15,10619320320
2017-08-16,10791505920
2017-08-17,10903879680
2017-08-18,10830474240
2017-08-21,10761600000
2017-08-22,10808724480
2017-08-23,10758881280
2017-08-24,10760693760
2017-08-25,10761600000
2017-08-28,10769756160
2017-08-29,10700881920
2017-08-30,10901160960
2017-08-31,10928348160
2017-09-01,10946472960
2017-09-05,10894817280
2017-09-06,10996316160
2017-09-07,11109596160
2017-09-08,11270906880
2017-09-11,11364249600
2017-09-12,11419530240
2017-09-13,11399592960
2017-09-14,11077877760
2017-09-15,10989066240
2017-09-18,11113221120
2017-09-19,11186626560
2017-09-20,11275438080
2017-09-21,11181189120
2017-09-22,11253688320
2017-09-25,11210188800
2017-09-26,11246438400
2017-09-27,11180282880
2017-09-28,11180282880
2017-09-29,11274531840
2017-10-02,11309087450
2017-10-03,11308179600
2017-10-04,11159292200
2017-10-05,11143858750
2017-10-06,11111176150
2017-10-09,11211039650
2017-10-10,11234643750
2017-10-11,11256432150
2017-10-12,11219210300
2017-10-13,11279128400
2017-10-16,11252800750
2017-10-17,11092111300
2017-10-18,11100281950
2017-10-19,11188343400
2017-10-20,11373544800
2017-10-23,11328152300
2017-10-24,11168370700
2017-10-25,11263694950
2017-10-26,11325428750
2017-10-27,11361742750
2017-10-30,11291838300
2017-10-31,11376268350
2017-11-01,11402596000
2017-11-02,10925066900
2017-11-03,10772548100
2017-11-06,10762561750
2017-11-07,10689933750
2017-11-08,10786165850
2017-11-09,10652711900
2017-11-10,10665421800
2017-11-13,10560111200
2017-11-14,10679947400
2017-11-15,10649080500
2017-11-16,10800691450
2017-11-17,10612766500
2017-11-20,10587346700
2017-11-21,10639094150
2017-11-22,10530152150
2017-11-24,10566466150
2017-11-27,10741681200
2017-11-28,10847899650
2017-11-29,10831558350
2017-11-30,10974998650
2017-12-01,10889660750
2017-12-04,11007681250
2017-12-05,11032193200
2017-12-06,10846991800
2017-12-07,10915080550
2017-12-08,10958657350
2017-12-11,10895107850
2017-12-12,10953210250
2017-12-13,11014944050
2017-12-14,10898739250
2017-12-15,11122070350
2017-12-18,11296377550
2017-12-19,11207408250
2017-12-20,11226473100
2017-12-21,11168370700
2017-12-22,11220118150
2017-12-26,11174725650
2017-12-27,11254616450
2017-12-28,11247353650
2017-12-29,11180172750
2018-01-02,11115622477
2018-01-03,11145893295
2018-01-04,11333750431
2018-01-05,11515375340
2018-01-08,11601736203
2018-01-09,11480652931
2018-01-10,11410317794
2018-01-11,11539413930
2018-01-12,11585710476
2018-01-16,11577697612
2018-01-17,11763774112
2018-01-18,11930263612
2018-01-19,12228520202
2018-01-22,12326455202
2018-01-23,12394119383
2018-01-24,12481370565
2018-01-25,12475138338
2018-01-26,12654982610
2018-01-29,12435074020
2018-01-30,12378983974
2018-01-31,12352274429
2018-02-01,12360287292
2018-02-02,12036211475
2018-02-05,11418330658
2018-02-06,11041726068
2018-02-07,10634850660
2018-02-08,10172775524
2018-02-09,10282284660
2018-02-12,10527122160
2018-02-13,10581431569
2018-02-14,10724772796
2018-02-15,10499522296
2018-02-16,10509315796
2018-02-20,10325019933
2018-02-21,10158530433
2018-02-22,10286736251
2018-02-23,10415832387
2018-02-26,10502193251
2018-02-27,10321458660
2018-02-28,10097098479
2018-03-01,10129149933
2018-03-02,10385561569
2018-03-05,10628618432
2018-03-06,10769288705
2018-03-07,10947352341
2018-03-08,10732785659
2018-03-09,10933997568
2018-03-12,11047067977
2018-03-13,11069325931
2018-03-14,10969610295
2018-03-15,10964268386
2018-03-16,11041726068
2018-03-19,10986526341
2018-03-20,11055080841
2018-03-21,10937558841
2018-03-22,10632179705
2018-03-23,10478154660
2018-03-26,10643753841
2018-03-27,10471032114
2018-03-28,10399806660
2018-03-29,10471922433
2018-04-02,10567030880
2018-04-03,10633495920
2018-04-04,10740932560
2018-04-05,10812860480
2018-04-06,10587971920
2018-04-09,10586150960
2018-04-10,10680840880
2018-04-11,10590703360
2018-04-12,10619838720
2018-04-13,10475982880
2018-04-16,10624391120
2018-04-17,10729096320
2018-04-18,10756410720
2018-04-19,10823786240
2018-04-20,10718170560
2018-04-23,10731827760
2018-04-24,10743664000
2018-04-25,10687214240
2018-04-26,10863847360
2018-04-27,11033196640
2018-04-30,11043211920
2018-05-01,11108766480
2018-05-02,10985851680
2018-05-03,11035017600
2018-05-04,11200724960
2018-05-07,11270831920
2018-05-08,11884495440
2018-05-09,12158549920
2018-05-10,12234119760
2018-05-11,12295121920
2018-05-14,12273270400
2018-05-15,12306958159
2018-05-16,12357945040
2018-05-17,12130325040
2018-05-18,12221373040
2018-05-21,12041098000
2018-05-22,11959154800
2018-05-23,11996484480
2018-05-24,11954602400
2018-05-25,11894510719
2018-05-29,11931840400
2018-05-30,12063860000
2018-05-31,12085711520
2018-06-01,12077517200
2018-06-04,12329720159
2018-06-05,12306047680
2018-06-06,12502711360
2018-06-07,12507263760
2018-06-08,12540041040
2018-06-11,12488143680
2018-06-12,12607416560
2018-06-13,12519100000
2018-06-14,12499979920
2018-06-15,12559161120
2018-06-18,12542772480
2018-06-19,12491785599
2018-06-20,12429872960
2018-06-21,12366139360
2018-06-22,12287838080
2018-06-25,12106652560
2018-06-26,12157639440
2018-06-27,11909988880
2018-06-28,12159460400
2018-06-29,12100279200
2018-07-02,12113563820
2018-07-03,12254387520
2018-07-05,12385217280
2018-07-06,12534217840
2018-07-09,12635065780
2018-07-10,12719560000
2018-07-11,12698663580
2018-07-12,12807688380
2018-07-13,12715925840
2018-07-16,12688669640
2018-07-17,12716834380
2018-07-18,12731371020
2018-07-19,12685944020
2018-07-20,12614169360
2018-07-23,12677767160
2018-07-24,12515138500
2018-07-25,12679584240
2018-07-26,12644151179
2018-07-27,12383400200
2018-07-30,12246210660
2018-07-31,12304357220
2018-08-01,11891880059
2018-08-02,12248027740
2018-08-03,12556022799
2018-08-06,12722285620
2018-08-07,12606901040
2018-08-08,12562382580
2018-08-09,12688669640
2018-08-10,12748633280
2018-08-13,12640517020
2018-08-14,12804054220
2018-08-15,12694120880
2018-08-16,12842212900
2018-08-17,13003024480
2018-08-20,13166561679
2018-08-21,13094787020
2018-08-22,13187458100
2018-08-23,13197452040
2018-08-24,13207445980
2018-08-27,13390062520
2018-08-28,13466379880
2018-08-29,13504538559
2018-08-30,13411867480
2018-08-31,13606295040
2018-09-04,13838881280
2018-09-05,13945180460
2018-09-06,13955174400
2018-09-07,13845241059
2018-09-10,13873405799
2018-09-11,14085095620
2018-09-12,14197754580
2018-09-13,14349480760
2018-09-14,14193211880
2018-09-17,13940637760
2018-09-18,13917924260
2018-09-19,13996058700
2018-09-20,14255901140
2018-09-21,14395816299
2018-09-24,14264986540
2018-09-25,14536640000
2018-09-26,14441243299
2018-09-27,14473950740
2018-09-28,14400359000
2018-10-01,14307608000
2018-10-02,14320264000
2018-10-03,14341055999
2018-10-04,14120479999
2018-10-05,13988496000
2018-10-08,13850184000
2018-10-09,13789616000
2018-10-10,13258967999
2018-10-11,13112520000
2018-10-12,13450616000
2018-10-15,13293320000
2018-10-16,13663055999
