,PH
2018-07-17,21012412572
2018-07-18,21455824113
2018-07-19,21850261842
2018-07-20,21637159579
2018-07-23,21147421459
2018-07-24,21406850301
2018-07-25,21594803850
2018-07-26,21863498007
2018-07-27,21762903150
2018-07-30,21642454045
2018-07-31,22375737608
2018-08-01,21927031601
2018-08-02,22709288976
2018-08-03,22833708931
2018-08-06,23070636292
2018-08-07,23042840344
2018-08-08,22869446578
2018-08-09,22632519217
2018-08-10,22236757872
2018-08-13,22141457481
2018-08-14,21999830511
2018-08-15,22036891774
2018-08-16,22268524668
2018-08-17,22444565668
2018-08-20,22514717345
2018-08-21,22775469803
2018-08-22,22591487104
2018-08-23,22379708458
2018-08-24,22703994510
2018-08-27,23118286487
2018-08-28,23181820081
2018-08-29,23270502389
2018-08-30,23175201998
2018-08-31,23242706442
2018-09-04,23128875419
2018-09-05,23369773630
2018-09-06,23537872930
2018-09-07,23523313148
2018-09-10,23867453449
2018-09-11,23851570050
2018-09-12,24268509260
2018-09-13,24444550260
2018-09-14,24771483546
2018-09-17,24811192042
2018-09-18,25001792824
2018-09-19,25212247853
2018-09-20,25216218703
2018-09-21,25225484019
2018-09-24,25101064064
2018-09-25,24919728598
2018-09-26,24722509734
2018-09-27,24685448471
2018-09-28,24345279020
2018-10-01,24099888539
2018-10-02,24098584926
2018-10-03,24168980014
2018-10-04,24112924666
2018-10-05,23773985357
2018-10-08,23656660211
2018-10-09,23251236652
2018-10-10,22439085921
2018-10-11,21587826808
2018-10-12,21809440972
2018-10-15,21317978973
2018-10-16,21522646172
2018-10-17,21188921313
2018-10-18,20770461627
2018-10-19,20580134168
2018-10-22,20525382433
2018-10-23,19818824334
2018-10-24,19097926494
2018-10-25,19123998749
2018-10-26,18962350770
2018-10-29,18931064065
2018-10-30,19333880398
2018-10-31,19766679824
2018-11-01,20773068852
2018-11-02,21072899780
2018-11-05,21392284899
2018-11-06,21792494007
2018-11-07,22295688521
2018-11-08,22291777683
2018-11-09,21813351811
2018-11-12,21516128108
2018-11-13,21436607732
2018-11-14,21733831434
2018-11-15,22153594733
2018-11-16,22332189677
2018-11-19,21844638516
2018-11-20,21341444002
2018-11-21,21440518570
2018-11-23,21319282586
2018-11-26,21677776087
2018-11-27,21420964379
2018-11-28,22020626235
2018-11-29,22018019009
2018-11-30,22427353406
2018-12-03,22836687804
2018-12-04,21701241116
2018-12-06,21290603106
2018-12-07,20471934311
2018-12-10,20375466969
2018-12-11,20053474625
2018-12-12,20327233298
2018-12-13,20123869713
2018-12-14,19687159448
2018-12-17,19534636759
2018-12-18,19384721295
2018-12-19,19246538345
2018-12-20,19015798892
2018-12-21,18977994123
2018-12-24,18395279233
2018-12-26,19315629820
2018-12-27,19548976499
2018-12-28,19326058722
2018-12-31,19195233272
2019-01-02,19356115943
2019-01-03,18641796883
2019-01-04,19477099712
2019-01-07,19547888087
2019-01-08,19955886541
2019-01-09,20110333906
2019-01-10,20330421400
2019-01-11,20332995523
2019-01-14,20100037415
2019-01-15,19872227552
2019-01-16,20054990267
2019-01-17,20531202974
2019-01-18,20913460201
2019-01-22,20380616793
2019-01-23,20182409342
2019-01-24,20344579075
2019-01-25,20720400995
2019-01-28,20291809559
2019-01-29,20865838930
2019-01-30,21236512605
2019-01-31,21212058438
2019-02-01,21158001861
2019-02-04,21299578612
2019-02-05,21392247030
2019-02-06,21365218742
2019-02-07,20890293096
2019-02-08,20861977746
2019-02-11,21087213486
2019-02-12,21891626842
2019-02-13,22056370697
2019-02-14,21760346582
2019-02-15,22351107751
2019-02-19,22308634726
2019-02-20,22567334061
2019-02-21,22515851606
2019-02-22,22622677700
2019-02-25,22684456646
2019-02-26,22554463447
2019-02-27,22850487562
2019-02-28,22672873093
2019-03-01,22658715418
2019-03-04,22468230336
2019-03-05,22442489108
2019-03-06,22168345036
2019-03-07,21927664560
2019-03-08,21755198337
2019-03-11,22149039116
2019-03-12,22015184733
2019-03-13,22213392184
2019-03-14,21878756228
2019-03-15,21979147015
2019-03-18,22402590206
2019-03-19,22212105123
2019-03-20,21739753600
2019-03-21,21816977282
2019-03-22,21029295724
2019-03-25,21071768749
2019-03-26,21284133875
2019-03-27,21442442424
2019-03-28,21823412589
2019-03-29,22088547231
2019-04-01,22867232937
2019-04-02,22822236414
2019-04-03,23072931328
2019-04-04,23355766614
2019-04-05,23578177999
2019-04-08,23727309332
2019-04-09,23258059879
2019-04-10,23533181476
2019-04-11,23895724889
2019-04-12,24251840228
2019-04-15,24151562262
2019-04-16,24249268998
2019-04-17,24188845096
2019-04-18,24416398940
2019-04-22,24417684555
2019-04-23,24343118888
2019-04-24,24100137665
2019-04-25,23400763137
2019-04-26,23526753402
2019-04-29,23587177304
2019-04-30,23279915333
2019-05-01,23139783305
2019-05-02,22637107863
2019-05-03,23121784695
2019-05-06,22761812512
2019-05-07,22289991829
2019-05-08,22106148893
2019-05-09,22083007824
2019-05-10,22320846588
2019-05-13,21319352550
2019-05-14,21456913348
2019-05-15,21742319865
2019-05-16,21788602003
2019-05-17,21072514481
2019-05-20,20964522826
2019-05-21,21342493618
2019-05-22,21069943251
2019-05-23,20392424178
2019-05-24,20351284500
2019-05-28,19957886328
2019-05-29,20051736219
2019-05-30,20199581937
2019-05-31,19582486766
2019-06-03,20087733437
2019-06-04,20724112832
2019-06-05,20874529780
2019-06-06,20828247642
2019-06-07,21282069716
2019-06-10,21444057199
2019-06-11,21480054417
2019-06-12,21192076670
2019-06-13,21315495705
2019-06-14,21111082929
2019-06-17,20769109355
2019-06-18,21413202440
2019-06-19,21550763239
2019-06-20,22122861887
2019-06-21,21989157933
2019-06-24,21829741681
2019-06-25,21671611043
2019-06-26,21886308738
2019-06-27,21656183664
2019-06-28,21856739594
2019-07-01,21836309360
2019-07-02,21524141859
2019-07-03,21660313691
2019-07-05,21405954986
2019-07-08,21301899153
2019-07-09,20985877733
2019-07-10,20780335345
2019-07-11,20993585572
2019-07-12,21719407127
2019-07-15,21551119297
2019-07-16,21972481191
2019-07-17,21502302980
2019-07-18,21295475953
2019-07-19,21788777683
2019-07-22,21876133197
2019-07-23,22697018106
2019-07-24,22898706574
2019-07-25,22775381141
2019-07-26,22467067560
2019-07-29,22197293177
2019-07-30,22712433785
2019-07-31,22491475719
2019-08-01,22206285657
2019-08-02,21709130008
2019-08-05,21000008772
2019-08-06,21461194503
2019-08-07,21151596282
2019-08-08,21510010820
2019-08-09,21133611323
2019-08-12,20746934708
2019-08-13,21278775634
2019-08-14,20412928328
2019-08-15,20248494419
2019-08-16,20788043185
2019-08-19,21240236437
2019-08-20,20998724132
2019-08-21,21078371807
2019-08-22,21125903484
2019-08-23,20301164655
2019-08-26,20369250571
2019-08-27,20275471857
2019-08-28,20461744645
2019-08-29,21086079646
2019-08-30,21295475953
2019-09-03,20678848792
2019-09-04,20966608134
2019-09-05,22049559586
2019-09-06,22287217972
2019-09-09,22797220020
2019-09-10,23289237109
2019-09-11,23696467964
2019-09-12,23329060947
2019-09-13,23409993262
2019-09-16,23018178086
2019-09-17,23011754886
2019-09-18,23009185607
2019-09-19,22849890257
2019-09-20,22743265143
2019-09-23,23259690391
2019-09-24,22828051378
2019-09-25,23251982552
2019-09-26,23138934239
2019-09-27,23182611996
2019-09-30,23189770069
2019-10-01,22563193036
2019-10-02,21996962561
2019-10-03,22109951862
2019-10-04,22438648011
2019-10-07,21940467911
2019-10-08,21392213007
2019-10-09,21550141234
2019-10-10,21923776309
2019-10-11,23067792982
2019-10-14,22913716663
2019-10-15,23183350222
2019-10-16,23143547173
2019-10-17,23537725757
2019-10-18,23694370015
2019-10-21,23546713542
2019-10-22,23996102808
2019-10-23,24073140968
2019-10-24,23849730304
2019-10-25,24485295123
2019-10-28,24442924135
2019-10-29,24772904253
2019-10-30,24902585155
2019-10-31,23559553236
2019-11-01,25152959174
2019-11-04,25500914863
2019-11-05,25507334709
2019-11-06,25572817145
2019-11-07,25579236992
2019-11-08,25620324010
2019-11-11,25527878219
2019-11-12,25363530144
2019-11-13,25087476738
2019-11-14,24941104235
2019-11-15,25249256874
2019-11-18,25238985119
2019-11-19,25197898101
2019-11-20,25036117965
2019-11-21,25267232445
2019-11-22,25411037010
2019-11-25,25946452220
2019-11-26,25728177434
2019-11-27,25657559121
2019-11-29,25524026311
2019-12-02,25355826328
2019-12-03,25185058407
2019-12-04,25354542359
2019-12-05,25603632409
2019-12-06,25984971300
2019-12-09,25868130091
2019-12-10,25984971300
2019-12-11,26493423155
2019-12-12,26873478076
2019-12-13,26512682695
2019-12-16,26653919321
2019-12-17,26157023190
2019-12-18,26519102541
2019-12-19,26484435369
2019-12-20,26560189560
2019-12-23,26730957481
2019-12-24,26506262848
2019-12-26,26659055198
2019-12-27,26578165131
2019-12-30,26418952934
2019-12-31,26404590170
2020-01-02,26911334564
2020-01-03,26532879890
2020-01-06,26544425965
2020-01-07,26490544282
2020-01-08,26508504843
2020-01-09,26572649703
2020-01-10,26339162413
2020-01-13,26694524937
2020-01-14,26525182507
2020-01-15,26343011104
2020-01-16,26652189330
2020-01-17,26555972040
2020-01-21,25920937926
2020-01-22,25496298952
2020-01-23,25890148393
2020-01-24,25437285681
2020-01-27,24890771474
2020-01-28,25247416896
2020-01-29,25532220074
2020-01-30,26318636058
2020-01-31,25105015306
2020-02-03,25418042223
2020-02-04,26443077086
2020-02-05,26997288676
2020-02-06,26921597742
2020-02-07,26661169610
2020-02-10,26870281854
2020-02-11,27229493070
2020-02-12,27442454005
2020-02-13,27329559051
2020-02-14,27176894284
2020-02-18,27015249237
2020-02-19,27169196901
2020-02-20,27618210921
2020-02-21,27607947744
2020-02-24,26056925029
2020-02-25,24949784745
2020-02-26,24332711192
2020-02-27,23850341845
2020-02-28,23704091564
2020-03-02,24707317174
2020-03-03,23927315677
2020-03-04,24961330820
2020-03-05,22892017636
2020-03-06,21166520902
2020-03-09,18791878185
2020-03-10,20535335480
2020-03-11,18943260055
2020-03-12,16728979488
2020-03-13,18001613510
2020-03-16,15107397427
2020-03-17,15782201354
2020-03-18,13148413402
2020-03-19,13371637515
2020-03-20,13140716019
2020-03-23,12515945083
2020-03-24,14821311351
2020-03-25,16232498271
2020-03-26,16748222946
2020-03-27,15558977241
2020-03-30,16722565002
2020-03-31,16673332119
2020-04-01,14920273844
2020-04-02,15273713012
2020-04-03,14884287310
2020-04-06,16806996387
2020-04-07,17011348488
2020-04-08,18171914194
2020-04-09,18657732396
2020-04-13,17853176325
2020-04-14,18264450994
2020-04-15,16836556754
2020-04-16,16193940084
2020-04-17,17813334092
2020-04-20,17269680389
2020-04-21,16762013220
2020-04-22,17042194088
2020-04-23,17022915588
2020-04-24,17344223923
2020-04-27,18211756427
2020-04-28,18822242264
2020-04-29,20160170171
2020-04-30,20322109572
2020-05-01,19674351968
2020-05-04,20130609804
2020-05-05,19734757935
2020-05-06,19710338502
2020-05-07,20048354870
2020-05-08,20692256774
2020-05-11,20355525638
2020-05-12,19626798335
2020-05-13,18865940197
2020-05-14,19416020067
2020-05-15,19701341868
2020-05-18,21224343376
2020-05-19,21094534809
2020-05-20,21638188512
2020-05-21,21428695477
2020-05-22,21447973977
2020-05-26,23086646486
2020-05-27,23608451222
2020-05-28,22982542585
2020-05-29,23130344419
2020-06-01,23514629188
2020-06-02,23796095290
2020-06-03,25229130464
2020-06-04,25301103531
2020-06-05,25119885630
2020-06-08,25979706734
2020-06-09,25085184330
2020-06-10,24058282891
2020-06-11,22288516582
2020-06-12,23154763853
2020-06-15,23602025055
2020-06-16,24362883193
2020-06-17,23709984656
2020-06-18,23817944256
2020-06-19,23512058721
2020-06-22,23464505088
2020-06-23,23335981754
2020-06-24,22327073582
2020-06-25,22699791251
2020-06-26,22175416048
2020-06-29,23078935086
2020-06-30,23588268426
2020-07-01,23243331669
2020-07-02,23550943180
2020-07-06,24003994442
2020-07-07,23468570223
2020-07-08,23055418361
2020-07-09,22693749598
2020-07-10,22575338473
2020-07-13,22652563120
2020-07-14,23638464446
2020-07-15,24045180920
2020-07-16,23741430642
2020-07-17,23805784515
2020-07-20,23336001245
2020-07-21,23580545961
2020-07-22,23785191276
2020-07-23,23689947544
2020-07-24,23535498250
2020-07-27,23894592859
2020-07-28,23215015965
2020-07-29,23623019517
2020-07-30,23234322127
2020-07-31,23028389735
2020-08-03,23410651738
2020-08-04,23329565858
2020-08-05,23889444549
2020-08-06,24844456017
2020-08-07,25432650412
2020-08-10,26316872620
2020-08-11,26839426064
2020-08-12,26971995042
2020-08-13,26758340185
2020-08-14,26979717506
2020-08-17,26865167613
2020-08-18,26606465046
2020-08-19,26527953321
2020-08-20,26368355718
2020-08-21,26554981948
2020-08-24,26999023668
2020-08-25,26968133809
2020-08-26,27000310746
2020-08-27,26744182333
2020-08-28,27089119090
2020-08-31,26515082547
2020-09-01,27256439158
2020-09-02,27585930985
2020-09-03,26553694870
2020-09-04,26681115538
2020-09-08,26141830086
2020-09-09,26654086912
2020-09-10,26296279380
2020-09-11,26916650711
2020-09-14,27213965602
2020-09-15,27019616907
2020-09-16,27585930985
2020-09-17,27552466972
2020-09-18,26823981135
2020-09-21,25611554177
2020-09-22,25822634879
2020-09-23,25158502915
2020-09-24,25216421400
2020-09-25,25738974845
2020-09-28,26119949770
2020-09-29,26022131884
2020-09-30,26104648447
2020-10-01,25896936260
2020-10-02,26744556801
2020-10-05,27497997282
2020-10-06,27072251805
2020-10-07,28066948056
2020-10-08,28113393017
2020-10-09,28139195773
2020-10-12,28134035222
2020-10-13,27805050081
2020-10-14,27869556971
2020-10-15,28726208477
2020-10-16,28752011233
2020-10-19,28585583456
2020-10-20,28843611018
2020-10-21,28691374756
2020-10-22,29073255548
2020-10-23,29177756710
2020-10-26,28219184318
2020-10-27,27319958264
2020-10-28,26219470712
2020-10-29,26814224243
2020-10-30,26881311409
2020-11-02,28127584533
2020-11-03,29182917262
2020-11-04,28117263431
2020-11-05,30702699602
2020-11-06,30648513814
2020-11-09,32613393698
2020-11-10,33693239045
2020-11-11,33642923671
2020-11-12,33139769925
2020-11-13,33413279141
2020-11-16,34561501792
2020-11-17,33946106056
2020-11-18,34193812516
2020-11-19,34684064884
2020-11-20,34462161180
2020-11-23,35080137191
2020-11-24,36105796750
2020-11-25,35362677372
2020-11-27,35201410145
2020-11-30,34480223110
2020-12-01,34880165831
2020-12-02,34847912385
2020-12-03,34720188742
2020-12-04,35574259972
2020-12-07,35032402092
2020-12-08,35380739301
2020-12-09,35649087965
2020-12-10,35406542057
2020-12-11,35437505365
2020-12-14,34845332110
2020-12-15,35580710661
2020-12-16,35196249594
2020-12-17,35259466347
2020-12-18,35091748432
2020-12-21,35193669318
2020-12-22,34521507519
2020-12-23,34756312601
2020-12-24,34762763290
2020-12-28,34536989173
2020-12-29,34334437537
2020-12-30,34862103901
2020-12-31,35164198216
2021-01-04,34339341469
2021-01-05,35113854847
2021-01-06,36253680368
2021-01-07,36319514005
2021-01-08,36229154111
2021-01-11,36662881603
2021-01-12,37145661608
2021-01-13,36946869841
2021-01-14,37579389100
2021-01-15,36811330000
2021-01-19,37279910594
2021-01-20,37030775457
2021-01-21,36040689189
2021-01-22,35520474370
2021-01-25,34823412330
2021-01-26,34471008743
2021-01-27,32261063904
2021-01-28,34277380399
2021-01-29,34157330825
2021-02-01,34619457140
2021-02-02,34643983397
2021-02-03,35010586396
2021-02-04,34721434735
2021-02-05,36075542291
2021-02-08,35968401274
2021-02-09,35583726296
2021-02-10,35231322709
2021-02-11,35242940410
2021-02-12,35658595923
2021-02-16,35656014211
2021-02-17,35112563991
2021-02-18,34638819975
2021-02-19,36109104537
2021-02-22,36442145290
2021-02-23,36919761873
2021-02-24,38347448200
2021-02-25,37356071076
2021-02-26,37042393158
2021-03-01,38413281837
2021-03-02,38205454081
2021-03-03,38279032852
2021-03-04,37840141937
2021-03-05,38724378044
2021-03-08,38572057080
2021-03-09,38195127236
2021-03-10,39538907946
2021-03-11,39793206506
2021-03-12,40346983571
2021-03-15,40650334644
2021-03-16,40006197684
2021-03-17,40619354109
2021-03-18,40668406623
2021-03-19,40152064371
2021-03-22,40143028381
2021-03-23,39461456609
2021-03-24,39800951639
2021-03-25,40565138172
2021-03-26,40996283953
2021-03-29,40943358872
2021-03-30,40962721706
2021-03-31,40751166933
2021-04-01,40851937025
2021-04-05,41235638530
2021-04-06,40975961754
2021-04-07,40933328253
2021-04-08,41142619983
2021-04-09,41482396064
2021-04-12,41494023382
2021-04-13,40774421569
2021-04-14,41040557967
2021-04-15,41127116892
2021-04-16,41484979912
2021-04-19,41021179103
2021-04-20,40328707700
2021-04-21,41031514497
2021-04-22,40536707506
2021-04-23,41098694559
2021-04-26,41229178909
2021-04-27,41282147804
2021-04-28,41204632348
2021-04-29,40557378294
2021-04-30,40541875203
2021-05-03,40227937607
2021-05-04,40535415581
2021-05-05,40786048888
2021-05-06,40833850085
2021-05-07,41245973924
2021-05-10,40866148192
2021-05-11,40397179685
2021-05-12,39283540973
2021-05-13,40851937025
2021-05-14,41579290383
2021-05-17,40920409011
2021-05-18,40193055652
2021-05-19,39399814157
2021-05-20,39420484945
2021-05-21,39509627719
2021-05-24,39516087340
2021-05-25,39355888732
2021-05-26,39397230308
2021-05-27,39801602602
2021-05-28,39810646071
2021-06-01,40469527444
2021-06-02,40110372500
2021-06-03,39952757740
2021-06-04,39925627331
2021-06-07,39711167903
2021-06-08,40176260637
2021-06-09,39455366900
2021-06-10,39165975866
2021-06-11,39013528803
2021-06-14,38358523203
2021-06-15,38226746929
2021-06-16,38234498474
2021-06-17,36852139516
2021-06-18,36301779781
2021-06-21,37213878309
2021-06-22,37374076917
2021-06-23,38142771852
2021-06-24,38611740358
2021-06-25,38982522621
2021-06-28,39251242867
2021-06-29,39100087728
2021-06-30,39533263286
2021-07-01,39522965148
2021-07-02,39682586282
2021-07-06,39122625046
2021-07-07,39678724481
2021-07-08,39503656140
2021-07-09,40107384461
2021-07-12,40341667094
2021-07-13,39879538165
2021-07-14,39497219804
2021-07-15,39421271039
2021-07-16,38618016300
2021-07-19,37321738219
2021-07-20,38557514741
2021-07-21,39284820714
2021-07-22,38992611058
2021-07-23,39477910796
2021-07-26,39806163934
2021-07-27,39799727598
2021-07-28,39431569176
2021-07-29,39820323874
2021-07-30,40166598753
2021-08-02,39320864196
2021-08-03,39831909279
2021-08-04,39049250815
2021-08-05,38647623445
2021-08-06,38428788020
2021-08-09,38251145145
2021-08-10,38444235226
2021-08-11,38103109416
2021-08-12,37926753808
2021-08-13,37716929253
2021-08-16,38489289579
2021-08-17,38146876501
2021-08-18,37724652856
2021-08-19,36987048744
2021-08-20,37053986639
2021-08-23,37917742937
2021-08-24,38485427777
2021-08-25,39069847090
2021-08-26,39134210451
2021-08-27,39201148346
2021-08-30,38817542717
2021-08-31,38189356319
2021-09-01,37840506905
2021-09-02,37958935488
2021-09-03,37319163685
2021-09-07,37317876417
2021-09-08,37042401234
2021-09-09,37075870182
2021-09-10,36564825100
2021-09-13,37268960263
2021-09-14,36778511456
2021-09-15,37355207166
2021-09-16,37271534798
2021-09-17,37025666761
2021-09-20,36653646537
2021-09-21,35975256717
2021-09-22,36738606173
2021-09-23,37472348483
2021-09-24,37052699372
2021-09-27,37463337612
2021-09-28,36810693137
2021-09-29,37149244413
2021-09-30,35929415384
2021-10-01,37480334645
2021-10-04,37128261838
2021-10-05,37512458076
2021-10-06,37723187785
2021-10-07,37232341756
2021-10-08,37385249288
2021-10-11,36932951376
2021-10-12,36583448444
2021-10-13,36726076479
2021-10-14,37841402012
2021-10-15,38284705363
2021-10-18,38005873980
2021-10-19,38064981094
2021-10-20,38591805366
2021-10-21,38445322520
2021-10-22,38451747206
2021-10-25,39049243027
2021-10-26,39087791145
2021-10-27,38288560175
2021-10-28,38763986958
2021-10-29,38109953897
2021-11-01,38653482354
2021-11-02,38796110389
2021-11-03,39072371898
2021-11-04,41842696609
2021-11-05,41856830918
2021-11-08,42334827575
2021-11-09,42347676948
2021-11-10,41990464392
2021-11-11,42004598702
2021-11-12,42916904150
2021-11-15,42188344729
2021-11-16,42721593688
2021-11-17,42315553517
2021-11-18,42698464817
2021-11-19,42370805818
2021-11-22,41964765647
2021-11-23,42277005399
2021-11-24,41765600374
2021-11-26,39786797009
2021-11-29,39722550146
2021-11-30,38812814573
2021-12-01,37661510797
2021-12-02,39181591564
2021-12-03,39241983615
2021-12-06,40046354333
2021-12-07,40406136763
2021-12-08,40633570656
2021-12-09,40902122542
2021-12-10,40980503714
2021-12-13,40359879022
2021-12-14,40012945965
2021-12-15,40489657684
2021-12-16,40236525046
2021-12-17,38883486122
2021-12-20,38082970215
2021-12-21,39232989054
2021-12-22,39380756838
2021-12-23,40075907890
2021-12-27,40672118774
2021-12-28,40786478189
2021-12-29,40938100785
2021-12-30,40475523375
2021-12-31,40855093851
2022-01-03,40582829300
2022-01-04,41615379767
2022-01-05,40887200519
2022-01-06,41626938167
2022-01-07,41576851764
2022-01-10,40769047978
2022-01-11,41272480544
2022-01-12,41752796309
2022-01-13,42096979798
2022-01-14,41986532857
2022-01-18,42109822465
2022-01-19,41493374425
2022-01-20,40355514085
2022-01-21,40259194079
2022-01-24,40347808484
2022-01-25,40043437265
2022-01-26,40311849015
2022-01-27,39642746039
2022-01-28,39627334838
2022-01-31,39813553516
2022-02-01,40738225576
2022-02-02,41059292264
2022-02-03,40012614863
2022-02-04,38909429724
2022-02-07,39012171064
2022-02-08,39135460672
2022-02-09,40358082618
2022-02-10,39095648403
2022-02-11,38596068637
2022-02-14,38674408909
2022-02-15,39342227619
2022-02-16,39841807385
2022-02-17,38915851058
2022-02-18,38531855300
2022-02-22,37925681394
2022-02-23,37233461616
2022-02-24,37139710143
2022-02-25,38269864883
2022-02-28,38064382203
2022-03-01,36938080263
2022-03-02,38182534744
2022-03-03,37882016324
2022-03-04,36453911698
2022-03-07,34921781466
2022-03-08,34883253463
2022-03-09,35712889784
2022-03-10,35398244430
2022-03-11,34801060391
2022-03-14,35185056149
2022-03-15,35849022059
2022-03-16,36718470649
2022-03-17,37097329340
2022-03-18,37293822153
2022-03-21,37054948537
2022-03-22,37271989618
2022-03-23,36825064789
2022-03-24,37133288809
2022-03-25,37298959220
2022-03-28,36817359189
2022-03-29,38242895281
2022-03-30,37455639763
2022-03-31,36466119049
2022-04-01,36265642781
2022-04-04,36514953011
2022-04-05,35267116756
2022-04-06,35138606328
2022-04-07,35549839697
2022-04-08,35219567897
2022-04-11,34751789939
2022-04-12,34731228271
2022-04-13,35154027579
2022-04-14,35195150916
2022-04-18,34867449324
2022-04-19,36362025602
2022-04-20,37196058280
2022-04-21,36878637523
2022-04-22,35606384285
2022-04-25,35759311695
2022-04-26,34875159950
2022-04-27,34916283287
2022-04-28,35515141882
2022-04-29,34803194110
2022-05-02,35091057469
2022-05-03,35524137612
2022-05-04,37342560168
2022-05-05,35489439796
2022-05-06,34895721619
2022-05-09,34850742969
2022-05-10,34150361136
2022-05-11,34041127272
2022-05-12,33469255868
2022-05-13,34100242069
2022-05-16,34106667591
2022-05-17,35012666108
2022-05-18,33843221213
2022-05-19,33758404331
2022-05-20,33254643453
2022-05-23,33622183277
2022-05-24,33678727865
2022-05-25,33742983079
2022-05-26,34442079808
2022-05-27,35047363924
2022-05-31,34976683188
2022-06-01,35019091630
2022-06-02,35831277534
2022-06-03,35576826887
2022-06-06,35700196898
2022-06-07,36466119049
2022-06-08,36371021332
2022-06-09,35592248138
2022-06-10,33876633925
2022-06-13,32532414848
2022-06-14,32465589425
2022-06-15,32743171950
2022-06-16,30911898351
2022-06-17,30376009866
2022-06-21,31086672533
2022-06-22,31339838076
2022-06-23,30837362302
2022-06-24,32525989326
2022-06-27,32367921500
2022-06-28,32127607000
2022-06-29,31784484157
2022-06-30,31598971742
2022-07-01,31985530998
2022-07-05,31632362242
2022-07-06,31351111488
2022-07-07,32229538501
2022-07-08,31854537496
2022-07-11,31855821746
2022-07-12,31990667998
2022-07-13,31488526240
2022-07-14,31420460989
2022-07-15,31895633496
2022-07-18,31818578495
2022-07-19,33389216269
2022-07-20,34057026280
2022-07-21,34456428036
2022-07-22,34401205285
2022-07-25,34360109285
2022-07-26,34715846540
2022-07-27,35580146804
2022-07-28,36337854315
2022-07-29,37126383828
2022-08-01,36896503074
2022-08-02,36676896321
2022-08-03,37250956080
2022-08-04,37688885336
2022-08-05,37605409085
2022-08-08,37570734335
2022-08-09,37211144329
2022-08-10,38487688849
2022-08-11,38817741104
2022-08-12,39554900616
2022-08-15,39351989112
2022-08-16,39312177362
2022-08-17,38423476348
2022-08-18,38622535101
2022-08-19,37982978591
2022-08-22,36608831070
2022-08-23,36673043571
2022-08-24,36652495570
2022-08-25,37548902084
2022-08-26,35470985552
2022-08-29,35101121546
2022-08-30,34624664789
2022-08-31,34032625530
2022-09-01,34372951785
2022-09-02,34015930279
2022-09-06,34229115783
2022-09-07,35061309796
2022-09-08,35286053549
2022-09-09,35829291307
2022-09-12,36286484315
2022-09-13,34710709540
2022-09-14,34773637791
2022-09-15,34358825035
2022-09-16,33403343020
2022-09-19,34053173530
2022-09-20,33256938517
2022-09-21,33214558267
2022-09-22,32161473250
2022-09-23,31415323989
2022-09-26,30819431979
2022-09-27,30602393726
2022-09-28,31830136745
2022-09-29,31536043491
2022-09-30,31091601053
2022-10-03,32368318607
2022-10-04,33750253085
2022-10-05,33770783217
2022-10-06,33480795109
2022-10-07,32615963319
2022-10-10,32446589734
2022-10-11,32719897110
2022-10-12,32485083730
2022-10-13,33253680529
2022-10-14,32622378985
2022-10-17,33615524097
2022-10-18,34237843709
2022-10-19,34077452056
2022-10-20,33349915521
2022-10-21,34566325813
2022-10-24,35554338392
2022-10-25,36166392938
2022-10-26,35786585505
2022-10-27,36387091852
2022-10-28,37422580361
2022-10-31,37290417639
2022-11-01,37074851258
2022-11-02,36383242453
2022-11-03,36719423356
2022-11-04,38350285679
2022-11-07,38576117126
2022-11-08,38397761608
2022-11-09,37112062122
2022-11-10,38919996829
2022-11-11,39593641769
2022-11-14,39387057321
2022-11-15,39913141941
2022-11-16,39696292427
2022-11-17,39025213753
2022-11-18,39216400602
2022-11-21,39444798316
2022-11-22,39698858693
2022-11-23,39308786194
2022-11-25,39267725931
2022-11-28,37861411922
2022-11-29,37761327531
2022-11-30,38357984478
2022-12-01,38175779561
2022-12-02,38157815696
2022-12-05,37579122614
2022-12-06,37222411578
2022-12-07,37475188823
2022-12-08,37481604489
2022-12-09,37139007919
2022-12-12,37960213180
2022-12-13,38274580819
2022-12-14,38107773500
2022-12-15,37163387450
2022-12-16,36665531761
2022-12-19,36274176129
2022-12-20,36777164351
2022-12-21,37498285221
2022-12-22,37277586307
2022-12-23,37334044169
2022-12-27,37540628617
2022-12-28,36809242682
2022-12-29,37467490024
2022-12-30,37339176702
2023-01-03,37430777058
2023-01-04,38088920348
2023-01-05,38244154925
2023-01-06,39584817183
2023-01-09,39709261431
2023-01-10,39834988609
2023-01-11,39940188901
2023-01-12,40435400032
2023-01-13,40731756952
2023-01-17,40375102303
2023-01-18,39489880334
2023-01-19,38206949944
2023-01-20,39170430667
2023-01-23,39990223186
2023-01-24,40115950364
2023-01-25,39796500697
2023-01-26,40336614391
2023-01-27,41028113872
2023-01-30,40707381274
2023-01-31,41823530714
2023-02-01,42168638988
2023-02-02,43305315314
2023-02-03,44902563650
2023-02-06,44772987680
2023-02-07,44776836471
2023-02-08,45157866797
2023-02-09,45110398373
2023-02-10,44758875446
2023-02-13,45164281449
2023-02-14,45204052291
2023-02-15,46334313965
2023-02-16,45485014047
2023-02-17,45605609503
2023-02-21,44073790618
2023-02-22,44302152227
2023-02-23,44775553541
2023-02-24,44649826363
2023-02-27,44964144308
2023-02-28,45139905772
2023-03-01,45332345330
2023-03-02,45608175364
2023-03-03,46166250084
