,C
2018-07-18,173214030000
2018-07-19,171081402000
2018-07-20,171651756000
2018-07-23,174106757999
2018-07-24,176239385999
2018-07-25,177851256000
2018-07-26,176908932000
2018-07-27,177776862000
2018-07-30,179264742000
2018-07-31,178272822000
2018-08-01,178372014000
2018-08-02,178148832000
2018-08-03,179512722000
2018-08-06,179537520000
2018-08-07,179562318000
2018-08-08,180752622000
2018-08-09,178496004000
2018-08-10,174230748000
2018-08-13,171502968000
2018-08-14,173610798000
2018-08-15,170238270000
2018-08-16,172494888000
2018-08-17,172767666000
2018-08-20,174900294000
2018-08-21,176660952000
2018-08-22,176363376000
2018-08-23,175594638000
2018-08-24,175247466000
2018-08-27,179512722000
2018-08-28,179487924000
2018-08-29,179859894000
2018-08-30,177206507999
2018-08-31,176660952000
2018-09-04,177057720000
2018-09-05,176487366000
2018-09-06,173858778000
2018-09-07,172693272000
2018-09-10,172668474000
2018-09-11,172172514000
2018-09-12,174850698000
2018-09-13,173957970000
2018-09-14,174925092000
2018-09-17,175768224000
2018-09-18,176958528000
2018-09-19,182810856000
2018-09-20,185464242000
2018-09-21,183877170000
2018-09-24,183108432000
2018-09-25,182290098000
2018-09-26,179661510000
2018-09-27,180901410000
2018-09-28,177900852000
2018-10-01,172711123000
2018-10-02,172398980000
2018-10-03,173743596000
2018-10-04,174367882000
2018-10-05,173887662000
2018-10-08,174295849000
2018-10-09,172615079000
2018-10-10,167956945000
2018-10-11,164187218000
2018-10-12,167692824000
2018-10-15,166180131000
2018-10-16,167380681000
2018-10-17,167692824000
2018-10-18,164763482000
2018-10-19,165339746000
2018-10-22,159889249000
2018-10-23,157824303000
2018-10-24,153190180000
2018-10-25,155999467000
2018-10-26,154174631000
2018-10-29,154510785000
2018-10-30,154942983000
2018-10-31,157176006000
2018-11-01,158064413000
2018-11-02,158280512000
2018-11-05,161594030000
2018-11-06,160105348000
2018-11-07,163899086000
2018-11-08,162746558000
2018-11-09,157896336000
2018-11-12,154174631000
2018-11-13,155543258000
2018-11-14,152469850000
2018-11-15,155111060000
2018-11-16,155951445000
2018-11-19,155159082000
2018-11-20,150140783000
2018-11-21,150957157000
2018-11-23,148267925000
2018-11-26,153022103000
2018-11-27,152373806000
2018-11-28,157464138000
2018-11-29,155831390000
2018-11-30,155567269000
2018-12-03,156455676000
2018-12-04,149492486000
2018-12-06,144210066000
2018-12-07,140104185000
2018-12-10,137030777000
2018-12-11,134989842000
2018-12-12,134413578000
2018-12-13,133909347000
2018-12-14,132108522000
2018-12-17,130259675000
2018-12-18,129491323000
2018-12-19,126826102000
2018-12-20,125505497000
2018-12-21,120631264000
2018-12-24,118278186000
2018-12-26,123512584000
2018-12-27,124304947000
2018-12-28,124449013000
2018-12-31,121841224000
2019-01-02,125281612000
2019-01-03,123011424000
2019-01-04,129026252000
2019-01-07,130149644000
2019-01-08,129798584000
2019-01-09,131951752000
2019-01-10,132092176000
2019-01-11,132677276000
2019-01-14,137919772000
2019-01-15,143653752000
2019-01-16,145549476000
2019-01-17,146204788000
2019-01-18,147726048000
2019-01-22,144753740000
2019-01-23,145409052000
2019-01-24,146766484000
2019-01-25,149832408000
2019-01-28,149434540000
2019-01-29,147936684000
2019-01-30,150300488000
2019-01-31,150862184000
2019-02-01,149013268000
2019-02-04,149926024000
2019-02-05,149340924000
2019-02-06,149528156000
2019-02-07,147000524000
2019-02-08,145128204000
2019-02-11,144192044000
2019-02-12,146672868000
2019-02-13,147538816000
2019-02-14,146087768000
2019-02-15,150417508000
2019-02-19,150674952000
2019-02-20,151283456000
2019-02-21,150534527999
2019-02-22,150113256000
2019-02-25,151026012000
2019-02-26,150066448000
2019-02-27,150721760000
2019-02-28,149738792000
2019-03-01,150885588000
2019-03-04,149200500000
2019-03-05,147281372000
2019-03-06,146298404000
2019-03-07,144870760000
2019-03-08,145245224000
2019-03-11,145830324000
2019-03-12,147000524000
2019-03-13,148966460000
2019-03-14,150043044000
2019-03-15,152570676000
2019-03-18,154302572000
2019-03-19,153600452000
2019-03-20,150487720000
2019-03-21,149574964000
2019-03-22,142717592000
2019-03-25,141196332000
2019-03-26,143279288000
2019-03-27,142132492000
2019-03-28,145057992000
2019-03-29,145619688000
2019-04-01,147133396000
2019-04-02,147270562000
2019-04-03,148733666000
2019-04-04,150471101999
2019-04-05,149853855000
2019-04-08,151042626999
2019-04-09,149053720000
2019-04-10,149785272000
2019-04-11,150676851000
2019-04-12,154128862000
2019-04-15,154037418000
2019-04-16,158449591000
2019-04-17,160827135000
2019-04-18,159272587000
2019-04-22,157946649000
2019-04-23,158198120000
2019-04-24,157352263000
2019-04-25,157123653000
2019-04-26,158906811000
2019-04-29,162381683000
2019-04-30,161627270000
2019-05-01,159935556000
2019-05-02,160849996000
2019-05-03,161558687000
2019-05-06,160964301000
2019-05-07,155820576000
2019-05-08,155957742000
2019-05-09,154608943000
2019-05-10,155226190000
2019-05-13,147179118000
2019-05-14,149190886000
2019-05-15,148299307000
2019-05-16,150836878000
2019-05-17,148756526999
2019-05-20,148505056000
2019-05-21,151065488000
2019-05-22,147819226000
2019-05-23,146081790000
2019-05-24,147201979000
2019-05-28,145830319000
2019-05-29,145647431000
2019-05-30,145418821000
2019-05-31,142081115000
2019-06-03,143132721000
2019-06-04,150608268000
2019-06-05,150379658000
2019-06-06,151957067000
2019-06-07,150173909000
2019-06-10,153443032000
2019-06-11,155180468000
2019-06-12,152734341000
2019-06-13,153351588000
2019-06-14,154266028000
2019-06-17,152117094000
2019-06-18,155409078000
2019-06-19,154517499000
2019-06-20,155683410000
2019-06-21,155386217000
2019-06-24,154106001000
2019-06-25,152117094000
2019-06-26,153671642000
2019-06-27,155797715000
2019-06-28,160095583000
2019-07-01,157099392000
2019-07-02,156433152000
2019-07-03,157343680000
2019-07-05,158565120000
2019-07-08,157965504000
2019-07-09,158920448000
2019-07-10,157965504000
2019-07-11,159031488000
2019-07-12,159386816000
2019-07-15,159253568000
2019-07-16,158387456000
2019-07-17,157277056000
2019-07-18,159431232000
2019-07-19,157499136000
2019-07-22,157921088000
2019-07-23,159875392000
2019-07-24,162140608000
2019-07-25,158542912000
2019-07-26,160252928000
2019-07-29,159364608000
2019-07-30,159253568000
2019-07-31,158032128000
2019-08-01,151791680000
2019-08-02,150148288000
2019-08-05,144751744000
2019-08-06,147128000000
2019-08-07,144662912000
2019-08-08,148216192000
2019-08-09,146683840000
2019-08-12,142664192000
2019-08-13,143974464000
2019-08-14,136379328000
2019-08-15,136179456000
2019-08-16,140976384000
2019-08-19,142819648000
2019-08-20,140843136000
2019-08-21,140465600000
2019-08-22,141931328000
2019-08-23,137578560000
2019-08-26,139288576000
2019-08-27,136934528000
2019-08-28,138489088000
2019-08-29,141909120000
2019-08-30,142908480000
2019-09-03,140843136000
2019-09-04,142753024000
2019-09-05,147327872000
2019-09-06,146506176000
2019-09-09,152768832000
2019-09-10,153190784000
2019-09-11,153013120000
2019-09-12,153901440000
2019-09-13,156322112000
2019-09-16,155078464000
2019-09-17,154301184000
2019-09-18,155655872000
2019-09-19,154856384000
2019-09-20,154012480000
2019-09-23,154456640000
2019-09-24,150792320000
2019-09-25,154079104000
2019-09-26,153479488000
2019-09-27,154256768000
2019-09-30,148480552000
2019-10-01,146481610000
2019-10-02,142419244000
2019-10-03,143364980000
2019-10-04,146546092000
2019-10-07,146481610000
2019-10-08,142720160000
2019-10-09,144934042000
2019-10-10,147491828000
2019-10-11,150672940000
2019-10-14,150973856000
2019-10-15,153080268000
2019-10-16,149383300000
2019-10-17,149598240000
2019-10-18,149899156000
2019-10-21,154348414000
2019-10-22,154885764000
2019-10-23,155724030000
2019-10-24,155401620000
2019-10-25,157271598000
2019-10-28,158174346000
2019-10-29,157099646000
2019-10-30,156841718000
2019-10-31,154455884000
2019-11-01,158711696000
2019-11-04,161527410000
2019-11-05,160839602000
2019-11-06,159958348000
2019-11-07,162946014000
2019-11-08,163612328000
2019-11-11,162494640000
2019-11-12,161355458000
2019-11-13,158862154000
2019-11-14,158711696000
2019-11-15,159915360000
2019-11-18,159915360000
2019-11-19,160818108000
2019-11-20,158862154000
2019-11-21,158840660000
2019-11-22,160925578000
2019-11-25,162666592000
2019-11-26,162193724000
2019-11-27,162752568000
2019-11-29,161462928000
2019-12-02,160173288000
2019-12-03,157615502000
2019-12-04,159549962000
2019-12-05,160581674000
2019-12-06,162946014000
2019-12-09,161914302000
2019-12-10,162881532000
2019-12-11,162387170000
2019-12-12,165611270000
2019-12-13,164192666000
2019-12-16,165310354000
2019-12-17,167094356000
2019-12-18,167481248000
2019-12-19,168083080000
2019-12-20,168749394000
2019-12-23,169286744000
2019-12-24,168921346000
2019-12-26,171586602000
2019-12-27,171242698000
2019-12-30,170898794000
2019-12-31,167601231000
2020-01-02,170412417000
2020-01-03,167202630000
2020-01-06,166678155000
2020-01-07,165230604000
2020-01-08,166489344000
2020-01-09,167999832000
2020-01-10,166258575000
2020-01-13,169195635000
2020-01-14,171838989000
2020-01-15,170433396000
2020-01-16,169929900000
2020-01-17,170181648000
2020-01-21,167622210000
2020-01-22,168041790000
2020-01-23,167412420000
2020-01-24,164517318000
2020-01-27,160929909000
2020-01-28,162041796000
2020-01-29,160447392000
2020-01-30,162440397000
2020-01-31,156104739000
2020-02-03,157615227000
2020-02-04,160489350000
2020-02-05,165419415000
2020-02-06,165671163000
2020-02-07,165083751000
2020-02-10,164643192000
2020-02-11,165922911000
2020-02-12,166426407000
2020-02-13,165734100000
2020-02-14,165293541000
2020-02-18,162755082000
2020-02-19,163741095000
2020-02-20,164097738000
2020-02-21,160363476000
2020-02-24,152160687000
2020-02-25,145657197000
2020-02-26,143034822000
2020-02-27,135209655000
2020-02-28,133132734000
2020-03-02,141797061000
2020-03-03,136468395000
2020-03-04,141377481000
2020-03-05,133195671000
2020-03-06,128559312000
2020-03-09,107769123000
2020-03-10,116601282000
2020-03-11,106552341000
2020-03-12,90755154000
2020-03-13,107076816000
2020-03-16,86412501000
2020-03-17,84440475000
2020-03-18,76426497000
2020-03-19,83160756000
2020-03-20,79846074000
2020-03-23,74244681000
2020-03-24,85300614000
2020-03-25,87818094000
2020-03-26,96545358000
2020-03-27,91888020000
2020-03-30,92475432000
2020-03-31,87681204000
2020-04-01,80166267000
2020-04-02,81665091000
2020-04-03,78042933000
2020-04-06,85599504000
2020-04-07,85870125000
2020-04-08,92136042000
2020-04-09,98693397000
2020-04-13,97173756000
2020-04-14,94550814000
2020-04-15,89221662000
2020-04-16,84350484000
2020-04-17,94613265000
2020-04-20,91615617000
2020-04-21,86536269000
2020-04-22,87931008000
2020-04-23,88388982000
2020-04-24,89721270000
2020-04-27,96923952000
2020-04-28,98277057000
2020-04-29,104626242000
2020-04-30,101087352000
2020-05-01,94758984000
2020-05-04,93926304000
2020-05-05,91490715000
2020-05-06,89409015000
2020-05-07,92927088000
2020-05-08,96424344000
2020-05-11,91740519000
2020-05-12,88159995000
2020-05-13,84517020000
2020-05-14,87556302000
2020-05-15,87264864000
2020-05-18,95071239000
2020-05-19,92489931000
2020-05-20,94654899000
2020-05-21,93676500000
2020-05-22,91802970000
2020-05-26,100275489000
2020-05-27,108789642000
2020-05-28,102336372000
2020-05-29,99734247000
2020-06-01,102940065000
2020-06-02,105833628000
2020-06-03,111037878000
2020-06-04,115846605000
2020-06-05,122528862000
2020-06-08,127483308000
2020-06-09,123861150000
2020-06-10,116283762000
2020-06-11,100733463000
2020-06-12,108768825000
2020-06-15,110288466000
2020-06-16,113348565000
2020-06-17,110330100000
2020-06-18,110413368000
2020-06-19,110163564000
2020-06-22,108373302000
2020-06-23,110226015000
2020-06-24,105771177000
2020-06-25,109663956000
2020-06-26,103210686000
2020-06-29,104688693000
2020-06-30,106379980000
2020-07-01,104818630000
2020-07-02,105234990000
2020-07-06,108191146000
2020-07-07,104756176000
2020-07-08,105921984000
2020-07-09,102945010000
2020-07-10,109606770000
2020-07-13,108669960000
2020-07-14,104402270000
2020-07-15,107920512000
2020-07-16,107129428000
2020-07-17,104547996000
2020-07-20,104381452000
2020-07-21,107691514000
2020-07-22,107545788000
2020-07-23,108420144000
2020-07-24,107566606000
2020-07-27,106775522000
2020-07-28,106733886000
2020-07-29,109336136000
2020-07-30,105901166000
2020-07-31,104110818000
2020-08-03,104901902000
2020-08-04,104381452000
2020-08-05,106255072000
2020-08-06,105942802000
2020-08-07,108503416000
2020-08-10,110043948000
2020-08-11,111917568000
2020-08-12,111064030000
2020-08-13,110106402000
2020-08-14,110189674000
2020-08-17,107046156000
2020-08-18,104797812000
2020-08-19,104693722000
2020-08-20,103215644000
2020-08-21,102632740000
2020-08-24,106296708000
2020-08-25,107524970000
2020-08-26,105859530000
2020-08-27,107670696000
2020-08-28,108836504000
2020-08-31,106421616000
2020-09-01,106588160000
2020-09-02,108149510000
2020-09-03,107212700000
2020-09-04,109336136000
2020-09-08,106255072000
2020-09-09,107004520000
2020-09-10,106067710000
2020-09-11,106171800000
2020-09-14,100238670000
2020-09-15,93285458000
2020-09-16,95804436000
2020-09-17,94784354000
2020-09-18,93389548000
2020-09-21,91453474000
2020-09-22,90121122000
2020-09-23,87123330000
2020-09-24,87831142000
2020-09-25,87477236000
2020-09-28,90225212000
2020-09-29,88309956000
2020-09-30,89750709000
2020-10-01,90437736000
2020-10-02,90895754000
2020-10-05,93498129000
2020-10-06,92457179000
2020-10-07,93352396000
2020-10-08,93102568000
2020-10-09,93539767000
2020-10-12,95517572000
2020-10-13,90937392000
2020-10-14,89584157000
2020-10-15,90791659000
2020-10-16,89917261000
2020-10-19,89313510000
2020-10-20,90604288000
2020-10-21,89542519000
2020-10-22,91499505000
2020-10-23,91499505000
2020-10-26,90062994000
2020-10-27,87189972000
2020-10-28,85628547000
2020-10-29,86731954000
2020-10-30,86232298000
2020-11-02,87876999000
2020-11-03,90625107000
2020-11-04,87606352000
2020-11-05,89667433000
2020-11-06,88917949000
2020-11-09,99181716000
2020-11-10,99202535000
2020-11-11,101867367000
2020-11-12,100514132000
2020-11-13,101305254000
2020-11-16,104927760000
2020-11-17,105614787000
2020-11-18,106280995000
2020-11-19,108550266000
2020-11-20,107530135000
2020-11-23,110965270000
2020-11-24,118793214000
2020-11-25,118793214000
2020-11-27,117981273000
2020-11-30,114650233000
2020-12-01,115482993000
2020-12-02,119084680000
2020-12-03,117793902000
2020-12-04,122040978000
2020-12-07,121020847000
2020-12-08,121499684000
2020-12-09,122728005000
2020-12-10,125954950000
2020-12-11,122686367000
2020-12-14,122290806000
2020-12-15,124226973000
2020-12-16,124393525000
2020-12-17,125018095000
2020-12-18,122957014000
2020-12-21,127474737000
2020-12-22,123373394000
2020-12-23,126537882000
2020-12-24,126100683000
2020-12-28,127266547000
2020-12-29,126808529000
2020-12-30,126704434000
2020-12-31,128376120000
2021-01-04,125211480000
2021-01-05,128459400000
2021-01-06,135850500000
2021-01-07,137453640000
2021-01-08,136100340000
2021-01-11,138328080000
2021-01-12,138806940000
2021-01-13,139202520000
2021-01-14,143678820000
2021-01-15,133726860000
2021-01-19,132602580000
2021-01-20,131686500000
2021-01-21,128813340000
2021-01-22,127689060000
2021-01-25,126085920000
2021-01-26,126814620000
2021-01-27,123670800000
2021-01-28,125627880000
2021-01-29,120735180000
2021-02-01,121651260000
2021-02-02,124045560000
2021-02-03,127210200000
2021-02-04,129937620000
2021-02-05,130291560000
2021-02-08,132519300000
2021-02-09,131415840000
2021-02-10,132456840000
2021-02-11,131582400000
2021-02-12,132477660000
2021-02-16,133497840000
2021-02-17,134830320000
2021-02-18,132165360000
2021-02-19,136953960000
2021-02-22,136412639999
2021-02-23,138952680000
2021-02-24,142825200000
2021-02-25,140347620000
2021-02-26,137162159999
2021-03-01,144782280000
2021-03-02,143470620000
2021-03-03,146531160000
2021-03-04,145344420000
2021-03-05,146218860000
2021-03-08,150362040000
2021-03-09,147801180000
2021-03-10,153547500000
2021-03-11,152631420000
2021-03-12,156524760000
2021-03-15,154526040000
2021-03-16,152673060000
2021-03-17,153235200000
2021-03-18,153734880000
2021-03-19,152006820000
2021-03-22,149820720000
2021-03-23,147634620000
2021-03-24,145906560000
2021-03-25,149321040000
2021-03-26,152027640000
2021-03-29,149029560000
2021-03-30,151902720000
2021-03-31,149610375000
2021-04-01,150412410000
2021-04-05,149610375000
2021-04-06,149301900000
2021-04-07,149486985000
2021-04-08,148746645000
2021-04-09,148931730000
2021-04-12,149486985000
2021-04-13,148191390000
2021-04-14,149939415000
2021-04-15,149178510000
2021-04-16,148993425000
2021-04-19,148335345000
2021-04-20,143523135000
2021-04-21,145291725000
2021-04-22,143564265000
2021-04-23,146792970000
2021-04-26,148479300000
2021-04-27,150103935000
2021-04-28,149939415000
2021-04-29,151851960000
2021-04-30,146505060000
2021-05-03,147471615000
2021-05-04,148746645000
2021-05-05,151584615000
2021-05-06,153785070000
2021-05-07,154402020000
2021-05-10,154504845000
2021-05-11,153970155000
2021-05-12,152653995000
2021-05-13,154833885000
2021-05-14,157445640000
2021-05-17,159214230000
2021-05-18,157569030000
2021-05-19,157239990000
2021-05-20,156705300000
2021-05-21,159687225000
2021-05-24,160468695000
2021-05-25,158926320000
2021-05-26,159419880000
2021-05-27,161969940000
2021-05-28,161867115000
2021-06-01,164026440000
2021-06-02,164232090000
2021-06-03,163759095000
2021-06-04,163471185000
2021-06-07,163101015000
2021-06-08,162628020000
2021-06-09,160694910000
2021-06-10,158124285000
2021-06-11,157281120000
2021-06-14,154566540000
2021-06-15,151810830000
2021-06-16,146957490000
2021-06-17,141610590000
2021-06-18,139039965000
2021-06-21,140767425000
2021-06-22,141816240000
2021-06-23,143235225000
2021-06-24,146669580000
2021-06-25,147142575000
2021-06-28,147060315000
2021-06-29,143296920000
2021-06-30,142157975000
2021-07-01,142680393000
2021-07-02,141474813000
2021-07-06,137054352999
2021-07-07,136491749000
2021-07-08,134080589000
2021-07-09,137536585000
2021-07-12,139525792000
2021-07-13,137375841000
2021-07-14,136973981000
2021-07-15,137536585000
2021-07-16,134422170000
2021-07-19,130765244000
2021-07-20,133196497000
2021-07-21,136411377000
2021-07-22,134482449000
2021-07-23,134040402999
2021-07-26,136170260999
2021-07-27,136592214000
2021-07-28,136833329999
2021-07-29,138259933000
2021-07-30,135868866000
2021-08-02,136089889000
2021-08-03,138400584000
2021-08-04,137677236000
2021-08-05,140028117000
2021-08-06,142800951000
2021-08-09,143705136000
2021-08-10,146638714000
2021-08-11,149290990000
2021-08-12,148949409000
2021-08-13,146899923000
2021-08-16,144870530000
2021-08-17,143906066000
2021-08-18,142901416000
2021-08-19,140329512000
2021-08-20,141153325000
2021-08-23,142439277000
2021-08-24,144749972000
2021-08-25,147040574000
2021-08-26,145553692000
2021-08-27,146658807000
2021-08-30,144006531000
2021-08-31,144488763000
2021-09-01,143283183000
2021-09-02,143664950000
2021-09-03,143001881000
2021-09-07,142298626000
2021-09-08,140731372000
2021-09-09,141575278000
2021-09-10,139787001000
2021-09-13,141695836000
2021-09-14,138199654000
2021-09-15,141555185000
2021-09-16,140651000000
2021-09-17,140570628000
2021-09-20,135225890000
2021-09-21,134502542000
2021-09-22,137114631999
2021-09-23,142419184000
2021-09-24,143021974000
2021-09-27,145192018000
2021-09-28,143403741000
2021-09-29,143725229000
2021-09-30,139258174000
2021-10-01,141242474000
2021-10-04,141460747000
2021-10-05,143921279000
2021-10-06,143703006000
2021-10-07,143246617000
2021-10-08,143564105000
2021-10-11,142234624000
2021-10-12,140170952000
2021-10-13,139416918000
2021-10-14,140488440000
2021-10-15,143445047000
2021-10-18,142095723000
2021-10-19,142393368000
2021-10-20,142512426000
2021-10-21,139912993000
2021-10-22,141619491000
2021-10-25,140547969000
2021-10-26,140190795000
2021-10-27,139516133000
2021-10-28,140647184000
2021-10-29,137234188000
2021-11-01,138127123000
2021-11-02,136122979999
2021-11-03,136916700000
2021-11-04,132948100000
2021-11-05,132928256999
2021-11-08,135825335000
2021-11-09,134912556999
2021-11-10,135349102999
2021-11-11,136658741000
2021-11-12,137234188000
2021-11-15,136400781999
2021-11-16,134416481999
2021-11-17,132650454999
2021-11-18,133166373000
2021-11-19,131638462000
2021-11-22,133027472000
2021-11-23,135071300999
2021-11-24,133503704000
2021-11-26,129971650000
2021-11-29,129058872000
2021-11-30,126399910000
2021-12-01,124058436000
2021-12-02,126618183000
2021-12-03,124534668000
2021-12-06,124058436000
2021-12-07,124812470000
2021-12-08,123939378000
2021-12-09,123304402000
2021-12-10,120466853000
2021-12-13,119415174000
2021-12-14,120327952000
2021-12-15,119534232000
2021-12-16,121181201000
2021-12-17,118145222000
2021-12-20,115645004000
2021-12-21,117827734000
2021-12-22,118264280000
2021-12-23,119474703000
2021-12-27,120347795000
2021-12-28,120288266000
2021-12-29,120129522000
2021-12-30,119911249000
2021-12-31,119070963000
2022-01-03,124414270000
2022-01-04,125380403000
2022-01-05,123921345000
2022-01-06,127983047000
2022-01-07,129698426000
2022-01-10,130191351000
2022-01-11,132320787000
2022-01-12,132655976000
2022-01-13,133641826000
2022-01-14,131965881000
2022-01-18,128752010000
2022-01-19,126662007999
2022-01-20,127095781999
2022-01-21,124749459000
2022-01-24,123625590000
2022-01-25,126405687000
2022-01-26,127667575000
2022-01-27,126484555000
2022-01-28,127549273000
2022-01-31,128397104000
2022-02-01,131236352000
2022-02-02,130585691000
2022-02-03,128673142000
2022-02-04,130289936000
2022-02-07,130842012000
2022-02-08,132340504000
2022-02-09,133760128000
2022-02-10,133089750000
2022-02-11,132399655000
2022-02-14,131039181999
2022-02-15,132103900000
2022-02-16,132005315000
2022-02-17,127588706999
2022-02-18,126464838000
2022-02-22,125971913000
2022-02-23,124650874000
2022-02-24,119623039000
2022-02-25,122205966000
2022-02-28,116783791000
2022-03-01,115521903000
2022-03-02,117434452000
2022-03-03,113609354000
2022-03-04,111578503000
2022-03-07,109527935000
2022-03-08,108187179000
2022-03-09,110316615000
2022-03-10,108206896000
2022-03-11,106787272000
2022-03-14,106925291000
2022-03-15,108660387000
2022-03-16,111992560000
2022-03-17,112958693000
2022-03-18,113076995000
2022-03-21,112347466000
2022-03-22,113372750000
2022-03-23,111105295000
2022-03-24,111243314000
2022-03-25,111874258000
2022-03-28,110257464000
2022-03-29,111341899000
2022-03-30,108384349000
2022-03-31,103676100000
2022-04-01,101598695000
2022-04-04,102511200000
2022-04-05,100142570000
2022-04-06,98103995000
2022-04-07,97133245000
2022-04-08,98783520000
2022-04-11,98142825000
2022-04-12,97735110000
2022-04-13,97366225000
2022-04-14,98880595000
2022-04-18,101559865000
2022-04-19,102744180000
2022-04-20,103093650000
2022-04-21,102181145000
2022-04-22,99463045000
2022-04-25,99268895000
2022-04-26,97521545000
2022-04-27,96298400000
2022-04-28,97113830000
2022-04-29,93599715000
2022-05-02,94570465000
2022-05-03,97269150000
2022-05-04,101404545000
2022-05-05,99618365000
2022-05-06,100220230000
2022-05-09,96861435000
2022-05-10,94648125000
2022-05-11,92531890000
2022-05-12,90396240000
2022-05-13,92493060000
2022-05-16,92143590000
2022-05-17,99113575000
2022-05-18,95754780000
2022-05-19,96647870000
2022-05-20,96589625000
2022-05-23,102452955000
2022-05-24,102278220000
2022-05-25,102317050000
2022-05-26,105015735000
2022-05-27,104103230000
2022-05-31,103695515000
2022-06-01,101715185000
2022-06-02,101792845000
2022-06-03,99657195000
2022-06-06,99793100000
2022-06-07,101152150000
2022-06-08,99812515000
2022-06-09,97016755000
2022-06-10,92628965000
2022-06-13,88707135000
2022-06-14,89231340000
2022-06-15,92376570000
2022-06-16,91036935000
2022-06-17,90318580000
2022-06-21,93114340000
2022-06-22,91638800000
2022-06-23,89988525000
2022-06-24,92920190000
2022-06-27,92861945000
2022-06-28,91658215000
2022-06-29,91444650000
2022-06-30,89073432000
2022-07-01,90777816000
2022-07-05,90274248000
2022-07-06,89383320000
2022-07-07,90894024000
2022-07-08,90680976000
2022-07-11,89460792000
2022-07-12,89344584000
2022-07-13,88124400000
2022-07-14,85490352000
2022-07-15,96801264000
2022-07-18,96975576000
2022-07-19,100965384000
2022-07-20,101585160000
2022-07-21,101856312000
2022-07-22,100539288000
2022-07-25,101023488000
2022-07-26,99551520000
2022-07-27,101391480000
2022-07-28,101159064000
2022-07-29,100519920000
2022-08-01,100558656000
2022-08-02,98292600000
2022-08-03,99958248000
2022-08-04,99280368000
2022-08-05,100055088000
2022-08-08,99687096000
2022-08-09,100887912000
2022-08-10,103018392000
2022-08-11,104587200000
2022-08-12,105323184000
2022-08-15,104722776000
2022-08-16,104935824000
2022-08-17,104122368000
2022-08-18,103715640000
2022-08-19,101895048000
2022-08-22,99261000000
2022-08-23,98679960000
2022-08-24,98796168000
2022-08-25,100829808000
2022-08-26,96413904000
2022-08-29,95619816000
2022-08-30,95058144000
2022-08-31,94535208000
2022-09-01,94419000000
2022-09-02,94593312000
2022-09-06,93392496000
2022-09-07,94186584000
2022-09-08,96646320000
2022-09-09,98137656000
2022-09-12,98525016000
2022-09-13,94903200000
2022-09-14,93799224000
2022-09-15,93818592000
2022-09-16,93179448000
2022-09-19,93431232000
2022-09-20,91513800000
2022-09-21,89731944000
2022-09-22,88279344000
2022-09-23,85722768000
2022-09-26,83263032000
2022-09-27,82488312000
2022-09-28,84057120000
2022-09-29,82100952000
2022-09-30,80710623000
2022-10-03,82434464000
2022-10-04,86017729000
2022-10-05,84913696000
2022-10-06,83402914000
2022-10-07,81717811000
2022-10-10,80575040000
2022-10-11,78347605000
2022-10-12,79102996000
2022-10-13,83189855000
2022-10-14,83732187000
2022-10-17,84429471000
2022-10-18,85514135000
2022-10-19,83945246000
2022-10-20,83131748000
2022-10-21,85727194000
2022-10-24,86017729000
2022-10-25,87780308000
2022-10-26,87954629000
2022-10-27,88012736000
2022-10-28,89349197000
2022-10-31,88826234000
2022-11-01,89523518000
2022-11-02,88225795000
2022-11-03,86347002000
2022-11-04,87412297000
2022-11-07,88574437000
2022-11-08,89329828000
2022-11-09,87857784000
2022-11-10,93784698000
2022-11-11,97213011000
2022-11-14,94946838000
2022-11-15,94966207000
2022-11-16,93687853000
2022-11-17,93455425000
2022-11-18,94249554000
2022-11-21,94675672000
2022-11-22,95547277000
2022-11-23,93436056000
2022-11-25,93532901000
2022-11-28,91479787000
2022-11-29,92138333000
2022-11-30,93765329000
2022-12-01,92545082000
2022-12-02,91499156000
2022-12-05,88400116000
2022-12-06,87121762000
2022-12-07,86521323000
2022-12-08,86560061000
2022-12-09,86889334000
2022-12-12,88651913000
2022-12-13,90240171000
2022-12-14,89058662000
2022-12-15,86424478000
2022-12-16,85901515000
2022-12-19,85088017000
2022-12-20,84855589000
2022-12-21,86792489000
2022-12-22,85204231000
2022-12-23,85727194000
2022-12-27,85978991000
2022-12-28,86424478000
2022-12-29,87470404000
2022-12-30,87605987000
2023-01-03,88973430000
2023-01-04,91266760000
2023-01-05,90858625000
2023-01-06,91946985000
2023-01-09,92393990000
2023-01-10,93657265000
2023-01-11,94667885000
2023-01-12,95406415000
2023-01-13,97019520000
2023-01-17,97777485000
2023-01-18,96067205000
2023-01-19,95950595000
2023-01-20,99293415000
2023-01-23,101023130000
2023-01-24,99934770000
2023-01-25,100867650000
2023-01-26,101431265000
2023-01-27,100789910000
2023-01-30,100576125000
2023-01-31,101489570000
2023-02-01,101353525000
2023-02-02,101489570000
2023-02-03,99021325000
2023-02-06,98846410000
2023-02-07,99371155000
2023-02-08,99410025000
2023-02-09,97136130000
2023-02-10,97388785000
2023-02-13,99118500000
2023-02-14,100304035000
2023-02-15,100712170000
2023-02-16,100012510000
2023-02-17,99934770000
2023-02-21,96864040000
2023-02-22,97252740000
2023-02-23,97913530000
2023-02-24,97524830000
2023-02-27,98088445000
2023-02-28,98516015000
2023-03-01,100090250000
2023-03-02,99895900000
2023-03-03,101742225000
2023-03-06,101411830000
