,WOR
2014-09-30,1539388700
2014-10-01,1497112550
2014-10-02,1506507250
2014-10-03,1491744150
2014-10-06,1496441500
2014-10-07,1473625800
2014-10-08,1497112550
2014-10-09,1438060150
2014-10-10,1409205000
2014-10-13,1409205000
2014-10-14,1442757500
2014-10-15,1438060150
2014-10-16,1448796950
2014-10-17,1440073300
2014-10-20,1444770650
2014-10-21,1485704700
2014-10-22,1458191650
2014-10-23,1489731000
2014-10-24,1492415200
2014-10-27,1476981050
2014-10-28,1551467600
2014-10-29,1534020300
2014-10-30,1554151800
2014-10-31,1599112150
2014-11-03,1578309600
2014-11-04,1564217550
2014-11-05,1572270150
2014-11-06,1587704300
2014-11-07,1610520000
2014-11-10,1585691150
2014-11-11,1579651700
2014-11-12,1583678000
2014-11-13,1559520200
2014-11-14,1570257000
2014-11-17,1572270150
2014-11-18,1578980650
2014-11-19,1527309800
2014-11-20,1548783400
2014-11-21,1560862300
2014-11-24,1587704300
2014-11-25,1595756900
2014-11-26,1591730600
2014-11-28,1560191250
2014-12-01,1520186132
2014-12-02,1531393055
2014-12-03,1555125362
2014-12-04,1523482286
2014-12-05,1530733824
2014-12-08,1506342286
2014-12-09,1559080747
2014-12-10,1503046132
2014-12-11,1487224594
2014-12-12,1436463826
2014-12-15,1400865365
2014-12-16,1391636134
2014-12-17,1438441518
2014-12-18,1274293059
2014-12-19,1221554598
2014-12-22,1209688444
2014-12-23,1222213829
2014-12-24,1236057675
2014-12-26,1236716905
2014-12-29,1255175367
2014-12-30,1253856905
2014-12-31,1222873059
2015-01-02,1212984598
2015-01-05,1169475368
2015-01-06,1135195368
2015-01-07,1087071523
2015-01-08,1096959984
2015-01-09,1066635369
2015-01-12,1048176908
2015-01-13,1027740754
2015-01-14,990823832
2015-01-15,982913063
2015-01-16,1042243831
2015-01-20,1052132292
2015-01-21,1060702292
2015-01-22,1117396138
2015-01-23,1154313060
2015-01-26,1182000752
2015-01-27,1207051521
2015-01-28,1201777675
2015-01-29,1234739213
2015-01-30,1216280752
2015-02-02,1197163060
2015-02-03,1232761521
2015-02-04,1214962290
2015-02-05,1250560751
2015-02-06,1266382289
2015-02-09,1240013059
2015-02-10,1242649982
2015-02-11,1217599213
2015-02-12,1251879213
2015-02-13,1265063828
2015-02-17,1249901520
2015-02-18,1245946136
2015-02-19,1249901520
2015-02-20,1265723059
2015-02-23,1244627674
2015-02-24,1080479215
2015-02-25,1077842292
2015-02-26,1079819984
2015-02-27,1096959984
2015-03-02,1073708239
2015-03-03,1067286540
2015-03-04,1055727480
2015-03-05,1049305780
2015-03-06,1021050300
2015-03-09,1031325019
2015-03-10,997932180
2015-03-11,1017839450
2015-03-12,1054443140
2015-03-13,1033893700
2015-03-16,1010133410
2015-03-17,1047379269
2015-03-18,1081414280
2015-03-19,1069855220
2015-03-20,1104532400
2015-03-23,1128934860
2015-03-24,1139209580
2015-03-25,1025545490
2015-03-26,1033251530
2015-03-27,1044810590
2015-03-30,1069855220
2015-03-31,1053158799
2015-04-01,1088478150
2015-04-02,1085909470
2015-04-06,1095542020
2015-04-07,1085267300
2015-04-08,1079487770
2015-04-09,1100679380
2015-04-10,1110311930
2015-04-13,1093615510
2015-04-14,1094899850
2015-04-15,1123797500
2015-04-16,1088478150
2015-04-17,1051232290
2015-04-20,1089120320
2015-04-21,1068570880
2015-04-22,1071139560
2015-04-23,1092973340
2015-04-24,1079487770
2015-04-27,1080129940
2015-04-28,1130861370
2015-04-29,1101963720
2015-04-30,1069855220
2015-05-01,1089762490
2015-05-04,1082698620
2015-05-05,1060222670
2015-05-06,1053158799
2015-05-07,1042241910
2015-05-08,1062791350
2015-05-11,1081414280
2015-05-12,1071781730
2015-05-13,1084625130
2015-05-14,1098752870
2015-05-15,1083982960
2015-05-18,1100037210
2015-05-19,1078845600
2015-05-20,1104532400
2015-05-21,1095542020
2015-05-22,1085267300
2015-05-26,1060864840
2015-05-27,1082056450
2015-05-28,1071139560
2015-05-29,1076919090
2015-06-01,1069323030
2015-06-02,1093000440
2015-06-03,1118597640
2015-06-04,1111558410
2015-06-05,1114758060
2015-06-08,1080201840
2015-06-09,1073162610
2015-06-10,1105799040
2015-06-11,1089800790
2015-06-12,1089800790
2015-06-15,1055244569
2015-06-16,1082761560
2015-06-17,1072522680
2015-06-18,1102599390
2015-06-19,1096840020
2015-06-22,1096840020
2015-06-23,1123717080
2015-06-24,1113478200
2015-06-25,1194749310
2015-06-26,1219706580
2015-06-29,1206268050
2015-06-30,1185790290
2015-07-01,1194749310
2015-07-02,1188350010
2015-07-06,1166592390
2015-07-07,1163392740
2015-07-08,1116677850
2015-07-09,1123717080
2015-07-10,1147394490
2015-07-13,1173631620
2015-07-14,1178751060
2015-07-15,1133955960
2015-07-16,1128836520
2015-07-17,1103239320
2015-07-20,1101319530
2015-07-21,1105159110
2015-07-22,1082121630
2015-07-23,1077642120
2015-07-24,1036046670
2015-07-27,1036046670
2015-07-28,1095560160
2015-07-29,1128836520
2015-07-30,1098119880
2015-07-31,1067403240
2015-08-03,1069962959
2015-08-04,1066123380
2015-08-05,1079561910
2015-08-06,1084681350
2015-08-07,1070602890
2015-08-10,1116677850
2015-08-11,1088520930
2015-08-12,1068043170
2015-08-13,1064203589
2015-08-14,1100679600
2015-08-17,1119237570
2015-08-18,1081481700
2015-08-19,1064843520
2015-08-20,1029647370
2015-08-21,1003410240
2015-08-24,961174860
2015-08-25,927898500
2015-08-26,954135630
2015-08-27,991891500
2015-08-28,997650870
2015-08-31,989027280
2015-09-01,938259720
2015-09-02,965837160
2015-09-03,954555480
2015-09-04,930111840
2015-09-08,954555480
2015-09-09,935125920
2015-09-10,932618880
2015-09-11,921963960
2015-09-14,901280880
2015-09-15,926978040
2015-09-16,945780840
2015-09-17,935125920
2015-09-18,908802000
2015-09-21,904414680
2015-09-22,868062600
2015-09-23,845499240
2015-09-24,1000935720
2015-09-25,975238560
2015-09-28,991534320
2015-09-29,1000935720
2015-09-30,1022872320
2015-10-01,1034154000
2015-10-02,1065492000
2015-10-05,1082414520
2015-10-06,1105604640
2015-10-07,1126287720
2015-10-08,1130048280
2015-10-09,1150104600
2015-10-12,1153865160
2015-10-13,1150731360
2015-10-14,1160759520
2015-10-15,1206513000
2015-10-16,1153238400
2015-10-19,1150731360
2015-10-20,1162639800
2015-10-21,1165773600
2015-10-22,1194604560
2015-10-23,1228449600
2015-10-26,1183322880
2015-10-27,1178308800
2015-10-28,1211527080
2015-10-29,1198365120
2015-10-30,1186456680
2015-11-02,1241611560
2015-11-03,1238477760
2015-11-04,1235343960
2015-11-05,1190217240
2015-11-06,1196484840
2015-11-09,1163266560
2015-11-10,1178935560
2015-11-11,1170787680
2015-11-12,1136942640
2015-11-13,1145090520
2015-11-16,1155745440
2015-11-17,1132555320
2015-11-18,1182696120
2015-11-19,1182069360
2015-11-20,1158252480
2015-11-23,1149477840
2015-11-24,1195231320
2015-11-25,1170787680
2015-11-27,1183949640
2015-11-30,1171340590
2015-12-01,1184307460
2015-12-02,1157756250
2015-12-03,1150964080
2015-12-04,1156521310
2015-12-07,1116385760
2015-12-08,1086129730
2015-12-09,1078102620
2015-12-10,1117003230
2015-12-11,1053403819
2015-12-14,1051551410
2015-12-15,1026235140
2015-12-16,1027470080
2015-12-17,1120708050
2015-12-18,1132439980
2015-12-21,1142319500
2015-12-22,1174427940
2015-12-23,1184307460
2015-12-24,1181220110
2015-12-28,1168253240
2015-12-29,1178132760
2015-12-30,1159608660
2015-12-31,1147259260
2016-01-04,1129970100
2016-01-05,1142319500
2016-01-06,1141702030
2016-01-07,1086747200
2016-01-08,1079337560
2016-01-11,1112063470
2016-01-12,1109593590
2016-01-13,1077485150
2016-01-14,1057726109
2016-01-15,1005241160
2016-01-19,1039819480
2016-01-20,1058343580
2016-01-21,1046611650
2016-01-22,1057726109
2016-01-25,1023147790
2016-01-26,1065753220
2016-01-27,1046611650
2016-01-28,1075632740
2016-01-29,1164548420
2016-02-01,1097244190
2016-02-02,1098479130
2016-02-03,1125647810
2016-02-04,1132439980
2016-02-05,1116385760
2016-02-08,1100331540
2016-02-09,1080572500
2016-02-10,1079337560
2016-02-11,1061430930
2016-02-12,1114533350
2016-02-16,1125030340
2016-02-17,1153433960
2016-02-18,1136144800
2016-02-19,1128117690
2016-02-22,1148494200
2016-02-23,1153433960
2016-02-24,1154668900
2016-02-25,1162696010
2016-02-26,1168870710
2016-02-29,1178668540
2016-03-01,1214311280
2016-03-02,1259786500
2016-03-03,1284367700
2016-03-04,1238277950
2016-03-07,1279451460
2016-03-08,1233976240
2016-03-09,1251797610
2016-03-10,1259786500
2016-03-11,1289898470
2016-03-14,1301574540
2016-03-15,1267160860
2016-03-16,1304032660
2016-03-17,1363642070
2016-03-18,1380234380
2016-03-21,1379005320
2016-03-22,1370401900
2016-03-23,1334759160
2016-03-24,1352580530
2016-03-28,1348278820
2016-03-29,1366714720
2016-03-30,1369172840
2016-03-31,1350122410
2016-04-01,1379619850
2016-04-04,1358725830
2016-04-05,1361798480
2016-04-06,1340289930
2016-04-07,1318166850
2016-04-08,1359340360
2016-04-11,1377776260
2016-04-12,1392524980
2016-04-13,1410960880
2016-04-14,1401742930
2016-04-15,1415262590
2016-04-18,1423866010
2016-04-19,1441687380
2016-04-20,1415877120
2016-04-21,1412189940
2016-04-22,1393139510
2016-04-25,1380848910
2016-04-26,1407273700
2016-04-27,1441687380
2016-04-28,1426938660
2016-04-29,1430011310
2016-05-02,1449676270
2016-05-03,1388837800
2016-05-04,1383307030
2016-05-05,1370401900
2016-05-06,1388837800
2016-05-09,1325541210
2016-05-10,1377776260
2016-05-11,1367329250
2016-05-12,1359340360
2016-05-13,1373474550
2016-05-16,1380234380
2016-05-17,1356882240
2016-05-18,1324926680
2016-05-19,1343362580
2016-05-20,1362413010
2016-05-23,1378390790
2016-05-24,1383307030
2016-05-25,1389452330
2016-05-26,1418949770
2016-05-27,1402357460
2016-05-31,1425211550
2016-06-01,1457391750
2016-06-02,1456772900
2016-06-03,1494522750
2016-06-06,1511231700
2016-06-07,1517420200
2016-06-08,1545268450
2016-06-09,1527321800
2016-06-10,1515563650
2016-06-13,1499473550
2016-06-14,1490190800
2016-06-15,1494522750
2016-06-16,1498235850
2016-06-17,1492047350
2016-06-20,1538461100
2016-06-21,1491428500
2016-06-22,1489571950
2016-06-23,1518657900
2016-06-24,1426449250
2016-06-27,1383129750
2016-06-28,1409740300
2016-06-29,1448727850
2016-06-30,1613960800
2016-07-01,1602821500
2016-07-05,1594157600
2016-07-06,1622624700
2016-07-07,1613960800
2016-07-08,1665944200
2016-07-11,1683272000
2016-07-12,1707407150
2016-07-13,1713595650
2016-07-14,1724116100
2016-07-15,1724734950
2016-07-18,1734636550
2016-07-19,1696267850
2016-07-20,1685747400
2016-07-21,1672132700
2016-07-22,1678321200
2016-07-25,1660993400
2016-07-26,1716071050
2016-07-27,1712976800
2016-07-28,1703694050
2016-07-29,1690698200
2016-08-01,1677083500
2016-08-02,1647378700
2016-08-03,1638714800
2016-08-04,1647378700
2016-08-05,1651091800
2016-08-08,1620768150
2016-08-09,1613960800
2016-08-10,1612723100
2016-08-11,1626956650
2016-08-12,1595395300
2016-08-15,1623862400
2016-08-16,1620149300
2016-08-17,1626956650
2016-08-18,1647997550
2016-08-19,1615817350
2016-08-22,1660374550
2016-08-23,1679558900
2016-08-24,1626956650
2016-08-25,1636858250
2016-08-26,1630669750
2016-08-29,1656661450
2016-08-30,1632526300
2016-08-31,1649104600
2016-09-01,1667185520
2016-09-02,1664068120
2016-09-06,1690254280
2016-09-07,1702100400
2016-09-08,1667185520
2016-09-09,1588003560
2016-09-12,1605461000
2016-09-13,1527526000
2016-09-14,1540619080
2016-09-15,1581768760
2016-09-16,1542489520
2016-09-19,1578027880
2016-09-20,1586133120
2016-09-21,1634141080
2016-09-22,1676537720
2016-09-23,1697736040
2016-09-26,1690877760
2016-09-27,1701476920
2016-09-28,1802480680
2016-09-29,1815573760
2016-09-30,1846124280
2016-10-03,1852982560
2016-10-04,1813079840
2016-10-05,1825549440
2016-10-06,1829290320
2016-10-07,1865452160
2016-10-10,1891638320
2016-10-11,1851112120
2016-10-12,1863581720
2016-10-13,1826172920
2016-10-14,1827419880
2016-10-17,1837395560
2016-10-18,1833031200
2016-10-19,1859217360
2016-10-20,1859840840
2016-10-21,1839266000
2016-10-24,1856723440
2016-10-25,1851112120
2016-10-26,1852359080
2016-10-27,1797492840
2016-10-28,1786270200
2016-10-31,1806221560
2016-11-01,1742003120
2016-11-02,1746990960
2016-11-03,1797492840
2016-11-04,1814326800
2016-11-07,1862334760
2016-11-08,1902237480
2016-11-09,2000747320
2016-11-10,2008852560
2016-11-11,2128560720
2016-11-14,2262608920
2016-11-15,2217718360
2016-11-16,2191532200
2016-11-17,2236422760
2016-11-18,2246398440
2016-11-21,2266973280
2016-11-22,2396657120
2016-11-23,2372341400
2016-11-25,2361742240
2016-11-28,2318098640
2016-11-29,2218341840
2016-11-30,2176797500
2016-12-01,2194367500
2016-12-02,2198132500
2016-12-05,2223860000
2016-12-06,2242685000
2016-12-07,2272177500
2016-12-08,2276570000
2016-12-09,2226370000
2016-12-12,2151697500
2016-12-13,2146677500
2016-12-14,2140402500
2016-12-15,2153580000
2016-12-16,2136637499
2016-12-19,2156717500
2016-12-20,1990430000
2016-12-21,1988547500
2016-12-22,1924542500
2016-12-23,1902580000
2016-12-27,1901325000
2016-12-28,1876852500
2016-12-29,1860537500
2016-12-30,1834810000
2017-01-03,1821632500
2017-01-04,1888147500
2017-01-05,1873087500
2017-01-06,1839830000
2017-01-09,1795905000
2017-01-10,1841085000
2017-01-11,1840457500
2017-01-12,1807827500
2017-01-13,1813475000
2017-01-17,1783982500
2017-01-18,1815357500
2017-01-19,1802180000
2017-01-20,1837947500
2017-01-23,1832300000
2017-01-24,1878735000
2017-01-25,1860537500
2017-01-26,1861165000
2017-01-27,1857400000
2017-01-30,1841712500
2017-01-31,1848615000
2017-02-01,1850497500
2017-02-02,1853007500
2017-02-03,1858655000
2017-02-06,1868067500
2017-02-07,1861792500
2017-02-08,1853007500
2017-02-09,1900070000
2017-02-10,1900070000
2017-02-13,1932072500
2017-02-14,1905717500
2017-02-15,1935837500
2017-02-16,1950897500
2017-02-17,1928935000
2017-02-21,1953407500
2017-02-22,1945250000
2017-02-23,1896305000
2017-02-24,1900070000
2017-02-27,1930817500
2017-02-28,1898830080
2017-03-01,1974180480
2017-03-02,1913272240
2017-03-03,1913900160
2017-03-06,1905737200
2017-03-07,1885015840
2017-03-08,1884387920
2017-03-09,1868689920
2017-03-10,1881248320
2017-03-13,1933365680
2017-03-14,1945296160
2017-03-15,2010599840
2017-03-16,2009971919
2017-03-17,2011227760
2017-03-20,1991762240
2017-03-21,1941528640
2017-03-22,1961622080
2017-03-23,1936505280
2017-03-24,1903225520
2017-03-27,1904481360
2017-03-28,1944040320
2017-03-29,1959738320
2017-03-30,1779525280
2017-03-31,1745617600
2017-04-03,1712337840
2017-04-04,1733059200
2017-04-05,1679686000
2017-04-06,1665243840
2017-04-07,1677802240
2017-04-10,1666499680
2017-04-11,1693500240
2017-04-12,1630708240
2017-04-13,1599312240
2017-04-17,1599940160
2017-04-18,1600568080
2017-04-19,1594288880
2017-04-20,1640754960
2017-04-21,1644522480
2017-04-24,1680941840
2017-04-25,1697267760
2017-04-26,1705430720
2017-04-27,1697895680
2017-04-28,1684081440
2017-05-01,1702291120
2017-05-02,1689732720
2017-05-03,1636359520
2017-05-04,1641382880
2017-05-05,1647662080
2017-05-08,1644522480
2017-05-09,1629452400
2017-05-10,1646406240
2017-05-11,1638871200
2017-05-12,1603707680
2017-05-15,1633219920
2017-05-16,1640754960
2017-05-17,1604335600
2017-05-18,1594916800
2017-05-19,1613126480
2017-05-22,1633219920
2017-05-23,1678430160
2017-05-24,1683453520
2017-05-25,1668383440
2017-05-26,1646406240
2017-05-30,1645150400
2017-05-31,1615426280
2017-06-01,1654766000
2017-06-02,1616675160
2017-06-05,1683490240
2017-06-06,1676621400
2017-06-07,1695979040
2017-06-08,1772160720
2017-06-09,1741563160
2017-06-12,1762169680
2017-06-13,1755925280
2017-06-14,1767789640
2017-06-15,1685363560
2017-06-16,1682865800
2017-06-19,1704721200
2017-06-20,1682241360
2017-06-21,1698476800
2017-06-22,1727825480
2017-06-23,1739689840
2017-06-26,1759671920
2017-06-27,1745934240
2017-06-28,1823364800
2017-06-29,1838351360
2017-06-30,1933266240
2017-07-03,1893302080
2017-07-05,1905790880
2017-07-06,1948252800
2017-07-07,1942632840
2017-07-10,1956370520
2017-07-11,2000081320
2017-07-12,2031927760
2017-07-13,2022561160
2017-07-14,2011945680
2017-07-17,2036298840
2017-07-18,2023185600
2017-07-19,2045665439
2017-07-20,2028805560
2017-07-21,2005701279
2017-07-24,2001954640
2017-07-25,2033801080
2017-07-26,1988841400
2017-07-27,1998832439
2017-07-28,1948877240
2017-07-31,1950750560
2017-08-01,1911410840
2017-08-02,1895175400
2017-08-03,1896424280
2017-08-04,1927646280
2017-08-07,1966361560
2017-08-08,1970732640
2017-08-09,1951375000
2017-08-10,1947628360
2017-08-11,1922650760
2017-08-14,1925772960
2017-08-15,1883311040
2017-08-16,1925772960
2017-08-17,1850215720
2017-08-18,1856460120
2017-08-21,1863328960
2017-08-22,1905166440
2017-08-23,1917030800
2017-08-24,1902668680
2017-08-25,1917655240
2017-08-28,1921401880
2017-08-29,1909537520
2017-08-30,1922650760
2017-08-31,1894292400
2017-09-01,1916433480
2017-09-05,1905362940
2017-09-06,1896137490
2017-09-07,1895522460
2017-09-08,1902902820
2017-09-11,1919508630
2017-09-12,1923813840
2017-09-13,1925043900
2017-09-14,1908438090
2017-09-15,1943494800
2017-09-18,1968711029
2017-09-19,1975476359
2017-09-20,1963790790
2017-09-21,1912743300
2017-09-22,1941649710
2017-09-25,1919508630
2017-09-26,1902902820
2017-09-27,1821103830
2017-09-28,1726389210
2017-09-29,1744225080
2017-10-02,1763291010
2017-10-03,1714703640
2017-10-04,1682722080
2017-10-05,1665501240
2017-10-06,1657505850
2017-10-09,1637209860
2017-10-10,1636594830
2017-10-11,1642745130
2017-10-12,1672881600
2017-10-13,1695022680
2017-10-16,1683952140
2017-10-17,1682722080
2017-10-18,1693792620
2017-10-19,1703018070
2017-10-20,1734384600
2017-10-23,1715318670
2017-10-24,1742379990
2017-10-25,1742379990
2017-10-26,1750375380
2017-10-27,1760215860
2017-10-30,1741149930
2017-10-31,1725159150
2017-11-01,1712858550
2017-11-02,1712858550
2017-11-03,1706093220
2017-11-06,1697482800
2017-11-07,1663041120
2017-11-08,1650125490
2017-11-09,1611378600
2017-11-10,1580012070
2017-11-13,1596002850
2017-11-14,1534499850
2017-11-15,1503133320
2017-11-16,1524659370
2017-11-17,1525889430
2017-11-20,1530809670
2017-11-21,1519739130
2017-11-22,1535114880
2017-11-24,1550490630
2017-11-27,1534499850
2017-11-28,1552335720
2017-11-29,1583702250
2017-11-30,1548220120
2017-12-01,1534332030
2017-12-04,1566335020
2017-12-05,1539162670
2017-12-06,1538558840
2017-12-07,1548220120
2017-12-08,1574788640
2017-12-11,1585657580
2017-12-12,1578411620
2017-12-13,1591092050
2017-12-14,1554258420
2017-12-15,1568750340
2017-12-18,1614037590
2017-12-19,1658117180
2017-12-20,1653286540
2017-12-21,1662947820
2017-12-22,1641813770
2017-12-26,1647852070
2017-12-27,1655098030
2017-12-28,1665966970
2017-12-29,1640002280
2018-01-02,1696762300
2018-01-03,1689516340
2018-01-04,1679855060
2018-01-05,1701592940
2018-01-08,1729972950
2018-01-09,1691931660
2018-01-10,1741445720
2018-01-11,1790959780
2018-01-12,1777675520
2018-01-16,1760768280
2018-01-17,1787940630
2018-01-18,1774656370
2018-01-19,1780694670
2018-01-22,1798809570
2018-01-23,1795186590
2018-01-24,1800621060
2018-01-25,1821151280
2018-01-26,1843492990
2018-01-29,1830812560
2018-01-30,1760768280
2018-01-31,1740841890
2018-02-01,1748087850
2018-02-02,1696762300
2018-02-05,1642417600
2018-02-06,1664759310
2018-02-07,1676232080
2018-02-08,1610414610
2018-02-09,1609810780
2018-02-12,1644832920
2018-02-13,1664759310
2018-02-14,1704008260
2018-02-15,1717292520
2018-02-16,1738426570
2018-02-20,1710046560
2018-02-21,1705215920
2018-02-22,1711254220
2018-02-23,1724538480
2018-02-26,1738426570
2018-02-27,1704008260
2018-02-28,1618610850
2018-03-01,1635823800
2018-03-02,1628701200
2018-03-05,1640572200
2018-03-06,1661346450
2018-03-07,1681527150
2018-03-08,1646507700
2018-03-09,1658972250
2018-03-12,1681527150
2018-03-13,1673811000
2018-03-14,1639385100
2018-03-15,1626327000
2018-03-16,1643539950
2018-03-19,1620985050
2018-03-20,1577062350
2018-03-21,1609707600
2018-03-22,1531952550
2018-03-23,1491591150
2018-03-26,1513552500
2018-03-27,1496339550
2018-03-28,1491591150
2018-03-29,1570533300
2018-04-02,1455978150
2018-04-03,1483281450
2018-04-04,1485655650
2018-04-05,1520081550
2018-04-06,1492778250
2018-04-09,1498120200
2018-04-10,1569346200
2018-04-11,1549165500
2018-04-12,1583591400
2018-04-13,1585372050
2018-04-16,1635823800
2018-04-17,1673811000
2018-04-18,1697553000
2018-04-19,1704082050
2018-04-20,1688056200
2018-04-23,1684494900
2018-04-24,1676185200
2018-04-25,1686869100
2018-04-26,1696959450
2018-04-27,1669656150
2018-04-30,1629294750
2018-05-01,1623952800
2018-05-02,1612675350
2018-05-03,1601397900
2018-05-04,1623359250
2018-05-07,1653036750
2018-05-08,1653036750
2018-05-09,1651256100
2018-05-10,1676778750
2018-05-11,1691023950
2018-05-14,1661940000
2018-05-15,1680933600
2018-05-16,1721888550
2018-05-17,1754533800
2018-05-18,1765811250
2018-05-21,1772933850
2018-05-22,1765217700
2018-05-23,1748004750
2018-05-24,1744443450
2018-05-25,1712985300
2018-05-29,1720701450
2018-05-30,1770559650
2018-05-31,1736088360
2018-06-01,1771326960
2018-06-04,1774263510
2018-06-05,1750771110
2018-06-06,1768390410
2018-06-07,1757231520
2018-06-08,1747834560
2018-06-11,1755469590
2018-06-12,1715532510
2018-06-13,1735501050
2018-06-14,1750771110
2018-06-15,1719643680
2018-06-18,1739024910
2018-06-19,1690865490
2018-06-20,1751358420
2018-06-21,1725516780
2018-06-22,1734326430
2018-06-25,1694976660
2018-06-26,1712595960
2018-06-27,1671484260
2018-06-28,1553434950
2018-06-29,1519370970
2018-07-02,1551673020
2018-07-03,1558133430
2018-07-05,1612165950
2018-07-06,1624499460
2018-07-09,1659738060
2018-07-10,1673246190
2018-07-11,1660912680
2018-07-12,1660912680
2018-07-13,1645055310
2018-07-16,1629785250
2018-07-17,1646817240
2018-07-18,1668547710
2018-07-19,1659738060
2018-07-20,1672071570
2018-07-23,1671484260
2018-07-24,1693802040
2018-07-25,1693214730
2018-07-26,1683817770
2018-07-27,1682055840
2018-07-30,1697913210
2018-07-31,1694976660
2018-08-01,1690865490
2018-08-02,1690278180
2018-08-03,1693802040
2018-08-06,1717881750
2018-08-07,1718469060
2018-08-08,1647404550
2018-08-09,1647404550
2018-08-10,1629785250
2018-08-13,1606880160
2018-08-14,1610991330
2018-08-15,1603356300
2018-08-16,1622737530
2018-08-17,1633309110
2018-08-20,1669722330
2018-08-21,1688516250
2018-08-22,1670309640
2018-08-23,1630959870
2018-08-24,1663849230
2018-08-27,1693802040
2018-08-28,1687928940
2018-08-29,1694976660
2018-08-30,1683817770
2018-08-31,1657026360
2018-09-04,1630477000
2018-09-05,1647214640
2018-09-06,1631631320
2018-09-07,1612585040
2018-09-10,1588921480
2018-09-11,1566412240
2018-09-12,1586612840
2018-09-13,1562372120
2018-09-14,1574492480
2018-09-17,1607390600
2018-09-18,1622973920
2018-09-19,1633939960
2018-09-20,1648946120
2018-09-21,1638557240
2018-09-24,1624128240
2018-09-25,1647214640
2018-09-26,1512159200
2018-09-27,1500616000
2018-09-28,1542748680
2018-10-01,1558332000
2018-10-02,1556600520
2018-10-03,1529474000
2018-10-04,1516776480
2018-10-05,1505233280
2018-10-08,1558332000
2018-10-09,1543325840
2018-10-10,1490227120
2018-10-11,1485609840
2018-10-12,1480992560
2018-10-15,1506964760
2018-10-16,1508119080
2018-10-17,1500616000
2018-10-18,1463677760
2018-10-19,1451557400
2018-10-22,1482724040
2018-10-23,1493690080
2018-10-24,1430202480
2018-10-25,1474643800
2018-10-26,1423853720
2018-10-29,1413464840
2018-10-30,1445785800
2018-10-31,1490227120
2018-11-01,1497730200
2018-11-02,1516199320
2018-11-05,1527165360
2018-11-06,1550828920
2018-11-07,1578532600
2018-11-08,1557177680
2018-11-09,1509273400
2018-11-12,1508119080
2018-11-13,1502924640
2018-11-14,1486764160
2018-11-15,1514467840
2018-11-16,1502924640
2018-11-19,1472912320
2018-11-20,1435396920
2018-11-21,1466563560
2018-11-23,1446940120
2018-11-26,1442900000
2018-11-27,1420967920
2018-11-28,1466563560
2018-11-29,1462523440
2018-11-30,1441883340
2018-12-03,1482547500
2018-12-04,1384840560
2018-12-06,1375804080
2018-12-07,1332880800
2018-12-10,1311419160
2018-12-11,1299558780
2018-12-12,1309724820
2018-12-13,1306900920
2018-12-14,1293346200
2018-12-17,1276402800
2018-12-18,1232914740
2018-12-19,1204110960
2018-12-20,1202981400
2018-12-21,1211453100
2018-12-24,1185473220
2018-12-26,1232349960
2018-12-27,1225007820
2018-12-28,1212582660
2018-12-31,1213147440
2019-01-02,1209193980
2019-01-03,1173048060
2019-01-04,1232349960
2019-01-07,1236868200
2019-01-08,1257765060
2019-01-09,1266236760
2019-01-10,1272449340
2019-01-11,1261718520
2019-01-14,1245904680
2019-01-15,1248728580
2019-01-16,1281485820
2019-01-17,1306336140
2019-01-18,1332316020
2019-01-22,1301253120
2019-01-23,1275838020
2019-01-24,1283744940
2019-01-25,1307465700
2019-01-28,1281485820
2019-01-29,1262848080
2019-01-30,1308595260
2019-01-31,1313678280
2019-02-01,1295040540
2019-02-04,1312548720
2019-02-05,1305771360
2019-02-06,1320455640
2019-02-07,1292216640
2019-02-08,1271319780
2019-02-11,1280356260
2019-02-12,1323279540
2019-02-13,1321020420
2019-02-14,1309160040
2019-02-15,1311983940
2019-02-19,1307465700
2019-02-20,1358295900
2019-02-21,1355472000
2019-02-22,1361119800
2019-02-25,1366767600
2019-02-26,1349824200
2019-02-27,1365073260
2019-02-28,1353245500
2019-03-01,1349894500
2019-03-04,1343751000
2019-03-05,1337607500
2019-03-06,1300188000
2019-03-07,1269470500
2019-03-08,1242104000
2019-03-11,1270587500
2019-03-12,1279523500
2019-03-13,1280640500
2019-03-14,1258300500
2019-03-15,1272821500
2019-03-18,1286784000
2019-03-19,1280640500
2019-03-20,1266119500
2019-03-21,1311358000
2019-03-22,1177318000
2019-03-25,1199658000
2019-03-26,1224232000
2019-03-27,1246572000
2019-03-28,1271704500
2019-03-29,1285108500
2019-04-01,1313592000
2019-04-02,1313592000
2019-04-03,1335932000
2019-04-04,1362181500
2019-04-05,1379495000
2019-04-08,1368325000
2019-04-09,1340400000
2019-04-10,1356596500
2019-04-11,1342075500
2019-04-12,1357713500
2019-04-15,1360506000
2019-04-16,1384521500
2019-04-17,1396250000
2019-04-18,1390665000
2019-04-22,1373910000
2019-04-23,1395133000
2019-04-24,1387314000
2019-04-25,1359389000
2019-04-26,1369442000
2019-04-29,1382287500
2019-04-30,1381729000
2019-05-01,1340958500
2019-05-02,1360506000
2019-05-03,1418031500
2019-05-06,1388989500
2019-05-07,1349336000
2019-05-08,1344309500
2019-05-09,1352128500
2019-05-10,1358830500
2019-05-13,1283433000
2019-05-14,1294603000
2019-05-15,1301305000
2019-05-16,1295161500
2019-05-17,1270587500
2019-05-20,1250481500
2019-05-21,1286784000
