,TMO
2013-11-26,36704610000
2013-11-27,36541800000
2013-11-29,36487530000
2013-12-02,36480294000
2013-12-03,36512856000
2013-12-04,36259596000
2013-12-05,36154674000
2013-12-06,37160478000
2013-12-09,36910836000
2013-12-10,36878274000
2013-12-11,36614160000
2013-12-12,36263214000
2013-12-13,36664812000
2013-12-16,36990432000
2013-12-17,37019376000
2013-12-18,38502756000
2013-12-19,39132288000
2013-12-20,39280626000
2013-12-23,39378312000
2013-12-24,39584538000
2013-12-26,39895686000
2013-12-27,40040406000
2013-12-30,40011462000
2013-12-31,43793955000
2014-01-02,43117479000
2014-01-03,43282665000
2014-01-06,43286598000
2014-01-07,44171523000
2014-01-08,44851932000
2014-01-09,44836200000
2014-01-10,45017118000
2014-01-13,44438967000
2014-01-14,45135108000
2014-01-15,45434016000
2014-01-16,45666063000
2014-01-17,45579537000
2014-01-21,45209835000
2014-01-22,45111510000
2014-01-23,44368173000
2014-01-24,43243335000
2014-01-27,43211871000
2014-01-28,44175456000
2014-01-29,43951275000
2014-01-30,45225567000
2014-01-31,45284562000
2014-02-03,44494029000
2014-02-04,44427168000
2014-02-05,44521560000
2014-02-06,45005319000
2014-02-07,46318941000
2014-02-10,46649313000
2014-02-11,47589300000
2014-02-12,47793816000
2014-02-13,48336570000
2014-02-14,48666942000
2014-02-18,48592215000
2014-02-19,47907873000
2014-02-20,49048443000
2014-02-21,48446694000
2014-02-24,48521421000
2014-02-25,48694473000
2014-02-26,48879324000
2014-02-27,49127103000
2014-02-28,48981582000
2014-03-03,48513555000
2014-03-04,49300155000
2014-03-05,49520403000
2014-03-06,49713120000
2014-03-07,49819311000
2014-03-10,49665924000
2014-03-11,49646259000
2014-03-12,49748517000
2014-03-13,48474225000
2014-03-14,48080925000
2014-03-17,48383766000
2014-03-18,48663009000
2014-03-19,48265776000
2014-03-20,48604014000
2014-03-21,48336570000
2014-03-24,47451645000
2014-03-25,46940355000
2014-03-26,46425132000
2014-03-27,46279611000
2014-03-28,46606050000
2014-03-31,48023856000
2014-04-01,48678872000
2014-04-02,48806680000
2014-04-03,48646920000
2014-04-04,47880072000
2014-04-07,47049320000
2014-04-08,46813674000
2014-04-09,48087760000
2014-04-10,46721812000
2014-04-11,46238538000
2014-04-14,46490160000
2014-04-15,46989410000
2014-04-16,47812174000
2014-04-17,47648420000
2014-04-21,47672384000
2014-04-22,48067790000
2014-04-23,47684366000
2014-04-24,46082772000
2014-04-25,45647426000
2014-04-28,45367846000
2014-04-29,45787216000
2014-04-30,45531600000
2014-05-01,45899048000
2014-05-02,45619468000
2014-05-05,45859108000
2014-05-06,45699348000
2014-05-07,46506136000
2014-05-08,46182622000
2014-05-09,46570040000
2014-05-12,47272984000
2014-05-13,46961452000
2014-05-14,46526106000
2014-05-15,46150670000
2014-05-16,47069290000
2014-05-19,47644426000
2014-05-20,45719318000
2014-05-21,46058808000
2014-05-22,46302442000
2014-05-23,46226556000
2014-05-27,46086766000
2014-05-28,46358358000
2014-05-29,46773734000
2014-05-30,46693854000
2014-06-02,46562052000
2014-06-03,47081272000
2014-06-04,47041332000
2014-06-05,47528600000
2014-06-06,47852114000
2014-06-09,47760252000
2014-06-10,47644426000
2014-06-11,48011874000
2014-06-12,47868090000
2014-06-13,47592504000
2014-06-16,47404786000
2014-06-17,47384816000
2014-06-18,47888060000
2014-06-19,47812174000
2014-06-20,47504636000
2014-06-23,47568540000
2014-06-24,47352864000
2014-06-25,47584516000
2014-06-26,47648420000
2014-06-27,47249020000
2014-06-30,47188200000
2014-07-01,47572104000
2014-07-02,47208195000
2014-07-03,48031989000
2014-07-07,47876028000
2014-07-08,47184201000
2014-07-09,47124216000
2014-07-10,46848285000
2014-07-11,47296173000
2014-07-14,47108220000
2014-07-15,47188200000
2014-07-16,47676078000
2014-07-17,47596098000
2014-07-18,48387900000
2014-07-21,48843786000
2014-07-22,49211694000
2014-07-23,49587600000
2014-07-24,50191449000
2014-07-25,50015493000
2014-07-28,49739562000
2014-07-29,49403646000
2014-07-30,49871529000
2014-07-31,48587850000
2014-08-01,48539862000
2014-08-04,48539862000
2014-08-05,48035988000
2014-08-06,48051984000
2014-08-07,47800047000
2014-08-08,48451884000
2014-08-11,48355908000
2014-08-12,47999997000
2014-08-13,48527865000
2014-08-14,48699822000
2014-08-15,48607845000
2014-08-18,48807795000
2014-08-19,48943761000
2014-08-20,48891774000
2014-08-21,48711819000
2014-08-22,48475878000
2014-08-25,48707820000
2014-08-26,48271929000
2014-08-27,48019992000
2014-08-28,48015993000
2014-08-29,48071979000
2014-09-02,49075728000
2014-09-03,49487625000
2014-09-04,49539612000
2014-09-05,49839537000
2014-09-08,49979502000
2014-09-09,49587600000
2014-09-10,49431639000
2014-09-11,49307670000
2014-09-12,49299672000
2014-09-15,48923766000
2014-09-16,49031739000
2014-09-17,49427640000
2014-09-18,49639587000
2014-09-19,49283676000
2014-09-22,48711819000
2014-09-23,48451884000
2014-09-24,49391649000
2014-09-25,48383901000
2014-09-26,48531864000
2014-09-29,48531600000
2014-09-30,48412260000
2014-10-01,47564946000
2014-10-02,47401848000
2014-10-03,48288942000
2014-10-06,47986614000
2014-10-07,47027916000
2014-10-08,48384414000
2014-10-09,46868796000
2014-10-10,46331766000
2014-10-13,44748522000
2014-10-14,44466084000
2014-10-15,44211492000
2014-10-16,43634682000
2014-10-17,44696808000
2014-10-20,45480474000
2014-10-21,47027916000
2014-10-22,45281574000
2014-10-23,46236294000
2014-10-24,46900620000
2014-10-27,46940400000
2014-10-28,47075652000
2014-10-29,46180602000
2014-10-30,46379502000
2014-10-31,46769346000
2014-11-03,47099520000
2014-11-04,47067696000
2014-11-05,47159190000
2014-11-06,47302398000
2014-11-07,46383480000
2014-11-10,46482930000
2014-11-11,47059740000
2014-11-12,47143278000
2014-11-13,47035872000
2014-11-14,47238750000
2014-11-17,47111454000
2014-11-18,47934900000
2014-11-19,49593726000
2014-11-20,49557924000
2014-11-21,50337612000
2014-11-24,50683698000
2014-11-25,50870664000
2014-11-26,51180948000
2014-11-28,51431562000
2014-12-01,50902488000
2014-12-02,51236640000
2014-12-03,51284375999
2014-12-04,51073541999
2014-12-05,51133212000
2014-12-08,51113322000
2014-12-09,51033762000
2014-12-10,50651874000
2014-12-11,50409216000
2014-12-12,49721022000
2014-12-15,49219794000
2014-12-16,48352590000
2014-12-17,49633506000
2014-12-18,50727456000
2014-12-19,51097409999
2014-12-22,51288354000
2014-12-23,50385348000
2014-12-24,50437062000
2014-12-26,50787126000
2014-12-29,50464908000
2014-12-30,50365458000
2014-12-31,49840362000
2015-01-02,50966136000
2015-01-05,50266008000
2015-01-06,49796604000
2015-01-07,51288354000
2015-01-08,51821406000
2015-01-09,51614550000
2015-01-12,51117300000
2015-01-13,51053652000
2015-01-14,50202360000
2015-01-15,49378914000
2015-01-16,49840362000
2015-01-20,49820472000
2015-01-21,49868208000
2015-01-22,50520600000
2015-01-23,49673286000
2015-01-26,49979592000
2015-01-27,49677264000
2015-01-28,49462452000
2015-01-29,50902488000
2015-01-30,49808538000
2015-02-02,50079042000
2015-02-03,50651874000
2015-02-04,50262030000
2015-02-05,50536512000
2015-02-06,49645440000
2015-02-09,49088520000
2015-02-10,49736934000
2015-02-11,49892076000
2015-02-12,50452974000
2015-02-13,50763258000
2015-02-17,50930334000
2015-02-18,50918400000
2015-02-19,50834862000
2015-02-20,52179425999
2015-02-23,52103843999
2015-02-24,52449930000
2015-02-25,52139646000
2015-02-26,51769691999
2015-02-27,51714000000
2015-03-02,52251030000
2015-03-03,51606593999
2015-03-04,51272441999
2015-03-05,52294788000
2015-03-06,51121278000
2015-03-09,50958180000
2015-03-10,50532534000
2015-03-11,50894532000
2015-03-12,51157080000
2015-03-13,50687676000
2015-03-16,52895466000
2015-03-17,52648830000
2015-03-18,53261441999
2015-03-19,53607528000
2015-03-20,54351414000
2015-03-23,54844686000
2015-03-24,53961570000
2015-03-25,53189838000
2015-03-26,52935246000
2015-03-27,53181882000
2015-03-30,54011088000
2015-03-31,53521056000
2015-04-01,52588800000
2015-04-02,53031024000
2015-04-06,53186400000
2015-04-07,52995168000
2015-04-08,52915488000
2015-04-09,53214288000
2015-04-10,53278031999
2015-04-13,52875648000
2015-04-14,52859712000
2015-04-15,53234208000
2015-04-16,52784016000
2015-04-17,52628640000
2015-04-20,53397552000
2015-04-21,53560896000
2015-04-22,52066896000
2015-04-23,51612720000
2015-04-24,51799968000
2015-04-27,50704368000
2015-04-28,50847792000
2015-04-29,50648592000
2015-04-30,50070912000
2015-05-01,50859744000
2015-05-04,50907552000
2015-05-05,50457360000
2015-05-06,50859744000
2015-05-07,50895600000
2015-05-08,51784031999
2015-05-11,51740208000
2015-05-12,51636624000
2015-05-13,51732240000
2015-05-14,52230240000
2015-05-15,51855744000
2015-05-18,51780048000
2015-05-19,52011120000
2015-05-20,52596768000
2015-05-21,52923456000
2015-05-22,52648560000
2015-05-26,51712320000
2015-05-27,52186416000
2015-05-28,51843792000
2015-05-29,51644592000
2015-06-01,51576864000
2015-06-02,51620688000
2015-06-03,51784031999
2015-06-04,51592800000
2015-06-05,51620688000
2015-06-08,51102768000
2015-06-09,51222288000
2015-06-10,51863712000
2015-06-11,51999168000
2015-06-12,51799968000
2015-06-15,51608736000
2015-06-16,51313920000
2015-06-17,51250175999
2015-06-18,51664512000
2015-06-19,51780048000
2015-06-22,51827856000
2015-06-23,51612720000
2015-06-24,51899568000
2015-06-25,52401552000
2015-06-26,52672464000
2015-06-29,51650549999
2015-06-30,51774240000
2015-07-01,52197180000
2015-07-02,52249049999
2015-07-06,52025609999
2015-07-07,52249049999
2015-07-08,51151799999
2015-07-09,51000180000
2015-07-10,52121370000
2015-07-13,53581710000
2015-07-14,54499410000
2015-07-15,53964750000
2015-07-16,54527340000
2015-07-17,54164250000
2015-07-20,54331829999
2015-07-21,54451530000
2015-07-22,55883940000
2015-07-23,56099400000
2015-07-24,55038060000
2015-07-27,54670980000
2015-07-28,55321350000
2015-07-29,55708380000
2015-07-30,55508880000
2015-07-31,55672470000
2015-08-03,55237560000
2015-08-04,54970230000
2015-08-05,55337310000
2015-08-06,54631079999
2015-08-07,54271980000
2015-08-10,54734820000
2015-08-11,53697420000
2015-08-12,53749290000
2015-08-13,53354280000
2015-08-14,53872980000
2015-08-17,54387690000
2015-08-18,53992680000
2015-08-19,53358269999
2015-08-20,52803660000
2015-08-21,51056040000
2015-08-24,48546330000
2015-08-25,47899950000
2015-08-26,49978740000
2015-08-27,51036090000
2015-08-28,50481480000
2015-08-31,50022630000
2015-09-01,48458550000
2015-09-02,48989220000
2015-09-03,48985230000
2015-09-04,48346830000
2015-09-08,49352310000
2015-09-09,48526380000
2015-09-10,48689970000
2015-09-11,49037100000
2015-09-14,48741840000
2015-09-15,49910910000
2015-09-16,50385720000
2015-09-17,51163769999
2015-09-18,50186220000
2015-09-21,50405670000
2015-09-22,49974750000
2015-09-23,49723380000
2015-09-24,49476000000
2015-09-25,48937350000
2015-09-28,47192935000
2015-09-29,47876080000
2015-09-30,48850860000
2015-10-01,48778950000
2015-10-02,49733755000
2015-10-05,50556725000
2015-10-06,49573955000
2015-10-07,50017400000
2015-10-08,50277075000
2015-10-09,50544740000
2015-10-12,50297050000
2015-10-13,50129260000
2015-10-14,49526015000
2015-10-15,50125265000
2015-10-16,50496800000
2015-10-19,51547485000
2015-10-20,51383690000
2015-10-21,50780445000
2015-10-22,49538000000
2015-10-23,50524765000
2015-10-26,50748485000
2015-10-27,50652605000
2015-10-28,51635375000
2015-10-29,52486310000
2015-10-30,52246610000
2015-11-02,53748730000
2015-11-03,53636870000
2015-11-04,54032375000
2015-11-05,53912524999
2015-11-06,53652850000
2015-11-09,53652850000
2015-11-10,54343985000
2015-11-11,53876570000
2015-11-12,52909780000
2015-11-13,52865835000
2015-11-16,54148230000
2015-11-17,54108280000
2015-11-18,55023134999
2015-11-19,54891300000
2015-11-20,55067080000
2015-11-23,54971200000
2015-11-24,55115020000
2015-11-25,55394670000
2015-11-27,55914020000
2015-11-30,55290800000
2015-12-01,55270825000
2015-12-02,54639615000
2015-12-03,52961715000
2015-12-04,54759465000
2015-12-07,54144235000
2015-12-08,54351975000
2015-12-09,53688804999
2015-12-10,53984435000
2015-12-11,53612899999
2015-12-14,54096295000
2015-12-15,54927255000
2015-12-16,56109774999
2015-12-17,55194920000
2015-12-18,53736745000
2015-12-21,54951225000
2015-12-22,55742235000
2015-12-23,56337490000
2015-12-24,56457340000
2015-12-28,56209649999
2015-12-29,57140485000
2015-12-30,57072570000
2015-12-31,56144230000
2016-01-04,54917250000
2016-01-05,54822258000
2016-01-06,54402709999
2016-01-07,53159898000
2016-01-08,53100528000
2016-01-11,53385504000
2016-01-12,54212726000
2016-01-13,52946166000
2016-01-14,53745682000
2016-01-15,52546408000
2016-01-19,53397378000
2016-01-20,52661190000
2016-01-21,52118944000
2016-01-22,53555698000
2016-01-25,53326133999
2016-01-26,53076780000
2016-01-27,53761514000
2016-01-28,50729685999
2016-01-29,52269348000
2016-02-01,51727102000
2016-02-02,50223062000
2016-02-03,49890590000
2016-02-04,50583240000
2016-02-05,48754644000
2016-02-08,48263852000
2016-02-09,49257310000
2016-02-10,49657068000
2016-02-11,48802140000
2016-02-12,50060784000
2016-02-16,50432836000
2016-02-17,51731059999
2016-02-18,51331302000
2016-02-19,51517328000
2016-02-22,52023952000
2016-02-23,51351092000
2016-02-24,51362966000
2016-02-25,51679606000
2016-02-26,51735018000
2016-02-29,51133402000
2016-03-01,53543824000
2016-03-02,54667896000
2016-03-03,54885585999
2016-03-04,55530740000
2016-03-07,56025490000
2016-03-08,55047864000
2016-03-09,54679770000
2016-03-10,54604568000
2016-03-11,55499076000
2016-03-14,55320966000
2016-03-15,54723308000
2016-03-16,55047864000
2016-03-17,54719350000
2016-03-18,55412000000
2016-03-21,55265554000
2016-03-22,54956830000
2016-03-23,54944956000
2016-03-24,55024116000
2016-03-28,54830174000
2016-03-29,55471370000
2016-03-30,55724682000
2016-03-31,56041322000
2016-04-01,56468785999
2016-04-04,56741295000
2016-04-05,55689582000
2016-04-06,57158829000
2016-04-07,55953495000
2016-04-08,56016519000
2016-04-11,55799874000
2016-04-12,56103177000
2016-04-13,57135195000
2016-04-14,56965818000
2016-04-15,57249426000
2016-04-18,57694533000
2016-04-19,57347901000
2016-04-20,57682716000
2016-04-21,58041165000
2016-04-22,57844215000
2016-04-25,57729984000
2016-04-26,57355779000
2016-04-27,57958445999
2016-04-28,57241548000
2016-04-29,56820075000
2016-05-02,57706350000
2016-05-03,57064293000
2016-05-04,56938245000
2016-05-05,57170645999
2016-05-06,57891483000
2016-05-09,58084494000
2016-05-10,58624137000
2016-05-11,58285383000
2016-05-12,58659587999
2016-05-13,58253870999
2016-05-16,59179536000
2016-05-17,58620198000
2016-05-18,59128329000
2016-05-19,58462637999
2016-05-20,58632015000
2016-05-23,58628076000
2016-05-24,59352852000
2016-05-25,59541924000
2016-05-26,59557679999
2016-05-27,59924007000
2016-05-31,59782203000
2016-06-01,60290334000
2016-06-02,60483345000
2016-06-03,60215493000
2016-06-06,60341541000
2016-06-07,60144591000
2016-06-08,60715745999
2016-06-09,60719685000
2016-06-10,59794020000
2016-06-13,59289828000
2016-06-14,58289321999
2016-06-15,58064799000
2016-06-16,57993896999
2016-06-17,57603936000
2016-06-20,58442943000
2016-06-21,58655649000
2016-06-22,59025915000
2016-06-23,59927945999
2016-06-24,57253365000
2016-06-27,55512327000
2016-06-28,56386785000
2016-06-29,57178524000
2016-06-30,58202664000
2016-07-01,58781696999
2016-07-05,58119575000
2016-07-06,58853717000
2016-07-07,58833982000
2016-07-08,60266743000
2016-07-11,60128598000
2016-07-12,60933786000
2016-07-13,61099560000
2016-07-14,62256030999
2016-07-15,61983688000
2016-07-18,61987635000
2016-07-19,61825807999
2016-07-20,62240243000
2016-07-21,61652139999
2016-07-22,61924482999
2016-07-25,61960005999
2016-07-26,62713882999
2016-07-27,62717830000
2016-07-28,62686254000
2016-07-29,62694148000
2016-08-01,62978332000
2016-08-02,61746868000
2016-08-03,61573200000
2016-08-04,61738973999
2016-08-05,62169197000
2016-08-08,61778444000
2016-08-09,61841596000
2016-08-10,61577147000
2016-08-11,62149462000
2016-08-12,61371903000
2016-08-15,61561359000
2016-08-16,61166659000
2016-08-17,61048248999
2016-08-18,60527245000
2016-08-19,60618026000
2016-08-22,60779853000
2016-08-23,61000885000
2016-08-24,59702322000
2016-08-25,59737845000
2016-08-26,60136492000
2016-08-29,60590397000
2016-08-30,60452252000
2016-08-31,60069393000
2016-09-01,59579964999
2016-09-02,59670746000
2016-09-06,59599700000
2016-09-07,59402350000
2016-09-08,59461555000
2016-09-09,56710496000
2016-09-12,57784080000
2016-09-13,57290705000
2016-09-14,58356395000
2016-09-15,59205000000
2016-09-16,59224735000
2016-09-19,59205000000
2016-09-20,59844414000
2016-09-21,61344273999
2016-09-22,62228402000
2016-09-23,62228402000
2016-09-26,61636352000
2016-09-27,62709936000
2016-09-28,62615207999
2016-09-29,61596882000
2016-09-30,62780982000
2016-10-03,62788752000
2016-10-04,62177122000
2016-10-05,62457288000
2016-10-06,62520424000
2016-10-07,62429666000
2016-10-10,62784806000
2016-10-11,61123540000
2016-10-12,60689480000
2016-10-13,59991038000
2016-10-14,59864766000
2016-10-17,59497788000
2016-10-18,59848981999
2016-10-19,59900280000
2016-10-20,59845036000
2016-10-21,59450436000
2016-10-24,60417206000
2016-10-25,58388962000
2016-10-26,58416584000
2016-10-27,58882212000
2016-10-28,58089066000
2016-10-31,58018038000
2016-11-01,57619492000
2016-11-02,57532680000
2016-11-03,57643168000
2016-11-04,57836522000
2016-11-07,59904226000
2016-11-08,60200176000
2016-11-09,59998930000
2016-11-10,60906510000
2016-11-11,59683250000
2016-11-14,58408692000
2016-11-15,58661236000
2016-11-16,58988754000
2016-11-17,58748048000
2016-11-18,57536626000
2016-11-21,57678681999
2016-11-22,56427800000
2016-11-23,56629046000
2016-11-25,56893428000
2016-11-28,55370272000
2016-11-29,55745142000
2016-11-30,55287406000
2016-12-01,55097998000
2016-12-02,55997686000
2016-12-05,55788548000
2016-12-06,56660614000
2016-12-07,55974010000
2016-12-08,56455422000
2016-12-09,57378786000
2016-12-12,57288028000
2016-12-13,57572140000
2016-12-14,56743480000
2016-12-15,56625100000
2016-12-16,56246284000
2016-12-19,55737250000
2016-12-20,55954280000
2016-12-21,55547842000
2016-12-22,55449192000
2016-12-23,55970064000
2016-12-27,56194986000
2016-12-28,55725412000
2016-12-29,55828007999
2016-12-30,55678060000
2017-01-03,56174969999
2017-01-04,56757560000
2017-01-05,56843580000
2017-01-06,57582570000
2017-01-09,57668590000
2017-01-10,57781980000
2017-01-11,57172020000
2017-01-12,57074270000
2017-01-13,57199390000
2017-01-17,56714550000
2017-01-18,56562060000
2017-01-19,56429120000
2017-01-20,56112410000
2017-01-23,55830890000
2017-01-24,55123179999
2017-01-25,55690130000
2017-01-26,55952100000
2017-01-27,56870949999
2017-01-30,56026390000
2017-01-31,59584489999
2017-02-01,59799540000
2017-02-02,59302969999
2017-02-03,59209130000
2017-02-06,59463280000
2017-02-07,59826910000
2017-02-08,60018500000
2017-02-09,60503340000
2017-02-10,60561989999
2017-02-13,61132850000
2017-02-14,61496480000
2017-02-15,61879660000
2017-02-16,61664610000
2017-02-17,62028239999
2017-02-21,62024330000
2017-02-22,61785820000
2017-02-23,62063429999
2017-02-24,62161179999
2017-02-27,61965679999
2017-02-28,61652880000
2017-03-01,62489620000
2017-03-02,62247199999
2017-03-03,62622560000
2017-03-06,61664610000
2017-03-07,61488660000
2017-03-08,61582500000
2017-03-09,61691980000
2017-03-10,62298030000
2017-03-13,62184640000
2017-03-14,61910940000
2017-03-15,62970550000
2017-03-16,61785820000
2017-03-17,61734989999
2017-03-20,61285340000
2017-03-21,60816140000
2017-03-22,60734030000
2017-03-23,60468150000
2017-03-24,60229640000
2017-03-27,60444690000
2017-03-28,60464239999
2017-03-29,60206179999
2017-03-30,60178810000
2017-03-31,60057600000
2017-04-03,60286200000
2017-04-04,59560800000
2017-04-05,59576400000
2017-04-06,59650499999
2017-04-07,59712900000
2017-04-10,59845499999
2017-04-11,59619300000
2017-04-12,59459400000
2017-04-13,59350200000
2017-04-17,59942999999
2017-04-18,59775300000
2017-04-19,60239400000
2017-04-20,60590400000
2017-04-21,60465600000
2017-04-24,61362600000
2017-04-25,61935900000
2017-04-26,65523900000
2017-04-27,65012999999
2017-04-28,64478700000
2017-05-01,64981800000
2017-05-02,65227500000
2017-05-03,65644800000
2017-05-04,66346800000
2017-05-05,66713400000
2017-05-08,66452099999
2017-05-09,67126800000
2017-05-10,66678300000
2017-05-11,66693900000
2017-05-12,66892800000
2017-05-15,67181400000
2017-05-16,67185300000
2017-05-17,66678300000
2017-05-18,66978600000
2017-05-19,66896700000
2017-05-22,67119000000
2017-05-23,67013700000
2017-05-24,67208700000
2017-05-25,67431000000
2017-05-26,67633799999
2017-05-30,67567500000
2017-05-31,67388100000
2017-06-01,68179800000
2017-06-02,68792100000
2017-06-05,68811600000
2017-06-06,68667300000
2017-06-07,68772600000
2017-06-08,68175900000
2017-06-09,68222700000
2017-06-12,67618200000
2017-06-13,68222700000
2017-06-14,68082300000
2017-06-15,67910700000
2017-06-16,68195400000
2017-06-19,68737500000
2017-06-20,68511299999
2017-06-21,68484000000
2017-06-22,68433300000
2017-06-23,68031600000
2017-06-26,67559699999
2017-06-27,67742999999
2017-06-28,68550300000
2017-06-29,67817099999
2017-06-30,68043300000
2017-07-03,69101242000
2017-07-05,69628188000
2017-07-06,69350848000
2017-07-07,70321538000
2017-07-10,70392854000
2017-07-11,70777168000
2017-07-12,71395240000
2017-07-13,71327886000
2017-07-14,71692390000
2017-07-17,71628998000
2017-07-18,71058470000
2017-07-19,71375430000
2017-07-20,71930110000
2017-07-21,72179716000
2017-07-24,72171792000
2017-07-25,71367506000
2017-07-26,69358772000
2017-07-27,69441974000
2017-07-28,69719314000
2017-07-31,69544986000
2017-08-01,69521214000
2017-08-02,69905528000
2017-08-03,69628188000
2017-08-04,69861946000
2017-08-07,70266070000
2017-08-08,68934838000
2017-08-09,68645612000
2017-08-10,68043388000
2017-08-11,68633725999
2017-08-14,68950686000
2017-08-15,68764472000
2017-08-16,69509328000
2017-08-17,68499017999
2017-08-18,68372234000
2017-08-21,68942762000
2017-08-22,70044198000
2017-08-23,69655922000
2017-08-24,69715352000
2017-08-25,70214564000
2017-08-28,70693966000
2017-08-29,71522024000
2017-08-30,72484790000
2017-08-31,74144868000
2017-09-01,73693200000
2017-09-05,73701124000
2017-09-06,75044242000
2017-09-07,75511758000
2017-09-08,75923806000
2017-09-11,76692434000
2017-09-12,76878648000
2017-09-13,75860414000
2017-09-14,75947578000
2017-09-15,75527606000
2017-09-18,76014932000
2017-09-19,75127444000
2017-09-20,74723320000
2017-09-21,74449942000
2017-09-22,74604460000
2017-09-25,74216184000
2017-09-26,74354854000
2017-09-27,74671814000
2017-09-28,73871490000
2017-09-29,74961040000
2017-10-02,76807540000
2017-10-03,76322330000
2017-10-04,77597510000
2017-10-05,77565430000
2017-10-06,77477210000
2017-10-09,77497260000
2017-10-10,77248640000
2017-10-11,77577460000
2017-10-12,77549390000
2017-10-13,77160420000
2017-10-16,76703280000
2017-10-17,75696770000
2017-10-18,75877220000
2017-10-19,77168440000
2017-10-20,77737860000
2017-10-23,77942370000
2017-10-24,77946380000
2017-10-25,80067670000
2017-10-26,80348370000
2017-10-27,77160420000
2017-10-30,77000020000
2017-10-31,77725830000
2017-11-01,77870190000
2017-11-02,76703280000
2017-11-03,77677710000
2017-11-06,77605530000
2017-11-07,77477210000
2017-11-08,77737860000
2017-11-09,76947890000
2017-11-10,74658180000
2017-11-13,75472210000
2017-11-14,75821080000
2017-11-15,75592510000
2017-11-16,76434610000
2017-11-17,76258170000
2017-11-20,76591000000
2017-11-21,77364930000
2017-11-22,77292750000
2017-11-24,77597510000
2017-11-27,77761920000
2017-11-28,78716300000
2017-11-29,77240620000
2017-11-30,77296760000
2017-12-01,77072200000
2017-12-04,72994030000
2017-12-05,73162450000
2017-12-06,73731870000
2017-12-07,74437630000
2017-12-08,75371960000
2017-12-11,75985490000
2017-12-12,75985490000
2017-12-13,76779470000
2017-12-14,75516320000
2017-12-15,77100270000
2017-12-18,77621570000
2017-12-19,77749890000
2017-12-20,77108290000
2017-12-21,76643130000
2017-12-22,76358420000
2017-12-26,76326340000
2017-12-27,76659170000
2017-12-28,76659170000
2017-12-29,76141880000
2018-01-02,77577960000
2018-01-03,79001040000
2018-01-04,79989960000
2018-01-05,81360780000
2018-01-08,81493440000
2018-01-09,82852200000
2018-01-10,82928580000
2018-01-11,83881320000
2018-01-12,84488340000
2018-01-16,83620020000
2018-01-17,85014960000
2018-01-18,85388820000
2018-01-19,85831020000
2018-01-22,86558640000
2018-01-23,86249100000
2018-01-24,86558640000
2018-01-25,87587760000
2018-01-26,88351560000
2018-01-29,87961620000
2018-01-30,86277240000
2018-01-31,90092220000
2018-02-01,89388720000
2018-02-02,87511380000
2018-02-05,83740620000
2018-02-06,84210960000
2018-02-07,83435100000
2018-02-08,79889460000
2018-02-09,80472360000
2018-02-12,82213020000
2018-02-13,81807000000
2018-02-14,83740620000
2018-02-15,84709440000
2018-02-16,84665220000
2018-02-20,83551680000
2018-02-21,84335580000
2018-02-22,84070260000
2018-02-23,85107420000
2018-02-26,86056140000
2018-02-27,84693360000
2018-02-28,83849160000
2018-03-01,82494420000
2018-03-02,82988880000
2018-03-05,83117520000
2018-03-06,84468240000
2018-03-07,85288320000
2018-03-08,85103400000
2018-03-09,87591780000
2018-03-12,87430980000
2018-03-13,86478240000
2018-03-14,85810920000
2018-03-15,85404900000
2018-03-16,84596880000
2018-03-19,85111440000
2018-03-20,86317440000
2018-03-21,85609920000
2018-03-22,83346660000
2018-03-23,82269300000
2018-03-26,84291360000
2018-03-27,83061240000
2018-03-28,82779840000
2018-03-29,82996920000
2018-04-02,81824030428
2018-04-03,83249929156
2018-04-04,84313311259
2018-04-05,85336413736
2018-04-06,82798797355
2018-04-09,84405954397
2018-04-10,86677725252
2018-04-11,85711014250
2018-04-12,85928524225
2018-04-13,86339376401
2018-04-16,86967738553
2018-04-17,87902225855
2018-04-18,88425860982
2018-04-19,87402758504
2018-04-20,86959682628
2018-04-23,87144968903
2018-04-24,85864076825
2018-04-25,86387711951
2018-04-26,86133950313
2018-04-27,85731154062
2018-04-30,84728191397
2018-05-01,84877226010
2018-05-02,84119969058
2018-05-03,83910515008
2018-05-04,84615408447
2018-05-07,84176360533
2018-05-08,83809815945
2018-05-09,84059549621
2018-05-10,86125894388
2018-05-11,87225528154
2018-05-14,87571932929
2018-05-15,84216640159
2018-05-16,84857086198
2018-05-17,84994036923
2018-05-18,86577026189
2018-05-21,87298031479
2018-05-22,87753191242
2018-05-23,87213444266
2018-05-24,86991906328
2018-05-25,86057419026
2018-05-29,84172332571
2018-05-30,84969869148
2018-05-31,83890375195
2018-06-01,85324329849
2018-06-04,86266873076
2018-06-05,86508550827
2018-06-06,87918337705
2018-06-07,87189276491
2018-06-08,87414842392
2018-06-11,87543737192
2018-06-12,87789442905
2018-06-13,87144968903
2018-06-14,87225528154
2018-06-15,86923430965
2018-06-18,85723098137
2018-06-19,84559016972
2018-06-20,84103857208
2018-06-21,83193537681
2018-06-22,84083717396
2018-06-25,82545035717
2018-06-26,82637678855
2018-06-27,81920701528
2018-06-28,82818937168
2018-06-29,83435215432
2018-07-02,82757626847
2018-07-03,82882425526
2018-07-05,83474212807
2018-07-06,83413826350
2018-07-09,85277754999
2018-07-10,86215757969
2018-07-11,84408190013
2018-07-12,85374373330
2018-07-13,85024131878
2018-07-16,84057948561
