,ES
2013-11-27,12998344942
2013-11-29,12966780238
2013-12-02,12928902594
2013-12-03,12928902594
2013-12-04,12979406120
2013-12-05,12913120242
2013-12-06,13124603756
2013-12-09,13048848468
2013-12-10,12957310827
2013-12-11,12928902594
2013-12-12,13058317879
2013-12-13,13127760227
2013-12-16,13175107282
2013-12-17,13102508464
2013-12-18,13260331982
2013-12-19,13219297867
2013-12-20,13291896685
2013-12-23,13307679037
2013-12-24,13336087271
2013-12-26,13332930800
2013-12-27,13320304919
2013-12-30,13377121385
2013-12-31,13375507963
2014-01-02,13164099840
2014-01-03,13100992938
2014-01-06,13110458973
2014-01-07,13227206743
2014-01-08,13170410530
2014-01-09,13227206743
2014-01-10,13457546936
2014-01-13,13356575892
2014-01-14,13343954512
2014-01-15,13265070884
2014-01-16,13325022441
2014-01-17,13438614866
2014-01-21,13583760741
2014-01-22,13675265750
2014-01-23,13609003502
2014-01-24,13388129344
2014-01-27,13508032458
2014-01-28,13555362635
2014-01-29,13508032458
2014-01-30,13722595926
2014-01-31,13820411625
2014-02-03,13709974546
2014-02-04,13719440581
2014-02-05,13602692812
2014-02-06,13526964529
2014-02-07,13662644369
2014-02-10,13817256280
2014-02-11,13965557501
2014-02-12,14006576987
2014-02-13,14101237341
2014-02-14,14189587004
2014-02-18,14170654933
2014-02-19,14022353713
2014-02-20,14094926651
2014-02-21,14088615960
2014-02-24,14012887677
2014-02-25,14016043023
2014-02-26,13956091465
2014-02-27,13892984563
2014-02-28,14025509058
2014-03-03,13867741802
2014-03-04,13940314740
2014-03-05,13807790245
2014-03-06,13725751272
2014-03-07,13804634900
2014-03-10,13725751272
2014-03-11,13681576440
2014-03-12,13864586457
2014-03-13,14075994580
2014-03-14,14164344243
2014-03-17,14224295800
2014-03-18,14271625977
2014-03-19,14012887677
2014-03-20,13899295253
2014-03-21,14016043023
2014-03-24,14120169412
2014-03-25,14126480102
2014-03-26,14063373199
2014-03-27,14183276314
2014-03-28,14183276314
2014-03-31,14375748205
2014-04-01,14252527506
2014-04-02,14176699383
2014-04-03,14208294434
2014-04-04,14246208495
2014-04-07,14249368001
2014-04-08,14382067215
2014-04-09,14394705235
2014-04-10,14340993648
2014-04-11,14356791174
2014-04-14,14429459791
2014-04-15,14634827623
2014-04-16,14704336735
2014-04-17,14511606924
2014-04-21,14442097812
2014-04-22,14473692863
2014-04-23,14565318511
2014-04-24,14672741684
2014-04-25,14840195454
2014-04-28,14947618628
2014-04-29,14884428526
2014-04-30,14931821102
2014-05-01,14900226051
2014-05-02,14527404449
2014-05-05,14729612776
2014-05-06,14660103664
2014-05-07,14849673970
2014-05-08,14682220199
2014-05-09,14461054842
2014-05-12,14265165526
2014-05-13,14325196123
2014-05-14,14419981276
2014-05-15,14366269689
2014-05-16,14527404449
2014-05-19,14299920082
2014-05-20,14277803546
2014-05-21,14303079587
2014-05-22,14372588699
2014-05-23,14290441567
2014-05-27,14287282062
2014-05-28,14258846516
2014-05-29,14227251465
2014-05-30,14344153154
2014-06-02,14325196123
2014-06-03,14322036618
2014-06-04,14303079587
2014-06-05,14407343256
2014-06-06,14369429194
2014-06-09,14271484536
2014-06-10,14268325031
2014-06-11,14110349776
2014-06-12,14239889485
2014-06-13,14331515133
2014-06-16,14457895337
2014-06-17,14401024245
2014-06-18,14786483868
2014-06-19,14783324362
2014-06-20,14675901189
2014-06-23,14619030097
2014-06-24,14701177230
2014-06-25,14729612776
2014-06-26,14777005352
2014-06-27,14805440898
2014-06-30,14953424463
2014-07-01,14766783455
2014-07-02,14595959482
2014-07-03,14450442764
2014-07-07,14466259799
2014-07-08,14542181565
2014-07-09,14491567054
2014-07-10,14564325413
2014-07-11,14466259799
2014-07-14,14289109012
2014-07-15,14361867371
2014-07-16,14384011219
2014-07-17,14251148129
2014-07-18,14406155068
2014-07-21,14377684405
2014-07-22,14409318475
2014-07-23,14349213743
2014-07-24,14390338033
2014-07-25,14342886929
2014-07-28,14583305855
2014-07-29,14447279357
2014-07-30,14213187246
2014-07-31,13887356334
2014-08-01,13852558858
2014-08-04,13662754444
2014-08-05,13488767064
2014-08-06,13298962649
2014-08-07,13431825739
2014-08-08,13754493244
2014-08-11,13691225106
2014-08-12,13688061699
2014-08-13,13745003023
2014-08-14,13928480624
2014-08-15,13972768321
2014-08-18,13975931728
2014-08-19,14153082515
2014-08-20,14263801757
2014-08-21,14292272419
2014-08-22,14285945605
2014-08-25,14346050336
2014-08-26,14219514060
2014-08-27,14342886929
2014-08-28,14418808695
2014-08-29,14516874309
2014-09-02,14374520999
2014-09-03,14475750020
2014-09-04,14507384089
2014-09-05,14731985979
2014-09-08,14659227620
2014-09-09,14497893868
2014-09-10,14384011219
2014-09-11,14355540557
2014-09-12,14099304597
2014-09-15,14115121632
2014-09-16,14412481881
2014-09-17,14431462323
2014-09-18,14317579674
2014-09-19,14377684405
2014-09-22,14206860432
2014-09-23,14137265480
2014-09-24,14083487563
2014-09-25,14004402390
2014-09-26,14045526680
2014-09-29,14017056018
2014-09-30,14030752482
2014-10-01,14217618034
2014-10-02,14268293438
2014-10-03,14426654076
2014-10-06,14426654076
2014-10-07,14509001607
2014-10-08,14781381904
2014-10-09,14600850777
2014-10-10,14714870436
2014-10-13,14813054031
2014-10-14,15063263839
2014-10-15,15063263839
2014-10-16,14866896648
2014-10-17,14942909754
2014-10-20,15224791689
2014-10-21,15142444157
2014-10-22,15224791689
2014-10-23,15332476922
2014-10-24,15389486752
2014-10-27,15345145773
2014-10-28,15449663794
2014-10-29,15313473646
2014-10-30,15630194921
2014-10-31,15630194921
2014-11-03,15703040814
2014-11-04,15680870325
2014-11-05,16098942408
2014-11-06,15677703112
2014-11-07,16057768642
2014-11-10,16067270280
2014-11-11,16007093238
2014-11-12,15674535899
2014-11-13,15604857219
2014-11-14,15455998220
2014-11-17,15658699836
2014-11-18,15766385069
2014-11-19,15817060473
2014-11-20,15823394899
2014-11-21,15950083409
2014-11-24,15839230962
2014-11-25,15680870325
2014-11-26,15722044091
2014-11-28,16038765366
2014-12-01,16054601429
2014-12-02,16216129280
2014-12-03,16222463705
2014-12-04,16330148939
2014-12-05,16257303045
2014-12-08,16453670236
2014-12-09,16545519406
2014-12-10,16358653853
2014-12-11,16368155492
2014-12-12,16197126003
2014-12-15,16067270280
2014-12-16,16143283386
2014-12-17,16418830896
2014-12-18,16745053809
2014-12-19,16691211192
2014-12-22,16805230851
2014-12-23,17023768531
2014-12-24,17426004550
2014-12-26,17631873379
2014-12-29,17783899591
2014-12-30,17315152104
2014-12-31,16970701810
2015-01-02,17040461795
2015-01-05,16888258191
2015-01-06,16897770916
2015-01-07,17145101772
2015-01-08,17173639948
2015-01-09,16958018176
2015-01-12,16910454550
2015-01-13,17021436344
2015-01-14,17170469040
2015-01-15,17468534430
2015-01-16,17614396217
2015-01-20,17554148957
2015-01-21,17680985294
2015-01-22,17617567125
2015-01-23,17706352561
2015-01-26,17693668927
2015-01-27,17696839836
2015-01-28,17649276210
2015-01-29,17883923432
2015-01-30,17623908942
2015-02-02,17804650722
2015-02-03,17769770729
2015-02-04,17633421668
2015-02-05,17845872531
2015-02-06,17030949070
2015-02-09,16853378199
2015-02-10,17338527185
2015-02-11,16904112733
2015-02-12,16583850984
2015-02-13,16177974707
2015-02-17,16244563784
2015-02-18,16659952786
2015-02-19,16647269152
2015-02-20,16659952786
2015-02-23,16710687320
2015-02-24,16913625458
2015-02-25,16682149145
2015-02-26,16437989197
2015-02-27,16409451021
2015-03-02,15933814760
2015-03-03,16044796554
2015-03-04,15829174782
2015-03-05,16028942012
2015-03-06,15461349407
2015-03-09,15493058491
2015-03-10,15572331201
2015-03-11,15480374857
2015-03-12,15749902072
2015-03-13,15578673018
2015-03-16,15778440248
2015-03-17,15705509354
2015-03-18,16117727448
2015-03-19,16086018363
2015-03-20,16174803799
2015-03-23,16320665586
2015-03-24,16111385631
2015-03-25,15892592950
2015-03-26,15826003874
2015-03-27,15892592950
2015-03-30,16057480188
2015-03-31,16045817146
2015-04-01,16112515911
2015-04-02,16083930726
2015-04-06,16214152124
2015-04-07,15979118381
2015-04-08,16001351303
2015-04-09,15867953773
2015-04-10,16039464883
2015-04-13,15779022086
2015-04-14,15953709328
2015-04-15,15956885459
2015-04-16,15991822908
2015-04-17,15896538958
2015-04-20,16039464883
2015-04-21,15756789165
2015-04-22,15709147190
2015-04-23,15759965296
2015-04-24,15972766118
2015-04-27,15823487930
2015-04-28,16004527434
2015-04-29,15883834431
2015-04-30,15486817974
2015-05-01,15528107685
2015-05-04,15677385873
2015-05-05,15315306864
2015-05-06,15175557071
2015-05-07,15220022914
2015-05-08,15391534024
2015-05-11,15407414682
2015-05-12,15470937315
2015-05-13,15226375178
2015-05-14,15416943077
2015-05-15,15617039372
2015-05-18,15702794927
2015-05-19,15664681347
2015-05-20,15712323322
2015-05-21,15699618795
2015-05-22,15655152952
2015-05-26,15563045134
2015-05-27,15489994105
2015-05-28,15642448425
2015-05-29,15642448425
2015-06-01,15623391635
2015-06-02,15401062419
2015-06-03,15143795754
2015-06-04,15067568595
2015-06-05,14829358720
2015-06-08,14715017980
2015-06-09,14715017980
2015-06-10,14667376005
2015-06-11,14819830325
2015-06-12,14641966952
2015-06-15,14616557899
2015-06-16,14826182588
2015-06-17,14911938143
2015-06-18,15019926620
2015-06-19,14845239378
2015-06-22,14788069008
2015-06-23,14562563661
2015-06-24,14473631974
2015-06-25,14454575184
2015-06-26,14607029504
2015-06-29,14451399053
2015-06-30,14415504946
2015-07-01,14466297300
2015-07-02,14764702380
2015-07-06,14701211937
2015-07-07,15040885804
2015-07-08,14961522751
2015-07-09,14834541866
2015-07-10,14885334220
2015-07-13,14932952052
2015-07-14,15015489627
2015-07-15,15148819556
2015-07-16,15332941839
2015-07-17,15212309999
2015-07-20,15104376246
2015-07-21,15085329114
2015-07-22,15183739299
2015-07-23,15031362238
2015-07-24,14986918928
2015-07-27,15196437388
2015-07-28,15275800441
2015-07-29,15329767317
2015-07-30,15482144379
2015-07-31,15783723980
2015-08-03,15824992768
2015-08-04,15586903609
2015-08-05,15631346918
2015-08-06,15723408060
2015-08-07,15809120157
2015-08-10,15878959644
2015-08-11,16002766006
2015-08-12,16161492112
2015-08-13,16123397847
2015-08-14,16247204210
2015-08-17,16383708661
2015-08-18,16339265351
2015-08-19,16405930316
2015-08-20,16386883183
2015-08-21,16202760900
2015-08-24,15529762211
2015-08-25,14999617017
2015-08-26,15263102352
2015-08-27,15425002981
2015-08-28,15329767317
2015-08-31,14996442494
2015-09-01,14625023406
2015-09-02,14650419583
2015-09-03,14748829769
2015-09-04,14520264176
2015-09-08,14755178813
2015-09-09,14561532964
2015-09-10,14444075646
2015-09-11,14631372451
2015-09-14,14682164805
2015-09-15,14825018300
2015-09-16,14828192822
2015-09-17,15129772423
2015-09-18,14990093450
2015-09-21,15082154592
2015-09-22,15069456503
2015-09-23,15148819556
2015-09-24,15291673052
2015-09-25,15520238644
2015-09-28,15583729087
2015-09-29,15650394051
2015-09-30,16069813506
2015-10-01,15847591668
2015-10-02,16034892932
2015-10-05,16222194195
2015-10-06,16076162702
2015-10-07,16006321552
2015-10-08,16212670402
2015-10-09,16072988104
2015-10-12,16247590977
2015-10-13,16174575230
2015-10-14,16269813161
2015-10-15,16453939827
2015-10-16,16584098332
2015-10-19,16501558792
2015-10-20,16571399941
2015-10-21,16526955574
2015-10-22,16730129826
2015-10-23,16419019252
2015-10-26,16523780976
2015-10-27,16485685804
2015-10-28,16180924425
2015-10-29,16114257874
2015-10-30,16171400632
2015-11-02,16177749828
2015-11-03,16333305115
2015-11-04,16377749482
2015-11-05,16349178103
2015-11-06,15561877876
2015-11-09,15666639600
2015-11-10,15990448564
2015-11-11,16212670402
2015-11-12,15946004196
2015-11-13,15809496496
2015-11-16,16180924425
2015-11-17,15761877530
2015-11-18,16063464311
2015-11-19,16203146609
2015-11-20,16330130517
2015-11-23,16231717988
2015-11-24,16079337299
2015-11-25,15987273966
2015-11-27,16041242127
2015-11-30,16174575230
2015-12-01,16117432472
2015-12-02,15787274312
2015-12-03,15657115807
2015-12-04,16072988104
2015-12-07,16247590977
2015-12-08,16225368793
2015-12-09,16139654655
2015-12-10,15511084313
2015-12-11,15526957301
2015-12-14,15615846037
2015-12-15,15784099714
2015-12-16,16238067184
2015-12-17,16419019252
2015-12-18,16015845346
2015-12-21,15895210633
2015-12-22,16092035690
2015-12-23,16393622471
2015-12-24,16425368448
2015-12-28,16457114424
2015-12-29,16476162011
2015-12-30,16460289022
2015-12-31,16215600390
2016-01-04,16155272134
2016-01-05,16304505190
2016-01-06,16339432075
2016-01-07,16237826590
2016-01-08,16136221105
2016-01-11,16202899705
2016-01-12,16231476247
2016-01-13,16288629333
2016-01-14,16466438932
2016-01-15,16317205875
2016-01-19,16698226445
2016-01-20,16241001762
2016-01-21,16060016991
2016-01-22,16377534132
2016-01-25,16396585161
2016-01-26,16558518903
2016-01-27,16612496817
2016-01-28,16856985015
2016-01-29,17082422185
2016-02-01,17326910384
2016-02-02,17488844126
2016-02-03,17692055096
2016-02-04,17441216555
2016-02-05,17355486927
2016-02-08,17174502156
2016-02-09,17365012441
2016-02-10,17444391726
2016-02-11,17114173899
2016-02-12,16990342214
2016-02-16,17101473214
2016-02-17,16999867729
2016-02-18,17291983498
2016-02-19,17358662098
2016-02-22,17571398582
2016-02-23,17730157153
2016-02-24,17853988838
2016-02-25,17990521209
2016-02-26,17390413812
2016-02-29,17241180756
2016-03-01,17218954556
2016-03-02,17253881441
2016-03-03,17345961412
2016-03-04,17634902011
2016-03-07,17815886781
2016-03-08,18000046723
2016-03-09,18057199808
2016-03-10,17939718466
2016-03-11,17955594323
2016-03-14,18015922580
2016-03-15,18019097751
2016-03-16,18222308721
2016-03-17,18365191435
2016-03-18,18158805293
2016-03-21,18209608036
2016-03-22,18250885264
2016-03-23,18393767978
2016-03-24,18362016264
2016-03-28,18342965235
2016-03-29,18584278262
2016-03-30,18539825862
2016-03-31,18539605778
2016-04-01,18685787106
2016-04-04,18619052152
2016-04-05,18139196054
2016-04-06,18078816810
2016-04-07,18050216116
2016-04-08,18129662489
2016-04-11,17996192581
2016-04-12,18008904001
2016-04-13,17818232704
2016-04-14,17827766269
2016-04-15,18024793276
2016-04-18,18151907474
2016-04-19,18126484634
2016-04-20,17681584941
2016-04-21,17484557934
2016-04-22,17605316423
2016-04-25,17637094972
2016-04-26,17592605003
2016-04-27,17811876994
2016-04-28,17815054849
2016-04-29,17935813337
2016-05-02,18136018199
2016-05-03,18104239650
2016-05-04,18275843817
2016-05-05,18240887413
2016-05-06,18164618894
2016-05-09,18298088802
2016-05-10,18285377382
2016-05-11,18228175993
2016-05-12,18313978076
2016-05-13,18237709558
2016-05-16,18234531703
2016-05-17,17738786330
2016-05-18,17411467271
2016-05-19,17570360018
2016-05-20,17449601530
2016-05-23,17211262409
2016-05-24,17373333011
2016-05-25,17255752378
2016-05-26,17414645126
2016-05-27,17481380079
2016-05-31,17554470743
2016-06-01,17643450682
2016-06-02,17589427148
2016-06-03,17846833399
2016-06-06,17738786330
2016-06-07,17700652071
2016-06-08,17900856933
2016-06-09,18075638955
2016-06-10,18012081856
2016-06-13,18088350375
2016-06-14,18205931008
2016-06-15,17961236177
2016-06-16,18043860406
2016-06-17,18078816810
2016-06-20,18056571825
2016-06-21,18123306779
2016-06-22,18015259711
2016-06-23,17929457627
2016-06-24,18183686023
2016-06-27,18619052152
2016-06-28,18536427923
2016-06-29,18615874297
2016-06-30,19035491376
2016-07-01,18975111687
2016-07-05,19146717119
2016-07-06,19143539240
2016-07-07,18860708066
2016-07-08,18930621390
2016-07-11,18854352309
2016-07-12,18393559947
2016-07-13,18530208717
2016-07-14,18352247529
2016-07-15,18390382069
2016-07-18,18473006906
2016-07-19,18460295393
2016-07-20,18399915704
2016-07-21,18434872366
2016-07-22,18711347783
2016-07-25,18708169905
2016-07-26,18530208717
2016-07-27,18339536015
2016-07-28,18422160852
2016-07-29,18587410527
2016-08-01,18759015959
2016-08-02,18587410527
2016-08-03,18298223596
2016-08-04,18310935110
2016-08-05,18031281814
2016-08-08,18040815449
2016-08-09,18063060598
2016-08-10,18094839381
2016-08-11,18161574827
2016-08-12,18193353611
2016-08-15,17913700315
2016-08-16,17627691262
2016-08-17,17723027613
2016-08-18,17964546369
2016-08-19,17649936411
2016-08-22,17678537316
2016-08-23,17567311574
2016-08-24,17586378844
2016-08-25,17564133695
2016-08-26,17198677684
2016-08-29,17278124643
2016-08-30,17077918306
2016-08-31,17151009508
2016-09-01,17030250131
2016-09-02,17278124643
2016-09-06,17465619466
2016-09-07,17437018561
2016-09-08,17481508858
2016-09-09,16922202267
2016-09-12,17259057373
2016-09-13,17036605887
2016-09-14,17065206793
2016-09-15,17087451941
2016-09-16,17217744954
2016-09-19,17348037967
2016-09-20,17297191913
2016-09-21,17621335506
2016-09-22,17738917005
2016-09-23,17869210018
2016-09-26,17904166680
2016-09-27,17608623992
2016-09-28,17554600060
2016-09-29,17379816750
2016-09-30,17202705399
2016-10-03,16999498838
2016-10-04,16704214305
2016-10-05,16688338792
2016-10-06,16739140432
2016-10-07,16650237562
2016-10-10,16751840842
2016-10-11,16504182846
2016-10-12,16694688997
2016-10-13,16923296378
2016-10-14,16885195148
2016-10-17,17066175991
2016-10-18,17186829886
2016-10-19,17136028246
2016-10-20,17183654784
2016-10-21,17145553554
2016-10-24,17186829886
2016-10-25,17240806629
2016-10-26,17243981731
2016-10-27,17116977631
2016-10-28,17209055604
2016-10-31,17482114420
2016-11-01,17170954374
2016-11-02,16967747813
2016-11-03,16948697198
2016-11-04,16885195148
2016-11-07,17237631526
2016-11-08,17472589112
2016-11-09,16901070660
2016-11-10,16618486537
2016-11-11,16494657539
2016-11-14,16412104874
2016-11-15,16647062459
2016-11-16,16501007744
2016-11-17,16574035102
2016-11-18,16453381206
2016-11-21,16574035102
2016-11-22,16653412664
2016-11-23,16427980386
2016-11-25,16697864100
2016-11-28,17094751913
2016-11-29,17066175991
2016-11-30,16389879156
2016-12-01,16224773826
2016-12-02,16408929771
2016-12-05,16488307334
2016-12-06,16513708154
2016-12-07,16818517995
2016-12-08,16923296378
2016-12-09,17069351093
2016-12-12,17237631526
2016-12-13,17320184192
2016-12-14,16850269020
2016-12-15,17043950273
2016-12-16,17326534397
2016-12-19,17485289522
2016-12-20,17545616470
2016-12-21,17447188292
2016-12-22,17602768315
2016-12-23,17609118520
2016-12-27,17583717700
2016-12-28,17374160934
2016-12-29,17644044648
2016-12-30,17536091162
2017-01-03,17485870357
2017-01-04,17546188355
2017-01-05,17549362987
2017-01-06,17543013724
2017-01-09,17323964150
2017-01-10,17231899836
2017-01-11,17479521094
2017-01-12,17558886881
2017-01-13,17508092777
2017-01-17,17689046773
2017-01-18,17625554143
2017-01-19,17482695725
2017-01-20,17460473305
2017-01-23,17377932885
2017-01-24,17317614887
2017-01-25,17238249099
2017-01-26,17311265624
2017-01-27,17222375941
2017-01-30,17279519308
2017-01-31,17562061513
2017-02-01,17365234359
2017-02-02,17571585407
2017-02-03,17689046773
2017-02-06,17676348247
2017-02-07,17708094562
2017-02-08,17933493399
2017-02-09,17793809613
2017-02-10,17911270979
2017-02-13,17933493399
2017-02-14,17762063298
2017-02-15,17701745299
2017-02-16,17870000769
2017-02-17,17825555928
2017-02-21,18044605502
2017-02-22,18285877497
2017-02-23,18450958336
2017-02-24,18739849803
2017-02-27,18641436226
2017-02-28,18622388437
2017-03-01,18473180756
2017-03-02,18600166017
2017-03-03,18501752440
2017-03-06,18523974860
2017-03-07,18590642122
2017-03-08,18260480445
2017-03-09,18216035604
2017-03-10,18320798444
2017-03-13,18425561284
2017-03-14,18517625597
2017-03-15,18771596118
2017-03-16,18584292859
2017-03-17,18708103488
2017-03-20,18565245070
2017-03-21,18870009695
2017-03-22,18955724746
2017-03-23,18943026220
2017-03-24,19050963691
2017-03-27,18904930642
2017-03-28,18885882852
2017-03-29,18752548329
2017-03-30,18609689911
2017-03-31,18656264434
2017-04-03,18691177484
2017-04-04,18681655743
2017-04-05,18856220994
2017-04-06,18897481872
2017-04-07,18853047081
2017-04-10,18814960117
2017-04-11,18792742721
2017-04-12,19005394936
2017-04-13,18922873181
2017-04-17,19135525395
2017-04-18,19087916691
2017-04-19,18929221008
2017-04-20,18865742735
2017-04-21,18980003627
2017-04-24,19053003640
2017-04-25,19043481900
2017-04-26,18960960145
2017-04-27,18970481886
2017-04-28,18853047081
2017-05-01,18770525326
2017-05-02,18795916635
2017-05-03,18761003585
2017-05-04,18881612303
2017-05-05,18900655785
2017-05-08,18967307972
2017-05-09,18837177512
2017-05-10,18799090548
2017-05-11,18878438390
2017-05-12,19005394936
2017-05-15,19091090604
2017-05-16,18926047094
2017-05-17,19103786259
2017-05-18,19119655827
2017-05-19,19078394950
2017-05-22,19278351510
2017-05-23,19405308056
2017-05-24,19491003724
2017-05-25,19627482011
2017-05-26,19487829811
2017-05-30,19513221120
2017-05-31,19700482025
2017-06-01,19789351607
2017-06-02,19795699435
2017-06-05,19770308125
2017-06-06,19729047248
2017-06-07,19862351621
2017-06-08,19713177680
2017-06-09,19773482039
2017-06-12,19757612471
2017-06-13,19729047248
2017-06-14,19821090744
2017-06-15,19875047276
2017-06-16,20071829922
2017-06-19,19929003808
2017-06-20,19948047290
2017-06-21,19906786412
2017-06-22,19741742903
2017-06-23,19757612471
2017-06-26,19887742930
2017-06-27,19675090716
2017-06-28,19433873278
2017-06-29,19265655855
2017-06-30,19268930790
2017-07-03,19173712881
2017-07-05,19065799252
2017-07-06,19040407809
2017-07-07,19065799252
2017-07-10,19015016367
2017-07-11,18986450994
2017-07-12,19049929600
2017-07-13,19011842437
2017-07-14,19113408206
2017-07-17,19145147509
2017-07-18,19183234672
2017-07-19,19256235069
2017-07-20,19427627305
2017-07-21,19532367004
2017-07-24,19278452581
2017-07-25,19195930393
2017-07-26,19341931187
2017-07-27,19268930790
2017-07-28,19211800045
2017-07-31,19294322232
2017-08-01,19326061535
2017-08-02,19380018350
2017-08-03,19640280634
2017-08-04,19545062725
2017-08-07,19694237449
2017-08-08,19776759636
2017-08-09,19592671680
2017-08-10,19748194264
2017-08-11,19633932773
2017-08-14,19732324612
2017-08-15,19859281824
2017-08-16,19932282221
2017-08-17,19824368591
2017-08-18,20014804408
2017-08-21,19986239036
2017-08-22,19967195454
2017-08-23,20040195851
2017-08-24,19986239036
2017-08-25,20021152269
2017-08-28,20081456944
2017-08-29,20087804805
2017-08-30,20071935153
2017-08-31,19995760827
2017-09-01,19859281824
2017-09-05,19979891175
2017-09-06,19871977545
2017-09-07,20059239432
2017-09-08,20151283411
2017-09-11,20348067089
2017-09-12,19881499336
2017-09-13,19795803218
2017-09-14,20011630478
2017-09-15,19951325802
2017-09-18,19579975959
2017-09-19,19605367401
2017-09-20,19513323422
2017-09-21,19500627701
2017-09-22,19268930790
2017-09-25,19510149492
2017-09-26,19468888398
2017-09-27,19180060742
2017-09-28,19224495766
2017-09-29,19183234672
2017-10-02,19164421319
2017-10-03,19110463856
2017-10-04,19294554025
2017-10-05,19243770530
2017-10-06,19164421319
2017-10-09,19145377509
2017-10-10,19253292435
2017-10-11,19456426414
2017-10-12,19573863246
2017-10-13,19567515309
2017-10-16,19424686730
2017-10-17,19596081025
2017-10-18,19500861972
2017-10-19,19697648014
2017-10-20,19719865793
2017-10-23,19796041035
2017-10-24,19811910877
2017-10-25,19783345161
2017-10-26,19754779446
2017-10-27,19929347709
2017-10-30,19834128656
2017-10-31,19881738182
2017-11-01,19894434056
2017-11-02,20069002319
2017-11-03,20167395340
2017-11-06,20218178835
2017-11-07,20478444245
2017-11-08,20513357898
2017-11-09,20529227740
2017-11-10,20335615666
2017-11-13,20554619487
2017-11-14,20887886172
2017-11-15,20630794730
2017-11-16,20595881077
2017-11-17,20380051224
2017-11-20,20262614393
2017-11-21,20291180109
2017-11-22,20253092488
2017-11-24,20418138845
2017-11-27,20446704561
2017-11-28,20491140119
2017-11-29,20507009961
2017-11-30,20583185203
2017-12-01,20767275372
2017-12-04,20783145214
2017-12-05,20592707108
2017-12-06,20665708382
2017-12-07,20602229014
2017-12-08,20700622035
2017-12-11,20852972519
2017-12-12,20380051224
2017-12-13,20656186477
2017-12-14,20560967424
2017-12-15,20510183930
2017-12-18,20284832172
2017-12-19,19865868340
2017-12-20,19748431509
2017-12-21,19672256267
2017-12-22,19796041035
2017-12-26,19665908330
2017-12-27,19846824530
2017-12-28,19980131203
2017-12-29,20053132477
2018-01-02,20043623833
2018-01-03,19865881484
2018-01-04,19586572078
2018-01-05,19621485754
2018-01-08,19757966487
2018-01-09,19608789872
2018-01-10,19462787228
2018-01-11,19526266639
2018-01-12,19472309140
2018-01-16,19345350319
2018-01-17,19567528255
2018-01-18,19300914732
2018-01-19,19294566791
2018-01-22,19285044879
2018-01-23,19399307818
2018-01-24,19402481788
2018-01-25,20494327647
2018-01-26,20335629121
2018-01-29,19818271926
2018-01-30,19856359573
2018-01-31,20024580010
2018-02-01,19094606648
2018-02-02,18837515036
2018-02-05,18513770043
2018-02-06,18263026372
2018-02-07,18056718288
2018-02-08,17809148587
2018-02-09,18097979905
2018-02-12,18259852401
2018-02-13,18288418136
2018-02-14,18275722254
2018-02-15,18589945335
2018-02-16,18764513714
2018-02-20,18462986514
2018-02-21,18205894902
2018-02-22,18243982548
2018-02-23,18875602682
2018-02-26,18669294598
2018-02-27,18215416814
2018-02-28,18091631964
2018-03-01,17948803290
2018-03-02,18123371669
2018-03-05,18320157841
2018-03-06,17990064907
2018-03-07,17866280057
2018-03-08,18050370347
2018-03-09,18167807256
2018-03-12,18110675787
2018-03-13,17990064907
2018-03-14,18151937403
2018-03-15,18275722254
2018-03-16,18491552249
2018-03-19,18421724898
2018-03-20,18304287988
2018-03-21,18237634607
2018-03-22,18253504460
2018-03-23,18024978583
2018-03-26,18259852401
2018-03-27,18596293276
2018-03-28,18558205630
2018-03-29,18701034303
2018-04-02,18618607447
2018-04-03,18818534542
2018-04-04,18891523799
2018-04-05,19043849205
2018-04-06,18929605151
2018-04-09,18948645827
2018-04-10,18821707988
2018-04-11,18853442448
2018-04-12,18609087109
2018-04-13,18732851501
2018-04-16,18939125489
2018-04-17,19116838463
2018-04-18,19008941300
2018-04-19,18996247516
2018-04-20,18793146975
2018-04-23,18789973529
2018-04-24,18862962786
2018-04-25,18840748664
2018-04-26,19047022651
2018-04-27,19237429409
2018-04-30,19120011909
2018-05-01,18961339611
2018-05-02,18942298935
2018-05-03,18682076366
2018-05-04,18736024947
2018-05-07,18637648123
2018-05-08,18190192242
2018-05-09,18088641972
2018-05-10,18390119338
2018-05-11,18418680351
2018-05-14,18256834607
2018-05-15,18212406364
2018-05-16,18228273594
2018-05-17,18120376431
2018-05-18,18190192242
2018-05-21,18237793932
2018-05-22,18336170756
2018-05-23,17942663457
2018-05-24,17971224471
2018-05-25,17853806970
2018-05-29,18028346498
2018-05-30,18133070215
2018-05-31,18114029539
2018-06-01,17707828456
2018-06-04,17612625078
2018-06-05,17450779334
2018-06-06,17022364129
2018-06-07,17009670345
2018-06-08,16996976561
2018-06-11,16778008790
2018-06-12,17035057913
2018-06-13,16955721764
2018-06-14,17133434738
2018-06-15,17336535279
2018-06-18,17482513793
2018-06-19,17695134672
2018-06-20,17711001902
2018-06-21,17676093997
2018-06-22,17780817713
2018-06-25,18193365688
2018-06-26,18263181499
2018-06-27,18402813122
2018-06-28,18494843054
2018-06-29,18599566771
2018-07-02,18730593692
2018-07-03,18889273747
2018-07-05,18952745769
2018-07-06,19139988234
2018-07-09,18552872030
2018-07-10,18635385659
2018-07-11,18803586517
2018-07-12,18768676905
2018-07-13,18768676905
2018-07-16,18736940894
2018-07-17,18682989675
