,FIS
2015-06-12,17776060000
2015-06-15,17663660000
2015-06-16,17711430000
2015-06-17,17686140000
2015-06-18,17815400000
2015-06-19,17967140000
2015-06-22,18149790000
2015-06-23,18059870000
2015-06-24,17787300000
2015-06-25,17739530000
2015-06-26,17806970000
2015-06-29,17537210000
2015-06-30,17304000000
2015-07-01,17449600000
2015-07-02,17463600000
2015-07-06,17505600000
2015-07-07,17556000000
2015-07-08,17242400000
2015-07-09,17452400000
2015-07-10,17799600000
2015-07-13,17925600000
2015-07-14,17964800000
2015-07-15,17962000000
2015-07-16,18060000000
2015-07-17,17945200000
2015-07-20,17992800000
2015-07-21,17864000000
2015-07-22,17956400000
2015-07-23,17522400000
2015-07-24,17539200000
2015-07-27,17396400000
2015-07-28,17477600000
2015-07-29,17707200000
2015-07-30,18438000000
2015-07-31,18320400000
2015-08-03,18337200000
2015-08-04,18278400000
2015-08-05,18407200000
2015-08-06,18110400000
2015-08-07,18135600000
2015-08-10,18345600000
2015-08-11,18219599999
2015-08-12,19810000000
2015-08-13,19644800000
2015-08-14,19675600000
2015-08-17,20006000000
2015-08-18,20081600000
2015-08-19,20120800000
2015-08-20,19966800000
2015-08-21,19409599999
2015-08-24,18471600000
2015-08-25,18303600000
2015-08-26,19446000000
2015-08-27,19681200000
2015-08-28,19678400000
2015-08-31,19336800000
2015-09-01,18782400000
2015-09-02,18995200000
2015-09-03,19082000000
2015-09-04,18776800000
2015-09-08,19420800000
2015-09-09,19020400000
2015-09-10,19241600000
2015-09-11,19493600000
2015-09-14,19247200000
2015-09-15,19563600000
2015-09-16,19580400000
2015-09-17,19404000000
2015-09-18,19090400000
2015-09-21,19482400000
2015-09-22,19098800000
2015-09-23,19390000000
2015-09-24,19124000000
2015-09-25,19101600000
2015-09-28,18438000000
2015-09-29,18620000000
2015-09-30,19835556000
2015-10-01,19983406000
2015-10-02,20211095000
2015-10-05,20500881000
2015-10-06,20533408000
2015-10-07,20740398000
2015-10-08,21083410000
2015-10-09,20846850000
2015-10-12,20941473999
2015-10-13,20651688000
2015-10-14,20515666000
2015-10-15,20642817000
2015-10-16,20802495000
2015-10-19,20879377000
2015-10-20,20888248000
2015-10-21,20619161000
2015-10-22,20867548999
2015-10-23,21062711000
2015-10-26,21095238000
2015-10-27,20991743000
2015-10-28,21524003000
2015-10-29,21509218000
2015-10-30,21562444000
2015-11-02,21733950000
2015-11-03,19063779000
2015-11-04,19380178000
2015-11-05,19569426000
2015-11-06,19868083000
2015-11-09,19619695000
2015-11-10,19667007000
2015-11-11,19835556000
2015-11-12,19607867000
2015-11-13,19250070000
2015-11-16,19368350000
2015-11-17,19400877000
2015-11-18,19551684000
2015-11-19,19539856000
2015-11-20,19637437000
2015-11-23,19383135000
2015-11-24,19155446000
2015-11-25,19081521000
2015-11-27,19137704000
2015-11-30,18827219000
2015-12-01,19069693000
2015-12-02,19214586000
2015-12-03,18945498999
2015-12-04,19232328000
2015-12-07,18779907000
2015-12-08,18643885000
2015-12-09,18762165000
2015-12-10,18593616000
2015-12-11,18096840000
2015-12-14,18070227000
2015-12-15,18221034000
2015-12-16,18342271000
2015-12-17,17706516000
2015-12-18,17304364000
2015-12-21,17493612000
2015-12-22,17697645000
2015-12-23,18093883000
2015-12-24,18070227000
2015-12-28,18037700000
2015-12-29,18212163000
2015-12-30,18034743000
2015-12-31,19634400000
2016-01-04,19410840000
2016-01-05,19533960000
2016-01-06,19174320000
2016-01-07,19177560000
2016-01-08,18834120000
2016-01-11,19096560000
2016-01-12,19436760000
2016-01-13,19154880000
2016-01-14,19537200000
2016-01-15,18941040000
2016-01-19,19022040000
2016-01-20,18756360000
2016-01-21,18808200000
2016-01-22,19261800000
2016-01-25,19067400000
2016-01-26,19452960000
2016-01-27,19054440000
2016-01-28,18860040000
2016-01-29,19352520000
2016-02-01,19657080000
2016-02-02,19284480000
2016-02-03,19326600000
2016-02-04,19488600000
2016-02-05,18966960000
2016-02-08,18156960000
2016-02-09,18769320000
2016-02-10,18597600000
2016-02-11,18286560000
2016-02-12,18652680000
2016-02-16,19002600000
2016-02-17,19290960000
2016-02-18,19171080000
2016-02-19,19346040000
2016-02-22,19436760000
2016-02-23,19109520000
2016-02-24,19174320000
2016-02-25,19452960000
2016-02-26,19274760000
2016-02-29,18873000000
2016-03-01,19440000000
2016-03-02,19414080000
2016-03-03,19546920000
2016-03-04,19702440000
2016-03-07,19462680000
2016-03-08,19174320000
2016-03-09,19446480000
2016-03-10,19945440000
2016-03-11,20350440000
2016-03-14,20347200000
2016-03-15,20227320000
2016-03-16,20334240000
2016-03-17,20431440000
2016-03-18,20262960000
2016-03-21,20331000000
2016-03-22,20233800000
2016-03-23,20376360000
2016-03-24,20288880000
2016-03-28,20224080000
2016-03-29,20386080000
2016-03-30,20470320000
2016-03-31,20575750000
2016-04-01,21128250000
2016-04-04,20910500000
2016-04-05,20618000000
2016-04-06,20962500000
2016-04-07,20764250000
2016-04-08,20793500000
2016-04-11,20835750000
2016-04-12,20809750000
2016-04-13,20891000000
2016-04-14,20861750000
2016-04-15,20819500000
2016-04-18,21128250000
2016-04-19,21284250000
2016-04-20,21596250000
2016-04-21,21203000000
2016-04-22,21203000000
2016-04-25,21352500000
2016-04-26,21450000000
2016-04-27,21580000000
2016-04-28,21342750000
2016-04-29,21385000000
2016-05-02,21833500000
2016-05-03,23169250000
2016-05-04,23091250000
2016-05-05,22876750000
2016-05-06,23156250000
2016-05-09,23309000000
2016-05-10,24001250000
2016-05-11,23864750000
2016-05-12,23325250000
2016-05-13,23500750000
2016-05-16,23656750000
2016-05-17,23442250000
2016-05-18,23526750000
2016-05-19,23598250000
2016-05-20,23718500000
2016-05-23,23575500000
2016-05-24,24020750000
2016-05-25,23946000000
2016-05-26,24059750000
2016-05-27,24183250000
2016-05-31,24137750000
2016-06-01,24284000000
2016-06-02,24498500000
2016-06-03,24371750000
2016-06-06,24466000000
2016-06-07,24521250000
2016-06-08,24498500000
2016-06-09,24420500000
2016-06-10,24160500000
2016-06-13,23868000000
2016-06-14,23968750000
2016-06-15,23926500000
2016-06-16,23972000000
2016-06-17,23656750000
2016-06-20,23689250000
2016-06-21,23819250000
2016-06-22,23767250000
2016-06-23,24020750000
2016-06-24,22967750000
2016-06-27,22217000000
2016-06-28,23088000000
2016-06-29,23546250000
2016-06-30,24019680000
2016-07-01,24287000000
2016-07-05,24322860000
2016-07-06,24205500000
2016-07-07,24371760000
2016-07-08,24785780000
2016-07-11,24779260000
2016-07-12,25085700000
2016-07-13,25147640000
2016-07-14,25066140000
2016-07-15,24952040000
2016-07-18,25062880000
2016-07-19,25154160000
2016-07-20,25428000000
2016-07-21,25372580000
2016-07-22,25421480000
2016-07-25,25395400000
2016-07-26,26353840000
2016-07-27,26337540000
2016-07-28,26197360000
2016-07-29,25926780000
2016-08-01,25819200000
2016-08-02,25581220000
2016-08-03,25476900000
2016-08-04,25499720000
2016-08-05,25828980000
2016-08-08,25887660000
2016-08-09,25991980000
2016-08-10,26031100000
2016-08-11,26243000000
2016-08-12,26093040000
2016-08-15,26109340000
2016-08-16,25718140000
2016-08-17,25802900000
2016-08-18,25832240000
2016-08-19,25845280000
2016-08-22,25920260000
2016-08-23,26102819999
2016-08-24,25936560000
2016-08-25,25952860000
2016-08-26,25923520000
2016-08-29,25877880000
2016-08-30,25923520000
2016-08-31,25861580000
2016-09-01,25962640000
2016-09-02,26223440000
2016-09-06,26213660000
2016-09-07,26096300000
2016-09-08,25838760000
2016-09-09,25232400000
2016-09-12,25444300000
2016-09-13,25000940000
2016-09-14,24795560000
2016-09-15,24987900000
2016-09-16,24479340000
2016-09-19,24743400000
2016-09-20,24961819999
2016-09-21,25141120000
2016-09-22,25271520000
2016-09-23,25128080000
2016-09-26,25059620000
2016-09-27,25343240000
2016-09-28,25176980000
2016-09-29,25049840000
2016-09-30,25188810000
2016-10-03,25149570000
2016-10-04,25002419999
2016-10-05,25136490000
2016-10-06,25597560000
2016-10-07,25385010000
2016-10-10,25313070000
2016-10-11,25012230000
2016-10-12,25241130000
2016-10-13,24959910000
2016-10-14,25015500000
2016-10-17,24789870000
2016-10-18,24835650000
2016-10-19,24956639999
2016-10-20,24619830000
2016-10-21,24528270000
2016-10-24,24819300000
2016-10-25,24708120000
2016-10-26,24574050000
2016-10-27,24227430000
2016-10-28,24318990000
2016-10-31,24171840000
2016-11-01,25129950000
2016-11-02,24541350000
2016-11-03,24515190000
2016-11-04,24662340000
2016-11-07,25015500000
2016-11-08,25048200000
2016-11-09,25146300000
2016-11-10,25195350000
2016-11-11,24956639999
2016-11-14,24587130000
2016-11-15,24439980000
2016-11-16,24557700000
2016-11-17,24809490000
2016-11-18,25218240000
2016-11-21,25352310000
2016-11-22,25388280000
2016-11-23,25833000000
2016-11-25,25754520000
2016-11-28,25725090000
2016-11-29,25800300000
2016-11-30,25241130000
2016-12-01,24763710000
2016-12-02,24525000000
2016-12-05,24616560000
2016-12-06,24691770000
2016-12-07,24727740000
2016-12-08,24564240000
2016-12-09,24708120000
2016-12-12,24780060000
2016-12-13,24636180000
2016-12-14,24825840000
2016-12-15,25293450000
2016-12-16,25061280000
2016-12-19,24878160000
2016-12-20,25002419999
2016-12-21,25077630000
2016-12-22,24786600000
2016-12-23,24858540000
2016-12-27,25071090000
2016-12-28,25041660000
2016-12-29,25179000000
2016-12-30,24734280000
2017-01-03,25249440000
2017-01-04,25662720000
2017-01-05,25600400000
2017-01-06,25875920000
2017-01-09,25597120000
2017-01-10,25469200000
2017-01-11,25383920000
2017-01-12,25272400000
2017-01-13,25377360000
2017-01-17,25813600000
2017-01-18,26062879999
2017-01-19,25961200000
2017-01-20,26171120000
2017-01-23,26262959999
2017-01-24,26249840000
2017-01-25,26200640000
2017-01-26,26095680000
2017-01-27,26177680000
2017-01-30,26108800000
2017-01-31,26049760000
2017-02-01,25918560000
2017-02-02,25931680000
2017-02-03,26043200000
2017-02-06,26026800000
2017-02-07,25354400000
2017-02-08,26187520000
2017-02-09,26486000000
2017-02-10,26390879999
2017-02-13,26538480000
2017-02-14,26404000000
2017-02-15,26702480000
2017-02-16,26804160000
2017-02-17,26912400000
2017-02-21,26951760000
2017-02-22,27164959999
2017-02-23,27253520000
2017-02-24,27499520000
2017-02-27,27102640000
2017-02-28,26984560000
2017-03-01,27230560000
2017-03-02,26984560000
2017-03-03,27207600000
2017-03-06,27125600000
2017-03-07,27105920000
2017-03-08,26968160000
2017-03-09,26889440000
2017-03-10,26971440000
2017-03-13,27132160000
2017-03-14,27046879999
2017-03-15,27066560000
2017-03-16,26879600000
2017-03-17,26840240000
2017-03-20,26574560000
2017-03-21,26256400000
2017-03-22,26207200000
2017-03-23,26180959999
2017-03-24,26279360000
2017-03-27,26374480000
2017-03-28,26335120000
2017-03-29,26249840000
2017-03-30,26256400000
2017-03-31,26274600000
2017-04-03,26215200000
2017-04-04,26112900000
2017-04-05,26235000000
2017-04-06,26268000000
2017-04-07,26357100000
2017-04-10,26578200000
2017-04-11,26426400000
2017-04-12,26571600000
2017-04-13,26452800000
2017-04-17,26607900000
2017-04-18,26647500000
2017-04-19,26614500000
2017-04-20,26918099999
2017-04-21,27234900000
2017-04-24,27495599999
2017-04-25,27673800000
2017-04-26,27680400000
2017-04-27,27749700000
2017-04-28,27782700000
2017-05-01,27858600000
2017-05-02,27475800000
2017-05-03,27383400000
2017-05-04,27561600000
2017-05-05,27406500000
2017-05-08,27502200000
2017-05-09,27439500000
2017-05-10,27581400000
2017-05-11,27588000000
2017-05-12,27426300000
2017-05-15,27525300000
2017-05-16,27647400000
2017-05-17,27340500000
2017-05-18,27327300000
2017-05-19,27456000000
2017-05-22,27729900000
2017-05-23,27607800000
2017-05-24,27703500000
2017-05-25,28168800000
2017-05-26,28142400000
2017-05-30,28145700000
2017-05-31,28337100000
2017-06-01,28634100000
2017-06-02,28601100000
2017-06-05,28561500000
2017-06-06,28462500000
2017-06-07,28561500000
2017-06-08,28145700000
2017-06-09,27921300000
2017-06-12,28026900000
2017-06-13,28294200000
2017-06-14,28290900000
2017-06-15,28389900000
2017-06-16,28112700000
2017-06-19,28073099999
2017-06-20,28099500000
2017-06-21,28046700000
2017-06-22,28003800000
2017-06-23,27997200000
2017-06-26,28017000000
2017-06-27,28122600000
2017-06-28,28373400000
2017-06-29,27987300000
2017-06-30,28267400000
2017-07-03,28283950000
2017-07-05,28502410000
2017-07-06,28317050000
2017-07-07,28724180000
2017-07-10,28896300000
2017-07-11,29068419999
2017-07-12,29326600000
2017-07-13,29541750000
2017-07-14,29650980000
2017-07-17,29667530000
2017-07-18,29740350000
2017-07-19,29746970000
2017-07-20,29727110000
2017-07-21,29790000000
2017-07-24,29829720000
2017-07-25,29690700000
2017-07-26,30018390000
2017-07-27,30137550000
2017-07-28,30064730000
2017-07-31,30193820000
2017-08-01,30408970000
2017-08-02,30200440000
2017-08-03,29925710000
2017-08-04,29912470000
2017-08-07,29972050000
2017-08-08,29786690000
2017-08-09,29588090000
2017-08-10,29545060000
2017-08-11,29531820000
2017-08-14,29938950000
2017-08-15,30008460000
2017-08-16,30269950000
2017-08-17,29647669999
2017-08-18,29733730000
2017-08-21,30074660000
2017-08-22,30312980000
2017-08-23,30233540000
2017-08-24,30203750000
2017-08-25,30233540000
2017-08-28,30382490000
2017-08-29,30432140000
2017-08-30,30581090000
2017-08-31,30756520000
2017-09-01,30564540000
2017-09-05,30521509999
2017-09-06,30607570000
2017-09-07,30627430000
2017-09-08,30551300000
2017-09-11,30912090000
2017-09-12,30892230000
2017-09-13,30591020000
2017-09-14,30488410000
2017-09-15,30455310000
2017-09-18,30961740000
2017-09-19,30706870000
2017-09-20,30716800000
2017-09-21,30690320000
2017-09-22,30799550000
2017-09-25,30726730000
2017-09-26,30667150000
2017-09-27,30783000000
2017-09-28,30895540000
2017-09-29,30912090000
2017-10-02,30985560000
2017-10-03,31008800000
2017-10-04,31111719999
2017-10-05,31148239999
2017-10-06,31178120000
2017-10-09,31324200000
2017-10-10,31410520000
2017-10-11,31420480000
2017-10-12,31410520000
2017-10-13,31526719999
2017-10-16,31609719999
2017-10-17,31334160000
2017-10-18,31476920000
2017-10-19,31589800000
2017-10-20,31632960000
2017-10-23,31775719999
2017-10-24,31629640000
2017-10-25,31715960000
2017-10-26,31852080000
2017-10-27,32077840000
2017-10-30,31895239999
2017-10-31,30796320000
2017-11-01,30912520000
2017-11-02,30995520000
2017-11-03,30935760000
2017-11-06,30919160000
2017-11-07,30036040000
2017-11-08,30427800000
2017-11-09,30716640000
2017-11-10,30796320000
2017-11-13,30826200000
2017-11-14,31018760000
2017-11-15,31055280000
2017-11-16,30942400000
2017-11-17,30563920000
2017-11-20,30534040000
2017-11-21,30457680000
2017-11-22,30407880000
2017-11-24,30580520000
2017-11-27,30534040000
2017-11-28,30783040000
2017-11-29,30783040000
2017-11-30,31317560000
2017-12-01,31125000000
2017-12-04,31085160000
2017-12-05,31596440000
2017-12-06,31639600000
2017-12-07,31828840000
2017-12-08,31822200000
2017-12-11,31775719999
2017-12-12,31287680000
2017-12-13,31294320000
2017-12-14,31075200000
2017-12-15,31483560000
2017-12-18,31623000000
2017-12-19,31540000000
2017-12-20,31566560000
2017-12-21,31493520000
2017-12-22,31314239999
2017-12-26,31251160000
2017-12-27,31208000000
2017-12-28,31300960000
2017-12-29,31237880000
2018-01-02,30921000000
2018-01-03,31102500000
2018-01-04,31333500000
2018-01-05,31511700000
2018-01-08,31590900000
2018-01-09,31693200000
2018-01-10,32102400000
2018-01-11,32267400000
2018-01-12,32211300000
2018-01-16,32066100000
2018-01-17,32208000000
2018-01-18,32188200000
2018-01-19,32495100000
2018-01-22,32732700000
2018-01-23,32712900000
2018-01-24,33184800000
2018-01-25,33495000000
2018-01-26,33950400000
2018-01-29,33887700000
2018-01-30,33877800000
2018-01-31,33778800000
2018-02-01,33696300000
2018-02-02,33267300000
2018-02-05,32076000000
2018-02-06,31587600000
2018-02-07,31934100000
2018-02-08,30604200000
2018-02-09,31359900000
2018-02-12,31399500000
2018-02-13,31736100000
2018-02-14,31680000000
2018-02-15,31864800000
2018-02-16,32280599999
2018-02-20,32115599999
2018-02-21,32059500000
2018-02-22,32349900000
2018-02-23,32940599999
2018-02-26,32973600000
2018-02-27,32485200000
2018-02-28,32069400000
2018-03-01,31666799999
2018-03-02,31977000000
2018-03-05,32864700000
2018-03-06,32574299999
2018-03-07,32528099999
2018-03-08,32762400000
2018-03-09,33254100000
2018-03-12,33405900000
2018-03-13,33135300000
2018-03-14,33105599999
2018-03-15,33033000000
2018-03-16,33211200000
2018-03-19,33016500000
2018-03-20,33303600000
2018-03-21,33191400000
2018-03-22,32181600000
2018-03-23,31303800000
2018-03-26,31732800000
2018-03-27,31244400000
2018-03-28,31455599999
2018-03-29,31779000000
2018-04-02,31159589999
2018-04-03,31255000000
2018-04-04,31584000000
2018-04-05,32064339999
2018-04-06,31429370000
2018-04-09,31584000000
2018-04-10,31857070000
2018-04-11,31695860000
2018-04-12,31807720000
2018-04-13,31659670000
2018-04-16,32008410000
2018-04-17,32113690000
2018-04-18,32087370000
2018-04-19,31932740000
2018-04-20,31587290000
2018-04-23,31485300000
2018-04-24,31179330000
2018-04-25,30962190000
2018-04-26,31255000000
2018-04-27,31156300000
2018-04-30,31245130000
2018-05-01,32788140000
2018-05-02,32403210000
2018-05-03,32705890000
2018-05-04,33117140000
2018-05-07,33627089999
2018-05-08,33949510000
2018-05-09,34186390000
2018-05-10,34515390000
2018-05-11,34508810000
2018-05-14,34446300000
2018-05-15,34446300000
2018-05-16,34492360000
2018-05-17,34156779999
2018-05-18,34255480000
2018-05-21,34364050000
2018-05-22,34051500000
2018-05-23,34173230000
2018-05-24,34150200000
2018-05-25,34038339999
2018-05-29,33683020000
2018-05-30,33972540000
2018-05-31,33630380000
2018-06-01,33959380000
2018-06-04,34140330000
2018-06-05,34466040000
2018-06-06,35179970000
2018-06-07,34699630000
2018-06-08,34920060000
2018-06-11,34827940000
2018-06-12,35258930000
2018-06-13,35235900000
2018-06-14,35439880000
2018-06-15,35347760000
2018-06-18,35291830000
2018-06-19,35331310000
2018-06-20,35203000000
2018-06-21,35331310000
2018-06-22,35410270000
2018-06-25,35064820000
2018-06-26,34906900000
2018-06-27,34498940000
2018-06-28,34778590000
2018-06-29,34883870000
2018-07-02,34997600000
2018-07-03,34964800000
2018-07-05,35273120000
2018-07-06,35545360000
2018-07-09,35496160000
2018-07-10,35305920000
2018-07-11,35335440000
2018-07-12,35604400000
2018-07-13,35466640000
2018-07-16,35325600000
2018-07-17,35535520000
2018-07-18,35742160000
2018-07-19,35660160000
2018-07-20,35719200000
2018-07-23,35863520000
2018-07-24,35643760000
2018-07-25,35912720000
2018-07-26,35794640000
2018-07-27,35240320000
2018-07-30,34459680000
2018-07-31,33826640000
2018-08-01,33767600000
2018-08-02,33872560000
2018-08-03,34184160000
2018-08-06,34367840000
2018-08-07,34492480000
2018-08-08,34725360000
2018-08-09,35079600000
2018-08-10,35056640000
2018-08-13,34813920000
2018-08-14,34994320000
2018-08-15,34774560000
2018-08-16,34879520000
2018-08-17,35128800000
2018-08-20,35253440000
2018-08-21,35286240000
2018-08-22,35506000000
2018-08-23,35548640000
2018-08-24,35709360000
2018-08-27,35391200000
2018-08-28,35289520000
2018-08-29,35443680000
2018-08-30,35325600000
2018-08-31,35479760000
2018-09-04,35381360000
2018-09-05,34945120000
2018-09-06,35292800000
2018-09-07,35243600000
2018-09-10,35660160000
2018-09-11,35804480000
2018-09-12,35916000000
2018-09-13,36096400000
2018-09-14,36119360000
2018-09-17,35893040000
2018-09-18,36001280000
2018-09-19,35676560000
2018-09-20,36011120000
2018-09-21,36270240000
2018-09-24,36057040000
2018-09-25,36017680000
2018-09-26,35922560000
2018-09-27,35676560000
2018-09-28,35774960000
2018-10-01,34940680000
2018-10-02,35051520000
2018-10-03,35211260000
2018-10-04,35087380000
2018-10-05,35266680000
2018-10-08,34976540000
2018-10-09,35146060000
2018-10-10,33522580000
2018-10-11,32981420000
2018-10-12,33375880000
2018-10-15,32997720000
2018-10-16,34171319999
2018-10-17,34187620000
2018-10-18,33926819999
2018-10-19,33822500000
2018-10-22,33884440000
2018-10-23,33630160000
2018-10-24,32828200000
2018-10-25,33551920000
2018-10-26,33046620000
2018-10-29,32316380000
2018-10-30,33780120000
2018-10-31,33936600000
2018-11-01,33887700000
2018-11-02,33789900000
2018-11-05,33894220000
2018-11-06,34122420000
2018-11-07,34992840000
2018-11-08,35103680000
2018-11-09,35035220000
2018-11-12,34454940000
2018-11-13,34164800000
2018-11-14,34070260000
2018-11-15,34823320000
2018-11-16,35162360000
2018-11-19,34014840000
2018-11-20,33398700000
2018-11-21,33692100000
2018-11-23,33662760000
2018-11-26,34031140000
2018-11-27,33943120000
2018-11-28,35191700000
2018-11-29,34507100000
2018-11-30,35191700000
2018-12-03,35573120000
2018-12-04,34595120000
2018-12-06,34487540000
2018-12-07,34106120000
2018-12-10,34451680000
2018-12-11,34500580000
2018-12-12,34797240000
2018-12-13,34507100000
2018-12-14,34096340000
2018-12-17,33271560000
2018-12-18,33111819999
2018-12-19,32939040000
2018-12-20,32319640000
2018-12-21,31899100000
2018-12-24,31240580000
2018-12-26,32414180000
2018-12-27,32867319999
2018-12-28,32864060000
2018-12-31,33123650000
2019-01-02,32761890000
2019-01-03,31754130000
2019-01-04,32874940000
2019-01-07,33081660000
2019-01-08,33330370000
2019-01-09,33172100000
2019-01-10,33537090000
2019-01-11,33440190000
2019-01-14,33482180000
2019-01-15,33821329999
2019-01-16,33485410000
2019-01-17,33659829999
2019-01-18,34186320000
2019-01-22,34024820000
2019-01-23,34202470000
2019-01-24,33966680000
2019-01-25,34053890000
2019-01-28,33685670000
2019-01-29,33459570000
2019-01-30,34082960000
2019-01-31,33763190000
2019-02-01,34625600000
2019-02-04,35197310000
2019-02-05,35497700000
2019-02-06,35433100000
2019-02-07,35100410000
2019-02-08,35207000000
2019-02-11,35239300000
2019-02-12,34415650000
2019-02-13,34493170000
2019-02-14,34334900000
2019-02-15,35184390000
2019-02-19,35113330000
2019-02-20,34580380000
2019-02-21,34599760000
2019-02-22,34590070000
2019-02-25,34493170000
2019-02-26,34499630000
2019-02-27,34628830000
2019-02-28,34932450000
2019-03-01,35009970000
2019-03-04,34664360000
2019-03-05,34525470000
2019-03-06,34431800000
2019-03-07,34124950000
2019-03-08,34144329999
2019-03-11,34573920000
2019-03-12,34680510000
2019-03-13,34754800000
2019-03-14,34812940000
2019-03-15,35168240000
2019-03-18,34922760000
2019-03-19,34431800000
2019-03-20,34480250000
2019-03-21,35581680000
2019-03-22,35662430000
2019-03-25,35019660000
2019-03-26,35500930000
2019-03-27,35520310000
2019-03-28,35911140000
2019-03-29,36531300000
2019-04-01,36864720000
2019-04-02,36974880000
2019-04-03,37237320000
2019-04-04,36945720000
2019-04-05,36738360000
2019-04-08,36822600000
2019-04-09,36858240000
2019-04-10,36411120000
2019-04-11,36579600000
2019-04-12,36663840000
2019-04-15,36657360000
2019-04-16,36151920000
2019-04-17,35996400000
2019-04-18,35928360000
2019-04-22,36356040000
2019-04-23,36547200000
2019-04-24,36300960000
2019-04-25,36142200000
2019-04-26,35931600000
2019-04-29,36138960000
2019-04-30,37561320000
2019-05-01,37331280000
2019-05-02,38167200000
2019-05-03,38154240000
2019-05-06,38011680000
2019-05-07,37548360000
2019-05-08,37629360000
2019-05-09,37541880000
2019-05-10,37817280000
2019-05-13,37405800000
2019-05-14,37882080000
2019-05-15,37989000000
2019-05-16,38588400000
2019-05-17,38468520000
2019-05-20,38335680000
2019-05-21,39012840000
2019-05-22,39204000000
2019-05-23,39012840000
2019-05-24,38471760000
2019-05-28,38669400000
2019-05-29,38578680000
2019-05-30,38734200000
2019-05-31,38977200000
2019-06-03,37768680000
2019-06-04,38957760000
2019-06-05,39459960000
2019-06-06,39388680000
2019-06-07,39702960000
2019-06-10,39621960000
2019-06-11,39427560000
2019-06-12,39187800000
2019-06-13,39152160000
2019-06-14,39333600000
2019-06-17,39375720000
2019-06-18,39728880000
2019-06-19,39945960000
2019-06-20,40137120000
2019-06-21,39754800000
2019-06-24,39275280000
2019-06-25,39288240000
2019-06-26,39291480000
2019-06-27,39314160000
2019-06-28,39748320000
2019-07-01,64278120000
2019-07-02,64453560000
2019-07-03,65335920000
2019-07-05,65428800000
2019-07-08,65444280000
2019-07-09,65532000000
2019-07-10,65490720000
2019-07-11,65955120000
2019-07-12,66749760000
2019-07-15,67265760000
2019-07-16,66930360000
2019-07-17,67389600000
2019-07-18,67766280000
2019-07-19,66945840000
2019-07-22,67642440000
2019-07-23,67626960000
2019-07-24,67141920000
2019-07-25,68359679999
2019-07-26,69974760000
2019-07-29,70542360000
2019-07-30,68984040000
2019-07-31,68757000000
2019-08-01,67704360000
2019-08-02,67162560000
2019-08-05,64990200000
2019-08-06,67554719999
2019-08-07,69391680000
2019-08-08,70377240000
2019-08-09,70434000000
2019-08-12,68354520000
2019-08-13,69582600000
2019-08-14,67430880000
2019-08-15,69629040000
2019-08-16,71367960000
2019-08-19,71667240000
2019-08-20,72043920000
2019-08-21,71311200000
2019-08-22,71192520000
2019-08-23,69386520000
2019-08-26,69995400000
2019-08-27,70552680000
2019-08-28,70697160000
2019-08-29,70862280000
2019-08-30,70289520000
2019-09-03,70470120000
2019-09-04,71063520000
2019-09-05,71749800000
2019-09-06,71037720000
2019-09-09,69061440000
2019-09-10,67781760000
2019-09-11,67745639999
2019-09-12,68855040000
2019-09-13,67534080000
2019-09-16,68658960000
2019-09-17,69355560000
2019-09-18,68571239999
2019-09-19,69092400000
2019-09-20,68013960000
2019-09-23,67864320000
2019-09-24,68576400000
2019-09-25,68901480000
2019-09-26,68844720000
2019-09-27,67430880000
2019-09-30,81514640000
2019-10-01,80593640000
2019-10-02,79439320000
2019-10-03,79746320000
2019-10-04,80685740000
2019-10-07,80169980000
2019-10-08,79531420000
2019-10-09,80820820000
2019-10-10,80765560000
2019-10-11,81066420000
2019-10-14,81502360000
2019-10-15,81545340000
2019-10-16,80900640000
2019-10-17,80145420000
2019-10-18,78794620000
2019-10-21,79101620000
2019-10-22,77020160000
2019-10-23,77959580000
2019-10-24,79334940000
2019-10-25,79402480000
2019-10-28,79955080000
2019-10-29,80274360000
2019-10-30,81023440000
2019-10-31,80900640000
2019-11-01,82368100000
2019-11-04,80434000000
2019-11-05,81164660000
2019-11-06,80366459999
2019-11-07,81262900000
2019-11-08,80243660000
2019-11-11,81269040000
2019-11-12,81428680000
2019-11-13,82165480000
2019-11-14,83197000000
2019-11-15,83393480000
2019-11-18,84142560000
2019-11-19,84523240000
2019-11-20,84406580000
2019-11-21,83792580000
2019-11-22,83172440000
2019-11-25,84044320000
2019-11-26,84449560000
2019-11-27,84996020000
2019-11-29,84824100000
2019-12-02,83344360000
2019-12-03,83639080000
2019-12-04,83344360000
2019-12-05,84075020000
2019-12-06,85088120000
2019-12-09,84093440000
2019-12-10,83215420000
2019-12-11,83197000000
2019-12-12,83952220000
2019-12-13,84848660000
2019-12-16,84124140000
2019-12-17,84646040000
2019-12-18,84553940000
2019-12-19,84781120000
2019-12-20,85223200000
2019-12-23,84860940000
2019-12-24,84658320000
2019-12-26,85161800000
2019-12-27,85806500000
2019-12-30,85100400000
2019-12-31,85679440000
2020-01-02,86178400000
2020-01-03,85636320000
2020-01-06,86455600000
2020-01-07,85125040000
2020-01-08,86375520000
2020-01-09,88038719999
2020-01-10,87435040000
2020-01-13,87921680000
2020-01-14,87749200000
2020-01-15,88999680000
2020-01-16,90083840000
2020-01-17,90607440000
2020-01-21,90933920000
2020-01-22,91531440000
2020-01-23,91790160000
2020-01-24,91118719999
2020-01-27,90176239999
2020-01-28,91143360000
2020-01-29,91223440000
