,JPM
2013-11-26,216901505700
2013-11-27,218077637705
2013-11-29,217091204410
2013-12-02,216180650599
2013-12-03,215725373694
2013-12-04,216977385184
2013-12-05,211779640513
2013-12-06,212690194324
2013-12-09,214397482720
2013-12-10,215118337820
2013-12-11,212728134066
2013-12-12,213638687877
2013-12-13,213107531488
2013-12-16,214056025041
2013-12-17,211400243092
2013-12-18,217167083894
2013-12-19,217129144152
2013-12-20,218912312032
2013-12-23,220961058106
2013-12-24,220998997849
2013-12-26,220809299138
2013-12-27,220581660685
2013-12-30,219860805585
2013-12-31,221871611917
2014-01-02,222516820312
2014-01-03,224237015625
2014-01-06,225536718750
2014-01-07,222937312500
2014-01-08,225039773437
2014-01-09,224619281250
2014-01-10,223587164062
2014-01-13,220567265625
2014-01-14,220720171875
2014-01-15,227409820312
2014-01-16,225498492187
2014-01-17,222134554687
2014-01-21,222363914062
2014-01-22,220146773437
2014-01-23,215865398437
2014-01-24,210590132812
2014-01-27,210590132812
2014-01-28,213074859375
2014-01-29,212272101562
2014-01-30,214068750000
2014-01-31,211622250000
2014-02-03,207608460937
2014-02-04,210054960937
2014-02-05,211048851562
2014-02-06,215903625000
2014-02-07,216438796875
2014-02-10,216897515625
2014-02-11,219535148437
2014-02-12,219879187500
2014-02-13,221828742187
2014-02-14,222287460937
2014-02-18,223587164062
2014-02-19,218885296875
2014-02-20,220108546875
2014-02-21,220223226562
2014-02-24,221828742187
2014-02-25,218006085937
2014-02-26,216935742187
2014-02-27,216706382812
2014-02-28,217203328125
2014-03-03,214871507812
2014-03-04,218885296875
2014-03-05,222325687500
2014-03-06,225154453125
2014-03-07,227065781250
2014-03-10,226301250000
2014-03-11,222440367187
2014-03-12,221408250000
2014-03-13,219496921875
2014-03-14,217126875000
2014-03-17,220108546875
2014-03-18,221943421875
2014-03-19,222860859375
2014-03-20,229779867187
2014-03-21,230009226562
2014-03-24,233449617187
2014-03-25,232914445312
2014-03-26,228977109375
2014-03-27,229053562500
2014-03-28,229512281250
2014-03-31,231456875000
2014-04-01,231304375000
2014-04-02,230580000000
2014-04-03,231266250000
2014-04-04,228025625000
2014-04-07,224937500000
2014-04-08,224365625000
2014-04-09,225966875000
2014-04-10,218837500000
2014-04-11,210831250000
2014-04-14,209535000000
2014-04-15,208925000000
2014-04-16,210678750000
2014-04-17,210526250000
2014-04-21,209801875000
2014-04-22,212775625000
2014-04-23,213690625000
2014-04-24,214224375000
2014-04-25,212356250000
2014-04-28,211555625000
2014-04-29,213881250000
2014-04-30,213423750000
2014-05-01,212432500000
2014-05-02,211898750000
2014-05-05,206713750000
2014-05-06,203358750000
2014-05-07,206065625000
2014-05-08,207247500000
2014-05-09,205913125000
2014-05-12,208353125000
2014-05-13,208238750000
2014-05-14,207247500000
2014-05-15,204006875000
2014-05-16,203244375000
2014-05-19,205226875000
2014-05-20,204807500000
2014-05-21,206332500000
2014-05-22,207971875000
2014-05-23,207895625000
2014-05-27,210221250000
2014-05-28,211403125000
2014-05-29,212432500000
2014-05-30,211860625000
2014-06-02,211021875000
2014-06-03,211975000000
2014-06-04,212280000000
2014-06-05,215901875000
2014-06-06,217198125000
2014-06-09,218913750000
2014-06-10,220743750000
2014-06-11,218341875000
2014-06-12,217465000000
2014-06-13,217465000000
2014-06-16,216816875000
2014-06-17,218913750000
2014-06-18,220286250000
2014-06-19,218456250000
2014-06-20,219409375000
2014-06-23,221849375000
2014-06-24,218913750000
2014-06-25,219333125000
2014-06-26,218799375000
2014-06-27,219333125000
2014-06-30,218304894000
2014-07-01,218115459000
2014-07-02,215842239000
2014-07-03,216145335000
2014-07-07,214705629000
2014-07-08,211257912000
2014-07-09,212242974000
2014-07-10,210500172000
2014-07-11,211409460000
2014-07-14,213265923000
2014-07-15,220767549000
2014-07-16,222434577000
2014-07-17,219214182000
2014-07-18,220616001000
2014-07-21,220653888000
2014-07-22,222283029000
2014-07-23,223533300000
2014-07-24,224177379000
2014-07-25,223571187000
2014-07-28,224253153000
2014-07-29,222169368000
2014-07-30,223192317000
2014-07-31,218494329000
2014-08-01,213985776000
2014-08-04,214629855000
2014-08-05,212394522000
2014-08-06,213038601000
2014-08-07,211826217000
2014-08-08,213455358000
2014-08-11,213379584000
2014-08-12,213493245000
2014-08-13,214895064000
2014-08-14,215880126000
2014-08-15,215008725000
2014-08-18,216827301000
2014-08-19,218077572000
2014-08-20,218380668000
2014-08-21,221638950000
2014-08-22,221601063000
2014-08-25,224821458000
2014-08-26,226336938000
2014-08-27,225768633000
2014-08-28,224139492000
2014-08-29,225238215000
2014-09-02,226071729000
2014-09-03,226185390000
2014-09-04,226223277000
2014-09-05,226981017000
2014-09-08,226905243000
2014-09-09,223760622000
2014-09-10,224366814000
2014-09-11,226412712000
2014-09-12,227435661000
2014-09-15,227094678000
2014-09-16,227284113000
2014-09-17,228496497000
2014-09-18,232323084000
2014-09-19,231527457000
2014-09-22,230769717000
2014-09-23,230883378000
2014-09-24,233497581000
2014-09-25,227890305000
2014-09-26,229443672000
2014-09-29,228572271000
2014-09-30,225618165714
2014-10-01,223857864620
2014-10-02,220374715647
2014-10-03,225842885002
2014-10-06,225393446425
2014-10-07,221985203882
2014-10-08,226217417150
2014-10-09,221273592802
2014-10-10,219176212775
2014-10-13,217827897044
2014-10-14,217191192393
2014-10-15,207977701562
2014-10-16,206292306898
2014-10-17,210487066951
2014-10-20,212097555185
2014-10-21,216966473104
2014-10-22,215168718796
2014-10-23,217453364896
2014-10-24,220000183500
2014-10-27,219625651352
2014-10-28,223333519613
2014-10-29,222060110312
2014-10-30,222434642459
2014-10-31,226517042868
2014-11-03,228015171458
2014-11-04,225655618929
2014-11-05,229026408257
2014-11-06,229326033975
2014-11-07,230224911129
2014-11-10,231947759008
2014-11-11,229850378982
2014-11-12,226816668586
2014-11-13,225580712499
2014-11-14,225767978573
2014-11-17,226142510720
2014-11-18,226704308942
2014-11-19,226966481445
2014-11-20,225168727137
2014-11-21,226404683224
2014-11-24,228314797176
2014-11-25,225842885002
2014-11-26,225992697861
2014-11-28,225318539996
2014-12-01,224719288560
2014-12-02,228764235754
2014-12-03,230487083633
2014-12-04,229887832196
2014-12-05,234831656545
2014-12-08,234719296900
2014-12-09,233895326176
2014-12-10,227266107163
2014-12-11,228988955042
2014-12-12,224869101419
2014-12-15,221573218520
2014-12-16,218839133842
2014-12-17,223857864620
2014-12-18,230262364344
2014-12-19,231947759008
2014-12-22,231985212223
2014-12-23,234007685820
2014-12-24,234007685820
2014-12-26,234269858323
2014-12-29,235805440128
2014-12-30,236517051209
2014-12-31,234382217968
2015-01-02,234806175000
2015-01-05,227516625000
2015-01-06,221617350000
2015-01-07,221955525000
2015-01-08,226915425000
2015-01-09,222970050000
2015-01-12,221053725000
2015-01-13,221091300000
2015-01-14,213463575000
2015-01-15,206624925000
2015-01-16,210156975000
2015-01-20,209330325000
2015-01-21,210006675000
2015-01-22,216394425000
2015-01-23,212975100000
2015-01-26,213313275000
2015-01-27,211171500000
2015-01-28,205723125000
2015-01-29,209180025000
2015-01-30,204332850000
2015-02-02,208428525000
2015-02-03,213125400000
2015-02-04,211847850000
2015-02-05,213313275000
2015-02-06,217521675000
2015-02-09,217258650000
2015-02-10,219663450000
2015-02-11,219325275000
2015-02-12,223834275000
2015-02-13,224210025000
2015-02-17,225825750000
2015-02-18,223082775000
2015-02-19,222556725000
2015-02-20,224698500000
2015-02-23,223007625000
2015-02-24,228531150000
2015-02-25,229733550000
2015-02-26,231386850000
2015-02-27,230259600000
2015-03-02,232100775000
2015-03-03,232852275000
2015-03-04,233453475000
2015-03-05,232965000000
2015-03-06,228794175000
2015-03-09,231086250000
2015-03-10,225299700000
2015-03-11,226351800000
2015-03-12,230597775000
2015-03-13,229207500000
2015-03-16,232401375000
2015-03-17,231499575000
2015-03-18,232025625000
2015-03-19,229959000000
2015-03-20,232025625000
2015-03-23,229733550000
2015-03-24,227178450000
2015-03-25,223984575000
2015-03-26,223721550000
2015-03-27,223759125000
2015-03-30,229057200000
2015-03-31,226787288000
2015-04-01,224428820000
2015-04-02,226562672000
2015-04-06,226375492000
2015-04-07,227798060000
2015-04-08,228546780000
2015-04-09,230119092000
2015-04-10,230980120000
2015-04-13,232365252000
2015-04-14,235996544000
2015-04-15,240376555999
2015-04-16,238879116000
2015-04-17,235247824000
2015-04-20,236745264000
2015-04-21,233263716000
2015-04-22,235622184000
2015-04-23,235098080000
2015-04-24,234349360000
2015-04-27,233376024000
2015-04-28,234948336000
2015-04-29,238092960000
2015-04-30,236820136000
2015-05-01,238130396000
2015-05-04,242285792000
2015-05-05,241087840000
2015-05-06,239290912000
2015-05-07,241462200000
2015-05-08,245168363999
2015-05-11,245018620000
2015-05-12,244681696000
2015-05-13,245280672000
2015-05-14,247264780000
2015-05-15,246628367999
2015-05-18,248649912000
2015-05-19,250858636000
2015-05-20,248874528000
2015-05-21,249510940000
2015-05-22,248837092000
2015-05-26,246066828000
2015-05-27,248837092000
2015-05-28,247826320000
2015-05-29,246254008000
2015-06-01,247377088000
2015-06-02,247152472000
2015-06-03,249698120000
2015-06-04,248312988000
2015-06-05,252393512000
2015-06-08,250409404000
2015-06-09,251495048000
2015-06-10,255538136000
2015-06-11,256511472000
2015-06-12,255500700000
2015-06-15,254527363999
2015-06-16,255949932000
2015-06-17,255088904000
2015-06-18,257484808000
2015-06-19,254864288000
2015-06-22,258158655999
2015-06-23,261116100000
2015-06-24,258383272000
2015-06-25,256998140000
2015-06-26,258121220000
2015-06-29,251569920000
2015-06-30,252446656000
2015-07-01,253601591999
2015-07-02,251552512000
2015-07-06,250844648000
2015-07-07,248870080000
2015-07-08,243766008000
2015-07-09,246299416000
2015-07-10,249801480000
2015-07-13,253676104000
2015-07-14,257215424000
2015-07-15,257774264000
2015-07-16,259152736000
2015-07-17,257848775999
2015-07-20,258035056000
2015-07-21,257438959999
2015-07-22,261090048000
2015-07-23,259450784000
2015-07-24,256731096000
2015-07-27,253378056000
2015-07-28,253527080000
2015-07-29,256842864000
2015-07-30,257215424000
2015-07-31,255315368000
2015-08-03,255315368000
2015-08-04,255054575999
2015-08-05,256060488000
2015-08-06,254272200000
2015-08-07,253527080000
2015-08-10,256656584000
2015-08-11,254197688000
2015-08-12,250509343999
2015-08-13,251664280000
2015-08-14,252930984000
2015-08-17,253601591999
2015-08-18,254123175999
2015-08-19,251850559999
2015-08-20,245666064000
2015-08-21,236948160000
2015-08-24,224467400000
2015-08-25,223200696000
2015-08-26,234377496000
2015-08-27,240226688000
2015-08-28,238922727999
2015-08-31,238810959999
2015-09-01,228938120000
2015-09-02,233110792000
2015-09-03,233520608000
2015-09-04,229124400000
2015-09-08,235308896000
2015-09-09,231657808000
2015-09-10,233446096000
2015-09-11,233073536000
2015-09-14,232402928000
2015-09-15,236873648000
2015-09-16,238959984000
2015-09-17,233408840000
2015-09-18,227038064000
2015-09-21,228938120000
2015-09-22,226926296000
2015-09-23,225920384000
2015-09-24,224355632000
2015-09-25,229012632000
2015-09-28,223461488000
2015-09-29,222939904000
2015-09-30,225869462000
2015-10-01,227536532000
2015-10-02,225276726000
2015-10-05,229759292000
2015-10-06,229870430000
2015-10-07,230166798000
2015-10-08,230166798000
2015-10-09,229425878000
2015-10-12,228647912000
2015-10-13,228018130000
2015-10-14,222238954000
2015-10-15,229277694000
2015-10-16,231278178000
2015-10-19,230500212000
2015-10-20,231611592000
2015-10-21,229907476000
2015-10-22,234093674000
2015-10-23,236612802000
2015-10-26,236723940000
2015-10-27,235760744000
2015-10-28,242651300000
2015-10-29,241576965999
2015-10-30,238020550000
2015-11-02,242799484000
2015-11-03,243688588000
2015-11-04,243947909999
2015-11-05,246133624000
2015-11-06,253616915999
2015-11-09,249652994000
2015-11-10,250727328000
2015-11-11,249504809999
2015-11-12,244503600000
2015-11-13,242873576000
2015-11-16,246392946000
2015-11-17,244985197999
2015-11-18,249875270000
2015-11-19,250653236000
2015-11-20,250208684000
2015-11-23,247763647999
2015-11-24,247393188000
2015-11-25,247689556000
2015-11-27,248837982000
2015-11-30,247022728000
2015-12-01,250468006000
2015-12-02,246948636000
2015-12-03,243762680000
2015-12-04,251505294000
2015-12-07,248208200000
2015-12-08,244355415999
2015-12-09,242503115999
2015-12-10,243058806000
2015-12-11,237353721999
2015-12-14,238094642000
2015-12-15,244874059999
2015-12-16,250171638000
2015-12-17,245540888000
2015-12-18,238576240000
2015-12-21,242799484000
2015-12-22,243318128000
2015-12-23,247207958000
2015-12-24,246726359999
2015-12-28,245911347999
2015-12-29,248467521999
2015-12-30,246689314000
2015-12-31,246793728000
2016-01-04,237786112000
2016-01-05,238197248000
2016-01-06,234758656000
2016-01-07,225265152000
2016-01-08,220219392000
2016-01-11,219883008000
2016-01-12,220368896000
2016-01-13,214313984000
2016-01-14,217528320000
2016-01-15,213192704000
2016-01-19,213080576000
2016-01-20,207474176000
2016-01-21,206502400000
2016-01-22,212856320000
2016-01-25,208034816000
2016-01-26,213342208000
2016-01-27,213192704000
2016-01-28,214089728000
2016-01-29,222387200000
2016-02-01,219995136000
2016-02-02,213155328000
2016-02-03,214575616000
2016-02-04,218275840000
2016-02-05,215846400000
2016-02-08,211323904000
2016-02-09,210053120000
2016-02-10,207511552000
2016-02-11,198354432000
2016-02-12,214874624000
2016-02-16,218088960000
2016-02-17,219658752000
2016-02-18,216070656000
2016-02-19,216108032000
2016-02-22,218911232000
2016-02-23,209754112000
2016-02-24,209828864000
2016-02-25,213080576000
2016-02-26,215061504000
2016-02-29,210426880000
2016-03-01,221265920000
2016-03-02,223358976000
2016-03-03,224106496000
2016-03-04,224442880000
2016-03-07,224031744000
2016-03-08,219696128000
2016-03-09,220966912000
2016-03-10,219060736000
2016-03-11,221789184000
2016-03-14,220966912000
2016-03-15,221265920000
2016-03-16,220219392000
2016-03-17,219584000000
2016-03-18,226050048000
2016-03-21,225975296000
2016-03-22,225153024000
2016-03-23,224031744000
2016-03-24,222312448000
2016-03-28,222013440000
2016-03-29,220630528000
2016-03-30,223172096000
2016-03-31,218846554781
2016-04-01,221248619296
2016-04-04,218772645104
2016-04-05,215668438653
2016-04-06,217331406394
2016-04-07,211825135428
2016-04-08,213377238653
2016-04-11,215077161234
2016-04-12,219068283813
2016-04-13,228343948327
2016-04-14,231300335423
2016-04-15,228639587036
2016-04-18,230117780584
2016-04-19,233998038648
2016-04-20,237397883808
2016-04-21,235032774132
2016-04-22,236400103163
2016-04-25,235032774132
2016-04-26,236252283809
2016-04-27,236917470905
2016-04-28,235032774132
2016-04-29,233554580584
2016-05-02,235734916067
2016-05-03,231189470907
2016-05-04,227530941875
2016-05-05,226311432198
2016-05-06,227641806392
2016-05-09,226200567682
2016-05-10,229267819294
2016-05-11,228417858004
2016-05-12,228270038649
2016-05-13,226163612844
2016-05-16,227863535424
2016-05-17,227863535424
2016-05-18,236658787034
2016-05-19,234256722519
2016-05-20,234700180583
2016-05-23,234515406390
2016-05-24,238506528969
2016-05-25,242128103162
2016-05-26,240317316066
2016-05-27,241795509614
2016-05-31,241204232194
2016-06-01,242756335420
2016-06-02,243199793484
2016-06-03,238876077356
2016-06-06,241241187033
2016-06-07,240428180582
2016-06-08,241130322517
2016-06-09,239282580582
2016-06-10,235919690260
2016-06-13,233813264454
2016-06-14,229415638649
2016-06-15,229009135423
2016-06-16,229933006391
2016-06-17,230154735423
2016-06-20,230487328971
2016-06-21,232630709616
2016-06-22,231743793487
2016-06-23,236695741873
2016-06-24,220250838652
2016-06-27,212896825750
2016-06-28,219955199942
2016-06-29,226163612844
2016-06-30,228041372000
2016-07-01,224811948000
2016-07-05,218536590000
2016-07-06,220885262000
2016-07-07,222316484000
2016-07-08,226903734000
2016-07-11,228518446000
2016-07-12,231931360000
2016-07-13,231784568000
2016-07-14,235307576000
2016-07-15,235527764000
2016-07-18,234720408000
2016-07-19,234353428000
2016-07-20,234610314000
2016-07-21,233729562000
2016-07-22,235013992000
2016-07-25,234390126000
2016-07-26,235344273999
2016-07-27,236078234000
2016-07-28,235234179999
2016-07-29,234757106000
2016-08-01,234133240000
2016-08-02,233582770000
2016-08-03,237289268000
2016-08-04,236922288000
2016-08-05,243307740000
2016-08-08,242573779999
2016-08-09,241729726000
2016-08-10,239564544000
2016-08-11,240225107999
2016-08-12,239711335999
2016-08-15,241179256000
2016-08-16,241142557999
2016-08-17,241803122000
2016-08-18,242023310000
2016-08-19,241693028000
2016-08-22,241472840000
2016-08-23,241362746000
2016-08-24,242023310000
2016-08-25,242463685999
2016-08-26,243014156000
2016-08-29,245693110000
2016-08-30,247711500000
2016-08-31,247711500000
2016-09-01,246647257999
2016-09-02,247674801999
2016-09-06,247491312000
2016-09-07,246463768000
2016-09-08,246794050000
2016-09-09,244592170000
2016-09-12,246096788000
2016-09-13,244151794000
2016-09-14,243674720000
2016-09-15,244555472000
2016-09-16,241546235999
2016-09-19,242904062000
2016-09-20,243894907999
2016-09-21,245289432000
2016-09-22,247307822000
2016-09-23,246794050000
2016-09-26,241399444000
2016-09-27,243527928000
2016-09-28,244812357999
2016-09-29,240922370000
2016-09-30,240123540000
2016-10-03,239835060000
2016-10-04,240159599999
2016-10-05,244090140000
2016-10-06,244739220000
2016-10-07,245604660000
2016-10-10,247515840000
2016-10-11,246325860000
2016-10-12,245676779999
2016-10-13,244270439999
2016-10-14,243477120000
2016-10-17,242215020000
2016-10-18,244126200000
2016-10-19,246470099999
2016-10-20,246145560000
2016-10-21,246974939999
2016-10-24,248345220000
2016-10-25,248092800000
2016-10-26,249282779999
2016-10-27,249643380000
2016-10-28,249210660000
2016-10-31,249751560000
2016-11-01,248705820000
2016-11-02,247660080000
2016-11-03,246578279999
2016-11-04,244342560000
2016-11-07,251987279999
2016-11-08,252528180000
2016-11-09,264139500000
2016-11-10,276399900000
2016-11-11,276544140000
2016-11-14,286713060000
2016-11-15,286172160000
2016-11-16,279104400000
2016-11-17,281340120000
2016-11-18,280222260000
2016-11-21,281448300000
2016-11-22,283179180000
2016-11-23,284369160000
2016-11-25,284260980000
2016-11-28,282421920000
2016-11-29,284585520000
2016-11-30,289093020000
2016-12-01,294934740000
2016-12-02,294249600000
2016-12-05,300235560000
2016-12-06,301786140000
2016-12-07,303156420000
2016-12-08,306942720000
2016-12-09,308276940000
2016-12-12,305536380000
2016-12-13,305644560000
2016-12-14,305536380000
2016-12-15,310116000000
2016-12-16,306293640000
2016-12-19,308060580000
2016-12-20,312027180000
2016-12-21,312820500000
2016-12-22,313325340000
2016-12-23,313902300000
2016-12-27,314190780000
2016-12-28,311919000000
2016-12-29,309719340000
2016-12-30,311161740000
2017-01-03,315878333314
2017-01-04,314719545436
2017-01-05,311822575739
2017-01-06,311858787860
2017-01-09,312076060587
2017-01-10,312981363618
2017-01-11,315335151496
2017-01-12,312293333315
2017-01-13,313959090890
2017-01-17,302552272709
2017-01-18,303964545436
2017-01-19,301646969679
2017-01-20,302986818164
2017-01-23,303131666648
2017-01-24,306789090891
2017-01-25,311532878769
2017-01-26,314140151496
2017-01-27,314791969678
2017-01-30,311532878769
2017-01-31,306463181800
2017-02-01,307621969678
2017-02-02,306318333315
2017-02-03,315697272708
2017-02-06,314212575739
2017-02-07,314031515133
2017-02-08,311279393921
2017-02-09,315769696951
2017-02-10,315045454527
2017-02-13,319209848466
2017-02-14,324315757556
2017-02-15,328045606041
2017-02-16,327828333314
2017-02-17,326741969677
2017-02-21,329566515132
2017-02-22,329747575738
2017-02-23,330001060586
2017-02-24,327104090889
2017-02-27,327466212102
2017-02-28,328154242405
2017-03-01,338945454525
2017-03-02,333658484828
2017-03-03,336048484828
2017-03-06,332861818162
2017-03-07,331014999980
2017-03-08,330290757556
2017-03-09,331594393919
2017-03-10,330544242404
2017-03-13,330833939374
2017-03-14,331377121192
2017-03-15,332173787859
2017-03-16,331847878768
2017-03-17,328371515132
2017-03-20,326017727253
2017-03-21,316457727254
2017-03-22,316964696951
2017-03-23,316457727254
2017-03-24,316095606042
2017-03-27,315914545436
2017-03-28,320839393920
2017-03-29,319644393920
2017-03-30,322396515132
2017-03-31,316136160000
2017-04-03,314984480000
2017-04-04,314228690000
2017-04-05,310197810000
2017-04-06,311241520000
2017-04-07,310161820000
2017-04-10,309082120000
2017-04-11,308542270000
2017-04-12,307354600000
2017-04-13,303755600000
2017-04-17,309010140000
2017-04-18,306490840000
2017-04-19,303971540000
2017-04-20,307894450000
2017-04-21,304187480000
2017-04-24,314912500000
2017-04-25,317647740000
2017-04-26,318259570000
2017-04-27,315308390000
2017-04-28,313113000000
2017-05-01,313328940000
2017-05-02,311313500000
2017-05-03,313113000000
2017-05-04,313472900000
2017-05-05,313113000000
2017-05-08,313472900000
2017-05-09,312213250000
2017-05-10,314660570000
2017-05-11,313688840000
2017-05-12,312825080000
2017-05-15,314336660000
2017-05-16,315308390000
2017-05-17,303287730000
2017-05-18,302172040000
2017-05-19,305123220000
2017-05-22,304835300000
2017-05-23,308650240000
2017-05-24,308470290000
2017-05-25,307174650000
2017-05-26,307210640000
2017-05-30,301956100000
2017-05-31,295657850000
2017-06-01,298932940000
2017-06-02,297421360000
2017-06-05,297961210000
2017-06-06,298573040000
2017-06-07,301992090000
2017-06-08,305735050000
2017-06-09,312969040000
2017-06-12,313041020000
2017-06-13,314084730000
2017-06-14,313436910000
2017-06-15,311565430000
2017-06-16,310161820000
2017-06-19,316963930000
2017-06-20,314984480000
2017-06-21,313544880000
2017-06-22,313184980000
2017-06-23,312609140000
2017-06-26,313976760000
2017-06-27,316891950000
2017-06-28,323262180000
2017-06-29,328048850000
2017-06-30,325197045413
2017-07-03,330000284048
2017-07-05,333309181775
2017-07-06,332241795412
2017-07-07,333914034048
2017-07-10,331565784048
2017-07-11,330284920412
2017-07-12,329146374957
2017-07-13,331245568139
2017-07-14,328221306776
2017-07-17,325161465867
2017-07-18,324022920413
2017-07-19,324485454504
2017-07-20,324485454504
2017-07-21,323382488595
2017-07-24,324770090867
2017-07-25,330178181776
2017-07-26,327082761321
2017-07-27,325730738594
2017-07-28,324770090867
2017-07-31,326620227231
2017-08-01,330996511321
2017-08-02,331281147684
2017-08-03,329110795412
2017-08-04,333238022684
2017-08-07,334518886320
2017-08-08,333309181775
2017-08-09,332775488593
2017-08-10,328007829503
2017-08-11,325268204503
2017-08-14,329075215867
2017-08-15,329929124957
2017-08-16,327652034049
2017-08-17,322528579504
2017-08-18,322848795413
2017-08-21,322457420413
2017-08-22,325766318140
2017-08-23,326157693140
2017-08-24,325623999958
2017-08-25,326940443140
2017-08-28,325908636322
2017-08-29,324129659049
2017-08-30,324876829503
2017-08-31,323382488595
2017-09-01,326264431776
2017-09-05,318472511322
2017-09-06,320607284049
2017-09-07,314985715868
2017-09-08,314594340868
2017-09-11,319468738595
2017-09-12,323382488595
2017-09-13,324307556776
2017-09-14,323667124958
2017-09-15,325979795412
2017-09-18,330605136321
2017-09-19,334234249957
2017-09-20,336582499957
2017-09-21,338112420411
2017-09-22,337400829502
2017-09-25,334874681775
2017-09-26,333380340866
2017-09-27,338646113593
2017-09-28,339357704502
2017-09-29,339820238592
2017-10-02,339021504998
2017-10-03,340806934238
2017-10-04,337341101008
2017-10-05,339896715410
2017-10-06,339301572330
2017-10-09,337516143090
2017-10-10,340036749075
2017-10-11,339021504998
2017-10-12,336045789599
2017-10-13,335590680185
2017-10-16,342522346644
2017-10-17,341752161482
2017-10-18,343047472891
2017-10-19,343467573889
2017-10-20,348368752193
2017-10-23,347773609113
2017-10-24,353304938914
2017-10-25,353655023078
2017-10-26,356175629064
2017-10-27,356280654313
2017-10-30,355020351320
2017-10-31,352219678004
2017-11-01,353304938914
2017-11-02,355650502817
2017-11-03,355020351320
2017-11-06,352814821083
2017-11-07,345708112542
2017-11-08,341822178315
2017-11-09,341787169898
2017-11-10,341367068901
2017-11-13,342592363477
2017-11-14,340526866906
2017-11-15,343747641220
2017-11-16,344727876881
2017-11-17,343572599138
2017-11-20,346618331370
2017-11-21,346338264038
2017-11-22,345323019961
2017-11-24,344202750634
2017-11-27,342837422392
2017-11-28,354845309238
2017-11-29,363142303939
2017-11-30,365907968839
2017-12-01,366853196084
2017-12-04,374415014039
2017-12-05,370108978815
2017-12-06,367343313914
2017-12-07,366258053004
2017-12-08,370844155560
2017-12-11,369758894650
2017-12-12,374064929875
2017-12-13,369373802069
2017-12-14,366398086670
2017-12-15,371579332306
2017-12-18,374450022456
2017-12-19,372874643715
2017-12-20,371579332306
2017-12-21,377495754688
2017-12-22,376165434862
2017-12-26,374660072954
2017-12-27,375360241284
2017-12-28,377355721022
2017-12-29,374380005623
2018-01-02,375228734167
2018-01-03,375611088598
2018-01-04,379017518977
2018-01-05,376584354420
2018-01-08,377140506319
2018-01-09,379052278471
2018-01-10,383223417711
2018-01-11,385274227838
2018-01-12,391635215179
2018-01-16,390244835433
2018-01-17,392747518977
2018-01-18,393686025306
2018-01-19,392817037964
2018-01-22,397405291129
2018-01-23,396988177205
2018-01-24,402063063280
2018-01-25,402167341761
2018-01-26,404322430369
2018-01-29,403905316445
2018-01-30,400116531635
2018-01-31,402063063280
2018-02-01,406234202521
2018-02-02,397231493660
2018-02-05,378183291129
2018-02-06,389688683534
2018-02-07,392330405053
2018-02-08,374985417711
2018-02-09,382493468344
2018-02-12,388402582268
2018-02-13,390800987331
2018-02-14,399838455686
2018-02-15,401506911382
2018-02-16,398621873407
2018-02-20,398726151888
2018-02-21,400394607584
2018-02-22,399664658217
2018-02-23,407763620242
2018-02-26,412838506318
2018-02-27,407937417711
2018-02-28,401472151888
2018-03-01,394276936698
2018-03-02,393894582268
2018-03-05,399942734167
2018-03-06,400290329103
2018-03-07,398795670875
2018-03-08,398830430369
2018-03-09,410301063280
2018-03-12,408980202521
2018-03-13,404079113913
2018-03-14,399560379736
2018-03-15,400568405053
2018-03-16,401263594926
2018-03-19,398100481002
2018-03-20,398482835432
2018-03-21,398830430369
2018-03-22,382180632901
2018-03-23,371961341762
2018-03-26,383431974673
2018-03-27,375993443028
2018-03-28,375402531636
2018-03-29,382250151888
2018-04-02,370432395000
2018-04-03,375515751000
2018-04-04,381217353000
2018-04-05,384274236000
2018-04-06,374691423000
2018-04-09,379190880000
2018-04-10,386438097000
2018-04-11,379946514000
2018-04-12,389391939000
2018-04-13,378847410000
2018-04-16,378538287000
2018-04-17,378538287000
2018-04-18,375481404000
2018-04-19,383724684000
2018-04-20,382866009000
2018-04-23,381011271000
2018-04-24,379225227000
2018-04-25,377782653000
2018-04-26,378160470000
2018-04-27,375756180000
2018-04-30,373626666000
2018-05-01,373626666000
2018-05-02,370672824000
2018-05-03,368337228000
2018-05-04,372424521000
2018-05-07,375653139000
2018-05-08,381217353000
2018-05-09,389529327000
2018-05-10,392551863000
2018-05-11,391074942000
2018-05-14,391212330000
2018-05-15,388224141000
2018-05-16,389288898000
2018-05-17,387983712000
2018-05-18,381698211000
2018-05-21,385201605000
2018-05-22,388155447000
2018-05-23,386369403000
2018-05-24,382041681000
2018-05-25,380083902000
2018-05-29,363837771000
2018-05-30,372149745000
2018-05-31,367547247000
2018-06-01,372321480000
2018-06-04,372493215000
2018-06-05,370398048000
2018-06-06,379053492000
2018-06-07,380564760000
2018-06-08,381629517000
2018-06-11,380667801000
2018-06-12,378469593000
2018-06-13,377713959000
2018-06-14,371050641000
2018-06-15,370604130000
2018-06-18,371565846000
2018-06-19,369401985000
2018-06-20,369367638000
2018-06-21,369264597000
2018-06-22,363219525000
2018-06-25,359922213000
2018-06-26,360162642000
2018-06-27,354598428000
2018-06-28,360403071000
2018-06-29,357895740000
2018-07-02,356673044000
2018-07-03,351683423000
2018-07-05,352056796000
2018-07-06,353210858000
2018-07-09,364140504000
2018-07-10,361900266000
2018-07-11,361119577000
2018-07-12,362680955000
2018-07-13,361017748000
2018-07-16,375341694000
