,NSI
2014-04-14,1501254.6
2014-04-15,1501254.6
2014-04-16,1501254.6
2014-04-17,1501254.6
2014-04-21,1501254.6
2014-04-22,1501254.6
2014-04-23,1501254.6
2014-04-24,1501254.6
2014-04-25,1584082.44
2014-04-28,1584082.44
2014-04-29,1584082.44
2014-04-30,1584082.44
2014-05-01,1584082.44
2014-05-02,1584082.44
2014-05-05,1584082.44
2014-05-06,1584082.44
2014-05-07,1584082.44
2014-05-08,1584082.44
2014-05-09,1584082.44
2014-05-12,1584082.44
2014-05-13,1584082.44
2014-05-14,1584082.44
2014-05-15,1584082.44
2014-05-16,1584082.44
2014-05-19,1584082.44
2014-05-20,1584082.44
2014-05-21,1584082.44
2014-05-22,1584082.44
2014-05-23,1584082.44
2014-05-27,1584082.44
2014-05-28,1578905.7
2014-05-29,1578905.7
2014-05-30,1578905.7
2014-06-02,1578905.7
2014-06-03,1578905.7
2014-06-04,1578905.7
2014-06-05,1578905.7
2014-06-06,1578905.7
2014-06-09,1578905.7
2014-06-10,1578905.7
2014-06-11,1578905.7
2014-06-12,1578905.7
2014-06-13,1578905.7
2014-06-16,1578905.7
2014-06-17,1578905.7
2014-06-18,1578905.7
2014-06-19,1578905.7
2014-06-20,1578905.7
2014-06-23,1578905.7
2014-06-24,1578905.7
2014-06-25,1679852.13
2014-06-26,1679852.13
2014-06-27,1679852.13
2014-06-30,1679852.13
2014-07-01,1679852.13
2014-07-02,1679852.13
2014-07-03,1679852.13
2014-07-07,1679852.13
2014-07-08,1679852.13
2014-07-09,1679852.13
2014-07-10,1679852.13
2014-07-11,1679852.13
2014-07-14,1679852.13
2014-07-15,1679852.13
2014-07-16,1679852.13
2014-07-17,1679852.13
2014-07-18,1679852.13
2014-07-21,1679852.13
2014-07-22,1679852.13
2014-07-23,1679852.13
2014-07-24,1679852.13
2014-07-25,1679852.13
2014-07-28,1679852.13
2014-07-29,1679852.13
2014-07-30,1679852.13
2014-07-31,1679852.13
2014-08-01,1679852.13
2014-08-04,1679852.13
2014-08-05,1679852.13
2014-08-06,1679852.13
2014-08-07,1679852.13
2014-08-08,1679852.13
2014-08-11,1679852.13
2014-08-12,1679852.13
2014-08-13,1679852.13
2014-08-14,1679852.13
2014-08-15,1679852.13
2014-08-18,1439133.72
2014-08-19,1439133.72
2014-08-20,1439133.72
2014-08-21,1439133.72
2014-08-22,1439133.72
2014-08-25,1439133.72
2014-08-26,1439133.72
2014-08-27,1439133.72
2014-08-28,1439133.72
2014-08-29,1439133.72
2014-09-02,1439133.72
2014-09-03,1439133.72
2014-09-04,1439133.72
2014-09-05,1408073.28
2014-09-08,1410661.65
2014-09-09,1410661.65
2014-09-10,1410661.65
2014-09-11,1410661.65
2014-09-12,1320068.7
2014-09-15,1314891.96
2014-09-16,1314891.96
2014-09-17,1314891.96
2014-09-18,1314891.96
2014-09-19,1314891.96
2014-09-22,1320068.7
2014-09-23,1320068.7
2014-09-24,1320068.7
2014-09-25,1320068.7
2014-09-26,1320068.7
2014-09-29,1320068.7
2014-09-30,1320068.7
2014-10-01,1320068.7
2014-10-02,1320068.7
2014-10-03,1320068.7
2014-10-06,1320068.7
2014-10-07,1320068.7
2014-10-08,1320068.7
2014-10-09,1320068.7
2014-10-10,1320068.7
2014-10-13,1320068.7
2014-10-14,1320068.7
2014-10-15,1320068.7
2014-10-16,1320068.7
2014-10-17,1320068.7
2014-10-20,1320068.7
2014-10-21,1320068.7
2014-10-22,1320068.7
2014-10-23,1320068.7
2014-10-24,1320068.7
2014-10-27,1320068.7
2014-10-28,1320068.7
2014-10-29,1320068.7
2014-10-30,1320068.7
2014-10-31,1320068.7
2014-11-03,1320068.7
2014-11-04,1320068.7
2014-11-05,1320068.7
2014-11-06,1320068.7
2014-11-07,1320068.7
2014-11-10,1320068.7
2014-11-11,1320068.7
2014-11-12,1320068.7
2014-11-13,1320068.7
2014-11-14,1320068.7
2014-11-17,1320068.7
2014-11-18,1320068.7
2014-11-19,1320068.7
2014-11-20,1320068.7
2014-11-21,1320068.7
2014-11-24,1216533.9
2014-11-25,1216533.9
2014-11-26,1216533.9
2014-11-28,1216533.9
2014-12-01,1216533.9
2014-12-02,1216533.9
2014-12-03,1216533.9
2014-12-04,1216533.9
2014-12-05,1216533.9
2014-12-08,1216533.9
2014-12-09,1164766.5
2014-12-10,1164766.5
2014-12-11,1164766.5
2014-12-12,1164766.5
2014-12-15,1164766.5
2014-12-16,1164766.5
2014-12-17,1164766.5
2014-12-18,1164766.5
2014-12-19,1164766.5
2014-12-22,1164766.5
2014-12-23,1164766.5
2014-12-24,1164766.5
2014-12-26,1164766.5
2014-12-29,1164766.5
2014-12-30,1118175.84
2014-12-31,1118175.84
2015-01-02,1118175.84
2015-01-05,1118175.84
2015-01-06,1118175.84
2015-01-07,1118175.84
2015-01-08,1118175.84
2015-01-09,1118175.84
2015-01-12,1118175.84
2015-01-13,1118175.84
2015-01-14,1118175.84
2015-01-15,1118175.84
2015-01-16,1118175.84
2015-01-20,1118175.84
2015-01-21,1118175.84
2015-01-22,1118175.84
2015-01-23,1118175.84
2015-01-26,1118175.84
2015-01-27,1118175.84
2015-01-28,1118175.84
2015-01-29,1118175.84
2015-01-30,1118175.84
2015-02-02,1118175.84
2015-02-03,1118175.84
2015-02-04,1118175.84
2015-02-05,1203592.05
2015-02-06,1203592.05
2015-02-09,1203592.05
2015-02-10,1203592.05
2015-02-11,1203592.05
2015-02-12,1203592.05
2015-02-13,1203592.05
2015-02-17,1203592.05
2015-02-18,1203592.05
2015-02-19,1203592.05
2015-02-20,1268301.3
2015-02-23,1268301.3
2015-02-24,1268301.3
2015-02-25,1268301.3
2015-02-26,1268301.3
2015-02-27,1268301.3
2015-03-02,1268301.3
2015-03-03,1268301.3
2015-03-04,1268301.3
2015-03-05,1268301.3
2015-03-06,1268301.3
2015-03-09,1268301.3
2015-03-10,1268301.3
2015-03-11,1268301.3
2015-03-12,1268301.3
2015-03-13,1268301.3
2015-03-16,1268301.3
2015-03-17,1268301.3
2015-03-18,1268301.3
2015-03-19,1268301.3
2015-03-20,1268301.3
2015-03-23,1268301.3
2015-03-24,1268301.3
2015-03-25,1268301.3
2015-03-26,1268301.3
2015-03-27,1268301.3
2015-03-30,1268301.3
2015-03-31,1268301.3
2015-04-01,1268301.3
2015-04-02,1268301.3
2015-04-06,1268301.3
2015-04-07,1268301.3
2015-04-08,1268301.3
2015-04-09,1268301.3
2015-04-10,1268301.3
2015-04-13,1268301.3
2015-04-14,1268301.3
2015-04-15,1268301.3
2015-04-16,1268301.3
2015-04-17,1268301.3
2015-04-20,1268301.3
2015-04-21,1268301.3
2015-04-22,1268301.3
2015-04-23,1268301.3
2015-04-24,1268301.3
2015-04-27,1268301.3
2015-04-28,1268301.3
2015-04-29,1268301.3
2015-04-30,1268301.3
2015-05-01,1268301.3
2015-05-04,1268301.3
2015-05-05,1268301.3
2015-05-06,929224.83
2015-05-07,929224.83
2015-05-08,929224.83
2015-05-11,929224.83
2015-05-12,929224.83
2015-05-13,929224.83
2015-05-14,929224.83
2015-05-15,929224.83
2015-05-18,929224.83
2015-05-19,929224.83
2015-05-20,929224.83
2015-05-21,929224.83
2015-05-22,929224.83
2015-05-26,929224.83
2015-05-27,929224.83
2015-05-28,929224.83
2015-05-29,929224.83
2015-06-01,929224.83
2015-06-02,929224.83
2015-06-03,929224.83
2015-06-04,929224.83
2015-06-05,929224.83
2015-06-08,929224.83
2015-06-09,929224.83
2015-06-10,929224.83
2015-06-11,929224.83
2015-06-12,929224.83
2015-06-15,929224.83
2015-06-16,929224.83
2015-06-17,929224.83
2015-06-18,929224.83
2015-06-19,929224.83
2015-06-22,929224.83
2015-06-23,929224.83
2015-06-24,929224.83
2015-06-25,929224.83
2015-06-26,929224.83
2015-06-29,929224.83
2015-06-30,929224.83
2015-07-01,929224.83
2015-07-02,929224.83
2015-07-06,929224.83
2015-07-07,929224.83
2015-07-08,929224.83
2015-07-09,929224.83
2015-07-10,929224.83
2015-07-13,929224.83
2015-07-14,1043113.11
2015-07-15,1043113.11
2015-07-16,1043113.11
2015-07-17,1043113.11
2015-07-20,1043113.11
2015-07-21,1043113.11
2015-07-22,1043113.11
2015-07-23,1043113.11
2015-07-24,1043113.11
2015-07-27,1037936.37
2015-07-28,1037936.37
2015-07-29,1037936.37
2015-07-30,1043113.11
2015-07-31,1043113.11
2015-08-03,1043113.11
2015-08-04,1043113.11
2015-08-05,1043113.11
2015-08-06,1043113.11
2015-08-07,1043113.11
2015-08-10,1043113.11
2015-08-11,1043113.11
2015-08-12,1043113.11
2015-08-13,1043113.11
2015-08-14,1043113.11
2015-08-17,1043113.11
2015-08-18,1043113.11
2015-08-19,1043113.11
2015-08-20,1043113.11
2015-08-21,1043113.11
2015-08-24,1043113.11
2015-08-25,1043113.11
2015-08-26,1043113.11
2015-08-27,1043113.11
2015-08-28,1043113.11
2015-08-31,1043113.11
2015-09-01,1043113.11
2015-09-02,1043113.11
2015-09-03,1043113.11
2015-09-04,1043113.11
2015-09-08,1043113.11
2015-09-09,1043113.11
2015-09-10,1043113.11
2015-09-11,1043113.11
2015-09-14,1043113.11
2015-09-15,1043113.11
2015-09-16,1043113.11
2015-09-17,1043113.11
2015-09-18,1043113.11
2015-09-21,1043113.11
2015-09-22,1043113.11
2015-09-23,1043113.11
2015-09-24,1043113.11
2015-09-25,1043113.11
2015-09-28,1043113.11
2015-09-29,1043113.11
2015-09-30,1043113.11
2015-10-01,1043113.11
2015-10-02,1043113.11
2015-10-05,1043113.11
2015-10-06,1043113.11
2015-10-07,1043113.11
2015-10-08,1043113.11
2015-10-09,1043113.11
2015-10-12,1043113.11
2015-10-13,1043113.11
2015-10-14,1043113.11
2015-10-15,1043113.11
2015-10-16,1043113.11
2015-10-19,1043113.11
2015-10-20,1043113.11
2015-10-21,1043113.11
2015-10-22,1043113.11
2015-10-23,1043113.11
2015-10-26,1043113.11
2015-10-27,1043113.11
2015-10-28,1043113.11
2015-10-29,1043113.11
2015-10-30,1043113.11
2015-11-02,1043113.11
2015-11-03,1043113.11
2015-11-04,1043113.11
2015-11-05,1043113.11
2015-11-06,1043113.11
2015-11-09,1043113.11
2015-11-10,1043113.11
2015-11-11,1043113.11
2015-11-12,1043113.11
2015-11-13,1043113.11
2015-11-16,1043113.11
2015-11-17,1043113.11
2015-11-18,1043113.11
2015-11-19,1043113.11
2015-11-20,1043113.11
2015-11-23,1043113.11
2015-11-24,1043113.11
2015-11-25,1043113.11
2015-11-27,1043113.11
2015-11-30,1043113.11
2015-12-01,1043113.11
2015-12-02,1043113.11
2015-12-03,1043113.11
2015-12-04,1043113.11
2015-12-07,1043113.11
2015-12-08,1043113.11
2015-12-09,1061231.7
2015-12-10,1061231.7
2015-12-11,1061231.7
2015-12-14,1061231.7
2015-12-15,1068996.81
2015-12-16,1068996.81
2015-12-17,1068996.81
2015-12-18,1068996.81
2015-12-21,1068996.81
2015-12-22,1068996.81
2015-12-23,1068996.81
2015-12-24,1102645.62
2015-12-28,1102645.62
2015-12-29,1102645.62
2015-12-30,1102645.62
2015-12-31,1102645.62
2016-01-04,1102645.62
2016-01-05,1102645.62
2016-01-06,1102645.62
2016-01-07,1102645.62
2016-01-08,1102645.62
2016-01-11,1102645.62
2016-01-12,1102645.62
2016-01-13,1102645.62
2016-01-14,1102645.62
2016-01-15,1102645.62
2016-01-19,1102645.62
2016-01-20,1102645.62
2016-01-21,1102645.62
2016-01-22,1102645.62
2016-01-25,1102645.62
2016-01-26,1102645.62
2016-01-27,1102645.62
2016-01-28,1102645.62
2016-01-29,1102645.62
2016-02-01,1102645.62
2016-02-02,1102645.62
2016-02-03,1102645.62
2016-02-04,1102645.62
2016-02-05,1102645.62
2016-02-08,1043113.11
2016-02-09,1043113.11
2016-02-10,1043113.11
2016-02-11,1043113.11
2016-02-12,1043113.11
2016-02-16,1043113.11
2016-02-17,1043113.11
2016-02-18,1043113.11
2016-02-19,1043113.11
2016-02-22,1043113.11
2016-02-23,1043113.11
2016-02-24,1043113.11
2016-02-25,1043113.11
2016-02-26,1043113.11
2016-02-29,1043113.11
2016-03-01,1043113.11
2016-03-02,1043113.11
2016-03-03,1043113.11
2016-03-04,1043113.11
2016-03-07,1043113.11
2016-03-08,1043113.11
2016-03-09,1043113.11
2016-03-10,1043113.11
2016-03-11,1043113.11
2016-03-14,1043113.11
2016-03-15,1043113.11
2016-03-16,1043113.11
2016-03-17,1043113.11
2016-03-18,1043113.11
2016-03-21,1043113.11
2016-03-22,1043113.11
2016-03-23,1043113.11
2016-03-24,1043113.11
2016-03-28,1043113.11
2016-03-29,1043113.11
2016-03-30,1043113.11
2016-03-31,1043113.11
2016-04-01,1043113.11
2016-04-04,1043113.11
2016-04-05,1043113.11
2016-04-06,1043113.11
2016-04-07,1043113.11
2016-04-08,1043113.11
2016-04-11,1043113.11
2016-04-12,1043113.11
2016-04-13,1043113.11
2016-04-14,1043113.11
2016-04-15,1043113.11
2016-04-18,1043113.11
2016-04-19,1043113.11
2016-04-20,1043113.11
2016-04-21,1043113.11
2016-04-22,1043113.11
2016-04-25,1043113.11
2016-04-26,1043113.11
2016-04-27,1043113.11
2016-04-28,1043113.11
2016-04-29,1043113.11
2016-05-02,1043113.11
2016-05-03,1043113.11
2016-05-04,1043113.11
2016-05-05,1043113.11
2016-05-06,1043113.11
2016-05-09,1043113.11
2016-05-10,1043113.11
2016-05-11,1043113.11
2016-05-12,1043113.11
2016-05-13,1043113.11
2016-05-16,1043113.11
2016-05-17,1043113.11
2016-05-18,1043113.11
2016-05-19,1043113.11
2016-05-20,1043113.11
2016-05-23,1043113.11
2016-05-24,1043113.11
2016-05-25,1043113.11
2016-05-26,1043113.11
2016-05-27,1043113.11
2016-05-31,1043113.11
2016-06-01,1043113.11
2016-06-02,1043113.11
2016-06-03,1043113.11
2016-06-06,1043113.11
2016-06-07,1043113.11
2016-06-08,1043113.11
2016-06-09,1043113.11
2016-06-10,1043113.11
2016-06-13,1043113.11
2016-06-14,1079350.29
2016-06-15,1079350.29
2016-06-16,1079350.29
2016-06-17,1079350.29
2016-06-20,1079350.29
2016-06-21,1079350.29
2016-06-22,1079350.29
2016-06-23,1079350.29
2016-06-24,1079350.29
2016-06-27,1079350.29
2016-06-28,1079350.29
2016-06-29,1079350.29
2016-06-30,1079350.29
2016-07-01,1079350.29
2016-07-05,1079350.29
2016-07-06,1079350.29
2016-07-07,1079350.29
2016-07-08,1079350.29
2016-07-11,1079350.29
2016-07-12,1079350.29
2016-07-13,1079350.29
2016-07-14,1079350.29
2016-07-15,1079350.29
2016-07-18,1079350.29
2016-07-19,1079350.29
2016-07-20,1079350.29
2016-07-21,1079350.29
2016-07-22,1079350.29
2016-07-25,1079350.29
2016-07-26,1079350.29
2016-07-27,1079350.29
2016-07-28,1079350.29
2016-07-29,1079350.29
2016-08-01,1138882.8
2016-08-02,1138882.8
2016-08-03,1084527.03
2016-08-04,1084527.03
2016-08-05,1084527.03
2016-08-08,1084527.03
2016-08-09,1084527.03
2016-08-10,1084527.03
2016-08-11,1084527.03
2016-08-12,1089703.77
2016-08-15,1089703.77
2016-08-16,1089703.77
2016-08-17,1089703.77
2016-08-18,1089703.77
2016-08-19,1089703.77
2016-08-22,1089703.77
2016-08-23,1089703.77
2016-08-24,1089703.77
2016-08-25,1089703.77
2016-08-26,1089703.77
2016-08-29,1089703.77
2016-08-30,1089703.77
2016-08-31,1092292.14
2016-09-01,1092292.14
2016-09-02,1092292.14
2016-09-06,1092292.14
2016-09-07,1092292.14
2016-09-08,1092292.14
2016-09-09,1084527.03
2016-09-12,1084527.03
2016-09-13,1074173.55
2016-09-14,1074173.55
2016-09-15,1074173.55
2016-09-16,1074173.55
2016-09-19,1074173.55
2016-09-20,1074173.55
2016-09-21,1074173.55
2016-09-22,1074173.55
2016-09-23,1074173.55
2016-09-26,1074173.55
2016-09-27,1074173.55
2016-09-28,1074173.55
2016-09-29,1058643.33
2016-09-30,1058643.33
2016-10-03,1058643.33
2016-10-04,1058643.33
2016-10-05,1058643.33
2016-10-06,1058643.33
2016-10-07,1058643.33
2016-10-10,1058643.33
2016-10-11,1058643.33
2016-10-12,1058643.33
2016-10-13,1058643.33
2016-10-14,1058643.33
2016-10-17,1058643.33
2016-10-18,1058643.33
2016-10-19,1058643.33
2016-10-20,1058643.33
2016-10-21,1006875.93
2016-10-24,1006875.93
2016-10-25,1006875.93
2016-10-26,1006875.93
2016-10-27,1006875.93
2016-10-28,1006875.93
2016-10-31,1006875.93
2016-11-01,1006875.93
2016-11-02,1006875.93
2016-11-03,1001699.19
2016-11-04,1001699.19
2016-11-07,1001699.19
2016-11-08,1001699.19
2016-11-09,1001699.19
2016-11-10,1001699.19
2016-11-11,1001699.19
2016-11-14,1001699.19
2016-11-15,944755.05
2016-11-16,944755.05
2016-11-17,944755.05
2016-11-18,944755.05
2016-11-21,944755.05
2016-11-22,957696.9
2016-11-23,957696.9
2016-11-25,957696.9
2016-11-28,957696.9
2016-11-29,957696.9
2016-11-30,957696.9
2016-12-01,957696.9
2016-12-02,957696.9
2016-12-05,962873.64
2016-12-06,962873.64
2016-12-07,962873.64
2016-12-08,962873.64
2016-12-09,962873.64
2016-12-12,975815.49
2016-12-13,975815.49
2016-12-14,975815.49
2016-12-15,975815.49
2016-12-16,975815.49
2016-12-19,975815.49
2016-12-20,975815.49
2016-12-21,975815.49
2016-12-22,975815.49
2016-12-23,975815.49
2016-12-27,975815.49
2016-12-28,975815.49
2016-12-29,975815.49
2016-12-30,975815.49
2017-01-03,975815.49
2017-01-04,975815.49
2017-01-05,975815.49
2017-01-06,975815.49
2017-01-09,975815.49
2017-01-10,975815.49
2017-01-11,975815.49
2017-01-12,975815.49
2017-01-13,975815.49
2017-01-17,975815.49
2017-01-18,975815.49
2017-01-19,975815.49
2017-01-20,975815.49
2017-01-23,975815.49
2017-01-24,975815.49
2017-01-25,1032759.63
2017-01-26,1040524.74
2017-01-27,1040524.74
2017-01-30,1040524.74
2017-01-31,1040524.74
2017-02-01,1058643.33
2017-02-02,1058643.33
2017-02-03,1058643.33
2017-02-06,1058643.33
2017-02-07,1058643.33
2017-02-08,1058643.33
2017-02-09,1058643.33
2017-02-10,1058643.33
2017-02-13,1058643.33
2017-02-14,1037936.37
2017-02-15,1037936.37
2017-02-16,1037936.37
2017-02-17,1035348.0
2017-02-21,1035348.0
2017-02-22,1035348.0
2017-02-23,1035348.0
2017-02-24,1035348.0
2017-02-27,1035348.0
2017-02-28,1035348.0
2017-03-01,1035348.0
2017-03-02,1035348.0
2017-03-03,1035348.0
2017-03-06,1035348.0
2017-03-07,1035348.0
2017-03-08,1035348.0
2017-03-09,1035348.0
2017-03-10,1035348.0
2017-03-13,1035348.0
2017-03-14,1035348.0
2017-03-15,1035348.0
2017-03-16,1035348.0
2017-03-17,1035348.0
2017-03-20,1043113.11
2017-03-21,1043113.11
2017-03-22,1043113.11
2017-03-23,1043113.11
2017-03-24,1043113.11
2017-03-27,1043113.11
2017-03-28,1043113.11
2017-03-29,1043113.11
2017-03-30,1043113.11
2017-03-31,1043113.11
2017-04-03,1043113.11
2017-04-04,1043113.11
2017-04-05,1043113.11
2017-04-06,1043113.11
2017-04-07,1043113.11
2017-04-10,1043113.11
2017-04-11,1043113.11
2017-04-12,1043113.11
2017-04-13,1043113.11
2017-04-17,1043113.11
2017-04-18,1043113.11
2017-04-19,1043113.11
2017-04-20,1043113.11
2017-04-21,1043113.11
2017-04-24,1043113.11
2017-04-25,1043113.11
2017-04-26,1043113.11
2017-04-27,1043113.11
2017-04-28,1043113.11
2017-05-01,1043113.11
2017-05-02,1043113.11
2017-05-03,1043113.11
2017-05-04,1043113.11
2017-05-05,1043113.11
2017-05-08,1043113.11
2017-05-09,1043113.11
2017-05-10,1043113.11
2017-05-11,1043113.11
2017-05-12,1043113.11
2017-05-15,1043113.11
2017-05-16,1043113.11
2017-05-17,1043113.11
2017-05-18,1043113.11
2017-05-19,1043113.11
2017-05-22,1043113.11
2017-05-23,1043113.11
2017-05-24,1043113.11
2017-05-25,1043113.11
2017-05-26,1043113.11
2017-05-30,1043113.11
2017-05-31,1043113.11
2017-06-01,1043113.11
2017-06-02,1043113.11
2017-06-05,1043113.11
2017-06-06,1043113.11
2017-06-07,1043113.11
2017-06-08,1043113.11
2017-06-09,1043113.11
2017-06-12,1043113.11
2017-06-13,1043113.11
2017-06-14,1043113.11
2017-06-15,1043113.11
2017-06-16,1043113.11
2017-06-19,1043113.11
2017-06-20,1043113.11
2017-06-21,1043113.11
2017-06-22,1043113.11
2017-06-23,1043113.11
2017-06-26,1043113.11
2017-06-27,1043113.11
2017-06-28,1043113.11
2017-06-29,1043113.11
2017-06-30,1043113.11
2017-07-03,1043113.11
2017-07-05,1043113.11
2017-07-06,1043113.11
2017-07-07,1043113.11
2017-07-10,1043113.11
2017-07-11,1043113.11
2017-07-12,1043113.11
2017-07-13,1043113.11
2017-07-14,1043113.11
2017-07-17,1043113.11
2017-07-18,1043113.11
2017-07-19,1043113.11
2017-07-20,1043113.11
2017-07-21,1043113.11
2017-07-24,1043113.11
2017-07-25,1043113.11
2017-07-26,1043113.11
2017-07-27,1043113.11
2017-07-28,1043113.11
2017-07-31,1043113.11
2017-08-01,1043113.11
2017-08-02,1043113.11
2017-08-03,1043113.11
2017-08-04,1043113.11
2017-08-07,1043113.11
2017-08-08,1043113.11
2017-08-09,1043113.11
2017-08-10,1043113.11
2017-08-11,1043113.11
2017-08-14,1043113.11
2017-08-15,1043113.11
2017-08-16,1043113.11
2017-08-17,1043113.11
2017-08-18,1043113.11
2017-08-21,1043113.11
2017-08-22,1043113.11
2017-08-23,1043113.11
2017-08-24,1043113.11
2017-08-25,1043113.11
2017-08-28,1043113.11
2017-08-29,1043113.11
2017-08-30,1043113.11
2017-08-31,9926398.95
2017-09-01,9926398.95
2017-09-05,9926398.95
2017-09-06,9926398.95
2017-09-07,9926398.95
2017-09-08,9926398.95
2017-09-11,9926398.95
2017-09-12,9926398.95
2017-09-13,9926398.95
2017-09-14,9926398.95
2017-09-15,9926398.95
2017-09-18,9926398.95
2017-09-19,9926398.95
2017-09-20,9926398.95
2017-09-21,9926398.95
2017-09-22,9926398.95
2017-09-25,9926398.95
2017-09-26,9926398.95
2017-09-27,9926398.95
2017-09-28,9926398.95
2017-09-29,9926398.95
2017-10-02,9926398.95
2017-10-03,9926398.95
2017-10-04,9926398.95
2017-10-05,9926398.95
2017-10-06,9926398.95
2017-10-09,9926398.95
2017-10-10,9926398.95
2017-10-11,9926398.95
2017-10-12,9926398.95
2017-10-13,9926398.95
2017-10-16,9926398.95
2017-10-17,9926398.95
2017-10-18,9926398.95
2017-10-19,9926398.95
2017-10-20,9926398.95
2017-10-23,9926398.95
2017-10-24,9926398.95
2017-10-25,9926398.95
2017-10-26,9926398.95
2017-10-27,9926398.95
2017-10-30,9926398.95
2017-10-31,9926398.95
2017-11-01,9926398.95
