,ACN
2015-06-16,60409958002
2015-06-17,60553642494
2015-06-18,60791034263
2015-06-19,60609866860
2015-06-22,61590669694
2015-06-23,61378266533
2015-06-24,61078403246
2015-06-25,62146666205
2015-06-26,61846802919
2015-06-29,60397463699
2015-06-30,60459935217
2015-07-01,61259570648
2015-07-02,60803528566
2015-07-06,60809775718
2015-07-07,61646894061
2015-07-08,60984695969
2015-07-09,61065908942
2015-07-10,61709365579
2015-07-13,62815111449
2015-07-14,62933807333
2015-07-15,62440282340
2015-07-16,63377355112
2015-07-17,62771381386
2015-07-20,62921313030
2015-07-21,62715157020
2015-07-22,63927104471
2015-07-23,63983328838
2015-07-24,63202434861
2015-07-27,62715157020
2015-07-28,63527286755
2015-07-29,64002070293
2015-07-30,64133260481
2015-07-31,64414382312
2015-08-03,64476853831
2015-08-04,64608044019
2015-08-05,65282736414
2015-08-06,64408135161
2015-08-07,64807952876
2015-08-10,65720037041
2015-08-11,64707998447
2015-08-12,64826694332
2015-08-13,64589302563
2015-08-14,64626785474
2015-08-17,64645526929
2015-08-18,64882918698
2015-08-19,64264450669
2015-08-20,62452776644
2015-08-21,60678585530
2015-08-24,57892355823
2015-08-25,57561256777
2015-08-26,59372930802
2015-08-27,59803984277
2015-08-28,59878950098
2015-08-31,59056678699
2015-09-01,57816281713
2015-09-02,59156912799
2015-09-03,59896139285
2015-09-04,59169442061
2015-09-08,60842098602
2015-09-09,59839757604
2015-09-10,60647895034
2015-09-11,60986185121
2015-09-14,60459956097
2015-09-15,61543737301
2015-09-16,61994790751
2015-09-17,61725411607
2015-09-18,61098948483
2015-09-21,61662765295
2015-09-22,61186653321
2015-09-23,61305681314
2015-09-24,61249299633
2015-09-25,60729335240
2015-09-28,60109136747
2015-09-29,60516337778
2015-09-30,61556266564
2015-10-01,61669029926
2015-10-02,62264169894
2015-10-05,63661182660
2015-10-06,63586007086
2015-10-07,64287645784
2015-10-08,65784892651
2015-10-09,65640806132
2015-10-12,65809951176
2015-10-13,64826404071
2015-10-14,64168617791
2015-10-15,64087177585
2015-10-16,64531966403
2015-10-19,64588348084
2015-10-20,64820139440
2015-10-21,64224999472
2015-10-22,66693264181
2015-10-23,67651752760
2015-10-26,67639223498
2015-10-27,67576577185
2015-10-28,68741798596
2015-10-29,67626694235
2015-10-30,67156846892
2015-11-02,67407432142
2015-11-03,67225757836
2015-11-04,66730851968
2015-11-05,66461472825
2015-11-06,66405091144
2015-11-09,65703452445
2015-11-10,65822480438
2015-11-11,65841274332
2015-11-12,65352633095
2015-11-13,64619671240
2015-11-16,66611823974
2015-11-17,66586765449
2015-11-18,67582841817
2015-11-19,67206963942
2015-11-20,67639223498
2015-11-23,67557783292
2015-11-24,67250816361
2015-11-25,67094200580
2015-11-27,67319727305
2015-11-30,67175881085
2015-12-01,67746017737
2015-12-02,67407694888
2015-12-03,66367665392
2015-12-04,68353745816
2015-12-07,68253502009
2015-12-08,68234706295
2015-12-09,67219737750
2015-12-10,67413960126
2015-12-11,65972955402
2015-12-14,66637070623
2015-12-15,66862619188
2015-12-16,68341215340
2015-12-17,64694846865
2015-12-18,63861570220
2015-12-21,64525685441
2015-12-22,65008108761
2015-12-23,65421614465
2015-12-24,65302574944
2015-12-28,65208596375
2015-12-29,65985485878
2015-12-30,66323808726
2015-12-31,65471736368
2016-01-04,63798917841
2016-01-05,64130975451
2016-01-06,64005670692
2016-01-07,62126099313
2016-01-08,61524636472
2016-01-11,62169955979
2016-01-12,63285168330
2016-01-13,62188751693
2016-01-14,63830244030
2016-01-15,62195016931
2016-01-19,63516982134
2016-01-20,62063446934
2016-01-21,61581023613
2016-01-22,64055792596
2016-01-25,63748795937
2016-01-26,64237484496
2016-01-27,63880365934
2016-01-28,64582072582
2016-01-29,66123321113
2016-02-01,66586948720
2016-02-02,65045700189
2016-02-03,63968079265
2016-02-04,64362789254
2016-02-05,62007059793
2016-02-08,59563617000
2016-02-09,58467200362
2016-02-10,59024806538
2016-02-11,58536117979
2016-02-12,59331803197
2016-02-16,60716420779
2016-02-17,62032120744
2016-02-18,61725124086
2016-02-19,61994529317
2016-02-22,62871662627
2016-02-23,62433095972
2016-02-24,62370443593
2016-02-25,63222515951
2016-02-26,63354085948
2016-02-29,62534760037
2016-03-01,64524445699
2016-03-02,64031702228
2016-03-03,64119023856
2016-03-04,64356039703
2016-03-07,63869533491
2016-03-08,64006753192
2016-03-09,64493259404
2016-03-10,64605530068
2016-03-11,65915354485
2016-03-14,66314539070
2016-03-15,66782333504
2016-03-16,67106670979
2016-03-17,67711685115
2016-03-18,67218941644
2016-03-21,67462194750
2016-03-22,67256365198
2016-03-23,67150331793
2016-03-24,71291871855
2016-03-28,71210787487
2016-03-29,71890648732
2016-03-30,71959258582
2016-03-31,71977970360
2016-04-01,72570509977
2016-04-04,72040342951
2016-04-05,71185838450
2016-04-06,71522650443
2016-04-07,69919674847
2016-04-08,70374994763
2016-04-11,70543400760
2016-04-12,71348007188
2016-04-13,71703530958
2016-04-14,71572548516
2016-04-15,71616209330
2016-04-18,72096478283
2016-04-19,71790852586
2016-04-20,72065291988
2016-04-21,71404142520
2016-04-22,71073567786
2016-04-25,71167126673
2016-04-26,71485226888
2016-04-27,72027868433
2016-04-28,71310583633
2016-04-29,70431130095
2016-05-02,71354244447
2016-05-03,70668145942
2016-05-04,70824077421
2016-05-05,71154652155
2016-05-06,72071529247
2016-05-09,72021631174
2016-05-10,72938508266
2016-05-11,72339731389
2016-05-12,72576747236
2016-05-13,72002919396
2016-05-16,73069490707
2016-05-17,72489425608
2016-05-18,72676543382
2016-05-19,72370917685
2016-05-20,72645357087
2016-05-23,72464476572
2016-05-24,74298230756
2016-05-25,73942706986
2016-05-26,73855385358
2016-05-27,74185960092
2016-05-31,74065444728
2016-06-01,74090346954
2016-06-02,74233534752
2016-06-03,74021865833
2016-06-06,74457654783
2016-06-07,74488782565
2016-06-08,74283339203
2016-06-09,74358045880
2016-06-10,73629655779
2016-06-13,72888814565
2016-06-14,73517595763
2016-06-15,73119160152
2016-06-16,73648332448
2016-06-17,73193866829
2016-06-20,74115249180
2016-06-21,74351820324
2016-06-22,74102798067
2016-06-23,74028091390
2016-06-24,69383826300
2016-06-27,68039106114
2016-06-28,68829751779
2016-06-29,69576818549
2016-06-30,70529328682
2016-07-01,70672516479
2016-07-05,70411043110
2016-07-06,70672516479
2016-07-07,70162020853
2016-07-08,71662379950
2016-07-11,71880274425
2016-07-12,72527732293
2016-07-13,72733175654
2016-07-14,72695822316
2016-07-15,71649928837
2016-07-18,71058500977
2016-07-19,70579133133
2016-07-20,71874048868
2016-07-21,69950351935
2016-07-22,70261629756
2016-07-25,70392366440
2016-07-26,71133207654
2016-07-27,70790802051
2016-07-28,69776036355
2016-07-29,70230501974
2016-08-01,70274080868
2016-08-02,70242953086
2016-08-03,70728546487
2016-08-04,70790802051
2016-08-05,71344876573
2016-08-08,70772125382
2016-08-09,70274080868
2016-08-10,70485749787
2016-08-11,70591584246
2016-08-12,70367464215
2016-08-15,70722320931
2016-08-16,70336336433
2016-08-17,70305208651
2016-08-18,69944126378
2016-08-19,70379915328
2016-08-22,70821929833
2016-08-23,71892725538
2016-08-24,71326199903
2016-08-25,71618801055
2016-08-26,71718409958
2016-08-29,71500515483
2016-08-30,71811793304
2016-08-31,71480522860
2016-09-01,71517817045
2016-09-02,71890758904
2016-09-06,71704287975
2016-09-07,71555111231
2016-09-08,69802284497
2016-09-09,68615086247
2016-09-12,70088206588
2016-09-13,68702106014
2016-09-14,68248360087
2016-09-15,68820204270
2016-09-16,68298085668
2016-09-19,68683458922
2016-09-20,68807772874
2016-09-21,69429342638
2016-09-22,70647619376
2016-09-23,70293324610
2016-09-26,70691129259
2016-09-27,72182896693
2016-09-28,72506112970
2016-09-29,75607746092
2016-09-30,75937178067
2016-10-03,75122921677
2016-10-04,73494408895
2016-10-05,73475761802
2016-10-06,73668448429
2016-10-07,72102092624
2016-10-10,73009584479
2016-10-11,72705015295
2016-10-12,73109035641
2016-10-13,73413604826
2016-10-14,73500624593
2016-10-17,72630426923
2016-10-18,73053094362
2016-10-19,72611779830
2016-10-20,72133171112
2016-10-21,71847249020
2016-10-24,71977778671
2016-10-25,71648346696
2016-10-26,71760229253
2016-10-27,71766444951
2016-10-28,71896974601
2016-10-31,72251269367
2016-11-01,72189112390
2016-11-02,73724389708
2016-11-03,72692583899
2016-11-04,72866623433
2016-11-07,74569724587
2016-11-08,74470273424
2016-11-09,72854192038
2016-11-10,74793489702
2016-11-11,74078684473
2016-11-14,72879054829
2016-11-15,72095876926
2016-11-16,72922564712
2016-11-17,73575212964
2016-11-18,73612507150
2016-11-21,74389469355
2016-11-22,74265155402
2016-11-23,74476489122
2016-11-25,75048333305
2016-11-28,75060764700
2016-11-29,75172647258
2016-11-30,74285453789
2016-12-01,73184513881
2016-12-02,72954373900
2016-12-05,73221833878
2016-12-06,73651013842
2016-12-07,75616533678
2016-12-08,75722273669
2016-12-09,76698813587
2016-12-12,76885413572
2016-12-13,77998793479
2016-12-14,76910293570
2016-12-15,77470093523
2016-12-16,76505993604
2016-12-19,76910293570
2016-12-20,77190193546
2016-12-21,73333793869
2016-12-22,73265373874
2016-12-23,73072553891
2016-12-27,73116093887
2016-12-28,72531413936
2016-12-29,72780213915
2016-12-30,72854853909
2017-01-03,72438113944
2017-01-04,72612273929
2017-01-05,71523774020
2017-01-06,72338593952
2017-01-09,71529994020
2017-01-10,71567314016
2017-01-11,72226633961
2017-01-12,72015153979
2017-01-13,72742893918
2017-01-17,72170653966
2017-01-18,72120893970
2017-01-19,71840993994
2017-01-20,71573534016
2017-01-23,71418034029
2017-01-24,72450553943
2017-01-25,73128533886
2017-01-26,72108453971
2017-01-27,71747694001
2017-01-30,71299854039
2017-01-31,70827134078
2017-02-01,70416614113
2017-02-02,70684074090
2017-02-03,71212774046
2017-02-06,71019954062
2017-02-07,72102233972
2017-02-08,71797453997
2017-02-09,72761553917
2017-02-10,73147193884
2017-02-13,73762973833
2017-02-14,74639993760
2017-02-15,74596453763
2017-02-16,75087833722
2017-02-17,75405053696
2017-02-21,75946193650
2017-02-22,76014613645
2017-02-23,76182553631
2017-02-24,76773453581
2017-02-27,76375373614
2017-02-28,75881008490
2017-03-01,76853524272
2017-03-02,77026966577
2017-03-03,76587166446
2017-03-06,76339391724
2017-03-07,76896884848
2017-03-08,77095104625
2017-03-09,76302225516
2017-03-10,76766803119
2017-03-13,76834941168
2017-03-14,76754414383
2017-03-15,77305713139
2017-03-16,76872107376
2017-03-17,77565876596
2017-03-20,77051744049
2017-03-21,77206603250
2017-03-22,78346366969
2017-03-23,74803188451
2017-03-24,73700590939
2017-03-27,73954560029
2017-03-28,75168656165
2017-03-29,74939464547
2017-03-30,74654523618
2017-03-31,74258084063
2017-04-03,72870545622
2017-04-04,73118320344
2017-04-05,72870545622
2017-04-06,72356413075
2017-04-07,72746658261
2017-04-10,72994432983
2017-04-11,71904224208
2017-04-12,71594505806
2017-04-13,71148511307
2017-04-17,71681226958
2017-04-18,72003334096
2017-04-19,72443134227
2017-04-20,73843061404
2017-04-21,73855450140
2017-04-24,73935976925
2017-04-25,73520954266
2017-04-26,73700590939
2017-04-27,74635940513
2017-04-28,75137684325
2017-05-01,75106712485
2017-05-02,74753633506
2017-05-03,74518247521
2017-05-04,74840354659
2017-05-05,75273960422
2017-05-08,75019991332
2017-05-09,74995213860
2017-05-10,75075740644
2017-05-11,74827965923
2017-05-12,74927075811
2017-05-15,75726149289
2017-05-16,76277448044
2017-05-17,74604968673
2017-05-18,74580191201
2017-05-19,74939464547
2017-05-22,76011090218
2017-05-23,75664205608
2017-05-24,75540318247
2017-05-25,76252670572
2017-05-26,76122588843
2017-05-30,76667693231
2017-05-31,76862107608
2017-06-01,77368470011
2017-06-02,77646351817
2017-06-05,78165064522
2017-06-06,78010685741
2017-06-07,78146539068
2017-06-08,77911883321
2017-06-09,77695753027
2017-06-12,77992160287
2017-06-13,78467646933
2017-06-14,78578799656
2017-06-15,78442946328
2017-06-16,78770229345
2017-06-19,78899907521
2017-06-20,78134188766
2017-06-21,78492347538
2017-06-22,75386246460
2017-06-23,75793806442
2017-06-26,75546800392
2017-06-27,75454173123
2017-06-28,76411321567
2017-06-29,75948185223
2017-06-30,76374270660
2017-07-03,76528649441
2017-07-05,76602751256
2017-07-06,75917309467
2017-07-07,76701553676
2017-07-10,76608926407
2017-07-11,76479248231
2017-07-12,77479622733
2017-07-13,77640176666
2017-07-14,78239166337
2017-07-17,78066262102
2017-07-18,78652901471
2017-07-19,78906082672
2017-07-20,79375394167
2017-07-21,79566823856
2017-07-24,79048111151
2017-07-25,79628575368
2017-07-26,79974383838
2017-07-27,79140738420
2017-07-28,79288942050
2017-07-31,79548298402
2017-08-01,80190514132
2017-08-02,79424795377
2017-08-03,80289316552
2017-08-04,80400469275
2017-08-07,80079361410
2017-08-08,79739728091
2017-08-09,80042310502
2017-08-10,79190139630
2017-08-11,79165439025
2017-08-14,80085536561
2017-08-15,79894106872
2017-08-16,80295491703
2017-08-17,78788754798
2017-08-18,78696127530
2017-08-21,79146913571
2017-08-22,79850880813
2017-08-23,79264241445
2017-08-24,79455671133
2017-08-25,79900282023
2017-08-28,79807654755
2017-08-29,80067011107
2017-08-30,80147288073
2017-08-31,80526653249
2017-09-01,80120201802
2017-09-05,79916976079
2017-09-06,80748354038
2017-09-07,82669760876
2017-09-08,82349526403
2017-09-11,83895273570
2017-09-12,83889115215
2017-09-13,83002312059
2017-09-14,83051578901
2017-09-15,83353338308
2017-09-18,84332516793
2017-09-19,84190874622
2017-09-20,84991460805
2017-09-21,84160082846
2017-09-22,84923718897
2017-09-25,85083836134
2017-09-26,84270933241
2017-09-27,84147766135
2017-09-28,83950698768
2017-09-29,83180904361
2017-10-02,83408763506
2017-10-03,82675919231
2017-10-04,83236329559
2017-10-05,83889115215
2017-10-06,83907590281
2017-10-09,84363308569
2017-10-10,84689701398
2017-10-11,84314041727
2017-10-12,85724305080
2017-10-13,85724305080
2017-10-16,85656563172
2017-10-17,85385595541
2017-10-18,84628117845
2017-10-19,85367120475
2017-10-20,85902897382
2017-10-23,85804363698
2017-10-24,85545712777
2017-10-25,86931342709
2017-10-26,87430169484
2017-10-27,88236914022
2017-10-30,88243072377
2017-10-31,87670345339
2017-11-01,88039846654
2017-11-02,88329289350
2017-11-03,88704949021
2017-11-06,88637207113
2017-11-07,88372397837
2017-11-08,89228409217
2017-11-09,88575623560
2017-11-10,88612573692
2017-11-13,88631048757
2017-11-14,89271517704
2017-11-15,88840432836
2017-11-16,90552455596
2017-11-17,89573277111
2017-11-20,90263012899
2017-11-21,91149816055
2017-11-22,90595564082
2017-11-24,90915798555
2017-11-27,90835739937
2017-11-28,91168291121
2017-11-29,90497030398
2017-11-30,91448669262
2017-12-01,90558958542
2017-12-04,90917314249
2017-12-05,91238598675
2017-12-06,91609311476
2017-12-07,91813203516
2017-12-08,93005663023
2017-12-11,93104519770
2017-12-12,93975694850
2017-12-13,93555553677
2017-12-14,93425804197
2017-12-15,94321693464
2017-12-18,93740910077
2017-12-19,94049837410
2017-12-20,93759445717
2017-12-21,95273189651
2017-12-22,95081654704
2017-12-26,94525585504
2017-12-27,94729477544
2017-12-28,94883941211
2017-12-29,94587370971
2018-01-02,95050761971
2018-01-03,95489438784
2018-01-04,96620112825
2018-01-05,97417145345
2018-01-08,98195642226
2018-01-09,98523105199
2018-01-10,98177106586
2018-01-11,98306856066
2018-01-12,98924710733
2018-01-16,97596323199
2018-01-17,98986496200
2018-01-18,99437530106
2018-01-19,99937992387
2018-01-22,99740278893
2018-01-23,99400458826
2018-01-24,99227459520
2018-01-25,99344851906
2018-01-26,100432276120
2018-01-29,99591993773
2018-01-30,98671390319
2018-01-31,99289244986
2018-02-01,99140959866
2018-02-02,96941397252
2018-02-05,93808874090
2018-02-06,95575938438
2018-02-07,95860151585
2018-02-08,92993305930
2018-02-09,95050761971
2018-02-12,95736580651
2018-02-13,96904325972
2018-02-14,98726997239
2018-02-15,99511672667
2018-02-16,100500240134
2018-02-20,99746457440
2018-02-21,99140959866
2018-02-22,99054460213
2018-02-23,100679417987
2018-02-26,101785377841
2018-02-27,100432276120
2018-02-28,102920384557
2018-03-01,99813788265
2018-03-02,100676731680
2018-03-05,101539675094
2018-03-06,101015516872
2018-03-07,101347909891
2018-03-08,101315949024
2018-03-09,103239993229
2018-03-12,103355052351
2018-03-13,103866426226
2018-03-14,102913992384
2018-03-15,104102936643
2018-03-16,102843678476
2018-03-19,102671089793
2018-03-20,104115720990
2018-03-21,103572386248
2018-03-22,96029621589
2018-03-23,94188675638
2018-03-26,97704371030
2018-03-27,95153893827
2018-03-28,94227028679
2018-03-29,98119862304
2018-04-02,94591382565
2018-04-03,95109148613
2018-04-04,95863425079
2018-04-05,96886172830
2018-04-06,94207852158
2018-04-09,94763971248
2018-04-10,97192997155
2018-04-11,94859853849
2018-04-12,95940131160
2018-04-13,95965699854
2018-04-16,96790290228
2018-04-17,98592883138
2018-04-18,99411081338
2018-04-19,98816609208
2018-04-20,97423115399
2018-04-23,97825822325
2018-04-24,96566564158
2018-04-25,95940131160
2018-04-26,97346409317
2018-04-27,97410331052
2018-04-30,96649662412
2018-05-01,97109898900
2018-05-02,96336445914
2018-05-03,96988447605
2018-05-04,98081509263
2018-05-07,97352801491
2018-05-08,97122683247
2018-05-09,98835785729
2018-05-10,100063083029
2018-05-11,100408260395
2018-05-14,99443042206
2018-05-15,98484216190
2018-05-16,98490608363
2018-05-17,99033943105
2018-05-18,99276845696
2018-05-21,100318769967
2018-05-22,99289630043
2018-05-23,99276845696
2018-05-24,99455826552
2018-05-25,99711513490
2018-05-29,98145430997
2018-05-30,99737082184
2018-05-31,99763188033
2018-06-01,101781000042
2018-06-04,102126910672
2018-06-05,102440792540
2018-06-06,104227997463
2018-06-07,102882789457
2018-06-08,103882086832
2018-06-11,104253620472
2018-06-12,104311272244
2018-06-13,104426575787
2018-06-14,104260026225
2018-06-15,104721240398
2018-06-18,104336895254
2018-06-19,104612342607
2018-06-20,103625856736
2018-06-21,102511255817
2018-06-22,102255025720
2018-06-25,100032229634
2018-06-26,100480632303
2018-06-27,99506957936
2018-06-28,105374627144
2018-06-29,104791703675
2018-07-02,104561096588
2018-07-03,104631559864
2018-07-05,105566799716
2018-07-06,105381032896
2018-07-09,106418764787
2018-07-10,106630154616
2018-07-11,106534068330
2018-07-12,107635857745
2018-07-13,107674292259
2018-07-16,107386033401
2018-07-17,107661480754
2018-07-18,106578908597
2018-07-19,106905601970
2018-07-20,106668589131
2018-07-23,106309866996
2018-07-24,105803812555
2018-07-25,107027311266
2018-07-26,105803812555
2018-07-27,103786000546
2018-07-30,102120504920
2018-07-31,102062853148
2018-08-01,102306271740
2018-08-02,102588124846
2018-08-03,102729051399
2018-08-06,102863572199
2018-08-07,103260728849
2018-08-08,103222294334
2018-08-09,102902006714
2018-08-10,102927629723
2018-08-13,102639370865
2018-08-14,103286351858
2018-08-15,102754674408
2018-08-16,104343301006
2018-08-17,105624451488
2018-08-20,105771783793
2018-08-21,105445090421
2018-08-22,105643668745
2018-08-23,105823029813
2018-08-24,106258620977
2018-08-27,106892790465
2018-08-28,107405250658
2018-08-29,108750458664
2018-08-30,108020202889
2018-08-31,108015009626
2018-09-04,108289726927
2018-09-05,107740292324
2018-09-06,108200284085
2018-09-07,108015009626
2018-09-10,108321670799
2018-09-11,109049991087
2018-09-12,108832772755
2018-09-13,109931641961
2018-09-14,109656924659
2018-09-17,109273598192
2018-09-18,110148860292
2018-09-19,110615240827
2018-09-20,111247729497
2018-09-21,111286062144
2018-09-24,110289413330
2018-09-25,110410800044
2018-09-26,110506631661
2018-09-27,108641109522
2018-09-28,108736941139
2018-10-01,110851625481
2018-10-02,110621629601
2018-10-03,111254118272
2018-10-04,109797477697
2018-10-05,109394984907
2018-10-08,108545277905
2018-10-09,107842512716
2018-10-10,103332037954
2018-10-11,99664881420
2018-10-12,101862619830
2018-10-15,100891526114
2018-10-16,102987044134
2018-10-17,101517626010
2018-10-18,99792656909
2018-10-19,101121521994
2018-10-22,101932896349
2018-10-23,101000135280
2018-10-24,97824914378
2018-10-25,100252648669
2018-10-26,98674621380
2018-10-29,97582140949
2018-10-30,98783230545
2018-10-31,100699862880
2018-11-01,101313185228
2018-11-02,100552921068
2018-11-05,101325962777
2018-11-06,101849842281
2018-11-07,104692846912
2018-11-08,105095339702
2018-11-09,105510610041
2018-11-12,103779252165
2018-11-13,103146763495
2018-11-14,102405665659
2018-11-15,103811196038
2018-11-16,105414778425
2018-11-19,103990081722
2018-11-20,101517626010
2018-11-21,100290981316
2018-11-23,100259037443
2018-11-26,101198187288
2018-11-27,101651790273
2018-11-28,103632310353
2018-11-29,102903990066
2018-11-30,105069008215
2018-12-03,106537879591
2018-12-04,104871029899
2018-12-06,101703376843
2018-12-07,100553825331
2018-12-10,100726258057
2018-12-11,101096669100
2018-12-12,101301033813
2018-12-13,102342016572
2018-12-14,99327637051
2018-12-17,96862487697
2018-12-18,97162648370
2018-12-19,96409053489
2018-12-20,91644801111
2018-12-21,87621370818
2018-12-24,85366972575
2018-12-26,88777308728
2018-12-27,89671404348
2018-12-28,89294606908
2018-12-31,90054588186
2019-01-02,89786359500
2019-01-03,86720888800
2019-01-04,90092906570
2019-01-07,90405840037
2019-01-08,92692170267
2019-01-09,93158377269
2019-01-10,93892812957
2019-01-11,93388287571
2019-01-14,92558055923
2019-01-15,93809789792
2019-01-16,94442043124
2019-01-17,95233956388
2019-01-18,96083347228
2019-01-22,95138160429
2019-01-23,94786908578
2019-01-24,95891755309
2019-01-25,96977442848
2019-01-28,97226512342
2019-01-29,97086011602
2019-01-30,98407995841
2019-01-31,98063130387
2019-02-01,98823111665
2019-02-04,99979049574
2019-02-05,100470802166
2019-02-06,100368619809
2019-02-07,99104113146
2019-02-08,99365955435
2019-02-11,99193522708
2019-02-12,100030140753
2019-02-13,100924236373
2019-02-14,100809281222
2019-02-15,101690604048
2019-02-19,101850263980
2019-02-20,101997151118
2019-02-21,101882195967
2019-02-22,103140316233
2019-02-25,103248884987
2019-02-26,103038133876
2019-02-27,102584699669
2019-02-28,102933221810
2019-03-01,104731906192
2019-03-04,103851698941
2019-03-05,104393855581
2019-03-06,103577431464
2019-03-07,103233002540
2019-03-08,103130949526
2019-03-11,104566070043
2019-03-12,104597961610
2019-03-13,104674501371
2019-03-14,105127361623
2019-03-15,106128756828
2019-03-18,106154270082
2019-03-19,106007568874
2019-03-20,106052217068
2019-03-21,107308744809
2019-03-22,105395250786
2019-03-25,105293197772
2019-03-26,106479564066
2019-03-27,106179783336
2019-03-28,111697024435
2019-03-29,112271072642
2019-04-01,112462422045
2019-04-02,111856482271
2019-04-03,113017335311
2019-04-04,112998200371
2019-04-05,113629653399
2019-04-08,114114405218
2019-04-09,113361764235
2019-04-10,112896147357
2019-04-11,113763597980
2019-04-12,113942190756
2019-04-15,114363159441
2019-04-16,114210079919
2019-04-17,114139918471
2019-04-18,113923055816
2019-04-22,113578626891
2019-04-23,115115800423
2019-04-24,115326284766
2019-04-25,114777749812
2019-04-26,115339041393
2019-04-29,115581417302
2019-04-30,116512651060
2019-05-01,115645200436
2019-05-02,114420564261
2019-05-03,112883390730
2019-05-06,112424152164
2019-05-07,110944383453
2019-05-08,110867843692
2019-05-09,111276055750
2019-05-10,111174002736
2019-05-13,109081915937
2019-05-14,110733899111
2019-05-15,111875617211
2019-05-16,113642410025
2019-05-17,113744463040
2019-05-20,113878407622
2019-05-21,114535373903
2019-05-22,115058395602
2019-05-23,113706193160
2019-05-24,114050622084
2019-05-28,113782732920
2019-05-29,113285224475
2019-05-30,114057000397
2019-05-31,113439384521
2019-06-03,111585570802
2019-06-04,113375679582
2019-06-05,114388588109
2019-06-06,114923709595
2019-06-07,116529074052
2019-06-10,117497389122
2019-06-11,116815746277
2019-06-12,117592946530
2019-06-13,117822284310
2019-06-14,117835025298
2019-06-17,117153382453
2019-06-18,117535612086
2019-06-19,117185234922
2019-06-20,118822451849
2019-06-21,118210884437
2019-06-24,118561261600
2019-06-25,117790431841
2019-06-26,116777523314
2019-06-27,116580038004
2019-06-28,117707615420
2019-07-01,119045419135
2019-07-02,120147514576
2019-07-03,121657321626
2019-07-05,121924882369
2019-07-08,121236869030
2019-07-09,121733767552
2019-07-10,122128738173
2019-07-11,124014404361
2019-07-12,124995460419
2019-07-15,124428486464
2019-07-16,123746843619
2019-07-17,123466541888
2019-07-18,124109961770
2019-07-19,123542987814
2019-07-22,123867883002
2019-07-23,123880623990
2019-07-24,123886994484
2019-07-25,124205519178
2019-07-26,125454135978
2019-07-29,125721696721
2019-07-30,124638712762
2019-07-31,122682971141
2019-08-01,123689509174
2019-08-02,122956902377
2019-08-05,118204513943
2019-08-06,120281294948
2019-08-07,120319517911
2019-08-08,123702250161
2019-08-09,121982216814
2019-08-12,121039383720
2019-08-13,122874085957
2019-08-14,119109124074
2019-08-15,120759081989
2019-08-16,123090682749
2019-08-19,124339299549
2019-08-20,123714991149
2019-08-21,124689676713
2019-08-22,125078276839
2019-08-23,122829492500
2019-08-26,124524043872
2019-08-27,125600657338
2019-08-28,125396801533
2019-08-29,126607195371
2019-08-30,126244077219
2019-09-03,124442641986
2019-09-04,125688657712
2019-09-05,126820243422
2019-09-06,127856470786
2019-09-09,123857777462
2019-09-10,120571093124
2019-09-11,121658178273
2019-09-12,124296425855
2019-09-13,123724275777
2019-09-16,123431843515
2019-09-17,123934064139
2019-09-18,123412771846
2019-09-19,123756061893
2019-09-20,122751620644
2019-09-23,122592690067
2019-09-24,120876239833
2019-09-25,121340317118
2019-09-26,122134970005
2019-09-27,121664535496
2019-09-30,122281186136
2019-10-01,120545664232
2019-10-02,117513268818
2019-10-03,118123562235
2019-10-04,120558378678
2019-10-07,118759284544
2019-10-08,115828604699
2019-10-09,117189050441
2019-10-10,116864832063
2019-10-11,117589555495
2019-10-14,117926488319
2019-10-15,118880071783
2019-10-16,118606711190
2019-10-17,118269778366
2019-10-18,118930929567
2019-10-21,119096217368
2019-10-22,116159180300
2019-10-23,117017405417
2019-10-24,117608627165
2019-10-25,116381683108
2019-10-28,116254538646
2019-10-29,117481482703
2019-10-30,118613068413
2019-10-31,117875630534
2019-11-01,119655652999
2019-11-04,119388649630
2019-11-05,118803785105
2019-11-06,120297732532
2019-11-07,120208731408
2019-11-08,120596522017
2019-11-11,120825382048
2019-11-12,121696321611
2019-11-13,123647989100
2019-11-14,124760503141
2019-11-15,125116507634
2019-11-18,125885731628
2019-11-19,126089162767
2019-11-20,125688657712
2019-11-21,125097435965
2019-11-22,125021149287
2019-11-25,126101877213
2019-11-26,127729326324
2019-11-27,127939114686
2019-11-29,127881899678
2019-12-02,127235756093
2019-12-03,126700268167
2019-12-04,127229381237
2019-12-05,127401502356
2019-12-06,129122713546
2019-12-09,128791221020
2019-12-10,128695598176
2019-12-11,128963342139
2019-12-12,129996068853
2019-12-13,131742779469
2019-12-16,130684553330
2019-12-17,129664576328
2019-12-18,131169042405
2019-12-19,132788255895
2019-12-20,134573215648
2019-12-23,134401094529
2019-12-24,134898333317
2019-12-26,135178826993
2019-12-27,135287199549
2019-12-30,134279972260
2019-12-31,134235348266
2020-01-02,133967604303
2020-01-03,133744484334
2020-01-06,132871129027
2020-01-07,130002443710
2020-01-08,130257437960
2020-01-09,131417661799
2020-01-10,132380265095
2020-01-13,133610612353
2020-01-14,132424889088
2020-01-15,132125270844
2020-01-16,133221746121
2020-01-17,133361992959
2020-01-21,133330118677
2020-01-22,133495864940
2020-01-23,134305471685
2020-01-24,132960377014
2020-01-27,131672656050
2020-01-28,134024978010
2020-01-29,132571510782
2020-01-30,132832879889
2020-01-31,130818425311
