,WHR
2013-11-25,11874695000
2013-11-26,12019135000
2013-11-27,11957120000
2013-11-29,11991660000
2013-12-02,11719265000
2013-12-03,11695715000
2013-12-04,11624280000
2013-12-05,11535575000
2013-12-06,11739675000
2013-12-09,11774215000
2013-12-10,11900600000
2013-12-11,11609364999
2013-12-12,11667455000
2013-12-13,11684725000
2013-12-16,11770290000
2013-12-17,11895105000
2013-12-18,12257775000
2013-12-19,12051320000
2013-12-20,12189480000
2013-12-23,12292315000
2013-12-24,12319790000
2013-12-26,12387300000
2013-12-27,12321360000
2013-12-30,12327640000
2013-12-31,12250766000
2014-01-02,12185943000
2014-01-03,12253890000
2014-01-06,12062545000
2014-01-07,12072698000
2014-01-08,12308560000
2014-01-09,12418681000
2014-01-10,12233583999
2014-01-13,11988350000
2014-01-14,12125025000
2014-01-15,12308560000
2014-01-16,12423367000
2014-01-17,12249204000
2014-01-21,12003970000
2014-01-22,11791538000
2014-01-23,11975073000
2014-01-24,11377608000
2014-01-27,11128469000
2014-01-28,11238590000
2014-01-29,11061303000
2014-01-30,10326382000
2014-01-31,10410730000
2014-02-03,9894489000
2014-02-04,10199860000
2014-02-05,10182678000
2014-02-06,10434160000
2014-02-07,10664555000
2014-02-10,10667679000
2014-02-11,10775457000
2014-02-12,10772333000
2014-02-13,10811383000
2014-02-14,10821536000
2014-02-18,10673146000
2014-02-19,10552091000
2014-02-20,10778581000
2014-02-21,10840280000
2014-02-24,11001947000
2014-02-25,10991013000
2014-02-26,11113630000
2014-02-27,11326843000
2014-02-28,11295603000
2014-03-03,11179233999
2014-03-04,11393228000
2014-03-05,11541618000
2014-03-06,11518969000
2014-03-07,11401819000
2014-03-10,11379170000
2014-03-11,11279201999
2014-03-12,11250305000
2014-03-13,11065989000
2014-03-14,11096448000
2014-03-17,11322938000
2014-03-18,11428373000
2014-03-19,11429935000
2014-03-20,11302632000
2014-03-21,11319033000
2014-03-24,11164395000
2014-03-25,11351835000
2014-03-26,11140183999
2014-03-27,11174548000
2014-03-28,11461175000
2014-03-31,11702718000
2014-04-01,12003390000
2014-04-02,12029229000
2014-04-03,11986947000
2014-04-04,11901600000
2014-04-07,11574306000
2014-04-08,11586834000
2014-04-09,11751264000
2014-04-10,11539854000
2014-04-11,11571174000
2014-04-14,11617371000
2014-04-15,11859318000
2014-04-16,12117708000
2014-04-17,12038625000
2014-04-21,12087954000
2014-04-22,12125538000
2014-04-23,12021399000
2014-04-24,12109878000
2014-04-25,12169385999
2014-04-28,12087954000
2014-04-29,11921958000
2014-04-30,12009654000
2014-05-01,11917260000
2014-05-02,11940750000
2014-05-05,11939967000
2014-05-06,11696454000
2014-05-07,11883591000
2014-05-08,11820168000
2014-05-09,11864799000
2014-05-12,12205404000
2014-05-13,11866365000
2014-05-14,11316699000
2014-05-15,11285379000
2014-05-16,11430234000
2014-05-19,11391084000
2014-05-20,11307303000
2014-05-21,11385603000
2014-05-22,11423186999
2014-05-23,11530458000
2014-05-27,11252493000
2014-05-28,11217258000
2014-05-29,11214126000
2014-05-30,11239965000
2014-06-02,11229003000
2014-06-03,11236050000
2014-06-04,11086497000
2014-06-05,11212560000
2014-06-06,11280681000
2014-06-09,11113119000
2014-06-10,11224305000
2014-06-11,11037168000
2014-06-12,10849248000
2014-06-13,10823409000
2014-06-16,10835154000
2014-06-17,10805400000
2014-06-18,10945557000
2014-06-19,10907190000
2014-06-20,10873521000
2014-06-23,10909539000
2014-06-24,10878219000
2014-06-25,10882917000
2014-06-26,10814013000
2014-06-27,10841418000
2014-06-30,10914848000
2014-07-01,11122608000
2014-07-02,10996384000
2014-07-03,11175136000
2014-07-07,10988544000
2014-07-08,11190032000
2014-07-09,11063024000
2014-07-10,10914064000
2014-07-11,11035584000
2014-07-14,10921904000
2014-07-15,10973648000
2014-07-16,11023040000
2014-07-17,10894464000
2014-07-18,10936800000
2014-07-21,11003440000
2014-07-22,11226880000
2014-07-23,11386816000
2014-07-24,11517744000
2014-07-25,11672975999
2014-07-28,11574192000
2014-07-29,11407200000
2014-07-30,11194736000
2014-07-31,11182975999
2014-08-01,11251184000
2014-08-04,11429152000
2014-08-05,11280975999
2014-08-06,11430720000
2014-08-07,11178272000
2014-08-08,11614960000
2014-08-11,11581248000
2014-08-12,11426800000
2014-08-13,11419744000
2014-08-14,11753727999
2014-08-15,11637696000
2014-08-18,11779600000
2014-08-19,11987360000
2014-08-20,12050080000
2014-08-21,11907392000
2014-08-22,11905824000
2014-08-25,11810175999
2014-08-26,11890927999
2014-08-27,11956784000
2014-08-28,11956784000
2014-08-29,11996768000
2014-09-02,12025775999
2014-09-03,12014800000
2014-09-04,12072816000
2014-09-05,11917584000
2014-09-08,11962272000
2014-09-09,11858784000
2014-09-10,12035968000
2014-09-11,12024208000
2014-09-12,11925424000
2014-09-15,12008527999
2014-09-16,11963840000
2014-09-17,12097904000
2014-09-18,12064975999
2014-09-19,12216288000
2014-09-22,12043024000
2014-09-23,11955216000
2014-09-24,12059488000
2014-09-25,11801552000
2014-09-26,11821936000
2014-09-29,11672192000
2014-09-30,11418960000
2014-10-01,11097520000
2014-10-02,11215904000
2014-10-03,11219040000
2014-10-06,11280975999
2014-10-07,11139072000
2014-10-08,11284112000
2014-10-09,11076352000
2014-10-10,11025392000
2014-10-13,11008927999
2014-10-14,11393872000
2014-10-15,11264512000
2014-10-16,11427584000
2014-10-17,11763136000
2014-10-20,12011664000
2014-10-21,12173168000
2014-10-22,12104175999
2014-10-23,12363680000
2014-10-24,12435808000
2014-10-27,12340160000
2014-10-28,13175904000
2014-10-29,13189232000
2014-10-30,13371120000
2014-10-31,13488720000
2014-11-03,13531840000
2014-11-04,13541248000
2014-11-05,13551440000
2014-11-06,13707456000
2014-11-07,13783504000
2014-11-10,13625136000
2014-11-11,13720000000
2014-11-12,13736464000
2014-11-13,13736464000
2014-11-14,13584368000
2014-11-17,13763120000
2014-11-18,13894048000
2014-11-19,14103375999
2014-11-20,14273504000
2014-11-21,14399727999
2014-11-24,14485184000
2014-11-25,14473424000
2014-11-26,14389536000
2014-11-28,14595727999
2014-12-01,14539280000
2014-12-02,14489888000
2014-12-03,14849744000
2014-12-04,14759584000
2014-12-05,14804272000
2014-12-08,14628656000
2014-12-09,14694512000
2014-12-10,14367584000
2014-12-11,14461664000
2014-12-12,14162175999
2014-12-15,14375424000
2014-12-16,13675312000
2014-12-17,14812112000
2014-12-18,14936768000
2014-12-19,14874832000
2014-12-22,14918736000
2014-12-23,14984592000
2014-12-24,14986160000
2014-12-26,15088080000
2014-12-29,15133552000
2014-12-30,15182944000
2014-12-31,15266712000
2015-01-02,15209188000
2015-01-05,14895564000
2015-01-06,14772636000
2015-01-07,15120144000
2015-01-08,15510204000
2015-01-09,15541724000
2015-01-12,15678048000
2015-01-13,15552756000
2015-01-14,15661500000
2015-01-15,15403824000
2015-01-16,15773395999
2015-01-20,15592944000
2015-01-21,15575608000
2015-01-22,15737148000
2015-01-23,15832495999
2015-01-26,16001916000
2015-01-27,15907356000
2015-01-28,15871108000
2015-01-29,16071260000
2015-01-30,15687504000
2015-02-02,15848256000
2015-02-03,15843528000
2015-02-04,16932544000
2015-02-05,16653592000
2015-02-06,16637831999
2015-02-09,16255652000
2015-02-10,16396704000
2015-02-11,16373064000
2015-02-12,16788340000
2015-02-13,16802524000
2015-02-17,16824588000
2015-02-18,16748940000
2015-02-19,16731604000
2015-02-20,16805676000
2015-02-23,16800160000
2015-02-24,16886840000
2015-02-25,16875020000
2015-02-26,16768640000
2015-02-27,16701660000
2015-03-02,16942000000
2015-03-03,16900236000
2015-03-04,16665412000
2015-03-05,16612616000
2015-03-06,16029495999
2015-03-09,16209160000
2015-03-10,15960940000
2015-03-11,15497595999
2015-03-12,15721388000
2015-03-13,15572456000
2015-03-16,15656772000
2015-03-17,15518084000
2015-03-18,15674895999
2015-03-19,15298231999
2015-03-20,15598460000
2015-03-23,15536208000
2015-03-24,15622888000
2015-03-25,15294292000
2015-03-26,15448740000
2015-03-27,15641800000
2015-03-30,15841952000
2015-03-31,15982946000
2015-04-01,15929948999
2015-04-02,15850058000
2015-04-06,15900682000
2015-04-07,15640443000
2015-04-08,15514673999
2015-04-09,15516256000
2015-04-10,15477496999
2015-04-13,15340654000
2015-04-14,15488571000
2015-04-15,15420545000
2015-04-16,15135785000
2015-04-17,14997360000
2015-04-20,15412635000
2015-04-21,15343027000
2015-04-22,15169007000
2015-04-23,15101771999
2015-04-24,15542359000
2015-04-27,15648353000
2015-04-28,14530670000
2015-04-29,14161273000
2015-04-30,13889960000
2015-05-01,14183421000
2015-05-04,14249865000
2015-05-05,14206360000
2015-05-06,14146244000
2015-05-07,14437332000
2015-05-08,14684915000
2015-05-11,14790118000
2015-05-12,14748195000
2015-05-13,14843906000
2015-05-14,14973630000
2015-05-15,14857353000
2015-05-18,14926961000
2015-05-19,15031373000
2015-05-20,14957810000
2015-05-21,15191155000
2015-05-22,15187991000
2015-05-26,14895321000
2015-05-27,14835996000
2015-05-28,14832832000
2015-05-29,14574175000
2015-06-01,14788536000
2015-06-02,14888993000
2015-06-03,14969675000
2015-06-04,14870009000
2015-06-05,14852607000
2015-06-08,14665140000
2015-06-09,14474509000
2015-06-10,14711018000
2015-06-11,14770343000
2015-06-12,14711809000
2015-06-15,14555191000
2015-06-16,14545698999
2015-06-17,14677005000
2015-06-18,14811475000
2015-06-19,14836787000
2015-06-22,14627963000
2015-06-23,14654066000
2015-06-24,14453152000
2015-06-25,14101157000
2015-06-26,14064771000
2015-06-29,13745207000
2015-06-30,13636340000
2015-07-01,13474800000
2015-07-02,13374724000
2015-07-06,13296712000
2015-07-07,13492924000
2015-07-08,13454312000
2015-07-09,13436976000
2015-07-10,13744295999
2015-07-13,13818368000
2015-07-14,13843584000
2015-07-15,13671800000
2015-07-16,13396000000
2015-07-17,13295136000
2015-07-20,12855431999
2015-07-21,13097348000
2015-07-22,14054768000
2015-07-23,14139084000
2015-07-24,13876680000
2015-07-27,13540992000
2015-07-28,13925536000
2015-07-29,14085500000
2015-07-30,14035856000
2015-07-31,14005124000
2015-08-03,13866436000
2015-08-04,13780544000
2015-08-05,13698592000
2015-08-06,13436976000
2015-08-07,13428308000
2015-08-10,13778968000
2015-08-11,13511836000
2015-08-12,13615852000
2015-08-13,13756116000
2015-08-14,13964936000
2015-08-17,14065012000
2015-08-18,14416460000
2015-08-19,14544904000
2015-08-20,14428280000
2015-08-21,13994880000
2015-08-24,13213972000
2015-08-25,13117048000
2015-08-26,13245492000
2015-08-27,13447220000
2015-08-28,13277012000
2015-08-31,13246280000
2015-09-01,12623760000
2015-09-02,13100500000
2015-09-03,13028792000
2015-09-04,12912956000
2015-09-08,13054795999
2015-09-09,13007516000
2015-09-10,12775844000
2015-09-11,12847552000
2015-09-14,12730140000
2015-09-15,13195848000
2015-09-16,13244704000
2015-09-17,13274648000
2015-09-18,12931080000
2015-09-21,12817608000
2015-09-22,12444884000
2015-09-23,12444884000
2015-09-24,12330624000
2015-09-25,12210060000
2015-09-28,11598572000
2015-09-29,11462248000
2015-09-30,11501006000
2015-10-01,11565829000
2015-10-02,11605660000
2015-10-05,12192191000
2015-10-06,12046144000
2015-10-07,12316370000
2015-10-08,12513963000
2015-10-09,12390565000
2015-10-12,12407747000
2015-10-13,12122682000
2015-10-14,11832931000
2015-10-15,12078165000
2015-10-16,12243737000
2015-10-19,12204687000
2015-10-20,12149236000
2015-10-21,11938366000
2015-10-22,12481161000
2015-10-23,11394790000
2015-10-26,11728276999
2015-10-27,12003189000
2015-10-28,12327304000
2015-10-29,12706870000
2015-10-30,12506933999
2015-11-02,12589720000
2015-11-03,12565508999
2015-11-04,12573319000
2015-11-05,12391346000
2015-11-06,12218745000
2015-11-09,12144550000
2015-11-10,12249985000
2015-11-11,12411651999
2015-11-12,12144550000
2015-11-13,11798567000
2015-11-16,12082070000
2015-11-17,12282787000
2015-11-18,12343705000
2015-11-19,12474132000
2015-11-20,12673287000
2015-11-23,12845888000
2015-11-24,12862289000
2015-11-25,13028642000
2015-11-27,12987249000
2015-11-30,12692812000
2015-12-01,12750606000
2015-12-02,12606121000
2015-12-03,12309341000
2015-12-04,12510839000
2015-12-07,12328866000
2015-12-08,12313246000
2015-12-09,11578325000
2015-12-10,11650176999
2015-12-11,11410410000
2015-12-14,11248743000
2015-12-15,11327624000
2015-12-16,11957110000
2015-12-17,11483043000
2015-12-18,11111287000
2015-12-21,11447898000
2015-12-22,11476014000
2015-12-23,11725933999
2015-12-24,11681417000
2015-12-28,11635338000
2015-12-29,11727496000
2015-12-30,11603317000
2015-12-31,11353051000
2016-01-04,11447357000
2016-01-05,11200770000
2016-01-06,10914760000
2016-01-07,10640345000
2016-01-08,10478788000
2016-01-11,10389893000
2016-01-12,10382163000
2016-01-13,10045908000
2016-01-14,10360519000
2016-01-15,9943871999
2016-01-19,9833333000
2016-01-20,10097699000
2016-01-21,10309501000
2016-01-22,10325734000
2016-01-25,10297906000
2016-01-26,10377525000
2016-01-27,10232201000
2016-01-28,10205146000
2016-01-29,10388346999
2016-02-01,10467965999
2016-02-02,10218287000
2016-02-03,10441684000
2016-02-04,10806540000
2016-02-05,10653486000
2016-02-08,10454052000
2016-02-09,10593192000
2016-02-10,10386028000
2016-02-11,10028902000
2016-02-12,10218287000
2016-02-16,10470285000
2016-02-17,10733105000
2016-02-18,10859104000
2016-02-19,11046943000
2016-02-22,11456633000
2016-02-23,11605821999
2016-02-24,11693944000
2016-02-25,11739551000
2016-02-26,11946715000
2016-02-29,12006236000
2016-03-01,12176296000
2016-03-02,12276786000
2016-03-03,12217265000
2016-03-04,12457668000
2016-03-07,12302295000
2016-03-08,12255915000
2016-03-09,12258234000
2016-03-10,12238909000
2016-03-11,12731310000
2016-03-14,12834892000
2016-03-15,13051332000
2016-03-16,13467206000
2016-03-17,13655045000
2016-03-18,13753989000
2016-03-21,13717658000
2016-03-22,13695240999
2016-03-23,13528273000
2016-03-24,13534457000
2016-03-28,13681327000
2016-03-29,13704517000
2016-03-30,13709155000
2016-03-31,13741908000
2016-04-01,13968222000
2016-04-04,13943076000
2016-04-05,13804392000
2016-04-06,13895070000
2016-04-07,13749528000
2016-04-08,13913358000
2016-04-11,13984224000
2016-04-12,14109954000
2016-04-13,14274546000
2016-04-14,14183106000
2016-04-15,14203680000
2016-04-18,14478000000
2016-04-19,14489430000
2016-04-20,14360652000
2016-04-21,14283690000
2016-04-22,14273022000
2016-04-25,14176248000
2016-04-26,13672566000
2016-04-27,13582650000
2016-04-28,13318236000
2016-04-29,13269467999
2016-05-02,13472922000
2016-05-03,13479017999
2016-05-04,13348716000
2016-05-05,13433298000
2016-05-06,13464540000
2016-05-09,13341858000
2016-05-10,13508736000
2016-05-11,13134594000
2016-05-12,13071348000
2016-05-13,12856464000
2016-05-16,12769596000
2016-05-17,12934950000
2016-05-18,12723876000
2016-05-19,12776454000
2016-05-20,12809220000
2016-05-23,12715494000
2016-05-24,13277850000
2016-05-25,13288517999
2016-05-26,13125450000
2016-05-27,13305282000
2016-05-31,13306044000
2016-06-01,13352526000
2016-06-02,13337286000
2016-06-03,13244322000
2016-06-06,13322046000
2016-06-07,13558266000
2016-06-08,13800582000
2016-06-09,13692378000
2016-06-10,13527024000
2016-06-13,13335762000
2016-06-14,13324332000
2016-06-15,13434060000
2016-06-16,13291566000
2016-06-17,13383767999
2016-06-20,13543026000
2016-06-21,13501116000
2016-06-22,13578840000
2016-06-23,13624560000
2016-06-24,12387834000
2016-06-27,11769852000
2016-06-28,12271248000
2016-06-29,12488417999
2016-06-30,12614647999
2016-07-01,12662339000
2016-07-05,12411772000
2016-07-06,12597994000
2016-07-07,12708516000
2016-07-08,12973466000
2016-07-11,13074904000
2016-07-12,13150604000
2016-07-13,13155903000
2016-07-14,13186183000
2016-07-15,13286107000
2016-07-18,13476114000
2016-07-19,13576795000
2016-07-20,13903819000
2016-07-21,13831904000
2016-07-22,14202077000
2016-07-25,14402682000
2016-07-26,14381486000
2016-07-27,14429934000
2016-07-28,14563166000
2016-07-29,14561652000
2016-08-01,14544241000
2016-08-02,14336066000
2016-08-03,14218731000
2016-08-04,14323197000
2016-08-05,14349692000
2016-08-08,14349692000
2016-08-09,14325468000
2016-08-10,14139246000
2016-08-11,14164984000
2016-08-12,14077929000
2016-08-15,13993902000
2016-08-16,13854614000
2016-08-17,13787241000
2016-08-18,13972706000
2016-08-19,13843259000
2016-08-22,13910632000
2016-08-23,14098368000
2016-08-24,13744849000
2016-08-25,13669906000
2016-08-26,13703214000
2016-08-29,13727438000
2016-08-30,13569225000
2016-08-31,13523047999
2016-09-01,13448105000
2016-09-02,13473086000
2016-09-06,13520777000
2016-09-07,13796325000
2016-09-08,13232360000
2016-09-09,12620704000
2016-09-12,12862944000
2016-09-13,12620704000
2016-09-14,12439781000
2016-09-15,12498070000
2016-09-16,12320175000
2016-09-19,12250531000
2016-09-20,12145308000
2016-09-21,12315633000
2016-09-22,12441295000
2016-09-23,12276269000
2016-09-26,12158177000
2016-09-27,12324717000
2016-09-28,12285353000
2016-09-29,12138495000
2016-09-30,12194432000
2016-10-03,12187664000
2016-10-04,12202704000
2016-10-05,12340320000
2016-10-06,12502752000
2016-10-07,12294448000
2016-10-10,12149312000
2016-10-11,12109456000
2016-10-12,12094416000
2016-10-13,12090656000
2016-10-14,12088400000
2016-10-17,12258352000
2016-10-18,12204208000
2016-10-19,12518544000
2016-10-20,12488464000
2016-10-21,12571936000
2016-10-24,12818592000
2016-10-25,11437168000
2016-10-26,11243904000
2016-10-27,11106288000
2016-10-28,11341664000
2016-10-31,11266464000
2016-11-01,11322864000
2016-11-02,11337152000
2016-11-03,11354448000
2016-11-04,11489808000
2016-11-07,11650736000
2016-11-08,11876336000
2016-11-09,12087648000
2016-11-10,12408000000
2016-11-11,12253840000
2016-11-14,12252336000
2016-11-15,12428304000
2016-11-16,12191424000
2016-11-17,12277904000
2016-11-18,12110960000
2016-11-21,12243312000
2016-11-22,12331296000
2016-11-23,12432064000
2016-11-25,12453872000
2016-11-28,12229776000
2016-11-29,12301216000
2016-11-30,12215488000
2016-12-01,12228272000
2016-12-02,12546368000
2016-12-05,12784000000
2016-12-06,12738880000
2016-12-07,13069760000
2016-12-08,12957712000
2016-12-09,13064496000
2016-12-12,13250240000
2016-12-13,13396127999
2016-12-14,13234448000
2016-12-15,13070512000
2016-12-16,13090816000
2016-12-19,13127664000
2016-12-20,13380336000
2016-12-21,13614208000
2016-12-22,13611952000
2016-12-23,13682640000
2016-12-27,13810480000
2016-12-28,13748064000
2016-12-29,13775888000
2016-12-30,13669104000
2017-01-03,13683164000
2017-01-04,13869416000
2017-01-05,13911304000
2017-01-06,13920280000
2017-01-09,13584428000
2017-01-10,13749736000
2017-01-11,13692140000
2017-01-12,13752728000
2017-01-13,13820796000
2017-01-17,13870912000
2017-01-18,13913548000
2017-01-19,13855204000
2017-01-20,13884376000
2017-01-23,13986852000
2017-01-24,14131216000
2017-01-25,14226960000
2017-01-26,13010712000
2017-01-27,12779580000
2017-01-30,13083268000
2017-01-31,13081771999
2017-02-01,13010712000
2017-02-02,12828200000
2017-02-03,12986028000
2017-02-06,12908236000
2017-02-07,12970320000
2017-02-08,13010712000
2017-02-09,13020436000
2017-02-10,13051104000
2017-02-13,13121416000
2017-02-14,13080276000
2017-02-15,13243340000
2017-02-16,13216412000
2017-02-17,13253812000
2017-02-21,13435576000
2017-02-22,13529076000
2017-02-23,13517856000
2017-02-24,13475968000
2017-02-27,13389200000
2017-02-28,13358532000
2017-03-01,13316644000
2017-03-02,13299440000
2017-03-03,13306171999
2017-03-06,13146100000
2017-03-07,13118424000
2017-03-08,13167792000
2017-03-09,13194720000
2017-03-10,13295700000
2017-03-13,13330856000
2017-03-14,13373492000
2017-03-15,13274756000
2017-03-16,12917212000
2017-03-17,12918708000
2017-03-20,12925440000
2017-03-21,12866348000
2017-03-22,12739936000
2017-03-23,12732456000
2017-03-24,12716000000
2017-03-27,12705528000
2017-03-28,12704780000
2017-03-29,12796784000
2017-03-30,12727220000
2017-03-31,12678420000
2017-04-03,12633280000
2017-04-04,12255140000
2017-04-05,12254400000
2017-04-06,12370580000
2017-04-07,12360220000
2017-04-10,12402400000
2017-04-11,12454200000
2017-04-12,12451980000
2017-04-13,12538560000
2017-04-17,12502300000
2017-04-18,12442359999
2017-04-19,12590359999
2017-04-20,12701359999
2017-04-21,12691740000
2017-04-24,12935200000
2017-04-25,13389560000
2017-04-26,13698880000
2017-04-27,13753640000
2017-04-28,13740320000
2017-05-01,13757340000
2017-05-02,13886840000
2017-05-03,13849100000
2017-05-04,13610820000
2017-05-05,13700359999
2017-05-08,13592320000
2017-05-09,13653000000
2017-05-10,13708500000
2017-05-11,13738100000
2017-05-12,13556060000
2017-05-15,13899420000
2017-05-16,13833560000
2017-05-17,13488720000
2017-05-18,13112800000
2017-05-19,13251920000
2017-05-22,13329620000
2017-05-23,13377720000
2017-05-24,13318520000
2017-05-25,13349600000
2017-05-26,13255620000
2017-05-30,13556800000
2017-05-31,13729960000
2017-06-01,13897940000
2017-06-02,14051859999
2017-06-05,14197640000
2017-06-06,13979340000
2017-06-07,13998580000
2017-06-08,13992660000
2017-06-09,14132520000
2017-06-12,14105140000
2017-06-13,14348600000
2017-06-14,14543960000
2017-06-15,14521760000
2017-06-16,14494380000
2017-06-19,14568380000
2017-06-20,14397440000
2017-06-21,14341940000
2017-06-22,14441840000
2017-06-23,13962320000
2017-06-26,14113280000
2017-06-27,13950480000
2017-06-28,13951960000
2017-06-29,13914960000
2017-06-30,13969098000
2017-07-03,13994613000
2017-07-05,14085009000
2017-07-06,13829130000
2017-07-07,14004819000
2017-07-10,14057307000
2017-07-11,13942125000
2017-07-12,14015754000
2017-07-13,14015025000
2017-07-14,14017941000
2017-07-17,14253408000
2017-07-18,14302980000
2017-07-19,14458986000
2017-07-20,13832046000
2017-07-21,13939938000
2017-07-24,13856832000
2017-07-25,13920255000
2017-07-26,13864851000
2017-07-27,12993696000
2017-07-28,12958704000
2017-07-31,12967452000
2017-08-01,12865392000
2017-08-02,12872682000
2017-08-03,12823839000
2017-08-04,12963078000
2017-08-07,13004630999
2017-08-08,13015566000
2017-08-09,12761145000
2017-08-10,12519846000
2017-08-11,12483396000
2017-08-14,12659085000
2017-08-15,12625551000
2017-08-16,12692619000
2017-08-17,12501621000
2017-08-18,12398832000
2017-08-21,12232620000
2017-08-22,12342699000
2017-08-23,12274173000
2017-08-24,12199815000
2017-08-25,12280005000
2017-08-28,12261051000
2017-08-29,12248658000
2017-08-30,12313539000
2017-08-31,12511098000
2017-09-01,12632841000
2017-09-05,12549005999
2017-09-06,12407580000
2017-09-07,12317184000
2017-09-08,12559941000
2017-09-11,12655440000
2017-09-12,12855186000
2017-09-13,12822380999
2017-09-14,12766977000
2017-09-15,12528594000
2017-09-18,12454236000
2017-09-19,12470274000
2017-09-20,12420702000
2017-09-21,12589101000
2017-09-22,12774267000
2017-09-25,12924441000
2017-09-26,13240827000
2017-09-27,13233537000
2017-09-28,13382253000
2017-09-29,13445676000
2017-10-02,13148850000
2017-10-03,13233935000
2017-10-04,13286130000
2017-10-05,13115960000
2017-10-06,12965095000
2017-10-09,12867140000
2017-10-10,12668370000
2017-10-11,12649065000
2017-10-12,12662650000
2017-10-13,12782770000
2017-10-16,12639055000
2017-10-17,12608310000
2017-10-18,12640485000
2017-10-19,12724140000
2017-10-20,13045890000
2017-10-23,13048750000
2017-10-24,11673090000
2017-10-25,11507210000
2017-10-26,11547965000
2017-10-27,11540815000
2017-10-30,11558690000
2017-10-31,11720995000
2017-11-01,11756030000
2017-11-02,11683815000
2017-11-03,11715990000
2017-11-06,11684530000
2017-11-07,11623040000
2017-11-08,11638055000
2017-11-09,11635910000
2017-11-10,11586575000
2017-11-13,11559405000
2017-11-14,11511500000
2017-11-15,11552255000
2017-11-16,11645920000
2017-11-17,11826100000
2017-11-20,11811800000
2017-11-21,12074920000
2017-11-22,11914759999
2017-11-24,11999130000
2017-11-27,11797500000
2017-11-28,11974820000
2017-11-29,12082785000
2017-11-30,12052755000
2017-12-01,11973390000
2017-12-04,12128545000
2017-12-05,12092080000
2017-12-06,12091365000
2017-12-07,12190035000
2017-12-08,12133550000
2017-12-11,12002705000
2017-12-12,11905465000
2017-12-13,11943360000
2017-12-14,11720280000
2017-12-15,11761035000
2017-12-18,11823240000
2017-12-19,11876150000
2017-12-20,11788920000
2017-12-21,12127115000
2017-12-22,12275120000
2017-12-26,12166440000
2017-12-27,12160720000
2017-12-28,12202905000
2017-12-29,12057759999
2018-01-02,11960888000
2018-01-03,12021408000
2018-01-04,12019984000
2018-01-05,11995776000
2018-01-08,12036360000
2018-01-09,11987944000
2018-01-10,11834152000
2018-01-11,12034936000
2018-01-12,12299800000
2018-01-16,12029240000
2018-01-17,12202256000
2018-01-18,11918167999
2018-01-19,11928136000
2018-01-22,11865480000
2018-01-23,12244976000
2018-01-24,12742664000
2018-01-25,13036008000
2018-01-26,13241064000
2018-01-29,12994000000
2018-01-30,12963384000
2018-01-31,12917104000
2018-02-01,12993288000
2018-02-02,12677872000
2018-02-05,12237856000
2018-02-06,12375272000
2018-02-07,12212224000
2018-02-08,11744440000
2018-02-09,11891112000
2018-02-12,12178760000
2018-02-13,12117528000
2018-02-14,12190152000
2018-02-15,12583888000
2018-02-16,12296240000
2018-02-20,11997200000
2018-02-21,11839848000
2018-02-22,11995776000
2018-02-23,12206528000
2018-02-26,11968008000
2018-02-27,11765088000
2018-02-28,11565016000
2018-03-01,11432584000
2018-03-02,11295880000
2018-03-05,11290896000
2018-03-06,11493104000
2018-03-07,11292320000
2018-03-08,11305136000
2018-03-09,11681072000
2018-03-12,11627672000
2018-03-13,11585664000
2018-03-14,11400544000
2018-03-15,11426176000
2018-03-16,11379184000
2018-03-19,11249600000
2018-03-20,11196912000
2018-03-21,11266688000
2018-03-22,11070176000
2018-03-23,10867256000
2018-03-26,10924928000
2018-03-27,10879360000
2018-03-28,10763304000
2018-03-29,10901432000
2018-04-02,10396786000
2018-04-03,10449993000
2018-04-04,10475560000
2018-04-05,10545351000
2018-04-06,10262732000
2018-04-09,10143189000
2018-04-10,10352562000
2018-04-11,10291063000
2018-04-12,10297973000
2018-04-13,10267569000
2018-04-16,10611687000
2018-04-17,10608923000
2018-04-18,10691152000
2018-04-19,10503891000
2018-04-20,10321467000
2018-04-23,10387112000
2018-04-24,10776836000
2018-04-25,10743668000
2018-04-26,10769235000
2018-04-27,10900525000
2018-04-30,10707045000
2018-05-01,10774072000
2018-05-02,10657984000
2018-05-03,10485234000
2018-05-04,10593030000
2018-05-07,10599940000
2018-05-08,10640018000
2018-05-09,10682860000
2018-05-10,10753342000
2018-05-11,10777527000
2018-05-14,10893615000
2018-05-15,10866666000
2018-05-16,11025596000
2018-05-17,11183835000
2018-05-18,11241188000
2018-05-21,11398045000
2018-05-22,11353130000
2018-05-23,11377315000
2018-05-24,10434791000
2018-05-25,10438937000
2018-05-29,10364309000
2018-05-30,10312484000
2018-05-31,10002225000
2018-06-01,10040921000
2018-06-04,10311102000
2018-06-05,10257204000
2018-06-06,10199160000
2018-06-07,10252367000
2018-06-08,10286226000
2018-06-11,10411988000
2018-06-12,10478324000
2018-06-13,10438246000
2018-06-14,10742977000
2018-06-15,10505964000
2018-06-18,10408533000
2018-06-19,10157700000
2018-06-20,10081690000
2018-06-21,9949018000
2018-06-22,9995315000
2018-06-25,9942799000
2018-06-26,9976658000
2018-06-27,9995315000
2018-06-28,10058196000
2018-06-29,10104493000
2018-07-02,9477630000
2018-07-03,9426675000
2018-07-05,9598245000
2018-07-06,9731115000
2018-07-09,9991050000
2018-07-10,9936225000
2018-07-11,9943965000
2018-07-12,10016205000
2018-07-13,10047165000
