,MDT
2013-11-26,57262488000
2013-11-27,57352335000
2013-11-29,57222556000
2013-12-02,57432199000
2013-12-03,57542012000
2013-12-04,56833219000
2013-12-05,56813253000
2013-12-06,58041162000
2013-12-09,57771621000
2013-12-10,57282454000
2013-12-11,56164358000
2013-12-12,55555395000
2013-12-13,55794987000
2013-12-16,56244222000
2013-12-17,56493797000
2013-12-18,57661808000
2013-12-19,57072811000
2013-12-20,56793287000
2013-12-23,57302420000
2013-12-24,57272471000
2013-12-26,57372301000
2013-12-27,57302420000
2013-12-30,57272471000
2013-12-31,57292437000
2014-01-02,57142692000
2014-01-03,58240822000
2014-01-06,59119326000
2014-01-07,59738272000
2014-01-08,60736572000
2014-01-09,59259088000
2014-01-10,59848085000
2014-01-13,59149275000
2014-01-14,59309003000
2014-01-15,59229139000
2014-01-16,59009513000
2014-01-17,59408833000
2014-01-21,59269071000
2014-01-22,59049445000
2014-01-23,58610193000
2014-01-24,57062828000
2014-01-27,56863168000
2014-01-28,56992947000
2014-01-29,56264188000
2014-01-30,56913083000
2014-01-31,56463848000
2014-02-03,54710000000
2014-02-04,53600000000
2014-02-05,54730000000
2014-02-06,54750000000
2014-02-07,55590000000
2014-02-10,55810000000
2014-02-11,56470000000
2014-02-12,56430000000
2014-02-13,56600000000
2014-02-14,56880000000
2014-02-18,56190000000
2014-02-19,56200000000
2014-02-20,57000000000
2014-02-21,57120000000
2014-02-24,57600000000
2014-02-25,57450000000
2014-02-26,57810000000
2014-02-27,58300000000
2014-02-28,59260000000
2014-03-03,59040000000
2014-03-04,59650000000
2014-03-05,59640000000
2014-03-06,59770000000
2014-03-07,59910000000
2014-03-10,60070000000
2014-03-11,60260000000
2014-03-12,59830000000
2014-03-13,59030000000
2014-03-14,58860000000
2014-03-17,59220000000
2014-03-18,59850000000
2014-03-19,59850000000
2014-03-20,59580000000
2014-03-21,58830000000
2014-03-24,58150000000
2014-03-25,59000000000
2014-03-26,59290000000
2014-03-27,59170000000
2014-03-28,60410000000
2014-03-31,61540000000
2014-04-01,61610000000
2014-04-02,61860000000
2014-04-03,62310000000
2014-04-04,61570000000
2014-04-07,61620000000
2014-04-08,61000000000
2014-04-09,61400000000
2014-04-10,60100000000
2014-04-11,59200000000
2014-04-14,58080000000
2014-04-15,58050000000
2014-04-16,58490000000
2014-04-17,58550000000
2014-04-21,58940000000
2014-04-22,58300000000
2014-04-23,58380000000
2014-04-24,58340000000
2014-04-25,58210000000
2014-04-28,58730000000
2014-04-29,58800000000
2014-04-30,58820000000
2014-05-01,58771846000
2014-05-02,58335102000
2014-05-05,58613030000
2014-05-06,58761920000
2014-05-07,58881032000
2014-05-08,58990218000
2014-05-09,59724742000
2014-05-12,60538674000
2014-05-13,60379858000
2014-05-14,60201190000
2014-05-15,59466666000
2014-05-16,59943114000
2014-05-19,59893484000
2014-05-20,58970366000
2014-05-21,59317776000
2014-05-22,59337628000
2014-05-23,59486518000
2014-05-27,59972892000
2014-05-28,59714816000
2014-05-29,60171412000
2014-05-30,60578378000
2014-06-02,60568452000
2014-06-03,60558526000
2014-06-04,62752172000
2014-06-05,61580904000
2014-06-06,62007722000
2014-06-09,61779424000
2014-06-10,61402236000
2014-06-11,60717342000
2014-06-12,60340154000
2014-06-13,60250820000
2014-06-16,59585778000
2014-06-17,61124308000
2014-06-18,63298102000
2014-06-19,64191442000
2014-06-20,63387436000
2014-06-23,63665364000
2014-06-24,63595881999
2014-06-25,63724920000
2014-06-26,64181516000
2014-06-27,63645512000
2014-06-30,63288176000
2014-07-01,63437066000
2014-07-02,63437066000
2014-07-03,64072330000
2014-07-07,63139286000
2014-07-08,63149212000
2014-07-09,63129360000
2014-07-10,63000322000
2014-07-11,63317954000
2014-07-14,63566104000
2014-07-15,63089656000
2014-07-16,62464318000
2014-07-17,61064752000
2014-07-18,61898536000
2014-07-21,61948166000
2014-07-22,62245946000
2014-07-23,62901062000
2014-07-24,62811728000
2014-07-25,62434540000
2014-07-28,62295576000
2014-07-29,62186390000
2014-07-30,62116908000
2014-07-31,61283124000
2014-08-01,60367212000
2014-08-04,61339293000
2014-08-05,60867981000
2014-08-06,60190470000
2014-08-07,59895900000
2014-08-08,61025085000
2014-08-11,60946533000
2014-08-12,61083999000
2014-08-13,62321193000
2014-08-14,62576487000
2014-08-15,62105175000
2014-08-18,62321193000
2014-08-19,62851419000
2014-08-20,62988885000
2014-08-21,62939789999
2014-08-22,62439021000
2014-08-25,62478297000
2014-08-26,62370288000
2014-08-27,62213184000
2014-08-28,61977528000
2014-08-29,62694315000
2014-09-02,62753229000
2014-09-03,63145989000
2014-09-04,62851419000
2014-09-05,63145989000
2014-09-08,63597662999
2014-09-09,64353726000
2014-09-10,64775943000
2014-09-11,64550105999
2014-09-12,64010061000
2014-09-15,63774405000
2014-09-16,64991961000
2014-09-17,64785762000
2014-09-18,65325807000
2014-09-19,65021418000
2014-09-22,64785762000
2014-09-23,62920152000
2014-09-24,62615763000
2014-09-25,61614225000
2014-09-26,62193546000
2014-09-29,61408026000
2014-09-30,60828705000
2014-10-01,61339293000
2014-10-02,61663320000
2014-10-03,63843137999
2014-10-06,63725310000
2014-10-07,62782686000
2014-10-08,64540287000
2014-10-09,62497935000
2014-10-10,62949609000
2014-10-13,61918614000
2014-10-14,62360469000
2014-10-15,61123275000
2014-10-16,60691239000
2014-10-17,60867981000
2014-10-20,62684496000
2014-10-21,63803862000
2014-10-22,63489654000
2014-10-23,64422459000
2014-10-24,65355264000
2014-10-27,65060694000
2014-10-28,65306169000
2014-10-29,65826576000
2014-10-30,66209517000
2014-10-31,66926304000
2014-11-03,67045970000
2014-11-04,66829534000
2014-11-05,67587060000
2014-11-06,67626411999
2014-11-07,66996779999
2014-11-10,67596897999
2014-11-11,67872361999
2014-11-12,67390300000
2014-11-13,68256043999
2014-11-14,67833010000
2014-11-17,68069122000
2014-11-18,71295986000
2014-11-19,70597488000
2014-11-20,70912304000
2014-11-21,71315662000
2014-11-24,71748534000
2014-11-25,71610802000
2014-11-26,72289624000
2014-11-28,72673306000
2014-12-01,72673306000
2014-12-02,73125854000
2014-12-03,73627592000
2014-12-04,72742172000
2014-12-05,73824352000
2014-12-08,73578402000
2014-12-09,73509536000
2014-12-10,72043674000
2014-12-11,72574926000
2014-12-12,71345176000
2014-12-15,70823762000
2014-12-16,70184292000
2014-12-17,71492746000
2014-12-18,73420994000
2014-12-19,73411156000
2014-12-22,74345766000
2014-12-23,72574926000
2014-12-24,72879904000
2014-12-26,72417518000
2014-12-29,72496222000
2014-12-30,71886266000
2014-12-31,71030360000
2015-01-02,70715544000
2015-01-05,70420404000
2015-01-06,70066236000
2015-01-07,71817400000
2015-01-08,73539050000
2015-01-09,73194720000
2015-01-12,73263586000
2015-01-13,71610802000
2015-01-14,70607326000
2015-01-15,70735220000
2015-01-16,71581288000
2015-01-20,71030360000
2015-01-21,71876428000
2015-01-22,74257224000
2015-01-23,109445985000
2015-01-26,107511657000
2015-01-27,107042298000
2015-01-28,104411043000
2015-01-29,103842123000
2015-01-30,101552220000
2015-02-02,103486548000
2015-02-03,106373817000
2015-02-04,105435099000
2015-02-05,107127635999
2015-02-06,105918681000
2015-02-09,104709726000
2015-02-10,106487601000
2015-02-11,105804897000
2015-02-12,106572939000
2015-02-13,107042298000
2015-02-17,111038960999
2015-02-18,111650550000
2015-02-19,111124299000
2015-02-20,112063017000
2015-02-23,112717275000
2015-02-24,112390146000
2015-02-25,111835449000
2015-02-26,112091463000
2015-02-27,110356257000
2015-03-02,112119909000
2015-03-03,110982069000
2015-03-04,111209637000
2015-03-05,111650550000
2015-03-06,108777504000
2015-03-09,109374870000
2015-03-10,107909901000
2015-03-11,108165915000
2015-03-12,109175748000
2015-03-13,108763281000
2015-03-16,110470041000
2015-03-17,109118856000
2015-03-18,110384703000
2015-03-19,110455818000
2015-03-20,110967846000
2015-03-23,111892341000
2015-03-24,111963456000
2015-03-25,110370479999
2015-03-26,108962403000
2015-03-27,110057574000
2015-03-30,111536766000
2015-03-31,110925177000
2015-04-01,108293922000
2015-04-02,109332201000
2015-04-06,110029128000
2015-04-07,109773114000
2015-04-08,108649497000
2015-04-09,109701999000
2015-04-10,110839839000
2015-04-13,111053184000
2015-04-14,110782947000
2015-04-15,110811393000
2015-04-16,109545546000
2015-04-17,108791727000
2015-04-20,109716222000
2015-04-21,109630884000
2015-04-22,110953623000
2015-04-23,111650550000
2015-04-24,110058741000
2015-04-27,108073400999
2015-04-28,108513012000
2015-04-29,107335989000
2015-04-30,105577545000
2015-05-01,107208359999
2015-05-04,107633790000
2015-05-05,106229871000
2015-05-06,105393191999
2015-05-07,105790259999
2015-05-08,108073400999
2015-05-11,107803962000
2015-05-12,106641120000
2015-05-13,106158966000
2015-05-14,108144306000
2015-05-15,108371202000
2015-05-18,109860207000
2015-05-19,111235764000
2015-05-20,111732099000
2015-05-21,111193221000
2015-05-22,110356541999
2015-05-26,108583916999
2015-05-27,109647491999
2015-05-28,109491500999
2015-05-29,108229391999
2015-06-01,108768270000
2015-06-02,109023528000
2015-06-03,108952623000
2015-06-04,107832324000
2015-06-05,107009825999
2015-06-08,106556034000
2015-06-09,106244052000
2015-06-10,108002496000
2015-06-11,108087582000
2015-06-12,107094912000
2015-06-15,106953102000
2015-06-16,107208359999
2015-06-17,107364350999
2015-06-18,108796632000
2015-06-19,108782450999
2015-06-22,109491500999
2015-06-23,108640641000
2015-06-24,106740387000
2015-06-25,107038188000
2015-06-26,106584396000
2015-06-29,103946730000
2015-06-30,105081209999
2015-07-01,105052848000
2015-07-02,104669961000
2015-07-06,104272893000
2015-07-07,104173625999
2015-07-08,103308584999
2015-07-09,103648929000
2015-07-10,105464097000
2015-07-13,106598577000
2015-07-14,107619609000
2015-07-15,107704695000
2015-07-16,108910080000
2015-07-17,109066071000
2015-07-20,109193700000
2015-07-21,108541374000
2015-07-22,108938441999
2015-07-23,108910080000
2015-07-24,107789781000
2015-07-27,107293446000
2015-07-28,109860207000
2015-07-29,110441628000
2015-07-30,111008868000
2015-07-31,110757231000
2015-08-03,110206200000
2015-08-04,109881233000
2015-08-05,111152843000
2015-08-06,109372589000
2015-08-07,109471492000
2015-08-10,109669298000
2015-08-11,109344331000
2015-08-12,109344331000
2015-08-13,109471492000
2015-08-14,109612782000
2015-08-17,111251746000
2015-08-18,110333361000
2015-08-19,109457363000
2015-08-20,108072721000
2015-08-21,104936083000
2015-08-24,100188739000
2015-08-25,98733452000
2015-08-26,102067896000
2015-08-27,103876408000
2015-08-28,103932924000
2015-08-31,102138541000
2015-09-01,98238937000
2015-09-02,101092995000
2015-09-03,98874742000
2015-09-04,97461842000
2015-09-08,100033320000
2015-09-09,98323711000
2015-09-10,98917129000
2015-09-11,98761710000
2015-09-14,97108617000
2015-09-15,98804097000
2015-09-16,99072548000
2015-09-17,100047449000
2015-09-18,99369257000
2015-09-21,99242096000
2015-09-22,99100806000
2015-09-23,97899841000
2015-09-24,96614102000
2015-09-25,94000237000
2015-09-28,91160308000
2015-09-29,93774173000
2015-09-30,94579526000
2015-10-01,96642360000
2015-10-02,100499577000
2015-10-05,100132223000
2015-10-06,98789968000
2015-10-07,100231126000
2015-10-08,101799445000
2015-10-09,102576539999
2015-10-12,103155829000
2015-10-13,102844991000
2015-10-14,102011380000
2015-10-15,103749247000
2015-10-16,104710019000
2015-10-19,104893696000
2015-10-20,104045956000
2015-10-21,103735118000
2015-10-22,103240602999
2015-10-23,104116601000
2015-10-26,102802604000
2015-10-27,102689572000
2015-10-28,103904666000
2015-10-29,104215504000
2015-10-30,103975872000
2015-11-02,106549950000
2015-11-03,107323580000
2015-11-04,107126656000
2015-11-05,107140722000
2015-11-06,106985996000
2015-11-09,106718742000
2015-11-10,107464240000
2015-11-11,106985996000
2015-11-12,104383785999
2015-11-13,104735435999
2015-11-16,107239184000
2015-11-17,107717428000
2015-11-18,109095896000
2015-11-19,106549950000
2015-11-20,107028194000
2015-11-23,107689296000
2015-11-24,107689296000
2015-11-25,107689296000
2015-11-27,107548635999
2015-11-30,105973244000
2015-12-01,107618966000
2015-12-02,107056326000
2015-12-03,107844022000
2015-12-04,109911724000
2015-12-07,109644470000
2015-12-08,109827328000
2015-12-09,109095896000
2015-12-10,108927104000
2015-12-11,107815890000
2015-12-14,107815890000
2015-12-15,108448859999
2015-12-16,110516561999
2015-12-17,109574140000
2015-12-18,107337646000
2015-12-21,107858088000
2015-12-22,108758311999
2015-12-23,109222490000
2015-12-24,109194358000
2015-12-28,108561388000
2015-12-29,109503809999
2015-12-30,109053698000
2015-12-31,108195672000
2016-01-04,106578082000
2016-01-05,106887534000
2016-01-06,107182920000
2016-01-07,104665106000
2016-01-08,103778948000
2016-01-11,102681800000
2016-01-12,107520504000
2016-01-13,105002690000
2016-01-14,105199614000
2016-01-15,103975872000
2016-01-19,104904228000
2016-01-20,104890161999
2016-01-21,104932359999
2016-01-22,106789072000
2016-01-25,106479620000
2016-01-26,106324894000
2016-01-27,106184234000
2016-01-28,103961806000
2016-01-29,106341144000
2016-02-01,107643794999
2016-02-02,107167557000
2016-02-03,106663305000
2016-02-04,106733340000
2016-02-05,104296121999
2016-02-08,101732841000
2016-02-09,102363156000
2016-02-10,103875912000
2016-02-11,101718834000
2016-02-12,102811380000
2016-02-16,104688318000
2016-02-17,105892919999
2016-02-18,105010479000
2016-02-19,105584766000
2016-02-22,107405676000
2016-02-23,106173060000
2016-02-24,107055501000
2016-02-25,108778362000
2016-02-26,108260103000
2016-02-29,108400173000
2016-03-01,103903926000
2016-03-02,104478213000
2016-03-03,104940444000
2016-03-04,105906927000
2016-03-07,106467207000
2016-03-08,105668808000
2016-03-09,105822885000
2016-03-10,106831389000
2016-03-11,108344144999
2016-03-14,108596271000
2016-03-15,107643794999
2016-03-16,107363655000
2016-03-17,105752850000
2016-03-18,106817382000
2016-03-21,105346646999
2016-03-22,104968458000
2016-03-23,104352150000
2016-03-24,103609779000
2016-03-28,103623786000
2016-03-29,105724836000
2016-03-30,105640794000
2016-03-31,105052500000
2016-04-01,105570759000
2016-04-04,106873410000
2016-04-05,105738843000
2016-04-06,108288117000
2016-04-07,106649298000
2016-04-08,106971459000
2016-04-11,105976962000
2016-04-12,107321634000
2016-04-13,108330138000
2016-04-14,108372159000
2016-04-15,107993969999
2016-04-18,108736341000
2016-04-19,109408677000
2016-04-20,110207076000
2016-04-21,109982964000
2016-04-22,110641293000
2016-04-25,111201573000
2016-04-26,110263104000
2016-04-27,111285615000
2016-04-28,111747846000
2016-04-29,110192630000
2016-05-02,110471069999
2016-05-03,110596368000
2016-05-04,109733203999
2016-05-05,110679900000
2016-05-06,111014028000
2016-05-09,111835426000
2016-05-10,113088406000
2016-05-11,112921342000
2016-05-12,113241548000
2016-05-13,112364461999
2016-05-16,114007258000
2016-05-17,112503682000
2016-05-18,112211319999
2016-05-19,111376000000
2016-05-20,112099944000
2016-05-23,111793660000
2016-05-24,112684668000
2016-05-25,112879576000
2016-05-26,113018796000
2016-05-27,113728818000
2016-05-31,112044256000
2016-06-01,112099944000
2016-06-02,115538678000
2016-06-03,115469068000
2016-06-06,115998103999
2016-06-07,116554984000
2016-06-08,118044638000
2016-06-09,119422916000
2016-06-10,119311540000
2016-06-13,119311540000
2016-06-14,119019178000
2016-06-15,117265006000
2016-06-16,117766198000
2016-06-17,117139708000
2016-06-20,117599134000
2016-06-21,117766198000
2016-06-22,117306772000
2016-06-23,119408994000
2016-06-24,115914572000
2016-06-27,114689436000
2016-06-28,117139708000
2016-06-29,118963490000
2016-06-30,120801194000
2016-07-01,121163166000
2016-07-05,121191010000
2016-07-06,121747890000
2016-07-07,121803578000
2016-07-08,123014792000
2016-07-11,123223622000
2016-07-12,123794424000
2016-07-13,123557750000
2016-07-14,123669126000
2016-07-15,123014792000
2016-07-18,122778118000
2016-07-19,123042636000
2016-07-20,123557750000
2016-07-21,122430068000
2016-07-22,121260619999
2016-07-25,121010024000
2016-07-26,122861650000
2016-07-27,121789656000
2016-07-28,121706124000
2016-07-29,120929400000
2016-08-01,121522800000
2016-08-02,120943200000
2016-08-03,119604600000
2016-08-04,119728800000
2016-08-05,120184200000
2016-08-08,120004799999
2016-08-09,121081200000
2016-08-10,120460200000
2016-08-11,121164000000
2016-08-12,120805200000
2016-08-15,121315800000
2016-08-16,120432600000
2016-08-17,120239400000
2016-08-18,120170400000
2016-08-19,120115200000
2016-08-22,120501599999
2016-08-23,121164000000
2016-08-24,119577000000
2016-08-25,117838200000
2016-08-26,119507999999
2016-08-29,120694799999
2016-08-30,119852999999
2016-08-31,120101400000
2016-09-01,120032400000
2016-09-02,120501599999
2016-09-06,120294600000
2016-09-07,118887000000
2016-09-08,119038800000
2016-09-09,117120600000
2016-09-12,118956000000
2016-09-13,117079200000
2016-09-14,116858400000
2016-09-15,118210800000
2016-09-16,118693800000
2016-09-19,118666200000
2016-09-20,119176800000
2016-09-21,120253200000
2016-09-22,121191599999
2016-09-23,121039799999
2016-09-26,119452800000
2016-09-27,119604600000
2016-09-28,119701200000
2016-09-29,117852000000
2016-09-30,119232000000
2016-10-03,119218200000
2016-10-04,118831800000
2016-10-05,119094000000
2016-10-06,118611000000
2016-10-07,118624799999
2016-10-10,118914600000
2016-10-11,114816000000
2016-10-12,115478400000
2016-10-13,114967800000
2016-10-14,114139799999
2016-10-17,113946599999
2016-10-18,115299000000
2016-10-19,115464600000
2016-10-20,115947600000
2016-10-21,115795800000
2016-10-24,114954000000
2016-10-25,113808600000
2016-10-26,111945600000
2016-10-27,111959400000
2016-10-28,112424346000
2016-10-31,112547844000
2016-11-01,111038424000
2016-11-02,111271698000
2016-11-03,111971519999
2016-11-04,112712508000
2016-11-07,115196190000
2016-11-08,115731348000
2016-11-09,113700492000
2016-11-10,113508384000
2016-11-11,112616453999
2016-11-14,108060750000
2016-11-15,110146494000
2016-11-16,110997258000
2016-11-17,112245960000
2016-11-18,111052146000
2016-11-21,110571876000
2016-11-22,100993919999
2016-11-23,103985316000
2016-11-25,103628544000
2016-11-28,101529078000
2016-11-29,100746924000
2016-11-30,100184322000
2016-12-01,98633736000
2016-12-02,98812122000
2016-12-05,98345574000
2016-12-06,98949342000
2016-12-07,99100284000
2016-12-08,98894453999
2016-12-09,100650869999
2016-12-12,101144861999
2016-12-13,100678314000
2016-12-14,100582260000
2016-12-15,100774368000
2016-12-16,100801811999
2016-12-19,100307819999
2016-12-20,99402168000
2016-12-21,98222076000
2016-12-22,98441628000
2016-12-23,98729790000
2016-12-27,98482794000
2016-12-28,98537682000
2016-12-29,98167188000
2016-12-30,97741806000
2017-01-03,96891042000
2017-01-04,97796694000
2017-01-05,97192926000
2017-01-06,99992214000
2017-01-09,101295803999
2017-01-10,102777780000
2017-01-11,102146568000
2017-01-12,103065942000
2017-01-13,103038498000
2017-01-17,104040203999
2017-01-18,103834374000
2017-01-19,103326660000
2017-01-20,102901278000
2017-01-23,102599394000
2017-01-24,101309526000
2017-01-25,102215178000
2017-01-26,101597688000
2017-01-27,102606550000
2017-01-30,102223230000
2017-01-31,104071380000
2017-02-01,104044000000
2017-02-02,103934480000
2017-02-03,104509460000
2017-02-06,104016620000
2017-02-07,104208280000
2017-02-08,103496399999
2017-02-09,103646989999
2017-02-10,104249350000
2017-02-13,105303480000
2017-02-14,105481450000
2017-02-15,106371300000
2017-02-16,106768310000
2017-02-17,107986720000
2017-02-21,110286640000
2017-02-22,108999780000
2017-02-23,110533060000
2017-02-24,110930070000
2017-02-27,110546750000
2017-02-28,110765790000
2017-03-01,112353829999
2017-03-02,112244310000
2017-03-03,112066340000
2017-03-06,111628260000
2017-03-07,111436600000
2017-03-08,112559180000
2017-03-09,113339510000
2017-03-10,113681760000
2017-03-13,113476410000
2017-03-14,112969880000
2017-03-15,114037700000
2017-03-16,112025270000
2017-03-17,112572870000
2017-03-20,111463980000
2017-03-21,111053280000
2017-03-22,110889000000
2017-03-23,110697340000
2017-03-24,110889000000
2017-03-27,110930070000
2017-03-28,110533060000
2017-03-29,111080660000
2017-03-30,110875310000
2017-03-31,110286640000
2017-04-03,110930070000
2017-04-04,110368780000
2017-04-05,109848560000
2017-04-06,109821180000
2017-04-07,110026530000
2017-04-10,109930700000
2017-04-11,109725350000
2017-04-12,109656899999
2017-04-13,109533690000
2017-04-17,110012840000
2017-04-18,109971770000
2017-04-19,109958079999
2017-04-20,110916380000
2017-04-21,110177120000
2017-04-24,110409850000
2017-04-25,111929440000
2017-04-26,112449660000
2017-04-27,113804970000
2017-04-28,113160271000
2017-05-01,114045506000
2017-05-02,115421025000
2017-05-03,114522171000
2017-05-04,114277029000
2017-05-05,114399600000
2017-05-08,113446270000
2017-05-09,113500746000
2017-05-10,112887891000
2017-05-11,113051319000
2017-05-12,113609698000
2017-05-15,114590266000
2017-05-16,114317886000
2017-05-17,112574654000
2017-05-18,112220560000
2017-05-19,113350937000
2017-05-22,114385981000
2017-05-23,115230359000
2017-05-24,115352930000
2017-05-25,116551402000
2017-05-26,115884071000
2017-05-30,115570834000
2017-05-31,114780932000
2017-06-01,117232352000
2017-06-02,116878257999
2017-06-05,117055305000
2017-06-06,117123400000
2017-06-07,117096162000
2017-06-08,117041686000
2017-06-09,117817969000
2017-06-12,119343297000
2017-06-13,118757680000
2017-06-14,119370535000
2017-06-15,119384154000
2017-06-16,119956152000
2017-06-19,121195481000
2017-06-20,120963957999
2017-06-21,120923101000
2017-06-22,121331671000
2017-06-23,121481480000
2017-06-26,121413385000
2017-06-27,120923101000
2017-06-28,121617670000
2017-06-29,120814148999
2017-06-30,120868625000
2017-07-03,120950339000
2017-07-05,121072910000
2017-07-06,118839394000
2017-07-07,119792723999
2017-07-10,118757680000
2017-07-11,118839394000
2017-07-12,119588439000
2017-07-13,119588439000
2017-07-14,120623482999
2017-07-17,117205114000
2017-07-18,116919114999
2017-07-19,116646735000
2017-07-20,116673973000
2017-07-21,115993023000
2017-07-24,115884071000
2017-07-25,117028067000
2017-07-26,116769306000
2017-07-27,115325692000
2017-07-28,114221379000
2017-07-31,113787747000
2017-08-01,113177952000
2017-08-02,112744320000
2017-08-03,112866279000
2017-08-04,113394768000
2017-08-07,114329787000
2017-08-08,113598033000
2017-08-09,113760645000
2017-08-10,112527504000
2017-08-11,113435420999
2017-08-14,114465297000
2017-08-15,114627909000
2017-08-16,114641459999
2017-08-17,113381217000
2017-08-18,113028891000
2017-08-21,113177952000
2017-08-22,110792976000
2017-08-23,108069225000
2017-08-24,107378124000
2017-08-25,107134206000
2017-08-28,107852409000
2017-08-29,108028572000
2017-08-30,108218286000
2017-08-31,109248162000
2017-09-01,108475755000
2017-09-05,108164081999
2017-09-06,108231837000
2017-09-07,108340245000
2017-09-08,111158853000
2017-09-11,110521956000
2017-09-12,111524730000
2017-09-13,111023343000
2017-09-14,110847180000
2017-09-15,111280812000
2017-09-18,111660240000
2017-09-19,110020569000
2017-09-20,108624816000
2017-09-21,107771103000
2017-09-22,108001470000
2017-09-25,106063677000
2017-09-26,106199187000
2017-09-27,105480984000
2017-09-28,105304820999
2017-09-29,105386127000
2017-10-02,105765555000
2017-10-03,105846861000
2017-10-04,106551513000
2017-10-05,107744001000
2017-10-06,108150531000
2017-10-09,104247843000
2017-10-10,104735679000
2017-10-11,106023024000
2017-10-12,105589392000
2017-10-13,105792656999
2017-10-16,105331923000
2017-10-17,105697800000
2017-10-18,106497309000
2017-10-19,106348248000
2017-10-20,106158534000
2017-10-23,107080002000
2017-10-24,106592166000
2017-10-25,107323920000
2017-10-26,109004244000
2017-10-27,109636601915
2017-10-30,108598223275
2017-10-31,108584737838
2017-11-01,108301543663
2017-11-02,105011097062
2017-11-03,105766281528
2017-11-06,104768359198
2017-11-07,105199893178
2017-11-08,104930184441
2017-11-09,108975815508
2017-11-10,106979970848
2017-11-13,106804660168
2017-11-14,106750718421
2017-11-15,106103417450
2017-11-16,106885572790
2017-11-17,107195737838
2017-11-20,106400097062
2017-11-21,111470621332
2017-11-22,111039087352
2017-11-24,112266262109
2017-11-27,109784941721
2017-11-28,111200912594
2017-11-29,110728922303
2017-11-30,110755893177
2017-12-01,109596145605
2017-12-04,107708184440
2017-12-05,109124155313
2017-12-06,109906310653
2017-12-07,108652165022
2017-12-08,109326436867
2017-12-11,109596145605
2017-12-12,110580582498
2017-12-13,110472699002
2017-12-14,110351330070
2017-12-15,112603398031
2017-12-18,112508999973
2017-12-19,110634524245
2017-12-20,109744485410
2017-12-21,109879339779
2017-12-22,109960252401
2017-12-26,109865854342
2017-12-27,110256932012
2017-12-28,109690543663
2017-12-29,108894902886
2018-01-02,110863776672
2018-01-03,113169786380
2018-01-04,113439495118
2018-01-05,115354427157
2018-01-08,115313970846
2018-01-09,115812932011
2018-01-10,115286999972
2018-01-11,115610650457
2018-01-12,115233058225
2018-01-16,115057747545
2018-01-17,116123097059
2018-01-18,117673922302
2018-01-19,116891766962
2018-01-22,116042184438
2018-01-23,114936378613
2018-01-24,115651106768
2018-01-25,117080563078
2018-01-26,118038888000
2018-01-29,117496928000
2018-01-30,116467203999
2018-01-31,116372361000
2018-02-01,115139402000
2018-02-02,114421305000
2018-02-05,110315958000
2018-02-06,110654683000
2018-02-07,110221114999
2018-02-08,106197062000
2018-02-09,107687452000
2018-02-12,108717176000
2018-02-13,108690078000
2018-02-14,110912114000
2018-02-15,112375406000
2018-02-16,112876719000
2018-02-20,110573389000
2018-02-21,109367528000
2018-02-22,108947509000
2018-02-23,108920411000
2018-02-26,111670858000
2018-02-27,110072076000
2018-02-28,108242961000
2018-03-01,106088670000
2018-03-02,106129317000
2018-03-05,108039726000
2018-03-06,108947509000
2018-03-07,109923037000
2018-03-08,111386328999
2018-03-09,112659935000
2018-03-12,112863170000
2018-03-13,113093503000
2018-03-14,111508270000
2018-03-15,111142447000
2018-03-16,110139821000
2018-03-19,108568137000
2018-03-20,108256510000
2018-03-21,108446196000
2018-03-22,105871886000
2018-03-23,103717595000
2018-03-26,106305453999
2018-03-27,105898984000
2018-03-28,106305453999
2018-03-29,108690078000
2018-04-02,104977652000
2018-04-03,106156414999
2018-04-04,106657728000
2018-04-05,107985530000
2018-04-06,105194436000
2018-04-09,106305453999
2018-04-10,107430021000
2018-04-11,106481591000
2018-04-12,108175216000
2018-04-13,107809392999
2018-04-16,109204939999
2018-04-17,109245587000
2018-04-18,108649431000
2018-04-19,108392000000
2018-04-20,108256510000
2018-04-23,108419098000
2018-04-24,107538413000
2018-04-25,107660353999
2018-04-26,109191391000
2018-04-27,109960983000
2018-04-30,108391851000
2018-05-01,109582227000
2018-05-02,108107784000
2018-05-03,107647866000
2018-05-04,109676916000
2018-05-07,114736013999
2018-05-08,112544640000
2018-05-09,113707962000
2018-05-10,115899336000
2018-05-11,115737012000
2018-05-14,116575686000
2018-05-15,114127299000
2018-05-16,115723485000
2018-05-17,115128297000
2018-05-18,114492528000
2018-05-21,115412363999
2018-05-22,114938919000
2018-05-23,115331202000
2018-05-24,117671373000
2018-05-25,116738010000
2018-05-29,115507053000
2018-05-30,116183403000
2018-05-31,116765063999
2018-06-01,118807641000
2018-06-04,118388304000
2018-06-05,117224982000
2018-06-06,118009548000
2018-06-07,117184401000
2018-06-08,117928386000
2018-06-11,117130293000
2018-06-12,117265563000
2018-06-13,116115768000
2018-06-14,117103238999
2018-06-15,117387306000
2018-06-18,116670375000
2018-06-19,117157347000
2018-06-20,116508051000
2018-06-21,116738010000
2018-06-22,117427887000
2018-06-25,117333198000
2018-06-26,117495522000
2018-06-27,115642323000
2018-06-28,116778591000
2018-06-29,115804647000
2018-07-02,116372781000
2018-07-03,116305146000
2018-07-05,116210457000
2018-07-06,117184401000
2018-07-09,117860751000
2018-07-10,118212453000
2018-07-11,118036602000
2018-07-12,118861749000
2018-07-13,119524572000
2018-07-16,118672371000
