,MGM
2013-11-29,9393665812
2013-12-02,9413246147
2013-12-03,9427931398
2013-12-04,9648210169
2013-12-05,9638420002
2013-12-06,9873384024
2013-12-09,10147508717
2013-12-10,10211144806
2013-12-11,10078977544
2013-12-12,10196459555
2013-12-13,10377577656
2013-12-16,10627226929
2013-12-17,10876876203
2013-12-18,11087364807
2013-12-19,11067784471
2013-12-20,11121630393
2013-12-23,11195056650
2013-12-24,11297853410
2013-12-26,11376174751
2013-12-27,11332118997
2013-12-30,11444705924
2013-12-31,11537547840
2014-01-02,11635656240
2014-01-03,11503209900
2014-01-06,11517926160
2014-01-07,12023184420
2014-01-08,12131103660
2014-01-09,12253739160
2014-01-10,12440145120
2014-01-13,12386185500
2014-01-14,12646172760
2014-01-15,12616740240
2014-01-16,12646172760
2014-01-17,12955214220
2014-01-21,12930687120
2014-01-22,12626551080
2014-01-23,12351847560
2014-01-24,11665088760
2014-01-27,11665088760
2014-01-28,11797535100
2014-01-29,11419817760
2014-01-30,11826967620
2014-01-31,11949603120
2014-02-03,11704332120
2014-02-04,11871116400
2014-02-05,11611129140
2014-02-06,11915265180
2014-02-07,12165441600
2014-02-10,12086954880
2014-02-11,12386185500
2014-02-12,12420523440
2014-02-13,12548064360
2014-02-14,12763902840
2014-02-18,12680510700
2014-02-19,12631456500
2014-02-20,13161241860
2014-02-21,13269161100
2014-02-24,13656689280
2014-02-25,13509526680
2014-02-26,13484999580
2014-02-27,13666500120
2014-02-28,13514432100
2014-03-03,13538959200
2014-03-04,13877433180
2014-03-05,13843095240
2014-03-06,13926487380
2014-03-07,13877433180
2014-03-10,13592918820
2014-03-11,13269161100
2014-03-12,13220106900
2014-03-13,12999363000
2014-03-14,12886538340
2014-03-17,13053322620
2014-03-18,13141620180
2014-03-19,13038606360
2014-03-20,12940497960
2014-03-21,12842389560
2014-03-24,12680510700
2014-03-25,12562780620
2014-03-26,12248833740
2014-03-27,12214495800
2014-03-28,12204684960
2014-03-31,12691725960
2014-04-01,13020552580
2014-04-02,13103986200
2014-04-03,12883132500
2014-04-04,12480687980
2014-04-07,11739601120
2014-04-08,12004625560
2014-04-09,12200939960
2014-04-10,11818126880
2014-04-11,11734693260
2014-04-14,11621812480
2014-04-15,11513839560
2014-04-16,11886836920
2014-04-17,11759232560
2014-04-21,11719969680
2014-04-22,12254926420
2014-04-23,11872113340
2014-04-24,12048796300
2014-04-25,11611996760
2014-04-28,11297893720
2014-04-29,12259834280
2014-04-30,12382530780
2014-05-01,12461056540
2014-05-02,13000921140
2014-05-05,12853685340
2014-05-06,12603384480
2014-05-07,12343267900
2014-05-08,11935915520
2014-05-09,11945731240
2014-05-12,12068427740
2014-05-13,12112598480
2014-05-14,11881929060
2014-05-15,11881929060
2014-05-16,11729785400
2014-05-19,11857389760
2014-05-20,11700338240
2014-05-21,11872113340
2014-05-22,12161677080
2014-05-23,12304005020
2014-05-27,12573937320
2014-05-28,12618108060
2014-05-29,12760436000
2014-05-30,12637739500
2014-06-02,12824238180
2014-06-03,12456148680
2014-06-04,12608292340
2014-06-05,12485595840
2014-06-06,12338360040
2014-06-09,12038980580
2014-06-10,12034072720
2014-06-11,12220571400
2014-06-12,11994809840
2014-06-13,12220571400
2014-06-16,12176400660
2014-06-17,12166584940
2014-06-18,12323636460
2014-06-19,12338360040
2014-06-20,12465964400
2014-06-23,12583753040
2014-06-24,12593568760
2014-06-25,12716265260
2014-06-26,13113801920
2014-06-27,12961658260
2014-06-30,12905534769
2014-07-01,13003303972
2014-07-02,13159734696
2014-07-03,13120627015
2014-07-07,13008192432
2014-07-08,12602450240
2014-07-09,12709996364
2014-07-10,12573119480
2014-07-11,12490015657
2014-07-14,12553565639
2014-07-15,12460684896
2014-07-16,12494904117
2014-07-17,12367804154
2014-07-18,12475350277
2014-07-21,12441131056
2014-07-22,12793100186
2014-07-23,12846873247
2014-07-24,12700219443
2014-07-25,12900646309
2014-07-28,13110850095
2014-07-29,13198842378
2014-07-30,13369938482
2014-07-31,13120627015
2014-08-01,12837096327
2014-08-04,12929977070
2014-08-05,12651334842
2014-08-06,12289588791
2014-08-07,11962061962
2014-08-08,12089161926
2014-08-11,12128269607
2014-08-12,12128269607
2014-08-13,12196708049
2014-08-14,12289588791
2014-08-15,12240704190
2014-08-18,12294477252
2014-08-19,12274923411
2014-08-20,12323808012
2014-08-21,12270034951
2014-08-22,12260258031
2014-08-25,12167377288
2014-08-26,12157600368
2014-08-27,12040277324
2014-08-28,12152711908
2014-08-29,11962061962
2014-09-02,11649200513
2014-09-03,11698085115
2014-09-04,11795854317
2014-09-05,11820296618
2014-09-08,11830073538
2014-09-09,11874069680
2014-09-10,11820296618
2014-09-11,11849627379
2014-09-12,11619869752
2014-09-15,11346115984
2014-09-16,11155466039
2014-09-17,11165242959
2014-09-18,11434108267
2014-09-19,11302119843
2014-09-22,11003923775
2014-09-23,11121246818
2014-09-24,11150577579
2014-09-25,10945262253
2014-09-26,11043031456
2014-09-29,10832827670
2014-09-30,11190668166
2014-10-01,10861530867
2014-10-02,10807493400
2014-10-03,10871355861
2014-10-06,10895918346
2014-10-07,10709243460
2014-10-08,10792755909
2014-10-09,10507831083
2014-10-10,10198343772
2014-10-13,9957631419
2014-10-14,10129568814
2014-10-15,10021493880
2014-10-16,10507831083
2014-10-17,10665030987
2014-10-20,10660118490
2014-10-21,11028555765
2014-10-22,10866443364
2014-10-23,10984343292
2014-10-24,11092418226
2014-10-27,11136630699
2014-10-28,11254530627
2014-10-29,11244705633
2014-10-30,11288918106
2014-10-31,11421555525
2014-11-03,11308568094
2014-11-04,10969605801
2014-11-05,10669943484
2014-11-06,10743630939
2014-11-07,10782930915
2014-11-10,10876268358
2014-11-11,11082593232
2014-11-12,11072768238
2014-11-13,11126805705
2014-11-14,11161193184
2014-11-17,11013818274
2014-11-18,10999080783
2014-11-19,10900830843
2014-11-20,10900830843
2014-11-21,11161193184
2014-11-24,11225055645
2014-11-25,11205405657
2014-11-26,11210318154
2014-11-28,11205405657
2014-12-01,10940130819
2014-12-02,10891005849
2014-12-03,10871355861
2014-12-04,10792755909
2014-12-05,10763280927
2014-12-08,10635556005
2014-12-09,10566781047
2014-12-10,10178693784
2014-12-11,10090268838
2014-12-12,9913418946
2014-12-15,9736569054
2014-12-16,9260056845
2014-12-17,8847407097
2014-12-18,9530244180
2014-12-19,9987106401
2014-12-22,9962543916
2014-12-23,10286768718
2014-12-24,10301506209
2014-12-26,10370281167
2014-12-29,10552043556
2014-12-30,10537306065
2014-12-31,10506602360
2015-01-02,10329690440
2015-01-05,10044665680
2015-01-06,9661356520
2015-01-07,10039751460
2015-01-08,10182263840
2015-01-09,10079065220
2015-01-12,9936552840
2015-01-13,10000437700
2015-01-14,9941467060
2015-01-15,9946381280
2015-01-16,9833354220
2015-01-20,9400902860
2015-01-21,9454959280
2015-01-22,9774383580
2015-01-23,9828440000
2015-01-26,10265805580
2015-01-27,10251062920
2015-01-28,9985695040
2015-01-29,9916895960
2015-01-30,9572900560
2015-02-02,9700670280
2015-02-03,10054494120
2015-02-04,9764555140
2015-02-05,9990609260
2015-02-06,9808783120
2015-02-09,9626956980
2015-02-10,10192092280
2015-02-11,10197006500
2015-02-12,10437803280
2015-02-13,10545916120
2015-02-17,10747399140
2015-02-18,10958710600
2015-02-19,11027509680
2015-02-20,11120879860
2015-02-23,11081566100
2015-02-24,10752313360
2015-02-25,10796541340
2015-02-26,10786712900
2015-02-27,10678600060
2015-03-02,10747399140
2015-03-03,10821112440
2015-03-04,10850597760
2015-03-05,10776884460
2015-03-06,10624543640
2015-03-09,10275634020
2015-03-10,9843182660
2015-03-11,9626956980
2015-03-12,9690841840
2015-03-13,9538501020
2015-03-16,9661356520
2015-03-17,10683514280
2015-03-18,11066823440
2015-03-19,11228992700
2015-03-20,11115965640
2015-03-23,11012767020
2015-03-24,10850597760
2015-03-25,10658943180
2015-03-26,10511516580
2015-03-27,10467288600
2015-03-30,10452545940
2015-03-31,11595058740
2015-04-01,11512355040
2015-04-02,11765979720
2015-04-06,11765979720
2015-04-07,11639167380
2015-04-08,11903819220
2015-04-09,12466204380
2015-04-10,12433122900
2015-04-13,12129876000
2015-04-14,11997550080
2015-04-15,12207066120
2015-04-16,12102308100
2015-04-17,11815601940
2015-04-20,12036145140
2015-04-21,11969982180
2015-04-22,12146416740
2015-04-23,12173984640
2015-04-24,12129876000
2015-04-27,12085767360
2015-04-28,12328364880
2015-04-29,11639167380
2015-04-30,11661221700
2015-05-01,11799061200
2015-05-04,11727384660
2015-05-05,11104350120
2015-05-06,10795589640
2015-05-07,10889320500
2015-05-08,10988564940
2015-05-11,10668777300
2015-05-12,10541964960
2015-05-13,10674290880
2015-05-14,10652236560
2015-05-15,10734940260
2015-05-18,10850725440
2015-05-19,10867266180
2015-05-20,11065755060
2015-05-21,11137431600
2015-05-22,11308352580
2015-05-26,10955483460
2015-05-27,10977537780
2015-05-28,11131918020
2015-05-29,11054727900
2015-06-01,10795589640
2015-06-02,10900347660
2015-06-03,10867266180
2015-06-04,11181540240
2015-06-05,11181540240
2015-06-08,10569532860
2015-06-09,10668777300
2015-06-10,10768021740
2015-06-11,10927915560
2015-06-12,10712885940
2015-06-15,10602614340
2015-06-16,10525424220
2015-06-17,10707372360
2015-06-18,10751481000
2015-06-19,10751481000
2015-06-22,10525424220
2015-06-23,10685318040
2015-06-24,10271799540
2015-06-25,10277313120
2015-06-26,10133960040
2015-06-29,9692873640
2015-06-30,10279987750
2015-07-01,10448973850
2015-07-02,10448973850
2015-07-06,10291253490
2015-07-07,10730617350
2015-07-08,9896952590
2015-07-09,10049040080
2015-07-10,10223659050
2015-07-13,10617959950
2015-07-14,10657390040
2015-07-15,10443340980
2015-07-16,10527834030
2015-07-17,10392645150
2015-07-20,10398278020
2015-07-21,10409543760
2015-07-22,10432075240
2015-07-23,10522201160
2015-07-24,10201127570
2015-07-27,9964547030
2015-07-28,10144798870
2015-07-29,10263089140
2015-07-30,11068589550
2015-07-31,11051690940
2015-08-03,11181246950
2015-08-04,12251492250
2015-08-05,12595097320
2015-08-06,12386681130
2015-08-07,12504971400
2015-08-10,12730286200
2015-08-11,12493705660
2015-08-12,12431744090
2015-08-13,12533135750
2015-08-14,12662691760
2015-08-17,12752817680
2015-08-18,12662691760
2015-08-19,12431744090
2015-08-20,11986747360
2015-08-21,11598079330
2015-08-24,11006627980
2015-08-25,10820743270
2015-08-26,11046058070
2015-08-27,11569914980
2015-08-28,11738901080
2015-08-31,11507953410
2015-09-01,11192512690
2015-09-02,11412194620
2015-09-03,11541750630
2015-09-04,11536117760
2015-09-08,12093771890
2015-09-09,11896621440
2015-09-10,11671306640
2015-09-11,11806495520
2015-09-14,11829027000
2015-09-15,11603712200
2015-09-16,11936051530
2015-09-17,11806495520
2015-09-18,11637509420
2015-09-21,11491054800
2015-09-22,11057323810
2015-09-23,10905236320
2015-09-24,11012260850
2015-09-25,11130551120
2015-09-28,10471505330
2015-09-29,10003977120
2015-09-30,10413143100
2015-10-01,10537310660
2015-10-02,11169436420
2015-10-05,11457279400
2015-10-06,11536295120
2015-10-07,11694326560
2015-10-08,11931373720
2015-10-09,11982169540
2015-10-12,11897509839
2015-10-13,11925729740
2015-10-14,11976525560
2015-10-15,12207928740
2015-10-16,12162776900
2015-10-19,11852358000
2015-10-20,11835426060
2015-10-21,11434703480
2015-10-22,11553227060
2015-10-23,12016033420
2015-10-26,12247436600
2015-10-27,11818494120
2015-10-28,12281300480
2015-10-29,12868274400
2015-10-30,13088389620
2015-11-02,13421384440
2015-11-03,13624567720
2015-11-04,13562483940
2015-11-05,13494756180
2015-11-06,13455248320
2015-11-09,13161761360
2015-11-10,13223845140
2015-11-11,13150473400
2015-11-12,12868274400
2015-11-13,12704598980
2015-11-16,12772326740
2015-11-17,12557855500
2015-11-18,12823122560
2015-11-19,12715886940
2015-11-20,12676379080
2015-11-23,12794902660
2015-11-24,12958578080
2015-11-25,12936002160
2015-11-27,12851342460
2015-11-30,12834410520
2015-12-01,13139185440
2015-12-02,13223845140
2015-12-03,12636871220
2015-12-04,12772326740
2015-12-07,12597363360
2015-12-08,12365960180
2015-12-09,12450619880
2015-12-10,12450619880
2015-12-11,11880577900
2015-12-14,11745122380
2015-12-15,11937017700
2015-12-16,12461907839
2015-12-17,12106337100
2015-12-18,11948305660
2015-12-21,12202284760
2015-12-22,12270012520
2015-12-23,12698955000
2015-12-24,12704598980
2015-12-28,12772326740
2015-12-29,12947290120
2015-12-30,12710242960
2015-12-31,12838072320
2016-01-04,12572496000
2016-01-05,12855024000
2016-01-06,12651603840
2016-01-07,11651454720
2016-01-08,11577997440
2016-01-11,11770116479
2016-01-12,11939633280
2016-01-13,11312421120
2016-01-14,11453685120
2016-01-15,11222012160
2016-01-19,11092049280
2016-01-20,10798220160
2016-01-21,10747365120
2016-01-22,10928183040
2016-01-25,10673907840
2016-01-26,10798220160
2016-01-27,11001640320
2016-01-28,10894279680
2016-01-29,11346324479
2016-02-01,11329372800
2016-02-02,10786919040
2016-02-03,10481788800
2016-02-04,10606101120
2016-02-05,10103201280
2016-02-08,9532494720
2016-02-09,9357327360
2016-02-10,9702011520
2016-02-11,9566398080
2016-02-12,10233164160
2016-02-16,10820822400
2016-02-17,11340673920
2016-02-18,10397030400
2016-02-19,10204911360
2016-02-22,10600450560
2016-02-23,10295320320
2016-02-24,10312272000
2016-02-25,10363127040
2016-02-26,10662606720
2016-02-29,10696510080
2016-03-01,11261566080
2016-03-02,11453685120
2016-03-03,11487588479
2016-03-04,11193759360
2016-03-07,11199409920
2016-03-08,10922532479
2016-03-09,11329372800
2016-03-10,11493239040
2016-03-11,11758815360
2016-03-14,11832272640
2016-03-15,11679707520
2016-03-16,11979187200
2016-03-17,11837923200
2016-03-18,12103499520
2016-03-21,11849224320
2016-03-22,12001789440
2016-03-23,11730562560
2016-03-24,11594949120
2016-03-28,11555395200
2016-03-29,11990488320
2016-03-30,12030042240
2016-03-31,12123440960
2016-04-01,12394861280
2016-04-04,12225223580
2016-04-05,12027312930
2016-04-06,12078204240
2016-04-07,12253496530
2016-04-08,12660627010
2016-04-11,12474025540
2016-04-12,12807646350
2016-04-13,13062102900
2016-04-14,12898119790
2016-04-15,12886810610
2016-04-18,12932047330
2016-04-19,13022520770
2016-04-20,12886810610
2016-04-21,12604081110
2016-04-22,12536226030
2016-04-25,12304387840
2016-04-26,12349624560
2016-04-27,12400515870
2016-04-28,12072549650
2016-04-29,12044276700
2016-05-02,12253496530
2016-05-03,12123440960
2016-05-04,12140404730
2016-05-05,12366588330
2016-05-06,12445752590
2016-05-09,12355279150
2016-05-10,12768064219
2016-05-11,12445752590
2016-05-12,12406170460
2016-05-13,12230878170
2016-05-16,12485334719
2016-05-17,12428788820
2016-05-18,12270460300
2016-05-19,12163023090
2016-05-20,12304387840
2016-05-23,12513607670
2016-05-24,12818955530
2016-05-25,12892465200
2016-05-26,12728482090
2016-05-27,12965974870
2016-05-31,12920738150
2016-06-01,13243049780
2016-06-02,13627561900
2016-06-03,13604943540
2016-06-06,13797199600
2016-06-07,13938564350
2016-06-08,14119511230
2016-06-09,14187366310
2016-06-10,13882018450
2016-06-13,13638871080
2016-06-14,13599288950
2016-06-15,13865054680
2016-06-16,13661489440
2016-06-17,13915945990
2016-06-20,13729344520
2016-06-21,13870709270
2016-06-22,13751962880
2016-06-23,13842436320
2016-06-24,12954665690
2016-06-27,12179986860
2016-06-28,12490989310
2016-06-29,12858537660
2016-06-30,12856668750
2016-07-01,12941887500
2016-07-05,12811218750
2016-07-06,13038468750
2016-07-07,13055512500
2016-07-08,13044150000
2016-07-11,13061193750
2016-07-12,13220268750
2016-07-13,13140731250
2016-07-14,13231631250
2016-07-15,13260037500
2016-07-18,13288443750
2016-07-19,13152093750
2016-07-20,13350937500
2016-07-21,13163456250
2016-07-22,13174818750
2016-07-25,13248675000
2016-07-26,13640681250
2016-07-27,13532737500
2016-07-28,13765668750
2016-07-29,13623637500
2016-08-01,13612275000
2016-08-02,13521375000
2016-08-03,13510012500
2016-08-04,13669087500
2016-08-05,13890656250
2016-08-08,13998600000
2016-08-09,14146312500
2016-08-10,13992918750
2016-08-11,14140631250
2016-08-12,13919062500
2016-08-15,14112225000
2016-08-16,13913381250
2016-08-17,13879293750
2016-08-18,13839525000
2016-08-19,13725900000
2016-08-22,13765668750
2016-08-23,13811118750
2016-08-24,13379343750
2016-08-25,13441837500
2016-08-26,13498650000
2016-08-29,13498650000
2016-08-30,13527056250
2016-08-31,13572506250
2016-09-01,14004281250
2016-09-02,13964512499
2016-09-06,14044050000
2016-09-07,14299706250
2016-09-08,14373562500
2016-09-09,14066775000
2016-09-12,14248574999
2016-09-13,14123587500
2016-09-14,14328112500
2016-09-15,14509912500
2016-09-16,14453100000
2016-09-19,14169037500
2016-09-20,14186081250
2016-09-21,14248574999
2016-09-22,14651943750
2016-09-23,14572406250
2016-09-26,14407650000
2016-09-27,14526956250
2016-09-28,14970093750
2016-09-29,14686031250
2016-09-30,14936872990
2016-10-03,15028686270
2016-10-04,15051639590
2016-10-05,15286911120
2016-10-06,15378724400
2016-10-07,15160667860
2016-10-10,15372986070
2016-10-11,15235266150
2016-10-12,15109022889
2016-10-13,14954087980
2016-10-14,14776199750
2016-10-17,14908181340
2016-10-18,14839321380
2016-10-19,14971302970
2016-10-20,14988517960
2016-10-21,14977041300
2016-10-24,15080331240
2016-10-25,14965564639
2016-10-26,14994256290
2016-10-27,14908181340
2016-10-28,14959826310
2016-10-31,15017209610
2016-11-01,15149191200
2016-11-02,14885228020
2016-11-03,14787676410
2016-11-04,15154929530
2016-11-07,15596780940
2016-11-08,16067324000
2016-11-09,16250950560
2016-11-10,15992725710
2016-11-11,15780407500
2016-11-14,15705809210
2016-11-15,15969772389
2016-11-16,15900912430
2016-11-17,16084538990
2016-11-18,16314072190
2016-11-21,16623942010
2016-11-22,16474745430
2016-11-23,16337025510
2016-11-25,16451792110
2016-11-28,16486222090
2016-11-29,16566558710
2016-11-30,16474745430
2016-12-01,16365717160
2016-12-02,16646895330
2016-12-05,16623942010
2016-12-06,17002671790
2016-12-07,17186298350
2016-12-08,16440315450
2016-12-09,16796091910
2016-12-12,16750185270
2016-12-13,17094485070
2016-12-14,17054316760
2016-12-15,16623942010
2016-12-16,16560820380
2016-12-19,16405885470
2016-12-20,16428838790
2016-12-21,16801830240
2016-12-22,16830521889
2016-12-23,16847736880
2016-12-27,16646895330
2016-12-28,16480483760
2016-12-29,16354240500
2016-12-30,16543605389
2017-01-03,16933400440
2017-01-04,16921912380
2017-01-05,16870216110
2017-01-06,16956376560
2017-01-09,16749591480
2017-01-10,17013816860
2017-01-11,16674919090
2017-01-12,16445157890
2017-01-13,16439413860
2017-01-17,16462389980
2017-01-18,16433669830
2017-01-19,16479622070
2017-01-20,16508342220
2017-01-23,16370485500
2017-01-24,16663431030
2017-01-25,17002328800
2017-01-26,16933400440
2017-01-27,17111465370
2017-01-30,16720871330
2017-01-31,16542806400
2017-02-01,16404949680
2017-02-02,16542806400
2017-02-03,16577270580
2017-02-06,16686407150
2017-02-07,16404949680
2017-02-08,16450901920
2017-02-09,16439413860
2017-02-10,16387717590
2017-02-13,16749591480
2017-02-14,16456645950
2017-02-15,17002328800
2017-02-16,15428464580
2017-02-17,15279119800
2017-02-21,15480160850
2017-02-22,15198703380
2017-02-23,15037870540
2017-02-24,15158495170
2017-02-27,15204447410
2017-02-28,15101054870
2017-03-01,15411232489
2017-03-02,15112542930
2017-03-03,15198703380
2017-03-06,15250399650
2017-03-07,14785133220
2017-03-08,14750669040
2017-03-09,14607068290
2017-03-10,14647276500
2017-03-13,14905757850
2017-03-14,15135519050
2017-03-15,15405488460
2017-03-16,15388256370
2017-03-17,15842034739
2017-03-20,15290607860
2017-03-21,15009150390
2017-03-22,14951710090
2017-03-23,14888525760
2017-03-24,14767901130
2017-03-27,15267631739
2017-03-28,15606529510
2017-03-29,15675457870
2017-03-30,15698433989
2017-03-31,15753109400
2017-04-03,15954335250
2017-04-04,15994580420
2017-04-05,15868095600
2017-04-06,16345288330
2017-04-07,16161310410
2017-04-10,15965833870
2017-04-11,15931338010
2017-04-12,15850847670
2017-04-13,15632373890
2017-04-17,15592128720
2017-04-18,15954335250
2017-04-19,16109566620
2017-04-20,16362536260
2017-04-21,16333789710
2017-04-24,16672999000
2017-04-25,16874224850
2017-04-26,17127194490
2017-04-27,17828610310
2017-04-28,17656131010
2017-05-01,17805613070
2017-05-02,17799863760
2017-05-03,17886103410
2017-05-04,17661880320
2017-05-05,17736621350
2017-05-08,17489401020
2017-05-09,17799863760
2017-05-10,17955095130
2017-05-11,17811362380
2017-05-12,17909100650
2017-05-15,18213814080
2017-05-16,18512778200
2017-05-17,17909100650
2017-05-18,17799863760
2017-05-19,17966593750
2017-05-22,18150571670
2017-05-23,17995340300
2017-05-24,17932097890
2017-05-25,18167819600
2017-05-26,18294304420
2017-05-30,18323050970
2017-05-31,18236811320
2017-06-01,18547274060
2017-06-02,18696756120
2017-06-05,18507028890
2017-06-06,18679508190
2017-06-07,18834739560
2017-06-08,18840488870
2017-06-09,18386293380
2017-06-12,18162070290
2017-06-13,18449535790
2017-06-14,18599017850
2017-06-15,18731251980
2017-06-16,18748499910
2017-06-19,19058962650
2017-06-20,19076210580
2017-06-21,18949725760
2017-06-22,19116455750
2017-06-23,19639642959
2017-06-26,19461414350
2017-06-27,19392422630
2017-06-28,19375174700
2017-06-29,18909480590
2017-06-30,17945659830
2017-07-03,17526985120
2017-07-05,17767866460
2017-07-06,17377868100
2017-07-07,17687572680
2017-07-10,17882571860
2017-07-11,18025953610
2017-07-12,18203746980
2017-07-13,18312717110
2017-07-14,18301246570
2017-07-17,18266834950
2017-07-18,18668303850
2017-07-19,18805950330
2017-07-20,19345065710
2017-07-21,19517123810
2017-07-24,19494182730
2017-07-25,19654770290
2017-07-26,19425359490
2017-07-27,19150066530
2017-07-28,19006684780
2017-07-31,18886244110
2017-08-01,18588010069
2017-08-02,18341393460
2017-08-03,18100512120
2017-08-04,18232423330
2017-08-07,18272570220
2017-08-08,18094776850
2017-08-09,18060365230
2017-08-10,17498308770
2017-08-11,17544190930
2017-08-14,17773601730
2017-08-15,18117717930
2017-08-16,17951395100
2017-08-17,17498308770
2017-08-18,17613014170
2017-08-21,17842424970
2017-08-22,18123453200
2017-08-23,17962865640
2017-08-24,18094776850
2017-08-25,18255364410
2017-08-28,18175070630
2017-08-29,18375805080
2017-08-30,18421687240
2017-08-31,18903449920
2017-09-01,19046831670
2017-09-05,19006684780
2017-09-06,19368006790
2017-09-07,19494182730
2017-09-08,19069772750
2017-09-11,18972273160
2017-09-12,18783009250
2017-09-13,18691244930
2017-09-14,18387275620
2017-09-15,18306981840
2017-09-18,18169335360
2017-09-19,18674039120
2017-09-20,18972273160
2017-09-21,18960802620
2017-09-22,18570804260
2017-09-25,18318452380
2017-09-26,18444628319
2017-09-27,18616686420
2017-09-28,18547863180
2017-09-29,18691244930
2017-10-02,17424712530
2017-10-03,17470015650
2017-10-04,17413386750
2017-10-05,17498330100
2017-10-06,17447364090
2017-10-09,17447364090
2017-10-10,17232174270
2017-10-11,17498330100
2017-10-12,17028310230
2017-10-13,16841434860
2017-10-16,16813120410
2017-10-17,17266151610
2017-10-18,17237837160
2017-10-19,17260488720
2017-10-20,17571947670
2017-10-23,17498330100
2017-10-24,17679542580
2017-10-25,17537970330
2017-10-26,17458689870
2017-10-27,17696531250
2017-10-30,17311454730
2017-10-31,17753160150
2017-11-01,17453026980
2017-11-02,17390735190
2017-11-03,17702194140
2017-11-06,17957024190
2017-11-07,17815451940
2017-11-08,18721514340
2017-11-09,18545964750
2017-11-10,18619582320
2017-11-13,18721514340
2017-11-14,18602593650
2017-11-15,18625245210
2017-11-16,18687537000
2017-11-17,18687537000
2017-11-20,18789469020
2017-11-21,18880075260
2017-11-22,18942367050
2017-11-24,19191534210
2017-11-27,19066950630
2017-11-28,18829109250
2017-11-29,19055624850
2017-11-30,19321780680
2017-12-01,19265151780
2017-12-04,19378409580
2017-12-05,19219848660
2017-12-06,18744165900
2017-12-07,18880075260
2017-12-08,18789469020
2017-12-11,18880075260
2017-12-12,18523313190
2017-12-13,18778143239
2017-12-14,18591267870
2017-12-15,18619582320
2017-12-18,18659222550
2017-12-19,18596930760
2017-12-20,18778143239
2017-12-21,19100927970
2017-12-22,18880075260
2017-12-26,18885738150
2017-12-27,19089602190
2017-12-28,19044299070
2017-12-29,18908389710
2018-01-02,18927520320
2018-01-03,18825850560
2018-01-04,19012245119
2018-01-05,19142156480
2018-01-08,18695939200
2018-01-09,18995300160
2018-01-10,19159101440
2018-01-11,19831251520
2018-01-12,19786064960
2018-01-16,20350896960
2018-01-17,20638961280
2018-01-18,20373490240
2018-01-19,20531643200
2018-01-22,20966563840
2018-01-23,20910080640
2018-01-24,21254628160
2018-01-25,20791465920
2018-01-26,20927025600
2018-01-29,21480560960
2018-01-30,20960915520
2018-01-31,20588126400
2018-02-01,20802762560
2018-02-02,20096722560
2018-02-05,19469759040
2018-02-06,19701340160
2018-02-07,19588373760
2018-02-08,18921872000
2018-02-09,18882333760
2018-02-12,18752422400
2018-02-13,18712884160
2018-02-14,19452814080
2018-02-15,19769120000
2018-02-16,19469759040
2018-02-20,19605318720
2018-02-21,19430220800
2018-02-22,19492352320
2018-02-23,19983756160
2018-02-26,19955514560
2018-02-27,19356792640
2018-02-28,19334199360
2018-03-01,18797608960
2018-03-02,19051783360
2018-03-05,19119563200
2018-03-06,19627912000
2018-03-07,19690043520
2018-03-08,20283117119
2018-03-09,20780169280
2018-03-12,20768872640
2018-03-13,20215337280
2018-03-14,20158854080
2018-03-15,20153205760
2018-03-16,20328303680
2018-03-19,20492104960
2018-03-20,20746279360
2018-03-21,20401731840
2018-03-22,19503648960
2018-03-23,18786312320
2018-03-26,19723933440
2018-03-27,19690043520
2018-03-28,19260771200
2018-03-29,19780416640
2018-04-02,18580910040
2018-04-03,18888032520
2018-04-04,19156764690
2018-04-05,19507761810
2018-04-06,18718018290
2018-04-09,18849642210
2018-04-10,19014172110
2018-04-11,18471223440
2018-04-12,19156764690
2018-04-13,18866095200
2018-04-16,19069015410
2018-04-17,19803915630
2018-04-18,19968445530
2018-04-19,19502277480
2018-04-20,19436465520
2018-04-23,19836821610
2018-04-24,19480340160
2018-04-25,19376137890
2018-04-26,17708901570
2018-04-27,17154984240
2018-04-30,17231764860
2018-05-01,17220796200
2018-05-02,17122078260
2018-05-03,17154984240
2018-05-04,17473075380
2018-05-07,17335967130
2018-05-08,17582761980
2018-05-09,18043445700
2018-05-10,18301209210
2018-05-11,17440169400
2018-05-14,17725354560
2018-05-15,17401779090
2018-05-16,17505981360
2018-05-17,17648573940
2018-05-18,17736323220
2018-05-21,17555340330
2018-05-22,17319514140
2018-05-23,17330482800
2018-05-24,17176921560
2018-05-25,17248217850
2018-05-29,17165952900
2018-05-30,17489528370
2018-05-31,17248217850
2018-06-01,17434685070
2018-06-04,17297576820
2018-06-05,16924642380
2018-06-06,17303061150
2018-06-07,17193374550
2018-06-08,16880767740
2018-06-11,17324998470
2018-06-12,17352420120
2018-06-13,16974001350
2018-06-14,17237249190
2018-06-15,17127562590
2018-06-18,17176921560
2018-06-19,16403631030
2018-06-20,16749143820
2018-06-21,16623004230
2018-06-22,16491380310
2018-06-25,16052633910
2018-06-26,15992306280
2018-06-27,15559044210
2018-06-28,15564528540
2018-06-29,15921009990
2018-07-02,15069260800
2018-07-03,14972937400
2018-07-05,15203043300
2018-07-06,15502716100
2018-07-09,15764929800
2018-07-10,16016440900
2018-07-11,15995035700
2018-07-12,16321465000
2018-07-13,16562273500
2018-07-16,16653245600
2018-07-17,16722812500
2018-07-18,16599732600
