,MGM
2000-11-24,4267051584
2000-11-27,4562009067
2000-11-28,4483353738
2000-11-29,4503017570
2000-11-30,4503017570
2000-12-01,4738983557
2000-12-04,4699655892
2000-12-05,4679992060
2000-12-06,4837302718
2000-12-07,4542345235
2000-12-08,4404698410
2000-12-11,4385034577
2000-12-12,4198228172
2000-12-13,4267051584
2000-12-14,4257219668
2000-12-15,4168732423
2000-12-18,4119572843
2000-12-19,4080245178
2000-12-20,3972094101
2000-12-21,3972094101
2000-12-22,3942598353
2000-12-26,4080245178
2000-12-27,4365370745
2000-12-28,4434194158
2000-12-29,4434194158
2001-01-02,4318815375
2001-01-03,4627302187
2001-01-04,4567595062
2001-01-05,4537741500
2001-01-08,4716862875
2001-01-09,4607399812
2001-01-10,4547692687
2001-01-11,4617351000
2001-01-12,4587497437
2001-01-16,4667106937
2001-01-17,4637253375
2001-01-18,4497936750
2001-01-19,4219303500
2001-01-22,4249157062
2001-01-23,4269059437
2001-01-24,4259108250
2001-01-25,4189449937
2001-01-26,4149645187
2001-01-29,4424696010
2001-01-30,4545702450
2001-01-31,4641233850
2001-02-01,5099784251
2001-02-02,4875285780
2001-02-05,4937381190
2001-02-06,4961264040
2001-02-07,4837073220
2001-02-08,4774977810
2001-02-09,4720843350
2001-02-12,4588691580
2001-02-13,4591875960
2001-02-14,4442210100
2001-02-15,4370561550
2001-02-16,4219303500
2001-02-20,4298913000
2001-02-21,4171537800
2001-02-22,4259108250
2001-02-23,4220895690
2001-02-26,4255923870
2001-02-27,4259108250
2001-02-28,4279806720
2001-03-01,4254331680
2001-03-02,4179498750
2001-03-05,4230448830
2001-03-06,4222487880
2001-03-07,4244778540
2001-03-08,4333941180
2001-03-09,4346678700
2001-03-12,4292544240
2001-03-13,4247962920
2001-03-14,4141286190
2001-03-15,4219303500
2001-03-16,4195420650
2001-03-19,4085559540
2001-03-20,4179498750
2001-03-21,4005950040
2001-03-22,3821256000
2001-03-23,3821256000
2001-03-26,3864245130
2001-03-27,3937485870
2001-03-28,3918379590
2001-03-29,3902457690
2001-03-30,3996396900
2001-04-02,3935698000
2001-04-03,3887896000
2001-04-04,3891082800
2001-04-05,4023335000
2001-04-06,3993060400
2001-04-09,4096631400
2001-04-10,4294213000
2001-04-11,4303773400
2001-04-12,4303773400
2001-04-16,4225696800
2001-04-17,4319707400
2001-04-18,4684596000
2001-04-19,4692563000
2001-04-20,4581025000
2001-04-23,4620860000
2001-04-24,4716464000
2001-04-25,4853496400
2001-04-26,4748332000
2001-04-27,4705310200
2001-04-30,4791353800
2001-05-01,4867837000
2001-05-02,4965034400
2001-05-03,4936353200
2001-05-04,4835969000
2001-05-07,4772233000
2001-05-08,4781793400
2001-05-09,4796134000
2001-05-10,4864650200
2001-05-11,4853496400
2001-05-14,4947507000
2001-05-15,5044704400
2001-05-16,5097286600
2001-05-17,5215198199
2001-05-18,5078165800
2001-05-21,4976188200
2001-05-22,4971408000
2001-05-23,5044704400
2001-05-24,4931573000
2001-05-25,5003276000
2001-05-29,5019210000
2001-05-30,4880584200
2001-05-31,5009649600
2001-06-01,4923606000
2001-06-04,4936353200
2001-06-05,4941133400
2001-06-06,4874210600
2001-06-07,4788167000
2001-06-08,4797727400
2001-06-11,4788167000
2001-06-12,4703716800
2001-06-13,4713277200
2001-06-14,4700530000
2001-06-15,4675035600
2001-06-18,4702123400
2001-06-19,4770639600
2001-06-20,4700530000
2001-06-21,4652728000
2001-06-22,4676629000
2001-06-25,4592178800
2001-06-26,4471080400
2001-06-27,4493388000
2001-06-28,4525256000
2001-06-29,4773826400
2001-07-02,4855539000
2001-07-03,4871458800
2001-07-05,4900114440
2001-07-06,4576942500
2001-07-09,4588086360
2001-07-10,4634253780
2001-07-11,4761612180
2001-07-12,4863498900
2001-07-13,4888970580
2001-07-16,4888970580
2001-07-17,4973345520
2001-07-18,5086376100
2001-07-19,5102295900
2001-07-20,5032248780
2001-07-23,4928770080
2001-07-24,4529183100
2001-07-25,4760020200
2001-07-26,4820515440
2001-07-27,4823699400
2001-07-30,4884194640
2001-07-31,4919218200
2001-08-01,4853947020
2001-08-02,4734548520
2001-08-03,4696341000
2001-08-06,4662909420
2001-08-07,4537143000
2001-08-08,4559430720
2001-08-09,4514855280
2001-08-10,4610374080
2001-08-13,4756836240
2001-08-14,4736140500
2001-08-15,4654949520
2001-08-16,4597638240
2001-08-17,4600822200
2001-08-20,4537143000
2001-08-21,4522815180
2001-08-22,4556246760
2001-08-23,4588086360
2001-08-24,4664501400
2001-08-27,4643805660
2001-08-28,4616742000
2001-08-29,4635845760
2001-08-30,4548286860
2001-08-31,4640621700
2001-09-04,4619925960
2001-09-05,4680421200
2001-09-06,4645397640
2001-09-07,4533959040
2001-09-10,4506895380
2001-09-17,3502356000
2001-09-18,3324054240
2001-09-19,3156896339
2001-09-20,2827356480
2001-09-21,2863972019
2001-09-24,3066153480
2001-09-25,3231719400
2001-09-26,3398877300
2001-09-27,3440268780
2001-09-28,3578771040
2001-10-01,3372804619
2001-10-02,3583998927
2001-10-03,3688020004
2001-10-04,3601335773
2001-10-05,3736878389
2001-10-08,3563509927
2001-10-09,3468945311
2001-10-10,3473673542
2001-10-11,4034756928
2001-10-12,3825138696
2001-10-15,3782584620
2001-10-16,3844051620
2001-10-17,3640737696
2001-10-18,3593455389
2001-10-19,3558781696
2001-10-22,3607640081
2001-10-23,3554053465
2001-10-24,3561933850
2001-10-25,3699052542
2001-10-26,3624976927
2001-10-29,3554053465
2001-10-30,3427967311
2001-10-31,3514651542
2001-11-01,3544597004
2001-11-02,3546173081
2001-11-05,3568238158
2001-11-06,3814106158
2001-11-07,3885029620
2001-11-08,3979594235
2001-11-09,3902366466
2001-11-12,3790465004
2001-11-13,4012691851
2001-11-14,4067854543
2001-11-15,4145082312
2001-11-16,4201821082
2001-11-19,4223886159
2001-11-20,4130897620
2001-11-21,4003235389
2001-11-23,4137201928
2001-11-26,4184484235
2001-11-27,4152962697
2001-11-28,4078887081
2001-11-29,4099376081
2001-11-30,4152962697
2001-12-03,4121441158
2001-12-04,4105680389
2001-12-05,4286929236
2001-12-06,4420895774
2001-12-07,4373613466
2001-12-10,4362580928
2001-12-11,4455569466
2001-12-12,4349972313
2001-12-13,4299537851
2001-12-14,4343668005
2001-12-17,4315298620
2001-12-18,4413015390
2001-12-19,4378341697
2001-12-20,4334211543
2001-12-21,4409863236
2001-12-24,4408287159
2001-12-26,4521764697
2001-12-27,4551710159
2001-12-28,4559590544
2001-12-31,4550134082
2002-01-02,4578503467
2002-01-03,4562742697
2002-01-04,4649426928
2002-01-07,4725078621
2002-01-08,4712470005
2002-01-09,4710893928
2002-01-10,4767632698
2002-01-11,4695133159
2002-01-14,4546981928
2002-01-15,4476058467
2002-01-16,4580079544
2002-01-17,4602144621
2002-01-18,4602144621
2002-01-22,4633666159
2002-01-23,4704589621
2002-01-24,4904751390
2002-01-25,4950457621
2002-01-28,5021381083
2002-01-29,4963066236
2002-01-30,4967794467
2002-01-31,5131706783
2002-02-01,5407520244
2002-02-04,5415400314
2002-02-05,4948881544
2002-02-06,4877958082
2002-02-07,4904751390
2002-02-08,4909479621
2002-02-11,4885838467
2002-02-12,4885838467
2002-02-13,4948881544
2002-02-14,4956761929
2002-02-15,4933120775
2002-02-19,4942577236
2002-02-20,5011924621
2002-02-21,5015076775
2002-02-22,5138010460
2002-02-25,5303499167
2002-02-26,5358661545
2002-02-27,5350781160
2002-02-28,5421704937
2002-03-01,5495779922
2002-03-04,5634475006
2002-03-05,5779473768
2002-03-06,5516269237
2002-03-07,5502084545
2002-03-08,5563551545
2002-03-11,5579312629
2002-03-12,5689637384
2002-03-13,5645507545
2002-03-14,5670724776
2002-03-15,5634475006
2002-03-18,5779473768
2002-03-19,5752680776
2002-03-20,5716431006
2002-03-21,5673876930
2002-03-22,5776322245
2002-03-25,5678604845
2002-03-26,5620290314
2002-03-27,5557246922
2002-03-28,5710126699
2002-04-01,5650878906
2002-04-02,5547411791
2002-04-03,5442353197
2002-04-04,5533085619
2002-04-05,5506025390
2002-04-08,5603125000
2002-04-09,5689082349
2002-04-10,5792548828
2002-04-11,5754346021
2002-04-12,5786181322
2002-04-15,5810058593
2002-04-16,5709775072
2002-04-17,6091806640
2002-04-18,6130009447
2002-04-19,6223925462
2002-04-22,6223925462
2002-04-23,6335351562
2002-04-24,6520000000
2002-04-25,6661669603
2002-04-26,6605957031
2002-04-29,6391064771
2002-04-30,6391064771
2002-05-01,6414941406
2002-05-02,6419717115
2002-05-03,6529550781
2002-05-06,6397431322
2002-05-07,6402207349
2002-05-08,6306698900
2002-05-09,6075888353
2002-05-10,5905566087
2002-05-13,6122050781
2002-05-14,6246211255
2002-05-15,6163437818
2002-05-16,6174580078
2002-05-17,6208007812
2002-05-20,6201640625
2002-05-21,6056787109
2002-05-22,5878505859
2002-05-23,5993115552
2002-05-24,5953320630
2002-05-28,6016992187
2002-05-29,5988339525
2002-05-30,5872138671
2002-05-31,5999482103
2002-06-03,5607900390
2002-06-04,5547411791
2002-06-05,5507616869
2002-06-06,5611083984
2002-06-07,5747978515
2002-06-10,5911933593
2002-06-11,5802099609
2002-06-12,5528310546
2002-06-13,5435986646
2002-06-14,5412109375
2002-06-17,5674756177
2002-06-18,5860996093
2002-06-19,5698632812
2002-06-20,5738427734
2002-06-21,5576064134
2002-06-24,5547411791
2002-06-25,5482148119
2002-06-26,5442353197
2002-06-27,5356396802
2002-06-28,5372314453
2002-07-01,5131630906
2002-07-02,4995672724
2002-07-03,5101593633
2002-07-05,5371929087
2002-07-08,5280236676
2002-07-09,5280236676
2002-07-10,5234389996
2002-07-11,5264427269
2002-07-12,5375090906
2002-07-15,5272331498
2002-07-16,5172734858
2002-07-17,5185381815
2002-07-18,5043099997
2002-07-19,4900818179
2002-07-22,4745889088
2002-07-23,4576731815
2002-07-24,4994091815
2002-07-25,5088946044
2002-07-26,5057328178
2002-07-29,5373510313
2002-07-30,5635941222
2002-07-31,5533181815
2002-08-01,5395643040
2002-08-02,5141116360
2002-08-05,4971959088
2002-08-06,5477850313
2002-08-07,5439908178
2002-08-08,5760832407
2002-08-09,5656492407
2002-08-12,5770318178
2002-08-13,5635941222
2002-08-14,5533181815
2002-08-15,5809840905
2002-08-16,5794032131
2002-08-19,5890466953
2002-08-20,5828811498
2002-08-21,5849363633
2002-08-22,5733957269
2002-08-23,5738699996
2002-08-26,5737119087
2002-08-27,5454136360
2002-08-28,5635941222
2002-08-29,5691272724
2002-08-30,5610646676
2002-09-03,5501563633
2002-09-04,5580609087
2002-09-05,5430422407
2002-09-06,5446231815
2002-09-09,5533181815
2002-09-10,5681786953
2002-09-11,5760832407
2002-09-12,5732376044
2002-09-13,5707081498
2002-09-16,5691272724
2002-09-17,5743443040
2002-09-18,5790870312
2002-09-19,5746604225
2002-09-20,5552152407
2002-09-23,5583770905
2002-09-24,5525277269
2002-09-25,5707081498
2002-09-26,5862011221
2002-09-27,5809840905
2002-09-30,5595329116
2002-10-01,5757338945
2002-10-02,5619330528
2002-10-03,5662833087
2002-10-04,5455820610
2002-10-07,5205306175
2002-10-08,5175304410
2002-10-09,4752279528
2002-10-10,4882787204
2002-10-11,5137802204
2002-10-14,5083799028
2002-10-15,5235308240
2002-10-16,4987793381
2002-10-17,5002793963
2002-10-18,5052297175
2002-10-21,5175304410
2002-10-22,5011794793
2002-10-23,4672774852
2002-10-24,4504764969
2002-10-25,4777781028
2002-10-28,4548267528
2002-10-29,4642773087
2002-10-30,4657773969
2002-10-31,4665274410
2002-11-01,4815282934
2002-11-04,4815282934
2002-11-05,4813783146
2002-11-06,4875286763
2002-11-07,4617271587
2002-11-08,4710277057
2002-11-11,4545267352
2002-11-12,4696776263
2002-11-13,4728278116
2002-11-14,4809283181
2002-11-15,4935290593
2002-11-18,4867786322
2002-11-19,4897788387
2002-11-20,4800282352
2002-11-21,4873786975
2002-11-22,4833284593
2002-11-25,4905288528
2002-11-26,4893287522
2002-11-27,5115300581
2002-11-29,5073298410
2002-12-02,5130301763
2002-12-03,5040296169
2002-12-04,5010295004
2002-12-05,4890287346
2002-12-06,4959292004
2002-12-09,4897788387
2002-12-10,4926289763
2002-12-11,4890287346
2002-12-12,4948791387
2002-12-13,4800282352
2002-12-16,4890287346
2002-12-17,4972792799
2002-12-18,4942790734
2002-12-19,4849785563
2002-12-20,5010295004
2002-12-23,5017795146
2002-12-24,5019295234
2002-12-26,5026795375
2002-12-27,4882787204
2002-12-30,4933790204
2002-12-31,4945791210
2003-01-02,5152802787
2003-01-03,5074798799
2003-01-06,4911289181
2003-01-07,4893287522
2003-01-08,4245249705
2003-01-09,4381757734
2003-01-10,4350255881
2003-01-13,4308253410
2003-01-14,4368256940
2003-01-15,4207747499
2003-01-16,4198746969
2003-01-17,4105741499
2003-01-21,3997735146
2003-01-22,3984234352
2003-01-23,4026236822
2003-01-24,3975233822
2003-01-27,3877728087
2003-01-28,3975233822
2003-01-29,4024736734
2003-01-30,3825224999
2003-01-31,3930231175
2003-02-03,3880728263
2003-02-04,3757721028
2003-02-05,3750220587
2003-02-06,3672215999
2003-02-07,3760721205
2003-02-10,3832725440
2003-02-11,3865727381
2003-02-12,3799723499
2003-02-13,3720218822
2003-02-14,3816224469
2003-02-18,3910730028
2003-02-19,3844726146
2003-02-20,3802723675
2003-02-21,3973733734
2003-02-24,3859727028
2003-02-25,3802723675
2003-02-26,3765221469
2003-02-27,3822224822
2003-02-28,3843226058
2003-03-03,3787722793
2003-03-04,3718718734
2003-03-05,3732219528
2003-03-06,3736719793
2003-03-07,3930231175
2003-03-10,3897229234
2003-03-11,3831225352
2003-03-12,3867227469
2003-03-13,4077239822
2003-03-14,4147743969
2003-03-17,4327754557
2003-03-18,4276751557
2003-03-19,4350255881
2003-03-20,4510765322
2003-03-21,4675775028
2003-03-24,4368256940
2003-03-25,4444761440
2003-03-26,4500264705
2003-03-27,4501764793
2003-03-28,4483763734
2003-03-31,4367187498
2003-04-01,4164131942
2003-04-02,4416458331
2003-04-03,4383611109
2003-04-04,4374652776
2003-04-07,4497083331
2003-04-08,4486631942
2003-04-09,4467222220
2003-04-10,4352256942
2003-04-11,4377638887
2003-04-14,4538888887
2003-04-15,4465729165
2003-04-16,3989444442
2003-04-17,4185034720
2003-04-21,4174583331
2003-04-22,4255208331
2003-04-23,4143229165
2003-04-24,4131284720
2003-04-25,4037222220
2003-04-28,4141736109
2003-04-29,4217881942
2003-04-30,4243263887
2003-05-01,4101423609
2003-05-02,4177569442
2003-05-05,4243263887
2003-05-06,4277604165
2003-05-07,4347777776
2003-05-08,4307465276
2003-05-09,4285069442
2003-05-12,4297013887
2003-05-13,4255208331
2003-05-14,4162638887
2003-05-15,4182048609
2003-05-16,4196979165
2003-05-19,4079027776
2003-05-20,4035729165
2003-05-21,3967048609
2003-05-22,4001388887
2003-05-23,3995416665
2003-05-27,4102916665
2003-05-28,4119340276
2003-05-29,4047673609
2003-05-30,4217881942
2003-06-02,4301493053
2003-06-03,4292534720
2003-06-04,4507534720
2003-06-05,4703124998
2003-06-06,4877812199
2003-06-09,4759861109
2003-06-10,4789722519
2003-06-11,4873333331
2003-06-12,4925590574
2003-06-13,5136111407
2003-06-16,5231666664
2003-06-17,5188368053
2003-06-18,5068923609
2003-06-19,4965902477
2003-06-20,4959930852
2003-06-23,4897222220
2003-06-24,5015173609
2003-06-25,5076388887
2003-06-26,5133125296
2003-06-27,5131631643
2003-06-30,5042511312
2003-07-01,4984975343
2003-07-02,5148731857
2003-07-03,5129552906
2003-07-07,5156107968
2003-07-08,5111849826
2003-07-09,5131027892
2003-07-10,5077917767
2003-07-11,5170860781
2003-07-14,5077917767
2003-07-15,5113324812
2003-07-16,5063165250
2003-07-17,4998253170
2003-07-18,4937766638
2003-07-21,4937766638
2003-07-22,4909735704
2003-07-23,4927439670
2003-07-24,4990876763
2003-07-25,5144305423
2003-07-28,5141354861
2003-07-29,5082343906
2003-07-30,5048412732
2003-07-31,5060214687
2003-08-01,5057263829
2003-08-04,5094145861
2003-08-05,5036610187
2003-08-06,5052838281
2003-08-07,5082343906
2003-08-08,5070541361
2003-08-11,5052838281
2003-08-12,5072017232
2003-08-13,5076442781
2003-08-14,5116275375
2003-08-15,5107423392
2003-08-18,5173811343
2003-08-19,5253476531
2003-08-20,5253476531
2003-08-21,5291833548
2003-08-22,5278556017
2003-08-25,5197415843
2003-08-26,5219545357
2003-08-27,5316913625
2003-08-28,5308061937
2003-08-29,5349369517
2003-09-02,5375924579
2003-09-03,5446738079
2003-09-04,5510175173
2003-09-05,5517552170
2003-09-08,5455590062
2003-09-09,5365597611
2003-09-10,2168663437
2003-09-11,2187842093
2003-09-12,2198169062
2003-09-15,2180465687
2003-09-16,2173089281
2003-09-17,2183416250
2003-09-18,2195218500
2003-09-19,2177515125
2003-09-22,2168663437
2003-09-23,2180465687
2003-09-24,2178990406
2003-09-25,2255705031
2003-09-26,2238001656
2003-09-29,2270457843
2003-09-30,2193783363
2003-10-01,2219525280
2003-10-02,2235256451
2003-10-03,2162321020
2003-10-06,2202364002
2003-10-07,2188062937
2003-10-08,2182342511
2003-10-09,2169471552
2003-10-10,2209514534
2003-10-13,2196643576
2003-10-14,2223815599
2003-10-15,2230966132
2003-10-16,2206654321
2003-10-17,2210944641
2003-10-20,2173761872
2003-10-21,2182342511
2003-10-22,2173761872
2003-10-23,2153740381
2003-10-24,2145159742
2003-10-27,2192353256
2003-10-28,2216665067
2003-10-29,2215234960
2003-10-30,2266718794
2003-10-31,2282449966
2003-11-03,2256708049
2003-11-04,2308191882
2003-11-05,2299611243
2003-11-06,2303901563
2003-11-07,2316772521
2003-11-10,2312482202
2003-11-11,2316772521
2003-11-12,2323923054
2003-11-13,2289600498
2003-11-14,2302471456
2003-11-17,2282449966
2003-11-18,2296751030
2003-11-19,2298181137
2003-11-20,2288170392
2003-11-21,2298181137
2003-11-24,2319632734
2003-11-25,2316772521
2003-11-26,2322492947
2003-11-28,2359675716
2003-12-01,2338224119
2003-12-02,2333933799
2003-12-03,2342514438
2003-12-04,2316772521
2003-12-05,2286740285
2003-12-08,2316772521
2003-12-09,2338224119
2003-12-10,2295320924
2003-12-11,2283880072
2003-12-12,2305331669
2003-12-15,2315342415
2003-12-16,2309621989
2003-12-17,2323923054
2003-12-18,2438331573
2003-12-19,2416879976
2003-12-22,2438331573
2003-12-23,2435471360
2003-12-24,2449772425
2003-12-26,2449772425
2003-12-29,2476944449
2003-12-30,2481234768
2003-12-31,2444516651
2004-01-02,2458820435
2004-01-05,2488858381
2004-01-06,2488858381
2004-01-07,2487428002
2004-01-08,2473124219
2004-01-09,2424491354
2004-01-12,2424491354
2004-01-13,2440225516
2004-01-14,2437364759
2004-01-15,2434504002
2004-01-16,2415909083
2004-01-20,2395883786
2004-01-21,2381580002
2004-01-22,2403035678
2004-01-23,2388731894
2004-01-26,2372997732
2004-01-27,2364415462
2004-01-28,2331516759
2004-01-29,2308630705
2004-01-30,2275732002
2004-02-02,2302909191
2004-02-03,2282883894
2004-02-04,2274301624
2004-02-05,2245694056
2004-02-06,2288605408
2004-02-09,2314352218
2004-02-10,2385871137
2004-02-11,2453098921
2004-02-12,2458820435
2004-02-13,2420200218
2004-02-17,2448807786
2004-02-18,2491719137
2004-02-19,2493149516
2004-02-20,2397314164
2004-02-23,2433073624
2004-02-24,2388731894
2004-02-25,2417339462
2004-02-26,2413048327
2004-02-27,2453098921
2004-03-01,2420200218
2004-03-02,2388731894
2004-03-03,2431643246
2004-03-04,2437364759
2004-03-05,2405896435
2004-03-08,2413048327
2004-03-09,2352972435
2004-03-10,2334377516
2004-03-11,2277162380
2004-03-12,2330086381
2004-03-15,2317212975
2004-03-16,2596136759
2004-03-17,2491719137
2004-03-18,2494579894
2004-03-19,2474554597
2004-03-22,2450238164
2004-03-23,2425921732
2004-03-24,2433073624
2004-03-25,2475984975
2004-03-26,2483136867
2004-03-29,2467402705
2004-03-30,2503162165
2004-03-31,2462264595
2004-04-01,2459434406
2004-04-02,2476415541
2004-04-05,2473585352
2004-04-06,2473585352
2004-04-07,2568396689
2004-04-08,2544340081
2004-04-12,2561321216
2004-04-13,2489151392
2004-04-14,2490566487
2004-04-15,2455189122
2004-04-16,2445283460
2004-04-19,2501887243
2004-04-20,2497641960
2004-04-21,2794811825
2004-04-22,2770755217
2004-04-23,2868396744
2004-04-26,2854245798
2004-04-27,2936321284
2004-04-28,2980189217
2004-04-29,2956132608
2004-04-30,2974528838
2004-05-03,2968868460
2004-05-04,2961792987
2004-05-05,2974528838
2004-05-06,2947642041
2004-05-07,2913679771
2004-05-10,2871226933
2004-05-11,2886792973
2004-05-12,2879717500
2004-05-13,2920755244
2004-05-14,2893868446
2004-05-17,2847170325
2004-05-18,1723585216
2004-05-19,1729245595
2004-05-20,1729245595
2004-05-21,1744811635
2004-05-24,1727830500
2004-05-25,1709434270
2004-05-26,1698113514
2004-05-27,1686792757
2004-05-28,1682547473
2004-06-01,1668396527
2004-06-02,1659905959
2004-06-03,1657075770
2004-06-04,1678302189
2004-06-07,1672641811
2004-06-08,1703773892
2004-06-09,1683962568
2004-06-10,1744811635
2004-06-14,1713679554
2004-06-15,1723585216
2004-06-16,1733490878
2004-06-17,1722170122
2004-06-18,1746226730
2004-06-21,1736321068
2004-06-22,1737736162
2004-06-23,1740566351
2004-06-24,1734905973
2004-06-25,1744811635
2004-06-28,1729245595
2004-06-29,1729245595
2004-06-30,1668760979
2004-07-01,1745992892
2004-07-02,1773575718
2004-07-06,1772196576
2004-07-07,1757026022
2004-07-08,1762542587
2004-07-09,1748751174
2004-07-12,1741855468
2004-07-13,1733580620
2004-07-14,1725305772
2004-07-15,1736338902
2004-07-16,1726684913
2004-07-19,1717030924
2004-07-20,1734959761
2004-07-21,1717030924
2004-07-22,1711514359
2004-07-23,1689448098
2004-07-26,1660486131
2004-07-27,1672898402
2004-07-28,1677035826
2004-07-29,1668760979
2004-07-30,1672898402
2004-08-02,1664623555
2004-08-03,1670140120
2004-08-04,1643936435
2004-08-05,1627386739
2004-08-06,1627386739
2004-08-09,1616353609
2004-08-10,1610837044
2004-08-11,1599803913
2004-08-12,1602562196
2004-08-13,1594287348
2004-08-16,1576358511
2004-08-17,1576358511
2004-08-18,1579116794
2004-08-19,1558429674
2004-08-20,1565325381
2004-08-23,1601183055
