,NTAP
2013-11-26,13878066000
2013-11-27,13996856000
2013-11-29,14000250000
2013-12-02,13915400000
2013-12-03,13827156000
2013-12-04,13803398000
2013-12-05,14068130000
2013-12-06,14108858000
2013-12-09,14003644000
2013-12-10,14071524000
2013-12-11,13596364000
2013-12-12,13440240000
2013-12-13,13497938000
2013-12-16,13586182000
2013-12-17,13559030000
2013-12-18,13589576000
2013-12-19,13793216000
2013-12-20,13742306000
2013-12-23,13704972000
2013-12-24,13704972000
2013-12-26,13681214000
2013-12-27,13813580000
2013-12-30,13908611999
2013-12-31,13962916000
2014-01-02,13718548000
2014-01-03,13688002000
2014-01-06,13626910000
2014-01-07,13854308000
2014-01-08,13932369999
2014-01-09,13796610000
2014-01-10,13701578000
2014-01-13,13474180000
2014-01-14,13640486000
2014-01-15,14767294000
2014-01-16,14689232000
2014-01-17,15099906000
2014-01-21,15235666000
2014-01-22,15425730000
2014-01-23,15561490000
2014-01-24,14515592000
2014-01-27,14433042000
2014-01-28,14442948000
2014-01-29,14119352000
2014-01-30,14244828000
2014-01-31,13980668000
2014-02-03,13848588000
2014-02-04,13901420000
2014-02-05,13726414000
2014-02-06,13772642000
2014-02-07,14139164000
2014-02-10,14287754000
2014-02-11,14426438000
2014-02-12,14063218000
2014-02-13,13571220000
2014-02-14,13445744000
2014-02-18,13412724000
2014-02-19,13383006000
2014-02-20,13267436000
2014-02-21,13171678000
2014-02-24,13237718000
2014-02-25,13158470000
2014-02-26,13300456000
2014-02-27,13412724000
2014-02-28,13343381999
2014-03-03,13373100000
2014-03-04,13267436000
2014-03-05,13145262000
2014-03-06,12887706000
2014-03-07,12514580000
2014-03-10,12484862000
2014-03-11,12362688000
2014-03-12,12498070000
2014-03-13,12270231999
2014-03-14,12075414000
2014-03-17,12316460000
2014-03-18,12369292000
2014-03-19,12247118000
2014-03-20,12250420000
2014-03-21,12481560000
2014-03-24,12078716000
2014-03-25,12247118000
2014-03-26,12115038000
2014-03-27,11973052000
2014-03-28,11946636000
2014-03-31,12184380000
2014-04-01,12257024000
2014-04-02,12428728000
2014-04-03,12389104000
2014-04-04,12392406000
2014-04-07,11986260000
2014-04-08,12217400000
2014-04-09,12435331999
2014-04-10,12032488000
2014-04-11,11877294000
2014-04-14,12148058000
2014-04-15,12214098000
2014-04-16,11966448000
2014-04-17,11844274000
2014-04-21,11867388000
2014-04-22,11903710000
2014-04-23,11844274000
2014-04-24,11761724000
2014-04-25,11322500000
2014-04-28,11374259999
2014-04-29,11458370000
2014-04-30,11519835000
2014-05-01,11497190000
2014-05-02,11497190000
2014-05-05,11594240000
2014-05-06,11316029999
2014-05-07,10901950000
2014-05-08,10947240000
2014-05-09,11060465000
2014-05-12,10866365000
2014-05-13,11257800000
2014-05-14,11183395000
2014-05-15,11225450000
2014-05-16,10908420000
2014-05-19,11092815000
2014-05-20,10982825000
2014-05-21,11157515000
2014-05-22,11697759999
2014-05-23,11568360000
2014-05-27,11849805000
2014-05-28,11917740000
2014-05-29,11985675000
2014-05-30,11972735000
2014-06-02,12134485000
2014-06-03,11836865000
2014-06-04,11730110000
2014-06-05,11684820000
2014-06-06,11591005000
2014-06-09,11561890000
2014-06-10,11600710000
2014-06-11,11626590000
2014-06-12,11493955000
2014-06-13,11536009999
2014-06-16,11542480000
2014-06-17,11552185000
2014-06-18,11798045000
2014-06-19,11720404999
2014-06-20,11578065000
2014-06-23,11597475000
2014-06-24,11675115000
2014-06-25,11646000000
2014-06-26,11574830000
2014-06-27,11477779999
2014-06-30,11814220000
2014-07-01,11843335000
2014-07-02,12005085000
2014-07-03,12238005000
2014-07-07,12040670000
2014-07-08,11882154999
2014-07-09,11804515000
2014-07-10,11853040000
2014-07-11,12011555000
2014-07-14,11768930000
2014-07-15,11865980000
2014-07-16,11930680000
2014-07-17,11872450000
2014-07-18,11943620000
2014-07-21,11998615000
2014-07-22,12215360000
2014-07-23,12270355000
2014-07-24,12331820000
2014-07-25,12129153000
2014-07-28,12262755000
2014-07-29,12272298000
2014-07-30,12444072000
2014-07-31,12355004000
2014-08-01,12259574000
2014-08-04,12329556000
2014-08-05,12297745999
2014-08-06,12342280000
2014-08-07,12227764000
2014-08-08,12405900000
2014-08-11,12507692000
2014-08-12,12498149000
2014-08-13,12501330000
2014-08-14,13153435000
2014-08-15,13156616000
2014-08-18,13077091000
2014-08-19,12988023000
2014-08-20,13032557000
2014-08-21,13016652000
2014-08-22,13042100000
2014-08-25,13102539000
2014-08-26,13175702000
2014-08-27,13220236000
2014-08-28,13357019000
2014-08-29,13411095999
2014-09-02,13372924000
2014-09-03,13392010000
2014-09-04,13331570999
2014-09-05,13427001000
2014-09-08,13411095999
2014-09-09,13372924000
2014-09-10,13407915000
2014-09-11,13509707000
2014-09-12,13519250000
2014-09-15,13636947000
2014-09-16,13668757000
2014-09-17,13694205000
2014-09-18,13805540000
2014-09-19,13678300000
2014-09-22,13678300000
2014-09-23,13700567000
2014-09-24,13799178000
2014-09-25,13414277000
2014-09-26,13414277000
2014-09-29,13500164000
2014-09-30,13665576000
2014-10-01,13147073000
2014-10-02,13162978000
2014-10-03,13223417000
2014-10-06,13038919000
2014-10-07,12676285000
2014-10-08,12800344000
2014-10-09,12587217000
2014-10-10,12377270999
2014-10-13,12157782000
2014-10-14,12256393000
2014-10-15,12345461000
2014-10-16,12215040000
2014-10-17,12348642000
2014-10-20,12259574000
2014-10-21,12491787000
2014-10-22,12615845999
2014-10-23,12819430000
2014-10-24,12688352000
2014-10-27,12635380000
2014-10-28,12931400000
2014-10-29,12894008000
2014-10-30,13121476000
2014-10-31,13336480000
2014-11-03,13420612000
2014-11-04,13405032000
2014-11-05,13461120000
2014-11-06,13451772000
2014-11-07,13180680000
2014-11-10,13133940000
2014-11-11,13171332000
2014-11-12,13183796000
2014-11-13,12803644000
2014-11-14,13171332000
2014-11-17,13158867999
2014-11-18,13052924000
2014-11-19,13027996000
2014-11-20,13149520000
2014-11-21,13183796000
2014-11-24,13283508000
2014-11-25,13423728000
2014-11-26,13305320000
2014-11-28,13258580000
2014-12-01,13080967999
2014-12-02,13093432000
2014-12-03,13442424000
2014-12-04,13489164000
2014-12-05,13526555999
2014-12-08,13280392000
2014-12-09,13311552000
2014-12-10,13052924000
2014-12-11,13146404000
2014-12-12,12682120000
2014-12-15,12682120000
2014-12-16,12666540000
2014-12-17,12728860000
2014-12-18,13311552000
2014-12-19,13380104000
2014-12-22,13380104000
2014-12-23,13348944000
2014-12-24,13339596000
2014-12-26,13258580000
2014-12-29,13084084000
2014-12-30,12950096000
2014-12-31,12915820000
2015-01-02,12918936000
2015-01-05,12479580000
2015-01-06,12367404000
2015-01-07,12379867999
2015-01-08,12635380000
2015-01-09,12666540000
2015-01-12,12423492000
2015-01-13,12252112000
2015-01-14,12118124000
2015-01-15,11984136000
2015-01-16,12074500000
2015-01-20,12005948000
2015-01-21,11999716000
2015-01-22,12358055999
2015-01-23,12191423999
2015-01-26,12012320000
2015-01-27,11756016000
2015-01-28,11737488000
2015-01-29,11752928000
2015-01-30,11672640000
2015-02-02,11823952000
2015-02-03,12123488000
2015-02-04,12018496000
2015-02-05,11978352000
2015-02-06,12003056000
2015-02-09,11996880000
2015-02-10,12179072000
2015-02-11,12287152000
2015-02-12,11394720000
2015-02-13,11802336000
2015-02-17,11669552000
2015-02-18,11672640000
2015-02-19,11688080000
2015-02-20,11796160000
2015-02-23,11891888000
2015-02-24,11910416000
2015-02-25,11925856000
2015-02-26,11935120000
2015-02-27,11935120000
2015-03-02,11913504000
2015-03-03,11743664000
2015-03-04,11672640000
2015-03-05,11904240000
2015-03-06,11796160000
2015-03-09,11870272000
2015-03-10,11715872000
2015-03-11,11678816000
2015-03-12,11552207999
2015-03-13,11370016000
2015-03-16,11475007999
2015-03-17,11357664000
2015-03-18,11518240000
2015-03-19,11332960000
2015-03-20,11524416000
2015-03-23,11314432000
2015-03-24,11070480000
2015-03-25,11036512000
2015-03-26,10977840000
2015-03-27,10838880000
2015-03-30,10925344000
2015-03-31,10950048000
2015-04-01,10891376000
2015-04-02,11002544000
2015-04-06,11126064000
2015-04-07,11058128000
2015-04-08,11061216000
2015-04-09,11036512000
2015-04-10,10953136000
2015-04-13,10934607999
2015-04-14,11076656000
2015-04-15,11342223999
2015-04-16,11227968000
2015-04-17,11107536000
2015-04-20,11113712000
2015-04-21,11116800000
2015-04-22,11160032000
2015-04-23,11206352000
2015-04-24,10836000000
2015-04-27,10911000000
2015-04-28,10980000000
2015-04-29,11040000000
2015-04-30,10875000000
2015-05-01,11007000000
2015-05-04,11013000000
2015-05-05,10772999999
2015-05-06,10617000000
2015-05-07,10671000000
2015-05-08,10695000000
2015-05-11,10488000000
2015-05-12,10458000000
2015-05-13,10590000000
2015-05-14,10788000000
2015-05-15,10620000000
2015-05-18,10440000000
2015-05-19,10605000000
2015-05-20,10599000000
2015-05-21,9531000000
2015-05-22,9942000000
2015-05-26,9768000000
2015-05-27,9906000000
2015-05-28,9978000000
2015-05-29,10020000000
2015-06-01,9947999999
2015-06-02,10002000000
2015-06-03,9972000000
2015-06-04,10161000000
2015-06-05,10182000000
2015-06-08,9947999999
2015-06-09,9930000000
2015-06-10,10062000000
2015-06-11,10104000000
2015-06-12,10044000000
2015-06-15,10065000000
2015-06-16,10065000000
2015-06-17,10134000000
2015-06-18,10131000000
2015-06-19,10179000000
2015-06-22,10317000000
2015-06-23,10365000000
2015-06-24,9954000000
2015-06-25,9795000000
2015-06-26,9708000000
2015-06-29,9504000000
2015-06-30,9468000000
2015-07-01,9477000000
2015-07-02,9450000000
2015-07-06,9390000000
2015-07-07,9480000000
2015-07-08,9180000000
2015-07-09,9105000000
2015-07-10,9180000000
2015-07-13,9273000000
2015-07-14,9267000000
2015-07-15,9342000000
2015-07-16,9366000000
2015-07-17,9342000000
2015-07-20,9282000000
2015-07-21,9267000000
2015-07-22,9345000000
2015-07-23,9420000000
2015-07-24,9330000000
2015-07-27,9240000000
2015-07-28,9285000000
2015-07-29,9288000000
2015-07-30,9471000000
2015-07-31,9158100000
2015-08-03,9022860000
2015-08-04,8990520000
2015-08-05,9075780000
2015-08-06,9022860000
2015-08-07,8972880000
2015-08-10,9261000000
2015-08-11,9028740000
2015-08-12,9111060000
2015-08-13,9002280000
2015-08-14,9040500000
2015-08-17,8978760000
2015-08-18,8902320000
2015-08-19,8755320000
2015-08-20,9049320000
2015-08-21,8881740000
2015-08-24,8781780000
2015-08-25,8546580000
2015-08-26,8990520000
2015-08-27,9228660000
2015-08-28,9296280000
2015-08-31,9396240000
2015-09-01,9102240000
2015-09-02,9193380000
2015-09-03,9169860000
2015-09-04,8987580000
2015-09-08,9258060000
2015-09-09,9149280000
2015-09-10,9219840000
2015-09-11,9284520000
2015-09-14,9155160000
2015-09-15,9463860000
2015-09-16,9513840000
2015-09-17,9469740000
2015-09-18,9219840000
2015-09-21,9178680000
2015-09-22,8840580000
2015-09-23,8731800000
2015-09-24,8670060000
2015-09-25,8693580000
2015-09-28,8555400000
2015-09-29,8511300000
2015-09-30,8702400000
2015-10-01,8596560000
2015-10-02,8799420000
2015-10-05,9081660000
2015-10-06,9211020000
2015-10-07,9269820000
2015-10-08,9487380000
2015-10-09,9749039999
2015-10-12,9810780000
2015-10-13,9828420000
2015-10-14,9960720000
2015-10-15,9931320000
2015-10-16,9943080000
2015-10-19,9901920000
2015-10-20,9913680000
2015-10-21,9819600000
2015-10-22,10107720000
2015-10-23,10192980000
2015-10-26,9746100000
2015-10-27,9807840000
2015-10-28,10013640000
2015-10-29,9925440000
2015-10-30,9962000000
2015-11-02,10073340000
2015-11-03,10105570000
2015-11-04,9909260000
2015-11-05,10020600000
2015-11-06,10079200000
2015-11-09,10003020000
2015-11-10,9765690000
2015-11-11,9501990000
2015-11-12,9329120000
2015-11-13,9173830000
2015-11-16,9226570000
2015-11-17,9170900000
2015-11-18,9094720000
2015-11-19,9074210000
2015-11-20,9097650000
2015-11-23,9085930000
2015-11-24,9062490000
2015-11-25,9012680000
2015-11-27,8992170000
2015-11-30,8983380000
2015-12-01,9074210000
2015-12-02,9062490000
2015-12-03,9041980000
2015-12-04,9165040000
2015-12-07,9238290000
2015-12-08,9106440000
2015-12-09,8825160000
2015-12-10,8845670000
2015-12-11,8514580000
2015-12-14,8400310000
2015-12-15,8371010000
2015-12-16,8479420000
2015-12-17,8291900000
2015-12-18,8086800000
2015-12-21,8086800000
2015-12-22,7685390000
2015-12-23,7770360000
2015-12-24,7770360000
2015-12-28,7785010000
2015-12-29,7875840000
2015-12-30,7872910000
2015-12-31,7773290000
2016-01-04,7623860000
2016-01-05,7442200000
2016-01-06,7234170000
2016-01-07,6847410000
2016-01-08,6739000000
2016-01-11,6733140000
2016-01-12,6621800000
2016-01-13,6598360000
2016-01-14,6803460000
2016-01-15,6519250000
2016-01-19,6284850000
2016-01-20,6255550000
2016-01-21,6255550000
2016-01-22,6302430000
2016-01-25,6217460000
2016-01-26,6454790000
2016-01-27,6243830000
2016-01-28,6293640000
2016-01-29,5995898822
2016-02-01,5976760066
2016-02-02,5894736826
2016-02-03,6069719737
2016-02-04,6173615841
2016-02-05,6190020489
2016-02-08,6110731357
2016-02-09,6025974009
2016-02-10,6118933681
2016-02-11,5941216662
2016-02-12,5984962390
2016-02-16,6313055348
2016-02-17,6438824316
2016-02-18,6542720420
2016-02-19,6736842087
2016-02-22,6827067651
2016-02-23,6649350631
2016-02-24,6832535867
2016-02-25,6734107979
2016-02-26,6868079270
2016-02-29,6791524247
2016-03-01,6982911806
2016-03-02,7023923426
2016-03-03,7127819529
2016-03-04,7108680774
2016-03-07,7346548169
2016-03-08,7095010234
2016-03-09,7155160609
2016-03-10,7198906337
2016-03-11,7398496220
2016-03-14,7275461361
2016-03-15,7062200938
2016-03-16,7187969905
2016-03-17,7289131901
2016-03-18,7447710164
2016-03-21,7324675305
2016-03-22,7423103192
2016-03-23,7212576877
2016-03-24,7201640445
2016-03-28,7239917957
2016-03-29,7453178380
2016-03-30,7289131901
2016-03-31,7461380704
2016-04-01,7373889249
2016-04-04,7278195469
2016-04-05,7280929577
2016-04-06,7261790821
2016-04-07,7032125750
2016-04-08,7056732722
2016-04-11,7141490069
2016-04-12,7144224177
2016-04-13,7300068333
2016-04-14,7010252886
2016-04-15,6868079270
2016-04-18,6775119599
2016-04-19,6682159927
2016-04-20,6594668471
2016-04-21,6591934363
2016-04-22,6627477767
2016-04-25,6704032791
2016-04-26,6706766899
2016-04-27,6761449059
2016-04-28,6646616523
2016-04-29,6595560000
2016-05-02,6500700000
2016-05-03,6417000000
2016-05-04,6389100000
2016-05-05,6366780000
2016-05-06,6458850000
2016-05-09,6419790000
2016-05-10,6548130000
2016-05-11,6509070000
2016-05-12,6414210000
2016-05-13,6428160000
2016-05-16,6525810000
2016-05-17,6581610000
2016-05-18,6648570000
2016-05-19,6528600000
2016-05-20,6757380000
2016-05-23,6888510000
2016-05-24,7033590000
2016-05-25,7120080000
2016-05-26,6947100000
2016-05-27,7061490000
2016-05-31,7122870000
2016-06-01,6994530000
2016-06-02,6972210000
2016-06-03,6958260000
2016-06-06,6977790000
2016-06-07,6986160000
2016-06-08,7014060000
2016-06-09,6947100000
2016-06-10,6832710000
2016-06-13,6796440000
2016-06-14,6754590000
2016-06-15,6815970000
2016-06-16,6827130000
2016-06-17,6935940000
2016-06-20,7061490000
2016-06-21,7064280000
2016-06-22,7028010000
2016-06-23,7259580000
2016-06-24,6896880000
2016-06-27,6405840000
2016-06-28,6467220000
2016-06-29,6827130000
2016-06-30,6860610000
2016-07-01,6776910000
2016-07-05,6550920000
2016-07-06,6587190000
2016-07-07,6679260000
2016-07-08,6846660000
2016-07-11,6813180000
2016-07-12,7019640000
2016-07-13,7117290000
2016-07-14,7055910000
2016-07-15,7050330000
2016-07-18,7128450000
2016-07-19,7125660000
2016-07-20,7226100000
2016-07-21,7251210000
2016-07-22,7385130000
2016-07-25,7354440000
2016-07-26,7421400000
2016-07-27,7360020000
2016-07-28,7357230000
2016-07-29,7325300000
2016-08-01,7408700000
2016-08-02,7241900000
2016-08-03,7289160000
2016-08-04,7353100000
2016-08-05,7539360000
2016-08-08,7631100000
2016-08-09,7695040000
2016-08-10,7678360000
2016-08-11,7814580000
2016-08-12,7909100000
2016-08-15,8006400000
2016-08-16,8048100000
2016-08-17,8020300000
2016-08-18,9418640000
2016-08-19,9649380000
2016-08-22,9649380000
2016-08-23,9727220000
2016-08-24,9679960000
2016-08-25,9741120000
2016-08-26,9727220000
2016-08-29,9766140000
2016-08-30,9704980000
2016-08-31,9616020000
2016-09-01,9710540000
2016-09-02,9702200000
2016-09-06,9749460000
2016-09-07,9857880000
2016-09-08,9746680000
2016-09-09,9527060000
2016-09-12,9766140000
2016-09-13,9657720000
2016-09-14,9613240000
2016-09-15,9743900000
2016-09-16,9677180000
2016-09-19,9907920000
2016-09-20,9724440000
2016-09-21,9927380000
2016-09-22,9996880000
2016-09-23,9913480000
2016-09-26,9780040000
2016-09-27,9824520000
2016-09-28,9771700000
2016-09-29,9654940000
2016-09-30,9957960000
2016-10-03,9830080000
2016-10-04,9688300000
2016-10-05,9713320000
2016-10-06,9671620000
2016-10-07,9660500000
2016-10-10,9643820000
2016-10-11,9474240000
2016-10-12,9413080000
2016-10-13,9415860000
2016-10-14,9321340000
2016-10-17,9290760000
2016-10-18,9354700000
2016-10-19,9363040000
2016-10-20,9415860000
2016-10-21,9429760000
2016-10-24,9463120000
2016-10-25,9452000000
2016-10-26,9452000000
2016-10-27,9396400000
2016-10-28,9250240000
2016-10-31,9299560000
2016-11-01,9066660000
2016-11-02,8883080000
2016-11-03,8891300000
2016-11-04,8343300000
2016-11-07,8798140000
2016-11-08,8902260000
2016-11-09,9094060000
2016-11-10,9168040000
2016-11-11,9277640000
2016-11-14,9570820000
2016-11-15,9554380000
2016-11-16,9516020000
2016-11-17,10110600000
2016-11-18,10138000000
2016-11-21,10170880000
2016-11-22,10061280000
2016-11-23,9959900000
2016-11-25,10031140000
2016-11-28,9981820000
2016-11-29,10003740000
2016-11-30,10017440000
2016-12-01,9710560000
2016-12-02,9853040000
2016-12-05,9716040000
2016-12-06,9855780000
2016-12-07,9995520000
2016-12-08,9946200000
2016-12-09,9976340000
2016-12-12,9822900000
2016-12-13,9864000000
2016-12-14,9916060000
2016-12-15,10135260000
2016-12-16,9987300000
2016-12-19,10066760000
2016-12-20,10091420000
2016-12-21,9973600000
2016-12-22,9924280000
2016-12-23,9951680000
2016-12-27,10031140000
2016-12-28,9817420000
2016-12-29,9776320000
2016-12-30,9663980000
2017-01-03,9746180000
2017-01-04,9768100000
2017-01-05,9688640000
2017-01-06,9653020000
2017-01-09,9653020000
2017-01-10,9658500000
2017-01-11,9768100000
2017-01-12,9811940000
2017-01-13,9844820000
2017-01-17,9743440000
2017-01-18,9861260000
2017-01-19,9817420000
2017-01-20,9965380000
2017-01-23,9910580000
2017-01-24,10280480000
2017-01-25,10398300000
2017-01-26,10302400000
2017-01-27,10195200000
2017-01-30,10278900000
2017-01-31,10346400000
2017-02-01,10273500000
2017-02-02,10324800000
2017-02-03,10335600000
2017-02-06,10357200000
2017-02-07,10484100000
2017-02-08,10519200000
2017-02-09,10613700000
2017-02-10,10651500000
2017-02-13,10686600000
2017-02-14,10670400000
2017-02-15,10511100000
2017-02-16,10951200000
2017-02-17,10845900000
2017-02-21,10940400000
2017-02-22,10989000000
2017-02-23,11053800000
2017-02-24,11056500000
2017-02-27,11142900000
2017-02-28,11294100000
2017-03-01,11612700000
2017-03-02,11410200000
2017-03-03,11556000000
2017-03-06,11493900000
2017-03-07,11518200000
2017-03-08,11380500000
2017-03-09,11334600000
2017-03-10,11380500000
2017-03-13,11337300000
2017-03-14,11348100000
2017-03-15,11399400000
2017-03-16,11394000000
2017-03-17,11356200000
2017-03-20,11326500000
2017-03-21,11045700000
2017-03-22,11064600000
2017-03-23,11043000000
2017-03-24,11037600000
2017-03-27,11043000000
2017-03-28,11110500000
2017-03-29,11229300000
2017-03-30,11313000000
2017-03-31,11299500000
2017-04-03,11245500000
2017-04-04,11121300000
2017-04-05,11043000000
2017-04-06,11083500000
2017-04-07,11016000000
2017-04-10,10910700000
2017-04-11,10945800000
2017-04-12,10705500000
2017-04-13,10662300000
2017-04-17,10743300000
2017-04-18,10727100000
2017-04-19,10732500000
2017-04-20,10883700000
2017-04-21,10662300000
2017-04-24,10783800000
2017-04-25,10791900000
2017-04-26,10700100000
2017-04-27,10735200000
2017-04-28,10759500000
2017-05-01,10843200000
2017-05-02,10835100000
2017-05-03,10810800000
2017-05-04,10737900000
2017-05-05,10843200000
2017-05-08,10835100000
2017-05-09,10835100000
2017-05-10,10916100000
2017-05-11,10816200000
2017-05-12,10729800000
2017-05-15,11205000000
2017-05-16,11237400000
2017-05-17,10891800000
2017-05-18,10840500000
2017-05-19,10673100000
2017-05-22,10794600000
2017-05-23,10662300000
2017-05-24,10681200000
2017-05-25,11059200000
2017-05-26,10864800000
2017-05-30,10926900000
2017-05-31,10932300000
2017-06-01,10694700000
2017-06-02,10640700000
2017-06-05,10524600000
2017-06-06,10449000000
2017-06-07,10602900000
2017-06-08,10802700000
2017-06-09,10670400000
2017-06-12,10492200000
2017-06-13,10516500000
2017-06-14,10287000000
2017-06-15,10251900000
2017-06-16,10254600000
2017-06-19,10373400000
2017-06-20,10330200000
2017-06-21,10424700000
2017-06-22,10559700000
2017-06-23,10764900000
2017-06-26,10878300000
2017-06-27,10700100000
2017-06-28,10910700000
2017-06-29,10827000000
2017-06-30,10813500000
2017-07-03,10683900000
2017-07-05,10708200000
2017-07-06,10341000000
2017-07-07,10432800000
2017-07-10,10413900000
2017-07-11,10548900000
2017-07-12,10845900000
2017-07-13,11172600000
2017-07-14,11782800000
2017-07-17,11777400000
2017-07-18,11817900000
2017-07-19,11923200000
2017-07-20,12042000000
2017-07-21,12085200000
2017-07-24,12112200000
2017-07-25,12085200000
2017-07-26,11977200000
2017-07-27,11882700000
2017-07-28,11698810000
2017-07-31,11679980000
2017-08-01,11714950000
2017-08-02,11677290000
2017-08-03,11542790000
2017-08-04,11497060000
2017-08-07,11497060000
2017-08-08,11480920000
2017-08-09,11362560000
2017-08-10,11104320000
2017-08-11,11160810000
2017-08-14,11306070000
2017-08-15,11289930000
2017-08-16,11408290000
2017-08-17,10641640000
2017-08-18,10585150000
2017-08-21,10477550000
2017-08-22,10410300000
2017-08-23,10402230000
2017-08-24,10439890000
2017-08-25,10367260000
2017-08-28,10313460000
2017-08-29,10230070000
2017-08-30,10281180000
2017-08-31,10399540000
2017-09-01,10396850000
2017-09-05,10216620000
2017-09-06,10450650000
2017-09-07,10407610000
2017-09-08,10391470000
2017-09-11,10614740000
2017-09-12,10741170000
2017-09-13,10832630000
2017-09-14,10934850000
2017-09-15,11037070000
2017-09-18,10929470000
2017-09-19,11219990000
2017-09-20,11217300000
2017-09-21,11260340000
2017-09-22,11445950000
2017-09-25,11486300000
2017-09-26,11771440000
2017-09-27,11881730000
2017-09-28,11792960000
2017-09-29,11771440000
2017-10-02,11836000000
2017-10-03,11940910000
2017-10-04,11959740000
2017-10-05,11983950000
2017-10-06,11951670000
2017-10-09,11935530000
2017-10-10,11744540000
2017-10-11,11704190000
2017-10-12,11679980000
2017-10-13,11736470000
2017-10-16,11760680000
2017-10-17,11857520000
2017-10-18,12002780000
2017-10-19,11905940000
2017-10-20,11986640000
2017-10-23,12035060000
2017-10-24,12056580000
2017-10-25,11757990000
2017-10-26,11948980000
2017-10-27,11776977637
2017-10-30,11645854732
2017-10-31,11886692721
2017-11-01,11916128475
2017-11-02,11841201101
2017-11-03,11838525123
2017-11-06,12041899425
2017-11-07,11948240207
2017-11-08,12130206687
2017-11-09,12389776519
2017-11-10,12400480430
2017-11-13,12309497190
2017-11-14,12207810039
2017-11-15,12261329592
2017-11-16,14212117299
2017-11-17,14169301656
2017-11-20,14645625678
2017-11-21,14739284896
2017-11-22,14998854728
2017-11-24,15095189923
2017-11-27,15047022325
2017-11-28,15199553052
2017-11-29,15047022325
2017-11-30,15121949700
2017-12-01,15095189923
2017-12-04,14966742996
2017-12-05,15022938527
2017-12-06,15309268135
2017-12-07,15394899420
2017-12-08,15590245788
2017-12-11,15675877073
2017-12-12,15467150817
2017-12-13,15461798861
2017-12-14,15352083778
2017-12-15,15325324001
2017-12-18,15448418973
2017-12-19,15496586571
2017-12-20,15263776515
2017-12-21,15041670370
2017-12-22,15065754169
2017-12-26,14948011152
2017-12-27,15025614504
2017-12-28,14931955287
2017-12-29,14803508359
2018-01-02,14870407801
2018-01-03,15271804448
2018-01-04,15469826794
2018-01-05,15748128470
2018-01-08,15962206682
2018-01-09,15967558637
2018-01-10,16229804447
2018-01-11,16540217854
2018-01-12,16797111709
2018-01-16,16663312826
2018-01-17,17016541876
2018-01-18,16938938524
2018-01-19,16882742993
2018-01-22,16997810032
2018-01-23,17083441317
2018-01-24,16839927351
2018-01-25,16722184334
2018-01-26,16785100000
2018-01-29,16642000000
2018-01-30,16512150000
2018-01-31,16297500000
2018-02-01,16472400000
2018-02-02,15958300000
2018-02-05,15054650000
2018-02-06,15407100000
2018-02-07,15271950000
2018-02-08,14800250000
2018-02-09,14885050000
2018-02-12,15298450000
2018-02-13,15566100000
2018-02-14,16069600000
2018-02-15,15282550000
2018-02-16,14975150000
2018-02-20,15391200000
2018-02-21,15513100000
2018-02-22,15526350000
2018-02-23,15799300000
2018-02-26,16008650000
2018-02-27,16006000000
2018-02-28,16045750000
2018-03-01,16059000000
2018-03-02,16101400000
2018-03-05,16480350000
2018-03-06,16907000000
2018-03-07,16787750000
2018-03-08,16928200000
2018-03-09,17293900000
2018-03-12,17100450000
2018-03-13,17179950000
2018-03-14,17105750000
2018-03-15,16872550000
2018-03-16,16941450000
2018-03-19,16652600000
2018-03-20,16777150000
2018-03-21,16989150000
2018-03-22,16472400000
2018-03-23,16204750000
2018-03-26,16774500000
2018-03-27,16215350000
2018-03-28,15759550000
2018-03-29,16347850000
2018-04-02,15677400000
2018-04-03,16066950000
2018-04-04,16459150000
2018-04-05,16668500000
2018-04-06,16724150000
2018-04-09,16848700000
2018-04-10,17505900000
2018-04-11,17527100000
2018-04-12,17906050000
2018-04-13,17879550000
2018-04-16,18091550000
2018-04-17,18430750000
2018-04-18,18343300000
2018-04-19,18287650000
2018-04-20,18194900000
2018-04-23,18112750000
2018-04-24,17980250000
2018-04-25,17821250000
2018-04-26,17876900000
2018-04-27,17658800000
2018-04-30,17443960000
2018-05-01,17776700000
2018-05-02,17658800000
2018-05-03,17603780000
2018-05-04,17818620000
2018-05-07,18036080000
2018-05-08,18243060000
2018-05-09,18646540000
2018-05-10,18819460000
2018-05-11,18934740000
2018-05-14,18533880000
2018-05-15,18481480000
2018-05-16,18518160000
2018-05-17,18311180000
2018-05-18,18104200000
2018-05-21,17933900000
2018-05-22,17559240000
2018-05-23,17498980000
2018-05-24,17836960000
2018-05-25,17593300000
2018-05-29,17543520000
2018-05-30,17876260000
2018-05-31,17899840000
2018-06-01,18264020000
2018-06-04,18672740000
2018-06-05,19086700000
2018-06-06,19626420000
2018-06-07,19388000000
2018-06-08,19479700000
2018-06-11,19804580000
2018-06-12,19956540000
2018-06-13,19940820000
2018-06-14,20305000000
2018-06-15,20357400000
2018-06-18,20485780000
2018-06-19,20407180000
2018-06-20,20477920000
2018-06-21,20370500000
2018-06-22,20163520000
2018-06-25,20158280000
2018-06-26,20417660000
2018-06-27,20001080000
2018-06-28,20255220000
2018-06-29,20574860000
2018-07-02,20745160000
2018-07-03,20249980000
2018-07-05,20378360000
2018-07-06,20637740000
2018-07-09,20800180000
2018-07-10,20760880000
2018-07-11,20852580000
2018-07-12,21444700000
2018-07-13,21667400000
2018-07-16,21444700000
