,HST
2000-06-21,2197064756
2000-06-22,2197064756
2000-06-23,2170023959
2000-06-26,2154250161
2000-06-27,2140729762
2000-06-28,2097915167
2000-06-29,2140729762
2000-06-30,2113688965
2000-07-03,2154250161
2000-07-05,2183544357
2000-07-06,2253399750
2000-07-07,2266920148
2000-07-10,2309734743
2000-07-11,2309734743
2000-07-12,2352549339
2000-07-13,2323255142
2000-07-14,2239879351
2000-07-17,2309734743
2000-07-18,2266920148
2000-07-19,2352549339
2000-07-20,2366069737
2000-07-21,2323255142
2000-07-24,2352549339
2000-07-25,2366069737
2000-07-26,2435925129
2000-07-27,2492260123
2000-07-28,2564368915
2000-07-31,2508033921
2000-08-01,2591409712
2000-08-02,2634224307
2000-08-03,2535074718
2000-08-04,2478739725
2000-08-07,2465219326
2000-08-08,2478739725
2000-08-09,2535074718
2000-08-10,2508033921
2000-08-11,2548595117
2000-08-14,2535074718
2000-08-15,2508033921
2000-08-16,2478739725
2000-08-17,2465219326
2000-08-18,2465219326
2000-08-21,2451698928
2000-08-22,2478739725
2000-08-23,2435925129
2000-08-24,2422404731
2000-08-25,2451698928
2000-08-28,2451698928
2000-08-29,2422404731
2000-08-30,2422404731
2000-08-31,2408884332
2000-09-01,2422404731
2000-09-05,2422404731
2000-09-06,2408884332
2000-09-07,2451698928
2000-09-08,3213952000
2000-09-11,3287802000
2000-09-12,3287802000
2000-09-13,3305526000
2000-09-14,3287802000
2000-09-15,3305526000
2000-09-18,3249400000
2000-09-19,3175550000
2000-09-20,3175550000
2000-09-21,3175550000
2000-09-22,3140102000
2000-09-25,3157826000
2000-09-26,3231676000
2000-09-27,3175550000
2000-09-28,3267124000
2000-09-29,3323250000
2000-10-02,3287802000
2000-10-03,3287802000
2000-10-04,3231676000
2000-10-05,3231676000
2000-10-06,3193274000
2000-10-09,3231676000
2000-10-10,3305526000
2000-10-11,3323250000
2000-10-12,3066252000
2000-10-13,3101700000
2000-10-16,3083976000
2000-10-17,3045574000
2000-10-18,2971724000
2000-10-19,3066252000
2000-10-20,3083976000
2000-10-23,3010126000
2000-10-24,3045574000
2000-10-25,3010126000
2000-10-26,2954000000
2000-10-27,3066252000
2000-10-30,3083976000
2000-10-31,3140102000
2000-11-01,3119424000
2000-11-02,3175550000
2000-11-03,3140102000
2000-11-06,3027850000
2000-11-07,3066252000
2000-11-08,3066252000
2000-11-09,3066252000
2000-11-10,3083976000
2000-11-13,3157826000
2000-11-14,3193274000
2000-11-15,3249400000
2000-11-16,3267124000
2000-11-17,3267124000
2000-11-20,3249400000
2000-11-21,3267124000
2000-11-22,3249400000
2000-11-24,3249400000
2000-11-27,3323250000
2000-11-28,3414824000
2000-11-29,3453226000
2000-11-30,3509352000
2000-12-01,3397100000
2000-12-04,3305526000
2000-12-05,3435502000
2000-12-06,3509352000
2000-12-07,3488674000
2000-12-08,3509352000
2000-12-11,3527076000
2000-12-12,3583202000
2000-12-13,3636374000
2000-12-14,3600926000
2000-12-15,3636374000
2000-12-18,3710224000
2000-12-19,3710224000
2000-12-20,3692500000
2000-12-21,3692500000
2000-12-22,3710224000
2000-12-26,3784074000
2000-12-27,3766350000
2000-12-28,3804752000
2000-12-29,3822476000
2001-01-02,2945515387
2001-01-03,3019095787
2001-01-04,3060484762
2001-01-05,3003000075
2001-01-08,2989203750
2001-01-09,3046688437
2001-01-10,2975407425
2001-01-11,2975407425
2001-01-12,2931719062
2001-01-16,3046688437
2001-01-17,3060484762
2001-01-18,2989203750
2001-01-19,3032892112
2001-01-22,3060484762
2001-01-23,3117969450
2001-01-24,3090376800
2001-01-25,3134065162
2001-01-26,3161657812
2001-01-29,3131765775
2001-01-30,3138663937
2001-01-31,3085778025
2001-02-01,3065083537
2001-02-02,2947814775
2001-02-05,2991503137
2001-02-06,2968509262
2001-02-07,2963910487
2001-02-08,2963910487
2001-02-09,2940916612
2001-02-12,2975407425
2001-02-13,2984604975
2001-02-14,2986904362
2001-02-15,3009898237
2001-02-16,2982305587
2001-02-20,2993802525
2001-02-21,2982305587
2001-02-22,2963910487
2001-02-23,2950114162
2001-02-26,2830546012
2001-02-27,2860438050
2001-02-28,2901827025
2001-03-01,2915623350
2001-03-02,2973108037
2001-03-05,2888030700
2001-03-06,2835144787
2001-03-07,2784558262
2001-03-08,2876533762
2001-03-09,2839743562
2001-03-12,2812150912
2001-03-13,2773061325
2001-03-14,2752366837
2001-03-15,2759265000
2001-03-16,2743169287
2001-03-19,2754666225
2001-03-20,2779959487
2001-03-21,2759265000
2001-03-22,2717876025
2001-03-23,2930850405
2001-03-26,2967793897
2001-03-27,2972719696
2001-03-28,2901295611
2001-03-29,2962868098
2001-03-30,2876666616
2001-04-02,2906221410
2001-04-03,2881592415
2001-04-04,2903758510
2001-04-05,2982571294
2001-04-06,2945627802
2001-04-09,2957942299
2001-04-10,2896369812
2001-04-11,2822482827
2001-04-12,2820019927
2001-04-16,2852037621
2001-04-17,2881592415
2001-04-18,2987497093
2001-04-19,3051532480
2001-04-20,3073698576
2001-04-23,3041680882
2001-04-24,3078624375
2001-04-25,3049069581
2001-04-26,3120493666
2001-04-27,3140196862
2001-04-30,3174677455
2001-05-01,3199306450
2001-05-02,3204232249
2001-05-03,3078624375
2001-05-04,3081087274
2001-05-07,3130345264
2001-05-08,3110642068
2001-05-09,3186991953
2001-05-10,3194380651
2001-05-11,3201769350
2001-05-14,3201769350
2001-05-15,3258416038
2001-05-16,3287970832
2001-05-17,3278119234
2001-05-18,3310136928
2001-05-21,3307674028
2001-05-22,3337228822
2001-05-23,3411115807
2001-05-24,3413578707
2001-05-25,3420967405
2001-05-29,3376635214
2001-05-30,3191917752
2001-05-31,3186991953
2001-06-01,3177140355
2001-06-04,3103253370
2001-06-05,3095864671
2001-06-06,3130345264
2001-06-07,3049069581
2001-06-08,3021977686
2001-06-11,3073698576
2001-06-12,3076161475
2001-06-13,3132808164
2001-06-14,3152511360
2001-06-15,3455212950
2001-06-18,3455212950
2001-06-19,3447165093
2001-06-20,3447165093
2001-06-21,3406925812
2001-06-22,3299621062
2001-06-25,3323764631
2001-06-26,3398877956
2001-06-27,3347908200
2001-06-28,3302303681
2001-06-29,3358638675
2001-07-02,3331812487
2001-07-03,3329129868
2001-07-05,3404243193
2001-07-06,3366686531
2001-07-09,3313034156
2001-07-10,3291573206
2001-07-11,3288890587
2001-07-12,3299621062
2001-07-13,3396195337
2001-07-16,3406925812
2001-07-17,3449847712
2001-07-18,3522278418
2001-07-19,3471308662
2001-07-20,3487404375
2001-07-23,3436434618
2001-07-24,3406925812
2001-07-25,3406925812
2001-07-26,3393512718
2001-07-27,3449847712
2001-07-30,3388147481
2001-07-31,3393512718
2001-08-01,3492769612
2001-08-02,3567882937
2001-08-03,3578613412
2001-08-06,3589343887
2001-08-07,3616170075
2001-08-08,3608122218
2001-08-09,3500817468
2001-08-10,3535691512
2001-08-13,3543739368
2001-08-14,3535691512
2001-08-15,3514230562
2001-08-16,3476673900
2001-08-17,3487404375
2001-08-20,3484721756
2001-08-21,3508865325
2001-08-22,3567882937
2001-08-23,3600074362
2001-08-24,3557152462
2001-08-27,3608122218
2001-08-28,3605439600
2001-08-29,3583978650
2001-08-30,3409608431
2001-08-31,3433752000
2001-09-04,3409608431
2001-09-05,3380099625
2001-09-06,3275477493
2001-09-07,3271995000
2001-09-10,3166968000
2001-09-17,2385998000
2001-09-18,2289050000
2001-09-19,2087075000
2001-09-20,1788152000
2001-09-21,1736985000
2001-09-24,1825854000
2001-09-25,1863556000
2001-09-26,1955118000
2001-09-27,1895872000
2001-09-28,1898565000
2001-10-01,1885100000
2001-10-02,1866249000
2001-10-03,1912030000
2001-10-04,2041294000
2001-10-05,1992820000
2001-10-08,2065531000
2001-10-09,1992820000
2001-10-10,2084382000
2001-10-11,2140935000
2001-10-12,2154400000
2001-10-15,2087075000
2001-10-16,1850091000
2001-10-17,1825854000
2001-10-18,1785459000
2001-10-19,1836626000
2001-10-22,1804310000
2001-10-23,1836626000
2001-10-24,1809696000
2001-10-25,1793538000
2001-10-26,1844705000
2001-10-29,1828547000
2001-10-30,1793538000
2001-10-31,1817775000
2001-11-01,1906644000
2001-11-02,1912030000
2001-11-05,1949732000
2001-11-06,1933574000
2001-11-07,1979355000
2001-11-08,2060145000
2001-11-09,2081689000
2001-11-12,2073610000
2001-11-13,2087075000
2001-11-14,2078996000
2001-11-15,2235190000
2001-11-16,2307901000
2001-11-19,2305208000
2001-11-20,2291743000
2001-11-21,2275585000
2001-11-23,2251348000
2001-11-26,2275585000
2001-11-27,2291743000
2001-11-28,2267506000
2001-11-29,2232497000
2001-11-30,2267506000
2001-12-03,2192102000
2001-12-04,2256734000
2001-12-05,2458709000
2001-12-06,2491025000
2001-12-07,2477560000
2001-12-10,2491025000
2001-12-11,2491025000
2001-12-12,2466788000
2001-12-13,2415621000
2001-12-14,2423700000
2001-12-17,2348296000
2001-12-18,2356375000
2001-12-19,2450630000
2001-12-20,2453323000
2001-12-21,2466788000
2001-12-24,2456016000
2001-12-26,2491025000
2001-12-27,2528727000
2001-12-28,2504490000
2001-12-31,2423554425
2002-01-02,2477411190
2002-01-03,2531267955
2002-01-04,2555503499
2002-01-07,2638981485
2002-01-08,2612053102
2002-01-09,2612053102
2002-01-10,2612053102
2002-01-11,2612053102
2002-01-14,2652445676
2002-01-15,2612053102
2002-01-16,2558196337
2002-01-17,2625517293
2002-01-18,2625517293
2002-01-22,2601281749
2002-01-23,2558196337
2002-01-24,2571660528
2002-01-25,2585124720
2002-01-28,2622824455
2002-01-29,2622824455
2002-01-30,2652445676
2002-01-31,2717073794
2002-02-01,2714380956
2002-02-04,2690145411
2002-02-05,2692838250
2002-02-06,2641674323
2002-02-07,2690145411
2002-02-08,2714380956
2002-02-11,2757466368
2002-02-12,2770930559
2002-02-13,2789780427
2002-02-14,2800551780
2002-02-15,2819401647
2002-02-19,2708995279
2002-02-20,2800551780
2002-02-21,2792473265
2002-02-22,2795166103
2002-02-25,2781701912
2002-02-26,2800551780
2002-02-27,2827480162
2002-02-28,2908265310
2002-03-01,2980971942
2002-03-04,3056371413
2002-03-05,3164084943
2002-03-06,3215248870
2002-03-07,3177549135
2002-03-08,3180241973
2002-03-11,3147927914
2002-03-12,3156006429
2002-03-13,3102149664
2002-03-14,3172163458
2002-03-15,3244870091
2002-03-18,3236791576
2002-03-19,3212556032
2002-03-20,3204477517
2002-03-21,3231405900
2002-03-22,3246121980
2002-03-25,3224481166
2002-03-26,3243416878
2002-03-27,3259647488
2002-03-28,3232596471
2002-04-01,3246121980
2002-04-02,3221776065
2002-04-03,3164968930
2002-04-04,3164968930
2002-04-05,3164968930
2002-04-08,3175789337
2002-04-09,3205545455
2002-04-10,3246121980
2002-04-11,3235301573
2002-04-12,3240711776
2002-04-15,3219070963
2002-04-16,3175789337
2002-04-17,3178494438
2002-04-18,3221776065
2002-04-19,3178494438
2002-04-22,3151443422
2002-04-23,3140623015
2002-04-24,3186609743
2002-04-25,3221776065
2002-04-26,3221776065
2002-04-29,3197430150
2002-04-30,3221776065
2002-05-01,3259647488
2002-05-02,3238006675
2002-05-03,3202840353
2002-05-06,3124392405
2002-05-07,3170379133
2002-05-08,3178494438
2002-05-09,3070290372
2002-05-10,3059469966
2002-05-13,3070290372
2002-05-14,3097341389
2002-05-15,3178494438
2002-05-16,3151443422
2002-05-17,3162263828
2002-05-20,3097341389
2002-05-21,3008073034
2002-05-22,3002662831
2002-05-23,3175789337
2002-05-24,3178494438
2002-05-28,3205545455
2002-05-29,3173084235
2002-05-30,3162263828
2002-05-31,3105456694
2002-06-03,3105456694
2002-06-04,3075700576
2002-06-05,3110866897
2002-06-06,3070290372
2002-06-07,3083815881
2002-06-10,3135212812
2002-06-11,3118982202
2002-06-12,3113571999
2002-06-13,3081110779
2002-06-14,3111322687
2002-06-17,3143845224
2002-06-18,3124873744
2002-06-19,3111322687
2002-06-20,3124873744
2002-06-21,3103192053
2002-06-24,3103192053
2002-06-25,3130294167
2002-06-26,3100481841
2002-06-27,3062538882
2002-06-28,3062538882
2002-07-01,3040857190
2002-07-02,2951420214
2002-07-03,2886375141
2002-07-05,2913477255
2002-07-08,2905346620
2002-07-09,2878244506
2002-07-10,2851142392
2002-07-11,2845721970
2002-07-12,2805068799
2002-07-15,2799648376
2002-07-16,2821330067
2002-07-17,2737313514
2002-07-18,2699370554
2002-07-19,2553019138
2002-07-22,2539468081
2002-07-23,2479843431
2002-07-24,2515076179
2002-07-25,2452741317
2002-07-26,2634325480
2002-07-29,2764415628
2002-07-30,2818619856
2002-07-31,3048987825
2002-08-01,2740023725
2002-08-02,2693950131
2002-08-05,2580121252
2002-08-06,2656007172
2002-08-07,2737313514
2002-08-08,2715631822
2002-08-09,2696660343
2002-08-12,2642456115
2002-08-13,2656007172
2002-08-14,2650586749
2002-08-15,2656007172
2002-08-16,2693950131
2002-08-19,2656007172
2002-08-20,2661427594
2002-08-21,2710211400
2002-08-22,2691239920
2002-08-23,2748154359
2002-08-26,2750864571
2002-08-27,2723762457
2002-08-28,2707501188
2002-08-29,2661427594
2002-08-30,2748154359
2002-09-03,2656007172
2002-09-04,2710211400
2002-09-05,2642456115
2002-09-06,2701000000
2002-09-09,2633475000
2002-09-10,2679392000
2002-09-11,2682093000
2002-09-12,2660485000
2002-09-13,2706402000
2002-09-16,2701000000
2002-09-17,2701000000
2002-09-18,2663186000
2002-09-19,2676691000
2002-09-20,2633475000
2002-09-23,2538940000
2002-09-24,2498425000
2002-09-25,2493023000
2002-09-26,2565950000
2002-09-27,2530837000
2002-09-30,2506528000
2002-10-01,2495724000
2002-10-02,2482219000
2002-10-03,2430900000
2002-10-04,2395787000
2002-10-07,2293149000
2002-10-08,2193212000
2002-10-09,2104079000
2002-10-10,2160800000
2002-10-11,2201315000
2002-10-14,2093275000
2002-10-15,2160800000
2002-10-16,2152697000
2002-10-17,2209418000
2002-10-18,2155398000
2002-10-21,2160800000
2002-10-22,2160800000
2002-10-23,2214820000
2002-10-24,2268840000
2002-10-25,2285046000
2002-10-28,2258036000
2002-10-29,2201315000
2002-10-30,2209418000
2002-10-31,2214820000
2002-11-01,2290448000
2002-11-04,2295850000
2002-11-05,2295850000
2002-11-06,2349870000
2002-11-07,2390385000
2002-11-08,2333664000
2002-11-11,2301252000
2002-11-12,2379581000
2002-11-13,2363375000
2002-11-14,2403890000
2002-11-15,2382282000
2002-11-18,2430900000
2002-11-19,2430900000
2002-11-20,2452508000
2002-11-21,2463312000
2002-11-22,2498425000
2002-11-25,2463312000
2002-11-26,2428199000
2002-11-27,2471415000
2002-11-29,2471415000
2002-12-02,2468714000
2002-12-03,2430900000
2002-12-04,2457910000
2002-12-05,2360674000
2002-12-06,2417395000
2002-12-09,2447106000
2002-12-10,2430900000
2002-12-11,2398488000
2002-12-12,2403890000
2002-12-13,2322860000
2002-12-16,2363375000
2002-12-17,2314757000
2002-12-18,2363375000
2002-12-19,2357973000
2002-12-20,2430900000
2002-12-23,2401189000
2002-12-24,2403890000
2002-12-26,2403890000
2002-12-27,2363375000
2002-12-30,2376880000
2002-12-31,2430644198
2003-01-02,2444376651
2003-01-03,2458109104
2003-01-06,2491066992
2003-01-07,2471841558
2003-01-08,2389446839
2003-01-09,2375714386
2003-01-10,2350995970
2003-01-13,2334517027
2003-01-14,2397686311
2003-01-15,2403179292
2003-01-16,2378460876
2003-01-17,2334517027
2003-01-21,2265854761
2003-01-22,2238389855
2003-01-23,2230150383
2003-01-24,2164234608
2003-01-27,2169727589
2003-01-28,2188953024
2003-01-29,2183460042
2003-01-30,2202685477
2003-01-31,2238389855
2003-02-03,2232896874
2003-02-04,2238389855
2003-02-05,2169727589
2003-02-06,2194446005
2003-02-07,2142262683
2003-02-10,2142262683
2003-02-11,2101065324
2003-02-12,2062614455
2003-02-13,1991205699
2003-02-14,1963740793
2003-02-18,2004938152
2003-02-19,2073600418
2003-02-20,2013177624
2003-02-21,2084586380
2003-02-24,1939022377
2003-02-25,1917050452
2003-02-26,1914303962
2003-02-27,1895078527
2003-02-28,1900571509
2003-03-03,1906064490
2003-03-04,1848388187
2003-03-05,1809937318
2003-03-06,1812683809
2003-03-07,1837402224
2003-03-10,1760500487
2003-03-11,1749514524
2003-03-12,1694584712
2003-03-13,1702824184
2003-03-14,1675359278
2003-03-17,1765993468
2003-03-18,1829162752
2003-03-19,1925289924
2003-03-20,1988459208
2003-03-21,2092825852
2003-03-24,1955501321
2003-03-25,1925289924
2003-03-26,1955501321
2003-03-27,1917050452
2003-03-28,1807261800
2003-03-31,1807261800
2003-04-01,1862106450
2003-04-02,1932621000
2003-04-03,1911727800
2003-04-04,1877776350
2003-04-07,1945679250
2003-04-08,1854271500
2003-04-09,1919562750
2003-04-10,1880388000
2003-04-11,1849048200
2003-04-14,1893446250
2003-04-15,1932621000
2003-04-16,1958737500
2003-04-17,1974407400
2003-04-21,2031863700
2003-04-22,2078873400
2003-04-23,2102378250
2003-04-24,2089320000
2003-04-25,2052756900
2003-04-28,2084096700
2003-04-29,2091931650
2003-04-30,2016193800
2003-05-01,2037087000
2003-05-02,2071038450
2003-05-05,2094543300
2003-05-06,2209455900
2003-05-07,2157222900
2003-05-08,2138941349
2003-05-09,2167669500
2003-05-12,2191174350
2003-05-13,2172892800
2003-05-14,2175504450
2003-05-15,2180727750
2003-05-16,2259077250
2003-05-19,2204232600
2003-05-20,2212067550
2003-05-21,2204232600
2003-05-22,2256465600
2003-05-23,2225125800
2003-05-27,2274747150
2003-05-28,2324368500
2003-05-29,2259077250
2003-05-30,2350485000
2003-06-02,2345261700
2003-06-03,2342650050
2003-06-04,2368766550
2003-06-05,2381824800
2003-06-06,2488902450
2003-06-09,2436669450
2003-06-10,2423611200
2003-06-11,2473232550
2003-06-12,2436669450
2003-06-13,2376601500
2003-06-16,2389659750
2003-06-17,2381824800
2003-06-18,2324368500
2003-06-19,2277358800
2003-06-20,2489557796
2003-06-23,2455570659
2003-06-24,2489557796
2003-06-25,2481061012
2003-06-26,2546203025
2003-06-27,2583022424
2003-06-30,2591519208
2003-07-01,2591519208
2003-07-02,2648164437
2003-07-03,2653828959
2003-07-07,2634003129
2003-07-08,2682151574
2003-07-09,2747293587
2003-07-10,2761454894
2003-07-11,2784112985
2003-07-14,2829429168
2003-07-15,2860584044
2003-07-16,2860584044
2003-07-17,2761454894
2003-07-18,2761454894
2003-07-21,2752958109
2003-07-22,2803938815
2003-07-23,2656661221
2003-07-24,2699145142
2003-07-25,2747293587
2003-07-28,2769951678
2003-07-29,2806771077
2003-07-30,2832261430
2003-07-31,2826596907
2003-08-01,2832261430
2003-08-04,2818100122
2003-08-05,2826596907
2003-08-06,2826596907
2003-08-07,2823764645
2003-08-08,2795442031
2003-08-11,2815267861
2003-08-12,2659493482
2003-08-13,2648164437
2003-08-14,2690648358
2003-08-15,2682151574
2003-08-18,2747293587
2003-08-19,2792609769
2003-08-20,2792609769
2003-08-21,2826596907
2003-08-22,2789777508
2003-08-25,2758622632
2003-08-26,2789777508
2003-08-27,2846422737
2003-08-28,2846422737
2003-08-29,2837925952
2003-09-02,2874745351
2003-09-03,2908732488
2003-09-04,2894571181
2003-09-05,2874745351
2003-09-08,2900235704
2003-09-09,2849254998
2003-09-10,2815267861
2003-09-11,2832261430
2003-09-12,3276720000
2003-09-15,3263600000
2003-09-16,3375119999
2003-09-17,3319359999
2003-09-18,3450560000
2003-09-19,3470240000
2003-09-22,3493200000
2003-09-23,3558800000
2003-09-24,3486640000
2003-09-25,3453840000
2003-09-26,3424320000
2003-09-29,3470240000
2003-09-30,3519440000
2003-10-01,3617840000
2003-10-02,3653920000
2003-10-03,3722800000
2003-10-06,3768720000
2003-10-07,3831040000
2003-10-08,3837600000
2003-10-09,3847440000
2003-10-10,3854000000
2003-10-13,3876960000
2003-10-14,3870400000
2003-10-15,3821200000
2003-10-16,3785119999
2003-10-17,3739200000
2003-10-20,3690000000
2003-10-21,3686720000
2003-10-22,3526000000
2003-10-23,3581760000
2003-10-24,3509600000
2003-10-27,3542400000
2003-10-28,3542400000
2003-10-29,3522720000
2003-10-30,3509600000
2003-10-31,3427600000
2003-11-03,3476800000
2003-11-04,3476800000
2003-11-05,3476800000
2003-11-06,3532560000
2003-11-07,3585040000
2003-11-10,3591600000
2003-11-11,3558800000
2003-11-12,3575200000
2003-11-13,3542400000
2003-11-14,3532560000
2003-11-17,3532560000
2003-11-18,3545680000
2003-11-19,3529280000
2003-11-20,3483359999
2003-11-21,3499760000
2003-11-24,3548960000
2003-11-25,3585040000
2003-11-26,3647359999
2003-11-28,3657200000
2003-12-01,3762160000
2003-12-02,3739200000
2003-12-03,3811359999
2003-12-04,3772000000
2003-12-05,3755600000
2003-12-08,3706400000
2003-12-09,3676880000
2003-12-10,3706400000
2003-12-11,3729359999
2003-12-12,3722800000
2003-12-15,3765440000
2003-12-16,3772000000
2003-12-17,3791680000
2003-12-18,3844160000
2003-12-19,3854000000
2003-12-22,3880240000
2003-12-23,3883520000
2003-12-24,3890080000
2003-12-26,3929440000
2003-12-29,3981920000
2003-12-30,4004880000
2003-12-31,4196808000
2004-01-02,4172962500
2004-01-05,4087800000
2004-01-06,4193401500
2004-01-07,4145710500
2004-01-08,4162743000
2004-01-09,4172962500
2004-01-12,4247905500
2004-01-13,4288783500
2004-01-14,4343287500
2004-01-15,4360320000
2004-01-16,4329661500
2004-01-20,4397791500
2004-01-21,4404604500
2004-01-22,4380759000
2004-01-23,4387572000
2004-01-26,4428450000
2004-01-27,4367133000
2004-01-28,4360320000
2004-01-29,4343287500
2004-01-30,4316035500
2004-02-02,4343287500
2004-02-03,4292190000
2004-02-04,4186588499
2004-02-05,4343287500
2004-02-06,4411417500
2004-02-09,4360320000
2004-02-10,4353507000
2004-02-11,4373946000
2004-02-12,4343287500
2004-02-13,4285377000
2004-02-17,4254718500
2004-02-18,4258125000
2004-02-19,4258125000
2004-02-20,4217247000
2004-02-23,4217247000
2004-02-24,4203621000
2004-02-25,4207027500
2004-02-26,4121865000
2004-02-27,4142304000
2004-03-01,4258125000
2004-03-02,4275157500
2004-03-03,4230873000
2004-03-04,4251312000
2004-03-05,4234279500
2004-03-08,4264938000
2004-03-09,4230873000
2004-03-10,4155929999
2004-03-11,4132084500
2004-03-12,4210434000
2004-03-15,4128677999
2004-03-16,4179775500
2004-03-17,4275157500
2004-03-18,4251312000
2004-03-19,4189995000
2004-03-22,4070767499
2004-03-23,4155929999
2004-03-24,4074174000
2004-03-25,4162743000
2004-03-26,4385187450
2004-03-29,4431686175
2004-03-30,4549721400
2004-03-31,4571182350
2004-04-01,4614104250
2004-04-02,4617681075
2004-04-05,4513953150
2004-04-06,4363726500
2004-04-07,4453147125
2004-04-08,4395917925
2004-04-12,4292190000
2004-04-13,4234960800
2004-04-14,4213499850
2004-04-15,4299343650
2004-04-16,4352996025
2004-04-19,4410225225
2004-04-20,4242114450
2004-04-21,4242114450
2004-04-22,4406648400
2004-04-23,4367303325
2004-04-26,4363726500
2004-04-27,4363726500
2004-04-28,4363726500
2004-04-29,4292190000
2004-04-30,4256421750
2004-05-03,4356572850
2004-05-04,4335111900
2004-05-05,4274305874
2004-05-06,4256421750
2004-05-07,4134809700
2004-05-10,4074003675
2004-05-11,4088310975
2004-05-12,4066850024
2004-05-13,4106195100
2004-05-14,4181308425
2004-05-17,4199192550
2004-05-18,4220653500
2004-05-19,4184885249
2004-05-20,4238537625
2004-05-21,4245691274
2004-05-24,4231383975
2004-05-25,4292190000
2004-05-26,4277882700
2004-05-27,4317227775
2004-05-28,4385187450
2004-06-01,4363726500
2004-06-02,4424532525
2004-06-03,4410225225
2004-06-04,4503222675
2004-06-07,4538990925
2004-06-08,4503222675
2004-06-09,4463877600
2004-06-10,4399494750
2004-06-14,4378033800
2004-06-15,4399494750
2004-06-16,4388764275
2004-06-17,4403071575
2004-06-18,4422037761
2004-06-21,4429251525
2004-06-22,4486961643
2004-06-23,4544671761
2004-06-24,4490568525
2004-06-25,4523030466
2004-06-28,4508602937
2004-06-29,4422037761
2004-06-30,4458106584
2004-07-01,4523030466
2004-07-02,4587954349
2004-07-06,4523030466
2004-07-07,4598774996
2004-07-08,4526637349
2004-07-09,4515816702
2004-07-12,4580740584
2004-07-13,4519423584
2004-07-14,4544671761
2004-07-15,4620416290
2004-07-16,4627630055
2004-07-19,4670912643
2004-07-20,4609595643
2004-07-21,4840436113
2004-07-22,4757477819
2004-07-23,4753870937
2004-07-26,4678126407
2004-07-27,4688947055
2004-07-28,4688947055
2004-07-29,4688947055
2004-07-30,4670912643
2004-08-02,4670912643
2004-08-03,4638450702
2004-08-04,4642057584
2004-08-05,4562706172
2004-08-06,4476140996
2004-08-09,4465320349
2004-08-10,4504996055
2004-08-11,4519423584
2004-08-12,4440072172
2004-08-13,4411217114
2004-08-16,4479747878
2004-08-17,4602381878
2004-08-18,4685340172
2004-08-19,4587954349
2004-08-20,4688947055
2004-08-23,4743050290
2004-08-24,4771905349
