,HST
2009-04-14,3151000000
2009-04-15,3369500000
2009-04-16,3737500000
2009-04-17,3714500000
2009-04-20,3191250000
2009-04-21,3680000000
2009-04-22,3496000000
2009-04-23,4082500000
2009-04-24,4485000000
2009-04-27,3818000000
2009-04-28,4088250000
2009-04-29,4335500000
2009-04-30,4421750000
2009-05-01,4335500000
2009-05-04,4818500000
2009-05-05,5019750000
2009-05-06,5428000000
2009-05-07,4870250000
2009-05-08,5497000000
2009-05-11,5077250000
2009-05-12,4858750000
2009-05-13,4398750000
2009-05-14,4709250000
2009-05-15,4410250000
2009-05-18,4956500000
2009-05-19,4830000000
2009-05-20,4807000000
2009-05-21,4835750000
2009-05-22,4715000000
2009-05-26,5180750000
2009-05-27,4950750000
2009-05-28,5157750000
2009-05-29,5393500000
2009-06-01,5525750000
2009-06-02,5508500000
2009-06-03,5382000000
2009-06-04,5571750000
2009-06-05,5497000000
2009-06-08,5474000000
2009-06-09,5577500000
2009-06-10,5244000000
2009-06-11,5134750000
2009-06-12,5278500000
2009-06-15,4824250000
2009-06-16,4887500000
2009-06-17,4640250000
2009-06-18,4525250000
2009-06-19,4642726000
2009-06-22,4388164000
2009-06-23,4521506000
2009-06-24,4660909000
2009-06-25,4842739000
2009-06-26,4903349000
2009-06-29,4982142000
2009-06-30,5085179000
2009-07-01,4957898000
2009-07-02,4600299000
2009-07-06,4879105000
2009-07-07,4673031000
2009-07-08,4424530000
2009-07-09,4527567000
2009-07-10,4509384000
2009-07-13,4606360000
2009-07-14,4812434000
2009-07-15,5145789000
2009-07-16,5048813000
2009-07-17,4866983000
2009-07-20,5194277000
2009-07-21,5066996000
2009-07-22,4879105000
2009-07-23,5260948000
2009-07-24,5212460000
2009-07-27,5454900000
2009-07-28,5309436000
2009-07-29,5242765000
2009-07-30,5473083000
2009-07-31,5503388000
2009-08-03,5545815000
2009-08-04,6012512000
2009-08-05,6273135000
2009-08-06,6024634000
2009-08-07,6582246000
2009-08-10,6364050000
2009-08-11,6121610000
2009-08-12,6321623000
2009-08-13,6315562000
2009-08-14,6297379000
2009-08-17,5794316000
2009-08-18,6048878000
2009-08-19,5860987000
2009-08-20,6200403000
2009-08-21,6412538000
2009-08-24,6315562000
2009-08-25,6303440000
2009-08-26,6109488000
2009-08-27,6133732000
2009-08-28,6188281000
2009-08-31,6042817000
2009-09-01,5679157000
2009-09-02,5497327000
2009-09-03,5654913000
2009-09-04,5776133000
2009-09-08,6061000000
2009-09-09,6170098000
2009-09-10,6291318000
2009-09-11,6742505000
2009-09-14,6972581000
2009-09-15,7062055000
2009-09-16,7330477000
2009-09-17,7547771000
2009-09-18,7381605000
2009-09-21,7119574000
2009-09-22,7566944000
2009-09-23,7445515000
2009-09-24,7068446000
2009-09-25,7049273000
2009-09-28,7483861000
2009-09-29,7560553000
2009-09-30,7522207000
2009-10-01,7074837000
2009-10-02,6831979000
2009-10-05,7196266000
2009-10-06,7330477000
2009-10-07,7362432000
2009-10-08,7381605000
2009-10-09,7304913000
2009-10-12,7356041000
2009-10-13,7209048000
2009-10-14,7752283000
2009-10-15,7509425000
2009-10-16,7151529000
2009-10-19,7336868000
2009-10-20,7017318000
2009-10-21,6787241999
2009-10-22,6927844000
2009-10-23,6755287000
2009-10-26,6653031000
2009-10-27,6525211000
2009-10-28,6186488000
2009-10-29,6736113999
2009-10-30,6461301000
2009-11-02,6327090000
2009-11-03,6550775000
2009-11-04,6288744000
2009-11-05,6416563999
2009-11-06,6250398000
2009-11-09,6755287000
2009-11-10,6723332000
2009-11-11,6806415000
2009-11-12,6800024000
2009-11-13,6787241999
2009-11-16,7010927000
2009-11-17,6844761000
2009-11-18,6742505000
2009-11-19,6493256000
2009-11-20,6429346000
2009-11-23,6499647000
2009-11-24,6403782000
2009-11-25,6589121000
2009-11-27,6429346000
2009-11-30,6723332000
2009-12-01,6761678000
2009-12-02,6991754000
2009-12-03,6755287000
2009-12-04,6998145000
2009-12-07,6704159000
2009-12-08,6563557000
2009-12-09,6576338999
2009-12-10,6589121000
2009-12-11,6748896000
2009-12-14,7010927000
2009-12-15,6870325000
2009-12-16,7062055000
2009-12-17,7074837000
2009-12-18,7228221000
2009-12-21,7458297000
2009-12-22,7522207000
2009-12-23,7522207000
2009-12-24,7681982000
2009-12-28,7643636000
2009-12-29,7598899000
2009-12-30,7694763999
2009-12-31,7563327000
2010-01-04,7660542000
2010-01-05,7835529000
2010-01-06,7880896000
2010-01-07,8172541000
2010-01-08,8094769000
2010-01-11,8023478000
2010-01-12,7764238000
2010-01-13,8081807000
2010-01-14,8042921000
2010-01-15,7764238000
2010-01-19,8049402000
2010-01-20,7939225000
2010-01-21,7537403000
2010-01-22,7180948000
2010-01-25,7304087000
2010-01-26,7083733000
2010-01-27,7109657000
2010-01-28,7044846999
2010-01-29,6869860000
2010-02-01,7090214000
2010-02-02,7368896999
2010-02-03,7349454000
2010-02-04,6928189000
2010-02-05,7064290000
2010-02-08,6986518000
2010-02-09,6980037000
2010-02-10,7025404000
2010-02-11,7180948000
2010-02-12,7304087000
2010-02-16,7530921999
2010-02-17,7654061000
2010-02-18,7569808000
2010-02-19,7589251000
2010-02-22,7595732000
2010-02-23,7472593000
2010-02-24,7537403000
2010-02-25,7543884000
2010-02-26,7589251000
2010-03-01,7621656000
2010-03-02,7602213000
2010-03-03,7686466000
2010-03-04,7809605000
2010-03-05,8127173999
2010-03-08,8159579000
2010-03-09,8133655000
2010-03-10,8230870000
2010-03-11,8302161000
2010-03-12,8483629000
2010-03-15,8425300000
2010-03-16,8652135000
2010-03-17,8840084000
2010-03-18,8866008000
2010-03-19,8781755000
2010-03-22,9015071000
2010-03-23,9040995000
2010-03-24,9332640000
2010-03-25,9423374000
2010-03-26,9526500000
2010-03-29,9539550000
2010-03-30,9630900000
2010-03-31,9559125000
2010-04-01,9663525000
2010-04-05,9872325000
2010-04-06,10035450000
2010-04-07,9741825000
2010-04-08,9761400000
2010-04-09,9865800000
2010-04-12,9774450000
2010-04-13,10048500000
2010-04-14,10107225000
2010-04-15,9807075000
2010-04-16,9533025000
2010-04-19,9676575000
2010-04-20,9904950000
2010-04-21,10250775000
2010-04-22,10648800000
2010-04-23,10792350000
2010-04-26,10948950000
2010-04-27,10550925000
2010-04-28,10433475000
2010-04-29,10942425000
2010-04-30,10609650000
2010-05-03,11053350000
2010-05-04,10681425000
2010-05-05,10387800000
2010-05-06,10028925000
2010-05-07,9617850000
2010-05-10,10466100000
2010-05-11,10387800000
2010-05-12,10609650000
2010-05-13,10492199999
2010-05-14,9715725000
2010-05-17,9767925000
2010-05-18,9409050000
2010-05-19,9402525000
2010-05-20,8717400000
2010-05-21,9187200000
2010-05-24,8926200000
2010-05-25,8926200000
2010-05-26,8841375000
2010-05-27,9611325000
2010-05-28,9304650000
2010-06-01,9232875000
2010-06-02,9657000000
2010-06-03,9578700000
2010-06-04,8906625000
2010-06-07,8717400000
2010-06-08,9024075000
2010-06-09,9174150000
2010-06-10,9683100000
2010-06-11,9676575000
2010-06-14,9800550000
2010-06-15,10100700000
2010-06-16,10015875000
2010-06-17,10048500000
2010-06-18,10151295000
2010-06-21,10059665000
2010-06-22,9745505000
2010-06-23,9699690000
2010-06-24,9202270000
2010-06-25,9437890000
2010-06-28,9306990000
2010-06-29,8888110000
2010-06-30,8822660000
2010-07-01,8803025000
2010-07-02,8554315000
2010-07-06,8397235000
2010-07-07,8960105000
2010-07-08,9117185000
2010-07-09,9300445000
2010-07-12,9300445000
2010-07-13,9640785000
2010-07-14,9653875000
2010-07-15,9280810000
2010-07-16,8803025000
2010-07-19,8881565000
2010-07-20,9163000000
2010-07-21,8888110000
2010-07-22,9130275000
2010-07-23,9300445000
2010-07-26,9588425000
2010-07-27,9509885000
2010-07-28,9464070000
2010-07-29,9372440000
2010-07-30,9385530000
2010-08-02,9686600000
2010-08-03,9693145000
2010-08-04,9869860000
2010-08-05,9719325000
2010-08-06,9509885000
2010-08-09,9614605000
2010-08-10,9496795000
2010-08-11,9156455000
2010-08-12,8966650000
2010-08-13,8953560000
2010-08-16,8901200000
2010-08-17,9208815000
2010-08-18,9339715000
2010-08-19,8933925000
2010-08-20,8789935000
2010-08-23,8711395000
2010-08-24,8573950000
2010-08-25,8744120000
2010-08-26,8659035000
2010-08-27,8829205000
2010-08-30,8534679999
2010-08-31,8613220000
2010-09-01,8933925000
2010-09-02,9064825000
2010-09-03,9267720000
2010-09-07,9143365000
2010-09-08,9221905000
2010-09-09,9228450000
2010-09-10,9510753000
2010-09-13,9758394000
2010-09-14,9731622000
2010-09-15,9832017000
2010-09-16,9724929000
2010-09-17,9678078000
2010-09-20,10079658000
2010-09-21,9778473000
2010-09-22,9597762000
2010-09-23,9376893000
2010-09-24,9745008000
2010-09-27,9557604000
2010-09-28,9798552000
2010-09-29,9671385000
2010-09-30,9691464000
2010-10-01,9805245000
2010-10-04,9872175000
2010-10-05,10246983000
2010-10-06,10340685000
2010-10-07,10220211000
2010-10-08,10441080000
2010-10-11,10387536000
2010-10-12,10581633000
2010-10-13,10675335000
2010-10-14,10702107000
2010-10-15,10782423000
2010-10-18,10916283000
2010-10-19,10708800000
2010-10-20,10949748000
2010-10-21,10742265000
2010-10-22,10849353000
2010-10-25,10802502000
2010-10-26,10775730000
2010-10-27,10641870000
2010-10-28,10648563000
2010-10-29,10635177000
2010-11-01,10648563000
2010-11-02,10722186000
2010-11-03,10702107000
2010-11-04,11291091000
2010-11-05,11458416000
2010-11-08,11331249000
2010-11-09,10722186000
2010-11-10,10769037000
2010-11-11,10789116000
2010-11-12,10601712000
2010-11-15,10508010000
2010-11-16,10246983000
2010-11-17,10340685000
2010-11-18,10615098000
2010-11-19,10782423000
2010-11-22,10762343999
2010-11-23,10682028000
2010-11-24,10989906000
2010-11-26,10949748000
2010-11-29,11016678000
2010-11-30,11030064000
2010-12-01,11143845000
2010-12-02,11304477000
2010-12-03,11304477000
2010-12-06,11378100000
2010-12-07,11471802000
2010-12-08,11351328000
2010-12-09,11331249000
2010-12-10,11505267000
2010-12-13,11538731999
2010-12-14,11391486000
2010-12-15,11197389000
2010-12-16,11331249000
2010-12-17,11545425000
2010-12-20,11779680000
2010-12-21,11913540000
2010-12-22,11886768000
2010-12-23,11752908000
2010-12-27,11953698000
2010-12-28,11913540000
2010-12-29,11900154000
2010-12-30,11920233000
2010-12-31,12103351000
2011-01-03,12428455000
2011-01-04,12245583999
2011-01-05,12496185000
2011-01-06,12408136000
2011-01-07,12353951999
2011-01-10,12408136000
2011-01-11,12435228000
2011-01-12,12496185000
2011-01-13,12462319999
2011-01-14,12523276999
2011-01-18,12570688000
2011-01-19,12286222000
2011-01-20,12177854000
2011-01-21,12286222000
2011-01-24,12238811000
2011-01-25,12279449000
2011-01-26,12265903000
2011-01-27,12543596000
2011-01-28,12110124000
2011-01-31,12536823000
2011-02-01,12875473000
2011-02-02,12828062000
2011-02-03,12841608000
2011-02-04,12902565000
2011-02-07,13166712000
2011-02-08,13281853000
2011-02-09,13200576999
2011-02-10,13173485000
2011-02-11,13390221000
2011-02-14,13315718000
2011-02-15,12780651000
2011-02-16,12821289000
2011-02-17,12834835000
2011-02-18,12800969999
2011-02-22,12333633000
2011-02-23,12225265000
2011-02-24,12150762000
2011-02-25,12448774000
2011-02-28,12462319999
2011-03-01,11886615000
2011-03-02,11947572000
2011-03-03,12164308000
2011-03-04,11967891000
2011-03-07,11825658000
2011-03-08,11994983000
2011-03-09,12130443000
2011-03-10,11866296000
2011-03-11,11866296000
2011-03-14,11744382000
2011-03-15,11568283999
2011-03-16,11439597000
2011-03-17,11696971000
2011-03-18,11839204000
2011-03-21,12083032000
2011-03-22,11940799000
2011-03-23,11825658000
2011-03-24,11994983000
2011-03-25,12143747000
2011-03-28,11794040000
2011-03-29,11999750000
2011-03-30,12020321000
2011-03-31,12075177000
2011-04-01,11944894000
2011-04-04,11725470000
2011-04-05,11595187000
2011-04-06,11656900000
2011-04-07,11588329999
2011-04-08,11451190000
2011-04-11,11314050000
2011-04-12,11506046000
2011-04-13,11492332000
2011-04-14,11512903000
2011-04-15,11670614000
2011-04-18,11581473000
2011-04-19,11869467000
2011-04-20,12095748000
2011-04-21,12280887000
2011-04-25,12212317000
2011-04-26,12232888000
2011-04-27,12418027000
2011-04-28,12280887000
2011-04-29,12198603000
2011-05-02,12013464000
2011-05-03,11698042000
2011-05-04,11650042999
2011-05-05,11821467999
2011-05-06,11903752000
2011-05-09,11896895000
2011-05-10,11986036000
2011-05-11,11663757000
2011-05-12,11759754999
2011-05-13,11636329000
2011-05-16,11636329000
2011-05-17,11533474000
2011-05-18,11636329000
2011-05-19,11773469000
2011-05-20,11650042999
2011-05-23,11588329999
2011-05-24,11526617000
2011-05-25,11574616000
2011-05-26,12020321000
2011-05-27,12061463000
2011-05-31,12054605999
2011-06-01,11615758000
2011-06-02,11602044000
2011-06-03,11581473000
2011-06-06,11327764000
2011-06-07,11410048000
2011-06-08,11279765000
2011-06-09,11218052000
2011-06-10,10834060000
2011-06-13,10923201000
2011-06-14,11053484000
2011-06-15,10834060000
2011-06-16,10868345000
2011-06-17,11296789000
2011-06-20,11444230000
2011-06-21,11563587000
2011-06-22,11521461000
2011-06-23,11324873000
2011-06-24,11331894000
2011-06-27,11416146000
2011-06-28,11570608000
2011-06-29,11619755000
2011-06-30,11900595000
2011-07-01,12378023000
2011-07-05,12251645000
2011-07-06,12181435000
2011-07-07,12321855000
2011-07-08,12251645000
2011-07-11,11921658000
2011-07-12,12132288000
2011-07-13,12104203999
2011-07-14,11682944000
2011-07-15,11795280000
2011-07-18,11577628999
2011-07-19,11591671000
2011-07-20,11893574000
2011-07-21,11914637000
2011-07-22,11914637000
2011-07-25,11725070000
2011-07-26,11837406000
2011-07-27,11338914999
2011-07-28,11338914999
2011-07-29,11128285000
2011-08-01,10938718000
2011-08-02,10482353000
2011-08-03,10398101000
2011-08-04,9611749000
2011-08-05,9499413000
2011-08-08,8326906000
2011-08-09,8741145000
2011-08-10,8425200000
2011-08-11,8776250000
2011-08-12,8495410000
2011-08-15,8804334000
2011-08-16,8656893000
2011-08-17,8684977000
2011-08-18,7926708999
2011-08-19,7568638000
2011-08-22,7442260000
2011-08-23,7659911000
2011-08-24,7723100000
2011-08-25,7456301999
2011-08-26,7456301999
2011-08-29,7940751000
2011-08-30,8137339000
2011-08-31,8305843000
2011-09-01,8214569999
2011-09-02,7772247000
2011-09-06,7533533000
2011-09-07,7989898000
2011-09-08,7716079000
2011-09-09,7516139000
2011-09-12,7558325000
2011-09-13,7755193000
2011-09-14,8050494999
2011-09-15,8303611000
2011-09-16,8521571999
2011-09-19,8191115000
2011-09-20,8092681000
2011-09-21,7614573000
2011-09-22,7375519000
2011-09-23,7417705000
2011-09-26,7867689000
2011-09-27,8050494999
2011-09-28,7727069000
2011-09-29,7909875000
2011-09-30,7691914000
2011-10-03,7150527000
2011-10-04,7480984000
2011-10-05,7417705000
2011-10-06,7656759000
2011-10-07,7572387000
2011-10-10,8078619000
2011-10-11,7987216000
2011-10-12,8324704000
2011-10-13,8324704000
2011-10-14,8697347000
2011-10-17,8430169000
2011-10-18,9069990000
2011-10-19,8866091000
2011-10-20,8943432000
2011-10-21,9456695000
2011-10-24,9716842000
2011-10-25,9386385000
2011-10-26,9653563000
2011-10-27,10272291000
2011-10-28,10258229000
2011-10-31,10033237000
2011-11-01,9604346000
2011-11-02,10047299000
2011-11-03,10279322000
2011-11-04,10223074000
2011-11-07,10103547000
2011-11-08,10201981000
2011-11-09,9414509000
2011-11-10,9400447000
2011-11-11,9913710000
2011-11-14,9801214000
2011-11-15,9998082000
2011-11-16,9829338000
2011-11-17,9519974000
2011-11-18,9695749000
2011-11-21,9428571000
2011-11-22,9238734000
2011-11-23,8880153000
2011-11-25,9006711000
2011-11-28,9280920000
2011-11-29,9280920000
2011-11-30,9948865000
2011-12-01,9962927000
2011-12-02,10061361000
2011-12-05,10258229000
2011-12-06,10152764000
2011-12-07,10194950000
2011-12-08,9871524000
2011-12-09,10061361000
2011-12-12,9906679000
2011-12-13,9759028000
2011-12-14,9639501000
2011-12-15,9702780000
2011-12-16,9759028000
2011-12-19,9583253000
2011-12-20,10026206000
2011-12-21,10054330000
2011-12-22,10230105000
2011-12-23,10209012000
2011-12-27,10314477000
2011-12-28,10180888000
2011-12-29,10370725000
2011-12-30,10384787000
2012-01-03,10455097000
2012-01-04,10342601000
2012-01-05,10497283000
2012-01-06,10539469000
2012-01-09,10637903000
2012-01-10,10898050000
2012-01-11,11038670000
2012-01-12,11003515000
2012-01-13,10940236000
2012-01-17,10961329000
2012-01-18,11151166000
2012-01-19,11151166000
2012-01-20,11411313000
2012-01-23,11439437000
2012-01-24,11573026000
2012-01-25,11692553000
2012-01-26,11523809000
2012-01-27,11615212000
2012-01-30,11481622999
2012-01-31,11544902000
2012-02-01,11629274000
2012-02-02,11446468000
2012-02-03,11889421000
2012-02-06,12128475000
2012-02-07,12037072000
2012-02-08,12030041000
2012-02-09,11882389999
2012-02-10,11727708000
2012-02-13,11959731000
2012-02-14,11481622999
2012-02-15,11376158000
2012-02-16,11495685000
2012-02-17,11530839999
2012-02-21,11200383000
2012-02-22,11080856000
2012-02-23,11341003000
2012-02-24,11235538000
2012-02-27,11270693000
2012-02-28,11158197000
2012-02-29,11094918000
2012-03-01,11010546000
2012-03-02,10912112000
2012-03-05,10919143000
2012-03-06,10588686000
2012-03-07,10743368000
2012-03-08,10785554000
2012-03-09,10933205000
2012-03-12,10848833000
2012-03-13,11390220000
2012-03-14,11165228000
2012-03-15,11179290000
2012-03-16,11242569000
2012-03-19,11601150000
2012-03-20,11565995000
2012-03-21,11481622999
2012-03-22,11319910000
2012-03-23,11633220000
2012-03-26,11970727000
2012-03-27,11877374000
2012-03-28,11611677000
2012-03-29,11503962000
2012-03-30,11791202000
2012-04-02,11877374000
2012-04-03,11985089000
2012-04-04,11669125000
2012-04-05,11633220000
2012-04-09,11417790000
2012-04-10,11180817000
2012-04-11,11496781000
2012-04-12,11776839999
2012-04-13,11712211000
2012-04-16,11762478000
2012-04-17,11841468999
2012-04-18,11690668000
2012-04-19,11920460000
2012-04-20,12049718000
2012-04-23,11755297000
2012-04-24,12049718000
2012-04-25,11927641000
2012-04-26,11956364999
2012-04-27,12056899000
2012-04-30,11949184000
2012-05-01,12250786000
2012-05-02,12099985000
2012-05-03,11848650000
2012-05-04,11683487000
2012-05-07,11633220000
2012-05-08,11547047999
2012-05-09,11468057000
2012-05-10,11532686000
2012-05-11,11582953000
2012-05-14,11252627000
2012-05-15,11166455000
2012-05-16,10986930000
2012-05-17,10405269000
2012-05-18,10132391000
2012-05-21,10685328000
2012-05-22,10814586000
2012-05-23,10864853000
2012-05-24,10836129000
2012-05-25,10879215000
2012-05-29,11152093000
2012-05-30,10886396000
2012-05-31,10958206000
2012-06-01,10362183000
2012-06-04,10276011000
2012-06-05,10577613000
2012-06-06,11044378000
2012-06-07,10929482000
2012-06-08,11015654000
2012-06-11,10800224000
2012-06-12,11058740000
2012-06-13,10749957000
2012-06-14,10951025000
2012-06-15,11237854000
2012-06-18,11353262000
2012-06-19,11468670000
2012-06-20,11425392000
2012-06-21,11151298000
2012-06-22,11122446000
2012-06-25,10805074000
2012-06-26,10898843000
2012-06-27,10920482000
2012-06-28,10978186000
2012-06-29,11410966000
2012-07-02,11475883000
2012-07-03,11670634000
2012-07-05,11648994999
2012-07-06,11540800000
2012-07-09,11425392000
2012-07-10,11158511000
2012-07-11,11180150000
2012-07-12,10826713000
2012-07-13,10985399000
2012-07-16,11093594000
2012-07-17,11180150000
2012-07-18,11100807000
2012-07-19,10963760000
2012-07-20,10848352000
2012-07-23,10552619000
2012-07-24,10235247000
2012-07-25,10141478000
2012-07-26,10393933000
2012-07-27,10646388000
2012-07-30,10545406000
2012-07-31,10588684000
2012-08-01,10559832000
2012-08-02,10473276000
2012-08-03,10848352000
2012-08-06,10956547000
2012-08-07,10956547000
2012-08-08,10920482000
2012-08-09,10970973000
2012-08-10,11021464000
2012-08-13,11014251000
2012-08-14,10949334000
2012-08-15,11100807000
2012-08-16,11273919000
2012-08-17,11223428000
2012-08-20,11187363000
2012-08-21,11122446000
2012-08-22,11079168000
2012-08-23,10985399000
2012-08-24,11071955000
2012-08-27,10978186000
2012-08-28,11035890000
2012-08-29,10999825000
2012-08-30,10920482000
2012-08-31,11035890000
2012-09-04,11007038000
2012-09-05,10934908000
2012-09-06,11425392000
2012-09-07,11799570000
2012-09-10,11922633000
2012-09-11,11944350000
2012-09-12,12002261999
2012-09-13,12299060999
2012-09-14,12487275000
2012-09-17,12458319000
2012-09-18,12422124000
2012-09-19,12284583000
2012-09-20,12002261999
2012-09-21,12045696000
2012-09-24,12016740000
2012-09-25,11683746000
2012-09-26,11611356000
2012-09-27,11669268000
2012-09-28,11618595000
2012-10-01,11408664000
2012-10-02,11307318000
2012-10-03,11343513000
2012-10-04,11401425000
2012-10-05,11379708000
2012-10-08,11307318000
2012-10-09,11242167000
2012-10-10,11343513000
2012-10-11,11473815000
2012-10-12,11357991000
2012-10-15,11415903000
2012-10-16,11365230000
2012-10-17,11357991000
2012-10-18,11350752000
2012-10-19,11256645000
2012-10-22,11198733000
2012-10-23,10996041000
2012-10-24,10909173000
2012-10-25,10822305000
2012-10-26,10706481000
2012-10-31,10467594000
2012-11-01,10561701000
2012-11-02,10597896000
2012-11-05,10453116000
2012-11-06,10626852000
2012-11-07,10387965000
2012-11-08,10286619000
2012-11-09,10308336000
2012-11-12,10315575000
2012-11-13,10409682000
2012-11-14,10134600000
2012-11-15,10040493000
2012-11-16,9975342000
2012-11-19,10257663000
2012-11-20,10474833000
2012-11-21,10453116000
2012-11-23,10626852000
2012-11-26,10539984000
2012-11-27,10489311000
2012-11-28,10424160000
2012-11-29,10634091000
2012-11-30,10634091000
2012-12-03,10518267000
2012-12-04,10590657000
2012-12-05,10590657000
2012-12-06,10844022000
2012-12-07,10923651000
2012-12-10,10959846000
2012-12-11,11053953000
2012-12-12,11024997000
2012-12-13,10974324000
2012-12-14,11046714000
2012-12-17,11090148000
2012-12-18,11343513000
2012-12-19,11263884000
2012-12-20,11481054000
2012-12-21,11437620000
2012-12-24,11437620000
2012-12-26,11321796000
2012-12-27,11271123000
2012-12-28,11133582000
2012-12-31,11410894000
2013-01-02,11753148000
2013-01-03,11906070000
2013-01-04,12146376000
2013-01-07,12226478000
2013-01-08,12197350000
2013-01-09,12168222000
2013-01-10,12306579999
2013-01-11,12139094000
2013-01-14,12117248000
2013-01-15,12219196000
2013-01-16,12117248000
2013-01-17,12051710000
2013-01-18,12168222000
2013-01-22,12233760000
2013-01-23,12292016000
2013-01-24,12313862000
2013-01-25,12517758000
2013-01-28,12561450000
2013-01-29,12495912000
2013-01-30,12219196000
2013-01-31,12226478000
2013-02-01,12153658000
2013-02-04,11949762000
2013-02-05,12051710000
2013-02-06,12029864000
2013-02-07,12044428000
2013-02-08,12241042000
2013-02-11,12306579999
2013-02-12,12510476000
2013-02-13,12488629999
2013-02-14,12488629999
2013-02-15,12503194000
2013-02-19,12583296000
2013-02-20,12401246000
2013-02-21,11964326000
2013-02-22,12299298000
2013-02-25,12015300000
2013-02-26,12080838000
2013-02-27,12160940000
2013-02-28,12139094000
2013-03-01,12095402000
2013-03-04,12102684000
2013-03-05,12095402000
2013-03-06,12015300000
2013-03-07,12044428000
2013-03-08,12328426000
2013-03-11,12576014000
2013-03-12,12532322000
2013-03-13,12612424000
2013-03-14,12758064000
2013-03-15,12910986000
2013-03-18,12626988000
2013-03-19,12386682000
2013-03-20,12401246000
2013-03-21,12204632000
2013-03-22,12379400000
2013-03-25,12372117999
2013-03-26,12488629999
2013-03-27,12590578000
2013-03-28,12736217999
2013-04-01,12981384000
2013-04-02,12854700000
2013-04-03,12802536000
2013-04-04,13108068000
2013-04-05,13003740000
2013-04-08,13167684000
2013-04-09,13108068000
2013-04-10,13264560000
2013-04-11,13391244000
2013-04-12,13316724000
2013-04-15,12809988000
2013-04-16,13167684000
2013-04-17,12899412000
2013-04-18,12795084000
2013-04-19,13093164000
2013-04-22,13167684000
2013-04-23,13421052000
2013-04-24,13294368000
2013-04-25,13324176000
2013-04-26,13212396000
2013-04-29,13301820000
2013-04-30,13614804000
2013-05-01,13584996000
2013-05-02,13719132000
2013-05-03,13674420000
2013-05-06,13741488000
2013-05-07,13838364000
2013-05-08,13748940000
2013-05-09,13674420000
2013-05-10,13838364000
2013-05-13,13771296000
2013-05-14,13771296000
2013-05-15,13920336000
2013-05-16,13935240000
2013-05-17,13987404000
2013-05-20,13816008000
2013-05-21,13793652000
2013-05-22,13599900000
2013-05-23,13368888000
2013-05-24,13510476000
2013-05-28,13637160000
2013-05-29,13398696000
2013-05-30,13391244000
2013-05-31,13257108000
2013-06-03,13197492000
2013-06-04,12899412000
2013-06-05,12668400000
2013-06-06,12944124000
2013-06-07,12981384000
2013-06-10,12869604000
2013-06-11,12564072000
2013-06-12,12236184000
2013-06-13,12683304000
2013-06-14,12832344000
2013-06-17,12795084000
2013-06-18,12832344000
2013-06-19,12392676000
2013-06-20,11938104000
2013-06-21,12057336000
2013-06-24,11967912000
2013-06-25,12295800000
2013-06-26,12288347999
2013-06-27,12571524000
2013-06-28,12571524000
2013-07-01,12673080000
2013-07-02,12830370000
2013-07-03,12725509999
2013-07-05,13144950000
2013-07-08,13167419999
2013-07-09,13309730000
2013-07-10,13324710000
2013-07-11,13586860000
2013-07-12,13474509999
2013-07-15,13511960000
2013-07-16,13534430000
2013-07-17,13496980000
2013-07-18,13744150000
2013-07-19,13893950000
2013-07-22,13991320000
2013-07-23,13744150000
2013-07-24,13511960000
2013-07-25,13706700000
2013-07-26,13571880000
2013-07-29,13452040000
2013-07-30,13496980000
2013-07-31,13377140000
2013-08-01,13601840000
2013-08-02,13856500000
2013-08-05,13534430000
2013-08-06,13279770000
2013-08-07,13234830000
2013-08-08,13279770000
2013-08-09,13257300000
2013-08-12,13264790000
2013-08-13,13100009999
2013-08-14,13025110000
2013-08-15,12740490000
2013-08-16,12373480000
2013-08-19,12291090000
2013-08-20,12680570000
2013-08-21,12665590000
2013-08-22,12920250000
2013-08-23,13047580000
2013-08-26,12972680000
2013-08-27,12785430000
2013-08-28,12830370000
2013-08-29,12912759999
2013-08-30,12755470000
2013-09-03,12762960000
2013-09-04,12987660000
2013-09-05,12807900000
2013-09-06,12950210000
2013-09-09,13332200000
2013-09-10,13504470000
2013-09-11,13654270000
2013-09-12,13504470000
2013-09-13,13526939999
2013-09-16,13571880000
2013-09-17,13706700000
2013-09-18,14006300000
2013-09-19,13953870000
2013-09-20,13646780000
2013-09-23,13534430000
2013-09-24,13422080000
2013-09-25,13482000000
2013-09-26,13474509999
2013-09-27,13347180000
2013-09-30,13335549000
2013-10-01,13509129999
2013-10-02,13667617000
2013-10-03,13320454999
2013-10-04,13418566000
2013-10-07,13275173000
2013-10-08,13063856999
2013-10-09,12897823000
2013-10-10,13297814000
2013-10-11,13516677000
2013-10-14,13531771000
2013-10-15,13328002000
2013-10-16,13652523000
2013-10-17,13931762000
2013-10-18,14022325999
2013-10-21,14067608000
2013-10-22,13999685000
2013-10-23,13856292000
2013-10-24,14082702000
2013-10-25,14173266000
2013-10-28,14052514000
2013-10-29,14060061000
2013-10-30,13977044000
2013-10-31,13999685000
2013-11-01,14195906999
2013-11-04,14384581999
2013-11-05,14233642000
2013-11-06,14271377000
2013-11-07,13946856000
2013-11-08,14037420000
2013-11-11,13984591000
2013-11-12,13924215000
2013-11-13,14120437000
2013-11-14,14195906999
2013-11-15,14346847000
2013-11-18,14226095000
2013-11-19,14014779000
2013-11-20,13909121000
2013-11-21,14135531000
2013-11-22,14022325999
2013-11-25,13946856000
2013-11-26,13909121000
