,CAR
2014-01-06,4269329999
2014-01-07,4243746000
2014-01-08,4274660000
2014-01-09,4295980000
2014-01-10,4321564000
2014-01-13,4236284000
2014-01-14,4336488000
2014-01-15,4446286000
2014-01-16,4426032000
2014-01-17,4366336000
2014-01-21,4343950000
2014-01-22,4386590000
2014-01-23,4271462000
2014-01-24,4114760000
2014-01-27,4062526000
2014-01-28,4088110000
2014-01-29,3996434000
2014-01-30,4079582000
2014-01-31,4019886000
2014-02-03,3829072000
2014-02-04,4030546000
2014-02-05,4011358000
2014-02-06,4138212000
2014-02-07,4152070000
2014-02-10,4184050000
2014-02-11,4190446000
2014-02-12,4123288000
2014-02-13,4122222000
2014-02-14,4130750000
2014-02-18,4148872000
2014-02-19,4264000000
2014-02-20,4648826000
2014-02-21,4784208000
2014-02-24,4908930000
2014-02-25,4971824000
2014-02-26,4983550000
2014-02-27,5105074000
2014-02-28,5009134000
2014-03-03,4993144000
2014-03-04,5158374000
2014-03-05,5198882000
2014-03-06,5187156000
2014-03-07,5153044000
2014-03-10,5149846000
2014-03-11,5017662000
2014-03-12,4938778000
2014-03-13,4830046000
2014-03-14,4917458000
2014-03-17,5001672000
2014-03-18,5153044000
2014-03-19,5149846000
2014-03-20,5193552000
2014-03-21,5235126000
2014-03-24,5090150000
2014-03-25,5020860000
2014-03-26,4998474000
2014-03-27,4927052000
2014-03-28,4986748000
2014-03-31,5118370000
2014-04-01,5229776000
2014-04-02,5402140000
2014-04-03,5397936000
2014-04-04,5321213000
2014-04-07,4992250000
2014-04-08,5216113000
2014-04-09,5352743000
2014-04-10,5164614000
2014-04-11,5049004000
2014-04-14,5052157000
2014-04-15,5216113000
2014-04-16,5462047000
2014-04-17,5520903000
2014-04-21,5589218000
2014-04-22,5675400000
2014-04-23,5650176000
2014-04-24,5698522000
2014-04-25,5589218000
2014-04-28,5511444000
2014-04-29,5540872000
2014-04-30,5527209000
2014-05-01,5608136000
2014-05-02,5642819000
2014-05-05,5699573000
2014-05-06,5662788000
2014-05-07,5678553000
2014-05-08,5443129000
2014-05-09,5451537000
2014-05-12,5618646000
2014-05-13,5785755000
2014-05-14,5825693000
2014-05-15,5787857000
2014-05-16,5797316000
2014-05-19,5896110000
2014-05-20,5840407000
2014-05-21,5799418000
2014-05-22,5849866000
2014-05-23,5896110000
2014-05-27,6010669000
2014-05-28,5986496000
2014-05-29,5989649000
2014-05-30,6014873000
2014-06-02,6091596000
2014-06-03,6020128000
2014-06-04,6074780000
2014-06-05,6170421000
2014-06-06,6311255000
2014-06-09,6235583000
2014-06-10,6297592000
2014-06-11,6132585000
2014-06-12,5968629000
2014-06-13,5968629000
2014-06-16,6009618000
2014-06-17,6032740000
2014-06-18,6152554000
2014-06-19,6180931000
2014-06-20,6137840000
2014-06-23,6065321000
2014-06-24,5964425000
2014-06-25,6091596000
2014-06-26,6167268000
2014-06-27,6205104000
2014-06-30,6201791000
2014-07-01,6286989000
2014-07-02,6332705000
2014-07-03,6413747000
2014-07-07,6285950000
2014-07-08,6140490000
2014-07-09,6206986000
2014-07-10,6216337000
2014-07-11,6261014000
2014-07-14,6253741000
2014-07-15,6228805000
2014-07-16,6246468000
2014-07-17,6061526000
2014-07-18,6181011000
2014-07-21,6174777000
2014-07-22,6232961000
2014-07-23,6253741000
2014-07-24,6234000000
2014-07-25,6144646000
2014-07-28,6023083000
2014-07-29,5971133000
2014-07-30,6013732000
2014-07-31,5838141000
2014-08-01,5921261000
2014-08-04,6038668000
2014-08-05,6194518000
2014-08-06,6167504000
2014-08-07,6261014000
2014-08-08,6437644000
2014-08-11,6548817000
2014-08-12,6756617000
2014-08-13,6863634000
2014-08-14,6995587000
2014-08-15,7079746000
2014-08-18,7223128000
2014-08-19,7144164000
2014-08-20,7165983000
2014-08-21,7104682000
2014-08-22,7157671000
2014-08-25,7164943999
2014-08-26,7148320000
2014-08-27,7142085999
2014-08-28,7058966000
2014-08-29,7014289000
2014-09-02,7013250000
2014-09-03,6942597999
2014-09-04,6824152000
2014-09-05,6886492000
2014-09-08,6742071000
2014-09-09,6637132000
2014-09-10,6584143000
2014-09-11,6576870000
2014-09-12,6603884000
2014-09-15,6578948000
2014-09-16,6510374000
2014-09-17,6680770000
2014-09-18,6649600000
2014-09-19,6582065000
2014-09-22,6403357000
2014-09-23,6337900000
2014-09-24,6403357000
2014-09-25,6141529000
2014-09-26,6187245000
2014-09-29,6130100000
2014-09-30,5829318000
2014-10-01,5658336000
2014-10-02,5648778000
2014-10-03,5734800000
2014-10-06,5564880000
2014-10-07,5308938000
2014-10-08,5442750000
2014-10-09,5310000000
2014-10-10,5205924000
2014-10-13,4951044000
2014-10-14,5097600000
2014-10-15,5310000000
2014-10-16,5450184000
2014-10-17,5291946000
2014-10-20,5513904000
2014-10-21,5798520000
2014-10-22,5511780000
2014-10-23,5570190000
2014-10-24,5696568000
2014-10-27,5693382000
2014-10-28,5945076000
2014-10-29,5931270000
2014-10-30,5853744000
2014-10-31,5920650000
2014-11-03,5959944000
2014-11-04,5887728000
2014-11-05,6035346000
2014-11-06,6103314000
2014-11-07,6124554000
2014-11-10,6156414000
2014-11-11,6160662000
2014-11-12,6168096000
2014-11-13,6122430000
2014-11-14,6108624000
2014-11-17,6242436000
2014-11-18,6365628000
2014-11-19,6325272000
2014-11-20,6308280000
2014-11-21,6345450000
2014-11-24,6469704000
2014-11-25,6616260000
2014-11-26,6460146000
2014-11-28,6387930000
2014-12-01,6175530000
2014-12-02,6174468000
2014-12-03,6351822000
2014-12-04,6495192000
2014-12-05,6699096000
2014-12-08,6595020000
2014-12-09,6610950000
2014-12-10,6507936000
2014-12-11,6605640000
2014-12-12,6228630000
2014-12-15,6116058000
2014-12-16,5929146000
2014-12-17,6120306000
2014-12-18,6175530000
2014-12-19,6178716000
2014-12-22,6228630000
2014-12-23,6847776000
2014-12-24,6821226000
2014-12-26,6910433999
2014-12-29,7090974000
2014-12-30,7164251999
2014-12-31,7037613000
2015-01-02,7084297000
2015-01-05,6826474000
2015-01-06,6821169000
2015-01-07,7040796000
2015-01-08,7130980999
2015-01-09,7007905000
2015-01-12,6885890000
2015-01-13,6836023000
2015-01-14,6693849000
2015-01-15,6485893000
2015-01-16,6479527000
2015-01-20,6515601000
2015-01-21,6490137000
2015-01-22,6676873000
2015-01-23,6500747000
2015-01-26,6462551000
2015-01-27,6434965000
2015-01-28,6266266000
2015-01-29,6143190000
2015-01-30,6080591000
2015-02-02,6193057000
2015-02-03,6345841000
2015-02-04,6410562000
2015-02-05,6499686000
2015-02-06,6568651000
2015-02-09,6639738000
2015-02-10,6604725000
2015-02-11,6495442000
2015-02-12,6499686000
2015-02-13,6610030000
2015-02-17,6685361000
2015-02-18,6647165000
2015-02-19,6878463000
2015-02-20,6625945000
2015-02-23,6540004000
2015-02-24,6411623000
2015-02-25,6425416000
2015-02-26,6457246000
2015-02-27,6431782000
2015-03-02,6558041000
2015-03-03,6545309000
2015-03-04,6439209000
2015-03-05,6432843000
2015-03-06,6414806000
2015-03-09,6407379000
2015-03-10,6255656000
2015-03-11,6376610000
2015-03-12,6366000000
2015-03-13,6178203000
2015-03-16,6187752000
2015-03-17,6188813000
2015-03-18,6368122000
2015-03-19,6252473000
2015-03-20,6247168000
2015-03-23,6207911000
2015-03-24,6132580000
2015-03-25,6048761000
2015-03-26,5996772000
2015-03-27,6027541000
2015-03-30,6216399000
2015-03-31,6226610000
2015-04-01,6199180000
2015-04-02,6059920000
2015-04-06,5964970000
2015-04-07,5859470000
2015-04-08,5876350000
2015-04-09,5788785000
2015-04-10,5802500000
2015-04-13,5790895000
2015-04-14,5738145000
2015-04-15,5847865000
2015-04-16,5912220000
2015-04-17,5885845000
2015-04-20,5896395000
2015-04-21,5902725000
2015-04-22,5893230000
2015-04-23,6000840000
2015-04-24,5874240000
2015-04-27,5819380000
2015-04-28,5800390000
2015-04-29,5788785000
2015-04-30,5711770000
2015-05-01,5838370000
2015-05-04,5882680000
2015-05-05,5666405000
2015-05-06,5541915000
2015-05-07,5605215000
2015-05-08,5638975000
2015-05-11,5625260000
2015-05-12,5379445000
2015-05-13,5311925000
2015-05-14,5387885000
2015-05-15,5938595000
2015-05-18,5846810000
2015-05-19,5756080000
2015-05-20,5738145000
2015-05-21,5744475000
2015-05-22,5725485000
2015-05-26,5523980000
2015-05-27,5593610000
2015-05-28,5520815000
2015-05-29,5380500000
2015-06-01,5401600000
2015-06-02,5484945000
2015-06-03,5508155000
2015-06-04,5391050000
2015-06-05,5407930000
2015-06-08,5284495000
2015-06-09,5257065000
2015-06-10,5353070000
2015-06-11,5330915000
2015-06-12,5320365000
2015-06-15,5283440000
2015-06-16,5240185000
2015-06-17,5213810000
2015-06-18,5344630000
2015-06-19,5160005000
2015-06-22,5152620000
2015-06-23,5211700000
2015-06-24,5089320000
2015-06-25,4836120000
2015-06-26,4884650000
2015-06-29,4746445000
2015-06-30,4527016000
2015-07-01,4529070000
2015-07-02,4550637000
2015-07-06,4480801000
2015-07-07,4538313000
2015-07-08,4335994000
2015-07-09,4292859999
2015-07-10,4354480000
2015-07-13,4337021000
2015-07-14,4369885000
2015-07-15,4408911000
2015-07-16,4457180000
2015-07-17,4539340000
2015-07-20,4326751000
2015-07-21,4220970000
2015-07-22,4341129000
2015-07-23,4224051000
2015-07-24,4167566000
2015-07-27,4167566000
2015-07-28,4246645000
2015-07-29,4313400000
2015-07-30,4404803000
2015-07-31,4460261000
2015-08-03,4452045000
2015-08-04,4629716000
2015-08-05,4502368000
2015-08-06,4567069000
2015-08-07,4332913000
2015-08-10,4541394000
2015-08-11,4276428000
2015-08-12,4457180000
2015-08-13,4455126000
2015-08-14,4525989000
2015-08-17,4816630000
2015-08-18,4776577000
2015-08-19,4708795000
2015-08-20,4571177000
2015-08-21,4342156000
2015-08-24,4176809000
2015-08-25,4126486000
2015-08-26,4231240000
2015-08-27,4476693000
2015-08-28,4531124000
2015-08-31,4532151000
2015-09-01,4387344000
2015-09-02,4463342000
2015-09-03,4507503000
2015-09-04,4341129000
2015-09-08,4511611000
2015-09-09,4518800000
2015-09-10,4523935000
2015-09-11,4601987000
2015-09-14,4519827000
2015-09-15,4677985000
2015-09-16,4755010000
2015-09-17,4822792000
2015-09-18,4595825000
2015-09-21,4570150000
2015-09-22,4420208000
2015-09-23,4384263000
2015-09-24,4542421000
2015-09-25,4619446000
2015-09-28,4347291000
2015-09-29,4345237000
2015-09-30,4346160000
2015-10-01,4407850000
2015-10-02,4533220000
2015-10-05,4630730000
2015-10-06,4617795000
2015-10-07,4843660000
2015-10-08,5017785000
2015-10-09,4927240000
2015-10-12,4901370000
2015-10-13,4880475000
2015-10-14,4908335000
2015-10-15,4992910000
2015-10-16,4959080000
2015-10-19,4938185000
2015-10-20,4970025000
2015-10-21,4965050000
2015-10-22,4908335000
2015-10-23,4954105000
2015-10-26,4974005000
2015-10-27,4838685000
2015-10-28,4964055000
2015-10-29,4962065000
2015-10-30,4969030000
2015-11-02,5203850000
2015-11-03,4611825000
2015-11-04,4500385000
2015-11-05,4298400000
2015-11-06,4494415000
2015-11-09,4278500000
2015-11-10,4151140000
2015-11-11,4159099999
2015-11-12,4038705000
2015-11-13,4030745000
2015-11-16,3951145000
2015-11-17,3974030000
2015-11-18,4066564999
2015-11-19,4108355000
2015-11-20,4078505000
2015-11-23,4041689999
2015-11-24,3906370000
2015-11-25,3908360000
2015-11-27,3875525000
2015-11-30,3720305000
2015-12-01,3752145000
2015-12-02,3635730000
2015-12-03,3552150000
2015-12-04,3543195000
2015-12-07,3518320000
2015-12-08,3356134999
2015-12-09,3450660000
2015-12-10,3537224999
2015-12-11,3428770000
2015-12-14,3291460000
2015-12-15,3357130000
2015-12-16,3511355000
2015-12-17,3471555000
2015-12-18,3476530000
2015-12-21,3493445000
2015-12-22,3576030000
2015-12-23,3615830000
2015-12-24,3676525000
2015-12-28,3593939999
2015-12-29,3666575000
2015-12-30,3577025000
2015-12-31,3492056600
2016-01-04,3471849053
2016-01-05,3407377355
2016-01-06,3222622638
2016-01-07,3034018864
2016-01-08,2953188676
2016-01-11,2895452827
2016-01-12,2819433959
2016-01-13,2616396223
2016-01-14,2589452827
2016-01-15,2427792450
2016-01-19,2379679242
2016-01-20,2393150941
2016-01-21,2431641507
2016-01-22,2509584903
2016-01-25,2439339620
2016-01-26,2648150940
2016-01-27,2566358488
2016-01-28,2490339620
2016-01-29,2527867922
2016-02-01,2546150940
2016-02-02,2337339620
2016-02-03,2434528299
2016-02-04,2556735846
2016-02-05,2492264148
2016-02-08,2368132073
2016-02-09,2395075469
2016-02-10,2471094337
2016-02-11,2376792450
2016-02-12,2500924525
2016-02-16,2655849054
2016-02-17,2852150940
2016-02-18,2814622638
2016-02-19,2795377355
2016-02-22,2856962261
2016-02-23,2885830185
2016-02-24,2120830186
2016-02-25,2286339620
2016-02-26,2378716978
2016-02-29,2467245280
2016-03-01,2562509431
2016-03-02,2673169808
2016-03-03,2717433959
2016-03-04,2744377355
2016-03-07,2708773582
2016-03-08,2542301884
2016-03-09,2559622639
2016-03-10,2489377356
2016-03-11,2643339620
2016-03-14,2599075469
2016-03-15,2531716978
2016-03-16,2609660374
2016-03-17,2752075469
2016-03-18,2789603770
2016-03-21,2790566035
2016-03-22,2791528299
2016-03-23,2650075469
2016-03-24,2602924525
2016-03-28,2476867922
2016-03-29,2565396223
2016-03-30,2533641506
2016-03-31,2569104000
2016-04-01,2478021000
2016-04-04,2395389000
2016-04-05,2355012000
2016-04-06,2356890000
2016-04-07,2278953000
2016-04-08,2319330000
2016-04-11,2130591000
2016-04-12,2103359999
2016-04-13,2262990000
2016-04-14,2193504000
2016-04-15,2153127000
2016-04-18,2189748000
2016-04-19,2168151000
2016-04-20,2179419000
2016-04-21,2257356000
2016-04-22,2351256000
2016-04-25,2253600000
2016-04-26,2289282000
2016-04-27,2390694000
2016-04-28,2359707000
2016-04-29,2356890000
2016-05-02,2312757000
2016-05-03,2210406000
2016-05-04,2348439000
2016-05-05,2385060000
2016-05-06,2456424000
2016-05-09,2421681000
2016-05-10,2478021000
2016-05-11,2454546000
2016-05-12,2327781000
2016-05-13,2264868000
2016-05-16,2349378000
2016-05-17,2437644000
2016-05-18,2455485000
2016-05-19,2469570000
2016-05-20,2567226000
2016-05-23,2568165000
2016-05-24,2555958000
2016-05-25,2651736000
2016-05-26,2650797000
2016-05-27,2703381000
2016-05-31,2817000000
2016-06-01,2859255000
2016-06-02,2928741000
2016-06-03,2852682000
2016-06-06,3058323000
2016-06-07,3217014000
2016-06-08,3225465000
2016-06-09,3211380000
2016-06-10,3085554000
2016-06-13,3004800000
2016-06-14,2946582000
2016-06-15,2988837000
2016-06-16,2973813000
2016-06-17,3006678000
2016-06-20,3117480000
2016-06-21,3145650000
2016-06-22,3142833000
2016-06-23,3268659000
2016-06-24,2977569000
2016-06-27,2679906000
2016-06-28,2734368000
2016-06-29,2889303000
2016-06-30,2913591999
2016-07-01,2932576000
2016-07-05,2824096000
2016-07-06,2758104000
2016-07-07,2793360000
2016-07-08,3128744000
2016-07-11,3140496000
2016-07-12,3211912000
2016-07-13,3204680000
2016-07-14,3254400000
2016-07-15,3277000000
2016-07-18,3318584000
2016-07-19,3282424000
2016-07-20,3340280000
2016-07-21,3335760000
2016-07-22,3416216000
2016-07-25,3408080000
2016-07-26,3437912000
2016-07-27,3376440000
2016-07-28,3320391999
2016-07-29,3320391999
2016-08-01,3254400000
2016-08-02,3142304000
2016-08-03,3334856000
2016-08-04,3442432000
2016-08-05,3467744000
2016-08-08,3505712000
2016-08-09,3465936000
2016-08-10,3418024000
2016-08-11,3342991999
2016-08-12,3288752000
2016-08-15,3352032000
2016-08-16,3299600000
2016-08-17,3292368000
2016-08-18,3356552000
2016-08-19,3348416000
2016-08-22,3349319999
2016-08-23,3356552000
2016-08-24,3254400000
2016-08-25,3201968000
2016-08-26,3222760000
2016-08-29,3282424000
2016-08-30,3248072000
2016-08-31,3266152000
2016-09-01,3260728000
2016-09-02,3244456000
2016-09-06,3250784000
2016-09-07,3435200000
2016-09-08,3455088000
2016-09-09,3269768000
2016-09-12,3249880000
2016-09-13,3046480000
2016-09-14,3109760000
2016-09-15,3171232000
2016-09-16,3406272000
2016-09-19,3393616000
2016-09-20,3345704000
2016-09-21,3451472000
2016-09-22,3474976000
2016-09-23,3389096000
2016-09-26,3519272000
2016-09-27,3233608000
2016-09-28,3147728000
2016-09-29,3049191999
2016-09-30,2983704414
2016-10-03,2946200968
2016-10-04,2895614924
2016-10-05,2964516604
2016-10-06,2939223582
2016-10-07,2839795841
2016-10-10,2956667046
2016-10-11,2845901053
2016-10-12,2814502819
2016-10-13,2752578524
2016-10-14,2725541156
2016-10-17,2749962005
2016-10-18,2795315009
2016-10-19,2805781087
2016-10-20,2767405468
2016-10-21,2736879407
2016-10-24,2807525434
2016-10-25,2788337624
2016-10-26,2826713243
2016-10-27,2780488065
2016-10-28,2825841070
2016-10-31,2822352378
2016-11-01,2833690629
2016-11-02,2821480204
2016-11-03,3182559897
2016-11-04,3290709370
2016-11-07,3401475363
2016-11-08,3078771290
2016-11-09,3133718199
2016-11-10,3305536314
2016-11-11,3317746738
2016-11-14,3403219709
2016-11-15,3486948333
2016-11-16,3381415380
2016-11-17,3381415380
2016-11-18,3356122358
2016-11-21,3391881458
2016-11-22,3458166619
2016-11-23,3463399658
2016-11-25,3466888350
2016-11-28,3389264938
2016-11-29,3343911933
2016-11-30,3339551067
2016-12-01,3386648419
2016-12-02,3354378011
2016-12-05,3415430133
2016-12-06,3549744801
2016-12-07,3578526516
2016-12-08,3534045684
2016-12-09,3528812645
2016-12-12,3276754599
2016-12-13,3299431102
2016-12-14,3150289490
2016-12-15,3240995499
2016-12-16,3343039760
2016-12-19,3351761492
2016-12-20,3443339675
2016-12-21,3396242323
2016-12-22,3253205924
2016-12-23,3331701509
2016-12-27,3280243292
2016-12-28,3208725092
2016-12-29,3244484192
2016-12-30,3199131187
2017-01-03,3207432000
2017-01-04,3199728000
2017-01-05,3077320000
2017-01-06,3114984000
2017-01-09,3013976000
2017-01-10,3071328000
2017-01-11,3168912000
2017-01-12,3092728000
2017-01-13,3122687999
2017-01-17,3107279999
2017-01-18,3202295999
2017-01-19,3088448000
2017-01-20,3089304000
2017-01-23,3138952000
2017-01-24,3212568000
2017-01-25,3339256000
2017-01-26,3305016000
2017-01-27,3359800000
2017-01-30,3276768000
2017-01-31,3186032000
2017-02-01,3235679999
2017-02-02,3192879999
2017-02-03,3227120000
2017-02-06,3153504000
2017-02-07,3169768000
2017-02-08,3144087999
2017-02-09,3202295999
2017-02-10,3221128000
2017-02-13,3215136000
2017-02-14,3288752000
2017-02-15,3480495999
2017-02-16,3061056000
2017-02-17,2889856000
2017-02-21,2954912000
2017-02-22,2938648000
2017-02-23,2859040000
2017-02-24,2778576000
2017-02-27,2844487999
2017-02-28,2960048000
2017-03-01,2945495999
2017-03-02,2925808000
2017-03-03,2950632000
2017-03-06,2774295999
2017-03-07,2746904000
2017-03-08,2764879999
2017-03-09,2770016000
2017-03-10,2828224000
2017-03-13,2810248000
2017-03-14,2782000000
2017-03-15,2906976000
2017-03-16,2932656000
2017-03-17,2799120000
2017-03-20,2741768000
2017-03-21,2529480000
2017-03-22,2509792000
2017-03-23,2444736000
2017-03-24,2437032000
2017-03-27,2416488000
2017-03-28,2447304000
2017-03-29,2491816000
2017-03-30,2518352000
2017-03-31,2484720000
2017-04-03,2348640000
2017-04-04,2345280000
2017-04-05,2276400000
2017-04-06,2323440000
2017-04-07,2309160000
2017-04-10,2388960000
2017-04-11,2398200000
2017-04-12,2341920000
2017-04-13,2331840000
2017-04-17,2399880000
2017-04-18,2409960000
2017-04-19,2463720000
2017-04-20,2478840000
2017-04-21,2467920000
2017-04-24,2563680000
2017-04-25,2590560000
2017-04-26,2662800000
2017-04-27,2712360000
2017-04-28,2562000000
2017-05-01,2599800000
2017-05-02,2645160000
2017-05-03,2590560000
2017-05-04,2500680000
2017-05-05,2488080000
2017-05-08,2301600000
2017-05-09,2299080000
2017-05-10,2219280000
2017-05-11,2137800000
2017-05-12,2102520000
2017-05-15,1994159999
2017-05-16,1996680000
2017-05-17,1857240000
2017-05-18,1809360000
2017-05-19,1879920000
2017-05-22,1986599999
2017-05-23,1879920000
2017-05-24,1875719999
2017-05-25,1879920000
2017-05-26,1852200000
2017-05-30,1878240000
2017-05-31,1922760000
2017-06-01,1932000000
2017-06-02,1923599999
2017-06-05,1800960000
2017-06-06,1816920000
2017-06-07,1829520000
2017-06-08,1823640000
2017-06-09,1814400000
2017-06-12,1874040000
2017-06-13,1937040000
2017-06-14,2049599999
2017-06-15,1947960000
2017-06-16,1836240000
2017-06-19,1895040000
2017-06-20,1816080000
2017-06-21,1839599999
2017-06-22,1932840000
2017-06-23,2036159999
2017-06-26,2324280000
2017-06-27,2138640000
2017-06-28,2183160000
2017-06-29,2221800000
2017-06-30,2252502000
2017-07-03,2289672000
2017-07-05,2299584000
2017-07-06,2245894000
2017-07-07,2363186000
2017-07-10,2363186000
2017-07-11,2329320000
2017-07-12,2443308000
2017-07-13,2606030000
2017-07-14,2634114000
2017-07-17,2598596000
2017-07-18,2593640000
2017-07-19,2695238000
2017-07-20,2692760000
2017-07-21,2672936000
2017-07-24,2678718000
2017-07-25,2721670000
2017-07-26,2701020000
2017-07-27,2718365999
2017-07-28,2692760000
2017-07-31,2542428000
2017-08-01,2622550000
2017-08-02,2555644000
2017-08-03,2553166000
2017-08-04,2660546000
2017-08-07,2758014000
2017-08-08,2485434000
2017-08-09,2671284000
2017-08-10,2667154000
2017-08-11,2873654000
2017-08-14,2886044000
2017-08-15,2891000000
2017-08-16,2804270000
2017-08-17,2734060000
2017-08-18,2665502000
2017-08-21,2667980000
2017-08-22,2749754000
2017-08-23,2773708000
2017-08-24,2791880000
2017-08-25,2648156000
2017-08-28,2700194000
2017-08-29,2763796000
2017-08-30,2895956000
2017-08-31,2992597999
2017-09-01,3022334000
2017-09-05,2882740000
2017-09-06,2972774000
2017-09-07,3033072000
2017-09-08,3117324000
2017-09-11,3089240000
2017-09-12,3070242000
2017-09-13,3123932000
2017-09-14,2913302000
2017-09-15,2901738000
2017-09-18,2989294000
2017-09-19,3026464000
2017-09-20,3132192000
2017-09-21,3145408000
2017-09-22,3175144000
2017-09-25,3100804000
2017-09-26,3132192000
2017-09-27,3152842000
2017-09-28,3162754000
2017-09-29,3143756000
2017-10-02,3175578000
2017-10-03,3164196000
2017-10-04,3186147000
2017-10-05,3145497000
2017-10-06,3161757000
2017-10-09,3212163000
2017-10-10,3271512000
2017-10-11,3319479000
2017-10-12,3350373000
2017-10-13,3354438000
2017-10-16,3353625000
2017-10-17,3350373000
2017-10-18,3355251000
2017-10-19,3344682000
2017-10-20,3349560000
2017-10-23,3333300000
2017-10-24,3354438000
2017-10-25,3343869000
2017-10-26,3356877000
2017-10-27,3354438000
2017-10-30,3369072000
2017-10-31,3353625000
2017-11-01,3345495000
2017-11-02,3330048000
2017-11-03,3330861000
2017-11-06,3367446000
2017-11-07,2858507999
2017-11-08,2872329000
2017-11-09,2756070000
2017-11-10,2720298000
2017-11-13,2708916000
2017-11-14,2647128000
2017-11-15,2716232999
2017-11-16,2791029000
2017-11-17,2846313000
2017-11-20,2912166000
2017-11-21,2915418000
2017-11-22,2826801000
2017-11-24,2830053000
2017-11-27,2886150000
2017-11-28,2954442000
2017-11-29,3076392000
2017-11-30,3097530000
2017-12-01,3254439000
2017-12-04,3230048999
2017-12-05,3194277000
2017-12-06,3212163000
2017-12-07,3315414000
2017-12-08,3297528000
2017-12-11,3346307999
2017-12-12,3378828000
2017-12-13,3471510000
2017-12-14,3459315000
2017-12-15,3570696000
2017-12-18,3699150000
2017-12-19,3604842000
2017-12-20,3599151000
2017-12-21,3637362000
2017-12-22,3671507999
2017-12-26,3637362000
2017-12-27,3617037000
2017-12-28,3617850000
2017-12-29,3567444000
2018-01-02,3579083308
2018-01-03,3529944420
2018-01-04,3505777753
2018-01-05,3582305530
2018-01-08,3616138863
2018-01-09,3576666642
2018-01-10,3615333308
2018-01-11,3866666640
2018-01-12,3959305528
2018-01-16,3424416643
2018-01-17,3455833309
2018-01-18,3492083309
2018-01-19,3687833307
2018-01-22,3679777752
2018-01-23,3685416641
2018-01-24,3618555530
2018-01-25,3629833308
2018-01-26,3741805529
2018-01-29,3738583307
2018-01-30,3689444419
2018-01-31,3621777752
2018-02-01,3604861086
2018-02-02,3513833309
2018-02-05,3378499976
2018-02-06,3530749975
2018-02-07,3565388864
2018-02-08,3252833310
2018-02-09,3301166643
2018-02-12,3284249977
2018-02-13,3231888866
2018-02-14,3119916645
2018-02-15,3125555534
2018-02-16,3223833311
2018-02-20,3217388866
2018-02-21,3138444422
2018-02-22,3560555531
2018-02-23,3691861085
2018-02-26,3730527752
2018-02-27,3644333308
2018-02-28,3639499974
2018-03-01,3570222197
2018-03-02,3668499974
2018-03-05,3688638863
2018-03-06,3771611085
2018-03-07,3723277752
2018-03-08,3713611085
2018-03-09,3840083306
2018-03-12,3890027750
2018-03-13,3896472195
2018-03-14,3906138861
2018-03-15,3924666639
2018-03-16,3941583306
2018-03-19,3968972194
2018-03-20,4055972194
2018-03-21,3979444417
2018-03-22,3871499973
2018-03-23,3705555530
2018-03-26,3815916640
2018-03-27,3781277751
2018-03-28,3811083307
2018-03-29,3773222196
2018-04-02,3735603000
2018-04-03,3892968000
2018-04-04,3953493000
2018-04-05,3994650000
2018-04-06,3893775000
2018-04-09,3879249000
2018-04-10,4017246000
2018-04-11,3898617000
2018-04-12,4000299000
2018-04-13,3933318000
2018-04-16,4002720000
2018-04-17,3839706000
2018-04-18,3890547000
2018-04-19,3920406000
2018-04-20,3802584000
2018-04-23,3837285000
2018-04-24,3841320000
2018-04-25,3878442000
2018-04-26,3918792000
2018-04-27,3953493000
2018-04-30,3987386999
2018-05-01,3868758000
2018-05-02,3952685999
2018-05-03,3495924000
2018-05-04,3612132000
2018-05-07,3588729000
2018-05-08,3505608000
2018-05-09,3378909000
2018-05-10,3474942000
2018-05-11,3502380000
2018-05-14,3502380000
2018-05-15,3473328000
2018-05-16,3536274000
2018-05-17,3611325000
2018-05-18,3389400000
2018-05-21,3472521000
2018-05-22,3449118000
2018-05-23,3458802000
2018-05-24,3471714000
2018-05-25,3398277000
2018-05-29,3256245000
2018-05-30,3202176000
2018-05-31,3146493000
2018-06-01,3101301000
2018-06-04,3084354000
2018-06-05,3052881000
2018-06-06,3082740000
2018-06-07,3135195000
2018-06-08,3172317000
2018-06-11,3303858000
2018-06-12,3453960000
2018-06-13,3401505000
2018-06-14,3383751000
2018-06-15,3330489000
2018-06-18,3344208000
2018-06-19,3343401000
2018-06-20,3377295000
2018-06-21,3328875000
2018-06-22,3374067000
2018-06-25,3119861999
2018-06-26,2818851000
2018-06-27,2696186999
2018-06-28,2596926000
2018-06-29,2622750000
2018-07-02,2561788000
2018-07-03,2562576000
2018-07-05,2627980000
2018-07-06,2632707999
2018-07-09,2731996000
2018-07-10,2601188000
2018-07-11,2512144000
2018-07-12,2501900000
2018-07-13,2513720000
2018-07-16,2505052000
2018-07-17,2520024000
2018-07-18,2546028000
2018-07-19,2577548000
2018-07-20,2580700000
2018-07-23,2589368000
2018-07-24,2596460000
2018-07-25,2635072000
2018-07-26,2636648000
2018-07-27,2619312000
2018-07-30,2680776000
2018-07-31,2746180000
2018-08-01,2674472000
2018-08-02,2708356000
2018-08-03,2798976000
2018-08-06,2819464000
2018-08-07,3052712000
2018-08-08,2588580000
2018-08-09,2713084000
2018-08-10,2656348000
2018-08-13,2685504000
2018-08-14,2743816000
2018-08-15,2691020000
2018-08-16,2717812000
2018-08-17,2754060000
2018-08-20,2739088000
2018-08-21,2770607999
