,SCHW
2000-05-04,40701306000
2000-05-05,40015406000
2000-05-08,39384378000
2000-05-09,38931684000
2000-05-10,36873984000
2000-05-11,36462444000
2000-05-12,38355528000
2000-05-15,39672456000
2000-05-16,41785028000
2000-05-17,40015406000
2000-05-18,40234894000
2000-05-19,38300656000
2000-05-22,38355528000
2000-05-23,37491294000
2000-05-24,35214106000
2000-05-25,33842306000
2000-05-26,33842306000
2000-05-30,36188084000
2000-05-31,38753350000
2000-06-01,39096300000
2000-06-02,45955300000
2000-06-05,44240550000
2000-06-06,43979908000
2000-06-07,44322858000
2000-06-08,41839900000
2000-06-09,40646434000
2000-06-12,39617584000
2000-06-13,41579258000
2000-06-14,44583500000
2000-06-15,45187092000
2000-06-16,46133634000
2000-06-19,47327100000
2000-06-20,47848384000
2000-06-21,46901842000
2000-06-22,45790684000
2000-06-23,44926450000
2000-06-26,45790684000
2000-06-27,45269400000
2000-06-28,44583500000
2000-06-29,45955300000
2000-06-30,47586450000
2000-07-03,45902600000
2000-07-05,46256350000
2000-07-06,46426150000
2000-07-07,46610100000
2000-07-10,46525200000
2000-07-11,49171250000
2000-07-12,51293750000
2000-07-13,51732400000
2000-07-14,55453850000
2000-07-17,52708750000
2000-07-18,54123750000
2000-07-19,51477700000
2000-07-20,53416250000
2000-07-21,52538950000
2000-07-24,51378650000
2000-07-25,52793650000
2000-07-26,51562600000
2000-07-27,51647500000
2000-07-28,48110000000
2000-07-31,51123950000
2000-08-01,53685100000
2000-08-02,52708750000
2000-08-03,51378650000
2000-08-04,54477500000
2000-08-07,54307700000
2000-08-08,54208650000
2000-08-09,54477500000
2000-08-10,52439900000
2000-08-11,55185000000
2000-08-14,56600000000
2000-08-15,53416250000
2000-08-16,53062500000
2000-08-17,55538750000
2000-08-18,52793650000
2000-08-21,53854900000
2000-08-22,53600200000
2000-08-23,52355000000
2000-08-24,52355000000
2000-08-25,50770200000
2000-08-28,51831450000
2000-08-29,53416250000
2000-08-30,52892700000
2000-08-31,54392600000
2000-09-01,52355000000
2000-09-05,53770000000
2000-09-06,55015200000
2000-09-07,54123750000
2000-09-08,53147400000
2000-09-11,53770000000
2000-09-12,53062500000
2000-09-13,53062500000
2000-09-14,52355000000
2000-09-15,49878750000
2000-09-18,45633750000
2000-09-19,47317600000
2000-09-20,46850650000
2000-09-21,42450000000
2000-09-22,49525000000
2000-09-25,48110000000
2000-09-26,46695000000
2000-09-27,46695000000
2000-09-28,49525000000
2000-09-29,50190050000
2000-10-02,48500000010
2000-10-03,46504571438
2000-10-04,46601571438
2000-10-05,47640857152
2000-10-06,42957142866
2000-10-09,40365857151
2000-10-10,40615285722
2000-10-11,39922428579
2000-10-12,37594428579
2000-10-13,43483714294
2000-10-16,43650000009
2000-10-17,42444428580
2000-10-18,40268857151
2000-10-19,42957142866
2000-10-20,43650000009
2000-10-23,43137285723
2000-10-24,43566857151
2000-10-25,43040285723
2000-10-26,42790857151
2000-10-27,43386714294
2000-10-30,46504571438
2000-10-31,48680142867
2000-11-01,48153571438
2000-11-02,48680142867
2000-11-03,48333714295
2000-11-06,49026571438
2000-11-07,49026571438
2000-11-08,47724000009
2000-11-09,47543857152
2000-11-10,43913285723
2000-11-13,42874000008
2000-11-14,42874000008
2000-11-15,43830142866
2000-11-16,43137285723
2000-11-17,40878571437
2000-11-20,39229571436
2000-11-21,39326571436
2000-11-22,36458142864
2000-11-24,38716857150
2000-11-27,38980142865
2000-11-28,38370428579
2000-11-29,40019428579
2000-11-30,38370428579
2000-12-01,37843857150
2000-12-04,36111714293
2000-12-05,41225000008
2000-12-06,40449000008
2000-12-07,39576000008
2000-12-08,42527571437
2000-12-11,44689285723
2000-12-12,42527571437
2000-12-13,41751571437
2000-12-14,40961714294
2000-12-15,39839285722
2000-12-18,41488285722
2000-12-19,41141857151
2000-12-20,38980142865
2000-12-21,38536714293
2000-12-22,39576000008
2000-12-26,40532142865
2000-12-27,39839285722
2000-12-28,40532142865
2000-12-29,39326571436
2001-01-02,36111714293
2001-01-03,45562285723
2001-01-04,41571428580
2001-01-05,41058714294
2001-01-08,40102571436
2001-01-09,38190285722
2001-01-10,37843857150
2001-01-11,40615285722
2001-01-12,39492857151
2001-01-16,38800000008
2001-01-17,39146428579
2001-01-18,37940857150
2001-01-19,39229571436
2001-01-22,39492857151
2001-01-23,38370428579
2001-01-24,39063285722
2001-01-25,40019428579
2001-01-26,38633714293
2001-01-29,39603714293
2001-01-30,37816142864
2001-01-31,36596714293
2001-02-01,37746857150
2001-02-02,36929285721
2001-02-05,36014714293
2001-02-06,35529714293
2001-02-07,33243285721
2001-02-08,34601285721
2001-02-09,33950000007
2001-02-12,35197142864
2001-02-13,35543571435
2001-02-14,34310285721
2001-02-15,33811428578
2001-02-16,31857571435
2001-02-20,30277857149
2001-02-21,29418714291
2001-02-22,30000714291
2001-02-23,28157714291
2001-02-26,28753571434
2001-02-27,30416428577
2001-02-28,28961428577
2001-03-01,28407142863
2001-03-02,27714285720
2001-03-05,27561857148
2001-03-06,28199285720
2001-03-07,28254714291
2001-03-08,27160000005
2001-03-09,25275428576
2001-03-12,23418571433
2001-03-13,24915142862
2001-03-14,23612571433
2001-03-15,24804285719
2001-03-16,22850428576
2001-03-19,24319285719
2001-03-20,23557142862
2001-03-21,22032857147
2001-03-22,21062857147
2001-03-23,22171428576
2001-03-26,22379285718
2001-03-27,22739571433
2001-03-28,21935857147
2001-03-29,21187571432
2001-03-30,21367714290
2001-04-02,21857142855
2001-04-03,20793428569
2001-04-04,19685999998
2001-04-05,22643999997
2001-04-06,22002857140
2001-04-09,21740571426
2001-04-10,23926285711
2001-04-11,25062857140
2001-04-12,27161142854
2001-04-16,26228571426
2001-04-17,26417999997
2001-04-18,30599999997
2001-04-19,30133714282
2001-04-20,29273999997
2001-04-23,27539999997
2001-04-24,27889714282
2001-04-25,27875142854
2001-04-26,28239428568
2001-04-27,29477999997
2001-04-30,28851428568
2001-05-01,29069999997
2001-05-02,30745714282
2001-05-03,29113714282
2001-05-04,30133714282
2001-05-07,29536285711
2001-05-08,29259428568
2001-05-09,28647428568
2001-05-10,29215714282
2001-05-11,28793142854
2001-05-14,28559999997
2001-05-15,28559999997
2001-05-16,29507142854
2001-05-17,29171999997
2001-05-18,28341428568
2001-05-21,30235714282
2001-05-22,30862285711
2001-05-23,30133714282
2001-05-24,30454285711
2001-05-25,30308571425
2001-05-29,28793142854
2001-05-30,27175714283
2001-05-31,27394285711
2001-06-01,26796857140
2001-06-04,26884285711
2001-06-05,28312285711
2001-06-06,27161142854
2001-06-07,26957142854
2001-06-08,26519999997
2001-06-11,25805999997
2001-06-12,26505428568
2001-06-13,25281428568
2001-06-14,23357999997
2001-06-15,22833428569
2001-06-18,22177714283
2001-06-19,22541999997
2001-06-20,22090285712
2001-06-21,22629428569
2001-06-22,22731428569
2001-06-25,22439999997
2001-06-26,23328857140
2001-06-27,23401714283
2001-06-28,23969999997
2001-06-29,22949999997
2001-07-02,22320000000
2001-07-03,22180500000
2001-07-05,22236300000
2001-07-06,21036600000
2001-07-09,21204000000
2001-07-10,20841300000
2001-07-11,19725300000
2001-07-12,20952900000
2001-07-13,21245850000
2001-07-16,20157750000
2001-07-17,21608550000
2001-07-18,20952900000
2001-07-19,21427200000
2001-07-20,21190050000
2001-07-23,20729700000
2001-07-24,20367000000
2001-07-25,20367000000
2001-07-26,20771550000
2001-07-27,21120300000
2001-07-30,20673900000
2001-07-31,20911050000
2001-08-01,21273750000
2001-08-02,21287700000
2001-08-03,21231900000
2001-08-06,20925000000
2001-08-07,20213550000
2001-08-08,19613700000
2001-08-09,19543950000
2001-08-10,19292850000
2001-08-13,18525600000
2001-08-14,18525600000
2001-08-15,18651150000
2001-08-16,17953650000
2001-08-17,17786250000
2001-08-20,17493300000
2001-08-21,17465400000
2001-08-22,17842050000
2001-08-23,17674650000
2001-08-24,18679050000
2001-08-27,18148950000
2001-08-28,17172450000
2001-08-29,17018999999
2001-08-30,16809750000
2001-08-31,17381700000
2001-09-04,17228250000
2001-09-05,17270100000
2001-09-06,16781850000
2001-09-07,16558649999
2001-09-10,16419150000
2001-09-17,14047650000
2001-09-18,13963950000
2001-09-19,13182749999
2001-09-20,12471300000
2001-09-21,13252500000
2001-09-24,14228999999
2001-09-25,14326650000
2001-09-26,14089500000
2001-09-27,14856750000
2001-09-28,16042500000
2001-10-01,15076689999
2001-10-02,15784060000
2001-10-03,15465050000
2001-10-04,15756320000
2001-10-05,15257000000
2001-10-08,15257000000
2001-10-09,14688330000
2001-10-10,15243130000
2001-10-11,16130810000
2001-10-12,15534399999
2001-10-15,15257000000
2001-10-16,16782700000
2001-10-17,16990750000
2001-10-18,17351370000
2001-10-19,17711990000
2001-10-22,19223820000
2001-10-23,18890940000
2001-10-24,17975520000
2001-10-25,18710630000
2001-10-26,19279300000
2001-10-29,18377750000
2001-10-30,17767470000
2001-10-31,17864560000
2001-11-01,18336140000
2001-11-02,18488710000
2001-11-05,19279300000
2001-11-06,19834100000
2001-11-07,21290450000
2001-11-08,20458250000
2001-11-09,20971440000
2001-11-12,20555340000
2001-11-13,21956210000
2001-11-14,21581720000
2001-11-15,20943700000
2001-11-16,20111500000
2001-11-19,20707910000
2001-11-20,20111500000
2001-11-21,19556700000
2001-11-23,20083760000
2001-11-26,20818870000
2001-11-27,21082400000
2001-11-28,19972800000
2001-11-29,19945060000
2001-11-30,19917320000
2001-12-03,19223820000
2001-12-04,19903450000
2001-12-05,21484630000
2001-12-06,21970080000
2001-12-07,21664940000
2001-12-10,21581720000
2001-12-11,21983950000
2001-12-12,21359800000
2001-12-13,21720420000
2001-12-14,21623330000
2001-12-17,21082400000
2001-12-18,21221100000
2001-12-19,21872990000
2001-12-20,21221100000
2001-12-21,21567850000
2001-12-24,21318190000
2001-12-26,21443020000
2001-12-27,21845250000
2001-12-28,21831380000
2001-12-31,21487830000
2002-01-02,21612840000
2002-01-03,23404650000
2002-01-04,25127010000
2002-01-07,24085260000
2002-01-08,23668560000
2002-01-09,23918580000
2002-01-10,23112960000
2002-01-11,23543550000
2002-01-14,22251780000
2002-01-15,22237890000
2002-01-16,20876670000
2002-01-17,21557280000
2002-01-18,20654430000
2002-01-22,19612680000
2002-01-23,19237650000
2002-01-24,19251540000
2002-01-25,19862700000
2002-01-28,19834920000
2002-01-29,18057000000
2002-01-30,18820950000
2002-01-31,19959930000
2002-02-01,19709910000
2002-02-04,18473700000
2002-02-05,18626490000
2002-02-06,19237650000
2002-02-07,19195980000
2002-02-08,19654350000
2002-02-11,20071050000
2002-02-12,19654350000
2002-02-13,20584980000
2002-02-14,20821110000
2002-02-15,19446000000
2002-02-19,18320910000
2002-02-20,19376550000
2002-02-21,18751500000
2002-02-22,18334800000
2002-02-25,18543150000
2002-02-26,18320910000
2002-02-27,18209790000
2002-02-28,18112560000
2002-03-01,19029300000
2002-03-04,20348850000
2002-03-05,21196140000
2002-03-06,21251700000
2002-03-07,21251700000
2002-03-08,21598950000
2002-03-11,21696180000
2002-03-12,21182250000
2002-03-13,20557200000
2002-03-14,20168280000
2002-03-15,19668240000
2002-03-18,20223840000
2002-03-19,20126610000
2002-03-20,19182090000
2002-03-21,19182090000
2002-03-22,18793170000
2002-03-25,18223680000
2002-03-26,18140340000
2002-03-27,18209790000
2002-03-28,18182010000
2002-04-01,18005000000
2002-04-02,17520250000
2002-04-03,17174000000
2002-04-04,17007800000
2002-04-05,17104750000
2002-04-08,17381750000
2002-04-09,17007800000
2002-04-10,17520250000
2002-04-11,16827750000
2002-04-12,17312500000
2002-04-15,17423300000
2002-04-16,18101950000
2002-04-17,18060400000
2002-04-18,17312500000
2002-04-19,17340200000
2002-04-22,16689250000
2002-04-23,16204499999
2002-04-24,15719750000
2002-04-25,15733600000
2002-04-26,15248850000
2002-04-29,15304250000
2002-04-30,15775150000
2002-05-01,15927500000
2002-05-02,15442750000
2002-05-03,14819499999
2002-05-06,13877700000
2002-05-07,13642250000
2002-05-08,15581250000
2002-05-09,15373500000
2002-05-10,15165749999
2002-05-13,15872100000
2002-05-14,16716950000
2002-05-15,16883150000
2002-05-16,17007800000
2002-05-17,17423300000
2002-05-20,16786199999
2002-05-21,16481500000
2002-05-22,16412250000
2002-05-23,16744650000
2002-05-24,16606150000
2002-05-28,16993950000
2002-05-29,16827750000
2002-05-30,16370700000
2002-05-31,16744650000
2002-06-03,16079850000
2002-06-04,16135250000
2002-06-05,17146300000
2002-06-06,17104750000
2002-06-07,17312500000
2002-06-10,17644900000
2002-06-11,16633850000
2002-06-12,15982899999
2002-06-13,15442750000
2002-06-14,15581250000
2002-06-17,16869300000
2002-06-18,17174000000
2002-06-19,16620000000
2002-06-20,16426100000
2002-06-21,15830550000
2002-06-24,16162950000
2002-06-25,15650500000
2002-06-26,15650500000
2002-06-27,16273750000
2002-06-28,15511999999
2002-07-01,14938000000
2002-07-02,14544180000
2002-07-03,14666400000
2002-07-05,15657740000
2002-07-08,15209599999
2002-07-09,14530599999
2002-07-10,14055300000
2002-07-11,14421959999
2002-07-12,14530599999
2002-07-15,14639240000
2002-07-16,14218260000
2002-07-17,14326900000
2002-07-18,14123200000
2002-07-19,13973819999
2002-07-22,13036800000
2002-07-23,11909660000
2002-07-24,12765200000
2002-07-25,12222000000
2002-07-26,12181260000
2002-07-29,13240500000
2002-07-30,12670140000
2002-07-31,12154099999
2002-08-01,11284980000
2002-08-02,11217080000
2002-08-05,10538080000
2002-08-06,10415860000
2002-08-07,10633140000
2002-08-08,11217080000
2002-08-09,11638060000
2002-08-12,11488680000
2002-08-13,11665220000
2002-08-14,12072620000
2002-08-15,12072620000
2002-08-16,12154099999
2002-08-19,12955319999
2002-08-20,12561500000
2002-08-21,12968900000
2002-08-22,13457780000
2002-08-23,12873840000
2002-08-26,13023220000
2002-08-27,12833099999
2002-08-28,12303480000
2002-08-29,12452860000
2002-08-30,12466440000
2002-09-03,11638060000
2002-09-04,12602240000
2002-09-05,12167680000
2002-09-06,12656560000
2002-09-09,13308400000
2002-09-10,13688640000
2002-09-11,13607160000
2002-09-12,12833099999
2002-09-13,13593580000
2002-09-16,13267660000
2002-09-17,12452860000
2002-09-18,12317060000
2002-09-19,11746700000
2002-09-20,12289900000
2002-09-23,12222000000
2002-09-24,11746700000
2002-09-25,12222000000
2002-09-26,12873840000
2002-09-27,12154099999
2002-09-30,11779799999
2002-10-01,12158920000
2002-10-02,11942280000
2002-10-03,11129880000
2002-10-04,10601820000
2002-10-07,9830040000
2002-10-08,10655980000
2002-10-09,10642440000
2002-10-10,10818460000
2002-10-11,11982900000
2002-10-14,12009979999
2002-10-15,13255659999
2002-10-16,12091220000
2002-10-17,12795299999
2002-10-18,12429720000
2002-10-21,12808840000
2002-10-22,12443260000
2002-10-23,12619280000
2002-10-24,12524500000
2002-10-25,12930700000
2002-10-28,12957780000
2002-10-29,12592200000
2002-10-30,12835920000
2002-10-31,12429720000
2002-11-01,12998400000
2002-11-04,12971320000
2002-11-05,13147340000
2002-11-06,13526460000
2002-11-07,13296280000
2002-11-08,13147340000
2002-11-11,12808840000
2002-11-12,13201500000
2002-11-13,13039020000
2002-11-14,14853380000
2002-11-15,15557460000
2002-11-18,15300200000
2002-11-19,14894000000
2002-11-20,15489760000
2002-11-21,15760560000
2002-11-22,15909500000
2002-11-25,15909500000
2002-11-26,15070020000
2002-11-27,15652240000
2002-11-29,15625159999
2002-12-02,15760560000
2002-12-03,15327280000
2002-12-04,15042940000
2002-12-05,14460720000
2002-12-06,14866920000
2002-12-09,14122220000
2002-12-10,14528420000
2002-12-11,14596120000
2002-12-12,14921080000
2002-12-13,14501340000
2002-12-16,15462680000
2002-12-17,15435600000
2002-12-18,15042940000
2002-12-19,14569040000
2002-12-20,15435600000
2002-12-23,15571000000
2002-12-24,15151260000
2002-12-26,15205420000
2002-12-27,14596120000
2002-12-30,14609659999
2002-12-31,14723450000
2003-01-02,15578360000
2003-01-03,15999029999
2003-01-06,16663960000
2003-01-07,16351850000
2003-01-08,15605500000
2003-01-09,16419700000
2003-01-10,16541830000
2003-01-13,16148300000
2003-01-14,16799660000
2003-01-15,16487550000
2003-01-16,16460410000
2003-01-17,15931180000
2003-01-21,14221360000
2003-01-22,12905070000
2003-01-23,13244320000
2003-01-24,12864360000
2003-01-27,12905070000
2003-01-28,12972920000
2003-01-29,12932210000
2003-01-30,12402980000
2003-01-31,12511540000
2003-02-03,12579390000
2003-02-04,11995880000
2003-02-05,11955170000
2003-02-06,11873750000
2003-02-07,11398800000
2003-02-10,11453080000
2003-02-11,11045980000
2003-02-12,10652450000
2003-02-13,10530320000
2003-02-14,11113830000
2003-02-18,11290240000
2003-02-19,11100260000
2003-02-20,10869570000
2003-02-21,10950990000
2003-02-24,10421760000
2003-02-25,10530320000
2003-02-26,10231780000
2003-02-27,10516750000
2003-02-28,10720300000
2003-03-03,10462470000
2003-03-04,9906100000
2003-03-05,10041800000
2003-03-06,9756830000
2003-03-07,9688980000
2003-03-10,9295450000
2003-03-11,8901920000
2003-03-12,9105470000
2003-03-13,9661840000
2003-03-14,9051190000
2003-03-17,10163930000
2003-03-18,10489610000
2003-03-19,10381050000
2003-03-20,10584600000
2003-03-21,10978130000
2003-03-24,10435330000
2003-03-25,10408190000
2003-03-26,10462470000
2003-03-27,10489610000
2003-03-28,10150360000
2003-03-31,9819200000
2003-04-01,10363200000
2003-04-02,10676000000
2003-04-03,10771200000
2003-04-04,10920800000
2003-04-07,11288000000
2003-04-08,10893600000
2003-04-09,10594400000
2003-04-10,10920800000
2003-04-11,10839200000
2003-04-14,11560000000
2003-04-15,11573600000
2003-04-16,11410400000
2003-04-17,11736800000
2003-04-21,11750400000
2003-04-22,12403199999
2003-04-23,12743199999
2003-04-24,12049600000
2003-04-25,11900000000
2003-04-28,12144800000
2003-04-29,12063199999
2003-04-30,11736800000
2003-05-01,11723199999
2003-05-02,12444000000
2003-05-05,12471200000
2003-05-06,12335200000
2003-05-07,12308000000
2003-05-08,11940800000
2003-05-09,12076800000
2003-05-12,12308000000
2003-05-13,12308000000
2003-05-14,12376000000
2003-05-15,13287200000
2003-05-16,13056000000
2003-05-19,12240000000
2003-05-20,11736800000
2003-05-21,11872800000
2003-05-22,11696000000
2003-05-23,11668800000
2003-05-27,12498400000
2003-05-28,12851999999
2003-05-29,12920000000
2003-05-30,13191999999
2003-06-02,13504800000
2003-06-03,13491200000
2003-06-04,13844800000
2003-06-05,14103199999
2003-06-06,14742400000
2003-06-09,14429600000
2003-06-10,14769600000
2003-06-11,15368000000
2003-06-12,15354399999
2003-06-13,15204800000
2003-06-16,15422400000
2003-06-17,15422400000
2003-06-18,15014399999
2003-06-19,14579200000
2003-06-20,14728800000
2003-06-23,14116800000
2003-06-24,14484000000
2003-06-25,14348000000
2003-06-26,14606400000
2003-06-27,14130400000
2003-06-30,13782940000
2003-07-01,14192740000
2003-07-02,14657180000
2003-07-03,14684500000
2003-07-07,15285540000
2003-07-08,16023180000
2003-07-09,16009520000
2003-07-10,15094300000
2003-07-11,14875740000
2003-07-14,15777300000
2003-07-15,16091480000
2003-07-16,15845600000
2003-07-17,15312860000
2003-07-18,15681680000
2003-07-21,15367500000
2003-07-22,15435800000
2003-07-23,14985020000
2003-07-24,14957699999
2003-07-25,15026000000
2003-07-28,14657180000
2003-07-29,14302020000
2003-07-30,14015160000
2003-07-31,14220060000
2003-08-01,13673660000
2003-08-04,14069800000
2003-08-05,13864900000
2003-08-06,13796600000
2003-08-07,14015160000
2003-08-08,13974180000
2003-08-11,14001500000
2003-08-12,14684500000
2003-08-13,14616199999
2003-08-14,14985020000
2003-08-15,14889400000
2003-08-18,14752800000
2003-08-19,14793780000
2003-08-20,15135280000
2003-08-21,14944040000
2003-08-22,14957699999
2003-08-25,14821100000
2003-08-26,14834760000
2003-08-27,14725480000
2003-08-28,14834760000
2003-08-29,14834760000
2003-09-02,15394820000
2003-09-03,15504100000
2003-09-04,15599720000
2003-09-05,15230900000
2003-09-08,15558740000
2003-09-09,15736320000
2003-09-10,15299199999
2003-09-11,15490440000
2003-09-12,15449460000
2003-09-15,15681680000
2003-09-16,16528600000
2003-09-17,16269060000
2003-09-18,17320880000
2003-09-19,17143300000
2003-09-22,17061340000
2003-09-23,17389180000
2003-09-24,17047680000
2003-09-25,17348200000
2003-09-26,16788139999
2003-09-29,16487620000
2003-09-30,15617412853
2003-10-01,16259942853
2003-10-02,16548425710
2003-10-03,16745118567
2003-10-06,17046714282
2003-10-07,17426987139
2003-10-08,17190955710
2003-10-09,17479438567
2003-10-10,17151617139
2003-10-13,17781034281
2003-10-14,18292435710
2003-10-15,18331774281
2003-10-16,17938388567
2003-10-17,17820372853
2003-10-20,18095742853
2003-10-21,17689244281
2003-10-22,16981149996
2003-10-23,17177842853
2003-10-24,16941811424
2003-10-27,17020488567
2003-10-28,18030178567
2003-10-29,17977727138
2003-10-30,17912162853
2003-10-31,17781034281
2003-11-03,17676131424
2003-11-04,17492551424
2003-11-05,17361422853
2003-11-06,17518777139
2003-11-07,17453212853
2003-11-10,17282745710
2003-11-11,17256519996
2003-11-12,17348309996
2003-11-13,17466325710
2003-11-14,16076362853
2003-11-17,15368268568
2003-11-18,14974882853
2003-11-19,14869979996
2003-11-20,14856867139
2003-11-21,14948657139
2003-11-24,14542158568
2003-11-25,14489707139
2003-11-26,15092898568
2003-11-28,15210914282
2003-12-01,15342042853
2003-12-02,14961769996
2003-12-03,14961769996
2003-12-04,14948657139
2003-12-05,14647061425
2003-12-08,14765077139
2003-12-09,14581497139
2003-12-10,14319239996
2003-12-11,14502819996
2003-12-12,14633948568
2003-12-15,14293014282
2003-12-16,14555271425
2003-12-17,14529045711
2003-12-18,14817528568
2003-12-19,14751964282
2003-12-22,15132237139
2003-12-23,15224027139
2003-12-24,15053559996
2003-12-26,14974882853
2003-12-29,15132237139
2003-12-30,15407607139
2003-12-31,16280000000
2004-01-02,16060000000
2004-01-05,16568750000
2004-01-06,16940000000
2004-01-07,17311250000
2004-01-08,17407500000
2004-01-09,16871250000
2004-01-12,17490000000
2004-01-13,17215000000
2004-01-14,17792500000
2004-01-15,18191250000
2004-01-16,18397500000
2004-01-20,18920000000
2004-01-21,18906250000
2004-01-22,18095000000
2004-01-23,18260000000
2004-01-26,18081250000
2004-01-27,17833750000
2004-01-28,17242500000
2004-01-29,17325000000
2004-01-30,17311250000
2004-02-02,17187500000
2004-02-03,16830000000
2004-02-04,16637500000
2004-02-05,16747500000
2004-02-06,17173750000
2004-02-09,17077500000
2004-02-10,16953750000
2004-02-11,17600000000
2004-02-12,17380000000
2004-02-13,17325000000
2004-02-17,17792500000
2004-02-18,17875000000
2004-02-19,17503750000
2004-02-20,17311250000
2004-02-23,16774999999
2004-02-24,16596250000
2004-02-25,16774999999
2004-02-26,16664999999
2004-02-27,16830000000
2004-03-01,16940000000
2004-03-02,16816250000
2004-03-03,16623750000
2004-03-04,16747500000
2004-03-05,16720000000
2004-03-08,16390000000
2004-03-09,15798750000
2004-03-10,15730000000
2004-03-11,15303750000
2004-03-12,15661250000
2004-03-15,15248750000
2004-03-16,15152500000
2004-03-17,15840000000
2004-03-18,15730000000
2004-03-19,15551250000
2004-03-22,15028750000
2004-03-23,14905000000
2004-03-24,14767500000
2004-03-25,15207500000
2004-03-26,15482500000
2004-03-29,15895000000
2004-03-30,15908750000
2004-03-31,15940530000
2004-04-01,16242590000
2004-04-02,16379890000
2004-04-05,15858150000
2004-04-06,15638470000
2004-04-07,15487440000
2004-04-08,15405060000
2004-04-12,15665930000
2004-04-13,15157919999
2004-04-14,14787210000
2004-04-15,14553800000
2004-04-16,15089270000
2004-04-19,14910780000
2004-04-20,14430230000
2004-04-21,14567530000
2004-04-22,15103000000
2004-04-23,15048080000
2004-04-26,14938240000
2004-04-27,14828400000
2004-04-28,14512610000
2004-04-29,14375310000
2004-04-30,14128169999
2004-05-03,14292930000
2004-05-04,14402770000
2004-05-05,14210550000
2004-05-06,13990870000
2004-05-07,13633890000
2004-05-10,13441669999
2004-05-11,13894759999
2004-05-12,13922220000
2004-05-13,13688810000
2004-05-14,13304370000
2004-05-17,13043500000
2004-05-18,13167070000
2004-05-19,13194530000
2004-05-20,13153340000
2004-05-21,13098419999
2004-05-24,13112150000
2004-05-25,12727710000
2004-05-26,13167070000
2004-05-27,13373020000
2004-05-28,13455400000
2004-06-01,12974849999
2004-06-02,12631599999
2004-06-03,12617870000
2004-06-04,12796360000
2004-06-07,13002310000
2004-06-08,13043500000
2004-06-09,12782630000
2004-06-10,12796360000
2004-06-14,12425650000
2004-06-15,12535490000
2004-06-16,12576680000
2004-06-17,12521759999
2004-06-18,12713980000
2004-06-21,12659060000
2004-06-22,12974849999
2004-06-23,13029770000
2004-06-24,13716270000
2004-06-25,13455400000
2004-06-28,13373020000
2004-06-29,13235720000
2004-06-30,13108040000
2004-07-01,12807960000
2004-07-02,12767040000
2004-07-06,12466960000
2004-07-07,12194160000
2004-07-08,12139600000
2004-07-09,11989559999
2004-07-12,11907720000
2004-07-13,11798600000
2004-07-14,11594000000
2004-07-15,11525799999
2004-07-16,11457600000
2004-07-19,11321200000
2004-07-20,12071400000
2004-07-21,11866799999
2004-07-22,11935000000
2004-07-23,11689480000
2004-07-26,11675840000
2004-07-27,11894080000
2004-07-28,11771320000
2004-07-29,12207799999
2004-07-30,11975920000
2004-08-02,11907720000
2004-08-03,11771320000
2004-08-04,11948640000
2004-08-05,11634920000
2004-08-06,11348480000
2004-08-09,11403040000
2004-08-10,12016840000
2004-08-11,11962280000
2004-08-12,11798600000
2004-08-13,11730400000
2004-08-16,12398760000
2004-08-17,12876160000
2004-08-18,13203520000
2004-08-19,13135320000
2004-08-20,13544520000
2004-08-23,13230799999
