,STR
2018-05-09,443876400
2018-05-10,445252050
2018-05-11,444793499
2018-05-14,447544800
2018-05-15,447544800
2018-05-16,447544800
2018-05-17,448920449
2018-05-18,448920449
2018-05-21,445252050
2018-05-22,445710600
2018-05-23,445710600
2018-05-24,444793499
2018-05-25,444793499
2018-05-29,444793499
2018-05-30,444793499
2018-05-31,444793499
2018-06-01,444793499
2018-06-04,463135500
2018-06-05,463135500
2018-06-06,463135500
2018-06-07,463594050
2018-06-08,463135500
2018-06-11,467262450
2018-06-12,464511150
2018-06-13,464511150
2018-06-14,465886800
2018-06-15,466803900
2018-06-18,466345350
2018-06-19,465428250
2018-06-20,465428250
2018-06-21,465886800
2018-06-22,465886800
2018-06-25,465886800
2018-06-26,465428250
2018-06-27,465428250
2018-06-28,465886800
2018-06-29,465428250
2018-07-02,464969700
2018-07-03,464969700
2018-07-05,463135500
2018-07-06,465428250
2018-07-09,462218400
2018-07-10,465428250
2018-07-11,465886800
2018-07-12,465886800
2018-07-13,466345350
2018-07-16,465886800
2018-07-17,465886800
2018-07-18,465542887
2018-07-19,464052599
2018-07-20,468867375
2018-07-23,468294187
2018-07-24,470013750
2018-07-25,470930850
2018-07-26,473682150
2018-07-27,475057800
2018-07-30,479184749
2018-07-31,478726200
2018-08-01,483770250
2018-08-02,483770250
2018-08-03,490189950
2018-08-06,490648499
2018-08-07,492941250
2018-08-08,493399800
2018-08-09,495692550
2018-08-10,499819500
2018-08-13,503029350
2018-08-14,511741800
2018-08-15,504405000
2018-08-16,503946450
2018-08-17,511741800
2018-08-20,516327300
2018-08-21,517702949
2018-08-22,519995700
2018-08-23,517702949
2018-08-24,522747000
2018-08-27,527332500
2018-08-28,528249600
2018-08-29,526873950
2018-08-30,522288450
2018-08-31,522288450
2018-09-04,527332500
2018-09-05,531000900
2018-09-06,526873950
2018-09-07,519995700
2018-09-10,519537150
2018-09-11,523205550
2018-09-12,513117450
2018-09-13,522747000
2018-09-14,520454250
2018-09-17,514034550
2018-09-18,518161500
2018-09-19,516785850
2018-09-20,515868750
2018-09-21,515868750
2018-09-24,515868750
2018-09-25,515868750
2018-09-26,513117450
2018-09-27,509449050
2018-09-28,504405000
2018-10-01,515880000
2018-10-02,518172800
2018-10-03,507167360
2018-10-04,502123199
2018-10-05,504416000
2018-10-08,503957440
2018-10-09,498454719
2018-10-10,481488000
2018-10-11,480570880
2018-10-12,480112320
2018-10-15,476902400
2018-10-16,490659199
2018-10-17,483780800
2018-10-18,478278080
2018-10-19,479195199
2018-10-22,477819520
2018-10-23,453057280
2018-10-24,445720320
2018-10-25,461311360
2018-10-26,456267199
2018-10-29,433339199
2018-10-30,439300480
2018-10-31,449388800
2018-11-01,445261760
2018-11-02,433339199
2018-11-05,447096000
2018-11-06,444803199
2018-11-07,440217600
2018-11-08,424168000
2018-11-09,412704000
2018-11-12,392527360
2018-11-13,369599360
2018-11-14,373726400
2018-11-15,363179520
2018-11-16,366848000
2018-11-19,378770560
2018-11-20,354466880
2018-11-21,366848000
2018-11-23,353091200
2018-11-26,362262400
2018-11-27,344837120
2018-11-28,351256960
2018-11-29,355384000
2018-11-30,353091200
2018-12-03,367306560
2018-12-04,348505600
2018-12-06,338417280
2018-12-07,346671360
2018-12-10,336583040
2018-12-11,346212800
2018-12-12,344378560
2018-12-13,335207360
2018-12-14,337041600
2018-12-17,343461440
2018-12-18,338417280
2018-12-19,343002880
2018-12-20,336124480
2018-12-21,326036160
2018-12-24,322367680
2018-12-26,343461440
2018-12-27,355384000
2018-12-28,376019199
2018-12-31,389776000
2019-01-02,391151680
2019-01-03,384731840
2019-01-04,394361600
2019-01-07,404449920
2019-01-08,392068800
2019-01-09,403074239
2019-01-10,402615680
2019-01-11,391151680
2019-01-14,394820160
2019-01-15,389317440
2019-01-16,390693120
2019-01-17,384731840
2019-01-18,385190400
2019-01-22,366389440
2019-01-23,366848000
2019-01-24,371433600
2019-01-25,375560640
2019-01-28,369140800
2019-01-29,373726400
2019-01-30,376936320
2019-01-31,367765120
2019-02-01,387024640
2019-02-04,376019199
2019-02-05,366848000
2019-02-06,371433600
2019-02-07,331538880
2019-02-08,336583040
2019-02-11,333373120
2019-02-12,332456000
2019-02-13,334748800
2019-02-14,360428160
2019-02-15,366848000
2019-02-19,368682239
2019-02-20,360886720
2019-02-21,351715520
2019-02-22,349422720
2019-02-25,352632640
2019-02-26,355384000
2019-02-27,357218240
2019-02-28,355384000
2019-03-01,359511040
2019-03-04,363638080
2019-03-05,368223680
2019-03-06,362720960
2019-03-07,370516480
2019-03-08,361803840
2019-03-11,371433600
2019-03-12,359052480
2019-03-13,371433600
2019-03-14,374643520
2019-03-15,401240000
2019-03-18,401240000
2019-03-19,399405760
2019-03-20,404449920
2019-03-21,410869760
2019-03-22,387483199
2019-03-25,395737280
2019-03-26,398488640
2019-03-27,398947199
2019-03-28,395737280
2019-03-29,405367040
2019-04-01,411804840
2019-04-02,417307800
2019-04-03,418224959
2019-04-04,415932060
2019-04-05,425562240
2019-04-08,420059280
2019-04-09,417766380
2019-04-10,420059280
2019-04-11,418683540
2019-04-12,425103660
2019-04-15,410887680
2019-04-16,411804840
2019-04-17,424186500
2019-04-18,415014900
2019-04-22,416390640
2019-04-23,415473480
2019-04-24,410429099
2019-04-25,413639160
2019-04-26,407677620
2019-04-29,407219040
2019-04-30,397588860
2019-05-01,392085900
2019-05-02,378328500
2019-05-03,380621400
2019-05-06,378787080
2019-05-07,370991220
2019-05-08,373742700
2019-05-09,374201280
2019-05-10,376494180
2019-05-13,373284120
2019-05-14,365488260
2019-05-15,373284120
2019-05-16,367322580
2019-05-17,359985300
2019-05-20,360902460
2019-05-21,362278200
2019-05-22,349437960
2019-05-23,337056300
2019-05-24,345769320
2019-05-28,336597720
2019-05-29,335221980
2019-05-30,332011920
2019-05-31,338432040
2019-06-03,345310740
2019-06-04,337056300
2019-06-05,332011920
2019-06-06,338432040
2019-06-07,338432040
2019-06-10,332929080
2019-06-11,339349200
2019-06-12,323757480
2019-06-13,324216060
2019-06-14,343476420
2019-06-17,345769320
2019-06-18,370074060
2019-06-19,362736780
2019-06-20,369156900
2019-06-21,362278200
2019-06-24,358609560
2019-06-25,360902460
2019-06-26,378328500
2019-06-27,380621400
2019-06-28,385207200
2019-07-01,392895440
2019-07-02,384633620
2019-07-03,391059480
2019-07-05,380502709
2019-07-08,376371799
2019-07-09,381420690
2019-07-10,373158870
2019-07-11,364438060
2019-07-12,359848160
2019-07-15,360307150
2019-07-16,356635230
2019-07-17,356176240
2019-07-18,358471190
2019-07-19,365356040
2019-07-22,367192000
2019-07-23,371322910
2019-07-24,371781900
2019-07-25,362143110
2019-07-26,362602100
2019-07-29,358471190
2019-07-30,363979070
2019-07-31,363061090
2019-08-01,357553210
2019-08-02,356176240
2019-08-05,294212590
2019-08-06,287786730
2019-08-07,292376630
2019-08-08,282278850
2019-08-09,279983900
2019-08-12,287786730
2019-08-13,286868750
2019-08-14,277688950
2019-08-15,275852990
2019-08-16,289163700
2019-08-19,290540670
2019-08-20,296507540
2019-08-21,300179460
2019-08-22,295130570
2019-08-23,275394000
2019-08-26,274476020
2019-08-27,273099050
2019-08-28,268509150
2019-08-29,268509150
2019-08-30,268968140
2019-09-03,265296220
2019-09-04,285032790
2019-09-05,285950770
2019-09-06,296966530
2019-09-09,306605320
2019-09-10,306146330
2019-09-11,322669970
2019-09-12,307523300
2019-09-13,311654210
2019-09-16,321293000
2019-09-17,306146330
2019-09-18,306146330
2019-09-19,298343500
2019-09-20,302933400
2019-09-23,306605320
2019-09-24,290999660
2019-09-25,289163700
2019-09-26,277688950
2019-09-27,275394000
2019-09-30,264310250
2019-10-01,252818500
2019-10-02,249141140
2019-10-03,251439490
2019-10-04,250060480
2019-10-07,253278170
2019-10-08,250520150
2019-10-09,251899160
2019-10-10,282467215
2019-10-11,293729130
2019-10-14,285455070
2019-10-15,292350120
2019-10-16,292809790
2019-10-17,299245170
2019-10-18,290511440
2019-10-21,298325830
2019-10-22,294188800
2019-10-23,293729130
2019-10-24,293269460
2019-10-25,291430780
2019-10-28,292809790
2019-10-29,291430780
2019-10-30,284535730
2019-10-31,283156720
2019-11-01,291430780
2019-11-04,296487150
2019-11-05,296027480
2019-11-06,288213090
2019-11-07,293269460
2019-11-08,293958965
2019-11-11,297866160
2019-11-12,304761210
2019-11-13,295108140
2019-11-14,292809790
2019-11-15,296946820
2019-11-18,297636325
2019-11-19,283386555
2019-11-20,285914740
2019-11-21,289592100
2019-11-22,291890450
2019-11-25,297406490
2019-11-26,295108140
2019-11-27,297866160
2019-11-29,296487150
2019-12-02,296946820
2019-12-03,297406490
2019-12-04,301543520
2019-12-05,290051770
2019-12-06,289132430
2019-12-09,287753420
2019-12-10,291430780
2019-12-11,293729130
2019-12-12,295567810
2019-12-13,295567810
2019-12-16,306140220
2019-12-17,310736920
2019-12-18,311196590
2019-12-19,311656260
2019-12-20,314873950
2019-12-23,322688340
2019-12-24,327285040
2019-12-26,328204380
2019-12-27,319470650
2019-12-30,320389990
2019-12-31,324527020
2020-01-02,319470650
2020-01-03,319930320
2020-01-06,325446360
2020-01-07,324986690
2020-01-08,313724775
2020-01-09,314873950
2020-01-10,307978900
2020-01-13,307059560
2020-01-14,309357910
2020-01-15,310277250
2020-01-16,317172300
2020-01-17,310736920
2020-01-21,304761210
2020-01-22,294648470
2020-01-23,286374410
2020-01-24,276721340
2020-01-27,261782065
2020-01-28,266608600
2020-01-29,260173220
2020-01-30,251899160
2020-01-31,252818500
2020-02-03,227536650
2020-02-04,219032755
2020-02-05,222939949
2020-02-06,217883580
2020-02-07,216964240
2020-02-10,208690180
2020-02-11,217883580
2020-02-12,217423910
2020-02-13,214665890
2020-02-14,208690180
2020-02-18,213286880
2020-02-19,213286880
2020-02-20,220181930
2020-02-21,211907870
2020-02-24,197198430
2020-02-25,187085690
2020-02-26,189384040
2020-02-27,184787339
2020-02-28,183638165
2020-03-02,170997240
2020-03-03,164102190
2020-03-04,168239220
2020-03-05,159965160
2020-03-06,162723180
2020-03-09,124110900
2020-03-10,124110900
2020-03-11,114917500
2020-03-12,104804759
2020-03-13,102966080
2020-03-16,109401460
2020-03-17,117215849
2020-03-18,92853340
2020-03-19,106183770
2020-03-20,102506410
2020-03-23,91934000
2020-03-24,81821260
2020-03-25,107562780
2020-03-26,110780470
2020-03-27,94692020
2020-03-30,95611360
2020-03-31,98902150
2020-04-01,92462009
2020-04-02,113622470
2020-04-03,119602600
2020-04-06,111782430
2020-04-07,106722320
2020-04-08,109022370
2020-04-09,111322420
2020-04-13,110402400
2020-04-14,100282180
2020-04-15,102122220
2020-04-16,94762060
2020-04-17,98442140
2020-04-20,94302049
2020-04-21,98902150
2020-04-22,98442140
2020-04-23,97982130
2020-04-24,96142090
2020-04-27,102122220
2020-04-28,104882279
2020-04-29,117302549
2020-04-30,112472445
2020-05-01,102582230
2020-05-04,101202200
2020-05-05,104422270
2020-05-06,110172395
2020-05-07,115462509
2020-05-08,115002500
2020-05-11,114542490
2020-05-12,107642340
2020-05-13,99822170
2020-05-14,98902150
2020-05-15,103502250
2020-05-18,110862410
2020-05-19,108562360
2020-05-20,114082480
2020-05-21,127882779
2020-05-22,117302549
2020-05-26,118682580
2020-05-27,121442640
2020-05-28,117302549
2020-05-29,114542490
2020-06-01,117762560
2020-06-02,128342790
2020-06-03,138463010
2020-06-04,136622970
2020-06-05,165143590
2020-06-08,168363660
2020-06-09,165143590
2020-06-10,155943390
2020-06-11,138923020
2020-06-12,142143090
2020-06-15,152263310
2020-06-16,149963260
2020-06-17,140763060
2020-06-18,142603100
2020-06-19,141223070
2020-06-22,138923020
2020-06-23,140303050
2020-06-24,132942890
2020-06-25,137312985
2020-06-26,167443640
2020-06-29,142603100
2020-06-30,147376000
2020-07-01,146454900
2020-07-02,146454900
2020-07-06,146454900
2020-07-07,146915450
2020-07-08,145533800
2020-07-09,140467750
2020-07-10,146454900
2020-07-13,141849400
2020-07-14,144152150
2020-07-15,147376000
2020-07-16,144152150
2020-07-17,140467750
2020-07-20,130796200
2020-07-21,136322800
2020-07-22,134941150
2020-07-23,130335650
2020-07-24,126190700
2020-07-27,123427400
2020-07-28,122045750
2020-07-29,123887950
2020-07-30,122966850
2020-07-31,115598049
2020-08-03,115137500
2020-08-04,117900800
2020-08-05,124348500
2020-08-06,131256750
2020-08-07,134020050
2020-08-10,135862250
2020-08-11,137243900
2020-08-12,134480600
2020-08-13,133559500
2020-08-14,132638400
2020-08-17,127111799
2020-08-18,129875100
2020-08-19,129414550
2020-08-20,129875100
2020-08-21,129875100
2020-08-24,133559500
2020-08-25,135862250
2020-08-26,136322800
2020-08-27,138625550
2020-08-28,140928300
2020-08-31,129414550
2020-09-01,134480600
2020-09-02,128953999
2020-09-03,128493450
2020-09-04,126190700
2020-09-08,124348500
2020-09-09,125269600
2020-09-10,117900800
2020-09-11,125730150
2020-09-14,120203550
2020-09-15,121585200
2020-09-16,126190700
2020-09-17,128032899
2020-09-18,120203550
2020-09-21,112374200
2020-09-22,111913650
2020-09-23,106847600
2020-09-24,108229250
2020-09-25,108229250
2020-09-28,115598049
2020-09-29,117900800
2020-09-30,112545000
2020-10-01,113006250
2020-10-02,113467500
2020-10-05,113467500
2020-10-06,112083750
2020-10-07,114390000
2020-10-08,116235000
2020-10-09,119002500
2020-10-12,118771875
2020-10-13,119002500
2020-10-14,117157500
2020-10-15,121308750
2020-10-16,118080000
2020-10-19,114390000
2020-10-20,118080000
2020-10-21,114390000
2020-10-22,107932500
2020-10-23,109777500
2020-10-26,102397500
2020-10-27,100552500
2020-10-28,92711249
2020-10-29,87868125
2020-10-30,84870000
2020-11-02,86715000
2020-11-03,90866250
2020-11-04,90866250
2020-11-05,115312500
2020-11-06,102397500
2020-11-09,109777500
2020-11-10,113928750
2020-11-11,109777500
2020-11-12,97323750
2020-11-13,101475000
2020-11-16,103781250
2020-11-17,105164999
2020-11-18,106087499
2020-11-19,108393750
2020-11-20,107932500
2020-11-23,105626250
2020-11-24,118541250
2020-11-25,117157500
2020-11-27,115312500
2020-11-30,106087499
2020-12-01,101475000
2020-12-02,107932500
2020-12-03,103781250
2020-12-04,111622500
2020-12-07,113006250
2020-12-08,124998750
2020-12-09,139297500
2020-12-10,140681250
2020-12-11,137913750
2020-12-14,130995000
2020-12-15,141603750
2020-12-16,145293750
2020-12-17,147138750
2020-12-18,149445000
2020-12-21,138375000
2020-12-22,135607500
2020-12-23,149906250
2020-12-24,149906250
2020-12-28,146216250
2020-12-29,140220000
2020-12-30,145293750
2020-12-31,145293750
2021-01-04,154518750
2021-01-05,154518750
2021-01-06,154980000
2021-01-07,152673750
2021-01-08,152673750
2021-01-11,152673750
2021-01-12,166050000
2021-01-13,160053750
2021-01-14,168817500
2021-01-15,162821250
2021-01-19,171585000
2021-01-20,165127500
2021-01-21,158208750
2021-01-22,162821250
2021-01-25,162360000
2021-01-26,154057500
2021-01-27,148061250
2021-01-28,149445000
2021-01-29,141142500
2021-02-01,153596250
2021-02-02,158670000
2021-02-03,165127500
2021-02-04,165127500
2021-02-05,165588750
2021-02-08,173430000
2021-02-09,176197500
2021-02-10,176658750
2021-02-11,176197500
2021-02-12,183116250
2021-02-16,194647500
2021-02-17,194186250
2021-02-18,190035000
2021-02-19,190957500
2021-02-22,196492500
2021-02-23,199721250
2021-02-24,197415000
2021-02-25,186345000
2021-02-26,182193750
2021-03-01,184038750
2021-03-02,189112499
2021-03-03,195108750
2021-03-04,199260000
2021-03-05,214020000
2021-03-08,225551250
2021-03-09,203872500
2021-03-10,214481250
2021-03-11,212636250
2021-03-12,207101250
2021-03-15,210791250
2021-03-16,205256250
2021-03-17,202950000
2021-03-18,216326250
2021-03-19,220477500
2021-03-22,208023750
2021-03-23,202027500
2021-03-24,208023750
2021-03-25,200182500
2021-03-26,208023750
2021-03-29,207562500
2021-03-30,206178750
2021-03-31,228145880
2021-04-01,239324520
2021-04-05,228654000
2021-04-06,235259560
2021-04-07,232210840
2021-04-08,230178360
2021-04-09,232718960
2021-04-12,226621520
2021-04-13,227637760
2021-04-14,233227080
2021-04-15,227637760
2021-04-16,227637760
2021-04-19,230686480
2021-04-20,220524080
2021-04-21,225605280
2021-04-22,222556560
2021-04-23,225097160
2021-04-26,228145880
2021-04-27,229670239
2021-04-28,233227080
2021-04-29,234243320
2021-04-30,225605280
2021-05-03,233735199
2021-05-04,233227080
2021-05-05,238308280
2021-05-06,253043760
2021-05-07,253043760
2021-05-10,246438199
2021-05-11,251011280
2021-05-12,245421960
2021-05-13,241865120
2021-05-14,253043760
2021-05-17,258633080
2021-05-18,253043760
2021-05-19,246946320
2021-05-20,243897600
2021-05-21,246946320
2021-05-24,243897600
2021-05-25,229670239
2021-05-26,236275800
2021-05-27,238308280
2021-05-28,236783920
2021-06-01,240848880
2021-06-02,251011280
2021-06-03,248978800
2021-06-04,257108719
2021-06-07,257616840
2021-06-08,259141199
2021-06-09,252535640
2021-06-10,254060000
2021-06-11,258633080
2021-06-14,266254880
2021-06-15,265746760
2021-06-16,265238640
2021-06-17,258633080
2021-06-18,249995040
2021-06-21,268287360
2021-06-22,258633080
2021-06-23,258124960
2021-06-24,261681800
2021-06-25,263206160
2021-06-28,253551880
2021-06-29,255584360
2021-06-30,258124960
2021-07-01,264222400
2021-07-02,262698040
2021-07-06,249995040
2021-07-07,244405719
2021-07-08,247454440
2021-07-09,258633080
2021-07-12,255076239
2021-07-13,249486920
2021-07-14,242373239
2021-07-15,241865120
2021-07-16,241357000
2021-07-19,242881360
2021-07-20,243897600
2021-07-21,252027520
2021-07-22,249486920
2021-07-23,246946320
2021-07-26,248978800
2021-07-27,249486920
2021-07-28,249486920
2021-07-29,247454440
2021-07-30,242373239
2021-08-02,241357000
2021-08-03,242881360
2021-08-04,238308280
2021-08-05,242881360
2021-08-06,239832640
2021-08-09,238816400
2021-08-10,238308280
2021-08-11,239324520
2021-08-12,234243320
2021-08-13,228654000
2021-08-16,229162120
2021-08-17,229670239
2021-08-18,229162120
2021-08-19,226113400
2021-08-20,222556560
2021-08-23,226621520
2021-08-24,229670239
2021-08-25,221540320
2021-08-26,217475360
2021-08-27,226621520
2021-08-30,227637760
2021-08-31,225605280
2021-09-01,225097160
2021-09-02,227129640
2021-09-03,226113400
2021-09-07,228145880
2021-09-08,221032199
2021-09-09,225097160
2021-09-10,226113400
2021-09-13,226621520
2021-09-14,224589040
2021-09-15,232210840
2021-09-16,234243320
2021-09-17,226113400
2021-09-20,218999719
2021-09-21,223064679
2021-09-22,227637760
2021-09-23,232210840
2021-09-24,238308280
2021-09-27,247962560
2021-09-28,244913840
2021-09-29,242881360
2021-09-30,218421802
2021-10-01,233293074
2021-10-04,254670527
2021-10-05,251417436
2021-10-06,250023255
2021-10-07,252346891
2021-10-08,255599982
2021-10-11,258853072
2021-10-12,279301071
2021-10-13,288595616
2021-10-14,288130888
2021-10-15,290454525
2021-10-18,296031251
2021-10-19,300678524
2021-10-20,298819615
2021-10-21,294637070
2021-10-22,276047980
2021-10-25,275118526
2021-10-26,270935980
2021-10-27,265823981
2021-10-28,275583253
2021-10-29,273259617
2021-11-01,276977435
2021-11-02,276512707
2021-11-03,274653798
2021-11-04,267682890
2021-11-05,272330162
2021-11-08,277906889
2021-11-09,274189071
2021-11-10,265823981
2021-11-11,266288708
2021-11-12,255599982
2021-11-15,256529436
2021-11-16,255599982
2021-11-17,250952709
2021-11-18,255599982
2021-11-19,243517073
2021-11-22,239334528
2021-11-23,241193437
2021-11-24,237010892
2021-11-26,225392711
2021-11-29,224463256
2021-11-30,215633439
2021-12-01,206803621
2021-12-02,212380348
2021-12-03,208662530
2021-12-06,214703984
2021-12-07,221674893
2021-12-08,223069075
2021-12-09,218886530
2021-12-10,220745439
2021-12-13,211450894
2021-12-14,210986166
2021-12-15,215168712
2021-12-16,206803621
2021-12-17,208197803
2021-12-20,204015258
2021-12-21,211915621
2021-12-22,215633439
2021-12-23,217492348
2021-12-27,231434165
2021-12-28,228181074
2021-12-29,225857438
2021-12-30,224927984
2021-12-31,229123760
2022-01-03,238533360
2022-01-04,251706799
2022-01-05,247472480
2022-01-06,250765840
2022-01-07,252177280
2022-01-10,247002000
2022-01-11,256411600
2022-01-12,236180959
2022-01-13,235710480
2022-01-14,234299040
2022-01-18,234769520
2022-01-19,236180959
2022-01-20,229594240
2022-01-21,224889440
2022-01-24,227712320
2022-01-25,228653280
2022-01-26,233358080
2022-01-27,234769520
2022-01-28,234299040
2022-01-31,243238160
2022-02-01,246061040
2022-02-02,246061040
2022-02-03,243708640
2022-02-04,247472480
2022-02-07,247472480
2022-02-08,240885760
2022-02-09,248413440
2022-02-10,262057360
2022-02-11,273348880
2022-02-14,258293520
2022-02-15,257823040
2022-02-16,263939280
2022-02-17,260645920
2022-02-18,259704959
2022-02-22,258764000
2022-02-23,265821200
2022-02-24,262998320
2022-02-25,266291680
2022-02-28,270055520
2022-03-01,269114560
2022-03-02,279465120
2022-03-03,277583200
2022-03-04,277583200
2022-03-07,291697600
2022-03-08,287933760
2022-03-09,278524160
2022-03-10,276171760
2022-03-11,275230800
2022-03-14,270055520
2022-03-15,281817520
2022-03-16,278994640
2022-03-17,292638560
2022-03-18,295931920
2022-03-21,300636720
2022-03-22,301577680
2022-03-23,316162560
2022-03-24,318044480
2022-03-25,330747440
2022-03-28,319926400
2022-03-29,326042640
2022-03-30,321337840
2022-03-31,2260353360
2022-04-01,2290536120
2022-04-04,2334133440
2022-04-05,2310657960
2022-04-06,2337487080
2022-04-07,2340840720
2022-04-08,2515230000
2022-04-11,2360962560
2022-04-12,2320718880
2022-04-13,2431389000
2022-04-14,2461571760
2022-04-18,2511876360
2022-04-19,2528644560
2022-04-20,2602424640
2022-04-21,2508522720
2022-04-22,2407913520
2022-04-25,2277121560
2022-04-26,2270414280
2022-04-27,2300597040
2022-04-28,2320718880
2022-04-29,2280475200
2022-05-02,2293889760
2022-05-03,2360962560
2022-05-04,2404559880
2022-05-05,2545412760
2022-05-06,2478339960
2022-05-09,2314011600
2022-05-10,2303950680
2022-05-11,2334133440
2022-05-12,2337487080
2022-05-13,2417974440
2022-05-16,2448157200
2022-05-17,2374377120
2022-05-18,2327426160
2022-05-19,2277121560
2022-05-20,2273767920
2022-05-23,2330779800
2022-05-24,2377730760
2022-05-25,2414620800
2022-05-26,2444803560
2022-05-27,2508522720
2022-05-31,2485047240
2022-06-01,2582302800
2022-06-02,2592363720
2022-06-03,2605778280
2022-06-06,2411267160
2022-06-07,2441449920
2022-06-08,2506845900
2022-06-09,2458218120
2022-06-10,2322395700
2022-06-13,2262868590
2022-06-14,2061650190
2022-06-15,2149683240
2022-06-16,2022244920
2022-06-17,2086802490
2022-06-21,2038174710
2022-06-22,1915766850
2022-06-23,1898998650
2022-06-24,1937565510
2022-06-27,1976970779
2022-06-28,2012184000
2022-06-29,1960202580
2022-06-30,294455540
2022-07-01,309318050
2022-07-05,303982790
2022-07-06,293947420
2022-07-07,305507150
2022-07-08,326340070
2022-07-11,323037290
2022-07-12,318591240
2022-07-13,314780340
2022-07-14,315669550
2022-07-15,326213040
2022-07-18,336756530
2022-07-19,332310480
2022-07-20,342853970
2022-07-21,336502470
2022-07-22,339043070
2022-07-25,351110920
2022-07-26,355811030
2022-07-27,363432830
2022-07-28,361908470
2022-07-29,374865530
2022-08-01,362924710
2022-08-02,381725150
2022-08-03,358097570
2022-08-04,347300020
2022-08-05,349967650
2022-08-08,347935170
2022-08-09,337518710
2022-08-10,335105140
2022-08-11,349205470
2022-08-12,351746070
2022-08-15,354794790
2022-08-16,365465310
2022-08-17,345775660
2022-08-18,354540730
2022-08-19,353143400
2022-08-22,353778550
2022-08-23,353778550
2022-08-24,353270430
2022-08-25,343997240
2022-08-26,337899800
2022-08-29,347427050
2022-08-30,327610370
2022-08-31,323164320
2022-09-01,312747860
2022-09-02,320369660
2022-09-06,315415490
2022-09-07,313637070
2022-09-08,316812820
2022-09-09,325196800
2022-09-12,319480450
2022-09-13,315415490
2022-09-14,329769880
2022-09-15,318083120
2022-09-16,307793690
2022-09-19,306523390
