,MLM
2013-11-22,4594812000
2013-11-25,4541567000
2013-11-26,4546197000
2013-11-27,4506842000
2013-11-29,4470728000
2013-12-02,4530455000
2013-12-03,4502675000
2013-12-04,4463783000
2013-12-05,4427206000
2013-12-06,4502212000
2013-12-09,4556383000
2013-12-10,4494341000
2013-12-11,4460079000
2013-12-12,4469802000
2013-12-13,4491100000
2013-12-16,4428595000
2013-12-17,4400815000
2013-12-18,4472580000
2013-12-19,4443874000
2013-12-20,4452671000
2013-12-23,4476747000
2013-12-24,4501749000
2013-12-26,4537863000
2013-12-27,4586478000
2013-12-30,4637871000
2013-12-31,4607871817
2014-01-02,4589429264
2014-01-03,4582052243
2014-01-06,4550699903
2014-01-07,4647062241
2014-01-08,4768783090
2014-01-09,4841631173
2014-01-10,4879899470
2014-01-13,4852696705
2014-01-14,4927850108
2014-01-15,4982255638
2014-01-16,5006692021
2014-01-17,4986405213
2014-01-21,5047265637
2014-01-22,4998853936
2014-01-23,5033433722
2014-01-24,4809817770
2014-01-27,4738813941
2014-01-28,4921856278
2014-01-29,4979489256
2014-01-30,4968884788
2014-01-31,5026056701
2014-02-03,4814428408
2014-02-04,4893270321
2014-02-05,4906641172
2014-02-06,5189734357
2014-02-07,5188812230
2014-02-10,5246445207
2014-02-11,5295317972
2014-02-12,5330358823
2014-02-13,5343729673
2014-02-14,5462684139
2014-02-18,5464989458
2014-02-19,5345112865
2014-02-20,5389374991
2014-02-21,5407356480
2014-02-24,5381075843
2014-02-25,5447930097
2014-02-26,5602386476
2014-02-27,5654025624
2014-02-28,5624056476
2014-03-03,5624978604
2014-03-04,5622673284
2014-03-05,5580716477
2014-03-06,5574261583
2014-03-07,5713502857
2014-03-10,5668779666
2014-03-11,5636505199
2014-03-12,5675234560
2014-03-13,5599620093
2014-03-14,5638810518
2014-03-17,5674312432
2014-03-18,5825080301
2014-03-19,5842600727
2014-03-20,5854588386
2014-03-21,5831996259
2014-03-24,5700132006
2014-03-25,5844906046
2014-03-26,5783123494
2014-03-27,5792344770
2014-03-28,5853205194
2014-03-31,5954798250
2014-04-01,5943199500
2014-04-02,5887061550
2014-04-03,5785456500
2014-04-04,5924641500
2014-04-07,5662509750
2014-04-08,5703337350
2014-04-09,5868967500
2014-04-10,5883349950
2014-04-11,5772001950
2014-04-14,5801694750
2014-04-15,5798447100
2014-04-16,5861544300
2014-04-17,5824892250
2014-04-21,5880102300
2014-04-22,5939951850
2014-04-23,5884277850
2014-04-24,5875462800
2014-04-25,5736277800
2014-04-28,5423111550
2014-04-29,5770146150
2014-04-30,5768290350
2014-05-01,5823036450
2014-05-02,5857368750
2014-05-05,5835563100
2014-05-06,5757155550
2014-05-07,5680139850
2014-05-08,5564152350
2014-05-09,5516829450
2014-05-12,5682459600
2014-05-13,5591525400
2014-05-14,5519149200
2014-05-15,5475537900
2014-05-16,5536315350
2014-05-19,5547450150
2014-05-20,5452340400
2014-05-21,5505230700
2014-05-22,5613795000
2014-05-23,5739989400
2014-05-27,5765506650
2014-05-28,5736277800
2014-05-29,5733494100
2014-05-30,5697306000
2014-06-02,5691738600
2014-06-03,5630961150
2014-06-04,5689882800
2014-06-05,5887525500
2014-06-06,5970108600
2014-06-09,5937168150
2014-06-10,6062434649
2014-06-11,5990058450
2014-06-12,5941343700
2014-06-13,6128779500
2014-06-16,6077281050
2014-06-17,6066146250
2014-06-18,6222033450
2014-06-19,6220177650
2014-06-20,6259149450
2014-06-23,6208114950
2014-06-24,6095839049
2014-06-25,6074497350
2014-06-26,6037381350
2014-06-27,6134810850
2014-06-30,8858706300
2014-07-01,8855352000
2014-07-02,8523947160
2014-07-03,8497783620
2014-07-07,8399167200
2014-07-08,8481012120
2014-07-09,8571578220
2014-07-10,8674219800
2014-07-11,8662144320
2014-07-14,8688978720
2014-07-15,8688978720
2014-07-16,8703737640
2014-07-17,8598412620
2014-07-18,8756064720
2014-07-21,8578286820
2014-07-22,8725876020
2014-07-23,8829859320
2014-07-24,8848643400
2014-07-25,8780886540
2014-07-28,8643360240
2014-07-29,8665498620
2014-07-30,8622563580
2014-07-31,8334093780
2014-08-01,8436064500
2014-08-04,8503150500
2014-08-05,8493087600
2014-08-06,8460215460
2014-08-07,8438747940
2014-08-08,8527301460
2014-08-11,8452836000
2014-08-12,8425330740
2014-08-13,8486379000
2014-08-14,8552123280
2014-08-15,8510529960
2014-08-18,8584995420
2014-08-19,8663486040
2014-08-20,8668182060
2014-08-21,8663486040
2014-08-22,8666169480
2014-08-25,8674219800
2014-08-26,8769481920
2014-08-27,8727888600
2014-08-28,8758748160
2014-08-29,8785582560
2014-09-02,8709104520
2014-09-03,8685624420
2014-09-04,8771494500
2014-09-05,8868098340
2014-09-08,8821809000
2014-09-09,8782899120
2014-09-10,8772836220
2014-09-11,8809062660
2014-09-12,8668852920
2014-09-15,8591704020
2014-09-16,8611829820
2014-09-17,8613842400
2014-09-18,8606462940
2014-09-19,8615854980
2014-09-22,8627930460
2014-09-23,8721180000
2014-09-24,8872123500
2014-09-25,8763444180
2014-09-26,8770152780
2014-09-29,8700383340
2014-09-30,8677662000
2014-10-01,8439420000
2014-10-02,8306839000
2014-10-03,8270497000
2014-10-06,8137916000
2014-10-07,7945438000
2014-10-08,7987837000
2014-10-09,7796705000
2014-10-10,7544330000
2014-10-13,7219271000
2014-10-14,7225328000
2014-10-15,7355890000
2014-10-16,7623071000
2014-10-17,7921883000
2014-10-20,8049080000
2014-10-21,8147338000
2014-10-22,8028890000
2014-10-23,8175604000
2014-10-24,8273189000
2014-10-27,8117726000
2014-10-28,7867370000
2014-10-29,7744211000
2014-10-30,7766420000
2014-10-31,7868716000
2014-11-03,7907077000
2014-11-04,7882176000
2014-11-05,8108304000
2014-11-06,8265113000
2014-11-07,8332413000
2014-11-10,8401732000
2014-11-11,8450861000
2014-11-12,8501336000
2014-11-13,8387599000
2014-11-14,8511431000
2014-11-17,8464994000
2014-11-18,8580750000
2014-11-19,8627187000
2014-11-20,8657472000
2014-11-21,8763806000
2014-11-24,8767171000
2014-11-25,8570655000
2014-11-26,8447496000
2014-11-28,8078692000
2014-12-01,7784591000
2014-12-02,7981780000
2014-12-03,8071962000
2014-12-04,8049080000
2014-12-05,7940054000
2014-12-08,7657394000
2014-12-09,7723348000
2014-12-10,7505969000
2014-12-11,7500585000
2014-12-12,7228693000
2014-12-15,7053713000
2014-12-16,7174180000
2014-12-17,7487798000
2014-12-18,7766420000
2014-12-19,8026198000
2014-12-22,7672873000
2014-12-23,7523467000
2014-12-24,7516737000
2014-12-26,7503277000
2014-12-29,7534235000
2014-12-30,7463570000
2014-12-31,7436781520
2015-01-02,7472509350
2015-01-05,7167811630
2015-01-06,7099052410
2015-01-07,7264883470
2015-01-08,7543965010
2015-01-09,7400379580
2015-01-12,7421276990
2015-01-13,7330946250
2015-01-14,7190057260
2015-01-15,7049842380
2015-01-16,7276343340
2015-01-20,7316115830
2015-01-21,7438803850
2015-01-22,7479924560
2015-01-23,7403750130
2015-01-26,7579018730
2015-01-27,7521045270
2015-01-28,7250053050
2015-01-29,7416558220
2015-01-30,7262861140
2015-02-02,7640362740
2015-02-03,7765747200
2015-02-04,7750916780
2015-02-05,7927533600
2015-02-06,7952475670
2015-02-09,8032694760
2015-02-10,9251485640
2015-02-11,9443606990
2015-02-12,9577754880
2015-02-13,9790099530
2015-02-17,9684938370
2015-02-18,9771224450
2015-02-19,9774595000
2015-02-20,9655951640
2015-02-23,9668759730
2015-02-24,9659322190
2015-02-25,9605393390
2015-02-26,9547419930
2015-02-27,9594607630
2015-03-02,9663366850
2015-03-03,9639773000
2015-03-04,9628313130
2015-03-05,9603371060
2015-03-06,9484053590
2015-03-09,9428776570
2015-03-10,9277101820
2015-03-11,9362713790
2015-03-12,9672804390
2015-03-13,9559553910
2015-03-16,9597304070
2015-03-17,9595955850
2015-03-18,9605393390
2015-03-19,9348557480
2015-03-20,9336423500
2015-03-23,9411923820
2015-03-24,9484053590
2015-03-25,9434843560
2015-03-26,9580451320
2015-03-27,9554161030
2015-03-30,9628987240
2015-03-31,9418745400
2015-04-01,9304211300
2015-04-02,9254355280
2015-04-06,9387753820
2015-04-07,9149927130
2015-04-08,9175528870
2015-04-09,9230774730
2015-04-10,9333855420
2015-04-13,9297474000
2015-04-14,9310274870
2015-04-15,9579093140
2015-04-16,9567639730
2015-04-17,9448389520
2015-04-20,9430198810
2015-04-21,9322402010
2015-04-22,9246270520
2015-04-23,9313643520
2015-04-24,9333181690
2015-04-27,9157338160
2015-04-28,9169465300
2015-04-29,9182939900
2015-04-30,9610758450
2015-05-01,9959750590
2015-05-04,9997479470
2015-05-05,9895746240
2015-05-06,10044640570
2015-05-07,10145026340
2015-05-08,10435403970
2015-05-11,10360619940
2015-05-12,10156479750
2015-05-13,10373420810
2015-05-14,10420581910
2015-05-15,10464374360
2015-05-18,10463700630
2015-05-19,10392958980
2015-05-20,10341755500
2015-05-21,10414518340
2015-05-22,10260907900
2015-05-26,10183428950
2015-05-27,10300657970
2015-05-28,10178039110
2015-05-29,10039250730
2015-06-01,9907873380
2015-06-02,10064178740
2015-06-03,9961771780
2015-06-04,9971204000
2015-06-05,9977941300
2015-06-08,10016343910
2015-06-09,10012301530
2015-06-10,10217789180
2015-06-11,10237327350
2015-06-12,9963792970
2015-06-15,9843869030
2015-06-16,9820288480
2015-06-17,9768411270
2015-06-18,9928085280
2015-06-19,9988047250
2015-06-22,10003543040
2015-06-23,9979962490
2015-06-24,9830394430
2015-06-25,9783907060
2015-06-26,9761000240
2015-06-29,9575050760
2015-06-30,9457113300
2015-07-01,9614163800
2015-07-02,9623520000
2015-07-06,9654261800
2015-07-07,9692354900
2015-07-08,9663618000
2015-07-09,9808639100
2015-07-10,10218307000
2015-07-13,10249048800
2015-07-14,10148803800
2015-07-15,10087988500
2015-07-16,10277785700
2015-07-17,10460899900
2015-07-20,10708170900
2015-07-21,10708839200
2015-07-22,10748937200
2015-07-23,10644682400
2015-07-24,10547778900
2015-07-27,10265088000
2015-07-28,10426148300
2015-07-29,10517705400
2015-07-30,10523720100
2015-07-31,10480280600
2015-08-03,10460231600
2015-08-04,11055686900
2015-08-05,11370456200
2015-08-06,11208727600
2015-08-07,11199371400
2015-08-10,11494760000
2015-08-11,11427930000
2015-08-12,11535526300
2015-08-13,11504784500
2015-08-14,11697254900
2015-08-17,11703269600
2015-08-18,11741362700
2015-08-19,11420578700
2015-08-20,11157268500
2015-08-21,10802401200
2015-08-24,10346620600
2015-08-25,10314542200
2015-08-26,10555130200
2015-08-27,11026281700
2015-08-28,11060365000
2015-08-31,11214074000
2015-09-01,10941407600
2015-09-02,11264196500
2015-09-03,11221425300
2015-09-04,11124521800
2015-09-08,11360431700
2015-09-09,11267538000
2015-09-10,11412559100
2015-09-11,11460008400
2015-09-14,11553570400
2015-09-15,11701264700
2015-09-16,11796163300
2015-09-17,11757401900
2015-09-18,11353748700
2015-09-21,11467359700
2015-09-22,11095116600
2015-09-23,10789703500
2015-09-24,10672082700
2015-09-25,10652033700
2015-09-28,10207614200
2015-09-29,9915567100
2015-09-30,9952725000
2015-10-01,10265160000
2015-10-02,10681740000
2015-10-05,10763615000
2015-10-06,10436770000
2015-10-07,10462970000
2015-10-08,10680430000
2015-10-09,10812085000
2015-10-12,10612310000
2015-10-13,10159705000
2015-10-14,9939625000
2015-10-15,9773910000
2015-10-16,9919320000
2015-10-19,9722820000
2015-10-20,9718890000
2015-10-21,9556450000
2015-10-22,9982200000
2015-10-23,10013640000
2015-10-26,9731990000
2015-10-27,9629810000
2015-10-28,10012330000
2015-10-29,9935040000
2015-10-30,10162325000
2015-11-02,10170185000
2015-11-03,9308205000
2015-11-04,9553175000
2015-11-05,10174115000
2015-11-06,10151190000
2015-11-09,9965825000
2015-11-10,10058180000
2015-11-11,10205555000
2015-11-12,9923250000
2015-11-13,10049665000
2015-11-16,10316250000
2015-11-17,10281535000
2015-11-18,10434150000
2015-11-19,10520610000
2015-11-20,10536985000
2015-11-23,10474760000
2015-11-24,10543535000
2015-11-25,10496375000
2015-11-27,10545500000
2015-11-30,10309700000
2015-12-01,10436770000
2015-12-02,10346380000
2015-12-03,10063420000
2015-12-04,10170185000
2015-12-07,9648805000
2015-12-08,9730680000
2015-12-09,9462130000
2015-12-10,9409075000
2015-12-11,9306895000
2015-12-14,9341610000
2015-12-15,9504050000
2015-12-16,9672385000
2015-12-17,9349470000
2015-12-18,9164105000
2015-12-21,9235500000
2015-12-22,9159520000
2015-12-23,9363880000
2015-12-24,9322615000
2015-12-28,9157555000
2015-12-29,9213230000
2015-12-30,8992495000
2015-12-31,8762699640
2016-01-04,8713297980
2016-01-05,8544562440
2016-01-06,8329633140
2016-01-07,8312310480
2016-01-08,8092248540
2016-01-11,8002427340
2016-01-12,8209657680
2016-01-13,7883735040
2016-01-14,7930570380
2016-01-15,7999861020
2016-01-19,7646992020
2016-01-20,7506486000
2016-01-21,7594382460
2016-01-22,7929928800
2016-01-25,7529582880
2016-01-26,7675221540
2016-01-27,7698960000
2016-01-28,7600156680
2016-01-29,8056961640
2016-02-01,7937627760
2016-02-02,7775308020
2016-02-03,7783006980
2016-02-04,7981896780
2016-02-05,7894641900
2016-02-08,7561020300
2016-02-09,8268683040
2016-02-10,8429078040
2016-02-11,8302045200
2016-02-12,8524031880
2016-02-16,8687634780
2016-02-17,8912187780
2016-02-18,8729337480
2016-02-19,8724204840
2016-02-22,8985327900
2016-02-23,8878825620
2016-02-24,9157912920
2016-02-25,9206673000
2016-02-26,9123267600
2016-02-29,9150213960
2016-03-01,9415828080
2016-03-02,9467154480
2016-03-03,9522971940
2016-03-04,9485760300
2016-03-07,9921393120
2016-03-08,9764847600
2016-03-09,9798851340
2016-03-10,9841195620
2016-03-11,10045859640
2016-03-14,9916902060
2016-03-15,9830288760
2016-03-16,9882898320
2016-03-17,10002873780
2016-03-18,10061899140
2016-03-21,10018271700
2016-03-22,9998382720
2016-03-23,9870066720
2016-03-24,9859159860
2016-03-28,9873274620
2016-03-29,9894446760
2016-03-30,9933583140
2016-03-31,10133989320
2016-04-01,10295360600
2016-04-04,10159402120
2016-04-05,10124459520
2016-04-06,10409082880
2016-04-07,10289642720
2016-04-08,10557747760
2016-04-11,10425601200
2016-04-12,10409718200
2016-04-13,10504380880
2016-04-14,10505016200
2016-04-15,10522805160
2016-04-18,10694341560
2016-04-19,10647963200
2016-04-20,10785827640
2016-04-21,10718483720
2016-04-22,10838559200
2016-04-25,10771215280
2016-04-26,10816323000
2016-04-27,10961811280
2016-04-28,10804887240
2016-04-29,10751520360
2016-05-02,10936398480
2016-05-03,11003107080
2016-05-04,10766132720
2016-05-05,11118100000
2016-05-06,11302978120
2016-05-09,11578707000
2016-05-10,11934486200
2016-05-11,11862695040
2016-05-12,11865871640
2016-05-13,11737537000
2016-05-16,11853165240
2016-05-17,11831564360
2016-05-18,11800433680
2016-05-19,11749608080
2016-05-20,11891919760
2016-05-23,11994206280
2016-05-24,12110469840
2016-05-25,12271205800
2016-05-26,12179084400
2016-05-27,12187343560
2016-05-31,12010089280
2016-06-01,11990394360
2016-06-02,11937662800
2016-06-03,11863330360
2016-06-06,11888743160
2016-06-07,11884295920
2016-06-08,12058373600
2016-06-09,12022160360
2016-06-10,11787727280
2016-06-13,11619367480
2016-06-14,11541858440
2016-06-15,11668287120
2016-06-16,11644780280
2016-06-17,11609837680
2016-06-20,11697511840
2016-06-21,11678452240
2016-06-22,11684170120
2016-06-23,11940839400
2016-06-24,11938933440
2016-06-27,11387475680
2016-06-28,11491032840
2016-06-29,11766761720
2016-06-30,12182784000
2016-07-01,12000676760
2016-07-05,11850930040
2016-07-06,12368063840
2016-07-07,12395348200
2016-07-08,12481008400
2016-07-11,12470221560
2016-07-12,12559054360
2016-07-13,12491795240
2016-07-14,12505754680
2016-07-15,12536211640
2016-07-18,12688496440
2016-07-19,12578724480
2016-07-20,12585704200
2016-07-21,12441668160
2016-07-22,12579359000
2016-07-25,12607277880
2016-07-26,12808420720
2016-07-27,12786847040
2016-07-28,13052076400
2016-07-29,12858547800
2016-08-01,12456262120
2016-08-02,12595222000
2016-08-03,12699283280
2016-08-04,12593318440
2016-08-05,12583166120
2016-08-08,12717684360
2016-08-09,12680882200
2016-08-10,12706263000
2016-08-11,12597760080
2016-08-12,12465779920
2016-08-15,12656135920
2016-08-16,12489257160
2016-08-17,12302708280
2016-08-18,12327454560
2016-08-19,12198647000
2016-08-22,12378216160
2016-08-23,12382657800
2016-08-24,12401693400
2016-08-25,12133925960
2016-08-26,11946742560
2016-08-29,12031133720
2016-08-30,11981641160
2016-08-31,11613619560
2016-09-01,11645345560
2016-09-02,11715142760
2016-09-06,11481639400
2016-09-07,11478466800
2016-09-08,11417552880
2016-09-09,11104100000
2016-09-12,11414380280
2016-09-13,11326182000
2016-09-14,11255115760
2016-09-15,11283669160
2016-09-16,11037475400
2016-09-19,11102196440
2016-09-20,11088871520
2016-09-21,11352197320
2016-09-22,11543187840
2016-09-23,11503213080
2016-09-26,11627579000
2016-09-27,11648518160
2016-09-28,11744965200
2016-09-29,11579990000
2016-09-30,11337663000
2016-10-03,11197770000
2016-10-04,11121810000
2016-10-05,11125608000
2016-10-06,11295885000
2016-10-07,10768596000
2016-10-10,10840125000
2016-10-11,10709727000
2016-10-12,10754037000
2016-10-13,10885701000
2016-10-14,10974954000
2016-10-17,11216127000
2016-10-18,11280693000
2016-10-19,11225622000
2016-10-20,11286390000
2016-10-21,11376909000
2016-10-24,11415522000
2016-10-25,11269299000
2016-10-26,11268666000
2016-10-27,11197137000
2016-10-28,11477556000
2016-10-31,11734554000
2016-11-01,12209304000
2016-11-02,12055485000
2016-11-03,11930784000
2016-11-04,12174489000
2016-11-07,12550491000
2016-11-08,12787233000
2016-11-09,14267187000
2016-11-10,14781816000
2016-11-11,14542542000
2016-11-14,14653950000
2016-11-15,14507094000
2016-11-16,13979805000
2016-11-17,13993731000
2016-11-18,13905111000
2016-11-21,14104506000
2016-11-22,14007024000
2016-11-23,14193126000
2016-11-25,14262123000
2016-11-28,13693056000
2016-11-29,13831050000
2016-11-30,13891185000
2016-12-01,13982970000
2016-12-02,14131725000
2016-12-05,14150082000
2016-12-06,14263389000
2016-12-07,14549505000
2016-12-08,14604576000
2016-12-09,14632428000
2016-12-12,14159577000
2016-12-13,14065260000
2016-12-14,14040573000
2016-12-15,14015253000
2016-12-16,13950687000
2016-12-19,14095644000
2016-12-20,14308332000
2016-12-21,14270985000
2016-12-22,14188695000
2016-12-23,14249463000
2016-12-27,14507727000
2016-12-28,14316561000
2016-12-29,14232372000
2016-12-30,14022849000
2017-01-03,14075149920
2017-01-04,14266112640
2017-01-05,14276196480
2017-01-06,13855196160
2017-01-09,13824944640
2017-01-10,13900573440
2017-01-11,13988176800
2017-01-12,13860238080
2017-01-13,13907506080
2017-01-17,13856456640
2017-01-18,14203088640
2017-01-19,14228298240
2017-01-20,14353716000
2017-01-23,14329136640
2017-01-24,14779128000
2017-01-25,15251808000
2017-01-26,15227858880
2017-01-27,15111894720
2017-01-30,14830177440
2017-01-31,14470310400
2017-02-01,14527032000
2017-02-02,14406656160
2017-02-03,14552871840
2017-02-06,14532073920
2017-02-07,14282498880
2017-02-08,14259180000
2017-02-09,14200567680
2017-02-10,14515687680
2017-02-13,14583123360
2017-02-14,14269263840
2017-02-15,13991328000
2017-02-16,13961706720
2017-02-17,13710871200
2017-02-21,13864019520
2017-02-22,13798474560
2017-02-23,13151848320
2017-02-24,13238191200
2017-02-27,13566546240
2017-02-28,13610032800
2017-03-01,14008344480
2017-03-02,13803516480
2017-03-03,13719694560
2017-03-06,13529992320
2017-03-07,13230628320
2017-03-08,13288610400
2017-03-09,13119075840
2017-03-10,13412137440
2017-03-13,13545748320
2017-03-14,13340290080
2017-03-15,13488396480
2017-03-16,13258358880
2017-03-17,13357936800
2017-03-20,13304996640
2017-03-21,13177688160
2017-03-22,13395120960
2017-03-23,13454993760
2017-03-24,13061093760
2017-03-27,13048488960
2017-03-28,13229998080
2017-03-29,13504152480
2017-03-30,13333357440
2017-03-31,13718758500
2017-04-03,13478640940
2017-04-04,13577956580
2017-04-05,13513212840
2017-04-06,13716244180
2017-04-07,13917389780
2017-04-10,13848245980
2017-04-11,13802988220
2017-04-12,13375553820
2017-04-13,13207094380
2017-04-17,13369268020
2017-04-18,13246066340
2017-04-19,13273095280
2017-04-20,13658414820
2017-04-21,13758987620
2017-04-24,14005390980
2017-04-25,14048763000
2017-04-26,13901046700
2017-04-27,14039334300
2017-04-28,13840703020
2017-05-01,14009162460
2017-05-02,15076491300
2017-05-03,15021176260
2017-05-04,14897346000
2017-05-05,14931917900
2017-05-08,14727000820
2017-05-09,14698714720
2017-05-10,14726372240
2017-05-11,14693686080
2017-05-12,14491283320
2017-05-15,14783573020
2017-05-16,14647799740
2017-05-17,14128592660
2017-05-18,14412082240
2017-05-19,14356138620
2017-05-22,14568598660
2017-05-23,14523969480
2017-05-24,14294537780
2017-05-25,14427796740
2017-05-26,14316538080
2017-05-30,14251165760
2017-05-31,14086477800
2017-06-01,14329109680
2017-06-02,14240479900
2017-06-05,14311509440
2017-06-06,14185164860
2017-06-07,14302080740
2017-06-08,14589970380
2017-06-09,14760315560
2017-06-12,14589970380
2017-06-13,14808087640
2017-06-14,14515169360
2017-06-15,14420882360
2017-06-16,14478083140
2017-06-19,14566084340
2017-06-20,14403282120
2017-06-21,14274423220
2017-06-22,14230422620
2017-06-23,14348595660
2017-06-26,14597513340
2017-06-27,14161278820
2017-06-28,14287623400
2017-06-29,13915504040
2017-06-30,13999391680
2017-07-03,14048450560
2017-07-05,14267328640
2017-07-06,14214496000
2017-07-07,14333998400
2017-07-10,14135247040
2017-07-11,13882405120
2017-07-12,14157260640
2017-07-13,14110088640
2017-07-14,14042789920
2017-07-17,14074866880
2017-07-18,13874857600
2017-07-19,14085559200
2017-07-20,14137762880
2017-07-21,14130844320
2017-07-24,14277392000
2017-07-25,14346577600
2017-07-26,14311984800
2017-07-27,14198772000
2017-07-28,14245944000
2017-07-31,14241541280
2017-08-01,13332065120
2017-08-02,13600002080
2017-08-03,13260363680
2017-08-04,13486160320
2017-08-07,13460372960
2017-08-08,13199983520
2017-08-09,13267911200
2017-08-10,13006263840
2017-08-11,12879213920
2017-08-14,12920096320
2017-08-15,12979847520
2017-08-16,12900598560
2017-08-17,12604987360
2017-08-18,12613163840
2017-08-21,12513159200
2017-08-22,12630774720
2017-08-23,12793046400
2017-08-24,12577942080
2017-08-25,12298683840
2017-08-28,12601213600
2017-08-29,12756566720
2017-08-30,13447164800
2017-08-31,13333323040
2017-09-01,13306277760
2017-09-05,13069788800
2017-09-06,13152182560
2017-09-07,13135829600
2017-09-08,13333952000
2017-09-11,12847136960
2017-09-12,12903114400
2017-09-13,12786127840
2017-09-14,12543978240
2017-09-15,12528883200
2017-09-18,12730150400
2017-09-19,12525738400
2017-09-20,12714426400
2017-09-21,12566620800
2017-09-22,12496806240
2017-09-25,12336421440
2017-09-26,12362208800
2017-09-27,12742100640
2017-09-28,12893680000
2017-09-29,12971042080
2017-10-02,12893871000
2017-10-03,12983189000
2017-10-04,12955513000
2017-10-05,13203339000
2017-10-06,12954255000
2017-10-09,12952997000
2017-10-10,12903306000
2017-10-11,12814617000
2017-10-12,12956142000
2017-10-13,12867453000
2017-10-16,12928466000
2017-10-17,12798892000
2017-10-18,12790715000
2017-10-19,13177550000
2017-10-20,13596464000
2017-10-23,13413425000
2017-10-24,13623511000
2017-10-25,13349267000
2017-10-26,13644268000
2017-10-27,13656848000
2017-10-30,13703394000
2017-10-31,13639865000
2017-11-01,13668170000
2017-11-02,13143584000
2017-11-03,13322849000
2017-11-06,13370653000
2017-11-07,13211516000
2017-11-08,13410280000
2017-11-09,13394555000
2017-11-10,13413425000
2017-11-13,13364363000
2017-11-14,13344864000
2017-11-15,12968722000
2017-11-16,13170002000
2017-11-17,13065588000
2017-11-20,13129746000
2017-11-21,13047976000
2017-11-22,13028477000
2017-11-24,12951110000
2017-11-27,12694478000
2017-11-28,12853615000
2017-11-29,13115279000
2017-11-30,13107731000
2017-12-01,12746685000
2017-12-04,13110876000
2017-12-05,12951110000
2017-12-06,12674979000
2017-12-07,13117795000
2017-12-08,13466890000
2017-12-11,13125972000
2017-12-12,13036025000
2017-12-13,13083829000
2017-12-14,12718380000
2017-12-15,12859276000
2017-12-18,13059927000
2017-12-19,12810843000
2017-12-20,12871856000
2017-12-21,13239821000
2017-12-22,13278190000
2017-12-26,13685153000
2017-12-27,13724780000
2017-12-28,13678234000
2017-12-29,13903416000
2018-01-02,14165325000
2018-01-03,14322717500
2018-01-04,14354196000
2018-01-05,14312014810
2018-01-08,14495849250
2018-01-09,14354825570
2018-01-10,14267944910
2018-01-11,14457445480
2018-01-12,14527957320
2018-01-16,14240243830
2018-01-17,14293757280
2018-01-18,14268574480
2018-01-19,14289979860
2018-01-22,14272981470
2018-01-23,14569508940
2018-01-24,14622392820
2018-01-25,14992579980
2018-01-26,15107161720
2018-01-29,14915142870
2018-01-30,14847778880
2018-01-31,14364898690
2018-02-01,14107404560
2018-02-02,13679926530
2018-02-05,13164308700
2018-02-06,13249930220
2018-02-07,13778139450
2018-02-08,13121497940
2018-02-09,13496721660
2018-02-12,13394731320
2018-02-13,13750438370
2018-02-14,13579824900
2018-02-15,14013598630
2018-02-16,13614451250
2018-02-20,13478464130
2018-02-21,13366400670
2018-02-22,13354438840
2018-02-23,13320442060
2018-02-26,13295259260
2018-02-27,12981733400
2018-02-28,12838821010
2018-03-01,12846375850
2018-03-02,12862744670
2018-03-05,12932626940
2018-03-06,13134718910
2018-03-07,13104499550
2018-03-08,13032728570
2018-03-09,13169345260
2018-03-12,13203342040
2018-03-13,13241116240
2018-03-14,13015100610
2018-03-15,12934515650
2018-03-16,13044690400
2018-03-19,12874706500
2018-03-20,12856448970
2018-03-21,13015730180
2018-03-22,12699056470
2018-03-23,12948995760
2018-03-26,13176270530
2018-03-27,12933256510
2018-03-28,12704093030
2018-03-29,13050986100
2018-04-02,12690538770
2018-04-03,12688017930
2018-04-04,12880231980
2018-04-05,13111519050
2018-04-06,12744106620
2018-04-09,12579621810
2018-04-10,12931909200
2018-04-11,12781919220
2018-04-12,12756710820
2018-04-13,12359678520
2018-04-16,12543699840
2018-04-17,12720788850
2018-04-18,12827294340
2018-04-19,12488871570
2018-04-20,12397491120
2018-04-23,12410725530
2018-04-24,12181959300
2018-04-25,12367241040
2018-04-26,12343293060
2018-04-27,12372912930
2018-04-30,12274600170
2018-05-01,12297287730
2018-05-02,12408204690
2018-05-03,12756080610
2018-05-04,12856284000
2018-05-07,12894726810
2018-05-08,13452462660
2018-05-09,13398894810
2018-05-10,13279785120
2018-05-11,13577874450
2018-05-14,13453092870
2018-05-15,13684379940
2018-05-16,13755593670
2018-05-17,13455613710
2018-05-18,13821135510
2018-05-21,13727234220
2018-05-22,13620728730
2018-05-23,13822395930
2018-05-24,13764416610
2018-05-25,13719671700
2018-05-29,13847604330
2018-05-30,13913776380
2018-05-31,14045490270
2018-06-01,14189178150
2018-06-04,14327194140
2018-06-05,14288121120
2018-06-06,14342319180
2018-06-07,14466470550
2018-06-08,14467100760
2018-06-11,14476553910
2018-06-12,14513106090
2018-06-13,14492309160
2018-06-14,14507434200
2018-06-15,14448194460
2018-06-18,14537684280
2018-06-19,14342319180
2018-06-20,14405340180
2018-06-21,14157037440
2018-06-22,14332866030
2018-06-25,14177204160
2018-06-26,14013349560
2018-06-27,13850125170
2018-06-28,13932682680
2018-06-29,14074479930
2018-07-02,13996076800
2018-07-03,14180467560
2018-07-05,14222632000
2018-07-06,14317030000
2018-07-09,14311366120
2018-07-10,14222632000
2018-07-11,14237106360
2018-07-12,14203123080
